Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119)
1.0340332147547892e-12,0.11224537203119915,0.9,0.0,0.0,0.0,0.0,0.09999999972204729,7.118710479567533e-11,7.085673900475507e-11,4.918586534502081e-11,4.9186235485592396e-11,4.2593933378893505e-11,4.260165560396388e-11,4.260024681873578e-11,4.260026783167791e-11,3.7985306918556574e-11,3.7985306918556574e-11,3.439243579932775e-11,3.4392695622507296e-11,3.1466266338586875e-13,1.439379006223808e-14,6.119656573249965e-15,1.3250760098971345e-15,7.853320379666471e-16,3.798075524415344e-18,1.2659471610038897e-15,7.749060037840827e-16,9.790575546486059e-17,2.9117892831486795e-16,6.628893086860315e-18,2.186590457036458e-18,9.344287110642609e-22,1.4595955758075144e-18
1.4086268906158343e-12,0.11224537204250158,0.9,0.0,0.0,0.0,0.0,0.09999999962135483,9.697580108684834e-11,9.651693953257909e-11,6.700407895957578e-11,6.700475599895477e-11,5.802067341385913e-11,5.8034770119914234e-11,5.803273635497631e-11,5.803277407240896e-11,5.17460406339125e-11,5.17460406339125e-11,4.685153891406234e-11,4.6852013704189406e-11,4.301964119631437e-13,2.6262104497237873e-14,1.1169477558680072e-14,2.4177995468042563e-15,1.4509143049395395e-15,9.305597553866632e-18,2.313286191877941e-15,1.425469600184361e-15,1.78909175826634e-16,5.273402378906637e-16,1.6141428772597494e-17,2.986152397872719e-18,2.3215712854662957e-21,1.9931488693285597e-18
1.7832205664768797e-12,0.11224537205380411,0.9,0.0,0.0,0.0,0.0,0.09999999952066238,1.2276456560732853e-10,1.2217328017262785e-10,8.482224539424721e-11,8.482332363421214e-11,7.3445492397457e-11,7.346790693192268e-11,7.346518603646572e-11,7.346524501596262e-11,6.550677433541022e-11,6.550677433541022e-11,5.931060904260444e-11,5.931136474697339e-11,5.45712778971046e-13,4.173790518214237e-14,1.775730592293275e-14,3.842741569511244e-15,2.328238827057173e-15,1.8483239413440686e-17,3.6818905100745555e-15,2.277879725982197e-15,2.847629346715383e-16,8.320511485333429e-16,3.1880517362196673e-17,3.7857164520995626e-18,4.6557006609564115e-21,2.5267035725912294e-18
2.53240791819897e-12,0.1122453720764093,0.9,0.0,0.0,0.0,0.0,0.09999999931927749,1.74342299306642e-10,1.7347446533182579e-10,1.2045843674447304e-10,1.2046060022038757e-10,1.0428939820652726e-10,1.0433424743388534e-10,1.043299671855049e-10,1.0433008102677292e-10,9.302824169683686e-11,9.302824169683686e-11,8.422865035546734e-11,8.423016570151605e-11,7.766937444513004e-13,8.342836864754753e-14,3.551871406838529e-14,7.681723601714959e-15,4.730497306220401e-15,5.273113310713678e-17,7.382674853285691e-15,4.5879986722486944e-15,5.710111768540409e-16,1.6379621181879854e-15,8.978099713458329e-17,5.3848509005148374e-18,1.3496270013574261e-20,3.593817207095757e-18
3.2815952699210607e-12,0.11224537209901476,0.9,0.0,0.0,0.0,0.0,0.09999999911789259,2.2592030588292723e-10,2.247604063546803e-10,1.5609443940320868e-10,1.560980651964337e-10,1.3512569214956625e-10,1.352006771055851e-10,1.351945920297494e-10,1.3519477586955405e-10,1.2054970900283846e-10,1.2054970900283846e-10,1.0914655974316729e-10,1.0914909848091304e-10,1.0076060636524618e-12,1.393531252997725e-13,5.936607668490372e-14,1.2831893029003646e-14,8.00872641875678e-15,1.1317938658183533e-16,1.2368139789642437e-14,7.705022649177593e-15,9.566472431040471e-16,2.6968490144164427e-15,1.905536837918565e-16,6.983993802220543e-18,2.9300794503485995e-20,4.660936477988724e-18
4.0307826216431514e-12,0.11224537212162047,0.9,0.0,0.0,0.0,0.0,0.0999999989165077,2.77498585331789e-10,2.760312238454361e-10,1.9173025337362332e-10,1.917357185156268e-10,1.6595441880854404e-10,1.660671959447426e-10,1.66059062403417e-10,1.6605932954648805e-10,1.4807117625341564e-10,1.4807117625341564e-10,1.3406433720792006e-10,1.340681630829837e-10,1.2384502796786373e-12,2.0939134678278723e-13,8.925860094247039e-14,1.9282326419914855e-14,1.2180536579388505e-14,2.0700901649576684e-16,1.863814544862393e-14,1.162871296176975e-14,1.4416702451911352e-15,3.996129370667771e-15,3.4486871155947744e-16,8.583145157082686e-18,5.4110436487206657e-20,5.728061383871696e-18
4.779969973365242e-12,0.11224537214422642,0.9,0.0,0.0,0.0,0.0,0.0999999987151228,3.2907713765092994e-10,3.272870405945626e-10,2.2736587865743925e-10,2.2737356013174896e-10,1.9677562363016103e-10,1.9693380394974075e-10,1.9692338009806853e-10,1.96923742058669e-10,1.7559264344856866e-10,1.7559264344856866e-10,1.5898198275092958e-10,1.589873595065662e-10,1.4692269454766e-12,2.934200062831486e-13,1.2515469093191534e-13,2.7021899563188822e-14,1.7263455347638742e-14,3.415396613806008e-16,2.61925594267247e-14,1.635883270245607e-14,2.0260800784407127e-15,5.523486133078686e-15,5.631730407989534e-16,1.0182304965028335e-17,9.005699688373623e-20,6.795191923360019e-18
6.278344676809424e-12,0.11224537218943904,0.9,0.0,0.0,0.0,0.0,0.099999998312353,4.3223506089487916e-10,4.2975412023480524e-10,2.9863656316934386e-10,2.986498080875681e-10,2.5839563409506053e-10,2.586672874523656e-10,2.5865156358226426e-10,2.5865214359109787e-10,2.3063557767260223e-10,2.3063557767260223e-10,2.088168780745638e-10,2.088261478156149e-10,1.9305796454627704e-12,5.029993979162343e-13,2.1480529062372944e-13,4.632783198600669e-14,3.0224365122523035e-14,7.594480642599109e-16,4.515414311658773e-14,2.8237504036443338e-14,3.4930610630352557e-15,9.220144634245402e-15,1.2276164566315299e-15,1.3380649940009085e-17,2.0343481174365523e-19,8.929469898145048e-18
7.776719380253605e-12,0.11224537223465268,0.9,0.0,0.0,0.0,0.0,0.0999999979095832,5.353940756034924e-10,5.321626095663621e-10,3.6990649294779294e-10,3.6992680870355465e-10,3.199860816853872e-10,3.2040112760284213e-10,3.203791552863923e-10,3.20379980471923e-10,2.8567851167493943e-10,2.8567851167493943e-10,2.586512457202712e-10,2.586654634023105e-10,2.391668505983281e-12,7.671251297546106e-13,3.279899732758024e-13,7.066228930520605e-14,4.702211002999138e-14,1.4244272865382366e-15,6.925188021333664e-14,4.33391937236269e-14,5.3575919446375926e-15,1.3698414089183244e-14,2.258876099440369e-15,1.6579028726813858e-17,3.870796141251753e-19,1.1063770391553299e-17
9.275094083697787e-12,0.11224537227986735,0.9,0.0,0.0,0.0,0.0,0.09999999750681342,6.385541817657582e-10,6.345135074057793e-10,4.411756680015255e-10,4.412045616051719e-10,3.8154733853948486e-10,3.821353243902777e-10,3.821061673910195e-10,3.821072527060468e-10,3.4072144545558044e-10,3.4072144545558044e-10,3.084850856941609e-10,3.085053062611193e-10,2.8524980248843036e-12,1.084796438039608e-12,4.643679410027335e-13,9.993470533198372e-14,6.778599437224228e-14,2.3960775954257468e-15,9.848472489776995e-14,6.166199317349817e-14,7.619674877182202e-15,1.8873845715523818e-14,3.7285836761432035e-15,1.977744132509742e-17,6.600728248349015e-19,1.3198093392367425e-17
1e-11,0.11224537237029976,0.9,0.0,0.0,0.0,0.0,0.09999999731195548,6.88462898255263e-10,6.840099479337388e-10,4.756550546567956e-10,4.756886389766855e-10,4.113199825092568e-10,4.120021368660796e-10,4.119691706582305e-10,4.1197038445035987e-10,3.6735093148285467e-10,3.6735093148285467e-10,3.3259424981948096e-10,3.326177531949984e-10,3.075353123829688e-12,1.257424865478786e-12,5.385760390802035e-13,1.1584370926888863e-13,7.928735289796358e-14,2.992809342778458e-15,1.1447025665460983e-13,7.168207790799991e-14,8.856751434811472e-15,2.1608700051848583e-14,4.613295696605278e-15,2.1324828900328243e-17,8.300494200513664e-19,1.423067587452486e-17
1.227184349058615e-11,0.11224537237029976,0.9,0.0,0.0,0.0,0.0,0.09999999670127384,8.448776684128262e-10,8.390462661878573e-10,5.837117539657852e-10,5.837623228494022e-10,5.045836834080178e-10,5.056047878350901e-10,5.055584896888346e-10,5.055601032509778e-10,4.5080731235177346e-10,4.5080731235177346e-10,4.081511826481204e-10,4.081865737764824e-10,3.773395868809713e-12,1.8770309273171044e-12,8.054178280863193e-13,1.729541879168663e-13,1.2164759877820203e-13,5.482567530677634e-15,1.7235181660638725e-13,1.0796377227477025e-13,1.3336506885461884e-14,3.105745310516143e-14,8.202811611263265e-15,2.6174367954917877e-17,1.5526385091277845e-18,1.7466806873814914e-17
1.4968917956785674e-11,0.11224537245169257,0.9,0.0,0.0,0.0,0.0,0.09999999597628821,1.0305725390674711e-09,1.0229380957944028e-09,7.119916502546354e-10,7.120668772526764e-10,6.152200598181394e-10,6.167285245304142e-10,6.166636881564203e-10,6.166657376932931e-10,5.498845918001458e-10,5.498845918001458e-10,4.978488653246778e-10,4.979015177630494e-10,4.601358902800247e-12,2.7638401266949817e-12,1.1884780641677341e-12,2.547145137083217e-13,1.8476479958818056e-13,9.865135197465082e-15,2.5638448032858323e-13,1.606337476656422e-13,1.9841307565566678e-14,4.377075063472565e-14,1.4268775491320007e-14,3.1931717553939123e-17,2.8587662467167174e-18,2.1308725876633477e-17
1.76659924229852e-11,0.11224537253308883,0.9,0.0,0.0,0.0,0.0,0.09999999525130258,1.2162709458776514e-09,1.2066575002535113e-09,8.402691013590078e-10,8.403738636572169e-10,7.257671988868348e-10,7.27853416569412e-10,7.277671370752643e-10,7.277695427481833e-10,6.489618705302222e-10,6.489618705302222e-10,5.875448384309555e-10,5.876181700376609e-10,5.428545485747253e-12,3.809938186485203e-12,1.6417896723073143e-12,3.5118705384218554e-13,2.6231903150581296e-13,1.608772085981293e-14,3.5703995071347396e-13,2.2371295936169176e-13,2.7634213359000968e-14,5.783763245378308e-14,2.2523115482663354e-14,3.768917669736592e-17,4.764198355084697e-18,2.5150717641610264e-17
2.0363066889184724e-11,0.11224537261448866,0.9,0.0,0.0,0.0,0.0,0.09999999452631698,1.4019728887852366e-09,1.3902094778859975e-09,9.685441073254028e-10,9.68683280122184e-10,8.362270054142187e-10,8.389794638921981e-10,8.388688695175445e-10,8.388715184412701e-10,7.480391485420025e-10,7.480391485420025e-10,6.772391019994613e-10,6.773365305736934e-10,6.254978125970058e-12,5.010317134599748e-12,2.163605482186326e-12,4.61917335825595e-13,3.548019654382649e-13,2.4449108054260812e-14,4.7431290017881e-13,2.9719178668086036e-13,3.671523764986185e-14,7.301918636240946e-14,3.31684618648605e-14,4.344674538339391e-17,7.39116171673642e-18,2.899278211062319e-17
2.306014135538425e-11,0.11224537269589206,0.9,0.0,0.0,0.0,0.0,0.09999999380133137,1.5876783677320761e-09,1.5735988693017964e-09,1.096816668200339e-09,1.0969951247480339e-09,9.466013361511222e-10,9.501066664388613e-10,9.499689120472252e-10,9.499716647981837e-10,8.471164258354868e-10,8.471164258354868e-10,7.669316560627153e-10,7.670565993449948e-10,7.080678621587698e-12,6.360127045774707e-12,2.7522216277851526e-12,5.864648794370697e-13,4.626593330467366e-13,3.523879173346147e-14,6.081981370741102e-13,3.8106088899165085e-13,4.708439383113841e-14,8.912002954260397e-14,4.6370517485459735e-14,4.920442361021617e-17,1.0865163835390685e-17,3.28349192267862e-17
2.5757215821583774e-11,0.11224537277729912,0.9,0.0,0.0,0.0,0.0,0.09999999307634576,1.7733873826599646e-09,1.7568303644194173e-09,1.2250867840303752e-09,1.2253093956748734e-09,1.0568920016653103e-09,1.0612350241494489e-09,1.0610672860261417e-09,1.0610699818445801e-09,9.46193702410675e-10,9.46193702410675e-10,8.566225006532662e-10,8.567783763257651e-10,7.905668092129277e-12,7.854669007366182e-12,3.4059758874357667e-12,7.244025857749388e-13,5.862986491306747e-13,4.8737384596269717e-14,7.586905995899948e-13,4.753111930951621e-13,5.874169529568555e-14,1.0597967011625926e-13,6.226538599104384e-14,5.4962211376024745e-17,1.5314551800796627e-17,3.6677128934400814e-17
3.115136475398283e-11,0.11224537294012427,0.9,0.0,0.0,0.0,0.0,0.09999999162637457,2.144816020225987e-09,2.1228377478047005e-09,1.4816196807420434e-09,1.4819452091732046e-09,1.2772293689249787e-09,1.2834952048225373e-09,1.2832590958848394e-09,1.283261128108484e-09,1.1443482534061632e-09,1.1443482534061632e-09,1.0359990615464947e-09,1.0362270548137264e-09,9.55359538461614e-12,1.1259832502959068e-11,4.9024397740386216e-12,1.0388003659211687e-12,8.824120334338528e-13,8.4943752309737e-14,1.1094775415927714e-12,6.949203180295808e-13,8.592078763766914e-14,1.4145402355650018e-13,1.0257562665171948e-13,6.64781155173683e-17,2.766355718431908e-17,4.436176590661975e-17
3.654551368638188e-11,0.11224537310296445,0.9,0.0,0.0,0.0,0.0,0.09999999017640339,2.5162588010173364e-09,2.4882663227978196e-09,1.7381427978331193e-09,1.7385907064949737e-09,1.497252713247677e-09,1.5057600054316362e-09,1.5054443979661524e-09,1.505444957438387e-09,1.3425028015284674e-09,1.3425028015284674e-09,1.2153687849397022e-09,1.2156825658360476e-09,1.1198916240027264e-11,1.5191046924169434e-11,6.640492544152501e-12,1.4019451951783256e-12,1.2458281858534773e-12,1.3514635787132186e-13,1.5266356812348765e-12,9.559515952254346e-13,1.1825262179023337e-13,1.786442891197379e-13,1.547757413209842e-13,7.799445779295e-17,4.5508564263724475e-17,5.204669260435967e-17
4.193966261878093e-11,0.11224537326581985,0.9,0.0,0.0,0.0,0.0,0.09999998872643222,2.8877157245679763e-09,2.853148522786002e-09,1.994656135676362e-09,1.9952458741322818e-09,1.7169749285935408e-09,1.7280294254968827e-09,1.7276232488446145e-09,1.7276214700397311e-09,1.5406573467775882e-09,1.5406573467775882e-09,1.3947316710934796e-09,1.395144909193953e-09,1.2841776711618887e-11,1.961581775350048e-11,8.608273233516012e-12,1.810873137030285e-12,1.6788593232094207e-12,2.012896498202811e-13,2.010128942767438e-12,1.2583414784797967e-12,1.5573730485270442e-13,2.1704030009782531e-13,2.192981441582564e-13,8.951123818830293e-17,6.994924891331782e-17,5.973190862309999e-17
4.733381155117998e-11,0.11224537342869075,0.9,0.0,0.0,0.0,0.0,0.09999998727646106,3.2591867904119928e-09,3.2175147853931876e-09,2.2511596946444347e-09,2.251910699130496e-09,1.9364082685228584e-09,1.9503034645385244e-09,1.9497956851898393e-09,1.9497906661179045e-09,1.7388118891535238e-09,1.7388118891535238e-09,1.5740877202683478e-09,1.5746140846897836e-09,1.4482313865368044e-11,2.45036504804211e-11,1.0794500642415517e-11,2.2627985947783137e-12,2.183584921010285e-12,2.851998189097758e-13,2.5599229991475096e-12,1.6020299711468168e-12,1.9837494391270545e-13,2.56271001582054e-13,2.964572353719968e-13,1.0102845668893394e-16,1.0210441830406029e-16,6.741741357487781e-17
5.272796048357903e-11,0.11224537359157737,0.9,0.0,0.0,0.0,0.0,0.09999998582648992,3.6306719980835835e-09,3.5813937798811892e-09,2.507653475109909e-09,2.5085851690334284e-09,2.155564409840112e-09,2.172582122076909e-09,2.1719617334821777e-09,2.1719525458782447e-09,1.9369664286562755e-09,1.9369664286562755e-09,1.7534369327247671e-09,1.754090092126274e-09,1.612065680401851e-11,2.982582271655117e-11,1.3188416436383334e-11,2.755094351691147e-12,2.7619196849370526e-12,3.885980680436189e-13,3.1759850804436062e-12,1.9869602217726664e-12,2.4616564604737153e-13,2.960394993032327e-13,3.8650450141883446e-13,1.1254611328042846e-16,1.4310629806696624e-16,7.510320708668353e-17
5.812210941597808e-11,0.11224537375447986,0.9,0.0,0.0,0.0,0.0,0.09999998437651879,4.002171347116922e-09,3.944812474793216e-09,2.7641374774453733e-09,2.7652692718673463e-09,2.3744544706695622e-09,2.394865397632381e-09,2.394121407452368e-09,2.3941071095261023e-09,2.135120965285844e-09,2.135120965285844e-09,1.932779308723205e-09,1.9335729313067104e-09,1.7756926971646286e-11,3.555531640987107e-11,1.5779769066961833e-11,3.2852856588548032e-12,3.4156032695659177e-12,5.13104544062741e-13,3.858283916836052e-12,2.4130784026493734e-12,2.9910951832288915e-13,3.3613967094408464e-13,4.896144230300902e-13,1.2406420794818708e-16,1.941001762864397e-16,8.278928879988974e-17
6.351625834837713e-11,0.11224537391739842,0.9,0.0,0.0,0.0,0.0,0.09999998292654767,4.373684837046084e-09,4.307796121689358e-09,3.0206117020234836e-09,3.0219629961472494e-09,2.593089002945778e-09,2.6171532907252246e-09,2.616274705909272e-09,2.6162543572668794e-09,2.3332754990422277e-09,2.3332754990422277e-09,2.1121148485241815e-09,2.113062602035063e-09,1.9391238080528366e-11,4.166683414457857e-11,1.8558820751862314e-11,3.851051765617793e-12,4.146187095866054e-12,6.602373303365479e-13,4.606789754367411e-12,2.8803337380910034e-12,3.5720666779368717e-13,3.7647055088677197e-13,6.058722721060906e-13,1.3558274067806039e-16,2.5624466758807844e-16,9.047565837066631e-17
7.065086271834904e-11,0.1122453741329086,0.9,0.0,0.0,0.0,0.0,0.09999998100873445,4.865091167077914e-09,4.7872704308386484e-09,3.359823899362468e-09,3.361495294715822e-09,2.8818917725445917e-09,2.9111708360450617e-09,2.9100973326325002e-09,2.9100675480881967e-09,2.5953658114120747e-09,2.5953658114120747e-09,2.3493036066156078e-09,2.3504762157448717e-09,2.1550040687306894e-11,5.0297003449025404e-11,2.2507199930954906e-11,4.650328005837529e-12,5.233026770567663e-12,8.920045992830739e-13,5.6984540829852565e-12,3.5614589950410642e-12,4.41965031482262e-13,4.3006952200721453e-13,7.799207307871372e-13,1.5081847192293287e-16,3.575545436126834e-16,1.0064252411256891e-16
7.778546708832095e-11,0.11224537434844746,0.9,0.0,0.0,0.0,0.0,0.09999997909092123,5.356522233573441e-09,5.26607568704409e-09,3.699018992817642e-09,3.7010443816469533e-09,3.1702868210917693e-09,3.205196457425121e-09,3.2039087760317386e-09,3.203867941154684e-09,2.857456118755519e-09,2.857456118755519e-09,2.586480406389397e-09,2.5879017798994316e-09,2.370583049905689e-11,5.950330069812598e-11,2.6747621733678063e-11,5.5033612129393355e-12,6.4599140050548345e-12,1.1688928204371028e-12,6.905830732930992e-12,4.314362876347558e-12,5.357390729053955e-13,4.838686877050176e-13,9.771414359913411e-13,1.6605496946237818e-16,4.831277211655284e-16,1.1080989213258629e-16
8.492007145829286e-11,0.11224537456401534,0.9,0.0,0.0,0.0,0.0,0.099999977173108,5.8479780354547685e-09,5.74425852657182e-09,4.038196983251104e-09,4.040610233840158e-09,3.4582945455507418e-09,3.4992301537556748e-09,3.497709016044618e-09,3.497655536941547e-09,3.119546421072558e-09,3.119546421072558e-09,2.8236452484482265e-09,2.8253392940433925e-09,2.5858817527330927e-11,6.923900860071706e-11,3.126121076392674e-11,6.40584392025359e-12,7.829619551197275e-12,1.4937109936236672e-12,8.228861384672602e-12,5.138948864121789e-12,6.38529039684285e-13,5.377951024464081e-13,1.1975953823260424e-12,1.812922332642917e-16,6.356888742261073e-16,1.2097776173940753e-16
9.205467582826477e-11,0.11224537477961252,0.9,0.0,0.0,0.0,0.0,0.0999999752552948,6.339458571644112e-09,6.221861938386197e-09,4.377357871524857e-09,4.3801928293096565e-09,3.745934054583437e-09,3.793271923927127e-09,3.791498032295784e-09,3.791430335923947e-09,3.381636718363195e-09,3.381636718363195e-09,3.0607981333947093e-09,3.0627887577204505e-09,2.8009195359012415e-11,7.946106492327701e-11,3.6030267134426203e-11,7.353798848824274e-12,9.344688159154449e-12,1.869049608916961e-12,9.667491014768545e-12,6.035126927196722e-12,7.503351794073621e-13,5.917922924810317e-13,1.441329588631642e-12,1.9653026329526156e-16,8.179655908756484e-16,1.3114613227463612e-16
9.918928019823668e-11,0.11224537499523925,0.9,0.0,0.0,0.0,0.0,0.09999997333748162,6.830963841063657e-09,6.698925352853455e-09,4.716501658500912e-09,4.719792147169597e-09,4.0332231854267705e-09,4.087321766829906e-09,4.085275803160418e-09,4.08519233857707e-09,3.6437270106274267e-09,3.6437270106274267e-09,3.297939061831461e-09,3.300250170473381e-09,3.0157141555556775e-11,9.012997359928642e-11,4.103825211079443e-11,8.343571344601796e-12,1.1007438539063527e-11,2.297285703679584e-12,1.1221667827350445e-11,7.002813362300571e-12,8.711577396279939e-13,6.458260784509827e-13,1.7083721583964014e-12,2.117690595193644e-16,1.0326853130289418e-15,1.4131500311191914e-16
9.999999999999999e-11,0.11224537521089571,0.9,0.0,0.0,0.0,0.0,0.09999997311955654,6.886816162888628e-09,6.753102536366759e-09,4.755038184125169e-09,4.758382574869068e-09,4.0658470285762304e-09,4.120735767360044e-09,4.118657664353481e-09,4.118572310866525e-09,3.6735088704897358e-09,3.6735088704897358e-09,3.3248851178824543e-09,3.3272341563284726e-09,3.040107069006423e-11,9.136892318494176e-11,4.16217356822172e-11,8.458533898551139e-12,1.1205821125672427e-11,2.3493935441857676e-12,1.140558084993777e-11,7.117294513691901e-12,8.854575555832844e-13,6.519673746600328e-13,1.7401923262586757e-12,2.1350072382460034e-16,1.0592584639168092e-15,1.4247054449548226e-16
1.063238845682086e-10,0.11224537521089571,0.9,0.0,0.0,0.0,0.0,0.0999999714196684,7.322493842635684e-09,7.1754851277353425e-09,5.055628345041198e-09,5.059408167506527e-09,4.320178652277079e-09,4.381379681354557e-09,4.3790423065213465e-09,4.378941545376065e-09,3.905817297865256e-09,3.905817297865256e-09,3.535068034361041e-09,3.537723531844154e-09,3.230281984242689e-11,1.0120931769935799e-10,4.6269654389596594e-11,9.371786139237641e-12,1.281999707002746e-11,2.7806115668092555e-12,1.289134283672389e-11,8.041929931132861e-12,1.0009969678665755e-12,6.998776663210732e-13,1.998738141327723e-12,2.270086219035059e-16,1.282569242380998e-15,1.5148437365503103e-16
1.134584889381805e-10,0.11224537542658218,0.9,0.0,0.0,0.0,0.0,0.0999999695018552,7.814048575282482e-09,7.651574600139624e-09,5.394737932007622e-09,5.399040871370283e-09,4.60681605668877e-09,4.675445666391682e-09,4.6727975202886765e-09,4.672677956796087e-09,4.167907580076681e-09,4.167907580076681e-09,3.772185051585994e-09,3.775208841373862e-09,3.4446380343254743e-11,1.126657073708874e-10,5.1709981190130324e-11,1.0435342884705443e-11,1.478430377416642e-11,3.321037722780838e-12,1.4676469826700517e-11,9.152403767341323e-12,1.139853111609014e-12,7.539400156856725e-13,2.312432614176656e-12,2.4224895041869087e-16,1.570330132400574e-15,1.616542433380549e-16
1.2059309330815243e-10,0.11224537564229886,0.9,0.0,0.0,0.0,0.0,0.099999967584042,8.305628037926346e-09,8.127224444879744e-09,5.733830420262068e-09,5.738690240682062e-09,4.893149994327738e-09,4.969519720831934e-09,4.966541423525127e-09,4.966401573312296e-09,4.4299978572617036e-09,4.4299978572617036e-09,4.009290114108851e-09,4.012706098602722e-09,3.658796119187049e-11,1.2446842071764053e-10,5.734566228785431e-11,1.1531384309059518e-11,1.690214032894487e-11,3.920414080983351e-12,1.6577005044386992e-11,1.0334166739526504e-11,1.2877264183066584e-12,8.080090060072567e-13,2.6494581748949574e-12,2.574900450299903e-16,1.8986664599399965e-15,1.7182461161905192e-16
1.2772769767812434e-10,0.11224537585804588,0.9,0.0,0.0,0.0,0.0,0.0999999656662288,8.797232229489611e-09,8.602462789342731e-09,6.072905810666388e-09,6.078356258203499e-09,5.179194090892277e-09,5.263601843566042e-09,5.2602739966029455e-09,5.260112395399845e-09,4.692088129420322e-09,4.692088129420322e-09,4.246383222532115e-09,4.250215303070092e-09,3.872768904894069e-11,1.3658928868789158e-10,6.3164017576971e-11,1.2657285955022972e-11,1.917513793566197e-11,4.580436744559049e-12,1.859290710069558e-11,1.158715524719503e-11,1.4446171353766689e-12,8.620819487669109e-13,3.0098162049068233e-12,2.7273190569287044e-16,2.2702609989306996e-15,1.819954779778263e-16
1.3486230204809625e-10,0.11224537607382339,0.9,0.0,0.0,0.0,0.0,0.09999996374841558,9.288861148894671e-09,9.077315658248995e-09,6.4119641040823645e-09,6.418038907417061e-09,5.464961141008968e-09,5.557692033484831e-09,5.553995221321952e-09,5.553810423533865e-09,4.954178396552537e-09,4.954178396552537e-09,4.483464377458243e-09,4.4877364543145995e-09,4.086568110952864e-11,1.4900224936320464e-10,6.91531316718851e-11,1.3810616417156353e-11,2.160480507005527e-11,5.3026743954861156e-12,2.0724136585100103e-11,1.291130943047121e-11,1.610525510202636e-12,9.16155053612325e-13,3.3935090189442216e-12,2.8797453238069257e-16,2.6877748462758277e-15,1.921668419221487e-16
1.4199690641806816e-10,0.11224537628963165,0.9,0.0,0.0,0.0,0.0,0.09999996183060235,9.780514795063996e-09,9.55180692974253e-09,6.751005301371723e-09,6.757738172536552e-09,5.7504630959771045e-09,5.851790289479222e-09,5.84770508050482e-09,5.847495658189465e-09,5.216268658658348e-09,5.216268658658348e-09,4.720533579489653e-09,4.725269551874148e-09,4.3002044905006854e-11,1.6168339196214814e-10,7.53018648564288e-11,1.498914120989787e-11,2.4192522576620052e-11,6.088565722394355e-12,2.2970656102346547e-11,1.430657324804361e-11,1.7854517901344992e-12,9.702262698781846e-13,3.8005374544614e-12,3.0321792508264314e-16,3.153848279316492e-15,2.02338702987334e-16
1.4913151078804007e-10,0.11224537650547067,0.9,0.0,0.0,0.0,0.0,0.09999995991278911,1.0272193166920064e-08,1.0025958472646302e-08,7.0900294033961575e-09,7.097454038470045e-09,6.035711106652889e-09,6.1458966104402e-09,6.141403557846296e-09,6.141168099841752e-09,5.478358915737756e-09,5.478358915737756e-09,4.957590829228742e-09,4.962814595285944e-09,4.51368789116516e-11,1.7461081930272432e-10,8.159981437441305e-11,1.6190810470047086e-11,2.6939551203116085e-11,6.9394275803911414e-12,2.533243015318147e-11,1.5772894232920865e-11,1.969396222487976e-12,1.0242957384255036e-12,4.230900488370281e-12,3.1846208374847535e-16,3.671098566201753e-15,2.1251106071542472e-16
1.5626611515801198e-10,0.11224537672134065,0.9,0.0,0.0,0.0,0.0,0.09999995799497585,1.0763896263385407e-08,1.049979035487119e-08,7.4290364110173095e-09,7.437186490762148e-09,6.320715590481324e-09,6.44001099525883e-09,6.4350906380322626e-09,6.4348277489658264e-09,5.7404491677907604e-09,5.7404491677907604e-09,5.1946361272778666e-09,5.200371584086568e-09,4.727027348935805e-11,1.8776443894954937e-10,8.803725375574722e-11,1.7413740251693908e-11,2.984704500144318e-11,7.856467395857375e-12,2.7809424952157847e-11,1.7310223122151263e-11,2.162359054544952e-12,1.078364184192352e-12,4.684596600830098e-12,3.3370700828976948e-16,4.242117395562901e-15,2.226839146539086e-16
1.6340071952798389e-10,0.11224537693724165,0.9,0.0,0.0,0.0,0.0,0.09999995607716256,1.1255624083382568e-08,1.0973321064470483e-08,7.768026325096804e-09,7.776935515533683e-09,6.605486301331379e-09,6.734133442826235e-09,6.728766306788703e-09,6.728474606036785e-09,6.002539414817361e-09,6.002539414817361e-09,5.431669474239377e-09,5.437940517811977e-09,4.940231190282122e-11,2.0112574166380156e-10,9.460506971691353e-11,1.8656192694682046e-11,3.291606510867991e-11,8.840796322671821e-12,3.040160823494429e-11,1.8918513463502102e-11,2.36434053355271e-12,1.132431720216907e-12,5.161624789916586e-12,3.489526987299556e-16,4.8694674105993855e-15,2.328572644074231e-16
