Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119)
1.7332751716426824e-10,0.11224537723768944,0.9,0.0,0.0,0.0,0.0,0.09999995340879532,1.1939835252483483e-08,1.163170311695031e-08,8.239654635094883e-09,8.249676002049306e-09,7.001332813909814e-09,7.143376836004515e-09,7.137355649756459e-09,7.137021590504461e-09,6.3672010905182855e-09,6.3672010905182855e-09,5.761448128209534e-09,5.76850411724353e-09,5.236663014793242e-11,2.200298195580988e-10,1.0394420160803693e-10,2.0414378494792673e-11,3.7456711847232576e-11,1.0324201418215918e-11,3.419983844923678e-11,2.1274193939025424e-11,2.6603733936354226e-12,1.207656469904786e-12,5.864157298415656e-12,3.701662050163238e-16,5.8408084244127805e-15,2.4701287260817435e-16
1.832543148005526e-10,0.11224537753819779,0.9,0.0,0.0,0.0,0.0,0.09999995074042801,1.2624094278400079e-08,1.2289576439823396e-08,8.711249858027294e-09,8.722448510853473e-09,7.396767090424627e-09,7.552635832568221e-09,7.545922842742236e-09,7.5455438132852e-09,6.7318627564886955e-09,6.7318627564886955e-09,6.091203649090373e-09,6.0990908384696e-09,5.532865761437693e-11,2.392615684064856e-10,1.1349801086739835e-10,2.220335831001143e-11,4.231430095061387e-11,1.1942325391427754e-11,3.822092139172934e-11,2.3767052340981963e-11,2.9738664208592793e-12,1.282876720975455e-12,6.6118560387865076e-12,3.913811937575938e-16,6.9328205823577384e-15,2.6116943882098714e-16
1.9318111243683695e-10,0.11224537783876692,0.9,0.0,0.0,0.0,0.0,0.09999994807206067,1.330840115823071e-08,1.294697794309681e-08,9.182811996214328e-09,9.195253009409013e-09,7.791809827595516e-09,7.961910429531413e-09,7.95446785511841e-09,7.954041275658549e-09,7.096524412728586e-09,7.096524412728586e-09,6.4209360385039716e-09,6.429700680235364e-09,5.828856051594645e-11,2.587840485477482e-10,1.2324711305427558e-10,2.4019646734167e-11,4.749092708992842e-11,1.3697373906669437e-11,4.2464782716156724e-11,2.639698648560549e-11,3.3048202808594213e-12,1.358092187065856e-12,7.404718803936515e-12,4.1259766487340095e-16,8.152106283023058e-15,2.753269620749074e-16
2.031079100731213e-10,0.11224537813939707,0.9,0.0,0.0,0.0,0.0,0.09999994540369327,1.39927558890738e-08,1.360394041770597e-08,9.654341051976161e-09,9.668089466790553e-09,8.186479869593538e-09,8.371200623908384e-09,8.362990658571065e-09,8.362513978904046e-09,7.461186059237958e-09,7.461186059237958e-09,6.750645298072326e-09,6.760333641284302e-09,6.124648656285427e-11,2.7856444809831626e-10,1.3317384336427e-10,2.5860142018443326e-11,5.2988439152062195e-11,1.559130027144332e-11,4.693135215273031e-11,2.916390152049005e-11,3.653235639142474e-12,1.4333036205069537e-12,8.242742502279198e-12,4.3381561854753285e-16,9.505142150377633e-15,2.894854415414935e-16
2.1303470770940565e-10,0.11224537844008843,0.9,0.0,0.0,0.0,0.0,0.09999994273532577,1.467715846802796e-08,1.4260493010452309e-08,1.0125837027632792e-08,1.0140957853534895e-08,8.580794381518509e-09,8.780506412713744e-09,8.771491227016361e-09,8.770961924301179e-09,7.825847696016814e-09,7.825847696016814e-09,7.080331429417305e-09,7.090989720358362e-09,6.420256695269844e-11,2.9857360715052315e-10,1.4326209797451872e-10,2.772208273724268e-11,5.88084691827469e-11,1.7625834097584866e-11,5.162056307523302e-11,3.2067709081366236e-11,4.019113161088262e-12,1.5085114900181723e-12,9.125924279848686e-12,4.550350543638171e-16,1.0998276052903882e-14,3.036448762220203e-16
2.2296150534569e-10,0.1122453787408411,0.9,0.0,0.0,0.0,0.0,0.09999994006695821,1.536160889219193e-08,1.491666167153656e-08,1.0597299925504075e-08,1.0613858141500384e-08,8.974769011962736e-09,9.189827792962368e-09,9.17996953639626e-09,9.17938511312941e-09,8.190509323065152e-09,8.190509323065152e-09,7.409994434160678e-09,7.421668916198065e-09,6.715691851585277e-11,3.1878556915810426e-10,1.5349718545990858e-10,2.9603006908320126e-11,6.495245899238448e-11,1.980250834178178e-11,5.653235209247304e-11,3.5108326495809777e-11,4.40245351194865e-12,1.5837155596142438e-12,1.0054261877717197e-11,4.762559720702654e-16,1.2637722924278692e-14,3.1780526521592907e-16
2.3288830298197436e-10,0.11224537904165523,0.9,0.0,0.0,0.0,0.0,0.09999993739859059,1.6046107158664605e-08,1.5572469499565298e-08,1.1068729747909675e-08,1.1086790303751044e-08,9.368418027154681e-09,9.599164761669445e-09,9.588425564394367e-09,9.587783546668159e-09,8.555170940382972e-09,8.555170940382972e-09,7.739634313924091e-09,7.752371227542624e-09,7.010964538495112e-11,3.391772350793828e-10,1.6386570355153643e-10,3.1500720225665376e-11,7.142168009154327e-11,2.2122680286436755e-11,6.166665872648559e-11,3.8285676170206896e-11,4.803257356848624e-12,1.6589153998265505e-12,1.1027753198563014e-11,4.974783722541092e-16,1.44295636633704e-14,3.319666079582171e-16
2.428151006182587e-10,0.11224537934253098,0.9,0.0,0.0,0.0,0.0,0.09999993473022285,1.673065326454503e-08,1.6227937047125602e-08,1.154012649716912e-08,1.1559754314452847e-08,9.761754430788552e-09,1.0008517315850437e-08,9.996859290174279e-09,9.996157226196816e-09,8.919832547970271e-09,8.919832547970271e-09,8.069251070329076e-09,8.083096653130037e-09,7.306084005553158e-11,3.5972805746757125e-10,1.7435542897795644e-10,3.3413267898067164e-11,7.821725130317976e-11,2.4587550134018414e-11,6.702342512612453e-11,4.1599685046828416e-11,5.221525360785613e-12,1.734110907348939e-12,1.204639586597446e-11,5.187022544915819e-16,1.6379743641538683e-14,3.4612890355608307e-16
2.5274189825454306e-10,0.11224537964346842,0.9,0.0,0.0,0.0,0.0,0.09999993206185505,1.741524720693243e-08,1.688308258701531e-08,1.201149017560175e-08,1.203275014877997e-08,1.0154790072411801e-08,1.0417885452521116e-08,1.0405270694225622e-08,1.0404506152994721e-08,9.284494145827053e-09,9.284494145827053e-09,8.398844704997049e-09,8.413845191697157e-09,7.601058468045717e-11,3.804197735785144e-10,1.849552175628383e-10,3.533890998944746e-11,8.534015458877055e-11,2.7198177275289803e-11,7.260259581428292e-11,4.505028413058829e-11,5.657258188629959e-12,1.8093022687733722e-12,1.3110187255388604e-11,5.399276179168095e-16,1.84940724961475e-14,3.6029215098919976e-16
2.626686958908274e-10,0.11224537994446768,0.9,0.0,0.0,0.0,0.0,0.09999992939348712,1.8099888982926133e-08,1.7537922368687746e-08,1.2482820785526754e-08,1.250577778282469e-08,1.0547535751465456e-08,1.0827269168697525e-08,1.0813659758259192e-08,1.0812830328341189e-08,9.649155733953315e-09,9.649155733953315e-09,8.728415219549312e-09,8.744616841979774e-09,7.895895264198417e-11,4.0123614796434865e-10,1.9565490836134235e-10,3.7276097651497236e-11,9.279125054695199e-11,2.995549597007142e-11,7.840411744414679e-11,4.863740803223019e-11,6.110456505124505e-12,1.8844896375660286e-12,1.4219124768245515e-11,5.611544636647107e-16,2.0778223595140338e-14,3.744563499787724e-16
2.8252229116339617e-10,0.1122453805466518,0.9,0.0,0.0,0.0,0.0,0.09999992405675096,1.9469316024130674e-08,1.8846740830076264e-08,1.3425382809129803e-08,1.3451928358555352e-08,1.1332195713723786e-08,1.164608332763323e-08,1.1630370798502247e-08,1.162940442979686e-08,1.037847888101428e-08,1.037847888101428e-08,9.387486894791357e-09,9.406229472629679e-09,8.485181128054134e-11,4.4318677467688273e-10,2.1731776565846911e-10,4.1179749952671444e-11,1.0868093300114886e-10,3.5913398347555695e-11,9.067400955219479e-11,5.6220984471250753e-11,7.0692522624000845e-12,2.0348525040959385e-12,1.6572428190513902e-11,6.036126002839417e-16,2.587800817150805e-14,4.0278759935666694e-16
3.0039052690870804e-10,0.11224538108882953,0.9,0.0,0.0,0.0,0.0,0.09999991925368804,2.070196392305209e-08,2.0023760876755437e-08,1.4273575559339242e-08,1.4303572407949604e-08,1.2037488027976667e-08,1.2383069322655929e-08,1.2365334169109657e-08,1.2364236483976357e-08,1.1034869680090768e-08,1.1034869680090768e-08,9.980572347976085e-09,1.000175986957925e-08,9.015125699127378e-11,4.812397602512989e-10,2.3707126005983304e-10,4.4720197555728576e-11,1.2411066387729395e-10,4.1784467245592234e-11,1.0247685386046334e-10,6.351252260731962e-11,7.991907081226429e-12,2.1701647666080782e-12,1.8844776773655707e-11,6.418299898360533e-16,3.1102749273612914e-14,4.2828897068712905e-16
3.182587626540199e-10,0.11224538163120837,0.9,0.0,0.0,0.0,0.0,0.0999999144506247,2.193476675775387e-08,2.1199972023265678e-08,1.5121661203644577e-08,1.5155319150644106e-08,1.2741969985647207e-08,1.3120105748884056e-08,1.3100224916831281e-08,1.3098988363347405e-08,1.1691260447640366e-08,1.1691260447640366e-08,1.0573582917195272e-08,1.0597365128783274e-08,9.544706070336045e-11,5.195152536772447e-10,2.570268792405664e-10,4.828069801287783e-11,1.4061285770834002e-10,4.814094560600295e-11,1.1499936215152811e-10,7.124551080472475e-11,8.971160415543149e-12,2.305463201102409e-12,2.126336108204833e-11,6.800521801842393e-16,3.69597844360551e-14,4.537934147554754e-16
3.3612699839933177e-10,0.11224538217378854,0.9,0.0,0.0,0.0,0.0,0.09999990964756093,2.3167724511324843e-08,2.23754204596697e-08,1.5969639755565453e-08,1.6007168471185883e-08,1.3445677246081107e-08,1.3857192588925694e-08,1.3835042964329782e-08,1.3833660075369648e-08,1.2347651183663071e-08,1.2347651183663071e-08,1.1166518611900266e-08,1.1193045242837294e-08,1.0073942994311734e-10,5.579672511349385e-10,2.7715106061853525e-10,5.185683739707242e-11,1.5818960933828363e-10,5.4985266045157285e-11,1.2824127643075997e-10,7.941965442139723e-11,1.0007016137528652e-11,2.4407482791961858e-12,2.3828166258485296e-11,7.182791679814812e-16,4.3477386756193947e-14,4.793009270965104e-16
3.5399523414464364e-10,0.11224538271657024,0.9,0.0,0.0,0.0,0.0,0.09999990484449671,2.4400837166855414e-08,2.355014359255592e-08,1.6817511228619776e-08,1.6859120258924192e-08,1.4148640026351742e-08,1.4594329825391982e-08,1.456978823960216e-08,1.4568251627502332e-08,1.3004041888158882e-08,1.3004041888158882e-08,1.175937944154121e-08,1.1788800204329265e-08,1.0602853335182748e-10,5.96558550161936e-10,2.974153851632542e-10,5.544504258115403e-11,1.768424839001271e-10,6.231931429794707e-11,1.4220234878798026e-10,8.803467453068654e-11,1.1099478118026556e-11,2.5760203053204785e-12,2.6539177572772636e-11,7.565109538507e-16,5.0682501279138964e-14,5.04811504806058e-16
3.718634698899555e-10,0.11224538325955348,0.9,0.0,0.0,0.0,0.0,0.099999900041432,2.563410470743756e-08,2.472417173942819e-08,1.766527563632376e-08,1.7711174407274837e-08,1.4850883949063615e-08,1.5331517440897103e-08,1.5304460675019283e-08,1.5302763027204328e-08,1.3660432561127794e-08,1.3660432561127794e-08,1.2352165415567048e-08,1.2384630005840028e-08,1.11314507961843e-10,6.35259052012177e-10,3.177957854700029e-10,5.904242100203143e-11,1.9657261916189446e-10,7.014453431177621e-11,1.568823396489977e-10,9.70903049096388e-11,1.2248550226545154e-11,2.711279060211804e-12,2.939638072509059e-11,7.947475402744605e-16,5.860078461108876e-14,5.303251457658155e-16
3.8973170563526737e-10,0.11224538380273838,0.9,0.0,0.0,0.0,0.0,0.0999998952383668,2.6867527116164862e-08,2.5897529501189117e-08,1.8512932992191898e-08,1.8563330813098374e-08,1.5552430758640772e-08,1.6068755418058267e-08,1.6039060206434335e-08,1.6037194281934115e-08,1.4316823202569807e-08,1.4316823202569807e-08,1.2944876543425543e-08,1.298053463994369e-08,1.1659746387796917e-10,6.740443877481809e-10,3.382718750101175e-10,6.264663047712285e-11,2.1738080791916497e-10,7.846201351319072e-11,1.7228101633434228e-10,1.0658628960189934e-10,1.3454236331257552e-11,2.8465242660938218e-12,3.239976145214396e-11,8.329889227034328e-16,6.725664806907763e-14,5.558418454499405e-16
4.0759994138057924e-10,0.112245384346125,0.9,0.0,0.0,0.0,0.0,0.09999989043530105,2.810110437613241e-08,2.7070236861051193e-08,1.936048330973699e-08,1.9415589376175933e-08,1.6253298924803108e-08,1.6806043739495738e-08,1.6773586772469738e-08,1.6771545399149824e-08,1.4973213812484915e-08,1.4973213812484915e-08,1.3537512834563263e-08,1.3576514099207983e-08,1.218774911208009e-10,7.128948151018804e-10,3.5882638151717244e-10,6.625577420272808e-11,2.3926756435572877e-10,8.727255147118668e-11,1.8839815187717134e-10,1.1652238096072554e-10,1.4716540299001856e-11,2.9817559413557765e-12,3.554930522690689e-11,8.712351008186429e-16,7.667330309033263e-14,5.813616009304397e-16
4.254681771258911e-10,0.11224538488971324,0.9,0.0,0.0,0.0,0.0,0.09999988563223478,2.9334836470436906e-08,2.8242310055458717e-08,2.0207926602470154e-08,2.0267949998771505e-08,1.695350414632895e-08,1.754338238783278e-08,1.750804031402087e-08,1.7505816386309174e-08,1.5629604390873115e-08,1.5629604390873115e-08,1.4130074298425588e-08,1.4172568376194498e-08,1.2715466357406537e-10,7.517943456743171e-10,3.7944467265385763e-10,6.986831727619994e-11,2.622331770762642e-10,9.657671438330326e-11,2.0523352406501584e-10,1.2689833810081634e-10,1.603546599528166e-11,3.116974234137121e-12,3.884499740031116e-11,9.09486078654106e-16,8.687280816661814e-14,6.068844109079164e-16
4.4333641287120297e-10,0.11224538543350322,0.9,0.0,0.0,0.0,0.0,0.0999998808291679,3.056872338217661e-08,2.94137622808829e-08,2.1055262883900774e-08,2.1120412585262178e-08,1.765305977633438e-08,1.8280771345695755e-08,1.824242077387383e-08,1.8240007250869525e-08,1.6285994937734406e-08,1.6285994937734406e-08,1.4722560944456709e-08,1.4768697463458914e-08,1.3242903985601646e-10,7.907300389425892e-10,4.001143546946091e-10,7.34830189692944e-11,2.8627775216374155e-10,1.0637487921006423e-10,2.2278691464898024e-10,1.377139256461181e-10,1.741101728426628e-11,3.2521791607538394e-12,4.228682342355815e-11,9.477418508754656e-16,9.787611599887174e-14,6.324102708010869e-16
4.6120464861651484e-10,0.11224538597749481,0.9,0.0,0.0,0.0,0.0,0.09999987602610046,3.1802765094451365e-08,3.0584604269051054e-08,2.1902492167536537e-08,2.1972977041823946e-08,1.8351977183558926e-08,1.901821059571402e-08,1.897672809635681e-08,1.8974118000287845e-08,1.6942385453068776e-08,1.6942385453068776e-08,1.531497278209961e-08,1.536490135355115e-08,1.377006681463842e-10,8.296914235757711e-10,4.2082493097766916e-10,7.709887711697891e-11,3.1140124827849545e-10,1.1666726986264923e-10,2.410581086843536e-10,1.4896891270312014e-10,1.8843198028791004e-11,3.3873706239369706e-12,4.587476883298084e-11,9.860024161043325e-16,1.097031202547474e-13,6.579391774952725e-16
4.790728843618267e-10,0.11224538652168801,0.9,0.0,0.0,0.0,0.0,0.09999987122303239,3.3036961590362566e-08,3.1754844759459844e-08,2.2749614466883414e-08,2.2825643276164366e-08,1.9050266059523524e-08,1.975570012051998e-08,1.971096222703271e-08,1.9708148642020713e-08,1.759877593687623e-08,1.759877593687623e-08,1.590730982079609e-08,1.596118003901552e-08,1.4296958893448648e-10,8.686700232976638e-10,4.4156751100306483e-10,8.071508247033902e-11,3.3760350529508035e-10,1.2745398686132877e-10,2.6004689398053155e-10,1.6066307201968753e-10,2.0332012090357285e-11,3.5225485715290457e-12,4.960881911569e-11,1.0242677805527402e-15,1.2237270162590433e-13,6.834711306318431e-16
4.969411201071385e-10,0.11224538706608281,0.9,0.0,0.0,0.0,0.0,0.0999998664199637,3.427131285301322e-08,3.2924490884588735e-08,2.3596629795445686e-08,2.3678411197296784e-08,1.9747934678027615e-08,2.0493239902749104e-08,2.0445123112464953e-08,2.044209918352435e-08,1.8255166389156758e-08,1.8255166389156758e-08,1.6499572069986777e-08,1.6557533512390845e-08,1.4823583340746458e-10,9.076589741921548e-10,4.623345641488049e-10,8.433098175055282e-11,3.6488426750665505e-10,1.387350312940416e-10,2.7975306064686457e-10,1.727961793063807e-10,2.187746332913288e-11,3.657713032444567e-12,5.348895967929207e-11,1.062537938132824e-15,1.3590277305941375e-13,7.090061254989282e-16
5.148093558524503e-10,0.11224538761067909,0.9,0.0,0.0,0.0,0.0,0.09999986161689434,3.550581886550788e-08,3.409354847313751e-08,2.444353816672592e-08,2.4531280715349986e-08,2.0444990113610774e-08,2.1230829925039856e-08,2.1179210700046954e-08,2.117596963225457e-08,1.891155680991036e-08,1.891155680991036e-08,1.709175953911106e-08,1.7153961766210546e-08,1.5349942734146463e-10,9.466527183010485e-10,4.831197118722311e-10,8.794604797900686e-11,3.932432023050946e-10,1.5051032401358115e-10,3.001764007196538e-10,1.8536801269273822e-10,2.3479555603952167e-11,3.7928640333804596e-12,5.751517592272976e-11,1.1008128855486053e-15,1.503103239546292e-13,7.345441584156223e-16
5.326775915977621e-10,0.11224538815547674,0.9,0.0,0.0,0.0,0.0,0.09999985681382433,3.6740479610952656e-08,3.5262022294485254e-08,2.5290339594224995e-08,2.538425174140774e-08,2.114143842576685e-08,2.1968470170033777e-08,2.1913224937861793e-08,2.190975999566682e-08,1.9567947199137032e-08,1.9567947199137032e-08,1.7683872237607185e-08,1.7750464793002707e-08,1.5876039381378478e-10,9.856467570377714e-10,5.039175521361767e-10,9.155985655077267e-11,4.226799151865655e-10,1.627797210843189e-10,3.2131670785457764e-10,1.9837835228972572e-10,2.513829277231637e-11,3.9280015526318685e-12,6.168745327561133e-11,1.1390926317962184e-15,1.6561146309049177e-13,7.600852301187584e-16
5.505458273430739e-10,0.11224538870047579,0.9,0.0,0.0,0.0,0.0,0.09999985201075363,3.797529507245527e-08,3.642991626358923e-08,2.613703409144206e-08,2.6237324187372826e-08,2.1837284814938793e-08,2.2706160620375427e-08,2.264716577455689e-08,2.2643470281216163e-08,2.022433755683676e-08,2.022433755683676e-08,1.827591017491218e-08,1.834704258529017e-08,1.6401874945926266e-10,1.0246374505073848e-09,5.247235104817448e-10,9.517206574836244e-11,4.5319396187900815e-10,1.7554302633680613e-10,3.4317377707102433e-10,2.118269798340176e-10,2.68536786903938e-11,4.063125555505616e-12,6.600577716829135e-11,1.177377170385233e-15,1.8182146010688317e-13,7.856293358386834e-16
5.684140630883857e-10,0.1122453892456761,0.9,0.0,0.0,0.0,0.0,0.09999984720768225,3.9210265233124974e-08,3.7597233601908396e-08,2.6983621671874574e-08,2.7090497965851668e-08,2.2532533754831542e-08,2.3443901258712393e-08,2.338103315924027e-08,2.337710049635727e-08,2.0880727883009553e-08,2.0880727883009553e-08,1.8867873360461888e-08,1.8943695135590552e-08,1.692745078055345e-10,1.0636218536367445e-09,5.455337135134142e-10,9.878240082566395e-11,4.847848582127055e-10,1.888000016012181e-10,3.657474045389707e-10,2.2571367839709266e-10,2.8625717213020106e-11,4.198236032170206e-12,7.047013299986298e-11,1.2156664950105926e-15,1.989547854682004e-13,8.111764708942876e-16
5.862822988336975e-10,0.1122453897910776,0.9,0.0,0.0,0.0,0.0,0.09999984240461016,4.0445390076072646e-08,3.8763976966959175e-08,2.7830102349018293e-08,2.7943772990056603e-08,2.322718910443594e-08,2.4181692067695312e-08,2.4114827041402596e-08,2.411065064854446e-08,2.15371181776554e-08,2.15371181776554e-08,1.9459761803690963e-08,1.9540422436416313e-08,1.7452768299571691e-10,1.1025975832113164e-09,5.663448816061982e-10,1.0239064108573502e-10,5.174520881428244e-10,2.0255037499618014e-10,3.890373874019457e-10,2.4003823214911993e-10,3.045441219369844e-11,4.33333298801119e-12,7.508050614642406e-11,1.2539606181196815e-15,2.1702514889968205e-13,8.3672663731904685e-16
6.041505345790094e-10,0.1122453903366802,0.9,0.0,0.0,0.0,0.0,0.09999983760153734,4.1680669584410665e-08,3.993014856541798e-08,2.8676476136367266e-08,2.8797149173723312e-08,2.3921254202643912e-08,2.4919533029977863e-08,2.484854737085693e-08,2.484412074523164e-08,2.2193508440774292e-08,2.2193508440774292e-08,2.0051575514032866e-08,2.0137224480274784e-08,1.7977828402735687e-10,1.1415627107873304e-09,5.871542381264254e-10,1.0599660946451635e-10,5.511951102073766e-10,2.167938475917344e-10,4.130435236305764e-10,2.5480042616936163e-10,3.233976748459976e-11,4.468416418368522e-12,7.983688198257816e-11,1.2922595335132194e-15,2.360455362977369e-13,8.622798305013562e-16
6.220187703243212e-10,0.11224539088248386,0.9,0.0,0.0,0.0,0.0,0.09999983279846382,4.291610374125306e-08,4.109575023686393e-08,2.9522743047413847e-08,2.965062643104107e-08,2.4614731948137797e-08,2.5657424128216736e-08,2.5582194097687482e-08,2.557751079387234e-08,2.2849898672366234e-08,2.2849898672366234e-08,2.0643314500919862e-08,2.073410125966819e-08,1.8502631744727715e-10,1.180515676458847e-09,6.079594326510035e-10,1.0960016414082955e-10,5.860133626913772e-10,2.315300987604055e-10,4.3776561190139516e-10,2.700000462930102e-10,3.4281786936563e-11,4.603486306679004e-12,8.473924588306919e-11,1.3305632303813769e-15,2.5602824510792327e-13,8.878360441988422e-16
6.577552418149449e-10,0.11224539197469391,0.9,0.0,0.0,0.0,0.0,0.0999998231923145,4.538743593291472e-08,4.3425249676466654e-08,3.121495629456068e-08,3.135788382533198e-08,2.5999935144132487e-08,2.7133356663205486e-08,2.7049266544933325e-08,2.704405077682657e-08,2.4162679040969226e-08,2.4162679040969226e-08,2.1826568342052285e-08,2.1928078995043367e-08,1.9551471504328995e-10,1.2583803514639811e-09,6.495497091799049e-10,1.1679960501440967e-10,6.588732329090027e-10,2.624795688702114e-10,4.893568422595059e-10,3.0171071130660394e-10,3.8335833720372634e-11,4.8735854168962854e-12,9.498187930447104e-11,1.4071850089079966e-15,2.989265722838328e-13,9.38957538083324e-16
6.934917133055686e-10,0.11224539306770694,0.9,0.0,0.0,0.0,0.0,0.09999981358616211,4.785938651600101e-08,4.5752484979393486e-08,3.290674219836351e-08,3.3065544493486596e-08,2.7382815399791675e-08,2.8609489533975875e-08,2.85160439877871e-08,2.851027065702779e-08,2.547545928346435e-08,2.547545928346435e-08,2.3009523402522596e-08,2.312235558245852e-08,2.059929180590207e-10,1.3361841474615923e-09,6.91103195330279e-10,1.2398830551659115e-10,7.360269394485064e-10,2.9539593144835324e-10,5.438094785744325e-10,3.3516852481374295e-10,4.261658332520805e-11,5.143630229574905e-12,1.0580828917429367e-10,1.4838259412026053e-15,3.458059878834883e-13,9.900910956553776e-16
7.292281847961924e-10,0.11224539416152232,0.9,0.0,0.0,0.0,0.0,0.09999980398000663,5.0331955355480424e-08,4.807746328302713e-08,3.459810086669981e-08,3.477360776034338e-08,2.876338578436915e-08,3.008582260189078e-08,2.998252603320136e-08,2.997617049409054e-08,2.6788239399851543e-08,2.6788239399851543e-08,2.419217975774611e-08,2.4316930961750043e-08,2.164609590919418e-10,1.4139221613647739e-09,7.326109110554604e-10,1.311658474170708e-10,8.174695959968291e-10,3.302761906786842e-10,6.011219272703757e-10,3.703717906062981e-10,4.712406650985314e-11,5.413620698883476e-12,1.1721835806268918e-10,1.5604860258501526e-15,3.9674335084261265e-13,1.0412366976869509e-15
7.649646562868161e-10,0.11224539525613927,0.9,0.0,0.0,0.0,0.0,0.0999997943738479,5.280514231634665e-08,5.0400190015917015e-08,3.628903240741982e-08,3.648207295414088e-08,3.014165673533032e-08,3.156235572836156e-08,3.144871228993699e-08,3.144175034762325e-08,2.8101019390130777e-08,2.8101019390130777e-08,2.53745374831191e-08,2.551180507267438e-08,2.2691886259118963e-10,1.4915912008348029e-09,7.740664372028365e-10,1.383319708902996e-10,9.031962379803012e-10,3.671172598345379e-10,6.612925997109543e-10,4.0731881714041316e-10,5.185831401180228e-11,5.683556757155627e-12,1.292119684023047e-10,1.637165258678641e-15,4.5180739695472325e-13,1.0923943240655215e-15
8.007011277774398e-10,0.11224539635155706,0.9,0.0,0.0,0.0,0.0,0.09999978476768592,5.5278947263618446e-08,5.272066945381865e-08,3.7979536928346566e-08,3.819093940588696e-08,3.15176367778605e-08,3.303908877484815e-08,3.291460236822921e-08,3.2907010277228234e-08,2.9413799254302012e-08,2.9413799254302012e-08,2.6556596654018823e-08,2.670697785490842e-08,2.3736664780926126e-10,1.56918922661429e-09,8.154652168472208e-10,1.4548652123553067e-10,9.932018538529502e-10,4.0591599434780575e-10,7.243199112354341e-10,4.4600791654568733e-10,5.681935654726787e-11,5.953438313701067e-12,1.417890024899167e-10,1.7138636354935395e-15,5.1105953045978e-13,1.143563954753437e-15
8.364375992680636e-10,0.1122453974477749,0.9,0.0,0.0,0.0,0.0,0.09999977516152064,5.7753370062339805e-08,5.5038905125282314e-08,3.966961453727582e-08,3.990020644888061e-08,3.289133306968557e-08,3.4516021602858905e-08,3.438019587953778e-08,3.4371950342501685e-08,3.072657899236519e-08,3.072657899236519e-08,2.773835734580349e-08,2.790244924804971e-08,2.478043306349781e-10,1.6467149460710639e-09,8.568040256778297e-10,1.52629410325807e-10,1.087481407444194e-09,4.4666921563051536e-10,7.902022804377566e-10,4.864374039026154e-10,6.200722481118774e-11,6.223265293558424e-12,1.5494934245409611e-10,1.790581152106133e-15,5.745545430332001e-13,1.1947455697834093e-15
8.721740707586873e-10,0.11224539854479214,0.9,0.0,0.0,0.0,0.0,0.09999976555535196,6.02284105775798e-08,5.735490009328484e-08,4.135926534197617e-08,4.160987341835677e-08,3.426275180508121e-08,3.599315407395069e-08,3.5845492436377444e-08,3.583657060303365e-08,3.203935860432029e-08,3.203935860432029e-08,2.8919819633812313e-08,2.9098219191616714e-08,2.5823192485951443e-10,1.7241675309715737e-09,8.980805786026168e-10,1.5976059009297742e-10,1.1860298530617431e-09,4.893737273313645e-10,8.589381286426603e-10,5.286055967403905e-10,6.74219494772326e-11,6.4930376368695505e-12,1.6869287025620808e-10,1.8673178043239112e-15,6.42341266220317e-13,1.2459391492445468e-15
9.07910542249311e-10,0.11224539964260798,0.9,0.0,0.0,0.0,0.0,0.09999975594917987,6.270406867443266e-08,5.966865712153545e-08,4.3048489450189e-08,4.3319939651241464e-08,3.5631898492548095e-08,3.747048604972885e-08,3.7310491652220977e-08,3.7300871118408105e-08,3.3352138090167244e-08,3.3352138090167244e-08,3.010098359336547e-08,3.029428762504906e-08,2.6864944292674713e-10,1.8015464508218415e-09,9.392932584454474e-10,1.668800371835034e-10,1.2888421438430297e-09,5.340263245524653e-10,9.305258795610612e-10,5.725108147397064e-10,7.30635611978136e-11,6.7627552747765225e-12,1.8301946771126375e-10,1.9440735879566394e-15,7.144631604060587e-13,1.2971446732771238e-15
9.436470137399347e-10,0.1122454007412217,0.9,0.0,0.0,0.0,0.0,0.09999974634300435,6.518034421801771e-08,6.198017876643399e-08,4.4737286969628477e-08,4.503040448598727e-08,3.699877814066637e-08,3.894801739184716e-08,3.877519314144319e-08,3.876485194820288e-08,3.4664917449906026e-08,3.4664917449906026e-08,3.1281849299764136e-08,3.149065448770767e-08,2.790568963469754e-10,1.8788513807159504e-09,9.804409336878125e-10,1.7398774477957027e-10,1.3959132358076675e-09,5.806237985965702e-10,1.0049639590701246e-09,6.181513795677245e-10,7.893209060408955e-11,7.032418129469484e-12,1.9792901648824057e-10,2.0208484988147325e-15,7.909588448675873e-13,1.3483621220670904e-15
