Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887)
1.8144192062328697e-10,0.11224537748356651,0.9,0.0,0.0,0.0,0.0,0.09999995122750634,1.2499161461454813e-08,1.2169500600263097e-08,8.625150731761697e-09,8.634829737161457e-09,7.324599973845006e-09,7.477913576748957e-09,7.471329963198522e-09,7.470959337004699e-09,6.665283601570453e-09,6.667313575184526e-09,6.0310003932565495e-09,6.03810252051309e-09,5.478802477476181e-11,2.3572780577579007e-10,1.1173869368047432e-10,2.187461863975379e-11,4.149993728900847e-11,1.1636756197302754e-11,3.747025194809747e-11,2.3301712076382258e-11,2.9153304470836396e-12,1.2691422462779698e-12,6.471984105187739e-12,3.875077362858482e-16,6.86123206296064e-15,2.5854581108038085e-16,1.9236491481227902e-16,2.5850751398544233e-16,9.481722830254614e-20,2.271330569258626e-18,1.0056363690663744e-13,2.1242539958019744e-15,5.173343858218334e-17,1.29974244243394e-12,4.0284893566955165e-20,6.822745109731223e-17,6.296021516122989e-13,5.380111776227893e-20,4.010506736682302e-22,3.652751899735544e-17,3.1851068538088876e-23,1.4969493480854955e-20,3.4161926867024604e-23,1.0723625499577432e-25,1.1148643413963239e-29,2.823582587554201e-26,6.904745580447562e-30,2.5303922076242955e-21,6.053076222664084e-28,8.609444221303857e-27
2.0140134822643532e-10,0.11224537808800167,0.9,0.0,0.0,0.0,0.0,0.09999994586231165,1.3875101850053792e-08,1.34910287829569e-08,9.573281072965513e-09,9.585198485821221e-09,8.118655991410895e-09,8.30083625363066e-09,8.292761185284844e-09,8.29229329865886e-09,7.398494499750229e-09,7.400984072668173e-09,6.693965631951311e-09,6.702715827931955e-09,6.073811009792178e-11,2.751469313542616e-10,1.3145541120508066e-10,2.5542141613272893e-11,5.212667330445588e-11,1.5255769516980065e-11,4.614775909415834e-11,2.8678508936486074e-11,3.5920981769769885e-12,1.4203740897002817e-12,8.09546829734998e-12,4.301678350231528e-16,9.413980653188665e-15,2.8700338218241137e-16,2.1353964037802651e-16,2.86957178623969e-16,1.1682947492869903e-19,2.3088971801224344e-18,1.1222742812755583e-13,2.9625087575727747e-15,5.742745028203426e-17,1.6014869621209515e-12,4.9637838372812707e-20,7.573764633838239e-17,7.757775542173574e-13,6.629409603615917e-20,4.935917005438399e-22,4.501594355950678e-17,3.984072406867753e-23,2.0474416132859665e-20,4.478605539411498e-23,1.3214038296007745e-25,1.5248488252260945e-29,3.857684878140873e-26,1.0471316429129234e-29,3.461529436460162e-21,8.403105380920148e-28,1.2529717595585994e-26
2.1936483306926883e-10,0.11224537863220913,0.9,0.0,0.0,0.0,0.0,0.09999994103363602,1.5113613591235484e-08,1.4678961705946136e-08,1.0426484041962532e-08,1.0440613840158181e-08,8.832062591529473e-09,9.041520568357951e-09,9.031972451125751e-09,9.031408286146347e-09,8.058384259626026e-09,8.061327601284979e-09,7.2905544104504964e-09,7.300934683216306e-09,6.608669177683446e-11,3.1144053990771703e-10,1.4977275241332527e-10,2.8919468509689315e-11,6.280392392439694e-11,1.899737357497331e-11,5.472714705672863e-11,3.399087897626019e-11,4.261547573765122e-12,1.5564695367500857e-12,9.712698409089405e-12,4.685670474323961e-16,1.2190257404354068e-14,3.1261769302267164e-16,2.3259902201773413e-16,3.125637375224882e-16,1.3860379028288084e-19,2.346624316312933e-18,1.2289656864140195e-13,3.889317997913311e-15,6.255256097503542e-17,1.8999728153631702e-12,5.888981786828321e-20,8.249757779012285e-17,9.203757445643366e-13,7.86524300136952e-20,5.850238567952853e-22,5.3415915820699094e-17,4.779959439825974e-23,2.6457878399302024e-20,5.577005502176915e-23,1.5677789206455848e-25,1.9704605547517679e-29,4.9804163727683674e-26,1.4713925823220688e-29,4.473904164899051e-21,1.1002747411374667e-27,1.6992512461672038e-26
2.373283179121023e-10,0.11224537917662201,0.9,0.0,0.0,0.0,0.0,0.09999993620495996,1.6352282001217332e-08,1.5865684852672635e-08,1.1279578704944605e-08,1.1296108107150641e-08,9.54438562580848e-09,9.782255933142659e-09,9.771110780794247e-09,9.77044220760157e-09,8.71827397356769e-09,8.721709122801482e-09,7.887067469763491e-09,7.899216888084271e-09,7.142982605181419e-11,3.483507952169661e-10,1.6854327465952386e-10,3.2354449811517236e-11,7.454445402005604e-11,2.320722211200916e-11,6.403527294325315e-11,3.97510906466696e-11,4.988182738321083e-12,1.6925498694580763e-12,1.1477794457415451e-11,5.06971113173528e-16,1.5458173633449004e-14,3.382343640821599e-16,2.516604199646519e-16,3.3817205857769025e-16,1.622382004573171e-19,2.3880930162621264e-18,1.3374611729959874e-13,4.99717502848231e-15,6.767814446323527e-17,2.2239602662024163e-12,6.893228973996745e-20,8.92582250982618e-17,1.0773292857907975e-12,9.206686727460905e-20,6.841638890951164e-22,6.253721164896857e-17,5.648615153422118e-23,3.3506921991791126e-20,6.812864231067182e-23,1.8352275607119937e-25,2.4954112921532696e-29,6.301769055740093e-26,2.011901473770941e-29,5.666933394992543e-21,1.411763160562436e-27,2.245258300683282e-26
2.552918027549358e-10,0.11224537972124098,0.9,0.0,0.0,0.0,0.0,0.0999999313762834,1.759110706280802e-08,1.7051320070070702e-08,1.213256507567971e-08,1.2151681131410173e-08,1.0255702099225455e-08,1.052304233030011e-08,1.0510176050581897e-08,1.050939507060694e-08,9.378163641575182e-09,9.382128658104173e-09,8.483504819497993e-09,8.4975624337501e-09,7.676806162177304e-11,3.857558803485226e-10,1.8769459852703632e-10,3.583549803945476e-11,8.73548778937183e-11,2.7892430085220574e-11,7.407179399061011e-11,4.5958710925425695e-11,5.772007611134953e-12,1.828615818227979e-12,1.3390741221148147e-11,5.453800317079944e-16,1.9252919369358467e-14,3.6385339070631363e-16,2.7072383393657087e-16,3.637821411743253e-16,1.8773283331881574e-19,2.433326555276846e-18,1.4479327971557013e-13,6.303309293139365e-15,7.280419981560512e-17,2.573451655205548e-12,7.976532641017135e-20,9.601958816440602e-17,1.2466394852170152e-12,1.0653751938612066e-19,7.910043450230334e-22,7.238083351442433e-17,6.590032083568524e-23,4.1709075863639706e-20,8.188270423471548e-23,2.1237555571756805e-25,3.1062144156481226e-29,7.837890422681299e-26,2.696439050307378e-29,7.055583401602905e-21,1.761757753038785e-27,2.904414914042154e-26
2.71458939113486e-10,0.11224538021157476,0.9,0.0,0.0,0.0,0.0,0.09999992703047404,1.8706183541157843e-08,1.8117543364979605e-08,1.2900160230849709e-08,1.292176407070527e-08,1.089508032045137e-08,1.1189793705806633e-08,1.1175272236132599e-08,1.1174383348603686e-08,9.972064303508186e-09,9.976538759000347e-09,9.020233710509203e-09,9.036127573960609e-09,8.156865350508791e-11,4.1976182259309877e-10,2.0520557011311152e-10,3.9000036057495556e-11,9.980334977694699e-11,3.2520260844588825e-11,8.372717726672945e-11,5.192777937434323e-11,6.5263504529637096e-12,1.9510647322471174e-12,1.523879200662338e-11,5.799522070918955e-16,2.3146541778232256e-14,3.869125250832254e-16,2.8788262998307457e-16,3.868327211280863e-16,2.1226859895947496e-19,2.4772709191419608e-18,1.5491898195296484e-13,7.662674923646961e-15,7.741805235765128e-17,2.909801703313028e-12,9.01910520701098e-20,1.021054268137235e-16,1.4095846878203897e-12,1.2046426220486412e-19,8.937390395751116e-22,8.185857535884677e-17,7.499511508413848e-23,5.0149316694232686e-20,9.546832193606313e-23,2.401458416600478e-25,3.734712769209648e-29,9.417237164412274e-26,3.4432384702776615e-29,8.485027377433733e-21,2.1352908088101172e-27,3.6004935211945545e-26
2.8762607547203616e-10,0.11224538070207628,0.9,0.0,0.0,0.0,0.0,0.09999992268466419,1.9821386880856812e-08,1.9183023889609146e-08,1.3667667690489534e-08,1.3691910586358254e-08,1.1533736452041247e-08,1.1856586390325256e-08,1.1840309082232149e-08,1.1839305980924498e-08,1.0565964928234454e-08,1.0570979683397277e-08,9.556901291545365e-09,9.574744006670815e-09,8.636590091257479e-11,4.540302747787745e-10,2.2293726522407157e-10,4.218868618063622e-11,1.1312567188280416e-10,3.754104940046079e-11,9.397208462286462e-11,5.825866983550374e-11,7.327023019900551e-12,2.0735034978792745e-12,1.720657807490417e-11,6.145283124184478e-16,2.7517826040452304e-14,4.0997356096823637e-16,3.050430585782941e-16,4.0988472699040163e-16,2.383113416853333e-19,2.524290266495991e-18,1.6523142568886528e-13,9.20936100019734e-15,8.20322858093704e-17,3.266813533725249e-12,1.01257246380713e-19,1.0819184507360524e-16,1.5825407951368522e-12,1.3524671074179104e-19,1.0027011140965992e-21,9.192312273604092e-17,8.467915893759033e-23,5.965842558566733e-20,1.1020751513217506e-22,2.696244505920319e-25,4.44276750019516e-29,1.119526118981888e-25,4.3378293927971583e-29,1.0096051939389816e-20,2.5528574572150174e-27,4.404431681964648e-26
3.0379321183058634e-10,0.11224538119274576,0.9,0.0,0.0,0.0,0.0,0.09999991833885385,2.0936717069375645e-08,2.0247810012159816e-08,1.443508746463697e-08,1.4462120583817903e-08,1.2171705240828866e-08,1.2523420370970327e-08,1.2505286523299423e-08,1.250416297309614e-08,1.1159865515753958e-08,1.1165451446674006e-08,1.0093507569607954e-08,1.0113411725453777e-08,9.116002165408228e-11,4.885129763631401e-10,2.408569677672596e-10,4.539682820272973e-11,1.2732423799926708e-10,4.295747806491984e-11,1.0480630915813742e-10,6.495113877327314e-11,8.174028181726583e-12,2.1959308717202584e-12,1.9294089792360057e-11,6.491083473012093e-16,3.238941051705701e-14,4.3303649553025073e-16,3.222051195182737e-16,4.329381583175478e-16,2.6586115463219006e-19,2.5743930208254536e-18,1.7574331120086053e-13,1.0956089734293341e-14,8.66468996042805e-17,3.644488843932272e-12,1.1296396187100309e-19,1.1427884287089315e-16,1.7655087598254584e-12,1.5088494631125185e-19,1.1178863779066547e-21,1.0257537383999553e-16,9.495240549589623e-23,7.030034957906101e-20,1.2610815854667925e-22,3.008118068935909e-25,5.235121956874566e-29,1.3183635936955162e-25,5.393171887002812e-29,1.1899660388176976e-20,3.028004678694905e-27,5.322890701301297e-26
3.199603481891365e-10,0.11224538168358338,0.9,0.0,0.0,0.0,0.0,0.09999991399304295,2.2052174094186044e-08,2.1311941843168436e-08,1.520241956333011e-08,1.5232393972757948e-08,1.280901662860922e-08,1.3190295634858219e-08,1.317020449855915e-08,1.3168954330645137e-08,1.1753766066066674e-08,1.1759954064237461e-08,1.0630052551697653e-08,1.0652130723876883e-08,9.595119635497562e-11,5.231699419430229e-10,2.5893648849545464e-10,4.86206294856165e-11,1.4240094299215699e-10,4.877171555293214e-11,1.1622965315300604e-10,7.200495739986956e-11,9.06736880732666e-12,2.318346746365486e-12,2.1501316550350985e-11,6.8369231134743295e-16,3.778300090869373e-14,4.561013260633621e-16,3.3936881259628747e-16,4.559930146611043e-16,2.949181308928282e-19,2.6275858497794e-18,1.864673678030344e-13,1.291561382561693e-14,9.126189320117777e-17,4.042829328951154e-12,1.2531125098760213e-19,1.2036642013359675e-16,1.9584895344256025e-12,1.6737905020281986e-19,1.2392908935515964e-21,1.1381627981357064e-16,1.0581480272863937e-22,8.213908514896422e-20,1.4317661883057543e-22,3.337083342160727e-25,6.11652905735908e-29,1.5394114692474056e-25,6.63430198576668e-29,1.3906889491864882e-20,3.549960059306314e-27,6.365911117562196e-26
3.361274845476867e-10,0.11224538217458933,0.9,0.0,0.0,0.0,0.0,0.09999990964723147,2.3167757942760715e-08,2.2375452578772685e-08,1.5969663996607357e-08,1.6002730666511106e-08,1.3445696404581394e-08,1.3857212169107348e-08,1.3835062951281113e-08,1.3833680059097736e-08,1.2347666579172562e-08,1.2354487551516402e-08,1.116653624481434e-08,1.1190900995502262e-08,1.0073957450238987e-10,5.579681151348373e-10,2.771515567421063e-10,5.185691798566171e-11,1.583572640079488e-10,5.4985500343573677e-11,1.2824192670054355e-10,7.941990928748851e-11,1.00070477646982e-11,2.440751862795728e-12,2.382824700999506e-11,7.182802041719724e-16,4.371939174416843e-14,4.791680499728302e-16,3.5653413760853616e-16,4.790492955784161e-16,3.2548236354765914e-19,2.6838739511823887e-18,1.9741634766487917e-13,1.5100710283990858e-14,9.587726608082432e-17,4.4618366814313846e-12,1.382991661105642e-19,1.2645457678819486e-16,2.161484071358992e-12,1.8472910371334845e-19,1.3669109370209634e-21,1.256468447372355e-16,1.1726629540805275e-22,9.523868095321089e-20,1.614180000484284e-22,3.6831445725898016e-25,7.091732504547591e-29,1.7838345171768396e-25,8.07405705799818e-29,1.612881145285349e-20,4.1370041422549974e-27,7.539505278269149e-26
3.522946209062369e-10,0.1122453826657637,0.9,0.0,0.0,0.0,0.0,0.09999990530141936,2.428346860257338e-08,2.3438369619529e-08,1.6736820774507404e-08,1.677313058158612e-08,1.4081766761906268e-08,1.4524169960838177e-08,1.4499861828321777e-08,1.4498340163979932e-08,1.2941567055071588e-08,1.2949051923956332e-08,1.1702958655957095e-08,1.172972253388709e-08,1.0552527948644379e-10,5.928802473733497e-10,2.954813007626788e-10,5.510307638673196e-11,1.7519432910179763e-10,6.160021013083888e-11,1.408429465548544e-10,8.719578837944891e-11,1.0993067920947161e-11,2.563146415089415e-12,2.6274870286466075e-11,7.528720253819444e-16,5.021848976694053e-14,5.022366647573907e-16,3.7370109434788743e-16,5.021070006210579e-16,3.575539456311096e-19,2.743261294254121e-18,2.0860302064783042e-13,1.7524175268166515e-14,1.0049301774296751e-16,4.901512591739687e-12,1.519277595421466e-19,1.3254331276261998e-16,2.3744933229285667e-12,2.0293518811182394e-19,1.5007429620646321e-21,1.3806812559955634e-16,1.293068301320168e-22,1.096632404844953e-19,1.8083634670755972e-22,4.0463059980623615e-25,8.1654875467702e-29,2.0528074844595158e-25,9.739885864917358e-29,1.8576535834740253e-20,4.7774862507058266e-27,8.853829777509318e-26
3.6846175726478707e-10,0.11224538315710657,0.9,0.0,0.0,0.0,0.0,0.09999990095560662,2.5399306061098753e-08,2.4500715602093198e-08,1.7503889907069283e-08,1.7543593637224138e-08,1.4717246809016095e-08,1.519116899717321e-08,1.5164601079520498e-08,1.5162934650817474e-08,1.3535467493763714e-08,1.354364719701484e-08,1.2239319792124189e-08,1.2268595332583877e-08,1.1030841324309009e-10,6.278838640391048e-10,3.1390777036733374e-10,5.835694470611609e-11,1.9291297935867645e-10,6.861692571905921e-11,1.5403253507085035e-10,9.533239715625606e-11,1.2025432142281821e-11,2.6855299582256356e-12,2.88411760277868e-11,7.874677745921508e-16,5.729933780951116e-14,5.253071679992166e-16,3.9086968261018813e-16,5.251661293464268e-16,3.9113297016507685e-19,2.8057508385026484e-18,2.200401695665975e-13,2.0198819349119576e-14,1.0510914770376992e-16,5.361858748036822e-12,1.6619708352312441e-19,1.3863262798326476e-16,2.5975182413168777e-12,2.219973846741892e-19,1.6407835700956817e-21,1.5108123227387897e-16,1.4193635652495706e-22,1.2547692472659336e-19,2.0143483218984343e-22,4.426571867095763e-25,9.342540008879116e-29,2.347494410754334e-25,1.1646808162208972e-28,2.1261211497988272e-20,5.489392685165498e-27,1.0314932342148294e-25
3.8462889362333725e-10,0.11224538364861798,0.9,0.0,0.0,0.0,0.0,0.09999989660979322,2.6515270305812563e-08,2.5562509283183378e-08,1.827087140433232e-08,1.831411975500576e-08,1.535215302226907e-08,1.5858209265236985e-08,1.5829280657039542e-08,1.5827463525135842e-08,1.4129367895248903e-08,1.4138273386157616e-08,1.277561966031311e-08,1.2807519385140736e-08,1.1508906023777454e-10,6.629603786117996e-10,3.324155135119923e-10,6.16167365707415e-11,2.1151382144159063e-10,7.60364858938816e-11,1.67810519283067e-10,1.0382954506421525e-10,1.3104143294012782e-11,2.8079022689813364e-12,3.152715368500807e-11,8.220674514094746e-16,6.498014039550091e-14,5.483795573488653e-16,4.0803990218789683e-16,5.48226681306018e-16,4.262195301248839e-19,2.871344718350699e-18,2.317405861419241e-13,2.3137463464400593e-14,1.0972565549336538e-16,5.8428768363483736e-12,1.8110719022088755e-19,1.4472252237801671e-16,2.8305597785859825e-12,2.4191577464823777e-19,1.7870294816543246e-21,1.64687327496358e-16,1.5515482281982703e-22,1.4274395486117992e-19,2.232159189577797e-22,4.823946418730969e-25,1.0627647599516848e-28,2.669069638913677e-25,1.382485220932839e-28,2.4194028557001882e-20,6.259819608357896e-27,1.1933127004660806e-25
4.0079602998188743e-10,0.11224538414029797,0.9,0.0,0.0,0.0,0.0,0.09999989226397908,2.7631361324191498e-08,2.662376621988845e-08,1.9037765276336174e-08,1.9084708858525627e-08,1.5986499620568288e-08,1.6525290752156086e-08,1.6493900514922668e-08,1.6491926792460278e-08,1.4723268259527111e-08,1.4732930506855413e-08,1.3311858267520531e-08,1.3346494685101602e-08,1.198672905258395e-10,6.98094410917585e-10,3.5099122449807277e-10,6.488097423576118e-11,2.309972686556556e-10,8.385952991037729e-11,1.8217673017367347e-10,1.1268704730606362e-10,1.4229204240556556e-11,2.93026357037828e-12,3.4332792322197946e-11,8.566710554491663e-16,7.327829151317501e-14,5.714538305189625e-16,4.2521175287674546e-16,5.7128865605765915e-16,4.628137184749269e-19,2.940044387945892e-18,2.437170678778817e-13,2.6352935796456365e-14,1.1434254065400298e-16,6.3445685406252615e-12,1.9665813174603186e-19,1.5081299587309627e-16,3.0736188866781756e-12,2.6269043929009705e-19,1.9394775171545724e-21,1.788876268331879e-16,1.6896217578844154e-22,1.6152861498511826e-19,2.4618148419804135e-22,5.238433903640087e-25,1.2025557595649352e-28,3.018695856038268e-25,1.6290349373919716e-28,2.7386220336403433e-20,7.108360233399236e-27,1.37142235004048e-25
4.169631663404376e-10,0.11224538463214655,0.9,0.0,0.0,0.0,0.0,0.09999988791816422,2.874757910371331e-08,2.7684499296756155e-08,1.980457153312079e-08,1.9855360873123554e-08,1.662029887460855e-08,1.7192413445059144e-08,1.7158460608855076e-08,1.715632445831575e-08,1.53171685865983e-08,1.532761857458165e-08,1.384803562074234e-08,1.3885521226006367e-08,1.2464316212936112e-10,7.33273258916388e-10,3.696234526032769e-10,6.814843792622106e-11,2.5136357345768964e-10,9.20865305425909e-11,1.9713100208864682e-10,1.2190472390396614e-10,1.540061784543688e-11,3.0526140329782044e-12,3.725808103981359e-11,8.91278586317905e-16,8.221040336639641e-14,5.945299852725855e-16,4.4238523446882194e-16,5.943520531527898e-16,5.009156281317657e-19,3.0118507352453227e-18,2.5598241563497935e-13,2.985806934629538e-14,1.189598027383385e-16,6.866935542793228e-12,2.128499601385869e-19,1.5690404839634982e-16,3.3266965174162086e-12,2.8432145982659035e-19,2.0981245791278247e-21,1.9368339863962022e-16,1.8335836192167097e-22,1.8189525480020436e-19,2.703329158870092e-22,5.670038562094764e-25,1.354103013379042e-28,3.3975469963186076e-25,1.9075861104888584e-28,3.084906531267427e-20,8.020949000327465e-27,1.5668674231780948e-25
4.331303026989878e-10,0.11224538512416374,0.9,0.0,0.0,0.0,0.0,0.0999998835723486,2.986392363185671e-08,2.874471917750774e-08,2.057129018472646e-08,2.0626075725650508e-08,1.7253561376069373e-08,1.785957733107682e-08,1.782296089592896e-08,1.7820656528226982e-08,1.5911068876462417e-08,1.5922337604810377e-08,1.4384151726973612e-08,1.4424599001391025e-08,1.2941672306794036e-10,7.684864460295687e-10,3.883023482158949e-10,7.141812246994164e-11,2.72612855102481e-10,1.0071782235728646e-10,2.1267317223376767e-10,1.3148239889651977e-10,1.6618386971283494e-11,3.1749535370908113e-12,4.030300917668654e-11,9.258900436312503e-16,9.179233491509694e-14,6.176080194199272e-16,4.595603467597054e-16,6.174168721495594e-16,5.405253520021466e-19,3.0867641796317466e-18,2.6854943155796925e-13,3.366569986159706e-14,1.2357744130813318e-16,7.409979522794965e-12,2.2968272738509105e-19,1.6299567987386043e-16,3.5897936225028765e-12,3.06808917493735e-19,2.2629676400877667e-21,2.0907596402051182e-16,1.9834332935768145e-22,2.0390829228423325e-19,2.9567119677923513e-22,6.11876464674994e-25,1.5178814122152647e-28,3.8067845787661832e-25,2.2199265558426935e-28,3.4593889048718174e-20,9.018273947645167e-27,1.7802122149765773e-25
4.49297439057538e-10,0.11224538561634949,0.9,0.0,0.0,0.0,0.0,0.09999987922653218,3.098039489610142e-08,2.9804434703313174e-08,2.1337921241193764e-08,2.139685334426044e-08,1.7886296277004706e-08,1.852678239734182e-08,1.8487401334364394e-08,1.8484923007718437e-08,1.6504969129119427e-08,1.6517087613014515e-08,1.4920206593208632e-08,1.4963728004787765e-08,1.341880131556655e-10,8.037253220139452e-10,4.070194369533404e-10,7.468919911211221e-11,2.947451235668331e-10,1.097536265993151e-10,2.288030802284403e-10,1.4141989963073927e-10,1.7882514479831096e-11,3.297281940564223e-12,4.346756608307702e-11,9.605054269956413e-16,1.0203922005277745e-13,6.406879308082746e-16,4.767370895411157e-16,6.40483112599326e-16,5.816429829437206e-19,3.1647847557635087e-18,2.814309172598428e-13,3.7788664020854e-14,1.28195455932902e-16,7.973702158627745e-12,2.4715648540349494e-19,1.6908789023344594e-16,3.862911153520675e-12,3.3015289349723874e-19,2.434003728599904e-21,2.2506669679449737e-16,2.139170257979018e-22,2.276322163667342e-19,3.221969764385947e-22,6.584616399056299e-25,1.6943672177056957e-28,4.2475821765899625e-25,2.5695720246800255e-28,3.8632066131249363e-20,1.0084957138564603e-26,2.0125178964198653e-25
4.6546457541608816e-10,0.11224538610870377,0.9,0.0,0.0,0.0,0.0,0.09999987488071495,3.2096992883928144e-08,3.086365322106256e-08,2.2104464712563614e-08,2.216769365823072e-08,1.851851149622472e-08,1.919402863098889e-08,1.915178188328221e-08,1.9149123902314325e-08,1.7098869344569265e-08,1.7111868614664396e-08,1.545620022644089e-08,1.550290822972512e-08,1.389570654758037e-10,8.389827339955372e-10,4.2576742450077626e-10,7.79609839175386e-11,3.17760299325663e-10,1.1919407174839787e-10,2.4552056772997445e-10,1.5171705617848994e-10,1.9193003231919832e-11,3.4195992800022428e-12,4.675174095016686e-11,9.95124736027021e-16,1.1296549571131636e-13,6.637697173205516e-16,4.939154626085257e-16,6.635507740606194e-16,6.242686138056584e-19,3.2459121835186655e-18,2.946396723284455e-13,4.2239797939944875e-14,1.3281384618894604e-16,8.558105126376718e-12,2.6527128606101947e-19,1.751806794010428e-16,4.146050061931811e-12,3.5435346905307835e-19,2.6112299210493875e-21,2.4165702345731117e-16,2.3007939867217505e-22,2.5313158961251773e-19,3.499106326467951e-22,7.067598073751487e-25,1.8840354730102848e-28,4.7211000459623395e-25,2.9584511632420987e-28,4.297502211021231e-20,1.1243085239095297e-26,2.2643277353363667e-25
4.816317117746383e-10,0.11224538660122661,0.9,0.0,0.0,0.0,0.0,0.09999987053489687,3.321371758281864e-08,3.1922380840113596e-08,2.287092060887724e-08,2.2938596597811603e-08,1.9150213892258095e-08,1.986131601915483e-08,1.9816102502569893e-08,1.9813259217538608e-08,1.7692769522811897e-08,1.7706680625226615e-08,1.599213263366307e-08,1.6042139669727974e-08,1.437239075406683e-10,8.742527691722306e-10,4.4454003253676155e-10,8.123291289346397e-11,3.4165822911883697e-10,1.2903920965891564e-10,2.628254781295789e-10,1.6237370088004833e-10,2.0549856087496245e-11,3.5419056409496644e-12,5.0155522920337155e-11,1.029747970331576e-15,1.2458492982059962e-13,6.868533768667553e-16,5.110954657532932e-16,6.866198560847048e-16,6.684023373866993e-19,3.3301459231144603e-18,3.0818849315862176e-13,4.703193600402978e-14,1.3743261165833853e-16,9.163190100243267e-12,2.840271811576333e-19,1.8127404730444722e-16,4.43921129907832e-12,3.7941072534581437e-19,2.794643331904755e-21,2.588484231425433e-16,2.4683039463906855e-22,2.804710509018313e-19,3.78812317681396e-22,7.567713913438591e-25,2.0873626903303954e-28,5.228511433341386e-25,3.390342210391874e-28,4.7634235434838374e-20,1.2475893269374764e-26,2.536719638734916e-25
4.977988481331885e-10,0.1122453870939179,0.9,0.0,0.0,0.0,0.0,0.09999986618907791,3.433056898025563e-08,3.298062263997091e-08,2.3637288940176175e-08,2.3709562094098417e-08,1.9781409410049796e-08,2.0528644548978455e-08,2.048036315278023e-08,2.047732895891497e-08,1.828666966384726e-08,1.83015236601631e-08,1.652800382186704e-08,1.6581422318317705e-08,1.4848856222303165e-10,9.095305466964386e-10,4.6333185927623444e-10,8.450452181569901e-11,3.6643869874526563e-10,1.3928902862080481e-10,2.807176563004871e-10,1.7338966797490393e-10,2.195307590561339e-11,3.6642010061194025e-12,5.367890121604508e-11,1.0643751295256345e-15,1.36910648729672e-13,7.099389073843196e-16,5.282770987707957e-16,7.096903582304919e-16,7.1404424647852105e-19,3.417485220507559e-18,3.220901720114554e-13,5.217790992639455e-14,1.42051751928275e-16,9.788958752569e-12,3.0342422244477505e-19,1.8736799386945252e-16,4.742395816182012e-12,4.0532474357138194e-19,2.98424110931365e-21,2.766424275826742e-16,2.6416996130106925e-22,3.097153181019587e-19,4.0890199780041696e-22,8.084968174946248e-25,2.3048240640218465e-28,5.770975321784477e-25,3.867313390532588e-28,5.2621239385220924e-20,1.3806896563232234e-26,2.830215565251767e-25
5.139659844917387e-10,0.11224538758677771,0.9,0.0,0.0,0.0,0.0,0.09999986184325806,3.5447547063722823e-08,3.4038382848511105e-08,2.440356971650226e-08,2.4480590078920254e-08,2.0412103208774958e-08,2.119601420760063e-08,2.1144563795016662e-08,2.1141333131966857e-08,1.88805697676753e-08,1.8896397734930344e-08,1.7063813798043923e-08,1.7120756169012173e-08,1.5325104856262757e-10,9.448120390669398e-10,4.821382578693833e-10,8.777542894985287e-11,3.921014438531872e-10,1.4994346453684635e-10,2.991969483801068e-10,1.847647932849064e-10,2.3402665544430677e-11,3.786485307766411e-12,5.7321865095499656e-11,1.0990062132151048e-15,1.4995516383630933e-13,7.330263068304509e-16,5.454603614520282e-16,7.327622800491358e-16,7.611944338209354e-19,3.507929144974468e-18,3.3635749621351735e-13,5.769054794720743e-14,1.466712665902862e-16,1.0435412753856602e-11,3.234624616074235e-19,1.9346251902384111e-16,5.055604564344314e-12,4.320956048931465e-19,3.180020427627075e-21,2.950406210725933e-16,2.820980458653855e-22,3.4092919073467215e-19,4.401794848692036e-22,8.619365101989593e-25,2.5368963608326136e-28,6.349664658923511e-25,4.393410053392431e-28,5.794762400205078e-20,1.5217827877741078e-26,3.145911912159576e-25
