Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887)
8.947731987620473e-07,0.11232031406441907,0.9,0.0,0.0,0.0,0.0,0.09972861759339907,0.00011431824246962623,2.4501482130842814e-06,1.3313168853141148e-05,2.5375090309547492e-05,8.604951332495041e-07,2.731601553802461e-05,3.469078377235166e-06,6.282183011539413e-06,3.3085503071572226e-05,0.00010414564245349917,4.6920314685411214e-06,2.9095772301791554e-05,1.1031606364329584e-08,8.174885516037512e-08,2.5775718597360207e-08,4.462152449864187e-09,6.99877795643093e-05,2.979019045166529e-05,0.00025474505715141084,4.412103100875382e-05,6.099483788121523e-05,6.396413667534468e-10,3.187393916469025e-05,3.5323865786179572e-12,7.734851572869824e-08,7.572577441172252e-13,9.238662337429281e-13,9.411653121023433e-13,1.9772928468861254e-12,2.4548594858674045e-13,7.77377790697258e-06,3.1158335228532774e-05,1.5203198425196586e-13,2.3043323555057136e-05,7.118790417211923e-13,3.2878547363849743e-13,1.6955725167489384e-05,1.444436654325647e-12,7.594088251186477e-16,2.7768595059367134e-06,1.5690883444525308e-16,7.52421392989498e-07,8.746475509985897e-17,1.5310064825511456e-17,3.085394194061985e-18,4.88679691315835e-16,2.732525989100966e-16,4.675849698199895e-07,2.7276482551757843e-17,2.0143346108249593e-16
9.045292800423217e-07,0.11232133665101042,0.9,0.0,0.0,0.0,0.0,0.099725387869329,0.00011562505436537118,2.4501308442205116e-06,1.3393776326582167e-05,2.549464111173235e-05,8.604753673845694e-07,2.7488280106972487e-05,3.469003777171912e-06,6.282846828382775e-06,3.345103813492576e-05,0.00010585589526279797,4.692480236400407e-06,2.9285195928060087e-05,1.1031528189051877e-08,8.174827562129004e-08,2.5775126523889614e-08,4.4621544379342805e-09,7.042939137999743e-05,3.0122587347502785e-05,0.0002588204904808315,4.462198668003618e-05,6.211488918578933e-05,6.396459801215968e-10,3.2250711061820486e-05,3.572618297759949e-12,7.78337157103928e-08,7.60793880690394e-13,9.298423454924838e-13,9.47061343238677e-13,2.0135184340589912e-12,2.47025018502843e-13,7.841176378219625e-06,3.1774083900627254e-05,1.5274827126308236e-13,2.3446941747468107e-05,7.243179951145397e-13,3.309259932976101e-13,1.7282808399245814e-05,1.4722393754627908e-12,7.680310688175884e-16,2.8635974885349612e-06,1.5876332765802773e-16,7.811407024312662e-07,8.844062051570241e-17,1.5739228218696847e-17,3.190962769335513e-18,4.9987336798480015e-16,2.8142730025893813e-16,4.851295175514922e-07,2.7914147818818985e-17,2.0600751569802027e-16
9.14285361322596e-07,0.11232236171825614,0.9,0.0,0.0,0.0,0.0,0.09972215443125897,0.00011693038988806326,2.4501135701382637e-06,1.3473459025440853e-05,2.5612255719036412e-05,8.604555915035094e-07,2.765886806374708e-05,3.468929168816786e-06,6.283454652802665e-06,3.3816680218394045e-05,0.00010757397378664614,4.692891199858547e-06,2.947249352394347e-05,1.1031450436866806e-08,8.174769924730004e-08,2.5774534151062894e-08,4.462156608255731e-09,7.086409613359436e-05,3.045497293378498e-05,0.0002629131181874098,4.512292168295212e-05,6.324141385472459e-05,6.396506400345951e-10,3.2627473049107926e-05,3.612800839167785e-12,7.83112341442479e-08,7.642719002867381e-13,9.357504019721025e-13,9.528990636840004e-13,2.049950720399153e-12,2.485397265653782e-13,7.907646397458455e-06,3.239367466803576e-05,1.5345295810713332e-13,2.385229119336509e-05,7.368093499957272e-13,3.3304248893126246e-13,1.7611992701681082e-05,1.5002186693390496e-12,7.76652952682172e-16,2.951870087038408e-06,1.606177670050351e-16,8.105667013823132e-07,8.941645095439278e-17,1.6175103904075997e-17,3.298783652057107e-18,5.111869954060994e-16,2.897453221979753e-16,5.030909302073877e-07,2.855880330689271e-17,2.1063014214428133e-16
9.240414426028704e-07,0.11232338922850083,0.9,0.0,0.0,0.0,0.0,0.09971891733975874,0.00011823424038663511,2.450096382384618e-06,1.3552216848129839e-05,2.572796520243888e-05,8.604358048883009e-07,2.7827785821246578e-05,3.4688545529494577e-06,6.284010193699957e-06,3.418242811591194e-05,0.00010929976269888067,4.693266864286303e-06,2.965768877319271e-05,1.1031373076156843e-08,8.174712575543029e-08,2.577394145614657e-08,4.4621589414791495e-09,7.129194080790403e-05,3.0787347197983466e-05,0.0002670227319455033,4.5623835995411176e-05,6.43743348519701e-05,6.396553436956153e-10,3.300422511869952e-05,3.652933937528145e-12,7.8781123899751e-08,7.676927373006839e-13,9.415911633589306e-13,9.586787014241414e-13,2.0865871783348977e-12,2.50030240448944e-13,7.973192462797554e-06,3.301704724166109e-05,1.541462309425982e-13,2.4259339333830853e-05,7.493520924942925e-13,3.35135228170813e-13,1.7943254062264957e-05,1.5283724648387462e-12,7.852744773672693e-16,3.0416798713848058e-06,1.624721526875576e-16,8.407060667466509e-07,9.039224732639546e-17,1.6617702566644125e-17,3.408872320126598e-18,5.22620299797116e-16,2.9820727026409443e-16,5.214725600677183e-07,2.921043341848498e-17,2.1530120054865747e-16
9.337975238831447e-07,0.11232441914440766,0.9,0.0,0.0,0.0,0.0,0.0997156766549779,0.00011953659788252375,2.450079272618691e-06,1.3630050005417072e-05,2.584180013347684e-05,8.604160068296096e-07,2.7995039529942476e-05,3.4687799296096343e-06,6.2845169125684685e-06,3.454828059137461e-05,0.0001110331478560006,4.693609567260797e-06,2.9840805095519842e-05,1.1031296065788976e-08,8.174655486847517e-08,2.57733484190408e-08,4.46216141854834e-09,7.171297250087737e-05,3.1119710127846905e-05,0.00027114912463679447,4.612472959619958e-05,6.551357551905407e-05,6.396600881452806e-10,3.338096726310708e-05,3.693017348627143e-12,7.9243437969031e-08,7.710573110990466e-13,9.47365381380046e-13,9.644004754204308e-13,2.123425292969114e-12,2.5149672822270674e-13,8.03781920731425e-06,3.3644141747490825e-05,1.5482827293770322e-13,2.4668054144277012e-05,7.61945225428472e-13,3.3720447566511847e-13,1.8276568729265087e-05,1.5566987134102578e-12,7.938956420301565e-16,3.13302915707684e-06,1.6432648462721805e-16,8.715653602019021e-07,9.136800909416509e-17,1.7067034184093202e-17,3.5212439172252754e-18,5.341730272740158e-16,3.068137570320611e-16,5.402776810704855e-07,2.986902321919766e-17,2.2002061445938966e-16
9.533096864436934e-07,0.11232648604548476,0.9,0.0,0.0,0.0,0.0,0.09970918474406525,0.00012213680509524713,2.4500452541987803e-06,1.3782944642485055e-05,2.606396618440145e-05,8.603763736053415e-07,2.8324578309531788e-05,3.468630657784261e-06,6.2853966071491134e-06,3.52802941901333e-05,0.00011452225617286024,4.694204677995004e-06,3.0200893338768525e-05,1.1031142950774522e-08,8.174541981173578e-08,2.57721612338388e-08,4.462166729105649e-09,7.253478587577184e-05,3.178440193693065e-05,0.0002794514242547392,4.712645458221904e-05,6.781071105332832e-05,6.396696882233161e-10,3.413442174772024e-05,3.773034229973662e-12,8.014555159134739e-08,7.776212733321572e-13,9.587171525087416e-13,9.756712703754103e-13,2.1976964942544477e-12,2.543582996914651e-13,8.16433387658975e-06,3.490925914164917e-05,1.561593824553526e-13,2.5490358290256044e-05,7.872787555399583e-13,3.4127353932454116e-13,1.8949264258833655e-05,1.6138604867526183e-12,8.111368903027675e-16,3.320354249625658e-06,1.6803498728811108e-16,9.35469395262704e-07,9.331942907337883e-17,1.7985933106761258e-17,3.7528949514612056e-18,5.576356906117002e-16,3.2446269294663116e-16,5.791711002048651e-07,3.120702195321207e-17,2.296040508892025e-16
9.72821849004242e-07,0.11232856212911164,0.9,0.0,0.0,0.0,0.0,0.09970267917127706,0.00012473095992450258,2.450011450225034e-06,1.3932150384675734e-05,2.627898877665233e-05,8.603366863857035e-07,2.8647529575999937e-05,3.4684813433006227e-06,6.286117115239099e-06,3.60127105734545e-05,0.00011804040883978167,4.694692310079349e-06,3.055294044755268e-05,1.1030990801472848e-08,8.174429191961628e-08,2.5770972432294333e-08,4.462172392229478e-09,7.332991514921378e-05,3.244904826846587e-05,0.000287818383541418,4.812809648841848e-05,7.013221439402137e-05,6.396794166899601e-10,3.488783644749787e-05,3.852849910375174e-12,8.101800117899468e-08,7.839708513074597e-13,9.698115634614326e-13,9.867130613869466e-13,2.272744447990161e-12,2.5712579278628443e-13,8.28722981033086e-06,3.618855619651943e-05,1.574476940770196e-13,2.6318957793166736e-05,8.128022865561262e-13,3.45251738741381e-13,1.962989437541256e-05,1.6716880426970399e-12,8.283766951845024e-16,3.5138589540940714e-06,1.7174327501203485e-16,1.0023289581188484e-06,9.527071080080505e-17,1.8931867924773177e-17,3.993851737393414e-18,5.815729011152528e-16,3.426966919388494e-16,6.197958107157643e-07,3.2572680289364044e-17,2.39379606069044e-16
9.923340115647906e-07,0.11233064710794899,0.9,0.0,0.0,0.0,0.0,0.09969616040258951,0.00012731901964462225,2.4499777977226856e-06,1.4077678902794399e-05,2.6487095338979433e-05,8.602969399024274e-07,2.896393616240416e-05,3.4683319705247916e-06,6.286698827529915e-06,3.6745518896905026e-05,0.00012158673423399847,4.695086218710259e-06,3.089712457969773e-05,1.1030839334292885e-08,8.174316909050796e-08,2.5769781856276824e-08,4.462178264188927e-09,7.409874073471339e-05,3.311364903415122e-05,0.0002962483873107143,4.9129655175559235e-05,7.247748502367333e-05,6.39689249480591e-10,3.5641211308857395e-05,3.932463093855256e-12,8.186121449948327e-08,7.901128843746303e-13,9.806543328602132e-13,9.975273806868677e-13,2.3485494651108112e-12,2.5980056439809575e-13,8.406548023475555e-06,3.7481568956027706e-05,1.5869457042712062e-13,2.715361483730795e-05,8.385084153802934e-13,3.4914108713930264e-13,2.0318278148356582e-05,1.7301657797468202e-12,8.456150544646707e-16,3.713553038796432e-06,1.7545134780774512e-16,1.0721922994622748e-06,9.722185408143258e-17,1.990489609440213e-17,4.244224344371154e-18,6.059825983708922e-16,3.6152009715826574e-16,6.621751819925675e-07,3.396588029426849e-17,2.493464481304318e-16
9.999999999999997e-07,0.1123327406993586,0.9,0.0,0.0,0.0,0.0,0.099693595781822,0.00012833414763501776,2.449964604253622e-06,1.4133851631551006e-05,2.6567012706830388e-05,8.602813068693243e-07,2.9086465070585937e-05,3.4682732644509175e-06,6.286893353158755e-06,3.7033531315998545e-05,0.00012298754536073223,4.695218003173328e-06,3.103023520834439e-05,1.1030779951634009e-08,8.174272888760788e-08,2.5769313580710226e-08,4.462180597686406e-09,7.439368497605186e-05,3.337474660009756e-05,0.00029957728983947396,4.952312732115652e-05,7.340527409979837e-05,6.39693135871437e-10,3.593718824314341e-05,3.963686082893098e-12,8.218459231934035e-08,7.924706458749463e-13,9.848466383772352e-13,1.0017142209077885e-12,2.378534818783978e-12,2.608263620907835e-13,8.452456348728063e-06,3.7993223995847e-05,1.591733982248407e-13,2.7483144041373167e-05,8.486562969734555e-13,3.5064526402043927e-13,2.0590814917848935e-05,1.7533152229707855e-12,8.523873092540701e-16,3.7937043424442163e-06,1.7690812614533888e-16,1.100472455908302e-06,9.798838633299644e-17,2.0294605955317717e-17,4.345190853329296e-18,6.157015789758552e-16,3.6907766534375265e-16,6.793102763831599e-07,3.452075471849854e-17,2.533144064692959e-16
1.0118461741253393e-06,0.1123327406993586,0.9,0.0,0.0,0.0,0.0,0.09968962889717582,0.0001299009496559875,2.4499442353957902e-06,1.4219545743416247e-05,2.6688506059182968e-05,8.602571290630961e-07,2.9273839269983506e-05,3.4681825199549215e-06,6.287159521831114e-06,3.747870794796648e-05,0.0001251603787072754,4.695398391495151e-06,3.123361994487334e-05,1.1030688273226746e-08,8.174204927917618e-08,2.5768589353409574e-08,4.462184205221355e-09,7.48416444121715e-05,3.377820414987564e-05,0.0003047398384001441,5.0131130517434566e-05,7.484592783416134e-05,6.396991623606517e-10,3.639454627901916e-05,4.011872737958831e-12,8.267562074343309e-08,7.960539939750457e-13,9.912510526503944e-13,1.0081157042987103e-12,2.4250920393072815e-12,2.6238397592757997e-13,8.522330926841112e-06,3.878784018492277e-05,1.5990133074622198e-13,2.79940993869542e-05,8.643899820219495e-13,3.529435531268351e-13,2.101423854400282e-05,1.7892784340525048e-12,8.628519661642511e-16,3.919442569744108e-06,1.7915920569147936e-16,1.1451057471368105e-06,9.917285873681888e-17,2.090506564499215e-17,4.5041179966105215e-18,6.308627453422942e-16,3.8093703324459893e-16,7.063313331120894e-07,3.538650528219202e-17,2.595037552457563e-16
1.031358336685888e-06,0.11233484262567994,0.9,0.0,0.0,0.0,0.0,0.09968308510738602,0.0001324767228128594,2.4499107036280512e-06,1.4357769999434529e-05,2.6883434112824284e-05,8.602172489516192e-07,2.957727907833247e-05,3.468032969489823e-06,6.28751469214049e-06,3.8212266180074556e-05,0.00012876050629102712,4.695639272091015e-06,3.1562596891080264e-05,1.103053734982996e-08,8.174093049623658e-08,2.576739477635349e-08,4.462190079522546e-09,7.555900916920042e-05,3.444271353563928e-05,0.000313291157472344,5.113252240054772e-05,7.723695304077677e-05,6.39709131160881e-10,3.71478413052454e-05,4.09107803282181e-12,8.346165034521886e-08,8.018005905293732e-13,1.001607190864277e-12,1.0184794730624324e-12,2.5023528442179002e-12,2.648773927179358e-13,8.634622138145746e-06,4.010691938898243e-05,1.6106925226134293e-13,2.884018894935929e-05,8.904400621881197e-13,3.5666106167465664e-13,2.1717602339896977e-05,1.8490110720111814e-12,8.80087428523553e-16,4.131530029221607e-06,1.8286684868043753e-16,1.2211136875865966e-06,1.0112372460079155e-16,2.193241558752337e-17,4.7736331587618285e-18,6.562113292752783e-16,4.009514089090114e-16,7.522851383930317e-07,3.683443989256847e-17,2.6985071559534845e-16
1.0508704992464366e-06,0.11233695261385059,0.9,0.0,0.0,0.0,0.0,0.09967652947872921,0.00013504631880922955,2.4498771444817387e-06,1.4492373996400184e-05,2.707208588731297e-05,8.601772948275912e-07,2.9874295278279386e-05,3.467883295433544e-06,6.287777843084938e-06,3.894618174581933e-05,0.00013238629840454575,4.695817960141648e-06,3.188422199025462e-05,1.1030386303216357e-08,8.173981080835258e-08,2.5766197983076584e-08,4.462195755241055e-09,7.625121903959304e-05,3.510717711547354e-05,0.0003219007828823927,5.2133830723787865e-05,7.964997613446019e-05,6.397191319614774e-10,3.790109633425441e-05,4.170078382070574e-12,8.421973480082912e-08,8.073588801749235e-13,1.0117280943542373e-12,1.028620110956618e-12,2.580312731860662e-12,2.672821834768131e-13,8.743466311694728e-06,4.143836283275086e-05,1.6219957152855414e-13,2.9691668341547796e-05,9.166519600018948e-13,3.6029549508293033e-13,2.2428200040016333e-05,1.909349082958782e-12,8.973214399965638e-16,4.349814434653198e-06,1.8657427678980047e-16,1.3002585503535203e-06,1.0307445151918483e-16,2.298697624879921e-17,5.0528656062187506e-18,6.820263616690098e-16,4.2156691932821905e-16,8.000562348445621e-07,3.830957009287574e-17,2.8038652733508497e-16
1.0703826618069853e-06,0.11233907039553405,0.9,0.0,0.0,0.0,0.0,0.09966996244985862,0.0001376097236250647,2.4498435016956126e-06,1.4623382997728611e-05,2.7254661199427692e-05,8.601372621258229e-07,3.0164927526188743e-05,3.467733473241359e-06,6.287960748943385e-06,3.9680442528997536e-05,0.00013603695356871807,4.6959423870001736e-06,3.219865812224996e-05,1.1030234880048765e-08,8.173868833812939e-08,2.576499883680773e-08,4.4622011044686895e-09,7.69186589404631e-05,3.577159481736133e-05,0.0003305671706064669,5.313505539810713e-05,8.208441786972917e-05,6.397291412292693e-10,3.8654311311805815e-05,4.248873385569523e-12,8.495030648431821e-08,8.127348713123957e-13,1.021618991477053e-12,1.0385390407343695e-12,2.658952732210993e-12,2.6959971969368734e-13,8.848908987212068e-06,4.278173355451679e-05,1.6329348573623717e-13,3.054832946295353e-05,9.430192008957973e-13,3.638486939303129e-13,2.3145865791717056e-05,1.970278172001319e-12,9.145539992453103e-16,4.5742914566969115e-06,1.9028149003058124e-16,1.3825807958182353e-06,1.0502503934957694e-16,2.4068769652179673e-17,5.341906515010536e-18,7.083058791472844e-16,4.427870489487838e-16,8.49663031423162e-07,3.9811783233699874e-17,2.9111039893024864e-16
1.089894824367534e-06,0.11234119570700973,0.9,0.0,0.0,0.0,0.0,0.09966338445255965,0.00014016692903500518,2.449809720681517e-06,1.4750824931135699e-05,2.7431353504777838e-05,8.600971464557235e-07,3.0449215818448164e-05,3.4675834780131507e-06,6.288073676489452e-06,4.041503617527477e-05,0.0001397116871270176,4.696019466734389e-06,3.2506064556635506e-05,1.1030082834523688e-08,8.173756126398951e-08,2.5763797205996963e-08,4.462206003227532e-09,7.756171450914518e-05,3.643596657315754e-05,0.0003392887942286387,5.413619634620025e-05,8.453970428649609e-05,6.397391359068557e-10,3.940748618245256e-05,4.327462824119511e-12,8.565379846423065e-08,8.179343809069105e-13,1.0312849947075675e-12,1.0482376967888668e-12,2.7382540538770823e-12,2.7183137505732406e-13,8.950996458270475e-06,4.41366013782717e-05,1.6435215396005795e-13,3.140997107547609e-05,9.695355247400663e-13,3.673224579982834e-13,2.387043730495813e-05,2.0317843530438927e-12,9.317851051342657e-16,4.804953535776255e-06,1.9398848840829634e-16,1.4681189063826509e-06,1.069754879610276e-16,2.5177809860136268e-17,5.640842545608378e-18,7.350479438090667e-16,4.646150743360989e-16,9.011227200598447e-07,4.13409680729325e-17,3.020215492806796e-16
1.1094069869280826e-06,0.11234332828913683,0.9,0.0,0.0,0.0,0.0,0.09965679591174104,0.00014271793217067726,2.449775748519785e-06,1.4874730135537708e-05,2.760235009981546e-05,8.600569436005302e-07,3.07272007961748e-05,3.467433284816632e-06,6.288125576802807e-06,4.11499501215386e-05,0.0001434097309730045,4.696055225969261e-06,3.2806597032467095e-05,1.1029929928350596e-08,8.173642782002682e-08,2.5762592964303848e-08,4.4622103314549405e-09,7.818077193979327e-05,3.710029231851016e-05,0.00034806414497349434,5.513725350218699e-05,8.701526675941881e-05,6.397490934702759e-10,4.0160620889404786e-05,4.405846645814512e-12,8.63306443198824e-08,8.22963040566577e-13,1.0407311031885777e-12,1.057717535615666e-12,2.8181980856613968e-12,2.739785248727226e-13,9.04977565745555e-06,4.550254292267783e-05,1.65376698373307e-13,3.227639859040961e-05,9.961948791835205e-13,3.7071854717256735e-13,2.4601755773617138e-05,2.0938539419962758e-12,9.490147567248066e-16,5.0417899971858625e-06,1.9769527192218426e-16,1.5569093809915527e-06,1.0892579723381769e-16,2.63141033192238e-17,5.949755932329353e-18,7.622506437409413e-16,4.870540672294556e-16,9.544512883558947e-07,4.289701480901905e-17,3.131192079132768e-16
1.1289191494886313e-06,0.11234546788731113,0.9,0.0,0.0,0.0,0.0,0.0996501972454288,0.00014526273512447728,2.4497415339535632e-06,1.4995131126375182e-05,2.776783231765255e-05,8.600166495164308e-07,3.099892399404338e-05,3.467282868929583e-06,6.288124253014304e-06,4.188517162412393e-05,0.00014713033328281246,4.696054917358523e-06,3.310040783640591e-05,1.1029775930726362e-08,8.17352862958154e-08,2.5761385990568714e-08,4.462213972985878e-09,7.87762178193747e-05,3.776457199278116e-05,0.0003568917317697268,5.613822681129588e-05,8.951054206698706e-05,6.397589919714145e-10,4.091371537444731e-05,4.484024953686475e-12,8.698127795715131e-08,8.278263024346019e-13,1.049962205228268e-12,1.06698004434551e-12,2.8987663987570453e-12,2.7604254547658343e-13,9.145294054395469e-06,4.6879141607186565e-05,1.6636820542012527e-13,3.3147423861062717e-05,1.0229914131721142e-12,3.7403868232588746e-13,2.533966579849417e-05,2.156473550122363e-12,9.662429532696864e-16,5.28478716515546e-06,2.014018405646863e-16,1.6489867327550576e-06,1.1087596705918785e-16,2.747764919427896e-17,6.26872457423825e-18,7.899120934570483e-16,5.101068977232106e-16,1.0096635337964424e-06,4.4479815109659105e-17,3.244026151465625e-16
1.14843131204918e-06,0.11234761425142988,0.9,0.0,0.0,0.0,0.0,0.09964358886476318,0.000147801344587967,2.4497070273820565e-06,1.5112062378120783e-05,2.7927975718131733e-05,8.59976260331564e-07,3.1264428042050444e-05,3.467132206033891e-06,6.288076508039704e-06,4.262068778597127e-05,0.00015087275825209442,4.696023119466895e-06,3.3387645879294327e-05,1.1029620618304868e-08,8.17341350361846e-08,2.5760176168782512e-08,4.46221681553274e-09,7.934843896324807e-05,3.8428805538967905e-05,0.00036577008133541623,5.7139116229549365e-05,9.202497247512502e-05,6.397688100711923e-10,4.166676957788843e-05,4.561997994424129e-12,8.76061334239984e-08,8.325294449086881e-13,1.0589830807487903e-12,1.0760267476542559e-12,2.9799407494089725e-12,2.7802481365193313e-13,9.237599564429798e-06,4.826598765534965e-05,1.673277269543003e-13,3.402286498070064e-05,1.049919470633416e-12,3.772845461832851e-13,2.6084015311882302e-05,2.2196300775228596e-12,9.834696942075405e-16,5.533928475895948e-06,2.0510819432108123e-16,1.7443834895229157e-06,1.1282599733907874e-16,2.866843969528026e-17,6.597822127997368e-18,8.18030434323957e-16,5.337762375853732e-16,1.066773079347339e-06,4.608926213938398e-17,3.358710222503621e-16
1.1679434746097286e-06,0.11234976713585781,0.9,0.0,0.0,0.0,0.0,0.09963697117399832,0.0001503337715227692,2.4496721808526428e-06,1.5225560123561703e-05,2.808295027192481e-05,8.599357723448921e-07,3.152375682412011e-05,3.466981272356244e-06,6.287988273710134e-06,4.335648558267559e-05,0.00015463628583771115,4.695963824021117e-06,3.3668456771078105e-05,1.1029463775161476e-08,8.173297244095606e-08,2.5758963388053438e-08,4.462218750662645e-09,7.989782225084457e-05,3.909299290362438e-05,0.00037469773828080276,5.813992172345113e-05,9.455800583258806e-05,6.397785270625992e-10,4.241978343854389e-05,4.639766148100648e-12,8.820564472629053e-08,8.370775781809205e-13,1.067798403682406e-12,1.08485921318457e-12,3.061703081951947e-12,2.799267060437329e-13,9.326740467175687e-06,4.966267809527299e-05,1.6825628134228133e-13,3.490254608610675e-05,1.0769735843362899e-12,3.8045778416875067e-13,2.683465550381354e-05,2.2833107067606347e-12,1.0006949791574206e-15,5.789194589376428e-06,2.0881433316929118e-16,1.8431301973639132e-06,1.1477588798587083e-16,2.988646039616031e-17,6.937118102181028e-18,8.466038349591555e-16,5.58064563697397e-16,1.1257923903369756e-06,4.772525058535703e-17,3.475236915959402e-16
1.1874556371702773e-06,0.11235192629939324,0.9,0.0,0.0,0.0,0.0,0.09963034457050496,0.00015286003086178852,2.4496369480518816e-06,1.5335662169311063e-05,2.8232920538552272e-05,8.5989518202495e-07,3.177695559732451e-05,3.46683004475756e-06,6.287864722702063e-06,4.4092551887402535e-05,0.00015842021150429912,4.695880511485546e-06,3.394298289400805e-05,1.1029305192752558e-08,8.1731796964644e-08,2.5757747542569377e-08,4.462219673772251e-09,8.042475446185573e-05,3.9757134036783245e-05,0.00038367326522476783,5.914064326967605e-05,9.710909567570524e-05,6.397881228839617e-10,4.3172756893753896e-05,4.717329918842972e-12,8.878024564436935e-08,8.41475649594925e-13,1.0764127443130422e-12,1.0934790556096713e-12,3.1440355321462034e-12,2.8174959857687943e-13,9.412765334249907e-06,5.106881675717893e-05,1.691548545297725e-13,3.578629716693076e-05,1.1041484699309916e-12,3.835600052324163e-13,2.7591440750044352e-05,2.3475028966343583e-12,1.0179188079133809e-15,6.050563499649038e-06,2.1252025707985106e-16,1.9452554268983794e-06,1.1672563892212627e-16,3.1131690545291834e-17,7.286677952703755e-18,8.756304915988636e-16,5.829741616015616e-16,1.1867327925365417e-06,4.93876766811546e-17,3.5935989679478404e-16
1.206967799730826e-06,0.11235409150523508,0.9,0.0,0.0,0.0,0.0,0.09962370944477601,0.00015538014123672606,2.4496012842954584e-06,1.5442407726476566e-05,2.8378045838600587e-05,8.598544860084809e-07,3.202407107729456e-05,3.4666785007906126e-06,6.287710365669574e-06,4.4828873494706516e-05,0.00016222384597539384,4.695776216606104e-06,3.421136347418285e-05,1.1029144669870193e-08,8.173060711611962e-08,2.5756528531557027e-08,4.4622194840601644e-09,8.092962211311335e-05,4.0421228891877896e-05,0.00039269524291980437,6.0141280854762656e-05,9.967770133936144e-05,6.397975781260289e-10,4.39256898794208e-05,4.794689926317694e-12,8.933036955057033e-08,8.457284488286211e-13,1.0848305715652194e-12,1.1018879395319224e-12,3.226920430710037e-12,2.8349486587724325e-13,9.495722964844249e-06,5.248401426810126e-05,1.700244010735633e-13,3.667395388060091e-05,1.1314390201627576e-12,3.86592782659002e-13,2.83542285417106e-05,2.412194376094451e-12,1.035141180439103e-15,6.318010643708077e-06,2.1622596601597882e-16,2.050785782375299e-06,1.1867525008033163e-16,3.240410336792801e-17,7.646563179145654e-18,9.051086284379792e-16,6.085071291458025e-16,1.2496044913436416e-06,5.10764382287279e-17,3.7137892282704283e-16
1.2264799622913747e-06,0.11235626252095146,0.9,0.0,0.0,0.0,0.0,0.09961706618043517,0.0001578941247276754,2.4495651465170977e-06,1.5545837255230093e-05,2.851848042050766e-05,8.598136810989595e-07,3.2265151495575684e-05,3.466526618743577e-06,6.287529136066105e-06,4.556543714330109e-05,0.0001660465149886806,4.695653585622509e-06,3.447373465152973e-05,1.1028982012592273e-08,8.172940145824165e-08,2.5755306259237722e-08,4.462218084497026e-09,8.141281129630646e-05,4.108527742566521e-05,0.00040176227038041576,6.114183447480838e-05,0.00010226328807119402,6.398068740361533e-10,4.467858233005535e-05,4.871846897902905e-12,8.985644922785016e-08,8.49840612913687e-13,1.093056255243417e-12,1.110087581415296e-12,3.3103403069513003e-12,2.8516388069624114e-13,9.575662327805413e-06,5.390788804375794e-05,1.708658451408149e-13,3.756535737248275e-05,1.158840299249036e-12,3.895576548586107e-13,2.912287941654904e-05,2.477373138292625e-12,1.0523620968625716e-15,6.591509008909625e-06,2.1993145993368861e-16,2.1597459133616956e-06,1.2062472140264203e-16,3.3703666360979735e-17,8.016831421786732e-18,9.350364979460239e-16,6.34665380217013e-16,1.3144165919691095e-06,5.279143461881082e-17,3.835800661610549e-16
1.265504287412472e-06,0.11236062107394333,0.9,0.0,0.0,0.0,0.0,0.09960375673614366,0.00016290381529419966,2.449491284644332e-06,1.5742915500377936e-05,2.8785870013917896e-05,8.597317326385241e-07,3.272940778218244e-05,3.4662217574086083e-06,6.287099319021126e-06,4.703923736687463e-05,0.00017374633323176115,4.6953622355534194e-06,3.4980978331960224e-05,1.1028649555251105e-08,8.172693723328398e-08,2.5752851572243496e-08,4.462211286364384e-09,8.231569553653851e-05,4.241323537250185e-05,0.00042002596272722805,6.314268985015767e-05,0.00010748329598174363,6.398249161391379e-10,4.618424535764391e-05,5.0255551399860375e-12,9.083820300544047e-08,8.576608491598033e-13,1.1089481884714166e-12,1.12586626843429e-12,3.478716124491684e-12,2.882786311126328e-13,9.726682678079406e-06,5.6780167919992976e-05,1.7246797626413924e-13,3.935879568145917e-05,1.2139561259869836e-12,3.9528966742496893e-13,3.067722740154409e-05,2.6091457700518286e-12,1.0867995627046888e-15,7.156539734171286e-06,2.273418025028436e-16,2.3880444206704364e-06,1.2452324435501873e-16,3.638408593258127e-17,8.788728809314055e-18,9.962345882283882e-16,6.888644915940001e-16,1.4498930483083692e-06,5.629973756099041e-17,4.0852594881769136e-16
