Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189)
1.4309854340637427e-09,0.11224541580226573,0.9,0.0,0.0,0.0,0.0,0.09999961534318527,9.9010877380549e-08,9.328048954152079e-08,6.772490760807018e-08,6.839546105851238e-08,5.541483064652432e-08,5.911694220975966e-08,5.871942116492947e-08,5.86972905974317e-08,5.2567282819131405e-08,5.2567282819131405e-08,4.735559291473119e-08,4.7835265433239425e-08,4.199842059053485e-10,2.9256545935163296e-09,1.5349170314966197e-09,2.697511112885611e-10,3.278473969488268e-09,1.4085140407266084e-09,2.303731212564662e-09,1.4128745127226674e-09,1.8162407497392046e-10,1.0704307689786387e-11,4.5936867889630785e-10,3.0697350650992523e-15,2.283262857315995e-12,2.0479945928602593e-15,1.5240268183868862e-15,2.043739274645875e-15
1.4872671672416362e-09,0.1122454175510992,0.9,0.0,0.0,0.0,0.0,0.09999960021423639,1.0292527663299362e-07,9.686880406014664e-08,7.037460534005606e-08,7.10985359979852e-08,5.7515015014211443e-08,6.144858148838703e-08,6.10191251442487e-08,6.099542596814215e-08,5.463478944853332e-08,5.463478944853332e-08,4.9208354085008736e-08,4.9726438786013434e-08,4.3614032379778273e-10,3.0456619999099773e-09,1.5981523045915913e-09,2.8067206151847494e-10,3.546267133322228e-09,1.527017268313694e-09,2.487667704265655e-09,1.5252306308829889e-09,1.9620582276449443e-10,1.1127701695954863e-11,4.965296462669183e-10,3.191097450418648e-15,2.51041214137264e-12,2.128934091441631e-15,1.5842795636267855e-15,2.1243469183617493e-15
1.599830633597423e-09,0.1122454210546118,0.9,0.0,0.0,0.0,0.0,0.09999956995631115,1.1075865280511841e-07,1.0402907179491905e-07,7.567083993033698e-08,7.65075708106997e-08,6.1698998367576e-08,6.61133263598114e-08,6.56162705661602e-08,6.558932533374561e-08,5.876980176895693e-08,5.876980176895693e-08,5.2911666472942094e-08,5.351099847326993e-08,4.683788940412476e-10,3.2851296349062886e-09,1.7241296088598151e-09,3.024287571983625e-10,4.1129242173486195e-09,1.778100350599856e-09,2.8765559290035577e-09,1.7626484727295516e-09,2.2706161007188308e-10,1.1974073391142404e-11,5.751744314972273e-10,3.4339640263411586e-15,2.999037478013959e-12,2.2908993928104743e-15,1.7048554995266254e-15,2.285612817465621e-15
1.7123940999532097e-09,0.11224542456589981,0.9,0.0,0.0,0.0,0.0,0.09999953969834934,1.1859812903319704e-07,1.1116757970739734e-07,8.096286281426917e-08,8.192043552588268e-08,6.586122928193171e-08,7.078002273747002e-08,7.021038960969115e-08,7.018006441346817e-08,6.290481283820569e-08,6.290481283820569e-08,5.6612034209155154e-08,5.729850718613925e-08,5.005194923113832e-10,3.5238695467990294e-09,1.8494520366216528e-09,3.2407234034314e-10,4.720881556031175e-09,2.0478709346712516e-09,3.2934242901673857e-09,2.016964214388064e-09,2.6017457374442664e-10,1.2819888222264087e-11,6.595798623661326e-10,3.67701956724974e-15,3.5334553942736834e-12,2.4529792669937793e-15,1.8255253110469174e-15,2.446946074972717e-15
1.8249575663089964e-09,0.11224542808494067,0.9,0.0,0.0,0.0,0.0,0.09999950944035087,1.2644370111895775e-07,1.1828439393068902e-07,8.625067733980905e-08,8.733711022352281e-08,7.000182090402642e-08,7.544866633032023e-08,7.480147074477597e-08,7.476764506502925e-08,6.703982265627802e-08,6.703982265627802e-08,6.030945963414937e-08,6.10889629781299e-08,5.32562416367572e-10,3.761883934230297e-09,1.9741229289976505e-09,3.4560339877727876e-10,5.36998686284379e-09,2.3362318648196434e-09,3.738224700252229e-09,2.2881265036800212e-09,2.9554565684109777e-10,1.3665144055557983e-11,7.497421401830812e-10,3.920263942740959e-15,4.1136458389562175e-12,2.6151731173664735e-15,1.9462889360533807e-15,2.6083465424351577e-15
1.9375210326647834e-09,0.112245431611712,0.9,0.0,0.0,0.0,0.0,0.09999947918231583,1.3429536486659702e-07,1.2537958038931541e-07,9.153428685225167e-08,9.275757508720008e-08,7.412088575281598e-08,8.011925285205557e-08,7.938950251563271e-08,7.935206914554058e-08,7.117483122317245e-08,7.117483122317245e-08,6.400394508656589e-08,6.488236389537254e-08,5.645079630300469e-10,3.999174996808574e-09,2.0981456490784034e-09,3.670225173961333e-10,6.060088539417793e-09,2.64308649049646e-09,4.210909225386316e-09,2.5760841444815085e-09,3.3317580034609944e-10,1.4509838782593573e-11,8.456574518308122e-10,4.163697022488199e-15,4.7395473909874084e-12,2.7774803504062632e-15,2.067146312176816e-15,2.7698140715691e-15
2.0500844990205704e-09,0.11224543514619156,0.9,0.0,0.0,0.0,0.0,0.09999944892424435,1.4215311608277866e-07,1.3245320479562432e-07,9.681369469423293e-08,9.818181040354594e-08,7.821853572465102e-08,8.479177802110131e-08,8.397447354046707e-08,8.393333851150522e-08,7.530983853888747e-08,7.530983853888747e-08,6.769549290318706e-08,6.867870797666762e-08,5.963564281637371e-10,4.235744939335894e-09,2.221523579705661e-09,3.8833027877453084e-10,6.791035660782303e-09,2.968338663276363e-09,4.711430084679313e-09,2.880786096256541e-09,3.7306594317115616e-10,1.5353970310634714e-11,9.473219698664309e-10,4.407318676241625e-15,5.411068617032503e-12,2.939900375677453e-15,2.1880973768146214e-15,2.931348514254579e-15
2.275211431732144e-09,0.11224544223818644,0.9,0.0,0.0,0.0,0.0,0.09999938840799248,1.5788686415975759e-07,1.4653602932910698e-07,1.073599187240712e-07,1.0904151405262003e-07,8.635003575870715e-08,9.41426271984579e-08,9.313518819299324e-08,9.308642052276023e-08,8.35798494167732e-08,8.35798494167732e-08,7.506978496688745e-08,7.628021775024911e-08,6.597632929300591e-10,4.706730223705546e-09,2.4663584757901052e-09,4.3061404231681087e-10,8.374865845663514e-09,3.6736535547157206e-09,5.795790442949579e-09,3.5402195455395128e-09,4.5962997207965744e-10,1.704053544344241e-11,1.1678832442842247e-09,4.89512718515153e-15,6.8904988759444726e-12,3.265076456502253e-15,2.430280320064962e-15,3.2546175486187965e-15
2.4778256711725602e-09,0.11224544864712191,0.9,0.0,0.0,0.0,0.0,0.09999933394324234,1.7206801455439765e-07,1.5913748439268523e-07,1.1683718411689905e-07,1.1882794661067322e-07,9.359625768785503e-08,1.0256497877584826e-07,1.0136925095085e-07,1.0131342382109675e-07,9.102285492782166e-08,9.102285492782166e-08,8.169662451439197e-08,8.313162234436651e-08,7.165004023909878e-10,5.128172675316058e-09,2.684538183820738e-09,4.682943649207152e-10,9.938503784256603e-09,4.370402205732195e-09,6.866438798692463e-09,4.190466323122099e-09,5.45276172582408e-10,1.8556497149981098e-11,1.386011990239221e-09,5.334798461176647e-15,8.376734836909196e-12,3.558114818033076e-15,2.648564750954593e-15,3.5457870413033766e-15
2.6804399106129765e-09,0.11224545508068917,0.9,0.0,0.0,0.0,0.0,0.09999927947837617,1.8626882324504436e-07,1.7167009138116653e-07,1.263008879607863e-07,1.2862629350505367e-07,1.0077480943595401e-07,1.1099354519927927e-07,1.0959322323171519e-07,1.0953023468875538e-07,9.846585638502557e-08,9.846585638502557e-08,8.831398237875586e-08,8.999253195939503e-08,7.729275285402215e-10,5.5473125758473075e-09,2.9006803750989454e-09,5.056228030747438e-10,1.1632163556064466e-08,5.125286304900713e-09,8.02654071039279e-09,4.8941779460991936e-09,6.38259278355077e-10,2.007060209107521e-11,1.6227079956280503e-09,5.7750786948434744e-15,1.0008690563487795e-11,3.8515095832743504e-15,2.8671517485263283e-15,3.837171037807463e-15
2.883054150053393e-09,0.11224546153876133,0.9,0.0,0.0,0.0,0.0,0.09999922501339484,2.0048926586527483e-07,1.8413422641568457e-07,1.3575104965410995e-07,1.3843644342234251e-07,1.0788632293069079e-07,1.1942830166912205e-07,1.1780704129280639e-07,1.1773686393077175e-07,1.0590885378837632e-07,1.0590885378837632e-07,9.492187212107606e-08,9.686293489877072e-08,8.29046364835059e-10,5.964162494365427e-09,3.114804058336244e-09,5.426026418737471e-10,1.3454988218588772e-08,5.937762943994366e-09,9.275822965024947e-09,5.651062309052018e-09,7.385846904943925e-10,2.1582838519530644e-11,1.8779484330152098e-09,6.215967129308244e-15,1.1785467472822527e-11,4.1452574182782396e-15,3.0860409394399523e-15,4.1287686802010425e-15
3.085668389493809e-09,0.11224546802121245,0.9,0.0,0.0,0.0,0.0,0.09999917054829924,2.1472931807450394e-07,1.965302635443367e-07,1.4518768856749952e-07,1.4825828608861382e-07,1.1493142415641598e-07,1.278692234350701e-07,1.2601064214440048e-07,1.2593332234574077e-07,1.1335184713786534e-07,1.1335184713786534e-07,1.0152030728305391e-07,1.0374281939270993e-07,8.848585953990915e-10,6.378734949629964e-09,3.3269281063915986e-09,5.79237137161699e-10,1.54061273771157e-08,6.807294283733614e-09,1.0614013904140685e-08,6.460828902340899e-09,8.462577885230033e-10,2.3093194826125237e-11,2.1517103318865333e-09,6.657463008531185e-15,1.3706140845347224e-11,4.4393550202317994e-15,3.3052319480239317e-15,4.420579112262298e-15
3.2882826289342254e-09,0.1122454745279175,0.9,0.0,0.0,0.0,0.0,0.0999991160830904,2.2898895555796893e-07,2.0885857477408977e-07,1.5461082404387713e-07,1.580917122596808e-07,1.2191073326148343e-07,1.363162857960565e-07,1.3420396354432653e-07,1.341196207258043e-07,1.2079483643348418e-07,1.2079483643348418e-07,1.0810930138702285e-07,1.106321735990763e-07,9.403658951658716e-10,6.791042389745396e-09,3.5370712064612315e-09,6.155295142981962e-10,1.7484737113699e-08,7.73334750724466e-09,1.2040843411996647e-08,7.323188803349949e-09,9.612839304323933e-10,2.4601659550795135e-11,2.4439705803326903e-09,7.099565577276093e-15,1.5769777228301204e-11,4.733799117164853e-15,3.5247243963030545e-15,4.7126014794747415e-15
3.4908968683746417e-09,0.11224548105875234,0.9,0.0,0.0,0.0,0.0,0.09999906161776918,2.4326815402671394e-07,2.2111953009145653e-07,1.6402047539849664e-07,1.6793661371146324e-07,1.288248646307596e-07,1.4476946410017153e-07,1.4238694399250495e-07,1.4229576985663886e-07,1.2823782167522444e-07,1.2823782167522444e-07,1.146888679359762e-07,1.1753098560424144e-07,9.95569929972025e-10,7.20109718300135e-09,3.745251844159298e-09,6.514829676248213e-10,1.96899799234231e-08,8.715394773635376e-09,1.3556042903820254e-08,8.237854667799833e-09,1.083668452725725e-09,2.6108221361156017e-11,2.7547059267478895e-09,7.542274081109884e-15,1.7975444759999316e-11,5.028586467661455e-15,3.7445179040258506e-15,5.004834929024392e-15
3.896125347255474e-09,0.11224549419231908,0.9,0.0,0.0,0.0,0.0,0.09999895268679335,2.7188513689316196e-07,2.454408428177177e-07,1.8279940286537483e-07,1.8766041460470362e-07,1.424600230185423e-07,1.6169407017544102e-07,1.5872163971137869e-07,1.5861766348092847e-07,1.4312377999703594e-07,1.4312377999703594e-07,1.2781977228427409e-07,1.3135693500409917e-07,1.1050748224962373e-09,8.014497986913605e-09,4.155798861877944e-09,7.223857330514206e-10,2.4477046480076145e-08,1.0845384670685719e-08,1.6850485086011568e-08,1.022296275015898e-08,1.3505338772916258e-09,2.911559158145583e-11,3.431508218518018e-09,8.429505880323987e-15,2.280915928657642e-11,5.619178114754779e-15,4.185006565577926e-15,5.589931672374531e-15
4.260830978248224e-09,0.11224550609382543,0.9,0.0,0.0,0.0,0.0,0.09999885464854008,2.9770707690365034e-07,2.6710333749759113e-07,1.9965451509469324e-07,2.0545001571648223e-07,1.545148044590091e-07,1.7694688586428016e-07,1.7338689783760096e-07,1.732727653795319e-07,1.5652112862231875e-07,1.5652112862231875e-07,1.3960547902661619e-07,1.4383251418465848e-07,1.2026085855141377e-09,8.738977398123915e-09,4.518761582018646e-09,7.850705444135579e-10,2.9210218990326975e-08,1.294868014009332e-08,2.0115044890734764e-08,1.2185595793585786e-08,1.6159315176639995e-09,3.1815605890095895e-11,4.103579054441033e-09,9.230079245572547e-15,2.763599779317587e-11,6.151852622007946e-15,4.582472123942508e-15,6.117232122309001e-15
4.625536609240973e-09,0.11224551807162132,0.9,0.0,0.0,0.0,0.0,0.09999875660993704,3.2359201794248404e-07,2.8855326125223995e-07,2.1646623789994197e-07,2.2327515926500528e-07,1.6636770573343867e-07,1.9221913606042098e-07,1.8801772817919085e-07,1.8789515115269558e-07,1.6991846411290742e-07,1.6991846411290742e-07,1.513608496082255e-07,1.5633854817466085e-07,1.299185263831018e-09,9.456347598235429e-09,4.875645802726875e-09,8.467055800497862e-10,3.434094511112085e-08,1.5225409864910925e-08,2.3661815171364666e-08,1.4313302613568743e-08,1.905252326155541e-09,3.45092846761969e-11,4.835141388699098e-09,1.0032604144217981e-14,3.290875605792621e-11,6.685590226958277e-15,4.980907100053015e-15,6.645203293563522e-15
4.990242240233722e-09,0.11224553012501405,0.9,0.0,0.0,0.0,0.0,0.09999865857098945,3.495398192875611e-07,3.097926997634785e-07,2.3323468293245479e-07,2.411352497388348e-07,1.780221074413786e-07,2.0751067876054668e-07,2.0261379819389998e-07,2.024848834671216e-07,1.833157864687556e-07,1.833157864687556e-07,1.6308596208288575e-07,1.6887496501994767e-07,1.3948142480733218e-09,1.0166678355000777e-08,5.2265533424678846e-09,9.073084203449595e-10,3.986456531344007e-08,1.7672669357332256e-08,2.7489283392420812e-08,1.6604463363678198e-08,2.2185266538898904e-09,3.7196566662073876e-11,5.626054783594951e-09,1.083707620537901e-14,3.862219116534795e-11,7.220373093497033e-15,5.380309197518783e-15,7.173840273709772e-15
5.354947871226472e-09,0.11224554225331958,0.9,0.0,0.0,0.0,0.0,0.0999985605317025,3.7555034048644717e-07,3.308237182763956e-07,2.499599615562607e-07,2.5902970159884196e-07,1.8948133362858346e-07,2.2282137247083672e-07,2.1717478270611114e-07,2.1704202492068836e-07,1.9671309568981733e-07,1.9671309568981733e-07,1.7478089430355135e-07,1.8144169208237304e-07,1.489504836852702e-09,1.0870038724074501e-08,5.571584258360139e-09,9.668963490447734e-10,4.5776483194777745e-08,2.0287602769029347e-08,3.159595218971279e-08,1.9057474090973647e-08,2.5557846298080025e-09,3.987739193167994e-11,6.4761774647895814e-09,1.1643491066565419e-14,4.477113001484568e-11,7.756183684205215e-15,5.780676098173023e-15,7.703138167964497e-15
6.08435913321197e-09,0.11224556673197622,0.9,0.0,0.0,0.0,0.0,0.09999836445213084,4.2775898198246115e-07,3.7226865510169046e-07,2.8328146360177005e-07,2.949193961899639e-07,2.118272780805141e-07,2.534996494849029e-07,2.461902307730715e-07,2.4605878529132757e-07,2.2350767472740185e-07,2.2350767472740185e-07,1.9808052839366697e-07,2.0666578297678112e-07,1.6761075668871577e-09,1.2256121202380931e-08,6.2444082130046025e-09,1.0830951693015881e-09,5.8747136384616353e-08,2.600930630258908e-08,4.064097669337496e-08,2.4442708202504136e-08,3.302370935822383e-09,4.521943936722381e-11,8.353477082610002e-09,1.326213178095132e-14,5.835520308686594e-11,8.830819352175261e-15,6.5842949303876575e-15,8.763697207571634e-15
6.702014928009227e-09,0.11224558768843819,0.9,0.0,0.0,0.0,0.0,0.09999819841353096,4.7216346691841923e-07,4.0673016000917087e-07,3.1136366402984987e-07,3.254126554290165e-07,2.3016820448840603e-07,2.7953623295416336e-07,2.7064757651331907e-07,2.7052842627770916e-07,2.4619692825117655e-07,2.4619692825117655e-07,2.1771665802895415e-07,2.2811933895590616e-07,1.8312679167255035e-09,1.3408650104966438e-08,6.796643262068449e-09,1.1784679118568054e-09,7.09044462874722e-08,3.135377809386147e-08,4.91601304310347e-08,2.9494814714380577e-08,4.009852281275604e-09,4.972230115578639e-11,1.0127028080485626e-08,1.4638812346475217e-14,7.117460125546612e-11,9.743867340658646e-15,7.267784903699945e-15,9.663787631766794e-15
7.319670722806484e-09,0.11224560885088587,0.9,0.0,0.0,0.0,0.0,0.09999803237402462,5.167459640376249e-07,4.406209028985974e-07,3.393235430592147e-07,3.559969592920468e-07,2.479919656329876e-07,3.056258600018607e-07,2.9500018991217145e-07,2.949054304522358e-07,2.6888614410128175e-07,2.6888614410128175e-07,2.3726726524536886e-07,2.496588273790167e-07,1.9838584532424026e-09,1.4542090464932118e-08,7.33330673825921e-09,1.2711513976846205e-09,8.411595682587802e-08,3.714254027594105e-08,5.846049760679917e-08,3.499014798496213e-08,4.786520369773341e-09,5.42058883295906e-11,1.2068444820974649e-08,1.6021006830338675e-14,8.517625599982852e-11,1.0659638095702422e-14,7.954010107624854e-15,1.0565708469526362e-14
7.93732651760374e-09,0.11224563021624173,0.9,0.0,0.0,0.0,0.0,0.09999786633363493,5.61505798974553e-07,4.7395033574946325e-07,3.671616332868592e-07,3.866697391765835e-07,2.6531314299796035e-07,3.31767858112221e-07,3.1924669760049155e-07,3.191900998417252e-07,2.915753222775144e-07,2.915753222775144e-07,2.567327223742583e-07,2.712838768919463e-07,2.1339217332689897e-09,1.5656758437435043e-08,7.854837771828013e-09,1.361221454421247e-09,9.836109757264337e-08,4.3363065005869184e-08,6.853522906549671e-08,4.092136714220958e-08,5.632515116200402e-09,5.866994786827538e-11,1.4177002453589344e-08,1.7408694286987727e-14,1.003370290247515e-10,1.1578054685633888e-14,8.642958692263055e-15,1.146943645665401e-14
8.554982312400996e-09,0.11224565178149272,0.9,0.0,0.0,0.0,0.0,0.09999770029238453,6.064422995638779e-07,5.067277540829421e-07,3.9487846499081016e-07,4.17428498906351e-07,2.8214590706587894e-07,3.579615588683064e-07,3.4338578110714723e-07,3.433827358938953e-07,3.142644627796763e-07,3.142644627796763e-07,2.7611340012598376e-07,2.9299411139960353e-07,2.2814996091945194e-09,1.6752964869697603e-08,8.361662963740914e-09,1.4487517657250446e-09,1.13619763113779e-07,5.000317768896273e-08,7.93775885993851e-08,4.728125288296977e-08,6.547974655635846e-09,6.311423682016813e-11,1.645196686261746e-08,1.8801853839319166e-14,1.1663432077096035e-10,1.2499042348072272e-14,9.33461865680028e-15,1.2374948470897677e-14
9.172638107198252e-09,0.11224567354368938,0.9,0.0,0.0,0.0,0.0,0.09999753425029549,6.515547958362404e-07,5.38962299488532e-07,4.2247456614022735e-07,4.4827081268458644e-07,2.9850402879019495e-07,3.84206297931057e-07,3.674161756153452e-07,3.674836394745359e-07,3.3695356560757506e-07,3.3695356560757506e-07,2.9540966759698033e-07,3.147891502575039e-07,2.4266332403423923e-09,1.783101545699943e-08,8.854196880370431e-09,1.5338139373724119e-09,1.2987230143119617e-07,5.705104699266354e-08,9.098095040426383e-08,5.406270545716648e-08,7.533035354210143e-09,6.753852207871594e-11,1.88925950412756e-08,2.0200464678547278e-14,1.3404605990943576e-10,1.3422528428624452e-14,1.0028977855610048e-14,1.3282221531222426e-14
9.790293901995508e-09,0.11224569549994384,0.9,0.0,0.0,0.0,0.0,0.09999736820738941,6.968426200139929e-07,5.706629620846296e-07,4.499504624054553e-07,4.791943231120626e-07,3.1440089068399484e-07,4.105014150184414e-07,3.91336668745866e-07,3.9149311086473723e-07,3.5964263076102275e-07,3.5964263076102275e-07,3.1462189227678154e-07,3.366686084584454e-07,2.5693631040487104e-09,1.889121091505698e-08,9.332842552560616e-09,1.6164775631717315e-09,1.470995026546024e-07,6.449517517479798e-08,1.0333879660801281e-07,6.125874268938855e-08,8.587831819900323e-09,7.194258029457618e-11,2.1498135456263834e-08,2.160450606406974e-14,1.5255066584794879e-10,1.4348442321519257e-14,1.072602400420149e-14,1.419123279708697e-14
9.999999999999999e-09,0.11224571764742855,0.9,0.0,0.0,0.0,0.0,0.09999731183242677,7.122584637725307e-07,5.813061197901816e-07,4.59251819750002e-07,4.897115091317556e-07,3.1969561127779536e-07,4.19440455540283e-07,3.9943294062178634e-07,3.9962405295577145e-07,3.6734599899504524e-07,3.6734599899504524e-07,3.211257683423711e-07,3.4411623578376656e-07,2.617283126039276e-09,1.9247160187558603e-08,9.492263663519703e-09,1.6440100929205803e-09,1.5316676325033484e-07,6.711071787052898e-08,1.077049514535435e-07,6.379499065676669e-08,8.961836909332131e-09,7.34332055432717e-11,2.242013281817425e-08,2.2082436510449942e-14,1.5907809513509023e-10,1.4663347861512777e-14,1.0963293468427598e-14,1.4500250949119374e-14
1.0407949696792764e-08,0.11224571764742855,0.9,0.0,0.0,0.0,0.0,0.09999720216368742,7.423051065069253e-07,6.018385831505812e-07,4.773066771680336e-07,5.101967392556378e-07,3.298494980087006e-07,4.3684625388470035e-07,4.151460993617087e-07,4.15411449758165e-07,3.8233165823983636e-07,3.8233165823983636e-07,3.337504400550171e-07,3.586320968153115e-07,2.7097290075128286e-09,1.993384694067983e-08,9.797991585063403e-09,1.6968102713046469e-09,1.6528258807448554e-07,7.23243886705464e-08,1.1644471485572523e-07,6.886249803001664e-08,9.712496913274569e-09,7.63261975324575e-11,2.4267828404977047e-08,2.301395732333167e-14,1.721270310545598e-10,1.527671541175467e-14,1.1425744685043509e-14,1.5101959567722854e-14
1.102560549159002e-08,0.1122457399833747,0.9,0.0,0.0,0.0,0.0,0.09999703611921015,7.8794159190797e-07,6.32497857619217e-07,5.045437315306629e-07,5.412758347755862e-07,3.448624894631473e-07,4.6324016229969404e-07,4.388433563976501e-07,4.3923895525838976e-07,4.0502064804383764e-07,4.0502064804383764e-07,3.5279567522837715e-07,3.806792221393973e-07,2.8477700990198634e-09,2.0959214266075457e-08,1.025002441915935e-08,1.7748777773691415e-09,1.844031994421775e-07,8.052782896037148e-08,1.3029239596084545e-07,7.686721864113974e-08,1.0907161758178063e-08,8.068916895717006e-11,2.7200906363950876e-08,2.4428797851690485e-14,1.9275452328460047e-10,1.6207281019005453e-14,1.2128127353246679e-14,1.6014379281418066e-14
1.1643261286387277e-08,0.11224576250507082,0.9,0.0,0.0,0.0,0.0,0.09999687007397776,8.337514149888886e-07,6.62649336352152e-07,5.316621443271273e-07,5.724294461037526e-07,3.594521472726867e-07,4.896824920283448e-07,4.6242737771163606e-07,4.6297592587626254e-07,4.2770960017285294e-07,4.2770960017285294e-07,3.717579605075477e-07,4.0280958741482303e-07,2.9835248781851474e-09,2.1967598890326915e-08,1.0689310893032757e-08,1.8507439514533935e-09,2.0444338853870004e-07,8.909494367530829e-08,1.4487563161355077e-07,8.526626351318173e-08,1.2171955752366309e-08,8.503129888394786e-11,3.029659432935803e-08,2.5849007112281075e-14,2.1441297914798608e-10,1.7140074343054522e-14,1.283315934212056e-14,1.6928469514804156e-14
1.2260917081184533e-08,0.11224578520986139,0.9,0.0,0.0,0.0,0.0,0.09999670402800999,8.797339166959404e-07,6.923014285782642e-07,5.586624321321734e-07,6.03655470674501e-07,3.736304072979191e-07,5.161725988101797e-07,4.858971489591356e-07,4.86622659527342e-07,4.503985146267133e-07,4.503985146267133e-07,3.9063765702411496e-07,4.250227919688123e-07,3.1170312069331106e-09,2.295928210443265e-08,1.1116210479784423e-08,1.924470865047876e-09,2.253856070505132e-07,9.801547797235848e-08,1.6018831214849612e-07,9.40531016133467e-08,1.3507006578082364e-08,8.93524004940638e-11,3.355411014971556e-08,2.7274564635877557e-14,2.3708268490754234e-10,1.8075032410804746e-14,1.3540827868598452e-14,1.784420798214557e-14
1.2878572875981789e-08,0.11224580809514555,0.9,0.0,0.0,0.0,0.0,0.09999653798132613,9.258884401455285e-07,7.214624043736239e-07,5.855451092713458e-07,6.349518652040219e-07,3.8740886902720196e-07,5.42709842338968e-07,5.092517024888243e-07,5.101794535293687e-07,4.7308739140525404e-07,4.7308739140525404e-07,4.094351243374406e-07,4.473184316381464e-07,3.248326320662968e-09,2.3934540434969098e-08,1.1531072361000155e-08,1.9961188299151928e-09,2.472126967042589e-07,1.0727946615023453e-07,1.7622442436709834e-07,1.0322131006380118e-07,1.4912440212581195e-08,9.365229531344764e-11,3.697266485132681e-08,2.870545002075566e-14,2.6074436110359713e-10,1.9012094024738073e-14,1.425112003854084e-14,1.8761572534633128e-14
1.3496228670779045e-08,0.11224583115837572,0.9,0.0,0.0,0.0,0.0,0.09999637193394503,9.722143306198336e-07,7.501403968307286e-07,6.123106878307824e-07,6.663166440192738e-07,4.00798804885331e-07,5.69293586242458e-07,5.324901162601732e-07,5.336466045997893e-07,4.957762305083147e-07,4.957762305083147e-07,4.281507204415062e-07,4.696960989317081e-07,3.3774468380158925e-09,2.4893645858276344e-08,1.1934235885889821e-08,2.0657464603750182e-09,2.699078796409189e-07,1.1687722349031168e-07,1.9297804941600969e-07,1.1276457235096095e-07,1.638838093859933e-08,9.793081339519001e-11,4.055146295549081e-08,3.0141642932558034e-14,2.8537915584450354e-10,1.995119971286395e-14,1.49640228519149e-14,1.9680541159682223e-14
1.4113884465576301e-08,0.11224585439705627,0.9,0.0,0.0,0.0,0.0,0.09999620588588513,1.018710935562424e-06,7.783434042557359e-07,6.389596776669624e-07,6.977478774334725e-07,4.138111693149765e-07,5.959231980622081e-07,5.55611512781929e-07,5.570244088533257e-07,5.184650319357393e-07,5.184650319357393e-07,4.467848017717283e-07,4.921553831892911e-07,3.5044287707675915e-09,2.5836865947466516e-08,1.232603098772484e-08,2.133410727218193e-09,2.9345474904456695e-07,1.267993383293501e-07,2.104433607182354e-07,1.2267667656400085e-07,1.7934951354771378e-08,1.021877932672165e-10,4.428970278862004e-08,3.158312310415418e-14,3.109686374040301e-10,2.089229168006161e-14,1.567952320785357e-14,2.060109198023198e-14
1.4731540260373557e-08,0.11224587780874232,0.9,0.0,0.0,0.0,0.0,0.09999603983716451,1.0653776045738537e-06,8.060792925900523e-07,6.654925864164173e-07,7.29243690167517e-07,4.2645660798757207e-07,6.225980492335135e-07,5.786150580715036e-07,5.803131617995944e-07,5.411537956873759e-07,5.411537956873759e-07,4.6533772321174395e-07,5.146958707366717e-07,3.6293075347309856e-09,2.6764463755335016e-08,1.2706778209912514e-08,2.199166986270426e-09,3.1783726003873424e-07,1.37036664372541e-07,2.286146219562027e-07,1.32951513662345e-07,1.95522723859927e-08,1.0642308106014509e-10,4.8186576785755597e-08,3.3029870335498924e-14,3.3749478190731175e-10,2.183531376079477e-14,1.639760790959572e-14,2.152320325404789e-14
1.5349196055170813e-08,0.11224590139103864,0.9,0.0,0.0,0.0,0.0,0.09999587378780073,1.112213689407238e-06,8.33355797573843e-07,6.919099195053943e-07,7.60802259815863e-07,4.3874546653256614e-07,6.49317515065432e-07,6.014999606345969e-07,6.035131583407704e-07,5.638425217630764e-07,5.638425217630764e-07,4.838098381001662e-07,5.373171450370709e-07,3.75211795949805e-09,2.7676697917853994e-08,1.3076788946807347e-08,2.2630690273364753e-09,3.430397208057043e-07,1.4758031320862448e-07,2.4748618510540074e-07,1.4358307577208414e-07,2.124046329372921e-08,1.1063653068447958e-10,5.224127178614411e-08,3.448186449349882e-14,3.649399611484969e-10,2.2780211373161474e-14,1.7118263669313283e-14,2.2446853373031468e-14
1.596685184996807e-08,0.11224592514159823,0.9,0.0,0.0,0.0,0.0,0.09999570773781111,1.1592185439638162e-06,8.601805267090537e-07,7.182121801594822e-07,7.924218153560751e-07,4.5068779873515866e-07,6.760809747208995e-07,6.242654704649387e-07,6.266246927692979e-07,5.86531210162697e-07,5.86531210162697e-07,5.02201498237311e-07,5.60018786839043e-07,3.872894297278047e-09,2.8573822920818567e-08,1.3436365955945143e-08,2.325169136361662e-09,3.690467839269885e-07,1.5842164702820464e-07,2.670524885177537e-07,1.5456545451100514e-07,2.299964168627405e-08,1.1482800433468923e-10,5.6452969321562006e-08,3.5939085511871934e-14,3.9328693378327816e-10,2.3726931474254562e-14,1.7841477112822453e-14,2.3372020862529642e-14
