Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189)
5.5543146901602406e-08,0.1122477177598371,0.9,0.0,0.0,0.0,0.0,0.09998506735108247,4.4948504277274215e-06,1.9066554749980957e-06,2.1851308202263272e-06,2.8922240183570114e-06,7.9639528008759e-07,2.456931786619389e-06,1.8230991490645396e-06,1.936091952437244e-06,2.0402303664739948e-06,2.0402303664739948e-06,1.5279486228709652e-06,2.162032714785031e-06,8.584569529555232e-09,6.357209128395137e-08,2.3845435484037983e-08,4.122858876984549e-09,3.204513133144182e-06,1.2134204838401222e-06,2.7648569829345975e-06,1.3803043652865214e-06,2.8794547146388624e-07,3.355588716068007e-10,6.143071496813579e-07,1.3933620739819547e-13,3.5188656638209983e-09,8.658927745987636e-14,6.887117881006871e-14,8.49254212910337e-14
5.599341797600961e-08,0.11224774055222743,0.9,0.0,0.0,0.0,0.0,0.09998494628859944,4.536170320243015e-06,1.913265055925849e-06,2.1995716982064093e-06,2.916566379646895e-06,7.97753345528467e-07,2.477679241340714e-06,1.8338590176011948e-06,1.9491894660414606e-06,2.0567686365722556e-06,2.0567686365722556e-06,1.5380466120586643e-06,2.1817020999346254e-06,8.61432867338541e-09,6.3793141954071e-08,2.3886326219728255e-08,4.12992110595319e-09,3.24590577821236e-06,1.227635137493607e-06,2.805506261144848e-06,1.3983621714167797e-06,2.9272017212300864e-07,3.3754009552345237e-10,6.234731138609525e-07,1.4061688725295386e-13,3.5646445589793793e-09,8.731793151870521e-14,6.949764552281644e-14,8.564244940776154e-14
5.644368905041681e-08,0.11224776338735,0.9,0.0,0.0,0.0,0.0,0.09998482522610702,4.577559695376375e-06,1.9197946306558047e-06,2.2139666858688437e-06,2.9409136505483397e-06,7.990833706916223e-07,2.4984323820427726e-06,1.8445584138508466e-06,1.9622495046566488e-06,2.073306886645872e-06,2.073306886645872e-06,1.5481125152931336e-06,2.20139901926783e-06,8.643727596401917e-09,6.401151690100907e-08,2.392637267857539e-08,4.136837529690965e-09,3.2874382524082304e-06,1.2418738633918678e-06,2.8463965321686867e-06,1.4164820853956358e-06,2.9753502861553796e-07,3.395100854385175e-10,6.326928833479209e-07,1.418997173308172e-13,3.6105797271951745e-09,8.804673047124989e-14,7.012498753377775e-14,8.635967200664692e-14
5.6893960124824016e-08,0.11224778626491723,0.9,0.0,0.0,0.0,0.0,0.0999847041636069,4.619018354234177e-06,1.9262451661710283e-06,2.2283159289183058e-06,2.9652657293422728e-06,8.003859330243634e-07,2.519191052196767e-06,1.855197542681473e-06,1.9752721653114664e-06,2.0898451166948436e-06,2.0898451166948436e-06,1.5581464344382668e-06,2.2211233178090905e-06,8.672770650200656e-09,6.422724846467682e-08,2.3965592247188222e-08,4.143611150951086e-09,3.3291090075745117e-06,1.2561361654167376e-06,2.887526851007055e-06,1.4346633562145944e-06,3.0239005176502636e-07,3.4146904768020844e-10,6.419661553766576e-07,1.4318469144081017e-13,3.6566694334788285e-09,8.877567126978308e-14,7.075319989755637e-14,8.707708366817493e-14
5.734423119923122e-08,0.11224780918466076,0.9,0.0,0.0,0.0,0.0,0.09998458310110081,4.660546098374575e-06,1.9326176191606593e-06,2.242619572653812e-06,2.9896225161618185e-06,8.016615994593843e-07,2.5399550959446333e-06,1.8657766103110632e-06,1.9882575448666733e-06,2.1063833267191697e-06,2.1063833267191697e-06,1.5681484710743835e-06,2.2408748410439476e-06,8.701462142358485e-09,6.444036864098004e-08,2.4004001995587152e-08,4.150244917831266e-09,3.370916513584528e-06,1.2704215564837143e-06,2.9288962785390207e-06,1.4529052408579189e-06,3.0728525212996246e-07,3.4341704239720114e-10,6.512926282058329e-07,1.444718034227867e-13,3.702911962938664e-09,8.950475092154742e-14,7.138227768857607e-14,8.779467900470477e-14
5.779450227363842e-08,0.11224783214629756,0.9,0.0,0.0,0.0,0.0,0.09998446203859042,4.7021427299764085e-06,1.9389129323597443e-06,2.256877761817586e-06,3.013983913621153e-06,8.029109228448694e-07,2.5607243583480475e-06,1.876295824745906e-06,2.0012057399515727e-06,2.122921516718848e-06,2.122921516718848e-06,1.5781187263925891e-06,2.2606534350999215e-06,8.729806320523031e-09,6.465090895848856e-08,2.4041618569716314e-08,4.156741705134294e-09,3.4128592646870687e-06,1.2847295616091293e-06,2.9705038836161254e-06,1.4712070071455343e-06,3.1222063990588137e-07,3.4535387907755663e-10,6.606720015602072e-07,1.4576104715561057e-13,3.749305627802719e-09,9.023396651203467e-14,7.201221600719625e-14,8.851245266983383e-14
5.8244773348045626e-08,0.11224785514956617,0.9,0.0,0.0,0.0,0.0,0.0999843409760774,4.743808051610429e-06,1.945132039822305e-06,2.2710906408008786e-06,3.0383498258602123e-06,8.041344473674999e-07,2.5814986850479187e-06,1.886755395009581e-06,2.0141168470489125e-06,2.139459686693879e-06,2.139459686693879e-06,1.588057301338639e-06,2.2804589465149134e-06,8.757807388919306e-09,6.485890065520417e-08,2.4078458354726333e-08,4.163104342609309e-09,3.4549357698751568e-06,1.299059713250906e-06,3.012348740055577e-06,1.489567929642841e-06,3.1719622506007097e-07,3.4727963509819543e-10,6.701039757385265e-07,1.4705241649933316e-13,3.795848757117094e-09,9.096331517220883e-14,7.264300995759135e-14,8.92303993214221e-14
5.869504442245283e-08,0.11224787819418908,0.9,0.0,0.0,0.0,0.0,0.09998421991356345,4.7855418664479705e-06,1.9512758623836523e-06,2.285258353457502e-06,3.0627201593286245e-06,8.053327041022153e-07,2.6022779225716983e-06,1.8971555316675396e-06,2.026990962416556e-06,2.155997836644262e-06,2.155997836644262e-06,1.5979642964826011e-06,2.3002912224591994e-06,8.785469488857561e-09,6.506437452772854e-08,2.411453734098094e-08,4.169335591882718e-09,3.4971445606275995e-06,1.3134115551319329e-06,3.054429929236041e-06,1.507987293183479e-06,3.222120172107163e-07,3.4919469025991387e-10,6.795882520176619e-07,1.4834590530996344e-13,3.842539705475347e-09,9.169279409594463e-14,7.327465465804735e-14,8.994851363747919e-14
5.914531549686003e-08,0.11224790127991033,0.9,0.0,0.0,0.0,0.0,0.09998409885105015,4.827343978056549e-06,1.95734531225989e-06,2.2993810432872686e-06,3.0870948219642447e-06,8.065062156755335e-07,2.6230619180302845e-06,1.9074964463638082e-06,2.039828182163652e-06,2.1725359665699975e-06,2.1725359665699975e-06,1.607839812147084e-06,2.3201501105245225e-06,8.812796730803365e-09,6.526736108465373e-08,2.4149871264467208e-08,4.1754381706553054e-09,3.5394841835829874e-06,1.3277846382335998e-06,3.0967465374642364e-06,1.5264643892889844e-06,3.272680257465564e-07,3.510989445671753e-10,6.891245329044155e-07,1.49641507512328e-13,3.889376844013591e-09,9.242240052363521e-14,7.390714525703869e-14,9.066679034472804e-14
5.9595586571267237e-08,0.11224792440646024,0.9,0.0,0.0,0.0,0.0,0.09998397778853912,4.869214190652539e-06,1.963341287606701e-06,2.313458853210432e-06,3.1114737241282795e-06,8.076554909570102e-07,2.6438505194895825e-06,1.9177783524209283e-06,2.052628602155633e-06,2.1890740764710853e-06,2.1890740764710853e-06,1.6176839482495607e-06,2.340035458994611e-06,8.839793164338105e-09,6.546789036342735e-08,2.4184475446957253e-08,4.1814147250182424e-09,3.5819532097101877e-06,1.3421785253567328e-06,3.1392976590940044e-06,1.5449985203996775e-06,3.3236425968089007e-07,3.5299198214039784e-10,6.987125225246472e-07,1.5093921706580892e-13,3.936358570870248e-09,9.315213177956719e-14,7.454047692808119e-14,9.138522420838426e-14
6.004585764567444e-08,0.11224794757357957,0.9,0.0,0.0,0.0,0.0,0.09998385672603195,4.911152308928231e-06,1.9692646765115136e-06,2.3274919257232886e-06,3.1358567778859157e-06,8.08781029142982e-07,2.6646435757130227e-06,1.9280014641450923e-06,2.0653923180783934e-06,2.2056121663475266e-06,2.2056121663475266e-06,1.6274968044111404e-06,2.359947116669661e-06,8.86646278197768e-09,6.566599206506761e-08,2.421836491896832e-08,4.18726785080544e-09,3.62455022640517e-06,1.356592787612915e-06,3.1820823942560533e-06,1.5635889967838714e-06,3.3750072775344993e-07,3.548742131345939e-10,7.083519253118281e-07,1.522390278641346e-13,3.9834833034456384e-09,9.388198522533084e-14,7.517464483865954e-14,9.210380997905362e-14
6.049612872008164e-08,0.11224797078101674,0.9,0.0,0.0,0.0,0.0,0.09998373566353021,4.9531581379771714e-06,1.9751163585482867e-06,2.3414804029646212e-06,3.1602438967430332e-06,8.098833212512114e-07,2.6854409360522984e-06,1.9381659968009538e-06,2.0781194254664917e-06,2.2221502361993204e-06,2.2221502361993204e-06,1.6372784800030176e-06,2.379884932784817e-06,8.892809540799821e-09,6.586169560613216e-08,2.4251554464765603e-08,4.193000101335643e-09,3.6672738356383415e-06,1.3710270031403816e-06,3.225099847958482e-06,1.582235135319438e-06,3.4267743847322277e-07,3.567459236436223e-10,7.180424466538981e-07,1.535409338342515e-13,4.030749475376577e-09,9.461195826553125e-14,7.580964417638479e-14,9.282254243831294e-14
6.094639979448883e-08,0.11224799402851292,0.9,0.0,0.0,0.0,0.0,0.0999836146010354,4.9952314834381185e-06,1.9808972018481954e-06,2.3554244265880694e-06,3.1846349961227307e-06,8.109628474157088e-07,2.7062424506567657e-06,1.948272166966933e-06,2.090810019648418e-06,2.2386882860264705e-06,2.2386882860264705e-06,1.6470290740572519e-06,2.3998487571710804e-06,8.91883735486116e-09,6.605503002047614e-08,2.4284058540910535e-08,4.198613973314124e-09,3.710122659229255e-06,1.3854807594282182e-06,3.2683491317673535e-06,1.600936261764847e-06,3.478944000366791e-07,3.586068386377184e-10,7.277837935782156e-07,1.5484492897838666e-13,4.0781555420272454e-09,9.534204837189147e-14,7.64454701642404e-14,9.354141642350045e-14
6.139667086889603e-08,0.11224801731581856,0.9,0.0,0.0,0.0,0.0,0.0999834935385491,5.037372151452967e-06,1.9866080640835096e-06,2.369324137800007e-06,3.209029993189764e-06,8.120200778834148e-07,2.7270479704107433e-06,1.9583201922935943e-06,2.103464195762194e-06,2.2552263158289753e-06,2.2552263158289753e-06,1.6567486852932458e-06,2.4198384402126555e-06,8.944550087132483e-09,6.624602399196576e-08,2.431589130627047e-08,4.204111912027527e-09,3.7530953365183826e-06,1.3999536524600454e-06,3.311829363252961e-06,1.6196917100045373e-06,3.531516203525972e-07,3.604568714835964e-10,7.375756740324163e-07,1.5615100728636055e-13,4.125699978617248e-09,9.607225306610288e-14,7.70821180347013e-14,9.426042678344647e-14
6.184694194330323e-08,0.1122480406426831,0.9,0.0,0.0,0.0,0.0,0.09998337247607281,5.079579948688799e-06,1.9922497921332963e-06,2.383179677340547e-06,3.233428806889069e-06,8.130554727954529e-07,2.7478573469641395e-06,1.968310291478803e-06,2.116082048746597e-06,2.271764325606838e-06,2.271764325606838e-06,1.6664374121044648e-06,2.4398538328757228e-06,8.96995154628147e-09,6.643470584345876e-08,2.4347066615432498e-08,4.209496310220836e-09,3.7961905247169296e-06,1.4144452869019416e-06,3.3555396661875767e-06,1.638500822309707e-06,3.584491070304304e-07,3.62296306092459e-10,7.474177967860752e-07,1.574591627252668e-13,4.173381280795044e-09,9.680256991615413e-14,7.771958302792443e-14,9.497956837472385e-14
6.229721301771042e-08,0.11224806400886243,0.9,0.0,0.0,0.0,0.0,0.09998325141360796,5.121854682210929e-06,1.997823224752026e-06,2.396991185596582e-06,3.2578313574945674e-06,8.140694847485229e-07,2.76867043254651e-06,1.978242684062517e-06,2.128663673389091e-06,2.28830231536006e-06,2.28830231536006e-06,1.6760953526374622e-06,2.45989478657026e-06,8.99504550884979e-09,6.662110362627893e-08,2.4377598095825425e-08,4.214769521410918e-09,3.839406894846433e-06,1.428955273901813e-06,3.3994791690100187e-06,1.6573629472579888e-06,3.6378686745320743e-07,3.641252249466799e-10,7.573098716461406e-07,1.5876938930564346e-13,4.221197959511055e-09,9.753299653303848e-14,7.83578604071765e-14,9.56988360892883e-14
6.274748409211762e-08,0.11224808741410675,0.9,0.0,0.0,0.0,0.0,0.09998313035115611,5.1641961597447924e-06,2.0033291873829678e-06,2.410758802370269e-06,3.282237567437196e-06,8.150625540943182e-07,2.789487080346243e-06,1.988117590908702e-06,2.1412091642257878e-06,2.3048402850886423e-06,2.3048402850886423e-06,1.6857226046300338e-06,2.479961153447334e-06,9.019835694758803e-09,6.680524494660639e-08,2.4407499006187806e-08,4.219933835435941e-09,3.882743140399924e-06,1.4434832351279338e-06,3.443647007814155e-06,1.67627744376255e-06,3.691649086298649e-07,3.6594348227407716e-10,7.672516100601545e-07,1.6008168108101291e-13,4.269148550714914e-09,9.82635305971328e-14,7.89969454655447e-14,9.641822486295395e-14
6.319775516652482e-08,0.1122481108581819,0.9,0.0,0.0,0.0,0.0,0.09998300928871864,5.206604189455703e-06,2.0087684966887464e-06,2.4244826670745344e-06,3.3066473605603425e-06,8.160351131662689e-07,2.810307144189568e-06,1.9979352336842406e-06,2.153718615625019e-06,2.32137823479259e-06,2.32137823479259e-06,1.6953192655478897e-06,2.500052786154796e-06,9.044325779966476e-09,6.698715711676757e-08,2.443678236383283e-08,4.224991500435771e-09,3.926197969390643e-06,1.4580287991375148e-06,3.4880423237512613e-06,1.6952436775594407e-06,3.7458323732073305e-07,3.677511033394329e-10,7.772427243005102e-07,1.613960320876041e-13,4.317231606822266e-09,9.899416982816694e-14,7.963683350301568e-14,9.713772963829586e-14
6.364802624093201e-08,0.11224813434084137,0.9,0.0,0.0,0.0,0.0,0.09998288822629701,5.249078580113669e-06,2.0141419574256116e-06,2.438162918588071e-06,3.3310606625994045e-06,8.169875835571789e-07,2.8311304787773362e-06,2.0076958350941965e-06,2.166192121723878e-06,2.337916164471902e-06,2.337916164471902e-06,1.704885432483287e-06,2.5201695380292805e-06,9.068519383277123e-09,6.716686705085161e-08,2.4465460862679626e-08,4.229944708703296e-09,3.969770109406439e-06,1.4725916037156279e-06,3.532664264837487e-06,1.7142610236343862e-06,3.8004185994575477e-07,3.695483792338135e-10,7.872829277589087e-07,1.6271243635665152e-13,4.3654457024842686e-09,9.972491199633565e-14,8.027751983514843e-14,9.785734537705201e-14
6.409829731533921e-08,0.11224815786185682,0.9,0.0,0.0,0.0,0.0,0.09998276716389261,5.2916191408704795e-06,2.019450366927884e-06,2.451799695452813e-06,3.355477400453304e-06,8.179203802547287e-07,2.8519569393611987e-06,2.017399618532761e-06,2.1786297765130904e-06,2.354454074126584e-06,2.354454074126584e-06,1.7144212022930758e-06,2.540311262845919e-06,9.092420097837501e-09,6.734440141502465e-08,2.4493546997770866e-08,4.234795618187384e-09,4.013458300570214e-06,1.4871712923221698e-06,3.5775119833682726e-06,1.7333288627312714e-06,3.8554078271083754e-07,3.7133529494497663e-10,7.973719349428883e-07,1.640308879852454e-13,4.41378942611588e-09,1.0045575491278545e-13,8.091899980698334e-14,9.857706708656415e-14
6.454856838974641e-08,0.11224818142098686,0.9,0.0,0.0,0.0,0.0,0.09998264610150684,5.3342256814629806e-06,2.0246945112403816e-06,2.4653931356950303e-06,3.3798975027822905e-06,8.188339082478202e-07,2.8727863820358267e-06,2.027046808399448e-06,2.191031673758811e-06,2.3709919637566363e-06,2.3709919637566363e-06,1.7239266714736333e-06,2.560477815054305e-06,9.11603146940975e-09,6.75197864979154e-08,2.452105296309158e-08,4.239546334837909e-09,4.057261301922436e-06,1.501767517007546e-06,3.6225846381578025e-06,1.7524465843592836e-06,3.9108001149453745e-07,3.731115221292064e-10,8.075094619426616e-07,1.6535138111119248e-13,4.462261387055258e-09,1.0118669644961612e-13,8.156126879086546e-14,9.929688981349105e-14
6.49988394641536e-08,0.11224820501800754,0.9,0.0,0.0,0.0,0.0,0.09998252503914108,5.376898012013928e-06,2.0298751690705823e-06,2.4789433770013326e-06,3.4043208993815137e-06,8.197285660827333e-07,2.8936186634506814e-06,2.0366376296097804e-06,2.2033979070787263e-06,2.3875298333620656e-06,2.3875298333620656e-06,1.7334019362839022e-06,2.5806690495520236e-06,9.139356997146443e-09,6.769304834228325e-08,2.45479907586431e-08,4.24419893110093e-09,4.1011778841493984e-06,1.5163799353573771e-06,3.6678813922718395e-06,1.7716135837366185e-06,3.966595519602793e-07,3.74877274055019e-10,8.176952252636508e-07,1.6667390979020965e-13,4.510860208247405e-09,1.0191773450082054e-13,8.220432214661525e-14,1.0001680857768535e-13
6.54491105385608e-08,0.11224822865268315,0.9,0.0,0.0,0.0,0.0,0.09998240397679668,5.419635943278102e-06,2.0349931071241578e-06,2.49245055650225e-06,3.4287475218941303e-06,8.206047418148984e-07,2.9144536411633245e-06,2.0461723079988636e-06,2.215728569847228e-06,2.4040676829428725e-06,2.4040676829428725e-06,1.7428470925940987e-06,2.6008848219715767e-06,9.162400126664663e-09,6.786421258963235e-08,2.45743720685534e-08,4.248755424876632e-09,4.145206837423491e-06,1.5310082139705453e-06,3.713401415719867e-06,1.7908292654021044e-06,4.0227940941947867e-07,3.7663307108424756e-10,8.279289425856546e-07,1.6799846810377334e-13,4.5595845348131136e-09,1.0264886700607397e-13,8.284815526049768e-14,1.0073681843515857e-13
6.5899381612968e-08,0.11224825232478759,0.9,0.0,0.0,0.0,0.0,0.09998228291447503,5.4624392864738065e-06,2.0400490834875918e-06,2.505914810921527e-06,3.4531773032627257e-06,8.214628161231234e-07,2.935291173394551e-06,2.055651070174163e-06,2.2280237552595576e-06,2.420605512499061e-06,2.420605512499061e-06,1.7522622359900814e-06,2.621124988490778e-06,9.18516428008812e-09,6.803330459366121e-08,2.4600208354844474e-08,4.253217795703779e-09,4.189346966736133e-06,1.545652025783601e-06,3.7591438835025618e-06,1.8100930405767977e-06,4.079395889270983e-07,3.7837854929000177e-10,8.382103334033596e-07,1.6932505025122985e-13,4.6084330276272515e-09,1.0338009196785363e-13,8.349276356439717e-14,1.014569145137146e-13
6.63496526873752e-08,0.11224827603410102,0.9,0.0,0.0,0.0,0.0,0.09998216185217737,5.505307853210148e-06,2.045043848987875e-06,2.519336276639881e-06,3.477610177528533e-06,8.22303163449376e-07,2.9561311189245055e-06,2.06507414326298e-06,2.240283556359945e-06,2.4371433220306357e-06,2.4371433220306357e-06,1.7616474618179167e-06,2.6413894057468656e-06,9.207652841567502e-09,6.82003494650828e-08,2.462551089175058e-08,4.257587990688206e-09,4.233597088839675e-06,1.5603110490915103e-06,3.805107974834315e-06,1.829404326123891e-06,4.1364009532178783e-07,3.801134900733419e-10,8.485391179851795e-07,1.706536504072153e-13,4.6574043609053455e-09,1.0411140741759039e-13,8.413814249425337e-14,1.0217709194235823e-13
6.679992376178239e-08,0.1122482997803968,0.9,0.0,0.0,0.0,0.0,0.09998204078990508,5.548241455627218e-06,2.049978144702178e-06,2.5327150895725366e-06,3.502046080194826e-06,8.231261499358517e-07,2.97697333729177e-06,2.0744417549986057e-06,2.2525080659870436e-06,2.4536811115376005e-06,2.4536811115376005e-06,1.771002865098273e-06,2.661677931004761e-06,9.229869140149693e-09,6.836537198818598e-08,2.4650290703604612e-08,4.261867913777605e-09,4.277956035894384e-06,1.574984969320031e-06,3.851292874598746e-06,1.848762546487346e-06,4.193809331492507e-07,3.818382775209516e-10,8.589150173137611e-07,1.719842626870705e-13,4.706497226754178e-09,1.0484281141336377e-13,8.478428748531736e-14,1.0289734584051448e-13
6.725019483618959e-08,0.11224832356345626,0.9,0.0,0.0,0.0,0.0,0.0999819197276594,5.591239906355101e-06,2.054852702769886e-06,2.546051385205573e-06,3.526484948093037e-06,8.239321341850312e-07,2.9978176887337403e-06,2.0837541337629258e-06,2.2646973767895185e-06,2.4702188810199593e-06,2.4702188810199593e-06,1.7803285405518253e-06,2.68199042211094e-06,9.251816470925025e-09,6.852839664856428e-08,2.467455858772293e-08,4.26605942971358e-09,4.322422654771767e-06,1.5896734783727076e-06,3.897697772872486e-06,1.8681671330477198e-06,4.2516210668552943e-07,3.8355308624772593e-10,8.693377536849222e-07,1.7331688126462617e-13,4.755710333582221e-09,1.0557430205978213e-13,8.543119400358199e-14,1.0361767137275322e-13
6.770046591059678e-08,0.11224834738306046,0.9,0.0,0.0,0.0,0.0,0.09998179866544163,5.6343030185353106e-06,2.059668246104968e-06,2.559345298577696e-06,3.5509267194121343e-06,8.2472146709287e-07,3.0186640342157297e-06,2.0930115086050292e-06,2.276851581217342e-06,2.4867566304777173e-06,2.4867566304777173e-06,1.7896245825865165e-06,2.702326737522082e-06,9.27349809475455e-09,6.868944762350911e-08,2.4698325109382825e-08,4.27016436316324e-09,4.366995807634308e-06,1.6043762747741853e-06,3.944321865099658e-06,1.8876175243447775e-06,4.309836199261243e-07,3.8525769477927904e-10,8.798070509219092e-07,1.746515003788683e-13,4.805042406564516e-09,1.063058775139008e-13,8.607885754789045e-14,1.0433806375201588e-13
6.815073698500398e-08,0.11224837123899563,0.9,0.0,0.0,0.0,0.0,0.09998167760325306,5.6774306056971505e-06,2.0644254906964335e-06,2.5725969643887e-06,3.5753713333545496e-06,8.254944938020734e-07,3.0395122352541674e-06,2.102214108980334e-06,2.2889707715696123e-06,2.5032943599108783e-06,2.5032943599108783e-06,1.7988910853733755e-06,2.7226867361593163e-06,9.294917234642845e-09,6.884854885848671e-08,2.4721600660634473e-08,4.274184508876454e-09,4.411674367676677e-06,1.6190930619920475e-06,3.9911643507649636e-06,1.9071131643016662e-06,4.368454766543323e-07,3.869521036597746e-10,8.903226335664388e-07,1.7598811423507612e-13,4.854492183475618e-09,1.0703753595516788e-13,8.672727361911031e-14,1.0505851818828638e-13
6.860100805941118e-08,0.11224839513104265,0.9,0.0,0.0,0.0,0.0,0.09998155654109489,5.720622482012703e-06,2.06912514117709e-06,2.58580651677733e-06,3.599818730767617e-06,8.262515501175088e-07,3.060362154277106e-06,2.111362164991685e-06,2.3010550398948623e-06,2.5198320693194476e-06,2.5198320693194476e-06,1.8081281426912332e-06,2.7430702777174205e-06,9.31607705852051e-09,6.900572391904127e-08,2.474439535237108e-08,4.278121613046206e-09,4.456457226222738e-06,1.6338235515165282e-06,4.0382244359855495e-06,1.926653505664284e-06,4.427476803028811e-07,3.8863655643186026e-10,9.00884227464603e-07,1.7732671703213528e-13,4.904058422676376e-09,1.0776927560508744e-13,8.737643773573516e-14,1.0577902991084875e-13
6.905127913381837e-08,0.11224841905899606,0.9,0.0,0.0,0.0,0.0,0.09998143547896841,5.7638784620823435e-06,2.0737678946737717e-06,2.5989740895088715e-06,3.6242688535757873e-06,8.269929657294487e-07,3.0812136543190223e-06,2.1204559072021475e-06,2.3131044780744024e-06,2.536369758703432e-06,2.536369758703432e-06,1.8173358480578549e-06,2.763477222408735e-06,9.336980707272999e-09,6.916099611991773e-08,2.4766719111378936e-08,4.281977390069878e-09,4.501343286831514e-06,1.6485674600912495e-06,4.085501331262695e-06,1.9462380070027626e-06,4.4869023407154075e-07,3.9031110738016685e-10,9.114915596335691e-07,1.7866730302856653e-13,4.953739896067254e-09,1.085010947251773e-13,8.802634544575288e-14,1.0649959419232407e-13
6.950155020822557e-08,0.11224844302264013,0.9,0.0,0.0,0.0,0.0,0.09998131441687473,5.807198361095195e-06,2.0783544381429584e-06,2.6120998158360162e-06,3.6487216451463215e-06,8.277190621375456e-07,3.102066599245915e-06,2.1294955667613144e-06,2.3251191777591295e-06,2.5529074280628333e-06,2.5529074280628333e-06,1.8265142946326802e-06,2.7839074311611066e-06,9.357631279752693e-09,6.931438843584342e-08,2.4788581617829346e-08,4.285753511753319e-09,4.546331469611156e-06,1.663324511496847e-06,4.132994253053308e-06,1.965866134783063e-06,4.546731408411506e-07,3.919755307510982e-10,9.221443587250871e-07,1.8000986652592182e-13,5.003535393840767e-09,1.0923299162847616e-13,8.86769923264045e-14,1.0722020634534383e-13
6.995182128263277e-08,0.11224846702177403,0.9,0.0,0.0,0.0,0.0,0.09998119335481513,5.850581994612059e-06,2.082885452223515e-06,2.625183828688339e-06,3.6731770497337676e-06,8.284301558044956e-07,3.122920853447428e-06,2.1384813750804807e-06,2.3370992304541363e-06,2.5694450773976602e-06,2.5694450773976602e-06,1.8356635753492767e-06,2.8043607653566247e-06,9.378031834952965e-09,6.946592362987532e-08,2.480999240023376e-08,4.289451623709888e-09,4.591420704503059e-06,1.678094433841485e-06,4.18070242152976e-06,1.985537360386497e-06,4.6069640329202717e-07,3.9362993692282655e-10,9.328423539926311e-07,1.813544017592244e-13,5.053443717554391e-09,1.0996496464047077e-13,8.932837394766307e-14,1.0794086166316743e-13
7.040209235703996e-08,0.1122484910561857,0.9,0.0,0.0,0.0,0.0,0.09998107229279077,5.894029178763306e-06,2.0873616079227826e-06,2.638226260500641e-06,3.697635012935835e-06,8.291265555680923e-07,3.143776282114654e-06,2.1474135639786874e-06,2.3490447274408294e-06,2.5859827067079163e-06,2.5859827067079163e-06,1.8447837827953418e-06,2.8248370870751327e-06,9.398185385778173e-09,6.961562414287035e-08,2.483096075752219e-08,4.293073331903369e-09,4.6366099365494985e-06,1.6928769617843024e-06,4.228625062526347e-06,2.0052511626767287e-06,4.6676002379781685e-07,3.952747634109787e-10,9.435852757745027e-07,1.8270090296411515e-13,5.1034636860354e-09,1.1069701211763016e-13,8.99804858977473e-14,1.0866155545963111e-13
7.085236343144716e-08,0.11224851512567831,0.9,0.0,0.0,0.0,0.0,0.0999809512308028,5.937539730054969e-06,2.0917835699538616e-06,2.6512272433818217e-06,3.7220954812156863e-06,8.298085653530935e-07,3.164632750966108e-06,2.156292365639133e-06,2.3609557598527725e-06,2.602520315993609e-06,2.602520315993609e-06,1.8538750093307547e-06,2.8453362588588136e-06,9.418094936163455e-09,6.976351220583022e-08,2.485149584069591e-08,4.296620216750009e-09,4.681898121279445e-06,1.7076718342055002e-06,4.276761405572685e-06,2.0250070253908156e-06,4.72864004530645e-07,3.969098574985245e-10,9.543728558124202e-07,1.8404936452001824e-13,5.153594129290423e-09,1.1142913246779905e-13,9.063332381624965e-14,1.0938228312999975e-13
7.130263450585436e-08,0.11224853923004541,0.9,0.0,0.0,0.0,0.0,0.0999808301688524,5.981113465608337e-06,2.09615199279027e-06,2.6641869089072284e-06,3.7465584024457468e-06,8.304764810841123e-07,3.1854901265835953e-06,2.165118012730628e-06,2.372832418581266e-06,2.6190579052547444e-06,2.6190579052547444e-06,1.8629373469424139e-06,2.8658581440078653e-06,9.437763438900121e-09,6.990960970712705e-08,2.4871606559876386e-08,4.30009381706488e-09,4.727284230774428e-06,1.7224787968586451e-06,4.325110686234687e-06,2.0448044402222148e-06,4.790083473329053e-07,3.985347587465677e-10,9.652048275891628e-07,1.853997807881309e-13,5.2038338955931e-09,1.121613241455837e-13,9.12868833551621e-14,1.1010304007957134e-13
7.175290558026156e-08,0.11224856336908766,0.9,0.0,0.0,0.0,0.0,0.09998070910694072,6.024750202995855e-06,2.1004675235782597e-06,2.6771053882619024e-06,3.771023725489363e-06,8.311305930604716e-07,3.206348276179412e-06,2.173890738044954e-06,2.3846747943392948e-06,2.635595474491327e-06,2.635595474491327e-06,1.8719708873443799e-06,2.88640260638265e-06,9.457193796315118e-09,7.005393828950183e-08,2.489130165581081e-08,4.303495642411312e-09,4.772767247937407e-06,1.7372976003303027e-06,4.373672144422657e-06,2.0646429045685513e-06,4.851930538068088e-07,4.0014994543854327e-10,9.760809248848446e-07,1.8675214602748805e-13,5.25418184628955e-09,1.1289358560098072e-13,9.194116015358066e-14,1.108238216819181e-13
