Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011)
7.370017732449275e-09,0.11224561096918532,0.9,0.0,0.0,0.0,0.0,0.09999801864500102,5.203876939450314e-07,4.4335857170128687e-07,3.416002627228874e-07,3.563261191700987e-07,2.49422487721269e-07,3.0775472656927134e-07,2.96980586290945e-07,2.96888408670942e-07,2.7073442250912714e-07,2.741512203760565e-07,2.388576299884394e-07,2.5036569679022397e-07,1.9961846023841833e-09,1.4633648945663205e-08,7.37637898821282e-09,1.2785901052311546e-09,8.505212435406742e-08,3.763359796644089e-08,5.925554773627738e-08,3.545696918458617e-08,4.8531031542766515e-09,5.45705016710913e-11,1.2234073267651353e-08,1.6133911345754462e-14,8.618874391846103e-11,1.0669492657111748e-14,7.976529499361974e-15,1.0639303381647165e-14,1.5785443483086953e-16,3.015142488685121e-16,1.9220467343942667e-10,1.9068022383983447e-10,2.134880933671921e-15,2.168145682823213e-09,6.72061405127136e-17,2.8291531210341596e-15,1.0533782004994374e-09,9.003759234029552e-17,6.067064002636693e-19,1.5161439673317867e-13,6.021185980119982e-20,1.4274094958442243e-15,1.1048192308463757e-19,1.835804881924495e-22,7.647016165730183e-25,1.7877504316641727e-21,1.747514232326057e-23,4.726063557491958e-16,4.7689643919447423e-23,1.1591354623615085e-21,4.65521919076521e-25,1.1325061027794137e-23,9.314068522537014e-19,1.0228642140237198e-24,3.423596265219168e-19,7.461592973396391e-24,1.320312926268083e-13,4.27008231535179e-16,1.9860804476863847e-25,4.827959195153873e-24,2.9229486748813437e-16,4.410357701182925e-14,5.11094841872207e-21,3.90563183314582e-21,9.942568263492135e-24,5.186339904007984e-21,1.0047566696466325e-24,1.829173581755774e-20,1.9280590994590627e-16,2.65551870942584e-25,6.4568964286973204e-24,1.0753192217987367e-16,6.100932875972647e-13
7.993622021989495e-09,0.1122456326280372,0.9,0.0,0.0,0.0,0.0,0.09999785095344924,5.655939792394598e-07,4.769605181687033e-07,3.696968871047285e-07,3.869173940056248e-07,2.668673641650687e-07,3.34152998149675e-07,3.21451293629801e-07,3.2139892675969917e-07,2.936419014311754e-07,2.976826825608284e-07,2.5850323700301685e-07,2.720193234500779e-07,2.14747485459866e-09,1.5757430838675837e-08,7.90163451324633e-09,1.3693033949081188e-09,9.947223446124897e-08,4.395107224960781e-08,6.94954764617431e-08,4.148284056248789e-08,5.7133327318573846e-09,5.907583957299345e-11,1.4377470822044459e-08,1.753543961840144e-14,1.0154326679546742e-10,1.1585468368827926e-14,8.666388229974824e-15,1.1551890425996863e-14,1.8583437997060599e-16,3.522645826246698e-16,2.4329305541292324e-10,2.423686293899778e-10,2.3181646100976446e-15,2.5526949783226995e-09,7.912590602672701e-17,3.0738412171859667e-15,1.2406336784382509e-09,1.0604313165576154e-16,7.098161367722512e-19,1.9688169365416573e-13,7.076138734521725e-20,1.9134006296562588e-15,1.2902865732739585e-19,2.166544353628853e-22,9.776103179521891e-25,2.2733853514867844e-21,2.4069910958950292e-23,6.692983387693664e-16,6.09134470769446e-23,1.4713148837943995e-21,6.440527926015982e-25,1.5570559970740116e-23,1.1845546971870884e-18,1.3080987530061596e-24,5.14510636173448e-19,1.0276766250785006e-23,1.7390522220226356e-13,4.995830705936336e-16,2.748012083596096e-25,6.638466057458177e-24,3.4251925108210563e-16,5.168180526046507e-14,7.040542400083709e-21,5.377701365526069e-21,1.370262935759773e-23,7.148786966527425e-21,1.2843819697011555e-24,2.1400395429067205e-20,2.255754372066166e-16,3.6755298261787873e-25,8.881305396177207e-24,1.2318824564779247e-16,7.538736826973322e-13
8.617226311529716e-09,0.1122456544966483,0.9,0.0,0.0,0.0,0.0,0.09999768325265608,6.10980277302399e-07,5.100006217279346e-07,3.976701995183713e-07,4.1756440390285366e-07,2.838156698510564e-07,3.606039067236493e-07,3.4581237794666424e-07,3.4581565861356603e-07,3.1654932470987756e-07,3.2126971850189577e-07,2.7806246505751617e-07,2.937442092414847e-07,2.2962354511171766e-09,1.6862422489428668e-08,8.411938571374948e-09,1.4574345202437357e-09,1.149152631385662e-07,5.069514233655792e-08,8.051752304966258e-08,4.794499307695613e-08,6.644387149000988e-09,6.356100217146122e-11,1.669042719768668e-08,1.8942543649844188e-14,1.1804529652250313e-10,1.2503109505442224e-14,9.35851463839464e-15,1.2466293728122015e-14,2.1611790146908936e-16,4.0661420215627037e-16,3.025140787088367e-10,3.0243104510446336e-10,2.5017822160528534e-15,2.9689266049669054e-09,9.202768475594691e-17,3.3193345486076737e-15,1.443438889747708e-09,1.2337773013755287e-16,8.203913036007295e-19,2.5194877228294014e-13,8.214556773311937e-20,2.520905327990302e-15,1.4882786183428303e-19,2.5258417410139987e-22,1.227107053309674e-24,2.8384983489731584e-21,3.2354083630341826e-23,9.276348959703472e-16,7.638717805391405e-23,1.8332633280008803e-21,8.695043462414408e-25,2.0886538065679935e-23,1.4791528828065275e-18,1.6425231826407932e-24,7.49977471135002e-19,1.381296770233619e-23,2.2530136538919977e-13,5.774128036275633e-16,3.710257506895751e-25,8.905639131699238e-24,3.9642016889675935e-16,5.98147768732629e-14,9.464642958295981e-21,7.226450582659197e-21,1.842897881751128e-23,9.615817288061153e-21,1.6120397777269446e-24,2.4734126150200434e-20,2.6071769299990746e-16,4.96431887899913e-25,1.191868953671944e-23,1.3979056351526546e-16,9.177725882540641e-13
9.240830601069937e-09,0.11224567657206926,0.9,0.0,0.0,0.0,0.0,0.09999751554207709,6.56545897453345e-07,5.42488275537361e-07,4.2552077894856306e-07,4.4826460279289927e-07,3.002815385575111e-07,3.871067687625243e-07,3.700625427497964e-07,3.701389138427586e-07,3.3945669230364846e-07,3.449130043419304e-07,2.975356938376128e-07,3.15539911080004e-07,2.4425086839332128e-09,1.794893804271516e-08,8.907716723279677e-09,1.5430569770019035e-09,1.3136045965429598e-07,5.7853665109575146e-08,9.231491771218488e-08,5.483613040013384e-08,7.646406528241536e-09,6.802575057007971e-11,1.9172176861505462e-08,2.0355201987372805e-14,1.3567152913364993e-10,1.3422339815681876e-14,1.0052894591618269e-14,1.3382489642719871e-14,2.4870954389956604e-16,4.644900699196957e-16,3.7039850726400594e-10,3.714352513706477e-10,2.685718497091943e-15,3.416896527442647e-09,1.0591320584861415e-16,3.565628108402586e-15,1.6618447292687414e-09,1.420457304719771e-16,9.38307067829921e-19,3.182017778219393e-13,9.436064635695518e-20,3.2717346301669616e-15,1.6984389424467202e-19,2.9139609528246564e-22,1.516193079085933e-24,3.488719035431765e-21,4.258607101374694e-23,1.2613254063215548e-15,9.428926662887872e-23,2.2481599962882986e-21,1.149418289616498e-24,2.7430478762297465e-23,1.8181388717681174e-18,2.030220662194168e-24,1.064872859458733e-18,1.8180431788898356e-23,2.875958028094321e-13,6.6040954824665655e-16,4.905014663604326e-25,1.1696661702664042e-23,4.539361349342792e-16,6.84932143765946e-14,1.2458918112396006e-20,9.509418218123189e-21,2.4270317643275488e-23,1.2665118346432777e-20,1.9916723880935856e-24,2.828916391125714e-20,2.9819299601993766e-16,6.565315624619647e-25,1.5659758619827373e-23,1.5732315349923077e-16,1.1029600409075647e-12
9.864434890610158e-09,0.11224569885141318,0.9,0.0,0.0,0.0,0.0,0.09999734782117885,7.022901511979064e-07,5.744327157169926e-07,4.5324920413708157e-07,4.790155180667583e-07,3.1627870177277513e-07,4.136609050266839e-07,3.942005459069785e-07,3.943690014492396e-07,3.6236400416891636e-07,3.6861320178199403e-07,3.1692330135991157e-07,3.374059816862607e-07,2.586336137986727e-09,1.9017286390747068e-08,9.389382422846325e-09,1.6262421688179032e-09,1.4878754283948586e-07,6.541484307579073e-08,1.0488100502081385e-07,6.214907818707387e-08,8.719529163337466e-09,7.246985588522438e-11,2.1821945459076324e-08,2.1773393246258024e-14,1.543991805480179e-10,1.4343085248497466e-14,1.0749513823127205e-14,1.4300454672988525e-14,2.8361379229338623e-16,5.258208011580875e-16,4.474632925288009e-10,4.499375254959404e-10,2.8699586388947992e-15,3.896658115155416e-09,1.2078411798385416e-16,3.8127168422708055e-15,1.895901772838617e-09,1.6205144803181448e-16,1.0634406827055287e-18,3.971178100454712e-13,1.0740282466609069e-19,4.190322541656472e-15,1.9204212613698718e-19,3.331167299081111e-22,1.847890431111807e-24,4.229599618159285e-21,5.504045343377005e-23,1.6859743291534052e-15,1.147983640458756e-22,2.7190929809586438e-21,1.4918862454480875e-24,3.5368317606948924e-23,2.204409738543708e-18,2.4753115287264626e-24,1.477859306564793e-18,2.3496262342302913e-23,3.622519771087475e-13,7.484868913133425e-16,6.366822491664004e-25,1.5082306688484133e-23,5.150066911442349e-16,7.770799540132904e-14,1.6103772556245938e-20,1.2287725537997574e-20,3.1384841091445416e-23,1.637934029535146e-20,2.427251544288615e-24,3.2061807571750725e-20,3.3796232836871325e-16,8.5251682493965e-25,2.0200208550597174e-23,1.757705549463772e-16,1.3105866316776847e-12
9.999999999999999e-09,0.11224572133185431,0.9,0.0,0.0,0.0,0.0,0.09999731135897708,7.122580481952878e-07,5.813061169182161e-07,4.5926096903971655e-07,4.857069231385991e-07,3.196956104134963e-07,4.1944021774999256e-07,3.9943293865821304e-07,3.996240732359511e-07,3.673438089739661e-07,3.7377297344275654e-07,3.2112667339667217e-07,3.4216870622167113e-07,2.6172831131067314e-09,1.924716009648265e-08,9.492263645671543e-09,1.6440100818529559e-09,1.5270398979369706e-07,6.711071841239323e-08,1.0771381650203946e-07,6.379396064485318e-08,8.962236948104045e-09,7.343320513348372e-11,2.2420134212961706e-08,2.2082423379327008e-14,1.5861393333765003e-10,1.4543439176205112e-14,1.0901246528871758e-14,1.4500242566527936e-14,2.9150806128059664e-16,5.396037731749163e-16,4.654806539758479e-10,4.683134468565152e-10,2.910049329161688e-15,4.005165131115045e-09,1.2414744605911252e-16,3.8665360947907655e-15,1.9488592986165487e-09,1.6657791560433344e-16,1.0915866847512264e-18,4.16100473323221e-13,1.103471293020682e-19,4.41481853680308e-15,1.970209160179057e-19,3.425738616195625e-22,1.9259336942931355e-24,4.403192863326319e-21,5.807008360289389e-23,1.7920070051091573e-15,1.1961928717880206e-22,2.829178926180674e-21,1.5754470843540343e-24,3.729523608053515e-23,2.2949181484738954e-18,2.580070120392981e-24,1.5826567714832127e-18,2.4789342064833508e-23,3.802670804937952e-13,7.682979400283356e-16,6.723502774380059e-25,1.590418657947539e-23,5.287473211641966e-16,7.978128420325267e-14,1.6990442071458385e-20,1.2963499555090574e-20,3.3116142728783055e-23,1.7283225282688228e-20,2.5297357908926722e-24,3.2910378566447765e-20,3.4690755937923337e-16,9.003520053788828e-25,2.1302770320804445e-23,1.7990038846152496e-16,1.3588027606708926e-12
1.0488039180150379e-08,0.11224572133185431,0.9,0.0,0.0,0.0,0.0,0.09999718008943877,7.482123522249461e-07,6.058430239721962e-07,4.808560535238427e-07,5.098147484848268e-07,3.318205001516471e-07,4.4026564055489205e-07,4.1822519839603015e-07,4.1850622982387526e-07,3.8527126026029267e-07,3.923709584137035e-07,3.3622566397928256e-07,3.5934196977985956e-07,2.7277587029772907e-09,2.006777126131217e-08,9.857337347567913e-09,1.7070594671199416e-09,1.67176689352214e-07,7.33672145360856e-08,1.1820924133426039e-07,6.987678203738821e-08,9.863891530598083e-09,7.689309901592291e-11,2.4638950187687725e-08,2.319709610966042e-14,1.742059696457619e-10,1.526527389044717e-14,1.1448357939066072e-14,1.522016547025546e-14,3.208350725092845e-16,5.905366225927361e-16,5.342118933061246e-10,5.384829014719816e-10,3.0544882547419364e-15,4.40826221718167e-09,1.3664199169585514e-16,4.06059565070048e-15,2.145660274357467e-09,1.8339917062598394e-16,1.1956714528134287e-18,4.90263291364596e-13,1.2126826201686404e-19,5.303875520276366e-15,2.1538891421718273e-19,3.7777274654852612e-22,2.2252418372789797e-24,5.066615924934757e-21,7.000757654173095e-23,2.2191890159674928e-15,1.3809331118799995e-22,3.2490620778631864e-21,1.9055467688415885e-24,4.4874054980540116e-23,2.6408227037510387e-18,2.9819535735712647e-24,2.0103424348066216e-18,2.988425120428058e-23,4.508186884373759e-13,8.415598643913821e-16,8.132545602466896e-25,1.9136765878158647e-23,5.795723902464742e-16,8.745015009101976e-14,2.04842292185087e-20,1.562598179000504e-20,3.9940028310566524e-23,2.084598600541829e-20,2.9227786408053367e-24,3.6048417868852755e-20,3.7998732447045407e-16,1.0893733332388182e-24,2.5640510907497655e-23,1.951175644938776e-16,1.5417838293894122e-12
1.11116434696906e-08,0.11224574401062645,0.9,0.0,0.0,0.0,0.0,0.0999970123463446,7.94311816403667e-07,6.367281301752738e-07,5.083419051896055e-07,5.406599621441439e-07,3.4691989463430726e-07,4.669203046533426e-07,4.421353630788625e-07,4.4255090674364147e-07,4.0817846053073996e-07,4.1618690804317986e-07,3.554431563961688e-07,3.8134742026891424e-07,2.866816584987447e-09,2.1100691304647356e-08,1.0311971741090307e-08,1.7855762689123144e-09,1.865085222242255e-07,8.169964402579906e-08,1.3229319228976543e-07,7.801230548954254e-08,1.1079628300191771e-08,8.129527041804992e-11,2.7622400161101034e-08,2.4626289328538205e-14,1.9507012131420496e-10,1.6188835904810212e-14,1.2149412424281422e-14,1.6141598833596526e-14,3.603777516020524e-16,6.585693321084288e-16,6.311345879662597e-10,6.376054234645675e-10,3.239293373335496e-15,4.951757235146979e-09,1.534883216337266e-16,4.3092593911095016e-15,2.4111701629890618e-09,2.060931582606815e-16,1.3348806998112056e-18,5.992923709660527e-13,1.3595307748113967e-19,6.6425175352851876e-15,2.398515723021861e-19,4.253909488318129e-22,2.6513106332413463e-24,6.005168419517473e-21,8.779315564309973e-23,2.8806841598295474e-15,1.6435310741198013e-22,3.84098151761917e-21,2.399582261959632e-24,5.612938483527962e-23,3.1301956640849653e-18,3.554342308705086e-24,2.6866655044410943e-18,3.747469990255391e-23,5.549281347813634e-13,9.395449195876608e-16,1.0241358279957789e-24,2.3937485683481943e-23,6.475747788291237e-16,9.771085855160323e-14,2.5689813358297403e-20,1.9592191234863092e-20,5.0112436295207416e-23,2.615730336485995e-20,3.482284916538924e-24,4.024541638267855e-20,4.2423026016350133e-16,1.3724065161865322e-24,3.208571102554264e-23,2.1534923179857762e-16,1.7976642989584307e-12
1.173524775923082e-08,0.11224576688502164,0.9,0.0,0.0,0.0,0.0,0.09999684459139449,8.405878617806366e-07,6.670968149051883e-07,5.3570733680027e-07,5.715488945029723e-07,3.6158947725364736e-07,4.936242308844464e-07,4.659299534993199e-07,4.665033393688843e-07,4.310856049317418e-07,4.400616710067953e-07,3.7457615166386294e-07,4.034218744351648e-07,3.0035493179176455e-09,2.2116340178013407e-08,1.0753664744114717e-08,1.8618580527959344e-09,2.0676409971982533e-07,9.040131302515418e-08,1.4712653035767822e-07,8.654882804833433e-08,1.2366872347429987e-08,8.567616988290375e-11,3.0771496765955666e-08,2.606095172155304e-14,2.1697035797845902e-10,1.711370347241773e-14,1.2852662648219906e-14,1.7064731709446002e-14,4.0224613819041075e-16,7.29852259537907e-16,7.387087790411587e-10,7.478283930338242e-10,3.4243604269637744e-15,5.527189194043519e-09,1.7132452875745667e-16,4.558702879937356e-15,2.692481040494762e-09,2.301376429118999e-16,1.4809517287252406e-18,7.259453650047559e-13,1.514533516135055e-19,8.239430750392068e-15,2.6539834409234795e-19,4.759982729824712e-22,3.1291806810802735e-24,7.050583207497016e-21,1.087178885000187e-22,3.692382910097479e-15,1.9375688004017815e-22,4.497682616173032e-21,2.9837157883385977e-24,6.932333879119498e-23,3.675307717141204e-18,4.1967112232819206e-24,3.534305013747295e-18,4.640424437584012e-23,6.762939971070617e-13,1.0423599057936718e-15,1.2734727834587364e-24,2.956500919368199e-23,7.189563807261582e-16,1.0848144834328043e-13,3.1814439142796584e-20,2.4257661765201315e-20,6.20874980597332e-23,3.241017978550564e-20,4.109831639947745e-24,4.464928451869184e-20,4.706540419726972e-16,1.7072404424872746e-24,3.964523428153358e-23,2.364508553358289e-16,2.0793222144493716e-12
1.298245633831126e-08,0.11224581321013123,0.9,0.0,0.0,0.0,0.0,0.09999650904396847,9.336669791840535e-07,7.263193106190985e-07,5.900792481264828e-07,6.334491826462584e-07,3.896877924444743e-07,5.471772252056455e-07,5.131683121536724e-07,5.141326972780895e-07,4.768997259249638e-07,4.879900527501159e-07,4.1259013477242727e-07,4.4777594186288887e-07,3.2701941779752764e-09,2.4096974574394448e-08,1.159968946135756e-08,2.0079692118306955e-09,2.499728338716417e-07,1.0887062700089823e-07,1.7901657780340588e-07,1.0479815682176055e-07,1.515640486922671e-08,9.437339755664384e-11,3.75633988394673e-08,2.8946599642577246e-14,2.637963355831361e-10,1.8967093739622634e-14,1.4265691247098977e-14,1.8916004518775634e-14,4.929769783465107e-16,8.819095221805111e-16,9.87658636766896e-10,1.00361659209342e-09,3.79522801863361e-15,6.77403655691417e-09,2.099719025303459e-16,5.059908175790106e-15,3.302702517423801e-09,2.8229488975950254e-16,1.7932220724982276e-18,1.0395061814659995e-12,1.8488441572276903e-19,1.2356893136882387e-14,3.1962169708021353e-19,5.862886803021461e-22,4.2527621406151576e-24,9.48293827080239e-21,1.613402538284739e-22,5.865701155319474e-15,2.627133249536503e-22,6.016355878490519e-21,4.463852715044843e-24,1.023179019470814e-22,4.9436746140966415e-18,5.708514906191454e-24,5.870288811978633e-18,6.885780623815876e-23,9.780460473629526e-13,1.2621579120296667e-15,1.905236781088568e-24,4.3637218217504475e-23,8.716321089924862e-16,1.315183047905093e-13,4.721775340137772e-20,3.598759871461366e-20,9.22305131470776e-23,4.8150739315062205e-20,5.585442706391563e-24,5.4063848465497884e-20,5.698988608471603e-16,2.556392788051425e-24,5.856574495723498e-23,2.8120638456830415e-16,2.7242564530894016e-12
1.4104944059483656e-08,0.11224585554573425,0.9,0.0,0.0,0.0,0.0,0.09999620700590428,1.0180352956602663e-06,7.779385127196388e-07,6.386079165027994e-07,6.892875546136933e-07,4.1362545437209226e-07,5.955367976189954e-07,5.552776681819776e-07,5.56686712622669e-07,5.181322432343376e-07,5.313326960513413e-07,4.4651744832147226e-07,4.879259253071768e-07,3.5026057768878876e-09,2.5823324790745354e-08,1.2320439236870856e-08,2.1324449951987497e-09,2.9183841224203554e-07,1.2665345331413735e-07,2.1021915111127962e-07,1.225278529687934e-07,1.7912835682233373e-08,1.0212632750403601e-10,4.4234464410728883e-08,3.156217623862682e-14,3.0927923808897463e-10,2.0638968923267674e-14,1.5544777476564906e-14,2.0587734109363358e-14,5.826306946945982e-16,1.0292380087858552e-15,1.252677641473937e-09,1.2768277008418191e-09,4.129776421759815e-15,8.005838971766515e-09,2.481527392711215e-16,5.513606912271111e-15,3.906432043391923e-09,3.338969856020915e-16,2.096601441383107e-18,1.4011546737051681e-12,2.177211936859888e-19,1.734612251368537e-14,3.718299250359631e-19,6.960456982742818e-22,5.4725005814299894e-24,1.2089470956210976e-20,2.229470489154375e-22,8.603920048725884e-15,3.373251068798329e-22,7.631510679643865e-21,6.212604850696604e-24,1.4067791955229183e-22,6.302936316445771e-18,7.351726907382409e-24,8.90534676121784e-18,9.514011568056774e-23,1.327434644353155e-12,1.4756981231434968e-15,2.6515755287997582e-24,5.999603332765514e-23,1.0200400100157832e-15,1.539112006230993e-13,6.525198848068333e-20,4.9715872269211356e-20,1.27559387293675e-22,6.660072870109955e-20,7.187554591265443e-24,6.321034148229276e-20,6.66318113857363e-16,3.5606897540118075e-24,8.058620203008275e-23,3.2431907539122007e-16,3.403465064996341e-12
1.5227431780656054e-08,0.11224589847554947,0.9,0.0,0.0,0.0,0.0,0.09999590492206599,1.1029652286708867e-06,8.280145007284124e-07,6.867553832398776e-07,7.452352387420932e-07,4.363505748692611e-07,6.440458081991504e-07,5.969978613835768e-07,5.989466049485281e-07,5.593645787224253e-07,5.748749580735389e-07,4.801767183102652e-07,5.282921995822047e-07,3.728069169709299e-09,2.7498063843839646e-08,1.3004680080579532e-08,2.2506155762038853e-09,3.364211187518808e-07,1.4547792547779037e-07,2.437559703095801e-07,1.4145581265036728e-07,2.090293570367859e-08,1.0980762692096402e-10,5.142948779204573e-08,3.419514663083582e-14,3.578092093072368e-10,2.2314105686745046e-14,1.683074568487872e-14,2.2264618283465286e-14,6.798840788077601e-16,1.1861264404406745e-15,1.559074188873892e-09,1.59367649064785e-09,4.4649797548487054e-15,9.341731293827043e-09,2.8955972788347975e-16,5.9697497566842e-15,4.562112961482175e-09,3.8993920463724515e-16,2.420485350680768e-18,1.8507509207150684e-12,2.5313752024053943e-19,2.3841952222761447e-14,4.270965919004943e-19,8.159121933061504e-22,6.908965453325836e-24,1.51217747706405e-20,3.003577543426926e-22,1.2280688326625767e-14,4.249119190785655e-22,9.497065041394632e-21,8.428842553014407e-24,1.8855964588382255e-22,7.884294284207005e-18,9.28927484184409e-24,1.3086888316185141e-17,1.2815768556086674e-22,1.7629162666367318e-12,1.7036711100662763e-15,3.5972928376797225e-24,8.041238306633074e-23,1.1785456600748124e-15,1.7782772140635506e-13,8.791358005204706e-20,6.696039910667736e-20,1.719979112507628e-22,8.980950644308363e-20,9.074668830663598e-24,7.297500127444575e-20,7.692541603796808e-16,4.834718219529185e-24,1.0810016428054073e-22,3.700327292438831e-16,4.182396055505628e-12
1.634991950182845e-08,0.11224594198571003,0.9,0.0,0.0,0.0,0.0,0.0999956027898684,1.1884528793821211e-06,8.765934041711968e-07,7.345249954999116e-07,8.012812234269535e-07,4.5792456798860345e-07,6.927005226130696e-07,6.383242381512781e-07,6.409141429760364e-07,6.005967320749721e-07,6.186200083336335e-07,5.135700617744096e-07,5.688719811548508e-07,3.9467920511812425e-09,2.9122734486885497e-08,1.365426113017519e-08,2.362800308387342e-09,3.8362485943368583e-07,1.6529127924790423e-07,2.795936958914029e-07,1.615462037957982e-07,2.412741644011472e-08,1.1741643812113193e-10,5.914357608239048e-08,3.684538972469495e-14,4.092782987664493e-10,2.3992174257380316e-14,1.8123507101552294e-14,2.3946527866455156e-14,7.847601937401147e-16,1.3522365916279356e-15,1.9092044072035567e-09,1.956856818459159e-09,4.800772043283068e-15,1.0781904624657327e-08,3.3419875819019133e-16,6.428305254835792e-15,5.270022406023737e-09,4.504451882211951e-16,2.7642607112041934e-18,2.4013671201684185e-12,2.9110936270758653e-19,3.2165512107962724e-14,4.852668030451835e-19,9.460497445052655e-22,8.580874284736084e-24,1.8608351887278102e-20,3.959363760159582e-22,1.7115883213707825e-14,5.2651927351914845e-22,1.1626854673362056e-20,1.118836671130215e-23,2.4728910000076726e-22,9.702620608643543e-18,1.1547252023873046e-23,1.871459676255802e-17,1.6891444586335165e-22,2.2971946816410657e-12,1.945645284733023e-15,4.774623409015434e-24,1.0544930725784614e-22,1.3468471030844831e-15,2.0322230571628096e-13,1.158948575297232e-19,8.824504456305853e-20,2.2692335553430974e-22,1.1849674884549844e-19,1.1271578128547252e-23,8.333934259647388e-20,8.785121265839513e-16,6.4226286631945085e-24,1.418814082832155e-22,4.1827007496072284e-16,5.066801437003309e-12
1.7472407223000845e-08,0.11224598606284825,0.9,0.0,0.0,0.0,0.0,0.09999530060681705,1.2744943715618245e-06,9.237199736341283e-07,7.819200921639571e-07,8.574150650387151e-07,4.784057368616519e-07,7.41497250230754e-07,6.792525889277094e-07,6.825910887515013e-07,6.418287029755061e-07,6.625708974879982e-07,5.466995790276993e-07,6.096624617329876e-07,4.1589759074728e-09,3.069883335567684e-08,1.4270937865982743e-08,2.469302368266658e-09,4.3335731773551753e-07,1.8604342313590823e-07,3.1769993520560906e-07,1.8276426545011102e-07,2.7586971446717555e-08,1.2495198521130625e-10,6.737178093250856e-08,3.9512785128359506e-14,4.635828198396248e-10,2.567286187387083e-14,1.9422972168721797e-14,2.5633335196661474e-14,8.972815181290911e-16,1.5272435326775772e-15,2.3053110897888223e-09,2.3689674628829753e-09,5.137090715394921e-15,1.2326530104037056e-08,3.820751010995888e-16,6.8892416727528875e-15,6.03043390510079e-09,5.154382690201514e-16,3.1273327550720618e-18,3.0668672722863588e-12,3.3161241135846167e-19,4.267986165175105e-14,5.461935069355136e-19,1.0866211424093019e-21,1.0507154490863114e-23,2.2577000704193124e-20,5.121760593650286e-22,2.3359555843049644e-14,6.431918113013037e-22,1.4034030500574703e-20,1.4572369455830863e-23,3.1824560955045284e-22,1.1772420160794977e-17,1.4152167791856024e-23,2.6136997503344187e-17,2.184678959556384e-22,2.9436908150578743e-12,2.201201960391675e-15,6.2180577668499194e-24,1.3569171348911766e-22,1.5246514092291474e-15,2.300507540808658e-13,1.499259800343229e-19,1.1412161413049503e-19,2.937914293177777e-22,1.5342313231274646e-19,1.38034026099971e-23,9.42854327759509e-20,9.939029639360898e-16,8.37180668952838e-24,1.8273673143049864e-22,4.689561415704143e-16,6.062262335853039e-12
1.859489494417324e-08,0.11224603069408685,0.9,0.0,0.0,0.0,0.0,0.09999499837050496,1.3610858515147953e-06,9.694376220124004e-07,8.289440030196015e-07,9.13626859098845e-07,4.978494314849006e-07,7.904323438756928e-07,7.197791292068615e-07,7.239791976038323e-07,6.830604911083808e-07,7.067305620733831e-07,5.795673537942501e-07,6.506608110800972e-07,4.364816201899584e-09,3.222781234873764e-08,1.4856376845687187e-08,2.5704095762565493e-09,4.855297888925726e-07,2.0768680285879654e-07,3.5804320570859174e-07,2.0507627573273598e-07,3.1282276535519e-08,1.324135705920346e-10,7.610910398417493e-08,4.219721315061277e-14,5.206231460962627e-10,2.735587192293876e-14,2.0729050630821948e-14,2.7324914116700406e-14,1.0174699529824574e-15,1.71083504677184e-15,2.7495283070531784e-09,2.8325158563030356e-09,5.47387642977072e-15,1.3975759942633478e-08,4.331934406269632e-16,7.352527028488491e-15,6.843617350355263e-09,5.849414684363998e-16,3.509124488067817e-18,3.861883125208706e-12,3.746221063929649e-19,5.5792005967633996e-14,6.097370976687162e-19,1.2377903494675347e-21,1.2706942177596388e-23,2.7054833296979635e-20,6.516930687840006e-22,3.1293344524739876e-14,7.75972828079669e-22,1.6731097377282545e-20,1.8667360283257893e-23,4.0285722748206185e-22,1.410783969584396e-17,1.7130950916055055e-23,3.57553169016567e-17,2.7792630420688207e-22,3.716513311348675e-12,2.4699349656738345e-15,7.964302643525919e-24,1.7174429957938688e-22,1.7116744049512317e-15,2.5827018823871957e-13,1.907731730358868e-19,1.4516839347064742e-19,3.741331093667287e-22,1.9538867611965107e-19,1.6695592115336485e-23,1.057958751838634e-19,1.1152432749404636e-15,1.0732842626204095e-23,2.315034360264383e-22,5.220181899164101e-16,7.174194082914202e-12
