Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011)
9.999999999999997e-07,0.11233224994246466,0.9,0.0,0.0,0.0,0.0,0.09969394288764492,0.00012836439605355557,2.4499016578915077e-06,1.4050548872208506e-05,2.6567034555483354e-05,8.602758152517759e-07,2.8340123626708246e-05,3.4682492256000274e-06,6.2868079254375666e-06,3.7025676739815735e-05,0.0001227459933703429,4.695062513734541e-06,3.103023288546475e-05,1.1030496508911564e-08,8.174062924685881e-08,2.57691491355556e-08,4.46203369670444e-09,7.315079785772012e-05,3.337479537197687e-05,0.00029814321235090147,4.941892577399653e-05,7.233092402002883e-05,6.396685256981382e-10,3.5937170149630664e-05,3.964647181803717e-12,8.081274258560073e-08,7.924766657873936e-13,9.848532359881738e-13,9.760174398658012e-13,2.343738768197699e-12,2.564748889823683e-13,8.336467557397541e-06,3.764753251420119e-05,1.5917352797339553e-13,2.7481118667459516e-05,8.48599503498617e-13,3.5064523632755605e-13,2.0577983206597396e-05,1.752234467778412e-12,8.456361787970442e-16,3.7526273565415043e-06,1.769071493316829e-16,1.0764087629861568e-06,9.798830929882206e-17,2.025958736276737e-17,4.33635142646488e-18,6.145509303393239e-16,3.629109846211025e-16,6.71425628023368e-07,3.4528987562576805e-17,2.5337531748043284e-16,2.0365113829414517e-17,1.4957455442309249e-16,3.206372484885203e-13,8.93970147228412e-18,1.1815718094919047e-08,1.3153326016320538e-16,1.6936051161132639e-06,5.952298818668305e-13,7.388988610046089e-18,5.422782601002814e-17,4.1556496086760226e-13,6.270358054654881e-11,1.0629701223472765e-13,6.863015554880187e-14,2.711308950588957e-16,1.4170118627598355e-13,6.699647425206883e-18,2.5494506898869355e-17,2.6876259173665485e-13,1.522685307465967e-17,1.117778364737997e-16,1.1152521832486256e-13,1.0818657443311745e-07
1.0108248741753364e-06,0.11233224994246466,0.9,0.0,0.0,0.0,0.0,0.0996903303611487,0.00012979760490782716,2.4498809656774425e-06,1.4126396790947606e-05,2.6678149337838476e-05,8.602535476049387e-07,2.8497730583708336e-05,3.4681654378103687e-06,6.287053161342617e-06,3.7432112737715956e-05,0.00012472130511789167,4.69522875567062e-06,3.1216192637402944e-05,1.1030403370962471e-08,8.173993885913877e-08,2.576848212623764e-08,4.462032300333696e-09,7.353476081929011e-05,3.374347234098503e-05,0.00030280973935250795,4.997216835933403e-05,7.361211021299564e-05,6.396732144823028e-10,3.63550973639923e-05,4.008726749525567e-12,8.123348979488973e-08,7.957541535797136e-13,9.907092671702713e-13,9.813997113796875e-13,2.3851421674282937e-12,2.5780955223424036e-13,8.397480803277435e-06,3.836131895298678e-05,1.598392767551451e-13,2.7947861294500644e-05,8.629721040596916e-13,3.5274661942645977e-13,2.0964247819750087e-05,1.7850422823483635e-12,8.551028176598568e-16,3.865536428686882e-06,1.7896413542630943e-16,1.1158773601702013e-06,9.90706682322705e-17,2.0815246770017563e-17,4.480923340475189e-18,6.283627578031319e-16,3.7347008814084734e-16,6.956774901504778e-07,3.5320181538211865e-17,2.5903181699212135e-16,2.096665176851295e-17,1.5390391992023037e-16,3.278434924340418e-13,9.253975900428314e-18,1.2385321237105178e-08,1.352633696902092e-16,1.7364830951880784e-06,6.018934563024372e-13,7.601795016126486e-18,5.575747198335597e-17,4.202175596497016e-13,6.34055998024069e-11,1.0938979453092235e-13,7.05764171792024e-14,2.79309681832362e-16,1.459756845127035e-13,6.927971205806512e-18,2.5779916722907494e-17,2.7177137807299753e-13,1.5692914890584547e-17,1.1513275181458867e-16,1.1275603628239211e-13,1.1061438362245717e-07
1.0355961563806652e-06,0.11233489306660718,0.9,0.0,0.0,0.0,0.0,0.09968205038375098,0.0001330703428026532,2.4498335091657077e-06,1.4295645725782385e-05,2.6924958969071458e-05,8.602025004863298e-07,2.8850897316324817e-05,3.4679735202696137e-06,6.287495318780405e-06,3.8362573968705216e-05,0.00012927119318597286,4.6955287643863986e-06,3.163306658882274e-05,1.1030189763832687e-08,8.173835550072226e-08,2.576695305202472e-08,4.46202872879706e-09,7.438372975343998e-05,3.4587087761892533e-05,0.0003135535492210083,5.1237996182465895e-05,7.656758392153298e-05,6.396839530646284e-10,3.7311421701896394e-05,4.109365398833776e-12,8.216335004530837e-08,8.030303765077019e-13,1.0038326049388786e-12,9.934561061032228e-13,2.480639500324751e-12,2.6075921039735827e-13,8.533001999821605e-06,4.000852467097792e-05,1.613180495128906e-13,2.9022374901901198e-05,8.96055345040751e-13,3.5745738260920237e-13,2.18566372918703e-05,1.8608281930456196e-12,8.767626228894262e-16,4.130864381591516e-06,1.8367102436179346e-16,1.209604277973794e-06,1.0154734244914466e-16,2.2118061069309755e-17,4.822839117588951e-18,6.605090833629356e-16,3.982953644633527e-16,7.532015473693689e-07,3.716240319246684e-17,2.721959850329804e-16,2.2381594571315548e-17,1.6408140381208406e-16,3.446156596980555e-13,9.999615856655185e-18,1.3765595387404088e-08,1.440185060752421e-16,1.8363627764200538e-06,6.171398204574563e-13,8.101525254732924e-18,5.934736615058305e-17,4.3086277957008476e-13,6.501183101144785e-11,1.166611677226533e-13,7.514459043155143e-14,2.9856844954525277e-16,1.56040940073808e-13,7.468831152705425e-18,2.643293893384638e-17,2.7865552900307564e-13,1.6790898898194494e-17,1.2303167920456272e-16,1.1557075287670929e-13,1.162703209810737e-07
1.060367438585994e-06,0.11233754814538247,0.9,0.0,0.0,0.0,0.0,0.09967375278697128,0.00013633335493235243,2.4497858143595014e-06,1.445892999985034e-05,2.7161723549913916e-05,8.60151319988885e-07,2.9193729381098203e-05,3.4677813133443095e-06,6.287793474781291e-06,3.929355274083188e-05,0.00013386099168707753,4.695731451410243e-06,3.20381486983817e-05,1.1029975083797726e-08,8.173676420477719e-08,2.5765419983699983e-08,4.462024425539369e-09,7.519211086450771e-05,3.543062972438515e-05,0.00032438532552631516,5.2503553734334415e-05,7.95550044677172e-05,6.39694665862188e-10,3.826768135654073e-05,4.209681020006229e-12,8.30481385291205e-08,8.100052455471954e-13,1.0165786813611521e-12,1.0051538010468041e-12,2.5771506075600682e-12,2.6356592867606125e-13,8.662901582902174e-06,4.1674199707104045e-05,1.6273664068119366e-13,3.0105490166133025e-05,9.293967995913e-13,3.620348991501189e-13,2.276053853571799e-05,1.937577351021605e-12,8.984177831363764e-16,4.405854643555291e-06,1.8837756586794915e-16,1.3081341504551697e-06,1.0402379379850748e-16,2.3464424952330434e-17,5.180331423013025e-18,6.934034112210773e-16,4.2404714003185847e-16,8.135755665739421e-07,3.904853313842008e-17,2.856650913252823e-16,2.3850290471440258e-17,1.7463710973902065e-16,3.617780946426873e-13,1.0782625484513929e-17,1.5257229346424593e-08,1.5307961495071494e-16,1.9386425778615965e-06,6.323829293087335e-13,8.619054598029164e-18,6.30621561005654e-17,4.4150572659722524e-13,6.661771926918408e-11,1.242039153382476e-13,7.98724113556183e-14,3.1858808635988163e-16,1.6650385222452012e-13,8.035579808556288e-18,2.708582171576125e-17,2.8553821007436923e-13,1.7933011292569427e-17,1.3124136868930474e-16,1.1838293038774552e-13,1.22065640569942e-07
1.0851387207913228e-06,0.11234021463854021,0.9,0.0,0.0,0.0,0.0,0.09966543846578356,0.00013958662321120899,2.449737772216376e-06,1.4616313315432029e-05,2.7388847336302295e-05,8.600999975376034e-07,2.9526346769031724e-05,3.467588768506025e-06,6.287970604592523e-06,4.022502331674297e-05,0.0001384890702499045,4.695852291063161e-06,3.2431769630918805e-05,1.1029758839853434e-08,8.173516133254797e-08,2.5763882664336295e-08,4.462019143935734e-09,7.596079058721883e-05,3.627409809869006e-05,0.0003353018915526774,5.376884091792679e-05,8.25731943008064e-05,6.397053069441008e-10,3.9223876208220156e-05,4.3096731265247664e-12,8.388884915258283e-08,8.166909164205765e-13,1.028958110885095e-12,1.0164970454302327e-12,2.6746369713798027e-12,2.6623285975358165e-13,8.787284902331108e-06,4.335745227008679e-05,1.6409747233055413e-13,3.119678574217909e-05,9.629833618975432e-13,3.6648290563421344e-13,2.3675611448419226e-05,2.015260456271732e-12,9.200682971864263e-16,4.69048602765984e-06,1.9308375999506219e-16,1.4115356282053096e-06,1.0650002205810353e-16,2.4854369326495595e-17,5.553577620521453e-18,7.270417525314702e-16,4.507309820659578e-16,8.768324623821866e-07,4.0978348856889633e-17,2.9943757345584445e-16,2.5373086825950147e-17,1.8557332935884326e-16,3.793287160974838e-13,1.1603642616105515e-17,1.686578370739954e-08,1.6244755584595785e-16,2.043261828026167e-06,6.47622781687783e-13,9.154441030145854e-18,6.690220107578158e-17,4.5214639991452043e-13,6.822326445240041e-11,1.3201966805125628e-13,8.476032843190013e-14,3.393751143498419e-16,1.7736782965662862e-13,8.628592373168552e-18,2.773856501860463e-17,2.9241942075927537e-13,1.9119650281552726e-17,1.3976449662586427e-16,1.211926068737796e-13,1.280002174167978e-07
1.1099100029966516e-06,0.11234289201908197,0.9,0.0,0.0,0.0,0.0,0.0996571082951454,0.00014283014359846777,2.449689278512456e-06,1.4767866222746489e-05,2.7606718316647903e-05,8.600485250545983e-07,2.984886983793591e-05,3.467395837361365e-06,6.288046024972719e-06,4.1156959514254506e-05,0.00014315384402310017,4.69590428979692e-06,3.2814250774398705e-05,1.1029540562692989e-08,8.17335434060546e-08,2.5762340851898088e-08,4.462012648571331e-09,7.669065553080158e-05,3.71174927648206e-05,0.0003463001241753428,5.503385766496965e-05,8.56209934535479e-05,6.397158319506498e-10,4.018000613396965e-05,4.409341670325374e-12,8.468647569593724e-08,8.230990552456347e-13,1.0409812101173232e-12,1.0274901002046872e-12,2.7730606627584122e-12,2.687631558926542e-13,8.906259108793807e-06,4.505741035580869e-05,1.6540286906517896e-13,3.2295857821370484e-05,9.96802474105362e-13,3.708050338153026e-13,2.4601525069078576e-05,2.0938490013687317e-12,9.417141643171e-16,4.984729506375825e-06,1.977896067773088e-16,1.5198722945900308e-06,1.0897602703439917e-16,2.6287905415355813e-17,5.942743488880922e-18,7.614201867828906e-16,4.783519453900219e-16,9.43002053824459e-07,4.295163157677291e-17,3.135118966765474e-16,2.6950301097394932e-17,1.9689214747709226e-16,3.9726547854522794e-13,1.2463279513964313e-17,1.8596908763276455e-08,1.7212307386999687e-16,2.1501585274561537e-06,6.628593767722744e-13,9.70773571426369e-18,7.086781448151118e-17,4.627847989470865e-13,6.982846647435405e-11,1.4010990645258614e-13,8.980873043923554e-14,3.609357253100123e-16,1.8863610844566467e-13,9.248223025198167e-18,2.839116880715525e-17,2.992991606864889e-13,2.0351194708441087e-17,1.4860360670797466e-16,1.2399982076666807e-13,1.3407392844511943e-07
1.1346812852019804e-06,0.11234557977297334,0.9,0.0,0.0,0.0,0.0,0.0996487631300121,0.0001460639247261941,2.4496402337980685e-06,1.4913665276750582e-05,2.7815708865884506e-05,8.599968949534228e-07,3.0161420147415754e-05,3.4672024722269757e-06,6.288035971006375e-06,4.2089334802068424e-05,0.00014785377274895755,4.695898376283362e-06,3.318590450000713e-05,1.1029319804507115e-08,8.173190710661293e-08,2.5760794319071414e-08,4.462004715127375e-09,7.738259170276312e-05,3.7960813612288655e-05,0.00035737695397433785,5.629860393478925e-05,8.869725962757063e-05,6.397261981846884e-10,4.113607100746771e-05,4.5086869990172696e-12,8.544201094643317e-08,8.29240858216564e-13,1.0526580061380595e-12,1.0381372667112101e-12,2.872384343936716e-12,2.7115996618519293e-13,9.019932770841814e-06,4.6773221734385045e-05,1.666550619416643e-13,3.3402319439403e-05,1.0308421046879644e-12,3.750048135551324e-13,2.553795732417691e-05,2.173315249456936e-12,9.633553842778428e-16,5.288548615290805e-06,2.0249510623173635e-16,1.6332026891681987e-06,1.1145180856160075e-16,2.776502589371005e-17,6.347983535733317e-18,7.965348629657233e-16,5.069145846508383e-16,1.0121111214144103e-06,4.4968166355478275e-17,3.278865543393084e-16,2.8582221550071534e-17,2.0859544693541916e-16,4.1558637273091976e-13,1.3362123086657377e-17,2.0456339676412646e-08,1.821068068205877e-16,2.25926953342617e-06,6.780927140723023e-13,1.0278983409851837e-17,7.495926673323197e-17,4.734209233521739e-13,7.143332528332831e-11,1.4847596462914114e-13,9.501795016413027e-14,3.8327579267450915e-16,2.0031175827968283e-13,9.894805008711166e-18,2.904363306043014e-17,3.0617742963480454e-13,2.162800474330235e-17,1.577611147340343e-16,1.268046107863291e-13,1.4028665249016455e-07
1.1594525674073092e-06,0.11234827739895914,0.9,0.0,0.0,0.0,0.0,0.09964040380536805,0.00014928798669195897,2.4495905433499943e-06,1.5053792272945142e-05,2.8016176372932403e-05,8.599451001328213e-07,3.0464121076707066e-05,3.467008626514489e-06,6.2879540789677346e-06,4.30221223899464e-05,0.00015258735985367104,4.695843727679757e-06,3.3547034414942944e-05,1.1029096138769082e-08,8.173024927324208e-08,2.5759242853076862e-08,4.461995130254308e-09,7.803748374541135e-05,3.880406053981887e-05,0.0003685293654393627,5.7563079713184354e-05,9.180086834618967e-05,6.397363646662788e-10,4.209207069906138e-05,4.60770981822028e-12,8.615644584642834e-08,8.351270704861648e-13,1.0639982445848479e-12,1.048442907847684e-12,2.9725712731267554e-12,2.7342643384992357e-13,9.128415543550954e-06,4.8504053920112944e-05,1.678561922284083e-13,3.4515799809182185e-05,1.0650907275875951e-12,3.7908567567996945e-13,2.6484594780272362e-05,2.2536322128683672e-12,9.849919572703617e-16,5.6018998496890455e-06,2.0720025835785123e-16,1.751580343192128e-06,1.139273665006807e-16,2.928570598200705e-17,6.769441318815665e-18,8.323820005558813e-16,5.364229669223348e-16,1.0841834698974824e-06,4.702774214721625e-17,3.425600682627197e-16,3.0269107968339216e-17,2.2068491366141166e-16,4.3428942617501226e-13,1.4300735145646593e-17,2.2449891617319545e-08,1.9239929191281662e-16,2.370530739944493e-06,6.933227934168126e-13,1.0868222867680646e-17,7.91767879515677e-17,4.840547730096865e-13,7.303784086120218e-11,1.5711903385573365e-13,1.0038826791156928e-13,4.064008830182642e-16,2.1239768847041919e-13,1.0568650765426092e-17,2.9695957771103065e-17,3.1305422752698647e-13,2.295042255008692e-17,1.6723931320872536e-16,1.2960701586504276e-13,1.4663827031095508e-07
1.184223849612638e-06,0.11235098440841648,0.9,0.0,0.0,0.0,0.0,0.0996320311362744,0.00015250235997042543,2.449540117119425e-06,1.5188333555823547e-05,2.8208463843931365e-05,8.598931339699102e-07,3.075709828372296e-05,3.466814255246418e-06,6.287811802585352e-06,4.395529531371965e-05,0.00015735315155224566,4.69574805088699e-06,3.3897935608319746e-05,1.1028869160000347e-08,8.172856690092894e-08,2.5757686255465392e-08,4.461983691432606e-09,7.865621418705656e-05,3.964723345506544e-05,0.00037975439720304655,5.8827285011313843e-05,9.493071314003242e-05,6.397462922097515e-10,4.304800507570051e-05,4.706411157595603e-12,8.68307686586889e-08,8.407680043196515e-13,1.0750113975179938e-12,1.0584114637624408e-12,3.073585310260089e-12,2.755656935846851e-13,9.231817873794957e-06,5.024909412527447e-05,1.6900831501984576e-13,3.563594367669137e-05,1.0995373020754176e-12,3.830509547593312e-13,2.744113240347709e-05,2.3347736323160254e-12,1.0066238839292233e-15,5.924733053754673e-06,2.1190506313677015e-16,1.875053825965288e-06,1.164027007384134e-16,3.084990450364198e-17,7.207249772725978e-18,8.689578903521144e-16,5.668806846657494e-16,1.159239995675997e-06,4.913015186190454e-17,3.5753098904354257e-16,3.201119239580795e-17,2.331620418660286e-16,4.533727036103224e-13,1.527965269955134e-17,2.458345489097664e-08,2.0300097214200683e-16,2.4838772524626474e-06,7.085496149402039e-13,1.1475487203569806e-17,8.352057051064378e-17,4.946863480128276e-13,7.464201322203891e-11,1.6604016639116038e-13,1.0591991482502684e-13,4.3031626715393993e-16,2.248966537529636e-13,1.1270052111086692e-17,3.0348142944930756e-17,3.1992955442371923e-13,2.431877293045075e-17,1.7704037578290475e-16,1.3240707507875e-13,1.5312866459907334e-07
1.2089951318179668e-06,0.11235370032521487,0.9,0.0,0.0,0.0,0.0,0.0996236459179334,0.00015570708443551348,2.4494888696734816e-06,1.531737939345832e-05,2.839290048174407e-05,8.598409903127481e-07,3.104048002414174e-05,3.4666193154788716e-06,6.287618767983071e-06,4.488882651517462e-05,0.0001621497359676139,4.695617822278494e-06,3.423889489033233e-05,1.1028638483507224e-08,8.172685713867753e-08,2.5756124341895835e-08,4.461970206821514e-09,7.923966270977336e-05,4.049033227433145e-05,0.0003910491422933268,6.009121986460182e-05,9.808570575672573e-05,6.397559434819939e-10,4.400387400092952e-05,4.804792340310667e-12,8.746596415094901e-08,8.461735565352622e-13,1.0857066710726021e-12,1.0680474627272837e-12,3.1753909234958213e-12,2.775808689799255e-13,9.330250739507977e-06,5.2007549197935195e-05,1.7011340270851165e-13,3.676241069962756e-05,1.1341712533215933e-12,3.8690389180861116e-13,2.8407273325624728e-05,2.4167139566575195e-12,1.0282511653027562e-15,6.2569918019752345e-06,2.1660952053066463e-16,2.0036668015777783e-06,1.1887781118642158e-16,3.245756490788368e-17,7.66153153987809e-18,9.062588952292022e-16,5.982908690245114e-16,1.2372987584777011e-06,5.127519241845843e-17,3.7279789633820766e-16,3.380867989430715e-17,2.460281393800686e-16,4.728343073750089e-13,1.6299388282441516e-17,2.6862990061654563e-08,2.1391220230236937e-16,2.5992435568991836e-06,7.23773179069138e-13,1.2100804252116165e-17,8.79907714484944e-17,5.053156486588912e-13,7.624584241069639e-11,1.752402793723051e-13,1.1161307602684904e-13,4.550269308413887e-16,2.378112598829299e-13,1.1999280453793719e-17,3.100018860018796e-17,3.2680341051765256e-13,2.5733363945287558e-17,1.871663615387058e-16,1.3520482758488706e-13,1.5975771998441069e-07
1.2337664140232956e-06,0.1123564246855635,0.9,0.0,0.0,0.0,0.0,0.09961524892576847,0.00015890220849185463,2.449436720130412e-06,1.5441023413099506e-05,2.856980224183418e-05,8.597886634723213e-07,3.1314397339683364e-05,3.4664237664516964e-06,6.287383068384303e-06,4.582268891680018e-05,0.00016697574226385572,4.695458486524732e-06,3.457019102472985e-05,1.10284037450891e-08,8.172511728734739e-08,2.5754556941894942e-08,4.461954495096271e-09,7.978870543536071e-05,4.1333356922290916e-05,0.0004024107484052356,6.135488433166105e-05,0.00010126477639159023,6.397652830090279e-10,4.495967733505494e-05,4.902854955899412e-12,8.806301280151836e-08,8.513532252347355e-13,1.096093012898408e-12,1.077355527504303e-12,3.277953196392054e-12,2.7947506999905107e-13,9.423825422605044e-06,5.3778645543726146e-05,1.711733483155564e-13,3.7894874848867096e-05,1.1689824536775755e-12,3.906476369160714e-13,2.938272861714268e-05,2.499428323230789e-12,1.0498738028342805e-15,6.598613772328414e-06,2.2131363048308013e-16,2.1374580957078493e-06,1.2135269778023413e-16,3.410861625588242e-17,8.132399304035623e-18,9.442814507716751e-16,6.306562033706776e-16,1.3183750569780995e-06,5.346266479028738e-17,3.8835939909975063e-16,3.5661749317687433e-17,2.5928433309580293e-16,4.926723777432306e-13,1.736043031258898e-17,2.9294523085457348e-08,2.2513325467585235e-16,2.7165636826256945e-06,7.389934865095761e-13,1.2744196901184339e-17,9.25875147453266e-17,5.159426754402086e-13,7.78493285014613e-11,1.8472015878192807e-13,1.174678935865566e-13,4.805375851214203e-16,2.511439690372769e-13,1.2756587050116855e-17,3.1652094767112187e-17,3.3367579612754714e-13,2.7194487514530766e-17,1.9761921912456882e-16,1.3800031256672332e-13,1.6652532303787807e-07
1.2585376962286244e-06,0.11235915703785428,0.9,0.0,0.0,0.0,0.0,0.09960684091552052,0.00016208778830083636,2.4493835920901285e-06,1.555936209343932e-05,2.8739472365355378e-05,8.59736148214032e-07,3.157898413703167e-05,3.4662275695789795e-06,6.2871115074773385e-06,4.6756855491532985e-05,0.000171829839792905,4.695274620604609e-06,3.489209495471515e-05,1.1028164600725632e-08,8.17233447973366e-08,2.5752983898602404e-08,4.461936385274805e-09,8.030421423089378e-05,4.217630733171416e-05,0.00041383641817382006,6.261827849323484e-05,0.00010446687392819439,6.397742771517468e-10,4.591541493541343e-05,5.00060083606293e-12,8.862289002745277e-08,8.563161258487245e-13,1.106179119391117e-12,1.0863403779472298e-12,3.381237835380652e-12,2.8125139053043386e-13,9.512653310796686e-06,5.5561629031988924e-05,1.7218996868472397e-13,3.903302383217466e-05,1.2039612046524846e-12,3.942852517955505e-13,3.0367217066466295e-05,2.5828925387484885e-12,1.0714917983436576e-15,6.949531110969853e-06,2.260173929197626e-16,2.276461771868172e-06,1.2382736047835686e-16,3.580297416934957e-17,8.61995612507044e-18,9.830220657725425e-16,6.63978937036147e-16,1.402481507895099e-06,5.569237404216187e-17,4.042141357633673e-16,3.757055409665849e-17,2.7293157448635806e-16,5.128850931853589e-13,1.8463243478441422e-17,3.1884140462034954e-08,2.3666432440611163e-16,2.8357713590460587e-06,7.54210538234032e-13,1.3405683408013007e-17,9.731089347562557e-17,5.265674290352483e-13,7.945247159670611e-11,1.944804634705762e-13,1.2348446932485014e-13,5.06852676286104e-16,2.648971050251672e-13,1.3542203295685324e-17,3.230386148735772e-17,3.405467116925196e-13,2.870241999590747e-17,2.0840079074509761e-16,1.4079356918332363e-13,1.7343136227135085e-07
1.2833089784339532e-06,0.1123618969425098,0.9,0.0,0.0,0.0,0.0,0.09959842262335943,0.00016526388708036692,2.449329413560895e-06,1.5672494308781822e-05,2.89022018907541e-05,8.596834397487232e-07,3.183437718522262e-05,3.4660306884585462e-06,6.286809803936296e-06,4.769129932773125e-05,0.0001767107372538177,4.695070071587726e-06,3.520487002248686e-05,1.1027920726246635e-08,8.17215372661361e-08,2.575140506850212e-08,4.461915716534554e-09,8.078705603513768e-05,4.301918344319612e-05,0.0004253234094224117,6.388140245115756e-05,0.00010769096617404404,6.397828940837972e-10,4.687108665662173e-05,5.0980320327627784e-12,8.914656543666603e-08,8.610710065362527e-13,1.115973442722067e-12,1.0950068307993075e-12,3.485211177067931e-12,2.829129060154363e-13,9.596845721520031e-06,5.7355764886938505e-05,1.7316500754759758e-13,4.017655853915021e-05,1.2390982195523654e-12,3.97819712267337e-13,3.1360464965713777e-05,2.6670830607273573e-12,1.0931051540091704e-15,7.3096707882240055e-06,2.307208077494106e-16,2.4207072162584576e-06,1.2630179926135566e-16,3.754054174430215e-17,9.124295773880082e-18,1.0224773226232937e-15,6.982608991922781e-16,1.4896281279544689e-06,5.796412936023586e-17,4.203607743906264e-16,3.953522303280952e-17,2.8697064518768223e-16,5.334706705714672e-13,1.9608269148948367e-17,3.463798441804137e-08,2.48505534574005e-16,2.956800165441863e-06,7.694243354690531e-13,1.4085277697925402e-17,1.0216097184067488e-16,5.371899102998754e-13,8.105527182557018e-11,2.0452172922196305e-13,1.296628674618788e-13,5.339763954990087e-16,2.790728583158714e-13,1.435634104807389e-17,3.2955488813459437e-17,3.4741615776638963e-13,3.0257422743505534e-17,2.195128160111015e-16,1.4358463652388097e-13,1.8047572813524946e-07
1.308080260639282e-06,0.1123646439718363,0.9,0.0,0.0,0.0,0.0,0.09958999476601027,0.0001684305744645561,2.449274116881831e-06,1.5780520919796527e-05,2.9058270144970953e-05,8.596305337232585e-07,3.208071605218489e-05,3.4658330889282707e-06,6.286482765435677e-06,4.862599368956934e-05,0.00018161718186388874,4.694848073866739e-06,3.5508772182647474e-05,1.1027671816983135e-08,8.171969243574467e-08,2.574982032114007e-08,4.46189233802002e-09,8.123809220702366e-05,4.38619852048883e-05,0.00043686903537150016,6.514425632733487e-05,0.00011093604008184635,6.397911037768165e-10,4.782669235078977e-05,5.195150798178726e-12,8.963500210528053e-08,8.656262629707544e-13,1.1254841976732227e-12,1.1033597974024325e-12,3.589840195052024e-12,2.8446267115656204e-13,9.676513743563831e-06,5.916033756444523e-05,1.741001384666129e-13,4.132519250657632e-05,1.2743846067563251e-12,4.012539106697282e-13,3.236220590238539e-05,2.751976979432754e-12,1.1147138723497506e-15,7.678954945675034e-06,2.3542387486426123e-16,2.570219230450498e-06,1.2877601413095434e-16,3.932121043119003e-17,9.645503066450748e-18,1.0626438776066044e-15,7.33503512834685e-16,1.5798224182021845e-06,6.027774407604638e-17,4.367980127765528e-16,4.1555861099443705e-17,3.014021626253067e-16,5.544273653240591e-13,2.0795925805482855e-17,3.756224813363374e-08,2.606569409895154e-16,3.0795836738557816e-06,7.846348796829368e-13,1.4782989646524347e-17,1.0713778708746961e-16,5.478101202587729e-13,8.265772934266545e-11,2.148443728491593e-13,1.3600311711754857e-13,5.619126880776113e-16,2.936732908901079e-13,1.5199192979443672e-17,3.36069768083067e-17,3.542841350121337e-13,3.1859742646895963e-17,2.3095693565471917e-16,1.4637355356560892e-13,1.876583130140283e-07
1.3328515428446108e-06,0.11236739770987313,0.9,0.0,0.0,0.0,0.0,0.09958155804089333,0.00017158792591773477,2.449217638641015e-06,1.5883544405780856e-05,2.920794521495794e-05,8.595774262106723e-07,3.231814299183328e-05,3.465634739095727e-06,6.286134435644103e-06,4.9560912072983314e-05,0.00018654795854122316,4.694611348156761e-06,3.580405020965e-05,1.10274175873986e-08,8.171780818993692e-08,2.5748229538829342e-08,4.461866108641647e-09,8.165817789726163e-05,4.470471257223429e-05,0.00044847066480536546,6.64068402627451e-05,0.00011420110195281786,6.397988779795833e-10,4.878223186774572e-05,5.291959566358716e-12,9.008915588137537e-08,8.699899525341983e-13,1.134719368282919e-12,1.1114042797102267e-12,3.6950925061444826e-12,2.8590371770940053e-13,9.751768094681868e-06,6.09746506149034e-05,1.7499696766013656e-13,4.247865140362452e-05,1.3098118536128007e-12,4.045906582032263e-13,3.337218055693579e-05,2.837552000325852e-12,1.1363179562075797e-15,8.057301234138248e-06,2.401265941407524e-16,2.7250181312718573e-06,1.312500051091471e-16,4.1144860880684026e-17,1.0183654196053183e-17,1.1035184610731501e-15,7.697078088128098e-16,1.673069450263219e-06,6.263303568339607e-17,4.535245785117792e-16,4.3632550245684094e-17,3.1622658566126195e-16,5.757534715103295e-13,2.2026609492662235e-17,4.0663171021443456e-08,2.7311853671310647e-16,3.2040555848738756e-06,7.99842172573703e-13,1.54988253461036e-17,1.1224135131923295e-16,5.584280600970456e-13,8.425984432680947e-11,2.254486963038988e-13,1.4250521467065476e-13,5.906652624486963e-16,3.0870034092047577e-13,1.6070932955664058e-17,3.4258325544628177e-17,3.611506441964545e-13,3.3509612651383526e-17,2.427346951139531e-16,1.4916035913490136e-13,1.9497901121969237e-07
