Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63)
1.8093305518286625e-11,0.11224537254598961,0.9,0.0,0.0,0.0,0.0,0.09999999513642904,1.24569253921248e-09,1.235750620734903e-09,8.605926201350837e-10,8.606895823915712e-10,7.432741006558045e-10,7.454596546141532e-10,7.453697535104881e-10,7.453721941856365e-10,6.64659249209098e-10,6.646882387939971e-10,6.017557372377028e-10,6.018263785685932e-10,5.559535661724813e-12,3.9890862368715586e-12,1.7196367073036177e-12,3.6771232858522906e-13,2.858696668161136e-13,1.730601668378856e-14,3.7449998531604064e-13,2.3465236951706736e-13,2.898750516436199e-14,6.009167712581885e-14,2.4113109870684663e-14,3.860137418417436e-17,1.954978812520054e-17,2.5759046747003193e-17,1.9163872201303512e-17,2.5756411774333867e-17,9.41834627170523e-22,2.1249970682707743e-18,9.81860194263701e-15,1.531433301994957e-18,5.155681216353449e-18,1.2917244829903758e-14,3.999812656311599e-22,6.797000109375065e-18,6.253102077760062e-15,5.32935803047041e-22,4.0152438591976795e-24,3.6286625498270333e-19,1.1875915980544528e-25,1.4881773265388303e-23,5.0896812846363824e-26,1.065456150102098e-27,1.1045796080441043e-32,2.3997990254976402e-29,6.103703665311186e-34,2.512368004910957e-24,2.255810567573761e-31,1.2778824827054688e-30,5.541100902384217e-36,3.142631532393814e-35,7.345620086360983e-27,1.4721058498393372e-32,2.9926249361946153e-32,3.895702432059981e-34,2.421665061451796e-19,2.674453123350148e-21,2.3580108837108817e-36,1.3363497078582974e-35,1.4836719204553273e-22,2.2361666341223047e-20,1.0510261552710538e-31,3.1631642468236834e-31,2.4787826763847228e-34,6.650711710267548e-32,1.4549834170002913e-32,1.210531398403808e-25,1.2075888239741784e-21,3.141066564566998e-36,1.7790020323094386e-35,1.3714470227560595e-18
2.069256858044014e-11,0.11224537262443884,0.9,0.0,0.0,0.0,0.0,0.09999999443773415,1.4246603415697092e-09,1.4126237886750779e-09,9.84215308388893e-10,9.843421127549515e-10,8.497163675509367e-10,8.525557859158324e-10,8.52442072744912e-10,8.524447270502154e-10,7.601434140225932e-10,7.601797204220504e-10,6.881969416480486e-10,6.882893381868706e-10,6.355897315345395e-12,5.1663153095580775e-12,2.2316304539301194e-12,4.763115247871427e-13,3.7848518758097695e-13,2.5681827918278365e-14,4.897665647452457e-13,3.0687168653396593e-13,3.7913792059465394e-14,7.483489920973093e-14,3.472833381769836e-14,4.415015518355333e-17,2.424214425953154e-17,2.946166665407758e-17,2.1918603837466296e-17,2.9458888573904156e-17,1.2320315863845134e-21,2.125360481053066e-18,1.1229986237061175e-14,2.3047286862967817e-18,5.896529392467754e-18,1.6895794028602985e-14,5.2324648503261e-22,7.774039991838264e-18,8.179785772688591e-15,6.973988719467215e-22,5.25099770163377e-24,4.746078774472664e-19,1.7101230537289557e-25,2.2241874917158933e-23,7.549813774941387e-26,1.3935892265579532e-27,1.652359246501167e-32,3.636180617857868e-29,1.0479571239338793e-33,3.755202594596634e-24,3.7129936545181854e-31,2.1692875123109616e-30,1.0326679073315463e-35,6.041827816764728e-35,1.1789940224030688e-26,2.2023461663734238e-32,5.829804801421566e-32,6.536434838050755e-34,3.1673902331077306e-19,3.521932948571149e-21,4.394712391109336e-36,2.56927821778006e-35,2.1995298386343127e-22,3.315570391503614e-20,1.9204168765010157e-31,5.23608606907855e-31,4.33290031459136e-34,1.2472369413774432e-31,2.1764313147994372e-32,1.5830994993615989e-25,1.5902491729069092e-21,5.854889224389e-36,3.4218871362648083e-35,1.79490621344344e-18
2.3291831642593654e-11,0.11224537270289155,0.9,0.0,0.0,0.0,0.0,0.09999999373903926,1.6036314281224387e-09,1.5893464671572432e-09,1.1078357258258355e-09,1.1079963648791548e-09,9.560794480695332e-10,9.596529901542474e-10,9.595128226696676e-10,9.595155608593386e-10,8.556275778743573e-10,8.556719931136629e-10,7.746365584247046e-10,7.747536261803716e-10,7.151581297500126e-12,6.481814460530059e-12,2.805481538328574e-12,5.976967297519201e-13,4.854132778659583e-13,3.634402844704491e-14,6.204618352576145e-13,3.887403164663414e-13,4.803653322719252e-14,9.042808877259614e-14,4.7721452696894574e-14,4.9699037922014706e-17,2.973314241933089e-17,3.3164338060390265e-17,2.4673377753661134e-17,3.316140240963419e-17,1.5611459616218853e-21,2.1257742567993987e-18,1.264160321267528e-14,3.3114549625279326e-18,6.637387884304051e-18,2.1407724776237585e-14,6.630453662232064e-22,8.751094885073664e-18,1.036485347660991e-14,8.839479732944561e-22,6.651859412067116e-24,6.013280468838758e-19,2.349676053267106e-25,3.1704097830297015e-23,1.068113977432501e-25,1.765710038067609e-27,2.3566114545970296e-32,5.243619874914218e-29,1.699010793490881e-33,5.353080160962337e-24,5.73294599358462e-31,3.449164575568291e-30,1.795621991941206e-35,1.0812349052530902e-34,1.781622092814045e-26,3.1412313225526776e-32,1.0554963652745902e-31,1.0357272509378194e-33,4.0130750706839746e-19,4.4856553616538304e-21,7.641916526513428e-36,4.598122245864681e-35,3.1094335490422807e-22,4.687680193481261e-20,3.2570904907252114e-31,8.159095299333102e-31,7.137014497839665e-34,2.169205560732309e-31,3.1039373598494194e-32,2.0054470065990516e-25,2.0253962335045154e-21,1.0181648815968286e-35,6.124318391994245e-35,2.275582528311161e-18
2.589109470474717e-11,0.11224537278134766,0.9,0.0,0.0,0.0,0.0,0.09999999304034436,1.7826057988185162e-09,1.765922770400067e-09,1.2314538724875573e-09,1.2316523371205076e-09,1.062364933144079e-09,1.0667512672761554e-09,1.0665820214974973e-09,1.066584695636047e-09,9.511117407643911e-10,9.511650569136455e-10,8.610745875967828e-10,8.612192425221316e-10,7.946606135240857e-12,7.931461590708148e-12,3.439729216354503e-12,7.31493198640129e-13,6.070084704429996e-13,4.953881121827787e-14,7.665813460720711e-13,4.802502922205992e-13,5.935574026806138e-14,1.0673392208903603e-13,6.320892062248499e-14,5.524802239793279e-17,3.613681272520283e-17,3.6867060916714656e-17,2.7428193949024523e-17,3.686395327967776e-17,1.9291781293267063e-21,2.1262396432300863e-18,1.4053486475668484e-14,4.585223510396572e-18,7.378256682014185e-18,2.645304426988333e-14,8.193781319193745e-22,9.728164788775443e-18,1.2808309056659636e-14,1.0925834371447753e-21,8.217692669056719e-24,7.430272180321779e-19,3.1119815843552297e-25,4.352921728053742e-23,1.4555932043747085e-25,2.181820341639062e-27,3.236994801627864e-32,7.271705934322395e-29,2.6081867048776897e-33,7.35005586800502e-24,8.442362018782999e-31,5.229386841984247e-30,2.932778948606786e-35,1.8191812020191357e-34,2.5679185607788938e-26,4.314975193782944e-32,1.797069053517393e-31,1.5594761185845256e-33,4.958722392310974e-19,5.565522593264686e-21,1.2481887495999092e-35,7.736569585540511e-35,4.233783678160147e-22,6.383280944183404e-20,5.20522355268504e-31,1.2119478623129351e-30,1.1125220529095244e-33,3.548000425169445e-31,4.263379790458615e-32,2.4775328190156276e-25,2.512985860235557e-21,1.6631419452998876e-35,1.0306626262953908e-34,2.813583221045763e-18
2.8490357766900684e-11,0.11224537285980736,0.9,0.0,0.0,0.0,0.0,0.0999999923416495,1.9615834536045032e-09,1.9423568059118343e-09,1.3550697484166844e-09,1.3553100278284287e-09,1.1685744163912834e-09,1.1738506172273083e-09,1.173649686586094e-09,1.1736521314039842e-09,1.0465959026926944e-09,1.0466589118678273e-09,9.475110291940788e-10,9.476861871846429e-10,8.740990325399718e-12,9.511141341435066e-12,4.132909949510597e-12,8.773266538126516e-13,7.436201511217637e-13,6.551201897631866e-14,9.281206361430298e-13,5.813936468386481e-13,7.187142480747479e-14,1.236207242565277e-13,8.130239849779792e-14,6.079710860966156e-17,4.3569919467974863e-17,4.056983517362963e-17,3.0183052422686026e-17,4.056654118216809e-17,2.336128466726271e-21,2.1267578698927293e-18,1.546567058147984e-14,6.160595416554366e-18,8.119135775708673e-18,3.203175974637325e-14,9.922450060592742e-22,1.0705249702635302e-17,1.551015640737729e-14,1.3233055958609277e-21,9.948361153278398e-24,8.997058674957582e-19,4.00253474858561e-25,5.798222353659702e-23,1.9246360526104108e-25,2.6419218948655486e-27,4.313174831881664e-32,9.770607787981706e-29,3.870007562860766e-33,9.79089777742554e-24,1.1935929897832396e-30,7.594849389576387e-30,4.5905092653641e-35,2.9218440191136287e-34,3.563758676110933e-26,5.749817372354188e-32,2.904786181807146e-31,2.2685237197963374e-33,6.00433521673866e-19,6.7614380644066144e-21,1.953774740280774e-35,1.2426361184596048e-34,5.592897422719187e-22,8.433031651154034e-20,7.928004212491044e-31,1.731937375787678e-30,1.6711363772894728e-33,5.517205322813871e-31,5.680667386846805e-32,2.9993158362098657e-25,3.0529744450380786e-21,2.6033305698027645e-35,1.6552025434185606e-34,3.4090172172336348e-18
3.1089620829054196e-11,0.11224537293827057,0.9,0.0,0.0,0.0,0.0,0.09999999164295462,2.1405643924274784e-09,2.1186525919304684e-09,1.4786833536555249e-09,1.478969435373031e-09,1.2747094657694825e-09,1.2809510399533744e-09,1.2807158321552033e-09,1.2807178681864974e-09,1.1420800636592676e-09,1.1421535580233125e-09,1.0339458832461659e-09,1.0341544601407963e-09,9.534751962812565e-12,1.1216827817024361e-11,4.883583198265863e-12,1.0348307010417998e-12,8.955747734305446e-13,8.450424957881454e-14,1.1050753199671923e-12,6.921625700501455e-13,8.558359887235451e-14,1.4097785095419057e-13,1.0209570680153157e-13,6.634629655552473e-17,5.2151887065928424e-17,4.427266078230461e-17,3.293795317376348e-17,4.4269166115202245e-17,2.781997364169879e-21,2.1273300857554276e-18,1.6878191075445884e-14,8.07312222393686e-18,8.860025155621886e-18,3.814387862926624e-14,1.1816462183942407e-21,1.1682349626340853e-17,1.8470399519588363e-14,1.5761147901137684e-21,1.1843731227034315e-23,1.0713645029671604e-18,5.0259526821027915e-25,7.532993634625797e-23,2.482305550449568e-25,3.146016454060272e-27,5.604802472961465e-32,1.2789728455044472e-28,5.481150758451937e-33,1.2720684170270478e-23,1.6389195616778517e-30,1.0722464837370785e-29,6.82987301942381e-35,4.476304467777528e-34,4.7952862280133746e-26,7.471938847248693e-32,4.497673939141922e-31,3.16795968282203e-33,7.149916852616424e-19,8.073306572116727e-21,2.9069302311781607e-35,1.903757019157004e-34,7.206563863208036e-22,1.0866794385812566e-19,1.1611401143766104e-30,2.397864387213635e-30,2.399729356419354e-33,8.231672508202407e-31,7.381638201034519e-32,3.5707557661101114e-25,3.645319001167249e-21,3.8737394107471266e-35,2.536792307345603e-34,4.061994123377223e-18
3.368888389120771e-11,0.11224537301673732,0.9,0.0,0.0,0.0,0.0,0.09999999094425974,2.319548615235754e-09,2.294813956055797e-09,1.6022946882454902e-09,1.6026305581802735e-09,1.380771587479292e-09,1.3880525354007134e-09,1.3877804677107164e-09,1.3877819060063294e-09,1.2375642236641107e-09,1.2376489954280663e-09,1.1203791497819905e-09,1.1206240613643524e-09,1.0327908283829891e-11,1.3044686155392465e-11,5.6903643729473066e-12,1.2036559749828274e-12,1.0631608518492477e-12,1.0674482395065393e-13,1.2974411883661032e-12,8.125495980419745e-13,1.0049227469685262e-13,1.5872649348801194e-13,1.2565565987707042e-13,7.189558623398518e-17,6.200379932601741e-17,4.797553769564501e-17,3.569289620145558e-17,4.7971828076973437e-17,3.2667852186132943e-21,2.1279573059602074e-18,1.8291084263062557e-14,1.0359116278804064e-17,9.600924812323083e-18,4.478940840991952e-14,1.3875820007225467e-21,1.2659464559608221e-17,2.168904241819396e-14,1.851011363323606e-21,1.39036751795638e-23,1.258003663094306e-18,6.18552347986684e-25,9.583712553286942e-23,3.1353336721866047e-25,3.694105778504549e-27,7.131563199741198e-32,1.6380386397976338e-28,7.676580837222539e-33,1.6184148480603494e-23,2.1793367401204743e-30,1.4611568977092642e-29,9.950522699484667e-35,6.667525193980253e-34,6.288596703038159e-26,9.507653401364544e-32,6.721253414639261e-31,4.357644547388797e-33,8.3954709249904525e-19,9.501038303819543e-21,4.2352416467020085e-35,2.835769718938348e-34,9.09351100312538e-22,1.3712830036525947e-19,1.646343366784597e-30,3.233430090164944e-30,3.389996889820021e-33,1.1869153274909585e-30,9.392289312714186e-32,4.191814103968225e-25,4.28997897578577e-21,5.643560158207484e-35,3.7772386449118762e-34,4.7726226009979874e-18
3.6288146953361225e-11,0.11224537309520768,0.9,0.0,0.0,0.0,0.0,0.09999999024556486,2.4985361219779766e-09,2.470844544508683e-09,1.7259037522277074e-09,1.726293394730223e-09,1.4867622279332232e-09,1.4951551035161396e-09,1.4948435995836987e-09,1.494844244886085e-09,1.3330483827072229e-09,1.3331452241304214e-09,1.206810828830299e-09,1.2070949908294654e-09,1.112047570803849e-11,1.499106325150761e-11,6.551923130402314e-12,1.3834693465059865e-12,1.2466381067017438e-12,1.324523143801833e-13,1.5052141975810181e-12,9.425475952692308e-13,1.165974643436206e-13,1.7680950045754273e-13,1.5203069967575137e-13,7.744497764330118e-17,7.324759655183818e-17,5.1678465868041027e-17,3.8447881504860516e-17,5.1674527065537126e-17,3.790492421719107e-21,2.1286404449427237e-18,1.9704386971730718e-14,1.3055412479501525e-17,1.0341834736705113e-17,5.196835647602848e-14,1.6100525817454062e-21,1.3636594502118234e-17,2.5166089078100242e-14,2.1479956549734074e-21,1.6128070919757623e-23,1.4596239111775756e-18,7.483631103888741e-25,1.1976607407618798e-22,3.8901368702963114e-25,4.2861916211731744e-27,8.913069783982536e-32,2.0589515330186323e-28,1.0200122682450142e-32,2.022560555513286e-23,2.854139532838371e-30,1.9673032365191642e-29,1.3790489444873929e-34,9.537071009390857e-34,8.069636586343822e-26,1.1882990075057331e-31,9.748859623210253e-31,5.742677718158461e-33,9.74100132999228e-19,1.1044546692596493e-20,5.86970053652147e-35,4.0561854069009855e-34,1.127146862448235e-21,1.6997893158593434e-19,2.2713296921664827e-30,4.263896190309685e-30,4.5715707602110465e-33,1.6629499695323568e-30,1.1738275598061463e-31,4.862454038525061e-25,4.986915281559311e-21,7.822867787856868e-35,5.407142557312218e-34,5.541010181205783e-18
4.1486673077668255e-11,0.11224537325215937,0.9,0.0,0.0,0.0,0.0,0.09999998884817514,2.8565209870542664e-09,2.822527709456713e-09,1.9731150685367544e-09,1.9736242030371724e-09,1.6985347711587835e-09,1.709363457535871e-09,1.7089653785134003e-09,1.7089638259180396e-09,1.5240166979082561e-09,1.5241400556237324e-09,1.3796694245816944e-09,1.3800408343788087e-09,1.2703908329224026e-11,1.9225031733643638e-11,8.434123534852563e-12,1.7747518192624779e-12,1.6622936918826926e-12,1.9512637157679288e-13,1.9669656601502246e-12,1.2313484059111285e-12,1.5239743265634403e-13,2.1374506473481338e-13,2.134239914294731e-13,8.8544065648464e-17,1.004047241816389e-16,5.908447580999422e-17,4.395797893569662e-17,5.908003611593776e-17,4.954666416433437e-21,2.1301780939067174e-18,2.2532371096214864e-14,1.9829088262025365e-17,1.182368535243758e-17,6.792653674532828e-14,2.104599045727788e-21,1.5590899413763327e-17,3.289540947429812e-14,2.8082287407158256e-21,2.106973709655199e-23,1.907810038579076e-18,1.0505198518979762e-24,1.789467204487542e-22,5.73026567394295e-25,5.6023599052348336e-27,1.3319144773824382e-31,3.107236964120994e-28,1.7745625262396537e-32,3.0221173747909754e-23,4.566662340653289e-30,3.2984483517317053e-29,2.5501178036846106e-34,1.8435003541941974e-33,1.2599022772776327e-25,1.7758089668358035e-31,1.905177512908853e-30,9.727993429333477e-33,1.2732007875589651e-18,1.447855375859314e-20,1.0854512625193458e-34,7.840857672425859e-34,1.6569776293068139e-21,2.4989768769356303e-19,4.041224280262196e-30,7.017342923571242e-30,8.079662548930638e-33,3.040476513805594e-30,1.7540604070672665e-31,6.3523337775929105e-25,6.537463510494407e-21,1.4465859206573757e-34,1.0448690254534286e-33,7.251495850043559e-18
4.5949558023433197e-11,0.1122453733869126,0.9,0.0,0.0,0.0,0.0,0.09999998764852944,3.1638580475664715e-09,3.1240592839782873e-09,2.185336373524328e-09,2.1859607907175053e-09,1.8801243007808718e-09,1.893262702605119e-09,1.8927821256670773e-09,1.8927780167574256e-09,1.6879611665318067e-09,1.6881098167820543e-09,1.528061809984283e-09,1.528517424737079e-09,1.4061536130609248e-11,2.320573920188439e-11,1.0212875109883758e-11,2.1427774773961217e-12,2.07208405480724e-12,2.619284879149029e-13,2.412502745845794e-12,1.509886234074851e-12,1.869495399429195e-13,2.460769300673856e-13,2.7548866253797923e-13,9.807285112856554e-17,1.29312938645698e-16,6.544262765270746e-17,4.868847976134211e-17,6.543771292574725e-17,6.078293583781211e-21,2.131684488249928e-18,2.496182734233131e-14,2.7305726969986334e-17,1.309587261192251e-17,8.33286834248474e-14,2.5819269716197875e-21,1.7268699376148296e-17,4.0355558160655464e-14,3.445517396279527e-21,2.583578923494584e-23,2.3403837652616568e-18,1.3559768817791378e-24,2.431176632415462e-22,7.691540892933063e-25,6.872686649658128e-27,1.8097039898655699e-31,4.251319326816565e-28,2.687653384736057e-32,4.105996460127369e-23,6.526342425068676e-30,4.9015542031955587e-29,4.041164962177782e-34,3.036825917644343e-33,1.7646701060215932e-25,2.4129108253460675e-31,3.176518957267069e-30,1.447677232551292e-32,1.5618822935598951e-18,1.779529024218033e-20,1.7201451252246709e-34,1.2916613783258084e-33,2.220252320366832e-21,3.348643625574341e-19,6.25521075687832e-30,1.0264466259691379e-29,1.240396320107852e-32,4.802224186554155e-30,2.3832439870291815e-31,7.789268528079634e-25,8.035060860065907e-21,2.2925038989892178e-34,1.7213056508945196e-33,8.905241735927791e-18
5.041244296919814e-11,0.11224537352167681,0.9,0.0,0.0,0.0,0.0,0.09999998644888372,3.471204788466182e-09,3.425252442235752e-09,2.3975509852881653e-09,2.398302410367212e-09,2.06152208250661e-09,2.0771651091783227e-09,2.0765944963480377e-09,2.076587199402213e-09,1.8519056323201536e-09,1.8520819113977798e-09,1.6764495158426397e-09,1.676997930419196e-09,1.5417640010697977e-11,2.748864127381584e-11,1.2135637125304017e-11,2.538884252574742e-12,2.5319383445840895e-12,3.4177792451641034e-13,2.903407249018878e-12,1.8166645046484582e-12,2.250291637034702e-13,2.788223563648851e-13,3.4633706185805285e-13,1.0760193649121615e-16,1.640654698827681e-16,7.180093000397046e-17,5.341910520527656e-17,7.17954988657018e-17,7.31666127965405e-21,2.133367050787521e-18,2.739302566531485e-14,3.6526874904071156e-17,1.4368090019836744e-17,1.003034614704172e-13,3.108003020503149e-21,1.8946543582058306e-17,4.857754213807372e-14,4.147925852818445e-21,3.108505918519397e-23,2.817130949820815e-18,1.7046606548855732e-24,3.210454641929194e-22,1.003583453325688e-24,8.272740598682585e-27,2.389945060007767e-31,5.647330183271953e-28,3.884548457322115e-32,5.422273872778765e-23,9.022479460186481e-30,7.038585063366955e-29,6.088792234082842e-34,4.7605674643481274e-33,2.3904178486468033e-25,3.186629368936866e-31,5.050401876756788e-30,2.0646062485653452e-32,1.8800435188924633e-18,2.1452213868731804e-20,2.591765223480168e-34,2.0248419250733148e-33,2.8919596240627267e-21,4.361903944467811e-19,9.279069416806629e-30,1.4497057743144816e-29,1.8185939511227703e-32,7.25132481301881e-30,3.1473186431704915e-31,9.371891625877772e-25,9.686262020541147e-21,3.4544106643565137e-34,2.6991025987135053e-33,1.0730764135488114e-17
5.487532791496308e-11,0.11224537365645212,0.9,0.0,0.0,0.0,0.0,0.09999998524923802,3.778561209489712e-09,3.7261227357801e-09,2.6097589040392383e-09,2.6106490550860643e-09,2.2427345073842636e-09,2.2610706769838485e-09,2.2604024972974133e-09,2.2603913739686397e-09,2.015850095273297e-09,2.0160563397318243e-09,1.8248325423042122e-09,1.825482351293885e-09,1.6772290000838126e-11,3.205815776819081e-11,1.4196517851384745e-11,2.961645541222874e-12,3.04285283861833e-12,4.3560882937170293e-13,3.4396612129227872e-12,2.1516522363587595e-12,2.6663636465125023e-13,3.1187033227368887e-13,4.260631493006458e-13,1.1713132172852692e-16,2.0531034391541572e-16,7.815938265733207e-17,5.814985526346939e-17,7.815339392661886e-17,8.669771473947874e-21,2.1352292866116024e-18,2.982616900602464e-14,4.7695531109651095e-17,1.5640337534838197e-17,1.188509080157973e-13,3.682828341353741e-21,2.062443203006559e-17,5.756138150018896e-14,4.915455824855378e-21,3.681701683956612e-23,3.3380552695039556e-18,2.0970335737923446e-24,4.140668356583499e-22,1.2790569577158016e-24,9.802530657736515e-27,3.082603174814676e-31,7.321031520880468e-28,5.500582276649133e-32,6.993540135508873e-23,1.2062933413443242e-29,9.744770234542317e-29,8.90231390484763e-34,7.19915038429369e-33,3.150290545286062e-25,4.110282732472853e-31,7.719051353937606e-30,2.881346234447988e-32,2.2276872747619896e-18,2.5448949927950784e-20,3.789431556951149e-34,3.0621150479206043e-33,3.67945946903364e-21,5.549864097953994e-19,1.3290449734346733e-29,1.988947621434679e-29,2.600059545603258e-32,1.0550593252399638e-29,4.05944055635906e-31,1.1100043243016008e-24,1.1490897799959887e-20,5.050652914436731e-34,4.0813329548681676e-33,1.2728608753927158e-17
6.380109780649296e-11,0.1122453739260364,0.9,0.0,0.0,0.0,0.0,0.09999998284994664,4.393303090852326e-09,4.326953134001609e-09,3.034154663347832e-09,3.0353573932195953e-09,2.6046275876971517e-09,2.6288912952047376e-09,2.6280054019819786e-09,2.6279846993319355e-09,2.3437390126739725e-09,2.3440121986165304e-09,2.121584557627378e-09,2.122462938095545e-09,1.947749132055108e-11,4.1998522324168816e-11,1.8710215385876183e-11,3.881766556541377e-12,4.221531541654147e-12,6.687254568999949e-13,4.6481490529862674e-12,2.906138910189632e-12,3.604337407092605e-13,3.7854368144360214e-13,6.124276898564641e-13,1.3619099179366713e-16,3.0989280670927007e-16,9.087673807598826e-17,6.761172920551497e-17,9.08695113732587e-17,1.1720227231653471e-20,2.139505691971773e-18,3.469912084533332e-14,7.670573730162617e-17,1.8184922727255624e-17,1.6066395480966222e-13,4.978731385598148e-21,2.3980341646311705e-17,7.781470671010413e-14,6.64588717265498e-21,4.9726990387766347e-23,4.512451275710022e-18,3.0142213852962284e-24,6.50739229265591e-22,1.9634416219440588e-24,1.325135467325225e-26,4.844970254421847e-31,1.1600621840035303e-27,1.0120918455898086e-31,1.0991447640557065e-22,2.0154296466758245e-29,1.7386991437963057e-28,1.7307064103266305e-33,1.4943639863317505e-32,5.124875958100967e-25,6.460416955418761e-31,1.640645134721817e-29,5.183082330512765e-32,3.011434900598809e-18,3.446043961087156e-20,7.367234751348896e-34,6.356329382336834e-33,5.629217083975267e-21,8.4912012765384005e-19,2.5075392859288827e-29,3.4917919105487715e-29,4.8734294659406934e-32,2.0440903219234736e-29,6.380149740940414e-31,1.499232755651446e-24,1.555983216706503e-20,9.81956343449258e-34,8.472440703000925e-33,1.724344534362059e-17
7.183429070886986e-11,0.11224537416870106,0.9,0.0,0.0,0.0,0.0,0.09999998069058441,4.946603887454721e-09,4.866736727638311e-09,3.416087958739986e-09,3.4176120185308222e-09,2.9297563686988277e-09,2.959940660292087e-09,2.9588330753905715e-09,2.9588015656980755e-09,2.6388390286381828e-09,2.6391804556202817e-09,2.388645369361462e-09,2.3897588548586727e-09,2.1907832597246785e-11,5.1784385128618455e-11,2.319051261844946e-11,4.788121546446459e-12,5.465653322386502e-12,9.347911741339033e-13,5.89071690941631e-12,3.681370163100762e-12,4.569163016555508e-13,4.3895390496020353e-13,8.110501881753255e-13,1.5334572034075672e-16,4.3281589441676624e-16,1.0232287004661632e-16,7.612784189175844e-17,1.0231439017416321e-16,1.485807650677027e-20,2.1439995046260315e-18,3.9093539872065455e-14,1.1158652510152607e-16,2.0475151978743427e-17,2.0367459454156253e-13,6.311778127539929e-21,2.7000811593905138e-17,9.864844629819835e-14,8.426008166096956e-21,6.299191439550532e-23,5.720535523385953e-18,3.9917289937115864e-24,9.287786956771837e-22,2.744547525224833e-24,1.6799083020402493e-26,6.915425130819815e-31,1.6652381593503983e-27,1.6330302497162426e-31,1.5688374707632523e-22,3.0054311993615666e-29,2.7368153774122267e-28,2.905294085969951e-33,2.6480537454023497e-32,7.492169770675274e-25,9.221442634566134e-31,2.968906172525734e-29,8.226886353452016e-32,3.817671473722049e-18,4.372951008097328e-20,1.236739803583717e-33,1.1263765254254729e-32,7.845410416356262e-21,1.1834569444305527e-18,4.120393372103486e-29,5.443166262836616e-29,7.974426510423397e-32,3.425010988037067e-29,9.10650972369824e-31,1.899163044746835e-24,1.9745071313292637e-20,1.648459306920193e-33,1.5014476805955746e-32,2.190160442273265e-17
7.958742547020004e-11,0.11224537440294118,0.9,0.0,0.0,0.0,0.0,0.09999997860650321,5.480644908022644e-09,5.386906384131175e-09,3.784685497861685e-09,3.786555594233826e-09,3.243063931012559e-09,3.2794584866082822e-09,3.27811378346433e-09,3.2780699039987966e-09,2.9236510765581244e-09,2.924065548644983e-09,2.646381366396489e-09,2.6477481636420226e-09,2.4249862863764803e-11,6.191302202216078e-11,2.7862203934144497e-11,5.726704364548063e-12,6.835292278679307e-12,1.2463505606241444e-12,7.229068185474469e-12,4.515851411994906e-12,5.608747284256663e-13,4.974694113579564e-13,1.0306313529246598e-12,1.699033113827127e-16,5.810953080248081e-16,1.1337041893394385e-16,8.434744340874616e-17,1.1336060566919857e-16,1.8239111565898977e-20,2.1489309559409267e-18,4.3343865424425386e-14,1.543675391960926e-16,2.2685629794595328e-17,2.500183951536291e-13,7.74815209187512e-21,2.99161159630209e-17,1.2109699059556359e-13,1.0344182888077018e-20,7.727065387584335e-23,7.0223035487835e-18,5.072377706115182e-24,1.2631337427430029e-21,3.65920378668365e-24,2.0621877850822137e-26,9.405289270395216e-31,2.274827807004524e-27,2.4690273220239854e-31,2.133692068366754e-22,4.2311433887542133e-29,4.0426534147481835e-28,4.5322514163461616e-33,4.3341347047302e-32,1.038126105701087e-24,1.2541818986781561e-30,4.9559559525803505e-29,1.2273091801757429e-31,4.68643908057543e-18,5.37147028791904e-20,1.929337045590094e-33,1.843592275654939e-32,1.0430924428003614e-20,1.5735178822781123e-18,6.317235840321038e-29,7.99600146499316e-29,1.2195077472040155e-31,5.334973055172402e-29,1.238510945118984e-30,2.3296595569926474e-24,2.4253659301313925e-20,2.571678368725315e-33,2.4575773630027783e-32,2.6934824313167228e-17
