Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63)
3.4319400735542614e-10,0.11224538238925694,0.9,0.0,0.0,0.0,0.0,0.09999990774771263,2.3655410316810708e-08,2.284011639809243e-08,1.630499272842851e-08,1.6339458376986593e-08,1.3723791323809339e-08,1.4148728787757763e-08,1.4125648430005127e-08,1.4124205622458166e-08,1.2607255614574299e-08,1.2614363091428893e-08,1.1401009138615925e-08,1.1426409162730788e-08,1.0283168882755883e-10,5.732154846955736e-10,2.8515039294158043e-10,5.327472445340761e-11,1.6560810689588263e-10,5.7827295040639395e-11,1.3367725526719957e-10,8.277414601858549e-11,1.0432814289042409e-11,2.494251029347269e-12,2.4882910313674803e-11,7.333995221072416e-16,4.648969022331496e-14,4.892509197877807e-16,3.640374728305523e-16,4.891274511562046e-16,3.393309653356737e-19,2.711437896066348e-18,2.023630043704051e-13,1.612989435776324e-14,9.789472669951412e-17,4.651470685481853e-12,1.441772316737255e-19,1.2911584206421181e-16,2.2533556402101433e-12,1.9258143797283908e-19,1.4163387968173086e-21,1.31003294338493e-16,1.2245659770921708e-22,1.0138144451960224e-19,1.697604623240673e-22,3.839775553516193e-25,7.548655379420858e-29,1.8731367730702679e-25,8.682821130797076e-29,1.7170242639235675e-20,4.4091797190874505e-27,8.096327586499535e-26,2.0354103814706865e-30,3.740849908526344e-29,9.472088604988676e-23,1.0067890014810153e-28,7.387932015207524e-26,3.851580151529218e-29,8.752263134096582e-17,9.940958825267432e-19,8.666198138971364e-31,1.5915257465317087e-29,4.563802543041504e-19,6.885880422147302e-17,2.4631177307526842e-26,2.1529728602086767e-26,4.7426337202284536e-29,2.3771785426530415e-26,9.938428337147808e-29,4.270196980065806e-23,4.488615137855236e-19,1.1553743588695459e-30,2.122268089757315e-29,5.323442882718314e-16
3.5714964992582045e-10,0.11224538281329746,0.9,0.0,0.0,0.0,0.0,0.0999999039963616,2.4618543879113927e-08,2.3757453580404622e-08,1.69671826526062e-08,1.7004495810801623e-08,1.4272664132473971e-08,1.4724466906716405e-08,1.4699490858963602e-08,1.4697926348678674e-08,1.3119916755593617e-08,1.3127607172110286e-08,1.1864035076938745e-08,1.189154191095784e-08,1.0696193129061868e-10,6.033833710687829e-10,3.010054422179559e-10,5.607951267564816e-11,1.8042253591349743e-10,6.366502078367598e-11,1.44741927406602e-10,8.960118286513747e-11,1.1298747281632068e-11,2.599899703157718e-12,2.703295310206664e-11,7.632607970914589e-16,5.228288158733796e-14,5.0916459259257375e-16,3.788566901721016e-16,5.090315581712796e-16,3.674965702640647e-19,2.7637696118001487e-18,2.1210499584474994e-13,1.8300389879978998e-14,1.0187921265347763e-16,5.037581960800683e-12,1.561454924533183e-19,1.3437188751746117e-16,2.4404149858686384e-12,2.085695820742289e-19,1.5331553587641703e-21,1.4191370700942074e-16,1.3303757489847594e-22,1.1426854790027638e-19,1.8689787010987406e-22,4.158703580595524e-25,8.507886546478607e-29,2.1112625196104815e-25,1.0183146262384343e-28,1.935733190691988e-20,4.9851907561800984e-27,9.276588923626458e-26,2.3948204851277194e-30,4.460335282927209e-29,1.0689281240538508e-22,1.1347303949669387e-28,9.017546097766957e-26,4.510033152058024e-29,9.482262799699154e-17,1.0762086704027537e-18,1.0196534894392877e-30,1.8976402743717763e-29,5.015785540992447e-19,7.567849720311894e-17,2.892320725781264e-26,2.5148895571704492e-26,5.570000892440553e-29,2.796447210182819e-26,1.1201258501514217e-28,4.6223938616035745e-23,4.859376861294995e-19,1.35940514801522e-30,2.530482395698151e-29,5.783114141133048e-16
3.7110529249621476e-10,0.11224538323746355,0.9,0.0,0.0,0.0,0.0,0.09999990024501008,2.558177192044922e-08,2.467436978989184e-08,1.7629307271646067e-08,1.7669580274942653e-08,1.4821101002920328e-08,1.5300235755189807e-08,1.5273288847868783e-08,1.5271598181997602e-08,1.3632577868888857e-08,1.3640874282018477e-08,1.2327015357238984e-08,1.2356712853463077e-08,1.110902782986189e-10,6.3361492165664e-10,3.169288848655396e-10,5.888961298984237e-11,1.958940191677447e-10,6.980250321175306e-11,1.5624512202734521e-10,9.669696707492614e-11,1.2199215001674438e-11,2.7055400607199342e-12,2.927217287169221e-11,7.931249988675522e-16,5.851370505168553e-14,5.290796720160581e-16,3.9367712316767145e-16,5.289367259074943e-16,3.967854929612044e-19,2.8184134333124823e-18,2.2203677434962862e-13,2.0660915094820645e-14,1.0586398038365309e-16,5.439095684486422e-12,1.6859119403148317e-19,1.396283645698396e-16,2.634937542861606e-12,2.251956613038891e-19,1.6545704233627933e-21,1.5326536350009808e-16,1.4405741754821002e-22,1.2820514717417404e-19,2.0491525151546101e-22,4.490377631780013e-25,9.545153262605969e-29,2.3687276021051206e-25,1.1869795716048011e-28,2.1723481257037863e-20,5.609338232574887e-27,1.0568831568004991e-25,2.7998589063131103e-30,5.280069370075733e-29,1.2006365802212065e-22,1.2730808898929151e-28,1.0922845860038233e-25,5.249400675755817e-29,1.0241973749669184e-16,1.161558460620255e-18,1.1921167030929586e-30,2.246409752761549e-29,5.490238866188397e-19,8.283723927971334e-17,3.375261710931724e-26,2.9205232924059155e-26,6.50110709688602e-29,3.2688467206093076e-26,1.2566811103460809e-28,4.9884550297672595e-23,5.244754536743561e-19,1.5893414827985342e-30,2.995581687176948e-29,6.263237108118761e-16
3.8506093506660907e-10,0.11224538366175522,0.9,0.0,0.0,0.0,0.0,0.09999989649365806,2.654509443276106e-08,2.559087656758362e-08,1.8291366592005557e-08,1.8334711719292526e-08,1.5369112170483853e-08,1.587603532489599e-08,1.5847042366226378e-08,1.5845221125968786e-08,1.4145238954459994e-08,1.415416443111847e-08,1.2789949984017668e-08,1.2821921986095981e-08,1.152167818227522e-10,6.638987060023058e-10,3.3291112627554305e-10,6.170392682144423e-11,2.120229150516022e-10,7.624024920147291e-11,1.6818672851551376e-10,1.0406137700659158e-10,1.3134219291844932e-11,2.811172242902979e-12,3.1600562594815446e-11,8.229921271853033e-16,6.519374683838685e-14,5.489961565572744e-16,4.0849877168482586e-16,5.488429540783279e-16,4.271977932250364e-19,2.875370621562477e-18,2.3216656866080853e-13,2.3219717803263964e-14,1.0984902958976874e-16,5.856012940688004e-12,1.8151436995527447e-19,1.4488527317444636e-16,2.8369239235434434e-12,2.424597279252615e-19,1.780581909597284e-21,1.6505901957289253e-16,1.555160913073455e-22,1.4323256092301452e-19,2.2381409475434575e-22,4.834800437207805e-25,1.066351226376219e-28,2.6462837798057283e-25,1.3757563913790966e-28,2.4275894537907692e-20,6.283553594382468e-27,1.19782730107033e-25,3.254232135387108e-30,6.209057977684711e-29,1.3427264880381506e-22,1.4222483080588075e-28,1.313742422276894e-25,6.076041043153344e-29,1.1031470238611302e-16,1.2501437865775583e-18,1.3855879738320887e-30,2.6416665461723496e-29,5.987183537848904e-19,9.033534764809408e-17,3.9162413401492924e-26,3.373249699915885e-26,7.544269355606329e-29,3.798680868600055e-26,1.4039108626849554e-28,5.368374209254991e-23,5.644741542092673e-19,1.847288208943471e-30,3.52267731238067e-29,6.763974186553204e-16
3.990165776370034e-10,0.11224538408617253,0.9,0.0,0.0,0.0,0.0,0.09999989274230552,2.7508511407994457e-08,2.6506983720484668e-08,1.8953360620142268e-08,1.899989009482892e-08,1.5916706644020463e-08,1.645186560755405e-08,1.6420751384609086e-08,1.6418795184145916e-08,1.4657900012307004e-08,1.4667477629377884e-08,1.3252838961775373e-08,1.3287169304703706e-08,1.1934148602559185e-10,6.942250313120424e-10,3.48943738094562e-10,6.452152282270152e-11,2.2880947747818433e-10,8.297865753311156e-11,1.8056663840020602e-10,1.1169429413944155e-10,1.4103761994322249e-11,2.916796323263815e-12,3.4018115296152696e-11,8.528621817945089e-16,7.233414585782319e-14,5.689140447480494e-16,4.23321635591055e-16,5.687502423973007e-16,4.587335308373298e-19,2.9346420698423927e-18,2.4250261056527647e-13,2.5985049629113047e-14,1.1383435997811224e-16,6.2883348124066e-12,1.9491505373615982e-19,1.5014261328435413e-16,3.0463747402019802e-12,2.603618341960855e-19,1.911187789848119e-21,1.7729546031745542e-16,1.674135620826468e-22,1.5939214290073579e-19,2.4359557071077395e-22,5.191974727467085e-25,1.1866020845912694e-28,2.9446825861218103e-25,1.5861807341649187e-28,2.702179976249147e-20,7.009763580851565e-27,1.351012619458097e-25,3.7617899191355786e-30,7.256694433913874e-29,1.4955899892129824e-22,1.5826405525528631e-28,1.5697499623045504e-25,6.996551716307121e-29,1.1850829512104098e-16,1.3419632194934358e-18,1.601706854563068e-30,3.087407984183408e-29,6.506635353294565e-19,9.817306070559994e-17,4.519724909846599e-26,3.876569112634952e-26,8.708123873742359e-29,4.3904202830033314e-26,1.562217420370635e-28,5.762145285755697e-23,6.059331426003815e-19,2.1354315773367735e-30,4.1171006950244396e-29,7.285487707018685e-16
4.129722202073977e-10,0.11224538451071545,0.9,0.0,0.0,0.0,0.0,0.09999988899095243,2.847202283809497e-08,2.7422699584553372e-08,1.961528936251399e-08,1.966511535349357e-08,1.6463892356351148e-08,1.7027726594884196e-08,1.6994415874509286e-08,1.6992320360082534e-08,1.5170561042429855e-08,1.5180813886765736e-08,1.3715682295012236e-08,1.375245480513117e-08,1.2346442844532982e-10,7.245856789172621e-10,3.650193166475069e-10,6.734161169818468e-11,2.46253871895742e-10,9.001803532827799e-11,1.933847450656248e-10,1.1959560260594585e-10,1.510784495078856e-11,3.022412240828557e-12,3.6524824110047856e-11,8.827351624449799e-16,7.994560725795767e-14,5.888333351490819e-16,4.381457147537734e-16,5.886585905779688e-16,4.913927655636838e-19,2.996228360133869e-18,2.530531336541659e-13,2.896516481221718e-14,1.1781997126074644e-16,6.736062381519472e-12,2.0879327885075833e-19,1.5540038485260925e-16,3.2632906050584706e-12,2.78902032368395e-19,2.0463860818932256e-21,1.8997550013316221e-16,1.7974979632036947e-22,1.7672528332217594e-19,2.6426058119456257e-22,5.561903233595897e-25,1.3155736864721654e-28,3.264675342697426e-25,1.819844418494122e-28,2.9968450039623934e-20,7.78991212076102e-27,1.5169595495374263e-25,4.3265333068530344e-30,8.432761960390446e-29,1.6596191093829039e-22,1.7546656077569311e-28,1.8642014986399952e-25,8.01776915036236e-29,1.2700131804634887e-16,1.437015362749218e-18,1.8421773593838505e-30,3.587797375543915e-29,7.048605801738815e-19,1.0635055183936324e-16,5.190342274564709e-26,4.434106500869981e-26,1.0001625871422169e-28,5.048702349305133e-26,1.732003161425889e-28,6.169762281831173e-23,6.488517882361257e-19,2.4560438141407705e-30,4.784404683336289e-29,7.827939929559129e-16
4.26927862777792e-10,0.11224538493538401,0.9,0.0,0.0,0.0,0.0,0.09999988523959875,2.9435628715008728e-08,2.8338031248203936e-08,2.0277152825578687e-08,2.0330387448077493e-08,1.7010676296306467e-08,1.7603618278607762e-08,1.756803580818659e-08,1.7565796657332042e-08,1.5683222044828524e-08,1.569417321325147e-08,1.4178479988227943e-08,1.4217778483221125e-08,1.275856410022473e-10,7.549736802968498e-10,3.8113135846660356e-10,7.016352476103228e-11,2.643561887588436e-10,9.735861203497716e-11,2.066409435027141e-10,1.2776518879440865e-10,1.6146470002429502e-11,3.1280199227586053e-12,3.912068217653975e-11,9.126110688865501e-16,8.803841608117036e-14,6.087540263465018e-16,4.529710090403301e-16,6.085679983339246e-16,5.251755571535307e-19,3.060129810514484e-18,2.6382637230016833e-13,3.216831918605464e-14,1.218058631548242e-16,7.199196728800884e-12,2.231490787414893e-19,1.6065858783223497e-16,3.4876721302675377e-12,2.980803746885162e-19,2.1861748421088338e-21,2.030999827108918e-16,1.9252476049443925e-22,1.9527341014923325e-19,2.858097999954605e-22,5.944588687082535e-25,1.453571873644408e-28,3.6070131414106057e-25,2.0783954138388428e-28,3.312312450408291e-20,8.625932434682995e-27,1.6961882371431108e-25,4.952603558956624e-30,9.747429056836439e-29,1.835205758593176e-22,1.9387315394961648e-28,2.2012736718890124e-25,9.14676871779524e-29,1.3579460337466705e-16,1.5352988470249094e-18,2.108763242997107e-30,4.1471620488521105e-29,7.613102821898342e-19,1.1486794085879548e-16,5.932887761896907e-26,5.0496114105081824e-26,1.14340494602383e-28,5.778331131696304e-26,1.9136705288178903e-28,6.591219336418494e-23,6.932294728310234e-19,2.8114768355989884e-30,5.53036095610953e-29,8.391493045172495e-16
4.408835053481863e-10,0.11224538536017814,0.9,0.0,0.0,0.0,0.0,0.09999988148824451,3.03993290306824e-08,2.9252984742170856e-08,2.0938951015794492e-08,2.0995706332120196e-08,1.7557064624615258e-08,1.8179540650447152e-08,1.814161115854109e-08,1.813922407944771e-08,1.619588301950297e-08,1.62075556188041e-08,1.4641232045921745e-08,1.4683140334814205e-08,1.317051508537071e-10,7.85383126808783e-10,3.9727415086822376e-10,7.298669567672658e-11,2.8311645499646094e-10,1.050005513190225e-10,2.2033513009490998e-10,1.3620294101143855e-10,1.7219638989934163e-11,3.2336193705477526e-12,4.1805682568348546e-11,9.424899008690698e-16,9.662245092286006e-14,6.286761169488539e-16,4.677975183180092e-16,6.284784653788046e-16,5.600819653401355e-19,3.1263465155141477e-18,2.7483056079026187e-13,3.560276931053485e-14,1.2579203538198282e-16,7.677738933940556e-12,2.37982486817145e-19,1.6591722217623063e-16,3.71951992791712e-12,3.1789691339706404e-19,2.330552159694032e-21,2.1666978101462345e-16,2.0573842074711966e-22,2.1507799037559535e-19,3.082437077916904e-22,6.340033819864835e-25,1.600902543710351e-28,3.972446848407321e-25,2.363537810683981e-28,3.649312924576464e-20,9.519747767954398e-27,1.889218409050745e-25,5.644283253234115e-30,1.1211248994136727e-28,2.0227417314431511e-22,2.13524649496627e-28,2.585435371925231e-25,1.0390864587270368e-28,1.4488901316486704e-16,1.6368123262450443e-18,2.40328847348476e-30,4.7699931415532167e-29,8.200131429250515e-19,1.2372530346102245e-16,6.752320086712811e-26,5.726957900927536e-26,1.3014987491302666e-28,6.584277294617412e-26,2.107622030394019e-28,7.026510687417319e-23,7.39065588595138e-19,3.204162874358604e-30,6.360959740716348e-29,8.976309177080861e-16
4.687947904889749e-10,0.11224538621014327,0.9,0.0,0.0,0.0,0.0,0.0999998739855342,3.2327012946099015e-08,3.108177693604528e-08,2.226235160351284e-08,2.2326484285989617e-08,1.8648675515011447e-08,1.933147742536863e-08,1.9288628003614666e-08,1.9285932312489866e-08,1.7221204885679098e-08,1.7234389706979996e-08,1.55665992727384e-08,1.5613978541861948e-08,1.399391512199442e-10,8.462471377318645e-10,4.296325545177162e-10,7.863497254427725e-11,3.226106795795309e-10,1.2118889858639154e-10,2.490370592218754e-10,1.5388250478391613e-10,1.94696161328086e-11,3.4447935604967745e-12,4.744308260579929e-11,1.0022563404564277e-15,1.153017617844856e-13,6.685244908998561e-16,4.974541813155191e-16,6.683025761900551e-16,6.332658703558326e-19,3.265725139409081e-18,2.9756472000780657e-13,4.319858266863657e-14,1.337652197415579e-16,8.681051231221882e-12,2.6908226099308315e-19,1.7643578476920721e-16,4.2056167885559536e-12,3.5944478891330764e-19,2.633064961104236e-21,2.4514896290957884e-16,2.334816939932365e-22,2.5862258186058586e-19,3.5576670961664674e-22,7.169214053314302e-25,1.9247852026577854e-28,4.775604400459018e-25,3.020693557413967e-28,4.390849426327396e-20,1.148853663826493e-26,2.3187577505356365e-25,7.24235544868782e-30,1.4630498451996598e-28,2.4352282521434787e-22,2.5672564727935965e-28,3.514423582168179e-25,1.3254794998429388e-28,1.6398480346695807e-16,1.8495239825318184e-18,3.083774182158095e-30,6.224844213190669e-29,9.441791636483847e-19,1.4246007367072805e-16,8.642501535146607e-26,7.283294057520006e-26,1.66623709709262e-28,8.445836951624923e-26,2.5339877919354665e-28,7.938573644312643e-23,8.351107264116917e-19,4.111451544758751e-30,8.301146526360267e-29,1.0210378649726045e-15
4.967060756297635e-10,0.11224538706061069,0.9,0.0,0.0,0.0,0.0,0.09999986648282135,3.4255074519929345e-08,3.290910878891532e-08,2.3585491177337617e-08,2.365744885529177e-08,1.973876130915494e-08,2.0483536853450037e-08,2.0435466202616766e-08,2.0432445087632272e-08,1.8246526640957986e-08,1.826131623101221e-08,1.6491784011447303e-08,1.6544969392958798e-08,1.4816657644920276e-10,9.071460979094358e-10,4.6206127382921006e-10,8.428342513132017e-11,3.6473582810609963e-10,1.3858341761073573e-10,2.7948972496292266e-10,1.7263342891046226e-10,2.185779109499565e-11,3.655935061811993e-12,5.343696851927677e-11,1.0620344792061904e-15,1.3605495113735756e-13,7.083784462260325e-16,5.271157026832572e-16,7.081309207215466e-16,7.109449581535722e-19,3.414361704908558e-18,3.213214586890038e-13,5.181864669291355e-14,1.417395221837105e-16,9.746007889762528e-12,3.020928679940954e-19,1.8695607225507033e-16,4.721586082343443e-12,4.0354607672765985e-19,2.953909687949478e-21,2.7542061429317844e-16,2.6297934379137354e-22,3.0769162312859174e-19,4.068305879315375e-22,8.049465798432521e-25,2.289669963471766e-28,5.680150558501541e-25,3.8060655846540834e-28,5.2273568171889566e-20,1.3711753621825088e-26,2.8097228784335183e-25,9.157937611595131e-30,1.8782651091148355e-28,2.9002107244542243e-22,3.0539623474813197e-28,4.693138591090493e-25,1.6672844716790376e-28,1.8429618153152767e-16,2.075139908739661e-18,3.8994734525254164e-30,7.991564186283234e-29,1.0773585584543053e-18,1.625548499094702e-16,1.090384080901692e-25,9.136595340321752e-26,2.1026887890021013e-28,1.067647563269634e-25,3.014321807456182e-28,8.905906527754022e-23,9.369824954746102e-19,5.1990313740972744e-30,1.0657269030618925e-28,1.153144401502479e-15
5.246173607705522e-10,0.1122453879115801,0.9,0.0,0.0,0.0,0.0,0.09999985898010581,3.6183513687766846e-08,3.473500411939929e-08,2.4908369788940184e-08,2.498859968752301e-08,2.082735040372929e-08,2.1635718868510456e-08,2.158212555405975e-08,2.1578762433295907e-08,1.9271848285339354e-08,1.9288335270576596e-08,1.7416786298026456e-08,1.7476112854757772e-08,1.5638753380013859e-10,9.68057215602783e-10,4.945346226758647e-10,8.99298894971358e-11,4.0949066202011484e-10,1.571839056454348e-10,3.1169233259306706e-10,1.9245486463764842e-10,2.4384178584138662e-11,3.867043728168427e-12,5.978728487943742e-11,1.1218243151177684e-15,1.5894777766868236e-13,7.482379723701322e-16,5.567820813571766e-16,7.479634966837191e-16,7.931197060175911e-19,3.572251851631065e-18,3.4616658595041316e-13,6.152897791129723e-14,1.4971494059645523e-16,1.0872617509476671e-11,3.370145739245669e-19,1.9747808425699573e-16,5.267432703579082e-12,4.502011945590743e-19,3.29307182025888e-21,3.074927708528132e-16,2.942310992180067e-22,3.6261838611557886e-19,4.614347492880374e-22,8.980810926888662e-25,2.698006021508449e-28,6.692084335938531e-25,4.735303795390996e-28,6.164786467401861e-20,1.6204881885624924e-26,3.3662505663940394e-25,1.14305360952912e-29,2.37659950906099e-28,3.4208193495129627e-22,3.598632229073709e-28,6.168862810960417e-25,2.071211088026784e-28,2.058311161215752e-16,2.3136498789541952e-18,4.8672132744684485e-30,1.011198408259229e-28,1.2195490801568808e-18,1.8400929317211113e-16,1.35819167265756e-25,1.1322330307729985e-25,2.619673971137744e-28,1.3321948138275004e-25,3.5518464779269655e-28,9.928465551782158e-23,1.0446762785035212e-18,6.489341913682376e-30,1.3485123591833063e-28,1.2940799911008163e-15
5.525286459113408e-10,0.11224538876305132,0.9,0.0,0.0,0.0,0.0,0.09999985147738752,3.811233038521387e-08,3.655948035712971e-08,2.6230987489994687e-08,2.631993643592871e-08,2.191446509785295e-08,2.2788023404386614e-08,2.2728605860588212e-08,2.2724884377899514e-08,2.0297169818822913e-08,2.03154469052955e-08,1.8341606168446782e-08,1.8407408893881223e-08,1.646021017606788e-10,1.0289641008392122e-09,5.270327798499901e-10,9.557282025339946e-11,4.568735683898949e-10,1.7698976830456692e-10,3.4564409714519847e-10,2.1334597517777298e-10,2.704879329994288e-11,4.078119324469649e-12,6.649397627030067e-11,1.181625846190851e-15,1.8404075030908612e-13,7.881030589470683e-16,5.8645331627225405e-16,7.878003017876236e-16,8.797905909736428e-19,3.739389901759294e-18,3.721658618275443e-13,7.239555674948696e-14,1.5769147290225254e-16,1.2060888674089959e-11,3.738476443869317e-19,2.0800182039781276e-16,5.843161545492457e-12,4.994105600348447e-19,3.650537042795202e-21,3.4137393492685597e-16,3.2723668941174985e-22,4.237368902725538e-19,5.195774505296524e-22,9.963271317527236e-25,3.1522434670837208e-28,7.817401206369985e-25,5.824953153197657e-28,7.209141768929605e-20,1.8983406100649203e-26,3.9924690054572075e-25,1.41019730150171e-29,2.968494174834917e-28,4.0001824793346345e-22,4.204535532285183e-28,7.994505748502531e-25,2.5443499711792057e-28,2.2859805152442825e-16,2.565043812206074e-18,6.004807488986199e-30,1.2630542146435845e-28,1.3707469961872006e-18,2.0682284030589616e-16,1.6724930021190392e-25,1.387795372304465e-25,3.226521302229739e-28,1.6430667243096631e-25,4.149785244560301e-28,1.100620754773256e-22,1.1581875236647023e-18,8.006139217330038e-30,1.6843985446845465e-28,1.4439739962841618e-15
5.804399310521294e-10,0.11224538961502407,0.9,0.0,0.0,0.0,0.0,0.09999984397466626,4.004152454788164e-08,3.838255027855825e-08,2.7553344332178038e-08,2.7651458758307498e-08,2.300012296448024e-08,2.394045039493289e-08,2.3874906927886583e-08,2.387081094985953e-08,2.1322491241408342e-08,2.134265121473034e-08,1.9266243658672096e-08,1.933885747692137e-08,1.7281033786465727e-10,1.0898550259146703e-09,5.59540479033969e-10,1.0121112162455557e-10,5.068826649180347e-10,1.9800012832621114e-10,3.8134424117699014e-10,2.3530593262272906e-10,2.9851649934177356e-11,4.289161873991073e-12,7.35569869958272e-11,1.2414390704254014e-15,2.1138950982811851e-13,8.279736957081082e-16,6.161294063625069e-16,8.27641333744921e-16,9.709580897890582e-19,3.915769229572094e-18,3.993849896042847e-13,8.448431985005771e-14,1.6566911705084392e-16,1.3310829951371548e-11,4.1259234448886637e-19,2.1852728030001058e-16,6.448777500242233e-12,5.511745906905181e-19,4.026291192249334e-21,3.7707307497092473e-16,3.6199584212966285e-22,4.913819434331885e-19,5.812561180788252e-22,1.0996868856359495e-24,3.654833285200832e-28,9.06209305042468e-25,7.0924526639329535e-28,8.366481090691207e-20,2.2062813223880455e-26,4.692499220696601e-25,1.721638569874002e-29,3.665002609825341e-28,4.641426599583764e-22,4.874942977286911e-28,1.0228921263079918e-24,3.094172241145795e-28,2.5260590692042323e-16,2.829311735065984e-18,7.331056605492223e-30,1.55942842439511e-28,1.5309475506158573e-18,2.309947737306076e-16,2.0383700433392916e-25,1.684290448635333e-25,3.933067435464442e-28,2.0053701056757452e-25,4.811362589417646e-28,1.213908980502639e-22,1.2775117276817008e-18,9.774495655328052e-30,2.0796609411580065e-28,1.6029556794974866e-15
6.08351216192918e-10,0.11224539046749804,0.9,0.0,0.0,0.0,0.0,0.099999836471942,4.1971096111390295e-08,4.0204223325020156e-08,2.8875440367169923e-08,2.8983166316061793e-08,2.408433793883443e-08,2.5092999774021286e-08,2.5021028563917156e-08,2.5016542177590137e-08,2.234781255309533e-08,2.236994827837604e-08,2.0190698804659126e-08,2.027045857044078e-08,1.8101228462729144e-10,1.1507216045256224e-09,5.920459671981291e-10,1.0684401920891342e-10,5.595158797568384e-10,2.2021390792964926e-10,4.1879199303371104e-10,2.5833391560047646e-10,3.2792763170676844e-11,4.5001714763001044e-12,8.09762612352178e-11,1.3012639858216618e-15,2.410451881911138e-13,8.678498725124444e-16,6.458103505610082e-16,8.674865902678853e-16,1.0666226789728105e-18,4.101382542317416e-18,4.278896100622386e-13,9.786115431030366e-14,1.7364787101356319e-16,1.462244989332241e-11,4.532489388491292e-19,2.290544635857428e-16,7.084285458915142e-12,6.054937039698104e-19,4.420320217140398e-21,4.145996250427708e-16,3.985082845113992e-22,5.65889182620268e-19,6.46467589705475e-22,1.2081625436558288e-24,4.2082273552634785e-28,1.0432148178551072e-24,8.556134470395265e-28,9.642920729522003e-20,2.5458593436751627e-26,5.47045439629007e-25,2.0820227737962186e-29,4.477787907991661e-28,5.347676326247651e-22,5.613126590507839e-28,1.2937224933953719e-24,3.7285291474119055e-28,2.778640757708703e-16,3.1064437532518723e-18,8.865748299955541e-30,1.9052852155193342e-28,1.700145304689293e-18,2.5652427282621483e-16,2.461166394981742e-25,2.0258603618817042e-25,4.749656541033367e-28,2.4244770443266774e-25,5.539804036029266e-28,1.332706995027116e-22,1.4026444230152203e-18,1.1820800637066638e-29,2.5409214428768376e-28,1.7711542040540781e-15
6.362625013337066e-10,0.11224539132047291,0.9,0.0,0.0,0.0,0.0,0.09999982896921457,4.3901045011368865e-08,4.2024506582317974e-08,3.019727564665273e-08,3.031505877345106e-08,2.5167121173974296e-08,2.624567147554149e-08,2.616697057836834e-08,2.6162078089503237e-08,2.3373133753883533e-08,2.339733817565695e-08,2.1114971642357512e-08,2.1202212140972655e-08,1.892079739564202e-10,1.2115578101017968e-09,6.245401840872558e-10,1.1247096464807386e-10,6.14771010654512e-10,2.436298898394483e-10,4.5798658551600744e-10,2.8242910753321686e-10,3.587214768534382e-11,4.711148075519902e-12,8.875174324014596e-11,1.3611005903801506e-15,2.730547461044739e-13,9.077315793048277e-16,6.754961477998962e-16,9.073360690693997e-16,1.1667848347755796e-18,4.296222088349256e-18,4.577452972823628e-13,1.125918934714362e-13,1.8162773277886232e-16,1.5995757036327775e-11,4.9581769160228425e-19,2.3958336987683157e-16,7.749690311525046e-12,6.623683172245228e-19,4.832610148012254e-21,4.539634843093498e-16,4.367737440500683e-22,6.475951147970636e-19,7.152082936702565e-22,1.3217562958450023e-24,4.81487845081611e-28,1.1933551291013001e-24,1.0235222851472895e-27,1.1044637857237635e-19,2.918623958950394e-26,6.3304410571241615e-25,2.4962268014250233e-29,5.419122571070857e-28,6.122054398334578e-22,6.4223597054315e-28,1.6191111536195133e-24,4.455651663969971e-28,3.0438242522895794e-16,3.396430030526873e-18,1.0629657050605567e-29,2.305848292987861e-28,1.8783343781184544e-18,2.834104503438497e-16,2.946486997961138e-25,2.416845222979964e-25,5.6871397964632335e-28,2.9060246428435898e-25,6.338336150010193e-28,1.4570105857402495e-22,1.5335811683349549e-18,1.417276018487188e-29,3.075148285143527e-28,1.9486986348531028e-15
