Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65)
1.7850251107301748e-08,0.11224600102466034,0.9,0.0,0.0,0.0,0.0,0.09999519887647393,1.303580962840673e-06,9.392643143751592e-07,7.977902175244908e-07,8.763284550497828e-07,4.8506391611193e-07,7.579573034081019e-07,6.929393977692439e-07,6.965550734321364e-07,6.557078765552567e-07,6.774067696400183e-07,5.577936401802319e-07,6.234399690665546e-07,4.228963139719549e-09,3.121869759193407e-08,1.4471411982491668e-08,2.5039248990686146e-09,4.506541324958774e-07,1.9323163655513562e-07,3.3103186801692024e-07,1.901596674109701e-07,2.880332759037429e-08,1.2747194404756465e-10,7.025627013983796e-08,4.041450238457468e-14,4.824858187533005e-10,2.623913979425199e-14,1.986188118985733e-14,2.6202324438988213e-14,9.36843120017465e-16,1.5879923995320561e-15,2.449135712143621e-09,2.5191255608720107e-09,5.250407852327987e-15,1.287002188763005e-08,3.989208097783514e-16,7.044928852504243e-15,6.298257242270183e-09,5.383293035489728e-16,3.2729530888900182e-18,3.3192784454607316e-12
1.9041951566574704e-08,0.11224604862057118,0.9,0.0,0.0,0.0,0.0,0.09999487798285023,1.3957251887968678e-06,9.872628380978473e-07,8.47569732128568e-07,9.36034100157552e-07,5.053162522323576e-07,8.099635891916396e-07,7.358071257400798e-07,7.403829900345442e-07,6.994819506983522e-07,7.243704568971038e-07,5.925866653737457e-07,6.670465964626576e-07,4.4450729048899166e-09,3.282395808522385e-08,1.5081198719047485e-08,2.6092370484798073e-09,5.06972876782416e-07,2.1654479759152042e-07,3.7472702074827426e-07,2.142663094985098e-07,3.281849328004164e-08,1.35364586418624e-10,7.972956974668387e-08,4.327106452064007e-14,5.440851192692732e-10,2.8026753037131874e-14,2.1251047787535602e-14,2.800006326309366e-14,1.06743465726131e-15,1.7861648406009867e-15,2.94004036071738e-09,3.0319833281536463e-09,5.6081265247325774e-15,1.466179629110966e-08,4.544572532110428e-16,7.537688005345454e-15,7.182240915240083e-09,6.13883694158282e-16,3.6878719444298514e-18,4.217992635221488e-12
2.023365202584766e-08,0.11224609682160425,0.9,0.0,0.0,0.0,0.0,0.0999945570255618,1.4884832871652793e-06,1.0337392977804944e-06,8.969361035969496e-07,9.958129639078708e-07,5.244811678157237e-07,8.621203254645884e-07,7.782167691072701e-07,7.838881069368586e-07,7.432558183508276e-07,7.715737499366765e-07,6.270879364866428e-07,7.108830209430248e-07,4.6543296904967816e-09,3.437831475622293e-08,1.5658243841877413e-08,2.708894627850702e-09,5.659087105615694e-07,2.407920912447475e-07,4.2089562501757384e-07,2.3955485810119015e-07,3.710040802529181e-08,1.4317290719430443e-10,8.976874574482759e-08,4.6146637184201594e-14,6.086185069823325e-10,2.981654542019379e-14,2.2647525103521346e-14,2.980298983273999e-14,1.2067013358700876e-15,1.9935445331970336e-15,3.4883365310174086e-09,3.6066033851477965e-09,5.966283877431151e-15,1.6571681017661797e-08,5.136542296949956e-16,8.03304388816668e-15,8.126123450356506e-09,6.945572290802328e-16,4.12313426079292e-18,5.287159204738415e-12
2.1425352485120615e-08,0.11224614561365179,0.9,0.0,0.0,0.0,0.0,0.09999423600196537,1.5818507116833596e-06,1.0787419511600606e-06,9.458932862294374e-07,1.0556546280537972e-06,5.42617042640919e-07,9.144232908179182e-07,8.201649447484232e-07,8.270725049284857e-07,7.870294791521423e-07,8.190198472202158e-07,6.6129989921659e-07,7.549458051807697e-07,4.856950773393682e-09,3.588338153384721e-08,1.6204305133676945e-08,2.803201212531172e-09,6.273652340640044e-07,2.6592336016368086e-07,4.6950248272458175e-07,2.659878340038954e-07,4.164983155821455e-08,1.5089628261213932e-10,1.0036769706215496e-07,4.9041079175507913e-14,6.759777231373048e-10,3.1608204948899754e-14,2.405120352798878e-14,3.161095813051771e-14,1.3546677691830373e-15,2.2097921773329386e-15,4.096283691286838e-09,4.245738221331652e-09,6.32481749083301e-15,1.8599808403216065e-08,5.765158001149357e-16,8.530957658840151e-15,9.13021711666217e-09,7.803765413285502e-16,4.578094982313557e-18,6.546405599160152e-12
2.261705294439357e-08,0.11224619498314264,0.9,0.0,0.0,0.0,0.0,0.09999391490951434,1.6758229444200662e-06,1.1223175259238984e-06,9.944452196076398e-07,1.1155492465137525e-06,5.597791220882602e-07,9.668683185523975e-07,8.616487325466481e-07,8.699382560881012e-07,8.3080293275554e-07,8.667118212554414e-07,6.952249787582045e-07,7.99231495156253e-07,5.053146541500162e-09,3.734072117621328e-08,1.6721046001458812e-08,2.8924440790320154e-09,6.912499826552368e-07,2.918911399323923e-07,5.205134062123403e-07,2.9352894629271785e-07,4.646750213021659e-08,1.5853417419537196e-10,1.115202807510797e-07,5.195425017548023e-14,7.460589348453677e-10,3.34014367653888e-14,2.5461972921111673e-14,3.3423824032827807e-14,1.5113578712604579e-15,2.434582323963566e-15,4.766021576754126e-09,4.952039143555298e-09,6.683668373403053e-15,2.0746290820926623e-08,6.430454064268297e-16,9.031390286608098e-15,1.0194829465182089e-08,8.713678601177524e-16,5.052129500209791e-18,8.016238010773559e-12
2.3808753403666527e-08,0.11224624491700717,0.9,0.0,0.0,0.0,0.0,0.09999359374575513,1.770395495680183e-06,1.1645112682352332e-06,1.0425958277357713e-06,1.1754875146078925e-06,5.760196855282498e-07,1.0194512962719705e-06,9.026656536362421e-07,9.124874237346942e-07,8.745761788317273e-07,9.146526237998518e-07,7.288655799749751e-07,8.43736623251673e-07,5.243120712284135e-09,3.875184689337589e-08,1.7210040546491926e-08,2.976895080621052e-09,7.57474246584908e-07,3.186505143981991e-07,5.738951778676388e-07,3.221430546679577e-07,5.15541367911961e-08,1.6608612474608703e-10,1.2322031799347973e-07,5.4886010742711096e-14,8.187625335465474e-10,3.519596222704656e-14,2.687972271165173e-14,3.524144529577603e-14,1.6767948659809052e-15,2.667602740528144e-15,5.499575295610941e-09,5.7280603975677866e-09,7.0427807773454045e-15,2.3011221784128255e-08,7.132459058580372e-16,9.534302587051938e-15,1.1320263308155732e-08,9.675570090973432e-16,5.5446330044988505e-18,9.718014231500652e-12
2.5000453862939483e-08,0.11224629540266144,0.9,0.0,0.0,0.0,0.0,0.09999327250832309,1.8655639039068858e-06,1.2053669897305648e-06,1.090349018230154e-06,1.2354606399357128e-06,5.913882057249151e-07,1.0721681654722328e-06,9.432136494727979e-07,9.54722062380711e-07,9.183492170724387e-07,9.62845090822352e-07,7.622240875697528e-07,8.884577111975306e-07,5.427070544364168e-09,4.01182239190983e-08,1.767277836599703e-08,3.0568114761762893e-09,8.259528995386536e-07,3.461589787176847e-07,6.296155115927472e-07,3.517961329438032e-07,5.691043166663701e-08,1.735517544901873e-10,1.3546159982430983e-07,5.783622231041178e-14,8.939929404927657e-10,3.6991518034234386e-14,2.830434199082716e-14,3.706368154089944e-14,1.8510012960704997e-15,2.9085538074756593e-15,6.298860206164356e-09,6.576263102417555e-09,7.40210202412037e-15,2.5394676990286944e-08,7.871196032778895e-16,1.003965525538759e-14,1.2506816702375617e-08,1.0689694049370061e-15,6.0550198563078e-18,1.1673917587126808e-11
2.6192154322212438e-08,0.11224634642798234,0.9,0.0,0.0,0.0,0.0,0.09999295119493926,1.961323735582588e-06,1.2449271129964625e-06,1.1377086815565567e-06,1.2954603148554533e-06,6.059314994750024e-07,1.1250149211242668e-06,9.832910617212626e-07,9.96644217687308e-07,9.621220471938785e-07,1.0112919472280461e-06,7.95302866253785e-07,9.333912728725776e-07,5.605187042265329e-09,4.1441271031937533e-08,1.811066908750741e-08,3.1324367135580876e-09,8.966042357970573e-07,3.74376309935259e-07,6.876430161094514e-07,3.8245523372887933e-07,6.253706223255435e-08,1.8093075737302501e-10,1.482378925768789e-07,6.080474718330502e-14,9.716584227688764e-10,3.8787855405990325e-14,2.9735719601511926e-14,3.889039424073292e-14,2.0339990320618774e-15,3.157147945082862e-15,7.165686569601635e-09,7.49901900147063e-09,7.761582339558292e-15,2.7896715307364973e-08,8.64668281782785e-16,1.0547408898105263e-14,1.3754782936551884e-08,1.1756300562557505e-15,6.5827229804655984e-18,1.3906931933052216e-11
2.7383854781485394e-08,0.11224639798128883,0.9,0.0,0.0,0.0,0.0,0.09999262980340685,2.057670585128177e-06,1.283232715603801e-06,1.184678690312093e-06,1.3554786904432205e-06,6.196938701479788e-07,1.1779876112543706e-06,1.0228966129170813e-06,1.0382559264216342e-06,1.0058946689400398e-06,1.059995811363293e-06,8.281042609143327e-07,9.785338169658559e-07,5.777655154680081e-09,4.272236202781348e-08,1.8525046659460274e-08,3.204001170819364e-09,9.693498153703388e-07,4.0326444452015383e-07,7.479471599635203e-07,4.140884542273627e-07,6.84346835882999e-08,1.8822289749743213e-10,1.6154294306605532e-07,6.379144853446922e-14,1.051670920123082e-09,4.0584739300059857e-14,3.117374422303943e-14,4.0721446704234596e-14,2.2258092811829903e-15,3.413109068351253e-15,8.10176399409073e-09,8.498614043043195e-09,8.121174697838902e-15,3.051737970699745e-08,9.45893231631585e-16,1.1057524063050725e-14,1.506445052242029e-08,1.2875635628709034e-15,7.12719327731347e-18,1.644081763882749e-11
2.857555524075835e-08,0.1122464500513215,0.9,0.0,0.0,0.0,0.0,0.0999923083316078,2.154600074800728e-06,1.3203235727484168e-06,1.2312628985494437e-06,1.4155083518459807e-06,6.327172425934827e-07,1.231082336520103e-06,1.0620293878711602e-06,1.0795592164161042e-06,1.0496670820858973e-06,1.1089591993128982e-06,8.606305967808845e-07,1.0238818495065803e-06,5.944653966454628e-09,4.396282714599509e-08,1.891717341529109e-08,3.2717228576697345e-09,1.0441143166721453e-06,4.327873624582712e-07,8.104982381380634e-07,4.4666490312240886e-07,7.460393072720686e-08,1.9542800569874795e-10,1.7537048352024694e-07,6.679619040213906e-14,1.1339458792970099e-09,4.238194767467942e-14,3.261830445179565e-14,4.255670406208637e-14,2.426452596175482e-15,3.676172068440664e-15,9.10870568106613e-09,9.57725179964031e-09,8.480834673822019e-15,3.3256698147570584e-08,1.0307952776276248e-15,1.1569961268013188e-14,1.6436103189394594e-08,1.404794115350105e-15,7.687899053128325e-18,1.93000885100312e-11
2.9767255700031305e-08,0.11224650262722485,0.9,0.0,0.0,0.0,0.0,0.09999198677750003,2.2521078545897657e-06,1.3562381985466047e-06,1.2774651411412795e-06,1.475542294948525e-06,6.450412908590877e-07,1.2842952497830228e-06,1.1006888157900156e-06,1.120556106529609e-06,1.093439286440474e-06,1.1581845290005587e-06,8.928841795899771e-07,1.0694318762674529e-06,6.1063568845187696e-09,4.516395445035995e-08,1.928824391867999e-08,3.335808079639312e-09,1.1208253963214197e-06,4.629109775229759e-07,8.752673401900268e-07,4.801546685041103e-07,8.10454188050603e-08,2.0254597625157193e-10,1.897142362726961e-07,6.981883768645958e-14,1.2184020953426174e-09,4.417927078970631e-14,3.4069288877778885e-14,4.439603325187976e-14,2.6359488840419777e-15,3.946082319187566e-15,1.0188032483896293e-08,1.073705673423994e-08,8.840520303250648e-15,3.61146844100789e-08,1.119374805036771e-15,1.208468102788311e-14,1.787001988257322e-08,1.5273454948498376e-15,8.264325468498227e-18,2.2509989598775374e-11
3.0958956159304264e-08,0.11224655569852926,0.9,0.0,0.0,0.0,0.0,0.09999166513911412,2.3501896021121477e-06,1.3910138860214779e-06,1.3232892331832642e-06,1.5355739042930323e-06,6.567035590536047e-07,1.337622555678435e-06,1.1388746530897722e-06,1.1612486066106419e-06,1.1372112818497822e-06,1.2076741241010485e-06,9.248672957486383e-07,1.1151804050456306e-06,6.262931817921577e-09,4.632699116665319e-08,1.9639388600782506e-08,3.3964520665948363e-09,1.1994135557561118e-06,4.936030334362972e-07,9.42226319844388e-07,5.145287868143546e-07,8.775974340637104e-08,2.0957676370432272e-10,2.0456791822005059e-07,7.285925614619742e-14,1.3049615615410002e-09,4.5976510545276814e-14,3.5526586157259425e-14,4.623930300319898e-14,2.8543174147212953e-15,4.222595207606797e-15,1.1341176786691495e-08,1.1980077320053335e-08,9.200191950458754e-15,3.909133888897125e-08,1.211631784109242e-15,1.2601643880427345e-14,1.936647476395159e-08,1.6552410732277891e-15,8.855974004129695e-18,2.6096475865009953e-11
3.215065661857722e-08,0.1122466092551343,0.9,0.0,0.0,0.0,0.0,0.09999134341455067,2.4488410225056284e-06,1.4246867458191588e-06,1.3687389694339518e-06,1.595596932187537e-06,6.677395756996131e-07,1.3910605101824693e-06,1.1765869668808857e-06,1.201638717462304e-06,1.1809830681996338e-06,1.2574302177729998e-06,9.565822124964514e-07,1.16112394782588e-06,6.414541352148078e-09,4.745314497716121e-08,1.9971677204876787e-08,3.4538395673199345e-09,1.279812014331611e-06,5.248330056211039e-07,1.0113477659777089e-06,5.497592127782448e-07,9.474748080843678e-08,2.165203798373305e-10,2.1992524505676227e-07,7.591731239541663e-14,1.3935493271430037e-09,4.7773479856080746e-14,3.6990085081686066e-14,4.8086383822614807e-14,3.0815768296916726e-15,4.505475687219687e-15,1.2569486211379914e-08,1.3308289020489545e-08,9.559812183202466e-15,4.218664934027807e-08,1.3075657932768521e-15,1.312081041073288e-14,2.0925737216684224e-08,1.7885038134159976e-15,9.462361943631107e-18,3.008619164998559e-11
3.3342357077850176e-08,0.11224666328729292,0.9,0.0,0.0,0.0,0.0,0.09999102160197754,2.548057848321156e-06,1.4572917436949569e-06,1.4138181237898363e-06,1.6556054789389327e-06,6.781829619316245e-07,1.444605420176802e-06,1.213826119099685e-06,1.2417284308091419e-06,1.2247546454183305e-06,1.307454956221257e-06,9.880311780662633e-07,1.2072590228305932e-06,6.5613429178979725e-09,4.854358527455183e-08,2.028612204494285e-08,3.5081454121540666e-09,1.361956588573218e-06,5.565720082414178e-07,1.0826049749217625e-06,5.858187902905834e-07,1.0200918824317849e-07,2.2337689074005981e-10,2.3577993529411804e-07,7.899287390011244e-14,1.4840933612785018e-09,4.9570002059302735e-14,3.845967464298756e-14,4.9937147978595965e-14,3.3177451505013436e-15,4.794497853035603e-15,1.38742271613032e-08,1.4723597136150083e-08,9.919345654228614e-15,4.5400591589336914e-08,1.4071760410979451e-15,1.3642141274372405e-14,2.2548071852237413e-08,1.9271562700408912e-15,1.0083021872727868e-17,3.450645092288424e-11
3.453405753712313e-08,0.11224671778559618,0.9,0.0,0.0,0.0,0.0,0.09999069969962734,2.647835839413996e-06,1.488862736811325e-06,1.4585304487938442e-06,1.715593974146921e-06,6.880655338899582e-07,1.4982536430113322e-06,1.2505927512624688e-06,1.2815197292657894e-06,1.2685260134792233e-06,1.3577504020977046e-06,1.01921642184354e-06,1.2535821564613662e-06,6.70348895451453e-09,4.959944437585863e-08,2.0583681086608115e-08,3.5595350454840624e-09,1.445785577253461e-06,5.887927062318582e-07,1.1559719240185522e-06,6.226812242252749e-07,1.0954540415674172e-07,2.301464140030081e-10,2.521257140728021e-07,8.208580897480774e-14,1.5765244232388605e-09,5.136591035435188e-14,3.993524409541684e-14,5.17914694863502e-14,3.562839787225703e-15,5.089444537043694e-15,1.5256588209527675e-08,1.622783952562857e-08,1.0278758989199682e-14,4.8733130200404136e-08,1.5104613870198879e-15,1.4165597219344356e-14,2.4233738520273308e-08,2.0712205902765664e-15,1.0717501194284894e-17,3.938521826208022e-11
3.572575799639609e-08,0.11224677274095876,0.9,0.0,0.0,0.0,0.0,0.09999037770579472,2.7481707828337116e-06,1.519432508886253e-06,1.5028796751756781e-06,1.7755571590007527e-06,6.974173996232673e-07,1.5520015860651107e-06,1.2868877698195483e-06,1.3210145863073723e-06,1.3122971724031532e-06,1.408318537748718e-06,1.0501401545243901e-06,1.3000898851365475e-06,6.8411270682375555e-09,5.0621818697795407e-08,2.0865260865470497e-08,3.608165029596715e-09,1.5312396519926116e-06,6.214692320428337e-07,1.2314232463637886e-06,6.603210531377056e-07,1.1735664846685465e-07,2.3682911602010233e-10,2.689563167772821e-07,8.519598677912078e-14,1.6707759395546991e-09,5.3161047272637945e-14,4.141668301408112e-14,5.364922409260826e-14,3.816877546851567e-15,5.390106923148852e-15,1.6717683339389104e-08,1.782278920632772e-08,1.0638020680627174e-14,5.21842191102457e-08,1.6174203610245608e-15,1.4691139106837138e-14,2.5982992321116956e-08,2.2207185149190035e-15,1.1365361658700948e-17,4.4751090535397986e-11
3.691745845566904e-08,0.11224682814460527,0.9,0.0,0.0,0.0,0.0,0.09999005561883426,2.8490584927130833e-06,1.5490328042276006e-06,1.546869511422559e-06,1.8354900695256057e-06,7.062670507923175e-07,1.6058457063057778e-06,1.3227123320881563e-06,1.3602149662416367e-06,1.3560681222607665e-06,1.4591612683166989e-06,1.0808045682722607e-06,1.3467787570288454e-06,6.974400185440384e-09,5.161176989509844e-08,2.113171924984652e-08,3.654183521523769e-09,1.6182617531073655e-06,6.545771068514508e-07,1.3089342066811905e-06,6.9871362283214e-07,1.2544342281793391e-07,2.4342520939770603e-10,2.8626549245974766e-07,8.832327731429705e-14,1.7667838869864e-09,5.4955264175769614e-14,4.290388135028884e-14,5.551028926035555e-14,4.079874641588047e-15,5.696284180568848e-15,1.8258555044163837e-08,1.9510156840986314e-08,1.0997100987494419e-14,5.575380222761934e-08,1.728051182216951e-15,1.5218727930864548e-14,2.7796083620668338e-08,2.3756713796691e-15,1.2026178909208962e-17,5.0633279246617247e-11
3.8109158914942e-08,0.112246883988057,0.9,0.0,0.0,0.0,0.0,0.09998973343715806,2.950494810156004e-06,1.57769436068811e-06,1.5905036433789888e-06,1.8953880207287582e-06,7.146414494519762e-07,1.6597825098477734e-06,1.3580678327440434e-06,1.3991228241827712e-06,1.399838863174716e-06,1.5102804247027088e-06,1.1112118368733176e-06,1.3936453337069014e-06,7.1034467010074755e-09,5.2570325962789464e-08,2.1383868051997777e-08,3.697730724357238e-09,1.7067969904492108e-06,6.880931660037033e-07,1.3884806782734342e-06,7.378350607673615e-07,1.3380621083393006e-07,2.4993495046654027e-10,3.0404700708098527e-07,9.14675514197068e-14,1.8644866807345196e-09,5.674842078071361e-14,4.43967294838332e-14,5.73745441535205e-14,4.351846697103046e-15,6.007783114802763e-15,1.988017729235285e-08,2.1291593115271297e-08,1.1355971840270187e-14,5.9441814000440944e-08,1.8423517764109867e-15,1.5748324836815777e-14,2.9673258067627865e-08,2.5361001166131455e-15,1.2699542041514516e-17,5.706159351742598e-11
3.9300859374214954e-08,0.11224694026311972,0.9,0.0,0.0,0.0,0.0,0.09998941115923361,3.052475603124413e-06,1.6054469415754084e-06,1.633785733874196e-06,1.9552465915975454e-06,7.225661101697327e-07,1.7138085515095532e-06,1.3929558908519473e-06,1.4377401060268878e-06,1.4436093953217382e-06,1.5616777663969722e-06,1.1413641158905255e-06,1.4406861916846752e-06,7.228400622006768e-09,5.349848230318198e-08,2.162247550028695e-08,3.738939314244761e-09,1.7967925489822753e-06,7.219954884622607e-07,1.4700391209974164e-06,7.776622512741433e-07,1.4244547836890812e-07,2.563586368928552e-10,3.222946465754274e-07,9.462868076932061e-14,1.9638250680775053e-09,5.854038471048431e-14,4.589511827233937e-14,5.924186962163281e-14,4.632808760686165e-15,6.324417835288459e-15,2.1583458364854984e-08,2.3168691011612892e-08,1.1714606751026098e-14,6.324817995236271e-08,1.9603197927666404e-15,1.6279891138963177e-14,3.161475661290728e-08,2.7020252558903036e-15,1.3385053177410255e-17,6.40664236751844e-11
4.049255983348791e-08,0.11224699696187135,0.9,0.0,0.0,0.0,0.0,0.09998908878358168,3.154996766324321e-06,1.6323193665499209e-06,1.67671942237598e-06,2.0150616109029713e-06,7.300651777321655e-07,1.7679204343700514e-06,1.4273783374155e-06,1.4760687484291288e-06,1.487379718934623e-06,1.6133549841837738e-06,1.1712635428164335e-06,1.487897923882377e-06,7.349391706805102e-09,5.439720275924993e-08,2.1848268580840632e-08,3.77793484443033e-09,1.888197598860015e-06,7.562633300429543e-07,1.5535865602134362e-06,8.181728115586035e-07,1.5136167375535715e-07,2.6269660538526294e-10,3.410022197474567e-07,9.780653786815488e-14,2.0647420273349426e-09,6.033103106893615e-14,4.739893909779561e-14,6.111214818445494e-14,4.922775309337906e-15,6.6460094388792844e-15,2.336924357008186e-08,2.5142987984273766e-08,1.2072980728380799e-14,6.71728171904212e-08,2.0819526195310547e-15,1.681338833697143e-14,3.362081553110137e-08,2.873466927536117e-15,1.40823270519648e-17,7.167872541801555e-11
4.1684260292760866e-08,0.11224705407665102,0.9,0.0,0.0,0.0,0.0,0.09998876630877435,3.2580542210909655e-06,1.6583395415431063e-06,1.719308324669715e-06,2.074829143765348e-06,7.371615006833838e-07,1.8221148093246084e-06,1.4613372034277917e-06,1.514110678782359e-06,1.531149834304066e-06,1.6653137027269335e-06,1.2009122372246768e-06,1.5352771410025726e-06,7.466545599773044e-09,5.526742061539154e-08,2.2061935250781007e-08,3.814836127697873e-09,1.980963209772987e-06,7.908770602346088e-07,1.6391005666604465e-06,8.593450684662993e-07,1.6055522805022765e-07,2.6894922949379547e-10,3.601635610057904e-07,1.0100099604868435e-13,2.1671826715206426e-09,6.212024203838712e-14,4.8908083910377116e-14,6.298526401659295e-14,5.221760257783824e-15,6.972385708362473e-15,2.5238317842767818e-08,2.7215968040393145e-08,1.2431070197009399e-14,7.121563488532559e-08,2.2072473989305087e-15,1.7348778131447608e-14,3.569166644390104e-08,3.0504448634915333e-15,1.4790990613700744e-17,7.993000453018979e-11
4.287596075203382e-08,0.11224711160004788,0.9,0.0,0.0,0.0,0.0,0.09998844373343324,3.361643915273162e-06,1.683534487727592e-06,1.7615560325613539e-06,2.134545478940987e-06,7.438767009170162e-07,1.8763883746405737e-06,1.4948347084046054e-06,1.5518678151974228e-06,1.574919741780414e-06,1.7175554830416817e-06,1.2303123009202122e-06,1.5828204728249113e-06,7.579983961720678e-09,5.611003956614967e-08,2.2264126532333454e-08,3.849755598250723e-09,2.0750422693534897e-06,8.258181024097772e-07,1.7265592372123827e-06,9.011580359829184e-07,1.7002655527869329e-07,2.7511691749786644e-10,3.7977253294247947e-07,1.0421192946723995e-13,2.2710941564116882e-09,6.390790649886861e-14,5.042244526967809e-14,6.486110293210159e-14,5.529776966414841e-15,7.303380825269373e-15,2.719140823189534e-08,2.9389063731469982e-08,1.2788852921473605e-14,7.537653472585777e-08,2.336201041259092e-15,1.7886022438571335e-14,3.7827536345333795e-08,3.2329783997684052e-15,1.551068263744547e-17,8.885230212233402e-11
4.406766121130678e-08,0.11224716952489097,0.9,0.0,0.0,0.0,0.0,0.09998812105622748,3.465761823116874e-06,1.7079303695687432e-06,1.8034661136033318e-06,2.194207116791448e-06,7.502312395293503e-07,1.930737875512782e-06,1.5278732493830127e-06,1.5893420664849188e-06,1.6186894417753058e-06,1.7700818248584259e-06,1.2594658180882903e-06,1.6305245694228026e-06,7.689824596197537e-09,5.692593465429734e-08,2.2455458497449267e-08,3.882799654105167e-09,2.1703894054346478e-06,8.610688772452062e-07,1.8159411764730924e-06,9.435913934482995e-07,1.7977605267563616e-07,2.8120011037992757e-10,3.998230287627892e-07,1.0743921310038188e-13,2.3764255930767035e-09,6.569391966778218e-14,5.1941916383460256e-14,6.67395523690841e-14,5.846838249153921e-15,7.638835096231294e-15,2.9229186282859482e-08,3.166365805950238e-08,1.3146307934141086e-14,7.965541134877044e-08,2.4688102382091113e-15,1.842508340384375e-14,4.002864762872296e-08,3.4210864787618465e-15,1.6241053349547683e-17,9.847818037240712e-11
4.525936167057973e-08,0.11224722784423964,0.9,0.0,0.0,0.0,0.0,0.09998779827587205,3.570403945148068e-06,1.7315525219865076e-06,1.845042110842304e-06,2.253810757898798e-06,7.562444791382404e-07,1.98516010361909e-06,1.560455390368614e-06,1.626535332138476e-06,1.6624589347632062e-06,1.8228941688836239e-06,1.28837485544218e-06,1.678386102305232e-06,7.796181571787026e-09,5.771595317944815e-08,2.2636514144188526e-08,3.914068981178633e-09,2.266960911971894e-06,8.966127491802027e-07,1.9072254791694942e-06,9.866254644612478e-07,1.8980410092485552e-07,2.871992798817712e-10,4.2030897457200703e-07,1.1068272274123941e-13,2.4831279646084415e-09,6.74781827589067e-14,5.346639114401078e-14,6.862050137429045e-14,6.172956381247314e-15,7.978594692232942e-15,3.135227031874891e-08,3.40410863017949e-08,1.3503415466974825e-14,8.405215274549531e-08,2.6050714754816427e-15,1.896592341499032e-14,4.229521811526125e-08,3.6147876516999875e-15,1.6981764064861958e-17,1.0884070874459241e-10
4.645106212985269e-08,0.11224728655137355,0.9,0.0,0.0,0.0,0.0,0.09998747539112617,3.6755663080548837e-06,1.7544254766563082e-06,1.8862875425877203e-06,2.3133532922922015e-06,7.619347428576856e-07,2.0396518966761505e-06,1.5925838522152106e-06,1.663449502319486e-06,1.7062282212828426e-06,1.875993898962738e-06,1.3170414623696506e-06,1.7264017654868193e-06,7.899165340524179e-09,5.848091557757615e-08,2.280784517062234e-08,3.943658859978321e-09,2.3647146784442392e-06,9.324339757497883e-07,2.0003917133044968e-06,1.0302411964532317e-06,2.001110643960003e-07,2.9311492664048905e-10,4.4122433152502857e-07,1.1394233499584335e-13,2.591154046674576e-09,6.926060265976126e-14,5.4995764162214634e-14,7.050384058773065e-14,6.508143106981913e-15,8.32251140013457e-15,3.3561227625398665e-08,3.6522637758260846e-08,1.3860156886985959e-14,8.856664064690932e-08,2.744981044715671e-15,1.9508505114051886e-14,4.462746108409851e-08,3.81410008122352e-15,1.7732486835219975e-17,1.1997345066436346e-10
4.7642762589125644e-08,0.11224734563978443,0.9,0.0,0.0,0.0,0.0,0.09998715240079163,3.781244964569163e-06,1.7765729874761105e-06,1.927205902200267e-06,2.3728317892529435e-06,7.673193701034667e-07,2.0942101379956017e-06,1.6242615029212213e-06,1.7000864578432704e-06,1.7499973019385411e-06,1.9293823441499935e-06,1.3454676710782307e-06,1.7745682764890997e-06,7.998882852558967e-09,5.9221616272581776e-08,2.296997365633971e-08,3.971659455747523e-09,2.4636101225616075e-06,9.685176596380211e-07,2.095419904033086e-06,1.0744201409097054e-06,2.1069729137922768e-07,2.9894757840116447e-10,4.625630978443677e-07,1.1721792727944006e-13,2.7004583317584394e-09,7.1041091626247e-14,5.652993079944064e-14,7.2389462227302e-14,6.852409647329455e-15,8.67044238580322e-15,3.585657654464926e-08,3.9109557424861706e-08,1.421651463515205e-14,9.319875088734092e-08,2.8885350547754905e-15,2.0052791408699804e-14,4.702558530384671e-08,4.019041544086444e-15,1.8492904109188255e-17,1.319104506290685e-10
4.88344630483986e-08,0.11224740510316714,0.9,0.0,0.0,0.0,0.0,0.09998682930371129,3.887435993347373e-06,1.7980180552257353e-06,1.9678006578992544e-06,2.432243487666782e-06,7.72414769403226e-07,2.1488317560408237e-06,1.6554913483277169e-06,1.7364480701666505e-06,1.7937661774014732e-06,1.9830607806894265e-06,1.373655496739244e-06,1.8228823772759115e-06,8.095437667183328e-09,5.993882450119834e-08,2.3123393653443164e-08,3.998156093089348e-09,2.5636081261134494e-06,1.0048497033051774e-06,2.192290518226892e-06,1.119144434218515e-06,2.2156311431758987e-07,3.046977883035488e-10,4.843193107120269e-07,1.2050937781276944e-13,2.8109969570145385e-09,7.28195669936735e-14,5.806878719732143e-14,7.427726007342999e-14,7.20576670751517e-15,9.02224996830347e-15,3.823878848002342e-08,4.180304759664181e-08,1.4572472168613864e-14,9.794835374893409e-08,3.0357294424283926e-15,2.059874548280621e-14,4.948979506541072e-08,4.229629433969316e-15,1.9262708402481404e-17,1.4468622173445072e-10
