Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65)
7.015486323896508e-07,0.11230070101298463,0.9,0.0,0.0,0.0,0.0,0.0997916633128834,8.814690096777008e-05,2.4505383795742215e-06,1.1545307190162268e-05,2.2557282701957287e-05,8.60896732253134e-07,2.3554509438704656e-05,3.4706443174624605e-06,6.248949862909779e-06,2.587038353431156e-05,7.21295796982205e-05,4.669564127730954e-06,2.4868416011015133e-05,1.1033362641820144e-08,8.17618739159905e-08,2.578774822321488e-08,4.462269003013001e-09,6.0198224291140174e-05,2.3204534210617274e-05,0.00017794109109511586,3.419508028033356e-05,4.0586961412918326e-05,6.395856362788472e-10,2.440944584818944e-05,2.725900742215222e-12,6.657426904526885e-08,6.737103541097559e-13,7.902738856965081e-13,8.12218595297161e-13,1.3167846462801621e-12,2.1129797773017235e-13,6.273183271818076e-06,1.990940553311649e-05,1.3514924002111557e-13,1.566060893195385e-05,4.841947041934539e-13,2.8101571567479027e-13,1.0949696500273996e-05,9.335433953890733e-13,5.885668558149088e-16,1.3743402385513583e-06
7.053451751236009e-07,0.11230107765179198,0.9,0.0,0.0,0.0,0.0,0.09979043926167702,8.866555693328547e-05,2.450530450674202e-06,1.1584072591349884e-05,2.2621858667825383e-05,8.608891291848204e-07,2.3635784345075593e-05,3.4706175759941217e-06,6.250183932499603e-06,2.6011746219448387e-05,7.272512043797218e-05,4.670399037882918e-06,2.496089684448868e-05,1.1033326853707871e-08,8.176160932881855e-08,2.578752047797559e-08,4.462267728072506e-09,6.0436291231073784e-05,2.3333972004860493e-05,0.00017937579056929266,3.439018381298927e-05,4.0971927142367516e-05,6.395873462827052e-10,2.4556138492839985e-05,2.7418971011618703e-12,6.683670900377822e-08,6.7562843944257e-13,7.932003746075696e-13,8.15008427069246e-13,1.3292535344225133e-12,2.12130287938269e-13,6.307588180170814e-06,2.0115257950082585e-05,1.35536141697369e-13,1.580498788171562e-05,4.886509810610618e-13,2.8206076227077666e-13,1.1058405241187122e-05,9.427969011657865e-13,5.919250310938187e-16,1.396630347342345e-06
7.091417178575509e-07,0.11230145481611743,0.9,0.0,0.0,0.0,0.0,0.09978921441857855,8.918404563902e-05,2.4505225715414225e-06,1.1622718678042082e-05,2.26860266777612e-05,8.608815276791988e-07,2.3716771709630905e-05,3.4705907072056504e-06,6.251383688345536e-06,2.6153128274756064e-05,7.332227308317124e-05,4.671210673944175e-06,2.5052973031656198e-05,1.1033291478702422e-08,8.176134640637475e-08,2.578729277531255e-08,4.4622665635043764e-09,6.067327055052204e-05,2.3463408129636083e-05,0.00018081382055774512,3.458528429617119e-05,4.135821601134473e-05,6.395890517265365e-10,2.4702829731621082e-05,2.757887752667719e-12,6.709793637581198e-08,6.775343276079194e-13,7.961138977166092e-13,8.177882471693636e-13,1.3417649405549436e-12,2.1295878152935149e-13,6.341856234982371e-06,2.0321920587893633e-05,1.359205996377886e-13,1.594980025895943e-05,4.931205102349052e-13,2.8310123463859216e-13,1.1167516204070684e-05,9.520843968656725e-13,5.952829604077294e-16,1.4191396084774187e-06
7.12938260591501e-07,0.11230183250343163,0.9,0.0,0.0,0.0,0.0,0.09978798878731895,8.970236498898065e-05,2.4505147419961168e-06,1.1661244984415662e-05,2.2749789292027968e-05,8.608739276805117e-07,2.3797473004718068e-05,3.47056371991439e-06,6.252550031425406e-06,2.6294529696703698e-05,7.392102958366485e-05,4.6719996507615865e-06,2.5144646329956327e-05,1.1033256151180675e-08,8.176108513503846e-08,2.5787065121331245e-08,4.462265508850054e-09,6.090916518337484e-05,2.3592842583766488e-05,0.00018225516719688493,3.478038172704778e-05,4.174582333127782e-05,6.395907549347376e-10,2.4849519558546622e-05,2.7738726309770157e-12,6.73579544579501e-08,6.794279885743847e-13,7.99014522019778e-13,8.20558104914286e-13,1.3543187121752124e-12,2.1378341222072469e-13,6.375987383531413e-06,2.0529389737979458e-05,1.3630262833082362e-13,1.6095043672445696e-05,4.976032215865376e-13,2.8413715596558706e-13,1.1277027619268186e-05,9.61405729696279e-13,5.986410160939945e-16,1.441868606189525e-06
7.16734803325451e-07,0.11230221071121772,0.9,0.0,0.0,0.0,0.0,0.09978676237161903,9.022051293403707e-05,2.4505069611667162e-06,1.169965105575696e-05,2.2813149054818025e-05,8.608663291475146e-07,2.3877889666618833e-05,3.4705366223760442e-06,6.25368383914401e-06,2.6435950480487963e-05,7.45213819231753e-05,4.672766566916797e-06,2.523591848936795e-05,1.1033221206546841e-08,8.176082549321688e-08,2.5786837508430023e-08,4.462264562174922e-09,6.114397806283617e-05,2.3722275366081843e-05,0.00018369981669017342,3.497547610281042e-05,4.213474443726381e-05,6.395924564341414e-10,2.4996207968000327e-05,2.7898516732368363e-12,6.76167665459508e-08,6.813095984198971e-13,8.019022937970032e-13,8.233180519667356e-13,1.3669146936853266e-12,2.1460424324396597e-13,6.40998158576046e-06,2.073766170183693e-05,1.366822438116488e-13,1.6240715746389217e-05,5.020990366550376e-13,2.85168542931488e-13,1.1386937724715871e-05,9.707607475670688e-13,6.019988517292105e-16,1.464817917765259e-06
7.205313460594011e-07,0.11230258943697084,0.9,0.0,0.0,0.0,0.0,0.09978553517518932,9.073848747084484e-05,2.4504992288281173e-06,1.173793644849823e-05,2.287610849435412e-05,8.60858732027521e-07,2.3958023096429e-05,3.4705094223190313e-06,6.2547859659454095e-06,2.6577390620047064e-05,7.512332211916419e-05,4.673512005156632e-06,2.5326791252430856e-05,1.1033186328162357e-08,8.17605674660985e-08,2.5786609940242268e-08,4.462263722798775e-09,6.137771212135661e-05,2.385170647541824e-05,0.00018514775530669372,3.5170567420673426e-05,4.2524974687487575e-05,6.395941582059943e-10,2.514289495470991e-05,2.8058248166726696e-12,6.787437593467989e-08,6.831791405797462e-13,8.047772781366355e-13,8.260681354337693e-13,1.3795527338474819e-12,2.154212359601372e-13,6.443838813924619e-06,2.094673279102747e-05,1.3705946049150123e-13,1.6386814120353087e-05,5.066078856577086e-13,2.8619541810660637e-13,1.1497244765910257e-05,9.801492989984416e-13,6.053567894526577e-16,1.4879881135784815e-06
7.243278887933511e-07,0.1123029686781981,0.9,0.0,0.0,0.0,0.0,0.09978430720173019,9.12562866407964e-05,2.4504915441558205e-06,1.1776100730243876e-05,2.2938670122989315e-05,8.608511362776715e-07,2.403787466092475e-05,3.470482126977617e-06,6.255857243909525e-06,2.6718850108074532e-05,7.572684222269675e-05,4.674236532812112e-06,2.5417266354267127e-05,1.1033151805892124e-08,8.176031103324507e-08,2.5786382411216933e-08,4.462262988994669e-09,6.161037029057576e-05,2.398113591061913e-05,0.00018659896937976814,3.5365655677873715e-05,4.291650946265503e-05,6.395958607225439e-10,2.5289580513728028e-05,2.821792001151915e-12,6.813078591804091e-08,6.850367767516069e-13,8.076395221729182e-13,8.288084043445537e-13,1.3922326788129473e-12,2.1623444648017203e-13,6.477559052249083e-06,2.1156599327174168e-05,1.374342941080555e-13,1.6533336449143376e-05,5.111296916612276e-13,2.8721779842011053e-13,1.160794699587584e-05,9.895712332009906e-13,6.087145295333043e-16,1.5113797571239137e-06
7.281244315273012e-07,0.11230334843241833,0.9,0.0,0.0,0.0,0.0,0.09978307845493192,9.177390852899795e-05,2.4504839068860587e-06,1.1814143479787044e-05,2.3000836437306946e-05,8.608435418475031e-07,2.411744569341555e-05,3.470454743122167e-06,6.2568984833334064e-06,2.686032893603306e-05,7.633193431830683e-05,4.674940702206361e-06,2.550734552260303e-05,1.1033117365478601e-08,8.176005617903932e-08,2.578615492333566e-08,4.462262359927908e-09,6.184195550125874e-05,2.411056367053412e-05,0.00018805344530561927,3.5560740871670773e-05,4.3309344165440106e-05,6.395975656694789e-10,2.5436264640409638e-05,2.8377531667374083e-12,6.838599978890796e-08,6.868825019035566e-13,8.1048908928201e-13,8.315389036824099e-13,1.4049543785711573e-12,2.1704384277659767e-13,6.511142296595941e-06,2.136725764195887e-05,1.3780675898226616e-13,1.6680280402704405e-05,5.156643852985533e-13,2.8823570588674214e-13,1.1719042675132836e-05,9.990263999964338e-13,6.120723506807182e-16,1.534993405050731e-06
7.319209742612512e-07,0.11230372869716215,0.9,0.0,0.0,0.0,0.0,0.09978184893847455,9.229135126327239e-05,2.450476316235966e-06,1.1852064287117094e-05,2.30626099182193e-05,8.608359486932329e-07,2.419673749458357e-05,3.4704272770882905e-06,6.257910473297606e-06,2.7001827094168156e-05,7.693859052386238e-05,4.675625051051742e-06,2.5597030477791503e-05,1.1033083257391363e-08,8.175980288389909e-08,2.5785927472426565e-08,4.462261834022467e-09,6.2072470683241e-05,2.423998975401994e-05,0.00018951116954207285,3.575582299934638e-05,4.37034742199456e-05,6.395992734655708e-10,2.5582947330395125e-05,2.8537082559025247e-12,6.864002083905925e-08,6.887164651745323e-13,8.133260272759017e-13,8.342596799923501e-13,1.4177176809168643e-12,2.1784947479794834e-13,6.544588554139318e-06,2.1578704077118933e-05,1.3817687057108382e-13,1.6827643666014877e-05,5.202118910737124e-13,2.8924915762983876e-13,1.1830530071665032e-05,1.00851464988582e-12,6.154299935623429e-16,1.5588296071961419e-06
7.357175169952013e-07,0.11230410946997131,0.9,0.0,0.0,0.0,0.0,0.09978061865602803,9.280861301318706e-05,2.4504687719089227e-06,1.1889862753418367e-05,2.3123993031066348e-05,8.608283567660515e-07,2.4275751333309587e-05,3.470399734803486e-06,6.2588939822179914e-06,2.7143344571521778e-05,7.754680299043148e-05,4.676290102836459e-06,2.5686322932835123e-05,1.1033049244042622e-08,8.175955113167586e-08,2.5785700059369082e-08,4.462261410337016e-09,6.230191876536842e-05,2.436941415993956e-05,0.00019097212860730292,3.5950902058204554e-05,4.409889507117772e-05,6.396009855418197e-10,2.5729628579590512e-05,2.869657211411853e-12,6.889285235911321e-08,6.90538671394197e-13,8.161503979882545e-13,8.369707762207755e-13,1.430522437028238e-12,2.186513162352837e-13,6.57789784304932e-06,2.1790934984443814e-05,1.3854464309416966e-13,1.6975423938984513e-05,5.247721400941844e-13,2.9025817516191886e-13,1.1942407460887767e-05,1.0180358339807728e-12,6.187876993122282e-16,1.5828889066189542e-06
7.395140597291513e-07,0.11230449074839918,0.9,0.0,0.0,0.0,0.0,0.09977938761125203,9.332569198910609e-05,2.450461273158927e-06,1.1927538491060737e-05,2.3184988225713162e-05,8.608207660217172e-07,2.4354488447485344e-05,3.470372121812776e-06,6.259849758383376e-06,2.728488135594584e-05,7.815656390214873e-05,4.676936367200956e-06,2.5775224593409574e-05,1.1033015541822158e-08,8.175930090343344e-08,2.578547268092053e-08,4.462261087405992e-09,6.253030267544414e-05,2.4498836887162934e-05,0.00019243630907861577,3.614597804557132e-05,4.449560218453385e-05,6.396027022654224e-10,2.5876308384152474e-05,2.8855999782350005e-12,6.914449763846512e-08,6.923492587202379e-13,8.18962249756549e-13,8.396722365699643e-13,1.4433684962458734e-12,2.194494117037705e-13,6.611070192183939e-06,2.20039467257715e-05,1.3891009174255818e-13,1.712361893635154e-05,5.293450582216752e-13,2.912627757528484e-13,1.2054673125615978e-05,1.027589804062136e-12,6.221452435505446e-16,1.6071718396331189e-06
7.433106024631014e-07,0.11230487253001006,0.9,0.0,0.0,0.0,0.0,0.09977815580779613,9.384258644126653e-05,2.4504538196615467e-06,1.1965091123582399e-05,2.3245597936647385e-05,8.608131764126906e-07,2.4432950044812513e-05,3.4703444433021667e-06,6.260778530479334e-06,2.7426437434115726e-05,7.876786547608252e-05,4.677564340304339e-06,2.5863737157887496e-05,1.1032981944870559e-08,8.175905218268746e-08,2.5785245337226366e-08,4.462260864215511e-09,6.275762534017195e-05,2.4628257934566316e-05,0.0001939036975912735,3.634105095879465e-05,4.489359104530357e-05,6.396044248478139e-10,2.602298674047105e-05,2.901536501710438e-12,6.939495996522602e-08,6.941482403993954e-13,8.217616430192814e-13,8.423641020364094e-13,1.456255710897422e-12,2.202437398403323e-13,6.644105640789253e-06,2.2217735672984703e-05,1.392732306253802e-13,1.7272226387580777e-05,5.339305770875393e-13,2.9226298045926043e-13,1.2167325356032366e-05,1.037176412520142e-12,6.25502834901106e-16,1.6316789358412633e-06
7.471071451970514e-07,0.11230525481237924,0.9,0.0,0.0,0.0,0.0,0.09977692324929978,9.435929465887752e-05,2.4504464107034654e-06,1.2002520285665213e-05,2.3305824583075508e-05,8.608055878945817e-07,2.4511137303588048e-05,3.4703167041212054e-06,6.26168100809853e-06,2.7568012791543603e-05,7.938069996210229e-05,4.6781745051811e-06,2.595186231736275e-05,1.1032948640096287e-08,8.175880495100006e-08,2.578501802567154e-08,4.462260739381665e-09,6.298388968510489e-05,2.475767730103278e-05,0.0001953742808373551,3.653612079524425e-05,4.529285715818254e-05,6.396061536070629e-10,2.6169663645156356e-05,2.917466729198778e-12,6.96442426261623e-08,6.959357449743307e-13,8.245486265082046e-13,8.450464146136672e-13,1.4691839317790956e-12,2.210343406439462e-13,6.677004238207235e-06,2.2432298208006873e-05,1.3963407468085327e-13,1.7421244036762394e-05,5.385286238406735e-13,2.932588066565116e-13,1.2280362449655685e-05,1.046795512404796e-12,6.288602792252891e-16,1.6564107181681859e-06
7.509036879310015e-07,0.11230563759309294,0.9,0.0,0.0,0.0,0.0,0.09977568993939227,9.48758149692423e-05,2.4504390459368154e-06,1.203982562310316e-05,2.3365670569019028e-05,8.607980004208647e-07,2.4589051373476146e-05,3.470288908803636e-06,6.262557882237911e-06,2.7709607412591743e-05,7.999505964274698e-05,4.678767332088417e-06,2.603960175567507e-05,1.1032915449093215e-08,8.17585591916903e-08,2.5784790745914364e-08,4.462260711842257e-09,6.320909863459161e-05,2.488709498545177e-05,0.00019684804556465403,3.6731187552311475e-05,4.569339604679911e-05,6.396078895652447e-10,2.6316339095023443e-05,2.9333906084917152e-12,6.989234890663714e-08,6.977117928605387e-13,8.273232593946298e-13,8.477192134350085e-13,1.4821530123284885e-12,2.218211970288196e-13,6.709766043591389e-06,2.2647630722798037e-05,1.3999263789987306e-13,1.7570669642511414e-05,5.431391306774555e-13,2.942502749856205e-13,1.2393782711309113e-05,1.0564469573737609e-12,6.322177570191596e-16,1.6813677028943421e-06
7.547002306649515e-07,0.112306020869748,0.9,0.0,0.0,0.0,0.0,0.0997744558816927,9.539214573690209e-05,2.450431724677307e-06,1.2077006792764134e-05,2.3425138283409592e-05,8.607904139472087e-07,2.4666693376266787e-05,3.4702610615872337e-06,6.26340982578311e-06,2.7851221280485744e-05,8.061093683309338e-05,4.679343278844244e-06,2.6126957149434967e-05,1.1032882533266803e-08,8.175831488671502e-08,2.578456349576528e-08,4.462260780274531e-09,6.343325511172672e-05,2.5016510986719398e-05,0.00019832497857561157,3.692625122740923e-05,4.6095203253253426e-05,6.396096329941002e-10,2.6463013087080546e-05,2.949308089240034e-12,7.013928209055241e-08,6.994765041691171e-13,8.300855906915589e-13,8.503825384123644e-13,1.4951628047139562e-12,2.2260434499816724e-13,6.7423911256296325e-06,2.286372961935045e-05,1.403489349794584e-13,1.7720500977867815e-05,5.477620259714421e-13,2.952374028921095e-13,1.2507584453088755e-05,1.066130601735598e-12,6.355751003088699e-16,1.7065503996892888e-06
7.584967733989016e-07,0.11230640463995176,0.9,0.0,0.0,0.0,0.0,0.09977322107981007,9.590828536280141e-05,2.4504244465574305e-06,1.2114063462545546e-05,2.348423010018393e-05,8.607828284279279e-07,2.4744064406620827e-05,3.4702331664320064e-06,6.2642374939803395e-06,2.7992854377327633e-05,8.122832388062546e-05,4.6799027911564744e-06,2.6213930168049055e-05,1.1032849737965557e-08,8.175807201929609e-08,2.5784336274560855e-08,4.462260943585205e-09,6.365636203829947e-05,2.5145925303738193e-05,0.00019980506672628466,3.712131181797175e-05,4.6498274337668794e-05,6.396113847523344e-10,2.660968561851583e-05,2.9652191215747288e-12,7.038504546029275e-08,7.012299054057151e-13,8.328356784143488e-13,8.530364269017006e-13,1.5082131634435884e-12,2.2338377116496057e-13,6.7748795622746e-06,2.3080591309684108e-05,1.4070297978588625e-13,1.7870735830197345e-05,5.523972425181031e-13,2.9622021063640267e-13,1.262176599433223e-05,1.0758463004043312e-12,6.389324652544543e-16,1.7319593116451075e-06
7.622933161328516e-07,0.11230678890132215,0.9,0.0,0.0,0.0,0.0,0.09977198553734323,9.642423228347443e-05,2.45041721091873e-06,1.2150995311324048e-05,2.354294837837778e-05,8.607752438188906e-07,2.4821165532801904e-05,3.470205227037635e-06,6.265041524896142e-06,2.813450668410891e-05,8.1847213165104e-05,4.6804463029433674e-06,2.6300522473745534e-05,1.1032817202533724e-08,8.175783057171222e-08,2.5784109080401482e-08,4.46226120049809e-09,6.387842233474613e-05,2.5275337935417257e-05,0.0002012882969253472,3.731636932145459e-05,4.690260487775513e-05,6.396131450683687e-10,2.675635668668699e-05,2.981123657340214e-12,7.062964229666968e-08,7.02972109275188e-13,8.355735717599713e-13,8.556809168539621e-13,1.5213039419805959e-12,2.241595080733706e-13,6.807231440480823e-06,2.3298212215842026e-05,1.4105478678531e-13,1.802137200109298e-05,5.570447098600326e-13,2.971987157038046e-13,1.2736325661587405e-05,1.085593908936513e-12,6.422897065199139e-16,1.7575949353097892e-06
7.660898588668017e-07,0.11230717365148725,0.9,0.0,0.0,0.0,0.0,0.09977074925788092,9.693998497025158e-05,2.4504100173773363e-06,1.2187802028899744e-05,2.360129546221964e-05,8.607676600751329e-07,2.489799779739493e-05,3.4701772468595e-06,6.265822539865273e-06,2.8276178180723555e-05,8.246759709843685e-05,4.680974236645533e-06,2.6386735721599963e-05,1.1032784792874492e-08,8.175759052715913e-08,2.5783881912412866e-08,4.462261549901055e-09,6.409943892010047e-05,2.5404748880672077e-05,0.00020277465613312404,3.7511423735334446e-05,4.730819046838419e-05,6.396149146599127e-10,2.6903026289109632e-05,2.997021648899139e-12,7.087307587886751e-08,7.047031474415553e-13,8.382993276845633e-13,8.583160439325798e-13,1.5344349958645295e-12,2.2493154553453134e-13,6.839446855948941e-06,2.351658876988537e-05,1.4140436971414444e-13,1.817240730627705e-05,5.61704361419755e-13,2.9817293800462143e-13,1.285126178858122e-05,1.0953732834915699e-12,6.45646959209846e-16,1.783457760720588e-06
7.698864016007517e-07,0.11230755888808536,0.9,0.0,0.0,0.0,0.0,0.09976951224500172,9.745554192848606e-05,2.4504028652978392e-06,1.2224483315935152e-05,2.3659273681223576e-05,8.607600771528153e-07,2.4974562218011518e-05,3.470149229124022e-06,6.2665811439270235e-06,2.8417868845980828e-05,8.308946812454973e-05,4.68148700352962e-06,2.647257155956133e-05,1.1032752629248512e-08,8.175735186818642e-08,2.5783654768894515e-08,4.462261990554106e-09,6.431941471194785e-05,2.5534158138424654e-05,0.0002042641313606565,3.770647505710904e-05,4.771502672117639e-05,6.39616693715168e-10,2.7049694423448084e-05,3.0129130501971825e-12,7.11153494843899e-08,7.064231260919132e-13,8.410129954854069e-13,8.609418442420945e-13,1.5476061797818341e-12,2.256999130978646e-13,6.8715259128764455e-06,2.373571741388846e-05,1.4175174281689533e-13,1.8323839575504006e-05,5.663761278592777e-13,2.9914289503783053e-13,1.2966572716188618e-05,1.1051842808635271e-12,6.490040975746025e-16,1.8095482714373355e-06
7.736829443347017e-07,0.11230794460876486,0.9,0.0,0.0,0.0,0.0,0.09976827450227413,9.797090169679964e-05,2.450395754282855e-06,1.2261038883889328e-05,2.371688535028172e-05,8.60752495007618e-07,2.5050859787982268e-05,3.4701211768427798e-06,6.26731792625029e-06,2.8559578657618125e-05,8.371281871925746e-05,4.6819850039840026e-06,2.6558031628478206e-05,1.1032720595345167e-08,8.175711457801432e-08,2.578342764883557e-08,4.4622625213349424e-09,6.453835262637779e-05,2.5663565707603373e-05,0.0002057567096687985,3.790152328429707e-05,4.812310926409923e-05,6.396184828301275e-10,2.7196361087505188e-05,3.0287978157268842e-12,7.135646638900745e-08,7.081320812438744e-13,8.437146311436133e-13,8.635583518367222e-13,1.5608173502651525e-12,2.2646460333948212e-13,6.903468723715096e-06,2.395559459993357e-05,1.420969196958547e-13,1.8475666652463865e-05,5.710599432508802e-13,3.001086063901649e-13,1.3082256792401624e-05,1.115026758446358e-12,6.523612385017131e-16,1.8358669445757198e-06
7.774794870686518e-07,0.11230833081118391,0.9,0.0,0.0,0.0,0.0,0.09976703603325651,9.848606284634737e-05,2.4503886837175873e-06,1.2297468454947379e-05,2.3774132769755944e-05,8.607449135960546e-07,2.5126891477035986e-05,3.4700930928260002e-06,6.2680334605476405e-06,2.870130759231367e-05,8.433764139013582e-05,4.6824686278066145e-06,2.6643117562125174e-05,1.1032688794917568e-08,8.175687863942746e-08,2.5783200550673706e-08,4.462263141032392e-09,6.475625557793924e-05,2.579297158714305e-05,0.00020725237816734293,3.8096568414438005e-05,4.8532433741076607e-05,6.396202821558795e-10,2.734302627921424e-05,3.044675901446849e-12,7.159642986670624e-08,7.098301133368506e-13,8.464042839848892e-13,8.661656010834827e-13,1.5740683631577567e-12,2.2722564321569218e-13,6.935275408934536e-06,2.417621679010556e-05,1.4243991438212962e-13,1.862788639468628e-05,5.757557393315663e-13,3.0107008955186165e-13,1.3198312372298527e-05,1.1249005742610948e-12,6.55718273187726e-16,1.8624142508405188e-06
7.812760298026018e-07,0.11230871749301073,0.9,0.0,0.0,0.0,0.0,0.09976579684149718,9.900102398010068e-05,2.4503816531935954e-06,1.2333771761945633e-05,2.3831018225569233e-05,8.607373328743953e-07,2.5202658231966068e-05,3.4700649796949848e-06,6.268728305478712e-06,2.884305562569913e-05,8.4963928676394e-05,4.682938254485195e-06,2.672783098722938e-05,1.1032657127046072e-08,8.175664403570699e-08,2.5782973473311282e-08,4.462263848520131e-09,6.497312647959514e-05,2.592237577598483e-05,0.00020875112401417634,3.8291610445092095e-05,4.894299581160935e-05,6.396220921833172e-10,2.7489689996630003e-05,3.0605472638832584e-12,7.1835243189637e-08,7.115172620471391e-13,8.490820090886608e-13,8.687636245089897e-13,1.5873590759478875e-12,2.2798302769272804e-13,6.966946096792214e-06,2.43975804564864e-05,1.4278074034047582e-13,1.8780496673445254e-05,5.804634508415411e-13,3.0202736380922326e-13,1.3314737818013144e-05,1.1348055869255065e-12,6.590753027588577e-16,1.8891906545587966e-06
7.850725725365519e-07,0.112309104651923,0.9,0.0,0.0,0.0,0.0,0.09976455693053421,9.951578373214813e-05,2.4503746621145816e-06,1.2369948548292842e-05,2.3887543989296182e-05,8.607297527995491e-07,2.5278160977283957e-05,3.4700368398939845e-06,6.269403005043148e-06,2.898482273237214e-05,8.559167314874741e-05,4.683394253470087e-06,2.6812173523497237e-05,1.1032625681204925e-08,8.175641074984762e-08,2.5782746415283345e-08,4.462264642610576e-09,6.51889682426789e-05,2.605177827307628e-05,0.00021025293441446195,3.8486649373840166e-05,4.935479115040641e-05,6.396239130294683e-10,2.7636352237921567e-05,3.0764118609232036e-12,7.207290962806555e-08,7.13193622734079e-13,8.51747855747362e-13,8.713524548462534e-13,1.6006893455740376e-12,2.2873678148120915e-13,6.998480923109235e-06,2.4619682081149478e-05,1.4311941139600988e-13,1.8933495373664492e-05,5.851830105529131e-13,3.0298044662453057e-13,1.3431531498704254e-05,1.144741655677219e-12,6.624322330735905e-16,1.9161966137130496e-06
7.888691152705019e-07,0.11230949228560816,0.9,0.0,0.0,0.0,0.0,0.09976331630389572,0.00010003034076701399,2.4503677100631724e-06,1.2405998567887585e-05,2.3943712318253218e-05,8.60722173328339e-07,2.5353400615859974e-05,3.470008675701137e-06,6.270058088963397e-06,2.9126608885908804e-05,8.622086740929116e-05,4.683836984439844e-06,2.6896146783641297e-05,1.1032594369793166e-08,8.175617876521727e-08,2.578251937543879e-08,4.462265522177724e-09,6.540378377685045e-05,2.618117907737125e-05,0.00021175779661985016,3.8681685198283554e-05,4.9767815447026696e-05,6.39625745094459e-10,2.778301300136451e-05,3.0922696510354212e-12,7.230943245032345e-08,7.148592381327806e-13,8.544018782026806e-13,8.739321231739866e-13,1.6140590304436e-12,2.2948690161310134e-13,7.029880031052138e-06,2.48425181561538e-05,1.4345594087326635e-13,1.9086880393823422e-05,5.899143538880799e-13,3.03929357003853e-13,1.3548691790525124e-05,1.1547086403471468e-12,6.65789151621545e-16,1.9434325799743145e-06
7.92665658004452e-07,0.11230988039176298,0.9,0.0,0.0,0.0,0.0,0.09976207496509967,0.00010054469377899341,2.4503607964597267e-06,1.2441921585032137e-05,2.3999525455587965e-05,8.607145944180956e-07,2.5428378029551423e-05,3.4699804892389117e-06,6.270694073057595e-06,2.926841405887601e-05,8.685150409137408e-05,4.684266797559794e-06,2.6979752373407167e-05,1.1032563269934316e-08,8.17559480650031e-08,2.5782292352382626e-08,4.462266486053855e-09,6.561757599005424e-05,2.6310578187829937e-05,0.00021326569792771513,3.887671791604402e-05,5.018206440553109e-05,6.396275884642075e-10,2.7929672285334552e-05,3.1081205939548205e-12,7.254481492276013e-08,7.165141991014586e-13,8.570441256608923e-13,8.765026606896227e-13,1.6274679885331138e-12,2.302334108538577e-13,7.061143570920329e-06,2.506608518353803e-05,1.4379034239804804e-13,1.924064964586381e-05,5.946574146183019e-13,3.0487411236506424e-13,1.3666217076593162e-05,1.164706401379162e-12,6.691459769467939e-16,1.9708989987352187e-06
7.96462200738402e-07,0.1123102689680938,0.9,0.0,0.0,0.0,0.0,0.09976083291765396,0.00010105884149150429,2.4503539208797703e-06,1.2477717374343129e-05,2.4054985630368355e-05,8.607070160261702e-07,2.550309407981831e-05,3.469952282483739e-06,6.271311459602788e-06,2.9410238222843752e-05,8.748357585947317e-05,4.684684033733764e-06,2.7062991891600582e-05,1.1032532305553173e-08,8.175571863267839e-08,2.578206534493262e-08,4.462267533116362e-09,6.58303477884764e-05,2.6439975603418814e-05,0.00021477662568041724,3.907174752476367e-05,5.059753374414483e-05,6.396294434604428e-10,2.807633008830074e-05,3.12396465000645e-12,7.277906030969482e-08,7.181585509163735e-13,8.596746515817623e-13,8.790640971015974e-13,1.640916079133852e-12,2.3097630802045235e-13,7.092271699939152e-06,2.5290379675314368e-05,1.4412262915261116e-13,1.9394801055096958e-05,5.994121288590794e-13,3.0581473145164854e-13,1.3784105746959661e-05,1.1747347998067694e-12,6.725027847406676e-16,1.998596309142992e-06
8.002587434723521e-07,0.11231065801231606,0.9,0.0,0.0,0.0,0.0,0.0997595901650564,0.00010157278265645543,2.450347082758719e-06,1.2513385720659094e-05,2.4110095057670886e-05,8.606994381103331e-07,2.5577549608326575e-05,3.469924057275201e-06,6.27191073768877e-06,2.9552081348397312e-05,8.811707540906865e-05,4.685089024849145e-06,2.7145866930114537e-05,1.1032501543090692e-08,8.175549045161065e-08,2.5781838351745397e-08,4.462268662214738e-09,6.604210207650406e-05,2.6569371323110625e-05,0.00021629056726459026,3.926677402210479e-05,5.101421919492972e-05,6.39631310140793e-10,2.8222986408819794e-05,3.1398017806959857e-12,7.301217187337013e-08,7.197923804368353e-13,8.622935050401391e-13,8.816164621653906e-13,1.6544031612073289e-12,2.317156141931163e-13,7.123264582058282e-06,2.551539815346229e-05,1.4445281456948565e-13,1.954933256011167e-05,6.041784313482946e-13,3.067512316230134e-13,1.3902356198579726e-05,1.1847936972697997e-12,6.758595045228963e-16,2.026524944132415e-06
