Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524)
5.796660731004112e-08,0.11224787257149683,0.9,0.0,0.0,0.0,0.0,0.09998434971568752,4.7177859340480335e-06,1.941297645589073e-06,2.2685053898909147e-06,2.8850526117849347e-06,8.033810636046206e-07,2.5689460670454624e-06,1.8802995168984944e-06,2.0061493640762407e-06,2.129165625965637e-06,2.4041537316162607e-06,1.5819601841430919e-06,2.1976772467680785e-06,8.740543313599961e-09,6.473066357793664e-08,2.4055774473631093e-08,4.15918603293862e-09,3.3624288015407593e-06,1.2902045160727633e-06,2.9937928391754646e-06,1.4782188726821912e-06,3.141184748133448e-07,3.460910163374167e-10,6.642717262591536e-07,1.4624575170968502e-13,3.6944822487314765e-09,8.637383744485857e-14,7.000603112107058e-14,8.879650760050287e-14,1.021559498300079e-14,1.1833016248447623e-14,5.941555609425312e-08,6.609683772257983e-08,1.7285419679238e-14,1.3822333827395421e-07,4.283854854881096e-15,2.4833964255500596e-14,7.058742527042914e-08,6.032557938285122e-15,2.5443186402832127e-17,2.742321464345538e-10,3.27033404367322e-18,9.447010320154487e-12,3.788092801389966e-18,1.459489726698809e-20,4.275119295910406e-22,6.76064407729319e-19,4.71778229378842e-20,6.487609067397223e-12,2.3474765873583404e-20,3.6026307698249364e-19,1.6359878827188671e-21,2.5129796302434443e-20,3.5267424623171277e-16,6.010690157679264e-22,1.1158236773322103e-14,1.980386932341349e-20,2.58863218015605e-10,1.780427953011111e-14,6.874731508817146e-22,1.0551906891919345e-20
5.96053185819329e-08,0.11224795856084127,0.9,0.0,0.0,0.0,0.0,0.09998390406351561,4.869815729339077e-06,1.9634686181981005e-06,2.3205914387231924e-06,2.965802638418332e-06,8.076794807244982e-07,2.644627122188685e-06,1.917998558282195e-06,2.0529094884946803e-06,2.1893499105361498e-06,2.4815625187163157e-06,1.6179373845565477e-06,2.265720723663771e-06,8.840366460701365e-09,6.547214914817612e-08,2.418519795262767e-08,4.181538914147961e-09,3.5112603241889902e-06,1.3424900635600649e-06,3.1483366587849677e-06,1.5454006035665158e-06,3.3247649464246725e-07,3.530324818156263e-10,6.98921174102774e-07,1.509577067356295e-13,3.859159359755546e-09,8.879090006475427e-14,7.217314918858406e-14,9.1411972412025e-14,1.0812568426727422e-14,1.2356613203036827e-14,6.376754920398096e-08,7.116119002247062e-08,1.7769223058210265e-14,1.46174800514906e-07,4.530265089183371e-15,2.5602862218482176e-14,7.47915634864839e-08,6.391819692904047e-15,2.659953658616311e-17,3.041710745589217e-10,3.440936753636136e-18,1.0728048432667134e-11,3.941610481276457e-18,1.555027209846242e-20,4.666615549531102e-22,7.295672403841054e-19,5.2204431097194405e-20,7.375838017644823e-12,2.5495155417240245e-20,3.8694233021483636e-19,1.821921442427727e-21,2.767633802412473e-20,3.8058632446962294e-16,6.573736108136586e-22,1.285220714728019e-14,2.1894911205267443e-20,2.8659147920324543e-10,1.8613452437895757e-14,7.649428176456444e-22,1.1611124276034022e-20
6.124402985382468e-08,0.11224804515747465,0.9,0.0,0.0,0.0,0.0,0.09998345819131567,5.0227426095171425e-06,1.9846783039833836e-06,2.3721287152172083e-06,3.0463883157368914e-06,8.116635259238776e-07,2.720372415244974e-06,1.954918926584881e-06,2.0991835016060884e-06,2.249533827257351e-06,2.5595390294645622e-06,1.653500347012749e-06,2.3339843147131514e-06,8.93586148574684e-09,6.618148549545044e-08,2.4305155871814317e-08,4.202257116162068e-09,3.661562241201976e-06,1.39504545491154e-06,3.3060340309628255e-06,1.6133285312517269e-06,3.5136762785983153e-07,3.598305889618003e-10,7.342515281447359e-07,1.5569741962664828e-13,4.025481808403571e-09,9.120301643336931e-14,7.434725561595914e-14,9.402962956547316e-14,1.142687300339252e-14,1.2885378076857498e-14,6.82885215112366e-08,7.644595360865948e-08,1.825204175982133e-14,1.54345416844538e-07,4.7834647265437635e-15,2.6374247493776015e-14,7.912408577502487e-08,6.762049525538971e-15,2.776873090817849e-17,3.363951992507674e-10,3.614892674604008e-18,1.2139773713488228e-11,4.095920589771244e-18,1.6542555037961136e-20,5.082290112248533e-22,7.855539608624912e-19,5.759563515205544e-20,8.35492195227363e-12,2.762500627493754e-20,4.1471675619387574e-19,2.022771253417491e-21,3.0393896003192287e-20,4.097943232874424e-16,7.173061584090863e-22,1.4746971464039775e-14,2.4134917652361855e-20,3.163600691687027e-10,1.9431613094076587e-14,8.485286795634291e-22,1.2740088618813372e-20
6.288274112571647e-08,0.11224813234966974,0.9,0.0,0.0,0.0,0.0,0.09998301209705222,5.176557113362367e-06,2.004968363401468e-06,2.4231254814724607e-06,3.1268060487680837e-06,8.15356171202125e-07,2.796175129864534e-06,1.991071077531448e-06,2.144975995201635e-06,2.309717379980239e-06,2.6380853323855884e-06,1.6886538388858794e-06,2.402460384148922e-06,9.02721596182812e-09,6.6860065909632e-08,2.4416339905002996e-08,4.221460093766821e-09,3.813266098728817e-06,1.447850953434446e-06,3.4668447469100152e-06,1.6819702998345075e-06,3.7079229369013016e-07,3.664872624576832e-10,7.702486733327818e-07,1.6046459656970978e-13,4.193372894975699e-09,9.361007895469492e-14,7.652810701979191e-14,9.66492433685632e-14,1.2058522061530085e-14,1.3419069942895473e-14,7.297862531876629e-08,8.195324436570453e-08,1.873385424526338e-14,1.6273473034624797e-07,5.043439494362669e-15,2.7148033796462628e-14,8.358539925041257e-08,7.14328204856996e-15,2.89502124211064e-17,3.710059533611807e-10,3.7921322845320326e-18,1.3691251630918829e-11,4.250965168640496e-18,1.7572332833979947e-20,5.52297031046173e-22,8.440576950403724e-19,6.336562137838169e-20,9.431102770162494e-12,2.986676843934889e-20,4.435951912748857e-19,2.2392443583230848e-21,3.328821336784126e-20,4.403155272261155e-16,7.810035741612862e-22,1.6860010415711517e-14,2.6529404724904116e-20,3.482516141515104e-10,2.025837178012952e-14,9.385097726710167e-22,1.39410061931675e-20
6.452145239760825e-08,0.11224822012614466,0.9,0.0,0.0,0.0,0.0,0.09998256577878473,5.331249866935379e-06,2.024378651482847e-06,2.473589905658048e-06,3.2070525475858924e-06,8.187787099531189e-07,2.8720285918843323e-06,2.026465647558992e-06,2.190291527436338e-06,2.36990057282586e-06,2.7172033738162063e-06,1.723402572680616e-06,2.4711414090519694e-06,9.114609333240889e-09,6.750922330003032e-08,2.451939118415462e-08,4.2392585729691095e-09,3.966306572045203e-06,1.5008882646175993e-06,3.6307296557827282e-06,1.7512949555794896e-06,3.907508635164431e-07,3.730044602894507e-10,8.068986870549633e-07,1.652589464633221e-13,4.362759432156792e-09,9.601198916811906e-14,7.871546361661717e-14,9.927058304906804e-14,1.2707527392929312e-14,1.3957458887847489e-14,7.783791291753016e-08,8.768507961987077e-08,1.921464080337605e-14,1.7134227476579117e-07,5.310174830713372e-15,2.7924136116817665e-14,8.817589675398639e-08,7.535550653475502e-15,3.014344831232565e-17,4.081059895569057e-10,3.972587007786392e-18,1.5391881751596898e-11,4.4066904945892645e-18,1.8640193421405643e-20,5.989491523536145e-22,9.051105037056227e-19,6.952861540927534e-20,1.0610842065128957e-11,3.222285171196469e-20,4.735861850379639e-19,2.472056804584135e-21,3.6365025792984237e-20,4.721666650296504e-16,8.48604737103546e-22,1.920980308117262e-14,2.9083885130790485e-20,3.8234916739671057e-10,2.1093355666282466e-14,1.035167883231876e-21,1.5216072403439655e-20
6.616016366950003e-08,0.11224830847604017,0.9,0.0,0.0,0.0,0.0,0.09998211923466352,5.48681158296787e-06,2.042947296072738e-06,2.5235300619755572e-06,3.2871248049058048e-06,8.219508796222366e-07,2.9479262672907956e-06,2.0611134287362627e-06,2.235134622848128e-06,2.4300834101864675e-06,2.796894983405268e-06,1.7577512066636837e-06,2.540019980708023e-06,9.198213267758312e-09,6.813023281207243e-08,2.4614903992504336e-08,4.255755188815056e-09,4.120621298267036e-06,1.5541404307500396e-06,3.797650621714242e-06,1.8212728861543046e-06,4.112436618738816e-07,3.79384169128017e-10,8.441878422097637e-07,1.7008018089856958e-13,4.533571556913434e-09,9.840865707747604e-14,8.090908926602928e-14,1.0189342268427192e-13,1.3373899264994891e-14,1.450032542334971e-14,8.286634219792479e-08,9.364338262579822e-08,1.969438341640945e-14,1.8016757530707366e-07,5.583655909013969e-15,2.8702470735642724e-14,9.28959570678025e-08,7.93888752913292e-15,3.134792885851954e-17,4.4779913928572457e-10,4.156189230408337e-18,1.7251398249096903e-11,4.563046769851557e-18,1.974672584440605e-20,6.482697146050054e-22,9.687434205472216e-19,7.609887538094718e-20,1.190082071418083e-11,3.4695625749330394e-20,5.046980083765825e-19,2.7219331816989405e-21,3.9630059998399736e-20,5.053639296152518e-16,9.202504809796641e-22,2.1815855002060843e-14,3.1803865828751746e-20,4.1873616458957875e-10,2.1936208079617157e-14,1.138787358306163e-21,1.6567471428728036e-20
6.779887494139181e-08,0.11224839738889866,0.9,0.0,0.0,0.0,0.0,0.09998167246292555,5.643233060252105e-06,2.0607107726804086e-06,2.57295393068522e-06,3.3670200753179624e-06,8.248909753969029e-07,3.023861760194747e-06,2.0950253452398295e-06,2.279509772383751e-06,2.490265896726342e-06,2.8771618793180173e-06,1.7917043454881414e-06,2.6090888057348537e-06,9.278191993634614e-09,6.872431433055817e-08,2.4703429187720412e-08,4.271045076581979e-09,4.276150719182587e-06,1.6075917332432563e-06,3.9675704831319e-06,1.891875762498566e-06,4.3227096742907836e-07,3.8562839999603036e-10,8.821026098325386e-07,1.7492801414011322e-13,4.705742553800748e-09,1.0080000052905454e-13,8.31087515064973e-14,1.045175411308405e-13,1.4057646452647355e-14,1.5047459932754025e-14,8.806378195905814e-08,9.982998681412846e-08,2.0173065635602105e-14,1.8921014936932206e-07,5.863867660885537e-15,2.94829552370034e-14,9.774594513070963e-08,8.353323680317942e-15,3.2563166425276816e-17,4.901903732260604e-10,4.342872313245875e-18,1.9279870260569802e-11,4.719987835436455e-18,2.0892520166732704e-20,7.003438534507206e-22,1.034986494875566e-18,8.309068477330973e-20,1.3307938376059276e-11,3.728741998250419e-20,5.369386806321019e-19,2.989606164293776e-21,4.3089032403132544e-20,5.399230002041701e-16,9.960835859659335e-22,2.4698726181216017e-14,3.469484538641184e-20,4.574963812845154e-10,2.278658780389573e-14,1.2496549166716042e-21,1.79973758596338e-20
6.94375862132836e-08,0.11224848685464424,0.9,0.0,0.0,0.0,0.0,0.09998122546189059,5.800505183029605e-06,2.077703976085327e-06,2.6218693981911957e-06,3.4467358560374596e-06,8.276159555930298e-07,3.099828810819327e-06,2.128212431306021e-06,2.3234214334312874e-06,2.5504480373822467e-06,2.958005673163477e-06,1.8252665408104808e-06,2.678340706994729e-06,9.354702622005962e-09,6.92926348744527e-08,2.4785477375035937e-08,4.285216419789567e-09,4.432837933533203e-06,1.6612276020879183e-06,4.140453014225515e-06,1.963076483211638e-06,4.538330139456038e-07,3.9173918420674736e-10,9.206296613061834e-07,1.7980216310717721e-13,4.879208688944959e-09,1.0318594463506423e-13,8.531422158433884e-14,1.0714272195514274e-13,1.4758776269762303e-14,1.5598662151174116e-14,9.343001693405203e-08,1.0624663981465516e-07,2.0650672465849184e-14,1.9846950722996737e-07,6.1507947973257306e-15,3.026550851853912e-14,1.0272621225634142e-07,8.778888946366077e-15,3.378869450985853e-17,5.353857631408317e-10,4.532570602989096e-18,2.148770209988657e-11,4.8774709051617445e-18,2.2078167383067836e-20,7.552574939787372e-22,1.1038688333967654e-18,9.051834762980401e-20,1.48393129070513e-11,4.000052366174203e-20,5.703159973516395e-19,3.2758160596061107e-21,4.6747650360008016e-20,5.75859064090303e-16,1.0762487683080614e-21,2.78800589951681e-14,3.776231243564784e-20,4.987138922266101e-10,2.364416840972596e-14,1.3680594647670366e-21,1.9507947463714532e-20
7.107629748517538e-08,0.11224857686356395,0.9,0.0,0.0,0.0,0.0,0.09998077822995761,5.958618920379189e-06,2.0939602888408603e-06,2.670284257182125e-06,3.5262698690608456e-06,8.301415393446308e-07,3.175821293501548e-06,2.1606858105821927e-06,2.366874029859075e-06,2.610629837363562e-06,3.0394278746619077e-06,1.8584422919006208e-06,2.7477686243059456e-06,9.4278954553236e-09,6.983631088792063e-08,2.4861521848621542e-08,4.298350958187726e-09,4.590628558125259e-06,1.715034531923389e-06,4.316262888434467e-06,2.034849121349913e-06,4.7592999123539747e-07,3.9771856956061566e-10,9.59755870182294e-07,1.8470234735451222e-13,5.0539090539321065e-09,1.0556642123932913e-13,8.752527447628763e-14,1.0976875336405887e-13,1.547729460015425e-14,1.6153740676686e-14,9.896475254802324e-08,1.1289500726847075e-07,2.1127190258795364e-14,2.079451526772186e-07,6.444421828319028e-15,3.105005079950378e-14,1.0783709635263378e-07,9.215612019965185e-15,3.5024066825440166e-17,5.834924450615312e-10,4.725219441228835e-18,2.3885633335145044e-11,5.0354563192107586e-18,2.330425935263659e-20,8.130973470978005e-22,1.1754186319018972e-18,9.83961831628791e-20,1.650227970048648e-11,4.283718607385936e-20,6.048375283240019e-19,3.5813103786678836e-21,5.0611610934778736e-20,6.131868334196427e-16,1.1608926703653423e-21,3.1382606012564086e-14,4.1011743990868786e-20,5.42473032471524e-10,2.4508637613748293e-14,1.4942919281926407e-21,2.110133697069456e-20
7.271500875706716e-08,0.11224866740629014,0.9,0.0,0.0,0.0,0.0,0.09998033076560132,6.117565325604549e-06,2.109511646809378e-06,2.7182062068233494e-06,3.605620044626691e-06,8.324822971556387e-07,3.251833214708084e-06,2.1924566768049034e-06,2.4098719520608478e-06,2.670811302152107e-06,3.121429896068193e-06,1.8912360462448807e-06,2.8173656149665013e-06,9.497914282421005e-09,7.035641043207786e-08,2.4932001318047284e-08,4.310524458626974e-09,4.749470597202052e-06,1.7690000042397045e-06,4.4949656438305185e-06,2.107168873529599e-06,4.985620460963009e-07,4.0356861678619574e-10,9.994683136375887e-07,1.896282890533386e-13,5.229785418972181e-09,1.0794136842190538e-13,8.974168890608147e-14,1.1239542813626999e-13,1.621320592811002e-14,1.6712512510517243e-14,1.046676194242297e-07,1.1977667644162296e-07,2.160260661374052e-14,2.1763658359598837e-07,6.744733081005675e-15,3.183650362668434e-14,1.1307892214250325e-07,9.663520466046976e-15,3.626885642522386e-17,6.346185837337655e-10,4.920755171797184e-18,2.6484738737850047e-11,5.193907315782945e-18,2.457138871718761e-20,8.739509044120834e-22,1.2496632129516528e-18,1.0673851932262981e-19,1.8304390955819116e-11,4.579961656813666e-20,6.4051063880897085e-19,3.906843414191118e-21,5.468659917713662e-20,6.519205646373107e-16,1.2501638517707168e-21,3.5230257710711816e-14,4.444860315661634e-20,5.888583602156966e-10,2.537969666559162e-14,1.6286450824147513e-21,2.2779683542479805e-20
7.435372002895894e-08,0.11224875847378388,0.9,0.0,0.0,0.0,0.0,0.09997988306736878,6.277335535621578e-06,2.124388601857005e-06,2.7656428529974027e-06,3.6847845058853445e-06,8.346517348332088e-07,3.327858711065867e-06,2.2235362757359335e-06,2.452419557006862e-06,2.7309924375016724e-06,3.2040130563658844e-06,1.9236522001420095e-06,2.8871248541022725e-06,9.564896660791586e-09,7.085395528175041e-08,2.499732243547401e-08,4.321807151512868e-09,4.909314319542374e-06,1.8231124152658788e-06,4.676527650281251e-06,2.180012011235459e-06,5.217292832357916e-07,4.0929139621283925e-10,1.0397542735890943e-06,1.9457971297229403e-13,5.406782094791118e-09,1.1031073003991003e-13,9.196324735546208e-14,1.1502254355405942e-13,1.696651336846915e-14,1.7274802624429872e-14,1.1053817765291003e-07,1.2689315965200403e-07,2.2076910285791116e-14,2.275432925105676e-07,7.05171271650887e-15,3.262478987833396e-14,1.1845200138534489e-07,1.012264074074593e-14,3.7522654864297873e-17,6.888733382599623e-10,5.119115146385674e-18,2.929642811061648e-11,5.3527898192212276e-18,2.5880148814364296e-20,9.37906430575561e-22,1.3266290651199424e-18,1.1555968933173728e-19,2.0253414882759874e-11,4.888998468259198e-20,6.773425194782575e-19,4.2531758184522805e-21,5.89782900953015e-20,6.920740788666255e-16,1.3442127780270155e-21,3.9448070082685136e-14,4.8078338159460625e-20,6.379546212542666e-10,2.625705976139978e-14,1.7714133855753685e-21,2.4545115837033966e-20
7.599243130085072e-08,0.11224885005731929,0.9,0.0,0.0,0.0,0.0,0.09997943513387635,6.437920770345593e-06,2.138620381831152e-06,2.8126017085895703e-06,3.7637615546894543e-06,8.36662371286517e-07,3.403892047407997e-06,2.2539358882902124e-06,2.4945211683008565e-06,2.7911732494372874e-06,3.2871785852458354e-06,1.955695099292356e-06,2.957039634851469e-06,9.628974186633494e-09,7.132992293136078e-08,2.5057862138127063e-08,4.332264135361574e-09,5.070112142786346e-06,1.8773610091287047e-06,4.860916078286171e-06,2.2533558342398492e-06,5.454317661810129e-07,4.1488898466288397e-10,1.080601237490475e-06,1.9955634645837786e-13,5.584845802657775e-09,1.1267445530208305e-13,9.418973606995034e-14,1.176499013356644e-13,1.7737218696257777e-14,1.7840443553647923e-14,1.1657592083648993e-07,1.3424589752049208e-07,2.255009110072584e-14,2.3766476708722052e-07,7.365344745513742e-15,3.3414833766256387e-14,1.2395663309903146e-07,1.0592998210402043e-14,3.8785071397777755e-17,7.463668288790033e-10,5.3202377285046975e-18,3.233244599985385e-11,5.512072243722291e-18,2.723113362173336e-20,1.0050529598139554e-21,1.4063418686822005e-18,1.2487402769027792e-19,2.2357334845542332e-11,5.211042052103342e-20,7.153401749559719e-19,4.6210742086740586e-21,6.34923477728879e-20,7.336607757008272e-16,1.4431918093591843e-21,4.406229212769098e-14,5.1906381339487796e-20,6.898467149889221e-10,2.7140453482776256e-14,1.9228928302419755e-21,2.6399751956884886e-20
7.76311425727425e-08,0.11224894214846862,0.9,0.0,0.0,0.0,0.0,0.09997898696380672,6.599312332078633e-06,2.1522349479388074e-06,2.8590901938154833e-06,3.842549658423103e-06,8.385258106407117e-07,3.4799276148354213e-06,2.283666814792727e-06,2.5361810762426194e-06,2.8513537442542165e-06,3.370927626882354e-06,1.987369039380255e-06,3.0271033683965276e-06,9.690272753191542e-09,7.178524851388391e-08,2.511396981960141e-08,4.34195575179322e-09,5.231818524522091e-06,1.931735815895723e-06,5.0480988693844336e-06,2.327178626040429e-06,5.696695181752083e-07,4.2036346255170427e-10,1.1219968988307053e-06,2.0455791941788645e-13,5.763925551991097e-09,1.1503249837429747e-13,9.642094505976894e-14,1.2027730756815926e-13,1.8525322375883248e-14,1.8409275013480382e-14,1.2278027992399473e-07,1.4183626205667518e-07,2.302213987608343e-14,2.4800049059964186e-07,7.685613042701255e-15,3.420656083616794e-14,1.2959310378211437e-07,1.1074617170581289e-14,4.005573221397955e-17,8.072101048264481e-10,5.5240622960837165e-18,3.560487129952348e-11,5.671725311550431e-18,2.862493768299566e-20,1.0754802912732898e-21,1.4888265281650715e-18,1.3469586412169677e-19,2.4624348452054858e-11,5.54630148677369e-20,7.545104384026073e-19,5.011310781052709e-21,6.823442290276895e-20,7.766936499152213e-16,1.5472551916138246e-21,4.9100393217654637e-14,5.59381470381503e-20,7.446196619125363e-10,2.802961626004214e-14,2.083380793618118e-21,2.8345698597996196e-20
7.926985384463429e-08,0.11224903473908855,0.9,0.0,0.0,0.0,0.0,0.0999785385559061,6.761501604897e-06,2.1652590496383726e-06,2.9051156365879094e-06,3.9211474377935365e-06,8.402528090820673e-07,3.5559599287948356e-06,2.312740360304584e-06,2.5774035378960005e-06,2.9115339285167255e-06,3.455261243519005e-06,2.018678266649709e-06,3.0973095838540105e-06,9.748912797902565e-09,7.22208266366453e-08,2.5165969342538782e-08,4.35093793312754e-09,5.394389859699179e-06,1.9862275941448927e-06,5.238044708039923e-06,2.401459611228969e-06,5.944425230606623e-07,4.2571691118477756e-10,1.1639291573551888e-06,2.0958416429737013e-13,5.943972525093793e-09,1.1738481801385076e-13,9.865666809624571e-14,1.2290457264089478e-13,1.9330823589885072e-14,1.898114353818262e-14,1.2915062684668101e-07,1.4966555958881196e-07,2.3493048348019096e-14,2.585499423600003e-07,8.012501360115489e-15,3.499989796645184e-14,1.3536168763594955e-07,1.1567520865086005e-14,4.133427970057755e-17,8.715151132227657e-10,5.7305292426784005e-18,3.9126116751701615e-11,5.831721884251704e-18,3.0062156020666375e-20,1.1492789802679887e-21,1.5741072103534524e-18,1.4503952118019517e-19,2.7062866592225108e-11,5.894981935323436e-20,7.948600074659499e-19,5.424662918254611e-21,7.321015549283476e-20,8.211853110707683e-16,1.6565590440489333e-21,5.45910903332367e-14,6.017903106466519e-20,8.023585725019404e-10,2.89242978587547e-14,2.25317588538148e-21,3.038505239332675e-20
8.090856511652607e-08,0.11224912782130685,0.9,0.0,0.0,0.0,0.0,0.09997808990898159,6.924480054039172e-06,2.1777182771527353e-06,2.950685272920069e-06,3.999553655515212e-06,8.418533368190323e-07,3.6319836271731692e-06,2.341167820961398e-06,2.6181927771621803e-06,2.971713809056622e-06,3.540180418875341e-06,2.0496269784734394e-06,3.1676519280324696e-06,9.805009538832067e-09,7.263751313756637e-08,2.521416090423874e-08,4.3592625245830125e-09,5.557784383965209e-06,2.040827777730473e-06,5.4307229949158575e-06,2.4761789147075847e-06,6.197507261482628e-07,4.309514102412157e-10,1.2063861190283014e-06,2.1463481606460643e-13,6.124939968567436e-09,1.1973137723072239e-13,1.0089670270399986e-13,1.2553151117953907e-13,2.0153720267249017e-14,1.9555902140819914e-14,1.3568627796612376e-07,1.5773503354704304e-07,2.396280910350649e-14,2.693125981180855e-07,8.345993339533815e-15,3.579477336542151e-14,1.4126264678649066e-07,1.2071731504938127e-14,4.262037174244069e-17,9.393946689404597e-10,5.939579977272169e-18,4.290892834933903e-11,5.992036806277921e-18,3.1543384090120835e-20,1.2265403348533445e-21,1.6622073643569136e-18,1.559193116991016e-19,2.968151242972043e-11,6.257284698379168e-20,8.363954239539626e-19,5.8619128282699e-21,7.842517451352364e-20,8.671479945760939e-16,1.7712613469523325e-21,6.05643751627508e-14,6.463441036956556e-20,8.631486174543589e-10,2.9824258888478023e-14,2.4325778186461944e-21,3.2519900106833966e-20
8.254727638841785e-08,0.11224922138751,0.9,0.0,0.0,0.0,0.0,0.09997764102189845,7.088239225294259e-06,2.189637111706599e-06,2.995806247362952e-06,4.077767205821059e-06,8.433366355155277e-07,3.7079934684090156e-06,2.3689604712699443e-06,2.6585529848580164e-06,3.031893392971577e-06,3.6256860613850764e-06,2.080219323915396e-06,3.2381241650677362e-06,9.858673200864863e-09,7.303612676529914e-08,2.5258822765935244e-08,4.366977582930815e-09,5.72196208254942e-06,2.09552842643895e-06,5.626103821456874e-06,2.5513175226724115e-06,6.455940350737935e-07,4.3606903543366993e-10,1.249356095755316e-06,2.1970961218956956e-13,6.306783090954431e-09,1.2207214297342645e-13,1.0314085014923052e-13,1.281579419806888e-13,2.0994009111294432e-14,2.0133409992540793e-14,1.4238649734528895e-07,1.6604586710828787e-07,2.4431415517494853e-14,2.802879304308913e-07,8.686072523927927e-15,3.659111656720187e-14,1.4729623150550975e-07,1.2587270287314777e-14,4.3913681050302633e-17,1.010962425404126e-09,6.151156923029402e-18,4.696638464629664e-11,6.1526467603035424e-18,3.306921771550339e-20,1.3073564120341072e-21,1.753149748562484e-18,1.6734953277922625e-19,3.248912035073128e-11,6.63340723362989e-20,8.791230796796751e-19,6.323847195717957e-21,8.388509430016283e-20,9.145935754420322e-16,1.8915219325629513e-21,6.705154105770054e-14,6.93096409604621e-20,9.27074999206849e-10,3.0729270332840425e-14,2.621887279560585e-21,3.475231729474274e-20
8.418598766030963e-08,0.11224931543033154,0.9,0.0,0.0,0.0,0.0,0.09997719189357794,7.252770744391134e-06,2.2010389735866466e-06,3.0404856134742903e-06,4.155787104740522e-06,8.447112715271687e-07,3.7839843296213257e-06,2.3961295523115814e-06,2.698488318799303e-06,3.0920726876232643e-06,3.71177900727557e-06,2.110459404286779e-06,3.3087201759445474e-06,9.910009232090995e-09,7.341745078654592e-08,2.5300212855715332e-08,4.374127653323606e-09,5.886884604342237e-06,2.1503221802508873e-06,5.824157945701805e-06,2.6268572452881666e-06,6.719723206410764e-07,4.4107185633535385e-10,1.2928276048807386e-06,2.2480829262544003e-13,6.489458966216212e-09,1.244070858377104e-13,1.053889154243934e-13,1.3078368794706467e-13,2.1851685627128446e-14,2.071353212006307e-14,1.492504998524803e-07,1.7459918571073682e-07,2.489886169466199e-14,2.9147540900479906e-07,9.03272236807801e-15,3.738885842632171e-14,1.5346268043102363e-07,1.3114157414411329e-14,4.521389451826295e-17,1.0863328462803882e-09,6.365203514951186e-18,5.131189597945429e-11,6.313530132757279e-18,3.464025299865166e-20,1.3918200076745597e-21,1.8469564688460362e-18,1.79344464189127e-19,3.5494734873337553e-11,7.023543171672054e-20,9.230492626574518e-19,6.811256817577657e-21,8.959551795525963e-20,9.63533587766125e-16,2.0175024723274278e-21,7.408520983889765e-14,7.421005764415583e-20,9.94222924681574e-10,3.1639113099959424e-14,2.8214057880037806e-21,3.708436989803958e-20
8.582469893220141e-08,0.11224940994264085,0.9,0.0,0.0,0.0,0.0,0.09997674252299484,7.418066316388356e-06,2.2119462681189116e-06,3.084730334316916e-06,4.233612481088342e-06,8.459851852473052e-07,3.859951204755648e-06,2.4226862608034597e-06,2.7380029038887687e-06,3.152251700635293e-06,3.798460023497838e-06,2.140351273695671e-06,3.3794339579129677e-06,9.959118510815754e-09,7.378223452372465e-08,2.533857025430301e-08,4.380754025896444e-09,6.0525151808429025e-06,2.205202216945049e-06,6.0248567692552795e-06,2.7027806809802755e-06,6.988854176520782e-07,4.4596193436510395e-10,1.3367893684791494e-06,2.2993059978964657e-13,6.6729264427008865e-09,1.2673617979687592e-13,1.0764070722951073e-13,1.3340857602335118e-13,2.2726744148673018e-14,2.1296139120509127e-14,1.562774541074444e-07,1.8339605944535286e-07,2.5365142415424973e-14,3.0287450101236883e-07,9.3859262483878e-15,3.8187931111118095e-14,1.597622207867196e-07,1.3652412112220125e-14,4.6520712608882585e-17,1.1656211780173385e-09,6.5816641963163186e-18,5.595920360743304e-11,6.474666889205559e-18,3.625708628240132e-20,1.4800246529214619e-21,1.9436489935775388e-18,1.9191836741884713e-19,3.870760952071269e-11,7.427882383737259e-20,9.681801289998952e-19,7.324936273775333e-21,9.556203788236203e-20,1.0139792334293179e-15,2.1493664631440095e-21,8.16993584473628e-14,7.934097444578605e-20,1.0646775792030002e-09,3.255357759235059e-14,3.03143558634629e-21,3.9518114834929335e-20
