Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526)
5.202180021910067e-10,0.11224538777741737,0.9,0.0,0.0,0.0,0.0,0.09999986016267928,3.587952931146669e-08,3.44473025317767e-08,2.4699875836715013e-08,2.4778772216003496e-08,2.0655866202985315e-08,2.1454104761124187e-08,2.1401401728730413e-08,2.139809360720593e-08,1.911023776311272e-08,1.912645071256e-08,1.7271001270378184e-08,1.7329336504488367e-08,1.550921788929148e-10,9.584560647467359e-10,4.894139440782402e-10,8.904006929683454e-11,4.0226203569648544e-10,1.5417213156034483e-10,3.065005017997673e-10,1.8925995652450765e-10,2.3975672943957622e-11,3.833771084435905e-12,5.876270501939917e-11,1.1123995041006737e-15,1.5519493103206488e-13,7.419549706218334e-16,5.521057638363192e-16,7.416848383372936e-16,7.798324095966231e-19,3.543737113588823e-18,3.4197560753594335e-13,5.992340353003962e-14,1.484577863812773e-16,1.0690950966281598e-11,3.313834237489715e-19,1.95819497172862e-16,5.179414133161697e-12,4.426779797998003e-19,3.257387488356291e-21,3.023177712127789e-16,2.891888388724019e-22,3.5354193278469263e-19,4.52593289162672e-22,8.830619892464537e-25,2.6306606001629632e-28,6.525222655307869e-25,4.610634444906349e-28,6.010088438027335e-20,1.578747907808087e-26,3.2741069805103295e-25,1.1046234989919117e-29,2.291974851341824e-28,3.334947370179835e-22,3.5088016077192758e-28,5.913902964111142e-25,1.9612412945747303e-28
5.528909284965907e-10,0.11224538877410638,0.9,0.0,0.0,0.0,0.0,0.09999985138000396,3.8137368514081115e-08,3.658315264162447e-08,2.624815306337702e-08,2.6337218133186193e-08,2.1928566122134238e-08,2.2802981112293484e-08,2.274348574808928e-08,2.2739759508586216e-08,2.031047827500956e-08,2.0328778810748268e-08,1.835361020059586e-08,1.8419497928314613e-08,1.6470868445318861e-10,1.029754285098443e-09,5.27454530414361e-10,9.56460077444171e-11,4.5750597569614467e-10,1.7725482790980645e-10,3.460963456926626e-10,2.1362459013657474e-10,2.708302045216855e-11,4.0808587467841465e-12,6.658338358462387e-11,1.1824021347403634e-15,1.8438125023527935e-13,7.886205360621842e-16,5.868384747347865e-16,7.883174109596894e-16,8.809038854086721e-19,3.7384164646945214e-18,3.7228533609886283e-13,7.254453050167246e-14,1.5779501396099646e-16,1.2076719874417257e-11,3.7433836735147323e-19,2.081384276668586e-16,5.850831962121397e-12,5.000661755992642e-19,3.676731581953958e-21,3.418257025541903e-16,3.276766845855704e-22,4.245526107719854e-19,5.203555636011795e-22,9.976359390333222e-25,3.1584524812155487e-28,7.83279496386999e-25,5.878325574145408e-28,7.223430285152624e-20,1.9021423319475576e-26,4.001074284489096e-25,1.4138802945922833e-29,2.976701772035184e-28,4.008110483655954e-22,4.212817726464321e-28,8.020007674516039e-25,2.500519510603353e-28
5.822965621716162e-10,0.11224538967171403,0.9,0.0,0.0,0.0,0.0,0.09999984347559275,4.0169866039859536e-08,3.850376956396857e-08,2.7641296941320053e-08,2.7740036889218792e-08,2.3072288589853156e-08,2.401711330074679e-08,2.3951151373302963e-08,2.39470299187409e-08,2.1390694605787552e-08,2.1410982670762188e-08,1.932774456606067e-08,1.9400821932526747e-08,1.7335611863912715e-10,1.0939044770229826e-09,5.617027906129053e-10,1.0158597493428274e-10,5.103024377363081e-10,1.9944047233824863e-10,3.8378104536949806e-10,2.3680506069399807e-10,3.004159058875564e-11,4.303199023536536e-12,7.403946266930028e-11,1.2454182021845215e-15,2.1329010005873502e-13,8.306260479165116e-16,6.181036029404256e-16,8.302916786571755e-16,9.771362235806128e-19,3.9244551936864625e-18,4.00989928894304e-13,8.533345468897339e-14,1.6619982149027047e-16,1.3396164858458836e-11,4.1523749003735516e-19,2.192274846964489e-16,6.4901238544070014e-12,5.547086065221256e-19,4.0756948545050456e-21,3.795125271394803e-16,3.643702423456465e-22,4.960982152119092e-19,5.854844326114562e-22,1.1067436983200432e-24,3.6900404653014663e-28,9.149288318188062e-25,7.227792561466995e-28,8.447626646952294e-20,2.228370454334931e-26,4.741703303749971e-25,1.7439746275081227e-29,3.715182096172109e-28,4.686362382546503e-22,4.921906086453236e-28,1.0392636544145082e-24,3.0745947929573523e-28
6.117021958466417e-10,0.11224539056987803,0.9,0.0,0.0,0.0,0.0,0.09999983557117816,4.2202782455021474e-08,4.042283659629011e-08,2.9034151341462713e-08,2.9143061221474345e-08,2.4214410393283366e-08,2.523138133024137e-08,2.515861782561637e-08,2.5154083509692495e-08,2.2470910813474366e-08,2.249328948436572e-08,2.03016765492758e-08,2.0382315212496623e-08,1.819965745466674e-10,1.1580271596321639e-09,5.959478860787318e-10,1.0751989998418816e-10,5.660113661507329e-10,2.2296175862439637e-10,4.2340543673726113e-10,2.611709249566681e-10,3.315361184037779e-11,4.525502711153988e-12,8.189097052112471e-11,1.3084472460316363e-15,2.4476306406095707e-13,8.726377081648468e-16,6.493741188595388e-16,8.722706352691786e-16,1.078359885881709e-18,4.12074255314468e-18,4.311249147711799e-13,9.955692913421211e-14,1.7460586070413907e-16,1.4784070392154874e-11,4.582587294942491e-19,2.3031845455807765e-16,7.162594584953636e-12,6.121870691433962e-19,4.495060174645357e-21,4.192283957458117e-16,4.0300983408497356e-22,5.752849328482163e-19,6.545342616086646e-22,1.2215299886308228e-24,4.278202119571092e-28,1.060536670447137e-24,8.800179472146126e-28,9.804472360686309e-20,2.583299576026485e-26,5.570188789518786e-25,2.1285209479311405e-29,4.583226394480793e-28,5.436997737091052e-22,5.706470368556894e-28,1.3296335263811846e-24,3.743516026727993e-28
6.411078295216672e-10,0.1122453914685979,0.9,0.0,0.0,0.0,0.0,0.09999982766676008,4.4236117684294453e-08,4.234036189685752e-08,3.042671632424092e-08,3.05462907375738e-08,2.5354944369238817e-08,2.6445785123483095e-08,2.6365884882599333e-08,2.6360920314666276e-08,2.3551126898069595e-08,2.3575699344274575e-08,2.1275406192275957e-08,2.1363977729085993e-08,1.9063008890424644e-10,1.2221154134844691e-09,6.301794220644456e-10,1.1344715372288328e-10,6.246301793688264e-10,2.4781725623124754e-10,4.649686229801924e-10,2.8672122848703834e-10,3.6419101369404935e-11,4.7477697026455254e-12,9.013784197858333e-11,1.3714892639290415e-15,2.788546278282292e-13,9.14655505069078e-16,6.806500212443301e-16,9.142542781205557e-16,1.1845754293532807e-18,4.327269457651618e-18,4.62766966426103e-13,1.152919309653273e-13,1.830131292493345e-16,1.6240446456016082e-11,5.034023945826798e-19,2.414113368116728e-16,7.868249871884388e-12,6.725020515893668e-19,4.934811123018716e-21,4.609849348689156e-16,4.435951436222611e-22,6.625063445687476e-19,7.275008555759825e-22,1.3419973759078435e-24,4.925798454379108e-28,1.2208038047420718e-24,1.0609683341942239e-27,1.1301197692801773e-19,2.9864925927716995e-26,6.488447204180276e-25,2.573855745786815e-29,5.596291170792875e-28,6.263667994787035e-22,6.5703208695912555e-28,1.681567540126873e-24,4.5133168637135195e-28
6.705134631966927e-10,0.11224539236787336,0.9,0.0,0.0,0.0,0.0,0.09999981976233835,4.6269871652416796e-08,4.4256351537973546e-08,3.181899195009397e-08,3.1949725047935824e-08,2.649390075321084e-08,2.7660324603200145e-08,2.757295232342514e-08,2.7567540366884693e-08,2.463134285957282e-08,2.4658212343114468e-08,2.22489335370871e-08,2.234580944312077e-08,1.9925668906134238e-10,1.2861644085293453e-09,6.643895248914754e-10,1.1936730577691495e-10,6.861561836265705e-10,2.740054132991834e-10,5.08469711561625e-10,3.134550213025582e-10,3.983807632843944e-11,4.969999924003154e-12,9.878001177959473e-11,1.4345442535484828e-15,3.156145711778432e-13,9.566794269526797e-16,7.119313088441585e-16,9.562426045387846e-16,1.2957834105504935e-18,4.544026424724204e-18,4.959926710536563e-13,1.3261536773538369e-13,1.9142162479327687e-16,1.776530301147093e-11,5.506687935026561e-19,2.5250613101313075e-16,8.607095431999584e-12,7.356540417118274e-19,5.394931349964148e-21,5.047943433602643e-16,4.861258504184472e-22,7.581571591106846e-19,8.043796592273687e-22,1.4681484188067661e-24,5.635703608957489e-28,1.3964289389958478e-24,1.2685492284223179e-27,1.2945111966998543e-19,3.428215339314777e-26,7.503149309422255e-25,3.085596249902358e-29,6.76886482337765e-28,7.170022283846241e-22,7.517298520718356e-28,2.1043771417866725e-24,5.396423504012344e-28
6.999190968717182e-10,0.11224539326770391,0.9,0.0,0.0,0.0,0.0,0.09999981185791289,4.830404428413792e-08,4.617081014083595e-08,3.321097827946447e-08,3.33533637652208e-08,2.7631287815378333e-08,2.887499969214303e-08,2.8779819928483912e-08,2.8773943699567398e-08,2.5711558697983604e-08,2.5740828573418667e-08,2.3222258625726463e-08,2.332781031539125e-08,2.0787639583372928e-10,1.3501707679102055e-09,6.985722290177285e-10,1.2528006297812257e-10,7.505866104996829e-10,3.0152459571645774e-10,5.539078132885491e-10,3.413713567465664e-10,4.341055386031796e-11,5.192193373922106e-12,1.0781741452828929e-10,1.497612212563535e-15,3.550883457242025e-13,9.987094622048837e-16,7.432179804071441e-16,9.982356118522324e-16,1.4119843857001255e-18,4.771003709005501e-18,5.308785277998847e-13,1.5160407485819334e-13,1.9983134501706924e-16,1.935865000098969e-11,6.000582338620866e-19,2.636028367177215e-16,9.379136980775394e-12,8.016435272400873e-19,5.875404562597092e-21,5.506693918261519e-16,5.306016330200784e-22,8.626332657792844e-19,8.851658755397865e-22,1.5999856763279486e-24,6.410793608920234e-28,1.588110225666872e-24,1.5058783432715796e-27,1.4743607377557625e-19,3.896822039381527e-26,8.621266066662345e-25,3.669579308691984e-29,8.116071615728594e-28,8.159707407746325e-22,8.551247759122182e-28,2.608269297744516e-24,6.406110007486652e-28
7.293247305467437e-10,0.11224539416808922,0.9,0.0,0.0,0.0,0.0,0.09999980395348353,5.033863550421811e-08,4.8083741328265325e-08,3.460267537279837e-08,3.475720650390654e-08,2.8767112345669664e-08,3.008981031308459e-08,2.9986487479124313e-08,2.9980130345931256e-08,2.6791774413301485e-08,2.6823548127626336e-08,2.4195381500202557e-08,2.430998030665229e-08,2.1648922552172244e-10,1.4141321142946345e-09,7.327230085627675e-10,1.3118522554486748e-10,8.179186434807274e-10,3.303731147751296e-10,6.012820416166152e-10,3.704692906829572e-10,4.713655109811432e-11,5.414350037195675e-12,1.1724998476885195e-10,1.5606931386155698e-15,3.9731742396165275e-13,1.0407455992993641e-15,7.745100346825799e-16,1.0402332973875393e-15,1.533178910938311e-18,5.008191398990766e-18,5.675009460294334e-13,1.7233481385712945e-13,2.0824228760738484e-16,2.1020497348185466e-11,6.515710227772559e-19,2.7470145348521686e-16,1.018438023236261e-11,8.704709960065642e-19,6.376214520859927e-21,5.986234220516639e-16,5.770221749103545e-22,9.763317871016696e-19,9.698545527772642e-22,1.737511719426637e-24,7.25392926262407e-28,1.796547597132155e-24,1.7743000530625757e-27,1.6704162798042412e-19,4.42041213162774e-26,9.843303920127793e-25,4.333289635849446e-29,9.656109085305708e-28,9.236367832240776e-22,9.675975263198696e-28,3.2043877434391467e-24,7.548086557197151e-28
7.587303642217692e-10,0.11224539506902893,0.9,0.0,0.0,0.0,0.0,0.0999997960490502,5.2373645237428655e-08,4.999514802933137e-08,3.5994083290544935e-08,3.616125287997038e-08,2.990138001657586e-08,3.1304756388819936e-08,3.1192954757475544e-08,3.1186100339190305e-08,2.7871990005525983e-08,2.7906371098081536e-08,2.5168302202515143e-08,2.5292319377623496e-08,2.2509519131891026e-10,1.478046764563861e-09,7.668384258241784e-10,1.3708265766050864e-10,8.881494355521278e-10,3.6054924558076936e-10,6.505915121501823e-10,4.007478809540088e-10,5.101608516514226e-11,5.636469852808327e-12,1.2707765701287944e-10,1.6237870293751062e-15,4.4233962223531086e-13,1.0827878267281402e-15,8.058074704165984e-16,1.0822356584743264e-15,1.6593675418822183e-18,5.2555794731092386e-18,6.059362442521678e-13,1.948842712730454e-13,2.1665445026458394e-16,2.2750854957896272e-11,7.052074666999106e-19,2.8580198087065076e-16,1.1022830899585478e-11,9.421369355376501e-19,6.897345010381117e-21,6.486703464350442e-16,6.253871547829776e-22,1.099651131401369e-18,1.0584406280462015e-21,1.8807291101473433e-24,8.167986895066309e-28,2.022438569230224e-24,2.0769325773230504e-27,1.8834347584398996e-19,4.991970185900112e-26,1.1175468698509565e-24,5.08329314813527e-29,1.1405861642569926e-27,1.040364569111053e-21,1.0895324111916383e-27,3.9048542476650525e-24,8.835627804398134e-28
7.881359978967948e-10,0.11224539597052255,0.9,0.0,0.0,0.0,0.0,0.09999978814461276,5.4409073408551785e-08,5.190503267281147e-08,3.738520209315667e-08,3.756550251065844e-08,3.103409564634287e-08,3.251983784216654e-08,3.239922154632344e-08,3.2391853712555766e-08,2.8952205474656593e-08,2.898929757703269e-08,2.6141020774655294e-08,2.627482748898932e-08,2.336943041727963e-10,1.541913535953893e-09,8.009158754084977e-10,1.429722689190458e-10,9.612761199638697e-10,3.920512385143825e-10,7.01835342295725e-10,4.3220618703591375e-10,5.504917317495847e-11,5.858552764761961e-12,1.3730036569648972e-10,1.686893882524356e-15,4.901893982037076e-13,1.1248361330107561e-15,8.371102863534123e-16,1.1242426924438643e-15,1.790550833752047e-18,5.5131578392845124e-18,6.46260649540646e-13,2.1932905806279314e-13,2.250678306984886e-16,2.4549732716251746e-11,7.60967871469245e-19,2.969044184269504e-16,1.1894494693940571e-11,1.0166418331710265e-18,7.438779841587776e-21,7.008246474357996e-16,6.756962491223009e-22,1.232991045298237e-18,1.1509189639120202e-21,2.0296404075292516e-24,9.155849647591193e-28,2.2664794303823274e-24,2.417662102341103e-27,2.1141825372851427e-19,5.590558240177303e-26,1.2626219242565677e-24,5.925963479394121e-29,1.3382141263009866e-27,1.166518078152341e-21,1.2213152791731229e-27,4.722809892703679e-24,1.028528326730924e-27
8.175416315718203e-10,0.11224539687256971,0.9,0.0,0.0,0.0,0.0,0.09999978024017112,5.644491994238067e-08,5.38133973236922e-08,3.8776031841089386e-08,3.8969955014310813e-08,3.216526339786542e-08,3.373505459596417e-08,3.360528762902482e-08,3.35973904992361e-08,3.00324208206928e-08,3.007232765663225e-08,2.7113537258605338e-08,2.7257504601399165e-08,2.4228657336496894e-10,1.6057316092989065e-09,8.349533905239018e-10,1.488540013880899e-10,1.0372958176227227e-09,4.2487732715760375e-10,7.55012651005458e-10,4.6484326979560187e-10,5.923583223136545e-11,6.08059874510567e-12,1.4791804516097947e-10,1.750013695699837e-15,5.408981246542956e-13,1.166890506741977e-15,8.684184812393717e-16,1.1662543966246627e-15,1.926729341771804e-18,5.7809163663304365e-18,6.885502971874468e-13,2.45745709237492e-13,2.3348242661794963e-16,2.6417140490729717e-11,8.188525424777666e-19,3.080087657135807e-16,1.2799377325595606e-11,1.0939861764366262e-18,8.000502862215826e-21,7.551013770296978e-16,7.279491413521248e-22,1.3767526661293178e-18,1.24728438149691e-21,2.184248187164608e-24,1.0220378666458713e-27,2.529369172081553e-24,2.7978196970228512e-27,2.3634357872335396e-19,6.251489071794796e-26,1.4194869842376618e-24,6.86988794721845e-29,1.5605794953050028e-27,1.3024610552664964e-21,1.3633265682761166e-27,5.672456368972812e-24,1.1902704316892323e-27
8.469472652468458e-10,0.11224539777517001,0.9,0.0,0.0,0.0,0.0,0.09999977233572516,5.84811847637195e-08,5.5720243789087873e-08,4.016657259480211e-08,4.0374610010224876e-08,3.329488693417631e-08,3.49504065730749e-08,3.48111527894482e-08,3.480271073243691e-08,3.111263604363406e-08,3.115546142893654e-08,2.8085851696338874e-08,2.824035067546746e-08,2.508720070348122e-10,1.669500422841431e-09,8.689494914885418e-10,1.5472781967516245e-10,1.116205642749581e-09,4.590257343654807e-10,8.101225585771462e-10,4.986581913017807e-10,6.357607942841411e-11,6.302607764537675e-12,1.589306296779401e-10,1.813146466570043e-15,5.94494341346212e-13,1.2089509365160633e-15,8.997320538174756e-16,1.2082707683484227e-15,2.06790362062709e-18,6.058844896564094e-18,7.328812304805996e-13,2.742106836188522e-13,2.418982357427244e-16,2.8353088130205948e-11,8.78861784450725e-19,3.191150222848468e-16,1.3737484503388256e-11,1.1741704525399979e-18,8.582497931481068e-21,8.115161561710118e-16,7.821455094589937e-22,1.531338574294166e-18,1.347531665011192e-21,2.3445550147482807e-24,1.1364452063299792e-27,2.8118041713626648e-24,3.220675975303738e-27,2.6319808651702997e-19,6.971430735912351e-26,1.5887005934478086e-24,7.922613990554218e-29,1.8096146255953017e-27,1.4485570118641034e-21,1.5159507065253738e-27,6.769097284557134e-24,1.3701813808751611e-27
8.763528989218713e-10,0.11224539867832307,0.9,0.0,0.0,0.0,0.0,0.09999976443127477,6.051786779738334e-08,5.76255736990658e-08,4.15568244147571e-08,4.1779467118548044e-08,3.4422969540154436e-08,3.6165893696383105e-08,3.601681681192734e-08,3.6007814445361e-08,3.219285114347983e-08,3.2238698985905625e-08,2.9057964129820812e-08,2.9223365671773777e-08,2.5945061253963643e-10,1.7332195912397582e-09,9.029030670675441e-10,1.6059370341606545e-10,1.198002707090862e-09,4.944946768401414e-10,8.671641864984792e-10,5.336500146806756e-10,6.806993185040651e-11,6.524579776610157e-12,1.7033805346281997e-10,1.876292192829077e-15,6.510039867300428e-13,1.2510174109294267e-15,9.310510028278277e-16,1.2502918049495682e-15,2.2140742245096272e-18,6.346933261222582e-18,7.793294005749954e-13,3.0480036369146707e-13,2.503152558017958e-16,3.035758546499853e-11,9.409959014656932e-19,3.3022318769085315e-16,1.4708821934824936e-11,1.2571951484048323e-18,9.184748919439753e-21,8.70085174259156e-16,8.382850270795954e-22,1.6971528455234292e-18,1.4516555762654429e-21,2.510563448236782e-24,1.2590961733376136e-27,3.1144786261489215e-24,3.691073523828805e-27,2.920614692157134e-19,7.716155722703811e-26,1.7713224275420756e-24,9.090914737962346e-29,2.0871447405558093e-27,1.6051692256427337e-21,1.6795753443946672e-27,8.029179489839767e-24,1.5703238507806705e-27
9.057585325968968e-10,0.11224539958202844,0.9,0.0,0.0,0.0,0.0,0.0999997565268199,6.255496896819827e-08,5.9529388561499307e-08,4.294678736141984e-08,4.318452596019668e-08,3.55495142143627e-08,3.7381515888795474e-08,3.7222279481225523e-08,3.7212701671208374e-08,3.3273066120229515e-08,3.332204041940329e-08,3.002987460100731e-08,3.020654955086288e-08,2.680223966482529e-10,1.7968888506523744e-09,9.368132847283231e-10,1.6645164224632726e-10,1.2826841226096015e-09,5.312823681472671e-10,9.261366573330972e-10,5.698178040180289e-10,7.271740657189869e-11,6.746514734778438e-12,1.8214025066060867e-10,1.9394508721078026e-15,7.104506110556344e-13,1.2930899186601508e-15,9.623753270139204e-16,1.292317503758416e-15,2.3652417077376903e-18,6.6451712982838684e-18,8.279706664666504e-13,3.3759105555793617e-13,2.587334845183522e-16,3.243064230690772e-11,1.0052551972078846e-18,3.4133326149088826e-16,1.571339532607963e-11,1.343060751262596e-18,9.807239731156472e-21,9.308251886096374e-16,8.963673777454855e-22,1.8746011030714068e-18,1.5596508787521386e-21,2.6822760681367876e-24,1.390276873847471e-27,3.438090642286956e-24,4.210281261018629e-27,3.2301451310848224e-19,8.529210598270863e-26,1.967148330110121e-24,1.0384514845245612e-28,2.3955240538614392e-27,1.7726607389675448e-21,1.8545805899140047e-27,9.470334417496282e-24,1.7912362740272888e-27
9.645697999469478e-10,0.1122454013910946,0.9,0.0,0.0,0.0,0.0,0.09999974071789618,6.663042542064034e-08,6.333247872499588e-08,4.57258468767463e-08,4.5995247330674706e-08,3.779800067439067e-08,3.981316517267093e-08,3.96325999013759e-08,3.962182679445894e-08,3.5433495704438226e-08,3.548903528295894e-08,3.1973089824275154e-08,3.217342379939488e-08,2.851455258260194e-10,1.92407703328638e-09,1.0045013717777725e-09,1.7814367954516393e-10,1.4606884628031242e-09,6.088068439647882e-10,1.049870622973652e-09,6.456775414188604e-10,8.247329116289267e-11,7.190273335730458e-12,2.0692870149538272e-10,2.065807080418098e-15,8.382381760980627e-13,1.3772529887364875e-15,1.0250400958698303e-15,1.3763828773372453e-15,2.6825695267400984e-18,7.272055753029657e-18,9.321354613134083e-13,4.1008031753985267e-13,2.755735588654762e-16,3.678247366689391e-11,1.1401505362680939e-18,3.6355913248283828e-16,1.7822272806069883e-11,1.5233166251940301e-18,1.1112876474546596e-20,1.0588880717953844e-15,1.018359283262345e-21,2.2660301201873305e-18,1.787234660246272e-21,3.042824136020492e-24,1.679380924002227e-27,4.150905976516064e-24,5.4105170289938505e-27,3.9151842663035983e-19,1.03280839458096e-25,2.400944418908121e-24,1.3380859729548129e-28,3.1134061734506518e-27,2.1417326669048503e-21,2.2402745940597196e-27,1.297255926691397e-23,2.3019234890701723e-27
9.999999999999999e-10,0.11224540320236527,0.9,0.0,0.0,0.0,0.0,0.09999973119397504,6.908644617716695e-08,6.562069051600416e-08,4.7399503242160577e-08,4.7688922953246464e-08,3.914962110826698e-08,4.127834586959804e-08,4.108428098859383e-08,4.107275987634825e-08,3.673502246691658e-08,3.679471850635456e-08,3.3143368709955434e-08,3.335867138071693e-08,2.954480283806841e-10,2.000603160544234e-09,1.045193089225669e-09,1.851720842786196e-10,1.5734789302075564e-09,6.580473347303131e-10,1.1281361260203519e-09,6.936439597298923e-10,8.86473116553449e-11,7.457539080585542e-12,2.226240882556781e-10,2.1419539826393875e-15,9.209961903534028e-13,1.4279676920295e-15,1.0628021668718189e-15,1.4270361229013317e-15,2.883390789321926e-18,7.669258195394335e-18,9.995223417637983e-13,4.584024262891706e-13,2.8572099778059985e-16,3.953660896436701e-11,1.2255215190788965e-18,3.7695254583960564e-16,1.915694303770066e-11,1.6373974231267113e-18,1.1938435950505417e-20,1.1403240084256159e-15,1.0956013640310569e-21,2.5264628808668635e-18,1.931786952237367e-21,3.2710592267517945e-24,1.871540283713851e-27,4.6244253289239644e-24,6.248522339912217e-27,4.372607441175266e-19,1.1501208693770285e-25,2.6911135297173103e-24,1.547278951968435e-28,3.617027708235753e-27,2.3869958020137795e-21,2.4966405247339768e-27,1.5537817371777045e-23,2.6584949377219704e-27
1.0233810672969988e-09,0.11224540320236527,0.9,0.0,0.0,0.0,0.0,0.09999972490895326,7.070755351987336e-08,6.712952499117793e-08,4.850375162456856e-08,4.8806771102411754e-08,4.0040366779922405e-08,4.224535380840077e-08,4.204211233591302e-08,4.2030086367732354e-08,3.759392479625518e-08,3.765644675259202e-08,3.39154977016175e-08,3.414097310472826e-08,3.02241442809727e-10,2.051064194287178e-09,1.0720105055650036e-09,1.8980395180926018e-10,1.6501956104607934e-09,6.915848637895447e-10,1.1813174549115998e-09,7.262299334143911e-10,9.284386960302823e-11,7.633883281631238e-12,2.3329545386295523e-10,2.1922150728485066e-15,9.78004717264295e-13,1.4614400563006998e-15,1.0877263502902784e-15,1.46046686776541e-15,3.019891503785393e-18,7.939417118003138e-18,1.0459806464902425e-12,4.922873926964416e-13,2.9241844069812663e-16,4.14086603355191e-11,1.2835502188297226e-18,3.8579263168290766e-16,2.006416256605799e-11,1.7149419679530819e-18,1.2499279612804967e-20,1.195850202675497e-15,1.1481186395077035e-21,2.70890354056351e-18,2.0302410476128484e-21,3.426219779570073e-24,2.0060631759866442e-27,4.955805895177038e-24,6.850737297887347e-27,4.693794327077976e-19,1.2356590631724706e-25,2.8942855057894383e-24,1.698280763731886e-28,3.981455537524833e-27,2.5586724596133118e-21,2.6761124722417808e-27,1.7442086837907614e-23,2.9147396052254915e-27
1.0821923346470498e-09,0.11224540501583717,0.9,0.0,0.0,0.0,0.0,0.09999970909999041,7.478635266490014e-08,7.092053752845225e-08,5.128050208872366e-08,5.1619094265806526e-08,4.227663139689654e-08,4.467808118004123e-08,4.445081507685732e-08,4.4437480656527366e-08,3.9754353395675066e-08,3.982427555975753e-08,3.5857098568370145e-08,3.6109197149975325e-08,3.193101933798059e-10,2.17785008574182e-09,1.1393389720129824e-09,2.014325164160096e-10,1.8511825730542402e-09,7.79602149830131e-10,1.3204701662654183e-09,8.114675227183713e-10,1.0382927813817799e-10,8.077344254750307e-12,2.6123997835074556e-10,2.318674830726721e-15,1.129870730124119e-12,1.5456510312207068e-15,1.1504340801645316e-15,1.544569453733815e-15,3.3772120601295292e-18,8.647174465194841e-18,1.1701097847372826e-12,5.848199866357641e-13,3.092681119839316e-16,4.630928014394203e-11,1.4354566530415074e-18,4.0803375551087876e-16,2.2439110207349302e-11,1.917940671488206e-18,1.3966320824811576e-20,1.3418660314873877e-15,1.2856428587046017e-21,3.206527367244161e-18,2.2886281426794836e-21,3.832483582669344e-24,2.3726299070746436e-27,5.858340709202027e-24,8.56054178468269e-27,5.572870520830955e-19,1.4634858422721506e-25,3.4508463464177846e-24,2.1267158595165276e-28,5.019219646957505e-27,3.0263760377211284e-21,3.1651734470455902e-27,2.306683372013762e-23,3.642285054802184e-27
1.1410036019971008e-09,0.11224540683150717,0.9,0.0,0.0,0.0,0.0,0.09999969329100691,7.886682225489877e-08,7.470552620482136e-08,5.405609875309798e-08,5.4432213820310566e-08,4.450681243979145e-08,4.711134667200517e-08,4.685870642207546e-08,4.684400992629767e-08,4.191478150269224e-08,4.1992522434381806e-08,3.779789275972953e-08,3.807809561769809e-08,3.363518219662014e-10,2.304434744985156e-09,1.2064859512134072e-09,2.1302944933381835e-10,2.0636264230078694e-09,8.728444542358677e-10,1.4673217831166376e-09,9.01382864395993e-10,1.1542965285855176e-10,8.520655919038971e-12,2.907617444455245e-10,2.445186335389901e-15,1.2939341534310924e-12,1.6298858236318416e-15,1.2131632753640526e-15,1.6286906139460189e-15,3.754535611931831e-18,9.395247094798431e-18,1.3051249746174339e-12,6.882845913267505e-13,3.2612255474546796e-16,5.148441063011142e-11,1.595872237949151e-18,4.30282500379712e-16,2.4947161309814822e-11,2.132316625890879e-18,1.5513872000554487e-20,1.497099043663835e-15,1.4309293468723626e-21,3.762237503643284e-18,2.562354134264944e-21,4.261636141540749e-24,2.7813893760834445e-27,6.864053265375881e-24,1.0571511526644723e-26,6.55952032277692e-19,1.7177490813025514e-25,4.074379198445781e-24,2.631508032489334e-28,6.2473778331785465e-27,3.547735585400698e-21,3.710539889543103e-27,3.005776812537264e-23,4.4980048198657555e-27
