Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370)
6.641703043759782e-09,0.11224558594309238,0.9,0.0,0.0,0.0,0.0,0.09999821448298783,4.678195646477099e-07,4.033904155438081e-07,3.086290056137198e-07,3.206722818357469e-07,2.284003014670734e-07,2.769915278645199e-07,2.6826399499224756e-07,2.6814314803546204e-07,2.439804415718037e-07,2.467376646378318e-07,2.158036131848669e-07,2.2516697259237688e-07,1.8162309669165565e-09,1.3296955847121678e-08,6.743412673636685e-09,1.1692748207039733e-09,6.953416099396093e-08,3.081213068377465e-08,4.829556573926136e-08,2.8981848906623623e-08,3.937722453427792e-09,4.928345766561898e-11,9.946440400503846e-09,1.450413769044573e-14,6.97407271252115e-11,9.601927450789435e-15,7.173724978043642e-15,9.57581672201215e-15,1.2808055010196274e-16,2.4685998664202145e-16,1.420720720711401e-10,1.401385813605121e-10,1.9212655673112747e-15,1.759056575054723e-09,5.4525684471473623e-17,2.544405076610992e-15,8.542973016433271e-10,7.302123706222853e-17,4.988166467783419e-19,1.0942849452547671e-13,4.89525397880142e-20,9.878820613501252e-16,9.045566158760093e-20,1.485331000126716e-22
7.3335040171269255e-09,0.11224560970750362,0.9,0.0,0.0,0.0,0.0,0.0999980284635597,5.177463371364401e-07,4.413734727788976e-07,3.3995129498190934e-07,3.545367000279994e-07,2.483853468713541e-07,3.0621081117092645e-07,2.955443914778685e-07,2.954503422476018e-07,2.6939312602932557e-07,2.727746754785733e-07,2.3770485826913017e-07,2.491000361874284e-07,1.9872468428729626e-09,1.4567259392252892e-08,7.345151258466908e-09,1.2731969772903897e-09,8.424002762217762e-08,3.7277177169203385e-08,5.8680360565333674e-08,3.5118242210265786e-08,4.804706826144262e-09,5.430608197431614e-11,1.2113842418623334e-08,1.6052021329287023e-14,8.532584507378513e-11,1.0615913075733295e-14,7.936206982681512e-15,1.0585930191797312e-14,1.5628028688293717e-16,2.98612824935102e-16,1.8941456734268669e-10,1.879010978510817e-10,2.124159859748085e-15,2.1466103724633187e-09,6.653861563447801e-17,2.8148510326101433e-15,1.0428947137059495e-09,8.914152196605632e-17,6.044328918324414e-19,1.4923968618432821e-13,5.962010122560708e-20,1.4022376677382333e-15,1.0943555054565444e-19,1.8173158183316432e-22
8.025304990494069e-09,0.11224563373398992,0.9,0.0,0.0,0.0,0.0,0.09999784243348357,5.678955499800625e-07,4.786526278912928e-07,3.7112107257892307e-07,3.8847313023226306e-07,2.677402957651285e-07,3.3549577987318365e-07,3.2269164237800133e-07,3.2264171190158843e-07,2.9480574205912797e-07,2.988791585393317e-07,2.594993054131189e-07,2.731213679870182e-07,2.1550934521390842e-09,1.581402167538794e-08,7.927917996850972e-09,1.3738426364320818e-09,1.0023247664008234e-07,4.428353060939431e-08,7.003666932569786e-08,4.180125143534353e-08,5.758664990610646e-09,5.930420221160514e-11,1.4490901319961371e-08,1.760679496694948e-14,1.0235431603622624e-10,1.1632050729988727e-14,8.701497987098349e-15,1.159831023840014e-14,1.873088610718343e-16,3.548927047825821e-16,2.460543069431499e-10,2.4521359667732046e-10,2.327485602987958e-15,2.5730783950918187e-09,7.975772413104764e-17,3.086294428092647e-15,1.2505620964682443e-09,1.0689175556930166e-16,7.194573659420912e-19,1.994319556464469e-13,7.131967948701622e-20,1.941078299776464e-15,1.3000468423425397e-19,2.184104074896702e-22
8.717105963861212e-09,0.11224565801843547,0.9,0.0,0.0,0.0,0.0,0.09999765639200081,6.182662572155731e-07,5.152409240134331e-07,4.0213912911525545e-07,4.2247799266927665e-07,2.864850124928254e-07,3.648454966055956e-07,3.4970390133592096e-07,3.4971768054210605e-07,3.202182896073991e-07,3.250520555733245e-07,2.811874752494993e-07,2.9723036909482887e-07,2.3198295204437693e-09,1.7037678910197058e-08,8.492310992519014e-09,1.47131509273172e-09,1.1748251901191295e-07,5.1814124438880066e-08,8.235508905881628e-08,4.902074668825196e-08,6.799790823888183e-09,6.4277478166094e-11,1.707658458120261e-08,1.91684292214736e-14,1.2079356472686777e-10,1.2650233203787101e-14,9.469578887974172e-15,1.2612924435313838e-14,2.2117256097722224e-16,4.1559759187176974e-16,3.127353294546149e-10,3.128673961274535e-10,2.5312213492419677e-15,3.038540732004141e-09,9.418548488427288e-17,3.3587284954727102e-15,1.4773693680296605e-09,1.2627790387804594e-16,8.437157419832012e-19,2.6177074169678235e-13,8.404621145077718e-20,2.6308042270423764e-15,1.5211296983907585e-19,2.5860540644173736e-22
9.408906937228356e-09,0.11224568255682298,0.9,0.0,0.0,0.0,0.0,0.09999747033836978,6.688575161947849e-07,5.511511625871476e-07,4.330062550208967e-07,4.5654782192327013e-07,3.046387351249888e-07,3.942590306432858e-07,3.765794061626213e-07,3.766786707964823e-07,3.456307686170778e-07,3.5129428600095995e-07,3.02769885872699e-07,3.2142643397475076e-07,2.4815126853219642e-09,1.8238659227342838e-08,9.038909492215565e-09,1.5657143841963206e-09,1.359618944046849e-07,5.985243015893121e-08,9.562639381922189e-08,5.676678578288857e-08,7.928275422156284e-09,6.922558512971179e-11,1.9869845767962086e-08,2.073689481398174e-14,1.4061183112821537e-10,1.3670356712705834e-14,1.0240430370649386e-14,1.362974058595353e-14,2.5787758436584646e-16,4.806280168088097e-16,3.901802821462976e-10,3.91636009294823e-10,2.7353463359154143e-15,3.5430734329699205e-09,1.0982424757482378e-16,3.632146392134183e-15,1.7233859678248914e-09,1.473058919132006e-16,9.770369217892704e-19,3.381616495467251e-13,9.779456471203961e-20,3.5015656712890735e-15,1.7571189299427007e-19,3.0235262366115364e-22
9.999999999999999e-09,0.11224570734522918,0.9,0.0,0.0,0.0,0.0,0.09999731135905154,7.122580477260697e-07,5.813061168866011e-07,4.59260967346459e-07,4.857069231596772e-07,3.196956102998666e-07,4.1944059423703326e-07,3.9943293866690026e-07,3.9962408243528066e-07,3.6734380897634476e-07,3.7377194789033683e-07,3.211270712637901e-07,3.4216870622580635e-07,2.6172831129646036e-09,1.9247160095320934e-08,9.492263642187357e-09,1.644010082091999e-09,1.527042957330752e-07,6.71107185074943e-08,1.0771382825540995e-07,6.379499289153415e-08,8.961833290694336e-09,7.343320514112335e-11,2.242013422145561e-08,2.208242336482076e-14,1.5861423080879488e-10,1.4543439176863318e-14,1.090124652902378e-14,1.45002555818509e-14,2.9149493181398085e-16,5.395454113412717e-16,4.6540844466903785e-10,4.683139989770536e-10,2.9100493292879747e-15,4.005166940931273e-09,1.2414750215778695e-16,3.866536094837493e-15,1.9488593663922204e-09,1.6657792139770936e-16,1.0980032724156103e-18,4.161009166256409e-13,1.1034712792712014e-19,4.414623597533516e-15,1.970209152127181e-19,3.425729214456348e-22
1.0100707910595499e-08,0.11224570734522918,0.9,0.0,0.0,0.0,0.0,0.09999728427186541,7.196683875796325e-07,5.863959078502321e-07,4.6372324034353414e-07,4.90679263326621e-07,3.222200952460092e-07,4.237354578808724e-07,4.0331647669461785e-07,4.0352510436981727e-07,3.7104317902813585e-07,3.7760674748222285e-07,3.2424705285129443e-07,3.457089507845739e-07,2.6401995163151846e-09,1.941738282452035e-08,9.568274482640157e-09,1.6571373951092342e-09,1.556430509126322e-07,6.838244033588494e-08,1.0984153024236908e-07,6.502961075615817e-08,9.144307120186434e-09,7.414821350314112e-11,2.286962517653932e-08,2.2312162568529174e-14,1.617781559798431e-10,1.469232078937932e-14,1.101403291975696e-14,1.4648726722914893e-14,2.974300390975268e-16,5.498870037510537e-16,4.790909721566219e-10,4.822755919023203e-10,2.9398404639469594e-15,4.086748638286162e-09,1.2667624066654423e-16,3.906541204201315e-15,1.988680851462549e-09,1.699816032700278e-16,1.1192529762726172e-18,4.3064764426344716e-13,1.125595407640177e-19,4.587521879003977e-15,2.0075446795877943e-19,3.496883153221977e-22
1.0792508883962642e-08,0.11224573237982279,0.9,0.0,0.0,0.0,0.0,0.09999709819177878,7.706979353373878e-07,6.209874912316036e-07,4.942908746500769e-07,5.248690694655214e-07,3.392471370815701e-07,4.5327386081077613e-07,4.299135127020851e-07,4.3025740204021584e-07,3.964555207778612e-07,4.0399031647169967e-07,3.456194892403078e-07,3.700773017004625e-07,2.795945534760372e-09,2.0574262113319936e-08,1.0080949265351877e-08,1.7456779554886598e-09,1.7649912542541163e-07,7.738865216852969e-08,1.2499161324349917e-07,7.379964445456967e-08,1.0448071510719223e-08,7.904506841052163e-11,2.607485045819309e-08,2.3894203411952442e-14,1.842623583955757e-10,1.5716028178833944e-14,1.1790366829560871e-14,1.5669851107220093e-14,3.3983594375688035e-16,6.232800013050242e-16,5.801489015296271e-10,5.855253768434911e-10,3.1446842768727764e-15,4.669634704243077e-09,1.4474357529699468e-16,4.181905950205342e-15,2.2733224858334936e-09,1.943108797007026e-16,1.2701990867649545e-18,5.414063208400895e-13,1.2833587809325656e-19,5.927091027687927e-15,2.271951894574518e-19,4.0064894449801563e-22
1.1484309857329786e-08,0.11224575765686197,0.9,0.0,0.0,0.0,0.0,0.09999691209741671,8.219452267357461e-07,6.549380156614448e-07,5.247099469313822e-07,5.591140968002384e-07,3.5573733599819535e-07,4.828733285010783e-07,4.56368991844367e-07,4.5687598365412965e-07,4.218677938011422e-07,4.304458487572454e-07,3.668877055934509e-07,3.9453086323262355e-07,2.9488052331960004e-09,2.1709701863420422e-08,1.0577460013475686e-08,1.831426937298271e-09,1.9850392460111038e-07,8.685605159435105e-08,1.4106792184275036e-07,8.306748718673059e-08,1.1839751463788965e-08,8.391586932287909e-11,2.94844372267404e-08,2.5482988373713707e-14,2.0803500921632453e-10,1.6741384737255695e-14,1.2569412214013924e-14,1.669308222754819e-14,3.8510122828331084e-16,7.007148155533429e-16,6.94015787041508e-10,7.021080962136536e-10,3.349858940577268e-15,5.291796324464526e-09,1.6402824904005956e-16,4.458233584651592e-15,2.5773788444866424e-09,2.2029952071973498e-16,1.4297134874876452e-18,6.727472461128447e-13,1.4511825519226883e-19,7.563191288432427e-15,2.549899860985877e-19,4.552711769816916e-22
1.2176110830696929e-08,0.11224578317269188,0.9,0.0,0.0,0.0,0.0,0.09999672598810137,8.734093323377842e-07,6.882593598040596e-07,5.549812455099219e-07,5.934113023904483e-07,3.717076164268127e-07,5.125329565729391e-07,4.826814676688741e-07,4.833812681218019e-07,4.472799980307521e-07,4.5697417998367674e-07,3.8805220997532774e-07,4.190690065328696e-07,3.0988320944201886e-09,2.282409934419591e-08,1.1058316311948267e-08,1.914472347645718e-09,2.2163190638394896e-07,9.677009788992286e-08,1.580618951058477e-07,9.282391343586799e-08,1.3319527146012095e-08,8.87603496895462e-11,3.309728965080993e-08,2.7078488585741264e-14,2.3306740989254706e-10,1.776829933390528e-14,1.3351149016557229e-14,1.7718388799450494e-14,4.332317345997986e-16,7.821015449989504e-16,8.213340661094382e-10,8.327303918925194e-10,3.555346223673335e-15,5.953294647465657e-09,1.8453214955125016e-16,4.735517001494952e-15,2.9009174032542468e-09,2.479532832307113e-16,1.597637409050937e-18,8.271093664245711e-13,1.6290129349621077e-19,9.543473782912503e-15,2.840961752370189e-19,5.135918771921062e-22
1.2867911804064072e-08,0.11224580892374228,0.9,0.0,0.0,0.0,0.0,0.09999653986317003,9.250893259968213e-07,7.209631822150581e-07,5.851055579502525e-07,6.27757740721066e-07,3.871743692368376e-07,5.422518471776429e-07,5.088495676521453e-07,5.097736734128016e-07,4.7269213339763315e-07,4.835761261620874e-07,4.0911350797358163e-07,4.4369109769436794e-07,3.2460786102081164e-09,2.3917844463713027e-08,1.1524011680629155e-08,1.994899419120956e-09,2.4585816204550537e-07,1.0711670874387908e-07,1.7596512819580576e-07,1.0305986863118122e-07,1.4887576039822559e-08,9.357825657734947e-11,3.6912301031293546e-08,2.868067528226714e-14,2.5933157541035123e-10,1.8796683756043307e-14,1.4135557019670709e-14,1.8745739764553068e-14,4.842332172399407e-16,8.673525173520984e-16,9.627273893224425e-10,9.780832151237577e-10,3.76112847848473e-15,6.654187390593453e-09,2.0625705810084008e-16,5.0137490375270844e-15,3.244005136112895e-09,2.772778811731803e-16,1.773815022961804e-18,1.0070584786778085e-12,1.8167956024626376e-19,1.1920547898919976e-14,3.1447241921973025e-19,5.756481041662121e-22
1.3559712777431216e-08,0.11224583490652533,0.9,0.0,0.0,0.0,0.0,0.09999635372197437,9.7698428485119e-07,7.530609254212545e-07,6.150836709722675e-07,6.621505606277929e-07,4.0215346856471053e-07,5.720291089733043e-07,5.348719912835698e-07,5.360536165516523e-07,4.981041998311797e-07,5.102524841648367e-07,4.300721027109749e-07,4.6839649804354473e-07,3.3905962996814572e-09,2.499131990517078e-08,1.1975024080714075e-08,2.0727906973079358e-09,2.711583987530503e-07,1.1788224579881123e-07,1.9476936853528438e-07,1.1376646597919828e-07,1.6544072962637637e-08,9.836935031765393e-11,4.0928354363927595e-08,3.028951979966181e-14,2.868002150980408e-10,1.982645261684251e-14,1.4922615854173518e-14,1.9775104289747478e-14,5.38111343972704e-16,9.563822281727334e-16,1.1188010996174675e-09,1.1388422151156814e-09,3.9671886226258804e-15,7.394528950378782e-09,2.2920465299572005e-16,5.29292247567496e-15,3.606708511276446e-09,3.082789851893585e-16,1.9580933871607453e-18,1.2152847647515202e-12,2.0144757127937982e-19,1.4752199089038704e-14,3.4607868300359235e-19,6.41477107636895e-22
1.4251513750798359e-08,0.11224586111763339,0.9,0.0,0.0,0.0,0.0,0.09999616756388048,1.029093289318916e-06,7.845638199234687e-07,6.449163703672088e-07,6.965870023208514e-07,4.1666028810464924e-07,6.018638571012353e-07,5.607475081916331e-07,5.622215136135522e-07,5.235161972595202e-07,5.370040322064068e-07,4.5092849485740446e-07,4.931845644241755e-07,3.532435727330697e-09,2.6044901260789054e-08,1.241181640532586e-08,2.1482261254978036e-09,2.9750892265719346e-07,1.290535006549031e-07,2.1446651207806882e-07,1.2493498335499198e-07,1.8289190085954373e-08,1.0313340416124026e-10,4.514432288706342e-08,3.1904993576266424e-14,3.1544671169361126e-10,2.0857523266241023e-14,1.5712305008275563e-14,2.080645176637003e-14,5.948716964249013e-16,1.0491072813408252e-15,1.2901426982705906e-09,1.3156681168081478e-09,4.173510121169962e-15,8.17437050935512e-09,2.533765128916853e-16,5.573030048211122e-15,3.98909348751943e-09,3.409622223105333e-16,2.1503223925852327e-18,1.4546003884204379e-12,2.2219979374467993e-19,1.8101599258015724e-14,3.788761931243838e-19,7.111163241949747e-22
1.4943314724165502e-08,0.11224588755373664,0.9,0.0,0.0,0.0,0.0,0.09999598138826832,1.0814154230922962e-06,8.154828881246628e-07,6.746044409163539e-07,7.310643945032589e-07,4.307097168819012e-07,6.317552131619728e-07,5.864749563114367e-07,5.882777797201923e-07,5.489281256097977e-07,5.638315303106531e-07,4.716831826418604e-07,5.180546494738796e-07,3.6716465207012705e-09,2.7078957163178396e-08,1.2834836954556025e-08,2.2212831267064763e-09,3.248866224760889e-07,1.4061768131815577e-07,2.350485996856626e-07,1.365568602514e-07,2.0123096954383526e-08,1.0787020394078436e-10,4.955907061503993e-08,3.352706815222175e-14,3.452451024436894e-10,2.1889815704627455e-14,1.6504603836386853e-14,2.1839751809369237e-14,6.54519770701611e-16,1.1454463312745477e-15,1.4773222981801457e-09,1.5092070882011403e-09,4.380076969383416e-15,8.993760139475276e-09,2.7877412000022674e-16,5.854064439878092e-15,4.391225510725452e-09,3.7533317566269236e-16,2.3503547107280447e-18,1.7279371524593255e-12,2.439306487485428e-19,2.20375099949103e-14,4.128273979670319e-19,7.846033735323976e-22
1.5635115697532646e-08,0.11224591421158131,0.9,0.0,0.0,0.0,0.0,0.0999957951945314,1.1339497731323822e-06,8.458289481858206e-07,7.041486663122697e-07,7.655801515796151e-07,4.443161745307826e-07,6.61702305190977e-07,6.120532400921271e-07,6.14222829035664e-07,5.743399848084472e-07,5.907357207650082e-07,4.9233666186433e-07,5.430061018932758e-07,3.808277387754376e-09,2.8093849414287935e-08,1.3244519895402454e-08,2.2920366831198556e-09,3.5326895355537393e-07,1.525623990742367e-07,2.565078136046478e-07,1.4862369478436992e-07,2.2045960504622722e-08,1.1257954774068735e-10,5.41714528576442e-08,3.5155715169294265e-14,3.7617006227482787e-10,2.2923252499237165e-14,1.7299491567693015e-14,2.287497425646196e-14,7.170609780045975e-16,1.2453200268230125e-15,1.6808930649583393e-09,1.7200910976720792e-09,4.586873676002755e-15,9.852742902271343e-09,3.0539886319432884e-16,6.136018290929859e-15,4.813169510652576e-09,4.113973841906964e-16,2.5580457421583103e-18,2.0383442134973605e-12,2.666345139307831e-19,2.6634478968429913e-14,4.478959292816439e-19,8.619760547636407e-22
1.632691667089979e-08,0.11224594108798734,0.9,0.0,0.0,0.0,0.0,0.09999560898207645,1.1866954296633783e-06,8.756126178108381e-07,7.335498290825609e-07,8.001317709523798e-07,4.5749362609377896e-07,6.917042676340263e-07,6.374813287433951e-07,6.400570747624618e-07,5.99751774781472e-07,6.177173285620467e-07,5.128894259076434e-07,5.680382667079744e-07,3.942376133908157e-09,2.9089933111990944e-08,1.364128570732421e-08,2.3605594130501388e-09,3.8263392239102447e-07,1.648756557737784e-07,2.7883647404170017e-07,1.611272407534288e-07,2.4057945084364546e-08,1.172612455741024e-10,5.898031672599216e-08,3.679090637069975e-14,4.081968867084476e-10,2.3957758703169182e-14,1.809694731450252e-14,2.3912089167279168e-14,7.825006452485975e-16,1.3486509567884405e-15,1.9013916461969452e-09,1.9489382615850747e-09,4.7938852470355494e-15,1.0751360945866793e-08,3.3325204101665373e-16,6.418884200092416e-15,5.2549898979086995e-09,4.49160342400398e-16,2.773253565988204e-18,2.3889858529345463e-12,2.9030572597355622e-19,3.197302974468984e-14,4.840465649039508e-19,9.432723428233676e-22
1.7018717644266932e-08,0.11224596817984671,0.9,0.0,0.0,0.0,0.0,0.0999954227503232,1.2396514861669472e-06,9.048443179612118e-07,7.628087105160465e-07,8.347168304033541e-07,4.702555963542138e-07,7.217602413223207e-07,6.627582545205036e-07,6.65780929137569e-07,6.251634954547168e-07,6.44777061828712e-07,5.33341965749261e-07,5.931504855235272e-07,4.073989678762808e-09,3.0067556774321004e-08,1.4025541613838012e-08,2.426921645464778e-09,4.129600716039828e-07,1.775458315183465e-07,3.0202703583392935e-07,1.7405940475667742e-07,2.61592124711358e-08,1.2191511906705802e-10,6.398450162505185e-08,3.8432613600924075e-14,4.413014742835767e-10,2.4993261776955362e-14,1.8896950080369465e-14,2.495106682250166e-14,8.508440156753423e-16,1.4553635970385487e-15,2.1393385891777795e-09,2.196353182418009e-09,5.001097170071918e-15,1.1689653598923361e-08,3.6233486459267303e-16,6.702654727444726e-15,5.716750561131836e-09,4.886275001182696e-16,2.9958388902751093e-18,2.783139302652094e-12,3.1493858304408356e-19,3.813984522103216e-14,5.21245192648734e-19,1.0285303849388078e-21
1.840231959100122e-08,0.11224602299784106,0.9,0.0,0.0,0.0,0.0,0.0999950502266631,1.3461911892708143e-06,9.616925316011829e-07,8.209027479135899e-07,9.039779676379215e-07,4.94585072503458e-07,7.820308175345526e-07,7.128550517722235e-07,7.16899107930484e-07,6.759867286060548e-07,6.991336554119387e-07,5.739483247805614e-07,6.436124359429778e-07,4.3299445112694824e-09,3.196878588914924e-08,1.4758088784881207e-08,2.5534349117208737e-09,4.764126762767081e-07,2.039122816117153e-07,3.5096433688736714e-07,2.0117796045279344e-07,3.063023003741174e-08,1.3113873577129308e-10,7.457415643473475e-08,4.173546403102364e-14,5.106504508057821e-10,2.7066979966313114e-14,2.0504512186359235e-14,2.703449258885868e-14,9.962624243412387e-16,1.6786410445017002e-15,2.669581647297973e-09,2.7492390764077233e-09,5.416066341001812e-15,1.3685406486193716e-08,4.2419387302472596e-16,7.272879700341134e-15,6.700345645166508e-09,5.726959887079263e-16,3.4625977283779677e-18,3.715642778566189e-12,3.6706624640174095e-19,5.3336839937747664e-14,5.986553198392174e-19,1.2110851609842298e-21
1.9647561343062075e-08,0.11224607304111082,0.9,0.0,0.0,0.0,0.0,0.09999471488380043,1.44278746226704e-06,1.0110688305675974e-06,8.727085894506853e-07,9.664046143610982e-07,5.151878025941282e-07,8.364505652444863e-07,7.574167162015709e-07,7.625320460813536e-07,7.217274006992901e-07,7.483285518524906e-07,6.101561577897317e-07,6.892953095861764e-07,4.552257606487205e-09,3.36201246465574e-08,1.537842570452446e-08,2.6605691184078335e-09,5.366024674329299e-07,2.2875351019260834e-07,3.978825614212409e-07,2.2697237076999357e-07,3.496106403877315e-08,1.3934326910976627e-10,8.476105948588689e-08,4.473003384751924e-14,5.765204686971928e-10,2.893605457418498e-14,2.1959816298518895e-14,2.891565271499542e-14,1.1371205656517982e-15,1.890435392536036e-15,3.211380411626665e-09,3.316138223080766e-09,5.790087543779486e-15,1.5617611219989577e-08,4.840828270423581e-16,7.789100638995645e-15,7.65440712012368e-09,6.542397411093123e-16,3.9065664825556444e-18,4.738822252577158e-12,4.172120627213997e-19,7.084864455911529e-14,6.715878682077824e-19,1.38931975804874e-21
2.0892803095122932e-08,0.11224612373719839,0.9,0.0,0.0,0.0,0.0,0.099994379469944,1.5400514812660293e-06,1.0588102012706046e-06,9.240655261301612e-07,1.02890535070327e-06,5.346360097877672e-07,8.910322367554761e-07,8.014762706929788e-07,8.0781368283843e-07,7.674678471288601e-07,7.977868596390639e-07,6.460467913619734e-07,7.352271880360979e-07,4.767209559412619e-09,3.521678495705366e-08,1.596400059722698e-08,2.761699824607296e-09,5.99595784136383e-07,2.54586510799483e-07,4.4748182456948797e-07,2.540363248993791e-07,3.9583574805158036e-08,1.474553763493239e-10,9.55624502211303e-08,4.774528233196495e-14,6.455334884189323e-10,3.080733316162969e-14,2.342304205776855e-14,3.080239594800699e-14,1.2874644882819404e-15,2.112092908564786e-15,3.8171133689029325e-09,3.952015850461611e-09,6.164552645211863e-15,1.7678853777867604e-08,5.479709621198588e-16,8.308135356815434e-15,8.674044571985763e-09,7.413877916739635e-16,4.372387176496548e-18,5.958891200472614e-12,4.703834183644187e-19,9.269174286709326e-14,7.474325495285627e-19,1.5809912206619752e-21
2.213804484718379e-08,0.1122461750703414,0.9,0.0,0.0,0.0,0.0,0.09999404398213707,1.6379780764574714e-06,1.10497076989904e-06,9.749780607411248e-07,1.0914686404985854e-06,5.529943821864421e-07,9.457710489039025e-07,8.45030138387012e-07,8.527463869730923e-07,8.13208067491278e-07,8.475121510983786e-07,6.816230034360921e-07,7.814041390278909e-07,4.975044069165196e-09,3.676057701375283e-08,1.6516761184882108e-08,2.857163409047202e-09,6.65285045535474e-07,2.8135570625087047e-07,4.997225846343778e-07,2.823277859075687e-07,4.44986153475549e-08,1.5547439795783268e-10,1.0697134168119024e-07,5.078104891865033e-14,7.175687004170431e-10,3.2680470257147454e-14,2.4894064073054798e-14,3.2694556840403737e-14,1.4473218254282165e-15,2.343234938862672e-15,4.489285293321446e-09,4.659950686068621e-09,6.5393925278405196e-15,1.986927291848104e-08,6.158625323423395e-16,8.829939418825437e-15,9.759611424540154e-09,8.341702825975179e-16,4.859336308430966e-18,7.398778702111701e-12,5.265459665538461e-19,1.1961639449094427e-13,8.260261962920963e-19,1.786327814034172e-21
2.3383286599244646e-08,0.11224622702538291,0.9,0.0,0.0,0.0,0.0,0.09999370841753565,1.7365621117447267e-06,1.1496028706679662e-06,1.0254506779550257e-06,1.1540836092834183e-06,5.703239829066144e-07,1.0006622834830338e-06,8.880752799946395e-07,8.973325168393739e-07,8.589480614019284e-07,8.975078518476574e-07,7.168875476208249e-07,8.278222124493509e-07,5.175996766636419e-09,3.825325107910491e-08,1.7038546043180206e-08,2.94727740053278e-09,7.335672425083611e-07,3.090086337900909e-07,5.545664777559928e-07,3.118061085837368e-07,4.9707013174861055e-08,1.6339977342392215e-10,1.1898070096949644e-07,5.383717408982271e-14,7.925104357037832e-10,3.4555140207569175e-14,2.637275638688704e-14,3.459197219319542e-14,1.6167193801045587e-15,2.583498921328873e-15,5.230261600358968e-09,5.4429035626069995e-09,6.914542038711338e-15,2.2188984333418025e-08,6.877610766229107e-16,9.354468188373509e-15,1.0911455462722504e-08,9.326168734731094e-16,5.366714323972555e-18,9.082443466389569e-12,5.856651295983379e-19,1.5245015008444912e-13,9.07214781831091e-19,2.005559354618314e-21
2.4628528351305502e-08,0.11224627958776118,0.9,0.0,0.0,0.0,0.0,0.09999337277340375,1.8357984846243932e-06,1.192757105190055e-06,1.0754878432897966e-06,1.216740007136747e-06,5.866824534774141e-07,1.0557012867329712e-06,9.306091672797066e-07,9.415744203144554e-07,9.046878284995729e-07,9.477772471053686e-07,7.518431534080035e-07,8.744774440912421e-07,5.3702954818050285e-09,3.9696499470502566e-08,1.7531090725714912e-08,3.032341535614396e-09,8.043437193527155e-07,3.374957703346001e-07,6.11976268910855e-07,3.424319933290879e-07,5.5209570637660866e-08,1.7123103637279103e-10,1.315834565336156e-07,5.691349937191036e-14,8.702479212140672e-10,3.6431036065046793e-14,2.7858992594815643e-14,3.649448103819845e-14,1.7956831363447888e-15,2.832537617060304e-15,6.042274545327442e-09,6.303722419313942e-09,7.289939766737332e-15,2.4638081979353296e-08,7.636694600099545e-16,9.881676869509376e-15,1.2129918809655103e-08,1.036756739340283e-15,5.893844823177761e-18,1.1034840779620713e-11,6.477061350146887e-19,1.921004001925867e-13,9.90852907731296e-19,2.2389171539027583e-21
2.587377010336636e-08,0.11224633274346908,0.9,0.0,0.0,0.0,0.0,0.09999303704710898,1.935682126063597e-06,1.234482399853433e-06,1.1250940021369024e-06,1.2794281736301726e-06,6.021242056917059e-07,1.1108834688244343e-06,9.726297576146773e-07,9.85474434741916e-07,9.504273684506933e-07,9.983234876902806e-07,7.864925263838264e-07,9.213658592052124e-07,5.558160502076494e-09,4.1091958479221584e-08,1.799603354054817e-08,3.112638756208941e-09,8.775199668066524e-07,3.6677036764607507e-07,6.719158053218925e-07,3.7416744159462396e-07,6.100706526937107e-08,1.789678098797011e-10,1.447725050812101e-07,6.000986733167804e-14,9.506750478231726e-10,3.830786853724323e-14,2.935264595877819e-14,3.8401924620132405e-14,1.9842382703188363e-15,3.0900183818150593e-15,6.927429126728607e-09,7.245147062051869e-09,7.665527832701143e-15,2.7216639334354972e-08,8.435899126421362e-16,1.0411520547189374e-14,1.3415337908984588e-08,1.146618569186765e-15,6.440073794170955e-18,1.3281890852421533e-11,7.126340498339252e-19,2.3955676709853067e-13,1.076803320291345e-18,2.4866339651343282e-21
