Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370)
3.4039906971218334e-06,0.11260770203897477,0.9,0.0,0.0,0.0,0.0,0.09886892123710325,0.00040913209568038276,2.4409187669796257e-06,1.668865768315492e-05,3.2493416731543576e-05,8.546360954918999e-07,3.742072847868341e-05,3.446789979417169e-06,6.2491890187112874e-06,0.00012742280801839324,0.000631119016583605,4.668396198144747e-06,4.489724611022811e-05,1.0990056159758362e-08,8.144092796746467e-08,2.5600215791192972e-08,4.451253154998359e-09,7.759099363442538e-05,0.00011489937493057264,0.0015020187644480354,0.00017228924300906781,0.00041812996277915533,6.390227115897847e-10,0.00012843013269181241,1.2501048811978928e-11,8.481750714823522e-08,9.58874388537261e-13,1.4097078585826488e-12,1.2749437140747658e-12,1.3403537080574904e-11,2.6926770330782227e-13,9.82898582151479e-06,0.00022277206887595224,1.9469724488347227e-13,0.0001619950068489891,4.948720586306641e-12,5.073617314600471e-13,0.00013264693901357733,1.1174023815156963e-11,2.9653341624988278e-15,6.619440183108976e-05,6.320884353690459e-16,3.5258646760319597e-05,3.3731324116278996e-16,3.3119625372607757e-16
3.4839870028250474e-06,0.11261663222026341,0.9,0.0,0.0,0.0,0.0,0.09884219336348225,0.0004176784053413008,2.440445097599974e-06,1.6577360073168802e-05,3.24991141222806e-05,8.544304211966716e-07,3.724677527363899e-05,3.4459829646051387e-06,6.247829066875154e-06,0.00013037635030167487,0.0006479388891957637,4.667386613091066e-06,4.496961818912515e-05,1.0987923571199324e-08,8.142512423707923e-08,2.559405492771783e-08,4.4504850235260035e-09,7.67014738098934e-05,0.00011760037354516989,0.0015413920945172518,0.00017635448924379328,0.0004290710440463198,6.389283126038919e-10,0.0001314963313169135,1.2757719858098102e-11,8.381581287446073e-08,9.587072245122212e-13,1.4114865904877383e-12,1.2685733733510238e-12,1.3749454756759091e-11,2.6609455485811023e-13,9.718836084137517e-06,0.00022832888072666873,1.9473234989444964e-13,0.0001667371053178642,5.0918042743021445e-12,5.081806106270319e-13,0.00013669480115997615,1.1510985227994898e-11,3.0353012500224857e-15,6.907762827828262e-05,6.471772384128466e-16,3.706113083541725e-05,3.4524215570199275e-16,3.4709809490106295e-16
3.5639833085282615e-06,0.11262552772833063,0.9,0.0,0.0,0.0,0.0,0.0988155356906319,0.00042619654515091426,2.4399667200362525e-06,1.6466028892276448e-05,3.2503019828163136e-05,8.542245460531262e-07,3.7069599481135563e-05,3.445174187383699e-06,6.24647684629624e-06,0.0001333257192034209,0.0006647004479158768,4.666379922086181e-06,4.5034593774546177e-05,1.0985769781944701e-08,8.140916339910319e-08,2.5587888045320936e-08,4.4497056677794695e-09,7.582276618781567e-05,0.00012030063466046043,0.0015805771624700859,0.0001804185365329452,0.00043991994256903914,6.388317524913473e-10,0.000134561761990211,1.3013362158050619e-11,8.282668927353383e-08,9.584881368455136e-13,1.4130331741530728e-12,1.262098814288345e-12,1.4092189392508817e-11,2.6296127734088145e-13,9.609419102368541e-06,0.000233822434182053,1.9475674522071767e-13,0.00017147979013971645,5.234810190137633e-12,5.089159369172031e-13,0.00014074409864150446,1.1847841762436721e-11,3.1052477079205675e-15,7.199110534316382e-05,6.622622702297963e-16,3.889018971528585e-05,3.531689072301273e-16,3.633103361266806e-16
3.6439796142314756e-06,0.11263438880491042,0.9,0.0,0.0,0.0,0.0,0.09878894732329105,0.00043468755023561375,2.4394841545362146e-06,1.635506946882121e-05,3.250535898027011e-05,8.540185299085021e-07,3.689023269161164e-05,3.444363960273929e-06,6.245132287722917e-06,0.0001362709944399771,0.0006814037011745203,4.665376115022454e-06,4.509282351751502e-05,1.0983597134582274e-08,8.139306281297606e-08,2.558171693693498e-08,4.4489162674061784e-09,7.495661587549072e-05,0.00012300016057255935,0.0016195741179813544,0.00018448139070036335,0.00045067669348848415,6.387332432747989e-10,0.00013762642483397465,1.3268008888750281e-11,8.185202704638927e-08,9.582238062926231e-13,1.4143682502746988e-12,1.2555552268766806e-12,1.443174615236518e-11,2.5987386434394284e-13,9.501034595654911e-06,0.000239253554865543,1.9477177948714468e-13,0.00017622236048823743,5.377717331548069e-12,5.095750624904383e-13,0.00014479406416854944,1.2184529678924572e-11,3.175173637308938e-15,7.49339233909623e-05,6.773435326548941e-16,4.074473986228869e-05,3.6109350279297404e-16,3.7983010002050923e-16
3.7239759199346897e-06,0.11264321576824964,0.9,0.0,0.0,0.0,0.0,0.09876242725593275,0.00044315235629689914,2.438997881431474e-06,1.624483010754166e-05,3.250632872976716e-05,8.538124269703911e-07,3.670958545977409e-05,3.4435525698261673e-06,6.243795313786301e-06,0.0001392122582471604,0.0006980488533148806,4.664375173997736e-06,4.514490104342818e-05,1.0981407791967706e-08,8.137683850630851e-08,2.5575543226547598e-08,4.448117911044784e-09,7.410444654234343e-05,0.00012569895351574378,0.001658383782763039,0.00018854305727570355,0.0004613415954275006,6.38632981405205e-10,0.00014069032011223217,1.3521690106452408e-11,8.089336316265011e-08,9.579200784336017e-13,1.415510639320446e-12,1.2489736309551963e-12,1.476813857216989e-11,2.5683718779584247e-13,9.393934844707713e-06,0.000244623182202995,1.9477863368575875e-13,0.0001809641739938072,5.520506491900588e-12,5.101646951159192e-13,0.00014884398980322857,1.2520990281452375e-11,3.2450791340771933e-15,7.790526992123362e-05,6.924210279911458e-16,4.262377016167793e-05,3.690159491978303e-16,3.966546382047044e-16
3.8039722256379038e-06,0.11265200900234562,0.9,0.0,0.0,0.0,0.0,0.09873597439434594,0.00045159180794385515,2.438508341905408e-06,1.6135607383109307e-05,3.250610171155365e-05,8.536062860399245e-07,3.652845660325893e-05,3.4427402772633552e-06,6.242465840515919e-06,0.00014214959435801847,0.0007146362745144368,4.663377074500271e-06,4.519136794119002e-05,1.0979203740664903e-08,8.136050520058509e-08,2.556936837619806e-08,4.4473115978605355e-09,7.326739658739221e-05,0.00012839701566263458,0.0016970075559543838,0.0001926035415106087,0.00047191517387662224,6.385311478688907e-10,0.00014375344821644854,1.377443301184616e-11,7.995192109977645e-08,9.575820664286828e-13,1.4164775015946518e-12,1.2423812049309364e-12,1.5101387374953118e-11,2.5385512585736256e-13,9.288329528903779e-06,0.00024993234772728335,1.9477834192787818e-13,0.00018570464167965648,5.6631601041479795e-12,5.106909545496293e-13,0.00015289322190264679,1.2857169486045204e-11,3.3149642891839074e-15,8.090442127385629e-05,7.074947589646433e-16,4.45263384652307e-05,3.769362530207188e-16,4.1378130731806077e-16
3.883968531341118e-06,0.11266076894488827,0.9,0.0,0.0,0.0,0.0,0.09870958757471285,0.0004600066666759138,2.4380159391935315e-06,1.6027651164072784e-05,3.25048290826487e-05,8.534001507817512e-07,3.6347542257246846e-05,3.4419273193322204e-06,6.241143778689109e-06,0.00014508308713896906,0.0007311664740723064,4.662381786475415e-06,4.523271831734956e-05,1.0976986796378772e-08,8.134407635104373e-08,2.556319369404698e-08,4.446498241265876e-09,7.244635261472002e-05,0.0001310943491248254,0.0017354473283050737,0.00019666284839498134,0.0004823981479648577,6.384279087753456e-10,0.0001468158096518235,1.4026262198476535e-11,7.902864780908938e-08,9.572142422568582e-13,1.4172844828543919e-12,1.2358015944874393e-12,1.543151939799046e-11,2.509306797390081e-13,9.184390260102467e-06,0.0002551821558679017,1.9477180964766708e-13,0.00019044322326605613,5.8056620953273065e-12,5.111594239970315e-13,0.00015694115649650742,1.3193017424589516e-11,3.3848291889563303e-15,8.393073468887745e-05,7.225647286818617e-16,4.6451567912368485e-05,3.8485442061382413e-16,4.312075721935248e-16
3.963964837044332e-06,0.1126694960777071,0.9,0.0,0.0,0.0,0.0,0.09868326558039013,0.0004683976184643667,2.437521040095098e-06,1.592116935102105e-05,3.250264319015086e-05,8.531940600086151e-07,3.616744462144687e-05,3.4411139093602426e-06,6.2398290350225535e-06,0.00014801282086667646,0.0007476400767599977,4.661389275279509e-06,4.5269402955377165e-05,1.097475861075528e-08,8.13275641971367e-08,2.5557020342900554e-08,4.445678672347219e-09,7.164198024376668e-05,0.00013379095595388,0.0017737054046578812,0.00020072098267312475,0.0004927914004108341,6.383234158757622e-10,0.00014987740502426494,1.4277199889505327e-11,7.812424784945329e-08,9.568205178248821e-13,1.4179458483483855e-12,1.2292552173720536e-12,1.5758566624239473e-11,2.4806608200681885e-13,9.082254807788497e-06,0.0002603737670232504,1.94759829587364e-13,0.0001951794228235461,5.9479977506980124e-12,5.115751971136045e-13,0.00016098723505981427,1.352848808162036e-11,3.454673915383114e-15,8.698364077059638e-05,7.376309405875199e-16,4.8398643129131235e-05,3.9277045811399227e-16,4.489310003925735e-16
4.043961142747546e-06,0.11267819091772009,0.9,0.0,0.0,0.0,0.0,0.09865700715657283,0.00047676528090543463,2.4370239766938562e-06,1.5816332320541432e-05,3.2499659908336324e-05,8.529880479822105e-07,3.598868035411889e-05,3.4403002384684958e-06,6.238521513216237e-06,0.00015093887913038452,0.0007640578019853976,4.660399502527217e-06,4.530183311074769e-05,1.0972520679101728e-08,8.131097982009588e-08,2.5550849349241107e-08,4.4448536430699056e-09,7.085475231822558e-05,0.00013648683814262275,0.001811784434273027,0.00020477794885960347,0.0005030959504724524,6.382178069997358e-10,0.0001529382350281022,1.4527266166359971e-11,7.723921474762093e-08,9.564043135978243e-13,1.4184746044836462e-12,1.2227595616588362e-12,1.6082565311288407e-11,2.45262896474817e-13,8.982031015739407e-06,0.0002655083827395255,1.9474309579978042e-13,0.0001999127847608945,6.090153591105645e-12,5.119429208890074e-13,0.0001650309406506478,1.3863538966769523e-11,3.524498546399204e-15,9.006263638220124e-05,7.526933984236409e-16,5.036680637628866e-05,4.006843714519035e-16,4.669492345270299e-16
4.12395744845076e-06,0.11268685400922364,0.9,0.0,0.0,0.0,0.0,0.09863081102302486,0.0004851102099266127,2.43652504824659e-06,1.5713277070328984e-05,3.2495980683060874e-05,8.527821447299524e-07,3.581168857613363e-05,3.4394864768665252e-06,6.237221114864471e-06,0.0001538613443449378,0.0007804204455197235,4.659412426841375e-06,4.5330383972057994e-05,1.097027434892563e-08,8.129433320573742e-08,2.5544681612695425e-08,4.444023831689373e-09,7.00849746016764e-05,0.00013918199762665167,0.0018496873485074308,0.00020883375125466005,0.0005133129297048594,6.38111207001458e-10,0.00015599830043459272,1.4776479176367437e-11,7.63738592197008e-08,9.55968619711852e-13,1.418882608935261e-12,1.2163294550553472e-12,1.6403555212016194e-11,2.4252210717151486e-13,8.883800413527619e-06,0.000270587232817856,1.9472221589610655e-13,0.00020464289013134458,6.2321172593576785e-12,5.12266834758344e-13,0.00016907179438333016,1.4198130813690741e-11,3.594303156167551e-15,9.316727798846459e-05,7.677521061922825e-16,5.235535370847244e-05,4.0859616636060907e-16,4.852599995397504e-16
4.203953754153974e-06,0.11269548591699693,0.9,0.0,0.0,0.0,0.0,0.09860467588505276,0.0004934329060355409,2.4360245232014606e-06,1.5612111063640996e-05,3.249169432061279e-05,8.52576376363644e-07,3.56368384544369e-05,3.438672775192002e-06,6.235927740247757e-06,0.00015678029736063926,0.0007967288635428507,4.658428004514343e-06,4.535539781781499e-05,1.0968020829022316e-08,8.127763331180068e-08,2.553851791557669e-08,4.443189847486898e-09,6.933280906308223e-05,0.00014187643628602668,0.0018874173053549288,0.0002128883939590504,0.0005234435603369238,6.380037285543821e-10,0.00015905760208124325,1.5024855325899896e-11,7.552833485144805e-08,9.55516051269345e-13,1.419180672508447e-12,1.2099773264976391e-12,1.672157888097222e-11,2.3984419974334037e-13,8.787621528831896e-06,0.00027561156417500266,1.946977217640168e-13,0.00020936935323829188,6.373877413632157e-12,5.125508062745307e-13,0.00017310935220779766,1.4532227302825914e-11,3.664087815346013e-15,9.629717545654795e-05,7.828070681196637e-16,5.436363119706192e-05,4.1650584838463463e-16,5.03861105174126e-16
4.283950059857188e-06,0.11270408722036014,0.9,0.0,0.0,0.0,0.0,0.09857860044289667,0.0005017338201072384,2.435522641284002e-06,1.551291577498035e-05,3.248687855515711e-05,8.52370765392231e-07,3.5464436342031535e-05,3.437859265888636e-06,6.234641289016615e-06,0.00015969581715692671,0.000812983958770747,4.6574461900883884e-06,4.537718689706192e-05,1.096576119882521e-08,8.126088813779065e-08,2.553235893228146e-08,4.442352234269477e-09,6.859829486954147e-05,0.0001445701559470845,0.0019249776403417675,0.00021694188088820692,0.0005334891360732641,6.378954726408567e-10,0.00016211614086194143,1.5272409467341023e-11,7.470266147866387e-08,9.550488936044982e-13,1.4193786515509097e-12,1.203713463386848e-12,1.703668105901267e-11,2.372292362699349e-13,8.693532909448735e-06,0.00028058263128643375,1.946700789590304e-13,0.00021409181852148436,6.51542363314396e-12,5.127983636586611e-13,0.00017714320196737747,1.4865794813699938e-11,3.733852591337997e-15,9.945198631846854e-05,7.978582886215537e-16,5.639103126132451e-05,4.244134228895966e-16,5.227504126744633e-16
4.363946365560402e-06,0.1127126585079944,0.9,0.0,0.0,0.0,0.0,0.0985525833997025,0.0005100133587138267,2.4350196155978597e-06,1.5415749943068506e-05,3.248160142307973e-05,8.521653310305033e-07,3.5294732461199106e-05,3.4370460646034734e-06,6.233361660776689e-06,0.000162607980608114,0.0008291866684492547,4.656466936861565e-06,4.5396036058620625e-05,1.0963496417907446e-08,8.124410479482815e-08,2.552620523851344e-08,4.44151147631829e-09,6.788136721636072e-05,0.00014726315838432753,0.0019623718232798606,0.0002209942157856705,0.0005434510051334697,6.377865296358191e-10,0.0001651739177178897,1.5519155063387566e-11,7.389674573500064e-08,9.545691428134392e-13,1.4194855309173675e-12,1.1975462328102261e-12,1.7348908130577306e-11,2.3467691977364227e-13,8.601555866570812e-06,0.0002855016880513971,1.9463969493735468e-13,0.00021880995770660278,6.656746331443242e-12,5.130127255108586e-13,0.00018117296071046345,1.5198802196710532e-11,3.803597548537261e-15,0.00010263141049061183,8.129057722731763e-16,5.843698914117944e-05,4.3231889507051445e-16,5.419258447420111e-16
4.443942671263616e-06,0.11272120037349287,0.9,0.0,0.0,0.0,0.0,0.0985266234682246,0.0005182718890079652,2.4345156347123876e-06,1.53206525405244e-05,3.2475922467497845e-05,8.519600895014831e-07,3.5127927125516886e-05,3.4362332715685454e-06,6.23208875558461e-06,0.00016551686231071618,0.0008453379540184909,4.655490197325488e-06,4.541220515064156e-05,1.096122733539223e-08,8.122728957524053e-08,2.552005732032985e-08,4.440668003581064e-09,6.718187413191218e-05,0.00014995544532235748,0.001999603420394564,0.0002250454022357461,0.0005533305553467112,6.376769802356508e-10,0.00016823093362933485,1.576510433514461e-11,7.31103994540949e-08,9.540785442886027e-13,1.4195095015601293e-12,1.1914822924026411e-12,1.7658307648284283e-11,2.321866523723689e-13,8.511696952806287e-06,0.0002903699809310495,1.946069262729416e-13,0.00022352346720244296,6.797836673701861e-12,5.131968279260192e-13,0.0001851982722345825,1.5531220560367044e-11,3.873322748554921e-15,0.00010583518543867805,8.279495237807945e-16,6.050097953487649e-05,4.4022226996033333e-16,5.613853987139622e-16
4.5239389769668304e-06,0.11272971341154417,0.9,0.0,0.0,0.0,0.0,0.09850071937639915,0.0005265097431762837,2.434010864715657e-06,1.522764547172214e-05,3.246989379311134e-05,8.517550543250496e-07,3.496417650284459e-05,3.4354209729428057e-06,6.230822474364443e-06,0.00016842253446305811,0.0008614387922685974,4.654515923541799e-06,4.5425931210053044e-05,1.095895469913489e-08,8.121044802141562e-08,2.5513915582828242e-08,4.439822194521907e-09,6.649959139913118e-05,0.00015264701843782804,0.0020366760613627264,0.00022909544367535813,0.0005631292011280227,6.375668958187439e-10,0.00017128718960807387,1.601026840893018e-11,7.234335639702084e-08,9.535786224159058e-13,1.4194580310377185e-12,1.1855268038768912e-12,1.7964927917698518e-11,2.2975758931290025e-13,8.42395018955668e-06,0.00029518874322158106,1.945720849780588e-13,0.000228232065730122,6.938686505563016e-12,5.133533492334993e-13,0.00018921880484337213,1.5863023084081527e-11,3.943028250425438e-15,0.00010906308177148217,8.429895479539279e-16,6.258251341699587e-05,4.481235524391269e-16,5.811271054581324e-16
4.6039352826700445e-06,0.11273819821469679,0.9,0.0,0.0,0.0,0.0,0.09847486987191803,0.0005347272224820094,2.433505451206708e-06,1.513673601156484e-05,3.246356098979852e-05,8.515502365904552e-07,3.4803597926177346e-05,3.4346092421080704e-06,6.2295627192538655e-06,0.00017132506678887554,0.0008774901678202889,4.653544067463717e-06,4.5437430460185e-05,1.0956679164742211e-08,8.119358499200603e-08,2.5507780358285194e-08,4.438974381874992e-09,6.583423573710858e-05,0.00015533787936139224,0.0020735934108152823,0.00023314434340510526,0.0005728483721699052,6.374563395189964e-10,0.00017434268669069784,1.6254657440798276e-11,7.159528652307407e-08,9.530707068218592e-13,1.419337925708455e-12,1.179683605257796e-12,1.82688176373802e-11,2.2738868346653344e-13,8.33829905909161e-06,0.00029995919033360985,1.9453544403512356e-13,0.000232935492168489,7.0792882889437465e-12,5.134847325704486e-13,0.00019323424929824714,1.6194184845967102e-11,4.01271411080832e-15,0.00011231489924416472,8.580258496827071e-16,6.468113504669986e-05,4.560227472414853e-16,6.011490394457424e-16
4.683931588373259e-06,0.11274665537063702,0.9,0.0,0.0,0.0,0.0,0.09844907372592361,0.0005429246009180281,2.432999521204155e-06,1.5047918998995824e-05,3.245696394159324e-05,8.513456452156726e-07,3.464627476319453e-05,3.433798140913965e-06,6.228309393888172e-06,0.0001742245264975503,0.0008934930667762823,4.652574581208506e-06,4.544690013355668e-05,1.095440130419475e-08,8.117670472544465e-08,2.5501651913900256e-08,4.438124857926766e-09,6.518547638291751e-05,0.00015802802967962158,0.002110359143878603,0.00023719210459952446,0.000582489503690459,6.373453672273626e-10,0.0001773974259325372,1.6498280723116144e-11,7.086580849858325e-08,9.525559600321458e-13,1.4191553898204463e-12,1.1739553699763972e-12,1.8570025590191385e-11,2.2507872450737785e-13,8.254718277154576e-06,0.00030468251595843426,1.9449724224389096e-13,0.00023763350360005609,7.2196350384508806e-12,5.135932064805057e-13,0.00019724431694777744,1.6524682658541e-11,4.0823803841728665e-15,0.0001155904631493993,8.730584339170655e-16,6.679641917169936e-05,4.639198589638311e-16,6.214493464500814e-16
4.763927894076473e-06,0.11275508545992391,0.9,0.0,0.0,0.0,0.0,0.09842332973593367,0.0005511021284933387,2.4324931849590156e-06,1.496117880007457e-05,3.245013753555359e-05,8.51141287191654e-07,3.4492260859035844e-05,3.432987720859994e-06,6.227062403629241e-06,0.0001771209782745198,0.000909448471403257,4.651607417286022e-06,4.545452013531876e-05,1.0952121613922315e-08,8.115981090092745e-08,2.5495530459168538e-08,4.437273876118869e-09,6.455294521075433e-05,0.0001607174709368877,0.0021469769253510203,0.00024123873031658022,0.0005920540280874388,6.372340277023873e-10,0.0001804514084022724,1.674114679678331e-11,7.015450121943022e-08,9.520353967668022e-13,1.4189160796421997e-12,1.1683437802159784e-12,1.8868600379072012e-11,2.2282637685885268e-13,8.173175362190778e-06,0.0003093598890114284,1.9445768846967776e-13,0.0002423258735423923,7.359720268714008e-12,5.136808037092663e-13,0.00020124873801926444,1.6854494927497554e-11,4.152027122958624e-15,0.00011888962107349308,8.88087305645241e-16,6.892796842926254e-05,4.718148920728922e-16,6.420261926304709e-16
4.843924199779687e-06,0.11276348905412947,0.9,0.0,0.0,0.0,0.0,0.09839763672809766,0.0005592600341771123,2.4319865376665806e-06,1.4876491056125875e-05,3.244311228291718e-05,8.509371678069398e-07,3.43415845701145e-05,3.4321780242047823e-06,6.225821655746138e-06,0.00018001448429625315,0.0009253573557178275,4.650642528788231e-06,4.546045456130273e-05,1.09498405225635e-08,8.114290669525385e-08,2.5489416152586442e-08,4.4364216561457985e-09,6.39362455228765e-05,0.00016340620463719003,0.002183450392135637,0.00024528422350640237,0.000601543367856604,6.371223635367616e-10,0.00018350463517716864,1.6983263542885504e-11,6.946091324479078e-08,9.515098999551097e-13,1.4186251496951125e-12,1.1628496547461497e-12,1.9164590203049843e-11,2.20630208787145e-13,8.093632017247797e-06,0.0003139924512528168,1.9441696536272761e-13,0.00024701239035074886,7.49953794873188e-12,5.137493783581099e-13,0.00020524726005850228,1.7183601522981417e-11,4.221654377735378e-15,0.0001222122399930983,9.031124698778395e-16,7.10754109419892e-05,4.797078509119203e-16,6.628777706699863e-16
4.923920505482901e-06,0.11277186671433334,0.9,0.0,0.0,0.0,0.0,0.09837199355887494,0.0005673985285251453,2.4314796610698495e-06,1.479382423268037e-05,3.2435914863248516e-05,8.507332908552253e-07,3.419425240924672e-05,3.431369085000835e-06,6.2245870595536735e-06,0.0001829051042649644,0.0009412206818627405,4.649679869544303e-06,4.546485308330606e-05,1.094755839824204e-08,8.112599483599983e-08,2.5483309107825223e-08,4.4355683893552705e-09,6.333495963942981e-05,0.00016609423224592216,0.0022197831385764423,0.00024932858701930697,0.0006109589296421195,6.370104122487477e-10,0.0001865571073388901,1.7224638253136798e-11,6.878457074361102e-08,9.509802416560383e-13,1.4182872977161318e-12,1.1574730585461153e-12,1.9458042671078626e-11,2.184887166564999e-13,8.0160453402938e-06,0.00031858131549561316,1.9437523261849298e-13,0.0002516928557783664,7.639082453013197e-12,5.138006215396836e-13,0.0002092396465050104,1.7511983651262626e-11,4.291262197349757e-15,0.0001255582036876881,9.18133931634067e-16,7.323839810323437e-05,4.875987397064733e-16,6.840023471209077e-16
5.003916811186115e-06,0.11278021898992653,0.9,0.0,0.0,0.0,0.0,0.09834639911621407,0.0005755178060136199,2.430972624947488e-06,1.4713140984771635e-05,3.24285686010293e-05,8.505296588283585e-07,3.4050252323949835e-05,3.430560930055846e-06,6.223358526514643e-06,0.00018579289545892278,0.0009570393971708621,4.648719394245563e-06,4.546785221316333e-05,1.0945275555148411e-08,8.11090776518323e-08,2.5477209399584445e-08,4.4347142387787544e-09,6.274865540723333e-05,0.00016878155519157453,0.0022559787043706695,0.00025337182361313864,0.0006203020992962519,6.368982060696973e-10,0.00018960882596985088,1.746527771432929e-11,6.812498515922795e-08,9.504470956594447e-13,1.417906806749745e-12,1.1522134427898438e-12,1.9749004647365784e-11,2.1640035117621515e-13,7.940368878209828e-06,0.0003231275643193502,1.943326298350068e-13,0.0002563670836814207,7.778348522975784e-12,5.138360756601922e-13,0.0002132256753910806,1.7839623748093747e-11,4.360850629043952e-15,0.00012892741044287585,9.33151695925444e-16,7.541660254495658e-05,4.954875625721416e-16,7.05398200327431e-16
5.083913116889329e-06,0.11278854641768694,0.9,0.0,0.0,0.0,0.0,0.0983208523203088,0.0005836180471045297,2.430465488487647e-06,1.4634399353831336e-05,3.242109388309504e-05,8.503262730908794e-07,3.3909556630670535e-05,3.4297535798192926e-06,6.222135970310816e-06,0.00018867791279481933,0.0009728144318248487,4.6477610585441185e-06,4.546957645621355e-05,1.0942992259773308e-08,8.109215711810105e-08,2.5471117068805444e-08,4.433859343235749e-09,6.217689174277346e-05,0.0001714681748673634,0.00229204056475557,0.0002574139359599762,0.00062957423783469,6.367857727231219e-10,0.00019265979215005684,1.7705188275416422e-11,6.748165912617359e-08,9.499110456886284e-13,1.4174875790380345e-12,1.1470697364093263e-12,2.0037522124480307e-11,2.143635353754484e-13,7.866553539107433e-06,0.0003276322492164669,1.9428927901123937e-13,0.0002610348988561621,7.917331236553629e-12,5.13857147452944e-13,0.00021720513815390852,1.816650538435898e-11,4.430419718578928e-15,0.00013231977102022642,9.48165767745343e-16,7.760971627943132e-05,5.033743235196506e-16,7.270636164802047e-16
5.163909422592543e-06,0.11279684952109024,0.9,0.0,0.0,0.0,0.0,0.098295352123995,0.0005916994200662941,2.4299583015506416e-06,1.4557553811011129e-05,3.241350852431404e-05,8.501231340373122e-07,3.377212462821466e-05,3.4289470491938157e-06,6.220919306887171e-06,0.00019156020889918087,0.0009885466970301362,4.646804819128628e-06,4.547013936386988e-05,1.0940708736691505e-08,8.107523489840485e-08,2.5465032127311574e-08,4.433003823175709e-09,6.161922331498833e-05,0.00017415409263278557,0.0023279721226923877,0.0002614549266522384,0.0006387766781826059,6.366731366841437e-10,0.0001957100069543959,1.7944375887449664e-11,6.685409100225215e-08,9.49372602354483e-13,1.41703317002251e-12,1.1420404098718813e-12,2.032364012373409e-11,2.1237667733745752e-13,7.794548376923325e-06,0.0003320963901059551,1.9424528673766036e-13,0.00026569613599652643,8.056025970300679e-12,5.138651198749396e-13,0.0002211778385509764,1.8492613164221736e-11,4.499969510350355e-15,0.00013573520687006925,9.63176152061456e-16,7.981744900536311e-05,5.112590264589523e-16,7.489969631924192e-16
5.243905728295757e-06,0.11280512880981997,0.9,0.0,0.0,0.0,0.0,0.09826989751284493,0.0005997620825723255,2.4294511058201254e-06,1.4482556161232232e-05,3.240582808794468e-05,8.499202412364503e-07,3.363790491386635e-05,3.4281413482735776e-06,6.219708454473418e-06,0.00019443983418630464,0.0010042370836280874,4.6458506337802645e-06,4.546964449412734e-05,1.0938425173590512e-08,8.105831238386463e-08,2.5458954562219973e-08,4.432147779019742e-09,6.107520446461993e-05,0.00017683930981510367,0.002363776702794405,0.00026549479820823564,0.000647910722615349,6.365603186122886e-10,0.0001987594714503384,1.818284616678865e-11,6.624177981515376e-08,9.488322118376094e-13,1.4165468218132126e-12,1.137123589926376e-12,2.0607402616900295e-11,2.104381884799594e-13,7.724301261458435e-06,0.0003365209751561493,1.942007461186654e-13,0.0002703506387611972,8.194428370790372e-12,5.138611629586897e-13,0.00022514359166971452,1.8817932644017688e-11,4.56950004747167e-15,0.00013917364856459147,9.781828538033956e-16,8.203952656813925e-05,5.191416752063458e-16,7.711966162757242e-16
5.323902033998971e-06,0.11281338477945187,0.9,0.0,0.0,0.0,0.0,0.09824448750501152,0.0006078061830991895,2.4289439358474272e-06,1.4409356321593722e-05,3.239806616626419e-05,8.497175935597756e-07,3.3506837425575364e-05,3.427336483012818e-06,6.218503333586463e-06,0.00019731683694061054,0.0010198864610846182,4.644898461411733e-06,4.546818628804412e-05,1.093614172600518e-08,8.10413907278204e-08,2.5452884339789503e-08,4.431291293932385e-09,6.054439245265943e-05,0.00017952382771075395,0.002399457546769276,0.0002695335530772094,0.0006569776408060328,6.364473358548422e-10,0.00020180818669600354,1.842060444621726e-11,6.564422879037093e-08,9.482902575843495e-13,1.4160314875028027e-12,1.1323171251599659e-12,2.0888852465672846e-11,2.0854649416746943e-13,7.655759446187283e-06,0.0003409069608653244,1.9415573845084264e-13,0.00027499825893986487,8.332534336910839e-12,5.138463437150366e-13,0.0002291022230232676,1.9142450265831722e-11,4.639011371866303e-15,0.00014263503442963547,9.931858778562315e-16,8.427568956362282e-05,5.270222734887209e-16,7.936609366953737e-16
