Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19)
4.4562260675892424e-11,0.11224537334453498,0.9,0.0,0.0,0.0,0.0,0.09999998802146642,3.067837864292253e-09,3.03224320839256e-09,2.1197012570311308e-09,2.1197012570311308e-09,1.8240375421808816e-09,1.8359391428690065e-09,1.8358891148484796e-09,1.8358891148484796e-09,1.6369987207909661e-09,1.6369987207909661e-09,1.4821674652833553e-09,1.4821674652833553e-09,1.3649034790536743e-11,2.194562110915697e-11,9.645799036869408e-12,2.2558016512551305e-12,0.0
4.964349651445538e-11,0.11224537349784625,0.9,0.0,0.0,0.0,0.0,0.09999998665560775,3.417649710155299e-09,3.3757103484237786e-09,2.3614013214416056e-09,2.3614013214416056e-09,2.0307051332825152e-09,2.0452830811307007e-09,2.045227348638497e-09,2.045227348638497e-09,1.8236583715048002e-09,1.8236583715048002e-09,1.6511723996522054e-09,1.6511723996522054e-09,1.519557620678157e-11,2.6743785524738578e-11,1.1796382884832076e-11,2.7815649633532046e-12,0.0
5.472473235301833e-11,0.11224537365115758,0.9,0.0,0.0,0.0,0.0,0.09999998528974911,3.767461551240383e-09,3.7188035687674736e-09,2.6031013825507853e-09,2.6031013825507853e-09,2.2371411555815682e-09,2.254627016533043e-09,2.254565579569241e-09,2.254565579569241e-09,2.0103180196691278e-09,2.0103180196691278e-09,1.8201773317126803e-09,1.8201773317126803e-09,1.6740433685653496e-11,3.191754878725536e-11,1.4127390472441421e-11,3.3584704790337517e-12,0.0
5.980596819158128e-11,0.11224537380446885,0.9,0.0,0.0,0.0,0.0,0.09999998392389048,4.117273387547501e-09,4.061544687474353e-09,2.8448014403586694e-09,2.8448014403586694e-09,2.443354989200072e-09,2.463970949076031e-09,2.4639038076407084e-09,2.4639038076407084e-09,2.196977665283947e-09,2.196977665283947e-09,1.9891822614647786e-09,1.9891822614647786e-09,1.8283705484121118e-11,3.7444994589026606e-11,1.6630443688744666e-11,3.985516187214731e-12,0.0
6.69145910311203e-11,0.11224537401895063,0.9,0.0,0.0,0.0,0.0,0.0999999820130613,4.6066583417944715e-09,4.540485643360097e-09,3.182938574254727e-09,3.182938574254727e-09,2.7314911883880295e-09,2.756842030657989e-09,2.7567669086964373e-09,2.7567669086964373e-09,2.4581135464860203e-09,2.4581135464860203e-09,2.2256192862589722e-09,2.2256192862589722e-09,2.0440248396347213e-11,4.5732450038028594e-11,2.040581248054206e-11,4.945029789418275e-12,0.0
7.402321387065933e-11,0.11224537423343234,0.9,0.0,0.0,0.0,0.0,0.09999998010223217,5.0960432866900604e-09,5.018829693274892e-09,3.521075701689527e-09,3.521075701689527e-09,3.0192332685034376e-09,3.0497131066436545e-09,3.0496300041560275e-09,3.0496300041560275e-09,2.719249422698232e-09,2.719249422698232e-09,2.4620563065352402e-09,2.4620563065352402e-09,2.2594103158455665e-11,5.461949025671357e-11,2.4481694233201028e-11,5.998143907016069e-12,0.0
8.113183671019835e-11,0.1122453744479141,0.9,0.0,0.0,0.0,0.0,0.09999997819140308,5.585428222234262e-09,5.496624837722682e-09,3.859212822663065e-09,3.859212822663065e-09,3.306603083290687e-09,3.3425841770330254e-09,3.342493094019474e-09,3.342493094019474e-09,2.980385293920583e-09,2.980385293920583e-09,2.698493322293582e-09,2.698493322293582e-09,2.4745485939246004e-11,6.405789857233424e-11,2.883877605103349e-11,7.142317691305409e-12,0.0
8.824045954973737e-11,0.11224537466239577,0.9,0.0,0.0,0.0,0.0,0.099999976280574,6.074813148427066e-09,5.97391529134515e-09,4.197349937175339e-09,4.197349937175339e-09,3.5936212021702136e-09,3.6354552418260985e-09,3.635356178286776e-09,3.635356178286776e-09,3.2415211601530735e-09,3.2415211601530735e-09,2.934930333533995e-09,2.934930333533995e-09,2.6894595858217405e-11,7.400326122369827e-11,3.345895721482581e-11,8.375082441059143e-12,0.0
9.534908238927639e-11,0.11224537487687754,0.9,0.0,0.0,0.0,0.0,0.09999997436974498,6.564198065268466e-09,6.450741666240881e-09,4.535487045226343e-09,4.535487045226343e-09,3.880306950291503e-09,3.928326301022872e-09,3.928219256957931e-09,3.928219256957931e-09,3.5026570213957018e-09,3.5026570213957018e-09,3.1713673402564786e-09,3.1713673402564786e-09,2.9041615811188073e-11,8.441478321639762e-11,3.8325309386452783e-11,9.694041344917503e-12,0.0
9.999999999999999e-11,0.11224537509135923,0.9,0.0,0.0,0.0,0.0,0.09999997311955791,6.884385103399979e-09,6.7624790034971295e-09,4.756718054567602e-09,4.756718054567602e-09,4.067704069366418e-09,4.119941354473835e-09,4.119829089036567e-09,4.119829089036567e-09,3.6735088704899997e-09,3.6735088704899997e-09,3.3260596127028165e-09,3.3260596127028165e-09,3.044528439099733e-11,9.146081551185157e-11,4.163476898838045e-11,1.0602516119036745e-11,0.0
1.0245770522881541e-10,0.11224537509135923,0.9,0.0,0.0,0.0,0.0,0.09999997245891597,7.053582972758456e-09,6.9271413648500734e-09,4.873624146816075e-09,4.873624146816075e-09,4.166678519495799e-09,4.2211973546233435e-09,4.221082330032933e-09,4.221082330032933e-09,3.763792877648469e-09,3.763792877648469e-09,3.4078043424610295e-09,3.4078043424610295e-09,3.118671423890889e-11,9.525489366947472e-11,4.342196974728986e-11,1.109686538025453e-11,0.0
1.0956632806835443e-10,0.11224537530584096,0.9,0.0,0.0,0.0,0.0,0.09999997054808701,7.542967870897026e-09,7.403148713240522e-09,5.211761241944531e-09,5.211761241944531e-09,4.45275300042128e-09,4.5140684026275105e-09,4.513945397511784e-09,4.513945397511784e-09,4.024928728911376e-09,4.024928728911376e-09,3.644241340147647e-09,3.644241340147647e-09,3.3330045727470946e-11,1.064891119290362e-10,4.873410936608562e-11,1.2581292840143015e-11,0.0
1.1667495090789346e-10,0.11224537552032265,0.9,0.0,0.0,0.0,0.0,0.0999999686372581,8.032352759684174e-09,7.878795321284348e-09,5.5498983306117086e-09,5.5498983306117086e-09,4.738546481949725e-09,4.806939445035368e-09,4.806808459394477e-09,4.806808459394477e-09,4.2860645751844205e-09,4.2860645751844205e-09,3.8806783333163305e-09,3.8806783333163305e-09,3.547175263144324e-11,1.1808568576838737e-10,5.424783688348135e-11,1.414512620216294e-11,0.0
1.237835737474325e-10,0.11224537573480432,0.9,0.0,0.0,0.0,0.0,0.0999999667264292,8.521737639119887e-09,8.354110207038146e-09,5.888035412817604e-09,5.888035412817604e-09,5.0240740868094335e-09,5.099810481846918e-09,5.099671515681013e-09,5.099671515681013e-09,4.547200416467606e-09,4.547200416467606e-09,4.117115321967076e-09,4.117115321967076e-09,3.761196563375652e-11,1.3001546644798715e-10,5.99501641582204e-11,1.5786230879261364e-11,0.0
1.3089219658697153e-10,0.11224537594928603,0.9,0.0,0.0,0.0,0.0,0.09999996481560036,9.011122509204163e-09,8.829120170110819e-09,6.226172488562213e-09,6.226172488562213e-09,5.309350080517395e-09,5.392681513062155e-09,5.3925345663713895e-09,5.3925345663713895e-09,4.808336252760931e-09,4.808336252760931e-09,4.353552306099883e-09,4.353552306099883e-09,3.975080542452551e-11,1.422515336688193e-10,6.582890118250437e-11,1.7502531362254794e-11,0.0
1.3800081942651056e-10,0.11224537616376773,0.9,0.0,0.0,0.0,0.0,0.09999996290477156,9.500507369936993e-09,9.303849718866853e-09,6.564309557845531e-09,6.564309557845531e-09,5.59438785035934e-09,5.685552538681075e-09,5.685397611465601e-09,5.685397611465601e-09,5.069472084064394e-09,5.069472084064394e-09,4.58998928571475e-09,4.58998928571475e-09,4.1888382374734544e-11,1.5476926869540585e-10,7.18726763315947e-11,1.9292011990140592e-11,0.0
1.451094422660496e-10,0.11224537637824945,0.9,0.0,0.0,0.0,0.0,0.09999996099394277,9.989892221318366e-09,9.77832144613779e-09,6.902446620667556e-09,6.902446620667556e-09,5.879200016331719e-09,5.9784235587036804e-09,5.978260650963647e-09,5.978260650963647e-09,5.330607910377998e-09,5.330607910377998e-09,4.8264262608116765e-09,4.8264262608116765e-09,4.402479823543952e-11,1.675459769451405e-10,7.807082931540502e-11,2.1152713056555015e-11,0.0
1.5221806510558863e-10,0.11224537659273108,0.9,0.0,0.0,0.0,0.0,0.09999995908311404,1.047927706334828e-08,1.0252556139640007e-08,7.2405836770282876e-09,7.2405836770282876e-09,6.163798464760342e-09,6.271294573129963e-09,6.271123684865522e-09,6.271123684865522e-09,5.59174373170174e-09,5.59174373170174e-09,5.062863231390656e-09,5.062863231390656e-09,4.616014662512507e-11,1.805607770831498e-10,8.441337870583412e-11,2.3082729663788173e-11,0.0
1.5932668794512766e-10,0.11224537680721278,0.9,0.0,0.0,0.0,0.0,0.09999995717228533,1.0968661896026728e-08,1.0726572957692275e-08,7.578720726927717e-09,7.578720726927717e-09,6.448194401784253e-09,6.5641655819599245e-09,6.5639867131712275e-09,6.5639867131712275e-09,5.8528795480356214e-09,5.8528795480356214e-09,5.299300197451693e-09,5.299300197451693e-09,4.829451380916025e-11,1.9379442452529206e-10,9.089097045045716e-11,2.5080209725215277e-11,0.0
1.664353107846667e-10,0.11224537702169445,0.9,0.0,0.0,0.0,0.0,0.09999995526145666,1.1458046719353696e-08,1.1200389418515281e-08,7.916857770365844e-09,7.916857770365844e-09,6.73239835243987e-09,6.85703658519356e-09,6.856849735880758e-09,6.856849735880758e-09,6.114015359379645e-09,6.114015359379645e-09,5.535737158994783e-09,5.535737158994783e-09,5.042797868155655e-11,2.0722932215686077e-10,9.74948787987689e-11,2.7143353954923442e-11,0.0
1.7354393362420573e-10,0.11224537723617611,0.9,0.0,0.0,0.0,0.0,0.09999995335062804,1.1947431533329184e-08,1.1674021686063172e-08,8.25499480734266e-09,8.25499480734266e-09,7.0164202496268776e-09,7.14990758283087e-09,7.149712752994114e-09,7.149712752994114e-09,6.375151165733807e-09,6.375151165733807e-09,5.772174116019925e-09,5.772174116019925e-09,5.256061407154255e-11,2.2084923319447456e-10,1.0421692083920663e-10,2.927041236478591e-11,0.0
1.8065255646374477e-10,0.11224537745065784,0.9,0.0,0.0,0.0,0.0,0.09999995143979944,1.2436816337953184e-08,1.2147484501337832e-08,8.593131837858168e-09,8.593131837858168e-09,7.300269415125259e-09,7.44277857487185e-09,7.4425757645112895e-09,7.4425757645112895e-09,6.636286967098111e-09,6.636286967098111e-09,6.008611068527114e-09,6.008611068527114e-09,5.469248634953222e-11,2.3463935026582377e-10,1.1104947473389987e-10,3.1459685012690643e-11,0.0
1.877611793032838e-10,0.11224537766513942,0.9,0.0,0.0,0.0,0.0,0.09999994952897089,1.2926201133225689e-08,1.2620791597238696e-08,8.931268861912363e-09,8.931268861912363e-09,7.583954691000593e-09,7.735649561316495e-09,7.735438770432284e-09,7.735438770432284e-09,6.8974227634725524e-09,6.8974227634725524e-09,6.245048016516353e-09,6.245048016516353e-09,5.682365727549044e-11,2.485858787115052e-10,1.1798535366466878e-10,3.37095166512328e-11,0.0
1.9486980214282284e-10,0.11224537787962108,0.9,0.0,0.0,0.0,0.0,0.09999994761814238,1.3415585919146688e-08,1.3093955533910392e-08,9.26940587950524e-09,9.26940587950524e-09,7.867484390902197e-09,8.028520542164805e-09,8.028301770757093e-09,8.028301770757093e-09,7.1585585548571356e-09,7.1585585548571356e-09,6.481484959987638e-09,6.481484959987638e-09,5.895418353755509e-11,2.626762016987451e-10,1.250178526080309e-10,3.601829865457627e-11,0.0
2.0197842498236187e-10,0.11224537809410272,0.9,0.0,0.0,0.0,0.0,0.09999994570731388,1.3904970695716176e-08,1.3566987807815524e-08,9.607542890636794e-09,9.607542890636794e-09,8.15086633713437e-09,8.321391517416777e-09,8.321164765485715e-09,8.321164765485715e-09,7.419694341251857e-09,7.419694341251857e-09,6.717921898940968e-09,6.717921898940968e-09,6.108411701598337e-11,2.768987708846743e-10,1.3214071289913524e-10,3.838446738327587e-11,0.0
2.090870478219009e-10,0.11224537830858443,0.9,0.0,0.0,0.0,0.0,0.09999994379648544,1.4394355462934148e-08,1.4039898944389959e-08,9.945679895307025e-09,9.945679895307025e-09,8.4341078926475e-09,8.61426248707241e-09,8.614027754618151e-09,8.614027754618151e-09,7.68083012265672e-09,7.68083012265672e-09,6.9543588333763415e-09,6.9543588333763415e-09,6.321350472526608e-11,2.912430138189277e-10,1.393480916610927e-10,4.0806502763821165e-11,0.0
2.1951078440402e-10,0.1122453786230898,0.9,0.0,0.0,0.0,0.0,0.09999994099454021,1.511196531447964e-08,1.4733153836844411e-08,1.0441507436288505e-08,1.0441507436288505e-08,8.849200053177587e-09,9.04371413153482e-09,9.043467696832238e-09,9.043467696832238e-09,8.063746841525086e-09,8.063746841525086e-09,7.301058372850393e-09,7.301058372850393e-09,6.633503914675515e-11,3.124764384884811e-10,1.5005808101994717e-10,4.445599733728588e-11,0.0
2.2993452098613908e-10,0.11224537893759517,0.9,0.0,0.0,0.0,0.0,0.09999993819259506,1.58295751459176e-08,1.5426196886506603e-08,1.093733496337692e-08,1.093733496337692e-08,9.264025742713606e-09,9.473165763964045e-09,9.472907627013462e-09,9.472907627013462e-09,8.446663549664326e-09,8.446663549664326e-09,7.647757902609987e-09,7.647757902609987e-09,6.945561982672133e-11,3.3392263958427706e-10,1.6092208761353094e-10,4.821793363690773e-11,0.0
2.3931588391004626e-10,0.11224537922065,0.9,0.0,0.0,0.0,0.0,0.09999993567084448,1.6475423977019794e-08,1.6049774922638796e-08,1.1383579725877915e-08,1.1383579725877915e-08,9.637156631420286e-09,9.85967222286197e-09,9.859403553888463e-09,9.859403553888463e-09,8.791288577816242e-09,8.791288577816242e-09,7.959787471087763e-09,7.959787471087763e-09,7.226341828185806e-11,3.533856360991504e-10,1.7081936011417753e-10,5.1696231327509234e-11,0.0
2.486972468339534e-10,0.11224537950370485,0.9,0.0,0.0,0.0,0.0,0.09999993314909397,1.7121272791834863e-08,1.6673217275437737e-08,1.1829824477125516e-08,1.1829824477125516e-08,1.0010099618109785e-08,1.0246178672013008e-08,1.0245899471016838e-08,1.0245899471016838e-08,9.135913597277574e-09,9.135913597277574e-09,8.27181703169682e-09,8.27181703169682e-09,7.507060569627376e-11,3.729849107008585e-10,1.8081999413870145e-10,5.525905976452567e-11,0.0
2.5807860975786057e-10,0.11224537978675968,0.9,0.0,0.0,0.0,0.0,0.09999993062734351,1.776712159036277e-08,1.7296538163426683e-08,1.2276069217119701e-08,1.2276069217119701e-08,1.038286643712597e-08,1.0632685111417148e-08,1.0632395378398576e-08,1.0632395378398576e-08,9.480538608048313e-09,9.480538608048313e-09,8.58384658443716e-09,8.58384658443716e-09,7.787724676624502e-11,3.927061801698476e-10,1.9091518384927385e-10,5.890349044190684e-11,0.0
2.674599726817677e-10,0.11224538006981448,0.9,0.0,0.0,0.0,0.0,0.09999992810559313,1.8412970372603508e-08,1.791975030218663e-08,1.2722313945860475e-08,1.2722313945860475e-08,1.0755467973872613e-08,1.101919154107439e-08,1.1018891276033674e-08,1.1018891276033674e-08,9.825163610128462e-09,9.825163610128462e-09,8.895876129308775e-09,8.895876129308775e-09,8.068339754737477e-11,4.1253667286951313e-10,2.0109686798835227e-10,6.262669921342508e-11,0.0
2.862226985295821e-10,0.11224538063592408,0.9,0.0,0.0,0.0,0.0,0.09999992306209254,1.9704667888223408e-08,1.916589268100333e-08,1.3614803369581745e-08,1.3614803369581745e-08,1.1500214918328426e-08,1.1792204371148142e-08,1.1791883042063926e-08,1.1791883042063926e-08,1.0514413588216998e-08,1.0514413588216998e-08,9.519935195445814e-09,9.519935195445814e-09,8.629442961657551e-11,4.5248077760351134e-10,2.2169080147211316e-10,7.029865134760623e-11,0.0
3.03109151792615e-10,0.11224538114542261,0.9,0.0,0.0,0.0,0.0,0.09999991852294224,2.086719559657903e-08,2.028715134151216e-08,1.441804381244413e-08,1.441804381244413e-08,1.2170016105803093e-08,1.248791588488006e-08,1.2487575598157584e-08,1.2487575598157584e-08,1.1134738538774872e-08,1.1134738538774872e-08,1.0081588328058077e-08,1.0081588328058077e-08,9.134314511006586e-11,4.887011099568142e-10,2.404532873276274e-10,7.744649174934425e-11,0.0
3.199956050556479e-10,0.11224538165492122,0.9,0.0,0.0,0.0,0.0,0.09999991398379214,2.2029723252163962e-08,2.140820255008193e-08,1.5221284218845317e-08,1.5221284218845317e-08,1.2839419026495415e-08,1.3183627367031934e-08,1.3183268122672029e-08,1.3183268122672029e-08,1.1755063461175241e-08,1.1755063461175241e-08,1.0643241435175615e-08,1.0643241435175615e-08,9.639092512196774e-11,5.251297769600753e-10,2.5939833139457374e-10,8.481000914194502e-11,0.0
3.368820583186808e-10,0.11224538216441986,0.9,0.0,0.0,0.0,0.0,0.09999990944464225,2.319225085497811e-08,2.252908384853504e-08,1.602452458878527e-08,1.602452458878527e-08,1.3508464209727414e-08,1.3879338817603724e-08,1.3878960615607233e-08,1.3878960615607233e-08,1.2375388355418108e-08,1.2375388355418108e-08,1.1204894516798402e-08,1.1204894516798402e-08,1.0143794179335705e-10,5.617290646497309e-10,2.784985913025634e-10,9.237601657374594e-11,0.0
3.537685115817137e-10,0.1122453826739184,0.9,0.0,0.0,0.0,0.0,0.09999990490549257,2.4354778405021388e-08,2.364982593799518e-08,1.682776492226394e-08,1.682776492226394e-08,1.4177187332264142e-08,1.4575050236595396e-08,1.4574653076963159e-08,1.4574653076963159e-08,1.2995713221503472e-08,1.2995713221503472e-08,1.1766547572926422e-08,1.1766547572926422e-08,1.064843319696275e-10,5.984681350565907e-10,2.977307561119657e-10,1.001321482192903e-10,0.0
3.706549648447466e-10,0.11224538318341691,0.9,0.0,0.0,0.0,0.0,0.0999999003663431,2.551730590229369e-08,2.477045396307717e-08,1.7631005219281285e-08,1.7631005219281285e-08,1.4845619873241988e-08,1.527076162400692e-08,1.5270345506739768e-08,1.5270345506739768e-08,1.3616038059431339e-08,1.3616038059431339e-08,1.2328200603559648e-08,1.2328200603559648e-08,1.1153020581427583e-10,6.353217334022509e-10,3.1707494502650336e-10,1.0806680573842895e-10,0.0
3.8754141810777953e-10,0.11224538369291538,0.9,0.0,0.0,0.0,0.0,0.0999998958271938,2.667983334679492e-08,2.589098853372469e-08,1.8434245479837246e-08,1.8434245479837246e-08,1.5513789671353485e-08,1.5966472979838264e-08,1.596603790493703e-08,1.596603790493703e-08,1.4236362869201704e-08,1.4236362869201704e-08,1.288985360869806e-08,1.288985360869806e-08,1.1657566056141883e-10,6.722691525088148e-10,3.365141998644906e-10,1.1616910862028823e-10,0.0
4.0442787137081244e-10,0.11224538420241387,0.9,0.0,0.0,0.0,0.0,0.09999989128804473,2.784236073852498e-08,2.701144655225616e-08,1.9237485703931784e-08,1.9237485703931784e-08,1.6181721396351537e-08,1.6662184304089394e-08,1.666173027155491e-08,1.666173027155491e-08,1.4856687650814575e-08,1.4856687650814575e-08,1.3451506588341632e-08,1.3451506588341632e-08,1.2162077183363423e-10,7.092934144351993e-10,3.560340594519297e-10,1.244288482859257e-10,0.0
4.2131432463384535e-10,0.1122453847119123,0.9,0.0,0.0,0.0,0.0,0.09999988674889587,2.900488807748379e-08,2.813184186567923e-08,2.0040725891564853e-08,2.0040725891564853e-08,1.684943695108764e-08,1.7357895596760267e-08,1.7357422606593368e-08,1.7357422606593368e-08,1.5477012404269947e-08,1.5477012404269947e-08,1.4013159542490343e-08,1.4013159542490343e-08,1.2666559724544416e-10,7.463806145591259e-10,3.7562220018934957e-10,1.3283644548327638e-10,0.0
4.3820077789687826e-10,0.11224538522141074,0.9,0.0,0.0,0.0,0.0,0.09999988220974722,3.0167415363671245e-08,2.9252185797876838e-08,2.0843966042736396e-08,2.0843966042736396e-08,1.75169558215765e-08,1.8053606857850866e-08,1.8053114910052377e-08,1.8053114910052377e-08,1.6097337129567824e-08,1.6097337129567824e-08,1.457481247114417e-08,1.457481247114417e-08,1.3171019313519518e-10,7.835193726592111e-10,3.9526812580990577e-10,1.4138291046445503e-10,0.0
4.5508723115991116e-10,0.11224538573090917,0.9,0.0,0.0,0.0,0.0,0.09999987767059877,3.132994259708724e-08,3.037248762432597e-08,2.1647206157446383e-08,2.1647206157446383e-08,1.8184295382795197e-08,1.8749318087361145e-08,1.87488071819319e-08,1.87488071819319e-08,1.6717661826708212e-08,1.6717661826708212e-08,1.5136465374303092e-08,1.5136465374303092e-08,1.3675460183272446e-10,8.207003709285473e-10,4.1496289884557477e-10,1.5005980572037364e-10,0.0
4.719736844229441e-10,0.11224538624040759,0.9,0.0,0.0,0.0,0.0,0.09999987313145053,3.249246977773169e-08,3.149275495345338e-08,2.2450446235694755e-08,2.2450446235694755e-08,1.8851471163599827e-08,1.9445029285291075e-08,1.9444499422231894e-08,1.9444499422231894e-08,1.7337986495691104e-08,1.7337986495691104e-08,1.5698118251967083e-08,1.5698118251967083e-08,1.4179885050975376e-10,8.579159737685595e-10,4.346989105111233e-10,1.588592111801253e-10,0.0
4.88860137685977e-10,0.1122453867499059,0.9,0.0,0.0,0.0,0.0,0.0999998685923025,3.365499690560449e-08,3.261299400981002e-08,2.325368627748147e-08,2.325368627748147e-08,1.9518497074232835e-08,2.014074045164063e-08,2.0140191630952336e-08,2.0140191630952336e-08,1.795831113651651e-08,1.795831113651651e-08,1.6259771104136128e-08,1.6259771104136128e-08,1.4684297346449773e-10,8.951599223299792e-10,4.5446968563852576e-10,1.6777369176926577e-10,0.0
5.0574659094901e-10,0.11224538725940425,0.9,0.0,0.0,0.0,0.0,0.09999986405315466,3.481752398070556e-08,3.3733209895910823e-08,2.405692628280647e-08,2.405692628280647e-08,2.0185385602040485e-08,2.0836451586409764e-08,2.083588380809318e-08,2.083588380809318e-08,1.8578635749184422e-08,1.8578635749184422e-08,1.6821423930810195e-08,1.6821423930810195e-08,1.5188699619189807e-10,9.324270886028451e-10,4.74269717226286e-10,1.767962671429836e-10,0.0
5.22633044212043e-10,0.11224538776890257,0.9,0.0,0.0,0.0,0.0,0.09999985951400703,3.5980051003034795e-08,3.4853406802184e-08,2.4860166251669727e-08,2.4860166251669727e-08,2.0852147981192677e-08,2.153216268959845e-08,2.15315759536544e-08,2.15315759536544e-08,1.9198960333694846e-08,1.9198960333694846e-08,1.7383076731989265e-08,1.7383076731989265e-08,1.5693092744261e-10,9.697132734081897e-10,4.940943250131911e-10,1.8592038339257166e-10,0.0
5.395194974750759e-10,0.11224538827840085,0.9,0.0,0.0,0.0,0.0,0.09999985497485961,3.7142577972592107e-08,3.5973588144866135e-08,2.5663406184071175e-08,2.5663406184071175e-08,2.151879434068078e-08,2.2227873761206654e-08,2.2227268067635955e-08,2.2227268067635955e-08,1.9819284890047787e-08,1.9819284890047787e-08,1.7944729507673322e-08,1.7944729507673322e-08,1.619747894597631e-10,1.0070150382662103e-09,5.139395339633718e-10,1.9513988656249485e-10,0.0
5.564059507381089e-10,0.11224538878789908,0.9,0.0,0.0,0.0,0.0,0.0999998504357124,3.830510488937738e-08,3.709375672246425e-08,2.6466646080010786e-08,2.6466646080010786e-08,2.2185333833276765e-08,2.2923584801234336e-08,2.2922960150037808e-08,2.2922960150037808e-08,2.0439609418243238e-08,2.0439609418243238e-08,1.8506382257862333e-08,1.8506382257862333e-08,1.670186004816439e-10,1.0443295664314984e-09,5.338019700965516e-10,2.044489978610156e-10,0.0
5.732924040011418e-10,0.1122453892973973,0.9,0.0,0.0,0.0,0.0,0.0999998458965654,3.946763175339054e-08,3.8213914846643874e-08,2.72698859394885e-08,2.72698859394885e-08,2.285177474756078e-08,2.3619295809681474e-08,2.3618652200859933e-08,2.3618652200859933e-08,2.105993391828121e-08,2.105993391828121e-08,1.906803498255628e-08,1.906803498255628e-08,1.7206235701102216e-10,1.0816545497356522e-09,5.536787716566906e-10,2.138422904639963e-10,0.0
5.901788572641748e-10,0.11224538980689557,0.9,0.0,0.0,0.0,0.0,0.0999998413574186,4.063015856463149e-08,3.933406439342557e-08,2.8073125762504276e-08,2.8073125762504276e-08,2.351812460521449e-08,2.431500678654803e-08,2.4314344220102285e-08,2.4314344220102285e-08,2.1680258390161695e-08,2.1680258390161695e-08,1.962968768175514e-08,1.962968768175514e-08,1.7710607425759107e-10,1.1189880969483443e-09,5.735675135261042e-10,2.2331466780742624e-10,0.0
6.070653105272077e-10,0.11224539031639374,0.9,0.0,0.0,0.0,0.0,0.09999983681827201,4.179268532310012e-08,4.045420689465909e-08,2.8876365549058066e-08,2.8876365549058066e-08,2.418439024580414e-08,2.5010717731833966e-08,2.501003620776484e-08,2.501003620776484e-08,2.2300582833884698e-08,2.2300582833884698e-08,2.0191340355458893e-08,2.0191340355458893e-08,1.8214976947665094e-10,1.1563286589644072e-09,5.934661427685545e-10,2.328613432612627e-10,0.0
6.239517637902407e-10,0.11224539082589195,0.9,0.0,0.0,0.0,0.0,0.09999983227912561,4.295521202879635e-08,4.157434363167151e-08,2.9679605299149817e-08,2.9679605299149817e-08,2.485057790095492e-08,2.5706428645539257e-08,2.570572816384755e-08,2.570572816384755e-08,2.2920907249450218e-08,2.2920907249450218e-08,2.0752993003667512e-08,2.0752993003667512e-08,1.8719343001752933e-10,1.1936749671073369e-09,6.133729234992241e-10,2.424778210851088e-10,0.0
6.577246703163065e-10,0.11224539184488826,0.9,0.0,0.0,0.0,0.0,0.09999982320083345,4.52802652818712e-08,4.3814603712401753e-08,3.128608468994704e-08,3.128608468994704e-08,2.618274150420201e-08,2.709785037820775e-08,2.709711198127333e-08,2.709711198127333e-08,2.4161555996108832e-08,2.4161555996108832e-08,2.1876298223599274e-08,2.1876298223599274e-08,1.9728069455988678e-10,1.2683808749095846e-09,6.532053218690393e-10,2.61903552136697e-10,0.0
6.859940936252615e-10,0.1122453926978333,0.9,0.0,0.0,0.0,0.0,0.0999998156019002,4.7226437995644156e-08,4.56897908005515e-08,3.263077920456891e-08,3.263077920456891e-08,2.7297628164541233e-08,2.826253209287192e-08,2.826176195919722e-08,2.826176195919722e-08,2.5200034033093572e-08,2.5200034033093572e-08,2.2816554523271268e-08,2.2816554523271268e-08,2.0572414249977455e-10,1.3309230525929206e-09,6.86560798921572e-10,2.7834312940910986e-10,0.0
7.142635169342164e-10,0.11224539355077837,0.9,0.0,0.0,0.0,0.0,0.09999980800296751,4.9172610561517326e-08,4.7564971428509035e-08,3.3975473617002655e-08,3.3975473617002655e-08,2.841235996904197e-08,2.942721371902856e-08,2.942641184861584e-08,2.942641184861584e-08,2.6238511991164928e-08,2.6238511991164928e-08,2.3756810751490997e-08,2.3756810751490997e-08,2.141675304157473e-10,1.3934716025925795e-09,7.199248050232165e-10,2.949289449633713e-10,0.0
7.425329402431713e-10,0.11224539440372326,0.9,0.0,0.0,0.0,0.0,0.09999980040403542,5.111878297949024e-08,4.944014734825803e-08,3.532016792724803e-08,3.532016792724803e-08,2.952695432136237e-08,3.0591895256677516e-08,3.059106164952902e-08,3.059106164952902e-08,2.727698987032289e-08,2.727698987032289e-08,2.4697066908258336e-08,2.4697066908258336e-08,2.2261093299083932e-10,1.456024698241398e-09,7.532944320257101e-10,3.116465032894267e-10,0.0
7.708023635521263e-10,0.1122453952566682,0.9,0.0,0.0,0.0,0.0,0.09999979280510388,5.306495524956245e-08,5.131531984762993e-08,3.666486213530481e-08,3.666486213530481e-08,3.0641426408956705e-08,3.175657670581863e-08,3.1755711361936596e-08,3.1755711361936596e-08,2.831546767056747e-08,2.831546767056747e-08,2.563732299357318e-08,2.563732299357318e-08,2.3105435385925358e-10,1.5185810480733078e-09,7.866675465632232e-10,3.284827502986882e-10,0.0
