Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528)
2.8221992661455507e-06,0.11253507639411808,0.9,0.0,0.0,0.0,0.0,0.09907477981249722,0.0003482208249745087,2.4431044396514688e-06,1.652744689301432e-05,3.236939811672391e-05,8.560339768003588e-07,3.584891261993547e-05,3.4521266349625553e-06,6.259781525000447e-06,0.0001054869528099769,0.0004977779355095799,4.676194703423985e-06,4.407114496832347e-05,1.0999895845574632e-08,8.15138520000342e-08,2.5642088546176344e-08,4.4537515620751924e-09,7.608970722162672e-05,9.523715014593287e-05,0.001179896832609329,0.0001427003636005726,0.00032076509337016266,6.391547190781061e-10,0.00010610623324888295,1.0668936897466529e-11,8.340385166785775e-08,9.578212514235958e-13,1.3875455764736277e-12,1.2247241095576447e-12,1.0310476508378984e-11,2.6476141375370625e-13,9.660968833657267e-06,0.00017113746080098778,1.9394665682924596e-13,0.00011482486483824041,3.5173108659835776e-12,4.980195070447948e-13,0.00010244131901673935,8.653086135799404e-12,2.456074961519517e-15,4.345029229932688e-05,5.222265821244127e-16,2.079197520995845e-05,2.7959240897158263e-16,2.224749758248006e-16,7.334430890657591e-17,4.8052154087175374e-15,4.638826699420619e-15,1.2253655888716392e-05,2.7605976977863265e-16,1.957827127980843e-15,2.661699655951725e-16,1.889385959630652e-15,2.5070968890321117e-12,1.8015062956460756e-16,7.886762433605672e-07,1.5840950748941342e-15,1.1870926215564389e-05,1.7187655943098343e-12,9.09904161574582e-17
2.894685533302126e-06,0.11254305407059186,0.9,0.0,0.0,0.0,0.0,0.09905060348791166,0.00035634916064665386,2.4426897555758923e-06,1.642817745823228e-05,3.239621717740829e-05,8.558495943490091e-07,3.573270039676919e-05,3.451406284978193e-06,6.2585249209071774e-06,0.00010817570903604952,0.0005128620022711696,4.675284302763481e-06,4.4210020748438956e-05,1.0998028831959421e-08,8.150001639260259e-08,2.5636565482282008e-08,4.453085750744803e-09,7.522258217637364e-05,9.768987250094449e-05,0.001215016937689887,0.0001463931698600639,0.0003304820501550275,6.390747943989527e-10,0.00010888958426783068,1.0914538330979764e-11,8.242745826923953e-08,9.58312978872796e-13,1.3914796720138823e-12,1.2203694917700548e-12,1.0619467402455016e-11,2.616683412561978e-13,9.557334534927255e-06,0.00017608298517157576,1.9410793145179177e-13,0.0001183377618418665,3.6237763454678145e-12,4.995895575498842e-13,0.00010598719503205081,8.949782636789471e-12,2.5196319424921945e-15,4.561513329904976e-05,5.359234454354603e-16,2.2018124556125032e-05,2.867924856590936e-16,2.345504461967909e-16,7.787318256740088e-17,5.044275775704479e-15,4.9026836631398174e-15,1.2968424238875209e-05,2.8989370015280353e-16,2.054980510106903e-15,2.814067300183817e-16,1.9966126769907018e-15,2.631825595673806e-12,1.9202072990459817e-16,8.644766012999393e-07,1.6746868132884035e-15,1.2292868780648019e-05,1.7632438936636365e-12,9.622717043373328e-17
2.9671718004587013e-06,0.11255100235939276,0.9,0.0,0.0,0.0,0.0,0.09902648919087764,0.00036444811559807833,2.4422687068717956e-06,1.6326301247430615e-05,3.241910436440416e-05,8.556647602711349e-07,3.5607524682698594e-05,3.4506829883663896e-06,6.25727500615869e-06,0.00011086089863470478,0.0005279021514185753,4.674376361681902e-06,4.4336945652457765e-05,1.0996133159077219e-08,8.148596840629092e-08,2.5631028886718607e-08,4.4524050696649154e-09,7.435461800358402e-05,0.00010014198979237327,0.0012499899917010066,0.00015008498932093738,0.0003401259616318221,6.389920800275637e-10,0.00011167231026141328,1.1159093714556526e-11,8.14508024923601e-08,9.586888279725329e-13,1.3950362872254863e-12,1.2157124762497817e-12,1.0925925333514877e-11,2.5857445894882743e-13,9.452500785262326e-06,0.00018097260446276587,1.9424566484723402e-13,0.00012184276212436822,3.72993579350106e-12,5.010245846917559e-13,0.00010953565716842317,9.246517437051389e-12,2.5831719392276414e-15,4.78070494925267e-05,5.496172325697132e-16,2.3266962266998312e-05,2.9399078605191143e-16,2.468985104620229e-16,8.252519253107455e-17,5.288646939521918e-15,5.172631639942673e-15,1.369709270804841e-05,3.040375587478206e-16,2.15428758671997e-15,2.9699892454022454e-16,2.1063073043066147e-15,2.759325190964174e-12,2.0425489503442537e-16,9.448439103701406e-07,1.7676478870232797e-15,1.271263982672672e-05,1.8077103074423737e-12,1.0160207802478893e-16
3.0396580676152766e-06,0.11255892098439696,0.9,0.0,0.0,0.0,0.0,0.09900243681311055,0.0003725188575918071,2.4418418736851813e-06,1.622250114712176e-05,3.24385071326103e-05,8.554795465008725e-07,3.54748414046949e-05,3.4499571023519054e-06,6.256031777385002e-06,0.00011354256355840175,0.0005428970767205488,4.673470919667802e-06,4.445287507037643e-05,1.0994211439217629e-08,8.147172739878026e-08,2.5625480914465942e-08,4.4517108378314845e-09,7.348908450546336e-05,0.00010259350399923204,0.0012848122369397057,0.0001537758275936615,0.00034969502015030674,6.389068086296672e-10,0.00011445441069482877,1.1402640345058998e-11,8.047746562691962e-08,9.589621390152307e-13,1.398245840396852e-12,1.210803033273017e-12,1.122979534076367e-11,2.554911207127364e-13,9.346996026972298e-06,0.00018580635509219147,1.9436253768189362e-13,0.00012533948576667398,3.8357781148784885e-12,5.023353842131199e-13,0.00011308549983962351,9.543189439151684e-12,2.646695049942709e-15,5.00248872191478e-05,5.633079432223478e-16,2.45374420403883e-05,3.0118731653628453e-16,2.595162401337793e-16,8.729879247251842e-17,5.538311767365357e-15,5.448556735191004e-15,1.4439189444803263e-05,3.1849034318460974e-16,2.2557414759638914e-15,3.1293995849488127e-16,2.218423676108342e-15,2.889586735922734e-12,2.168489854301233e-16,1.0298749134121497e-06,1.862962837745453e-15,1.3130281177094642e-05,1.852164903221795e-12,1.0711424774820092e-16
3.112144334771852e-06,0.11256680978251501,0.9,0.0,0.0,0.0,0.0,0.09897844605151725,0.000380562450372643,2.4414098055018818e-06,1.6117383689451984e-05,3.245482221478503e-05,8.552940199684616e-07,3.5335972781357996e-05,3.4492289636229322e-06,6.254795216051611e-06,0.00011622075298227306,0.0005578457944248333,4.672568003575067e-06,4.455868815713588e-05,1.0992266146614333e-08,8.145731170485991e-08,2.561992357061737e-08,4.451004302676719e-09,7.262879496292446e-05,0.00010504441705862371,0.0013194809071823636,0.00015746569002053287,0.0003591878035135482,6.388192013060688e-10,0.00011723588519237576,1.1645212252224037e-11,7.95105242631833e-08,9.591447331046306e-13,1.4011363086565698e-12,1.2056865034722828e-12,1.1531034863250421e-11,2.5242808004886844e-13,9.24128317329261e-06,0.00019058447122102774,1.9446092673162998e-13,0.00012882759802231733,3.9412935980547145e-12,5.035318903910937e-13,0.00011663559732285566,9.839704382813259e-12,2.7102013680070028e-15,5.226759579316295e-05,5.769955775444656e-16,2.5828574679775668e-05,3.083820832943337e-16,2.7240083592973144e-16,9.219247206830333e-17,5.793253239885932e-15,5.730348588260751e-15,1.51942733809941e-05,3.33251058563738e-16,2.3593353384166436e-15,3.292234415685865e-16,2.332917067803554e-15,3.0226013507668167e-12,2.297988301055394e-16,1.1196624699887705e-06,1.960616364888264e-15,1.3545864616135386e-05,1.8966077453476457e-12,1.1276279692489925e-16
3.1846306019284272e-06,0.11257466870479775,0.9,0.0,0.0,0.0,0.0,0.09895451643649002,0.0003885798601692174,2.4409730195368652e-06,1.6011484564148012e-05,3.246840138292083e-05,8.551082425748385e-07,3.51921144314345e-05,3.4484988874930274e-06,6.2535652906910025e-06,0.00011889552181879054,0.0005727476030705612,4.671667629251439e-06,4.465519392521464e-05,1.0990299610192313e-08,8.144273858265931e-08,2.5614358709616117e-08,4.450286636814769e-09,7.177614851854628e-05,0.00010749473086348872,0.0013539941176425887,0.0001611545816844158,0.0003686032347277923,6.387294668399951e-10,0.00012001673352589013,1.188684040388915e-11,7.855259755075065e-08,9.592470853737237e-13,1.4037334241584991e-12,1.2004038483965278e-12,1.1829612427942257e-11,2.4939363996547057e-13,9.135765002150934e-06,0.00019530735652279328,1.9454293940059407e-13,0.00013230680386162047,4.04647374587205e-12,5.046232448850578e-13,0.0001201848977095427,1.013597432254087e-11,2.773690982114807e-15,5.453422099017593e-05,5.906801361167132e-16,2.7139427495517995e-05,3.1557509230501467e-16,2.8554961981392063e-16,9.720475868262555e-17,6.053454367572851e-15,6.017900452420952e-15,1.5961933336695635e-05,3.4831871259599658e-16,2.465062343548371e-15,3.4584318899959493e-16,2.449744227167333e-15,3.158360171283526e-12,2.431002419055698e-16,1.2142956834182584e-06,2.060593326862318e-15,1.3959487621623909e-05,1.941038895040916e-12,1.1854685153613632e-16
3.2571168690850025e-06,0.11258249779040562,0.9,0.0,0.0,0.0,0.0,0.09893064735744864,0.00039657196227703385,2.4405319998726645e-06,1.5905274040706734e-05,3.247955655141719e-05,8.549222712480099e-07,3.504434266613511e-05,3.4477671674584725e-06,6.2523419588596285e-06,0.00012156692941390385,0.0005876020472024105,4.670769802984655e-06,4.4743136845057274e-05,1.0988314009688346e-08,8.142802418486241e-08,2.5608788036938382e-08,4.4495589368037025e-09,7.093317041447429e-05,0.0001099444472610516,0.0013883507630226392,0.0001648425074187369,0.0003779405446027316,6.386378013058481e-10,0.00012279695560313755,1.2127552913752421e-11,7.760589198760083e-08,9.592784781989403e-13,1.4060608542119064e-12,1.1949919067269587e-12,1.2125506433646809e-11,2.463947950223515e-13,9.030789359759343e-06,0.00019997555866134233,1.9461044429624846e-13,0.00013577684320221426,4.151311128057828e-12,5.056178600227192e-13,0.00012373241733753838,1.0431917148031013e-11,2.83716397647752e-15,5.68238984614286e-05,6.043616199211122e-16,2.846912312505501e-05,3.2276634934674146e-16,2.9896002597605506e-16,1.02334217516732e-16,6.318898122648849e-15,6.311109195602912e-15,1.6741786903446163e-05,3.636923116235301e-16,2.5729156424382547e-15,3.627932221383725e-16,2.568863373833325e-15,3.29685431329579e-12,2.5674902815466833e-16,1.3138600334741824e-06,2.162878734023031e-15,1.4371269477198633e-05,1.985458410518207e-12,1.2446554589149629e-16
3.329603136241578e-06,0.11259029716105604,0.9,0.0,0.0,0.0,0.0,0.0989068380858489,0.00040453954760727136,2.440087197181475e-06,1.5799162259441556e-05,3.24885643038842e-05,8.547361580460177e-07,3.4893621873478595e-05,3.447034075147539e-06,6.251125168850065e-06,0.00012423503840761424,0.0006024088846389157,4.669874522784387e-06,4.482320200073195e-05,1.098631137439944e-08,8.141318354942609e-08,2.5603213112177744e-08,4.448822222597215e-09,7.010154995572355e-05,0.00011239356805186674,0.001422550423273365,0.00016852947181836132,0.0003871992370452858,6.385443878320832e-10,0.00012557655145630195,1.2367375248003065e-11,7.667224365500111e-08,9.592471369967565e-13,1.4081403670423178e-12,1.1894836533281529e-12,1.241870402353503e-11,2.434373652748e-13,8.926654147992917e-06,0.00020458974626688328,1.9466509835106262e-13,0.00013923748673206102,4.255799252291321e-12,5.065234770600728e-13,0.00012727723565918023,1.0727456142523967e-11,2.9006204310302355e-15,5.913584718957751e-05,6.180400303117112e-16,2.9816837910598704e-05,3.2995586000136063e-16,3.1262959168640317e-16,1.0757945108845634e-16,6.589567375918388e-15,6.609875276599018e-15,1.7533479168846003e-05,3.793708569253135e-16,2.6828883424852873e-15,3.800677675431023e-16,2.6902341888874813e-15,3.4380748397141647e-12,2.70740999163339e-16,1.41843751224961e-06,2.2674577375360592e-15,1.4781347747193601e-05,2.029866347122762e-12,1.3051802205021847e-16
3.402089403398153e-06,0.11259806700606609,0.9,0.0,0.0,0.0,0.0,0.09888308779573733,0.00041248332914545585,2.439639028880071e-06,1.5693504355854556e-05,3.249566988653626e-05,8.545499502964292e-07,3.4740811929877365e-05,3.44629986057584e-06,6.249914861196222e-06,0.00012689991375086065,0.0006171680571530266,4.668981779523422e-06,4.489601982155234e-05,1.0984293583880258e-08,8.139823060474092e-08,2.5597635353223596e-08,4.448077437939967e-09,6.928267610753432e-05,0.00011484209498940664,0.0014565932770401987,0.00017221547925122072,0.0003963790570437188,6.384493965571078e-10,0.0001283555212307033,1.2606330428340205e-11,7.575315778174887e-08,9.591603502546514e-13,1.4099919840464271e-12,1.1839084584448154e-12,1.2709200045227222e-11,2.4052612174835404e-13,8.823612072307187e-06,0.00020915068833520176,1.9470837074845953e-13,0.00014268853227600065,4.359932451755114e-12,5.073472196497777e-13,0.00013081849052531193,1.1022519576477659e-11,2.9640604216499336e-15,6.146936304105111e-05,6.3171536898466155e-16,3.118179990114485e-05,3.371436296592925e-16,3.265559503889963e-16,1.1293909957205186e-16,6.86544485424639e-15,6.914102717866699e-15,1.8336681313161062e-05,3.953533422084978e-16,2.794973490436585e-15,3.976612558293527e-16,2.8138178031143448e-15,3.582012738349894e-12,2.850719775799709e-16,1.5281067618606677e-06,2.374315629971618e-15,1.5189875106736978e-05,2.0742627574645094e-12,1.3670342991338855e-16
3.4745756705547284e-06,0.11260580757350995,0.9,0.0,0.0,0.0,0.0,0.09885939558205939,0.00042040394823383473,2.439187879677923e-06,1.5588605379410952e-05,3.2501090747535564e-05,8.5436369078037e-07,3.458667555232992e-05,3.4455647526135916e-06,6.248710970023056e-06,0.00012956162186249817,0.0006318796642320494,4.668091557970893e-06,4.4962170435141593e-05,1.0982262370411281e-08,8.138317818788131e-08,2.5592056041766473e-08,4.447325452369107e-09,6.847767066691537e-05,0.00011729002978007024,0.001490480022426417,0.00017590053387031094,0.0004054799612088151,6.383529848748035e-10,0.0001311338651738822,1.2844439229480058e-11,7.484984554039206e-08,9.590245757234885e-13,1.411634119654015e-12,1.1782923441667667e-12,1.299699609668556e-11,2.3766490312293333e-13,8.721875129009207e-06,0.00021365923584820113,1.9474156412821596e-13,0.0001461298016166904,4.463705787169916e-12,5.080956430315542e-13,0.00013435537384127888,1.131704033443642e-11,3.0274840203787732e-15,6.382381249978699e-05,6.453876379483282e-16,3.2563286592141694e-05,3.4432966352546354e-16,3.407368240631385e-16,1.1841183990216633e-16,7.146513112591477e-15,7.223699010568563e-15,1.9151089128991636e-05,4.1163875193843117e-16,2.909164061282169e-15,4.155683165422511e-16,2.9395767578325918e-15,3.7286589073224194e-12,2.997378038225283e-16,1.642943212025582e-06,2.483437839266629e-15,1.559701650670514e-05,2.118647691564542e-12,1.4302092692220665e-16
3.5470619377113037e-06,0.11261351916026877,0.9,0.0,0.0,0.0,0.0,0.09883576047688722,0.00042830198062072976,2.4387341024854607e-06,1.5484724978410512e-05,3.250501967970708e-05,8.541774179492671e-07,3.4431885521439165e-05,3.444828959627912e-06,6.2475134242573814e-06,0.00013222022991293966,0.0006465439396619633,4.667203837728335e-06,4.502218767507368e-05,1.0980219323088345e-08,8.136803807490513e-08,2.5586476329792236e-08,4.4465670633506514e-09,6.768741899078582e-05,0.0001197373740835363,0.0015242118047753238,0.00017958463962579126,0.00041450209077283047,6.382552977070479e-10,0.0001339115836251228,1.3081720369604455e-11,7.396325812759804e-08,9.588455345033342e-13,1.4130837099727558e-12,1.172658236330745e-12,1.328209965266384e-11,2.348567238084966e-13,8.621618818778003e-06,0.00021811630545599649,1.9476583341540968e-13,0.0001495611377060326,4.567114961226998e-12,5.08774779319117e-13,0.00013788712756288653,1.1610955571658332e-11,3.0908912956480676e-15,6.619862663807591e-05,6.590568394937881e-16,3.396062248481008e-05,3.515139666258179e-16,3.5517001493406396e-16,1.239963840150774e-16,7.432754502120522e-15,7.538575004211261e-15,1.9976421500220062e-05,4.2822605944560387e-16,3.0254529455614254e-15,4.3378377210487375e-16,3.0674749595569304e-15,3.878004138426044e-12,3.1473433923307288e-16,1.7630192160634717e-06,2.5948099145903994e-15,1.6002946654517044e-05,2.1630211970008867e-12,1.4946967728128306e-16
3.619548204867879e-06,0.11262120210410781,0.9,0.0,0.0,0.0,0.0,0.09881218146373646,0.0004361779422337498,2.4382780195950445e-06,1.538208183358327e-05,3.250762761333049e-05,8.539911661559785e-07,3.42770317192844e-05,3.444092670296287e-06,6.246322148700675e-06,0.00013487580522075602,0.0006611612306899483,4.666318594068812e-06,4.507656277216043e-05,1.0978165893140154e-08,8.13528210202678e-08,2.5580897246509556e-08,4.445802998687876e-09,6.691259830734735e-05,0.00012218412951340378,0.0015577901511042711,0.0001832678002770046,0.00042344574692218545,6.381564678444278e-10,0.00013668867700545941,1.3318190691277004e-11,7.309411814823577e-08,9.586282949941434e-13,1.4143563314861548e-12,1.1670262093496414e-12,1.3564523265837413e-11,2.32103873473235e-13,8.52298608115108e-06,0.0002225228650546135,1.9478220255304743e-13,0.00015298240221557751,4.670156242917853e-12,5.093901792124443e-13,0.00014141304000420853,1.1904206396516908e-11,3.1542823124995267e-15,6.859329536677187e-05,6.727229761659773e-16,3.537317653635079e-05,3.5869654381423677e-16,3.6985340023666504e-16,1.2969147867815824e-16,7.72415115585783e-15,7.85864482454953e-15,2.081241887077644e-05,4.451142260425309e-16,3.1438329437351486e-15,4.523026333652675e-16,3.1974776461325736e-15,4.0300391096397685e-12,3.300574719496488e-16,1.8884041841359652e-06,2.70841752860011e-15,1.6407847788417086e-05,2.207383319053278e-12,1.5604885212638557e-16
3.6920344720244543e-06,0.11262885677613099,0.9,0.0,0.0,0.0,0.0,0.09878865749011996,0.0004440322946530211,2.4378199240470887e-06,1.528085783105468e-05,3.250906609304045e-05,8.538049658982992e-07,3.412262794119974e-05,3.4433560545583336e-06,6.245137064967429e-06,0.00013752841475036102,0.0006757319795623844,4.665435798681034e-06,4.5125747751535996e-05,1.0976103400079854e-08,8.133753680236834e-08,2.557531970563548e-08,4.445033920326447e-09,6.615370367001684e-05,0.00012463029763806313,0.0015912169108501508,0.00018695001940431446,0.00043231136835272354,6.380566165565102e-10,0.00013946514580821253,1.3553865333004957e-11,7.224294831197754e-08,9.583773471714669e-13,1.4154663100643527e-12,1.1614137225593314e-12,1.3844283842746237e-11,2.294080080321076e-13,8.426090949766895e-06,0.00022687992111620662,1.947915793419218e-13,0.0001563934733890796,4.772826401593533e-12,5.099469503853152e-13,0.000144932442435828,1.2196737579057395e-11,3.2176571328020746e-15,7.100736198804514e-05,6.863860507357287e-16,3.680035955180257e-05,3.6587739977971056e-16,3.847849262912839e-16,1.3549590419943189e-16,8.020684988855169e-15,8.183825725818547e-15,2.1658841724144983e-05,4.623022009788462e-16,3.2642967664079653e-15,4.711200912916914e-16,3.3295513262988433e-15,4.184754385214051e-12,3.457031191371967e-16,2.019164712911364e-06,2.8242464737823793e-15,1.6811907723545254e-05,2.2517341008456872e-12,1.627576293417351e-16
3.7645207391810297e-06,0.11263648357431232,0.9,0.0,0.0,0.0,0.0,0.09876518747848613,0.0004518654502671396,2.43736008113764e-06,1.5181201968666615e-05,3.250946947210832e-05,8.536188440760475e-07,3.396911844702359e-05,3.442619264648649e-06,6.243958092303895e-06,0.0001401781246992342,0.0006902567072341333,4.664555420327678e-06,4.517015855771185e-05,1.0974033038493202e-08,8.132219427384674e-08,2.5569744513097402e-08,4.444260427844163e-09,6.541107163380464e-05,0.00012707587998174842,0.0016244942025602685,0.00019063130042064233,0.00044109951092765606,6.379558541476246e-10,0.00014224099059010207,1.3788757891440067e-11,7.141009761644272e-08,9.580966680593175e-13,1.4164268210560554e-12,1.1558358477361249e-12,1.4121401988689847e-11,2.2677023267437357e-13,8.331021930779159e-06,0.00023118850762627273,1.9479476858703782e-13,0.00015979424416162386,4.8751226497459165e-12,5.104497927986929e-13,0.00014844470595199864,1.2488497283414788e-11,3.28101581546258e-15,7.344041806735018e-05,7.000460661729969e-16,3.824162156227847e-05,3.730565390536345e-16,3.9996260107887514e-16,1.414084718603869e-16,8.322337685730937e-15,8.514037929411709e-15,2.25154690917245e-05,4.797889206737014e-16,3.386837029445566e-15,4.902315078620651e-16,3.4636637138347756e-15,4.342140409175004e-12,3.61667226325362e-16,2.15536471098543e-06,2.9422826452056052e-15,1.7215318147500817e-05,2.296073583485333e-12,1.6959519258630058e-16
3.837007006337605e-06,0.11264408291767453,0.9,0.0,0.0,0.0,0.0,0.09874177033568904,0.0004596777771002153,2.4368987300384326e-06,1.5083233992047636e-05,3.2508956856774974e-05,8.534328242520573e-07,3.38168842219825e-05,3.4418824361732524e-06,6.2427851483038626e-06,0.0001428250001637896,0.0007047359990484422,4.663677425428738e-06,4.521017792959006e-05,1.0971955885333145e-08,8.130680141566413e-08,2.5564172374859233e-08,4.443483061587946e-09,6.468490174769574e-05,0.00012952087802573097,0.0016576243661544214,0.0001943116465826,0.00044981082931646736,6.378542804542371e-10,0.00014501621196295786,1.402288057226592e-11,7.059576512328134e-08,9.577897802070181e-13,1.4172499816869117e-12,1.1503054860598002e-12,1.4395901414509568e-11,2.2419117726549785e-13,8.237845109133177e-06,0.00023544967648473302,1.9479248374679966e-13,0.00016318462051073373,4.977042592112619e-12,5.109030311889001e-13,0.00015194923858533678,1.2779436819824162e-11,3.344358416628377e-15,7.589209863565792e-05,7.137030256214796e-16,3.9696449228268375e-05,3.802339660171326e-16,4.153844906818257e-16,1.474280236825567e-16,8.629090702324024e-15,8.849204523943195e-15,2.3382097105445227e-05,4.9757330876211455e-16,3.5114462547783484e-15,5.096324104822452e-16,3.599783686591126e-15,4.50218750618348e-12,3.779457714120487e-16,2.2970655195075667e-06,3.062512044740247e-15,1.7618273143520815e-05,2.340401806196768e-12,1.7656073156159946e-16
3.909493273494181e-06,0.11265165524123577,0.9,0.0,0.0,0.0,0.0,0.09871840496113289,0.000467469603303446,2.4364360854852364e-06,1.498704776032069e-05,3.250763383100775e-05,8.532469269089318e-07,3.366624892277179e-05,3.4411456892194904e-06,6.2416181495325645e-06,0.00014546910487360265,0.0007191704921927875,4.662801778577257e-06,4.5246158046535305e-05,1.096987290752236e-08,8.12913653933992e-08,2.5558603904603103e-08,4.442702307250373e-09,6.397527596874931e-05,0.00013196529320961636,0.001690609920371799,0.00019799106100114097,0.000458446060488563,6.37751985617533e-10,0.0001477908105860308,1.4256244330536373e-11,6.98000213530086e-08,9.574598034369384e-13,1.4179469358825494e-12,1.1448335734660898e-12,1.4667808406209888e-11,2.2167106417181584e-13,8.146606990126547e-06,0.0002396644892302864,1.9478535726651669e-13,0.0001665645200076351,5.07858418127163e-12,5.113106449685544e-13,0.00015544548264847312,1.306951041725634e-11,3.4076849898802806e-15,7.836207772800426e-05,7.27356932374669e-16,4.116436330113855e-05,3.8740968490830914e-16,4.3104871527942825e-16,1.535534312928213e-16,8.940925285129364e-15,9.1892512993819e-15,2.4258537607487808e-05,5.15654277167446e-16,3.638116878370699e-15,5.293184825404977e-16,3.7378812188346194e-15,4.664885891671097e-12,3.945347654508632e-16,2.4443260275823764e-06,3.1849207818343007e-15,1.802096791975741e-05,2.3847188064501113e-12,1.836534420732012e-16
3.981979540650757e-06,0.11265920099156804,0.9,0.0,0.0,0.0,0.0,0.09869509025372494,0.0004752412213113279,2.435972339488792e-06,1.4892714345540556e-05,3.250559398725002e-05,8.53061169702685e-07,3.351748449174122e-05,3.4404091294878737e-06,6.240457012065028e-06,0.00014811050098467767,0.0007335608647526146,4.661928442991715e-06,4.5278422964203154e-05,1.09677849696572e-08,8.12758926143288e-08,2.5553039631326127e-08,4.441918599861642e-09,6.328217611404711e-05,0.00013440912693271073,0.001723453525020073,0.00020166954665168737,0.00046700600893631464,6.376490507561224e-10,0.0001505647871588985,1.4488859001520565e-11,6.902282752518236e-08,9.57109500262803e-13,1.418527932048678e-12,1.1394292749895533e-12,1.4937151351830558e-11,2.1920976926838602e-13,8.057337086291672e-06,0.000243834009956428,1.9477394974928437e-13,0.00016993387054235778,5.1797456793735175e-12,5.116762957514451e-13,0.00015893291228440771,1.3358675015220143e-11,3.4709955864159057e-15,8.085006425782844e-05,7.410077898534127e-16,4.264491616809733e-05,3.9458369982935323e-16,4.469534423100791e-16,1.5978359274665605e-16,9.257822469136048e-15,9.534106557551297e-15,2.51446168263326e-05,5.340307259360817e-16,3.766841249465847e-15,5.492855525822329e-16,3.877927304099017e-15,4.830225670722203e-12,4.1143024912139686e-16,2.5972027821613183e-06,3.3094950524840247e-15,1.8423597724062015e-05,2.429024620083078e-12,1.9087252482671603e-16
4.0544658078073326e-06,0.11266672062294714,0.9,0.0,0.0,0.0,0.0,0.09867182511776046,0.0004829928916683487,2.4355076630403825e-06,1.4800284873347744e-05,3.250292028453358e-05,8.528755677120537e-07,3.3370816429347495e-05,3.439672849420732e-06,6.239301651945248e-06,0.00015074924892342434,0.0007479078262012141,4.661057380909368e-06,4.5307270856630756e-05,1.0965692841687191e-08,8.126038878437941e-08,2.5547480006821177e-08,4.441132326753784e-09,6.260549947425747e-05,0.00013685238055542964,0.0017561579476528082,0.00020534710638369969,0.00047549153350429584,6.375455484566286e-10,0.0001533381424149629,1.4720733420070913e-11,6.826405280818414e-08,9.56741316778603e-13,1.4190023951056508e-12,1.1341001669705488e-12,1.5203960316572035e-11,2.1680687665075019e-13,7.970050261466293e-06,0.00024795929929703287,1.9475875809292966e-13,0.0001732926092011568,5.2805256234573726e-12,5.120033526885658e-13,0.0001624110312094255,1.3646890069712897e-11,3.5342902552223365e-15,8.335579822091128e-05,7.546556015850972e-16,4.413768949876354e-05,4.0175601475344515e-16,4.630968843515977e-16,1.6611743246794633e-16,9.579763085612003e-15,9.883701020810142e-15,2.604017412513181e-05,5.52701543646442e-16,3.897611633836912e-15,5.69529589158149e-16,4.019893917825645e-15,4.998196842130789e-12,4.286282959560566e-16,2.7557500922744685e-06,3.436221144948358e-15,1.8826356924794383e-05,2.473319281416261e-12,1.9821718577369686e-16
4.126952074963908e-06,0.11267421459401654,0.9,0.0,0.0,0.0,0.0,0.09864860846785471,0.0004907248465360747,2.4350422077949352e-06,1.4709793114343588e-05,3.249968625271971e-05,8.526901336773138e-07,3.3226428720775816e-05,3.4389369293049563e-06,6.238151985574655e-06,0.00015338540727392346,0.0007622121091772394,4.660188553926212e-06,4.533297607962934e-05,1.0963597206494056e-08,8.12448589642459e-08,2.554192541282035e-08,4.4403438322131e-09,6.19450727161454e-05,0.00013929505540072836,0.0017887260343140553,0.0002090237429296688,0.0004839035357050008,6.374415435820404e-10,0.0001561108771155276,1.4951875529719938e-11,6.752348958480504e-08,9.563574188971813e-13,1.4193789926027473e-12,1.1288524064191867e-12,1.54682666688068e-11,2.1446172701400181e-13,7.884748844947881e-06,0.0002520414093682469,1.947402227049859e-13,0.0001766406812777241,5.380922795051721e-12,5.122949157847155e-13,0.00016587937063382622,1.3934117375413374e-11,3.597569043237711e-15,8.587904721872426e-05,7.68300371184434e-16,4.5642292005931575e-05,4.0892663353141634e-16,4.794772971209718e-16,1.725539006816885e-16,9.906727794563978e-15,1.0237967673616368e-14,2.694506082595802e-05,5.716656092403579e-16,4.030420226986453e-15,5.900466917401523e-16,4.1637539528161955e-15,5.168789315327297e-12,4.461250130590123e-16,2.9200201275538997e-06,3.565085446839728e-15,1.9229438239463343e-05,2.517602823361351e-12,2.056866365310612e-16
