Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528)
6.534049504689535e-11,0.11224537397253523,0.9,0.0,0.0,0.0,0.0,0.099999982436149,4.499329466368963e-09,4.430457967299777e-09,3.1073460426585467e-09,3.108607432900589e-09,2.6669722427655138e-09,2.6923293520018608e-09,2.6914028379356693e-09,2.6913802395835407e-09,2.400288900298845e-09,2.400574579955119e-09,2.1727624888221936e-09,2.1736837613165445e-09,1.9943515287487683e-11,4.3816510305879886e-11,1.9539729014325592e-11,4.050104830903834e-12,4.446243010070989e-12,7.153726228401109e-13,4.874968041899241e-12,3.047690238734841e-12,3.7802500373181705e-13,3.902120303543339e-13,6.481336867324196e-13,1.3947827013649085e-16,3.312121736414867e-16,9.30701180420865e-17,6.924363707784328e-17,9.306266128356488e-17,1.2292334051017848e-20,2.140318633997431e-18,3.554054025430044e-14,8.270725565416707e-17,1.862379088590953e-17,1.685138009529311e-13,5.222023230361965e-21,2.4559141947877484e-17,8.161703876335024e-14,6.970767828499983e-21,5.2454759993699656e-23,4.732934076342348e-18,3.189946581171009e-24,6.989419452947726e-22,2.100387305171037e-24,1.3898638743202924e-26,5.204314529525202e-31,1.2475922667274331e-27,1.1707776515621586e-31,1.1806275115999392e-22,2.1834030060601228e-29,1.904918932329889e-28,1.920617778985678e-33,1.6764031650959956e-32,5.5327582277734525e-25,6.93961236705785e-31,1.8466438356029103e-29,4.978718957273082e-32,3.1585775078848097e-18,3.615227684527975e-20,8.176058323107666e-34
7.193814641186536e-11,0.11224537417183854,0.9,0.0,0.0,0.0,0.0,0.09999998066266748,4.953757358530569e-09,4.87370760903979e-09,3.421025562960232e-09,3.4225540436066317e-09,2.9339555440463906e-09,2.96422064495643e-09,2.9631100084967133e-09,2.963078358623933e-09,2.642654176545865e-09,2.642996538590906e-09,2.392097932548964e-09,2.3932146315984136e-09,2.1939218542079685e-11,5.191769024901798e-11,2.3251548269446125e-11,4.800466582049432e-12,5.48280634482368e-12,9.3853463991671e-13,5.90781340258764e-12,3.692036559634335e-12,4.582223809018345e-13,4.3983516375059193e-13,8.137408943004053e-13,1.5356750901751898e-16,4.3461227175995165e-16,1.0247085274223208e-16,7.623794377353803e-17,1.0246235573381182e-16,1.490055388384258e-20,2.144061362272229e-18,3.915041786903926e-14,1.121021060070133e-16,2.0504761484138566e-17,2.0426644936624883e-13,6.3301218885077175e-21,2.703986220835113e-17,9.893513425372466e-14,8.450504551157228e-21,6.354475117519043e-23,5.7371599981271195e-18,4.004971100048843e-24,9.327617621533492e-22,2.7555374079600664e-24,1.6847702366878617e-26,6.945548476697205e-31,1.672606460082585e-27,1.7176713159460528e-31,1.5756402102477642e-22,3.021441060314122e-29,2.751112851664157e-28,2.924013556953849e-33,2.6673146447012803e-32,7.526896663861566e-25,9.261613686662586e-31,2.98673144267827e-29,7.304463405519642e-32,3.8287661992611544e-18,4.3857098666193436e-20,1.2447672951926778e-33
7.853579777683538e-11,0.11224537437116704,0.9,0.0,0.0,0.0,0.0,0.09999997888918596,5.408206403652228e-09,5.316392687043938e-09,3.734690458024757e-09,3.736511570396996e-09,3.200593458987386e-09,3.2361188438652152e-09,3.2348076179955462e-09,3.234765533823012e-09,2.8850194465965967e-09,2.885423600364285e-09,2.6114231514536118e-09,2.6127540570810707e-09,2.393237952515668e-11,6.050395642689361e-11,2.721007852375997e-11,5.596099783207625e-12,6.639604558205955e-12,1.20073737708887e-12,7.039600229073595e-12,4.3977483332859e-12,5.461294927149156e-13,4.895812900486156e-13,9.992044496112176e-13,1.676574031825924e-16,5.591572698812851e-16,1.1187191394474787e-16,8.323252276714554e-17,1.1186228856667683e-16,1.7759550383164004e-20,2.148227182216415e-18,4.276679336592004e-14,1.4800107573289141e-16,2.238579748474099e-17,2.434565269819363e-13,7.544773287696261e-21,2.9520679143442593e-17,1.1791846303100258e-13,1.0072581273208707e-20,7.569091234016244e-23,6.83798086285446e-18,4.917713345126739e-24,1.2136594494071966e-21,3.525295915059144e-24,2.0080395771330866e-26,9.037413781769297e-31,2.1846551606755323e-27,2.4421328059318717e-31,2.0502053877319556e-22,4.04357969427861e-29,3.8440031690178775e-28,4.27750827452986e-33,4.0638980805298146e-32,9.952164603644206e-25,1.205123535334736e-30,4.6315742465365565e-29,1.0385393554879414e-31,4.563426062607692e-18,5.2301120714996626e-20,1.820977943449563e-33
8.642417951374457e-11,0.11224537460952448,0.9,0.0,0.0,0.0,0.0,0.09999997676874971,5.9515892722529765e-09,5.8449921422855585e-09,4.109699934058729e-09,4.111904425935721e-09,3.5189639676652597e-09,3.5612188628578715e-09,3.5596461636308366e-09,3.5595898178313034e-09,3.1747997957706034e-09,3.175284537593424e-09,2.873642600914616e-09,2.8752542685729366e-09,2.631236401035215e-11,7.135582670124254e-11,3.224624187585628e-11,6.602115938282432e-12,8.183512020595157e-12,1.5685405195806386e-12,8.522609637446011e-12,5.321964151333895e-12,6.613542816487999e-13,5.491848153704016e-13,1.2470440092590973e-12,1.845046314120741e-16,7.388372817217994e-16,1.231125779133405e-16,9.159584239617996e-17,1.231014884726507e-16,2.1507041676743314e-20,2.1537738146605912e-18,4.7100194352493476e-14,2.004682673729603e-16,2.463491532842038e-17,2.948256457480545e-13,9.136917875472985e-21,3.248695715344361e-17,1.4280144915020471e-13,1.2198834310739428e-20,9.159778918850061e-23,8.280973862608744e-18,6.1374289226606556e-24,1.617344178622562e-21,4.6050627212369994e-24,2.4317846044391116e-26,1.2043732238869692e-30,2.922411095935695e-27,3.5756821259557224e-31,2.732246823764413e-22,5.559525990888602e-29,5.524927044556997e-28,6.466379491487082e-33,6.431765268096809e-32,1.347673380662826e-24,1.6060375000211918e-30,7.475554394706688e-29,1.5206075035467332e-31,5.5264551523839655e-18,6.336606107900015e-20,2.7528355957989092e-33
9.431256125065376e-11,0.1122453748479186,0.9,0.0,0.0,0.0,0.0,0.09999997464831345,6.495002377236749e-09,6.372893711248155e-09,4.484688504833177e-09,4.4873128307747645e-09,3.836889041723445e-09,3.886328751452306e-09,3.884470979787182e-09,3.884398458331395e-09,3.46458013608675e-09,3.4651527728373626e-09,3.1358474350520536e-09,3.137766708754514e-09,2.8689205874214613e-11,8.279177964772907e-11,3.759035271279062e-11,7.66275294297848e-12,9.90570564045488e-12,1.9987325157785644e-12,1.014692127460248e-11,6.33367662436444e-12,7.876010796182337e-13,6.088864467007036e-13,1.5233327883802294e-12,2.0135279631494014e-16,9.555174265516078e-16,1.3435370696270442e-16,9.995955124410257e-17,1.3434102906144612e-16,2.5613048854107054e-20,2.159947814966755e-18,5.144516732889426e-14,2.6451742279834397e-16,2.6884126333806923e-17,3.5110908912878707e-13,1.0881395692568095e-20,3.545337334885074e-17,1.7006516081096155e-13,1.4528585819858982e-20,1.0901058417628727e-22,9.862109163157087e-18,7.497149825647118e-24,2.1018876763281043e-21,5.8679790493520715e-24,2.896084742968708e-26,1.5652284570379545e-30,3.809913818630046e-27,5.067799432451548e-31,3.5509470033335678e-22,7.411341280155061e-29,7.6830594760795415e-28,9.40687500296584e-33,9.76032721501694e-32,1.7749837798603985e-24,2.087269342240021e-30,1.1571577757642877e-28,2.1551729123810343e-31,6.58169583734126e-18,7.548495110310966e-20,4.004691987539452e-33
9.999999999999999e-11,0.11224537508634976,0.9,0.0,0.0,0.0,0.0,0.0999999731195016,6.886816164142853e-09,6.753101660447197e-09,4.755038279187919e-09,4.75798790115689e-09,4.065846670103909e-09,4.120735621598412e-09,4.118657659328404e-09,4.118572304510278e-09,3.6735086524706533e-09,3.674149194654795e-09,3.3248852453076958e-09,3.327042953030167e-09,3.0401066745653376e-11,9.136975392130362e-11,4.162202026881243e-11,8.45860873712318e-12,1.1259735534571399e-11,2.3493840859184955e-12,1.1405658531849821e-11,7.117331184161336e-12,8.854619933617622e-13,6.519658701191926e-13,1.7402052517825597e-12,2.1350072386314229e-16,1.1367705639188174e-15,1.4245872868167435e-16,1.0598993721102899e-16,1.4244482878572825e-16,2.8795868079624876e-20,2.164794538166813e-18,5.45857423872521e-14,3.185988175063248e-16,2.8505841083284284e-17,3.947378464841318e-13,1.2233657709448081e-20,3.759221338264034e-17,1.9119908708754122e-13,1.6334568991478072e-20,1.224982236021236e-22,1.1087814358443756e-17,8.56445826547279e-24,2.5055589145171352e-21,6.897384567659397e-24,3.256003628030473e-26,1.8658593371568067e-30,4.550444674596991e-27,6.403072752430816e-31,4.2330363742513747e-22,8.976054765307614e-29,9.575985858824528e-28,1.2081065206581392e-32,1.2897729883708494e-31,2.133553869855621e-24,2.4881902580532146e-30,1.5509080434907905e-28,2.7230405182628696e-31,7.399738362282002e-18,8.487565918142765e-20,5.143183697700686e-33
1.0220094298756295e-10,0.11224537508634976,0.9,0.0,0.0,0.0,0.0,0.09999997252787717,7.038445717146729e-09,6.900149550400333e-09,4.859656171513805e-09,4.862736756837188e-09,4.154392379060799e-09,4.2114485081488965e-09,4.209282037892896e-09,4.209191455965652e-09,3.754360467545034e-09,3.755028307686155e-09,3.398037654680331e-09,3.400291376896611e-09,3.1063139986496855e-11,9.475957241573364e-11,4.322043287283775e-11,8.773174438056489e-12,1.1809251685179295e-11,2.4944578614101195e-12,1.1912466170704345e-11,7.432774642258872e-12,9.24870221174819e-13,6.686401542176427e-13,1.828108629221498e-12,2.182018978459394e-16,1.212882956566851e-15,1.4559530025201202e-16,1.0832364928764423e-16,1.4558091028117741e-16,3.0077582772247125e-20,2.166759973392578e-18,5.580298754082404e-14,3.414244598969102e-16,2.913343033267688e-17,4.123070596708577e-13,1.2778213006849259e-20,3.841992772142352e-17,1.9970970883139501e-13,1.7061845258818235e-20,1.279273850401817e-22,1.1581420838084834e-17,8.997062323605095e-24,2.6746742609908797e-21,7.323275951589052e-24,3.4009449077517354e-26,1.9918073929595003e-30,4.8609294344622e-27,6.9838329281535705e-31,4.518801583453382e-22,9.638338853936296e-29,1.0390955494073163e-27,1.3256484584163138e-32,1.4304186381814893e-31,2.284334094698614e-24,2.6561550971699228e-30,1.7292791483440494e-28,2.970027875965155e-31,7.72917769172208e-18,8.865644709332492e-20,5.6436010411670096e-33
1.1008932472447214e-10,0.11224537532481829,0.9,0.0,0.0,0.0,0.0,0.09999997040744088,7.581919290526147e-09,7.426807239932367e-09,5.234602935266325e-09,5.238176177500516e-09,4.4714959980624015e-09,4.5365781314481346e-09,4.534079310152132e-09,4.533968811376423e-09,4.0441407901454565e-09,4.044911143749851e-09,3.6602132606138104e-09,3.662828272268686e-09,3.34343806091659e-11,1.0721154816407343e-10,4.9116041202012805e-11,9.928960401904967e-12,1.3896938265025647e-11,3.0585857665051328e-12,1.3819179546697278e-11,8.619155233735757e-12,1.073162040817525e-12,7.284128726364252e-13,2.1613983728498562e-12,2.350519359598229e-16,1.5146078573477991e-15,1.5683735698399278e-16,1.166881365034937e-16,1.5682113207996852e-16,3.4900654286414245e-20,2.1742201013454688e-18,6.017495052105479e-14,4.324856543067194e-16,3.138282716552122e-17,4.784197595651977e-13,1.4827376075142646e-20,4.138662026290676e-17,2.3173520402252205e-13,1.9798622085230797e-20,1.483464195948322e-22,1.3438945694916622e-17,1.0637298546694195e-23,3.343089208707299e-21,8.97937634851696e-24,3.9463700141185873e-26,2.489611113775003e-30,6.089207681732042e-27,9.39714272475726e-31,5.648311970786786e-22,1.2275484034913287e-28,1.3724757004085313e-27,1.8186443369310673e-32,2.0351447891795676e-31,2.8829022971612262e-24,3.320032076277142e-30,2.5080589512357208e-28,3.996374378815577e-31,8.968933080592151e-18,1.0287930070020786e-19,7.74246988052391e-33
1.1797770646138133e-10,0.11224537556332438,0.9,0.0,0.0,0.0,0.0,0.09999996828700458,8.125423095918323e-09,7.952910146919881e-09,5.609528797256448e-09,5.613631067503688e-09,4.788220345538367e-09,4.861717619850619e-09,4.8588627683320784e-09,4.858730525206033e-09,4.333921103888015e-09,4.334801282657001e-09,3.922374253666798e-09,3.925377394139033e-09,3.5803123031790885e-11,1.2010427212484163e-10,5.525817654688846e-11,1.1126074876323602e-11,1.6171290563767828e-11,3.693731591003056e-12,1.5867000504332817e-11,9.892722920654592e-12,1.2324768730126952e-12,7.881910627996379e-13,2.523212292978488e-12,2.5190291061134416e-16,1.8643494574606296e-15,1.6807987640214564e-16,1.250530128683029e-16,1.6806169440594763e-16,4.0082274250795095e-20,2.182337084974667e-18,6.45623705619977e-14,5.390161133017881e-16,3.363231668098794e-17,5.494473906726789e-13,1.70288911440413e-20,4.435345096503214e-17,2.6614175719312915e-13,2.2738925756515003e-20,1.7026604462062477e-22,1.5434723317388407e-17,1.241790909375451e-23,4.114518932385547e-21,1.0843957956188329e-23,4.532364977822666e-26,3.0641412788953094e-30,7.508483641673874e-27,1.2386932450128818e-30,6.951986025336102e-22,1.5357630268833173e-28,1.776307629414953e-27,2.4382584187982224e-32,2.822644548096013e-31,3.5778581679796604e-24,4.0862384166291814e-30,3.5450384117333683e-28,5.267899607715978e-31,1.0300997203008273e-17,1.1815235649860644e-19,1.0380421782328195e-32
1.2586608819829054e-10,0.11224537580186834,0.9,0.0,0.0,0.0,0.0,0.09999996616656824,8.668957131866633e-09,8.478497771890472e-09,5.984433758649873e-09,5.989101402856429e-09,5.104584401911746e-09,5.186866971857066e-09,5.1836323848159755e-09,5.183476598096781e-09,4.623701408772709e-09,4.624698726053028e-09,4.18452063465355e-09,4.187938741774782e-09,3.816954513219348e-11,1.3339818429937405e-10,6.162918303484003e-11,1.2360835088409504e-11,1.863459778053175e-11,4.402277345340062e-12,1.8055871728303427e-11,1.1253389101985526e-11,1.4028150521869628e-12,8.479724012199528e-13,2.9135511461707326e-12,2.687548217552582e-16,2.2657429942713452e-15,1.7932285778802475e-16,1.3341827835868638e-16,1.7930259720724645e-16,4.5622453518283226e-20,2.1911189799859592e-18,6.896657907410177e-14,6.623481352313094e-16,3.588189873533906e-17,6.253901545366949e-13,1.9382764450295747e-20,4.732041981951815e-17,3.029294791480699e-13,2.5882765729752827e-20,1.9368473526108786e-22,1.7568796094840177e-17,1.4338897727960233e-23,4.996351020481553e-21,1.292401346783895e-23,5.15893471504453e-26,3.720900124507227e-30,9.13247914068933e-27,1.603820648857921e-30,8.442338511271923e-22,1.8919668842202297e-28,2.2586702268335972e-27,3.204567866105215e-32,3.8290601282430846e-31,4.376364059042377e-24,4.962113080346733e-30,4.899707423911376e-28,6.820758511683898e-31,1.1725408122200639e-17,1.3447454264953126e-19,1.3642941479253248e-32
1.4164285167210892e-10,0.11224537627907072,0.9,0.0,0.0,0.0,0.0,0.09999996192569549,9.756115889605488e-09,9.528267803361272e-09,6.734180984309522e-09,6.740088319481309e-09,5.73630083711296e-09,5.837195260685235e-09,5.833129991206611e-09,5.832921823630834e-09,5.203261991968499e-09,5.204515532968499e-09,4.708769563685143e-09,4.713098111405145e-09,4.289606163704663e-11,1.6104874476459106e-10,7.499336569114792e-11,1.4930152669018262e-11,2.4136206013236584e-11,6.048046008264978e-12,2.2856551935550567e-11,1.423569344869267e-11,1.7765627889261988e-12,9.67544695138908e-13,3.77979863577613e-12,3.0246145333929547e-16,3.2378872264709727e-15,2.0181020376382e-16,1.5014997662244824e-16,2.0178542402834886e-16,5.77785333659131e-20,2.2107061102896265e-18,7.783076344192458e-14,9.648227198864078e-16,4.038133992068415e-17,7.920218851869708e-13,2.454761067472097e-20,5.3254771952379995e-17,3.8364887259736313e-13,3.278109240758884e-20,2.450137458700175e-22,2.225201083436785e-17,1.860198473468838e-23,7.120778661362954e-21,1.775543259936482e-23,6.533818176924041e-26,5.303115683939525e-30,1.3049458059978337e-26,2.569425675553878e-30,1.2033174916358805e-21,2.7622963776272864e-28,3.492239459440541e-27,5.26497846804116e-32,6.662154920817194e-31,6.3126436271295496e-24,7.072227353700512e-30,8.843077897464602e-28,1.0927446984188436e-30,1.48514370627981e-17,1.7026239154260616e-19,2.2415122771181108e-32
1.574196151459273e-10,0.11224537675642705,0.9,0.0,0.0,0.0,0.0,0.09999995768482259,1.0843395552090904e-08,1.0576368372036211e-08,7.483844621571154e-09,7.491136757562536e-09,6.366771655661755e-09,6.48756298594058e-09,6.482571945865354e-09,6.482304493116709e-09,5.782822539732816e-09,5.784361577939697e-09,5.232960054221738e-09,5.238306375274377e-09,4.761506059056403e-11,1.8991185421631416e-10,8.909078637307611e-11,1.7613409860862827e-11,3.041625041218827e-11,8.011014040271735e-12,2.8220822605888987e-11,1.7565475029908992e-11,2.1944079254221656e-12,1.0871208350425132e-12,4.760138647759007e-12,3.361718303500109e-16,4.459499610388194e-15,2.242993898259139e-16,1.6688323110698055e-16,2.2426961212840605e-16,7.136898061903897e-20,2.233032473603838e-18,8.677843948053696e-14,1.350853861829025e-15,4.488114970412375e-17,9.783165579874198e-13,3.0321964460257695e-20,5.918967659498677e-17,4.738942706738973e-13,4.049367776379892e-20,3.0232324156578585e-22,2.748898604639809e-17,2.3426549096390478e-23,9.775497931146464e-21,2.3518027195301893e-23,8.071059737893781e-26,7.28028720472036e-30,1.794970316658529e-26,3.916138086617101e-30,1.652109523848963e-21,3.8664324392952145e-28,5.1412294984253504e-27,8.190036762961306e-32,1.0900009105305818e-30,8.748921887084627e-24,9.709103104423614e-30,1.4994372840411304e-27,1.6655047961899205e-30,1.8347382621953084e-17,2.1023566937446254e-19,3.486870185641725e-32
1.7319637861974568e-10,0.11224537723393858,0.9,0.0,0.0,0.0,0.0,0.09999995344394949,1.193079610767194e-08,1.1623007992349177e-08,8.233424679760859e-09,8.242246562371982e-09,6.996105834843715e-09,7.1379701356328525e-09,7.131958092913904e-09,7.131624611692338e-09,6.362383052065643e-09,6.364236874591947e-09,5.7570921127757726e-09,5.763563527481598e-09,5.232748096985906e-11,2.1977875095611877e-10,1.0381966734769918e-10,2.039102261061879e-11,3.748672148705764e-11,1.030371906173368e-11,3.414832669359139e-11,2.1242216254838742e-11,2.6563531352114274e-12,1.206678150991724e-12,5.854580623144372e-12,3.6988595242550685e-16,5.958415693167355e-15,2.46790411340568e-16,1.8361804162399101e-16,2.4675516109261074e-16,8.639388203970734e-20,2.2581402644959654e-18,9.582072808383698e-14,1.831572274024864e-15,4.9381327158605026e-17,1.1842757751545061e-12,3.670587538682987e-20,6.51251336806581e-17,5.736665595652905e-13,4.9020597433516993e-20,3.6560431457090813e-22,3.328016417065864e-17,2.881263760484046e-23,1.3019657034579444e-20,3.024860314310991e-23,9.77069874314013e-26,9.696453307876795e-30,2.394263183755428e-26,5.732835937283211e-30,2.200651602715884e-21,5.232278287402076e-28,7.275788324836786e-27,1.2193560123527197e-31,1.6970917781863923e-30,1.174230344806753e-23,1.2931481753830556e-29,2.417324280850227e-27,2.438160289640239e-30,2.221365479883006e-17,2.5438811584815803e-19,5.191411265954704e-32
1.8739546574618224e-10,0.11224537766383254,0.9,0.0,0.0,0.0,0.0,0.0999999496271635,1.2909559961662863e-08,1.2563878355082219e-08,8.907975279733284e-09,8.918297737876847e-09,7.56161274878729e-09,7.723370268340987e-09,7.716357795722061e-09,7.71595924162845e-09,6.883987482871256e-09,6.886149663148967e-09,6.228761011511266e-09,6.236336759109521e-09,5.6563682255800443e-11,2.4737323710321236e-10,1.1754261877464445e-10,2.2958001700746066e-11,4.4534169488685055e-11,1.2657701805776203e-11,3.996437741390055e-11,2.4847556815473443e-11,3.109811595709053e-12,1.314260064920563e-12,6.937130500379628e-12,4.002318640247544e-16,7.566970966976259e-15,2.6703389650054297e-16,1.9868070134111151e-16,2.669933183564526e-16,1.0114282331901351e-19,2.283144285064399e-18,1.0404899655435722e-13,2.3545005616732893e-15,5.3431800523120287e-17,1.3864535771464461e-12,4.29726074572888e-20,7.04675173413527e-17,6.716078435616312e-13,5.739114347932435e-20,4.27656490090359e-22,3.8966471362989406e-17,3.4140195686746114e-23,1.6492277348971012e-20,3.7159059875684855e-23,1.1439256187264853e-25,1.2282748502158336e-29,3.0360852394783436e-26,7.850621760534221e-30,2.787938056609639e-21,6.70836295803822e-28,9.671273004478077e-27,1.6914615158285853e-31,2.4407039838138564e-30,1.4959815600979554e-23,1.6380787952471566e-29,3.584634056562352e-27,3.338880701568338e-30,2.6010306386538794e-17,2.9769394742267706e-19,7.201471416717524e-32
2.015945528726188e-10,0.11224537809385374,0.9,0.0,0.0,0.0,0.0,0.09999994581037731,1.3888421721132478e-08,1.3503811641017957e-08,9.582458195010766e-09,9.594398410049976e-09,8.126334781591422e-09,8.308802316394043e-09,8.300712092525044e-09,8.300243213234001e-09,7.40559188497734e-09,7.408086166853737e-09,6.70038259036191e-09,6.709149581182084e-09,6.079566398988816e-11,2.7553427759543675e-10,1.3164994936079695e-10,2.557818127320942e-11,5.223586003348874e-11,1.5293513875676562e-11,4.6236170087961933e-11,2.8733270886688805e-11,3.5989952283611692e-12,1.4218359579986198e-12,8.112080017544892e-12,4.3058080856957513e-16,9.441372202412846e-15,2.8727886207662975e-16,2.137446211538748e-16,2.8723257728200264e-16,1.170538059426661e-19,2.310450516994677e-18,1.1237133881302973e-13,2.9715810262198664e-15,5.748257044068116e-17,1.6045621175048383e-12,4.973315685563029e-20,7.581034837799559e-17,7.772672727272003e-13,6.642141670153415e-20,4.945342193087445e-22,4.510246791810752e-17,3.992247589756964e-23,2.0533430052738196e-20,4.489685983696512e-23,1.323941612935474e-25,1.5292425152880338e-29,3.78322933929068e-26,1.0506417739181785e-29,3.47151279179509e-21,8.439373037949533e-28,1.2571257373082661e-26,2.289081864016008e-31,3.41284631534571e-30,1.87163299894374e-23,2.0394783875940245e-29,5.164801651338572e-27,4.468434826675605e-30,3.010765979695808e-17,3.4437687891387286e-19,9.745956009445906e-32
2.1579363999905535e-10,0.11224537852400278,0.9,0.0,0.0,0.0,0.0,0.09999994199359086,1.4867381377589175e-08,1.4442897105109924e-08,1.0256873432392472e-08,1.0270548489915161e-08,8.690323988959592e-09,8.894266271054873e-09,8.885020903935019e-09,8.884476530254047e-09,7.927196258383883e-09,7.93004639590374e-09,7.1719568540737544e-09,7.182001989373453e-09,6.502382810280949e-11,3.0417257055950075e-10,1.4609283746291885e-10,2.824311044873376e-11,6.059679286620849e-11,1.8216459901614635e-11,5.296350579303751e-11,3.2899092824208427e-11,4.123905980510609e-12,1.5294116746439143e-12,9.379417031315968e-12,4.609327857962039e-16,1.1600334349112145e-14,3.075253054041728e-16,2.288098009242473e-16,3.07472937566995e-16,1.3412689310596886e-19,2.3400765542571978e-18,1.2079613166860104e-13,3.691200244440495e-15,6.15336363781889e-17,1.8386025567820184e-12,5.69875594942258e-20,8.115362674170459e-17,8.906454928755269e-13,7.611147221954545e-20,5.66232930586203e-22,5.1688574270375e-17,4.6159418722740754e-23,2.518629076142857e-20,5.347757559049308e-23,1.5171207266971367e-25,1.8757606515727897e-29,4.643651234038687e-26,1.3784238585506037e-29,4.258732741747519e-21,1.0445650612802684e-27,1.6029436204207943e-26,3.03272188960858e-31,4.658031906834523e-30,2.3053362338882756e-23,2.5016319491557367e-29,7.258788765476295e-27,5.862560040360431e-30,3.450611386739185e-17,3.944336995638269e-19,1.2912179121819836e-31
2.299927271254919e-10,0.11224537895428004,0.9,0.0,0.0,0.0,0.0,0.09999993817680415,1.5846438922541923e-08,1.5381210255724932e-08,1.0931220998677732e-08,1.0946747894140239e-08,9.253625951497073e-09,9.479762123587513e-09,9.469284160495546e-09,9.46865919643348e-09,8.44880060309087e-09,8.452030360552668e-09,7.643483807392372e-09,7.654893979351728e-09,6.924851462194817e-11,3.332125899008564e-10,1.608284893886008e-10,3.094562506379405e-11,6.962115687476797e-11,2.1430999303388832e-11,6.014619947831564e-11,3.734478146107232e-11,4.684545798961374e-12,1.6369819855985742e-12,1.0739138780772224e-11,4.912877954408937e-16,1.4062020128968895e-14,3.277732239875362e-16,2.4387624051400265e-16,3.277143989092041e-16,1.523621479866805e-19,2.3720371374055603e-18,1.2933180940813713e-13,4.5218031123683376e-15,6.558499783636166e-17,2.0885760534997233e-12,6.473585122249051e-20,8.649735238352875e-17,1.0117431497481507e-12,8.646136514659033e-20,6.427484735648714e-22,5.872524210022094e-17,5.28510108214253e-23,3.049405586403453e-20,6.29142984918327e-23,1.7234658302443394e-25,2.2710421870231016e-29,5.625301970381822e-26,1.7774160011206795e-29,5.1569685221821006e-21,1.2747553881179562e-27,2.009992950605183e-26,3.9444441661317165e-31,6.225012050570697e-30,2.801240288006892e-23,3.0288253446894865e-29,9.982821900753657e-27,7.559572497873051e-30,3.920609933346898e-17,4.478614950858026e-19,1.6794089531486038e-31
2.4419181425192844e-10,0.11224537938468593,0.9,0.0,0.0,0.0,0.0,0.09999993436001713,1.682559434750028e-08,1.631881500427438e-08,1.1605500900666047e-08,1.1622996544328807e-08,9.816280593745598e-09,1.0065289865257183e-08,1.0053501799807876e-08,1.0052791215517067e-08,8.970404919098284e-09,8.9740380711009e-09,8.114963455062867e-09,8.127825546779677e-09,7.347001135155341e-11,3.6259043109886647e-10,1.7581938804572184e-10,3.3679650246955035e-11,7.931244786638539e-11,2.49408767380791e-11,6.778407797208906e-11,4.207011628640235e-11,5.280916629977365e-12,1.7445410470060848e-12,1.219124301585378e-11,5.216458372399154e-16,1.684402847002659e-14,3.48022615478892e-16,2.5894393978474397e-16,3.47956961006446e-16,1.7175963374497235e-19,2.4063445680261513e-18,1.3798685413201333e-13,5.471883185983464e-15,6.963665434549042e-17,2.3544837642741017e-12,7.297806783075859e-20,9.184152525445693e-17,1.140560889014192e-12,9.747115058969639e-20,7.240770534011128e-22,6.621295442334414e-17,5.999724136745533e-23,3.6499943936174644e-20,7.321802163194006e-23,1.9429797942871684e-25,2.718300651811071e-29,6.736128138793334e-26,2.2572313514627554e-29,6.173605457112133e-21,1.536541532060815e-27,2.4837241968911507e-26,5.047849815391041e-31,8.166810620541894e-30,3.363491863217439e-23,3.625345307347452e-29,1.3469470384538084e-26,9.600364992052776e-30,4.4208078918249014e-17,5.046576010858994e-19,2.149218919238291e-31
