Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82),S(871),S(870)
1.943538210322962e-08,0.11224606446801008,0.9,0.0,0.0,0.0,0.0,0.09999477202820793,1.4262808683139338e-06,1.002772579557373e-06,8.639131525260813e-07,9.557620474236464e-07,5.117607051341827e-07,8.271619888480567e-07,7.498591464277681e-07,7.547813898327737e-07,7.139335717568327e-07,7.399344625510563e-07,6.040076907697221e-07,6.814936055399611e-07,4.51490435645753e-09,3.334266519353587e-08,1.5275237675121657e-08,2.6427482058614862e-09,5.261413019687492e-07,2.2444883280872797e-07,3.8969733315857787e-07,2.2247944195468882e-07,3.420396128061052e-08,1.3795179504767756e-10,8.29815374525188e-08,4.421831639933081e-14,5.650669146029798e-10,2.8617413580744796e-14,2.1711280768392006e-14,2.8594569905456565e-14,1.1124962477295904e-15,1.8537431697367684e-15,3.114866043374505e-09,3.2147398578767335e-09,5.726323976510041e-15,1.527922410363603e-08,4.73594495806911e-16,7.700940620453021e-15,7.48721664140055e-09,6.399499829433839e-16,3.806918997684938e-18,4.551159655853497e-12,4.084521866817846e-19,6.758087585776433e-14,6.589495395856556e-19,1.358019111029401e-21,1.4544747092216415e-23,3.0756965232067976e-20,7.730351289607833e-22,3.8528035573286255e-14,8.86565423295629e-22,1.8947516332754455e-20,2.2253877808347888e-23,4.7603356247864015e-22,1.6038730970203996e-17,1.9622548174192995e-23,4.4667318919326364e-17,3.296239697276966e-22,4.386722127647427e-12,2.6795445731982043e-15,9.49332514982145e-24,2.029161238057816e-22,1.857578474135968e-15,2.8028529038388545e-13,2.263000182051218e-19,1.721614145276093e-19,4.440711924521262e-22,2.3192113794797664e-19,1.9112571973328448e-23,1.1477391615827433e-19,1.2098843068952155e-15,1.2802482111358694e-23,2.7371619359350844e-22,5.632627288307305e-16,8.086190719117614e-12,1.944726432764808e-18,1.2243281393081061e-20,3.1052125833974474e-16,2.4961444532621666e-13,9.722927090660299e-17,1.3179634550748677e-13,1.4540845758370806e-14,2.4033663465896275e-16,1.9751058398093986e-20
2.022264415027248e-08,0.1122460963741185,0.9,0.0,0.0,0.0,0.0,0.09999455999026986,1.4876236495389347e-06,1.0333168071728026e-06,8.964819928569173e-07,9.952604749626462e-07,5.243089298229336e-07,8.616328738673298e-07,7.778271127175755e-07,7.834876446145569e-07,7.428514749773515e-07,7.711443029690096e-07,6.267690205356725e-07,7.104770573192253e-07,4.6524274581159254e-09,3.436418499901041e-08,1.5653057858679468e-08,2.707998988046476e-09,5.653477284530323e-07,2.405637350086635e-07,4.204577899585948e-07,2.3930829763200877e-07,3.706108620725167e-08,1.431011648682962e-10,8.967331943839548e-08,4.611998784599345e-14,6.080042069495173e-10,2.9800003838829585e-14,2.263459254753297e-14,2.97861399127258e-14,1.205422422438839e-15,1.9917060476333543e-15,3.483291734910244e-09,3.6010228776367806e-09,5.962973711167259e-15,1.6553451598679506e-08,5.130892093716817e-16,8.028456459521767e-15,8.11712847944107e-09,6.937884319360715e-16,4.09488650282917e-18,5.276420496445799e-12,4.413932719233408e-19,8.035754909518521e-14,7.0626218926072995e-19,1.4761693200127315e-21,1.642236545918463e-23,3.450669260931691e-20,9.009733092298966e-22,4.645143723433271e-14,9.992644868239063e-22,2.1181318731568688e-20,2.605728021909398e-23,5.528305074054867e-22,1.7994476399137524e-17,2.2170715097209168e-23,5.455326204650131e-17,3.841176713949108e-22,5.091937997612702e-12,2.8822372044858857e-15,1.1114431792677106e-23,2.3562236449826823e-22,1.998693389921872e-15,3.0157776939603587e-13,2.637587601291863e-19,2.0061321630214705e-19,5.178659799821819e-22,2.7046905792171247e-19,2.1582569505088535e-23,1.2345567865546048e-19,1.3014053198880303e-15,1.4998846009929042e-23,3.1804986338366992e-22,6.030420929635917e-16,9.004245224341329e-12,2.1777806556983913e-18,1.3230601857275882e-20,3.3334798542920246e-16,2.679638925434854e-13,1.0535628635732773e-16,1.4281272595614612e-13,1.645472738990813e-14,2.575927538707212e-16,2.1169138284322012e-20
2.100990619731534e-08,0.11224612853820051,0.9,0.0,0.0,0.0,0.0,0.09999434792340156,1.5492323702233685e-06,1.0632176764838172e-06,9.288722395841507e-07,1.0347863389508142e-06,5.364078958258487e-07,8.961675139461983e-07,8.05593688286917e-07,8.120539225645142e-07,7.717692879249427e-07,8.02460157383699e-07,6.494040771648983e-07,7.395593111926882e-07,4.787053887100874e-09,3.536418836630927e-08,1.601735111908441e-08,2.7709136325962417e-09,6.056544514958995e-07,2.570645627920681e-07,4.522824648464747e-07,2.566366688933348e-07,4.0034954821945253e-08,1.4821346339532178e-10,9.660942386853172e-08,4.802989478326773e-14,6.521749949120653e-10,3.0983409828042745e-14,2.35610474862084e-14,3.097990807995e-14,1.3021452632695679e-15,2.1335398955395232e-15,3.877744242929706e-09,4.015452606088681e-09,6.199787827872618e-15,1.7879281197938313e-08,5.541831831300546e-16,8.357088772116765e-15,8.773316470439727e-09,7.498724996936499e-16,4.391401791600165e-18,6.084535840288193e-12,4.755373325853934e-19,9.499868356045069e-14,7.5470803401189755e-19,1.5997324835897316e-21,1.8458011150116473e-23,3.8538200647829277e-20,1.0437510412475818e-21,5.5614563017526963e-14,1.1211405583726063e-21,2.3571565010721728e-20,3.03253906832598e-23,6.381534710528028e-22,2.0097219129129427e-17,2.493611412233945e-23,6.612315047915778e-17,4.449158142427899e-22,5.877629093874966e-12,3.090946372400225e-15,1.2933166797945236e-23,2.719505470318743e-22,2.144017708974135e-15,3.2350539509498055e-13,3.0556300713556726e-19,2.3235553116760116e-19,6.0027944386142e-22,3.135199742057891e-19,2.4261187136694828e-23,1.3239513399642034e-19,1.3956429561898959e-15,1.746527165979092e-23,3.673402644970609e-22,6.439069284003814e-16,9.985791658168521e-12,2.4277903309516142e-18,1.4253970200825595e-20,3.5673887451921976e-16,2.8676684720447314e-13,1.1379161415971537e-16,1.5424703328990853e-13,1.853561065202488e-14,2.7526214491987113e-16,2.2621178867465777e-20
2.2584430291401056e-08,0.1122461936246225,0.9,0.0,0.0,0.0,0.0,0.09999392369993633,1.6732424192725942e-06,1.1211432499525417e-06,9.931214957645919e-07,1.113909014050918e-06,5.59321803066409e-07,9.654232319004255e-07,8.605192933781074e-07,8.687689376337177e-07,8.296046426010468e-07,8.654134598104583e-07,6.942981683268233e-07,7.980162420315673e-07,5.0478594517149644e-09,3.7301448741260384e-08,1.6707276385472185e-08,2.890066016116841e-09,6.894620776104185e-07,2.9116922285656034e-07,5.190850274704769e-07,2.9275008260307603e-07,4.6333772814902695e-08,1.5832622441693995e-10,1.1120751625148074e-07,5.187425329443004e-14,7.440972296721757e-10,3.335232873847842e-14,2.542325982839958e-14,3.3373871918528305e-14,1.5070084672606094e-15,2.4284449136154777e-15,4.747198685850343e-09,4.931811025548476e-09,6.673841132121335e-15,2.0685876002450345e-08,6.411728713378209e-16,9.01765780744394e-15,1.0164875658050914e-08,8.68807745783601e-16,5.009359193193828e-18,7.972965077409954e-12,5.473995549827057e-19,1.306662871954649e-13,8.548385031243536e-19,1.8633291671731002e-21,2.3030781840388512e-23,4.74808596360375e-20,1.377966391968977e-21,7.821364472337856e-14,1.3938523297807611e-21,2.883591481097323e-20,4.0399791632900666e-23,8.365395410110342e-22,2.476159430222099e-17,3.115781311482846e-23,9.516316005566567e-17,5.871704080051482e-22,7.712913074720627e-12,3.5259099377118807e-15,1.72243617931794e-23,3.5638286443453014e-22,2.4469416730515735e-15,3.6921284076547416e-13,4.034208953041603e-19,3.0662217663968858e-19,7.934045284944686e-22,4.14406990829898e-19,3.028100509670711e-23,1.510255202131645e-19,1.5920403578080031e-15,2.3293139140750103e-23,4.820697087748715e-22,7.288026476650248e-16,1.2146089608632905e-11,2.980552018152691e-18,1.640780536481944e-20,4.051330706324033e-16,3.256689153148027e-13,1.3157835648442223e-16,1.7835743172215568e-13,2.3230108966906103e-14,3.117820891774395e-16,2.5622322273332707e-20
2.40015019760782e-08,0.11224625304615216,0.9,0.0,0.0,0.0,0.0,0.09999354179264826,1.7857479506050202e-06,1.1712089495627279e-06,1.0503464078039442e-06,1.1851855744162289e-06,5.785632695877736e-07,1.0279593943965751e-06,9.092557858193439e-07,9.19339710473592e-07,8.816561520987345e-07,9.224427247563958e-07,7.342779811860218e-07,8.509553727085077e-07,5.273276521810102e-09,3.897584386394778e-08,1.7286626496238422e-08,2.9901217285886087e-09,7.683899917067623e-07,3.2304975705221354e-07,5.827495044264976e-07,3.268572117854521e-07,5.24040711928071e-08,1.672994878023282e-10,1.2516356204619924e-07,5.536193677588767e-14,8.307516383147958e-10,3.548631663965957e-14,2.710968134433799e-14,3.553554111277426e-14,1.7044379284386093e-15,2.7061761099717178e-15,5.6247385812042265e-09,5.860320397389457e-09,7.100885452093154e-15,2.33885862755451e-08,7.249421084640142e-16,9.615875162010076e-15,1.1508025910730383e-08,9.83604748041343e-16,5.592986947935807e-18,1.0016475958050228e-11,6.161021182060003e-19,1.7122929647821141e-13,9.484394327079841e-19,2.119661009343013e-21,2.775583332361289e-23,5.657779476256498e-20,1.7400871131951306e-21,1.0425228218027101e-13,1.674254996251351e-21,3.414434264663981e-20,5.142686290001753e-23,1.049729897463448e-21,2.950653756899499e-17,3.759943025366291e-23,1.2932155066779816e-16,7.412126461796249e-22,9.697354180702914e-12,3.9367096430161585e-15,2.1918798190624188e-23,4.470649249586785e-22,2.7330990087941795e-15,4.1239041232829203e-13,5.094520135901883e-19,3.870385654047931e-19,1.0029374142126963e-21,5.238687553405775e-19,3.650506995627009e-23,1.686208933507626e-19,1.7775271459924506e-15,2.968043950871754e-23,6.055253753245978e-22,8.086982050199366e-16,1.4324099849296766e-11,3.540655465606362e-18,1.8466911541064403e-20,4.504220909208766e-16,3.620748663716126e-13,1.4861858366531235e-16,2.0145591376151217e-13,2.810670603931639e-14,3.4592044187870245e-16,2.842774695159663e-20
2.5418573660755345e-08,0.11224631324509855,0.9,0.0,0.0,0.0,0.0,0.09999315978066084,1.899095007648738e-06,1.2193924536364715e-06,1.1070102622340948e-06,1.256509501148269e-06,5.965824926574937e-07,1.0906836221969473e-06,9.57328819342054e-07,9.69466205488339e-07,9.337073676504061e-07,9.79828688765352e-07,7.73859443663308e-07,9.041990735331099e-07,5.4902191472008616e-09,4.058729094709542e-08,1.7829175552727045e-08,3.083821801867666e-09,8.504864082026385e-07,3.5598020223173083e-07,6.497134730888329e-07,3.6242564191611215e-07,5.885581642790595e-08,1.761506200082061e-10,1.39883502984547e-07,5.887567841608056e-14,9.20957407533441e-10,3.7621703900176125e-14,2.880579090170329e-14,3.7703692412731e-14,1.9142721398812696e-15,2.9950538293137176e-15,6.59564118454386e-09,6.89144024886031e-09,7.528213561841664e-15,2.625889761692633e-08,8.139054794742478e-16,1.0217534189683926e-14,1.2937666409384104e-08,1.1057931515713123e-15,6.201620878534005e-18,1.2424534771519052e-11,6.88566076698766e-19,2.2124535588961162e-13,1.0451232926299354e-18,2.3944372012759837e-21,3.3100709128383725e-23,6.671721304563104e-20,2.1670038155536374e-21,1.366978757666675e-13,1.989923991243046e-21,4.0013034285053106e-20,6.455096632940353e-23,1.2991464527215127e-21,3.479533083353666e-17,4.4900056895972166e-23,1.7269341019769414e-16,9.227098840379397e-22,1.2033471196989722e-11,4.365110342094042e-15,2.750284439300578e-23,5.530944499702135e-22,3.0315706863073657e-15,4.574260651631556e-13,6.3445831854284075e-19,4.817834800615534e-19,1.2502790401264857e-21,6.530855301159358e-19,4.354998954574182e-23,1.869701304498261e-19,1.970961242223855e-15,3.729183916616283e-23,7.501423131227556e-22,8.917715645606806e-16,1.673308016308702e-11,4.162746407123572e-18,2.0638724513696467e-20,4.972459161795729e-16,3.9971458623601354e-13,1.6662310285179702e-16,2.2586152334416e-13,3.365049518135449e-14,3.811831010791301e-16,3.132556174401423e-20
2.683564534543249e-08,0.11224637420127558,0.9,0.0,0.0,0.0,0.0,0.09999277766017825,2.0132761478370374e-06,1.2657645094758393e-06,1.1631195928668858e-06,1.3278670249127284e-06,6.134570989096527e-07,1.1535891697290453e-06,1.0047357708829135e-06,1.0191518583660955e-06,9.857582887906392e-07,1.0375758957871292e-06,8.130465235144864e-07,9.577414804885085e-07,5.699005862326691e-09,4.213815605937979e-08,1.83372608487277e-08,3.1715698953235675e-09,9.356153241885476e-07,3.898938650531679e-07,7.199245221606721e-07,3.994004184698671e-07,6.56901316285258e-08,1.8487913687587814e-10,1.5535684910050518e-07,6.241524706559012e-14,1.0145618474398233e-09,3.975807818385398e-14,3.051140152354233e-14,3.987809250137692e-14,2.1365474634460947e-15,3.2945993816722605e-15,7.662906123585184e-09,8.029120954216151e-09,7.955742964167142e-15,2.9296901024503478e-08,9.080657349881424e-16,1.0822568626503366e-14,1.445428822058096e-08,1.2354148287996426e-15,6.834320643896675e-18,1.5236121078232685e-11,7.647398388405153e-19,2.8224302246746695e-13,1.1446942683519442e-18,2.6880020436838577e-21,3.910677286059368e-23,7.7944980140856e-20,2.665404373972106e-21,1.7662400451691124e-13,2.3429165153834554e-21,4.645992127470103e-20,8.00160597946695e-23,1.5881414532711409e-21,4.0651906235247137e-17,5.311988676039519e-23,2.2704228019147007e-16,1.1344625487427184e-21,1.4757809166863728e-11,4.8104501218399446e-15,3.407897119026407e-23,6.758725684025507e-22,3.341893605856297e-15,5.042499232701662e-13,7.803985863950947e-19,5.923180546191787e-19,1.5394040514636158e-21,8.041344199067e-19,5.147167325045965e-23,2.0604488126798463e-19,2.172043775460151e-15,4.627199620456317e-23,9.179198518013572e-22,9.779040885613806e-16,1.9381867853672604e-11,4.849304780173262e-18,2.2921696569690635e-20,5.455070498142278e-16,4.385097012648808e-13,1.855787841077679e-16,2.5155646245085295e-13,3.9910756384561424e-14,4.174986476216324e-16,3.430989776687019e-20
2.8252717030109633e-08,0.11224643589534739,0.9,0.0,0.0,0.0,0.0,0.09999239542756662,2.1282839843907223e-06,1.3103932050347008e-06,1.218680897310174e-06,1.3992452763164087e-06,6.292597838847391e-07,1.216669396171946e-06,1.0514747658702743e-06,1.0684000869876998e-06,1.037808915111818e-06,1.0956886793381515e-06,8.518431489719901e-07,1.0115767209506886e-06,5.899943228110531e-09,4.363071633033011e-08,1.8813071205388225e-08,3.2537440266192557e-09,1.0236471618261304e-06,4.2472828874356623e-07,7.933319359130876e-07,4.377286526142072e-07,7.290809899621356e-08,1.9348469212123692e-10,1.7157307485396602e-07,6.598041330891733e-14,1.1114194942881557e-09,4.1895054107943294e-14,3.222632596227898e-14,4.2058511687553276e-14,2.371298929404101e-15,3.604356692058229e-15,8.829334702443513e-09,9.277143690037786e-09,8.38339655375195e-15,3.250265622769256e-08,1.007424656205096e-15,1.143091211124429e-14,1.6058372855275484e-08,1.3725108344135785e-15,7.490181242660745e-18,1.8491750501576026e-11,8.445716314557911e-19,3.5589476101472177e-13,1.2469689811406362e-18,3.000702120718039e-21,4.5815898887932954e-23,9.030554311600352e-20,3.2421862692174946e-21,2.252063112162552e-13,2.7352783922829936e-21,5.3501905279395414e-20,9.807793104611276e-23,1.920124474429886e-21,4.709945571273098e-17,6.232022749490848e-23,2.9434724259064554e-16,1.379351706043498e-21,1.7908155229196455e-11,5.272091949884719e-15,4.175438943989926e-23,8.168203515280784e-22,3.663622075222091e-15,5.527947372274423e-13,9.492929951751713e-19,7.201454866886727e-19,1.8744232460905463e-21,9.791636971833218e-19,6.032689759925979e-23,2.2581786122375654e-19,2.380487108961132e-15,5.677296229239985e-23,1.1108979315175805e-21,1.0669815821851993e-15,2.227897029901965e-11,5.6027285447211366e-18,2.531427474734131e-20,5.951141914822242e-16,4.783868187361112e-13,2.0547244687808853e-16,2.785228644459782e-13,4.69378648575766e-14,4.548001991166166e-16,3.7375258946238404e-20
2.9669788714786777e-08,0.11224649830881679,0.9,0.0,0.0,0.0,0.0,0.09999201307934658,2.2441111860733907e-06,1.3533440689650892e-06,1.2737006354002771e-06,1.4706322285969526e-06,6.440586257268478e-07,1.2799177645166713e-06,1.0975446347220187e-06,1.1172142913316815e-06,1.089859246271593e-06,1.1541711725356398e-06,8.902532091387183e-07,1.0656989195782976e-06,6.093326282410113e-09,4.506716329636747e-08,1.925865641691357e-08,3.330698202938809e-09,1.11445842513844e-06,4.6042498358426275e-07,8.69886616297386e-07,4.773594434963066e-07,8.051076045705841e-08,2.0196706932221589e-10,1.8852163061841347e-07,6.957094945682397e-14,1.2113917224232116e-09,4.4032271526569183e-14,3.395037688734081e-14,4.424472387337663e-14,2.618560257010477e-15,3.923891092407211e-15,1.0097539811684663e-08,1.0639128411973735e-08,8.811102273793362e-15,3.587619373818004e-08,1.1119831184937e-15,1.2042498251976036e-14,1.7750392259373975e-08,1.5171214045763575e-15,8.168331684355009e-18,2.2233420703589344e-11,9.280095568114424e-19,4.4402079910046074e-13,1.351775697328845e-18,3.332886205080367e-21,5.327046956838416e-23,1.0384197689475151e-19,3.904443296544478e-21,2.8372497076320405e-13,3.169043061085143e-21,6.11549331911388e-20,1.1900391868699905e-22,2.298555480595967e-21,5.416045522991171e-17,7.25635054579205e-23,3.7681601708559234e-16,1.6603328331772706e-21,2.152347312046212e-11,5.7494227385626195e-15,5.064090478131092e-23,9.773756374561627e-22,3.996327154817224e-15,6.029957853771672e-13,1.1432192317961406e-18,8.668077905056499e-19,2.2595763722035072e-21,1.1803890380917948e-18,7.017330857495948e-23,2.462628113055412e-19,2.5960144176450953e-15,6.895405111591526e-23,1.33115319220238e-21,1.1588941271314091e-15,2.543257731717757e-11,6.4253389805488774e-18,2.781490253118035e-20,6.459818397451081e-16,5.192772074365094e-13,2.26290874334189e-16,3.0674281352343287e-13,5.4783288704217395e-14,4.930251213297875e-16,4.0516498301215726e-20
3.108686039946392e-08,0.11224656142395849,0.9,0.0,0.0,0.0,0.0,0.09999163061218594,2.3607504769426636e-06,1.3946801668513854e-06,1.3281852277475605e-06,1.5420166439983161e-06,6.579173787076431e-07,1.3433278406139508e-06,1.1429448713670782e-06,1.1655978533848e-06,1.141909281999982e-06,1.2130273175784699e-06,9.282805543778914e-07,1.1201022038449782e-06,6.2794389733052195e-09,4.6449606119255584e-08,1.967593608822067e-08,3.4027639473113387e-09,1.2079313768151193e-06,4.969291747286705e-07,9.495410093386857e-07,5.182438034913108e-07,8.849911828743851e-08,2.1032617427898343e-10,2.0619195348874e-07,7.318662953855223e-14,1.3143463800788538e-09,4.616939392459925e-14,3.5683367061392487e-14,4.643650652121952e-14,2.8783638748926887e-15,4.252788183985206e-15,1.1469955310709086e-08,1.2118541401529059e-08,9.238792794719152e-15,3.941751676844839e-08,1.2217411508799258e-15,1.2657260688577227e-14,1.9530808813720657e-08,1.6692859569470336e-15,8.86793371110427e-18,2.6504559855672113e-11,1.0150016462333782e-18,5.485927073979968e-13,1.4589535883562683e-18,3.684905168671157e-21,6.151337273878134e-23,1.1859602873856463e-19,4.659453118582366e-21,3.535669413319596e-13,3.646230653592219e-21,6.943406409363867e-20,1.430726296641166e-22,2.7269387470437173e-21,6.18566879887696e-17,8.391326966165613e-23,4.768981356235075e-16,1.9804300066722828e-21,2.5643840819861384e-11,6.241852444546177e-15,6.085477184420909e-23,1.1589902602837874e-21,4.3395960277555926e-15,6.547907787769759e-13,1.364308845332002e-18,1.0338827650029826e-18,2.6992253384239765e-21,1.4100899727736977e-18,8.106942327243196e-23,2.673544595082943e-19,2.818359281550483e-15,8.298170298691434e-23,1.5807955220832888e-21,1.2535359215590102e-15,2.8850573063063187e-11,7.319385404734584e-18,3.042202144658647e-20,6.980299215615564e-16,5.611164998257581e-13,2.4802082590986993e-16,3.361983616991576e-13,6.349958640487042e-14,5.321147581305793e-16,4.372879575237923e-20
3.2503932084141066e-08,0.11224662522379271,0.9,0.0,0.0,0.0,0.0,0.09999124802289297,2.478194636097675e-06,1.434462193852238e-06,1.3821410543868185e-06,1.6133880235317986e-06,6.708957482197527e-07,1.4068932922109195e-06,1.1876755936657604e-06,1.2135541370578685e-06,1.193959022106115e-06,1.2722608747174232e-06,9.659289966990504e-07,1.1747807092377937e-06,6.458554576210911e-09,4.778007468431322e-08,2.0066707914510268e-08,3.4702517285657033e-09,1.3039537334635605e-06,5.34189565940803e-07,1.0322490354810524e-06,5.603345862410812e-07,9.687413573422831e-08,2.1856202772385602e-10,2.2457347745378686e-07,7.682722929393346e-14,1.420157447744615e-09,4.8306106912915845e-14,3.742510950593042e-14,4.863364062031222e-14,3.150740941257879e-15,4.590652764720907e-15,1.2948844922099471e-08,1.37187024155371e-08,9.666405213187128e-15,4.3126603028852016e-08,1.336697991769551e-15,1.3275133151478685e-14,2.1400075342759175e-08,1.8290430914418e-15,9.588180567033324e-18,3.134997741171398e-11,1.1054959105769923e-18,6.717367310263682e-13,1.568352037525911e-18,4.057111896792679e-21,7.058799944443331e-23,1.3460816132424332e-19,5.514665202700493e-21,4.362280190226341e-13,4.168847120089873e-21,7.835353118746378e-20,1.7057365696106765e-22,3.2088170013530603e-21,7.020926691392185e-17,9.643419535001596e-23,5.97298186387145e-16,2.3427302986492842e-21,3.031039109456826e-11,6.7488132020914315e-15,7.251654971376574e-23,1.363127397322425e-21,4.693031393437583e-15,7.081197696994796e-13,1.6147437135729907e-18,1.2229810712043173e-18,3.1978476124504932e-21,1.6706064350266713e-18,9.307463130313843e-23,2.890684837097614e-19,3.0472652944734992e-15,9.902934842432887e-23,1.8619647196916262e-21,1.3508051259374747e-15,3.254054748314443e-11,8.28704958612949e-18,3.313407256066462e-20,7.511834497078507e-16,6.038444166505259e-13,2.7064905062784497e-16,3.6687154687573405e-13,7.314040411103511e-14,5.720141784894604e-16,4.700763733123907e-20
3.392100376881821e-08,0.1122466896920408,0.9,0.0,0.0,0.0,0.0,0.09999086530840992,2.59643649742292e-06,1.472748563786118e-06,1.4355744535298067e-06,1.6847365600126293e-06,6.830496478407152e-07,1.4706078879775976e-06,1.2317375057025494e-06,1.261086488106885e-06,1.2460084664846123e-06,1.3318754307292974e-06,1.0032023101401398e-06,1.2297285841277292e-06,6.630936094978615e-09,4.906052257986239e-08,2.0432655421742827e-08,3.5334522980654714e-09,1.4024183787651713e-06,5.721581187373365e-07,1.1179660237728206e-06,6.03586417455309e-07,1.0563673762927291e-07,2.2667475837609865e-10,2.4365564294478353e-07,8.049252616538207e-14,1.528704715174756e-09,5.0442116821783184e-14,3.917541765642702e-14,5.08359106529908e-14,3.4357213639128084e-15,4.937107819551991e-15,1.4536310650793585e-08,1.5442791449098478e-08,1.0093880770709864e-14,4.700340640719649e-08,1.4568521410277008e-15,1.3896049516700538e-14,2.3358635131602553e-08,1.9964305917135627e-15,1.0328295814865867e-17,3.681581712355442e-11,1.1994403876110032e-18,8.157368775836833e-13,1.6798299919167816e-18,4.449861202957466e-21,8.053824135648455e-23,1.5191759548331157e-19,6.477689416231229e-21,5.333147012017192e-13,4.738883394797442e-21,8.79268029789005e-20,2.018072950382003e-22,3.747766328990209e-21,7.923865694033621e-17,1.1019208698439358e-22,7.409891245490118e-16,2.750378485327818e-21,3.5565254877053716e-11,7.269758489555125e-15,8.575095704374769e-23,1.5912592602060677e-21,5.056250884413592e-15,7.629250636442101e-13,1.8967527027660613e-18,1.4357434731359154e-18,3.760029953648378e-21,1.9643354868974113e-18,1.0624919565844153e-22,3.1138147597177587e-19,3.2824856876288634e-15,1.172772690550336e-22,2.176827577682186e-21,1.4506037147644969e-15,3.650980733235159e-11,9.330450008605138e-18,3.594949789104408e-20,8.053722005943507e-16,6.474045079539696e-13,2.9416230031956037e-16,3.9874441076240423e-13,8.376047275275168e-14,6.126719399702492e-16,5.034879574517137e-20
3.5338075453495354e-08,0.11224675481309199,0.9,0.0,0.0,0.0,0.0,0.09999048246580688,2.715468949328763e-06,1.5095954948644798e-06,1.4884917204120284e-06,1.7560530940858818e-06,6.944314400353798e-07,1.5344654965246523e-06,1.2751318618347147e-06,1.3081982340592419e-06,1.2980576151216187e-06,1.3918744069354307e-06,1.0401042311457822e-06,1.284939994334475e-06,6.796836647903355e-09,5.0292829964527787e-08,2.0775355214068274e-08,3.5926379413654598e-09,1.5032230930447332e-06,6.107898455871118e-07,1.2066486495791058e-06,6.479556283167059e-07,1.1478781099812958e-07,2.3466459632013517e-10,2.634279058016523e-07,8.41822992897898e-14,1.6398734760205522e-09,5.2577149383772485e-14,4.093410550773105e-14,5.304310456064805e-14,3.7333338200960805e-15,5.291793568555525e-15,1.623430076563674e-08,1.7293855142945107e-08,1.0521164590189715e-14,5.10478585411038e-08,1.582201408733028e-15,1.45199438574346e-14,2.5406921950797423e-08,2.171485427288862e-15,1.1087532196961879e-17,4.294951212740825e-11,1.2967831865030313e-18,9.830377831197426e-13,1.7932553554712783e-18,4.8635097486816075e-21,9.140848835420163e-23,1.7056235108264086e-19,7.556285478248813e-21,6.465458759319255e-13,5.35831464371725e-21,9.816663728043611e-20,2.370842526758416e-22,4.347391928153537e-21,8.896469634920434e-17,1.2525388039625116e-22,9.112256428260668e-16,3.206572176749745e-21,4.14515072613043e-11,7.804162327277388e-15,1.0068672724574554e-22,1.8448651831950346e-21,5.428886505192039e-15,8.191511346607105e-13,2.2126085766392923e-18,1.6738382964711485e-18,4.390462566636271e-21,2.293728261612606e-18,1.2065425291292722e-22,3.342709081849617e-19,3.523782967472902e-15,1.3791245506835662e-22,2.5275754229882142e-21,1.552837333811468e-15,4.0765386778136865e-11,1.0451645612882698e-17,3.8866741728787045e-20,8.605304098562864e-16,6.917439083731039e-13,3.185473411610234e-16,4.3179901451226807e-13,9.541560496732528e-14,6.540398672759628e-16,5.3748312179378e-20
