Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82),S(871),S(870)
8.910709165135421e-06,0.11312960670027945,0.9,0.0,0.0,0.0,0.0,0.09718732780153201,0.0009555578935166025,2.4040158195642104e-06,1.1554878783893861e-05,3.2049722194921024e-05,8.408462906708985e-07,2.8034753038430074e-05,3.3915565748800453e-06,6.171632518895029e-06,0.00032330069797141585,0.0016506601859478747,4.606176555011383e-06,4.5076415280476355e-05,1.0823905201819428e-08,8.020966782483651e-08,2.5187148395505475e-08,4.3876873797184435e-09,3.918079670175136e-05,0.0002992664661658761,0.00374814993338503,0.0004410615687321367,0.0009149697660346247,6.30300652282277e-10,0.00033775661716846687,2.8568113991620956e-11,4.190548737575774e-08,9.254059092166985e-13,1.3848427139120219e-12,9.345814695216404e-13,2.8698324444662674e-11,1.33409642402041e-13,4.941974660706974e-06,0.0004613406483896357,1.921246875963937e-13,0.00037385076357796015,1.1174580876546097e-11,5.094987313264502e-13,0.000361459654450139,2.979297400028467e-11,7.546954251669328e-15,0.0002860703858186014,1.6622031664325656e-15,0.0001615553900112049,8.785359900207528e-16,2.0138034636874237e-15,7.8770280202012955e-16,4.0541632027987213e-14,4.068304551042781e-14,0.00010375086204546825,2.398722411534488e-15,1.679344935597439e-14,2.4041040523927376e-15,1.6846263588866137e-14,2.1152428190422142e-11,2.0967859236911396e-15,2.7796979401501407e-05,1.5857303916826038e-14,5.310370702270711e-05,5.3124009236606076e-12,9.38064224592575e-16,6.568243206135227e-15,3.709151286766487e-12,5.596647693123886e-10,1.1916189098277244e-11,8.2738823964953e-12,4.220563965001684e-14,2.2058143962154465e-11,1.1316410831884612e-15,2.2753726494921836e-16,2.3986876624699388e-12,2.4960362394568023e-15,1.7481386985773024e-14,9.668589262678439e-13,8.712723216456219e-06,3.205467971855021e-13,4.9833365979547024e-17,4.2933011209454853e-13,3.451208501838335e-10,4.235613469190149e-13,5.741501193926976e-10,3.584442620402879e-06,3.204647137228079e-13,2.633486394319013e-17
8.952209579060015e-06,0.11313330686299311,0.9,0.0,0.0,0.0,0.0,0.09717507433517822,0.0009592458285101655,2.403750129591757e-06,1.1540341847243556e-05,3.204566859851446e-05,8.407461626101011e-07,2.8010872201327897e-05,3.39115547044127e-06,6.171120733531353e-06,0.0003247475125707845,0.0016579905311532998,4.6057316022673345e-06,4.507085731224423e-05,1.0822708967081557e-08,8.020080311111506e-08,2.518414910593133e-08,4.387231580198645e-09,3.9076141496663815e-05,0.00030064392271442566,0.0037641227890140485,0.000443053176946713,0.0009178708198541905,6.302381821708053e-10,0.00033932117650181036,2.8673817760606987e-11,4.178690845911676e-08,9.25141954782492e-13,1.384452109746492e-12,9.336371143070019e-13,2.878474555643487e-11,1.3303497486681356e-13,4.928550469151916e-06,0.00046282105265514146,1.9210127283970384e-13,0.0003753633622832819,1.1218011653457118e-11,5.094369972588779e-13,0.00036282118599826723,2.990044846804226e-11,7.581032292393118e-15,0.00028807453591352323,1.6699026365384124e-15,0.00016265884895151018,8.825796444218533e-16,2.0304868562556387e-15,7.943761476154374e-16,4.088053490977783e-14,4.099498645644895e-14,0.00010454473755287861,2.4190552910000046e-15,1.6935303616049995e-14,2.4228192296691852e-15,1.6976908933577983e-14,2.1329249475320694e-11,2.113961616130542e-15,2.8138508878372055e-05,1.5992832963033982e-14,5.349534362521017e-05,5.3363890076069854e-12,9.461915945262007e-16,6.624956234702332e-15,3.725900062947822e-12,5.62191951203815e-10,1.2007557508678095e-11,8.344597512988564e-12,4.255452465133518e-14,2.2240483488188847e-11,1.1402333913205427e-15,2.285647067354393e-16,2.4095189084226763e-12,2.516961679096351e-15,1.762742517556503e-14,9.712104910495285e-13,8.793142433918813e-06,3.2109920778726065e-13,5.006420455950595e-17,4.3130631287239854e-13,3.4670943685934734e-10,4.2552352206383255e-13,5.768099067171187e-10,3.628580035769939e-06,3.2193974114345594e-13,2.6456077426484062e-17
8.99370999298461e-06,0.11313700374373953,0.9,0.0,0.0,0.0,0.0,0.09716282619329682,0.000962927945218092,2.4034844832254396e-06,1.1525916385152311e-05,3.2041616840817954e-05,8.406460693510638e-07,2.7987174359949894e-05,3.3907544947926463e-06,6.170609847435057e-06,0.00032619393124384344,0.0016653165488894647,4.605286945019704e-06,4.506529820064715e-05,1.0821512928650407e-08,8.019193985485236e-08,2.5181150858211053e-08,4.386775788903837e-09,3.897230925738777e-05,0.00030202120518823107,0.003780084260375283,0.0004450441509653997,0.0009207599917536423,6.301757137827848e-10,0.00034088554527853784,2.877931534065606e-11,4.166924974133752e-08,9.24878172777435e-13,1.384061649811175e-12,9.326991888776947e-13,2.8870767999409267e-11,1.3266321316981e-13,4.915232669772505e-06,0.00046429759513703245,1.9207787156421332e-13,0.00037687270827076397,1.1261331949573281e-11,5.093752520208972e-13,0.00036417666578097356,3.000739150211846e-11,7.615099481906974e-15,0.0002900828871663658,1.6776011694636403e-15,0.00016376350967909505,8.866227879547457e-16,2.0472205063822544e-15,8.010683595078679e-16,4.122052227774055e-14,4.130747927041181e-14,0.00010534053789755486,2.439456587827109e-15,1.707763279391091e-14,2.4415708829811907e-15,1.7107806485913885e-14,2.1506636560667593e-11,2.131165363806423e-15,2.8482185534018568e-05,1.6128770620841232e-14,5.3889001402289585e-05,5.360369452928858e-12,9.54344838892148e-16,6.6818487704101885e-15,3.742643505746108e-12,5.647183283542341e-10,1.2099087629728196e-11,8.415525848201014e-12,4.290404908386438e-14,2.2423157267384535e-11,1.1488391372826455e-15,2.2959182134918414e-16,2.420346705337698e-12,2.5379292895140545e-15,1.777375458392317e-14,9.755607120812343e-13,8.873922668132763e-06,3.2165025051781536e-13,5.029501502427993e-17,4.3328226390901376e-13,3.4829782277810334e-10,4.2748545821103594e-13,5.794693700731159e-10,3.673042554160973e-06,3.2341458215888883e-13,2.6577275591535284e-17
9.035210406909204e-06,0.11314069735925121,0.9,0.0,0.0,0.0,0.0,0.09715058334453437,0.0009666042494086614,2.4032188804971923e-06,1.151160101004364e-05,3.2037566913344175e-05,8.405460107187104e-07,2.7963657203229225e-05,3.3903536473605826e-06,6.170099856696542e-06,0.00032763995505326153,0.00167263826996674,4.604842581803406e-06,4.5059738104135886e-05,1.0820317086682318e-08,8.018307805523177e-08,2.517815364778435e-08,4.386320031762573e-09,3.8869290013728354e-05,0.00030339831366495216,0.003796034444970506,0.0004470344910436782,0.00092363732874409,6.301132562682609e-10,0.00034244972357032257,2.888460701271065e-11,4.155250015352878e-08,9.246145546417648e-13,1.3836713287189522e-12,9.31767597322163e-13,2.8956393538430005e-11,1.3229431364121445e-13,4.902019958881613e-06,0.0004657703062599734,1.9205448370102639e-13,0.00037837880611561937,1.1304541971458008e-11,5.093134973647061e-13,0.0003655260956599467,3.011380356049466e-11,7.649155824575363e-15,0.00029209542948713707,1.685298765549604e-15,0.00016486936383608647,8.906654208454433e-16,2.0640041683326404e-15,8.077792994947487e-16,4.156159079285542e-14,4.1620515531192017e-14,0.00010613825666258113,2.459926121752979e-15,1.722043563459018e-14,2.4603585238777537e-15,1.7238952846477492e-14,2.168458769762644e-11,2.1483965652254547e-15,2.8828007130983333e-05,1.6265114608719764e-14,5.428468448318696e-05,5.384342262701053e-12,9.625238293789667e-16,6.7389199197230675e-15,3.759381617309168e-12,5.672439010879129e-10,1.2190777011255246e-11,8.486666216154706e-12,4.3254201726283094e-14,2.260615945145024e-11,1.1574580454304053e-15,2.3061860892222696e-16,2.431171054604288e-12,2.558938414749287e-15,1.792037064270637e-14,9.79909589466374e-13,8.955063807047057e-06,3.222004012752212e-13,5.0525797384389023e-17,4.352579653159129e-13,3.4988600802969727e-10,4.2944715545051583e-13,5.821285095825654e-10,3.7178308373952456e-06,3.2488923685220046e-13,2.669845844516957e-17
9.076710820833798e-06,0.11314438772665626,0.9,0.0,0.0,0.0,0.0,0.09713834575803,0.0009702747468811991,2.4029533214124933e-06,1.149739436551e-05,3.203351880748653e-05,8.40445986527853e-07,2.7940318473100847e-05,3.3899529275765603e-06,6.169590757445644e-06,0.00032908558504271296,0.0016799557247173435,4.6043985111716806e-06,4.5054177170743814e-05,1.0819121441169801e-08,8.017421770908887e-08,2.5175157469674137e-08,4.385864359681753e-09,3.8767074021595246e-05,0.0003047752482216243,0.00381197343866908,0.0004490241974358194,0.0009265028774203246,6.30050792526419e-10,0.00034401371144836306,2.898969302353779e-11,4.143664721088878e-08,9.243511196906284e-13,1.3832811731352223e-12,9.308422996527132e-13,2.9041623547419244e-11,1.3192826406373828e-13,4.88891106161999e-06,0.0004672392159720595,1.9203110920189494e-13,0.00037988166040872975,1.134764186647074e-11,5.092517349544421e-13,0.00036686947780589937,3.021968494892847e-11,7.683201324749365e-15,0.0002941121527725844,1.69299542515068e-15,0.0001659764031663483,8.94707543318999e-16,2.0808378478588837e-15,8.14508993158261e-16,4.19037354172644e-14,4.193409708908394e-14,0.00010693788743223249,2.4804636115119267e-15,1.736371017413304e-14,2.4791822741500104e-15,1.7370348869539114e-14,2.1863100323453797e-11,2.165655048475859e-15,2.9175971368921948e-05,1.6401863727954126e-14,5.468239684857748e-05,5.408307439992299e-12,9.707285028979296e-16,6.796169242649265e-15,3.776114399779313e-12,5.697686697276093e-10,1.2282626029303557e-11,8.558017948828934e-12,4.3604975122809574e-14,2.278948598514541e-11,1.1660903229853675e-15,2.31645069585809e-16,2.4419919576056455e-12,2.5799886403258388e-15,1.806727046591742e-14,9.842571233284742e-13,9.036565738622852e-06,3.2274846599099146e-13,5.075655165048204e-17,4.372334172034902e-13,3.514739927029991e-10,4.314086138716131e-13,5.847873253664998e-10,3.7629455403133357e-06,3.263637053060617e-13,2.6819625994187705e-17
9.118211234758392e-06,0.11314807486203081,0.9,0.0,0.0,0.0,0.0,0.0971261134032439,0.0009739394434498886,2.4026878060052596e-06,1.148329511553952e-05,3.202947251457219e-05,8.403459966335424e-07,2.7917155946458154e-05,3.389552334886814e-06,6.1690825458367335e-06,0.00033053082224310866,0.0016872689431585363,4.603954731689817e-06,4.504861554186073e-05,1.0817925992256176e-08,8.016535882107843e-08,2.517216231841335e-08,4.385408724087006e-09,3.8665651667810016e-05,0.0003061520089349381,0.0038279013362656333,0.0004510132703952352,0.0009293566841007211,6.29988313901149e-10,0.0003455775089835145,2.909457363946293e-11,4.132168046982052e-08,9.240878735046258e-13,1.382891194868135e-12,9.299232308999027e-13,2.912645958472101e-11,1.3156503702574334e-13,4.875904721864273e-06,0.00046870435390833576,1.9200774800751582e-13,0.0003813812757510373,1.1390631812044522e-11,5.091899663650427e-13,0.0003682068145929793,3.0325036074313865e-11,7.717235986761756e-15,0.000296133046916596,1.7006911486119316e-15,0.0001670846194843382,8.987491555989257e-16,2.0977214214667372e-15,8.212573843809019e-16,4.2246951933832224e-14,4.224822064356749e-14,0.00010773942379402985,2.5010688261721038e-15,1.7507454802584744e-14,2.4980419428545795e-15,1.7501993230263092e-14,2.2042172231443603e-11,2.182940438318658e-15,2.9526075905904932e-05,1.653901628413879e-14,5.5082142380820627e-05,5.432264987856708e-12,9.789587651948158e-16,6.853596082786808e-15,3.792841855287717e-12,5.722926345947411e-10,1.2374633734167469e-11,8.629580166137598e-12,4.395636039848875e-14,2.2973132245353083e-11,1.174735930578692e-15,2.326712034706815e-16,2.4528094157200485e-12,2.6010794461220025e-15,1.821445043263585e-14,9.886033137892193e-13,9.118428350829789e-06,3.232941042027577e-13,5.098727783305682e-17,4.3920861968167236e-13,3.5306177688641446e-10,4.3336983356320847e-13,5.87445817545378e-10,3.808387313121686e-06,3.2783798760264814e-13,2.6940778245344695e-17
9.159711648682986e-06,0.11315175878225132,0.9,0.0,0.0,0.0,0.0,0.09711388625006835,0.0009775983449615694,2.402422334282158e-06,1.1469301951470714e-05,3.202542802585385e-05,8.402460408914135e-07,2.7894167446226854e-05,3.389151868725488e-06,6.1685752180584455e-06,0.0003319756676688346,0.0016945779548841837,4.603511241939253e-06,4.504305335031226e-05,1.0816730740021496e-08,8.015650139497138e-08,2.516916818924912e-08,4.38495307030567e-09,3.85650135411346e-05,0.0003075285958810451,0.0038438182311116256,0.0004530017101742783,0.0009321987947412663,6.29925848148885e-10,0.00034714111624615477,2.9199249173322875e-11,4.1207591567743466e-08,9.238247844482917e-13,1.3825013618328114e-12,9.290102553478772e-13,2.9210903696070236e-11,1.3120456507943372e-13,4.862999709146283e-06,0.0004701657492821998,1.919844000298029e-13,0.0003828776567577632,1.1433512065115515e-11,5.091281930353024e-13,0.0003695381086746385,3.0429857604162884e-11,7.75125981491772e-15,0.00029815810179733383,1.7083859362560031e-15,0.00016819400469265627,9.02790257906121e-16,2.1146544333329308e-15,8.28024199773709e-16,4.2591238422341193e-14,4.2562869294490206e-14,0.00010854285933442014,2.5217416706436024e-15,1.7651668863320014e-14,2.5169365327878057e-15,1.763387898349852e-14,2.2221802327747553e-11,2.200251789508257e-15,2.9878318343465356e-05,1.667656914102403e-14,5.5483924828747056e-05,5.456214909324333e-12,9.87214435428462e-16,6.911199181571907e-15,3.809563985950926e-12,5.748157960094199e-10,1.2466795407635123e-11,8.701351291283141e-12,4.4308343617696754e-14,2.315709117073297e-11,1.1833941895150625e-15,2.336970107069275e-16,2.463623430319344e-12,2.622209990804017e-15,1.8361904684461644e-14,9.929481609597462e-13,9.200651531649957e-06,3.238391941323824e-13,5.121797594227605e-17,4.4118357285994334e-13,3.546493606677557e-10,4.3533081461352557e-13,5.901039862389004e-10,3.854156799644024e-06,3.2931208382323184e-13,2.7061915205308338e-17
9.20121206260758e-06,0.11315543950303371,0.9,0.0,0.0,0.0,0.0,0.09710166426866945,0.0009812514572705953,2.4021569063027925e-06,1.1455413581259915e-05,3.202138533255554e-05,8.401461191127254e-07,2.7871350824224283e-05,3.3887515285569885e-06,6.168068770319727e-06,0.00033342012232338055,0.0017018827892239766,4.603068040511463e-06,4.50374907238723e-05,1.0815535684734048e-08,8.014764542568719e-08,2.5166175078551342e-08,4.384497499007745e-09,3.8465150329060166e-05,0.0003089050091356397,0.003859724215661312,0.00045498951702453564,0.0009350292550663074,6.298634008868077e-10,0.00034870453330639717,2.930371989645866e-11,4.109436891038196e-08,9.235618514970497e-13,1.3821116754397743e-12,9.281032969511552e-13,2.929495749315964e-11,1.3084681557124845e-13,4.850194807766302e-06,0.00047162343104567697,1.9196106520423069e-13,0.00038437080805235716,1.147628281648913e-11,5.090664163791463e-13,0.0003708633628761708,3.053415002779512e-11,7.785272813517464e-15,0.0003001873072963384,1.7160797884213256e-15,0.00016930455075646399,9.06830850461282e-16,2.1316367125783866e-15,8.348093478823791e-16,4.293659114120144e-14,4.2878037597303644e-14,0.00010934818764484389,2.542481939094333e-15,1.7796350921317932e-14,2.535865737019427e-15,1.7766003994409058e-14,2.2401988701772192e-11,2.2175886220545268e-15,3.0232696247986685e-05,1.6814520307678198e-14,5.588774785767529e-05,5.480157207425459e-12,9.954954035797908e-16,6.96897777248573e-15,3.826280793886519e-12,5.773381542911638e-10,1.2559109348802507e-11,8.773330258790381e-12,4.466091444905404e-14,2.334135726192758e-11,1.1920649652803477e-15,2.3472249142433845e-16,2.4744340027717767e-12,2.643379684820523e-15,1.850962911555904e-14,9.97291664968843e-13,9.283235169073746e-06,3.2438373656243067e-13,5.1448645988485227e-17,4.4315827684700754e-13,3.562367441344042e-10,4.3729155711051627e-13,5.927618315662868e-10,3.900254639708883e-06,3.3078599404887227e-13,2.7183036880740088e-17
9.242712476532174e-06,0.11315911704092227,0.9,0.0,0.0,0.0,0.0,0.09708944742962172,0.0009848987862678378,2.4018915220818126e-06,1.14416287384856e-05,3.201734442585358e-05,8.400462311173974e-07,2.784870397482253e-05,3.388351313841814e-06,6.167563198862231e-06,0.00033486418719503707,0.001709183475110474,4.602625126013009e-06,4.503192778277913e-05,1.0814340826378695e-08,8.013879090968294e-08,2.5163182981125195e-08,4.384042075391457e-09,3.83660529202982e-05,0.0003102812487739312,0.0038756193810162124,0.00045697669119660575,0.0009378481104655872,6.298009256329902e-10,0.00035026776023397297,2.940798601945173e-11,4.098199916528518e-08,9.232991245660553e-13,1.3817221972307208e-12,9.272023804299767e-13,2.9378621895717746e-11,1.304918120773786e-13,4.837488826399318e-06,0.0004730774277553834,1.9193774350479628e-13,0.0003858607342721801,1.1518944149055288e-11,5.090046377796316e-13,0.0003721825802896761,3.063791352990247e-11,7.819274986857413e-15,0.00030222065327559965,1.7237727054721495e-15,0.0001704162497211005,9.108709334851107e-16,2.1486685416578686e-15,8.416130348227844e-16,4.328300320818988e-14,4.3193738731532546e-14,0.0001101554023133153,2.5632892405777712e-15,1.794149824277467e-14,2.5548303492466056e-15,1.7898373800805453e-14,2.2582727903319333e-11,2.234951242935037e-15,3.0589207132168406e-05,1.6952869793532616e-14,5.629361500598262e-05,5.504091885193868e-12,1.0038016790372542e-15,7.026931919587833e-15,3.8429922812108e-12,5.798597097580637e-10,1.2651579063887254e-11,8.845516982420447e-12,4.5014069740277406e-14,2.3525928532249323e-11,1.2007489959186388e-15,2.3574764575236087e-16,2.4852411344411207e-12,2.6645883866363165e-15,1.865762274153443e-14,1.0016338259748645e-12,9.366179151104684e-06,3.2492470883411484e-13,5.1679287982334476e-17,4.4513273175037874e-13,3.5782392737310985e-10,4.392520611417294e-13,5.954193536460327e-10,3.946681466979913e-06,3.3225971836055336e-13,2.730414327831275e-17
9.284212890456768e-06,0.11316279141141529,0.9,0.0,0.0,0.0,0.0,0.09707723570378567,0.0009885403378547548,2.4016261816454404e-06,1.1427946174539572e-05,3.201330529690528e-05,8.399463768241768e-07,2.782622482332499e-05,3.3879512240520744e-06,6.167058499950544e-06,0.00033630786326040163,0.001716480041189449,4.602182497061307e-06,4.502636464207896e-05,1.0813146165130533e-08,8.012993786290781e-08,2.516019189086525e-08,4.383586580970867e-09,3.8267712302778424e-05,0.0003116573148709377,0.0038915038173060338,0.0004589632329402864,0.000940655406080331,6.297384449940881e-10,0.00035183079709824973,2.95120478644832e-11,4.087047643496691e-08,9.23036568508025e-13,1.3813328929184165e-12,9.263073676736316e-13,2.946189898417788e-11,1.3013948366722407e-13,4.824880589523101e-06,0.00047452776768435205,1.9191443483991703e-13,0.00038734744006372295,1.1561496328849206e-11,5.089428584718273e-13,0.00037349576419599387,3.074114884605852e-11,7.85326633919812e-15,0.0003042581295989834,1.7314646877240877e-15,0.0001715290936987603,9.149105071948757e-16,2.1657494233379133e-15,8.484349648098144e-16,4.3630472888406824e-14,4.350995434725782e-14,0.00011096449693231824,2.5841634939092873e-15,1.808711026996337e-14,2.5738292734505553e-15,1.8030980770261698e-14,2.2764018857346096e-11,2.2523386685753642e-15,3.094784847032257e-05,1.7091614397923616e-14,5.670152972056604e-05,5.528018945627604e-12,1.0121330746078002e-15,7.085060320729286e-15,3.859698450015274e-12,5.823804627265496e-10,1.2744199608678947e-11,8.917909901796149e-12,4.536779590038316e-14,2.3710798287438235e-11,1.2094455260406702e-15,2.367724738197451e-16,2.496044826685259e-12,2.685835249452157e-15,1.8805879667790788e-14,1.0059746441004918e-12,9.449483365756143e-06,3.254642568574089e-13,5.19099019338077e-17,4.4710693767778133e-13,3.594109104702475e-10,4.412123267941024e-13,5.980765525961097e-10,3.993437910690595e-06,3.337332568382935e-13,2.7425234404589385e-17
9.325713304381363e-06,0.11316646263045446,0.9,0.0,0.0,0.0,0.0,0.0970650290623962,0.00099217611795487,2.4013608850378864e-06,1.1414364663141202e-05,3.200926793684905e-05,8.398465560343734e-07,2.780391133338635e-05,3.387551258667437e-06,6.166554669878741e-06,0.00033775115148174735,0.0017237725157453418,4.601740152287416e-06,4.5020801410460854e-05,1.0811951701210846e-08,8.012108627697574e-08,2.5157201804927134e-08,4.383131153665601e-09,3.8170119621395345e-05,0.00031303320750096205,0.003907377613437061,0.000460949142504408,0.0009434511867445171,6.296759806428955e-10,0.0003533936439682139,2.961590572059508e-11,4.075978996478129e-08,9.227741681150047e-13,1.380943746073507e-12,9.254181587041104e-13,2.954479052555655e-11,1.2978978402987956e-13,4.8123689418961615e-06,0.00047597447874768564,1.9189113913396694e-13,0.0003888309300855822,1.1603939577164272e-11,5.088810796392385e-13,0.0003748029181169904,3.0843856613493226e-11,7.887246874789255e-15,0.0003062997261245386,1.7391557355027555e-15,0.00017264307488115167,9.18949571806933e-16,2.1828790644723304e-15,8.552749652006536e-16,4.3978997352235725e-14,4.382667394859912e-14,0.00011177546509627817,2.6051045461732808e-15,1.8233185938885534e-14,2.592861906118417e-15,1.816382070006552e-14,2.2945860114178732e-11,2.269750205405494e-15,3.1308617688089803e-05,1.723075158023778e-14,5.711149533229063e-05,5.551938391719485e-12,1.02048944773764e-15,7.143361983023037e-15,3.8763993023928884e-12,5.849004135127637e-10,1.2836967839290477e-11,8.990507674472151e-12,4.5722080595723545e-14,2.3895960018116416e-11,1.2181541842758873e-15,2.377969757548149e-16,2.50684508085719e-12,2.707119562238487e-15,1.8954394942156353e-14,1.0103141194828757e-12,9.533147701054519e-06,3.2600321186450336e-13,5.2140487852984446e-17,4.490808947360909e-13,3.609976935116376e-10,4.4317235415415446e-13,6.007334285338458e-10,4.040524594398802e-06,3.352066095615394e-13,2.7546310266094093e-17
9.367213718305957e-06,0.11317013071384018,0.9,0.0,0.0,0.0,0.0,0.09705282747703188,0.0009958061325234665,2.401095632254009e-06,1.1400882999077015e-05,3.200523233680996e-05,8.397467685846479e-07,2.778176150384651e-05,3.3871514171612986e-06,6.166051704969039e-06,0.00033919405280855675,0.0017310609267263506,4.601298090335079e-06,4.501523819086977e-05,1.0810757434569544e-08,8.011223615041784e-08,2.5154212718467467e-08,4.382675814744958e-09,3.807326618564854e-05,0.00031440892673794996,0.003923240857175227,0.0004629344201369563,0.0009462354970128054,6.296135170415431e-10,0.00035495630091252306,2.9719559841988786e-11,4.0649928993345104e-08,9.225119395964777e-13,1.38055477877563e-12,9.245347165529097e-13,2.962729786689282e-11,1.2944270106852277e-13,4.799952748205378e-06,0.00047741758852650195,1.9186785633497137e-13,0.0003903112090083371,1.1646274049460285e-11,5.088193024342461e-13,0.0003761040458039361,3.09460372843124e-11,7.921216597874037e-15,0.00030834543269431697,1.746845849149007e-15,0.0001737581855281859,9.229881275373188e-16,2.2000574449019333e-15,8.621330453340832e-16,4.432857180182245e-14,4.414389839511974e-14,0.00011258830039661576,2.6261121302891226e-15,1.8379723385317773e-14,2.611928307345763e-15,1.8296894014548797e-14,2.3128249217042834e-11,2.2871856507184633e-15,3.1671512165229575e-05,1.7370280068125005e-14,5.752351506283099e-05,5.575850226461549e-12,1.0288707301895534e-15,7.201836430839305e-15,3.893094840432073e-12,5.874195624314123e-10,1.292988389043436e-11,9.063309606421862e-12,4.6076916336989594e-14,2.4081409697884736e-11,1.2268751268347509e-15,2.3882115168555815e-16,2.5176418983058744e-12,2.728440901180751e-15,1.9103165614507452e-14,1.0146522522784537e-12,9.617172045039173e-06,3.265405744504065e-13,5.237104575011553e-17,4.5105460303126885e-13,3.6258427658256673e-10,4.4513214330803167e-13,6.033899815759543e-10,4.087942136251717e-06,3.3667977660962436e-13,2.7667370869352208e-17
9.428441111008003e-06,0.1131755367053992,0.9,0.0,0.0,0.0,0.0,0.09703483511236934,0.0010011511380820734,2.40070437323055e-06,1.1381172719641898e-05,3.199928163291921e-05,8.395996083684415e-07,2.7749377567058278e-05,3.386561738463486e-06,6.165311230689245e-06,0.00034132212434659056,0.0017418064795462938,4.600646410409796e-06,4.500703075535368e-05,1.0808995840923235e-08,8.009918184488931e-08,2.514980460163393e-08,4.382004071576104e-09,3.7931705781795e-05,0.0003164382696007409,0.003946625515604714,0.00046586223448886495,0.0009503224616530856,6.295213479075419e-10,0.00035726141102773983,2.9872113900491453e-11,4.0489334316572847e-08,9.221253836389358e-13,1.3799812634346897e-12,9.232417385955206e-13,2.974832624844617e-11,1.2893535721959568e-13,4.781806526147417e-06,0.0004795401538120769,1.9183352963108907e-13,0.00039248927631144436,1.1708533728501187e-11,5.087281650456953e-13,0.00037801266147536455,3.109582762278389e-11,7.971313895318177e-15,0.0003113710373229998,1.7581897082757443e-15,0.00017540540367508582,9.289454583282236e-16,2.225490172341298e-15,8.722839480494297e-16,4.484622315777502e-14,4.461282727841346e-14,0.00011379090802524047,2.657226567120731e-15,1.8596756503184263e-14,2.6401189928246267e-15,1.8493645782119807e-14,2.3398331792354477e-11,2.3129517681518404e-15,3.221078147529776e-05,1.757684346846085e-14,5.8135143349177165e-05,5.611114519876811e-12,1.0412812855473989e-15,7.288420443673333e-15,3.917716805179737e-12,5.911347104978589e-10,1.3067234648548648e-11,9.1710884160643e-12,4.660140878932132e-14,2.4355527955162818e-11,1.2397638011757039e-15,2.4033156863672846e-16,2.5335646471261567e-12,2.7599637250464313e-15,1.9323112266114074e-14,1.0210500398736404e-12,9.741794005246365e-06,3.273300072344899e-13,5.2711146847082694e-17,4.539660479920989e-13,3.6492466766174615e-10,4.480230719803385e-13,6.073087221933648e-10,4.158504769576661e-06,3.388528661139959e-13,2.7845949073827224e-17
9.489668503710049e-06,0.11318093595463607,0.9,0.0,0.0,0.0,0.0,0.09701685360253381,0.0010064836264216312,2.400313209665953e-06,1.1361673447797528e-05,3.199333471213119e-05,8.394525199283205e-07,2.771733936689945e-05,3.385972326636139e-06,6.1645726199661945e-06,0.00034344935876154506,0.0017525433352481058,4.59999533888185e-06,4.499882385551411e-05,1.0807234677015449e-08,8.008613072207226e-08,2.514539863563144e-08,4.381332466838502e-09,3.7791708773403925e-05,0.000318467235444099,0.00396998766880813,0.0004687886746816008,0.0009543846970981806,6.294291874760581e-10,0.00035956610810995693,3.002422600192924e-11,4.03304865400862e-08,9.217391883721392e-13,1.379408140574538e-12,9.219609285992298e-13,2.9868526907973655e-11,1.284335364946266e-13,4.763862112215356e-06,0.000481655026270949,1.9179923066419087e-13,0.0003946603794659312,1.1770557695677132e-11,5.086370367935085e-13,0.00037990818228192933,3.124447388396859e-11,8.021387680532271e-15,0.000314405533259388,1.769531535899206e-15,0.00017705503916287424,9.34901682617322e-16,2.2510279727537026e-15,8.824736657018914e-16,4.5366140342712215e-14,4.508282280950395e-14,0.00011499754521948131,2.688484752084372e-15,1.8814787306782677e-14,2.668381307167106e-15,1.8690892517443246e-14,2.3669596553960675e-11,2.338767317626959e-15,3.2754662217683947e-05,1.778424793450717e-14,5.8751259173533804e-05,5.646362262120285e-12,1.0537454605679436e-15,7.375376377739365e-15,3.942327213694539e-12,5.948481148727455e-10,1.3204897835333023e-11,9.279306070840056e-12,4.712704762295416e-14,2.4630245357411242e-11,1.2526783132150294e-15,2.418412766790943e-16,2.5494799226612233e-12,2.7915640252210483e-15,1.954359313299242e-14,1.0274449059740502e-12,9.867198971759566e-06,3.281166511981202e-13,5.305118700419035e-17,4.568769520515951e-13,3.672646239325051e-10,4.5091348262359105e-13,6.112267606068614e-10,4.2297908480067114e-06,3.410255518930489e-13,2.8024494101322146e-17
