Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642)
7.862101295191404e-07,0.11230891988793386,0.9,0.0,0.0,0.0,0.0,0.09976444438612894,9.968961327122303e-05,2.4503253310644107e-06,1.2314010754539363e-05,2.390439898335975e-05,8.607120337101303e-07,2.4801903688106058e-05,3.4698974415412726e-06,6.2696099365334145e-06,2.9022712754142983e-05,8.5522341589373e-05,4.683534926035448e-06,2.6837181866669156e-05,1.1032403522757355e-08,8.175476550301279e-08,2.5782215659954403e-08,4.462078618143044e-09,6.383597604499254e-05,2.609062485451478e-05,0.00020997088125083126,3.854516713874861e-05,4.847850786604832e-05,6.395826156733331e-10,2.7680653851300833e-05,3.081787188520395e-12,7.05784343895606e-08,7.136972290152842e-13,8.525427414786253e-13,8.549360410220377e-13,1.5722702776962835e-12,2.24011696397431e-13,6.896523586523031e-06,2.4428398700621726e-05,1.4322039205230324e-13,1.8678136963810224e-05,5.772908728037394e-13,3.032630438603551e-13,1.3460184641497838e-05,1.14718429713441e-12,6.634387046678832e-16,1.8997027143233162e-06,1.3626834842962736e-16,4.711005199672385e-07,7.66031849150993e-17,1.096463060021606e-17,2.0539112418682325e-18,3.723269445736537e-16,1.8975252970623627e-16,2.9699084596075793e-07,2.065892801520402e-17,1.5385600092021463e-16,1.0515508734824129e-17,7.838529106659906e-17,1.942583730897033e-13,4.075015183970898e-18,4.0678567894224505e-09,6.974247406001993e-17,9.496649224244768e-07,4.642600278956767e-13,3.869032729949556e-18,2.881861478628525e-17,3.2411991135456673e-13,4.890566058017917e-11,5.557859249383123e-14,3.638954400608885e-14,1.3835284615309492e-16,7.230715014507892e-14,3.129213454269351e-18,1.9884892560075612e-17,2.0962611610144845e-13,7.673200844439763e-18
7.955448304046708e-07,0.11230986261952126,0.9,0.0,0.0,0.0,0.0,0.09976140425566382,0.0001009554853667342,2.4503060927919065e-06,1.2399344722365071e-05,2.4041604955754743e-05,8.606930757762214e-07,2.4974072668261957e-05,3.4698262056564716e-06,6.271173022676143e-06,2.9371098190387028e-05,8.706100886835513e-05,4.684591337978651e-06,2.7042716600750262e-05,1.1032316939801477e-08,8.175412360514971e-08,2.5781648287821586e-08,4.462074545153117e-09,6.431541419977388e-05,2.6408785684312517e-05,0.00021364666186507835,3.9024707701460786e-05,4.945645836894829e-05,6.395859770406811e-10,2.8041257158313098e-05,3.1207988354332427e-12,7.110617348218954e-08,7.177657862727349e-13,8.590386203612407e-13,8.608373459558032e-13,1.6039251359076226e-12,2.2568563605096996e-13,6.9691446056365154e-06,2.496613504605659e-05,1.4404245410129114e-13,1.9043546471499878e-05,5.885618199139286e-13,3.055856166630491e-13,1.3748854245166767e-05,1.1717414805517912e-12,6.716924023642069e-16,1.9657828055859605e-06,1.3804330518225358e-16,4.910517595124611e-07,7.753727254285299e-17,1.130353895402103e-17,2.131750580935996e-18,3.8174299233945593e-16,1.9598700640252993e-16,3.0942129221192505e-07,2.1193612863914443e-17,1.5771006144782528e-16,1.086729743836623e-17,8.094097847513478e-17,1.9917104821711637e-13,4.2372608087800614e-18,4.289092297746016e-09,7.199087729651019e-17,9.778421388053476e-07,4.700358924204442e-13,3.996079735478658e-18,2.974043743286754e-17,3.28152697570304e-13,4.951415783469966e-11,5.740468391567702e-14,3.7562699653240714e-14,1.4307695146238032e-16,7.477611895298781e-14,3.2497460882473434e-18,2.013228058040457e-17,2.122340771224688e-13,7.939800070789923e-18
8.048795312902011e-07,0.11231080789444242,0.9,0.0,0.0,0.0,0.0,0.09975836024575406,0.00010222016861250735,2.4502870094078174e-06,1.2483825506894688e-05,2.417668728799652e-05,8.606741155823919e-07,2.5144556131063417e-05,3.469754835086224e-06,6.272625912781314e-06,2.9719586011068336e-05,8.860793034824606e-05,4.6855732341797656e-06,2.7246045553924077e-05,1.1032231067293537e-08,8.175348678794562e-08,2.578107969116124e-08,4.462070783843842e-09,6.478789293744916e-05,2.6726936341454012e-05,0.00021733972233259347,3.950422976205184e-05,5.044070750900566e-05,6.395893711341702e-10,2.840185152542863e-05,3.159770497790226e-12,7.162616906858244e-08,7.217705682317388e-13,8.654638734880049e-13,8.66680039375015e-13,1.6357816924495647e-12,2.2733500900729779e-13,7.0408546089414385e-06,2.5507865456819073e-05,1.4485179278243262e-13,1.941090830599928e-05,5.998921895217344e-13,3.078832640792844e-13,1.403970174704773e-05,1.1964822819430538e-12,6.799457878766694e-16,2.0331944533776356e-06,1.3981821960972376e-16,5.115539258440812e-07,7.847132788511718e-17,1.1648398983570557e-17,2.2114625442757762e-18,3.91272465000489e-16,2.0234176097902581e-16,3.22187471482507e-07,2.1734845043314196e-17,1.6161266030382538e-16,1.1226005345499884e-17,8.354569645510059e-17,2.041429287583181e-13,4.4037415660544394e-18,4.519279649264087e-09,7.428059223552039e-17,1.0064284123678265e-06,4.758115340685877e-13,4.125509890428084e-18,3.0679105916420886e-17,3.32185328167549e-13,5.0122631612766316e-11,5.92659894399008e-14,3.8757394338461276e-14,1.4789764109782896e-16,7.729555029476663e-14,3.3732834318594923e-18,2.0379659058752344e-17,2.1484193752602017e-13,8.21195379258162e-18
8.142142321757314e-07,0.112311755675804,0.9,0.0,0.0,0.0,0.0,0.0997553124148354,0.00010348364687561704,2.450268072392701e-06,1.2567449484361417e-05,2.4309678599751817e-05,8.606551506027635e-07,2.531336718757792e-05,3.4696833537852653e-06,6.273975598018226e-06,3.0068175428690974e-05,9.016299145826056e-05,4.68648535741551e-06,2.7447192236631022e-05,1.1032145784991765e-08,8.175285492469233e-08,2.5780511625330435e-08,4.462067334048211e-09,6.525345724238346e-05,2.704507681289204e-05,0.00022104986057901977,3.9983733294720064e-05,5.1431181004155704e-05,6.395928277483058e-10,2.876243693131864e-05,3.1987016832115502e-12,7.213847175811749e-08,7.25712625698395e-13,8.718192523294886e-13,8.724645853853494e-13,1.6678375102310806e-12,2.289600174897328e-13,7.11165597640317e-06,2.6053531790816392e-05,1.456486038732087e-13,1.978018818073965e-05,6.112809110578455e-13,3.1015625222379205e-13,1.4332703212067323e-05,1.2214046370229208e-12,6.881987877118374e-16,2.101941973787102e-06,1.4159305406032776e-16,5.326133095013141e-07,7.940533132250288e-17,1.1999235704465606e-17,2.2930646442366535e-18,4.009117280552946e-16,2.088177143224308e-16,3.3529287632268857e-07,2.2282708905813403e-17,1.6554982967052963e-16,1.1591667374227511e-17,8.619948067833237e-17,2.0917232813924447e-13,4.574504771958456e-18,4.758655135508793e-09,7.661197852724603e-17,1.0354217787718635e-06,4.81586952637723e-13,4.257333153561707e-18,3.1634632869361266e-17,3.3621780303800164e-13,5.073108187984027e-11,6.116281401934903e-14,3.9973846479043927e-14,1.5281567189236852e-16,7.986587469152778e-14,3.499856233058259e-18,2.062702797098318e-17,2.1744969710802186e-13,8.489693760540092e-18
8.235489330612617e-07,0.11231270592707018,0.9,0.0,0.0,0.0,0.0,0.09975226082095834,0.00010474590501839734,2.450249273301842e-06,1.2650213422706394e-05,2.4440611009594804e-05,8.606361800534971e-07,2.5480518279223385e-05,3.469611781642607e-06,6.27522862671424e-06,3.041686561973745e-05,9.172607876359376e-05,4.687332147993582e-06,2.7646179909863607e-05,1.1032061175662333e-08,8.175222770894468e-08,2.577994413324906e-08,4.462064164711381e-09,6.571215227007923e-05,2.7363207085851328e-05,0.0002247768760664658,4.0463218274491914e-05,5.2427805167378576e-05,6.395963203559819e-10,2.9123013357272162e-05,3.23759191563325e-12,7.264313234677235e-08,7.295928306778264e-13,8.781055078132871e-13,8.781914117274573e-13,1.7000901724283461e-12,2.3056076587716833e-13,7.181551342427433e-06,2.6603076286658288e-05,1.4643307944678393e-13,2.0151352339364682e-05,6.227269362940833e-13,3.124048434260426e-13,1.4627834952040888e-05,1.2465065019317839e-12,6.964515150805853e-16,2.17202943465404e-06,1.433678616442556e-16,5.54236110944361e-07,8.033932549095059e-17,1.235605206859068e-17,2.3765716335577113e-18,4.1066507250680173e-16,2.1541493663705708e-16,3.4874093510454725e-07,2.2837055465032683e-17,1.6953969436447058e-16,1.1964320785712043e-17,8.89026323828994e-17,2.1426098323271048e-13,4.7495982390426444e-18,5.0074577542294805e-09,7.898483263307276e-17,1.0648202062541446e-06,4.873621476965989e-13,4.391555328460247e-18,3.260703142348285e-17,3.4025012183050255e-13,5.1339508604799665e-11,6.309515854896344e-14,4.121194098723831e-14,1.5783135433070205e-16,8.248723560527091e-14,3.629495232759605e-18,2.087438731608495e-17,2.2005735584143875e-13,8.77305670095789e-18
8.328836339467921e-07,0.11231365861205518,0.9,0.0,0.0,0.0,0.0,0.09974920552178668,0.00010600692884779732,2.4502306040554183e-06,1.2732114472289172e-05,2.4569516142705905e-05,8.606172054096152e-07,2.5646021227649705e-05,3.4695401350700077e-06,6.276391132294981e-06,3.076565572589863e-05,9.329707995643527e-05,4.688117763052715e-06,2.784303158762686e-05,1.1031977184273601e-08,8.175160470605786e-08,2.5779375021199176e-08,4.462061244987267e-09,6.616402334090985e-05,2.768132714780308e-05,0.00022852056974295896,4.0942684677216e-05,5.343050688197555e-05,6.395998416210453e-10,2.948358078673734e-05,3.2764407575773813e-12,7.314020180816861e-08,7.334121416203078e-13,8.843233781290504e-13,8.838609327584722e-13,1.7325372802527383e-12,2.3213742070009443e-13,7.250543579766664e-06,2.7156441565013926e-05,1.4720540892614848e-13,2.0524367548124103e-05,6.342292296638321e-13,3.1462929772571865e-13,1.492507352305286e-05,1.2717858542430169e-12,7.047039472185199e-16,2.2434606589791574e-06,1.4514263598735532e-16,5.764284394935463e-07,8.127329234929933e-17,1.2718863515884664e-17,2.4619993565115808e-18,4.2053196219200533e-16,2.22134150535712e-16,3.6253501164705474e-07,2.3397884698162007e-17,1.7358120607351607e-16,1.2344000324141621e-17,9.165558219571038e-17,2.1940885239276375e-13,4.9290685725685236e-18,5.265929182067134e-09,8.139933827441372e-17,1.094621597106276e-06,4.931371189500217e-13,4.528184320897898e-18,3.35964419655999e-17,3.4428228434742887e-13,5.19479117585848e-11,6.50632108487506e-14,4.2471744723971595e-14,1.6294526635780036e-16,8.51599107326423e-14,3.762230457099425e-18,2.1121737083166505e-17,2.2266491356592063e-13,9.062075062384802e-18
8.422183348323224e-07,0.11231461369491648,0.9,0.0,0.0,0.0,0.0,0.09974614657459624,0.0001072667050677149,2.450212056437116e-06,1.2813150156196573e-05,2.469642513845865e-05,8.605982239822595e-07,2.5809887282042533e-05,3.469468427510584e-06,6.277468859474649e-06,3.111454485528509e-05,9.487588384707522e-05,4.6888460946311425e-06,2.8037770039401976e-05,1.1031893644297487e-08,8.175098582811064e-08,2.5778806236341988e-08,4.462058582264096e-09,6.660911593393255e-05,2.7999436986464423e-05,0.0002322807439964245,4.142213247955474e-05,5.4439213578744905e-05,6.396034321270135e-10,2.9844139204960118e-05,3.315247808393337e-12,7.362973128774013e-08,7.371716031041288e-13,8.9047358924366e-13,8.894735514187743e-13,1.765176453237238e-12,2.336902089294836e-13,7.318635784420417e-06,2.7713570629915885e-05,1.479657793819747e-13,2.0899201088362627e-05,6.457867682335866e-13,3.1682987308920577e-13,1.5224395722864044e-05,1.2972406933334651e-12,7.1295596666258085e-16,2.3162392283320373e-06,1.4691731818002432e-16,5.991963123197916e-07,8.220719736340465e-17,1.3087698061761231e-17,2.5493650688458863e-18,4.3050691340869014e-16,2.2897643910434574e-16,3.766784048828126e-07,2.396533578719599e-17,1.776528983744888e-16,1.2730738079587387e-17,9.445829261575969e-17,2.2461345711978954e-13,5.112961375099965e-18,5.534313746694446e-09,8.385597380519769e-17,1.1248237891553467e-06,4.989118662808279e-13,4.667230250876138e-18,3.460287356334736e-17,3.4831429056013767e-13,5.255629130935822e-11,6.706733555589159e-14,4.375354648058211e-14,1.6815823814499339e-16,8.788438075595227e-14,3.898091428871681e-18,2.1369077244110288e-17,2.2527237004992285e-13,9.356777616824016e-18
8.515530357178527e-07,0.11231557114014873,0.9,0.0,0.0,0.0,0.0,0.09974308403627355,0.00010852522123412022,2.4501936222175996e-06,1.289331836023681e-05,2.4821368657879972e-05,8.60579234351194e-07,2.5972127163927135e-05,3.4693966698948732e-06,6.278467188804672e-06,3.146353208361984e-05,9.646238035510097e-05,4.689520786582049e-06,2.8230417792608705e-05,1.1031810669009923e-08,8.175037082098489e-08,2.5778238486177725e-08,4.462056147634207e-09,6.704747568086141e-05,2.8317536589823396e-05,0.0002360572026128411,4.190156165896874e-05,5.5453853214956246e-05,6.396070604822103e-10,3.0204688598798276e-05,3.35401267394701e-12,7.411177209701275e-08,7.408720221330488e-13,8.965568695765907e-13,8.950296344231937e-13,1.7980053292907e-12,2.352192237029518e-13,7.385831261466471e-06,2.8274406870011743e-05,1.4871437409473375e-13,2.127582074910334e-05,6.573985528287751e-13,3.19006823454823e-13,1.552577858834595e-05,1.3228690380694499e-12,7.212077156863697e-16,2.390368486256405e-06,1.4869197388232754e-16,6.225456534861741e-07,8.314109652427204e-17,1.3462553946806025e-17,2.6386824100041226e-18,4.405952207247214e-16,2.359416936505857e-16,3.9117434856559717e-07,2.4539228668441166e-17,1.8177687822208123e-16,1.3124569582431386e-17,9.731101294131099e-17,2.298768883897468e-13,5.3013231189654615e-18,5.812858398433474e-09,8.635444060602652e-17,1.1554245572475494e-06,5.04686389261479e-13,4.808697698664649e-18,3.562630341292303e-17,3.5234614010706084e-13,5.3164647228718484e-11,6.910748360252394e-14,4.5057187695222675e-14,1.7347049499749726e-16,9.066074745580964e-14,4.037107813168241e-18,2.1616407801194422e-17,2.2787972530933246e-13,9.65720022130983e-18
8.60887736603383e-07,0.11231653091257791,0.9,0.0,0.0,0.0,0.0,0.09974001796331465,0.00010978246570874082,2.4501752936747353e-06,1.2972617321715151e-05,2.4944376891703966e-05,8.605602387327885e-07,2.6132751113638324e-05,3.4693248710374732e-06,6.2793911619027796e-06,3.181261645552546e-05,9.805646049984493e-05,4.690145251938019e-06,2.8420997135298903e-05,1.1031728189257832e-08,8.17497592070713e-08,2.5777668872791392e-08,4.462053906650872e-09,6.747914835922627e-05,2.8635625946105704e-05,0.00023984975073460432,4.238097219371132e-05,5.647435425315691e-05,6.396107170862303e-10,3.0565228956372534e-05,3.392734997192525e-12,7.458637570352393e-08,7.445143236212311e-13,9.025739335452768e-13,9.005295422808758e-13,1.8310215618737274e-12,2.36724639092594e-13,7.452133510479571e-06,2.8838894059878815e-05,1.4945137389946562e-13,2.1654194819020555e-05,6.690635950864109e-13,3.2116040068941944e-13,1.582919939269667e-05,1.348668928091514e-12,7.294591550272424e-16,2.4658515419966294e-06,1.5046659049658228e-16,6.464822929495981e-07,8.407496211830966e-17,1.3843445916055087e-17,2.7299664951999912e-18,4.507959095460758e-16,2.4303068920305194e-16,4.0602601099077774e-07,2.5119578425842023e-17,1.859503958881409e-16,1.352552731957837e-17,1.0021422521862816e-16,2.351990042615089e-13,5.494198820612765e-18,6.101812678615398e-09,8.889495509168391e-17,1.1864216148791415e-06,5.104606876338772e-13,4.952594064589843e-18,3.666690226636761e-17,3.5637783282322503e-13,5.377297949117458e-11,7.118385064236313e-14,4.63827419759125e-14,1.788826135720104e-16,9.34892800645991e-14,4.179308424567385e-18,2.1863728744447846e-17,2.304869791783555e-13,9.96337328744132e-18
8.702224374889134e-07,0.11231749297735921,0.9,0.0,0.0,0.0,0.0,0.09973694841182401,0.00011103842762799769,2.4501570628042562e-06,1.3051045620972909e-05,2.5065479566165955e-05,8.60541234330009e-07,2.629176892164416e-05,3.469253037871587e-06,6.280245498238733e-06,3.216179698545054e-05,9.965801639346608e-05,4.690722684444143e-06,2.8609530118127665e-05,1.1031646127933799e-08,8.174915089908781e-08,2.577709948502872e-08,4.462051860902445e-09,6.790417988741557e-05,2.895370504378159e-05,0.00024365819483430714,4.286036406282112e-05,5.750064564754663e-05,6.396144228548e-10,3.092576026690516e-05,3.431414447090949e-12,7.5053593726825e-08,7.480994415704806e-13,9.085254872272823e-13,9.059736221403642e-13,1.864222821516203e-12,2.3820664245039857e-13,7.517546215804298e-06,2.9406976360926816e-05,1.5017695714687861e-13,2.20342920806478e-05,6.807809214069024e-13,3.232908542638396e-13,1.6134635643426032e-05,1.3746384239319697e-12,7.377102510221959e-16,2.5426912732402383e-06,1.5224114786101199e-16,6.710119658916985e-07,8.500879215272385e-17,1.4230391224582824e-17,2.8232327719443627e-18,4.61106767711716e-16,2.5024408103965054e-16,4.2123649484017226e-07,2.5706426032878786e-17,1.9016512095533773e-16,1.3933642538391247e-17,1.0316789926479312e-16,2.4057864352273924e-13,5.691633012257758e-18,6.4014286957348085e-09,9.147773803358745e-17,1.2178126153902267e-06,5.162347612167363e-13,5.098927163908593e-18,3.772463618519782e-17,3.604093685988658e-13,5.438128806819439e-11,7.329666495952076e-14,4.7730361038936874e-14,1.8439521367532736e-16,9.637033892569147e-14,4.3247218007637335e-18,2.2111040055288908e-17,2.330941315193796e-13,1.0275326368457163e-17
8.786236682858907e-07,0.11231836076706926,0.9,0.0,0.0,0.0,0.0,0.0997341828873919,0.00011216768838650646,2.45014073210691e-06,1.3120885769143483e-05,2.5172866919861468e-05,8.60524122500594e-07,2.643351945670213e-05,3.4691883631360187e-06,6.280958518506924e-06,3.247614083948763e-05,0.00010110572016775453,4.691204634495894e-06,2.8777478200435066e-05,1.103157262200262e-08,8.174860601156257e-08,2.5776587025193146e-08,4.46205016762621e-09,6.828106813976745e-05,2.9239967451255265e-05,0.00024709922668179706,4.329180076920263e-05,5.842920032096107e-05,6.396177921236561e-10,3.1250230703038224e-05,3.4661890357797968e-12,7.546781805476648e-08,7.512778664072505e-13,9.1382645391593e-13,9.108258323281161e-13,1.894260240662423e-12,2.395205535761364e-13,7.575660275511564e-06,2.992127841391559e-05,1.5082036582329564e-13,2.237782753623668e-05,6.913704272724917e-13,3.2518869544803363e-13,1.6411233072588806e-05,1.3981543959217913e-12,7.451359619250935e-16,2.6130091833206614e-06,1.5383820815404653e-16,6.936003782804172e-07,8.584921389327804e-17,1.4583824762203753e-17,2.9088788859424407e-18,4.704813808347278e-16,2.5684284809753707e-16,4.352352339678386e-07,2.6240109334064554e-17,1.9399694931234263e-16,1.4307092123298517e-17,1.0586957287706141e-16,2.454697813562986e-13,5.873257931059062e-18,6.680409309574204e-09,9.383841547822722e-17,1.2463993501911768e-06,5.21431235018587e-13,5.232715405797113e-18,3.869129118847156e-17,3.640376164447456e-13,5.4928745515559165e-11,7.522945623541885e-14,4.89620940159024e-14,1.8944284036519725e-16,9.900838975996159e-14,4.45836406921468e-18,2.2333611993345095e-17,2.3544048174521045e-13,1.0561051595454573e-17
8.87024899082868e-07,0.11231923036066857,0.9,0.0,0.0,0.0,0.0,0.09973141463082205,0.00011329589516082608,2.450124468662545e-06,1.3190019225505212e-05,2.5278755510113032e-05,8.605070031602059e-07,2.6573983201294724e-05,3.469123667975101e-06,6.281621743089428e-06,3.279056100123689e-05,0.00010255931565807783,4.691652958879224e-06,2.8943802147866597e-05,1.103149942227198e-08,8.174806335096176e-08,2.5776074109586237e-08,4.462048598433445e-09,6.865264802293243e-05,2.9526221532063976e-05,0.00025055283928888684,4.372322232587079e-05,5.936233688470689e-05,6.396211898515922e-10,3.1574693796461836e-05,3.5009284305248605e-12,7.5876139818502e-08,7.544112995575297e-13,9.19075430690867e-13,9.156333189294256e-13,1.9244439810412345e-12,2.4081574288785616e-13,7.633059849299287e-06,3.043840743296643e-05,1.5145479504169954e-13,2.272271180755616e-05,7.020008211444667e-13,3.270681839567045e-13,1.6689428909725e-05,1.421804807366563e-12,7.525614120205905e-16,2.684429925785208e-06,1.5543523018802713e-16,7.166777614944946e-07,8.668961016328445e-17,1.4942176173394443e-17,2.996152349306999e-18,4.7994578901502e-16,2.635431058589283e-16,4.495292473543689e-07,2.6779009831066833e-17,1.9786577314841501e-16,1.4686387401634837e-17,1.0861252308809312e-16,2.504077739382663e-13,6.058642999305534e-18,6.968419530703331e-09,9.623343771821958e-17,1.2753014382860308e-06,5.266275263421757e-13,5.36848696186176e-18,3.9671912560688764e-17,3.6766573688162756e-13,5.547618373955799e-11,7.71919708556777e-14,5.021174344086775e-14,1.9457258458588855e-16,1.01689354442816e-13,4.594651776136206e-18,2.2556176116591096e-17,2.377867495816477e-13,1.0851505358240467e-17
8.954261298798454e-07,0.1123201017333947,0.9,0.0,0.0,0.0,0.0,0.0997286436821968,0.00011442304148678143,2.450108266917712e-06,1.3258445623883098e-05,2.5383166071944896e-05,8.604898754827076e-07,2.6713166513286676e-05,3.469058954651934e-06,6.282238026170937e-06,3.310505669425975e-05,0.0001040187264490649,4.692069587224289e-06,2.91085175523086e-05,1.1031426491659515e-08,8.174752276468287e-08,2.577556107972856e-08,4.462047144962284e-09,6.901895327841012e-05,2.9812467278308832e-05,0.00025401889421148227,4.415462871913376e-05,6.030000450182825e-05,6.396246198778237e-10,3.1899149540948195e-05,3.535632433750537e-12,7.627859693477809e-08,7.575003756335252e-13,9.242729175480817e-13,9.203963065844729e-13,1.9547723761767096e-12,2.42092337198262e-13,7.689747958794585e-06,3.095832351995584e-05,1.5208036909581194e-13,2.3068923133375148e-05,7.126714250090076e-13,3.2892949605713133e-13,1.6969207234254428e-05,1.4455882854568323e-12,7.599865907905283e-16,2.7569551315338667e-06,1.5703220822841186e-16,7.402480962565236e-07,8.752997918530617e-17,1.5305454393728194e-17,3.0850635270826036e-18,4.894992844952563e-16,2.703452619139995e-16,4.6412065984451404e-07,2.7323133139213325e-17,2.0176929520597262e-16,1.507155008173124e-17,1.1139684614629383e-16,2.553922671280479e-13,6.247819691125989e-18,7.265648353957394e-09,9.866291086316849e-17,1.3045170502554325e-06,5.318236350409889e-13,5.506246620089669e-18,4.0666515158528245e-17,3.7129372981238696e-13,5.602360272244362e-11,7.91843360853999e-14,5.14793722257675e-14,1.9978483350360423e-16,1.0441344315789037e-13,4.733604897930411e-18,2.2778732416030965e-17,2.4013293494602295e-13,1.1146708646849466e-17
9.038273606768227e-07,0.11232097486071368,0.9,0.0,0.0,0.0,0.0,0.099725870081339,0.00011554912131915768,2.450092121398326e-06,1.3326164796218976e-05,2.5486119053499968e-05,8.604727390215386e-07,2.685107554533709e-05,3.46899422478694e-06,6.282810058413266e-06,3.3419627125168615e-05,0.00010548387682075898,4.6924563381052635e-06,2.9271639856084978e-05,1.1031353816487933e-08,8.174698406454697e-08,2.5775047908491e-08,4.4620457928890494e-09,6.938001772441729e-05,3.0098704682250048e-05,0.00025749725380797456,4.458601993578964e-05,6.124215262080984e-05,6.396280774341409e-10,3.22235979306336e-05,3.5703008591497714e-12,7.667522740221657e-08,7.60545700512831e-13,9.29419410574425e-13,9.25115011199867e-13,1.9852437691111977e-12,2.4335045158352856e-13,7.745727719044392e-06,3.148098703319384e-05,1.5269721045755321e-13,2.341644005850584e-05,7.233815711119872e-13,3.307728061952139e-13,1.7250552273051177e-05,1.469503470000024e-12,7.674115079700198e-16,2.830586288192451e-06,1.586291472467096e-16,7.643152991932546e-07,8.837032393054587e-17,1.5673665343932902e-17,3.175622280959114e-18,4.991421413757491e-16,2.7724963231531833e-16,4.790115528958838e-07,2.787245685040815e-17,2.0570924773122574e-16,1.5462601809091293e-17,1.1422270780641174e-16,2.604233689351863e-13,6.440819250079562e-18,7.572286380643221e-09,1.0112687617077619e-16,1.3340443210376527e-06,5.370195609422842e-13,5.645998543440149e-18,4.1675130202527306e-17,3.7492159511129553e-13,5.6571002447552353e-11,8.120664071069254e-14,5.2764998895223453e-14,2.0507991634436047e-16,1.0718082431177741e-13,4.875243176482162e-18,2.3001280886196546e-17,2.4247903777546835e-13,1.1446682763679341e-17
9.122285914738e-07,0.11232184971827783,0.9,0.0,0.0,0.0,0.0,0.0997230938678115,0.0001166741290142709,2.450076026722242e-06,1.3393176766441647e-05,2.5587634619960072e-05,8.604555936460654e-07,2.6987716262356078e-05,3.4689294794429396e-06,6.283340376142366e-06,3.373427148424514e-05,0.00010695469174381083,4.692814925326572e-06,2.9433184353348136e-05,1.1031281376537277e-08,8.174644704419329e-08,2.5774534261722683e-08,4.462044527172104e-09,6.973587525228773e-05,3.0384933736302385e-05,0.0002609877812272878,4.501739596312173e-05,6.218873096904993e-05,6.396315581104964e-10,3.2548038959954926e-05,3.6049335333629116e-12,7.706606929711328e-08,7.63547876419234e-13,9.345154008691498e-13,9.297896425909659e-13,2.0158565121368967e-12,2.445902043342471e-13,7.801002333144585e-06,3.200635858794668e-05,1.5330543991574927e-13,2.3765241429834556e-05,7.341306009591922e-13,3.325982871646995e-13,1.7533448399049783e-05,1.4935490134626214e-12,7.74836166389322e-16,2.9053247420668475e-06,1.6022604929759116e-16,7.888832224693529e-07,8.921064404001964e-17,1.6046815213344875e-17,3.2678383613087547e-18,5.088744069846732e-16,2.8425656005622136e-16,4.942039645532552e-07,2.842696584450612e-17,2.0968645622376124e-16,1.58595637057217e-17,1.1709028293867812e-16,2.65501113178694e-13,6.637672547386802e-18,7.888525800027232e-09,1.036253920874217e-16,1.3638813508155198e-06,5.422153038847806e-13,5.787746873973067e-18,4.2697796670075654e-17,3.7854933266418976e-13,5.711838289902239e-11,8.325898032503222e-14,5.406864886439667e-14,2.1045816965692356e-16,1.0999166888483694e-13,5.019586071912289e-18,2.322382152144628e-17,2.4482505800256656e-13,1.1751448503838988e-17
9.290310530677547e-07,0.11232360452775204,0.9,0.0,0.0,0.0,0.0,0.0997175337596946,0.00011892090729092558,2.450043968567706e-06,1.3525080106276908e-05,2.5786432785314988e-05,8.60421273620487e-07,2.725721580601659e-05,3.4687999443834535e-06,6.2842853120882754e-06,3.436377867141767e-05,0.00010991301854035273,4.693453988290199e-06,2.975160037546808e-05,1.1031137077189992e-08,8.174537740124108e-08,2.5773506232241874e-08,4.4620422159611314e-09,7.043210545489386e-05,3.095736676515992e-05,0.00026800479599624685,4.588010240132989e-05,6.409497860977855e-05,6.396385943073672e-10,3.3196898916347946e-05,3.674090996991568e-12,7.783054002987381e-08,7.694251917977266e-13,9.4455781241426e-13,9.390075007628106e-13,2.077499502773832e-12,2.4701512479364056e-13,7.909449334181836e-06,3.306506957185833e-05,1.5449653825247523e-13,2.4466614376729076e-05,7.557427226342927e-13,3.3619644484238877e-13,1.8103832123323442e-05,1.5420258497301851e-12,7.896846812558417e-16,3.0581282362311887e-06,1.6341972876715543e-16,8.39536313588601e-07,9.08912057069603e-17,1.680796028653509e-17,3.4572813707957617e-18,5.286052177031676e-16,2.9857955588401414e-16,5.255012787421173e-07,2.955153824365407e-17,2.1774706711296278e-16,1.6671299403477726e-17,1.229510062871298e-16,2.7579555575176354e-13,7.043061928739941e-18,8.550585359438918e-09,1.0872641873997454e-16,1.424476921589594e-06,5.526062403529101e-13,6.0772497189180956e-18,4.478535690617468e-17,3.8580442416720574e-13,5.821308591869923e-11,8.745421267403599e-14,5.6730214790742636e-14,2.2146561804427693e-16,1.1574451376604112e-13,5.316462162262149e-18,2.3668879257639782e-17,2.49516850365933e-13,1.2375435129363e-17
