Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642)
3.2777259714087256e-07,0.11226667093642198,0.9,0.0,0.0,0.0,0.0,0.0999076503719318,3.695751736893506e-05,2.4513162836684776e-06,7.227428458248854e-06,1.370635534444647e-05,8.616567883900953e-07,1.3604205913424624e-05,3.4531349902886833e-06,5.626368298047555e-06,1.2041825524784611e-05,2.2853807128241168e-05,4.241710514593861e-06,1.3466075757847774e-05,1.1036864317110863e-08,8.178780733893111e-08,2.5810515741695483e-08,4.463138621149492e-09,3.085864085537826e-05,1.0453225857055345e-05,5.575299761585079e-05,1.4972693306549468e-05,1.0063670441521785e-05,6.358363347434337e-10,9.973450868721853e-06,1.144568731632929e-12,3.4153855029228036e-08,4.099628628499123e-13,4.2855509259508793e-13,4.697947515225821e-13,3.2697964197234427e-13,1.0847931185046738e-13,2.32306694308062e-06,4.251387192666967e-06,8.21198753498716e-14,4.023179125103782e-06,1.2457097203442306e-13,1.5216798786249153e-13,2.540426006063238e-06,2.1690773801566407e-13,2.5771280017094137e-16,1.2506100036681327e-07,4.9103558320159886e-17,1.731723102247276e-08,3.0692063676095995e-17,1.086648797205856e-18,1.1826597937229487e-19,5.363748832681355e-17,1.5306844747168167e-17,1.1327960155695453e-08,2.760532169830538e-18,2.2861412528806573e-17,7.868101842909114e-19,6.521852887545516e-18,2.7984447526250305e-14,2.0560191291398122e-19,6.743831106837727e-11,5.837499554895029e-18,8.716243888630109e-08,1.8033948781222077e-13,3.0037978396191164e-19,2.487929420300573e-18,1.2588278346018492e-13,1.899414499335547e-11,4.483309636545102e-15,3.0458423081864847e-15,1.0146723408814614e-17,5.302854855564005e-15,1.7365397740088435e-19,7.724195270889456e-18,8.142821725406924e-14,5.219929447699703e-19
3.381444870136841e-07,0.11226751507939298,0.9,0.0,0.0,0.0,0.0,0.09990457189821667,3.8349212350651686e-05,2.4513577487864565e-06,7.360372757757504e-06,1.4033456104015187e-05,8.616347597102918e-07,1.3943172958573875e-05,3.4563111304217133e-06,5.673446502578945e-06,1.2423514892737936e-05,2.3927940379621378e-05,4.274458061377419e-06,1.3852307921058608e-05,1.1037051025207106e-08,8.178919729948314e-08,2.5809855877398507e-08,4.463085476506874e-09,3.1824276823913915e-05,1.0807267858022197e-05,5.85359886158517e-05,1.550640149375306e-05,1.06753493495098e-05,6.364312744455393e-10,1.037244144332033e-05,1.187623790667498e-12,3.5222753971745116e-08,4.197304949202944e-13,4.408299537246076e-13,4.814818617899217e-13,3.468404627286992e-13,1.1186965457022533e-13,2.4394438978715433e-06,4.543685005749914e-06,8.407965906467488e-14,4.2610602982838885e-06,1.319315051441204e-13,1.5653245076721698e-13,2.7032579386557993e-06,2.308018774192114e-13,2.6689901778294137e-16,1.3853717968046054e-07,5.106778860194494e-17,1.9616162644509997e-08,3.173156389781893e-17,1.1805553458084327e-18,1.3114496853647568e-19,5.7640816091313e-17,1.6815868664551563e-17,1.28111951580803e-08,2.9790563865930545e-18,2.4525584695056133e-17,8.680164128025925e-19,7.152518612934237e-18,3.007314081976526e-14,2.2906122772567696e-19,7.846672629041907e-11,6.40299124439332e-18,9.559258046240467e-08,1.867677786047125e-13,3.3086534540185e-19,2.724260683072369e-18,1.3037110114358427e-13,1.967137627583467e-11,4.925300610385563e-15,3.340898724427181e-15,1.1181889127464636e-17,5.843857276049508e-15,1.9286522138729454e-19,7.999527582319858e-18,8.433076658259972e-14,5.776673833708172e-19
3.4747918789921447e-07,0.11226828044315172,0.9,0.0,0.0,0.0,0.0,0.09990179371218345,3.9605692987615145e-05,2.451377854148254e-06,7.479016397860474e-06,1.4323057871876977e-05,8.616149533624708e-07,1.4243309479705295e-05,3.4587241645315708e-06,5.713021370035603e-06,1.276710752957824e-05,2.4910981948540136e-05,4.3019414548740915e-06,1.4196141645354379e-05,1.1037141561349296e-08,8.178987253236134e-08,2.5809262578294093e-08,4.463039129737126e-09,3.268432807837461e-05,1.1125896000958325e-05,6.107592856924166e-05,1.5986735864883194e-05,1.1238492656734028e-05,6.368849474825418e-10,1.0731821287640248e-05,1.2264928464933322e-12,3.6174694783410205e-08,4.28377440811215e-13,4.5175632946610205e-13,4.918290646570925e-13,3.6512425996584965e-13,1.1488902441430445e-13,2.5444411260403205e-06,4.8144122029592276e-06,8.581477234234837e-14,4.479873582424827e-06,1.387016280446471e-13,1.6041780709334109e-13,2.8537204456392603e-06,2.4363980373511446e-13,2.751665572462807e-16,1.5145742704196743e-07,5.2837006356566975e-17,2.186585211330174e-08,3.266708407221617e-17,1.2693169783270828e-18,1.4354308669184132e-19,6.137298365230025e-17,1.8251190609032447e-17,1.4260694872563456e-08,3.1832399280785547e-18,2.607573890852783e-17,9.45460493842115e-19,7.751773789378513e-18,3.202036072142793e-14,2.517433992412543e-19,8.95484679711415e-11,6.94027615124172e-18,1.0358216159182618e-07,1.9255320421853353e-13,3.599057959217253e-19,2.948579673671155e-18,1.3441056209848795e-13,2.0280880663873295e-11,5.345704602839978e-15,3.621237674172711e-15,1.2169856246867304e-17,6.360192946846227e-15,2.1137930147763267e-19,8.247325116307223e-18,8.694304467821203e-14,6.309446553017268e-19
3.5681388878474484e-07,0.11226905103778817,0.9,0.0,0.0,0.0,0.0,0.09989900843945877,4.086560668150181e-05,2.4513855626479437e-06,7.596782920009929e-06,1.460819503641506e-05,8.615951738399087e-07,1.4538896691914953e-05,3.460777822733855e-06,5.750116284143979e-06,1.311077124212544e-05,2.5909299204825797e-05,4.327664777096832e-06,1.4536416942964444e-05,1.1037176281708965e-08,8.179013311701681e-08,2.5808670091603077e-08,4.462994207201513e-09,3.353581774584026e-05,1.14445149567042e-05,6.364857738131703e-05,1.646706426897417e-05,1.181340297125126e-05,6.372726865908418e-10,1.1091432154934074e-05,1.2654653693654089e-12,3.7117080762281325e-08,4.368902120538318e-13,4.625686592900702e-13,5.020184064066894e-13,3.8378902704583466e-13,1.1787808521816693e-13,2.649591524010348e-06,5.0923209261330225e-06,8.752313662899392e-14,4.7030840935154565e-06,1.456074028215043e-13,1.6426295294544585e-13,3.007850877645774e-06,2.5678995307828407e-13,2.834339894704268e-16,1.6514841585434024e-07,5.4607353207847944e-17,2.4294968468747417e-08,3.360257572452973e-17,1.3621730001108017e-18,1.5673323993803529e-19,6.522754806004836e-17,1.97611251010781e-17,1.5823890768776448e-08,3.394540134613568e-18,2.767552773442439e-17,1.0271208652059553e-18,8.381609605426662e-18,3.403144091764273e-14,2.7597186191539125e-19,1.0181100746175408e-10,7.504938103039775e-18,1.1195759995101792e-07,1.9833855796380404e-13,3.9049640839496416e-19,3.184118691164746e-18,1.3844997305342257e-13,2.0890377507503242e-11,5.7879628227480496e-15,3.915861222518719e-15,1.321247621345942e-17,6.905091973454246e-15,2.310953723529585e-19,8.495119571961888e-18,8.955529032300239e-14,6.87301593997245e-19
3.661485896702752e-07,0.11226982676437108,0.9,0.0,0.0,0.0,0.0,0.09989621615255836,4.212866889745424e-05,2.4513837820843727e-06,7.71373536991476e-06,1.488893618126868e-05,8.615754259430161e-07,1.4830054908262616e-05,3.462523729165839e-06,5.784883706156568e-06,1.3454508519246782e-05,2.6922713123265145e-05,4.3517403229219595e-06,1.4873154117967801e-05,1.1037168279082732e-08,8.179007630065567e-08,2.580807853222418e-08,4.462950709887725e-09,3.437873846021101e-05,1.176312469226073e-05,6.625330825182377e-05,1.6947384361849594e-05,1.2399891922370777e-05,6.376039928879652e-10,1.1451239395159166e-05,1.30453252581389e-12,3.804990420199182e-08,4.452708708148567e-13,4.732675980670279e-13,5.120540547955761e-13,4.0282859871691737e-13,1.20836812943861e-13,2.7548128914818353e-06,5.377339219527323e-06,8.920516283552914e-14,4.930621001986181e-06,1.52646620317403e-13,1.6806811776181324e-13,3.165611006160351e-06,2.702490250416514e-13,2.917012747103769e-16,1.796297765762495e-07,5.637865909427221e-17,2.6911560332293975e-08,3.4538038927187544e-17,1.4591911938859814e-18,1.7074190954835948e-19,6.920453350044408e-17,2.134706200982286e-17,1.7505772680314068e-08,3.61295500355819e-18,2.932505273404336e-17,1.1130797992870954e-18,9.042585688000554e-18,3.610639230570964e-14,3.0180484594661786e-19,1.1534017469018119e-10,8.097470854426093e-18,1.2072303887572054e-07,2.0412381160469487e-13,4.226664537571898e-19,3.431076689505749e-18,1.4248931425449518e-13,2.1499863826248065e-11,6.252482113518916e-15,4.225026775279106e-15,1.4310980710051178e-17,7.47919782077818e-15,2.520544027485555e-19,8.742909740039832e-18,9.216749076862494e-14,7.468105919765711e-19
3.754832905558056e-07,0.1122706075278078,0.9,0.0,0.0,0.0,0.0,0.09989341692402007,4.3394611742704044e-05,2.451374764171751e-06,7.829927693455188e-06,1.5165348836682941e-05,8.615557122286212e-07,1.511690374514673e-05,3.464006145053567e-06,5.817466969503614e-06,1.3798321764397423e-05,2.7951045932392862e-05,4.374273220206511e-06,1.5206375795993605e-05,1.1037127690763838e-08,8.178977739189718e-08,2.5807487997138952e-08,4.462908627765812e-09,3.521308898853249e-05,1.2081725176874174e-05,6.888952398323152e-05,1.742769431018342e-05,1.2997775891329002e-05,6.378870122269547e-10,1.1811213341847734e-05,1.343685999152708e-12,3.897316424117228e-08,4.535214488321382e-13,4.838538745211254e-13,5.21940153200498e-13,4.2223696478835805e-13,1.2376520589052603e-13,2.8600283274796837e-06,5.669395093825646e-06,9.086125556678004e-14,5.162414510226708e-06,1.5981710353053064e-13,1.7183355722168485e-13,3.3269628273948584e-06,2.840137387246166e-13,2.999683805984662e-16,1.9492079307744504e-07,5.815077778623978e-17,2.972372871017583e-08,3.547347327811682e-17,1.5604379005709233e-18,1.8559556978711715e-19,7.330388023477201e-17,2.3010369293917272e-17,1.931135967633016e-08,3.83848302790272e-18,3.10241653445374e-17,1.2034178405665876e-18,9.735248445621495e-18,3.8245186898238915e-14,3.293008333446922e-19,1.3022511516523285e-10,8.718361000374082e-18,1.2988236373417202e-07,2.0990894306022286e-13,4.564445558677141e-19,3.6896480666573356e-18,1.465285702544541e-13,2.2109337289151637e-11,6.739663326469516e-15,4.548988330509348e-15,1.546658624414245e-17,8.083146454558394e-15,2.742973755068577e-19,8.990694674669372e-18,9.477963604368966e-14,8.095429024100115e-19
3.84817991441336e-07,0.1122713932370753,0.9,0.0,0.0,0.0,0.0,0.09989061082635674,4.4663182991257444e-05,2.4513602530823427e-06,7.945405648095188e-06,1.5437499495559035e-05,8.615360338872867e-07,1.539956157760991e-05,3.465263009233536e-06,5.848000799991992e-06,1.414221329431224e-05,2.8994121169266207e-05,4.3953618878638514e-06,1.5536106535733094e-05,1.1037062369776796e-08,8.17892947251427e-08,2.5806898544087363e-08,4.462867943841735e-09,3.6038873358353664e-05,1.2400316381321195e-05,7.155665487226e-05,1.7907992676127797e-05,1.3606875979096046e-05,6.38128726179691e-10,1.2171328598159563e-05,1.3829179590295215e-12,3.9886865889385433e-08,4.616439460274234e-13,4.943282789395663e-13,5.316808016587854e-13,4.420082690789122e-13,1.266632804941766e-13,2.9651659395405813e-06,5.968416574230617e-06,9.249181321072799e-14,5.398395838586168e-06,1.671167072459589e-13,1.7555954884510489e-13,3.491868585216536e-06,2.980808346855954e-13,3.082352824631855e-16,2.1104039972860856e-07,5.992358443624766e-17,3.2739620753003e-08,3.640887879776297e-17,1.6659778029113433e-18,2.0132064612660866e-19,7.752553766257013e-17,2.4752383155620906e-17,2.124569599702971e-08,4.071120620727653e-18,3.2772828029913125e-17,1.2982139140930095e-18,1.04601320254783e-17,4.0447797233520536e-14,3.585185375998696e-19,1.4655829406350392e-10,9.368081295135477e-18,1.394392137594139e-07,2.156939350120682e-13,4.918586638209121e-19,3.9600216656456346e-18,1.5056772893788308e-13,2.2718796068117603e-11,7.249898034327308e-15,4.887992773645348e-15,1.6680489055103987e-17,8.717563269978125e-15,2.978652771971801e-19,9.238473634059318e-18,9.739171832855063e-14,8.755687259606309e-19
3.9415269232686635e-07,0.11227218380453742,0.9,0.0,0.0,0.0,0.0,0.09988779793201578,4.593414516460892e-05,2.4513416009575973e-06,8.060207636991645e-06,1.5705453629304045e-05,8.61516391351983e-07,1.5678145073970603e-05,3.466326834116908e-06,5.876611809005366e-06,1.4486185338023476e-05,3.0051763723804386e-05,4.41509846433461e-06,1.5862372496227722e-05,1.1036978405131944e-08,8.178867351931228e-08,2.5806310143412712e-08,4.462828636807669e-09,3.6856100118265194e-05,1.2718898277440183e-05,7.425415676684569e-05,1.8388278327597122e-05,1.4227017953505772e-05,6.383351167396956e-10,1.2531563424264008e-05,1.4222210328583107e-12,4.079101920174054e-08,4.696403306704433e-13,5.046916525837724e-13,5.412800407739526e-13,4.621368076758781e-13,1.2953106854845057e-13,3.070158564840993e-06,6.274331741756591e-06,9.409722803021744e-14,5.638497211587379e-06,1.7454331761651344e-13,1.7924638822996026e-13,3.6602907901880622e-06,3.124470765639758e-13,3.165019618331136e-16,2.280071790646725e-07,6.169697268643513e-17,3.5967423768854995e-08,3.734425571425404e-17,1.7758739107583516e-18,2.1794349383732266e-19,8.186948151328132e-17,2.6574409744729086e-17,2.3313847111859638e-08,4.310861847062557e-18,3.4571186171870984e-17,1.3975454004890764e-18,1.1217763762717536e-17,4.27142075047712e-14,3.8951687270258597e-19,1.6443549895883667e-10,1.0047090561083747e-17,1.493969932229776e-07,2.214787738232013e-13,5.289360582719552e-19,4.242382813835435e-18,1.546067807645797e-13,2.332823872387572e-11,7.7835684326047e-15,5.242279186449926e-15,1.795386480630406e-17,9.383062326714547e-15,3.227990826702637e-19,9.48624603431489e-18,1.0000373146723694e-13,9.44957235675471e-19
4.0348739321239673e-07,0.11227297914590416,0.9,0.0,0.0,0.0,0.0,0.09988497831334446,4.720727466448167e-05,2.451319856902636e-06,8.174365472935612e-06,1.596927570347968e-05,8.614967844926546e-07,1.5952768800596727e-05,3.4672254778209604e-06,5.903418961325878e-06,1.4830240036164023e-05,3.112379987431304e-05,4.433569208896238e-06,1.618520115175393e-05,1.103688051927078e-08,8.178794886263702e-08,2.5805722804692603e-08,4.4627906831757405e-09,3.766478171073996e-05,1.3037470837861462e-05,7.69815092712995e-05,1.886855036913903e-05,1.4858032178969739e-05,6.385113095322857e-10,1.2891899211213774e-05,1.4615882791319732e-12,4.1685638579082264e-08,4.775125425114144e-13,5.149448784854459e-13,5.507418382906149e-13,4.826170266277972e-13,1.3236861659597075e-13,3.1749435031279014e-06,6.5870687687707926e-06,9.567788626860545e-14,5.882651844342405e-06,1.820948516466802e-13,1.828943858462275e-13,3.8321922353012755e-06,3.271092524421759e-13,3.247684022853067e-16,2.458393599595708e-07,6.347085061568883e-17,3.9415359474752184e-08,3.827960353127882e-17,1.890187936294796e-18,2.354904253320427e-19,8.633558556932525e-17,2.847773931025173e-17,2.552089589637354e-08,4.557702301656455e-18,3.64190441810882e-17,1.5014881506200504e-18,1.2008659075398744e-17,4.504435614710703e-14,4.22354907153036e-19,1.8395584135434432e-10,1.0755842887451774e-17,1.597588819785992e-07,2.272634487092164e-13,5.677034292618319e-19,4.536912891619683e-18,1.58645718190835e-13,2.39376641179949e-11,8.341052570625395e-15,5.612084543114331e-15,1.9287876092137943e-17,1.0080251372214596e-14,3.491397356799443e-19,9.734011413392022e-18,1.0261567058879595e-13,1.0177765061085471e-18
4.128220940979271e-07,0.11227377917988529,0.9,0.0,0.0,0.0,0.0,0.09988215204255996,4.848236095637205e-05,2.4512958339192783e-06,8.287905075150802e-06,1.622902919323394e-05,8.614772128042684e-07,1.6223544892167032e-05,3.4679828039291575e-06,5.928534017912513e-06,1.5174379440540295e-05,3.221005731514292e-05,4.450854876725574e-06,1.6504621049697183e-05,1.103677237238361e-08,8.178714794855828e-08,2.5805136550129234e-08,4.462754057805799e-09,3.8464933944866705e-05,1.3356034035871388e-05,7.973821409155177e-05,1.934880808994289e-05,1.5499753530709254e-05,6.386616946316528e-10,1.3252320032964288e-05,1.50101316187451e-12,4.2570742179456055e-08,4.852624910266025e-13,5.250888738369699e-13,5.600700775406717e-13,5.034435191570135e-13,1.3517598272923634e-13,3.27946226178113e-06,6.9065559493972104e-06,9.723416823465146e-14,6.1307939291692e-06,1.897692568559421e-13,1.8650386428829897e-13,4.007536008736876e-06,3.42064175928591e-13,3.3303459138756035e-16,2.6455481628538003e-07,6.524513981474214e-17,4.309167848085078e-08,3.921492220533935e-17,2.0089800325766293e-18,2.5398766604562604e-19,9.092373117695604e-17,3.046363341999024e-17,2.787193892694928e-08,4.811635967549499e-18,3.8316290367711193e-17,1.6101165856574347e-18,1.2833320954033525e-17,4.743818090153762e-14,4.570918495501317e-19,2.0522175708043392e-10,1.1494779401637118e-17,1.7052784537807959e-07,2.330479511091799e-13,6.081868375675499e-19,4.8437874767543726e-18,1.6268453522828298e-13,2.4547071346805738e-11,8.922720298059644e-15,5.997639351136133e-15,2.0683666259696974e-17,1.0809728297829273e-14,3.7692814242367576e-19,9.981769404526486e-18,1.0522753182735572e-13,1.0940936095510242e-18
4.221567949834575e-07,0.11227458382801535,0.9,0.0,0.0,0.0,0.0,0.09987931919172374,4.975920580021533e-05,2.4512701607029792e-06,8.40084710559546e-06,1.648477659850409e-05,8.6145767562194e-07,1.6490582778756347e-05,3.4686192482842567e-06,5.9520619551058456e-06,1.5518605513941216e-05,3.331036517804577e-05,4.467031069978375e-06,1.682066160367607e-05,1.1036656796701806e-08,8.178629180042152e-08,2.5804551308651e-08,4.4627187340960065e-09,3.925657554855881e-05,1.3674587845320063e-05,8.252379350414357e-05,1.982905092360875e-05,1.615202129661239e-05,6.387900303151191e-10,1.3612812262505264e-05,1.5404895266616152e-12,4.344635141817294e-08,4.928920547855129e-13,5.351245834464161e-13,5.692685479386193e-13,5.246110224489731e-13,1.3795323437283792e-13,3.3836603129488907e-06,7.232721725799113e-06,9.87664483864957e-14,6.3828586223996475e-06,1.975645109050034e-13,1.9007515592899956e-13,4.18628550420409e-06,3.5730868702988264e-13,3.4130052085812447e-16,2.841710660054384e-07,6.701977403733945e-17,4.700465499311291e-08,4.015021213828544e-17,2.1323086767423964e-18,2.73461322350953e-19,9.563386212989561e-17,3.253332312556625e-17,3.0372082889536e-08,5.072653828967678e-18,4.0263123868196797e-17,1.7235037750394734e-18,1.3692247851326764e-17,4.989564756707019e-14,4.937870247982835e-19,2.2833900568799201e-10,1.2264325693776059e-17,1.8170664359136243e-07,2.3883227419906763e-13,6.504117003647481e-19,5.163178916537047e-18,1.6672322710314277e-13,2.5156459690320687e-11,9.52893171092627e-15,6.399165285176289e-15,2.214235702589086e-17,1.1572078865518642e-14,4.06205159474822e-19,1.0229519715701222e-17,1.0783931210387522e-13,1.173974663513551e-18
4.3149149586898786e-07,0.11227539301443798,0.9,0.0,0.0,0.0,0.0,0.09987647983271909,5.103762252551029e-05,2.4512433225663556e-06,8.513207549730813e-06,1.6736579458988493e-05,8.614381720724283e-07,1.675398896322053e-05,3.469152306978637e-06,5.9741013613165145e-06,1.5862920130158313e-05,3.4424554048327366e-05,4.4821685665326005e-06,1.713335291634322e-05,1.1036535976086573e-08,8.178539665043014e-08,2.5803967058233006e-08,4.462684685162898e-09,4.0039727786145606e-05,1.3993132240540766e-05,8.53377889373595e-05,2.0309278416352132e-05,1.6814679069089743e-05,6.388995343240005e-10,1.3973364241993424e-05,1.5800115784550338e-12,4.4312490541152274e-08,5.004030856723937e-13,5.450529739207659e-13,5.783409376126333e-13,5.461144141102245e-13,1.4070044920513972e-13,3.4874868626670753e-06,7.56549471104768e-06,1.0027509543757263e-13,6.6387820313730185e-06,2.054786210580742e-13,1.9360860093951591e-13,4.368404429256753e-06,3.7283965288413985e-13,3.4956618172246396e-16,3.0470527065946933e-07,6.879469548734529e-17,5.11625817228914e-08,4.108547274877419e-17,2.2602311893043836e-18,2.9393742687199273e-19,1.0046580206454119e-16,3.468802919651708e-17,3.3026441099172145e-08,5.340749318467929e-18,4.225931553500175e-17,1.8417214186824625e-18,1.458592770880749e-17,5.241666942540996e-14,5.324998239536135e-19,2.534166689301925e-10,1.3064905002036073e-17,1.9329784035127946e-07,2.44616412514324e-13,6.944028933040841e-19,5.495256320347675e-18,1.7076178999368393e-13,2.5765828571696837e-11,1.0160044449877125e-14,6.816883143210628e-15,2.3665059086826856e-17,1.2367883639508637e-14,4.370115734325801e-19,1.0477262112719628e-17,1.1045100894925003e-13,1.2574847184964451e-18
4.4082619675451824e-07,0.11227620666573473,0.9,0.0,0.0,0.0,0.0,0.09987363403723153,5.2317435348342744e-05,2.451215693857664e-06,8.624998246298393e-06,1.6984498368892394e-05,8.614187011475212e-07,1.701386684318406e-05,3.4695969568642897e-06,5.994744812279886e-06,1.6207325074193965e-05,3.555245597661832e-05,4.496333627909498e-06,1.744272562751478e-05,1.1036411595265889e-08,8.17844750231128e-08,2.5803383825853424e-08,4.462651883954125e-09,4.08144141311755e-05,1.431166719628741e-05,8.817975965485626e-05,2.0789490201816365e-05,1.7487574628911684e-05,6.389929606594144e-10,1.4333965998994134e-05,1.6195738601841578e-12,4.5169186259705806e-08,5.077974069428349e-13,5.548750289411756e-13,5.872908270830755e-13,5.679487083992769e-13,1.4341771255644556e-13,3.5908946316613857e-06,7.904803709096087e-06,1.0176047243767022e-13,6.898501201608561e-06,2.1350962387003405e-13,1.971045455613758e-13,4.553856811891114e-06,3.8865396831826643e-13,3.5783156706892257e-16,3.261742352044335e-07,7.056985482173307e-17,5.5573764992955174e-08,4.202070388682995e-17,2.3928034505601537e-18,3.154418947678331e-19,1.0541937159003282e-16,3.6928947160240217e-17,3.5840130127744464e-08,5.615914877032248e-18,4.430466039040387e-17,1.9648399387207944e-18,1.5514835310521472e-17,5.500115365481954e-14,5.732896943969421e-19,2.8056714841180393e-10,1.389692900741745e-17,2.0530381114850759e-07,2.5040036164347516e-13,7.401847068316634e-19,5.840182685402626e-18,1.748002208147581e-13,2.637517752522355e-11,1.081640921518793e-14,7.251008240336469e-15,2.52528653489956e-17,1.3197714345239353e-14,4.693880973530958e-19,1.0724996406456575e-17,1.1306262037057229e-13,1.344687860119296e-18
4.501608976400486e-07,0.11227702471075561,0.9,0.0,0.0,0.0,0.0,0.0998707818767317,5.35984787282816e-05,2.451187563070265e-06,8.736227369686532e-06,1.7228592991452676e-05,8.613992619074889e-07,1.7270316573207887e-05,3.469966016679044e-06,6.014079225754879e-06,1.655182204263995e-05,3.669390448682289e-05,4.509588287550292e-06,1.7748810784567485e-05,1.1036284955375115e-08,8.178353656344462e-08,2.5802801524771105e-08,4.462620302823465e-09,4.1580659987653414e-05,1.4630192687699462e-05,9.104928153471449e-05,2.126968598157024e-05,1.817055982254733e-05,6.39072664982206e-10,1.4694609003269442e-05,1.6591712325815423e-12,4.60164674391622e-08,5.150768113894416e-13,5.645917452328975e-13,5.961216843302076e-13,5.901090522227362e-13,1.4610511507844554e-13,3.6938396475087424e-06,8.250577732209175e-06,1.0322293684726995e-13,7.161954104152905e-06,2.2165558487059358e-13,2.0056334062630162e-13,4.742607005638491e-06,4.047485562635251e-13,3.6609667383107353e-16,3.4859440818158817e-07,7.234521113556802e-17,6.024652003112804e-08,4.295590618790248e-17,2.530079628306191e-18,3.3800047471605773e-19,1.1049450056972471e-16,3.925723983675204e-17,3.881826653789454e-08,5.898138879676524e-18,4.6399438684768964e-17,2.092928569028001e-18,1.6479443259884806e-17,5.764905636781544e-14,6.162161254510397e-19,3.0990616246183196e-10,1.476079137824713e-17,2.1772675089865574e-07,2.5618411798942503e-13,7.877808020079423e-19,6.19811799778487e-18,1.7883851704998544e-13,2.6984506171641447e-11,1.1498366002243286e-14,7.70174552979679e-15,2.6906845359007942e-17,1.4062129363418095e-14,5.033753624209131e-19,1.0972722443197988e-17,1.1567414474673708e-13,1.4356472933198476e-18
4.59495598525579e-07,0.11227784708046833,0.9,0.0,0.0,0.0,0.0,0.09986792342246055,5.4880596763062173e-05,2.4511591519757206e-06,8.846899868450039e-06,1.7468922073243374e-05,8.613798533378305e-07,1.752343496282413e-05,3.470270456435421e-06,6.032186196587907e-06,1.6896412644208885e-05,3.78487345807876e-05,4.521990620639749e-06,1.8051639732189627e-05,1.103615705364179e-08,8.178258868866995e-08,2.580222011186184e-08,4.4625899145396365e-09,4.233849245305276e-05,1.4948708690287603e-05,9.394594593684134e-05,2.174986551023632e-05,1.8863490434448558e-05,6.391406634259023e-10,1.5055285958816731e-05,1.6987988558547518e-12,4.685436483446991e-08,5.222430669276855e-13,5.742041288172812e-13,6.04836861705638e-13,6.125907209512877e-13,1.4876275501367656e-13,3.7962810478050027e-06,8.602746016189699e-06,1.0466284064466551e-13,7.4290796230979645e-06,2.299145979933975e-13,2.0398534034029546e-13,4.934619693356466e-06,4.2112036810800696e-13,3.743614965397714e-16,3.719818821830514e-07,7.412072806265486e-17,6.518916644280947e-08,4.38910789908268e-17,2.6721128764262026e-18,3.6163881581860705e-19,1.1569097798288788e-16,4.1674065421489783e-17,4.196596372106118e-08,6.1874130630636374e-18,4.854340928185756e-17,2.226055301920052e-18,1.7480215395248434e-17,6.036027373390865e-14,6.61338591919694e-19,3.4155274227907887e-10,1.5656886000145803e-17,2.3056868110740797e-07,2.619676785977583e-13,8.372143439359596e-19,6.5692199516193994e-18,1.8287667663380555e-13,2.75938141991039e-11,1.2206253997754897e-14,8.169300347734483e-15,2.8628059790366316e-17,1.496168298644504e-14,5.390138952119978e-19,1.1220440096274346e-17,1.1828558074194494e-13,1.530425179753551e-18
4.6883029941110937e-07,0.11227867370781822,0.9,0.0,0.0,0.0,0.0,0.09986505874541599,5.6163642618963573e-05,2.4511306303134175e-06,8.957017863491975e-06,1.7705543458262083e-05,8.613604743102366e-07,1.7773315406239413e-05,3.4705196624219317e-06,6.049142313075415e-06,1.7241098400402423e-05,3.9016782740221055e-05,4.533594996661994e-06,1.835124401866391e-05,1.1036028652837789e-08,8.178163708216164e-08,2.5801639634938927e-08,4.462560692183264e-09,4.308794011648855e-05,1.5267215179925197e-05,9.686935865168528e-05,2.2230028584069863e-05,1.9566226055661554e-05,6.391986809221138e-10,1.541599062603876e-05,1.7384521717948193e-12,4.768291086495015e-08,5.292979147223811e-13,5.837131921378535e-13,6.13439593342081e-13,6.353891141627684e-13,1.5139073608138027e-13,3.898180893981246e-06,8.961238033738312e-06,1.0608053040481417e-13,7.699817543265086e-06,2.382847852768187e-13,2.0737090121431004e-13,5.129859889916588e-06,4.377663839233139e-13,3.8262603043061983e-16,3.9635239459200517e-07,7.58963742856535e-17,7.041002385352427e-08,4.482622195324668e-17,2.818955062602322e-18,3.8638242850998365e-19,1.210085640239107e-16,4.418056126362032e-17,4.528832883743834e-08,6.48372914904212e-18,5.073623723462578e-17,2.3642869677868753e-18,1.851760074487918e-17,6.313468342388283e-14,7.087165473648724e-19,3.7562922739565183e-10,1.6585597546179806e-17,2.4383145656044286e-07,2.677510410165219e-13,8.88507959729064e-19,6.95363968967304e-18,1.869146978522154e-13,2.8203101348637836e-11,1.2940407123422317e-14,8.65387413884885e-15,3.04175537516122e-17,1.5896922222920094e-14,5.7634411626328805e-19,1.1468149260361709e-17,1.2089692724707043e-13,1.6290827382971146e-18
