Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98)
1.949093951562096e-07,0.11225642512785568,0.9,0.0,0.0,0.0,0.0,0.09994625983832187,1.9798318450312722e-05,2.4396912258104093e-06,5.338272315014734e-06,8.976425938184646e-06,8.618447020752968e-07,8.703931307801766e-06,3.2892067771777877e-06,4.606275949406745e-06,7.1586688953146525e-06,1.0011414703353363e-05,3.519012810081767e-06,9.013938313840512e-06,1.0984523217511093e-08,8.139897130629736e-08,2.581612878288579e-08,4.463487714677473e-09,1.7641777800792607e-05,5.9170719075339775e-06,2.4256702948264816e-05,8.142908522398342e-06,3.666126259488206e-06,6.055516474993554e-10,4.944873650842952e-06,6.134438551012061e-13,1.9515013838415082e-08,2.6861694898273024e-13,2.8700377821623725e-13,3.0071690711964525e-13,1.1917334906990141e-13,6.204177097302368e-14,9.300379925332889e-07,1.3425262587313238e-06,5.3781100166437114e-14,1.5112546187620827e-06
1.9868237837545794e-07,0.11225669051778737,0.9,0.0,0.0,0.0,0.0,0.0999451852582031,2.0264061175344346e-05,2.4408953410189652e-06,5.399796725051113e-06,9.125661848154591e-06,8.618530347235813e-07,8.860000034858848e-06,3.3002912005436946e-06,4.6497025259300476e-06,7.2972686780665815e-06,1.0267094845596775e-05,3.5502281171246444e-06,9.210256801511278e-06,1.0989944659323198e-08,8.143924314811799e-08,2.581638095086739e-08,4.463544579577401e-09,1.804122877138278e-05,6.0459000690253984e-06,2.503027026912169e-05,8.336219052245208e-06,3.8085326450301266e-06,6.075946954581114e-10,5.083292975192769e-06,6.278664934773383e-13,1.9957612279967058e-08,2.7307920899225694e-13,2.932507125793635e-13,3.0610499689108583e-13,1.238008748949186e-13,6.344566318809371e-14,9.651915378726927e-07,1.4030537670588424e-06,5.467522804490225e-14,1.567944409658801e-06
2.024553615947063e-07,0.11225695713066244,0.9,0.0,0.0,0.0,0.0,0.09994410933777773,2.0731710949586022e-05,2.4419808756111934e-06,5.4606310505392665e-06,9.273964736106306e-06,8.618587117366705e-07,9.015174271590261e-06,3.310721339637053e-06,4.692038532561816e-06,7.435872588055155e-06,1.0525056951602497e-05,3.5806211115214264e-06,9.406805326720796e-06,1.0994832200853324e-08,8.147554917568374e-08,2.5816553157607356e-08,4.463587914776394e-09,1.843985920998195e-05,6.174729095835437e-06,2.581192404521013e-05,8.529619372848454e-06,3.953462536110002e-06,6.095173197938539e-10,5.222164122998464e-06,6.423478254381422e-13,2.0399292607344084e-08,2.775134254458605e-13,2.995047999192969e-13,3.11462034241163e-13,1.28510304652379e-13,6.484663161810966e-14,1.0007490831634668e-06,1.4649349209315198e-06,5.556376584936156e-14,1.6255686756239888e-06
2.0622834481395463e-07,0.11225722494925947,0.9,0.0,0.0,0.0,0.0,0.09994303207997343,2.120121978380589e-05,2.4429593424352198e-06,5.5208038841838416e-06,9.4213403472611e-06,8.61862160387869e-07,9.16945053912956e-06,3.32053455765539e-06,4.733310325820721e-06,7.574480842903531e-06,1.0785292320228432e-05,3.6102134187240666e-06,9.603570214896921e-06,1.0999237677806611e-08,8.150827442408664e-08,2.5816658268074545e-08,4.4636199405619965e-09,1.883763557587795e-05,6.303558618565204e-06,2.6601555795793654e-05,8.723100535636437e-06,4.10090139858909e-06,6.113264000035955e-10,5.361460390345566e-06,6.568863608508897e-13,2.0840017380714002e-08,2.8191977109095566e-13,3.0576560416708264e-13,3.167878998674459e-13,1.3330116235358697e-13,6.624455833971992e-14,1.0366969481226846e-06,1.5281668732280143e-06,5.644674800177301e-14,1.6841217484019603e-06
2.1000132803320298e-07,0.11225749395697728,0.9,0.0,0.0,0.0,0.0,0.09994195348782427,2.167254084948748e-05,2.4438411377966864e-06,5.580342710145033e-06,9.567794403016581e-06,8.618637394646952e-07,9.322826155800985e-06,3.3297662005039555e-06,4.773543670279301e-06,7.713093661044903e-06,1.1047792176926508e-05,3.639026095432896e-06,9.800538573548004e-06,1.1003207898800229e-08,8.15377665868483e-08,2.5816707085171017e-08,4.463642521102213e-09,1.9234526885811404e-05,6.432388326663297e-06,2.739906018979354e-05,8.916654459226237e-06,4.250834648435193e-06,6.13028444142998e-10,5.501156600642932e-06,6.714806456212956e-13,2.1279752016819526e-08,2.8629841795721645e-13,3.1203271417880247e-13,3.220825020221965e-13,1.3817297040371461e-13,6.76393344294444e-14,1.0730217036184022e-06,1.5927466673913102e-06,5.732420878130892e-14,1.7435979974425622e-06
2.1377431125245132e-07,0.11225776413780222,0.9,0.0,0.0,0.0,0.0,0.09994087356446259,2.2145628452713276e-05,2.444635649731768e-06,5.639273939827244e-06,9.713332599169341e-06,8.618637502387258e-07,9.47529919546307e-06,3.3384496935687e-06,4.812763749722501e-06,7.851711261576215e-06,1.1312547681948719e-05,3.667079644555018e-06,9.997698249902931e-06,1.1006785132776719e-08,8.156433963698789e-08,2.5816708680026914e-08,4.463657221485184e-09,1.963050452978876e-05,6.561217959001098e-06,2.820433492242409e-05,9.110273845334234e-06,4.403247664309638e-06,6.14629606639835e-10,5.641229021900278e-06,6.86129260884423e-13,2.1718464583123886e-08,2.906495373068589e-13,3.18305742385524e-13,3.2734577507124704e-13,1.4312525001154976e-13,6.903085931727885e-14,1.1097101734579281e-06,1.6586712457894469e-06,5.819618231375943e-14,1.8039918296881892e-06
2.1754729447169967e-07,0.1122580354762779,0.9,0.0,0.0,0.0,0.0,0.09993979231311136,2.262043800854308e-05,2.4453513557737944e-06,5.697622946764734e-06,9.857960604458014e-06,8.61862445674151e-07,9.626868447456749e-06,3.346616635190843e-06,4.850995178204822e-06,7.990333864117323e-06,1.1579549937942226e-05,3.6943940297692423e-06,1.0195037790598279e-05,1.1010007549149288e-08,8.15882770967017e-08,2.5816670669262417e-08,4.46366535559127e-09,2.002554210114281e-05,6.69004729596133e-06,2.9017280598135083e-05,9.303952102846352e-06,4.5581257994917294e-06,6.161357055008585e-10,5.781655288003024e-06,7.00830822209581e-13,2.2156125607894814e-08,2.949732995896675e-13,3.2458432350858113e-13,3.325776781078635e-13,1.4815752157765556e-13,7.041904018698121e-14,1.1467494355308538e-06,1.7259374574755634e-06,5.906270256286006e-14,1.8652976893528129e-06
2.2132027769094801e-07,0.11225830795747645,0.9,0.0,0.0,0.0,0.0,0.09993870973707733,2.3096926015882403e-05,2.445995911246179e-06,5.755414100611833e-06,1.0001684059373063e-05,8.618600381686792e-07,9.777533378108062e-06,3.3542968867843306e-06,4.888262011000404e-06,8.128961688675479e-06,1.1848789996982403e-05,3.72098868970798e-06,1.0392546403340862e-05,1.1012909615470334e-08,8.160983499025625e-08,2.5816599448065143e-08,4.46366802636377e-09,2.0419615239600858e-05,6.818876152787472e-06,2.9837800619438563e-05,9.497683279245821e-06,4.715454393166476e-06,6.175522389152864e-10,5.92241432384481e-06,7.155839788162834e-13,2.2592707904829706e-08,2.9926987440425777e-13,3.3086811333707644e-13,3.3777819362187083e-13,1.5326930506079218e-13,7.180379142303225e-14,1.1841268223703856e-06,1.7945420653941417e-06,5.992380332304128e-14,1.927510057694853e-06
2.2509326091019636e-07,0.11225858156697195,0.9,0.0,0.0,0.0,0.0,0.09993762583974425,2.3575050032836097e-05,2.44657622900118e-06,5.812670800246779e-06,1.0144508575190641e-05,8.618567060601874e-07,9.927294093736865e-06,3.3615186595706947e-06,4.924587755440822e-06,8.267594955515073e-06,1.2120258867087513e-05,3.746882551766187e-06,1.0590213920473178e-05,1.1015522456366154e-08,8.162924451076506e-08,2.581650038610159e-08,4.463666159644109e-09,2.0812701486263754e-05,6.947704373993632e-06,3.0665801081237185e-05,9.691461998684629e-06,4.875218781100453e-06,6.188844012204695e-10,6.063486274175694e-06,7.30387412811098e-13,2.302818641100735e-08,3.035394304737152e-13,3.3715678756673714e-13,3.429473262201548e-13,1.5846012032543657e-13,7.318503410288538e-14,1.221829921190066e-06,1.8644817530756844e-06,6.077951821368809e-14,1.9906234527852986e-06
2.288662441294447e-07,0.11225885629081553,0.9,0.0,0.0,0.0,0.0,0.09993654062456696,2.4054768652542146e-05,2.4470985514268303e-06,5.869415505999431e-06,1.0286439733195748e-05,8.618525990898723e-07,1.0076151305124059e-05,3.368308597931848e-06,4.959995381635908e-06,8.406233885032542e-06,1.2393947518254712e-05,3.7720940455471458e-06,1.0788030764368589e-05,1.1017874177657787e-08,8.164671442835156e-08,2.5816377992005993e-08,4.463660532561175e-09,2.120478014951357e-05,7.076531828670931e-06,3.150119067030533e-05,9.885283406059862e-06,5.037404305729713e-06,6.20137098241662e-10,6.204852436023608e-06,7.452398384388122e-13,2.3462538037065673e-08,3.0778213562150236e-13,3.4345004069737834e-13,3.48085101396607e-13,1.637294874703955e-13,7.456269552328019e-14,1.2598465734475204e-06,1.9357531308581873e-06,6.162988067458439e-14,2.054632429272262e-06
2.3263922734869305e-07,0.11225913211551178,0.9,0.0,0.0,0.0,0.0,0.09993545409506571,2.453604147948015e-05,2.44756851546706e-06,5.925669771014136e-06,1.0427483084064605e-05,8.618478429859333e-07,1.0224106293391078e-05,3.3746918594004343e-06,4.994507333073396e-06,8.544878697636247e-06,1.2669846888053682e-05,3.7966411159545832e-06,1.0985987914583754e-05,1.101999015929462e-08,8.16624332647101e-08,2.5816236051395617e-08,4.463651797384888e-09,2.159583218095389e-05,7.205358406549462e-06,3.234388056960011e-05,1.007914311651604e-05,5.201996325683025e-06,6.213149620340639e-10,6.3464951945472064e-06,7.601400013418444e-13,2.389574152858993e-08,3.1199815674807065e-13,3.4974758498529114e-13,3.531915643528919e-13,1.6907692713756222e-13,7.59367087620804e-14,1.2981648739825767e-06,2.0083527416707308e-06,6.24749239620566e-14,2.1195315781429074e-06
2.364122105679414e-07,0.11225940902799716,0.9,0.0,0.0,0.0,0.0,0.0999343662548209,2.501882910624926e-05,2.4479912113341038e-06,5.981454271759838e-06,1.0567644147380332e-05,8.618425433106436e-07,1.0371160877246157e-05,3.3806921913227943e-06,5.028145537093533e-06,8.683529613631304e-06,1.2947947886811607e-05,3.8205412359404495e-06,1.1184076876696327e-05,1.1021893319624248e-08,8.167657125668927e-08,2.5816077742705033e-08,4.463640501538165e-09,2.1985840060561444e-05,7.3341840146931e-06,3.3193784367102016e-05,1.0273037169846502e-05,5.368980224762895e-06,6.22422364995402e-10,6.488397962179734e-06,7.750866778413948e-13,2.432777733780095e-08,3.1618765982207577e-13,3.5604914945011735e-13,3.582667788658811e-13,1.7450196080418898e-13,7.730701227771397e-14,1.3367731697733426e-06,2.0822770664118795e-06,6.331468114610416e-14,2.1853155264836383e-06
2.4018519378718977e-07,0.112259687015619,0.9,0.0,0.0,0.0,0.0,0.09993327710746822,2.550309309080976e-05,2.4483712355276656e-06,6.036788837700346e-06,1.070692841125965e-05,8.618367886916675e-07,1.0517317381552974e-05,3.3863320042436445e-06,5.060931415235274e-06,8.822186853109175e-06,1.3228241402420305e-05,3.843811418917418e-06,1.1382289652756882e-05,1.1023604353957443e-08,8.168928212941666e-08,2.5815905734474594e-08,4.463627104373659e-09,2.2374787690299874e-05,7.4630085747233834e-06,3.405081796890727e-05,1.046696198931648e-05,5.538341420406273e-06,6.23463433365343e-10,6.630545120925226e-06,7.900786742339464e-13,2.4758627504711646e-08,3.2035080986945545e-13,3.623544789337907e-13,3.6331082619910403e-13,1.8000411105887966e-13,7.867354953303851e-14,1.37566005835015e-06,2.1575225289529744e-06,6.414918510832254e-14,2.2519789372392313e-06
2.439581770064381e-07,0.11225996606611632,0.9,0.0,0.0,0.0,0.0,0.09993218665669397,2.5988795934182497e-05,2.448712738713615e-06,6.091692480138341e-06,1.0845341332072643e-05,8.618306535369496e-07,1.0662578607178326e-05,3.391632442074263e-06,5.092885893450996e-06,8.96085063584195e-06,1.3510718304793812e-05,3.866468230844928e-06,1.1580618713285233e-05,1.1025141950381879e-08,8.170070469758197e-08,2.5815722267096942e-08,4.463611991307752e-09,2.276266029551745e-05,7.591832020487016e-06,3.491489951631544e-05,1.066091434447815e-05,5.710065371646008e-06,6.24442060162363e-10,6.7729219676705195e-06,8.051148260923151e-13,2.518827554697898e-08,3.244877709576791e-13,3.686633332071941e-13,3.6832380406097124e-13,1.855829018592582e-13,8.003626864553558e-14,1.414814385903746e-06,2.2340855007939518e-06,6.497846854002702e-14,2.319516508971478e-06
2.4773116022568646e-07,0.11226024616760179,0.9,0.0,0.0,0.0,0.0,0.09993109490623113,2.6475901058600373e-05,2.4490194689606163e-06,6.146183420247257e-06,1.0982888334240587e-05,8.618242003148845e-07,1.0806947802076647e-05,3.3966134491163567e-06,5.124029412187101e-06,9.09952118118115e-06,1.3795369450002237e-05,3.888527801997386e-06,1.1779056970742575e-05,1.1026522984375639e-08,8.171096431146479e-08,2.581552922147454e-08,4.4635954856938985e-09,2.314944433351404e-05,7.720654296096883e-06,3.578594930667607e-05,1.0854891317591111e-05,5.884137586593459e-06,6.253619175244645e-10,6.915514662379341e-06,8.201939975891294e-13,2.5616706357766725e-08,3.28598706196526e-13,3.7497548612462427e-13,3.73305825605477e-13,1.9123785877528704e-13,8.139512207035144e-14,1.4542252451208451e-06,2.311962305396959e-06,6.580256394104051e-14,2.3879229756178174e-06
2.515041434449348e-07,0.11226052730854427,0.9,0.0,0.0,0.0,0.0,0.0999300018598551,2.6964372786105707e-05,2.449294810783788e-06,6.200279116305648e-06,1.1119574810099266e-05,8.618174814684814e-07,1.0950428633570161e-05,3.4012938340215572e-06,5.154381936328129e-06,9.238198707960971e-06,1.408218568410566e-05,3.910005838422815e-06,1.197759775441267e-05,1.1027762694355571e-08,8.172017416265005e-08,2.581532817664838e-08,4.463577858743467e-09,2.3535127408716296e-05,7.849475354287536e-06,3.666388971777489e-05,1.1048890273299502e-05,6.06054362946199e-06,6.262264684663724e-10,7.058310179038017e-06,8.35315080837774e-13,2.6043906111002762e-08,3.3268377773618226e-13,3.812907248242909e-13,3.7825701847153593e-13,1.9696850921896457e-13,8.275006630041108e-14,1.4938819727773285e-06,2.3911492222210967e-06,6.662150361911672e-14,2.4571931062503115e-06
2.590501098834315e-07,0.11226109266436538,0.9,0.0,0.0,0.0,0.0,0.09992781189465676,2.794527771334168e-05,2.449763249095946e-06,6.3073509509291605e-06,1.1390387591472046e-05,8.61803415295902e-07,1.123474181699605e-05,3.4098226495481403e-06,5.212791540893751e-06,9.515575578052686e-06,1.4662276773623124e-05,3.9512780760675766e-06,1.2374962163468665e-05,1.1029871811035766e-08,8.173584322687196e-08,2.581490715965671e-08,4.463540110547512e-09,2.430314637130282e-05,8.107113664941842e-06,3.844014189283761e-05,1.1436944847947329e-05,6.4202997743506695e-06,6.278025231443574e-10,7.344461374430892e-06,8.656786868495821e-13,2.689456303863495e-08,3.407769734663789e-13,3.9392967013390647e-13,3.880674957785966e-13,2.0865501077603463e-13,8.544807172714527e-14,1.5738915845730752e-06,2.553438312000238e-06,6.824404407389444e-14,2.5983036099966385e-06
2.6584147967807854e-07,0.11226160493061288,0.9,0.0,0.0,0.0,0.0,0.0999258365325771,2.8832425700667982e-05,2.4501051788167058e-06,6.402524307285073e-06,1.1631229531754973e-05,8.617902196743295e-07,1.1487629941519609e-05,3.4166379847548522e-06,5.262845877908321e-06,9.765240819238388e-06,1.5191671441086676e-05,3.986583506470454e-06,1.2732881572282321e-05,1.1031411331651757e-08,8.174728104726793e-08,2.581451209902749e-08,4.463504223721395e-09,2.4990494616746523e-05,8.338983639046578e-06,4.006159617596655e-05,1.1786247577789613e-05,6.751918548583077e-06,6.290626693107186e-10,7.602575504180351e-06,8.93138705353347e-13,2.7655828602692024e-08,3.4797400262769463e-13,4.0531338492379087e-13,3.9679303671673236e-13,2.1942703799231371e-13,8.786254396519803e-14,1.6466390327001174e-06,2.7039409784803167e-06,6.968701807353046e-14,2.728205028417525e-06
2.726328494727256e-07,0.11226212040001385,0.9,0.0,0.0,0.0,0.0,0.09992385703203671,2.9723485574538626e-05,2.450384814849186e-06,6.4966564308150716e-06,1.1869365757615161e-05,8.617766661039292e-07,1.1737713278923725e-05,3.422726054675547e-06,5.310627172024701e-06,1.001493205062042e-05,1.5727938526618306e-05,4.020230783959408e-06,1.3091046093615275e-05,1.1032670379682083e-08,8.175663548955612e-08,2.581410625639644e-08,4.463467294835198e-09,2.567412764491244e-05,8.570849202868741e-06,4.170425666033417e-05,1.2135590823582282e-05,7.090877636127206e-06,6.301890534003539e-10,7.861176752891984e-06,9.207184974674501e-13,2.8412940397285066e-08,3.550897109262863e-13,4.1670431846453297e-13,4.0542124680538114e-13,2.3043706788040603e-13,9.026383099140642e-14,1.720028120616142e-06,2.8586289064906105e-06,7.111378116767345e-14,2.860824947313782e-06
2.794242192673726e-07,0.11226263901636405,0.9,0.0,0.0,0.0,0.0,0.09992187341616308,3.0618279133576215e-05,2.4506126796638183e-06,6.589824864268099e-06,1.2104826555128998e-05,8.61762859205404e-07,1.1985025130634405e-05,3.428162875571286e-06,5.356235922168968e-06,1.0264650518488625e-05,1.6271024695542297e-05,4.052297570802497e-06,1.3449429045539088e-05,1.1033696332030414e-08,8.176425846698807e-08,2.5813692781900263e-08,4.463429859477065e-09,2.6354005473693542e-05,8.80271025394376e-06,4.336773704320389e-05,1.2484966374666862e-05,7.437095649761334e-06,6.311956709818003e-10,8.120213020947522e-06,9.484125293833113e-13,2.9165853858375076e-08,3.6212500907919856e-13,4.281016188160988e-13,4.139532818387229e-13,2.416824360189424e-13,9.265179275081512e-14,1.7940051023231911e-06,3.017479246401586e-06,7.252451481238289e-14,2.996134098908522e-06
2.8621558906201966e-07,0.11226316072596446,0.9,0.0,0.0,0.0,0.0,0.09991988570829677,3.151663606288855e-05,2.4507975250773135e-06,6.682101054374941e-06,1.2337641876122323e-05,8.617488748256798e-07,1.2229601361831567e-05,3.4330166813851944e-06,5.399768379134334e-06,1.0514397457380374e-05,1.682087673125382e-05,4.08285789114847e-06,1.3808006538711198e-05,1.1034528592975195e-08,8.177044267519096e-08,2.5813273959316054e-08,4.463392303707554e-09,2.7030095192379977e-05,9.034566714616277e-06,4.5051667856366855e-05,1.2834367395887599e-05,7.790492212022724e-06,6.320950846354242e-10,8.379637662468239e-06,9.762155121369373e-13,2.9914532315742764e-08,3.690807977877619e-13,4.39504523030645e-13,4.2239038610334643e-13,2.531605109891474e-13,9.502631408850749e-14,1.8685185449208378e-06,3.1804689258843605e-06,7.391939846129054e-14,3.134103565407444e-06
2.930069588566667e-07,0.1122636854777269,0.9,0.0,0.0,0.0,0.0,0.09991789393195157,3.241839359979936e-05,2.450946631502017e-06,6.77355074466405e-06,1.2567841340520015e-05,8.61734768008522e-07,1.2471480048158044e-05,3.437348693176586e-06,5.441316709251774e-06,1.0764174088895608e-05,1.7377441572211782e-05,4.111982301626905e-06,1.4166757189279983e-05,1.1035199941754408e-08,8.177543160021457e-08,2.5812851446048493e-08,4.463354905487251e-09,2.7702370123655683e-05,9.266418525192136e-06,4.6755695491011884e-05,1.3183788195178708e-05,8.15098802508197e-06,6.328985656389036e-10,8.63940892464317e-06,1.0041223912197467e-12,3.065894605725833e-08,3.7595796778335457e-13,4.509123480031862e-13,4.307338801610423e-13,2.6486869664370226e-13,9.738730178367542e-14,1.943519261138334e-06,3.3475746906665245e-06,7.529860957963916e-14,3.274704774671499e-06
2.9979832865131375e-07,0.11226421322278446,0.9,0.0,0.0,0.0,0.0,0.09991589811077935,3.3323396212687685e-05,2.4510660567734718e-06,6.864234346372308e-06,1.2795454239041228e-05,8.617205788360855e-07,1.2710701151013987e-05,3.441213816879275e-06,5.48096915305077e-06,1.1013981620621645e-05,1.7940666344114798e-05,4.139738053848979e-06,1.4525661860529215e-05,1.10357376537038e-08,8.177942784029773e-08,2.5812426449011166e-08,4.463317865033605e-09,2.8370809087299817e-05,9.498265638919486e-06,4.847948129127966e-05,1.353322403031094e-05,8.518504930601019e-06,6.336162224916299e-10,8.899489443181887e-06,1.0321283365828328e-12,3.139907150682164e-08,3.8275739987076625e-13,4.623244822368239e-13,4.389851496247349e-13,2.768044340465573e-13,9.973468193894801e-14,2.0189602402468388e-06,3.5187731404420594e-06,7.666232365988786e-14,3.4179094959493915e-06
3.065896984459608e-07,0.11226474391445254,0.9,0.0,0.0,0.0,0.0,0.09991389826853922,3.4231495292252834e-05,2.4511608429604193e-06,6.954207288880077e-06,1.302050953615946e-05,8.617063365912656e-07,1.2947306219054062e-05,3.4446612764825466e-06,5.5188101790516175e-06,1.1263821245158375e-05,1.8510498387892107e-05,4.1661892493511005e-06,1.4884703430113972e-05,1.1036164430319233e-08,8.178260002245691e-08,2.5811999849961302e-08,4.463281326510003e-09,2.9035395751931564e-05,9.730108018412467e-06,5.0222700709477605e-05,1.388267094827213e-05,8.89296596056077e-06,6.342571174538261e-10,9.159845787744596e-06,1.0602287330818394e-12,3.213489050064382e-08,3.894799650832486e-13,4.737403784279486e-13,4.471456348415576e-13,2.8896520312617947e-13,1.0206839773920145e-13,2.0947965779583462e-06,3.6940407605652075e-06,7.801071424001978e-14,3.563689835668715e-06
3.1338106824060784e-07,0.11226527750802363,0.9,0.0,0.0,0.0,0.0,0.09991189442907028,3.5142548855134434e-05,2.4512351862245076e-06,7.043520350035462e-06,1.3243035873261986e-05,8.61692062597e-07,1.318133811497663e-05,3.4477351857909616e-06,5.554920632615694e-06,1.151369413924071e-05,1.9086885283851807e-05,4.191396987124968e-06,1.5243866581370337e-05,1.1036499164083704e-08,8.17850884832311e-08,2.5811572290986856e-08,4.463245392771742e-09,2.9696118067264e-05,9.96194563321158e-06,5.198504251972203e-05,1.4232125653344155e-05,9.274295379505341e-06,6.348293718214283e-10,9.420448054385614e-06,1.0884191712698806e-12,3.286638965339058e-08,3.9612652475816096e-13,4.851595468164105e-13,4.552168214452795e-13,3.0134852404645127e-13,1.0438840743875699e-13,2.1709854057531423e-06,3.873353949868077e-06,7.934395292258883e-14,3.712018233287316e-06
3.201724380352549e-07,0.11226581396065692,0.9,0.0,0.0,0.0,0.0,0.09990988661626764,3.605642125928085e-05,2.4512925779205205e-06,7.1322199676710485e-06,1.3463061571909939e-05,8.616777722785658e-07,1.3412840765388349e-05,3.4504750652747566e-06,5.589377879967205e-06,1.176360146295011e-05,1.9669774872589688e-05,4.215419504227744e-06,1.5603137615768332e-05,1.103675757502754e-08,8.178700998760685e-08,2.581114423659336e-08,4.463210136053271e-09,3.035296776373812e-05,1.019377845801162e-05,5.3766208083395465e-05,1.4581585397514812e-05,9.662418719130588e-06,6.353402611617337e-10,9.681269499287457e-06,1.1166954385235337e-12,3.359355979961523e-08,4.026979305719086e-13,4.965815492064424e-13,4.632002317118195e-13,3.1395195832271636e-13,1.0669468256628625e-13,2.2474858202303268e-06,4.056689045202682e-06,8.066220939344514e-14,3.862867457205062e-06
3.269638078299019e-07,0.11226635323124617,0.9,0.0,0.0,0.0,0.0,0.0999078748540613,3.6972982930659776e-05,2.4513359225659152e-06,7.220348533253178e-06,1.3680614637145475e-05,8.616634767449483e-07,1.3641858932105627e-05,3.4529163090351398e-06,5.622255947445627e-06,1.2013544359009136e-05,2.0259115273091996e-05,4.2383123098190065e-06,1.596250428430853e-05,1.1036952740574082e-08,8.178846167444359e-08,2.5810716021328456e-08,4.463175606245735e-09,3.1005939910204984e-05,1.0425606471302646e-05,5.5565910661707786e-05,1.4931047888855907e-05,1.0057262805916408e-05,6.357963012393526e-10,9.94228620949016e-06,1.1450535105960894e-12,3.431639550004301e-08,4.091950247232691e-13,5.080059935971394e-13,4.710974166585731e-13,3.267731097210439e-13,1.0898720642005559e-13,2.3242588129184548e-06,4.244022343139141e-06,8.196565144219934e-14,4.0162106007354805e-06
3.3375517762454896e-07,0.11226689528031249,0.9,0.0,0.0,0.0,0.0,0.09990585916639727,3.789211010089375e-05,2.4513676366414948e-06,7.307944668596199e-06,1.3895722760826582e-05,8.616491839990388e-07,1.3868438003364828e-05,3.4550906065700953e-06,5.653625656074711e-06,1.2263523952153087e-05,2.085485489837728e-05,4.260128312956169e-06,1.6321955635924382e-05,1.1037095540118867e-08,8.178952436073029e-08,2.581028788621974e-08,4.463141837180365e-09,3.165503252236858e-05,1.0657429654329889e-05,5.7383874771403056e-05,1.5280511214787935e-05,1.0458755782438261e-05,6.362033256539298e-10,1.0203476806831213e-05,1.1734895434755063e-12,3.503489460446574e-08,4.156186400263825e-13,5.194325293529402e-13,4.789099488243813e-13,3.398096249496936e-13,1.1126597268085292e-13,2.4012672008573327e-06,4.435330119165196e-06,8.325444498254675e-14,4.172021078135768e-06
3.40546547419196e-07,0.11226744006989905,0.9,0.0,0.0,0.0,0.0,0.09990383957722117,3.8813684555497157e-05,2.4513897307896835e-06,7.395043486388454e-06,1.4108413324984339e-05,8.616348998064894e-07,1.4092623803729634e-05,3.457026323084378e-06,5.683554751514825e-06,1.2513541348574102e-05,2.145694246892645e-05,4.280917944404867e-06,1.668148188139498e-05,1.1037195026978884e-08,8.179026529057847e-08,2.5809860004923792e-08,4.463108851088526e-09,3.2300246216812014e-05,1.0889247990346947e-05,5.921983558070125e-05,1.5629973778237423e-05,1.0866827122863026e-05,6.365665559617696e-10,1.0464822182175869e-05,1.201999865514291e-12,3.574905786555893e-08,4.219695999144247e-13,5.308608428632226e-13,4.866394157014492e-13,3.530591941520417e-13,1.1353098414007393e-13,2.478475558164776e-06,4.6305886446361565e-06,8.452875407124485e-14,4.330272620693686e-06
3.4733791721384305e-07,0.11226798756347688,0.9,0.0,0.0,0.0,0.0,0.09990181611046353,3.97375933923656e-05,2.4514038779158073e-06,7.481676835305446e-06,1.4318713405190309e-05,8.616206282929311e-07,1.4314462421470461e-05,3.458748841976887e-06,5.712108029481414e-06,1.2763597635432875e-05,2.2065327024144e-05,4.300729272730703e-06,1.7041074271316404e-05,1.103725873350774e-08,8.179074041286647e-08,2.5809432501719705e-08,4.46307666176992e-09,3.2941583905539075e-05,1.1121061464102206e-05,6.107353834257515e-05,1.5979434244744998e-05,1.128140764313159e-05,6.368906646762231e-10,1.0726305257102883e-05,1.2305809699769717e-12,3.645888859799065e-08,4.282487186439735e-13,5.422906536574212e-13,4.942874137763299e-13,3.6651955123873127e-13,1.1578225168963472e-13,2.555850148783072e-06,4.829774201718117e-06,8.578874092898514e-14,4.490939272870182e-06
3.541292870084901e-07,0.11226853772585639,0.9,0.0,0.0,0.0,0.0,0.09989978879002698,4.066372879015767e-05,2.451411469675664e-06,7.567873530492529e-06,1.4526649773916843e-05,8.616063723664974e-07,1.4534000052196876e-05,3.460280873010519e-06,5.739347456720601e-06,1.3013693880433348e-05,2.2679957932088393e-05,4.319608114941416e-06,1.740072498672438e-05,1.1037292924633899e-08,8.179099627039153e-08,2.580900546423403e-08,4.463045276796329e-09,3.357905052604162e-05,1.1352870061475382e-05,6.294473786249166e-05,1.6328891498592772e-05,1.170242950632372e-05,6.371798319592208e-10,1.0987910770297147e-05,1.2592295078676704e-12,3.716439237712117e-08,4.3445680141219796e-13,5.537217109222644e-13,5.018555431220298e-13,3.801884740629013e-13,1.180197933749565e-13,2.6333588605890304e-06,5.032863096562381e-06,8.703456596123216e-14,4.653995388496643e-06
