Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98)
3.5096963852133124e-10,0.11224538262523848,0.9,0.0,0.0,0.0,0.0,0.09999990565758185,2.419202556897297e-08,2.3351279768569656e-08,1.6673951518739893e-08,1.670998985142905e-08,1.4029659922169138e-08,1.4469507685996846e-08,1.4445380287847741e-08,1.4443870221796184e-08,1.2892895412918812e-08,1.2897967910855353e-08,1.1658996667035548e-08,1.168791647328176e-08,1.0513316390367485e-10,5.900152583199799e-10,2.939752010391492e-10,5.4836716553150474e-11,1.7378123959074067e-10,6.104296846302087e-11,1.3978804744860487e-10,8.654492034004832e-11,1.0910512434939428e-11,2.5531161375987638e-12,2.606984707199709e-11,7.500368988205074e-16,4.9664188407075625e-14,5.003459985134451e-16,3.7236914122043653e-16,5.002172460195111e-16,3.5486871999956814e-19,2.7352250077715846e-18,2.0754030698153037e-13,1.7316262808058678e-14,1.001147182071935e-16,4.864700242071721e-12
3.6643295253780103e-10,0.11224538309515059,0.9,0.0,0.0,0.0,0.0,0.0999999015009604,2.5259273439496077e-08,2.4367433111978773e-08,1.7407635652507515e-08,1.744690520205054e-08,1.4637532620971725e-08,1.510746540323857e-08,1.5081186606557022e-08,1.5079538669972762e-08,1.3460941059776354e-08,1.3466462738679955e-08,1.2172013714329732e-08,1.2203537004110629e-08,1.0970831875469974e-10,6.234869145008366e-10,3.1159067788790606e-10,5.7948258516404843e-11,1.9064103098850127e-10,6.771429070590867e-11,1.5234505669979858e-10,9.429153126024704e-11,1.189333579678289e-11,2.670172663994503e-12,2.8512558301634723e-11,7.831261626315592e-16,5.637817863999183e-14,5.224119600505173e-16,3.8879690785446414e-16,5.222723742452895e-16,3.868363579921197e-19,2.794551430209716e-18,2.1844177582278626e-13,1.9848934539797213e-14,1.0452985142324538e-16,5.302954929724478e-12
3.818962665542708e-10,0.11224538356521586,0.9,0.0,0.0,0.0,0.0,0.09999989734433834,2.6326637299420742e-08,2.5383079251989736e-08,1.814123961398846e-08,1.818387825249905e-08,1.524487860874335e-08,1.574546084185476e-08,1.5716938339516803e-08,1.571514709339806e-08,1.4028986678976675e-08,1.403497669007902e-08,1.268497470485912e-08,1.2719213581076592e-08,1.1428118988120634e-10,6.570271828155683e-10,3.292821479230288e-10,6.106540446220579e-11,2.083078180902654e-10,7.475406277758395e-11,1.6544036577662504e-10,1.023679945906628e-10,1.2918558251828155e-11,2.7872190959289335e-12,3.106474970398604e-11,8.162190195932225e-16,6.363897979066713e-14,5.44479647322885e-16,4.052264586283768e-16,5.443288045241961e-16,4.201831193918271e-19,2.8567174786548178e-18,2.2958208849694076e-13,2.262164803152393e-14,1.0894533034014332e-16,5.760120665176209e-12
3.973595805707406e-10,0.11224538403543434,0.9,0.0,0.0,0.0,0.0,0.09999989318771564,2.7394117137789997e-08,2.6398232172491414e-08,1.887476341196733e-08,1.8920908935678653e-08,1.585171059676688e-08,1.6383493990580905e-08,1.635263544628519e-08,1.635069549690601e-08,1.4597032270519738e-08,1.4603509777755903e-08,1.319787964474661e-08,1.3234946199364082e-08,1.188518402897358e-10,6.906222333623441e-10,3.47037711889607e-10,6.41868254355457e-11,2.2678198494464597e-10,8.216286722144352e-11,1.7907382632169065e-10,1.107741479643669e-10,1.3986182306614357e-11,2.904255651282135e-12,3.3726411691872494e-11,8.493154693521613e-16,7.14619143875061e-14,5.665490583074182e-16,4.2165779338586756e-16,5.663865364919562e-16,4.549090855318342e-19,2.921724650695937e-18,2.4097244220721655e-13,2.5645627189350998e-14,1.1336115455654608e-16,6.236198922159751e-12
4.128228945872104e-10,0.11224538450580603,0.9,0.0,0.0,0.0,0.0,0.09999988903109225,2.846171294364778e-08,2.7412903538766894e-08,1.9608207055228996e-08,1.965799718599389e-08,1.6458039619964282e-08,1.702156483815421e-08,1.6988277887886553e-08,1.69861838853303e-08,1.5165077834405508e-08,1.5172062014416668e-08,1.3710728540114434e-08,1.3750734854154021e-08,1.2342032247478489e-10,7.242605597720966e-10,3.648470661118834e-10,6.731141621377132e-11,2.4606377625726525e-10,8.994114213155663e-11,1.9324529288167336e-10,1.195098331936366e-10,1.509621046693207e-11,3.0212822177177e-12,3.649753495140785e-11,8.824155115816146e-16,7.986164671631675e-14,5.886201910538578e-16,4.380909119757667e-16,5.884455697324128e-16,4.910143377378313e-19,2.989573654016644e-18,2.5262403733845436e-13,2.893210032349907e-14,1.1777732367875728e-16,6.731191172705182e-12
4.282862086036802e-10,0.11224538497633091,0.9,0.0,0.0,0.0,0.0,0.09999988487446818,2.9529424706038886e-08,2.8427103095348385e-08,2.034157055255858e-08,2.0395142939150507e-08,1.70638752661223e-08,1.7659673373313554e-08,1.7623865626531904e-08,1.7621612263504448e-08,1.5733123370633936e-08,1.5740633412768278e-08,1.4223521397084152e-08,1.4266579540623948e-08,1.279866803554134e-10,7.579325803625279e-10,3.827012866813887e-10,7.043825725170099e-11,2.661533212720391e-10,9.808920599288471e-11,2.0795462247025097e-10,1.2857489556244078e-10,1.6248645237823407e-11,3.138298624923755e-12,3.9378110211278115e-11,9.155191459270976e-16,8.885220534040598e-14,6.106930436217018e-16,4.545258142413102e-16,6.105059038837431e-16,5.284989572934511e-19,3.0602651038470427e-18,2.645480756372964e-13,3.249229832944579e-14,1.2219383732228644e-16,7.2450988871761395e-12
4.4374952262015e-10,0.11224538544700897,0.9,0.0,0.0,0.0,0.0,0.09999988071784341,3.059725241400901e-08,2.944083899611769e-08,2.107485391274147e-08,2.1132346131982806e-08,1.7669225874415583e-08,1.8297819584799575e-08,1.825939862538269e-08,1.825698063626172e-08,1.6301168879204988e-08,1.6309223985517172e-08,1.4736258221776658e-08,1.4782480253948108e-08,1.3255095061037002e-10,7.916303074863455e-10,4.005926421392316e-10,7.356658300494465e-11,2.870506535914485e-10,1.0660727832517624e-10,2.2320167419829118e-10,1.37969183239896e-10,1.7443489123582148e-11,3.2553048993185317e-12,4.236812802685771e-11,9.486263720631877e-16,9.844700580157429e-14,6.327676141348102e-16,4.709625000313695e-16,6.325675385274229e-16,5.673630254764598e-19,3.133798949746258e-18,2.7675575870727637e-13,3.633745318253715e-14,1.2661069510792662e-16,7.777923534301448e-12
4.592128366366198e-10,0.11224538591784024,0.9,0.0,0.0,0.0,0.0,0.09999987656121788,3.166519605660474e-08,3.0454118066699696e-08,2.1808057144563326e-08,2.1869606702307492e-08,1.8274098703434575e-08,1.8936003461354586e-08,1.8894876848411773e-08,1.8892289008435195e-08,1.686921436011863e-08,1.687783374536804e-08,1.524893902031217e-08,1.529843698929755e-08,1.3711316401765764e-10,8.253470844220233e-10,4.185144344654345e-10,7.669575657150159e-11,3.087557272779734e-10,1.1549549617032689e-10,2.389863089707412e-10,1.4769254681351013e-10,1.8680744627753823e-11,3.3723011435057415e-12,4.546757888262329e-11,9.817371896341618e-16,1.0865887340346351e-13,6.548439007145315e-16,4.874009691887179e-16,6.54630473304248e-16,6.076066235209371e-19,3.21017520590862e-18,2.892582868086415e-13,4.047879673845351e-14,1.310278966639048e-16,8.329666581202091e-12
4.746761506530896e-10,0.11224538638882467,0.9,0.0,0.0,0.0,0.0,0.09999987240459161,3.2733255622873504e-08,3.1466946020109034e-08,2.2541180256810057e-08,2.2606924588798397e-08,1.887850007506764e-08,1.9574224991722608e-08,1.9530300260302446e-08,1.952753738485772e-08,1.7437259813374802e-08,1.7446462705022885e-08,1.5761563798810255e-08,1.5814449741840166e-08,1.4167334626095263e-10,8.590773694325824e-10,4.3646086264477023e-10,7.982524882797392e-11,3.3126843014720694e-10,1.2475392763339715e-10,2.553083892326084e-10,1.5774483890612138e-10,1.9960414253135874e-11,3.4892873517301626e-12,4.8676453348834874e-11,1.0148515983159948e-15,1.1950006571717006e-13,6.769219015412302e-16,5.038412215622893e-16,6.766947077932164e-16,6.492298326567769e-19,3.28939329279107e-18,3.020668578769641e-13,4.492755975094351e-14,1.3544544162196327e-16,8.90032949341447e-12
4.901394646695594e-10,0.11224538685996216,0.9,0.0,0.0,0.0,0.0,0.09999986824796454,3.380143110186366e-08,3.247932764195665e-08,2.327422325826786e-08,2.3344299730876798e-08,1.9482435500482035e-08,2.021248416464938e-08,2.0165668826331442e-08,2.0162725770361942e-08,1.800530523897346e-08,1.801511087718021e-08,1.627413256338979e-08,1.6330518506740757e-08,1.4623151893532613e-10,8.928165499937976e-10,4.5442690309803934e-10,8.295462050096882e-11,3.545885950102443e-10,1.3438258350863468e-10,2.7216777874849624e-10,1.6812591384633585e-10,2.128250050177773e-11,3.6062634488026e-12,5.199474204862432e-11,1.0479695977515993e-15,1.3098229458004472e-13,6.99001614782809e-16,5.202832569943792e-16,6.987602416379864e-16,6.922327340684422e-19,3.3714528149214892e-18,3.151926666835052e-13,4.96949710326593e-14,1.3986332962001964e-16,9.489913734910894e-12
5.056027786860291e-10,0.11224538733125276,0.9,0.0,0.0,0.0,0.0,0.09999986409133665,3.486972248262442e-08,3.349126694885191e-08,2.4007186157723157e-08,2.40817320686154e-08,2.0085909790394682e-08,2.085078096888235e-08,2.0800982512255417e-08,2.079785416978028e-08,1.857335063691457e-08,1.858377827453431e-08,1.6786645320168997e-08,1.6846643279161096e-08,1.5078770008147046e-10,9.265607842336826e-10,4.724082049001585e-10,8.608350685926174e-11,3.787160091815751e-10,1.4438142719446608e-10,2.8956434241201997e-10,1.7883562738725488e-10,2.2647005874980938e-11,3.723229414039202e-12,5.542243555294808e-11,1.0810911876184902e-15,1.431167475868232e-13,7.210830386630922e-16,5.367270753340188e-16,7.208270744148045e-16,7.366154089380591e-19,3.456352821242982e-18,3.2864690412427936e-13,5.479225674310504e-14,1.4428156029811716e-16,1.0098420768117624e-11
5.210660927024989e-10,0.11224538780269643,0.9,0.0,0.0,0.0,0.0,0.09999985993470796,3.5938129754205884e-08,3.4502767317978944e-08,2.474006896396268e-08,2.481922154265559e-08,2.0688927150015955e-08,2.1489115393170663e-08,2.143624128423313e-08,2.1432922587944944e-08,1.9141396007198072e-08,1.9152464909774717e-08,1.7299102075265416e-08,1.7362824054259943e-08,1.5534190495598017e-10,9.603068708942154e-10,4.904009993751875e-10,8.92116051157549e-11,4.0365042236971737e-10,1.5475038283541513e-10,3.074979460855354e-10,1.898738364757691e-10,2.405393287329927e-11,3.840185281523319e-12,5.895952438044278e-11,1.1142163675580892e-15,1.5591410910698643e-13,7.431661713848868e-16,5.53172676423006e-16,7.428952057704324e-16,7.82377938400408e-19,3.544092642466749e-18,3.4244075663750346e-13,6.023063980647157e-14,1.4870013330156769e-16,1.0725852053930626e-11
5.365294067189687e-10,0.11224538827429308,0.9,0.0,0.0,0.0,0.0,0.09999985577807839,3.700665290565903e-08,3.5513831592554794e-08,2.547287168577338e-08,2.555676809413668e-08,2.1291491260283804e-08,2.2127487426265188e-08,2.2071445108774293e-08,2.206793102968794e-08,1.9709441349823922e-08,1.9721170795585744e-08,1.7811502834795946e-08,1.7879060827193103e-08,1.5989414631147184e-10,9.940521438431348e-10,5.084020225770362e-10,9.233866417318395e-11,4.2939155314660036e-10,1.654893419323989e-10,3.259684564664188e-10,2.0124039906542603e-10,2.5503283996538826e-11,3.957131062104403e-12,6.260599906366013e-11,1.1473451372495797e-15,1.6938458076899049e-13,7.65251011205665e-16,5.696200601105009e-16,7.649646352781185e-16,8.295204035899434e-19,3.634671066136805e-18,3.565854057348665e-13,6.602133944156563e-14,1.5311904827671736e-16,1.137220905172916e-11
5.674560347519083e-10,0.11224538921794518,0.9,0.0,0.0,0.0,0.0,0.09999984746481662,3.914404680438872e-08,3.753466103877134e-08,2.693823691125749e-08,2.7032032196129622e-08,2.2495272223250215e-08,2.3404344273884804e-08,2.334168778304614e-08,2.333776800323584e-08,2.084553195210244e-08,2.085864036962872e-08,1.8836136391623487e-08,1.8911702347170838e-08,1.689927799185472e-10,1.0615317801948286e-09,5.44417851903179e-10,9.858887215312362e-11,4.832927150212064e-10,1.8807670323773435e-10,3.64519667690464e-10,2.249580207448716e-10,2.852926861326845e-11,4.190992340081366e-12,7.022706815467649e-11,1.213613444485711e-15,1.9838336408212366e-13,8.094258051126733e-16,6.025201746535925e-16,8.091073872756966e-16,9.279454654906927e-19,3.824339798662052e-18,3.8597179298998197e-13,7.870454466922435e-14,1.6195790274656028e-16,1.2721706013282663e-11
5.983826627848479e-10,0.11224539016220872,0.9,0.0,0.0,0.0,0.0,0.09999983915155118,4.1281904091238976e-08,3.9553770375934786e-08,2.8403281904476432e-08,2.8507523911530145e-08,2.369727409071438e-08,2.468135142178222e-08,2.4611710272334337e-08,2.4607365129075672e-08,2.1981622443749692e-08,2.199618709802037e-08,1.986054603957331e-08,1.994456780028227e-08,1.7808366883231285e-10,1.1289860359055608e-09,5.804373338375395e-10,1.0483286129007192e-10,5.404168037995221e-10,2.121421796123414e-10,4.052169224199605e-10,2.4998737080980584e-10,3.172497970866981e-11,4.4248130078996335e-12,7.828556724968976e-11,1.2798961066123176e-15,2.301857929336759e-13,8.536074065215671e-16,6.354274177253537e-16,8.532553272842902e-16,1.0318912431346107e-18,4.025349483207179e-18,4.168954061494173e-13,9.293153875445401e-14,1.7079812093296906e-16,1.4146923297896856e-11
6.293092908177875e-10,0.11224539110708322,0.9,0.0,0.0,0.0,0.0,0.09999983083828196,4.342022467864943e-08,4.1571170546421494e-08,2.986800673573531e-08,2.998324278204779e-08,2.489751354543038e-08,2.5958508780025762e-08,2.5881512316793823e-08,2.5876722445855712e-08,2.3117712824765222e-08,2.3133811082015623e-08,2.088473182755641e-08,2.0977657147669323e-08,1.8716686233534346e-10,1.1964054072238615e-09,6.164466819015149e-10,1.1106976067923843e-10,6.007608958414294e-10,2.376841923077905e-10,4.4805917452947025e-10,2.7632733592953474e-10,3.509043725428761e-11,4.6585930335930175e-12,8.678142050591969e-11,1.3461931209066772e-15,2.648580438088454e-13,8.977958017037154e-16,6.683417880846771e-16,8.974084521984944e-16,1.1413583846212198e-18,4.237689860303442e-18,4.4944548745990056e-13,1.0879190951953513e-13,1.7963970009029317e-16,1.5647872527056437e-11
6.602359188507271e-10,0.11224539205256828,0.9,0.0,0.0,0.0,0.0,0.09999982252500875,4.555900847907377e-08,4.3586869582516204e-08,3.1332411475343324e-08,3.14591883531471e-08,2.6096003707704162e-08,2.7235816258711057e-08,2.715109365874211e-08,2.7145839992220815e-08,2.425380309514855e-08,2.4271512422762304e-08,2.1908693804473104e-08,2.2010970350428288e-08,1.9624239659659347e-10,1.263783305468427e-09,6.52435560681305e-10,1.1729897759693152e-10,6.643219089253376e-10,2.647009920463109e-10,4.930453836749988e-10,3.0397680886067345e-10,3.8625661209714864e-11,4.89233251641786e-12,9.57145518801836e-11,1.4125044846496477e-15,3.024603159306982e-13,9.419909770462316e-16,7.012632844896256e-16,9.415667589075925e-16,1.2563475376628856e-18,4.461350080063242e-18,4.837111759866669e-13,1.2637516109024144e-13,1.8848263749523597e-16,1.722456529882621e-11
6.911625468836666e-10,0.11224539299866342,0.9,0.0,0.0,0.0,0.0,0.09999981421173143,4.769825540497981e-08,4.560087345897641e-08,3.279649619361379e-08,3.2935360173287495e-08,2.729275500498258e-08,2.8513273767961075e-08,2.8420454042190322e-08,2.8414717806812404e-08,2.5389893254899163e-08,2.540929122129781e-08,2.2932432019213015e-08,2.3044507369610143e-08,2.0531029852055294e-10,1.3311152026409608e-09,6.883962473924567e-10,1.2352011453015777e-10,7.310966530478888e-10,2.9319071159754194e-10,5.401745140242241e-10,3.32934686930824e-10,4.233067152259655e-11,5.126031409418035e-12,1.0508488536488562e-10,1.478830195122283e-15,3.430473314304321e-13,9.861929190256702e-16,7.341919056967696e-16,9.857302443023485e-16,1.3768593495827577e-18,4.696318914466728e-18,5.197815041811853e-13,1.457707104407219e-13,1.9732693044244914e-16,1.887701318801921e-11
7.220891749166062e-10,0.11224539394536817,0.9,0.0,0.0,0.0,0.0,0.0999998058984499,4.983796536884949e-08,4.761318672791356e-08,3.426026096086408e-08,3.441175779333091e-08,2.8487775849004732e-08,2.9790881217926047e-08,2.9689593212454702e-08,2.9683355928268462e-08,2.6525983304016523e-08,2.6547147578546757e-08,2.39559465206551e-08,2.407826816622085e-08,2.143705886051271e-10,1.3983979951963796e-09,7.243229780146482e-10,1.2973290759850108e-10,8.010818676757988e-10,3.2315140466275926e-10,5.894455332846563e-10,3.6319987090923376e-10,4.6205488128633294e-11,5.359689571076258e-12,1.1489234494470881e-10,1.5451702496061178e-15,3.866687975611819e-13,1.0304016141905777e-15,7.671276504612551e-16,1.0298989052743775e-15,1.502894467315078e-18,4.9425848870962896e-18,5.5774539542347e-13,1.6706788491238775e-13,2.061725762409785e-16,2.0605227746334996e-11
7.530158029495458e-10,0.11224539489268212,0.9,0.0,0.0,0.0,0.0,0.09999979758516396,5.19781382831788e-08,4.9623812981140135e-08,3.572370584741562e-08,3.5888380766085786e-08,2.9681073156743036e-08,3.1068638518783535e-08,3.095851091585199e-08,3.0951754395223554e-08,2.7662073242500083e-08,2.7685081595319404e-08,2.497923735766763e-08,2.5112252701221507e-08,2.234232830238162e-10,1.4656295407128924e-09,7.602114433890309e-10,1.3593718190921187e-10,8.742742484088255e-10,3.545810739372619e-10,6.408574119711734e-10,3.947712641841549e-10,5.025013095158483e-11,5.593306945027777e-12,1.2513685444457075e-10,1.6115246453831247e-15,4.3336983315091714e-13,1.074617049147797e-15,8.000705175367985e-16,1.0740727387162364e-15,1.6344535374052689e-18,5.200136367161854e-18,5.976916623295199e-13,1.903559204975073e-13,2.150195722115323e-16,2.24092205024737e-11
7.839424309824854e-10,0.11224539584060478,0.9,0.0,0.0,0.0,0.0,0.0999997892718735,5.41187740604779e-08,5.1632755154036225e-08,3.718683092359388e-08,3.736522864597333e-08,3.0872652731120495e-08,3.234654558073841e-08,3.222720689952016e-08,3.2219913246308805e-08,2.879816307034926e-08,2.882309337231071e-08,2.6002304579108202e-08,2.6146460935528576e-08,2.3246839499410017e-10,1.5328083533799064e-09,7.960584198421274e-10,1.42132822389542e-10,9.5067046422608e-10,3.874776892705103e-10,6.944091228905639e-10,4.276477722219245e-10,5.446461990327385e-11,5.826883539323499e-12,1.3581833754753816e-10,1.6778933797357163e-15,4.8319136044141e-13,1.1188392105524697e-15,8.330205056756953e-16,1.1182517415214329e-15,1.7715372060100557e-18,5.4689616302052035e-18,6.397090057560685e-13,2.1572396081973468e-13,2.2386791568448155e-16,2.4289002962228242e-11
8.14869059015425e-10,0.11224539678913564,0.9,0.0,0.0,0.0,0.0,0.09999978095857844,5.6259872613271e-08,5.364001571633459e-08,3.864963625972828e-08,3.8842300988787777e-08,3.2062519534056e-08,3.362460231402283e-08,3.349568091132044e-08,3.348783252015191e-08,2.9934252787563435e-08,2.996118301009989e-08,2.702514823382372e-08,2.7180892830013973e-08,2.4150593563656575e-10,1.5999334128081446e-09,8.318615033829192e-10,1.4831975564522888e-10,1.0302671680210938e-09,4.218391988049716e-10,7.500996407876052e-10,4.6182830222705897e-10,5.884897488358946e-11,6.06041931531903e-12,1.4693671788934434e-10,1.7442764499467433e-15,5.361704640100095e-13,1.1630680851008576e-15,8.659776136288228e-16,1.1624359105844187e-15,1.9141461188975813e-18,5.7490488951640896e-18,6.838860142942836e-13,2.4326105660334155e-13,2.327176039984239e-16,2.6244586608559836e-11
8.457956870483645e-10,0.11224539773827426,0.9,0.0,0.0,0.0,0.0,0.0999997726452786,5.840143385409643e-08,5.564559680526674e-08,4.011212192615227e-08,4.03195973515166e-08,3.3250677890813576e-08,3.490280862889622e-08,3.4763932699756335e-08,3.4755512255377145e-08,3.107034239414201e-08,3.109935060915015e-08,2.804776837065045e-08,2.82155483455052e-08,2.5053591457448934e-10,1.6670040306012514e-09,8.676189104330798e-10,1.5449793744716378e-10,1.113061003644665e-09,4.5766353658963013e-10,8.07927942085614e-10,4.973117629048092e-10,6.340321578049089e-11,6.2939141937105784e-12,1.5849191905349456e-10,1.810673853299494e-15,5.923407193870322e-13,1.2073036595249596e-15,8.989418401456433e-16,1.20662524280059e-15,2.0622809214475254e-18,6.040386349157392e-18,7.303111640001925e-13,2.7305616537908265e-13,2.4156863449910626e-16,2.827598290166275e-11
8.767223150813041e-10,0.11224539868802019,0.9,0.0,0.0,0.0,0.0,0.09999976433197387,6.054345769550663e-08,5.764950032891039e-08,4.1574287993203194e-08,4.179711729220021e-08,3.443713164934632e-08,3.618116443564535e-08,3.6031962013900865e-08,3.6022952490605337e-08,3.220643189008429e-08,3.223759626980864e-08,2.907016503841397e-08,2.925042744278546e-08,2.5955834039922795e-10,1.7340197467894861e-09,9.033293223987819e-10,1.60667343117372e-10,1.1990486112010827e-09,4.949486284184892e-10,8.678930046841795e-10,5.340970642766876e-10,6.81273624700111e-11,6.527368121880516e-12,1.7048386451434362e-10,1.8770855870776954e-15,6.517324941244508e-13,1.2515459205883085e-15,9.319131839742073e-16,1.250819735066289e-15,2.2159422586512215e-18,6.342962166122614e-18,7.790728182359741e-13,3.0519815130091084e-13,2.50421004538584e-16,3.0383203279022034e-11
9.076489431142437e-10,0.11224539963837293,0.9,0.0,0.0,0.0,0.0,0.09999975601866418,6.268594405006811e-08,5.965172804154448e-08,4.303613453122237e-08,4.3274860369824376e-08,3.562188430215791e-08,3.745966964458423e-08,3.7299768603351166e-08,3.729015326445388e-08,3.334252127538962e-08,3.337592009230632e-08,3.0092338285929184e-08,3.028553008259371e-08,2.685732210095566e-10,1.8009802543153806e-09,9.389917666673115e-10,1.6682796060543416e-10,1.288226630811364e-09,5.336923960036759e-10,9.299938078063965e-10,5.721831175457555e-10,7.302143481626043e-11,6.7607810734570905e-12,1.8291247763766244e-10,1.943511648565514e-15,7.14373223589922e-13,1.2957948550827523e-15,9.648916438611593e-16,1.295019384278803e-15,2.3751307751117816e-18,6.656764520058909e-18,8.302592276160413e-13,3.39775785067467e-13,2.5927471147457673e-16,3.256625915546531e-11
9.385755711471833e-10,0.11224540058933202,0.9,0.0,0.0,0.0,0.0,0.09999974770534936,6.482889283036148e-08,6.165228159127664e-08,4.449766161055495e-08,4.475282614424145e-08,3.680493907518823e-08,3.87383241660542e-08,3.856735221820561e-08,3.855711461553674e-08,3.4478610550057315e-08,3.451432217675813e-08,3.111428816200035e-08,3.1320856225624835e-08,2.775805638261433e-10,1.8678853513060425e-09,9.746055295584174e-10,1.72979786212648e-10,1.380591704827849e-09,5.738927594928868e-10,9.94229331891489e-10,6.115688350112015e-10,7.808545267143016e-11,6.994153007302072e-12,1.957776817156073e-10,2.009952035047553e-15,7.802876633435425e-13,1.340050449826093e-15,9.978772185517368e-16,1.3392241873363636e-15,2.539847115044205e-18,6.981781592820332e-18,8.839585300599344e-13,3.768777439503606e-13,2.6812975266999595e-16,3.482516192320945e-11
9.695021991801229e-10,0.11224540154089696,0.9,0.0,0.0,0.0,0.0,0.09999973939202933,6.697230394898149e-08,6.365116254933207e-08,4.5958869301550005e-08,4.623101417611305e-08,3.7986298992149804e-08,4.001712791042386e-08,3.9834712609046156e-08,3.982383658246442e-08,3.5614699714086625e-08,3.5652802623163084e-08,3.213601471542104e-08,3.2356405832529674e-08,2.8658037592344125e-10,1.9347349117228205e-09,1.0101700931397863e-09,1.7912282205484614e-10,1.4761404789948487e-09,6.155476389119928e-10,1.0605985585198594e-09,6.522531300155171e-10,8.331943587579627e-11,7.227483865695073e-12,2.0907939996842665e-10,2.076406743808855e-15,8.494981198775896e-13,1.3843126916603695e-15,1.030869906789777e-15,1.3834341411381473e-15,2.710091922275505e-18,7.318001578200275e-18,9.402587509118802e-13,4.1659261188911827e-13,2.7698612549260187e-16,3.7159922951903265e-11
9.999999999999999e-10,0.11224540344584266,0.9,0.0,0.0,0.0,0.0,0.0999997311939762,6.908644730828137e-08,6.56206906259266e-08,4.739950324585252e-08,4.768892294878577e-08,3.914962125033994e-08,4.1278345866652766e-08,4.1084280993217085e-08,4.107275984980166e-08,3.673503580926088e-08,3.677557378865429e-08,3.3143355403381136e-08,3.337781535498615e-08,2.954480288658896e-10,2.000603085006329e-09,1.0451929845968365e-09,1.8517207724024421e-10,1.5734789011374557e-09,6.58047310289543e-10,1.1281360497434681e-09,6.936439335289968e-10,8.864731082673998e-11,7.457539093190068e-12,2.2262407938182322e-10,2.1419540177328884e-15,9.209962459995923e-13,1.427967691943145e-15,1.0634120849695143e-15,1.427036122825628e-15,2.883390762535868e-18,7.660519038965701e-18,9.984110829164151e-13,4.584018683063527e-13,2.8572099775122006e-16,3.9536609134236505e-11
1.031355455246002e-09,0.11224540344584266,0.9,0.0,0.0,0.0,0.0,0.09999972276537318,7.126051285165068e-08,6.764391270323431e-08,4.888032679994296e-08,4.918805525868646e-08,4.034394559397003e-08,4.2575182709473064e-08,4.236876272334048e-08,4.235656251827915e-08,3.788687771022709e-08,3.792999900124978e-08,3.4178798049432115e-08,3.4428175280344025e-08,3.045574350327693e-10,2.068267185286112e-09,1.081150281350542e-09,1.913825525624084e-10,1.6767757314863599e-09,7.032126303214832e-10,1.1997340511391915e-09,7.37513111023014e-10,9.429737763366606e-11,7.694022176022789e-12,2.3699207140769296e-10,2.2093591173116108e-15,9.9788526489893e-13,1.472857064084306e-15,1.0968766188765899e-15,1.471869488575813e-15,3.0671695120035394e-18,8.024003134948655e-18,1.0610134872056262e-12,5.042149447499488e-13,2.9470285551330313e-16,4.205706515813076e-11
1.0932087113118812e-09,0.11224540535320619,0.9,0.0,0.0,0.0,0.0,0.0999997061386949,7.555057005911522e-08,7.16299902487981e-08,5.180050758927012e-08,5.2145980117584925e-08,4.269484585544041e-08,4.513383332522629e-08,4.490191696005136e-08,4.488833138071346e-08,4.015905526380475e-08,4.020751002424604e-08,3.6220688678097914e-08,3.6500838110365864e-08,3.2250445122142233e-10,2.201576868509718e-09,1.1519305278503688e-09,2.036072253745768e-10,1.890105646552521e-09,7.966707616909393e-10,1.34739215925964e-09,8.279543868773326e-10,1.0595541857390731e-10,8.160395628691572e-12,2.6664987593107824e-10,2.342368747362887e-15,1.1596716952488499e-12,1.5614278675325813e-15,1.1629117700443433e-15,1.5603254018041088e-15,3.4463686871566862e-18,8.774675065558547e-18,1.193225393193473e-12,6.033495930402166e-13,3.1242488056711966e-16,4.725777628146956e-11
1.1692925329921994e-09,0.11224540770270729,0.9,0.0,0.0,0.0,0.0,0.09999968568668863,8.083017387497097e-08,7.652400879146503e-08,5.53907834931592e-08,5.5785641136868456e-08,4.5577394751096426e-08,4.828196829735855e-08,4.801664177771368e-08,4.800127153497612e-08,4.295399162224605e-08,4.3009440262160594e-08,3.8731132821600876e-08,3.905158291141327e-08,3.4453940388051435e-10,2.3652518663345436e-09,1.2387196975841871e-09,2.1859647191319283e-10,2.169888597095846e-09,9.195520254313635e-10,1.5406993309871803e-09,9.462971948297457e-10,1.2122866042427575e-10,8.733840910606825e-12,3.055237068803214e-10,2.506058374381998e-15,1.3772193563068354e-12,1.6704122348356979e-15,1.2441786058479435e-15,1.6691605192401278e-15,3.943159041117286e-18,9.7591839655694e-18,1.3726034061481536e-12,7.421235512621897e-13,3.3423143984547225e-16,5.4071513260484036e-11
