Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986)
5.956151174939278e-11,0.11224537379798288,0.9,0.0,0.0,0.0,0.0,0.09999998398956847,4.1013065364486515e-09,4.0417139321916895e-09,2.8325773570550964e-09,2.833625800037632e-09,2.432820321543252e-09,2.4541813031016935e-09,2.4534025502161777e-09,2.4533867276330298e-09,2.187997459082057e-09,2.1882376870817868e-09,1.980634832233747e-09,1.981400358686294e-09,1.8193219733816906e-11,3.715024083541935e-11,1.650358721696523e-11,3.4329126628418107e-12,3.6352626262341207e-12,5.501090919015455e-13,4.051615068997259e-12,2.5337805428141888e-12,3.1411334177370646e-13,3.4687665800966875e-13,5.193662579613727e-13,1.2713782968007953e-16,2.5632216487328206e-16,8.483614008472717e-17,6.311744107647626e-17,8.482952166673365e-17,1.0213796734649346e-20,2.1373815155988986e-18,3.238337572251126e-14,6.174700082028097e-17,1.6976273923429344e-17,1.400217337942133e-13,4.338967414526373e-21,2.2386320731239354e-17,6.781601988398637e-14,5.7915912201764635e-21,4.360973928239185e-23,3.9326708315843345e-18,2.5562232701309893e-24,5.294144799556819e-22,1.6152087752966807e-24,1.1548508477768472e-26,3.9418728957095063e-31,9.404545933388378e-28,7.665373676527093e-32,8.942404897288379e-23,1.595538147661838e-29,1.3350402911814872e-28,1.278808650579945e-33,1.0715820250347858e-32,4.1070064734540814e-25,5.256121199145987e-31,1.1629423945163344e-29,3.9654172299596054e-32,2.6245106529002035e-18,3.001161219984435e-20,5.4438073371036075e-34,4.55818272187085e-33,4.6381673093616426e-21,6.996124837143342e-19,1.87798175374135e-29,2.700685420564959e-29
6.6238528528924e-11,0.11224537399966175,0.9,0.0,0.0,0.0,0.0,0.09999998219475313,4.561182274795232e-09,4.490825060417876e-09,3.1500431121626348e-09,3.1513393564548015e-09,2.7033333308745447e-09,2.7293371893309355e-09,2.728386580142695e-09,2.7283628315589363e-09,2.4332782359444746e-09,2.4335713308417115e-09,2.2026177393218797e-09,2.203564509167891e-09,2.021531429796547e-11,4.4889300363049496e-11,2.0029908664762355e-11,4.149451401998718e-12,4.580356102192375e-12,7.43539823093122e-13,5.009740426524198e-12,3.1317871103628673e-12,3.884882225440157e-13,3.9695692274963333e-13,6.695109458156817e-13,1.4139597594437638e-16,3.4412307681115374e-16,9.434967153817813e-17,7.019564495729378e-17,9.434207838162495e-17,1.2632622008121387e-20,2.1408035181109275e-18,3.603153994833293e-14,8.635234866887771e-17,1.8879813690644482e-17,1.7317836935580225e-13,5.366593520010466e-21,2.489679731496833e-17,8.387648124425175e-14,7.163821629769887e-21,5.390217067450734e-23,4.8639510868103775e-18,3.2951535271881147e-24,7.281612732893911e-22,2.183079769632649e-24,1.4283373390476266e-26,5.421888764502871e-31,1.3006221946308575e-27,1.17778696518807e-31,1.2299894449274002e-22,2.2864342666758655e-29,2.0071450509093388e-28,2.038924476196588e-33,1.7907083163140644e-32,5.780390795447056e-25,7.229754157099592e-31,1.9771856824809171e-29,5.999578016450046e-32,3.246013827424914e-18,3.715755409577394e-20,8.679705960636991e-34,7.617237107333535e-33,6.253191142557545e-21,9.4325253295347e-19,2.934613017860878e-29,4.017629297620956e-29
7.291554530845521e-11,0.11224537420136615,0.9,0.0,0.0,0.0,0.0,0.09999998039993781,5.021079678829324e-09,4.9393231579469814e-09,3.4674938874493246e-09,3.4690641100799006e-09,2.973477573078554e-09,3.004500149438365e-09,3.0033608348748566e-09,3.003327726432982e-09,2.6785590064606317e-09,2.6789102004633108e-09,2.4245901736909282e-09,2.42573742229023e-09,2.2234648336744024e-11,5.316005077244801e-11,2.382280212127153e-11,4.91556720195456e-12,5.646541438102663e-12,9.74860992543438e-13,6.069244719854214e-12,3.7927157299682095e-12,4.707592663386874e-13,4.4720141162081435e-13,8.399607393617311e-13,1.556547933762377e-16,4.516783747981428e-16,1.0386353790308247e-16,7.72741277385157e-17,1.0385487927564377e-16,1.5308287968571963e-20,2.1446516275951114e-18,3.968573366952231e-14,1.1699332767960141e-16,2.0783420544553366e-17,2.0985552611361257e-13,6.503348041042934e-21,2.740737291740523e-17,1.0164242278818241e-13,8.681832250858105e-21,6.527756288163572e-23,5.8941502815445445e-18,4.134009935980058e-24,9.713036483410492e-22,2.8621823739473578e-24,1.7308707453317663e-26,7.232550898098487e-31,1.742777773061008e-27,1.7339387337661726e-31,1.640753959946434e-22,3.1611634119072376e-29,2.8964393116876216e-28,3.100716813835745e-33,2.8461768470467265e-32,7.8579698220209315e-25,9.644345323653795e-31,3.19535806341464e-29,8.718737346547675e-32,3.933537072290033e-18,4.506143925384566e-20,1.319993143488402e-33,1.210709915464881e-32,8.178378485590499e-21,1.2336893844172617e-18,4.385592194884192e-29,5.756827484897638e-29
7.959256208798643e-11,0.11224537440309637,0.9,0.0,0.0,0.0,0.0,0.09999997860512246,5.480998747667507e-09,5.387248746139993e-09,3.784929683621993e-09,3.7868000411689935e-09,3.243270559269516e-09,3.2796701825143764e-09,3.2783252945967453e-09,3.278281412644665e-09,2.9238397706305285e-09,2.924254296872112e-09,2.646552135834787e-09,2.6479190976137996e-09,2.425140432498848e-11,6.192189940812191e-11,2.7866074328360658e-11,5.727522232866327e-12,6.836210903630606e-12,1.246512193949573e-12,7.23007809033719e-12,4.516483204915363e-12,5.609266762122585e-13,4.975634936297806e-13,1.0307544713559091e-12,1.6991428194821823e-16,5.812170549915827e-16,1.1337773858818162e-16,8.435288940614129e-17,1.133679243173433e-16,1.824080120551458e-20,2.148934262511798e-18,4.3346690904135227e-14,1.5440425422721939e-16,2.2687094366856883e-17,2.5005332757810016e-13,7.749234799687365e-21,2.9918047533586056e-17,1.2111391175124745e-13,1.0345628821826143e-20,7.77344840305383e-23,7.023284834530641e-18,5.0729836220061555e-24,1.2633186844544066e-21,3.65967830449859e-24,2.0624540461780263e-26,9.407212425876123e-31,2.275300014234137e-27,2.471361101353869e-31,2.1341046656641003e-22,4.227479870948027e-29,4.044245975492262e-28,4.53234943861139e-33,4.333562928243153e-32,1.038351265006781e-24,1.254438569183467e-30,4.951851530250827e-29,1.2283359965283143e-31,4.687093989788593e-18,5.372227172204878e-20,1.9294697098956173e-33,1.8434353859149607e-32,1.0432171351812933e-20,1.5737059716453276e-18,6.31877000912672e-29,7.998062483454482e-29
8.755130381107466e-11,0.11224537464358494,0.9,0.0,0.0,0.0,0.0,0.09999997646577308,6.02923251269004e-09,5.920462269419727e-09,4.163281116333223e-09,4.165543365919406e-09,3.564417074340067e-09,3.6076712916785583e-09,3.606059304487602e-09,3.6060007641578294e-09,3.2162047984223155e-09,3.2167016518969423e-09,2.911108396014094e-09,2.9127623731661428e-09,2.6652163286793665e-11,7.295541982854053e-11,3.2991530173956585e-11,6.750443534984746e-12,8.418597906971641e-12,1.6261114268369398e-12,8.746053514385338e-12,5.461168659366291e-12,6.787185096507849e-13,5.577125169312097e-13,1.2847777434965505e-12,1.8691190891904938e-16,7.67448063588222e-16,1.2471872804393566e-16,9.279085956301843e-17,1.247074192300089e-16,2.2071787381111792e-20,2.1546173149545147e-18,4.772028462116965e-14,2.0888197882163973e-16,2.4956286114400723e-17,3.025669481930317e-13,9.376854773575972e-21,3.2910802396156894e-17,1.4655132356076526e-13,1.2519266696020379e-20,9.399366740270513e-23,8.498439424661788e-18,6.323131050654059e-24,1.6814583315028515e-21,4.774074213211961e-24,2.4956422400301306e-26,1.2521185960377584e-30,3.03973133287787e-27,3.625477901967274e-31,2.8405734637282697e-22,5.802472939183429e-29,5.80243997736063e-28,6.836959545563327e-33,6.842911486349383e-32,1.4039785203533422e-24,1.6697098035862687e-30,7.976085208390595e-29,1.7812700223192451e-31,5.671589289099854e-18,6.503317697151358e-20,2.9106018195309776e-33,2.910910730488054e-32,1.3571103420853547e-20,2.047265672804312e-18,9.387825653147979e-29,1.1445833656882342e-28
9.55100455341629e-11,0.11224537488411092,0.9,0.0,0.0,0.0,0.0,0.0999999743264237,6.577497055672737e-09,6.452973294866414e-09,4.5416112693646914e-09,4.54430251441011e-09,3.885113730567744e-09,3.9356824470743335e-09,3.9337793345719465e-09,3.933704191948851e-09,3.508569817197523e-09,3.5091564359355953e-09,3.1756497791043873e-09,3.1776180964213675e-09,2.9049758862123e-11,8.457558207332372e-11,3.8427153840050374e-11,7.828233077324923e-12,1.0182929697040473e-11,2.0696932363314435e-12,1.0405852772803944e-11,6.494901787108482e-12,8.077298980738183e-13,6.179545557266804e-13,1.5677656354214593e-12,2.0391048934041329e-16,9.918784469409528e-16,1.3606019078883039e-16,1.0122922590960742e-16,1.360472609224578e-16,2.6267715067621983e-20,2.160940609606049e-18,5.21058418043515e-14,2.753334157882109e-16,2.7225572667923055e-17,3.600829799711018e-13,1.1159538464050342e-20,3.5903697919004655e-17,1.744121359351888e-13,1.4900050794115212e-20,1.117854637345745e-22,1.0114216403651597e-17,7.715820216896186e-24,2.1829795828143664e-21,6.076298201520421e-24,2.970112944500372e-26,1.6256184217915674e-30,3.958595713210092e-27,5.146072469977797e-31,3.6879668528613135e-22,7.7243979010994e-29,8.056887106666809e-28,9.928686418590243e-33,1.0365161961207297e-31,1.8468462886424887e-24,2.1678050787773743e-30,1.2325259093186532e-28,2.5030199275834664e-31,6.7499526069413266e-18,7.741671380929741e-20,4.22684384205819e-33,4.409288462523078e-32,1.7226354152146172e-20,2.5987282367609607e-18,1.345951158124844e-28,1.588837642010789e-28
9.999999999999999e-11,0.11224537512467463,0.9,0.0,0.0,0.0,0.0,0.0999999731195016,6.886816165511804e-09,6.753101603790654e-09,4.755038278241458e-09,4.75798790186661e-09,4.065846642251265e-09,4.120735622045121e-09,4.1186576588696646e-09,4.118572303802005e-09,3.6735086524702538e-09,3.6741491949856013e-09,3.3248852446460026e-09,3.3270429535837797e-09,3.040106649052344e-11,9.136980548123919e-11,4.162204114235888e-11,8.45861344888674e-12,1.125974298866393e-11,2.349385420356253e-12,1.1405664949497813e-11,7.117332223159573e-12,8.854624924977938e-13,6.519648954135412e-13,1.7402073704620173e-12,2.1350072390558508e-16,1.136772823944941e-15,1.4245872870292713e-16,1.0598993722866911e-16,1.424448288011719e-16,2.879588431516551e-20,2.164794564397301e-18,5.458574321299702e-14,3.1859964407934776e-16,2.850584108753614e-17,3.947380690364155e-13,1.223366460808129e-20,3.7592213388896326e-17,1.9119919490481772e-13,1.633457820743333e-20,1.2249824148448546e-22,1.1087820618078181e-17,8.564468691968518e-24,2.5055635631243253e-21,6.897388485032776e-24,3.256003628966004e-26,1.8658603912865125e-30,4.5504454110334695e-27,6.19133120702071e-31,4.2330442220348085e-22,8.975963306637666e-29,9.576011533276705e-28,1.2081113896759282e-32,1.2897804424819041e-31,2.1335543548498058e-24,2.4881916683011378e-30,1.5509025277060004e-28,2.9960887254869728e-31,7.39974254155362e-18,8.487567209987796e-20,5.1432044322193925e-33,5.486691145626816e-32,1.9525086796169277e-20,2.9455380145648773e-18,1.6272727289534787e-28,1.889782014677358e-28
1.0346878725725114e-10,0.11224537512467463,0.9,0.0,0.0,0.0,0.0,0.0999999721870743,7.125792375119443e-09,6.984834657531205e-09,4.919920143913578e-09,4.923077458035496e-09,4.205384600743256e-09,4.263703647161607e-09,4.2614853554927184e-09,4.261391696677436e-09,3.80093482695615e-09,3.801618650624252e-09,3.440176285942058e-09,3.4424862666303883e-09,3.1444428976503386e-11,9.672946392855129e-11,4.415061602937813e-11,8.955990206694265e-12,1.2132310261643729e-11,2.580443179037078e-12,1.2209405699237238e-11,7.617569772182935e-12,9.479611850538403e-13,6.782453118433481e-13,1.879754487321032e-12,2.209100231658396e-16,1.258291842756425e-15,1.474021259662021e-16,1.0966798842199763e-16,1.4738744934140338e-16,3.0828595414783964e-20,2.167915069461446e-18,5.6504675373444086e-14,3.550721858384697e-16,2.949495385603376e-17,4.226016308703903e-13,1.3097292306430736e-20,3.889673409366378e-17,2.0469646268270632e-13,1.7487990829560816e-20,1.3110793140524807e-22,1.1870651176154856e-17,9.251229999424434e-24,2.7754662589472775e-21,7.575701861451396e-24,3.485871207383378e-26,2.06686962715824e-30,5.046028416231033e-27,7.100967435254992e-31,4.689118682462354e-22,1.0033623454635853e-28,1.0882543057480016e-27,1.3971318203690895e-32,1.5166716056418175e-31,2.3743336364876602e-24,2.7562586238257192e-30,1.8392521178590994e-28,3.423708725114519e-31,7.922214735699866e-18,9.087151781881198e-20,5.947931442562183e-33,6.451905601814131e-32,2.142098296611501e-20,3.2315733732422518e-18,1.873142347614427e-28,2.149755377000417e-28
1.1142752898033938e-10,0.11224537536527637,0.9,0.0,0.0,0.0,0.0,0.0999999700477249,7.674118469534066e-09,7.516094516853292e-09,5.298207741177075e-09,5.301868169680247e-09,4.525252036880457e-09,4.5917348904004025e-09,4.589177338760519e-09,4.5890632790032825e-09,4.093299827698195e-09,4.094088297619511e-09,3.7046879173634517e-09,3.7073668830427325e-09,3.3836390500361274e-11,1.0936882873450874e-10,5.0141162548718214e-11,1.012923979562871e-11,1.4269559732404153e-11,3.161265468718818e-12,1.4156646413352722e-11,8.829068114549658e-12,1.0994127141091791e-12,7.385532389654482e-13,2.220769818560133e-12,2.379105103488576e-16,1.5704591722377537e-15,1.5874453276402054e-16,1.1810714707624185e-16,1.5872798443356975e-16,3.5754439570545985e-20,2.1755506186098687e-18,6.091811896730111e-14,4.494327022049409e-16,3.176442951627097e-17,4.901231084834346e-13,1.5190122724693486e-20,4.188991091165388e-17,2.374044176042222e-13,2.0283096515154353e-20,1.5195927191957272e-22,1.3767781985623325e-17,1.0929486025132203e-23,3.466503183389108e-21,9.280810872001432e-24,4.0429220767797295e-26,2.5815219035622137e-30,6.3161479181886296e-27,9.56574695435185e-31,5.856868839498895e-22,1.2766054729792455e-28,1.4358023404117117e-27,1.9143086011872536e-32,2.1549218450750333e-31,2.9938109481798437e-24,3.442605973247e-30,2.664262836678655e-28,4.576709478043546e-31,9.188409365655979e-18,1.0539632229461749e-19,8.149750565709159e-33,9.167093299269882e-32,2.6175701379778436e-20,3.948926489320854e-18,2.5418841477916745e-28,2.84586077675912e-28
1.1938627070342761e-10,0.11224537560591645,0.9,0.0,0.0,0.0,0.0,0.09999996790837548,8.2224753374206e-09,8.046796731706899e-09,5.676474062352363e-09,5.680674623622948e-09,4.844736782020569e-09,4.919776175250861e-09,4.916855255592222e-09,4.916718939586054e-09,4.385664819423657e-09,4.386565378596844e-09,3.9691846742048515e-09,3.972259944906726e-09,3.6225840937921146e-11,1.2244974954091628e-10,5.637951380026369e-11,1.1343898897904205e-11,1.659723063168523e-11,3.81480512154725e-12,1.6247513000443438e-11,1.0129299963244047e-11,1.2620848287266494e-12,7.988657181645067e-13,2.5908210890232986e-12,2.5491195084299947e-16,1.932133076945612e-15,1.700874104119982e-16,1.2654670184835475e-16,1.7006886614568525e-16,4.104525868182828e-20,2.183856239403922e-18,6.534752535967193e-14,5.597685878053853e-16,3.4033999494524466e-17,5.626476200647463e-13,1.743803613233483e-20,4.4883228364480963e-17,2.7253611449882086e-13,2.3285377563532686e-20,1.7433781843194319e-22,1.5805649957704078e-17,1.2750634888963347e-23,4.2636763693104566e-21,1.1199390009468006e-23,4.6412706012291195e-26,3.175225540520375e-30,7.783057769916933e-27,1.2622037049012146e-30,7.204063983957513e-22,1.5957485087410212e-28,1.8564451225976288e-27,2.563735046483802e-32,2.985199756960212e-31,3.712640271642871e-24,4.234383517018743e-30,3.76179813841986e-28,5.9979626786947505e-31,1.0548573129289023e-17,1.209899552125517e-19,1.0914629786586038e-32,1.2699216526206283e-31,3.1509086971034793e-20,4.75359097698263e-18,3.375469817825203e-28,3.697013100499691e-28
1.2734501242651585e-10,0.1122453758465951,0.9,0.0,0.0,0.0,0.0,0.09999996576902605,8.770862977283115e-09,8.576981217495901e-09,6.05471910863662e-09,6.059496795442423e-09,5.1638580789487954e-09,5.247827500173234e-09,5.244519077948219e-09,5.244358679085386e-09,4.678029802132534e-09,4.6790498952489155e-09,4.233666557302489e-09,4.237165451469497e-09,3.86129600352652e-11,1.3593225125253333e-10,6.284776685739608e-11,1.2596244918383928e-11,1.9117635373659567e-11,4.543469087533604e-12,1.8481947204211273e-11,1.1518175481592919e-11,1.4359778723531092e-12,8.591808099959148e-13,2.9899086962549375e-12,2.719143446017994e-16,2.3470423596327832e-15,1.8143075817878464e-16,1.3498665271431289e-16,1.814100944244819e-16,4.6701063894250047e-20,2.192840069242284e-18,6.97942647706415e-14,6.874509877519811e-16,3.6303663644474526e-17,6.4017537254332e-13,1.9841038932759247e-20,4.787668644363757e-17,3.100916671617667e-13,2.6494843687005967e-20,1.9824202482093462e-22,1.7984299130290535e-17,1.4714678588425756e-23,5.174573060761231e-21,1.3338505181071818e-23,5.280921829714595e-26,3.853631425110942e-30,9.460848041562096e-27,1.6357478017666696e-30,8.743558022023972e-22,1.964374667184836e-28,2.3585156801213852e-27,3.36629480056495e-32,4.04529389020202e-31,4.538176116925511e-24,5.139128500031336e-30,5.194434308001496e-28,7.7259655079030035e-31,1.2002745632138061e-17,1.37651329772684e-19,1.4331487843009783e-32,1.7209045604546037e-31,3.74377844925414e-20,5.648078561547226e-18,4.398956134041121e-28,4.7244042221074e-28
1.4326249587269233e-10,0.11224537632806905,0.9,0.0,0.0,0.0,0.0,0.09999996149032704,9.86773056695267e-09,9.635938958201788e-09,6.811145381320814e-09,6.817188200989863e-09,5.801080422708147e-09,5.903960264075325e-09,5.899804336381931e-09,5.899590397472217e-09,5.262759740500533e-09,5.2640412424244326e-09,4.762585705611156e-09,4.767013795673886e-09,4.338084346357545e-11,1.6395983994648036e-10,7.640868637193436e-11,1.5200729305202977e-11,2.4744849275116764e-11,6.234726738163832e-12,2.338130198710193e-11,1.4561529675469455e-11,1.817428120158291e-12,9.798196774745673e-13,3.875187200458718e-12,3.0592199172751894e-16,3.3513334203164584e-15,2.0411886132194883e-16,1.5186774263147859e-16,2.0409359046906653e-16,5.910767719645217e-20,2.2128712220416087e-18,7.874530123250437e-14,1.00041799941368e-15,4.0843273909912457e-17,8.102414263464305e-13,2.5112338277155012e-20,5.3864024446841425e-17,3.9247479493957905e-13,3.3535370005548747e-20,2.5062177480717303e-22,2.2764131926643486e-17,1.9071422508266316e-23,7.3678922400499e-21,1.8303463157313673e-23,6.684152596967784e-26,5.487156471378524e-30,1.350537111786042e-26,2.624645097646475e-30,1.2450897320516241e-21,2.864406537525002e-28,3.641220124043838e-27,5.522011938319905e-32,7.025772371244791e-31,6.538753179624971e-24,7.317674040054312e-30,9.360404446253771e-28,1.2268994421062491e-30,1.5193290283672273e-17,1.7417333676852795e-19,2.3509448539227802e-32,2.9888670911018723e-31,5.113914951207416e-20,7.715280493781857e-18,7.124669502325777e-28,7.39933212046128e-28
1.591799793188688e-10,0.11224537680969984,0.9,0.0,0.0,0.0,0.0,0.0999999572116279,1.0964721226576438e-08,1.0693220901565209e-08,7.56748656880733e-09,7.574942213548274e-09,6.437046961320963e-09,6.560133169791037e-09,6.555032928366096e-09,6.554758439440602e-09,5.8474896428021795e-09,5.849062352972418e-09,5.291445368978369e-09,5.296911909609966e-09,4.814118082093887e-11,1.9319809534446467e-10,9.07046606978342e-11,1.791898311785556e-11,3.116580555326192e-11,8.250286609428233e-12,2.8854306871561606e-11,1.7958529697362864e-11,2.2437662040337475e-12,1.1004611628174685e-12,4.876602666269607e-12,3.3993345135432425e-16,4.6125015833945825e-15,2.268088370193524e-16,1.6875041663481801e-16,2.2677847214125997e-16,7.297436860739904e-20,2.2356954689013997e-18,8.778247977098594e-14,1.3995941071385544e-15,4.538325927740732e-17,1.000322919290733e-12,3.1004071798045966e-20,5.98519248529459e-17,4.84554711158949e-13,4.1404753157197656e-20,3.090881785673095e-22,2.810769184689288e-17,2.3999705005552608e-23,1.0107184959403268e-20,2.422044786643286e-23,8.252654779423328e-26,7.527316077556609e-30,1.8562218202522213e-26,4.005402494288781e-30,1.708188162002527e-21,4.005349969375835e-28,5.354033015723788e-27,8.579141063128508e-32,1.1478071563468224e-30,9.05425834861516e-24,1.0038557661144539e-29,1.5851786470880306e-27,1.8564887970423174e-30,1.8760420574551094e-17,2.1495507164622033e-19,3.6525343715322435e-32,4.883000195306715e-31,6.738135036701857e-20,1.0165856976089247e-17,1.095470403348389e-27,1.1066813052281682e-27
1.7509746276504528e-10,0.11224537729148877,0.9,0.0,0.0,0.0,0.0,0.09999995293292852,1.2061834944189027e-08,1.174903698171847e-08,8.323742680674068e-09,8.33275867573787e-09,7.071867857856945e-09,7.216346205006608e-09,7.21020469613124e-09,7.209862810267158e-09,6.432219509037461e-09,6.4341132409040205e-09,5.820245554092312e-09,5.826859787216014e-09,5.289491747761723e-11,2.2343683832136973e-10,1.0563278659076593e-10,2.073128249867632e-11,3.839256847212757e-11,1.0602768462015504e-11,3.490059921604891e-11,2.170865146047431e-11,2.7149948696031598e-12,1.2210833491414816e-12,5.994163628497487e-12,3.739487231105499e-16,6.159059726868527e-15,2.4950068055784377e-16,1.8563467453090625e-16,2.4946473901506244e-16,8.830122722850983e-20,2.2613552639227113e-18,9.691723980290265e-14,1.8964289476234316e-15,4.9923618804018946e-17,1.2104214964050943e-12,3.75162904001421e-20,6.584038759345305e-17,5.863323259201549e-13,5.010307081800179e-20,3.736322165351807e-22,3.401543840372112e-17,2.949956842165528e-23,1.34531989255719e-20,3.1126506336777043e-23,9.986468785278781e-26,1.0019338819219789e-29,2.4743746655181666e-26,5.869760062939748e-30,2.2739655284015274e-21,5.415862338926596e-28,7.569191326254825e-27,1.2759879152412392e-31,1.784900744331362e-30,1.2143330246457924e-23,1.3362108122600253e-29,2.552949002748205e-27,2.7013578556033624e-30,2.270456280878267e-17,2.5999019566400527e-19,5.432528954546012e-32,7.593408687531148e-31,8.624592382596652e-20,1.3012112074025759e-17,1.615287818275907e-27,1.5944308946735818e-27
1.894231978666041e-10,0.11224537772523485,0.9,0.0,0.0,0.0,0.0,0.09999994908209892,1.3049342494732158e-08,1.2698162703178168e-08,9.004300449615538e-09,9.01484676677761e-09,7.642305868680288e-09,7.806972237247188e-09,7.799810587064356e-09,7.799402309545722e-09,6.958476357812458e-09,6.9606845114087155e-09,6.2961148723154924e-09,6.3038554199785765e-09,5.7168287859242884e-11,2.513624205470991e-10,1.1953493643965614e-10,2.332913966210557e-11,4.559386406007152e-11,1.3016734795284587e-11,4.0832151406669645e-11,2.5385298491529392e-11,3.1774843845422925e-12,1.3296239453725336e-12,7.09926699502169e-12,4.045657267546494e-16,7.817939074185769e-15,2.6992493317188714e-16,2.0083186070547982e-16,2.698835631968238e-16,1.0334391657239198e-19,2.28690248466412e-18,1.0523153598755298e-13,2.4366679846116806e-15,5.4010261568836985e-17,1.4166261791846231e-12,4.3907843859831686e-20,7.123048479908939e-17,6.862244635666613e-13,5.864035990962056e-20,4.369116598844605e-22,3.981520878334734e-17,3.493811843481906e-23,1.7033587160951093e-20,3.821305251892756e-23,1.1688276402894968e-25,1.2685891365823214e-29,3.1361493658196314e-26,8.044714970203648e-30,2.879494021537634e-21,6.939487631822214e-28,1.0053289911660415e-26,1.7686631890059439e-31,2.564554218856346e-30,1.5462307028640684e-23,1.6918456442610585e-29,3.7828344375301866e-27,3.6821466419964126e-30,2.6577028309720894e-17,3.041538399545192e-19,7.530171030050024e-32,1.0910351243296934e-30,1.0552052575455048e-19,1.5920249501092673e-17,2.2241689532279077e-27,2.1565492788494705e-27
2.0374893296816292e-10,0.11224537815911059,0.9,0.0,0.0,0.0,0.0,0.09999994523126905,1.403694970383361e-08,1.364634846758524e-08,9.684789322045858e-09,9.696985228080705e-09,8.211952931247154e-09,8.397630755435924e-09,8.389370246390802e-09,8.38889024331957e-09,7.484733177373675e-09,7.487279923478246e-09,6.771936023444954e-09,6.780891351956587e-09,6.143742572354331e-11,2.7985078937786787e-10,1.338208566197899e-10,2.5979834747387525e-11,5.346190831843206e-11,1.5718408939112008e-11,4.7227581887743017e-11,2.934730227218193e-11,3.676339494321292e-12,1.438158566174685e-12,8.298424485668441e-12,4.3518581765165066e-16,9.75018112965386e-15,2.9035069233024295e-16,2.1603032953459908e-16,2.9030350873641765e-16,1.1956947842344472e-19,2.314795924590766e-18,1.1364280535570036e-13,3.0739613675525998e-15,5.809720612073407e-17,1.6390472232426794e-12,5.080206831105963e-20,7.662103738985446e-17,7.93973137435037e-13,6.78492054764166e-20,5.05102424322085e-22,4.607278548288101e-17,4.0839532750076945e-23,2.1198970054097887e-20,4.614419894302434e-23,1.3524048802129777e-25,1.5788080972882226e-29,3.906290025280327e-26,1.0773854011772553e-29,3.584104785987828e-21,8.725562928306702e-28,1.3058702503401465e-26,2.3919884847088963e-31,3.5830476001499004e-30,1.9335980310373747e-23,2.1055841255070376e-29,5.446764070915532e-27,4.907911313632125e-30,3.0755639786190766e-17,3.51754605551115e-19,1.018410336336013e-31,1.5243453630672025e-30,1.2701087903139685e-19,1.9162713701713773e-17,2.9907050099232523e-27,2.8548644194158247e-27
2.1807466806972174e-10,0.1122453785931165,0.9,0.0,0.0,0.0,0.0,0.09999994138043895,1.502465656277261e-08,1.4593683709848937e-08,1.0365209304947779e-08,1.0379173969170662e-08,8.780861471510209e-09,8.988321750599964e-09,8.978883594008162e-09,8.97832661543483e-09,8.010989967721098e-09,8.01389948759459e-09,7.247709012354806e-09,7.257967578706474e-09,6.57027338115752e-11,3.088124664535593e-10,1.4844137020448622e-10,2.86748971113351e-11,6.200170357494199e-11,1.8713101790985602e-11,5.4086688602418546e-11,3.359439395142133e-11,4.211562198777468e-12,1.5466926172482783e-12,9.591624133447865e-12,4.658089955306699e-16,1.1974923684960097e-14,3.1077795532332417e-16,2.3123008087647347e-16,3.1072457532342357e-16,1.3697797768051752e-19,2.345053186756297e-18,1.2215966025993923e-13,3.816931607558451e-15,6.21844519176227e-17,1.877685820149188e-12,5.819900062599336e-20,8.20120453155356e-17,9.09579010763909e-13,7.772966412499645e-20,5.781998830274082e-22,5.278860500602825e-17,4.720375272740716e-23,2.5993691921458605e-20,5.49355365774411e-23,1.5493815456032706e-25,1.9358899061893253e-29,4.7929664062391956e-26,1.4143972174939212e-29,4.395355381943432e-21,1.0794981968790726e-27,1.6640649358146316e-26,3.167257907776828e-31,4.8867364623314865e-30,2.3806982469341756e-23,2.5818270691205675e-29,7.65066728563146e-27,6.416277044293461e-30,3.5240811660364336e-17,4.027892430418794e-19,1.348500114305823e-31,2.0789952927438234e-30,1.5074839418164387e-19,2.2744244596277127e-17,3.939962764770417e-27,3.709645284243303e-27
