Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986)
3.020972902283759e-06,0.11255688260757193,0.9,0.0,0.0,0.0,0.0,0.09900863101275656,0.000370441057242095,2.4419523831919748e-06,1.6249406860727183e-05,3.243381647600259e-05,8.555273225208172e-07,3.5509685231479314e-05,3.4501444298546286e-06,6.25635161242601e-06,0.00011285163122362638,0.0005390361399845369,4.673704079618922e-06,4.442399311898139e-05,1.0994708957682133e-08,8.147541447754927e-08,2.5626912018182677e-08,4.4518910188671485e-09,7.371179964946574e-05,0.00010196162190519212,0.0012758505169821678,0.00015282431710978613,0.0003472355975945698,6.3892900185611e-10,0.00011373731368966734,1.1339954573492441e-11,8.072786926062845e-08,9.58900789444691e-13,1.3974501044194084e-12,1.2120900729916971e-12,1.1151715243174118e-11,2.5628432234064267e-13,9.374229628894694e-06,0.0001845656668835409,1.9433427198172075e-13,0.0001244389274786824,3.808525466855994e-12,5.020088108589281e-13,0.00011217036995980402,9.466726089089282e-12,2.6303186189803487e-15,4.945076484772426e-05,5.597791328508161e-16,2.420793025901981e-05,2.993324102367385e-16,2.562380554351169e-16,8.60567285329771e-17,5.473444042267582e-15,5.376853771930661e-15,1.42466361372507e-05,3.147352250016684e-16,2.229391370404335e-15,3.0879773740740397e-16,2.189293754007188e-15,2.8557412756845776e-12,2.1356834022580504e-16,1.0075046091103038e-06,1.83816605344409e-15,1.3022823833634112e-05,1.840704359535287e-12,1.0568026230442968e-16,7.486694771739638e-16,1.2851718302621316e-12,1.9391643509826596e-10,1.5748946297163504e-12,9.59101621054405e-13
3.0314857664506016e-06,0.11255802970628939,0.9,0.0,0.0,0.0,0.0,0.09900514545725797,0.0003716103157220777,2.4418902278161447e-06,1.6234279910214518e-05,3.2436481448483815e-05,8.555004448324444e-07,3.5490132124784076e-05,3.450039042841118e-06,6.2561716087315305e-06,0.00011324040000536941,0.0005412088005613203,4.673572875932865e-06,4.444032656730825e-05,1.0994429168638304e-08,8.147334070404917e-08,2.562610691201101e-08,4.451789744898174e-09,7.358645174023803e-05,0.00010231714364432592,0.0012808939148651719,0.00015335956323474532,0.00034861996757570043,6.389165564811031e-10,0.00011414078008871063,1.1375231559703705e-11,8.058693365275861e-08,9.5893611988212e-13,1.3979004457858094e-12,1.2113676644954807e-12,1.1195667003720996e-11,2.5583791585566844e-13,9.358909086702517e-06,0.00018526417145283756,1.9435032992191704e-13,0.00012494567976486368,3.8238613186450934e-12,5.021934949950457e-13,0.00011268524771078673,9.509747974342114e-12,2.6395306734724292e-15,4.9773580477919475e-05,5.617645447870638e-16,2.4393154726697985e-05,3.003760361492244e-16,2.580802873259649e-16,8.675456922010891e-17,5.509890295671253e-15,5.417142348335407e-15,1.4354866370941487e-05,3.168455239914251e-16,2.2441889797523857e-15,3.1112547629352196e-16,2.2056635642659115e-15,2.874758953515823e-12,2.1541121927940843e-16,1.0200520239384864e-06,1.8520971347985095e-15,1.3083299657905818e-05,1.847151173788627e-12,1.0648595432496934e-16,7.543316795304755e-16,1.2896730826068564e-12,1.9459561807302578e-10,1.586695399070245e-12,9.663705309904363e-13
3.041998630617444e-06,0.11255917617772407,0.9,0.0,0.0,0.0,0.0,0.09900166119901439,0.0003727790008859961,2.4418279612116237e-06,1.6219124011444626e-05,3.243908065892751e-05,8.554735604199417e-07,3.547044613340251e-05,3.449933607714318e-06,6.255991745363158e-06,0.0001136290955487073,0.0005433804907198846,4.6734417253453765e-06,4.445644533656709e-05,1.099414877584103e-08,8.147126321748883e-08,2.5625301604927084e-08,4.451688209294219e-09,7.346120863505524e-05,0.0001026726527341973,0.0012859340864444188,0.0001538947888213803,0.0003500027355468425,6.38903995817478e-10,0.00011454423332207774,1.1410487949027452e-11,8.044612656942395e-08,9.589693700727282e-13,1.3983440163334185e-12,1.2106407817230754e-12,1.1239563502783543e-11,2.553918216354444e-13,9.34358323949359e-06,0.00018596150474331106,1.943659943247802e-13,0.00012545225159764218,3.839190319278008e-12,5.023757545145411e-13,0.00011320013328403909,9.552766760291593e-12,2.648742534308734e-15,5.009692147202716e-05,5.637499827729078e-16,2.45788158035146e-05,3.0141967320886177e-16,2.5992811873954977e-16,8.745493911083128e-17,5.546456437533978e-15,5.457553811921086e-15,1.4463370745117185e-05,3.189621073847381e-16,2.2590601828754667e-15,3.134604267365929e-16,2.222083799788331e-15,2.893835191521656e-12,2.1726159663543328e-16,1.0326992804021924e-06,1.866076933655783e-15,1.3143731951368544e-05,1.8535977413921663e-12,1.072945091731157e-16,7.600138850382592e-16,1.294174162398267e-12,1.9527477498601244e-10,1.5985319135572357e-12,9.736647113488558e-13
3.0525114947842864e-06,0.11256032202155325,0.9,0.0,0.0,0.0,0.0,0.09899817823684724,0.0003739471158372724,2.441765584809893e-06,1.620394091123848e-05,3.2441615250486134e-05,8.55446669481453e-07,3.545063110798986e-05,3.4498281254519567e-06,6.255812022244738e-06,0.00011401771801276557,0.0005455512078840085,4.673310627921852e-06,4.4472352005979734e-05,1.099386799080421e-08,8.146918206864113e-08,2.562449610175879e-08,4.451586415929865e-09,7.333607830406666e-05,0.00010302814918065527,0.0012909710245977213,0.00015442999388561734,0.00035138389768295003,6.388914510018499e-10,0.00011494767338872763,1.1445723884799912e-11,8.030545671978641e-08,9.590008686620183e-13,1.3987808961509213e-12,1.2099096027348716e-12,1.1283404627498243e-11,2.549462579268296e-13,9.328253411101495e-06,0.00018665766772745074,1.9438127176574693e-13,0.00012595864201536583,3.8545124328123215e-12,5.025556169468279e-13,0.0001137150233532619,9.59578217155711e-12,2.657953883350035e-15,5.042078476499139e-05,5.657352659347212e-16,2.4764910551661386e-05,3.024632252569559e-16,2.6178158148064513e-16,8.815783381818338e-17,5.583124765454273e-15,5.4980893617332626e-15,1.4572147956898183e-05,3.210853609605231e-16,2.2739480330982123e-15,3.15802581995052e-16,2.2385536805181556e-15,2.912968708470188e-12,2.1911944904621483e-16,1.0454466564194952e-06,1.88010641727474e-15,1.3204120972147151e-05,1.860044061091658e-12,1.0810593992655725e-16,7.657159944739973e-16,1.2986750694345189e-12,1.959539058578387e-10,1.6104050199554416e-12,9.809849630625383e-13
3.063024358951129e-06,0.11256146723750038,0.9,0.0,0.0,0.0,0.0,0.09899469656950485,0.00037511466363626125,2.4417031004276107e-06,1.6188732325153425e-05,3.244408634655478e-05,8.554197722108919e-07,3.5430690843267674e-05,3.4497225970615817e-06,6.255632439294455e-06,0.00011440626755917425,0.0005477209496015096,4.673179583722855e-06,4.448804912385813e-05,1.0993586618099074e-08,8.146709731500509e-08,2.5623690409367095e-08,4.451484368309687e-09,7.321106853514841e-05,0.00010338363298952921,0.0012960047225907569,0.00015496517844326902,0.0003527634503109447,6.388787938913567e-10,0.00011535110028790431,1.1480939421371287e-11,8.016493261155557e-08,9.590303566123536e-13,1.39921116826306e-12,1.2091742118357027e-12,1.1327190268953557e-11,2.5450106241922987e-13,9.312920898841077e-06,0.0001873526614521498,1.9439616924597833e-13,0.00012646485007382336,3.86982764005676e-12,5.027331126910448e-13,0.0001142299146246919,9.638793929678665e-12,2.6671650370256548e-15,5.074516733435341e-05,5.677205738623632e-16,2.4951436058369225e-05,3.035067878053825e-16,2.636406273582178e-16,8.886324863698807e-17,5.619912751123541e-15,5.538747149177799e-15,1.46811967166344e-05,3.2321489564825033e-16,2.288909030626114e-15,3.181519105712028e-16,2.255073713800604e-15,2.9321607199189877e-12,2.2098477416553546e-16,1.0582944282478075e-06,1.8941845338062443e-15,1.3264466989648081e-05,1.8664901345130497e-12,1.0892022826212463e-16,7.71438068906452e-16,1.303175804182011e-12,1.9663301070817286e-10,1.622313685837955e-12,9.88330444396113e-13
3.0735372231179713e-06,0.11256261182533557,0.9,0.0,0.0,0.0,0.0,0.09899121619566416,0.00037628164730067667,2.441640509470134e-06,1.6173499937835056e-05,3.2446495051111155e-05,8.55392868801849e-07,3.5410629078489795e-05,3.4496170235024e-06,6.2554529964249435e-06,0.00011479474435197985,0.0005498897135418263,4.673048592804213e-06,4.4503539207974654e-05,1.0993304866213574e-08,8.146500900669535e-08,2.562288453255351e-08,4.451382070227178e-09,7.308618693610163e-05,0.00010373910416662863,0.0013010351740703231,0.00015550034251003272,0.0003541413899072409,6.388661522656111e-10,0.00011575451401869907,1.1516134698763432e-11,8.002456255369567e-08,9.590581572196644e-13,1.3996349108197593e-12,1.2084347825797763e-12,1.1370920323960726e-11,2.540564493884183e-13,9.297586973847422e-06,0.00018804648703700394,1.9441069311007462e-13,0.0001269708748459212,3.885135906240807e-12,5.029082686051216e-13,0.00011474480383673364,9.681801764769052e-12,2.6763756817044084e-15,5.1070066199829856e-05,5.697057282456925e-16,2.5138389435844882e-05,3.045502660581556e-16,2.655052877138427e-16,8.957117921108946e-17,5.6568029454162616e-15,5.5795283523584374e-15,1.4790515747838362e-05,3.2535109172223176e-16,2.3038870355454837e-15,3.205084057325517e-16,2.2716431300320954e-15,2.9514099677580057e-12,2.228575488808358e-16,1.0712428704923244e-06,1.9083122342429464e-15,1.3324770284300608e-05,1.872935960420421e-12,1.0973738704302272e-16,7.771800103083922e-16,1.3076763664417043e-12,1.9731208955732746e-10,1.6342587426784182e-12,9.957019411616543e-13
3.0840500872848137e-06,0.11256375578487354,0.9,0.0,0.0,0.0,0.0,0.09898773711393245,0.0003774480698060132,2.4415778137226753e-06,1.6158245403368267e-05,3.2448842449051964e-05,8.55365959443888e-07,3.539044949791056e-05,3.44951140576236e-06,6.2552736935434235e-06,0.00011518314855755925,0.0005520574974936367,4.672917655217103e-06,4.451882474592785e-05,1.0993022542464958e-08,8.146291719996057e-08,2.5622078477944277e-08,4.451279525134208e-09,7.296144093771095e-05,0.00010409456271774341,0.0013060623730576726,0.00015603548610149324,0.0003555177130953062,6.388534012735708e-10,0.00011615791458048114,1.1551309769281483e-11,7.988435465957856e-08,9.590840144409695e-13,1.400052204875027e-12,1.207691396100573e-12,1.1414594693136227e-11,2.5361225795629277e-13,9.282252881414665e-06,0.00018873914567263427,1.9442485012470075e-13,0.00012747671542137263,3.900437213095535e-12,5.030811143793896e-13,0.00011525968775959612,9.724805403881837e-12,2.6855861293314347e-15,5.139547842288606e-05,5.716909061300604e-16,2.532576782119987e-05,3.055937541737735e-16,2.6737551502652055e-16,9.028162087092225e-17,5.693812568601651e-15,5.620431149825993e-15,1.4900103787114617e-05,3.2749356558035424e-16,2.3189377470413813e-15,3.2287203633511063e-16,2.2882624287757886e-15,2.9707176446493466e-12,2.2473777068627264e-16,1.0842922561145074e-06,1.9224884831410296e-15,1.338503114730127e-05,1.8793815404160456e-12,1.1055739817396768e-16,7.829418786729975e-16,1.3121767566733833e-12,1.9799114242469115e-10,1.6462391750874838e-12,1.0030986267474195e-12
3.094562951451656e-06,0.11256489911597335,0.9,0.0,0.0,0.0,0.0,0.0989842593228489,0.0003786139340859736,2.4415150145641857e-06,1.6142970345627212e-05,3.245112960652117e-05,8.553390443260641e-07,3.537015573125376e-05,3.449405744782008e-06,6.255094530551825e-06,0.00011557148034453494,0.0005542242993625091,4.6727867710081586e-06,4.453390819550392e-05,1.0992739852355228e-08,8.146082194422392e-08,2.5621272250304174e-08,4.451176736743959e-09,7.283683779591303e-05,0.00010445000864864322,0.001311086313941919,0.00015657060923312163,0.0003568924166432393,6.388406654235262e-10,0.00011656130197247102,1.1586464769695347e-11,7.974431684964788e-08,9.591082463221263e-13,1.4004631266867185e-12,1.2069442215212002e-12,1.1458213282648041e-11,2.5316869850287436e-13,9.266919841331275e-06,0.00018943063861903535,1.9443864641160024e-13,0.00012798237090638667,3.915731526981824e-12,5.032516762165057e-13,0.00011577456319493342,9.767804582498458e-12,2.6947960707197017e-15,5.1721401106313584e-05,5.736759317324823e-16,2.5513568376377208e-05,3.0663715869964647e-16,2.692513401804486e-16,9.099456929131568e-17,5.730924421164566e-15,5.6614566991335776e-15,1.5009959584089114e-05,3.296426920691846e-16,2.3340058205207154e-15,3.2524279565838427e-16,2.30493085075376e-15,2.9900825151690056e-12,2.266254166053666e-16,1.097442856440616e-06,1.936714215495646e-15,1.3445249880362095e-05,1.8858268732820574e-12,1.1138027430674894e-16,7.887235771524207e-16,1.3166769746807728e-12,1.986701693302802e-10,1.658255799515807e-12,1.010521272123716e-12
3.1050758156184986e-06,0.11256604181853723,0.9,0.0,0.0,0.0,0.0,0.09898078282088639,0.00037977924303288983,2.441452113748212e-06,1.612767635862423e-05,3.245335757123491e-05,8.553121236335917e-07,3.534975135418349e-05,3.4493000415295987e-06,6.254915507346909e-06,0.00011595973988369208,0.0005563901171685926,4.672655940219541e-06,4.454879198503371e-05,1.099245660590569e-08,8.145872329449924e-08,2.562046585603508e-08,4.451073708453925e-09,7.271238459480238e-05,0.0001048054419650779,0.0013161069914735181,0.00015710571192027744,0.0003582654974613826,6.388278230714333e-10,0.0001169646761941602,1.1621599750309868e-11,7.960445685452108e-08,9.591305997955908e-13,1.400867755385018e-12,1.2061933368605727e-12,1.150177600232589e-11,2.527256115812623e-13,9.251589048215017e-06,0.00019012096720394666,1.9445208851089227e-13,0.00012848784042336967,3.931018830516604e-12,5.034199831146532e-13,0.00011628942697548958,9.810799033061568e-12,2.7040058133936965e-15,5.204783139380339e-05,5.75660979589857e-16,2.5701788288070724e-05,3.0768057246007215e-16,2.711327163144162e-16,9.171001983840884e-17,5.768155475553546e-15,5.702603205601366e-15,1.5120081901335053e-05,3.3179809297652655e-16,2.3491461654928123e-15,3.276206529101776e-16,2.3216488878778774e-15,3.0095057494958525e-12,2.2852048397773633e-16,1.1106949411702792e-06,1.950988411999234e-15,1.3505426795462011e-05,1.8922719605973876e-12,1.1220599757080836e-16,7.945251646797383e-16,1.3211770209171277e-12,1.993491702932062e-10,1.6703076173361872e-12,1.0179690655245989e-12
3.115588679785341e-06,0.1125671838925101,0.9,0.0,0.0,0.0,0.0,0.09897730760645287,0.00038094399949815147,2.4413891126270627e-06,1.6112365006857646e-05,3.245552737279852e-05,8.552851975510134e-07,3.532923988877549e-05,3.4491942969269027e-06,6.254736623820386e-06,0.00011634792734789706,0.0005585549490443353,4.672525162889047e-06,4.456347851374562e-05,1.0992173005671993e-08,8.145662129948844e-08,2.5619659299855885e-08,4.450970443897749e-09,7.258808824876965e-05,0.00010516086267277703,0.0013211244007578199,0.0001576407941782079,0.00035963695259995046,6.388149955377582e-10,0.00011736803724489538,1.1656714844705277e-11,7.946478221761006e-08,9.591513877544229e-13,1.4012661653812752e-12,1.205438906885963e-12,1.1545282767383267e-11,2.522832037499197e-13,9.236261671844386e-06,0.0001908101328212489,1.9446518232916876e-13,0.00012899312311062512,3.946299091153137e-12,5.035860606370371e-13,0.00011680427596474779,9.853788496299376e-12,2.7132150525475565e-15,5.2374766469523196e-05,5.776458764105437e-16,2.5890424767642498e-05,3.0872390332681853e-16,2.7301967386096695e-16,9.242796821815459e-17,5.805488778252041e-15,5.743871806613752e-15,1.5230469514298828e-05,3.339601377970175e-16,2.3643042214065637e-15,3.300056013847045e-16,2.3384157910694116e-15,3.0289861344645313e-12,2.304229499638179e-16,1.1240487783851e-06,1.9653119919135443e-15,1.356556221460199e-05,1.8987168011619517e-12,1.1303458040953968e-16,8.003465455699906e-16,1.3256768951888935e-12,2.0002814533319273e-10,1.6823954302520641e-12,1.0254427633524596e-12
3.1261015439521834e-06,0.11256832533787797,0.9,0.0,0.0,0.0,0.0,0.09897383367789313,0.00038210820629262657,2.4413260129224436e-06,1.609703782565844e-05,3.245764002302031e-05,8.552582662592009e-07,3.5308624803990204e-05,3.4490885119224084e-06,6.254557879859047e-06,0.00011673604291201762,0.0005607187932322429,4.672394439050186e-06,4.4577970152114124e-05,1.0991888864338357e-08,8.145451601298565e-08,2.5618852587953655e-08,4.450866946417093e-09,7.24639555054543e-05,0.00010551627077744998,0.001326138537248699,0.00015817585602205013,0.0003610067792466938,6.388020643028253e-10,0.00011777138512428741,1.169181010123105e-11,7.932530029817217e-08,9.591703600867731e-13,1.4016584339276448e-12,1.2046810065589251e-12,1.1588733496555188e-11,2.5184131699179476e-13,9.220938857489578e-06,0.00019149813692938337,1.9447793418768235e-13,0.00012949821812206712,3.961572292359144e-12,5.037499371059581e-13,0.00011731910705658376,9.896772709922124e-12,2.722424091347755e-15,5.2702203557690904e-05,5.796307942585326e-16,2.6079475051033205e-05,3.097672428088867e-16,2.7491216660856733e-16,9.314840983244975e-17,5.842941057438182e-15,5.7852607338878224e-15,1.5341121211222616e-05,3.3612845363103833e-16,2.379534119279822e-15,3.3239761063950427e-16,2.3552320447166765e-15,3.0485248181757147e-12,2.3233281175358613e-16,1.1375046345573e-06,1.9796839518026414e-15,1.3625656469563355e-05,1.9051613965316744e-12,1.1386600517399083e-16,8.061877777113848e-16,1.3301765979428832e-12,2.0070709446907765e-10,1.6945182561268655e-12,1.032941568414398e-12
3.136614408119026e-06,0.11256946615466788,0.9,0.0,0.0,0.0,0.0,0.0989703610334903,0.0003832718661870893,2.4412628159598303e-06,1.6081696321535568e-05,3.245969651621774e-05,8.552313299382091e-07,3.528790951614605e-05,3.448982687419034e-06,6.254379275344858e-06,0.00011712408675284465,0.0005628816480826657,4.672263768732272e-06,4.4592269242204137e-05,1.0991604381553273e-08,8.1452407482945e-08,2.5618045724993237e-08,4.4507632195668245e-09,7.233999294785127e-05,0.00010587166628478587,0.0013311493967422506,0.0001587108974668301,0.00036237497472457986,6.387891475806489e-10,0.00011817471983180614,1.1726885650339898e-11,7.918601827388603e-08,9.591878246280198e-13,1.402044633633445e-12,1.2039197963662912e-12,1.1632128113796315e-11,2.514001541168465e-13,9.205621726239908e-06,0.00019218498104979568,1.9449034978531393e-13,0.00013000312462693145,3.976838402642739e-12,5.039116374606102e-13,0.000117833917174923,9.93975141978589e-12,2.731632629307509e-15,5.303013992215252e-05,5.81615562298221e-16,2.6268936398670826e-05,3.1081050008363387e-16,2.7681022454374126e-16,9.387134041847066e-17,5.8804956020352824e-15,5.8267711050122104e-15,1.5452035793067146e-05,3.383034046960874e-16,2.39478207148503e-15,3.3479667398600686e-16,2.3720969098143146e-15,3.0681206093035706e-12,2.342500466450966e-16,1.151062774558393e-06,1.9941051954545046e-15,1.3685709901669813e-05,1.9116057455239853e-12,1.147002841021337e-16,8.12048766565564e-16,1.3346761289882215e-12,2.0138601772029545e-10,1.7066768821870167e-12,1.0404662228136693e-12
3.1471272722858683e-06,0.11257060634294641,0.9,0.0,0.0,0.0,0.0,0.09896688967146741,0.000384434981912641,2.441199523428953e-06,1.6066341972520073e-05,3.246169782952044e-05,8.552043887645786e-07,3.52670973893941e-05,3.448876824345453e-06,6.254200810155095e-06,0.0001175120590490153,0.0005650435120516214,4.6721331519605085e-06,4.460637809801134e-05,1.0991319372623495e-08,8.14502957619557e-08,2.5617238716955673e-08,4.4506592666315095e-09,7.221620699721044e-05,0.00010622704920045342,0.0013361569753705667,0.00015924591852746524,0.0003637415364895073,6.387761298954272e-10,0.00011857804136717875,1.1761941538470924e-11,7.904694314385036e-08,9.592035342017773e-13,1.4024248399175023e-12,1.2031553482698054e-12,1.1675466546445751e-11,2.509595585364405e-13,9.190311375330649e-06,0.0001928706667654024,1.9450243523186667e-13,0.00013050784180949963,3.992097406288742e-12,5.040711893632918e-13,0.00011834870327340232,9.98272436874985e-12,2.7408409652970306e-15,5.3358572865956176e-05,5.836003501557301e-16,2.6458806095372635e-05,3.1185376536340183e-16,2.7871380209465374e-16,9.459675541388785e-17,5.9181688994508004e-15,5.868401177731608e-15,1.556321207343131e-05,3.404846233289229e-16,2.410101441574647e-15,3.372027613292885e-16,2.389010863351867e-15,3.087774634268533e-12,2.361746516833864e-16,1.1647234616678884e-06,2.0085747350445467e-15,1.3745722861552601e-05,1.918049849672133e-12,1.1553739976354205e-16,8.179295689908573e-16,1.3391754887653652e-12,2.0206491510541347e-10,1.7188703425188957e-12,1.0480159436626495e-12
3.1576401364527107e-06,0.11257174590281946,0.9,0.0,0.0,0.0,0.0,0.09896341958998879,0.00038559755616113624,2.4411361366283075e-06,1.6050976228507802e-05,3.246364492316595e-05,8.55177442913906e-07,3.524619173619293e-05,3.4487709235856708e-06,6.254022484162451e-06,0.00011789995998093793,0.0005672043836986514,4.6720025887560675e-06,4.462029900579834e-05,1.0991034034329206e-08,8.144818089720093e-08,2.5616431568444662e-08,4.450555091088002e-09,7.209260391511047e-05,0.00010658241953010086,0.001341161269595578,0.0001597809192187631,0.00036510646212803676,6.38763126434023e-10,0.00011898134972999525,1.1796977893011221e-11,7.890808173111474e-08,9.592177916787482e-13,1.4027991236305055e-12,1.2023878185513093e-12,1.1718748726901651e-11,2.505197293839419e-13,9.175008878466263e-06,0.00019355519571908123,1.9451419602569515e-13,0.00013101236886882135,4.0073492728239575e-12,5.042286171442559e-13,0.00011886346233503514,1.0025691307681838e-11,2.7500488030874063e-15,5.3687499730931064e-05,5.855849894166891e-16,2.664908145024579e-05,3.1289694911263415e-16,2.8062292880735416e-16,9.532465058716417e-17,5.955944477541419e-15,5.910152050203054e-15,1.5674648878472034e-05,3.4267246854368083e-16,2.4254392038841195e-15,3.396158660003036e-16,2.4059731762721713e-15,3.1074857231732585e-12,2.381066043047084e-16,1.1784869575820199e-06,2.0230934591421935e-15,1.3805695708919318e-05,1.924493707810798e-12,1.1637736419369362e-16,8.23830091579431e-16,1.3436746770860786e-12,2.0274378664358086e-10,1.731099410136644e-12,1.0555914590292525e-12
3.168153000619553e-06,0.11257288483443068,0.9,0.0,0.0,0.0,0.0,0.09895995078716163,0.00038675959158560323,2.4410726572155606e-06,1.6035600511600676e-05,3.246553874079237e-05,8.551504925584167e-07,3.522519581778445e-05,3.448664986048528e-06,6.253844297235138e-06,0.00011828778973071833,0.0005693642616847064,4.671872079136178e-06,4.463403422442675e-05,1.0990748184560058e-08,8.144606294007934e-08,2.561562428524327e-08,4.450450696162685e-09,7.196918980630471e-05,0.00010693777727935603,0.001346162276202975,0.00016031589955542425,0.0003664697493551565,6.387500246860933e-10,0.00011938464492009634,1.1831994758534496e-11,7.876944068562561e-08,9.592303527973248e-13,1.4031675584015852e-12,1.2016172762305747e-12,1.1761974590812735e-11,2.500805114976061e-13,9.159715286142984e-06,0.00019423856961218406,1.9452563807231792e-13,0.00013151670501844866,4.022593987317946e-12,5.043839478213044e-13,0.00011937819137188106,1.0068651984474123e-11,2.759256437313466e-15,5.401691789726274e-05,5.875696473038952e-16,2.6839759796581508e-05,3.139401402653863e-16,2.8253755973986246e-16,9.60550214117254e-17,5.993838586393854e-15,5.9520220058327425e-15,1.578634504682117e-05,3.448665778384223e-16,2.4408479653706536e-15,3.4203595824933944e-16,2.422984318287904e-15,3.1272549811489506e-12,2.4004590141368703e-16,1.1923535224224994e-06,2.037660395278231e-15,1.3865628812325867e-05,1.93093732145088e-12,1.1722016017764828e-16,8.297503901744971e-16,1.34817369438455e-12,2.0342263235309768e-10,1.7433631350857209e-12,1.0631920000682622e-12
3.1786658647863956e-06,0.11257402313796161,0.9,0.0,0.0,0.0,0.0,0.09895648326103755,0.00038792109080066826,2.4410090864621163e-06,1.602021621644654e-05,3.246738020972384e-05,8.55123537869281e-07,3.520411284466973e-05,3.4485590125990855e-06,6.253666249237009e-06,0.00011867554848208755,0.0005715231447700687,4.67174162311421e-06,4.464758598568549e-05,1.099046201726639e-08,8.144394193698285e-08,2.561481687188782e-08,4.450346085255176e-09,7.184597062076161e-05,0.00010729312245382607,0.0013511599922961916,0.0001608508595520406,0.00036783139601206374,6.387369368886324e-10,0.00011978792693718908,1.1866992259423867e-11,7.86310264867113e-08,9.59241515554494e-13,1.4035302133651624e-12,1.2008438734599018e-12,1.1805144078729702e-11,2.496421004049716e-13,9.144431625967726e-06,0.00019492079020307304,1.945367666765007e-13,0.00013202084948616885,4.037831520281392e-12,5.045372051304557e-13,0.000119892887424719,1.0111606154892983e-11,2.768463575943829e-15,5.434682478307336e-05,5.895541577898953e-16,2.7030838491748084e-05,3.14983250554948e-16,2.8445772400321326e-16,9.678786368734898e-17,6.031834989343143e-15,5.9940121237017615e-15,1.5898299429502703e-05,3.4706730509669746e-16,2.4562754515278096e-15,3.4446303142899375e-16,2.440043570165616e-15,3.14708125932367e-12,2.419925205852305e-16,1.2063234147452924e-06,2.052276417054424e-15,1.3925522548952008e-05,1.937380689444057e-12,1.1806579955127223e-16,8.356903724828708e-16,1.3526725404751437e-12,2.0410145225283172e-10,1.7556622764273752e-12,1.070818281071157e-12
3.189178728953238e-06,0.1125751608136298,0.9,0.0,0.0,0.0,0.0,0.09895301700961384,0.0003890820563829752,2.4409454259935312e-06,1.60048247105775e-05,3.2469170241253356e-05,8.550965790144303e-07,3.5182945977085655e-05,3.4484530041263505e-06,6.253488340027655e-06,0.00011906323642033114,0.0005736810318123014,4.6716112206997465e-06,4.466095649461492e-05,1.0990175352881846e-08,8.144181793813397e-08,2.5614009333970844e-08,4.450241261532756e-09,7.172295215645671e-05,0.0001076484550590977,0.0013561544152904724,0.00016138579922309848,0.0003691914000639798,6.387237534203645e-10,0.00012019119578122482,1.1901970438432581e-11,7.849284544597494e-08,9.592510385823127e-13,1.403887160403268e-12,1.200067676375143e-12,1.184825713432307e-11,2.4920434236954584e-13,9.129158902976277e-06,0.00019560185930567932,1.9454758754639735e-13,0.0001325248015137492,4.0530618575375145e-12,5.046884154601533e-13,0.00012040754756272438,1.0154553571750701e-11,2.7776705094379574e-15,5.4677217843998616e-05,5.915386857282162e-16,2.7222314917077842e-05,3.1602636765520113e-16,2.8638337727557283e-16,9.752317292316497e-17,6.069949702556068e-15,6.036120712514921e-15,1.601051088984719e-05,3.4927429290390267e-16,2.4717735234339392e-15,3.468970561323156e-16,2.4571513944602245e-15,3.1669656419235564e-12,2.4394645858790126e-16,1.22039689154941e-06,2.0669405671051778e-15,1.3985377304380025e-05,1.9438238132791967e-12,1.1891426531211096e-16,8.41650093347176e-16,1.3571712157858636e-12,2.0478024636081886e-10,1.7679958999060368e-12,1.0784695469770708e-12
