Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825)
3.8254836786826485e-10,0.11224538355069742,0.9,0.0,0.0,0.0,0.0,0.09999989716934657,2.633609284948584e-08,2.5559673512019297e-08,1.8196740371524986e-08,1.8196740371524986e-08,1.5293921128798473e-08,1.5760762423439617e-08,1.5760332954003038e-08,1.5760332954003038e-08,1.4052942890935932e-08,1.4052942890935932e-08,1.272378193080806e-08,1.272378193080806e-08,1.1508381952558684e-10,6.613355179409462e-10,3.30440666984289e-10,6.12752958194078e-11,7.512533183744332e-11,7.512533183744332e-11
3.896918368164103e-10,0.11224538376661067,0.9,0.0,0.0,0.0,0.0,0.09999989524915227,2.682787631727809e-08,2.6033678226140757e-08,1.8536534741692416e-08,1.8536534741692416e-08,1.557517895432027e-08,1.6055068888866845e-08,1.6054631399790742e-08,1.6054631399790742e-08,1.431535861931262e-08,1.431535861931262e-08,1.2961377751766522e-08,1.2961377751766522e-08,1.1721815729181544e-10,6.769799338455018e-10,3.386559331120824e-10,6.272040617141208e-11,7.851359526307607e-11,7.851359526307607e-11
3.968353057645557e-10,0.11224538398253275,0.9,0.0,0.0,0.0,0.0,0.09999989332895802,2.7319659775626726e-08,2.650766963585755e-08,1.887632910533493e-08,1.887632910533493e-08,1.5856343937106358e-08,1.6349375348642662e-08,1.6348929839927185e-08,1.6348929839927185e-08,1.4577774342650411e-08,1.4577774342650411e-08,1.319897356816258e-08,1.319897356816258e-08,1.1935241891434334e-10,6.926377208548157e-10,3.4688416903635554e-10,6.416638248821611e-11,8.198086001172796e-11,8.198086001172796e-11
4.0397877471270116e-10,0.11224538419846375,0.9,0.0,0.0,0.0,0.0,0.09999989140876378,2.781144322453174e-08,2.6981648839748014e-08,1.921612346245252e-08,1.921612346245252e-08,1.613741712005285e-08,1.664368180276707e-08,1.6643228274412366e-08,1.6643228274412366e-08,1.4840190060949305e-08,1.4840190060949305e-08,1.3436569379996233e-08,1.3436569379996233e-08,1.2148659297749583e-10,7.083077918062116e-10,3.551243916506063e-10,6.561312022098444e-11,8.55271708426275e-11,8.55271708426275e-11
4.111222436608466e-10,0.11224538441440358,0.9,0.0,0.0,0.0,0.0,0.0999998894885696,2.8303226663993122e-08,2.7455616776860216e-08,1.9555917813045184e-08,1.9555917813045184e-08,1.6418399477144138e-08,1.6937988251240062e-08,1.6937526703246282e-08,1.6937526703246282e-08,1.5102605774209302e-08,1.5102605774209302e-08,1.3674165187267479e-08,1.3674165187267479e-08,1.2362073562873337e-10,7.239891515041575e-10,3.633756836034485e-10,6.706052370411958e-11,8.915256678835652e-11,8.915256678835652e-11
4.217060771890596e-10,0.11224538473435851,0.9,0.0,0.0,0.0,0.0,0.09999988664359116,2.9031857805103396e-08,2.8157833570551314e-08,2.0059360437478402e-08,2.0059360437478402e-08,1.6834540666022788e-08,1.7374035556171576e-08,1.737356212620229e-08,1.737356212620229e-08,1.5491403454764623e-08,1.5491403454764623e-08,1.402618945299868e-08,1.402618945299868e-08,1.2678263132484212e-10,7.472416032272192e-10,3.7561939239103945e-10,6.92060467079277e-11,9.466945104981538e-11,9.466945104981538e-11
4.322899107172726e-10,0.11224538505433292,0.9,0.0,0.0,0.0,0.0,0.09999988379861281,2.9760488925483286e-08,2.8860030346015607e-08,2.0562803047588287e-08,2.0562803047588287e-08,1.7250487216219267e-08,1.781008284869728e-08,1.7809597536752824e-08,1.7809597536752824e-08,1.5880201124258723e-08,1.5880201124258723e-08,1.4378213708714622e-08,1.4378213708714622e-08,1.2994442939930692e-10,7.705141500683507e-10,3.8788294410731614e-10,7.135258113417911e-11,1.0036010723651e-10,1.0036010723651e-10
4.428737442454856e-10,0.1122453853743268,0.9,0.0,0.0,0.0,0.0,0.09999988095363452,3.048912002513276e-08,2.956220942856942e-08,2.1066245643374844e-08,2.1066245643374844e-08,1.7666241594393415e-08,1.824613012881716e-08,1.824563293489785e-08,1.824563293489785e-08,1.62689987826916e-08,1.62689987826916e-08,1.4730237954415302e-08,1.4730237954415302e-08,1.3310614395076718e-10,7.938044526125521e-10,4.0016402531500804e-10,7.3499902623437e-11,1.0622460648529886e-10,1.0622460648529886e-10
4.5345757777369857e-10,0.1122453856943402,0.9,0.0,0.0,0.0,0.0,0.09999987810865632,3.12177511040518e-08,3.0264372879303875e-08,2.156968822483804e-08,2.156968822483804e-08,1.808180604893311e-08,1.868217739653122e-08,1.8681668320637385e-08,1.8681668320637385e-08,1.6657796430063258e-08,1.6657796430063258e-08,1.508226219010071e-08,1.508226219010071e-08,1.3626778940435853e-10,8.171104353435507e-10,4.124605316722751e-10,7.564781237100693e-11,1.1226300355482458e-10,1.1226300355482458e-10
4.6404141130191157e-10,0.11224538601437316,0.9,0.0,0.0,0.0,0.0,0.0999998752636782,3.194638216224039e-08,3.096652253395697e-08,2.2073130791977887e-08,2.2073130791977887e-08,1.8497182631394855e-08,1.9118224651839447e-08,1.9117703693971405e-08,1.9117703693971405e-08,1.7046594066373687e-08,1.7046594066373687e-08,1.5434286415770843e-08,1.5434286415770843e-08,1.394293734652775e-10,8.404302548181213e-10,4.2477054757303615e-10,7.779613405034845e-11,1.1847533882120366e-10,1.1847533882120366e-10
4.746252448301246e-10,0.1122453863344256,0.9,0.0,0.0,0.0,0.0,0.09999987241870018,3.2675013199698493e-08,3.1668660016010406e-08,2.257657334479436e-08,2.257657334479436e-08,1.8912373208815767e-08,1.9554271894741834e-08,1.9553739054899905e-08,1.9553739054899905e-08,1.7435391691622898e-08,1.7435391691622898e-08,1.5786310631425696e-08,1.5786310631425696e-08,1.425909025939662e-10,8.637622810941083e-10,4.3709233446564804e-10,7.994471201357538e-11,1.2486163944683908e-10,1.2486163944683908e-10
4.957929118865506e-10,0.11224538697458908,0.9,0.0,0.0,0.0,0.0,0.09999986672874434,3.413227521242318e-08,3.307290401299531e-08,2.3583458407457133e-08,2.3583458407457133e-08,1.9742202979916747e-08,2.0426366343329044e-08,2.042580973954032e-08,2.042580973954032e-08,1.8212986908937657e-08,1.8212986908937657e-08,1.649035903268954e-08,1.649035903268954e-08,1.489138210869389e-10,9.104573783409151e-10,4.6176507067322504e-10,8.424210563251627e-11,1.3815618710654884e-10,1.3815618710654884e-10
5.169605789429765e-10,0.11224538761483059,0.9,0.0,0.0,0.0,0.0,0.09999986103878884,3.558953714222565e-08,3.4477114389430685e-08,2.4590343412826283e-08,2.4590343412826283e-08,2.057130716225751e-08,2.1298460742292798e-08,2.129788037455855e-08,2.129788037455855e-08,1.8990582082007543e-08,1.8990582082007543e-08,1.7194407393892193e-08,1.7194407393892193e-08,1.5523658824734987e-10,9.57186164547611e-10,4.864678459290034e-10,8.853908476539829e-11,1.521466493408751e-10,1.521466493408751e-10
5.381282459994025e-10,0.1122453882551502,0.9,0.0,0.0,0.0,0.0,0.09999985534883366,3.704679898910573e-08,3.5881298555079713e-08,2.5597228360901714e-08,2.5597228360901714e-08,2.1399695531035724e-08,2.2170555091633014e-08,2.216995095995453e-08,2.216995095995453e-08,1.9768177210832548e-08,1.9768177210832548e-08,1.7898455715033618e-08,1.7898455715033618e-08,1.6155923735960597e-10,1.0039411966664124e-09,5.111917156291888e-10,9.283494609245779e-11,1.6683289887564126e-10,1.6683289887564126e-10
5.592959130558285e-10,0.11224538889554786,0.9,0.0,0.0,0.0,0.0,0.09999984965887881,3.8504060753063256e-08,3.7285462297931796e-08,2.6604113251683334e-08,2.6604113251683334e-08,2.222737621741215e-08,2.3042649391349647e-08,2.3042021495728195e-08,2.3042021495728195e-08,2.0545772295412677e-08,2.0545772295412677e-08,1.860250399611376e-08,1.860250399611376e-08,1.6788179449472037e-10,1.0507166606367137e-09,5.359293211024291e-10,9.712914376019451e-11,1.8221470907486546e-10,1.8221470907486546e-10
5.804635801122545e-10,0.11224538953602346,0.9,0.0,0.0,0.0,0.0,0.09999984396892428,3.996132243409799e-08,3.868961013243718e-08,2.7610998085171043e-08,2.7610998085171043e-08,2.3054355997827748e-08,2.3914743641442623e-08,2.3914091981879475e-08,2.3914091981879475e-08,2.1323367335747935e-08,2.1323367335747935e-08,1.9306552237132583e-08,1.9306552237132583e-08,1.7420427998816823e-10,1.097508021672611e-09,5.606746124789511e-10,1.0142125532336574e-10,1.9829177581255329e-10,1.9829177581255329e-10
6.016312471686805e-10,0.11224539017657707,0.9,0.0,0.0,0.0,0.0,0.09999983827897006,4.1418584032209786e-08,4.009374556480702e-08,2.861788286136476e-08,2.861788286136476e-08,2.3880640525279632e-08,2.478683784191188e-08,2.47861624184083e-08,2.47861624184083e-08,2.2100962331838318e-08,2.2100962331838318e-08,2.0010600438090034e-08,2.0010600438090034e-08,1.805267096288654e-10,1.1443117577738733e-09,5.854226267495218e-10,1.0571095578108346e-10,2.1506373410163413e-10,2.1506373410163413e-10
6.227989142251065e-10,0.11224539081720859,0.9,0.0,0.0,0.0,0.0,0.0999998325890162,4.2875845547398423e-08,4.149787131626524e-08,2.9624767580264385e-08,2.9624767580264385e-08,2.4706234529926055e-08,2.5658931992757342e-08,2.5658232805314598e-08,2.5658232805314598e-08,2.2878557283683828e-08,2.2878557283683828e-08,2.071464859898608e-08,2.071464859898608e-08,1.8684909567189943e-10,1.191125135461263e-09,6.101692950356397e-10,1.0999799574745968e-10,2.3253017204818073e-10,2.3253017204818073e-10
6.439665812815325e-10,0.11224539145791798,0.9,0.0,0.0,0.0,0.0,0.09999982689906263,4.433310697966374e-08,4.290198950657831e-08,3.063165224186983e-08,3.063165224186983e-08,2.5531141991182884e-08,2.653102609397896e-08,2.6530303142598305e-08,2.6530303142598305e-08,2.3656152191284483e-08,2.3656152191284483e-08,2.1418696719820663e-08,2.1418696719820663e-08,1.9317144766358177e-10,1.2379460254218408e-09,6.349112769943785e-10,1.1428218351860298e-10,2.5069064228309293e-10,2.5069064228309293e-10
6.651342483379585e-10,0.11224539209870518,0.9,0.0,0.0,0.0,0.0,0.09999982120910939,4.579036832900552e-08,4.430610179147502e-08,3.1638536846181e-08,3.1638536846181e-08,2.6355366275902795e-08,2.7403120145576667e-08,2.7402373430259355e-08,2.7402373430259355e-08,2.4433747054640273e-08,2.4433747054640273e-08,2.212274480059375e-08,2.212274480059375e-08,1.994937730604368e-10,1.2847727644700497e-09,6.596458275458488e-10,1.1856337164884442e-10,2.6954467047917343e-10,2.6954467047917343e-10
6.863019153943845e-10,0.11224539273957011,0.9,0.0,0.0,0.0,0.0,0.09999981551915649,4.724762959542361e-08,4.571020946198699e-08,3.2645421393197813e-08,3.2645421393197813e-08,2.7178910246326213e-08,2.8275214147550395e-08,2.827444366829767e-08,2.827444366829767e-08,2.5211341873751198e-08,2.5211341873751198e-08,2.2826792841305297e-08,2.2826792841305297e-08,2.0581607767659297e-10,1.3316040557600078e-09,6.843706924993729e-10,1.2284144725987505e-10,2.8909176146492545e-10,2.8909176146492545e-10
7.074695824508105e-10,0.11224539338051277,0.9,0.0,0.0,0.0,0.0,0.0999998098292039,4.87048907789178e-08,4.711431352155733e-08,3.365230588292016e-08,3.365230588292016e-08,2.8001776347943588e-08,2.9147308099900083e-08,2.9146513856713187e-08,2.9146513856713187e-08,2.5988936648617267e-08,2.5988936648617267e-08,2.353084084195525e-08,2.353084084195525e-08,2.1213836603102951e-10,1.3784388913294243e-09,7.090840234770866e-10,1.2711632454328754e-10,3.09331403936113e-10,3.09331403936113e-10
7.286372495072364e-10,0.11224539402153307,0.9,0.0,0.0,0.0,0.0,0.09999980413925162,5.01621518794879e-08,4.851841475004623e-08,3.465919031534796e-08,3.465919031534796e-08,2.882396668411674e-08,3.0019402002625665e-08,3.001858399550584e-08,3.001858399550584e-08,2.676653137923848e-08,2.676653137923848e-08,2.4234888802543573e-08,2.4234888802543573e-08,2.1846064163582607e-10,1.425276487805844e-09,7.337843056047598e-10,1.3138793856095774e-10,3.3026307434319657e-10,3.3026307434319657e-10
7.709725836200884e-10,0.11224539530380634,0.9,0.0,0.0,0.0,0.0,0.09999979275934807,5.307667383185511e-08,5.1326610984498614e-08,3.6672959008319535e-08,3.6672959008319535e-08,3.046632709966541e-08,3.1763589659204255e-08,3.176272412422224e-08,3.176272412422224e-08,2.8321720707746347e-08,2.8321720707746347e-08,2.5642984603535133e-08,2.5642984603535133e-08,2.3110516482262152e-10,1.5189576825338553e-09,7.831410043745829e-10,1.3992119547790408e-10,3.7420035968635515e-10,3.7420035968635515e-10
8.133079177329404e-10,0.11224539658638945,0.9,0.0,0.0,0.0,0.0,0.0999997813794458,5.5991195452523713e-08,5.413480159638138e-08,3.86867274721118e-08,3.86867274721118e-08,3.210600357153666e-08,3.350777711728566e-08,3.350686405444636e-08,3.350686405444636e-08,2.987690985927483e-08,2.987690985927483e-08,2.705108024427963e-08,2.705108024427963e-08,2.4374966268856456e-10,1.6126441934537594e-09,8.324333061023886e-10,1.4844095573203131e-10,4.2089928391456836e-10,4.2089928391456836e-10
8.556432518457924e-10,0.11224539786928188,0.9,0.0,0.0,0.0,0.0,0.09999976999954482,5.890571674149222e-08,5.694298870347176e-08,4.070049570672401e-08,4.070049570672401e-08,3.3743005685143714e-08,3.525196437686936e-08,3.5251003786177634e-08,3.5251003786177634e-08,3.143209883382392e-08,3.143209883382392e-08,2.84591757247767e-08,2.84591757247767e-08,2.5639414477100863e-10,1.7063338932494372e-09,8.816561657714403e-10,1.569470739141069e-10,4.703554520400894e-10,4.703554520400894e-10
8.979785859586444e-10,0.11224539915248317,0.9,0.0,0.0,0.0,0.0,0.09999975861964516,6.182023769875912e-08,5.975117358722423e-08,4.271426371215544e-08,4.271426371215544e-08,3.537734131015778e-08,3.699615143795487e-08,3.6995143319415486e-08,3.6995143319415486e-08,3.298728763139367e-08,3.298728763139367e-08,2.986727104502599e-08,2.986727104502599e-08,2.690386168409501e-10,1.8000254946939328e-09,9.308062162675618e-10,1.6543947703298029e-10,5.225644344965414e-10,5.225644344965414e-10
9.403139200714964e-10,0.11224540043599279,0.9,0.0,0.0,0.0,0.0,0.09999974723974678,6.47347583243229e-08,6.255935699431111e-08,4.472803148840534e-08,4.472803148840534e-08,3.7009017128654166e-08,3.8740338300541666e-08,3.8739282654159394e-08,3.8739282654159394e-08,3.4542476251984095e-08,3.4542476251984095e-08,3.1275366205027155e-08,3.1275366205027155e-08,2.8168308226100776e-10,1.8937182477507832e-09,9.798812513506357e-10,1.7391813698435914e-10,5.775217835524977e-10,5.775217835524977e-10
9.826492541843484e-10,0.11224540171981028,0.9,0.0,0.0,0.0,0.0,0.09999973585984968,6.764927861818206e-08,6.536753936253258e-08,4.6741799035472974e-08,4.6741799035472974e-08,3.863803902934206e-08,4.048452496462925e-08,4.04834217904088e-08,4.04834217904088e-08,3.6097664695595204e-08,3.6097664695595204e-08,3.268346120477984e-08,3.268346120477984e-08,2.9432754300280336e-10,1.987411712646683e-09,1.0288798396996559e-09,1.8238305008434327e-10,6.352230455031847e-10,6.352230455031847e-10
9.999999999999999e-10,0.11224540300393511,0.9,0.0,0.0,0.0,0.0,0.09999973119590433,6.884376775582414e-08,6.651844674486532e-08,4.7567123005864414e-08,4.7567123005864414e-08,3.9304913142949624e-08,4.1199363707962046e-08,4.1198241054897274e-08,4.1198241054897274e-08,3.673504426945165e-08,3.673504426945165e-08,3.3260555893577755e-08,3.3260555893577755e-08,2.995097574407729e-10,2.02581125351806e-09,1.0489391462740502e-09,1.8584834673877692e-10,6.596630719995785e-10,6.596630719995785e-10
1.0249845882972004e-09,0.11224540300393511,0.9,0.0,0.0,0.0,0.0,0.09999972447995391,7.056379858033513e-08,6.817572096713688e-08,4.875556635335761e-08,4.875556635335761e-08,4.026441238662428e-08,4.2228711430217124e-08,4.222756072816315e-08,4.222756072816315e-08,3.765285296222702e-08,3.765285296222702e-08,3.409155604428366e-08,3.409155604428366e-08,3.069720003059099e-10,2.0811056128923393e-09,1.0778010512313473e-09,1.9083422408261793e-10,6.956637682788646e-10,6.956637682788646e-10
1.0673199224100524e-09,0.1122454042883668,0.9,0.0,0.0,0.0,0.0,0.09999971310005941,7.347831821078054e-08,7.09839019869973e-08,5.07693334420585e-08,5.07693334420585e-08,4.18881422312371e-08,4.397289769730477e-08,4.397169946742189e-08,4.397169946742189e-08,3.920804105187956e-08,3.920804105187956e-08,3.5499650723538284e-08,3.5499650723538284e-08,3.196164549758784e-10,2.1747997688073776e-09,1.1266442889328907e-09,1.9927167277399552e-10,7.588395043607699e-10,7.588395043607699e-10
1.1096552565229044e-09,0.1122454055731048,0.9,0.0,0.0,0.0,0.0,0.0999997017201662,7.639283750951682e-08,7.379208253004082e-08,5.2783100301574906e-08,5.2783100301574906e-08,4.350923335009812e-08,4.5717083765891706e-08,4.5715838008184474e-08,4.5715838008184474e-08,4.076322896455286e-08,4.076322896455286e-08,3.690774524254335e-08,3.690774524254335e-08,3.3226090749875536e-10,2.268494071977258e-09,1.1754091899710591e-09,2.0769541438334025e-10,8.247458114391658e-10,8.247458114391658e-10
1.1519905906357563e-09,0.11224540685814867,0.9,0.0,0.0,0.0,0.0,0.09999969034027431,7.930735647654246e-08,7.66002626554911e-08,5.47968669319061e-08,5.47968669319061e-08,4.5127690356933e-08,4.746126963597741e-08,4.7459976350450355e-08,4.7459976350450355e-08,4.2318416700246924e-08,4.2318416700246924e-08,3.8315839601298514e-08,3.8315839601298514e-08,3.4490535814125285e-10,2.362188462910129e-09,1.224095555864204e-09,2.1610547005486723e-10,8.933782531253273e-10,8.933782531253273e-10
1.1943259247486083e-09,0.11224540814349791,0.9,0.0,0.0,0.0,0.0,0.0999996789603837,8.222187511185596e-08,7.940844239791915e-08,5.681063333305133e-08,5.681063333305133e-08,4.6743517749311e-08,4.920545530756141e-08,4.920411449421896e-08,4.920411449421896e-08,4.387360425896177e-08,4.387360425896177e-08,3.97239337998034e-08,3.97239337998034e-08,3.5754980705906035e-10,2.4558829068777757e-09,1.2727032963024673e-09,2.2450186198379145e-10,9.647323999641357e-10,9.647323999641357e-10
1.2789965929743123e-09,0.11224541071511046,0.9,0.0,0.0,0.0,0.0,0.09999965620060637,8.80509113873405e-08,8.502480080510894e-08,6.083816544778097e-08,6.083816544778097e-08,4.996730128969261e-08,5.2693826055222266e-08,5.269239018626221e-08,5.269239018626221e-08,4.698397884545391e-08,4.698397884545391e-08,4.2540121716060965e-08,4.2540121716060965e-08,3.828387000421558e-10,2.643271882189397e-09,1.3696828930016987e-09,2.412537449469183e-10,1.1155881275810348e-09,1.1155881275810348e-09
1.3636672612000162e-09,0.11224541328793844,0.9,0.0,0.0,0.0,0.0,0.09999963344083422,9.387994633595837e-08,9.064115789461895e-08,6.486569664575791e-08,6.486569664575791e-08,5.318061885594513e-08,5.6182196008870304e-08,5.61806650843098e-08,5.61806650843098e-08,5.0094352724029455e-08,5.0094352724029455e-08,4.535630899131316e-08,4.535630899131316e-08,4.081275870920777e-10,2.830660854247335e-09,1.4663482068140166e-09,2.579512389875854e-10,1.277277707123552e-09,1.277277707123552e-09
1.4483379294257202e-09,0.11224541586197796,0.9,0.0,0.0,0.0,0.0,0.09999961068106725,9.970897995769754e-08,9.625751370347092e-08,6.889322692697625e-08,6.889322692697625e-08,5.6383504724835333e-08,5.967056516850159e-08,5.966893918835734e-08,5.966893918835734e-08,5.320472589468857e-08,5.320472589468857e-08,4.8172495625557196e-08,4.8172495625557196e-08,4.334164683755526e-10,3.0180497858510937e-09,1.562699955235312e-09,2.745945225392285e-10,1.4497659658916932e-09,1.4497659658916932e-09
1.5330085976514242e-09,0.11224541843722508,0.9,0.0,0.0,0.0,0.0,0.09999958792130545,1.0553801225254599e-07,1.0187386821801908e-07,7.292075629143005e-08,7.292075629143005e-08,5.95759928415881e-08,6.31589335341122e-08,6.31572124984004e-08,6.31572124984004e-08,5.631509835743138e-08,5.631509835743138e-08,5.098868161879019e-08,5.098868161879019e-08,4.5870534383112716e-10,3.2054386906957927e-09,1.6587390722100421e-09,2.911837751306713e-10,1.6330178451833775e-09,1.6330178451833775e-09
1.6176792658771281e-09,0.11224542101367584,0.9,0.0,0.0,0.0,0.0,0.09999956516154883,1.1136704322049164e-07,1.0749022143685629e-07,7.694828473911345e-08,7.694828473911345e-08,6.27581170228374e-08,6.664730110569823e-08,6.664548501443459e-08,6.664548501443459e-08,5.942547011225809e-08,5.942547011225809e-08,5.3804866971009296e-08,5.3804866971009296e-08,4.839942134524641e-10,3.3928275701829052e-09,1.7544665076316977e-09,3.0771917372183844e-10,1.826998401507296e-09,1.826998401507296e-09
1.702349934102832e-09,0.11224542359132636,0.9,0.0,0.0,0.0,0.0,0.09999954240179741,1.1719607286152246e-07,1.13106573373442e-07,8.097581227002051e-08,8.097581227002051e-08,6.592991097655445e-08,7.013566788325583e-08,7.01337567364555e-08,7.01337567364555e-08,6.253584115916884e-08,6.253584115916884e-08,5.662105168221169e-08,5.662105168221169e-08,5.09283077300178e-10,3.5802164107803086e-09,1.8498832078118375e-09,3.242008928740125e-10,2.0316728060155187e-09,2.0316728060155187e-09
1.8716912705542402e-09,0.11224542875021111,0.9,0.0,0.0,0.0,0.0,0.0999994968823101,1.2885412816279143e-07,1.243392734082948e-07,8.903086458148199e-08,8.903086458148199e-08,7.224264229369316e-08,7.711239905627025e-08,7.711029779843982e-08,7.711029779843982e-08,6.875658112924309e-08,6.875658112924309e-08,6.225341918155495e-08,6.225341918155495e-08,5.598607877127274e-10,3.954993966783928e-09,2.039788364617793e-09,3.5700398993286374e-10,2.4729644080264175e-09,2.4729644080264175e-09
2.041032607005648e-09,0.11224543391384822,0.9,0.0,0.0,0.0,0.0,0.0999994513628435,1.4051217815625655e-07,1.355719683492157e-07,9.708591322576725e-08,9.708591322576725e-08,7.851445382424391e-08,8.40891270531248e-08,8.408683568431806e-08,8.408683568431806e-08,7.497731826765544e-08,7.497731826765544e-08,6.788578411679715e-08,6.788578411679715e-08,6.104384751887397e-10,4.3297713318520805e-09,2.228462500424954e-09,3.8959445194852983e-10,2.9566162765074015e-09,2.9566162765074015e-09
2.210373943457056e-09,0.11224543908220698,0.9,0.0,0.0,0.0,0.0,0.09999940584339762,1.5217022284182137e-07,1.4680465817889974e-07,1.0514095820282896e-07,1.0514095820282896e-07,8.474561074918328e-08,9.106585187378917e-08,9.106337039405503e-08,9.106337039405503e-08,8.119805257440721e-08,8.119805257440721e-08,7.351814648791559e-08,7.351814648791559e-08,6.610161396502823e-10,4.704548523271338e-09,2.4159136389305037e-09,4.2197365834140253e-10,3.4823538273339754e-09,3.4823538273339754e-09
2.379715279908464e-09,0.1122454442552567,0.9,0.0,0.0,0.0,0.0,0.09999936032397248,1.6382826221938969e-07,1.580373428849884e-07,1.1319599951261992e-07,1.1319599951261992e-07,9.093637655977387e-08,9.804257351823336e-08,9.803990192761542e-08,9.803990192761542e-08,8.741878404949963e-08,8.741878404949963e-08,7.915050629488749e-08,7.915050629488749e-08,7.115937810416996e-10,5.0793255533595435e-09,2.6021497228499513e-09,4.541429795670088e-10,4.049904256042514e-09,4.049904256042514e-09
2.549056616359872e-09,0.11224544943296696,0.9,0.0,0.0,0.0,0.0,0.09999931480456806,1.7548629628886497e-07,1.6927002247237273e-07,1.212510371550928e-07,1.212510371550928e-07,9.708701307684406e-08,1.0501929198642768e-07,1.0501643028496398e-07,1.0501643028496398e-07,9.363951269293404e-08,9.363951269293404e-08,8.478286353769006e-08,8.478286353769006e-08,7.621713993850177e-10,5.4541024171072125e-09,2.7871786068653835e-09,4.861037758729221e-10,4.658996526845304e-09,4.658996526845304e-09
2.8877392892626877e-09,0.11224545980224844,0.9,0.0,0.0,0.0,0.0,0.09999922376582138,1.988023485031513e-07,1.9173536630138133e-07,1.3736110143789529e-07,1.3736110143789529e-07,1.0926893699489384e-07,1.189727193939494e-07,1.1896947747088444e-07,1.1896947747088444e-07,1.060809614848339e-07,1.060809614848339e-07,9.604757033069624e-08,9.604757033069624e-08,8.633265669739818e-10,6.20365563479597e-09,3.153646009196285e-09,5.494051904298188e-10,6.000731199429431e-09,6.000731199429431e-09
3.2264219621655036e-09,0.112245470189812,0.9,0.0,0.0,0.0,0.0,0.09999913272715759,2.2211837948390953e-07,2.1420068968594894e-07,1.5347115105085827e-07,1.5347115105085827e-07,1.2129344320834686e-07,1.3292613409612283e-07,1.3292251195153434e-07,1.3292251195153434e-07,1.1852239895011712e-07,1.1852239895011712e-07,1.0731226686675203e-07,1.0731226686675203e-07,9.644816425073503e-10,6.953208155453179e-09,3.5153777944020875e-09,6.118886082348062e-10,7.50542448513905e-09,7.50542448513905e-09
3.5651046350683194e-09,0.11224548059542125,0.9,0.0,0.0,0.0,0.0,0.09999904168857672,2.454343892303687e-07,2.3666599261160263e-07,1.6958118599360363e-07,1.6958118599360363e-07,1.331625656973558e-07,1.468795360927213e-07,1.468755337266315e-07,1.468755337266315e-07,1.3096382508879397e-07,1.3096382508879397e-07,1.1857695314567533e-07,1.1857695314567533e-07,1.0656366259199452e-09,7.702759992846136e-09,3.8724351904798076e-09,6.735645995817768e-10,9.170970605303881e-09,9.170970605303881e-09
3.903787307971136e-09,0.11224549101884285,0.9,0.0,0.0,0.0,0.0,0.09999895065007874,2.6875037774175815e-07,2.59131275070493e-07,1.8569120626575312e-07,1.8569120626575312e-07,1.4487831218074942e-07,1.6083292538352285e-07,1.6082854279589378e-07,1.6082854279589378e-07,1.434052399008748e-07,1.434052399008748e-07,1.298416291672841e-07,1.298416291672841e-07,1.1667915171764175e-09,8.452311154088741e-09,4.224878613808239e-09,7.344435978679883e-10,1.0995290991097095e-08,1.0995290991097095e-08
4.2424699808739515e-09,0.1122455014598465,0.9,0.0,0.0,0.0,0.0,0.09999885961166367,2.920663450173067e-07,2.815965370671902e-07,2.0180121186692858e-07,2.0180121186692858e-07,1.5644266447522788e-07,1.7478630196830998e-07,1.7478153915903912e-07,1.7478153915903912e-07,1.5584664338636993e-07,1.5584664338636993e-07,1.4110629493139619e-07,1.4110629493139619e-07,1.2679463162973494e-09,9.201861633819125e-09,4.572767668704592e-09,7.94535900869492e-10,1.297633392350793e-08,1.297633392350793e-08
4.581152653776767e-09,0.11224551191820493,0.9,0.0,0.0,0.0,0.0,0.09999876857333151,3.1538229105624374e-07,3.040617786040868e-07,2.1791120279675187e-07,2.1791120279675187e-07,1.6785757879078453e-07,1.8873966584686996e-07,1.887345228157853e-07,1.887345228157853e-07,1.6828803554528966e-07,1.6828803554528966e-07,1.5237095043782954e-07,1.5237095043782954e-07,1.3691010232935161e-09,9.951411428863385e-09,4.916161194254188e-09,8.538516734691369e-10,1.5112074188362026e-08,1.5112074188362026e-08
4.919835326679583e-09,0.1122455223936937,0.9,0.0,0.0,0.0,0.0,0.09999867753508225,3.3869821585779833e-07,3.265269996789654e-07,2.3402117905484482e-07,2.3402117905484482e-07,1.7912498602077916e-07,2.0269301701899448e-07,2.0268749376585022e-07,2.0268749376585022e-07,1.807294163776443e-07,1.807294163776443e-07,1.6363559568640208e-07,1.6363559568640208e-07,1.4702556381549328e-09,1.070096054067803e-08,5.2551172809020895e-09,9.124009493664147e-10,1.740051276794667e-08,1.740051276794667e-08
5.258517999582399e-09,0.11224553288609139,0.9,0.0,0.0,0.0,0.0,0.0999985864969159,3.6201411942119964e-07,3.489922002895375e-07,2.501311406408292e-07,2.501311406408292e-07,1.9024679213303455e-07,2.1664635548447935e-07,2.166404520089518e-07,2.166404520089518e-07,1.9317078588344413e-07,1.9317078588344413e-07,1.7490023067693163e-07,1.7490023067693163e-07,1.5714101608712926e-09,1.1450508970790722e-08,5.589693270729802e-09,9.701936327377306e-10,1.983967644797721e-08,1.983967644797721e-08
