Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60)
6.786711503978911e-11,0.11224537404885697,0.9,0.0,0.0,0.0,0.0,0.09999998175698094,4.673353528949277e-09,4.600273329271799e-09,3.227473696806384e-09,3.228834343523325e-09,2.7692575633725244e-09,2.7964513435779813e-09,2.7954562720078803e-09,2.7954303655245293e-09,2.493104498383404e-09,2.4934112711025987e-09,2.256759850971401e-09,2.2577537381549138e-09,2.070809817354179e-11,4.685873793940031e-11,2.093091135243509e-11,4.331849113746375e-12,4.829153549148343e-12,7.96370168651835e-13,5.258776720028867e-12,3.2871706304371684e-12,4.078236475719523e-13,4.0915201485798353e-13,7.092428699191469e-13,1.4487377217439516e-16,3.684369435539708e-16,9.667016106092812e-17,7.192212693320368e-17,9.666231652632447e-17,1.3261456323952461e-20,2.1407206406414484e-18,3.691373173401228e-14,9.323667537471125e-17,1.9344114903699893e-17,1.817982389993792e-13,5.633752307056498e-21,2.5509140891410248e-17,8.805181738373743e-14,7.520578028691e-21,5.65765118344845e-23
7.534483096146494e-11,0.11224537427475825,0.9,0.0,0.0,0.0,0.0,0.09999997974693368,5.1884086037387425e-09,5.102355909417141e-09,3.5829876573649882e-09,3.5846640409386317e-09,3.0716758495717763e-09,3.1046138947947725e-09,3.1034017505660347e-09,3.103364877463546e-09,2.7677990167755103e-09,2.7681726345669716e-09,2.505347366273864e-09,2.506572319093859e-09,2.2968692796120756e-11,5.6292432165372664e-11,2.5265484747228596e-11,5.20580549684329e-12,6.0649880082624624e-12,1.0689148646517798e-12,6.479823537952925e-12,4.048750173576921e-12,5.026477042914779e-13,4.654581686161971e-13,9.070591264367692e-13,1.6084271682651293e-16,4.961296810476936e-16,1.0732503170200974e-16,7.984954704460985e-17,1.0731596321046689e-16,1.6345391194184612e-20,2.1450690443939166e-18,4.100637400662162e-14,1.297757468083119e-16,2.1476022610299315e-17,2.240717636042106e-13,6.943963133939132e-21,2.8320815140805957e-17,1.0852863200991638e-13,9.270238040819762e-21,6.968422818015981e-23
8.282254688314076e-11,0.11224537450069207,0.9,0.0,0.0,0.0,0.0,0.09999997773688642,5.703490850634021e-09,5.603737782072314e-09,3.93848283117328e-09,3.940507748659662e-09,3.3736611813742915e-09,3.412785316722987e-09,3.4113349296969954e-09,3.411285331475458e-09,3.0424935272080228e-09,3.0429405537823644e-09,2.75392174734954e-09,2.755401889541873e-09,2.5226132084473865e-11,6.632469651791988e-11,2.990705657576321e-11,6.135651991921426e-12,7.45669015852142e-12,1.3930869885708483e-12,7.827937371279797e-12,4.8891074722077344e-12,6.073756173713092e-13,5.219300518862691e-13,1.1303753072267624e-12,1.768125032257969e-16,6.524158997208791e-16,1.179803213937458e-16,8.777731693382837e-17,1.1796991609733568e-16,1.9751471523989957e-20,2.1499659190474534e-18,4.5107632972141913e-14,1.7514644350046567e-16,2.3608014257907114e-17,2.707610000881185e-13,8.391051308023073e-21,3.113261357273338e-17,1.3114460540703373e-13,1.1202748018602576e-20,8.41478002812905e-23
9.030026280481659e-11,0.11224537472665864,0.9,0.0,0.0,0.0,0.0,0.09999997572683919,6.218600268394185e-09,6.104469625408111e-09,4.293959219224169e-09,4.296365440831759e-09,3.6752359842929488e-09,3.7209656080851057e-09,3.719255784874686e-09,3.7191917281074227e-09,3.3171880296809415e-09,3.3177150300758367e-09,3.0024829948921786e-09,3.0042424488795937e-09,2.7480644251376817e-11,7.690476595272769e-11,3.4834860012947275e-11,7.116702029549856e-12,9.00725573475031e-12,1.771940103043043e-12,9.30305379507662e-12,5.808136765185889e-12,7.220076718983243e-13,5.785050043690455e-13,1.3792435454863988e-12,1.9278313133395763e-16,8.404371202018228e-16,1.2863602936203404e-16,9.570543658130081e-17,1.286241751430805e-16,2.347970656487286e-20,2.1554218064464894e-18,4.9218567128432674e-14,2.3040775749204773e-16,2.5740089691634934e-17,3.2186612146437016e-13,9.975022183181096e-21,3.394453618021673e-17,1.558998319890955e-13,1.3318116019898536e-20,9.996540791804203e-23
9.777797872649242e-11,0.11224537495265839,0.9,0.0,0.0,0.0,0.0,0.09999997371679195,6.7337368557782435e-09,6.60459799563033e-09,4.649416822510639e-09,4.6522370928769976e-09,3.976421208977082e-09,4.029154767603708e-09,4.027164292174645e-09,4.027084067906653e-09,3.591882524194267e-09,3.592496064792378e-09,3.251031109595546e-09,3.2530939964864263e-09,2.9732438947623146e-11,8.798600615584507e-11,4.002947532494714e-11,8.144642830814126e-12,1.0719430037670561e-11,2.208280476076156e-12,1.090511212535395e-11,6.805739622011743e-12,8.465441528410944e-13,6.351326844011841e-13,1.6537055213909123e-12,2.0875460111247891e-16,1.063333668488099e-15,1.3929215487085506e-16,1.0363390596724913e-16,1.3927874030355032e-16,2.753010556468755e-20,2.1614463673423737e-18,5.334025321302263e-14,2.966369749264295e-16,2.787224876422608e-17,3.7738730040646095e-13,1.1695881102832595e-20,3.675658295624605e-17,1.8279440614642452e-13,1.561635010079518e-20,1.1713535704569006e-22
9.999999999999999e-11,0.1122453751786915,0.9,0.0,0.0,0.0,0.0,0.09999997311950155,6.886816167971529e-09,6.753102416133467e-09,4.755038284202347e-09,4.757987897276424e-09,4.065846954599409e-09,4.120735626628435e-09,4.118657662390361e-09,4.118572308266041e-09,3.673508652472787e-09,3.6741491744136496e-09,3.324885248816434e-09,3.327042950094619e-09,3.0401070148661446e-11,9.136902428994086e-11,4.1621786481743395e-11,8.45854331573565e-12,1.125972710059344e-11,2.3494038628188845e-12,1.1405624109026421e-11,7.117309229077636e-12,8.854593500549557e-13,6.519651031474293e-13,1.7401990515064514e-12,2.1350072398197346e-16,1.1367522046593168e-15,1.4245872856560666e-16,1.0598993711765561e-16,1.424448289598272e-16,2.8795782099827404e-20,2.1633474949519606e-18,5.4567255430811515e-14,3.185921413561341e-16,2.850584106005031e-17,3.9473666674957924e-13,1.2233621140191277e-20,3.7592213349485593e-17,1.911985153377563e-13,1.6334520119503718e-20,1.22497845171291e-22
1.0525569464816825e-10,0.1122453751786915,0.9,0.0,0.0,0.0,0.0,0.09999997170674467,7.248900611545375e-09,7.104165393870607e-09,5.004855642025602e-09,5.00812268148616e-09,4.277236340312326e-09,4.337352794001459e-09,4.335060426816905e-09,4.33496235142028e-09,3.866577010747996e-09,3.8672836592949436e-09,3.499566092153319e-09,3.5019565317407547e-09,3.198170756318844e-11,9.952584651110708e-11,4.547282261955949e-11,9.215529803040732e-12,1.2595703657200607e-11,2.7046708430639033e-12,1.2634055371878156e-11,7.881824823535469e-12,9.809853452062969e-13,6.917844082758087e-13,1.9537845395176316e-12,2.247269125223535e-16,1.3242415927124654e-15,1.499486972218487e-16,1.115627250714632e-16,1.4993361153392432e-16,3.1902677772967827e-20,2.1680483665786206e-18,5.747378612468433e-14,3.7492960067348885e-16,3.0004491335985444e-17,4.373247093207609e-13,1.3553633402292844e-20,3.956875389375484e-17,2.1182842228280985e-13,1.809745831909191e-20,1.3565607774902542e-22
1.1273341056984408e-10,0.11224537540475826,0.9,0.0,0.0,0.0,0.0,0.09999996969669739,7.764091534454698e-09,7.603210888912295e-09,5.360275678762047e-09,5.364022184453307e-09,4.577699589712159e-09,4.645559686001127e-09,4.64294416388199e-09,4.642826579195485e-09,4.1412714893421295e-09,4.142077814961427e-09,3.748087943259182e-09,3.7508300540199625e-09,3.422862603168183e-11,1.1148515604867365e-10,5.11479883828705e-11,1.0325731047279998e-11,1.463835429392444e-11,3.26346723657341e-12,1.4489829699826344e-11,9.036307255343071e-12,1.125331533892265e-12,7.484459741630338e-13,2.2794916166817467e-12,2.407000655250632e-16,1.6262851595943588e-15,1.6060565575002388e-16,1.19491893874096e-16,1.6058878879005045e-16,3.6597432435285017e-20,2.175235819389048e-18,6.16202759687006e-14,4.66396402531314e-16,3.213681727386782e-17,5.016785203090746e-13,1.554828440725929e-20,4.2381048985709716e-17,2.430019747806874e-13,2.0761448730208275e-20,1.555261051692748e-22
1.202111264915199e-10,0.1122453756308589,0.9,0.0,0.0,0.0,0.0,0.09999996768665009,8.279309623265469e-09,8.1017701087364e-09,5.7156769337129115e-09,5.719935580684078e-09,4.877827885308654e-09,4.953775442325566e-09,4.950815478891268e-09,4.950676751779389e-09,4.415965959976666e-09,4.416878533184829e-09,3.996596663606749e-09,3.99971456270044e-09,3.6473354792349176e-11,1.23828251917394e-10,5.703923493224062e-11,1.1471928313295563e-11,1.6849449388260983e-11,3.88681837926193e-12,1.6472384443635495e-11,1.0269107922499624e-11,1.2795830038085064e-12,8.051138670946171e-13,2.6308287015279727e-12,2.566740600829356e-16,1.9725748496654653e-15,1.7126302982424393e-16,1.2742141235594604e-16,1.7124427202892004e-16,4.161437879682421e-20,2.1830160003413416e-18,6.578084814148889e-14,5.721634983160229e-16,3.426922645155603e-17,5.704489052213833e-13,1.7679839435321223e-20,4.519346822514243e-17,2.7631515802954697e-13,2.360832938921824e-20,1.7674407974761719e-22
1.2768884241319573e-10,0.11224537585699364,0.9,0.0,0.0,0.0,0.0,0.09999996567660278,8.794554876737018e-09,8.599875681605728e-09,6.071059407871123e-09,6.075862850079814e-09,5.177637006482488e-09,5.262000061697725e-09,5.2586743488886305e-09,5.258512869719084e-09,4.6906604226516054e-09,4.691685815371174e-09,4.245092253889579e-09,4.248610057157595e-09,3.871604077581435e-11,1.3652245736265392e-10,6.313187921540282e-11,1.2651077691405989e-11,1.9230878966758317e-11,4.576691778797047e-12,1.8581671727291785e-11,1.1580153165542001e-11,1.443740039848619e-12,8.617863867891134e-13,3.007796201281201e-12,2.7264889615656914e-16,2.366200808046073e-15,1.819208188420246e-16,1.3535128049638746e-16,1.8190006120518257e-16,4.695352610379116e-20,2.1913955612221937e-18,6.995664124824163e-14,6.9337027440465645e-16,3.640171874855872e-17,6.436360356638212e-13,1.9948303797127234e-20,4.800601160491667e-17,3.1176806641949126e-13,2.6638108353182063e-20,1.993087338028284e-22
1.3516655833487156e-10,0.11224537608316262,0.9,0.0,0.0,0.0,0.0,0.09999996366655542,9.309827293628699e-09,9.097557577975184e-09,6.426423102229637e-09,6.431803973444538e-09,5.477141691865337e-09,5.570233542840643e-09,5.56652075276265e-09,5.566334933561668e-09,4.9653548773669446e-09,4.966499662937893e-09,4.4935747148012105e-09,4.4975165367658775e-09,4.095681894435657e-11,1.4953775908787704e-10,6.94121952000389e-11,1.3860379015084644e-11,2.1784378284903736e-11,5.3348940263094225e-12,2.081764616670442e-11,1.2969374052809809e-11,1.6178029268412113e-12,9.184601749019298e-13,3.4103959279116424e-12,2.8862457370768206e-16,2.8102285837624253e-15,1.925790222286671e-16,1.4328149827566418e-16,1.9255615627500457e-16,5.261488359928134e-20,2.2003806081710877e-18,7.414880550233986e-14,8.311677851774915e-16,3.8534294049884165e-17,7.212400829927579e-13,2.2353682795182173e-20,5.0818679117986766e-17,3.4936079432956305e-13,2.9850793676988085e-20,2.232188809935051e-22
1.426442742565474e-10,0.11224537630936607,0.9,0.0,0.0,0.0,0.0,0.09999996165650807,9.825126872699866e-09,9.594843262361577e-09,6.7817680177814405e-09,6.787758932442412e-09,5.776355688652202e-09,5.8784758844774604e-09,5.874354670825214e-09,5.874142943854248e-09,5.2400493241226845e-09,5.241320077313181e-09,4.742044047035163e-09,4.746434000898864e-09,4.3195812975524944e-11,1.6284665506191894e-10,7.586736920624577e-11,1.5097262202588692e-11,2.4511534767847627e-11,6.1630798525133684e-12,2.318026473642462e-11,1.4436706110474305e-11,1.8017719495501355e-12,9.751323934004367e-13,3.8386292502382475e-12,3.0460109269774885e-16,3.3076973164102022e-15,2.0323763943506612e-16,1.5121206567379644e-16,2.03212557194229e-16,5.859846052449859e-20,2.209976727337317e-18,7.835850206738909e-14,9.86718095407611e-16,4.066695224567345e-17,8.032612183224756e-13,2.4895981724572884e-20,5.3631470757275083e-17,3.8909343612779145e-13,3.3246393414814705e-20,2.4847341170998896e-22
1.5012199017822322e-10,0.1122453765356041,0.9,0.0,0.0,0.0,0.0,0.09999995964646065,1.0340453612709937e-08,1.0091757827464303e-08,7.137094155519526e-09,7.143727709560777e-09,6.075291795379498e-09,6.186727085331409e-09,6.18217608446113e-09,6.1819369011439164e-09,5.5147437629188236e-09,5.516147059935442e-09,4.990500251284918e-09,4.99536244892932e-09,4.5433135866151403e-11,1.764240201130447e-10,8.248546122262968e-11,1.6359375207483358e-11,2.7413794256760845e-11,7.062760119926655e-12,2.5669486652677296e-11,1.5982089084055713e-11,1.995647392700924e-12,1.0318025045468985e-12,4.292495584027279e-12,3.205784530882282e-16,3.8616177780270126e-15,2.138966699367563e-16,1.5914298267076412e-16,2.1386926391867534e-16,6.490426611941503e-20,2.220189006637525e-18,8.258690249278112e-14,1.161193716669727e-15,4.2799693230999277e-17,8.896996125437467e-13,2.757520587346291e-20,5.644438651569318e-17,4.309660861774647e-13,3.6824915620486115e-20,2.7507128896249947e-22
1.6507742202157487e-10,0.11224537698818454,0.9,0.0,0.0,0.0,0.0,0.09999995562636571,1.1371188570584697e-08,1.1084563524447814e-08,7.847690101526556e-09,7.855706651833594e-09,6.672377242482286e-09,6.8032560595840756e-09,6.7977813301906205e-09,6.797482658902821e-09,6.064132616632292e-09,6.0658207357192465e-09,5.487373278605558e-09,5.493252294169926e-09,4.9903173172177786e-11,2.0429412513207352e-10,9.616659771747862e-11,1.8950845819871386e-11,3.3748788729157214e-11,9.082012209759654e-12,3.102758736281774e-11,1.9306785346164173e-11,2.4131186790398945e-12,1.145134680677085e-12,5.277124579544739e-12,3.525356979163004e-16,5.150696122653484e-15,2.3521596883972754e-16,1.7500586538103245e-16,2.3518359460657865e-16,7.8482600272005e-20,2.242480226450143e-18,9.110454659644164e-14,1.5716567221934632e-15,4.7065423172872497e-17,1.0758288601758325e-12,3.3344450949885746e-20,6.20705903615255e-17,5.211317884608589e-13,4.453075964855349e-20,3.3229325498779237e-22
1.7738052178535308e-10,0.11224537736060516,0.9,0.0,0.0,0.0,0.0,0.09999995231923077,1.2219205071677087e-08,1.1900365051190944e-08,8.432206207671467e-09,8.441458082797889e-09,7.162832947856178e-09,7.310470743497119e-09,7.3041719124832355e-09,7.303819805206986e-09,6.516087838665741e-09,6.518030000270902e-09,5.896086969265766e-09,5.902874766575917e-09,5.357626127246754e-11,2.2784445089971482e-10,1.0782011315853316e-10,2.1141278281466093e-11,3.949580477051395e-11,1.0968481700129972e-11,3.581477432886354e-11,2.227545114862839e-11,2.786261758474034e-12,1.238363620667113e-12,6.1639879965531646e-12,3.7882787764008397e-16,6.405889540456817e-15,2.5275554493228837e-16,1.8805652864270962e-16,2.5271876502491584e-16,9.061921203570484e-20,2.2627025564216e-18,9.817796002316872e-14,1.9763636428682002e-15,5.057487727228762e-17,1.2421962544050142e-12,3.850118415144838e-20,6.669936427938093e-17,6.017249818955876e-13,5.141859881392251e-20,3.83387508147876e-22
1.896836215491313e-10,0.112245377733121,0.9,0.0,0.0,0.0,0.0,0.09999994901209569,1.3067295082325637e-08,1.2715408648329273e-08,9.016671494420932e-09,9.027246724415688e-09,7.652668593723575e-09,7.817709393419751e-09,7.810528450866474e-09,7.81011891665636e-09,6.968043039152386e-09,6.970257063568009e-09,6.304765130953563e-09,6.312526964679082e-09,5.724593648501315e-11,2.5187456827821055e-10,1.1979105938330844e-10,2.3376791956460034e-11,4.573093251425304e-11,1.3063294698473028e-11,4.094423214714457e-11,2.5454766988848774e-11,3.1862252769062393e-12,1.331589283538885e-12,7.120225248649238e-12,4.051223345655376e-16,7.850532069817768e-15,2.702962339754295e-16,2.011081380222906e-16,2.7025476270820744e-16,1.036282188049169e-19,2.2846424773397196e-18,1.0531703617771678e-13,2.4473470998050484e-15,5.408455431464529e-17,1.4205233903661673e-12,4.402864268241761e-20,7.132847410055972e-17,6.88112402957631e-13,5.880171368192676e-20,4.381072928414436e-22
2.019867213129095e-10,0.11224537810573243,0.9,0.0,0.0,0.0,0.0,0.09999994570496044,1.391545859700634e-08,1.3529760384978917e-08,9.601085966197825e-09,9.613072515626758e-09,8.141921694260066e-09,8.324972003667895e-09,8.31685088984479e-09,8.31637999568725e-09,7.41999821809222e-09,7.422501932210901e-09,6.713407766756588e-09,6.722208885668606e-09,6.091249633062976e-11,2.7631836062166306e-10,1.3204428499252167e-10,2.5651142584435285e-11,5.245790625915013e-11,1.537039299014309e-11,4.641582344323002e-11,2.8844545805617407e-11,3.6130105014435324e-12,1.424809190190826e-12,8.145833771244426e-12,4.314190685210921e-16,9.497066137334187e-15,2.8783803414053813e-16,2.1416069343009774e-16,2.8779158745983584e-16,1.1750966169990274e-19,2.3083131301268354e-18,1.1252719035486926e-13,2.9900283446550975e-15,5.759445393410496e-17,1.6108110241130207e-12,4.9926849938334974e-20,7.595791979330083e-17,7.802944718007887e-13,6.668014011214241e-20,4.964493897930223e-22
2.1428982107668772e-10,0.11224537847843978,0.9,0.0,0.0,0.0,0.0,0.09999994239782502,1.4763695610195466e-08,1.4343477503920227e-08,1.0185449627425146e-08,1.0198935398898248e-08,8.630625713657928e-09,8.832258568558167e-09,8.823139179183166e-09,8.822603044735911e-09,7.871953375485233e-09,7.874764612836442e-09,7.122014879762247e-09,7.131920526729991e-09,6.457619858358392e-11,3.0111855636758367e-10,1.4454840274502734e-10,2.795890986026967e-11,5.967993441604429e-11,1.7893176704228648e-11,5.22294196519058e-11,3.244461625086718e-11,4.066618698850124e-12,1.518021100609009e-12,9.240810789643012e-12,4.577180793351793e-16,1.135763106959502e-14,3.0538094370462834e-16,2.272141947763308e-16,3.053292390831945e-16,1.3226358182977099e-19,2.3337258050961074e-18,1.1981387518369017e-13,3.609866433481125e-15,6.110457578596044e-17,1.8130599104756397e-12,5.619582927680709e-20,8.058770132580104e-17,8.782716085290584e-13,7.505391395990901e-20,5.58410850167864e-22
2.2659292084046593e-10,0.11224537885124342,0.9,0.0,0.0,0.0,0.0,0.0999999390906894,1.5612006116369664e-08,1.5156609470808542e-08,1.0769762482525979e-08,1.0784835319882875e-08,9.118810461316966e-09,9.339569082407863e-09,9.329393272907216e-09,9.328788066238511e-09,8.323908511331416e-09,8.327045112113437e-09,7.530586473057667e-09,7.541661885045424e-09,6.823726599636333e-11,3.2622567759404573e-10,1.5727542735595484e-10,3.0295401148432516e-11,6.73997592162668e-11,2.0634567951983885e-11,5.838490004860066e-11,3.625482082442207e-11,4.5470511356039776e-12,1.6112254625917841e-12,1.0405151242386762e-11,4.840193668361959e-16,1.34440558919727e-14,3.2292496104008024e-16,2.4026864197104545e-16,3.2286771738162903e-16,1.4789002029435276e-19,2.3608901520799123e-18,1.2718257592255505e-13,4.312353525623761e-15,6.461491954459028e-17,2.0272708031468165e-12,6.283560402019754e-20,8.521781866621543e-17,9.820442332100139e-13,8.392307107758205e-20,6.239889634688115e-22
2.3889602060424414e-10,0.11224537922414353,0.9,0.0,0.0,0.0,0.0,0.09999993578355354,1.6460390110005947e-08,1.596919903701024e-08,1.1354024535923491e-08,1.1370772227068647e-08,9.606502496911807e-09,9.846903539534964e-09,9.835613128923643e-09,9.834935062631116e-09,8.775863625630765e-09,8.7793434367378e-09,7.939122549729702e-09,7.951432957794064e-09,7.189589108584482e-11,3.5159697492232823e-10,1.70200403893693e-10,3.265655387481455e-11,7.561972076456705e-11,2.3597075320947725e-11,6.488215076387318e-11,4.027501398469523e-11,5.054309077886831e-12,1.7044237181174817e-12,1.1638849218602823e-11,5.103229308526015e-16,1.5767853423403714e-14,3.4047008460421465e-16,2.5332403492424214e-16,3.404070221585904e-16,1.643890181837818e-19,2.389814405796149e-18,1.3463880560090688e-13,5.103010028161967e-15,6.812548490136291e-17,2.2534444547396244e-12,6.984619745737462e-20,8.984827178266946e-17,1.0916127658723867e-12,9.328764731402524e-20,6.931812250196524e-22
2.5521419017083125e-10,0.11224537971888746,0.9,0.0,0.0,0.0,0.0,0.09999993139714612,1.7585754357250036e-08,1.7046199774534438e-08,1.2128879919931056e-08,1.2147984392561665e-08,1.0252630936287513e-08,1.0519841595932614e-08,1.0506983022867278e-08,1.050620254590414e-08,9.375312538851674e-09,9.379275110820784e-09,8.4809280321072e-09,8.494977098940205e-09,7.674500786749307e-11,3.8559323030663795e-10,1.8761108141577955e-10,3.5820361865878914e-11,8.729719685622545e-11,2.787114958411882e-11,7.402684386041514e-11,4.59309160776763e-11,5.768496476138894e-12,1.8280282415267035e-12,1.3382153856132807e-11,5.452140747649616e-16,1.9235326849384363e-14,3.6374269665312964e-16,2.7064146463456105e-16,3.636714870544545e-16,1.8761863022810812e-19,2.4309049535906256e-18,1.4467285846639075e-13,6.297206876520738e-15,7.278205128190867e-17,2.571886090756154e-12,7.971679920688353e-20,9.599037362858032e-17,1.245881044958792e-12,1.0647269655590333e-19,7.905259609456287e-22
2.7153235973741835e-10,0.11224538021380191,0.9,0.0,0.0,0.0,0.0,0.09999992701073825,1.871124786061319e-08,1.8122383730625045e-08,1.2903645951977621e-08,1.2925261429741023e-08,1.0897982312349481e-08,1.1192821749956848e-08,1.117829253726501e-08,1.1177403145592e-08,9.974761414167468e-09,9.979238170702708e-09,9.022671046476776e-09,9.038573501982979e-09,8.159044689451607e-11,4.1991690385797764e-10,2.0528561334892775e-10,3.901446677052462e-11,9.986184233366023e-11,3.254215710801675e-11,8.377235039918012e-11,5.1955700167604085e-11,6.5298803287855366e-12,1.9516217693480703e-12,1.5247452843030267e-11,5.801092228080494e-16,2.3165282671920327e-14,3.870172489564414e-16,2.879605577487851e-16,3.869374050822607e-16,2.1238341187434636e-19,2.475117318945911e-18,1.5488360526179253e-13,7.669257882232939e-15,7.743900633293673e-17,2.9113756164019886e-12,9.023983815837217e-20,1.0213306603910161e-16,1.4103471706332757e-12,1.2052943094253663e-19,8.942195869247133e-22
2.8785052930400545e-10,0.11224538070888722,0.9,0.0,0.0,0.0,0.0,0.09999992262432991,1.9836870607211525e-08,1.919781123276464e-08,1.3678322642384558e-08,1.3702603236243768e-08,1.1542598210632916e-08,1.186584398835538e-08,1.1849541598257668e-08,1.1848536867378065e-08,1.0574210251578114e-08,1.0579232632159384e-08,9.564351600038796e-09,9.582222160320069e-09,8.643247983205747e-11,4.5450775635828107e-10,2.2318485605180176e-10,4.223311207419919e-11,1.1331675566551797e-10,3.7613513121233845e-11,9.411844613784398e-11,5.834909693189673e-11,7.338463587777716e-12,2.0752033291603354e-12,1.7234736026234335e-11,6.150083745817084e-16,2.758197079198241e-14,4.1029373844856454e-16,3.0528131405627654e-16,4.102047757835983e-16,2.386834589189504e-19,2.5224624050612238e-18,1.6528406601140924e-13,9.232204204701178e-15,8.209634944114687e-17,3.2719147798828616e-12,1.014153684078655e-19,1.0827634893963025e-16,1.5850121226272734e-12,1.3545793409254228e-19,1.0042574682117022e-21
3.0416869887059256e-10,0.11224538120414371,0.9,0.0,0.0,0.0,0.0,0.09999991823792104,2.0962622584162214e-08,2.0272532046620537e-08,1.4452910001473548e-08,1.4480009714850009e-08,1.218651435470498e-08,1.2538908297878053e-08,1.2520730138099344e-08,1.2519603716945463e-08,1.117365905108358e-08,1.1179258511004558e-08,1.0105969699992802e-08,1.0125923067342717e-08,9.127133078351052e-11,4.893161327803094e-10,2.4127517487790373e-10,4.547154448500816e-11,1.2766439832853256e-10,4.30879774625327e-11,1.0506491831133073e-10,6.511085589438454e-11,8.194249204132e-12,2.198773570293216e-12,1.9343991864032017e-11,6.499115296856885e-16,3.250866019761397e-14,4.335721622178506e-16,3.226037333460874e-16,4.3347359869995014e-16,2.665188671280517e-19,2.57294887358857e-18,1.758872999944202e-13,1.0999127759458565e-14,8.675408002404925e-17,3.653505326700699e-12,1.1324344396759709e-19,1.1442022225547918e-16,1.7698768805471747e-12,1.5125828961412866e-19,1.1206352944285176e-21
3.2048686843717966e-10,0.11224538169957145,0.9,0.0,0.0,0.0,0.0,0.09999991385151162,2.2088503778583573e-08,2.1346587181903373e-08,1.5227408039566576e-08,1.525748077277297e-08,1.2829761425205197e-08,1.3212014665276828e-08,1.3191858094309925e-08,1.3190603699977027e-08,1.1773107812683837e-08,1.1779315823081758e-08,1.0647525353537486e-08,1.0669676216436234e-08,9.610718442271631e-11,5.243011525869254e-10,2.5952768375833413e-10,4.8725844695443706e-11,1.4290670422427951e-10,4.896776590580542e-11,1.1661156384269974e-10,7.224074221510351e-11,9.097240127947485e-12,2.3223332210993677e-12,2.1575208735851305e-11,6.848186877200095e-16,3.796765504053144e-14,4.568525174855545e-16,3.3992781540727403e-16,4.567438733732085e-16,2.9588973223771093e-19,2.6265835295482804e-18,1.8670639745483262e-13,1.2983142932698088e-14,9.141219752572381e-17,4.056148999788115e-12,1.2572411877006395e-19,1.2056468591191492e-16,1.9649424238781986e-12,1.6793058110454277e-19,1.2433490243120352e-21
3.3680503800376676e-10,0.11224538219517069,0.9,0.0,0.0,0.0,0.0,0.0999999094651016,2.3214514177595006e-08,2.2420010488596048e-08,1.6001816766985952e-08,1.6035016321020408e-08,1.3472365796431601e-08,1.3885163077305771e-08,1.3862925408895081e-08,1.3861536822155331e-08,1.237255653637885e-08,1.2379404584257052e-08,1.1189018567870728e-08,1.121348160098044e-08,1.0094019318190352e-10,5.594291101062555e-10,2.779175605460136e-10,5.199277764151393e-11,1.5904517626328972e-10,5.5254648609009565e-11,1.2875818775059074e-10,7.973853385278826e-11,1.0047439308400195e-11,2.4458819295687693e-12,2.392837592670279e-11,7.197298482843739e-16,4.398031372618777e-14,4.801348015863434e-16,3.5725356002842975e-16,4.800155993448353e-16,3.267961499542248e-19,2.683371661416974e-18,1.9775447226501432e-13,1.5197389248358433e-14,9.607070141297316e-17,4.479847539620028e-12,1.388574466716742e-19,1.267097398341113e-16,2.1702097319829115e-12,1.8547489215139542e-19,1.372394836878417e-21
3.5312320757035387e-10,0.11224538269094152,0.9,0.0,0.0,0.0,0.0,0.09999990507869097,2.4340653768317012e-08,2.3492829960465918e-08,1.6776136194054313e-08,1.681261627384955e-08,1.4114350164739485e-08,1.455835352072108e-08,1.4533932027432915e-08,1.4532403089162682e-08,1.2972005222168581e-08,1.2979524810413192e-08,1.1730449350189555e-08,1.1757339214350061e-08,1.0577048312185982e-10,5.946721682459661e-10,2.9642346134574795e-10,5.526966965183909e-11,1.7608096395605628e-10,6.195003078123354e-11,1.4150460182512364e-10,8.760401924771907e-11,1.104484969373136e-11,2.5694191385547357e-12,2.640348288542366e-11,7.546450109789962e-16,5.056707204423017e-14,5.03419011952494e-16,3.745809669983776e-16,5.03288776157048e-16,3.5923821595305366e-19,2.743317313880965e-18,2.0904465594183675e-13,1.7655025386837127e-14,1.007295911720865e-16,4.924602684306015e-12,1.526434814553454e-19,1.328553839472262e-16,2.385679784098314e-12,2.0389130633037152e-19,1.5077690915407606e-21
