Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60)
7.763597427492694e-08,0.11224894260679975,0.9,0.0,0.0,0.0,0.0,0.09997898563087104,6.6005970484017e-06,2.15227422589697e-06,2.8592266096081624e-06,3.8427817796344395e-06,8.3853160644139e-07,3.4808455509963768e-06,2.2837554514091782e-06,2.5363032606368656e-06,2.851531187894324e-06,3.3711848728799272e-06,1.9874618879049454e-06,3.0273103675155773e-06,9.690449599286733e-09,7.178656212145406e-08,2.5114144201102882e-08,4.3419859477000265e-09,5.233873877027492e-06,1.9318956902065984e-06,5.048705436888198e-06,2.327396978377267e-06,5.698281415170592e-07,4.20379785068521e-10,1.1221175974426893e-06,2.0459773801268316e-13,5.766176677924525e-09,1.1503944526901727e-13,9.642753682996047e-14,1.2030903224359751e-13,1.8530480391649206e-14,1.8414964911977003e-14,1.2280832980144029e-07,1.4187876346668774e-07,2.302353060043824e-14,2.480561224237915e-07,7.687336956395783e-15,3.420889994654279e-14,1.296102476411789e-07,1.1076082038176471e-14,4.005949107458587e-17
7.951582740899778e-08,0.11224904888315225,0.9,0.0,0.0,0.0,0.0,0.09997847121509726,6.786796619137126e-06,2.1671646451569346e-06,2.911984791782172e-06,3.932928707158005e-06,8.405014192110042e-07,3.5681262767987684e-06,2.31705040609522e-06,2.583553607955516e-06,2.9205670619283603e-06,3.467981879499216e-06,2.023346618674683e-06,3.1078597945430963e-06,9.757492599361297e-09,7.228455738086088e-08,2.5173454806095e-08,4.352231034349822e-09,5.4205854935627315e-06,1.994415806321237e-06,5.266849078320467e-06,2.4126476311720757e-06,5.983034869582387e-07,4.265105432659525e-10,1.1702665249669363e-06,2.1036805786927451e-13,5.972958117180846e-09,1.1773741205146182e-13,9.899263826094029e-14,1.2332497932735682e-13,1.9456363688987844e-14,1.9071703272002008e-14,1.301325195577206e-07,1.5088372676627397e-07,2.3563634306082867e-14,2.6017952634452845e-07,8.062995970455404e-15,3.5119116383539636e-14,1.3623934788183618e-07,1.1642513255265052e-14,4.152685197165744e-17
8.139568054306861e-08,0.11224915580604382,0.9,0.0,0.0,0.0,0.0,0.09997795648431192,6.97403776969977e-06,2.181316601302548e-06,2.9641445907934076e-06,4.02282332278312e-06,8.423066619734961e-07,3.6553981510844402e-06,2.349497372546407e-06,2.6302346810169438e-06,2.9896025377645492e-06,3.5655498701418702e-06,2.0587577471642005e-06,3.1885871256302434e-06,9.821210724481246e-09,7.275785551959983e-08,2.5227810301405764e-08,4.361620433140743e-09,5.608381480070722e-06,2.057076980639857e-06,5.488583105996986e-06,2.498471296362208e-06,6.274839681696574e-07,4.3248517980931766e-10,1.2191036151416446e-06,2.1617059079098056e-13,6.180951914495123e-09,1.2042779163701957e-13,1.0156337415765256e-13,1.263405826000141e-13,2.0405165854918238e-14,1.9732248263914395e-14,1.376743022382595e-07,1.602052274780487e-07,2.410222631814188e-14,2.7258363490077446e-07,8.447349352582007e-15,3.6031343154895865e-14,1.4304270178301525e-07,1.2223828456956506e-14,4.300407584865809e-17
8.327553367713944e-08,0.11224926336410808,0.9,0.0,0.0,0.0,0.0,0.09997744143680534,7.162307936537528e-06,2.19476668981026e-06,3.0157167637828483e-06,4.112463999035383e-06,8.439610543054173e-07,3.7426534012786357e-06,2.381113360370778e-06,2.6763527951657846e-06,3.0586376262216793e-06,3.663890207003843e-06,2.093701520673107e-06,3.2694829866129347e-06,9.88176874304361e-09,7.320768043465115e-08,2.52776237756716e-08,4.370225486051931e-09,5.7972023152563615e-06,2.119867425627748e-06,5.713862628445494e-06,2.5848395513708855e-06,6.573694820977525e-07,4.3830682628791854e-10,1.26861129287935e-06,2.2200494662711276e-13,6.390091440534599e-09,1.2311053538240122e-13,1.041394457709282e-13,1.2935557335760993e-13,2.1376883095043955e-14,2.039639040905415e-14,1.4543256266680938e-07,1.6984504748901378e-07,2.46392968858281e-14,2.852676643819664e-07,8.840372647044377e-15,3.6945474331639476e-14,1.5002068338370575e-07,1.2820059319911521e-14,4.449067346099659e-17
8.515538681121028e-08,0.11224937154640086,0.9,0.0,0.0,0.0,0.0,0.09997692607096295,7.3515946956121185e-06,2.207549692726025e-06,3.0667119107046226e-06,4.2018493146600565e-06,8.454771720625295e-07,3.829884458594595e-06,2.411915315578816e-06,2.7219142086418587e-06,3.1276723385762644e-06,3.7630041292984913e-06,2.1281841040885486e-06,3.350538205389006e-06,9.939323258610555e-09,7.363519537473262e-08,2.532327388074752e-08,4.378111587689352e-09,5.9869913184822265e-06,2.1827763363830505e-06,5.942643897616571e-06,2.671725382006843e-06,6.879598637177194e-07,4.4397860260676537e-10,1.3187723385223252e-06,2.278707395605192e-13,6.6003132510389704e-09,1.257856008198616e-13,1.0672056079520075e-13,1.3236968994681322e-13,2.237150959887771e-14,2.1063930227093566e-14,1.5340610237225308e-07,1.798048704847661e-07,2.5174837493893155e-14,2.9823082667317157e-07,9.242041261859339e-15,3.786140626811834e-14,1.5717364669511326e-07,1.3431235807910796e-14,4.598617980714719e-17
8.703523994528111e-08,0.11224948034237896,0.9,0.0,0.0,0.0,0.0,0.09997641038526071,7.541885761133874e-06,2.219698668524855e-06,3.117140475339439e-06,4.2909780372122986e-06,8.468665427181125e-07,3.917083954321294e-06,2.4419200994559486e-06,2.766925122758379e-06,3.1967066865584515e-06,3.862892758975327e-06,2.162211580972426e-06,3.4317438106862775e-06,9.99402311449505e-09,7.404150594555626e-08,2.536510770228943e-08,4.3853386810463975e-09,6.177694492038026e-06,2.245793808726398e-06,6.17488426394831e-06,2.7591031126757924e-06,7.192548876649424e-07,4.4950361309466956e-10,1.3695698862901111e-06,2.337675880682433e-13,6.811556909666729e-09,1.2845295113576274e-13,1.0930643332908221e-13,1.3538267763639612e-13,2.3389037592965735e-14,2.1734677680827158e-14,1.6159364532824847e-07,1.9008628661674192e-07,2.5708840758319063e-14,3.1147232986466124e-07,9.652330487693592e-15,3.8779037588078674e-14,1.6450192613578824e-07,1.4057386209094734e-14,4.749015292747604e-17
8.891509307935194e-08,0.11224958974187979,0.9,0.0,0.0,0.0,0.0,0.09997589437826086,7.733168984300574e-06,2.2312450375184825e-06,3.1670127463681313e-06,4.379849107098603e-06,8.481397327580243e-07,4.004244716154847e-06,2.4711444692379593e-06,2.8113916820904284e-06,3.26574068234754e-06,3.963557106125945e-06,2.195789954634259e-06,3.5130910306168587e-06,1.0046009778301695e-08,7.442766296619738e-08,2.5403443391169223e-08,4.391961711960189e-09,6.3692603735155494e-06,2.3089107641150547e-06,6.410542133853262e-06,2.846948340049426e-06,7.512542698366138e-07,4.548849429445066e-10,1.4209874223037536e-06,2.3969511488229933e-13,7.023764822207781e-09,1.3111255469259583e-13,1.1189678382913586e-13,1.3839428849022342e-13,2.4429457393035475e-14,2.2408451656534342e-14,1.699938433613396e-07,2.0069079691157247e-07,2.6241300330704864e-14,3.24991378809579e-07,1.0071215515155091e-14,3.9698269168329475e-14,1.720058369638567e-07,1.4698537172951785e-14,4.900217276242055e-17
9.079494621342278e-08,0.11224969973510229,0.9,0.0,0.0,0.0,0.0,0.09997537804860786,7.92543235204057e-06,2.242218663031938e-06,3.216338858500254e-06,4.468461622948391e-06,8.493064277950867e-07,4.091359764574016e-06,2.499605060476298e-06,2.8553199746732945e-06,3.3347743385671632e-06,4.064998074097518e-06,2.228925149189898e-06,3.5945712910368726e-06,1.0095417707419323e-08,7.479466518396041e-08,2.543857257567343e-08,4.3980310457078995e-09,6.561639897569239e-06,2.3721188808122694e-06,6.649576929468808e-06,2.9352378700204192e-06,7.839576689638904e-07,4.6012565496467073e-10,1.473008782223345e-06,2.4565294695061847e-13,7.236882081349446e-09,1.3376438459102375e-13,1.1449133905743815e-13,1.4140428124178984e-13,2.5492757455186392e-14,2.3085079477494523e-14,1.7860528124825164e-07,2.1161981743902603e-07,2.6772210810622134e-14,3.387871756340488e-07,1.0498671450604828e-14,4.0619004120207e-14,1.7968567570591284e-07,1.5354713747023098e-14,5.0521840067251854e-17
9.267479934749361e-08,0.11224981031258914,0.9,0.0,0.0,0.0,0.0,0.09997486139502475,8.118663985760443e-06,2.2526479285578115e-06,3.265128793653077e-06,4.556814828205666e-06,8.50375506005408e-07,4.178422309260148e-06,2.5273183709872117e-06,2.8987160322102645e-06,3.4038076682801542e-06,4.1672164643326155e-06,2.261623010606274e-06,3.6761762137294585e-06,1.0142374696402114e-08,7.514346185471984e-08,2.547076257262931e-08,4.403592848876586e-09,6.75478626640217e-06,2.4354105307941293e-06,6.891949050524848e-06,3.0239496577813523e-06,8.173646881549485e-07,4.6522878662218464e-10,1.525618148532976e-06,2.516407153981155e-13,7.450856321255151e-09,1.3640841826828527e-13,1.170898320235233e-13,1.444124211702782e-13,2.6578924426135886e-14,2.3764396448093345e-14,1.874264815215237e-07,2.228746832537403e-07,2.7301567665280493e-14,3.528589202036688e-07,1.0934673330622792e-14,4.1541147769041583e-14,1.8754172058217473e-07,1.602593941328675e-14,5.2048775380765386e-17
9.455465248156445e-08,0.11224992146521004,0.9,0.0,0.0,0.0,0.0,0.09997434441630935,8.312852140097327e-06,2.2625598110868117e-06,3.3133923821766e-06,4.644908098839526e-06,8.513551054405202e-07,4.265425745561797e-06,2.5543007462844195e-06,2.941585830289475e-06,3.472840684983115e-06,4.270212980952756e-06,2.29388930773235e-06,3.75789761442779e-06,1.018700220713378e-08,7.547495519538378e-08,2.5500258414134673e-08,4.408689439387928e-09,6.948654828365765e-06,2.4987787219180265e-06,7.137619838193007e-06,3.113062750873259e-06,8.514748764092941e-07,4.701973473591923e-10,1.5788000475050805e-06,2.5765805548787916e-13,7.665637581268058e-09,1.3904463713005719e-13,1.196920019212416e-13,1.4741847997816227e-13,2.7687943192521533e-14,2.4446245426461932e-14,1.9645590900135124e-07,2.344566521249029e-07,2.7829367155897135e-14,3.672058105500208e-07,1.1379196135233946e-14,4.246460763181891e-14,1.955742319275408e-07,1.6712236124186668e-14,5.3582618044891505e-17
9.643450561563528e-08,0.11225003318414602,0.9,0.0,0.0,0.0,0.0,0.09997382711133108,8.507985201676169e-06,2.2719799508041874e-06,3.3611393041204715e-06,4.732740932080163e-06,8.522526857264236e-07,4.352363651004308e-06,2.5805683664003714e-06,2.9839352886094678e-06,3.5418734026007287e-06,4.373988235101968e-06,2.325729733316486e-06,3.839727500693835e-06,1.0229415682631851e-08,7.579000271481776e-08,2.552728470528086e-08,4.413359607334647e-09,7.143202964104421e-06,2.562217044913654e-06,7.38655154079057e-06,3.2025572350566e-06,8.8628773010369e-07,4.750343161651524e-10,1.6325393458742673e-06,2.63704606582565e-13,7.881178178096923e-09,1.416730262132953e-13,1.222975940610057e-13,1.5042223567039521e-13,2.881979692928146e-14,2.513047642384433e-14,2.056919750703811e-07,2.4636690806711996e-07,2.835560627020963e-14,3.8182704326054336e-07,1.1832214799990834e-14,4.338929339320951e-14,2.0378345260821867e-07,1.7413624338285407e-14,5.512302527287621e-17
9.831435874970611e-08,0.11225014546087451,0.9,0.0,0.0,0.0,0.0,0.0999733094790275,8.704051687872083e-06,2.280932717332452e-06,3.408379090538967e-06,4.820312936094516e-06,8.530750846192617e-07,4.439229781844488e-06,2.6061372340062847e-06,3.0257702712130497e-06,3.6109058354798244e-06,4.478542749065477e-06,2.3571499050103697e-06,3.921658069667596e-06,1.0269724845300733e-08,7.608941942926159e-08,2.555204732701234e-08,4.417638909070632e-09,7.338389979717714e-06,2.625719624792942e-06,7.638707281221343e-06,3.2924141828645056e-06,9.218026944500646e-07,4.797426393881442e-10,1.6868212472488254e-06,2.6978001210592936e-13,8.097432585891073e-09,1.442935738770145e-13,1.249063597979233e-13,1.5342347243513938e-13,2.9974467147127665e-14,2.581694622852675e-14,2.151330417071002e-07,2.586065646848162e-07,2.888028266061888e-14,3.9672181383484555e-07,1.2293704227023338e-14,4.4315116880133655e-14,2.1216960843363008e-07,1.81301230555132e-14,5.666967126387314e-17
9.999999999999998e-08,0.11225025828715528,0.9,0.0,0.0,0.0,0.0,0.09997284504532208,8.88064653157195e-06,2.2885821564567833e-06,3.4503148833422323e-06,4.8986156367726384e-06,8.537537453077509e-07,4.517055554834592e-06,2.6284833163223625e-06,3.062850463732171e-06,3.6728061413902602e-06,4.5729585181324384e-06,2.3849711703009185e-06,3.995203566415397e-06,1.030416587371113e-08,7.634524764090427e-08,2.5572482004731404e-08,4.421170545542383e-09,7.513923114442869e-06,2.6827118199875853e-06,7.867524256925118e-06,3.373281243471643e-06,9.542450847341075e-07,4.838575305008301e-10,1.7359446922708366e-06,2.752520010595848e-13,8.291916520341838e-09,1.466367116101486e-13,1.2724810738361398e-13,1.561123302719641e-13,3.102923170691498e-14,2.6434286649457842e-14,2.2377167487152825e-07,2.698626870868513e-07,2.9349423213892124e-14,4.1030971869043917e-07,1.2714698777981388e-14,4.514618822715364e-14,2.1984000363707765e-07,1.878546262209286e-14,5.806158041934596e-17
1.0019421188377695e-07,0.11225025828715528,0.9,0.0,0.0,0.0,0.0,0.09997279151840142,8.901040245577966e-06,2.289441272691792e-06,3.455121124830441e-06,4.907623820523143e-06,8.53828569847206e-07,4.526018069670478e-06,2.631023163746399e-06,3.0670965867291293e-06,3.6799379983832296e-06,4.583876960177543e-06,2.3881553663597048e-06,4.003681705700572e-06,1.0308033980404385e-08,7.637397996797305e-08,2.5574734997056025e-08,4.421559936789959e-09,7.534177006453477e-06,2.6892810763098783e-06,7.894051026044153e-06,3.382615604705206e-06,9.58019164925768e-07,4.843252287699837e-10,1.7416312882862537e-06,2.7588391950448724e-13,8.314357323658433e-09,1.4690627151873355e-13,1.2751805645625896e-13,1.5642198052605017e-13,3.115193373910918e-14,2.6505518052679448e-14,2.2477742529237482e-07,2.7117666834163243e-07,2.940339458749237e-14,4.1188931701027454e-07,1.2763639295136944e-14,4.524199203502084e-14,2.2073290856332686e-07,1.8861749851984086e-14,5.822224636118348e-17
1.0207406501784778e-07,0.1122503716550178,0.9,0.0,0.0,0.0,0.0,0.09997227322851798,9.098939649977575e-06,2.2975276311407006e-06,3.501374644107873e-06,4.994673387806522e-06,8.545188866310561e-07,4.612722618046933e-06,2.6552417727068205e-06,3.107919988622159e-06,3.748969906483417e-06,4.689991224531405e-06,2.41875158778183e-06,4.085790977886254e-06,1.0344442205495997e-08,7.664442057453622e-08,2.5595520700739285e-08,4.4251525656353826e-09,7.730526906482625e-06,2.7528964631329722e-06,8.152547556067855e-06,3.4731444023874004e-06,9.94936488676542e-07,4.887849596902859e-10,1.7969553346573775e-06,2.820159802094023e-13,8.531910849520057e-09,1.4951111331493332e-13,1.3013244725059258e-13,1.594175561461673e-13,3.235217502628811e-14,2.7196061200847163e-14,2.3462340020268746e-07,2.840782011654656e-07,2.9924940867196674e-14,4.2732874705930846e-07,1.3241994869026269e-14,4.6169834887904265e-14,2.294735459086816e-07,1.9608520914368097e-14,5.978045625212716e-17
1.0395391815191861e-07,0.11225048555674831,0.9,0.0,0.0,0.0,0.0,0.09997175460850181,9.297738803324214e-06,2.3052127160513013e-06,3.5471487405974086e-06,5.081461525235168e-06,8.55151301243118e-07,4.6993376992054924e-06,2.6788084719439322e-06,3.1482461754488594e-06,3.818001575355986e-06,4.796885820503433e-06,2.4489439675304378e-06,4.167978637499621e-06,1.0379043726495457e-08,7.690144100899555e-08,2.5614563002523385e-08,4.428444180204844e-09,7.92740418434038e-06,2.8165612604214602e-06,8.414162438378889e-06,3.5639843249486e-06,1.0325539658925653e-06,4.931246696055135e-10,1.8527795768220022e-06,2.8817584959854317e-13,8.750053461332765e-09,1.5210809598298099e-13,1.3274930120409006e-13,1.624100013333547e-13,3.3575167802547907e-14,2.788845075823636e-14,2.446692022027064e-07,2.973120838990611e-07,3.044492082446621e-14,4.4303929806112843e-07,1.372874580769696e-14,4.7098563527484696e-14,2.383916975291446e-07,2.0370451073800756e-14,6.134402120790716e-17
1.0583377128598945e-07,0.11225059998487856,0.9,0.0,0.0,0.0,0.0,0.09997123565753449,9.497426733725204e-06,2.3125164139662423e-06,3.5924523630619287e-06,5.1679881976631994e-06,8.557306409344462e-07,4.785857750780565e-06,2.70173845900159e-06,3.1880807911218905e-06,3.887033020972972e-06,4.9045609521026556e-06,2.4787378326475665e-06,4.250237615356784e-06,1.0411928081073852e-08,7.71457063557302e-08,2.5632007248189914e-08,4.431459882173985e-09,8.124774903648832e-06,2.880271320521644e-06,8.678861999713944e-06,3.655119926672378e-06,1.0708708511579473e-06,4.973471566703525e-10,1.9090905256375353e-06,2.9436318695865244e-13,8.968747203247908e-09,1.5469721856267726e-13,1.3536839306425802e-13,1.6539912384728447e-13,3.4820887378525156e-14,2.858256729743978e-14,2.5491303164900075e-07,3.1087917860540264e-07,3.096333424874838e-14,4.590201641495319e-07,1.4223866972158997e-14,4.802809807129628e-14,2.4748752502288257e-07,2.1147553839303987e-14,6.291267536089272e-17
1.0771362442006028e-07,0.11225071493217464,0.9,0.0,0.0,0.0,0.0,0.09997071637485204,9.697992593932265e-06,2.3194576259768673e-06,3.637294318246909e-06,5.254253440830033e-06,8.56261330533446e-07,4.872277372590338e-06,2.7240467113503606e-06,3.2274294251801602e-06,3.95606425969603e-06,5.013016752156175e-06,2.5081384399030336e-06,4.3325610191051845e-06,1.0443180369981712e-08,7.737784874174486e-08,2.5647986666803412e-08,4.434222680610213e-09,8.322606608763747e-06,2.9440228415230465e-06,8.946613301096352e-06,3.746536527186032e-06,1.1098863547740287e-06,5.014551785289297e-10,1.9658750078205816e-06,3.0057765544777913e-13,9.187955777804671e-09,1.5727848221651394e-13,1.3798950321645472e-13,1.6838473705803942e-13,3.608930762468765e-14,2.92782966028228e-14,2.6535305651594667e-07,3.2478029123652683e-07,3.1480181354190993e-14,4.752705397391699e-07,1.4727333232432197e-14,4.8958360635086165e-14,2.5676117491163806e-07,2.1939841430715652e-14,6.448616601753445e-17
1.0959347755413112e-07,0.1122508303916266,0.9,0.0,0.0,0.0,0.0,0.09997019675974265,9.899425660137966e-06,2.326054316555467e-06,3.6816832723460084e-06,5.340257355239459e-06,8.567474259935692e-07,4.958591323462967e-06,2.7457479806859034e-06,3.2662976130654474e-06,4.025095308269479e-06,5.122253285340131e-06,2.5371509767214667e-06,4.414942130454019e-06,1.0472881476913959e-08,7.759846896981174e-08,2.5662623380813826e-08,4.436753666420954e-09,8.520868251014835e-06,3.0078123384357683e-06,9.217384113660407e-06,3.838220173535486e-06,1.1495996440568572e-06,5.054514512640229e-10,2.0231201612801772e-06,3.0681892205790605e-13,9.407644463184462e-09,1.5985189004643487e-13,1.4061241759550436e-13,1.7136665983626146e-13,3.7380401013585634e-14,2.997552941093864e-14,2.759874152541516e-07,3.3901617407380867e-07,3.199546274296895e-14,4.917896197319267e-07,1.5239119473945566e-14,4.988927530151478e-14,2.6621277901966945e-07,2.2747324811117527e-14,6.606425300580464e-17
1.1147333068820195e-07,0.11225094635643863,0.9,0.0,0.0,0.0,0.0,0.09996967681154426,1.0101715330778371e-05,2.332323559967763e-06,3.725627752483962e-06,5.426000100549607e-06,8.571926451444557e-07,5.044794518107785e-06,2.766856788027291e-06,3.3046908364050487e-06,4.0941261838132415e-06,5.23227055106534e-06,2.5657805620971204e-06,4.497374402353944e-06,1.0501108277474981e-08,7.780813807068579e-08,2.5676029331955988e-08,4.43907217226003e-09,8.719530119233252e-06,3.0716366167705203e-06,9.491142895593215e-06,3.930157604139507e-06,1.1900098446092091e-06,5.093386484938348e-10,2.080813430340024e-06,3.1308665757766797e-13,9.627780035282293e-09,1.6241744692547217e-13,1.4323692759573709e-13,1.7434471644481605e-13,3.869413866126002e-14,3.0674161165766433e-14,2.8681421949104286e-07,3.5358752804722395e-07,3.250917937167338e-14,5.085765997051085e-07,1.575920060338253e-14,5.082076808828865e-14,2.758424548466539e-07,2.3570013718736562e-14,6.764670805472074e-17
1.1335318382227278e-07,0.11225106282001997,0.9,0.0,0.0,0.0,0.0,0.09996915652964257,1.030485112534207e-05,2.338281584385527e-06,3.7691361482145427e-06,5.511481890431242e-06,8.57600395879543e-07,5.1308820240314235e-06,2.7873874195595012e-06,3.3426145233001667e-06,4.163156903815703e-06,5.343068486225949e-06,2.5940322474966013e-06,4.5798514561343835e-06,1.0527933837794304e-08,7.80073987784058e-08,2.5688307129961893e-08,4.441195919104557e-09,8.918563774282317e-06,3.13549274832112e-06,9.767858770128448e-06,4.022336214530076e-06,1.2311160415675045e-06,5.131194006059325e-10,2.138942560865881e-06,3.1938053655536257e-13,9.848330694276457e-09,1.649751593440561e-13,1.4586282997963818e-13,1.773187364320785e-13,4.003049036782839e-14,3.137409178847274e-14,2.9783155658264654e-07,3.6849500494058634e-07,3.30213325205056e-14,5.256306760829622e-07,1.6287551553988014e-14,5.1752766915813327e-14,2.8565030593444994e-07,2.4407916698323213e-14,6.923331420427494e-17
1.1523303695634362e-07,0.11225117977597593,0.9,0.0,0.0,0.0,0.0,0.09996863591346898,1.0508822683185586e-05,2.3439438138132576e-06,3.812216713031481e-06,5.596702987855385e-06,8.579738019937713e-07,5.21684905849863e-06,2.807353923167615e-06,3.3800740486197197e-06,4.232187486126466e-06,5.4546469678190614e-06,2.621911017749707e-06,4.662367078606244e-06,1.0553427603300971e-08,7.819676693248882e-08,2.5699550830519627e-08,4.443141150611245e-09,9.117941987328392e-06,3.199378048965926e-06,1.0047501504530893e-05,4.11474402479043e-06,1.2729172808239946e-06,5.167962941182309e-10,2.1974955953131573e-06,3.2570023726219577e-13,1.0069265995399752e-08,1.675250352690633e-13,1.4848992678539485e-13,1.802885545267585e-13,4.138942465728671e-14,3.2075225460237686e-14,3.090374920250014e-07,3.837392094893047e-07,3.353192376504243e-14,5.42951046292928e-07,1.6824147290411073e-14,5.2685201574449104e-14,2.956364222276405e-07,2.5261041132006236e-14,7.082386524524521e-17
1.1711289009041445e-07,0.11225129721809968,0.9,0.0,0.0,0.0,0.0,0.09996811496249869,1.0713619762355428e-05,2.349324907937275e-06,3.85487756589038e-06,5.681663700774417e-06,8.583157268672922e-07,5.30269098553761e-06,2.8267701056133015e-06,3.417074734299353e-06,4.30121794894906e-06,5.567005815442563e-06,2.649421791928492e-06,4.744915219137254e-06,1.0577655578136134e-08,7.837673281063775e-08,2.570984664837669e-08,4.444922756271734e-09,9.317638681607383e-06,3.263290058319885e-06,1.0330041490014786e-05,4.207369648606683e-06,1.3154125702245747e-06,5.203718711585167e-10,2.2564608677086396e-06,3.3204544165558144e-13,1.029055678363705e-08,1.7006708401397235e-13,1.5111802523363055e-13,1.8325401053419505e-13,4.2770908816501453e-14,3.2777470416952994e-14,3.2043007173312275e-07,3.9932070137676894e-07,3.4040954950361493e-14,5.605369089079005e-07,1.7368962813131196e-14,5.3618003691464745e-14,3.058008804277863e-07,2.6129393269596695e-14,7.241816518654857e-17
1.1899274322448528e-07,0.11225141514036455,0.9,0.0,0.0,0.0,0.0,0.09996759367624869,1.0919232238416801e-05,2.3544388000001482e-06,3.897126692739772e-06,5.766364378163892e-06,8.586287951748046e-07,5.3884033129896615e-06,2.845649530307094e-06,3.4536218496453364e-06,4.370248310833576e-06,5.68014479367808e-06,2.6765694242147474e-06,4.827489986706592e-06,1.0600680495681522e-08,7.854776239541357e-08,2.571927361099507e-08,4.446554384302397e-09,9.517628877460246e-06,3.3272265210828712e-06,1.061544972254279e-05,4.3002022638530005e-06,1.3586008807425777e-06,5.238486290539198e-10,2.315826998579356e-06,3.3841583534275795e-13,1.0512175132094808e-08,1.7260131612063093e-13,1.5374693763343243e-13,1.8621494923426946e-13,4.417490893340836e-14,3.348073875597276e-14,3.3200732419492854e-07,4.15239997135086e-07,3.454842816732597e-14,5.783874637756804e-07,1.792197316245929e-14,5.455110669775761e-14,3.1614374434133914e-07,2.701297825834999e-14,7.401602774841475e-17
1.2087259635855613e-07,0.11225153353691635,0.9,0.0,0.0,0.0,0.0,0.09996707205427627,1.1125650103289121e-05,2.359298732798335e-06,3.938971948059605e-06,5.8508054063949565e-06,8.589154127851219e-07,5.473981689602838e-06,2.8640055156327436e-06,3.4897206116431082e-06,4.439278590669275e-06,5.794063614365387e-06,2.7033587047560336e-06,4.91008564694501e-06,1.0622561980640537e-08,7.87102985781396e-08,2.572790415771609e-08,4.4480485451224684e-09,9.717888640426884e-06,3.3911853699429e-06,1.0903697784455988e-05,4.393231584634393e-06,1.4024811476289095e-06,5.272290200215969e-10,2.375582889840559e-06,3.448111075446955e-13,1.0734094283805756e-08,1.7512774325095583e-13,1.5637648128789945e-13,1.8917122028084937e-13,4.5601389934470345e-14,3.4184946253619865e-14,3.437672625070806e-07,4.3149757195550827e-07,3.505434573084915e-14,5.96501912136688e-07,1.8483153422181242e-14,5.5484445794400345e-14,3.266650652211777e-07,2.7911800172196252e-14,7.561727588150395e-17
1.246323026266978e-07,0.11225177173028646,0.9,0.0,0.0,0.0,0.0,0.09996602780158423,1.154086254199439e-05,2.3683064389115363e-06,4.0214816139676924e-06,6.01891022886479e-06,8.594179295080537e-07,5.644719872816202e-06,2.899199211237881e-06,3.560593683823802e-06,4.577338981402373e-06,6.024239379437509e-06,2.755881056052058e-06,5.075317473387895e-06,1.0663118505774423e-08,7.901155351376977e-08,2.5743035956068278e-08,4.450669359391769e-09,1.0119126070956911e-05,3.5191628071676333e-06,1.148860255477361e-05,4.579841725549116e-06,1.4923131195784423e-06,5.337102835060564e-10,2.4962209372219243e-06,3.576750622297363e-13,1.1178733499371589e-08,1.801572342591121e-13,1.6163675597503008e-13,1.9506918180943246e-13,4.852164870500074e-14,3.5595859220092384e-14,3.6782718328992654e-07,4.650292629124288e-07,3.6061524163768606e-14,6.335193018706945e-07,1.9629924244255714e-14,5.735158171252943e-14,3.482432221115724e-07,2.975516587433039e-14,7.882926415140053e-17
1.280160382680253e-07,0.11225198767094467,0.9,0.0,0.0,0.0,0.0,0.099965086822314,1.1917210107007316e-05,2.3756647216024126e-06,4.094435231741308e-06,6.169321099111812e-06,8.598000012239771e-07,5.797885258819607e-06,2.9292119369008944e-06,3.6228973570522985e-06,4.701593248633097e-06,6.234060733181388e-06,2.801972382568702e-06,5.224043145282105e-06,1.0696248625137678e-08,7.925764504399982e-08,2.5754541091667458e-08,4.4526633471162636e-09,1.0480941291470172e-05,3.6344016447384653e-06,1.2024455378751016e-05,4.748370465512553e-06,1.575517011485556e-06,5.392375170701229e-10,2.6060224035421737e-06,3.693346609514679e-13,1.1579691189556219e-08,1.846572197212009e-13,1.6637142817041715e-13,2.0035997185927703e-13,5.122639186434365e-14,3.6868117300342346e-14,3.90085715597135e-07,4.963686790923907e-07,3.6962691560626036e-14,6.677294873058414e-07,2.0689710119327313e-14,5.903219646198897e-14,3.682741549849466e-07,3.1466325185348357e-14,8.173002939951348e-17
