Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014)
8.238346945887548e-08,0.11224921201299498,0.9,0.0,0.0,0.0,0.0,0.09997768590385582,7.071834842488741e-06,2.188469330218978e-06,2.9913158986336814e-06,4.0699576103752874e-06,8.431933905563924e-07,3.7003962322437537e-06,2.3662105304586156e-06,2.6545377262100176e-06,3.0258778052927646e-06,3.617112440752341e-06,2.0771772015370574e-06,3.2310740343320034e-06,9.853415351969203e-09,7.299707146748518e-08,2.5254509683568313e-08,4.3662325160974365e-09,5.705516616181787e-06,2.090056197079607e-06,5.6064526584744516e-06,2.5437850220562326e-06,6.429866485816824e-07,4.355626717773136e-10,1.245038032701612e-06,2.1920125269594002e-13,6.288567744508383e-09,1.2183841956754496e-13,1.0291634389456102e-13,1.2789542971020983e-13,2.090923088807238e-14,2.00755620379229e-14,1.417093569909186e-07,1.6520421950089966e-07,2.4384625332110482e-14,2.7918127518557566e-07,8.651782079441143e-15,3.6511449397240014e-14,1.4668713638873575e-07,1.2535226428926572e-14,4.378402928640365e-17,1.003639287722891e-09,6.129895497302632e-18,4.654806376170737e-11,6.136579407445205e-18,3.291467059701969e-20,1.2991154256895992e-21,1.743928357016719e-18,1.6617501695368674e-19,3.219971313213153e-11,6.59518249649986e-20,8.747981747533536e-19,6.2765389416242064e-21,8.3328139835965e-20,9.09782676850255e-16,1.8792459571698018e-21,6.637904321091579e-14,6.883538030676044e-20,9.205413520548796e-10,3.06385446769157e-14,2.602509482147389e-21,3.4524715029048815e-20,2.1363104397595025e-14,3.2234261919448534e-12,4.86674304905803e-17,3.592014459815208e-17,9.953953826714813e-20,5.201477126504554e-17,1.7563104098539093e-21,1.3123017898036691e-18
8.397693671466936e-08,0.11224930340698405,0.9,0.0,0.0,0.0,0.0,0.09997724920248865,7.231738712607655e-06,2.1996124161118607e-06,3.034810183692073e-06,4.1458448873120445e-06,8.445416763934551e-07,3.774291381209666e-06,2.39269789407128e-06,2.6934172546952104e-06,3.084395610689695e-06,3.700763391824935e-06,2.1066211287207084e-06,3.299707541112001e-06,9.903586263644128e-09,7.336974097741953e-08,2.5295106368556714e-08,4.373245504959683e-09,5.865805224135371e-06,2.1433271815165746e-06,5.79874434953926e-06,2.6171955686456895e-06,6.685774688390194e-07,4.4043996165075597e-10,1.2872544144261081e-06,2.241565321093543e-13,6.4661100453316715e-09,1.2410954134906978e-13,1.0510191764736014e-13,1.3044876481417865e-13,2.174130414023228e-14,2.0639384803449993e-14,1.483657710721709e-07,1.7349450454405147e-07,2.483929417924417e-14,2.900364316158602e-07,8.988135064925347e-15,3.728701476715978e-14,1.5266862278042858e-07,1.3046310051599772e-14,4.5047594702423863e-17,1.0765022105814657e-09,6.337762028567677e-18,5.0741033878501185e-11,6.292991676386507e-18,3.443729940728315e-20,1.3808387400921427e-21,1.8348270261777336e-18,1.777752452596947e-19,3.509996953954253e-11,6.972986949950436e-20,9.173786723508773e-19,6.747632598405472e-21,8.885290267925885e-20,9.572055180440668e-16,2.0011071267904174e-21,7.315634393314357e-14,7.357540496583483e-20,9.854746098866276e-10,3.1522742446433185e-14,2.79537454115232e-21,3.678125303538964e-20,2.1980314302919756e-14,3.3165554835809123e-12,5.2064900330028435e-17,3.839346683294726e-17,1.0658853032567435e-19,5.569842807175297e-17,1.8684436895177143e-21,1.3501732258370883e-18
8.557040397046325e-08,0.1122493952457412,0.9,0.0,0.0,0.0,0.0,0.09997681227217245,7.3923660238705735e-06,2.2102852207038602e-06,3.077892658068025e-06,4.221548333721658e-06,8.457938010563567e-07,3.848164447566673e-06,2.41860488526489e-06,2.7318984512481583e-06,3.1429131488497323e-06,3.7849703001651007e-06,2.135735321020858e-06,3.3684531230328495e-06,9.951639768927721e-09,7.372668242455869e-08,2.5332807695015988e-08,4.379758510638195e-09,6.0267676763736446e-06,2.196680543939505e-06,5.993540132043418e-06,2.690970987526569e-06,6.946739983998429e-07,4.4521040014012717e-10,1.3299357017250549e-06,2.291341825474992e-13,6.644405705433671e-09,1.2637513569434546e-13,1.0729103786044825e-13,1.330013093927577e-13,2.2589813579934623e-14,2.1205572425858426e-14,1.5517636589255262e-07,1.8201495548909077e-07,2.5292861629950188e-14,3.0109174210754933e-07,9.330687184465906e-15,3.8063846597911607e-14,1.587759261103708e-07,1.3568139939941076e-14,4.6317440447691856e-17,1.1530557426964055e-09,6.547917830048698e-18,5.5217689134492305e-11,6.449645861901912e-18,3.6003160261714e-20,1.466088054567606e-21,1.9284517915371037e-18,1.8992118933370867e-19,3.819507131939349e-11,7.364198522696068e-20,9.610975185193885e-19,7.243469469518434e-21,9.461914223230493e-20,1.006050666576425e-15,2.1285115286805786e-21,8.047833694755221e-14,7.853273712630257e-20,1.0535242499164837e-09,3.2411335008815455e-14,2.998141983767738e-21,3.9133698175898424e-20,2.2600598986149962e-14,3.4101487210249767e-12,5.562220538125484e-17,4.098017336229428e-17,1.1397758211967452e-19,5.955980186273082e-17,1.9855467726239206e-21,1.3882328941927713e-18
8.716387122625713e-08,0.11224948752288891,0.9,0.0,0.0,0.0,0.0,0.09997637511200524,7.55370921178297e-06,2.22050757509596e-06,3.1205696528010393e-06,4.297067231541846e-06,8.469566044803218e-07,3.922010919454487e-06,2.4439417562971572e-06,2.769985082542084e-06,3.2014304269874905e-06,3.869733818280089e-06,2.164523469066456e-06,3.4373053522368622e-06,9.997665155870348e-09,7.406855903909101e-08,2.536781960951328e-08,4.3858071008685e-09,6.188371360146432e-06,2.2501104076064697e-06,6.190814203621689e-06,2.7650958764480244e-06,7.212760575481207e-07,4.498758747904015e-10,1.3730716862295686e-06,2.341339691109834e-13,6.8234182265658395e-09,1.2863518115722073e-13,1.0948353155671516e-13,1.355529074771215e-13,2.34547530923581e-14,2.1774010128464606e-14,1.6214034257930816e-07,1.9076651418319156e-07,2.5745323382061594e-14,3.1234671497311577e-07,9.679423098475557e-15,3.884188355417255e-14,1.6500924644421696e-07,1.4100733013971482e-14,4.7593301399776e-17,1.2334064445009263e-09,6.760312613671105e-18,5.999092432088093e-11,6.606524706198619e-18,3.761280162003782e-20,1.5549499449891742e-21,2.024821900824213e-18,2.0262594251352386e-19,4.1493690662805395e-11,7.768988846571865e-20,1.0059602537563323e-18,7.764782884811914e-21,1.0063198743055647e-19,1.056328165909178e-15,2.2616109228321028e-21,8.837735099747996e-14,8.371224459439005e-20,1.1247685594566466e-09,3.330413684791733e-14,3.211090195009379e-21,4.1583932791416346e-20,2.3223828652861607e-14,3.5041863199100105e-12,5.934318076869514e-17,4.3682804019342236e-17,1.2171537556084546e-19,6.360343014127246e-17,2.1077488181699536e-21,1.4264728490729505e-18
8.875733848205102e-08,0.1122495802322436,0.9,0.0,0.0,0.0,0.0,0.09997593772112949,7.71576078177123e-06,2.2302984741924847e-06,3.1628474189080006e-06,4.372400950192417e-06,8.480364400880109e-07,3.995826386446116e-06,2.468718703587574e-06,2.807680885979956e-06,3.259947452547992e-06,3.955054541249076e-06,2.192989222176204e-06,3.506258903628696e-06,1.0041747947609054e-08,7.43960060854904e-08,2.5400333409963218e-08,4.391424313509309e-09,6.350584954435072e-06,2.3036113137649463e-06,6.390541301819417e-06,2.839555482583651e-06,7.483834357193246e-07,4.5443826287652434e-10,1.4166523410002903e-06,2.3915565907234e-13,7.003112558505214e-09,1.3088965891107092e-13,1.1167922903592165e-13,1.3810340660773793e-13,2.4336115559187024e-14,2.234458768100882e-14,1.6925686542691515e-07,1.9975007666760144e-07,2.6196675657549577e-14,3.2380085672827105e-07,1.0034327411833754e-14,3.962106546184359e-14,1.7136877400163144e-07,1.4644105351660646e-14,4.8874923615338085e-17,1.317661532857862e-09,6.97489698514179e-18,6.507392848730287e-11,6.7636121790379246e-18,3.926677202533247e-20,1.6475116325290705e-21,2.123956084289403e-18,2.1590257455894993e-19,4.5004684688189915e-11,8.187526211857251e-20,1.0519723576848537e-18,8.312309024321293e-21,1.0689655567387531e-19,1.1080477885735885e-15,2.4005586844363456e-21,9.688696995200726e-14,8.911877410990585e-20,1.19928576607972e-09,3.4200970269743714e-14,3.4344980075745764e-21,4.413383049152708e-20,2.3849878981316063e-14,3.5986495216293064e-12,6.323165469625931e-17,4.650388764909275e-17,1.298105989708008e-19,6.783385374212673e-17,2.2351801417256188e-21,1.4648854797084962e-18
9.03508057378449e-08,0.11224967336780764,0.9,0.0,0.0,0.0,0.0,0.09997550009873026,7.878513308654838e-06,2.23967611195986e-06,3.2047321278792526e-06,4.4475489402566995e-06,8.490392093941856e-07,4.069606537980558e-06,2.4929458601058573e-06,2.8449895697819063e-06,3.3184642332044918e-06,4.040933008941512e-06,2.22113618882096e-06,3.5753085541454273e-06,1.0083970061116977e-08,7.470963204170901e-08,2.543052678761721e-08,4.396640836487062e-09,6.513378370088698e-06,2.357178191921024e-06,6.59269668662059e-06,2.9143356751481483e-06,7.759958921905912e-07,4.588994300014367e-10,1.4606678194695126e-06,2.4419902185963067e-13,7.183455031842663e-09,1.3313855255983533e-13,1.138779638513584e-13,1.4065265778013104e-13,2.5233892881076457e-14,2.2917199189104788e-14,1.765250641093518e-07,2.089664949854933e-07,2.6646915164663905e-14,3.3545367231325156e-07,1.0395384680737247e-14,4.040133329980393e-14,1.778546893437328e-07,1.519827220496574e-14,5.016206385815643e-17,1.4059288591058095e-09,7.191622438586944e-18,7.048018400741441e-11,6.920893389975429e-18,4.096562008094294e-20,1.743860979267467e-21,2.2258725645293006e-18,2.2976413444538147e-19,4.87370943862864e-11,8.619975649128314e-20,1.0991392155897468e-18,8.886786640428403e-21,1.1341795744344948e-19,1.1612190427376017e-15,2.5455097885686338e-21,1.0604205556785844e-13,9.475715331542631e-20,1.2771540175962787e-09,3.510166507262386e-14,3.668644611493894e-21,4.678525850902428e-20,2.4478630891701443e-14,3.693520358517854e-12,6.72914492033213e-17,4.944594304432039e-17,1.3827194782778558e-19,7.225561715579112e-17,2.3679722008668024e-21,1.5034634962322255e-18
9.194427299363879e-08,0.11224976692376125,0.9,0.0,0.0,0.0,0.0,0.09997506224403356,8.041959436119673e-06,2.2486579151986763e-06,3.2462298721932687e-06,4.522510727612651e-06,8.499703941490908e-07,4.143347161811035e-06,2.5166332883451797e-06,2.8819148130761484e-06,3.3769807768561705e-06,4.12736970813453e-06,2.248967937080995e-06,3.64444918196154e-06,1.0124409959261712e-08,7.501001972865371e-08,2.545856479487426e-08,4.401485174943564e-09,6.676722693178506e-06,2.4108063322232677e-06,6.7972561237575705e-06,2.9894229191686175e-06,8.041131567602575e-07,4.6326122880148463e-10,1.5051084542534032e-06,2.492638290401e-13,7.364413294378598e-09,1.3538184796239708e-13,1.1607957278444464e-13,1.4320051539118012e-13,2.6148075999787472e-14,2.3491742894952484e-14,1.839440357847233e-07,2.1841657890636506e-07,2.7096039062774543e-14,3.4730466529804895e-07,1.0762579419060813e-14,4.1182629190924914e-14,1.8446716355914137e-07,1.5763248015758534e-14,5.14544891480658e-17,1.4983168877115499e-09,7.410441350728241e-18,7.622346558686572e-11,7.078354507821803e-18,4.270989443626534e-20,1.8440864908121998e-21,2.3305890607983117e-18,2.442236434234282e-19,5.270014354346967e-11,9.066498970254604e-20,1.1474660730536452e-18,9.488956837762314e-21,1.2020128714556218e-19,1.2158511745737258e-15,2.6966208039597628e-21,1.1587877010317898e-13,1.006321884068053e-19,1.3584513628714405e-09,3.60060582312947e-14,3.913809486092203e-21,4.954007401914617e-20,2.5109970325104374e-14,3.788781620501786e-12,7.15263783086814e-17,5.251147790249665e-17,1.4710812095516677e-19,7.687326673644178e-17,2.5062575894076634e-21,1.542199916147979e-18
9.353774024943267e-08,0.11224986089445531,0.9,0.0,0.0,0.0,0.0,0.09997462415630472,8.206091876192407e-06,2.2572605758917383e-06,3.287346665848547e-06,4.597285907981655e-06,8.508350861955996e-07,4.2170441424688936e-06,2.5397909738485254e-06,2.9184602659932535e-06,3.435497091625728e-06,4.21436507453487e-06,2.2764879950981037e-06,3.713675765634104e-06,1.0163142796448525e-08,7.529772739202751e-08,2.5484600744203923e-08,4.4059838064929125e-09,6.84059013137676e-06,2.464491359810881e-06,7.0041958687596425e-06,3.0648042503618116e-06,8.327349304168813e-07,4.675254977537871e-10,1.5499647558444155e-06,2.5434985430378875e-13,7.545956250913575e-09,1.376195330688788e-13,1.1828389581743475e-13,1.4574683718589518e-13,2.70786549199716e-14,2.4068120988327483e-14,1.9151284709789107e-07,2.2810109757145794e-07,2.754404492971042e-14,3.593533380727345e-07,1.1135896104273634e-14,4.196489639240969e-14,1.9120635844851647e-07,1.6339046431613965e-14,5.275197632886751e-17,1.5949346755042731e-09,7.631306974711224e-18,8.231783921655128e-11,7.235982685316974e-18,4.4500143672329335e-20,1.9482773028364767e-21,2.4381228330489136e-18,2.5929409246826226e-19,5.690323764521706e-11,9.527254744942846e-20,1.1969581348091858e-18,1.0119562801230471e-20,1.2725162611302581e-19,1.2719531892698224e-15,2.8540498834521857e-21,1.2643459877932315e-13,1.0674866302575008e-19,1.4432557334467057e-09,3.6913993594303065e-14,4.1702722910893274e-21,5.240012531513159e-20,2.574378803180046e-14,3.884416823154194e-12,7.594024716422352e-17,5.570298818042584e-17,1.5632781874827084e-19,8.169134965797918e-17,2.650170025882461e-21,1.5810880513701074e-18
9.672467476102045e-08,0.1122500500582808,0.9,0.0,0.0,0.0,0.0,0.09997374727900035,8.536386880830861e-06,2.273391744815288e-06,3.368461068114931e-06,4.746275150739027e-06,8.523835695189359e-07,4.36429118721637e-06,2.584556640091438e-06,2.9904262568264206e-06,3.5525290681114914e-06,4.390033307723594e-06,2.3306069559431535e-06,3.852367211057743e-06,1.0235772179690421e-08,7.583721881932172e-08,2.55312258226882e-08,4.41404055119743e-09,7.1697884964725946e-06,2.572016115298911e-06,7.425123664252263e-06,3.216400029751815e-06,8.914906688117299e-07,4.757687229692192e-10,1.6408872819396532e-06,2.645846643574077e-13,7.910677818683706e-09,1.4207803377982998e-13,1.2270005993638786e-13,1.5083432073329996e-13,2.8988955625260383e-14,2.5226007796169136e-14,2.070961137660443e-07,2.4817632173426627e-07,2.843669479916964e-14,3.840417276664985e-07,1.1900833074591063e-14,4.353212336331482e-14,2.050655121034644e-07,1.752316179071649e-14,5.536129043021294e-17,1.8012985985751174e-09,8.078995708239705e-18,9.561757625350196e-11,7.551693344685748e-18,4.8220760668107475e-20,2.168914496441098e-21,2.6617089893260672e-18,2.913196428662942e-19,6.606808437648437e-11,1.0492082247890786e-19,1.2994582561598308e-18,1.1469063666101585e-20,1.4217361873106904e-19,1.3886017139301964e-15,3.188502672656567e-21,1.4986028753654844e-13,1.1972496563522498e-19,1.6236965871785397e-09,3.873989900030771e-14,4.718210771038157e-21,5.844329780597376e-20,2.7018444125350693e-14,4.076746561922768e-12,8.531998577403432e-17,6.247386634169579e-17,1.7595260397665832e-19,9.194701117810334e-17,2.9554164518938647e-21,1.6592941147912284e-18
9.959291582144945e-08,0.11225022167071615,0.9,0.0,0.0,0.0,0.0,0.099972957285841,8.835927841903385e-06,2.286766605169291e-06,3.440219924190939e-06,4.879724476374829e-06,8.535938356234849e-07,4.496624909530749e-06,2.623132419404312e-06,3.053932793405693e-06,3.6578571501443856e-06,4.550048751248546e-06,2.3782826323709562e-06,3.977435127887933e-06,1.029599148957994e-08,7.628452825998682e-08,2.5567667259405012e-08,4.420338292060508e-09,7.467598493079319e-06,2.6689451140570366e-06,7.8118706319776e-06,3.353722807645074e-06,9.460926879555806e-07,4.828721905154765e-10,1.7240475267663808e-06,2.7386633179679887e-13,8.240638722457244e-09,1.4607141401826965e-13,1.266823490405858e-13,1.554064430349931e-13,3.076418119158055e-14,2.6273473010271434e-14,2.216235825548082e-07,2.670527284785102e-07,2.923623925760399e-14,4.06932332963234e-07,1.26100571234345e-14,4.494540312405206e-14,2.1797357454497283e-07,1.8626000123009605e-14,5.772493295158617e-17,2.00259738987784e-09,8.48846404172386e-18,1.0893510837948135e-10,7.836293170093103e-18,5.173205117413404e-20,2.381956278559089e-21,2.8727356721605446e-18,3.223617862702499e-19,7.523543639398554e-11,1.141062882203804e-19,1.395743767879049e-18,1.278835456268025e-20,1.5656734853974878e-19,1.4986979884357226e-15,3.512736516290527e-21,1.7380670152016817e-13,1.3227692401131748e-19,1.798866183472026e-09,4.0393892450902006e-14,5.252800929604326e-21,6.42604544723322e-20,2.817310579425828e-14,4.250970635821762e-12,9.441172371320134e-17,6.902330881166264e-17,1.9501387480388866e-19,1.0190821959492274e-16,3.2507467834585776e-21,1.7301369437960504e-18
9.999999999999998e-08,0.11225039454613442,0.9,0.0,0.0,0.0,0.0,0.0999728451016624,8.87861333590959e-06,2.288582106411445e-06,3.4503110417287727e-06,4.8986154222807036e-06,8.537528790432182e-07,4.515390981127089e-06,2.6284792923780187e-06,3.062850463997281e-06,3.6728061208060374e-06,4.572906480146834e-06,2.384971170517166e-06,3.995202999018361e-06,1.0304165648347659e-08,7.634524597445095e-08,2.5572456109959308e-08,4.421165950737951e-09,7.509975233591488e-06,2.682712940128866e-06,7.867360534780573e-06,3.373276960094212e-06,9.539742959599784e-07,4.838567854323165e-10,1.7359492871515987e-06,2.751889843279278e-13,8.287591400083807e-09,1.466367058929418e-13,1.2724808992235116e-13,1.560548023028832e-13,3.102042660676226e-14,2.6422520096251734e-14,2.2372365125396002e-07,2.6979412826991025e-07,2.934942192872872e-14,4.102324942037016e-07,1.2712305803143934e-14,4.514618181551051e-14,2.1983901892257418e-07,1.878537856780659e-14,5.806150510933113e-17,2.032402247084348e-09,8.547066475532142e-18,1.1093410873501562e-10,7.876717826062478e-18,5.224308999893751e-20,2.413336160409043e-21,2.9034441082991892e-18,3.2694247359851437e-19,7.661068334606646e-11,1.1544902407590072e-19,1.4097209227646952e-18,1.2983905963859067e-20,1.586860132955607e-19,1.5147191285214698e-15,3.560595853164497e-21,1.7744043377978061e-13,1.3412711098600954e-19,1.8247356982952146e-09,4.062941376881437e-14,5.331955387768547e-21,6.511576051991661e-20,2.833752567312444e-14,4.2757795490440445e-12,9.57533340943616e-17,6.998871008599436e-17,1.9782969351553302e-19,1.0337973763244849e-16,3.2942936109236e-21,1.740224647376967e-18
1.0246115688187844e-07,0.11225039454613442,0.9,0.0,0.0,0.0,0.0,0.09997216652787927,9.137582181530727e-06,2.299142191642716e-06,3.5108345022753686e-06,5.012565601742581e-06,8.546527635197925e-07,4.628757488464557e-06,2.6601430323175518e-06,3.1162642612828073e-06,3.7631846268645603e-06,4.711878913817092e-06,2.425001523395472e-06,4.1027079350332674e-06,1.0351711643561576e-08,7.66984180356043e-08,2.5599551987749813e-08,4.4258492531170425e-09,7.766717326854073e-06,2.7660033545719695e-06,8.205981365325668e-06,3.4918204528694063e-06,1.0023234180802167e-06,4.896874997112871e-10,1.8084149210194216e-06,2.8321332155921387e-13,8.572062177312268e-09,1.5004651016336132e-13,1.3067108629567527e-13,1.5997152446632466e-13,3.2592333107080225e-14,2.732552300393677e-14,2.3662081361483916e-07,2.8669896726639795e-07,3.003213976443197e-14,4.3045564536689437e-07,1.3338873747187511e-14,4.6360998167933607e-14,2.3129432293140895e-07,1.976408127758726e-14,6.010191249027452e-17,2.219321647412976e-09,8.903875976998351e-18,1.2362212509807479e-10,8.121272535964075e-18,5.540082557842849e-20,2.6092602521521146e-21,3.093138891226467e-18,3.555840251160192e-19,8.533499330165664e-11,1.2377612787814016e-19,1.4958816011705558e-18,1.4211405764337127e-20,1.7190470557286376e-19,1.6136863775124893e-15,3.859971566586942e-21,2.0072882341695452e-13,1.4568457315752157e-19,1.9866033878604508e-09,4.2057218979195487e-14,5.828346076515495e-21,7.044697971455348e-20,2.93342972763997e-14,4.426179977460426e-12,1.0414199760084534e-16,7.601922270288283e-17,2.154530925054815e-19,1.1258955868670077e-16,3.5664384719207925e-21,1.8013795156167326e-18
1.0532939794230744e-07,0.11225056865694427,0.9,0.0,0.0,0.0,0.0,0.09997137500206989,9.44130979856963e-06,2.3105930745190563e-06,3.580337113633681e-06,5.144798104966867e-06,8.55579179921147e-07,4.76066822529158e-06,2.695643256392223e-06,3.1774409130718232e-06,3.868511553374851e-06,4.875524725615203e-06,2.4707828187963535e-06,4.228159846647111e-06,1.0403268388759008e-08,7.708138207040586e-08,2.5627446869376858e-08,4.430671333178984e-09,8.067017360997692e-06,2.8631746607301364e-06,8.607333231918956e-06,3.6306350475654205e-06,1.060180158058257e-06,4.962247360971992e-10,1.8939403452517677e-06,2.9262438842461806e-13,8.904805432044162e-09,1.5400330991097448e-13,1.346654500492157e-13,1.6452884965250296e-13,3.447332194312344e-14,2.838170859606847e-14,2.5208149128213585e-07,3.0711824607626134e-07,3.0824393792100466e-14,4.5460874063820963e-07,1.4087191736886627e-14,4.777861711238714e-14,2.4502838873354974e-07,2.0937458153505258e-14,6.249123210081027e-17,2.45212626653364e-09,9.324989546610522e-18,1.397710359666593e-10,8.406583936028744e-18,5.92302761120959e-20,2.851368448983277e-21,3.323004352036504e-18,3.910609623637753e-19,9.642802748050609e-11,1.3393848596096157e-19,1.5998992907538259e-18,1.574259685106906e-20,1.8821491690700968e-19,1.733611601089453e-15,4.231185877732291e-21,2.308960051511222e-13,1.5997503817371225e-19,2.187356300864303e-09,4.372918097948334e-14,6.446474135597845e-21,7.701338867865167e-20,3.050153049928228e-14,4.6023009427599426e-12,1.145326586498733e-16,8.347576046737176e-17,2.3732096006279846e-19,1.240175272732761e-16,3.9033104882165415e-21,1.872991951269629e-18
1.0819763900273643e-07,0.11225074397680666,0.9,0.0,0.0,0.0,0.0,0.09997058270567666,9.747071267853727e-06,2.3211882584212052e-06,3.6487592927682833e-06,5.276421978109197e-06,8.563895674507934e-07,4.892337320215612e-06,2.729686706146283e-06,3.2374827055489237e-06,3.97383798690261e-06,5.0409867140501956e-06,2.5156453234480308e-06,4.353766046767154e-06,1.0450972413331804e-08,7.74357281510062e-08,2.5651848186650815e-08,4.4348902417287525e-09,8.368379324674702e-06,2.9604448703532144e-06,9.015807684621674e-06,3.7701129963985564e-06,1.1196599541627515e-06,5.024937711275477e-10,1.980576411077893e-06,3.020983081694413e-13,9.23873510583334e-09,1.5794181335230866e-13,1.3866464957166208e-13,1.6907773431594025e-13,3.640705005622663e-14,2.944161005158742e-14,2.6799910928490336e-07,3.2831345445946793e-07,3.16130012931219e-14,4.793886932111337e-07,1.4854919844211402e-14,4.919797953462166e-14,2.5917632001565853e-07,2.2146176517699593e-14,6.489196924533244e-17,2.7016708829464124e-09,9.751571312418108e-18,1.574772086389433e-10,8.692185779940129e-18,6.322359131217141e-20,3.1088291531579127e-21,3.5624139662498054e-18,4.288667911019743e-19,1.0857762609803712e-10,1.4460120344487214e-19,1.7078235448663625e-18,1.7386312274269574e-20,2.0552704620972575e-19,1.8585163989436402e-15,4.627373237691069e-21,2.6459322187574986e-13,1.751752062350981e-19,2.4015705721232947e-09,4.540913290976333e-14,7.108809527752327e-21,8.397010684407783e-20,3.167435381623743e-14,4.779265383845758e-12,1.256054386417318e-16,9.140695109190803e-17,2.6066811696760097e-19,1.3621859168919624e-16,4.26219272303626e-21,1.9449466016992145e-18
1.1106588006316543e-07,0.11225092048066186,0.9,0.0,0.0,0.0,0.0,0.09996978963625218,1.0054827830524473e-05,2.3309915984016054e-06,3.716131809417857e-06,5.407437573747059e-06,8.570983574120122e-07,5.023745846057735e-06,2.762325781682601e-06,3.2964093019095318e-06,4.079163986741712e-06,5.208265029560865e-06,2.559607465043469e-06,4.479502666729575e-06,1.0495111219882656e-08,7.77635918420914e-08,2.5673190457879914e-08,4.438581021328677e-09,8.670691681014519e-06,3.0578015836634476e-06,9.43129005583211e-06,3.910204703407245e-06,1.1807596110183483e-06,5.085042527051247e-10,2.0682774232548054e-06,3.116338772659381e-13,9.573726479222425e-09,1.6186203137367326e-13,1.4266792433562776e-13,1.7361752436537587e-13,3.8393411944572726e-14,3.050483485664658e-14,2.8436699522670774e-07,3.502871843403127e-07,3.239796437999441e-14,5.047925780215856e-07,1.5641966838194928e-14,5.061881571641329e-14,2.737385845951872e-07,2.3390275275320515e-14,6.730327022941995e-17,2.9686195619514764e-09,1.0183396178981205e-17,1.768389419212915e-10,8.978041652628831e-18,6.73839551823761e-20,3.382196774413407e-21,3.811446141358662e-18,4.690752987402949e-19,1.2184866830784972e-10,1.5577182582163654e-19,1.8196804449796454e-18,1.9146937805830932e-20,2.2387002472656305e-19,1.9884416804812277e-15,5.049542936702023e-21,3.0212146786468977e-13,1.9131173538760947e-19,2.6296891655564536e-09,4.709647739945083e-14,7.816972054894764e-21,9.132748576804204e-20,3.285234928322495e-14,4.957010238151541e-12,1.3738195046875428e-16,9.982670399778053e-17,2.855451340256706e-19,1.4921918230396993e-16,4.643925754807921e-21,2.01721788106845e-18
1.1393412112359442e-07,0.11225109814456578,0.9,0.0,0.0,0.0,0.0,0.09996899579161952,1.0364541384427471e-05,2.340062184606977e-06,3.7824846807878776e-06,5.537845558263437e-06,8.57718185826907e-07,5.154875722500096e-06,2.793611627767808e-06,3.354240074103569e-06,4.18448961419306e-06,5.377359469535451e-06,2.6026873016607514e-06,4.605346761901569e-06,1.0535950857374516e-08,7.80669493511062e-08,2.569185414654927e-08,4.441809379023951e-09,8.97385005107556e-06,3.1552339433068668e-06,9.853669366338093e-06,4.05086427325729e-06,1.2434757022279567e-06,5.142655976410714e-10,2.1569993402804797e-06,3.212299125836683e-13,9.909662847964108e-09,1.657639842580829e-13,1.4667454327345482e-13,1.781475950043723e-13,4.0432294593937826e-14,3.1571015691355525e-14,3.0117833301525796e-07,3.7304174924096473e-07,3.317928704532404e-14,5.308174720974104e-07,1.6448241554500645e-14,5.2040866381193316e-14,2.887155731256117e-07,2.4669786733480662e-14,6.972434505682127e-17,3.253640501248306e-09,1.062024719905373e-17,1.979574377069147e-10,9.264119665717907e-18,7.171454650853157e-20,3.672031731384082e-21,4.070175998019678e-18,5.117598800997202e-19,1.363078022106795e-10,1.6745761260661664e-19,1.9354954854807324e-18,2.1028857302316622e-20,2.432726845253175e-19,2.123426642746885e-15,5.498719528479681e-21,3.437981461178207e-13,2.0841106767976463e-19,2.8721521431363296e-09,4.879066165106003e-14,8.57257594019181e-21,9.909582023571158e-20,3.4035130141309366e-14,5.135477148556384e-12,1.498836912905222e-16,1.0874881509904863e-16,3.1200251271346193e-19,1.6304569243175546e-16,5.049360614317158e-21,2.0897821126399566e-18
