Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014)
3.1241640250528126e-07,0.11226543354680796,0.9,0.0,0.0,0.0,0.0,0.0999121917925681,3.490644872706628e-05,2.451203419747798e-06,7.0281886754660574e-06,1.3211576624060863e-05,8.616894041388843e-07,1.3091409694883381e-05,3.4472697621588223e-06,5.550166275287469e-06,1.1476859400211715e-05,2.1299059250382443e-05,4.188584136134802e-06,1.288609001629319e-05,1.1036356135617732e-08,8.178402786500358e-08,2.5811492720405796e-08,4.4632203471347505e-09,2.9409655689226404e-05,9.929025171871997e-06,5.1710308290108595e-05,1.4182512015504468e-05,9.185739035712225e-06,6.347419525643651e-10,9.383479788374318e-06,1.081108499692965e-12,3.254974076247865e-08,3.951861405534982e-13,4.101203266530337e-13,4.5211186544799475e-13,2.9847154729300295e-13,1.0339135655592287e-13,2.1515878771045317e-06,3.835276265408809e-06,7.915547015738267e-14,3.6813274718467276e-06,1.139925482640824e-13,1.4561408995704111e-13,2.307859056723289e-06,1.970617349023112e-13,2.441121423389892e-16,1.0675118546069182e-07,4.6199111483309616e-17,1.4279068299516543e-08,2.915295854413322e-17,9.565302897846424e-19,1.0085595921086377e-19,4.79876079170366e-17,1.3234304857675216e-17,9.364111696781857e-09,2.4531206983702374e-18,2.0510078372652313e-17,6.756953481598722e-19,5.654440510851354e-18,2.503668340383895e-14,1.740750537913289e-19,5.337039888928146e-11,5.059644531517969e-18,7.553196259010281e-08,1.7082208628864346e-13,2.586003083134302e-19,2.1623901485257132e-18,1.1923760851249572e-13,1.799147079126904e-11,3.876266100225052e-15,2.6399811691232605e-15,8.731433749153695e-18,4.563191314942335e-15,1.4772332890177833e-19,7.316552205802736e-18
3.1757923641405347e-07,0.11226584788491999,0.9,0.0,0.0,0.0,0.0,0.09991066714892692,3.559469869996172e-05,2.4512496004357848e-06,7.095516361352444e-06,1.3379336653333118e-05,8.616784429390549e-07,1.3265297365148917e-05,3.4494147097305137e-06,5.5766922910215904e-06,1.1666784961150743e-05,2.1816995274097772e-05,4.207094177581205e-06,1.3082171681278451e-05,1.103656406688627e-08,8.178557397853443e-08,2.5811164389267138e-08,4.463192483272492e-09,2.9899376285051918e-05,1.0105266953097073e-05,5.305897084868876e-05,1.444817340765692e-05,9.477170178100196e-06,6.35141673421951e-10,9.581717981465882e-06,1.1024038104540439e-12,3.3091914519308795e-08,4.001966132574297e-13,4.1635304777432893e-13,4.581083953045089e-13,3.079351628196201e-13,1.0511103378050936e-13,2.2091081139230227e-06,3.972940847535756e-06,8.016058348090724e-14,3.794865342930484e-06,1.175060292202625e-13,1.47829832697944e-13,2.3849064400897146e-06,2.0363674049892626e-13,2.4868472672684967e-16,1.1269284074363387e-07,4.717504724973472e-17,1.5253564329217912e-08,2.96704221563669e-17,9.99105369840817e-19,1.0649430619912004e-19,4.9850215362776944e-17,1.3909900941906506e-17,9.994523638236607e-09,2.5543267141685252e-18,2.128563515782292e-17,7.11857981881722e-19,5.937368806018783e-18,2.6008478610840246e-14,1.8426018791701861e-19,5.781584930510798e-11,5.3133711024336094e-18,7.932996370044453e-08,1.740218660935124e-13,2.722067001868463e-19,2.268641207685975e-18,1.2147173675184306e-13,1.8328572939453096e-11,4.074146953787639e-15,2.772367921725457e-15,9.191919200429683e-18,4.8038516226682114e-15,1.5611569581335663e-19,7.453603064111994e-18
3.227420703228257e-07,0.11226626393003471,0.9,0.0,0.0,0.0,0.0,0.09990914026668496,3.6284315314739136e-05,2.451287061482607e-06,7.162491772454883e-06,1.3545661565937931e-05,8.616674759630681e-07,1.3437676467762147e-05,3.4513796058406287e-06,5.602289715393243e-06,1.185672965738011e-05,2.2339781803845028e-05,4.224939394129428e-06,1.3277151373917905e-05,1.1036732739684265e-08,8.1786828457052e-08,2.5810835881956803e-08,4.463165005978034e-09,3.038650152528538e-05,1.0281505965055808e-05,5.4418321852229384e-05,1.4713836888220366e-05,9.772395071874592e-06,6.355083182353935e-10,9.780074076671866e-06,1.1237405966931231e-12,3.363119132558545e-08,4.051639548203285e-13,4.225504458442355e-13,4.640525837535956e-13,3.1752167297713653e-13,1.0682152046553936e-13,2.2667676395966768e-06,4.112872463481039e-06,8.115709851850667e-14,3.909819870290302e-06,1.210632375893564e-13,1.5003312306749728e-13,2.4631136434150167e-06,2.1031051897407735e-13,2.532573460306587e-16,1.1885033533456718e-07,4.815156074783818e-17,1.627519048916665e-08,3.018787750500606e-17,1.042863062912909e-18,1.1234898466291116e-19,5.175020915757612e-17,1.460689113220878e-17,1.0654900342372287e-08,2.657707622952593e-18,2.2076360833257774e-17,7.492260162113043e-19,6.229075312762063e-18,2.6999779596227945e-14,1.9486192818315454e-19,6.25451511946563e-11,5.574961045895397e-18,8.324136639570695e-08,1.7722167105415893e-13,2.862571507334206e-19,2.3781179971121626e-18,1.2370588267604997e-13,1.8665677756024065e-11,4.278294302735381e-15,2.908857684590933e-15,9.667874170297606e-18,5.052596912986703e-15,1.6483570455532072e-19,7.59065499984088e-18
3.279049042315979e-07,0.11226668166249043,0.9,0.0,0.0,0.0,0.0,0.09990761115802,3.697523941609063e-05,2.4513169650503406e-06,7.229132194091212e-06,1.3710563596654573e-05,8.616565073249301e-07,1.3608566870708981e-05,3.453179158152716e-06,5.6269903559577574e-06,1.2046693957020203e-05,2.2867387922450665e-05,4.242143591160628e-06,1.3471030540716346e-05,1.103686738572935e-08,8.178783016842149e-08,2.58105073200406e-08,4.463137932615712e-09,3.087102513289663e-05,1.0457742199116446e-05,5.578823500548392e-05,1.4979501539315675e-05,1.0071379107597e-05,6.358445944499302e-10,9.97853814460531e-06,1.1451170219018962e-12,3.4167564262720926e-08,4.100885331963369e-13,4.287125683231884e-13,4.699451193327851e-13,3.2722994526072495e-13,1.0852279488237466e-13,2.3245490816121876e-06,4.255059038516805e-06,8.214508857198905e-14,4.026178454089285e-06,1.2466378037604376e-13,1.5222397741310663e-13,2.542474108321728e-06,2.1708250402817743e-13,2.5782998420734363e-16,1.252271862058282e-07,4.912860311417873e-17,1.7345269611282953e-08,3.070532430103014e-17,1.08781580380159e-18,1.184244681773142e-19,5.368760911707579e-17,1.532553149029774e-17,1.1346063630797484e-08,2.7632642138924045e-18,2.2882271100562143e-17,7.8781444835334135e-19,6.529665574462147e-18,2.8010596686515772e-14,2.0588992927987396e-19,6.757091223396251e-11,5.8445061795912464e-18,8.726703765530869e-08,1.804214901144703e-13,3.007570237164452e-19,2.4908586112569957e-18,1.2594003855011936e-13,1.9002784073903486e-11,4.488782993844925e-15,3.0494982085707153e-15,1.0159519452390014e-17,5.3095424159373705e-15,1.738902519880596e-19,7.727707539435663e-18
3.382305720491423e-07,0.1122675221134038,0.9,0.0,0.0,0.0,0.0,0.09990454631025394,3.836078308544684e-05,2.4513580024100045e-06,7.361471116425926e-06,1.403614743154418e-05,8.616345769719122e-07,1.3945961978809532e-05,3.456335203133495e-06,5.673823277633412e-06,1.2426683202656523e-05,2.3936935701386242e-05,4.2747199132870455e-06,1.3855495082452087e-05,1.1037052167249173e-08,8.17892058080232e-08,2.58098504024765e-08,4.463085042730656e-09,3.183224732863066e-05,1.0810206303075702e-05,5.855926065315896e-05,1.5510831261578528e-05,1.0680488343605076e-05,6.364357921773188e-10,1.0375754485450429e-05,1.1879817421494434e-12,3.5231576420617885e-08,4.1981085675129856e-13,4.4093124003734414e-13,4.815780179667933e-13,3.4700731724571235e-13,1.118976376669402e-13,2.4404112255091565e-06,4.5461486376308385e-06,8.409578382108552e-14,4.263057898498329e-06,1.3199331302804357e-13,1.5656846601713622e-13,2.704628637529264e-06,2.309188329283199e-13,2.6697526319083376e-16,1.3865286989652926e-07,5.1084098648911645e-17,1.9636113936567755e-08,3.174019143729253e-17,1.1813554138467917e-18,1.3125576648062965e-19,5.767467549332334e-17,1.6828768771008476e-17,1.2824058139229012e-08,2.98090686346124e-18,2.453965342643143e-17,8.687115967589005e-19,7.157906979327297e-18,3.0090806630255934e-14,2.2926351539164877e-19,7.856378088581947e-11,6.4078225945351354e-18,9.566451108362497e-08,1.8682113329631072e-13,3.3112616613079513e-19,2.7262787162064155e-18,1.3040835409629084e-13,1.967699728279464e-11,4.92907902519531e-15,3.34341956658235e-15,1.1190754344661005e-17,5.848490443416945e-15,1.930305919196726e-19,8.001812835279597e-18
3.4752367308493227e-07,0.11226828410315087,0.9,0.0,0.0,0.0,0.0,0.09990178045551455,3.9611689287269065e-05,2.4513779188529254e-06,7.4795796501614835e-06,1.4324427246062228e-05,8.616148590514127e-07,1.4244728812867076e-05,3.458734762762384e-06,5.7132039051203124e-06,1.2768745113045685e-05,2.4915703418651337e-05,4.3020681234669756e-06,1.4197771673788911e-05,1.1037141852829027e-08,8.178987470968057e-08,2.5809259754121665e-08,4.46303891235564e-09,3.26884062216955e-05,1.1127414424212448e-05,6.108811165137652e-05,1.59890250066695e-05,1.1241204680380082e-05,6.368869441157982e-10,1.0733534518320056e-05,1.2266783346785146e-12,3.6179208455214494e-08,4.284183255561552e-13,4.518081263213409e-13,4.918779936826554e-13,3.652123097819603e-13,1.1490334088315876e-13,2.54494193191735e-06,4.81571962370522e-06,8.582297677935325e-14,4.480926937047888e-06,1.3873421808781016e-13,1.6043622658185492e-13,2.85444629756498e-06,2.437017339354124e-13,2.7520595809879155e-16,1.5152082888537454e-07,5.284544052424652e-17,2.187699636646585e-08,3.267154232498906e-17,1.269749725413284e-18,1.4360404610400116e-19,6.139106316922678e-17,1.825820803853188e-17,1.4267870817103514e-08,3.184229993836207e-18,2.6083246271249008e-17,9.45839588576698e-19,7.754701955439597e-18,3.202979342577982e-14,2.518551489858031e-19,8.960403900140705e-11,6.942901662990364e-18,1.0362115687654766e-07,1.92580775969247e-13,3.600478781678917e-19,2.949675206737447e-18,1.3442981306106454e-13,2.0283785394551385e-11,5.347760021160934e-15,3.622607610209616e-15,1.2174694279792559e-17,6.3627214438869156e-15,2.1147037714940552e-19,8.248506051350038e-18
3.5681677412072224e-07,0.11226905127677655,0.9,0.0,0.0,0.0,0.0,0.09989900757744855,4.086599661790572e-05,2.4513855648079603e-06,7.596819194364069e-06,1.4608282488584985e-05,8.61595167764461e-07,1.4538987364377022e-05,3.460778411687361e-06,5.7501273832280705e-06,1.311087747907409e-05,2.5909610125968386e-05,4.327672468465951e-06,1.4536521571570777e-05,1.1037176292204746e-08,8.179013319071742e-08,2.5808669895247935e-08,4.4629941938537145e-09,3.3536079610750384e-05,1.1444613439697594e-05,6.364937756850034e-05,1.6467212824850696e-05,1.1813582475025202e-05,6.372727978650396e-10,1.1091543338774859e-05,1.2654774307077766e-12,3.711737056895568e-08,4.3689282257057643e-13,4.625719837488085e-13,5.020215318463801e-13,3.837948545678593e-13,1.178790042879715e-13,2.6496240406745135e-06,5.09240793017212e-06,8.75236605888529e-14,4.7031537598657945e-06,1.4560955813312391e-13,1.6426413525718253e-13,3.007899082252622e-06,2.567940657003721e-13,2.8343654687720453e-16,1.6515276883270113e-07,5.460790070204624e-17,2.429574786252618e-08,3.360286517433318e-17,1.3622023150768531e-18,1.5673744060562407e-19,6.522876837494383e-17,1.976160023526215e-17,1.5824392034662397e-08,3.3946061592616215e-18,2.7676067605312173e-17,1.0271467711215166e-18,8.381806402307424e-18,3.4032076061349056e-14,2.759795991728483e-19,1.0181498916561084e-10,7.505115233310924e-18,1.1196024883121075e-07,1.9834034725705752e-13,3.905061015784901e-19,3.1841919435224565e-18,1.3845122236130052e-13,2.089056601253686e-11,5.788101902163127e-15,3.9159535898373166e-15,1.3212805352845701e-17,6.9052639114651385e-15,2.311016589618511e-19,8.495196209831964e-18
3.661098751565122e-07,0.1122698235366752,0.9,0.0,0.0,0.0,0.0,0.09989622774760676,4.212342437374798e-05,2.451383807226837e-06,7.713251930456147e-06,1.4887780827233164e-05,8.615755077935095e-07,1.4828856344832193e-05,3.4625170655361467e-06,5.784744119815851e-06,1.345308275627263e-05,2.691847918390745e-05,4.351643729419031e-06,1.4871764816559408e-05,1.1037168391541061e-08,8.179007713024562e-08,2.580808098370312e-08,4.462950887458947e-09,3.4375260245659084e-05,1.1761803316980826e-05,6.624244002653395e-05,1.6945392404818913e-05,1.239743587594659e-05,6.376027247266144e-10,1.1449746772485051e-05,1.3043703157614098e-12,3.8046055178049935e-08,4.4523638322039886e-13,4.732234586619289e-13,5.120127447993502e-13,4.02748868781401e-13,1.208246046955529e-13,2.754376459534758e-06,5.3761425587904195e-06,8.919824067193806e-14,4.9296684827360075e-06,1.5261715346168852e-13,1.6805241851370355e-13,3.1649492723903627e-06,2.7019257178316306e-13,2.916669887497103e-16,1.7956805805817998e-07,5.637131092318632e-17,2.690031006609799e-08,3.453415901157328e-17,1.458780148140859e-18,1.706820836093821e-19,6.918778295710216e-17,2.1340328451615127e-17,1.749854529422324e-08,3.6120346989613574e-18,2.9318091948346394e-17,1.1127142992008067e-18,9.03978215552573e-18,3.609765384902442e-14,3.01694310523973e-19,1.1528132720279855e-10,8.094956467763494e-18,1.206858744607697e-07,2.0409981931926652e-13,4.2252973154799693e-19,3.4300299253513153e-18,1.4247256252072565e-13,2.1497336198093588e-11,6.250509782035208e-15,4.223714744864733e-15,1.430630896349918e-17,7.476756162789992e-15,2.519648525276749e-19,8.741882118273037e-18
3.754029761923022e-07,0.11227060078901502,0.9,0.0,0.0,0.0,0.0,0.09989344103756152,4.338370819817814e-05,2.451374868783641e-06,7.828931101615733e-06,1.516298889539062e-05,8.615558816946505e-07,1.5114453781036562e-05,3.463994408130648e-06,5.817195556759687e-06,1.3795363316271314e-05,2.794213518463623e-05,4.374085647554178e-06,1.5203523729675298e-05,1.1037128161157973e-08,8.178978086711392e-08,2.580749308557814e-08,4.462908983733264e-09,3.520594690012339e-05,1.207898402571355e-05,6.886670972496448e-05,1.7423561936920833e-05,1.2992583699384142e-05,6.378847636968357e-10,1.1808115539935119e-05,1.3433487828783356e-12,3.8965261421713517e-08,4.534510113631358e-13,4.837632700140202e-13,5.218557207875073e-13,4.2206842195892186e-13,1.2374013985952065e-13,2.8591233016377917e-06,5.666852478377567e-06,9.084711626504083e-14,5.1604022351241305e-06,1.5975485602302104e-13,1.7180132857807058e-13,3.325559369542754e-06,2.838940149173554e-13,2.99897253807859e-16,1.9478572442747983e-07,5.813552750262303e-17,2.96986760733341e-08,3.5465424873359085e-17,1.5595485899193608e-18,1.854640937445718e-19,7.326808170905516e-17,2.2995727029900302e-17,1.9295282814519067e-08,3.836512558835542e-18,3.100930769234608e-17,1.2026216818683233e-18,9.729153844630797e-18,3.822651041206655e-14,3.2905700125966016e-19,1.300910058134102e-10,8.7128978825542e-18,1.2980186788356819e-07,2.098591703609956e-13,4.561470000939181e-19,3.687374100710593e-18,1.4649381829113087e-13,2.2104093650347496e-11,6.735374708918364e-15,4.5461379090160385e-15,1.5456397973358862e-17,8.077821889416031e-15,2.741004068898654e-19,8.988562843217258e-18
3.8469607722809216e-07,0.11227138294396034,0.9,0.0,0.0,0.0,0.0,0.09989064751886093,4.464659912770118e-05,2.4513604731612997e-06,7.943901904185289e-06,1.543397230740088e-05,8.615362906830269e-07,1.53958964823194e-05,3.4652479092275392e-06,5.847614678709413e-06,1.4137721445519497e-05,2.898040400549738e-05,4.395095372199553e-06,1.5531822532016057e-05,1.1037063361558973e-08,8.178930205176679e-08,2.580690622546328e-08,4.4628684664741765e-09,3.602814351816585e-05,1.2396155537051933e-05,7.152162437860978e-05,1.79017200003206e-05,1.3598849397957498e-05,6.381258098358907e-10,1.2166624558109178e-05,1.3824051029746858e-12,3.987499420943162e-08,4.615386803433709e-13,4.941921972333346e-13,5.315545056013508e-13,4.417477349014142e-13,1.266256257997204e-13,2.96379360109379e-06,5.9644666718469365e-06,9.247068049142721e-14,5.395287146486326e-06,1.6702054896153085e-13,1.7551113915431604e-13,3.4896921184678195e-06,2.9789517890059337e-13,3.081273177096277e-16,2.1082445250537555e-07,5.99004272033422e-17,3.2698884332142725e-08,3.639666269739175e-17,1.6645714481173663e-18,2.0110954157254313e-19,7.746962423167663e-17,2.4729114651347157e-17,2.1219581555723017e-08,4.068036028610118e-18,3.274971198766017e-17,1.2969467919426147e-18,1.0450450803641918e-17,4.041862301580614e-14,3.581256017883734e-19,1.463352385727753e-10,9.359405762244737e-18,1.393118213952212e-07,2.1561838326859814e-13,4.913854787218507e-19,3.956411692211724e-18,1.5051497770001016e-13,2.271083656281611e-11,7.243082685189652e-15,4.883466165161644e-15,1.6664252189068697e-17,8.709077457943339e-15,2.9754876221959427e-19,9.235237651667036e-18
3.9398917826388214e-07,0.11227216991500617,0.9,0.0,0.0,0.0,0.0,0.09988784726298905,4.591186269263441e-05,2.4513419581466473e-06,8.058202303798117e-06,1.5700795674068477e-05,8.615167351289368e-07,1.567329958501006e-05,3.4663097014453e-06,5.876126495556564e-06,1.4480159344323406e-05,3.003311285242047e-05,4.4147638799612354e-06,1.5856687019207066e-05,1.1036980012517948e-08,8.178868542010526e-08,2.5806320438646556e-08,4.462829313711276e-09,3.684185849035039e-05,1.2713317823199953e-05,7.420664681659097e-05,1.8379865475163743e-05,1.421606100907004e-05,6.383317761903405e-10,1.2525252340883177e-05,1.4215319969567826e-12,4.0775263413101926e-08,4.695013338367519e-13,5.045110698448346e-13,5.411130868937408e-13,4.617811779719069e-13,1.2948109449260674e-13,3.068321040192738e-06,6.268914176622087e-06,9.406932045197454e-14,5.6342563327867555e-06,1.7441214618335462e-13,1.7918214174650648e-13,3.6573105257563162e-06,3.1219287018511807e-13,3.1635715953586545e-16,2.2770258126746481e-07,6.166590403429292e-17,3.590901278601353e-08,3.7327870944198276e-17,1.7739110530730967e-18,2.176444395187227e-19,8.179233563051613e-17,2.6541800066820372e-17,2.3276439363959136e-08,4.306601423134518e-18,3.453924647815768e-17,1.3957659634643773e-18,1.1204210152704562e-17,4.2673958149974073e-14,3.889582210987168e-19,1.6410850260780106e-10,1.0034942910713813e-17,1.4921909639951747e-07,2.213774445513173e-13,5.28272115548465e-19,4.2373336647485645e-18,1.5453603131113616e-13,2.3317563511811938e-11,7.774016989951938e-15,5.2359408069579e-15,1.7931041943049936e-17,9.371134412047551e-15,3.223503340603217e-19,9.481905965762439e-18
4.032822792996721e-07,0.11227296161893678,0.9,0.0,0.0,0.0,0.0,0.09988504034133196,4.717927806847071e-05,2.4513203628531118e-06,8.171863783148748e-06,1.5963522617964248e-05,8.614972149298643e-07,1.594677616525835e-05,3.4672073365015637e-06,5.902848500186171e-06,1.4822679126161989e-05,3.110009029474215e-05,4.433176367443623e-06,1.6178144282141258e-05,1.1036882796168308e-08,8.178796572733431e-08,2.5805735714827675e-08,4.462791502565138e-09,3.7647104039456446e-05,1.3030470857141565e-05,7.69212632256771e-05,1.8857997474807954e-05,1.484405108633574e-05,6.385077313832373e-10,1.2883980483717278e-05,1.46072260936813e-12,4.166608318154535e-08,4.773408852006267e-13,5.147207586142763e-13,5.505353807245296e-13,4.821632689317137e-13,1.3230659106010495e-13,3.172643688104955e-06,6.5801241194453604e-06,9.564341734582591e-14,5.877243883211075e-06,1.8192759199612306e-13,1.8281464248146828e-13,3.828377875248499e-06,3.267839192342562e-13,3.2458676548543666e-16,2.4543810231015303e-07,6.343186783019325e-17,3.933717324999874e-08,3.825905089164719e-17,1.8876282118259665e-18,2.350947482325131e-19,8.623612876557628e-17,2.843503797354009e-17,2.5470871231363587e-08,4.552202577711243e-18,3.637786846948351e-17,1.4991541049449985e-18,1.199092214432911e-17,4.4992467083842665e-14,4.216131575725576e-19,1.8350854010695976e-10,1.0739948405332181e-17,1.5952683372586406e-07,2.2713634353212999e-13,5.668332438656063e-19,4.530310394939651e-18,1.585569716546815e-13,2.3924273370091467e-11,8.328545487292826e-15,5.603791368065466e-15,1.925790581435019e-17,1.0064588227711473e-14,3.485455362271681e-19,9.728567328243818e-18
4.125753803354621e-07,0.11227375797548739,0.9,0.0,0.0,0.0,0.0,0.09988222682514848,4.844863727673472e-05,2.45129649345581e-06,8.284912024335159e-06,1.6222215788519382e-05,8.614777296482928e-07,1.621643691569104e-05,3.467964431875206e-06,5.9278911018347216e-06,1.5165282817265561e-05,3.218116629235551e-05,4.450412618396807e-06,1.649622246963946e-05,1.1036775342965547e-08,8.178716994090987e-08,2.580515202015677e-08,4.462755009136493e-09,3.844389570357097e-05,1.3347614612506772e-05,7.966498153015324e-05,1.9336115294773995e-05,1.548265661590411e-05,6.386580197363279e-10,1.3242793224547246e-05,1.4999704835422023e-12,4.254747136350455e-08,4.850592185351217e-13,5.248221679511291e-13,5.598252204380307e-13,5.02888670140003e-13,1.3510217228712668e-13,3.2767037513937103e-06,6.898025746176696e-06,9.719334653511922e-14,6.124184847075744e-06,1.8956486066735968e-13,1.864089594447962e-13,4.002857740550674e-06,3.41665181559951e-13,3.3281612403162113e-16,2.6404865853276624e-07,6.519824131452329e-17,4.2991506013406844e-08,3.9190202904151144e-17,2.005782237903766e-18,2.534863397605338e-19,9.080091209985197e-17,3.041006811302498e-17,2.7807905670921873e-08,4.804832755445812e-18,3.8265564007653436e-17,1.6071846704642183e-18,1.2811081053022999e-17,4.737409858106249e-14,4.56148834432092e-19,2.0463635872502004e-10,1.1474854585738679e-17,1.7023796333525277e-07,2.3289507172639686e-13,6.070945717385859e-19,4.8355139012293525e-18,1.6257779279486384e-13,2.4530965242006913e-11,8.907031034403994e-15,5.987243237044654e-15,2.0645968664222725e-17,1.0790026547797364e-14,3.761747343452761e-19,9.975221375710999e-18
4.2186848137125205e-07,0.11227455890717224,0.9,0.0,0.0,0.0,0.0,0.09987940678554492,4.971974443175723e-05,2.4512709741196914e-06,8.397367532223969e-06,1.6476936876897198e-05,8.614582785555926e-07,1.648238987749482e-05,3.468601226735106e-06,5.951358036480643e-06,1.5507972356424733e-05,3.327617221670573e-05,4.466547347488581e-06,1.6810950585516917e-05,1.1036660458065949e-08,8.178631892902663e-08,2.5804569361473573e-08,4.462719806043633e-09,3.923225189677901e-05,1.3664749063482775e-05,8.243732989234717e-05,1.9814218373197966e-05,1.6131718920699165e-05,6.387863646284121e-10,1.3601677067252969e-05,1.5392695382609735e-12,4.3419449017201863e-08,4.926581898831644e-13,5.348162294285386e-13,5.689863475003996e-13,5.239521853932382e-13,1.378679055354775e-13,3.380447336283637e-06,7.222548447568825e-06,9.871947762379914e-14,6.375015220923765e-06,1.9732195599208833e-13,1.899654203965184e-13,4.180713995189409e-06,3.568335385768358e-13,3.410452231768241e-16,2.8355154324279485e-07,6.696495764510041e-17,4.688017465536835e-08,4.01213248266709e-17,2.128431061798994e-18,2.7284498471627707e-19,9.548656024227297e-17,3.2468133936827035e-17,3.0292581202360017e-08,5.064486115689556e-18,4.020225127560969e-17,1.7199297384552977e-18,1.3665203504218562e-17,4.9818794669558756e-14,4.926237575096434e-19,2.275962310080143e-10,1.2240095812946373e-17,1.8135521344581271e-07,2.386536223631576e-13,6.490812233538635e-19,5.153126138089913e-18,1.6659848999728167e-13,2.5137638413376813e-11,9.509837674293104e-15,6.386522713796452e-15,2.2096351964622554e-17,1.1548035244465673e-14,4.052782220332064e-19,1.0221867818098704e-17
4.31161582407042e-07,0.11227536433907351,0.9,0.0,0.0,0.0,0.0,0.09987658029345318,5.0992415030785424e-05,2.45124428723067e-06,8.509246203654775e-06,1.672774663063944e-05,8.614388607996376e-07,1.6744740221592495e-05,3.4691350608952635e-06,5.973346755292459e-06,1.5850749595005312e-05,3.438494086670117e-05,4.481650522299023e-06,1.712235831464187e-05,1.1036540317531397e-08,8.178542882665427e-08,2.580398771108087e-08,4.462685866806398e-09,4.00121935337548e-05,1.3981874184731612e-05,8.523785532254792e-05,2.0292306259551527e-05,1.6791083554877548e-05,6.388959544394024e-10,1.3960620457885865e-05,1.578614045720002e-12,4.42820399915046e-08,5.001396261853694e-13,5.447038963005641e-13,5.780224038374911e-13,5.453487565943434e-13,1.4060386655837322e-13,3.483824222599695e-06,7.55362178170638e-06,1.0022217458681533e-13,6.629671935801099e-06,2.0519691096939061e-13,1.934843607749431e-13,4.361910820788646e-06,3.7228589835582856e-13,3.492740567778501e-16,3.0396369964355324e-07,6.873196035991465e-17,5.101136106206774e-08,4.105241811042413e-17,2.2556311698042855e-18,2.931963706071227e-19,1.0029293805668934e-16,3.461041941203858e-17,3.292994294593412e-08,5.33115419332184e-18,4.218786165237111e-17,1.8374601465089667e-18,1.45537495652644e-17,5.232648176300461e-14,5.310965462977952e-19,2.5249569292922324e-10,1.3036079778330907e-17,1.928811190977524e-07,2.444119900185894e-13,6.928177510053688e-19,5.483304000085446e-18,1.7061905946740822e-13,2.5744292311489745e-11,1.0137312701299233e-14,6.801843100903456e-15,2.3610142438747843e-17,1.2339182847439545e-14,4.358962617128444e-19,1.0468506423154204e-17
4.40454683442832e-07,0.11227617419867324,0.9,0.0,0.0,0.0,0.0,0.09987374741961139,5.226647528494458e-05,2.451216805329132e-06,8.620559846894205e-06,1.6974704868092835e-05,8.614194754737429e-07,1.7003590073377597e-05,3.4695807878074745e-06,5.9939487921843706e-06,1.6193616297146982e-05,3.550730648033817e-05,4.495787665007669e-06,1.7430475873755536e-05,1.1036416600840193e-08,8.178451210155895e-08,2.5803407009861876e-08,4.4626531660746615e-09,4.078374370834897e-05,1.429898995132861e-05,8.806612238893869e-05,2.0770378589842865e-05,1.746060019043296e-05,6.389895195864615e-10,1.4319613505967906e-05,1.617998610703723e-12,4.5135270567129137e-08,5.075053262529507e-13,5.544861387105049e-13,5.869369258178833e-13,5.670734599831461e-13,1.433101386572234e-13,3.5867876490868748e-06,7.891175493614523e-06,1.0170179582830914e-13,6.888092844707552e-06,2.1318778737842778e-13,1.969661220302444e-13,4.546412713566684e-06,3.8801919614395166e-13,3.5750261988207053e-16,3.253017206689957e-07,7.049920122614949e-17,5.539326063547214e-08,4.198348374160431e-17,2.3874376125969068e-18,3.145660619868786e-19,1.0521991720254604e-16,3.6838091090787275e-17,3.572503932165808e-08,5.60482779739175e-18,4.42223796113616e-17,1.959845428407112e-18,1.5477179138694833e-17,5.489708679724593e-14,5.716258685639151e-19,2.7944554161292013e-10,1.3863205656597576e-17,2.0481803018241503e-07,2.5017017031013804e-13,7.383281113012228e-19,5.826203903474394e-18,1.7463949813880045e-13,2.6350926473597716e-11,1.0789797516226163e-14,7.23341252215163e-15,2.5188411024383145e-17,1.3164028822860747e-14,4.680690359776681e-19,1.0715137003188486e-17
