Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032)
2.073232637049154e-08,0.11224611716781047,0.9,0.0,0.0,0.0,0.0,0.0999944226994692,1.5274795775325518e-06,1.052747536469332e-06,9.174720980089635e-07,1.0208470116179054e-06,5.321921830774223e-07,8.839892696674077e-07,7.958265455944805e-07,8.019977865184903e-07,7.615731995852562e-07,7.913981589803245e-07,6.414392031985732e-07,7.292940178926609e-07,4.739912864328591e-09,3.501402545978802e-08,1.589041830873409e-08,2.7489919209399513e-09,5.91324160664679e-07,2.5120367126865127e-07,4.4094077587691853e-07,2.5047876451308313e-07,3.897146034739013e-08,1.464151655176244e-10,9.413620563720721e-08,4.735554629696742e-14,6.364675075136079e-10,3.056606644988944e-14,2.3234033035141865e-14,3.055894010445016e-14,1.267555943411078e-15,2.0829872626620096e-15,3.735373469763252e-09,3.86608813880483e-09,6.116272145805558e-15,1.7405969185544503e-08,5.395129353058321e-16,8.241089954005942e-15,8.538948574936892e-09,7.298412127583098e-16,4.311154941141048e-18,5.7898148358201354e-12,4.633624925354748e-19,8.960807402210664e-14,7.375006460494469e-19,1.5555279328830762e-21,1.7721670643124198e-23,3.709336472520422e-20
2.1834035971129624e-08,0.11224616248010107,0.9,0.0,0.0,0.0,0.0,0.09999412589391121,1.6140097711536453e-06,1.0938442933799354e-06,9.625892174036852e-07,1.0761894887592915e-06,5.486096333377383e-07,9.323930677120775e-07,8.344438837309547e-07,8.418087443916801e-07,8.020412342562073e-07,8.353475747821155e-07,6.729664156144194e-07,7.701082640100118e-07,4.924947940340411e-09,3.638846361323748e-08,1.6384738784381027e-08,2.8343627015217387e-09,6.490047952384447e-07,2.747368748478501e-07,4.867270803628422e-07,2.7530976929572647e-07,4.327163896310243e-08,1.5352528326892677e-10,1.0413034250150312e-07,5.003802319124386e-14,6.997097637782326e-10,3.2223015685879576e-14,2.45342214663378e-14,3.2232120414809824e-14,1.4074155911351126e-15,2.2859494859123307e-15,4.318923486956334e-09,4.4803076702331164e-09,6.447849460575856e-15,1.9322586458223305e-08,5.9891813930106255e-16,8.702294926414656e-15,9.488483030228631e-09,8.109972142671319e-16,4.738543003562072e-18,7.025691143047555e-12,5.125605180667545e-19,1.1253083999154678e-13,8.065934531883128e-19,1.7349244466800154e-21,2.076556323069276e-23,4.3080181194960103e-20
2.2935745571767706e-08,0.11224620828203238,0.9,0.0,0.0,0.0,0.0,0.09999382902877578,1.701055559163866e-06,1.1337347820704708e-06,1.0073611330113462e-06,1.131574440957393e-06,5.642104383617659e-07,9.809170715322122e-07,8.726635487909387e-07,8.81347969078034e-07,8.425090917421002e-07,8.795080130269603e-07,7.042491437079168e-07,8.111120065829444e-07,5.104551883862332e-09,3.772255940158446e-08,1.685447053693878e-08,2.9154869422391955e-09,7.087343700139784e-07,2.9897159193722214e-07,5.345582375054893e-07,3.0107744778992387e-07,4.7801289074543064e-08,1.6056219767519445e-10,1.1459584727606547e-07,5.273646630200238e-14,7.652487941938054e-10,3.388122535550548e-14,2.5840437989740072e-14,3.390944468436425e-14,1.5547378593156962e-15,2.4961199175071515e-15,4.955890284772123e-09,5.152692192964176e-09,6.779681259360924e-15,2.1340387965808843e-08,6.614592132450289e-16,9.165641227696027e-15,1.0489830438763307e-08,8.965812031329213e-16,5.182053574310928e-18,8.44772011565081e-12,5.640794801340413e-19,1.3991403791904237e-13,8.777461393719908e-19,1.9251532777970755e-21,2.4146443546182873e-23,4.965309165789738e-20
2.403745517240579e-08,0.11224625456339767,0.9,0.0,0.0,0.0,0.0,0.09999353210214605,1.7886134009026678e-06,1.1724544025585723e-06,1.0517909414444885e-06,1.186994642587774e-06,5.790352137849405e-07,1.0295580448249151e-06,9.104836854654315e-07,9.206170887544604e-07,8.829767717874736e-07,9.238817776144925e-07,7.352892827624283e-07,8.523025028778616e-07,5.278884080827715e-09,3.901749674097295e-08,1.730083648016173e-08,2.992575844811504e-09,7.704436723352906e-07,3.2387292735871536e-07,5.844082292924605e-07,3.2775430667429975e-07,5.2560971562135266e-08,1.6752556652178835e-10,1.2552783010708474e-07,5.545076566322031e-14,8.330068836994645e-10,3.554047907708769e-14,2.7152595148864704e-14,3.559080097278814e-14,1.7095409128804035e-15,2.7132549492709043e-15,5.647847047939791e-09,5.8852371447790334e-09,7.111724250758772e-15,2.3459443200268762e-08,7.271382784345413e-16,9.631097864693467e-15,1.1543228917115884e-08,9.866134854496016e-16,5.641213456719496e-18,1.0072978803972838e-11,6.178953351346727e-19,1.723691540679646e-13,9.50856253803669e-19,2.1263743096067203e-21,2.788335225172294e-23,5.683479353934767e-20
2.5139164773043872e-08,0.11224630131433885,0.9,0.0,0.0,0.0,0.0,0.09999323511216948,1.8766797762444222e-06,1.2100375159984256e-06,1.0958817271920574e-06,1.2424432367235627e-06,5.931225552465127e-07,1.0783127905723985e-06,9.479027414795216e-07,9.59617725156067e-07,9.234442741529099e-07,9.68471088806169e-07,7.660887133677951e-07,8.936770029391852e-07,5.448099239764895e-09,4.027442480383985e-08,1.772499870677539e-08,3.0658301069746955e-09,8.340660745674467e-07,3.494077214242877e-07,6.36251710834916e-07,3.5531365945255076e-07,5.755123202574978e-08,1.7441510341346246e-10,1.3692138020640469e-07,5.818081194715135e-14,9.029092252456703e-10,3.720057151157934e-14,2.8470605258463165e-14,3.727607869958385e-14,1.8718424193323764e-15,2.9371200718001647e-15,6.396287718962559e-09,6.6798706847697845e-09,7.443937352371714e-15,2.5679808836978637e-08,7.959570588053495e-16,1.0098633762641096e-14,1.2648913105367042e-08,1.0811140697884579e-15,6.1155633376291544e-18,1.1919142308084314e-11,6.739839337583518e-19,2.1055754749021832e-13,1.0258264396381763e-18,2.33874832049522e-21,3.1995518323285164e-23,6.464743573680134e-20
2.6240874373681955e-08,0.11224634852533238,0.9,0.0,0.0,0.0,0.0,0.09999293805705564,1.9652511855312065e-06,1.2465174751661286e-06,1.1396365621113746e-06,1.2979137167839854e-06,6.065091388389931e-07,1.1271781507602889e-06,9.849194541317932e-07,9.9835149354626e-07,9.639115986173415e-07,1.0132780863812993e-06,7.966493015342698e-07,9.352327514585596e-07,5.612347529055239e-09,4.149445903848578e-08,1.812806151298241e-08,3.135440444819569e-09,8.995374253858511e-07,3.7554446363419615e-07,6.900639858543044e-07,3.8372960277712244e-07,6.27726009687999e-08,1.812305752950924e-10,1.4877156948755013e-07,6.092649646222016e-14,9.74883795822872e-10,3.886130781290549e-14,2.9794380464070145e-14,3.8965168634312176e-14,2.041659554749007e-15,3.167489491816377e-15,7.20263010728093e-09,7.538456199399876e-09,7.776281580855911e-15,2.8001529392430937e-08,8.679169013261681e-16,1.0568217786285984e-14,1.3807114159159581e-08,1.1801026665253394e-15,6.6046573802055704e-18,1.40044670480847e-11,7.323210390251144e-19,2.551916990030171e-13,1.1025641808091268e-18,2.562436955372449e-21,3.65023582721951e-23,7.311263235441647e-20
2.7342583974320037e-08,0.11224639618717548,0.9,0.0,0.0,0.0,0.0,0.09999264093507367,2.0543241495045993e-06,1.2819266540519702e-06,1.1830585049475787e-06,1.3533999090933837e-06,6.192298165740355e-07,1.1761510060934292e-06,1.0215328373118338e-06,1.0368200026881e-06,1.0043787449802768e-06,1.0583048326577326e-06,8.269728988055639e-07,9.769669895588469e-07,5.771774710170184e-09,4.267868215876036e-08,1.8511074273013615e-08,3.2015880892108737e-09,9.667959459759973e-07,4.022532106568671e-07,7.458209832164682e-07,4.129769934665179e-07,6.822559398106524e-08,1.8797180006046383e-10,1.6107345603982282e-07,6.368771115088701e-14,1.0488612398437332e-09,4.052250310557411e-14,3.1123832798835896e-14,4.065796288673701e-14,2.2190090097390286e-15,3.4041457668030732e-15,8.068218869849773e-09,8.462794703601328e-09,8.108719947425943e-15,3.0424637849217415e-08,9.43018795377873e-16,1.1039818760047454e-14,1.5018059744061364e-08,1.2835986873649654e-15,7.108062828666246e-18,1.634777464338399e-11,7.928823435204563e-19,3.0703639284031424e-13,1.1809815614033837e-18,2.7976026980324743e-21,4.1423475389735307e-23,8.22514761510579e-20
2.844429357495812e-08,0.11224644429097301,0.9,0.0,0.0,0.0,0.0,0.09999234374455036,2.1438952092365304e-06,1.3162964765854399e-06,1.226150600879375e-06,1.4088959563060998e-06,6.31317707109158e-07,1.2252282757094044e-06,1.0577421689804994e-06,1.0750248548169002e-06,1.0448457130639517e-06,1.1035533153833803e-06,8.5706134237102e-07,1.018876956495931e-06,5.9265222670034194e-09,4.3828145104730976e-08,1.8875034170796845e-08,3.2644452575648425e-09,1.0357821309163246e-06,4.295055083805994e-07,8.034992344655332e-07,4.4303142619617855e-07,7.39107119202296e-08,1.9463864424629505e-10,1.7382208744615502e-07,6.64643485874836e-14,1.1247747584692505e-09,4.2183981988222924e-14,3.2458874237739436e-14,4.2354354896892114e-14,2.403906995357556e-15,3.6468794561272995e-15,8.994328368773832e-09,9.454627141584884e-09,8.441217358547156e-15,3.294915624989102e-08,1.0212633911676845e-15,1.1513405487247646e-14,1.628197403213039e-08,1.3916212450534008e-15,7.625359624577458e-18,1.8968436374039995e-11,8.556434858557959e-19,3.6690983431770326e-13,1.2609950369693926e-18,3.0444088443323278e-21,4.6778659012548154e-23,9.208455170360219e-20
2.9546003175596203e-08,0.11224649282812522,0.9,0.0,0.0,0.0,0.0,0.09999204648386795,2.2339609260592208e-06,1.349657444516918e-06,1.2689158810900057e-06,1.4643963016562514e-06,6.428042819594632e-07,1.2744069168899855e-06,1.0935469790986703e-06,1.1129676456140428e-06,1.0853125027154005e-06,1.1490254505042463e-06,8.869164551769129e-07,1.060959891281137e-06,6.076727531406142e-09,4.494386797515918e-08,1.9220888795711586e-08,3.3241756021501537e-09,1.1064386535358274e-06,4.572743178443304e-07,8.63075852313794e-07,4.738692118443271e-07,7.982844109211826e-08,2.0123102080886586e-10,1.8701250395001816e-07,6.925630197602155e-14,1.2025600028648636e-09,4.384557806187403e-14,3.3799416749271886e-14,4.40542394250765e-14,2.5963692489786055e-15,3.8954887879118354e-15,9.98216541119445e-09,1.0515636591664496e-08,8.773740521570173e-15,3.5575096261183215e-08,1.102651017224091e-15,1.198894676844504e-14,1.7599077700584454e-08,1.5041891532703645e-15,8.156140034402076e-18,2.188635819940297e-11,9.205800663805036e-19,4.356847065519737e-13,1.3425252171955432e-18,3.303019476158729e-21,5.2587883806888157e-23,1.026319482871785e-19
3.0647712776234286e-08,0.11224654179031561,0.9,0.0,0.0,0.0,0.0,0.09999174915146197,2.3245178814942606e-06,1.3820391644803749e-06,1.3113573623623812e-06,1.5198956739918732e-06,6.537194474160437e-07,1.3236839247706973e-06,1.1289470379900805e-06,1.150649964181983e-06,1.125779113808446e-06,1.1947230848145885e-06,9.165400460368872e-07,1.1032130342270996e-06,6.222523805034809e-09,4.6026840932586366e-08,1.9549538609143302e-08,3.380934636062457e-09,1.1787102755375514e-06,4.855339448569744e-07,9.245285100442163e-07,5.05467356473879e-07,8.597925342962169e-08,2.0774888698059697e-10,2.0063974147671791e-07,7.206346514797445e-14,1.2821549719519905e-09,4.550713348168284e-14,3.5145372344680315e-14,4.575751254178555e-14,2.7964110401246643e-15,4.149779340923012e-15,1.1032871876581542e-08,1.1647450379363003e-08,9.106257855064877e-15,3.830245971003532e-08,1.1871816970177606e-15,1.24664114189029e-14,1.896958793247779e-08,1.6213209266930343e-15,8.700008287974702e-18,2.5121966309548066e-11,9.876676621719131e-19,5.142891691977866e-13,1.4254966594012125e-18,3.5735994361504725e-21,5.887130906945913e-23,1.139132724752287e-19
3.1749422376872365e-08,0.11224659116949945,0.9,0.0,0.0,0.0,0.0,0.09999145174581954,2.4155626771808515e-06,1.4134703742616961e-06,1.3534780466972926e-06,1.5753890735535884e-06,6.64091622389297e-07,1.3730563320487061e-06,1.1639423451236996e-06,1.1880733930204366e-06,1.1662455462456112e-06,1.2406479984947709e-06,9.459339097415375e-07,1.1456336284199114e-06,6.36404047762233e-09,4.707802508184824e-08,1.986183928830033e-08,3.434870138008626e-09,1.2525437606818685e-06,5.142599731179271e-07,9.87835421782751e-07,5.37803540931309e-07,9.236360667029479e-08,2.141922422039051e-10,2.1469883451442973e-07,7.48857325600349e-14,1.3634999154031333e-09,4.716849853098803e-14,3.649665312486253e-14,4.746407161758468e-14,3.0040471762529944e-15,4.40956374074864e-15,1.2147527236524404e-08,1.2851642103013482e-08,9.43873940361516e-15,4.113123909287789e-08,1.2748551647529004e-15,1.2945768285224724e-14,2.0393718419287996e-08,1.7430347812230787e-15,9.256580227576707e-18,2.8696193185291376e-11,1.056881841329849e-18,6.037078020915404e-13,1.5098376722920042e-18,3.856314303143795e-21,6.564927804247755e-23,1.259476604630167e-19
3.2851131977510445e-08,0.11224664095789334,0.9,0.0,0.0,0.0,0.0,0.09999115426547743,2.507091934803271e-06,1.443978968296405e-06,1.3952809209537068e-06,1.6308717584601563e-06,6.739478123831639e-07,1.4225212086892044e-06,1.1985331183016711e-06,1.2252395080037093e-06,1.2067117999599564e-06,1.28680190754204e-06,9.750998271671392e-07,1.1882189211202863e-06,6.501403141779642e-09,4.809835332281921e-08,2.015860395352039e-08,3.486122536972536e-09,1.3278877923359796e-06,5.434292006617232e-07,1.0529753235999323e-06,5.708561010440076e-07,9.898194453262218e-08,2.2056112613975617e-10,2.2918481886012718e-07,7.772299929184753e-14,1.4465372411247054e-09,4.882953121653429e-14,3.7853171324999524e-14,4.917381531293154e-14,3.2192920084983243e-15,4.674661369584722e-15,1.3327150971848927e-08,1.4129733575848615e-08,9.771156756848787e-15,4.40614180595134e-08,1.3656708803710932e-15,1.3426986261187525e-14,2.187167936531999e-08,1.869348634368938e-15,9.825482967294799e-18,3.263046414388146e-11,1.1281981766012047e-18,7.049824965249037e-13,1.5954801294610471e-18,4.151330368310668e-21,7.294231724097518e-23,1.3875379011800157e-19
3.3952841578148524e-08,0.11224669114796426,0.9,0.0,0.0,0.0,0.0,0.09999085670902016,2.599102296017575e-06,1.4735920224192955e-06,1.4367689565101936e-06,1.6863392318659181e-06,6.833136797917376e-07,1.4720756616304817e-06,1.2327197832395536e-06,1.2621498783591604e-06,1.24717787491683e-06,1.3331864660991291e-06,1.004039565383535e-06,1.2309661650963203e-06,6.634733704429087e-09,4.908873117813845e-08,2.0440605284867855e-08,3.5348252777570166e-09,1.404692894709552e-06,5.730195794623328e-07,1.1199274554040278e-06,6.046040083986389e-07,1.0583469689093984e-07,2.268556167484752e-10,2.4409273423527666e-07,8.057516104371947e-14,1.531211426491273e-09,5.049009688382064e-14,3.921483935700836e-14,5.0886643567953355e-14,3.4421594373716654e-15,4.9448980889970745e-15,1.4572704891560507e-08,1.5483196688297573e-08,1.0103482972492878e-14,4.7092971872860985e-08,1.4596280438066548e-15,1.3910034302802188e-14,2.3403677493839364e-08,2.000280105775879e-15,1.0406354562363379e-17,3.694668434903152e-11,1.2015922583587231e-18,8.192132966693496e-13,1.682359292154761e-18,4.4588146119631965e-21,8.077113579076658e-23,1.523498927601356e-19
3.5054551178786604e-08,0.11224674173242008,0.9,0.0,0.0,0.0,0.0,0.09999055907507856,2.691590422377588e-06,1.5023358178876605e-06,1.477945108946592e-06,1.7417872297571108e-06,6.922136106990689e-07,1.5217168344878303e-06,1.2665029635261245e-06,1.2988060666467742e-06,1.287643771115549e-06,1.379803268685309e-06,1.0327548777611836e-06,1.2738726198903302e-06,6.764150494967206e-09,5.0050037596641164e-08,2.070857753344208e-08,3.5811051683423715e-09,1.4829113576053317e-06,6.030101580417562e-07,1.188671543590037e-06,6.390268516836617e-07,1.1292227994900514e-07,2.3307582844046637e-10,2.5941762677597937e-07,8.344211413430867e-14,1.6174689334904447e-09,5.215006785158435e-14,4.058156984989427e-14,5.260245759218457e-14,3.672662918414969e-15,5.220105975055337e-15,1.588509535787453e-08,1.6913455194012258e-08,1.0435692503257106e-14,5.022586784575183e-08,1.5567256085303545e-15,1.4394881442628826e-14,2.4989916054850893e-08,2.13584651789661e-15,1.0998843688202153e-17,4.166722626507629e-11,1.2770397069571884e-18,9.475591935147869e-13,1.7704136408482976e-18,4.778934680998229e-21,8.915662477564135e-23,1.6675376467527694e-19
3.615626077942468e-08,0.11224679270419978,0.9,0.0,0.0,0.0,0.0,0.09999026136232789,2.784552995260206e-06,1.5302358646993704e-06,1.518812317745042e-06,1.7972117093553366e-06,7.006707783556893e-07,1.571441907256456e-06,1.2998834709502888e-06,1.3352096287398137e-06,1.328109488591001e-06,1.4266538523343257e-06,1.0612475040773812e-06,1.3169355530221918e-06,6.889768370252636e-09,5.098312573320689e-08,2.0963218432615097e-08,3.6250827099641148e-09,1.562497164520231e-06,6.333810269338422e-07,1.2591877844102101e-06,6.741048185795053e-07,1.2024509641220724e-07,2.392219102945479e-10,2.751545514021316e-07,8.632375549829183e-14,1.7052581278789144e-09,5.380932306447123e-14,4.1953275688079177e-14,5.432115985427055e-14,3.910815467811381e-15,5.500123065260373e-15,1.7265175421439184e-08,1.842188642301332e-08,1.0767761127354532e-14,5.346006575591595e-08,1.6569622944168878e-15,1.4881496803374697e-14,2.6630594834440517e-08,2.2760648967954782e-15,1.1602609328865897e-17,4.681491753578744e-11,1.3545161844896892e-18,1.0912388735716663e-12,1.8595847151941305e-18,5.111858866956745e-21,9.81198565923303e-23,1.819827783653043e-19
3.725797038006276e-08,0.11224684405646436,0.9,0.0,0.0,0.0,0.0,0.09998996356948645,2.8779867157900484e-06,1.5573169242266136e-06,1.5593735060095548e-06,1.8526088380978418e-06,7.08707203498033e-07,1.6212480960135415e-06,1.3328622961829265e-06,1.3713621138065522e-06,1.3685750274151692e-06,1.4737396986435083e-06,1.089519170621655e-06,1.360152241131536e-06,7.011698816512838e-09,5.188882370572126e-08,2.1205191014214852e-08,3.6668724107738444e-09,1.6434059239395605e-06,6.641132668605456e-07,1.3314568280331003e-06,7.098186781802352e-07,1.278035356584124e-07,2.4529404434166273e-10,2.912985740700537e-07,8.921998268401246e-14,1.7945292019463636e-09,5.5467747762982586e-14,4.3329870047781994e-14,5.6042654071642576e-14,4.15662966795093e-15,5.78479311671123e-15,1.8713746870696794e-08,2.00098229252135e-08,1.1099665882478391e-14,5.679551824025275e-08,1.7603365999699723e-15,1.5369849610801078e-14,2.8325910165601522e-08,2.420951973079479e-15,1.2217320474629371e-17,5.241302926917041e-11,1.4339974059660263e-18,1.2515314244786751e-12,1.9498169619256188e-18,5.457756084673261e-21,1.076820843118618e-22,1.98053893538732e-19
3.835967998070084e-08,0.1122468957825884,0.9,0.0,0.0,0.0,0.0,0.09998966569531392,2.971888304763491e-06,1.5836030311854522e-06,1.5996315802033164e-06,1.9079749831657963e-06,7.163438116683591e-07,1.6711326526196118e-06,1.3654405998019078e-06,1.4072650642930422e-06,1.4090403876985854e-06,1.5210622357380876e-06,1.1175715903003424e-06,1.403519971061077e-06,7.130050048260383e-09,5.2767935329824573e-08,2.1435125334397338e-08,3.706583083902704e-09,1.725594803674879e-06,6.951888994852195e-07,1.4054597632598138e-06,7.461497639310572e-07,1.3559797390743693e-07,2.512924439117942e-10,3.078447739128886e-07,9.21306938511098e-14,1.8852341005681814e-09,5.712523316983629e-14,4.471126643152276e-14,5.776684520016892e-14,4.410117672951388e-15,6.073965374985335e-15,2.02315621991397e-08,2.1678554047417634e-08,1.1431385003062093e-14,6.023217116942078e-08,1.8668468139371655e-15,1.5859909205965008e-14,3.007605494046879e-08,2.5705241829495523e-15,1.284265582843874e-17,5.848526471050351e-11,1.5154591499345867e-18,1.4297769995393754e-12,2.0410575903189474e-18,5.8167958514920434e-21,1.1786474104610008e-22,2.1498366784559945e-19
3.946138958133892e-08,0.11224694787615148,0.9,0.0,0.0,0.0,0.0,0.09998936773861002,3.0662545025721116e-06,1.609117514960674e-06,1.6395894299029702e-06,1.9633067015333664e-06,7.236004876841307e-07,1.721092864419335e-06,1.3976197036489413e-06,1.442920015906916e-06,1.4495055695917097e-06,1.5686228401545835e-06,1.1454064627403555e-06,1.4470360408832755e-06,7.2449271043064996e-09,5.362124083209887e-08,2.1653620113687963e-08,3.744318130702134e-09,1.8090224681035796e-06,7.265908406149682e-07,1.4811781028677565e-06,7.830799570665281e-07,1.4362877438914514e-07,2.5721735204200153e-10,3.2478824527290425e-07,9.505578776813053e-14,1.9773264505298302e-09,5.878167619192704e-14,4.6097378700821396e-14,5.949363942378717e-14,4.671291214134258e-15,6.367494353232534e-15,2.18193264940244e-08,2.3429327446738123e-08,1.1762897860659537e-14,6.376996400372607e-08,1.9764910263447954e-15,1.6351645056820703e-14,3.188121862388801e-08,2.72479766936594e-15,1.3478303520970161e-17,6.505574828681072e-11,1.598877268568196e-18,1.6273774430918926e-12,2.1332564348385486e-18,6.189148267028473e-21,1.286894393184232e-22,2.3278826736037246e-19
4.0563099181977e-08,0.11224700033093037,0.9,0.0,0.0,0.0,0.0,0.09998906969821313,3.1610820691255694e-06,1.6338830203048067e-06,1.6792499275691523e-06,2.018600730511754e-06,7.304961273982428e-07,1.771126053941889e-06,1.4294010825072892e-06,1.4783284976021943e-06,1.4899705732862408e-06,1.6164228386469025e-06,1.1730254743921431e-06,1.490697760872432e-06,7.356431940956839e-09,5.4449497542324574e-08,2.1861244295451923e-08,3.780175809897083e-09,1.893649018175371e-06,7.583028557305827e-07,1.5585937695536285e-06,8.205916705348232e-07,1.518962875101659e-07,2.6306903994355337e-10,3.421240996296968e-07,9.79951638101231e-14,2.0707614930484755e-09,6.043697913711214e-14,4.7488121107157394e-14,6.122294414412192e-14,4.94016160545568e-15,6.665239621008315e-15,2.3477699249938932e-08,2.5263350543224436e-08,1.2094184907290908e-14,6.740883013123748e-08,2.0892671389817776e-15,1.6845026769204298e-14,3.3741587268249765e-08,2.8837882833216035e-15,1.412396083404411e-17,7.214901500676414e-11,1.6842276972337614e-18,1.8457968785093084e-12,2.22636582461012e-18,6.574983993454694e-21,1.401779704375825e-22,2.514834768166705e-19
4.166480878261508e-08,0.11224705314089138,0.9,0.0,0.0,0.0,0.0,0.09998877157299894,3.2563677837739556e-06,1.657921527429651e-06,1.7186159283325832e-06,2.073853978763582e-06,7.370486868847783e-07,1.8212295786010285e-06,1.4607863560896924e-06,1.5134920315650813e-06,1.5304353990163532e-06,1.6644635099186485e-06,1.2004302986318559e-06,1.5345024544242795e-06,7.464663522472098e-09,5.5253440565420744e-08,2.205853852684986e-08,3.814249493352011e-09,1.9794359340571203e-06,7.903095177283479e-07,1.637689082448663e-06,8.586678333938018e-07,1.604008510192257e-07,2.6884780552619807e-10,3.598474674281631e-07,1.0094872195621575e-13,2.1654960192582213e-09,6.209104944508501e-14,4.8883408321256536e-14,6.295466797009246e-14,5.2167397488921566e-15,6.9670656023937785e-15,2.520729611047057e-08,2.718179191438135e-08,1.242522762160653e-14,7.114869718901464e-08,2.2051728753597866e-15,1.734002409722532e-14,3.5657343529520536e-08,3.0475115852178816e-15,1.477933393215083e-17,7.979000020073222e-11,1.771486463564908e-18,2.0865622605345474e-12,2.3203404593821996e-18,6.974474236289524e-21,1.5235230387383917e-22,2.7108470959776673e-19
4.276651838325316e-08,0.11224710630018318,0.9,0.0,0.0,0.0,0.0,0.09998847336187909,3.3521084452296417e-06,1.6812543715081874e-06,1.7576902697950502e-06,2.1290635177642153e-06,7.432752291785179e-07,1.8714008303949605e-06,1.4917772813261917e-06,1.5484121332007332e-06,1.5709000470598712e-06,1.712746086284971e-06,1.2276225958627118e-06,1.5784474589250464e-06,7.569717908873911e-09,5.6033783433665613e-08,2.2246016566137874e-08,3.84662790911643e-09,2.0663460202934013e-06,8.225961667635548e-07,1.7184467441803683e-06,8.97291875665005e-07,1.6914279017109515e-07,2.745539719776693e-10,3.7795349980999173e-07,1.0391636278717961e-13,2.261488308481867e-09,6.374379943163575e-14,5.0283155460767516e-14,6.468872070751419e-14,5.5010361397810444e-15,7.272841382970607e-15,2.700869054107709e-08,2.91857826341314e-08,1.275600845772848e-14,7.498948736829023e-08,2.324205790175879e-15,1.783660695308724e-14,3.7628666684405565e-08,3.21598284633684e-15,1.5444137601848977e-17,8.800402958639529e-11,1.8606296960561922e-18,2.3512638935649978e-12,2.415137291653457e-18,7.387790725673484e-21,1.6523458663654427e-22,2.9160701748686906e-19
4.386822798389124e-08,0.11224715980312966,0.9,0.0,0.0,0.0,0.0,0.0999881750638001,3.448300871488648e-06,1.7039022616041712e-06,1.796475771844642e-06,2.1842265736877572e-06,7.491919686899645e-07,1.921637235606149e-06,1.5223757449418343e-06,1.5830903111209754e-06,1.6113645177393732e-06,1.7612717552671221e-06,1.254604013615585e-06,1.6225301265719128e-06,7.67168834117391e-09,5.679121873977682e-08,2.242416661997844e-08,3.877395372383176e-09,2.154343353365969e-06,8.551488720911069e-07,1.8008498284562351e-06,9.364477136321347e-07,1.7812241788914665e-07,2.801878863965852e-10,3.964373702522927e-07,1.0689798748297738e-13,2.3586980692122404e-09,6.539514604563152e-14,5.1687278116389765e-14,6.642501334869825e-14,5.793060872115736e-15,7.58244052524002e-15,2.8882415436120754e-08,3.127641755865636e-08,1.308651079663653e-14,7.893111770440669e-08,2.4463632783023946e-15,1.8334745416358653e-14,3.965573264858077e-08,3.38921705040496e-15,1.6118094998806618e-17,9.68168096460539e-11,1.9516336321968586e-18,2.6415559174155684e-12,2.5107154146591323e-18,7.815105698110682e-21,1.7884714265242193e-22,3.1306510018120364e-19
4.496993758452932e-08,0.1122472136442235,0.9,0.0,0.0,0.0,0.0,0.09998787667774202,3.544941899751555e-06,1.7258852990462086e-06,1.8349752364846254e-06,2.2393405196966257e-06,7.548143134114383e-07,1.9719362545011578e-06,1.5525837563145956e-06,1.6175280671329505e-06,1.6518288114232306e-06,1.8100416611227417e-06,1.2813761866488064e-06,1.6667478251467087e-06,7.770665324101657e-09,5.752641875141318e-08,2.259345261424191e-08,3.906632004960274e-09,2.2433932315411216e-06,8.879543958039412e-07,1.8848817681460656e-06,9.761197355709783e-07,1.8734003492652162e-07,2.8574991847695703e-10,4.1529427611686255e-07,1.0989349782029764e-13,2.4570863826967253e-09,6.704501063808503e-14,5.3095692376511144e-14,6.816345806205261e-14,6.092823643795433e-15,7.895740892094784e-15,3.0828964662885456e-08,3.345475656143743e-08,1.3416718899972174e-14,8.297350035226667e-08,2.571642583327657e-15,1.883440974271621e-14,4.173871399593319e-08,3.567228895242935e-15,1.680093740226077e-17,1.0625441830243154e-10,2.044474626161484e-18,2.9591567620061916e-12,2.6070359559256323e-18,8.256591878660351e-21,1.9321247214389657e-22,3.3547331457392745e-19
