Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032)
1.6230723023020834e-06,0.11240185027016267,0.9,0.0,0.0,0.0,0.0,0.0994800431255307,0.00020756674189241944,2.4488270936329743e-06,1.7158309742205298e-05,3.056398573136024e-05,8.589729461589257e-07,3.6119006917269096e-05,3.463406564834372e-06,6.2812579567083625e-06,6.0593042313531735e-05,0.0002476979231227193,4.691362447173409e-06,3.8697647197157e-05,1.1025660083658618e-08,8.170477799746476e-08,2.5730122802727342e-08,4.4621984652967244e-09,8.914625363496244e-05,5.457207429570416e-05,0.000594925118742291,8.14596415299069e-05,0.0001578590681684656,6.400037139699292e-10,5.997258630984895e-05,6.393099630554752e-12,9.822325607458249e-08,9.091742827696352e-13,1.2247988828591768e-12,1.2404674698143932e-12,5.100919474989561e-12,3.1171016136783656e-13,1.0823089687104544e-05,8.49547034245592e-05,1.8312264560879683e-13,5.933478214492989e-05,1.8271384613010204e-12,4.3728972092738124e-13,4.5853773202748955e-05,3.8936618946618324e-12,1.4020587045476354e-15,1.3556342948508175e-05,2.9520210946699243e-16,5.210395502775349e-06,1.6021805120042793e-16,6.606712383251279e-17,1.888169682936292e-17,1.6369955981773544e-15
1.6394523379490601e-06,0.11240375467034008,0.9,0.0,0.0,0.0,0.0,0.09947435728580939,0.00020956856987342597,2.448787433061117e-06,1.7199734038529283e-05,3.0622347044380564e-05,8.589368788096795e-07,3.623169989507918e-05,3.4632723938095086e-06,6.280959290629043e-06,6.121420923675437e-05,0.00025116319786451123,4.691156328754662e-06,3.883357280662882e-05,1.1025481413100955e-08,8.17034548341545e-08,2.5729042444083e-08,4.462175089646269e-09,8.928624810924323e-05,5.5128690195534126e-05,0.000603144345746001,8.229806553447438e-05,0.0001602448499391611,6.400082423500355e-10,6.0603889543695515e-05,6.454278076139465e-12,9.837043053870832e-08,9.108427789183382e-13,1.2290099270089965e-12,1.2442455789035069e-12,5.177627859340321e-12,3.1217741724665973e-13,1.0851241221439916e-05,8.626837213738007e-05,1.834723823077467e-13,6.021473141055306e-05,1.8540979781707044e-12,4.3882576908583497e-13,4.658164426183337e-05,3.955175798466051e-12,1.4164890026181424e-15,1.3892993178394098e-05,2.983090152166005e-16,5.368896742655925e-06,1.6185202638510292e-16,6.763632275418053e-17,1.942945687853866e-17,1.6697726796352345e-15
1.6558323735960369e-06,0.11240566063431998,0.9,0.0,0.0,0.0,0.0,0.09946866981979827,0.0002115665671206407,2.448747128040395e-06,1.7239594691334617e-05,3.067909472200133e-05,8.589007199642635e-07,3.634123826408928e-05,3.4631378312382653e-06,6.2806597532663375e-06,6.183538122566094e-05,0.0002546344233656185,4.6909494528778045e-06,3.8966920729018824e-05,1.1025299829168588e-08,8.170211016980197e-08,2.57279593447496e-08,4.462150187731238e-09,8.94169076829892e-05,5.568527299062004e-05,0.0006113784439566231,8.313643056537572e-05,0.00016263574723407407,6.400125193395192e-10,6.123516317949843e-05,6.51532923365849e-12,9.850729099898588e-08,9.124629946980938e-13,1.233138727026673e-12,1.2479147538716776e-12,5.254489947330376e-12,3.126119624254306e-13,1.0878051204354662e-05,8.758404295310993e-05,1.8381245236795453e-13,6.109696972620417e-05,1.881123905303925e-12,4.403326904411998e-13,4.731198311624886e-05,4.016889952479834e-12,1.4309182802576922e-15,1.4233420505134896e-05,3.0141577065764424e-16,5.530029065921696e-06,1.6348589821852241e-16,6.922365823733259e-17,1.9986248448670335e-17,1.7028420897252625e-15
1.6722124092430136e-06,0.11240756807946896,0.9,0.0,0.0,0.0,0.0,0.09946298086290761,0.00021356076531144216,2.448706170720166e-06,1.7277917340468277e-05,3.073427199833451e-05,8.588644695004008e-07,3.644766324143882e-05,3.463002873957476e-06,6.280359449795571e-06,6.24565522096226e-05,0.00025811137275956664,4.690741891198772e-06,3.9097738970269953e-05,1.1025115799398891e-08,8.170074376985138e-08,2.5726873492891865e-08,4.462123754565835e-09,8.953841466311886e-05,5.624182268342333e-05,0.0006196268633221372,8.397473668809604e-05,0.00016503154236903803,6.400164805927355e-10,6.186640717311278e-05,6.576254120628984e-12,9.863404080976815e-08,9.140364348423224e-13,1.237186797721746e-12,1.2514764549703526e-12,5.33149867521253e-12,3.130145834520717e-13,1.0903543962486336e-05,8.890158014822304e-05,1.8414311178330365e-13,6.198144952194612e-05,1.908214757426227e-12,4.418110273265633e-13,4.804474039730552e-05,4.078800125529649e-12,1.4453465692706357e-15,1.4577594348164986e-05,3.045222874204409e-16,5.693788156506512e-06,1.6511986331753036e-16,7.082911338782204e-17,2.055209469900499e-17,1.7361802229524763e-15
1.6885924448899904e-06,0.11240947692477452,0.9,0.0,0.0,0.0,0.0,0.09945729054786369,0.00021555119639568595,2.4486645555183276e-06,1.7314727468668564e-05,3.078792095895535e-05,8.588281273272451e-07,3.655101609292773e-05,3.462867519043224e-06,6.280058475244269e-06,6.30777162163705e-05,0.00026159382390027197,4.690533708555881e-06,3.9226074646849635e-05,1.102492805565166e-08,8.169935538057086e-08,2.5725784905467208e-08,4.462095749001918e-09,8.965094965238837e-05,5.679833927725818e-05,0.0006278890626608517,8.481298396990795e-05,0.00016743202115051444,6.40020272840596e-10,6.249762148025731e-05,6.637053738179757e-12,9.875088139176247e-08,9.155638526111309e-13,1.2411557108890404e-12,1.2549320791304765e-12,5.408647091966282e-12,3.133855691596484e-13,1.0927743608954838e-05,9.022085065904445e-05,1.8446462021991085e-13,6.28681241886812e-05,1.9353691030973305e-12,4.432613125168419e-13,4.877986762306717e-05,4.140902152138963e-12,1.4597737953080072e-15,1.492548387775388e-05,3.0762878363074686e-16,5.8601691108441905e-06,1.6675343583688476e-16,7.245252761816709e-17,2.112699473410937e-17,1.7698429282225763e-15
1.7049724805369671e-06,0.1124113870908199,0.9,0.0,0.0,0.0,0.0,0.09945159900473531,0.00021753789257039,2.4486222747050777e-06,1.7350050395483076e-05,3.084008257131525e-05,8.587916934220873e-07,3.665133811215932e-05,3.4627317638849635e-06,6.279756915510417e-06,6.36988673734584e-05,0.0002650815592888612,4.690324963653473e-06,3.935197400223768e-05,1.1024737914960773e-08,8.169794481602469e-08,2.572469356160988e-08,4.462066184790837e-09,8.975469152871069e-05,5.735482277620708e-05,0.0006361645096105555,8.565117247979367e-05,0.00016983697286190733,6.400237310295815e-10,6.312880605697782e-05,6.697729131764498e-12,9.885801219972735e-08,9.170470331711743e-13,1.2450468830609926e-12,1.2582831197616552e-12,5.4859283650586555e-12,3.1372593275997094e-13,1.0950674040833241e-05,9.154172405588454e-05,1.8477721495911883e-13,6.375694805357119e-05,1.9625855050424218e-12,4.446840681889627e-13,4.951731718210297e-05,4.203191958786873e-12,1.4742000418651569e-15,1.5277058038326725e-05,3.107350218781133e-16,6.029166453480528e-06,1.6838714425574502e-16,7.409395272383005e-17,2.171098079379049e-17,1.803767996519978e-15
1.7197145126192462e-06,0.11241310730505015,0.9,0.0,0.0,0.0,0.0,0.09944647567113868,0.00021932275259535158,2.448583648552013e-06,1.738059025779265e-05,3.0885789248704e-05,8.587588244843777e-07,3.673907071512733e-05,3.4626092400742655e-06,6.279485074667298e-06,6.425788766070029e-05,0.00026822486337184793,4.6901366558239e-06,3.9463237843687126e-05,1.1024564212535968e-08,8.169665617721129e-08,2.5723709002724686e-08,4.462038224165569e-09,8.984068746197678e-05,5.7855629633213095e-05,0.0006436233061213777,8.640549194714755e-05,0.0001720050825757027,6.400266157288834e-10,6.369684672007979e-05,6.752231621775819e-12,9.894629123773827e-08,9.183448527634905e-13,1.2484836959615258e-12,1.2612108119308578e-12,5.555589551531568e-12,3.1400645285507857e-13,1.0970245815978565e-05,9.273177503118488e-05,1.8505112924926225e-13,6.45586901443858e-05,1.9871321839761515e-12,4.4594143418629234e-13,5.018296877130307e-05,4.25941002371009e-12,1.4871827965589944e-15,1.55965992884012e-05,3.1353050466653577e-16,6.183496063258587e-06,1.6985739989702524e-16,7.558654400940061e-17,2.224434132230685e-17,1.834547379597073e-15
1.7344565447015254e-06,0.11241482846982612,0.9,0.0,0.0,0.0,0.0,0.09944135153725503,0.00022110463739425688,2.448544475202717e-06,1.740996409317702e-05,3.093035184354277e-05,8.587258812866487e-07,3.6824411926651655e-05,3.462486388568737e-06,6.279212873151882e-06,6.481688871975825e-05,0.0002713721229229517,4.689947970230147e-06,3.957259756649783e-05,1.1024387859981195e-08,8.169534927198949e-08,2.5722722222273395e-08,4.462008969353171e-09,8.991983250037693e-05,5.8356409691390684e-05,0.0006510920329061973,8.715976391898456e-05,0.0001741764985720603,6.40029306073121e-10,6.426486323377458e-05,6.8066350757560864e-12,9.902700803159279e-08,9.196083854183033e-13,1.2518597934432494e-12,1.2640559880888489e-12,5.625348080992826e-12,3.142629396622749e-13,1.0988825833762882e-05,9.392292927720927e-05,1.8531819100507208e-13,6.536210478986014e-05,2.011727016747253e-12,4.4717728458189973e-13,5.085043003863258e-05,4.3157740658057666e-12,1.5001647190082033e-15,1.5919076839810913e-05,3.1632589640191677e-16,6.339935306904703e-06,1.713275028654629e-16,7.709357609203903e-17,2.278507190218347e-17,1.8655688263278847e-15
1.7491985767838045e-06,0.11241655053136823,0.9,0.0,0.0,0.0,0.0,0.09943622669253296,0.00022288357087493397,2.448504750778018e-06,1.743819000926361e-05,3.097379801279925e-05,8.58692863898606e-07,3.69073918494776e-05,3.462363207983747e-06,6.278940357208557e-06,6.537586647767942e-05,0.0002745231887064274,4.689758938663929e-06,3.968008513845356e-05,1.1024209057180402e-08,8.169402398277034e-08,2.5721733218833296e-08,4.46197841650674e-09,8.999225344918058e-05,5.885716295531335e-05,0.0006585703198005234,8.791398844887415e-05,0.00017635107432060937,6.400317737914724e-10,6.483285556612437e-05,6.860940257787686e-12,9.910030393175072e-08,9.20838551067954e-13,1.2551761901140157e-12,1.2668197077690403e-12,5.695199202572886e-12,3.1449590270610323e-13,1.1006431065546345e-05,9.511509703554029e-05,1.855785646171731e-13,6.6167160547261e-05,2.036369023507734e-12,4.4839198055553094e-13,5.151966801465908e-05,4.372281259635304e-12,1.5131458234182129e-15,1.6244467655803082e-05,3.1912115886152125e-16,6.498479066969881e-06,1.727975381591066e-16,7.861502530140491e-17,2.3333185564234375e-17,1.896821961064833e-15
1.7639406088660837e-06,0.11241827343600444,0.9,0.0,0.0,0.0,0.0,0.09943110122455753,0.00022465957706701295,2.4484644721077365e-06,1.746528598176246e-05,3.101615467313499e-05,8.58659772413532e-07,3.6988040558354945e-05,3.4622396971063293e-06,6.27866756856199e-06,6.593481693669186e-05,0.0002776779146841687,4.689569589878782e-06,3.978573193279216e-05,1.102402762064723e-08,8.169268019422253e-08,2.572074199812542e-08,4.461946555826907e-09,9.005807581554087e-05,5.93578894300934e-05,0.0006660578029100251,8.866816559145872e-05,0.00017852866577607545,6.400340381052408e-10,6.5400823685245e-05,6.915147931209034e-12,9.916631875107668e-08,9.220360876892096e-13,1.2584338995423399e-12,1.2695030145832767e-12,5.765138252548738e-12,3.147057377009508e-13,1.1023078320493231e-05,9.630819039549024e-05,1.8583241237682484e-13,6.697382659627111e-05,2.0610572506908014e-12,4.495858766769613e-13,5.219065032323996e-05,4.428928832522367e-12,1.5261261005015056e-15,1.657274858910115e-05,3.2191632168365324e-16,6.6591218491397e-06,1.7426743967211486e-16,8.015083046419354e-17,2.3888685464757844e-17,1.9283140145912518e-15
1.7786826409483628e-06,0.11241999713092411,0.9,0.0,0.0,0.0,0.0,0.0994259752192504,0.0002264326800933537,2.4484236357247925e-06,1.749126986353004e-05,3.105744809321902e-05,8.586266069566052e-07,3.7066388088850194e-05,3.462115854890326e-06,6.278394545370088e-06,6.649373616765792e-05,0.0002808361576543835,4.689379950230227e-06,3.988956879718796e-05,1.1023843934647692e-08,8.169131781247959e-08,2.5719748557487844e-08,4.461913387694071e-09,9.01174239208264e-05,5.985858912130227e-05,0.0006735541239629431,8.942229540229397e-05,0.00018070913112520272,6.400360487228049e-10,6.596876755941002e-05,6.969258868588271e-12,9.92251910524435e-08,9.23201948955178e-13,1.2616338918897453e-12,1.2721069721473222e-12,5.835160632356373e-12,3.1489299681282276e-13,1.1038784259662503e-05,9.750212309585322e-05,1.8607988925363392e-13,6.77820726623211e-05,2.0857907517475234e-12,4.507593214171768e-13,5.28633451128304e-05,4.48571405475614e-12,1.5391055755979413e-15,1.6903896408316584e-05,3.247113146019227e-16,6.821857830147801e-06,1.7573736375392653e-16,8.170098566247239e-17,2.445158811408491e-17,1.9600263169298893e-15
1.793424673030642e-06,0.11242172156533757,0.9,0.0,0.0,0.0,0.0,0.09942084876086175,0.00022820290415804007,2.4483822393114936e-06,1.7516159379346634e-05,3.109770390212092e-05,8.585933676667755e-07,3.714246442409584e-05,3.4619916804247433e-06,6.278121322571106e-06,6.705262031158706e-05,0.0002839977772494187,4.689190043908429e-06,3.9991626055780124e-05,1.102365751710715e-08,8.168993673460156e-08,2.5718752908410878e-08,4.461878898409744e-09,9.017042087257813e-05,6.035926203498309e-05,0.0006810589303620114,9.017637793783153e-05,0.00018289233081077554,6.400378614344179e-10,6.653668715691825e-05,7.023273834719241e-12,9.927705791362811e-08,9.243367094409403e-13,1.2647771613719906e-12,1.2746326089820682e-12,5.905261828620019e-12,3.150579818248879e-13,1.1053565392388548e-05,9.869681053318073e-05,1.8632115165213017e-13,6.859186901020698e-05,2.110568612033421e-12,4.51912657575942e-13,5.353772105456799e-05,4.542634244384838e-12,1.5520842210561069e-15,1.723788780926096e-05,3.275062203462983e-16,6.986680862662353e-06,1.7720712608199176e-16,8.32654017922924e-17,2.5021889379512475e-17,1.9919798804099202e-15
1.808166705112921e-06,0.11242344668679877,0.9,0.0,0.0,0.0,0.0,0.09941572193215381,0.00022997027352508883,2.4483402799064235e-06,1.753997213746024e-05,3.113694716571627e-05,8.585600547217617e-07,3.721629949340867e-05,3.4618671729552814e-06,6.277847932402932e-06,6.761146557304176e-05,0.00028716263561590766,4.688999893287832e-06,4.009193356908778e-05,1.1023468794421141e-08,8.16885368852451e-08,2.5717755049651503e-08,4.461843090240841e-09,9.021718867538435e-05,6.0859908177563935e-05,0.0006885718745739206,9.093041325524814e-05,0.0001850781272886614,6.400394218781654e-10,6.710458244626646e-05,7.077193607019159e-12,9.93220552474346e-08,9.254413029363345e-13,1.267864644393027e-12,1.2770809859513299e-12,5.975437383932425e-12,3.152012477771537e-13,1.1067438090670199e-05,9.989216957993362e-05,1.8655634709442728e-13,6.940318638127044e-05,2.135389916452411e-12,4.530462224577936e-13,5.421374728259336e-05,4.599686757611333e-12,1.5650620646667617e-15,1.75746994348861e-05,3.3030096165293643e-16,7.153584517002967e-06,1.786768985875737e-16,8.484407547708415e-17,2.559960483209541e-17,2.0241542371690476e-15
1.8229087371952002e-06,0.11242517244614814,0.9,0.0,0.0,0.0,0.0,0.09941059481437771,0.00023173481250839147,2.4482977560901534e-06,1.7562725624781614e-05,3.11752023849616e-05,8.585266683174159e-07,3.728792316318986e-05,3.46174233185078e-06,6.277574404553911e-06,6.817026822205754e-05,0.00029033059744427124,4.6888095190283996e-06,4.0190520729521555e-05,1.1023276964685014e-08,8.168711817487215e-08,2.5716754998529696e-08,4.4618059459301985e-09,9.025784819332204e-05,6.136052755588211e-05,0.0006960926142239913,9.16844014124229e-05,0.0001872663850660271,6.400408243940283e-10,6.767245339593885e-05,7.131018949560787e-12,9.936031758034429e-08,9.265161364524797e-13,1.2708973204855902e-12,1.279453114771645e-12,6.045682922204051e-12,3.153229969907631e-13,1.1080418584756218e-05,0.00010108811860774357,1.86785627183423e-13,7.021599599615676e-05,2.160253785772028e-12,4.5416034842475524e-13,5.4891393398645216e-05,4.656868993618687e-12,1.5780390591030731e-15,1.7914307885006974e-05,3.3309567810964947e-16,7.32256208269344e-06,1.801463703451292e-16,8.643688720256663e-17,2.618472221819217e-17,2.056585158256724e-15
1.8376507692774793e-06,0.11242689879484785,0.9,0.0,0.0,0.0,0.0,0.09940546748714009,0.00023349654547043,2.448254664331059e-06,1.7584437193411715e-05,3.1212493452693513e-05,8.584932086927657e-07,3.735736522374234e-05,3.4616171566768005e-06,6.277300766126099e-06,6.872902460034108e-05,0.0002935015301837465,4.688618940050021e-06,4.02874164227107e-05,1.102308356627333e-08,8.168568056738e-08,2.571575274030901e-08,4.461767486000697e-09,9.029251903872814e-05,6.186112017718348e-05,0.000703620812565726,9.243834246801495e-05,0.0001894569708900311,6.40041881725984e-10,6.824029997479558e-05,7.1847506557360416e-12,9.939197820326103e-08,9.275625686216566e-13,1.273876042331455e-12,1.2817500931252829e-12,6.115994113993759e-12,3.1542409051286136e-13,1.1092522949076297e-05,0.00010228457761955155,1.8700912567697844e-13,7.103026959178174e-05,2.1851593171293926e-12,4.552553614515931e-13,5.557062951073363e-05,4.714178390132411e-12,1.5910152999688558e-15,1.825668971781508e-05,3.3589009678747934e-16,7.493606547406443e-06,1.8161614896849081e-16,8.804393907917008e-17,2.6777281196625933e-17,2.0892014537729034e-15
1.8523928013597585e-06,0.11242862568514765,0.9,0.0,0.0,0.0,0.0,0.09940034002836792,0.00023525549681464728,2.4482110048134902e-06,1.7605124054027462e-05,3.124884364933792e-05,8.584596760763337e-07,3.742465537728683e-05,3.4614916470859032e-06,6.277027041820384e-06,6.92877311235382e-05,0.00029667530408982,4.688428173656196e-06,4.0382649020005525e-05,1.1022886733905625e-08,8.168422397155289e-08,2.5714748307305318e-08,4.461727678434469e-09,9.032131952882303e-05,6.236168604918973e-05,0.0007111561386227172,9.319223648147726e-05,0.00019164975380686757,6.400428154877664e-10,6.880812215150595e-05,7.238389479383936e-12,9.941716870345797e-08,9.28580527884101e-13,1.2768018070456242e-12,1.283972886017077e-12,6.186366744629446e-12,3.155044193643876e-13,1.1103767096599097e-05,0.00010348146828502852,1.8722699333565868e-13,7.18459794255482e-05,2.210105681900355e-12,4.563315826630084e-13,5.625142624070628e-05,4.7716124368790296e-12,1.6039906748469315e-15,1.860182145716839e-05,3.386845452240785e-16,7.666710595571841e-06,1.8308550503100823e-16,8.966501070607942e-17,2.7377244621831703e-17,2.1220876473287116e-15
1.8656606302338098e-06,0.11243018031051613,0.9,0.0,0.0,0.0,0.0,0.09939572526614443,0.00023683619493240922,2.4481712236803013e-06,1.7622880218122126e-05,3.1280773164834875e-05,8.584294345417248e-07,3.7483401109900184e-05,3.461378402397077e-06,6.276780635263883e-06,6.979052146267715e-05,0.0002995340246869853,4.688256336837948e-06,4.046695947215781e-05,1.1022707555211062e-08,8.168289677599913e-08,2.5713842453242463e-08,4.461690710565858e-09,9.034231760693725e-05,6.281217247002769e-05,0.000717943757104734,9.387070092227051e-05,0.00019362503046144291,6.400434410824867e-10,6.931914122118766e-05,7.286585659075932e-12,9.943441597414373e-08,9.294732886307706e-13,1.2793904128591895e-12,1.2859108588213849e-12,6.249751188721163e-12,3.155595617447375e-13,1.1113164371730362e-05,0.00010455897547103253,1.874183668661635e-13,7.258132372059574e-05,2.2325916086154088e-12,4.572843750924855e-13,5.686545373204346e-05,4.823407608482704e-12,1.615667828440082e-15,1.891477177255647e-05,3.411994133805035e-16,7.824258911566357e-06,1.8440792233606933e-16,9.113601124478954e-17,2.792356591832198e-17,2.1518739347237627e-15
1.877601676220456e-06,0.11243157978807569,0.9,0.0,0.0,0.0,0.0,0.0993915719870938,0.00023825692847457045,2.4481350249936136e-06,1.7638173143162584e-05,3.130888724882988e-05,8.584021669768472e-07,3.753482025915376e-05,3.4612762504368744e-06,6.27655883822261e-06,7.024299372779078e-05,0.0003021086776241924,4.688101573855434e-06,4.0541722971822e-05,1.1022544619273311e-08,8.168168910477661e-08,2.571302567945477e-08,4.461656514163143e-09,9.035730132172521e-05,6.321759173424837e-05,0.0007240571313214377,9.448128641819072e-05,0.00019540413540814044,6.400438320124434e-10,6.977904144422352e-05,7.329898909689542e-12,9.944562568875332e-08,9.302582229966076e-13,1.281684598500866e-12,1.2876050188727735e-12,6.306834374190768e-12,3.1559554370567075e-13,1.1121046501988945e-05,0.00010552893229090963,1.8758687356385757e-13,7.324409320254859e-05,2.252856123347117e-12,4.58129279139872e-13,5.741912210605897e-05,4.870106407332331e-12,1.6261767117945342e-15,1.9198301069749438e-05,3.4346268986483374e-16,7.967468782533374e-06,1.8559808449824403e-16,9.246963040220021e-17,2.84204034856568e-17,2.178835460646813e-15
1.8895427222071021e-06,0.11243297953883857,0.9,0.0,0.0,0.0,0.0,0.09938741875521517,0.00023967588044865686,2.4480984510300547e-06,1.7652823912583154e-05,3.133642360895511e-05,8.583748520390199e-07,3.758488003722956e-05,3.4611738789657144e-06,6.276337022479364e-06,7.069542713893325e-05,0.00030468497239674136,4.687946714449815e-06,4.061544421906701e-05,1.1022379977781879e-08,8.16804689115875e-08,2.571220748698251e-08,4.4616214378777796e-09,9.036863983235058e-05,6.362299346321682e-05,0.0007301746111052008,9.509184115762898e-05,0.00019718445602875741,6.400440741184721e-10,7.023892560221464e-05,7.373152608189332e-12,9.945282000801337e-08,9.310258951327917e-13,1.283945579785516e-12,1.2892523564951784e-12,6.363950562186267e-12,3.156187882339666e-13,1.1128392035418688e-05,0.00010649903809082676,1.8775191963575204e-13,7.390775722024611e-05,2.273145938554527e-12,4.589624063504178e-13,5.797376370590235e-05,4.916882650872566e-12,1.6366850629922185e-15,1.948359279568405e-05,3.457258874508015e-16,8.112016055082895e-06,1.8678818838366703e-16,9.38124210798861e-17,2.8922117459570846e-17,2.205947841531429e-15
1.9014837681937483e-06,0.11243437953911437,0.9,0.0,0.0,0.0,0.0,0.09938326560897007,0.00024109306384308954,2.448061501352424e-06,1.7666841408998597e-05,3.136339357695683e-05,8.583474899023006e-07,3.763359603147885e-05,3.4610712880758e-06,6.276115197761092e-06,7.114781992545833e-05,0.0003072628449351741,4.68779176552691e-06,4.0688137401628365e-05,1.1022213637329779e-08,8.167923618254399e-08,2.57113878806758e-08,4.461585481396976e-09,9.037639364354062e-05,6.402837766175414e-05,0.000736296030783978,9.570236517338381e-05,0.00019896592680616039,6.400441657227413e-10,7.069879367892905e-05,7.416347167494813e-12,9.945606624762973e-08,9.317766485754481e-13,1.2861738109177898e-12,1.2908534150261022e-12,6.421097635566229e-12,3.15629511225502e-13,1.1135209133441915e-05,0.0001074692541727758,1.8791357292297997e-13,7.457230192065516e-05,2.293460624903249e-12,4.597839170449335e-13,5.8529363808582105e-05,4.96373507991614e-12,1.6471928831488497e-15,1.9770634464408446e-05,3.4798900459940346e-16,8.257896337742318e-06,1.8797823736300811e-16,9.51643603189087e-17,2.942870932373772e-17,2.2332104748485326e-15
1.9134248141803945e-06,0.11243577976562437,0.9,0.0,0.0,0.0,0.0,0.09937911258616614,0.000242508491641598,2.448024175626091e-06,1.768023445370386e-05,3.138980826063237e-05,8.583200807491691e-07,3.768098377751196e-05,3.460968477915035e-06,6.275893373168243e-06,7.160017034710363e-05,0.00030984223224236147,4.6876367335701895e-06,4.0759816512595825e-05,1.1022045603425438e-08,8.167799090669994e-08,2.571056686600554e-08,4.461548644277461e-09,9.038062271699948e-05,6.443374433483746e-05,0.0007424212269655071,9.631285849849677e-05,0.00020074848313314828,6.400441058790988e-10,7.115864565821422e-05,7.459483000299798e-12,9.94554311078479e-08,9.325108194929945e-13,1.2883697399191613e-12,1.2924087358402145e-12,6.478273507104234e-12,3.156279261951895e-13,1.1141505889924421e-05,0.00010843954248778569,1.8807189993421313e-13,7.523771364360844e-05,2.3137997591317157e-12,4.605939693451138e-13,5.908590788580496e-05,5.010662452119118e-12,1.657700173290265e-15,2.0059413596488196e-05,3.5025204004235064e-16,8.4051051329458e-06,1.8916823420450285e-16,9.652542504882758e-17,2.994018032349229e-17,2.2606228316004772e-15
1.9253658601670405e-06,0.11243718019543777,0.9,0.0,0.0,0.0,0.0,0.09937495972396665,0.00024392217681970006,2.4479864736186416e-06,1.7693011806426156e-05,3.141567854947534e-05,8.58292624770997e-07,3.7727058756852316e-05,3.4608654486856166e-06,6.27567155722795e-06,7.205247669381442e-05,0.00031242307237487664,4.687481624676476e-06,4.083049535410446e-05,1.102187587919833e-08,8.167673307657739e-08,2.5709744448575064e-08,4.4615109264279e-09,9.038138647221408e-05,6.483909348759475e-05,0.0007485500385110674,9.692332116623787e-05,0.00020253206130217162,6.400438937422549e-10,7.161848152400007e-05,7.502560518958207e-12,9.94509806775072e-08,9.332287363143535e-13,1.2905338088039076e-12,1.2939188582280023e-12,6.535476119165697e-12,3.1561424391538304e-13,1.1147290331281879e-05,0.00010940986562675311,1.882269658873273e-13,7.590397891745238e-05,2.3341629239430275e-12,4.613927192156083e-13,5.9643381600323604e-05,5.057663541679512e-12,1.6682069342731297e-15,2.034991772238361e-05,3.5251499301024753e-16,8.55363784072219e-06,1.9035818056589618e-16,9.789559193492193e-17,3.045653142439876e-17,2.2881845150766887e-15
1.949247952140333e-06,0.11243998157516091,0.9,0.0,0.0,0.0,0.0,0.09936665462687357,0.0002467443711477707,2.447909940345859e-06,1.771675416389541e-05,3.146582844947938e-05,8.582375731472322e-07,3.781533205168424e-05,3.460658734090782e-06,6.275227982924473e-06,7.295695047230805e-05,0.0003175888684827958,4.687171198785489e-06,4.096890650806965e-05,1.1021531343762502e-08,8.167417973869689e-08,2.570809542992752e-08,4.461432848396183e-09,9.037275299107434e-05,6.564973925336322e-05,0.0007608178742402355,9.814415466371891e-05,0.00020610203276886604,6.400430137391141e-10,7.253810485122424e-05,7.588542260451996e-12,9.94308952340127e-08,9.346170770462972e-13,1.2947681058574736e-12,1.2968056531537122e-12,6.649953480254102e-12,3.155514122751184e-13,1.1157354036585249e-05,0.00011135046987838912,1.8852756937911684e-13,7.723901714322759e-05,2.3749597052576327e-12,4.629569250344086e-13,6.076106152224448e-05,5.151882050188702e-12,1.6892188703301926e-15,2.09360511538232e-05,3.570406538584901e-16,8.854656109805146e-06,1.9273791642354983e-16,1.0066313608432927e-16,3.1503876098839144e-17,2.3437556947761513e-15
1.973130044113625e-06,0.11244278350239188,0.9,0.0,0.0,0.0,0.0,0.09935835060237191,0.00024955975034088697,2.4478319016282868e-06,1.773813731201496e-05,3.1513926203654104e-05,8.581823367292794e-07,3.789853859669114e-05,3.460451146950534e-06,6.27478453325065e-06,7.386122818094598e-05,0.00032275975823438786,4.68686053000227e-06,4.110347757203396e-05,1.1021180029552463e-08,8.167157617176701e-08,2.5706440875609298e-08,4.461351249777811e-09,9.035095768039686e-05,6.64603150029503e-05,0.0007730982932375126,9.936486593608304e-05,0.0002096753492659212,6.400415248905575e-10,7.345766353379045e-05,7.674295680193022e-12,9.939632635642511e-08,9.359441576846213e-13,1.2988801206311172e-12,1.2995180701248764e-12,6.764513840002591e-12,3.154426536094109e-13,1.116546310774464e-05,0.0001132907801922608,1.8881588025472355e-13,7.85773124621049e-05,2.415847745148544e-12,4.644777403205713e-13,6.188229258817888e-05,5.246381120173014e-12,1.7102286960916553e-15,2.152893532203712e-05,3.6156598718578044e-16,9.160912420653834e-06,1.9511744440784903e-16,1.0346680347232339e-16,3.257074632521531e-17,2.3999225074098806e-15
