Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123)
4.174626731487179e-10,0.1122453846473457,0.9,0.0,0.0,0.0,0.0,0.09999988778389393,2.8782068255829686e-08,2.7717264096705326e-08,1.9828261722575975e-08,1.987917226480713e-08,1.6639872577657112e-08,1.7213025677642618e-08,1.7178992196541616e-08,1.7176850935479304e-08,1.5335517986313037e-08,1.5345993007017193e-08,1.3864599892157157e-08,1.3902176033376136e-08,1.2479068319832364e-10,7.343606432424435e-10,3.701997956699453e-10,6.824941793034826e-11,2.520068033471382e-10,9.234712303151056e-11,1.9760234350843839e-10,1.2219503093539987e-10,1.543827019421795e-11,3.0563970133617195e-12,3.735035374441008e-11,8.92347897666579e-16,8.249659382381633e-14,5.952429858517578e-16,4.42915859572349e-16,5.950646478341067e-16,5.021403248452941e-19,3.0165370923555825e-18,2.564948974371871e-13,2.9971095603878806e-14,1.191024656184934e-16,6.8834021786125085e-12,2.1336037724939014e-19,1.5709224934524517e-16,3.3346743414055196e-12,2.850033402812813e-19,2.0908645723889822e-21,1.941499776620122e-16,1.8381246499163185e-22,1.8255887189220366e-19,2.710979214607098e-22,5.683646323891541e-25,1.3589771824646963e-28,3.3723540628758255e-25,1.9002404249287597e-28,3.096046758470215e-20,8.052725501489811e-27,1.5731550138139515e-25,4.5210865300253604e-30,8.840153126714482e-29,1.7148369968516274e-22,1.8125583257596375e-28,1.9678039734850845e-25,8.368933700490424e-29,1.2979789565140465e-16,1.4682870752562666e-18,1.925019503861068e-30,3.7611338127080686e-29,7.227783490881846e-19,1.0905406596893216e-16,5.421184694954911e-26,4.625646230469384e-26,1.0446913268503494e-28,5.275451523394876e-26,1.7891417519111163e-28,6.303863003792043e-23,6.629718227933992e-19,2.5664951099641844e-30,5.015555074639221e-29,2.002859367694873e-18,7.986943893372548e-16,1.931371453912217e-23,5.510753395823821e-24
4.396409634308125e-10,0.11224538532235147,0.9,0.0,0.0,0.0,0.0,0.09999988182224667,3.0313522055196474e-08,2.9171537205455937e-08,2.088003039991234e-08,2.0936467707847256e-08,1.750843298593744e-08,1.812826210497075e-08,1.8090544638348963e-08,1.8088170898141192e-08,1.6150238203685145e-08,1.616184563305014e-08,1.4600032724451167e-08,1.464170525175719e-08,1.313384393980322e-10,7.826746492957469e-10,3.958355732238528e-10,7.273527144121013e-11,2.814194979357464e-10,1.0430794280794704e-10,2.1909810826439142e-10,1.354408129165264e-10,1.7122688438499702e-11,3.2241826224223255e-12,4.156303836095336e-11,9.398295176950723e-16,9.583801361837559e-14,6.269022950674888e-16,4.6647738943887e-16,6.267056921728353e-16,5.569285043217713e-19,3.1203571778723224e-18,2.7384122097652345e-13,3.528738723823747e-14,1.254371148100316e-16,7.634507046851742e-12,2.366424244273558e-19,1.6544900169403165e-16,3.698574554410667e-12,3.161066649413766e-19,2.317511481562252e-21,2.1544351141044446e-16,2.045442986680271e-22,2.1326266005866456e-19,3.062104653234081e-22,6.304307800623948e-25,1.5873985809625578e-28,3.9389555010745817e-25,2.337024767280324e-28,3.618415927378686e-20,9.437780924419546e-27,1.87145836613958e-25,5.5799296686199234e-30,1.1074583589280166e-28,2.0055497420092141e-22,2.1172343904986316e-28,2.5492122455766946e-25,1.027522946431653e-28,1.4406705761203997e-16,1.6276426832573593e-18,2.37588587883522e-30,4.711844348617344e-29,8.146951568419412e-19,1.2292290054890005e-16,6.676112645073385e-26,5.664039988156664e-26,1.2867935680690995e-28,6.509293329383071e-26,2.089845002136411e-28,6.987193608646073e-23,7.34925243680212e-19,3.167627029474148e-30,6.283389847630771e-29,2.124172719850546e-18,8.90214406588046e-16,2.2714793336636854e-23,6.132302228277861e-24
4.5960142468469766e-10,0.11224538593012788,0.9,0.0,0.0,0.0,0.0,0.09999987645676284,3.169203438582044e-08,3.047957590452534e-08,2.1826481274708327e-08,2.1888134556462107e-08,1.8289293131636583e-08,1.8952041140542757e-08,1.891084551048157e-08,1.8908253332714926e-08,1.6883486339453763e-08,1.6896162850675814e-08,1.5261823738894234e-08,1.53073639704543e-08,1.3722778603168066e-10,8.261942908896681e-10,4.18964903508773e-10,7.677436863376858e-11,3.093115839077219e-10,1.1572362649743049e-10,2.3938987553423517e-10,1.4794087649204148e-10,1.8713260633960793e-11,3.375207692923662e-12,4.55469005729958e-11,9.825692925262776e-16,1.0892356352140297e-13,6.553986926281577e-16,4.876853896661602e-16,6.551849189298238e-16,6.086642553163788e-19,3.2187943950543075e-18,2.8996686729164654e-13,4.058679462129613e-14,1.3113890391074416e-16,8.343774348012264e-12,2.586276508193928e-19,1.7297101018830674e-16,4.042208157764062e-12,3.4547784177391936e-19,2.531398502322346e-21,2.35570957695194e-16,2.2415003409110053e-22,2.4368609463297335e-19,3.397226914269577e-22,6.890460780112043e-25,1.8136972900444952e-28,4.500183837601297e-25,2.7907799624481184e-28,4.1364045735644314e-20,1.0812768718445384e-26,2.1706762737744186e-25,6.682772478903728e-30,1.3427779014828895e-28,2.293719602991359e-22,2.4190834797052524e-28,3.18303765775831e-25,1.22533125637116e-28,1.575611911293915e-16,1.7780357201540766e-18,2.84549360784786e-30,5.713102030223792e-29,9.022861263530635e-19,1.3613904672483614e-16,7.981080997422273e-26,6.739552258457792e-26,1.5385755769241988e-28,7.794080980474486e-26,2.3877525122670156e-28,7.632053690014014e-23,8.028318182775788e-19,3.793735248794488e-30,7.618522490335052e-29,2.2342509426730826e-18,9.772029897656456e-16,2.6100714400601517e-23,6.720090098752695e-24
4.795618859385828e-10,0.11224538653816121,0.9,0.0,0.0,0.0,0.0,0.09999987109127773,3.3070739871037614e-08,3.178686308302722e-08,2.2772798651915904e-08,2.283989690473406e-08,1.9069367897918658e-08,1.977588291508838e-08,1.973105504967707e-08,1.9728235800553833e-08,1.7616734418506862e-08,1.7630527328831765e-08,1.5923521418397662e-08,1.597310076066365e-08,1.4311374895089685e-10,8.69736301225603e-10,4.4213512237473996e-10,8.081398383905557e-11,3.3854934009393617e-10,1.277561697358813e-10,2.605771471630179e-10,1.6098900412976372e-10,2.037450809361161e-11,3.5262380199137413e-12,4.971306908573372e-11,1.0253150508876771e-15,1.2305817190368875e-13,6.838979464106078e-16,5.088958747359633e-16,6.836663112510999e-16,6.626988723045726e-19,3.3219669438954475e-18,3.0660439616082707e-13,4.639890549681966e-14,1.3684126518550157e-16,9.084566631991744e-12,2.8159007898003857e-19,1.8049390088921297e-16,4.401118428980759e-12,3.761548257414466e-19,2.7546633845547332e-21,2.566138056310786e-16,2.4465295453386296e-22,2.7687879385773735e-19,3.750457899106888e-22,7.502729278346838e-25,2.0605511005142445e-28,5.112162734714233e-25,3.3076954057676992e-28,4.701965739841746e-20,1.2315108756411156e-26,2.5006803169428313e-25,7.941610520482398e-30,1.6140458430438323e-28,2.6082097448912614e-22,2.748345938702338e-28,3.9371128417880175e-25,1.4504330155239042e-28,1.7167570697095519e-16,1.9350295328145925e-18,3.381531205803516e-30,6.867315949265677e-29,9.944869877947808e-19,1.5005076823580538e-16,9.468429487042434e-26,7.961146015574463e-26,1.8256688243238184e-28,9.260159198056296e-26,2.7127071699598617e-28,8.305187601327144e-23,8.73718823891418e-19,4.5084785584621495e-30,9.158201416116759e-29,2.345759360468684e-18,1.068617523289949e-15,2.9809977153298915e-23,7.334775848174885e-24
4.995223471924679e-10,0.11224538714645144,0.9,0.0,0.0,0.0,0.0,0.09999986572579128,3.44496384872904e-08,3.3093408703434414e-08,2.3718982550432886e-08,2.3791754622632608e-08,1.9848668853269728e-08,2.0599787404399573e-08,2.0551173186182026e-08,2.0548118312053e-08,1.8349982440844352e-08,1.8364939096666857e-08,1.6585125776121267e-08,1.663891561019388e-08,1.4899637304755642e-10,9.132910908506508e-10,4.6533569823682037e-10,8.485320418103697e-11,3.69132413737441e-10,1.4040557536797705e-10,2.8265963060136236e-10,1.745848830778231e-10,2.2106436197989602e-11,3.677242310923781e-12,5.406155013819988e-11,1.0680667921342133e-15,1.3826683200996821e-13,7.12400052570741e-16,5.30108844309908e-16,7.121498683960817e-16,7.190325297430242e-19,3.4298734658044863e-18,3.237778840690691e-13,5.274786996775595e-14,1.4254419785519892e-16,9.856887046935134e-12,3.055298062596198e-19,1.8801767367694729e-16,4.775307158284582e-12,4.0813776952576844e-19,2.9873007778807606e-21,2.785749136032114e-16,2.6605309138064955e-22,3.1296252347832276e-19,4.1217976976283365e-22,8.141121325295643e-25,2.3288591879663246e-28,5.777260248654903e-25,3.893070250754972e-28,5.3172673876702096e-20,1.3950770142945487e-26,2.862853624138046e-25,9.370389896057527e-30,1.9246262863812247e-28,2.9501652752143024e-22,3.1062339241001197e-28,4.827790519417208e-25,1.7051214789695611e-28,1.864134375040877e-16,2.0986208534165686e-18,3.989940974516095e-30,8.188826991412688e-29,1.0912972067082596e-18,1.646579844674403e-16,1.115437603622066e-25,9.341450848126551e-26,2.151068634830838e-28,1.092380417544065e-25,3.0659077972312295e-28,9.00657920816971e-23,9.475847850103006e-19,5.319669104124884e-30,1.092048910649166e-28,2.4584634290473116e-18,1.164505610013462e-15,3.385706208870081e-23,7.976360397078075e-24
5.19482808446353e-10,0.11224538775499832,0.9,0.0,0.0,0.0,0.0,0.09999986036030349,3.582873021102358e-08,3.439922074427571e-08,2.4665032989157773e-08,2.4743707581842508e-08,2.062720572868087e-08,2.142375458427292e-08,2.137119984768721e-08,2.1367900877606907e-08,1.9083230406466124e-08,1.90993981833176e-08,1.7246636825223002e-08,1.730480850684582e-08,1.5487569424094217e-10,9.568510583026413e-10,4.885578651088291e-10,8.889130904418416e-11,4.0106031374921137e-10,1.5367172416318594e-10,3.0563703625098393e-10,1.887282042704267e-10,2.3909050325552717e-11,3.828214461546646e-12,5.859232858522382e-11,1.1108245155087452e-15,1.5457310326418916e-13,7.409050072509026e-16,5.513242979838098e-16,7.406355894985551e-16,7.776654022146247e-19,3.542512263786656e-18,3.4151139632007664e-13,5.96578303519499e-14,1.4824770115106182e-16,1.0660738736711058e-11,3.304469299559481e-19,1.9554232840836512e-16,5.16477613561891e-12,4.414268259356153e-19,3.229305394989213e-21,3.014572621396505e-16,2.883503707771961e-22,3.52059238339975e-19,4.511242816032228e-22,8.805644912645972e-25,2.619516473504343e-28,6.497623874103233e-25,4.552780335818716e-28,5.984490622652857e-20,1.5725332656004775e-26,3.258743252947516e-25,1.098378775744693e-29,2.2782017509647075e-28,3.3207308855700687e-22,3.4939383687545e-28,5.872845671064556e-25,1.9919099290304918e-28,2.0177733957536945e-16,2.2688063607952956e-18,4.6769738114644996e-30,9.693301464738738e-29,1.192715776397944e-18,1.7996054354380852e-16,1.3055823951603456e-25,1.0893615820269924e-25,2.5180850828702722e-28,1.280198674195641e-25,3.4485277114753733e-28,9.73621256628541e-23,1.0244282020372874e-18,6.235672246748673e-30,1.2926585081765697e-28,2.572174409611651e-18,1.2649147802623122e-15,3.825687749619798e-23,8.644841510912471e-24
5.394432697002382e-10,0.1122453883638019,0.9,0.0,0.0,0.0,0.0,0.09999985499481427,3.7208015018684216e-08,3.570430561139002e-08,2.5610949986989826e-08,2.5695755655497783e-08,2.1404986722746507e-08,2.224778443050962e-08,2.2191134960257267e-08,2.2187583507609447e-08,1.9816478315372072e-08,1.9833904617906267e-08,1.790805457885898e-08,1.797077943841252e-08,1.6075174135734074e-10,1.0004101779536845e-09,5.117943318888744e-10,9.292773021783872e-11,4.3433244222181685e-10,1.6755440055336412e-10,3.2950907695284873e-10,2.0341866159653273e-10,2.5782355852686313e-11,3.979165801588059e-12,6.330537447550995e-11,1.1535882202195686e-15,1.7199918387047494e-13,7.694128066166698e-16,5.725422353330896e-16,7.691234736544191e-16,8.385976642941342e-19,3.659881315459128e-18,3.5982898513206596e-13,6.71529192762683e-14,1.5395177431301717e-16,1.1496124840965963e-11,3.563415472606463e-19,2.030678649330833e-16,5.569527150648202e-12,4.76022147786626e-19,3.480671999124134e-21,3.2526395381195015e-16,3.115446460036964e-22,3.94291089976001e-19,4.91878693239718e-22,9.496308019474804e-25,2.9334164930380736e-28,7.275323266910799e-25,5.293054991999036e-28,6.705830239880502e-20,1.7644243511615308e-26,3.689952581896506e-25,1.2797141185041131e-29,2.67867050233297e-28,3.721050803802761e-22,3.9126427888950687e-28,7.091533895462392e-25,2.313453402975799e-28,2.1777049439308754e-16,2.445581700507792e-18,5.4491607871847644e-30,1.139731396243256e-28,1.2987413358268354e-18,1.9595824011804902e-16,1.51903619438278e-25,1.2631309321837779e-25,2.930223233355235e-28,1.491237253175534e-25,3.8617312367734043e-28,1.0494071883849328e-22,1.1042471088223348e-18,7.265277577979223e-30,1.5199343442314906e-28,2.68720320628367e-18,1.369892038307092e-15,4.302438715688499e-23,9.340214770592363e-24
5.594037309541233e-10,0.11224538897286204,0.9,0.0,0.0,0.0,0.0,0.0999998496293236,3.858749288672172e-08,3.7008668457303093e-08,2.6556733562829013e-08,2.664789871795829e-08,2.2182018757982447e-08,2.307187691891547e-08,2.301097845133025e-08,2.3007166212453928e-08,2.0549726167562087e-08,2.0568458429539314e-08,1.8569379050183434e-08,1.8636828392679086e-08,1.6662453761865489e-10,1.0439636799037342e-09,5.35039037380443e-10,9.696202072970217e-11,4.689481316888568e-10,1.8205331268363255e-10,3.54275467572527e-10,2.1865595133194713e-10,2.7726358153702167e-11,4.130104058839084e-12,6.82006608975163e-11,1.1963579055922302e-15,1.9056598188800876e-13,7.979234469382493e-16,5.9376265600133805e-16,7.976135200905489e-16,9.018294902865817e-19,3.781978195044218e-18,3.787546879978631e-13,7.525725803462519e-14,1.5965641658827962e-16,1.2363048495166829e-11,3.832137551520851e-19,2.1059428312489997e-16,5.989561992757429e-12,5.119238877247218e-19,3.741395394369855e-21,3.499982131308479e-16,3.356357852997869e-22,4.397804342684939e-19,5.34442148531184e-22,1.0213118670277602e-24,3.2714578835713017e-28,8.112663524753834e-25,6.119989290577e-28,7.483495278503562e-20,1.9713366182725864e-26,4.157903967660045e-25,1.4826251977918118e-29,3.129920765429028e-28,4.152268698445842e-22,4.363554408725162e-28,8.504650959101337e-25,2.6723769699968425e-28,2.3439610740450053e-16,2.6289433427975166e-18,6.31323419424788e-30,1.3317428834585562e-28,1.4093722517964536e-18,2.1265082777350174e-16,1.7576264792234392e-25,1.4568719191313042e-25,3.390926760707969e-28,1.727332288446395e-25,4.306710893763235e-28,1.1280141492170659e-22,1.1870399115836634e-18,8.417390115669493e-30,1.7760159699651053e-28,2.8034888155047538e-18,1.4794847341328145e-15,4.8174127556412944e-23,1.0062476205525555e-23
5.793641922080084e-10,0.1122453895821786,0.9,0.0,0.0,0.0,0.0,0.09999984426383139,3.9967163791587824e-08,3.831231340248906e-08,2.750238373557604e-08,2.7600136644647632e-08,2.2958307666594447e-08,2.3896032025300892e-08,2.383073025032203e-08,2.3826649002533038e-08,2.1282973963036056e-08,2.130305964730639e-08,1.9230610252348754e-08,1.9302955357422727e-08,1.724941015801441e-10,1.087507828306887e-09,5.582869724284092e-10,1.0099383323297536e-10,5.049066626657845e-10,1.9716810628265354e-10,3.799359247058933e-10,2.3443977174605257e-10,2.974106260083759e-11,4.2810285003891815e-12,7.327816810136837e-11,1.2391335708973108e-15,2.10293174357583e-13,8.264369244858729e-16,6.149855595997015e-16,8.2610572797208e-16,9.67361054524725e-19,3.908800365535675e-18,3.9831252666220863e-13,8.399495556370992e-14,1.653616272304632e-16,1.3261512830632525e-11,4.110636505193114e-19,2.1812158284610727e-16,6.424882451051644e-12,5.491321984494435e-19,4.011470418919197e-21,3.756633864633871e-16,3.6062369214795356e-22,4.886498380069764e-19,5.788136081036195e-22,1.0956084872162094e-24,3.634537363129724e-28,9.011842972505943e-25,7.040077111495707e-28,8.319709496628887e-20,2.1938377665090797e-26,4.664097848430044e-25,1.7087585493589643e-29,3.6360766726369304e-28,4.61552778171761e-22,4.847870446004764e-28,1.0134583846799883e-24,3.071463150565567e-28,2.516575081973712e-16,2.8188880839686387e-18,7.276207713090166e-30,1.5471200289597877e-28,1.5246066733163434e-18,2.3003802722818215e-16,2.0232491482422966e-25,1.6720551769509154e-25,3.9038600179884227e-28,1.990389282264293e-25,4.784647104779827e-28,1.2094405825404359e-22,1.2728051637647409e-18,9.701358302811211e-30,2.063241741519124e-28,2.92082913465588e-18,1.5937403327831522e-15,5.372085445898474e-23,1.0811622901771728e-23
5.993246534618935e-10,0.11224539019175152,0.9,0.0,0.0,0.0,0.0,0.09999983889833762,4.1347027709736574e-08,3.9615243807214275e-08,2.8447900524132314e-08,2.8552469311847915e-08,2.3733858425692455e-08,2.4720249725480926e-08,2.4650390287687783e-08,2.46460318882389e-08,2.201622170179385e-08,2.2037708300279203e-08,1.9891748198505493e-08,1.9969160320412854e-08,1.7836044835670144e-10,1.1310396489471492e-09,5.815339544472238e-10,1.0502289346906254e-10,5.422072757454224e-10,2.1289838166274421e-10,4.064901663114821e-10,2.507698226184812e-10,3.1826474564254316e-11,4.431935046640634e-12,7.853787916065769e-11,1.2819152153537964e-15,2.311992915090215e-13,8.549532355254834e-16,6.362109457089457e-16,8.546000964069442e-16,1.0351925313626857e-18,4.040345221257879e-18,4.1852650599672434e-13,9.339010731508664e-14,1.7106740549835145e-16,1.4191520974574136e-11,4.398913301608916e-19,2.256497639482192e-16,6.87549031435532e-12,5.876472326942291e-19,4.290891936803382e-21,4.0226294190886064e-16,3.865082839242722e-22,5.410220885465825e-19,6.249918992558875e-22,1.1725214614075223e-24,4.0235496443960187e-28,9.974951144653423e-25,8.0602137014066755e-28,9.216712070566344e-20,2.4324766121897046e-26,5.210114365323188e-25,1.9598278167965588e-29,4.201499307109458e-28,5.111970811245455e-22,5.366777717904296e-28,1.200538604647792e-24,3.5136529695523574e-28,2.695581503528933e-16,3.0154119818780855e-18,8.345379571548187e-30,1.787717683433869e-28,1.6444425973971717e-18,2.481195362631017e-16,2.3178684718267246e-25,1.9102031522270118e-25,4.472908102880451e-28,2.2823830545405586e-25,5.296707729899778e-28,1.2936849395616992e-22,1.361541085380116e-18,1.1126980388887064e-29,2.3841472109951725e-28,3.0393757297992306e-18,1.7127059197829344e-15,5.96794642226627e-23,1.1587652361972443e-23
6.192851147157787e-10,0.11224539080158065,0.9,0.0,0.0,0.0,0.0,0.0999998335328423,4.272708461762438e-08,4.09174624157245e-08,2.9393283947399977e-08,2.950489659658592e-08,2.4508675287663324e-08,2.5544529995275224e-08,2.5469958493834845e-08,2.5465314879963018e-08,2.2749469383835357e-08,2.2772404417511083e-08,2.0552792901802318e-08,2.063544326941127e-08,1.8422359032599245e-10,1.1745567846908933e-09,6.047765022323135e-10,1.0904898623029287e-10,5.808491746565728e-10,2.2924370268679235e-10,4.3393791151053395e-10,2.6764580498262427e-10,3.398259941203887e-11,4.582822868855023e-12,8.397977437563595e-11,1.3247028382884987e-15,2.533017723189743e-13,8.834723764077231e-16,6.574388139725609e-16,8.830966246239171e-16,1.1053240949008118e-18,4.1766098832298424e-18,4.394206134593735e-13,1.0346679471229649e-13,1.7677375065513796e-16,1.515307605011849e-11,4.696968906718208e-19,2.331788263049965e-16,7.341387371212163e-12,6.274691430265575e-19,4.5796548335059436e-21,4.2980046922036316e-16,4.132894643567096e-22,5.970202005643796e-19,6.729757422847301e-22,1.252051592586612e-24,4.439394036644943e-28,1.1004289582927417e-24,9.187195746749549e-28,1.0176758083466267e-19,2.6878396036581087e-26,5.797370878454676e-25,2.2375949349289663e-29,4.830556148311877e-28,5.64273998625767e-22,5.921484338611858e-28,1.4142830203605724e-24,4.001870093922981e-28,2.881016113513976e-16,3.2185111686774977e-18,9.528256673765786e-30,2.0553963705911837e-28,1.7688779036559287e-18,2.6689503494426773e-16,2.6435171599199663e-25,2.172890118579196e-25,5.1019129358681625e-28,2.605357838753641e-25,5.84408594786573e-28,1.3807456779554802e-22,1.4532459299904204e-18,1.2704195607755971e-29,2.7411436214992234e-28,3.1592525417648123e-18,1.836428582538924e-15,6.606442728482182e-23,1.2390561679583134e-23
6.392455759696638e-10,0.1122453914116659,0.9,0.0,0.0,0.0,0.0,0.09999982816734532,4.410733449170993e-08,4.221897148083455e-08,3.0338534024281875e-08,3.0457418376528234e-08,2.528276190020363e-08,2.636887281050806e-08,2.6289434799116026e-08,2.628449798809631e-08,2.3482717009160438e-08,2.35071480280364e-08,2.121374437538607e-08,2.1301804192172173e-08,1.9008353763989813e-10,1.2180573706817258e-09,6.280117204371496e-10,1.1307194325493456e-10,6.208315340627095e-10,2.4620360446824634e-10,4.622788804076801e-10,2.850674209041527e-10,3.620944251020307e-11,4.733693940980901e-12,8.960383165350112e-11,1.3674964389936865e-15,2.766170251419238e-13,9.119943434824677e-16,6.786691640134786e-16,9.115953118124102e-16,1.177755919232209e-18,4.3175914118600745e-18,4.610188185764326e-13,1.1424908463044373e-13,1.8248066196786487e-16,1.6146181176330672e-11,5.004804285458682e-19,2.407087697829121e-16,7.822575409885011e-12,6.685980820505297e-19,4.8777540121707845e-21,4.582796797112982e-16,4.409671253953178e-22,6.567674238888215e-19,7.227637730875614e-22,1.3341996828690636e-24,4.882968902299783e-28,1.2102099078695848e-24,1.0428146725135232e-27,1.1202119091450804e-19,2.960502653676237e-26,6.4273281392727865e-25,2.543885417243709e-29,5.527816745853712e-28,6.208977030898686e-22,6.513193073221157e-28,1.6574469213436853e-24,4.539170189280261e-28,3.0729159246041567e-16,3.428182777804754e-18,1.0832616138062263e-29,2.352101818825827e-28,1.8979103827057954e-18,2.863641899067774e-16,3.0022962025866183e-25,2.4617420944558015e-25,5.794899823392809e-28,2.961427113871297e-25,6.427968400810077e-28,1.470621260721784e-22,1.5479184032641314e-18,1.4443341483315904e-29,3.1367963865918873e-28,3.2801213951534472e-18,1.964955844927505e-15,7.289039942452853e-23,1.322034759498162e-23
6.791664984774341e-10,0.11224539263260422,0.9,0.0,0.0,0.0,0.0,0.09999981743634632,4.686841304432079e-08,4.481986799018279e-08,3.222863421450331e-08,3.2362744935479454e-08,2.6828756415244743e-08,2.8017745980609472e-08,2.7928111431162074e-08,2.7922564595151128e-08,2.4949212089660812e-08,2.497677784500836e-08,2.2535367685992377e-08,2.2634759909960127e-08,2.0179387975784934e-10,1.3050034392453544e-09,6.744510617208619e-10,1.211079676022706e-10,7.048142325319399e-10,2.81965174968547e-10,5.216393739476191e-10,3.215463660338488e-10,4.0875304911349635e-11,5.035386545201312e-12,1.0139835004552561e-10,1.4531015704765994e-15,3.269466175261174e-13,9.690467414555584e-16,7.211373076794181e-16,9.685991594077017e-16,1.3295210470135166e-18,4.613693516939933e-18,5.06423308195442e-13,1.380266647493224e-13,1.9389618014621012e-16,1.822705403680466e-11,5.649818220231564e-19,2.5577129948308176e-16,8.830831584325603e-12,7.547776569542696e-19,5.5019409024078516e-21,5.180786028547043e-16,4.990114867035153e-22,7.880034202864857e-19,8.277466016812197e-22,1.5063529346526056e-24,5.856887360253794e-28,1.4511252333683898e-24,1.3282917875157509e-27,1.3457957628582453e-19,3.559885844863664e-26,7.821812622291613e-25,3.2496918921161964e-29,7.146622727721874e-28,7.4524194194233625e-22,7.8123465726150165e-28,2.2439763029303428e-24,5.774196643970379e-28,3.476265384898258e-16,3.867228172216369e-18,1.3838385478848e-29,3.040958651357173e-28,2.1697576730533556e-18,3.273820826148007e-16,3.827990201145011e-25,3.124703548963331e-25,7.390269009860935e-28,3.781648730278626e-25,7.709894666813125e-28,1.658810833822289e-22,1.746159421880629e-18,1.8451313277731645e-29,4.055616829166896e-28,3.525201123293967e-18,2.2366124176590243e-15,8.792526653558506e-23,1.4960537068689586e-23
7.150953287344274e-10,0.1122453937323234,0.9,0.0,0.0,0.0,0.0,0.0999998077784413,4.935404344994833e-08,4.715826367140799e-08,3.392926853071122e-08,3.407786079536741e-08,2.821768123291881e-08,2.950194549666409e-08,2.940260540903191e-08,2.9396483043849356e-08,2.626905746813962e-08,2.6299607398220306e-08,2.3724509951770363e-08,2.38346866032317e-08,2.123223315244154e-10,1.383186742521485e-09,7.162014631980191e-10,1.283286546384089e-10,7.849743986103005e-10,3.162473820233361e-10,5.781158510390847e-10,3.5624051047602373e-10,4.5316491278057547e-11,5.306853587014191e-12,1.1263620486938526e-10,1.5301666253244405e-15,3.7653624836885404e-13,1.0204035286938468e-15,7.593671206580758e-16,1.0199099973988302e-15,1.4739782996717775e-18,4.896286879999885e-18,5.499354455377631e-13,1.6208077597243148e-13,2.04172075469997e-16,2.020777199240835e-11,6.263787244593207e-19,2.6933058823121995e-16,9.790575233232005e-12,8.368108432375527e-19,6.095588328904321e-21,5.751579081497466e-16,5.543163685986292e-22,9.201792877473117e-19,9.283865846774416e-22,1.6702523167051702e-24,6.837252208503031e-28,1.6935308822796584e-24,1.631947841751765e-27,1.57347334263496e-19,4.16413339419146e-26,9.238120146548212e-25,4.002073099254234e-29,8.88647909283867e-28,8.704261612513015e-22,9.120122990939274e-28,2.903951276073999e-24,7.086713701194024e-28,3.8617875091152614e-16,4.284807585951949e-18,1.7042563242505617e-29,3.7813421257481076e-28,2.4301192018053312e-18,3.666669652943733e-16,4.706894084495017e-25,3.82822355482879e-25,9.088666301853421e-28,4.655649942590121e-25,9.000284711999784e-28,1.8377928803963304e-22,1.934707962387284e-18,2.2723863569940178e-29,5.043125580543321e-28,3.750708927890468e-18,2.4980063648620006e-15,1.0311234157336148e-22,1.661859516811572e-23
