Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123)
5.718592652734479e-06,0.11283355608519223,0.9,0.0,0.0,0.0,0.0,0.09814913087526388,0.0006558159526335955,2.424571243909088e-06,1.3170927835688801e-05,3.23660777387629e-05,8.486689355126385e-07,3.070686923814484e-05,3.422850174823846e-06,6.214092536384337e-06,0.00021071073874752352,0.0010706012629304578,4.641436081637352e-06,4.545397768531479e-05,1.0916453206587624e-08,8.089549691242316e-08,2.542147218266032e-08,4.422821158866186e-09,5.084679818974408e-05,0.00019278727147489097,0.0024750266898266975,0.00028594944291966023,0.0006519662078738738,6.350836826343772e-10,0.00021683717081089545,1.9852781384690558e-11,5.506626528918782e-08,9.462652553149968e-13,1.4139621717268944e-12,1.0365035386021454e-12,2.0705689665139202e-11,1.7502709943433436e-13,6.44528557268111e-06,0.00033265286514290535,1.9396147080379864e-13,0.00024742041391954305,7.488301427383116e-12,5.136906299687076e-13,0.0002388755373044208,1.993611463812262e-11,4.892861064130441e-15,0.00014543119770992657,1.0671400001332303e-15,8.110209145782407e-05,5.659568506789449e-16,8.98773279034043e-16,3.390062849799919e-16,1.8086485482689975e-14,1.8843424082224926e-14,4.8961470525784345e-05,1.05967557121492e-15,7.444288424402046e-15,1.1026547031928877e-15,7.753187126130725e-15,9.436544442082729e-12,9.011021812984161e-16,8.052069702016789e-06,6.821732033504886e-15,2.850499121840589e-05,3.444140556258342e-12,3.9961128377800837e-16,2.8076618081238147e-15,2.4047132703373093e-12,3.6284130602055697e-10,5.519294746952221e-12,3.5593822263973332e-12,1.813051318267602e-14,9.475635221957312e-12,5.243667878952041e-16,1.4751716941206766e-16,1.5551237772215172e-12,1.0617704554008997e-15,7.461841969156545e-15,6.281248566087323e-13,3.617719285803293e-06,2.7051379874957297e-13,3.1992640681758834e-17
5.74954584284698e-06,0.11283655921034237,0.9,0.0,0.0,0.0,0.0,0.09813958316651773,0.000658939876732088,2.424370410468777e-06,1.3148033706792454e-05,3.236302933688019e-05,8.485916767369281e-07,3.0669069860490427e-05,3.4225416057038576e-06,6.213648476731333e-06,0.00021181634931572994,0.0010764166495488914,4.641082704664282e-06,4.545192145919885e-05,1.0915548981004117e-08,8.088879613035376e-08,2.5419157930074226e-08,4.422479318371609e-09,5.068172002433939e-05,0.00019382486681926274,0.002487923652507936,0.00028747198196688825,0.0006549521477863363,6.350374848241783e-10,0.00021801524314107824,1.9944877189998852e-11,5.4880672232890394e-08,9.460589104963744e-13,1.4137230666645954e-12,1.0350994097361755e-12,2.0797942670754435e-11,1.7443984119208335e-13,6.423920147762818e-06,0.00033407839514254143,1.9394368444932154e-13,0.0002487448632553466,7.527453853158572e-12,5.136680176787915e-13,0.00024022559373653048,2.004630403060385e-11,4.918912909670218e-15,0.00014666465739805365,1.0729374486353808e-15,8.18301156798273e-05,5.690027949149959e-16,9.079356214250618e-16,3.426631791426278e-16,1.8268910159375214e-14,1.9030009485731728e-14,4.942761114883015e-05,1.070478925191573e-15,7.519804665201977e-15,1.1136930967127537e-15,7.83040700326111e-15,9.531723919179073e-12,9.110930625805502e-16,8.182006689253403e-06,6.894581933786052e-15,2.8698908797364324e-05,3.4624788991949644e-12,4.039223031906852e-16,2.8378077091760307e-15,2.4175173513192215e-12,3.6477328249649556e-10,5.573946208618144e-12,3.597393213515598e-12,1.8329575240750134e-14,9.579672061269042e-12,5.296155933699175e-16,1.48302625218167e-16,1.5634040412485455e-12,1.0735437805667092e-15,7.544200619850115e-15,6.314473086763654e-13,3.6567037055341037e-06,2.7109270174861367e-13,3.216645610570971e-17
5.7804990329594815e-06,0.11283955927781363,0.9,0.0,0.0,0.0,0.0,0.09813004087515481,0.0006620605787586935,2.424169601243112e-06,1.3125347895222396e-05,3.2359976667759904e-05,8.485144507042091e-07,3.063161687324168e-05,3.4222331534692155e-06,6.213205175931289e-06,0.00021292164734876593,0.0010822272780884616,4.64072959877301e-06,4.544978570826277e-05,1.0914644867846166e-08,8.0882096156863e-08,2.541684465854904e-08,4.422137481031792e-09,5.0518122277937226e-05,0.00019486236086025673,0.002500806356963067,0.00028899415502206657,0.0006579283570983574,6.349913125983594e-10,0.00021919320542635937,2.0036853782962483e-11,5.4696731446960764e-08,9.458525455136116e-13,1.4134815784059905e-12,1.0337073110018044e-12,2.088986509313918e-11,1.7385780480833996e-13,6.40274915671501e-06,0.0003354993880074749,1.9392587453226574e-13,0.0002500673363793988,7.56653722199095e-12,5.136445092635619e-13,0.0002415727277323768,2.0156223463665053e-11,4.944958485974604e-15,0.0001479009070125846,1.0787343358551845e-15,8.255939151726497e-05,5.7204844187353e-16,9.171355412271857e-16,3.4633533945867943e-16,1.8452135395958814e-14,1.9217196926027243e-14,4.989512177746759e-05,1.0813316401924419e-15,7.595658657353412e-15,1.1247688967233782e-15,7.907883869672243e-15,9.62732081705293e-12,9.211235523277422e-16,8.313127701310828e-06,6.967753726109806e-15,2.8893512785892337e-05,3.48081283394942e-12,4.082530390974865e-16,2.868089707968268e-15,2.4303183544095403e-12,3.6670479455848107e-10,5.628773986591202e-12,3.6355721229107224e-12,1.8529471400351502e-14,9.684144793865896e-12,5.34879946014643e-16,1.4908789221680935e-16,1.5716823148514268e-12,1.0853682405786293e-15,7.626912629377882e-15,6.347690301428521e-13,3.6958937445560447e-06,2.7166932321560194e-13,3.234025529324935e-17
5.811452223071983e-06,0.11284255630811618,0.9,0.0,0.0,0.0,0.0,0.09812050395961772,0.0006651780618857705,2.42396881630444e-06,1.310286745772103e-05,3.235692003132487e-05,8.484372571981622e-07,3.0594505605298906e-05,3.4219248174340967e-06,6.212762630329736e-06,0.0002140266345596242,0.0010880331867041272,4.64037676221485e-06,4.544757328776739e-05,1.0913740860792737e-08,8.087539699308458e-08,2.5414532361150397e-08,4.421795639197449e-09,5.0355984158037564e-05,0.0001958997536573415,0.0025136749402653656,0.00029051596224486797,0.0006608948856115868,6.349450967379205e-10,0.00022037105771902934,2.0128711400776905e-11,5.4514419730324584e-08,9.456461716657124e-13,1.413237895150644e-12,1.0323272094467781e-12,2.098145861594702e-11,1.7328094584678523e-13,6.381769862477395e-06,0.00033691588424585657,1.9390804282448207e-13,0.000251387834337168,7.605551595832831e-12,5.136201368922834e-13,0.00024291692779128103,2.026587207117843e-11,4.970997810344498e-15,0.00014913994245312068,1.0845307021722622e-15,8.328990947189983e-05,5.750937920252673e-16,9.263728897616662e-16,3.5002271519075886e-16,1.8636148798470985e-14,1.9404981027488944e-14,5.036399871024423e-05,1.0922319519566954e-15,7.671848225309595e-15,1.1358813461780105e-15,7.985616872107194e-15,9.723329188577911e-12,9.311934189743274e-16,8.445434177969901e-06,7.041245214531254e-15,2.9088811153532e-05,3.499142362371029e-12,4.1260319802748225e-16,2.898507403128721e-15,2.443116280971399e-12,3.6863584240913444e-10,5.683776549474988e-12,3.6739178701175625e-12,1.8730195463217602e-14,9.789050253745692e-12,5.401597722822473e-16,1.4987297048548013e-16,1.579958598882904e-12,1.0972431619272344e-15,7.709976372762435e-15,6.380900222819289e-13,3.735289357460239e-06,2.7224270503229725e-13,3.251403825236411e-17
5.842405413184484e-06,0.112845550321491,0.9,0.0,0.0,0.0,0.0,0.09811097237892866,0.0006682923292595411,2.4237680556940154e-06,1.3080589495653933e-05,3.235385971183249e-05,8.483600959978642e-07,3.055773143393576e-05,3.421616596890806e-06,6.212320836313633e-06,0.00021513131263289597,0.001093834413088515,4.6400241932644865e-06,4.544528695265719e-05,1.091283696621292e-08,8.086869864157665e-08,2.541222103167788e-08,4.421453800905449e-09,5.01952852325216e-05,0.000196937045269515,0.002526529537577928,0.0002920374037940566,0.0006638517824864018,6.348989018589748e-10,0.00022154880007089903,2.0220450101506138e-11,5.433371430541392e-08,9.454397938148145e-13,1.4129920101055072e-12,1.0309588229582705e-12,2.1072724948413974e-11,1.727091649744583e-13,6.360979572831949e-06,0.0003383279237976472,1.9389019103844622e-13,0.0002527063581975732,7.644497033074143e-12,5.135949317534783e-13,0.00024425818262086436,2.037524903282438e-11,4.9970308719250475e-15,0.00015038175963567605,1.09032651049271e-15,8.402166017493681e-05,5.781388452608274e-16,9.356476234736582e-16,3.537252466695911e-16,1.8820958609940938e-14,1.95933602717847e-14,5.083423827801418e-05,1.1031813274639057e-15,7.748374178425917e-15,1.1470307789690879e-15,8.063604232319351e-15,9.819752848974563e-12,9.413023743022623e-16,8.578927526218247e-06,7.115056517231997e-15,2.928481176740289e-05,3.5174674864407497e-12,4.16972947397161e-16,2.9290604319819884e-15,2.4559111323210796e-12,3.705664262499114e-10,5.738953412215759e-12,3.712430459495015e-12,1.8931743804483112e-14,9.894386477824042e-12,5.454549470849248e-16,1.5065786011062976e-16,1.5882328942209483e-12,1.1091686386808617e-15,7.793389644232547e-15,6.414102827726715e-13,3.7748904988014047e-06,2.7281380929256906e-13,3.268780499044594e-17
5.873358603296985e-06,0.1128485413379135,0.9,0.0,0.0,0.0,0.0,0.0981014460926793,0.0006714033840016781,2.423567319451973e-06,1.3058511155026847e-05,3.235079597866767e-05,8.482829668890089e-07,3.05212897866863e-05,3.4213084911498234e-06,6.211879790310666e-06,0.00021623568322537995,0.0010996309944776897,4.639671890219596e-06,4.5442929361070925e-05,1.0911933178536694e-08,8.086200110259285e-08,2.540991066332866e-08,4.421111959713235e-09,5.0036005425433886e-05,0.00019797423575533172,0.0025393702821809782,0.0002935584798275274,0.0006667990962508832,6.348526683245721e-10,0.00022272643253352155,2.0312070108044453e-11,5.4154592774711454e-08,9.45233421957498e-13,1.4127440918786354e-12,1.029602104580237e-12,2.116366573505721e-11,1.721424163729175e-13,6.340375640080723e-06,0.00033973554604449665,1.9387232076551595e-13,0.00025402290905214163,7.683373596604413e-12,5.135689237996481e-13,0.0002455964811332751,2.048435351934967e-11,5.023057686021799e-15,0.00015162635449126544,1.096121795782528e-15,8.475463438386588e-05,5.811836020079534e-16,9.449596017930889e-16,3.5744288301426697e-16,1.9006553885803635e-14,1.9782329580589723e-14,5.130583684280397e-05,1.1141782283105483e-15,7.825234550972185e-15,1.1582165157596576e-15,8.141845042948448e-15,9.91658654186457e-12,9.51450183770067e-16,8.713609120523775e-06,7.189185603928629e-15,2.9481522393588952e-05,3.5357882079964507e-12,4.2136202610236003e-16,2.9597483971230064e-15,2.4687029098040167e-12,3.7249654628117484e-10,5.794303125054589e-12,3.751108885255883e-12,1.913411040706347e-14,1.0000150385449798e-11,5.507653945537296e-16,1.5144256116948502e-16,1.596505201710741e-12,1.1211440507700442e-15,7.87715077725232e-15,6.447298126635191e-13,3.81469712309868e-06,2.7338181031153827e-13,3.286155551533583e-17
5.9043117934094865e-06,0.11285152937709782,0.9,0.0,0.0,0.0,0.0,0.09809192506102109,0.000674511229210737,2.423366607592496e-06,1.3036629626431442e-05,3.234772908709582e-05,8.482058696538634e-07,3.0485176143010134e-05,3.421000499504351e-06,6.2114394887885805e-06,0.00021733974796667648,0.0011054229676569535,4.6393198514004805e-06,4.5440503077729985e-05,1.091102950317776e-08,8.08553043776083e-08,2.5407601249932407e-08,4.420770122408634e-09,4.9878125012023505e-05,0.00019901132517289048,0.002552197305499285,0.0002950791905022956,0.0006697368748099105,6.348064518242299e-10,0.0002239039551579916,2.0403571488269356e-11,5.397703314926633e-08,9.450270605054525e-13,1.4124941401640912e-12,1.0282567921335092e-12,2.1254282640255625e-11,1.71580606866143e-13,6.319955460680871e-06,0.00034113878981949903,1.938544335422914e-13,0.000255337488014195,7.722181346266347e-12,5.135421420599111e-13,0.0002469318124415327,2.0593184742872684e-11,5.0490782435783716e-15,0.00015287372296460857,1.1019165259774444e-15,8.548882297943092e-05,5.84228062192351e-16,9.543087751474998e-16,3.611755656430798e-16,1.91929415296225e-14,1.9971887213538144e-14,5.177879079673454e-05,1.125223911780693e-15,7.902429959869126e-15,1.1694388211753291e-15,8.220337596881307e-15,1.0013833444840237e-11,9.616365638865923e-16,8.849480303103208e-06,7.263632445940296e-15,2.9678950698507903e-05,3.5541045289887564e-12,4.2577057181160784e-16,2.990570934710298e-15,2.481491614724334e-12,3.7442620270216254e-10,5.849825142992531e-12,3.7899530823850065e-12,1.933729147816183e-14,1.0106339934499475e-11,5.560909942906627e-16,1.5222707374698137e-16,1.604775522218781e-12,1.1331694422409368e-15,7.961257602823287e-15,6.480486098949062e-13,3.8547091848364586e-06,2.7394754371502315e-13,3.3035289834354045e-17
5.935264983521988e-06,0.1128545144585009,0.9,0.0,0.0,0.0,0.0,0.09808240924465507,0.0006776158679635277,2.4231659201296545e-06,1.3014942144925912e-05,3.234465927897811e-05,8.481288040807271e-07,3.044938603574803e-05,3.420692621264805e-06,6.210999928254514e-06,0.00021844350845976916,0.001111210368966662,4.638968075149701e-06,4.543801057720807e-05,1.091012593522399e-08,8.084860846617201e-08,2.5405292784824394e-08,4.420428283568139e-09,4.972162461414596e-05,0.00020004831357985827,0.002565010737129638,0.0002965995359745319,0.0006726651654543681,6.347602009780834e-10,0.00022508136799513734,2.0494954452636316e-11,5.380101381321596e-08,9.448207182977794e-13,1.412242306212928e-12,1.0269228272395746e-12,2.134457727016847e-11,1.710236897145404e-13,6.299716474840629e-06,0.0003425376934168173,1.938365307973703e-13,0.00025665009621807634,7.760920345829965e-12,5.135146144217627e-13,0.00024826416585599213,2.0701741909497592e-11,5.075092558170796e-15,0.00015412386101292701,1.1077107313592236e-15,8.622421696270932e-05,5.872722262043104e-16,9.636950100706598e-16,3.6492324360478937e-16,1.9380111851008747e-14,2.0162028352359258e-14,5.2253096560990035e-05,1.1363170349146277e-15,7.97995862114459e-15,1.1806970832713657e-15,8.29908094103435e-15,1.0111488898619684e-11,9.718612776677015e-16,8.986542384185855e-06,7.338395156728744e-15,2.9877104250262992e-05,3.5724164512433924e-12,4.3019835144796876e-16,3.0215276509356526e-15,2.4942772484105977e-12,3.7635539571104863e-10,5.905518087682262e-12,3.828962113314948e-12,1.9541281157826683e-14,1.0212952118288641e-11,5.614316685450219e-16,1.5301139792002624e-16,1.6130438565826976e-12,1.145244239269636e-15,8.045708418534097e-15,6.51366675323622e-13,3.894926638465208e-06,2.745102983091322e-13,3.3209007955203016e-17
5.966218173634489e-06,0.11285749660132675,0.9,0.0,0.0,0.0,0.0,0.09807289860482248,0.0006807173033163507,2.4229652570559906e-06,1.299344598985596e-05,3.23415867834508e-05,8.480517699554567e-07,3.0413915052383917e-05,3.4203848557282435e-06,6.2105611052543235e-06,0.00021954696628159162,0.0011169932343080523,4.638616559831708e-06,4.543545424708705e-05,1.0909222479270511e-08,8.084191336888472e-08,2.5402985261886654e-08,4.4200864489275565e-09,4.9566485195054984e-05,0.00020108520103346005,0.0025778107048683345,0.0002981195163995559,0.0006755840148704248,6.347139637837579e-10,0.0002262586710953485,2.0586219077447963e-11,5.36265135446255e-08,9.446143993274584e-13,1.4119885949397082e-12,1.0255999656468638e-12,2.143455124596067e-11,1.70471577337148e-13,6.2796561660808025e-06,0.00034393229460117416,1.9381861390892967e-13,0.0002579607348184043,7.799590656462251e-12,5.134863679041017e-13,0.000249593530880917,2.081002426281542e-11,5.10110062229564e-15,0.00015537676460484242,1.1135043842148665e-15,8.696080745230528e-05,5.90316093999625e-16,9.731182518710136e-16,3.686858593119665e-16,1.9568070595769168e-14,2.0352751067508905e-14,5.272875058483658e-05,1.1474586735996448e-15,8.057820985449199e-15,1.191991506900042e-15,8.378073430918592e-15,1.0209555530292994e-11,9.821240458443343e-16,9.124796642272838e-06,7.413473581072555e-15,3.007599051997608e-05,3.5907239766825384e-12,4.346454769653497e-16,3.0526181811130072e-15,2.5070598121548746e-12,3.7828412550492e-10,5.961381363164187e-12,3.868135853345948e-12,1.974607550872084e-14,1.0319984826774334e-11,5.66787301102044e-16,1.5379553377214995e-16,1.6213102056580715e-12,1.1573684426342081e-15,8.130501087297492e-15,6.546840071193662e-13,3.935349438402285e-06,2.7507080021301467e-13,3.338270988512841e-17
5.99717136374699e-06,0.11286047582453011,0.9,0.0,0.0,0.0,0.0,0.09806339310329507,0.000683815538306181,2.4227646183647956e-06,1.297213848462148e-05,3.23385118175704e-05,8.479747670694406e-07,3.0378758836124233e-05,3.420077202208078e-06,6.210123016371952e-06,0.0002206501229835825,0.0011227715991490716,4.6382653038324895e-06,4.543283639100211e-05,1.0908319130982379e-08,8.08352190847419e-08,2.5400678674597603e-08,4.419744613924373e-09,4.941268805452147e-05,0.00020212198759049998,0.0025905973347386444,0.0002996391319318661,0.0006784934691488832,6.346676959767604e-10,0.0002274358645087419,2.067736556233243e-11,5.345351148627632e-08,9.444081114047256e-13,1.4117331421999676e-12,1.0242881397626302e-12,2.152420613629242e-11,1.69924222459039e-13,6.259772060765009e-06,0.0003453226306172056,1.9380068415881595e-13,0.00025926940498936394,7.838192342759978e-12,5.134574284708526e-13,0.0002509198972111644,2.0918031042884043e-11,5.127102448029507e-15,0.00015663242971935483,1.119297510772976e-15,8.769858568164339e-05,5.93359665935916e-16,9.8257837331508e-16,3.724633618053198e-16,1.975680915884831e-14,2.0544050768520294e-14,5.320574934468274e-05,1.1586476540060083e-15,8.136015426292111e-15,1.2033215385800517e-15,8.45731407496414e-15,1.0308029196767253e-11,9.924246294517484e-16,9.264244324391956e-06,7.488865957222265e-15,3.0275616883102005e-05,3.6090271071192365e-12,4.3911173955936156e-16,3.083842134710202e-15,2.5198393072696133e-12,3.802123922798276e-10,6.017413653654125e-12,3.907473424094227e-12,1.9951668807318994e-14,1.0427435117450182e-11,5.721578127071492e-16,1.5457948137989052e-16,1.6295745702750142e-12,1.169541518536055e-15,8.215633875773554e-15,6.580006059762283e-13,3.975977539032742e-06,2.7562843720452064e-13,3.355639563170033e-17
6.0281245538594915e-06,0.1128634521468208,0.9,0.0,0.0,0.0,0.0,0.09805389270236578,0.0006869105759517356,2.4225640040316275e-06,1.2951016996393844e-05,3.233543458692651e-05,8.47897795212445e-07,3.034391308680894e-05,3.419769660007704e-06,6.209685658228766e-06,0.0002217529800922259,0.0011285454985301958,4.637914305559193e-06,4.543015923158103e-05,1.0907415894254322e-08,8.082852561364846e-08,2.5398373016909835e-08,4.419402783408739e-09,4.926021482345339e-05,0.00020315867330735399,0.0026033707510181962,0.0003011583827251356,0.0006813935737945623,6.346214389267806e-10,0.00022861294828501396,2.0768393990816515e-11,5.328198716052137e-08,9.442018581343568e-13,1.4114759570601055e-12,1.022987121502008e-12,2.1613543520717996e-11,1.693815425954774e-13,6.240061727602669e-06,0.00034670873819867367,1.9378274278251504e-13,0.0002605761079240225,7.876725467098566e-12,5.134278212695488e-13,0.00025224325472897113,2.1025761523843517e-11,5.1530980292095476e-15,0.00015789085234490778,1.1250900870849153e-15,8.843754299636569e-05,5.96402941994748e-16,9.920753153679233e-16,3.7625569440996065e-16,1.994633228544384e-14,2.0735925365057435e-14,5.368408934318452e-05,1.169884895108235e-15,8.214542250690924e-15,1.214687331602253e-15,8.536801283931567e-15,1.0406912049898532e-11,1.0027627530070311e-15,9.404886646348394e-06,7.564572020989036e-15,3.0475990620723413e-05,3.6273258444489e-12,4.435972289588438e-16,3.1151991464740438e-15,2.532615735034946e-12,3.8214019623077023e-10,6.073614319987143e-12,3.946974649545148e-12,2.0158056992032046e-14,1.0535300821991036e-11,5.775430908877726e-16,1.553632408254701e-16,1.637836951278685e-12,1.181763430333178e-15,8.301104674610087e-15,6.613164702652513e-13,4.016810894710126e-06,2.761838405751218e-13,3.37300652020876e-17
6.059077743971993e-06,0.11286642558666748,0.9,0.0,0.0,0.0,0.0,0.09804439736483947,0.0006900024192544948,2.422363414033514e-06,1.2930078935788468e-05,3.2332355286223715e-05,8.478208541793334e-07,3.0309373561664208e-05,3.419462228446081e-06,6.209249027482937e-06,0.0002228555391095806,0.001134314967070238,4.6375635634397875e-06,4.5427424913280286e-05,1.0906512765258495e-08,8.08218329541758e-08,2.5396068282448605e-08,4.419060953545981e-09,4.9109047458814954e-05,0.00020419525823998737,0.0026161310762662674,0.00030267726893223933,0.0006842843737357142,6.345751545008804e-10,0.0002297899224735844,2.0859304553095343e-11,5.31119204450072e-08,9.43995646411881e-13,1.4112171617034587e-12,1.0216968359432307e-12,2.1702564931319514e-11,1.688434902576394e-13,6.220522777127553e-06,0.00034809065357753704,1.937647909295729e-13,0.0002618808448336796,7.915190094850608e-12,5.133975704723546e-13,0.00025356359350084303,2.1133214978404854e-11,5.179087376612068e-15,0.00015915202847852276,1.1308821358721413e-15,8.91776708518192e-05,5.994459225052182e-16,1.0016089562734855e-15,3.8006280621143204e-16,2.0136632309809716e-14,2.0928370466530426e-14,5.416376710838759e-05,1.1811693694397484e-15,8.293399968631306e-15,1.226088383221807e-15,8.61653403401434e-15,1.0506200392885148e-11,1.0131381759654581e-15,9.546724792971417e-06,7.640590119015961e-15,3.067711892082613e-05,3.645620190471469e-12,4.48101757383305e-16,3.1466888288701817e-15,2.5453890967478908e-12,3.840675375517377e-10,6.129982101285385e-12,3.9866387026911616e-12,2.0365234457938904e-14,1.0643579053657358e-11,5.829430552097413e-16,1.5614681218501584e-16,1.6460973494917322e-12,1.1940336788748604e-15,8.386911723848657e-15,6.646316005427142e-13,4.057849459757267e-06,2.767364836511111e-13,3.3903718603733795e-17
6.090030934084494e-06,0.11286939616230185,0.9,0.0,0.0,0.0,0.0,0.09803490705402383,0.000693091071199624,2.422162848332999e-06,1.2909321756496954e-05,3.232927409983444e-05,8.477439437640298e-07,3.0275136075909632e-05,3.4191549068349876e-06,6.2088131208288055e-06,0.0002239578015137952,0.0011400800389721273,4.637213075922696e-06,4.54246355051225e-05,1.0905609747291211e-08,8.08151411056852e-08,2.539376446525177e-08,4.418719128441025e-09,4.895916823814087e-05,0.00020523174244394983,0.0026288784313509353,0.00030419579070525105,0.0006871659133334424,6.345288783576307e-10,0.00023096678712346933,2.095009733888093e-11,5.2943291582877004e-08,9.437894794830007e-13,1.4109567684489844e-12,1.0204170696192523e-12,2.179127190760201e-11,1.6830998761336167e-13,6.20115286115533e-06,0.00034946841249287517,1.937468297069657e-13,0.00026318361694723983,7.95358628949548e-12,5.133666994846837e-13,0.0002548809037745401,2.124039071037434e-11,5.205070485231134e-15,0.00016041595412500867,1.136673636442598e-15,8.99189608106372e-05,6.024886074709329e-16,1.0111792333229706e-15,3.838846413756909e-16,2.032771311243993e-14,2.1121383846336045e-14,5.464477919290904e-05,1.192501860245778e-15,8.372588763082811e-15,1.2375248022714745e-15,8.696510784831046e-15,1.0605895967373147e-11,1.023550626253986e-15,9.689759918357256e-06,7.716919893342879e-15,3.0879008879554495e-05,3.6639101470570905e-12,4.526253953555994e-16,3.1783108163177003e-15,2.558159393676781e-12,3.8599441643570006e-10,6.1865163218725905e-12,4.0264653634324346e-12,2.0573197036805533e-14,1.0752267594199556e-11,5.883575965585394e-16,1.56930195539528e-16,1.654355765749346e-12,1.2063521951631325e-15,8.473052938289e-15,6.679459953566998e-13,4.099093188467057e-06,2.7728691560008013e-13,3.407735584372941e-17
6.120984124196995e-06,0.11287236389150432,0.9,0.0,0.0,0.0,0.0,0.09802542173368757,0.0006961765347567257,2.4219623069059434e-06,1.2888742952034059e-05,3.232619120297601e-05,8.476670637669421e-07,3.0241196499383253e-05,3.418847694502603e-06,6.208377934993518e-06,0.00022505976876110916,0.0011458407480559522,4.636862841475114e-06,4.5421793008184554e-05,1.0904706837382782e-08,8.080845006687073e-08,2.539146155916813e-08,4.418377305348075e-09,4.8810559730471704e-05,0.00020626812597441548,0.0026416129355866713,0.00030571394819550686,0.0006900382364275946,6.344825813625199e-10,0.00023214354228342346,2.1040772525183442e-11,5.27760811330695e-08,9.435833632828568e-13,1.4106948820945337e-12,1.0191477346655855e-12,2.187966594878911e-11,1.677809855497355e-13,6.181949669494319e-06,0.0003508420502319746,1.9372886014985358e-13,0.0002644844255093951,7.991914116999488e-12,5.133352308688489e-13,0.0002561951759642268,2.1347288023617087e-11,5.231047363923308e-15,0.00016168262529690455,1.1424646063014276e-15,9.066140453421356e-05,6.055309971798258e-16,1.0207860323791714e-15,3.877211487638468e-16,2.0519568420321164e-14,2.1314961390627357e-14,5.512712217205999e-05,1.2038815576999037e-15,8.45210734625067e-15,1.2489961603397976e-15,8.776730456636285e-15,1.0705995735364923e-11,1.0339998605851619e-15,9.833993148105708e-06,7.793559849907188e-15,3.108166750843484e-05,3.682195715996763e-12,4.571679862912031e-16,3.210064725153151e-15,2.5709266271030537e-12,3.8792083307469353e-10,6.2432157962949346e-12,4.0664538798692295e-12,2.0781939304372412e-14,1.0861363641711662e-11,5.937866318384175e-16,1.5771339096497458e-16,1.6626122008678354e-12,1.2187185319852932e-15,8.559526520992248e-15,6.712596550446619e-13,4.140542035105162e-06,2.7783473852797047e-13,3.425097692938465e-17
6.1519373143094965e-06,0.11287532879254063,0.9,0.0,0.0,0.0,0.0,0.0980159413681216,0.0006992588128815514,2.4217617896926955e-06,1.28683400613136e-05,3.2323106760783064e-05,8.475902139839532e-07,3.0207550764859335e-05,3.418540590771702e-06,6.20794346674265e-06,0.00022616144228318437,0.0011515971277068254,4.636512858585507e-06,4.541889934768814e-05,1.09038040367694e-08,8.080175983600643e-08,2.5389159558172747e-08,4.418035485936798e-09,4.8663204843347855e-05,0.00020730440888613137,0.0026543347065264766,0.00030723174155353433,0.0006929013862690908,6.344362789395773e-10,0.00023332018800180818,2.1131330227606795e-11,5.261027004727137e-08,9.433773014125014e-13,1.4104315397086839e-12,1.0178886601247364e-12,2.196774854966964e-11,1.6725641707272153e-13,6.1629109351025844e-06,0.0003522116015701779,1.9371088324476376e-13,0.0002657832717827495,8.030173642296372e-12,5.133031863819996e-13,0.00025750640067296595,2.145390624777927e-11,5.257018011955724e-15,0.000162952038011756,1.1482550365896657e-15,9.14049937931483e-05,6.085730917216864e-16,1.0304292758138897e-15,3.9157227451796295e-16,2.0712198970653582e-14,2.1509100327943283e-14,5.5610792645154677e-05,1.2153087516519856e-15,8.531955446949081e-15,1.2605024020758283e-15,8.857191667608499e-15,1.0806499956777328e-11,1.044485616364704e-15,9.979425575378376e-06,7.870509281277987e-15,3.1285101722935864e-05,3.700476899120237e-12,4.61729530474911e-16,3.2419501851229e-15,2.5836907982880232e-12,3.8984678765972704e-10,6.300079702426621e-12,4.106603868209045e-12,2.099145669014297e-14,1.0970864789993281e-11,5.992300617282495e-16,1.58496398540117e-16,1.670866655669375e-12,1.231132502250117e-15,8.646330469919471e-15,6.745725787302842e-13,4.1821959539066145e-06,2.7838020508955435e-13,3.4424581867773425e-17
