Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879)
3.71791324298818e-10,0.11224538325740821,0.9,0.0,0.0,0.0,0.0,0.09999990006060126,2.5629124901259253e-08,2.4719433355587327e-08,1.7661853156311436e-08,1.770773391036013e-08,1.4848050197158502e-08,1.5328540309068843e-08,1.53014944740101e-08,1.5299797491263988e-08,1.3657782286106824e-08,1.3658004838409315e-08,1.2349772105977717e-08,1.2382223712503829e-08,1.1129317570105948e-10,6.351020362446073e-10,3.1771305913293865e-10,5.902782746217397e-11,1.9667156151195105e-10,7.011199021187715e-11,1.56821906598562e-10,9.705285961052974e-11,1.2243796637523425e-11,2.7107329033030333e-12,2.9384552043436324e-11,7.945931445511356e-16,5.883149672616217e-14,5.302221239953225e-16,3.944898999610541e-16,5.299152581426202e-16,3.9823557134602484e-19,2.8157822047409297e-18,2.2227451893259073e-13,2.0781987718340097e-14
3.8122227447109886e-10,0.11224538354407988,0.9,0.0,0.0,0.0,0.0,0.09999989752551103,2.628011220258813e-08,2.533882140935906e-08,1.8109264814268484e-08,1.8157493654417556e-08,1.5218417441507075e-08,1.5717652051993854e-08,1.5689229270744638e-08,1.5687444383934504e-08,1.4004228773057185e-08,1.4004458157261137e-08,1.2662617687737418e-08,1.2696735863997455e-08,1.1408192407189451e-10,6.555637778775712e-10,3.285095000569654e-10,6.092941575670852e-11,2.0752095582670422e-10,7.443955019649461e-11,1.6485835053403362e-10,1.0200909457859571e-10,1.2872988393549416e-11,2.7821177356444495e-12,3.095122616142968e-11,8.147765422936648e-16,6.33108962856172e-14,5.43689586779961e-16,4.045103148685061e-16,5.433674165567335e-16,4.187008963327558e-19,2.8539576420690522e-18,2.290913863269397e-13,2.2495635716492048e-14
3.9065322464337973e-10,0.11224538383080777,0.9,0.0,0.0,0.0,0.0,0.09999989499042053,2.6931142644381645e-08,2.5958025853477126e-08,1.8556646652316502e-08,1.860728187044066e-08,1.5588593338973706e-08,1.6106777822057094e-08,1.607694374889713e-08,1.6075068951029285e-08,1.4350675251221326e-08,1.4350911560609595e-08,1.2975442420344526e-08,1.3011268861155715e-08,1.1686983853881692e-10,6.760460489848332e-10,3.3932992656204056e-10,6.283260883628577e-11,2.1867066780008736e-10,7.890437350724296e-11,1.7309497193318616e-10,1.0708796624444078e-10,1.3517952153396401e-11,2.853498830066399e-12,3.255862005721071e-11,8.349612758326085e-16,6.799916143248689e-14,5.57157902842867e-16,4.1453139171626e-16,5.568200500575892e-16,4.396792418936073e-19,2.8931538932332126e-18,2.3600107938004985e-13,2.4302564396820727e-14
4.000841748156606e-10,0.11224538411759184,0.9,0.0,0.0,0.0,0.0,0.09999989245532981,2.7582216224154228e-08,2.6577049404754445e-08,1.9003998672448507e-08,1.9057098543819463e-08,1.595858046422288e-08,1.6495917616703282e-08,1.646463789956643e-08,1.6462671193644915e-08,1.4697121720599237e-08,1.4697365051001774e-08,1.3288246305187961e-08,1.3325822702885538e-08,1.1965695121181555e-10,6.965461488234881e-10,3.501719330630607e-10,6.473714723089002e-11,2.3012075834051504e-10,8.350656514473468e-11,1.815317376778007e-10,1.1228943855673719e-10,1.4178688485569293e-11,2.9248761848619665e-12,3.4206731598003914e-11,8.551473468160706e-16,7.28996530775165e-14,5.706270676528424e-16,4.24553135054776e-16,5.70273183836237e-16,4.61170621861172e-19,2.9334721067253397e-18,2.430061389055857e-13,2.6205320942962936e-14
4.0951512498794146e-10,0.11224538440443206,0.9,0.0,0.0,0.0,0.0,0.09999988992023884,2.8233332939420477e-08,2.719589456073961e-08,1.9451320876657563e-08,1.9506943660115598e-08,1.6328381201149306e-08,1.6885071433377375e-08,1.6852311714001533e-08,1.6850251112877936e-08,1.504356818119091e-08,1.5043818630985128e-08,1.3601029343656558e-08,1.3640397388093373e-08,1.2244326800135367e-10,7.170616215216541e-10,3.6103329611837837e-10,6.66427951509422e-11,2.418712736615959e-10,8.824621488382438e-11,1.901686149700694e-10,1.176134759081885e-10,1.4855197958469457e-11,2.9962497983400983e-12,3.589555865012336e-11,8.753347546782387e-16,7.801564404470911e-14,5.840970819076857e-16,4.345755435733383e-16,5.837268108337275e-16,4.831750559590926e-19,2.974883243338602e-18,2.501091059337191e-13,2.820645279414741e-14
4.1894607516022233e-10,0.11224538469132857,0.9,0.0,0.0,0.0,0.0,0.09999988738514762,2.8884492787695077e-08,2.7814563552275094e-08,1.989861326693678e-08,1.9956817205085803e-08,1.6697997715763345e-08,1.7274239269524623e-08,1.7239965183635277e-08,1.7237808709824893e-08,1.5390014632996333e-08,1.53902723031078e-08,1.3913791537139069e-08,1.3954992915685216e-08,1.2522875957465083e-10,7.375903124299557e-10,3.7191199969755767e-10,6.854934579862808e-11,2.539222418949806e-10,9.312339378564421e-11,1.9900557138960988e-10,1.230600432359612e-10,1.554748114039466e-11,3.0676196688645134e-12,3.7625099078895826e-11,8.955234959358675e-16,8.335031834741174e-14,5.975679532817487e-16,4.445986081707475e-16,5.971808809493445e-16,5.056925717606552e-19,3.017188230937082e-18,2.573125220171746e-13,3.030850791143858e-14
4.283770253325032e-10,0.1122453849782812,0.9,0.0,0.0,0.0,0.0,0.09999988485005612,2.9535695766492852e-08,2.8433058351111107e-08,2.0345875845279267e-08,2.0406719164626113e-08,1.706743202053138e-08,1.7663421122590416e-08,1.762759830001406e-08,1.762534398558228e-08,1.57364610760155e-08,1.5736726069917533e-08,1.4226532887024128e-08,1.4269609284566599e-08,1.2801347163396376e-10,7.581302505152019e-10,3.828061747697908e-10,7.045661017633839e-11,2.662736801889041e-10,9.813816151618323e-11,2.0804257476757128e-10,1.2862910580597128e-10,1.6255538599539167e-11,3.1389857948435557e-12,3.9395350748750176e-11,9.157135737585514e-16,8.890677614813278e-14,6.110396736985853e-16,4.546223374004038e-16,6.106354413161178e-16,5.287231790701159e-19,3.0605786122166284e-18,2.6461892812375446e-13,3.251403423086423e-14
4.3780797550478406e-10,0.11224538526529004,0.9,0.0,0.0,0.0,0.0,0.09999988231496437,3.0186941873328736e-08,2.9051380650780276e-08,2.0793108613678204e-08,2.0856649524802983e-08,1.7436685938412547e-08,1.8052616990020337e-08,1.8015211054840193e-08,1.801285694124657e-08,1.60829075102484e-08,1.608317993396226e-08,1.4539253394700307e-08,1.458424649364257e-08,1.3079747293952373e-10,7.786797192914335e-10,3.937141329231996e-10,7.236442380301163e-11,2.789255904349417e-10,1.0329056194279927e-10,2.1727959326000465e-10,1.343206293419669e-10,1.697937090399368e-11,3.2103481747229665e-12,4.120631152316793e-11,9.359049933237492e-16,9.468803221269205e-14,6.245122301981823e-16,4.646467452479963e-16,6.240905692689971e-16,5.522668821930613e-19,3.1053611098055213e-18,2.720308652469155e-13,3.482557999863116e-14
4.4723892567706493e-10,0.1122453855523551,0.9,0.0,0.0,0.0,0.0,0.09999987977987233,3.083823110571781e-08,2.9669532191988567e-08,2.1240311574126797e-08,2.1306608271793796e-08,1.7805761171376878e-08,1.844182686926045e-08,1.8402803439898726e-08,1.8400347577914202e-08,1.6429353935695027e-08,1.6429633897790567e-08,1.4851953061556064e-08,1.4898904541817809e-08,1.335806526930426e-10,7.992371343223689e-10,4.04634301953161e-10,7.427263503646722e-11,2.918779666896408e-10,1.0858063076482261e-10,2.267165952154105e-10,1.4013457982172866e-10,1.7718978621745373e-11,3.2817068069568688e-12,4.305797926479522e-11,9.560977441691576e-16,1.0069702176493585e-13,6.379856469506434e-16,4.746718041319049e-16,6.375461130774165e-16,5.763237272767264e-19,3.150924387482949e-18,2.795508748679422e-13,3.724569319994882e-14
4.566698758493458e-10,0.11224538583947626,0.9,0.0,0.0,0.0,0.0,0.09999987724478003,3.1489563461175237e-08,3.0287514376959047e-08,2.1687484728618287e-08,2.1756595391916613e-08,1.817465926611108e-08,1.8831050757756864e-08,1.879037544709726e-08,1.8787815896681585e-08,1.677580035235537e-08,1.6776087963950346e-08,1.5164631888979768e-08,1.5213583427996506e-08,1.3636303945848345e-10,8.198011098200989e-10,4.155652579497676e-10,7.61811113897992e-11,3.0513079113345836e-10,1.1400839137428824e-10,2.363535492441154e-10,1.4607092357409753e-10,1.8474362320677903e-11,3.3530616900173723e-12,4.495035183538127e-11,9.762918283552842e-16,1.0693659893300029e-13,6.514599186861013e-16,4.846975195269381e-16,6.510021025106058e-16,6.008937272520458e-19,3.197399457567954e-18,2.8718149761105423e-13,3.97769218746304e-14
4.661008260216267e-10,0.11224538612665369,0.9,0.0,0.0,0.0,0.0,0.09999987470968745,3.214093893721634e-08,3.090532840921397e-08,2.2134628079145954e-08,2.2206610871602802e-08,1.8543381645585108e-08,1.9220288652955867e-08,1.9177927068433712e-08,1.91752618986451e-08,1.712224676022941e-08,1.712254213498905e-08,1.5477289878359713e-08,1.5528283151082394e-08,1.3914471540805932e-10,8.403704047390703e-10,4.2650569555061475e-10,7.808973437691106e-11,3.1868403734020326e-10,1.1957385821838995e-10,2.46190424158739e-10,1.5212962718906251e-10,1.9245522568571426e-11,3.4244128224003163e-12,4.688342709581168e-11,9.964872523978834e-16,1.134095401320766e-13,6.649350292512044e-16,4.947239089962338e-16,6.644586346686215e-16,6.259768828075883e-19,3.2451711094059324e-18,2.949252734815643e-13,4.242181386660704e-14
4.755317761939076e-10,0.11224538641388725,0.9,0.0,0.0,0.0,0.0,0.09999987217459456,3.279235753135656e-08,3.152297548605355e-08,2.2581741627703106e-08,2.265665469738931e-08,1.8911929617812922e-08,1.9609540552304128e-08,1.956545829598847e-08,1.9562685584901102e-08,1.7468693159317147e-08,1.7468996413454524e-08,1.578992703108407e-08,1.584300370997883e-08,1.419256369719491e-10,8.609439096669192e-10,4.374544196316388e-10,7.999839824812964e-11,3.325376710846034e-10,1.2527703761991223e-10,2.5622718895873026e-10,1.583106575062905e-10,2.0032459933102578e-11,3.495760202622711e-12,4.885720290611809e-11,1.0166840117585258e-15,1.2011854552796183e-13,6.784109886310594e-16,5.047509608124128e-16,6.779156455368696e-16,6.515732240881898e-19,3.2939712982715233e-18,3.0278474271333227e-13,4.5182916764756385e-14
4.849627263661884e-10,0.11224538670117701,0.9,0.0,0.0,0.0,0.0,0.0999998696395014,3.344381924111142e-08,3.2140456692328674e-08,2.3028825376283105e-08,2.3106726855906423e-08,1.92803043899831e-08,1.999880645324856e-08,1.995296912191183e-08,1.9950086956545914e-08,1.781513954961857e-08,1.7815450801894216e-08,1.6102543348540944e-08,1.6157745103588734e-08,1.4470576217988643e-10,8.815206257684225e-10,4.484103319023956e-10,8.190700795856957e-11,3.4669165161238385e-10,1.3111792909530428e-10,2.664638128055305e-10,1.6461398156942196e-10,2.0835174981844512e-11,3.567103829218352e-12,5.087167712549519e-11,1.0368821024956171e-15,1.2706624144170278e-13,6.918878058288189e-16,5.147786644865855e-16,6.913730768888596e-16,6.776827800878983e-19,3.3435787958435657e-18,3.1076244497329883e-13,4.806277780704173e-14
4.943936765384693e-10,0.11224538698852288,0.9,0.0,0.0,0.0,0.0,0.09999986710440795,3.40953240639966e-08,3.2757772874988106e-08,2.3475879326879324e-08,2.3556827333873506e-08,1.964850707337416e-08,2.0388086353236136e-08,2.0340459538420777e-08,2.0337466014675834e-08,1.816158593113366e-08,1.8161905302854526e-08,1.6415138832118328e-08,1.6472507330814577e-08,1.474851815173202e-10,9.020996594034783e-10,4.5937242618681474e-10,8.381547863687585e-11,3.6114593196010507e-10,1.370965256941091e-10,2.7690026501507416e-10,1.7103956660791404e-10,2.1653668282266917e-11,3.6384437007347865e-12,5.292684761230527e-11,1.0570815322100405e-15,1.3425518181039053e-13,7.053654623363056e-16,5.248070402900895e-16,7.048310401883553e-16,7.043055488103205e-19,3.394449073145494e-18,3.188609187088802e-13,5.1063943857768274e-14
5.038246267107502e-10,0.11224538727592494,0.9,0.0,0.0,0.0,0.0,0.09999986456931417,3.474687199752792e-08,3.337492486765643e-08,2.3922903481485196e-08,2.400695611809154e-08,2.0016538691853714e-08,2.077738024971418e-08,2.072792953779214e-08,2.0724822760387113e-08,1.8508032303862415e-08,1.8508359918881866e-08,1.672771348320414e-08,1.6787290390558438e-08,1.5026390481837115e-10,9.22680210669428e-10,4.703397803251752e-10,8.572373447366418e-11,3.7590045966485774e-10,1.432128147168282e-10,2.875365150435303e-10,1.7758738003072e-10,2.2487940401736005e-11,3.70977981573164e-12,5.5022712224086675e-11,1.0772823010305292e-15,1.4168785009679722e-13,7.188439569385688e-16,5.348360890031153e-16,7.182895406515734e-16,7.314415477696038e-19,3.4465844987359256e-18,3.270827022264808e-13,5.418896135625121e-14
5.13255576883031e-10,0.11224538756338312,0.9,0.0,0.0,0.0,0.0,0.09999986203422008,3.539846303922128e-08,3.399191352370242e-08,2.4369897842094182e-08,2.4457113195448156e-08,2.0384400176920467e-08,2.116668814013042e-08,2.1115379112365395e-08,2.1112157194775982e-08,1.885447866780482e-08,1.885481465252273e-08,1.704026730318619e-08,1.710209428172194e-08,1.5304182429424638e-10,9.4326157729113e-10,4.813115609829364e-10,8.763170909305469e-11,3.909551765549086e-10,1.4946677748748777e-10,2.983725324950278e-10,1.8425738943667687e-10,2.3337991907500626e-11,3.7811121727817264e-12,5.7159268817448726e-11,1.0974843992641695e-15,1.493666515872369e-13,7.323233122121389e-16,5.448657849292461e-16,7.317484365443485e-16,7.590908212337735e-19,3.49942168290234e-18,3.3543033368638946e-13,5.744037622166802e-14
5.226865270553119e-10,0.11224538785089742,0.9,0.0,0.0,0.0,0.0,0.0999998594991257,3.605009718659274e-08,3.4608739441373015e-08,2.481686241069979e-08,2.490729855288766e-08,2.075209240049659e-08,2.155601002193255e-08,2.1502808254519255e-08,2.149946931893866e-08,1.9200925022960866e-08,1.9201269506322114e-08,1.7352800293452188e-08,1.741691900320632e-08,1.558190270006871e-10,9.638431171318899e-10,4.922869922017089e-10,8.953934192618465e-11,4.0631002095233413e-10,1.5585839166689697e-10,3.0940828706849864e-10,1.9104956252529156e-10,2.420382336672097e-11,3.852440770466756e-12,5.933651524830748e-11,1.117687834280272e-15,1.572939349720968e-13,7.458035101495155e-16,5.548961477633928e-16,7.452078362263222e-16,7.872533677669541e-19,3.553402466801353e-18,3.4390634964410914e-13,6.08207339186042e-14
5.321174772275928e-10,0.11224538813846788,0.9,0.0,0.0,0.0,0.0,0.09999985696403096,3.6701774437158456e-08,3.52254032314796e-08,2.5263797189295527e-08,2.5357512177415327e-08,2.1119616170388095e-08,2.194534589256856e-08,2.1890216956674515e-08,2.1886759133971312e-08,1.9547371369330534e-08,1.9547724482824935e-08,1.7665312455389784e-08,1.7731764553912455e-08,1.585955228620852e-10,9.844242524542462e-10,5.032653597806111e-10,9.144657862241423e-11,4.2196492744682453e-10,1.6238763099523213e-10,3.206437485648371e-10,1.9796386712283715e-10,2.5085435346459736e-11,3.9237656073777574e-12,6.155444937181911e-11,1.1378926065695975e-15,1.6547198720838593e-13,7.592845489651381e-16,5.649271790212803e-16,7.586677482986866e-16,8.159292041974189e-19,3.60855792082106e-18,3.525132864001124e-13,6.433257940505214e-14
5.415484273998736e-10,0.11224538842609441,0.9,0.0,0.0,0.0,0.0,0.09999985442893593,3.7353494788434694e-08,3.5841905486108884e-08,2.571070217987498e-08,2.5807754056098383e-08,2.1486972229762567e-08,2.233469574948678e-08,2.2277605211293893e-08,2.2274026640970077e-08,1.9893817706913823e-08,1.9894179584575762e-08,1.7977803790386518e-08,1.8046630932740794e-08,1.6137127672296143e-10,1.0050044691605794e-09,5.142460118181403e-10,9.335337097212505e-11,4.379198269536565e-10,1.690544653488097e-10,3.3207888688758433e-10,2.0500027117956183e-10,2.5982828413673546e-11,3.995086682114911e-12,6.38130690423173e-11,1.1580987127387733e-15,1.7390302953938106e-13,7.727664361387756e-16,5.749588698634008e-16,7.72128124223264e-16,8.451183577828199e-19,3.664691616132321e-18,3.6125367972910036e-13,6.797845705901093e-14
5.509793775721545e-10,0.11224538871377708,0.9,0.0,0.0,0.0,0.0,0.09999985189384057,3.800525823793787e-08,3.6458246691652105e-08,2.615757738443174e-08,2.625802417606098e-08,2.18541612628739e-08,2.2724059590135677e-08,2.2664973010877865e-08,2.2661271841031084e-08,2.0240264035710707e-08,2.024063481411828e-08,1.8290274299829842e-08,1.8361518138591376e-08,1.6414630235933147e-10,1.0255833097753716e-09,5.25228353236158e-10,9.525967622478064e-11,4.541746471313874e-10,1.7585886117824492e-10,3.437136720337384e-10,2.1215874275104355e-10,2.6896003135213226e-11,4.066403993286565e-12,6.611237211332039e-11,1.1783061537501299e-15,1.8258921934947876e-13,7.862491688332846e-16,5.849912230002735e-16,7.855889789596671e-16,8.748208441602169e-19,3.721865859569945e-18,3.70130064365572e-13,7.176091064981024e-14
5.604103277444354e-10,0.11224538900151582,0.9,0.0,0.0,0.0,0.0,0.09999984935874488,3.8657064783184504e-08,3.707442728643899e-08,2.660442280495945e-08,2.670832252447895e-08,2.222118390100247e-08,2.311343741196399e-08,2.3052320347960403e-08,2.3048494735250407e-08,2.0586710355721192e-08,2.058709017399557e-08,1.8602723985107115e-08,1.8676426170363824e-08,1.6692061189165606e-10,1.046160366411794e-09,5.362118400902938e-10,9.71654564056013e-11,4.707293128083173e-10,1.8280078194644828e-10,3.555480740842959e-10,2.1943924998896147e-10,2.7824960077824775e-11,4.137717539508304e-12,6.845235643754386e-11,1.198514930404729e-15,1.915326525051435e-13,7.997327445729978e-16,5.950242407358683e-16,7.990503253209207e-16,9.050366793652358e-19,3.7801318658452985e-18,3.7914497425259176e-13,7.568248331538331e-14
5.698412779167162e-10,0.1122453892893106,0.9,0.0,0.0,0.0,0.0,0.09999984682364886,3.930891442169123e-08,3.769044769104589e-08,2.705123844345178e-08,2.715864908856819e-08,2.2588040734764295e-08,2.3502829212420667e-08,2.3439647215100933e-08,2.343569532472412e-08,2.0933156666945252e-08,2.0933545666750254e-08,1.8915152847605598e-08,1.8991355026957437e-08,1.6969419791115873e-10,1.0667352683672344e-09,5.471959677147278e-10,9.907067711693e-11,4.875837467053988e-10,1.898801888849793e-10,3.6758206318476557e-10,2.2684176111894797e-10,2.87696998081666e-11,4.209027319401195e-12,7.083301986703525e-11,1.2187250418021173e-15,2.0073537470125905e-13,8.132171649250562e-16,6.050579208528838e-16,8.125121512306057e-16,9.357658839810387e-19,3.8394402522051325e-18,3.8830094274457374e-13,7.974571764741073e-14
5.88703178261278e-10,0.11224538986506835,0.9,0.0,0.0,0.0,0.0,0.09999984175345576,4.06127429685522e-08,3.8922009352416464e-08,2.7944780382305203e-08,2.8059386812877023e-08,2.3321259098502772e-08,2.428165473901628e-08,2.4214239509950334e-08,2.4210029593818737e-08,2.162604926303406e-08,2.162645706105814e-08,1.95399481098148e-08,1.9621275210202925e-08,1.7523920456693844e-10,1.1078773496507469e-09,5.691643713490421e-10,1.0287932407142957e-10,5.221915974528675e-10,2.0445129282644196e-10,3.9224868352023375e-10,2.4201266840024234e-10,3.0706529898059563e-11,4.351635574718445e-12,7.57163754453493e-11,1.2591492684277336e-15,2.1992652905085877e-13,8.401885381658027e-16,6.251272678419817e-16,8.394372399208314e-16,9.987644752343864e-19,3.961178715678046e-18,4.07046183770066e-13,8.830733768245712e-14
6.075650786058397e-10,0.1122453904410503,0.9,0.0,0.0,0.0,0.0,0.09999983668326128,4.19167438586565e-08,4.01529341668658e-08,2.8838203216942156e-08,2.8960237247614348e-08,2.4053820183362844e-08,2.506053614951919e-08,2.4988749836454454e-08,2.4984274657082783e-08,2.2318941823977022e-08,2.231936901736761e-08,2.0164660097553635e-08,2.025127867951344e-08,1.807813488426274e-10,1.1490073736388502e-09,5.911303929347688e-10,1.0668541729648391e-10,5.579975371799936e-10,2.1957181609826002e-10,4.177132956315102e-10,2.57671211961465e-10,3.2706497935894495e-11,4.494228748325825e-12,8.076242164750562e-11,1.299578834335077e-15,2.4017781174857376e-13,8.671632823561386e-16,6.451992672194098e-16,8.663642638077636e-16,1.0638167613975995e-18,4.0871569374765474e-18,4.263860352312938e-13,9.746609660866241e-14
6.264269789504014e-10,0.11224539101725628,0.9,0.0,0.0,0.0,0.0,0.09999983161306535,4.32209170721417e-08,4.138322422270183e-08,2.9731506963313338e-08,2.986120029192992e-08,2.4785727313218636e-08,2.5839473423529694e-08,2.5763178135950026e-08,2.5758430523283647e-08,2.3011834349774045e-08,2.3012281555993546e-08,2.07892888219169e-08,2.0881365426068558e-08,1.863206397617645e-10,1.1901235794754737e-09,6.130913507127387e-10,1.104887970574633e-10,5.950008807375931e-10,2.3524137717020784e-10,4.4397566292371144e-10,2.738171400340446e-10,3.476960845110386e-11,4.636806829376794e-12,8.597114126096481e-11,1.340013738992887e-15,2.6150354563113303e-13,8.941413943610464e-16,6.652739188509137e-16,8.932932226913045e-16,1.1309228893331813e-18,4.217382386946714e-18,4.463407315789521e-13,1.0724230943309997e-13
6.452888792949632e-10,0.1122453915936862,0.9,0.0,0.0,0.0,0.0,0.09999982654286796,4.452526258914729e-08,4.261288128097492e-08,3.0624691637369974e-08,3.0762275845417417e-08,2.5516983399140087e-08,2.661846654065172e-08,2.653752435002418e-08,2.6532497201188244e-08,2.3704726840425013e-08,2.370519469723929e-08,2.1413834293997935e-08,2.1511535441041766e-08,1.9185709263498607e-10,1.2312245263522683e-09,6.350449633411259e-10,1.1428933402937541e-10,6.332009259739244e-10,2.5145957604537116e-10,4.710355494785936e-10,2.9045020153976644e-10,3.689586597151365e-11,4.77936980707793e-12,9.134251706121601e-11,1.3804539821045875e-15,2.8391727934350213e-13,9.211228701708812e-16,6.853512235245791e-16,9.202241225917452e-16,1.20008300482884e-18,4.351858228770303e-18,4.66930493095227e-13,1.1765627960821928e-13
6.641507796395249e-10,0.11224539217034002,0.9,0.0,0.0,0.0,0.0,0.09999982147266907,4.58297803898147e-08,4.3841906867415895e-08,3.1517757255063925e-08,3.1663463808089935e-08,2.6247590973048986e-08,2.739751548049317e-08,2.7311788420497084e-08,2.7306474699563018e-08,2.439761929592981e-08,2.4398108461395866e-08,2.2038296524888583e-08,2.2141788715600088e-08,1.973906721906681e-10,1.272309058509424e-09,6.569893174872448e-10,1.1808692586520112e-10,6.725969559006157e-10,2.682259964684009e-10,4.988927200116414e-10,3.075701460396947e-10,3.908527502324819e-11,4.921917670684929e-12,9.687653181111373e-11,1.4208995601492473e-15,3.0743177882368615e-13,9.481077142827564e-16,7.054311727082133e-16,9.471569153755898e-16,1.2712972632325704e-18,4.490441901226308e-18,4.881755249827901e-13,1.2872829813317405e-13
6.830126799840866e-10,0.11224539274721754,0.9,0.0,0.0,0.0,0.0,0.09999981640246863,4.713447045428747e-08,4.5070302118093475e-08,3.2410703832347566e-08,3.256476408035114e-08,2.697755222190513e-08,2.817662022266572e-08,2.8085970289405857e-08,2.8080363027173893e-08,2.5090511716288312e-08,2.509102286874115e-08,2.2662675525679127e-08,2.2772125240904032e-08,2.0292147502048364e-10,1.3133762772090496e-09,6.789228346827525e-10,1.2188149448590207e-10,7.131882403070197e-10,2.855402076230977e-10,5.275469398270162e-10,3.251767236739987e-10,4.133784013070989e-11,5.064450409499026e-12,1.0257316826075753e-10,1.4613504785464274e-15,3.3205905050069353e-13,9.750959078777726e-16,7.255137835034888e-16,9.740917010894687e-16,1.3445657934504719e-18,4.63340810896876e-18,5.100960165068616e-13,1.404786432906278e-13
7.018745803286484e-10,0.11224539332431878,0.9,0.0,0.0,0.0,0.0,0.09999981133226664,4.8439332762711063e-08,4.629806828330323e-08,3.3303531385173904e-08,3.346617656293509e-08,2.770686905238593e-08,2.895578074678518e-08,2.886006989896855e-08,2.8854162192786357e-08,2.57834041015004e-08,2.5783937939541605e-08,2.32869713074584e-08,2.3402545008107917e-08,2.0844928181477462e-10,1.354425484721417e-09,7.008442087296681e-10,1.2567298069402982e-10,7.549740389768845e-10,3.0340176749325426e-10,5.569979747221717e-10,3.4326968508670366e-10,4.365356581664807e-11,5.2069680128591834e-12,1.0843240914804427e-10,1.5018067219344605e-15,3.5781041043693916e-13,1.0020874867838554e-15,7.455990130632598e-16,1.0010282320241034e-15,1.4198887861451835e-18,4.780082267797336e-18,5.32712142809527e-13,1.5292758098069503e-13
7.207364806732101e-10,0.11224539390164348,0.9,0.0,0.0,0.0,0.0,0.09999980626206305,4.974436729523302e-08,4.752520589550731e-08,3.41962399294965e-08,3.436770115685156e-08,2.843554316133882e-08,2.9734997032470777e-08,2.9634087191546195e-08,2.9627872205165344e-08,2.6476296451565963e-08,2.647685369404817e-08,2.39111838813136e-08,2.403304800835927e-08,2.1397446125378834e-10,1.395456112709561e-09,7.227523378110088e-10,1.294613372071708e-10,7.979536059592696e-10,3.2181022732098817e-10,5.872455908938325e-10,3.618487812492934e-10,4.603245660202762e-11,5.34947047013352e-12,1.1445423719777519e-10,1.5422683139139093e-15,3.8469649578184464e-13,1.0290823844933917e-15,7.656869308404844e-16,1.027966911495972e-15,1.4972663161638214e-18,4.931576806105005e-18,5.560440606329321e-13,1.6609536339184372e-13
7.395983810177718e-10,0.11224539447919171,0.9,0.0,0.0,0.0,0.0,0.09999980119185783,5.104957403200258e-08,4.875171603543257e-08,3.508882948126943e-08,3.526933776332195e-08,2.9163576084447007e-08,3.0514269059345624e-08,3.040802210961087e-08,3.040149307307542e-08,2.716918876648486e-08,2.7169770152503244e-08,2.453531325833072e-08,2.4663634232800568e-08,2.194967318143334e-10,1.4364676943516309e-09,7.446462770197572e-10,1.3324652610760565e-10,8.421261908268804e-10,3.407651330262053e-10,6.182895548466896e-10,3.809137634610828e-10,4.847451700644057e-11,5.491957770712825e-12,1.2063863512467874e-10,1.5827352348904004e-15,4.1272742611958076e-13,1.0560806478224842e-15,7.857774819291871e-16,1.054907422468449e-15,1.5766985864520765e-18,5.087012856558673e-18,5.80111915945513e-13,1.800022321789079e-13
7.584602813623336e-10,0.11224539505696317,0.9,0.0,0.0,0.0,0.0,0.09999979612165097,5.2354952953170847e-08,4.997759931905423e-08,3.5981300056447294e-08,3.617108628379329e-08,2.9890969196944186e-08,3.1293596807036156e-08,3.118187459575326e-08,3.117502480528069e-08,2.786208104625697e-08,2.786268733513534e-08,2.515935944959428e-08,2.5294303672568068e-08,2.250161795453886e-10,1.4774598596309397e-09,7.665252377313762e-10,1.3702851832165143e-10,8.874910391114031e-10,3.6026602562631925e-10,6.501296334116511e-10,4.004643832953037e-10,5.09797515478274e-11,5.6344299040118266e-12,1.2698558563139228e-10,1.6232074897783658e-15,4.4191273414490343e-13,1.0830822593047854e-15,8.058706819672887e-16,1.0818498563973833e-15,1.6581857272185302e-18,5.246643904972037e-18,6.049358381418604e-13,1.9466841623838978e-13
7.773221817068953e-10,0.11224539563495789,0.9,0.0,0.0,0.0,0.0,0.0999997910514424,5.366050403889098e-08,5.1202856364923935e-08,3.6873651670985243e-08,3.707294661992134e-08,3.061772373563794e-08,3.2072980255172843e-08,3.195564459267415e-08,3.194846741054472e-08,2.8554973290882143e-08,2.855560526216e-08,2.578332246618727e-08,2.5925056318791646e-08,2.305328078299089e-10,1.518432318252047e-09,7.88388566205222e-10,1.4080729198232425e-10,9.340473933215988e-10,3.8031244226547447e-10,6.827655937202019e-10,4.205003926022089e-10,5.354816474242635e-11,5.776886859467282e-12,1.3349507140811637e-10,1.6636850779883837e-15,4.72261380004636e-13,1.110087215926228e-15,8.259665307516477e-16,1.1087942130809028e-15,1.7417278849349356e-18,5.4104677941750025e-18,6.305359408970326e-13,2.1011413125520132e-13
