Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879)
4.396327628080666e-09,0.11224551054017178,0.9,0.0,0.0,0.0,0.0,0.09999881818156585,3.07316588658093e-07,2.7509718974041473e-07,2.0590587251055676e-07,2.1206835488280683e-07,1.5894182097697958e-07,1.8261862405785266e-07,1.7882662984433292e-07,1.7870913894583335e-07,1.6149855207028579e-07,1.6154197318301149e-07,1.4397641089345948e-07,1.484752458604661e-07,1.2386003076944071e-09,9.006323400477909e-09,4.652056567606825e-09,8.08091010740002e-10,3.1031625230080995e-08,1.3774446524167691e-08,2.140024194355732e-08,1.2956903479583185e-08,1.7206263197587969e-09,3.28171133432861e-11,4.368433548694661e-09,9.528008359296155e-15,2.9509522071165966e-11,6.350025434771412e-15,4.7303869551428735e-15,6.313307763463814e-15,5.596633707327327e-17,1.1131810837207116e-16,4.30681676097075e-11,4.103501216859224e-11
4.7732557074991404e-09,0.11224552295114552,0.9,0.0,0.0,0.0,0.0,0.09999871684561457,3.340942587915873e-07,2.971812539415475e-07,2.2326375781881015e-07,2.3050497053442896e-07,1.711118925337523e-07,1.984104560537147e-07,1.9393387632047404e-07,1.9380845638742996e-07,1.7534486949840466e-07,1.7539992473134345e-07,1.5611358972589846e-07,1.6141259798256853e-07,1.338032155969369e-09,9.744901771964722e-09,5.018490624860749e-09,8.713753313062701e-10,3.648130424054538e-08,1.619625427060913e-08,2.517882880477985e-08,1.5221702541994506e-08,2.0292519273490217e-09,3.559850616702024e-11,5.1483468998771196e-09,1.035821032847218e-14,3.512575914796601e-11,6.902071862746393e-15,5.142563131322632e-15,6.859240739914764e-15,6.600486670318957e-17,1.3049436762955384e-16,5.4572704848450155e-11,5.246453811028577e-11
5.150183786917615e-09,0.11224553544279009,0.9,0.0,0.0,0.0,0.0,0.09999861550738182,3.6093901232876426e-07,3.1904138444067124e-07,2.405754969340857e-07,2.4897866018384094e-07,1.8307138188370017e-07,2.142228344306265e-07,2.0900385198671426e-07,2.08872922141913e-07,1.8919117285163372e-07,1.8925977991384538e-07,1.6821848208153487e-07,1.7438237219196123e-07,1.4364557594902054e-09,1.0475990918866204e-08,5.378584183344008e-09,9.3356462571633e-10,4.2346740888040736e-08,1.8798971832816342e-08,2.92566268618576e-08,1.7660398966617855e-08,2.3634765381800948e-09,3.837304016674433e-11,5.991594882443273e-09,1.1190490269367992e-14,4.120846402563312e-11,7.455227162273548e-15,5.555771337142527e-15,7.405882792829835e-15,7.687602734868532e-17,1.5113355558912192e-16,6.796184120547346e-11,6.581177157815101e-11
5.527111866336089e-09,0.11224554801437087,0.9,0.0,0.0,0.0,0.0,0.0999985141667335,3.878506943425776e-07,3.4067985168509776e-07,2.57841217766368e-07,2.674887820134563e-07,1.9482393254704883e-07,2.300556033165419e-07,2.2403620126330845e-07,2.239026052815727e-07,2.030374621237293e-07,2.0312167875894243e-07,1.8029117381229107e-07,1.8738448798644144e-07,1.5338813407762249e-09,1.1199666770229815e-08,5.732446926822566e-09,9.946778401061794e-10,4.8622750170243495e-08,2.1579468876662393e-08,3.3631995391620245e-08,2.027122942279144e-08,2.7233333104972596e-09,4.114064982675173e-11,6.8980203728039135e-09,1.2024843369842718e-14,4.7751815137665457e-11,8.009472110300621e-15,5.970009003451378e-15,7.953228529990607e-15,8.858089470725467e-17,1.7321742227669096e-16,8.337041356493815e-11,8.121674765358322e-11
5.904039945754563e-09,0.11224556066516278,0.9,0.0,0.0,0.0,0.0,0.09999841282353697,4.1482915021313155e-07,3.620989030965628e-07,2.750610482411901e-07,2.8603470531052916e-07,2.0637312497955736e-07,2.459086074320649e-07,2.3903057681598444e-07,2.388975747997946e-07,2.1688373730805879e-07,2.1698575954946464e-07,1.923317505417853e-07,2.004188641083023e-07,1.6303190186757982e-09,1.1916004490896494e-08,6.080186664617698e-09,1.0547335930529413e-09,5.530421930345858e-08,2.4534669229612604e-08,3.8303311015692164e-08,2.305244845813928e-08,3.1088551505170227e-09,4.390127115010983e-11,7.867464770991536e-09,1.2861264827307224e-14,5.475008087888117e-11,8.564787816382837e-15,6.385273537043006e-15,8.501272579699063e-15,1.0112053627041324e-16,1.9672797191702424e-16,1.0093115739835759e-10,9.88177562699255e-11
6.280968025173037e-09,0.11224557339445031,0.9,0.0,0.0,0.0,0.0,0.09999831147766136,4.4187422562732795e-07,3.833007633113413e-07,2.9223511629403324e-07,3.0461581027462087e-07,2.177224776824439e-07,2.6178169208952276e-07,2.539866394427749e-07,2.538578996108038e-07,2.3072999839761327e-07,2.3085215884698647e-07,2.0434029766594012e-07,2.1348541856196932e-07,1.7257788094474623e-09,1.2625078483012499e-08,6.421909347726364e-09,1.1137501807986683e-09,6.238610663570717e-08,2.7661549941988373e-08,4.326896745896373e-08,2.600232831696336e-08,3.5200747133879638e-09,4.665484163781548e-11,8.899768035112724e-09,1.3699749848713004e-14,6.219759628858181e-11,9.12115571691598e-15,6.801562321218226e-15,9.050009590745323e-15,1.1449601135502743e-16,2.2164745910788285e-16,1.207747366573902e-10,1.187513665446845e-10
6.657896104591512e-09,0.11224558620152726,0.9,0.0,0.0,0.0,0.0,0.0999982101289774,4.689857665785159e-07,4.042876344134498e-07,3.093635498648348e-07,3.232314878288829e-07,2.2887544829449205e-07,2.776747031920289e-07,2.689040579624504e-07,2.6878364854941257e-07,2.44576245385021e-07,2.447210115157418e-07,2.1631690035358752e-07,2.2658406863135262e-07,1.8202706278098975e-09,1.3326962391461716e-08,6.757719080260672e-09,1.1717455829277437e-09,6.986344055351167e-08,3.0957140366461766e-08,4.852737531243261e-08,2.9119158760899135e-08,3.957024404148127e-09,4.940130026824559e-11,9.994768715245245e-09,1.4540293650541127e-14,7.008876639971904e-11,9.678557569483775e-15,7.21887271633773e-15,9.599434232375034e-15,1.2870837113453171e-16,2.4795838497201993e-16,1.43029773149119e-10,1.4115245068701553e-10
7.41175226342846e-09,0.11224561204627073,0.9,0.0,0.0,0.0,0.0,0.09999800742267537,5.234076305953663e-07,4.456251061958874e-07,3.434840253102886e-07,3.605641769181272e-07,2.5060577565435907e-07,3.0951989129281337e-07,2.986216774027784e-07,2.985316937501295e-07,2.722686970221718e-07,2.7246660807711926e-07,2.401746119628516e-07,2.528773212521102e-07,2.0063895045223267e-09,1.4709450817118768e-08,7.4120071445635575e-09,1.2847431989612918e-09,8.598490545035369e-08,3.80428239066591e-08,5.991617055782207e-08,3.584691697925385e-08,4.908242544662802e-09,5.487264513677714e-11,1.2372209682530621e-08,1.6227538508969357e-14,8.718010820544214e-11,1.0796391734039323e-14,8.056547669394823e-15,1.0700325186444704e-14,1.5964790894152682e-16,3.0468576718892522e-16,1.9527866627136556e-10,1.9388818475885596e-10
8.165608422265409e-09,0.11224563819392606,0.9,0.0,0.0,0.0,0.0,0.09999780470362822,5.780935163259338e-07,4.861284926281816e-07,3.774234979833565e-07,3.980281074731052e-07,2.7159059016714335e-07,3.414429507385548e-07,3.281809419467489e-07,3.2814225948278063e-07,2.9996109215377305e-07,3.002235950860853e-07,2.639055622013264e-07,2.7929794647566827e-07,2.1887529742941714e-09,1.606404413752894e-08,8.043848218651843e-09,1.3938641534255068e-09,1.0363020137775855e-07,4.5768966759695665e-08,7.245731002705843e-08,4.322238485478286e-08,5.962763846435284e-09,6.031484636499318e-11,1.4998469171155723e-08,1.7922961324606964e-14,1.0598094067063985e-10,1.1918150585941277e-14,8.898276840821448e-15,1.1803903203713948e-14,1.9394739739317433e-16,3.6677491556949954e-16,2.586670562872674e-10,2.580708831461834e-10
8.919464581102357e-09,0.11224566463916713,0.9,0.0,0.0,0.0,0.0,0.09999760197085773,6.330422027128692e-07,5.258146214037428e-07,4.1118299102453214e-07,4.356187744158751e-07,2.9185546642953484e-07,3.7344266992380196e-07,3.575794798090082e-07,3.5761589354189756e-07,3.2765343070912333e-07,3.279929927091477e-07,2.8751042430580225e-07,3.058452583507758e-07,2.3674368025571586e-09,1.7391305141736317e-08,8.654012368800362e-09,1.4992414344114533e-09,1.227619693530954e-07,5.411359633761928e-08,8.613866227318028e-08,5.123249322341867e-08,7.120838643100725e-09,6.572746692440192e-11,1.7872208244891677e-08,1.962652417122527e-14,1.264493049708306e-10,1.3043699194126729e-14,9.744038342337373e-15,1.2910126371114275e-14,2.3161495588618507e-16,4.3409433574378315e-16,3.341532967882643e-10,3.3472079099105565e-10
9.673320739939305e-09,0.11224569137680498,0.9,0.0,0.0,0.0,0.0,0.09999739922340965,6.882524735677496e-07,5.646999807263856e-07,4.4476352714888754e-07,4.733318272090511e-07,3.114251017561264e-07,4.055178466012871e-07,3.8681503726393633e-07,3.8695314242810556e-07,3.55345712612989e-07,3.5577579613007236e-07,3.1098986793721014e-07,3.3251856098436423e-07,2.5425152262164904e-09,1.86917852592115e-08,9.243243222112821e-09,1.6010034677741299e-09,1.4334387222675925e-07,6.305549379488307e-08,1.0094834416476059e-07,5.986443658770989e-08,8.382713357929473e-09,7.111009153259634e-11,2.0992068538088214e-08,2.1338189273990617e-14,1.4854436363753356e-10,1.4172907256237313e-14,1.0593809969169408e-14,1.4018953099581988e-14,2.7265857650249134e-16,5.065161300350692e-16,4.226657402223993e-10,4.2483317694197766e-10
9.999999999999999e-09,0.11224571840178334,0.9,0.0,0.0,0.0,0.0,0.0999973113591675,7.122584629278053e-07,5.813061188283371e-07,4.5926014026150303e-07,4.89711508539466e-07,3.1969561083219224e-07,4.194405748668992e-07,3.9943294012015707e-07,3.996240524623817e-07,3.6734598717118363e-07,3.678197240866929e-07,3.2112576794476654e-07,3.4411623537630734e-07,2.617283121707452e-09,1.9247160158396314e-08,9.492263661009101e-09,1.64401008611157e-09,1.5270434607743766e-07,6.711071784256166e-08,1.0771351477229734e-07,6.379499083346646e-08,8.961837495131725e-09,7.343320541770238e-11,2.2420132810307138e-08,2.2082436368970796e-14,1.586142788281491e-10,1.4663347767222502e-14,1.0963293398208196e-14,1.4500254998574645e-14,2.914950703043705e-16,5.394528625513828e-16,4.6529512491371713e-10,4.683092925157846e-10
1.0427176898776254e-08,0.11224571840178334,0.9,0.0,0.0,0.0,0.0,0.09999719646035289,7.437231175595354e-07,6.028007261501015e-07,4.781661284914521e-07,5.111630645614896e-07,3.303233462324424e-07,4.37667287848951e-07,4.15885475381092e-07,4.161545513406933e-07,3.8303793778603827e-07,3.835729762314326e-07,3.343445591996167e-07,3.5931714904155067e-07,2.714060984446413e-09,1.9966024793390793e-08,9.812258873381808e-09,1.6992742740265893e-09,1.653405638558325e-07,7.257416820588982e-08,1.1687471414282793e-07,6.910566780114203e-08,9.748630534091379e-09,7.646232605196138e-11,2.43566732324199e-08,2.3057919009101203e-14,1.7222638393944127e-10,1.530564894004022e-14,1.1447569215983054e-14,1.5130342122911764e-14,3.1708612499591385e-16,5.839158889542217e-16,5.251035763508596e-10,5.293790144950521e-10
1.1181033057613202e-08,0.11224574570917503,0.9,0.0,0.0,0.0,0.0,0.09999699368077886,7.994529282029659e-07,6.401326872850169e-07,5.113918164576486e-07,5.491084293102396e-07,3.485732317283425e-07,4.6988981003629407e-07,4.4478876683564356e-07,4.4522066417034445e-07,4.1073010614527805e-07,4.113854802562013e-07,3.575751606591192e-07,3.862403082321493e-07,2.8821453488832787e-09,2.1214553149978074e-08,1.0361752801110594e-08,1.7941736190880743e-09,1.8871765922345655e-07,8.264983160287977e-08,1.3390636567913718e-07,7.894389285695998e-08,1.1218828864812337e-08,8.178379690219294e-11,2.7964628007279153e-08,2.4785675903421946e-14,1.974567339848702e-10,1.6441802730128596e-14,1.230529329238406e-14,1.6244252496586886e-14,3.649053417752752e-16,6.661725860228031e-16,6.423376464740321e-10,6.493056433866903e-10
1.1934889216450151e-08,0.11224577329417786,0.9,0.0,0.0,0.0,0.0,0.0999967908838009,8.554407038468922e-07,6.767113743792134e-07,5.444416115786375e-07,5.871640034728759e-07,3.6619699999890744e-07,5.021842387900727e-07,4.735229927920794e-07,4.741520234920295e-07,4.3842221760449e-07,4.392142324499924e-07,3.806823313626425e-07,4.132873157840109e-07,3.0468381532597104e-09,2.243788905332081e-08,1.0892394699659203e-08,1.885817160105769e-09,2.1344170552493806e-07,9.326337484475689e-08,1.5203212092935752e-07,8.936706577921727e-08,1.2793543223423424e-08,8.707415048631422e-11,3.181452196443993e-08,2.6521422634117846e-14,2.2419783886243052e-10,1.758125127972607e-14,1.3166959138000333e-14,1.7360643596587156e-14,4.1612384288398105e-16,7.531684759990891e-16,7.752112341576114e-10,7.855374116421758e-10
1.26887453752871e-08,0.11224580115211127,0.9,0.0,0.0,0.0,0.0,0.0999965880685538,9.11685247662545e-07,7.125519847644854e-07,5.773165333715839e-07,6.253260034701893e-07,3.832161298208529e-07,5.345494089593462e-07,5.020863398618544e-07,5.029491705580588e-07,4.6611427207466825e-07,4.6706013468393586e-07,4.0366672685663623e-07,4.4045744090308815e-07,3.2082078224261396e-09,2.36365407614355e-08,1.1404831279470521e-08,1.9743165867633686e-09,2.394801541882867e-07,1.0439634431645976e-07,1.7124102458141607e-07,1.0036338361710658e-07,1.4473004693298985e-08,9.233305263031068e-11,3.590492852679239e-08,2.826512202828517e-14,2.5241312960022324e-10,1.8723881267593793e-14,1.403254343714071e-14,1.8479475118174317e-14,4.707491209759462e-16,8.447889963931827e-16,9.245408324310011e-10,9.389762982641413e-10
1.3442601534124048e-08,0.11224582927841249,0.9,0.0,0.0,0.0,0.0,0.09999638523419309,9.681853676317416e-07,7.476694091676105e-07,6.100176002047646e-07,6.635907755158459e-07,3.996513631535563e-07,5.66984164579894e-07,5.304770971343731e-07,5.316126452913003e-07,4.938062694644548e-07,4.949240670585384e-07,4.265289992056728e-07,4.6774994522035647e-07,3.3663214007668304e-09,2.4811006278942033e-08,1.1899687066376996e-08,2.05977975739472e-09,2.6680133377905384e-07,1.1603091944286829e-07,1.9152233789547343e-07,1.1192128154194089e-07,1.6257440597679427e-08,9.756018803627262e-11,4.0234406311403456e-08,3.0016737062581e-14,2.8206701833855475e-10,1.9869583259938933e-14,1.4902022633034895e-14,1.960070707465584e-14,5.28788546287731e-16,9.409226720948385e-16,1.0911168878755997e-09,1.1105025169132294e-09
1.4196457692960996e-08,0.11224585766863314,0.9,0.0,0.0,0.0,0.0,0.09999618237989452,1.0249398765350327e-06,7.820782378955722e-07,6.425458291673163e-07,7.019547911652894e-07,4.1552273040289975e-07,5.99487358838038e-07,5.586936532789614e-07,5.601429862785537e-07,5.214982096805734e-07,5.228068884893464e-07,4.492697970109438e-07,4.9516408322604e-07,3.5212445800483775e-09,2.5961773563516986e-08,1.2377565166926572e-08,2.142310830215034e-09,2.953744237674121e-07,1.2814989097951252e-07,2.1286553292709388e-07,1.240294280437231e-07,1.8147074529376763e-08,1.0275525974861343e-10,4.4801499977777785e-08,3.177623086285108e-14,3.131248810395858e-10,2.101825157709305e-14,1.577537294166875e-14,2.0724299796128335e-14,5.902493676068244e-16,1.0414610230363124e-15,1.2757045225875592e-09,1.3009751013978245e-09
1.4950313851797946e-08,0.11224588631843586,0.9,0.0,0.0,0.0,0.0,0.09999597950485353,1.0819475919397908e-06,8.157927668969339e-07,6.749022359434264e-07,7.404146430163016e-07,4.30849574835411e-07,6.320578540339085e-07,5.867344937154035e-07,5.885407307640831e-07,5.491900926282613e-07,5.507094372752219e-07,4.718897654286589e-07,5.226991026915961e-07,3.6730417267105984e-09,2.708932072792534e-08,1.2839047996465777e-08,2.2220103902904154e-09,3.2516942913867855e-07,1.4073664004282854e-07,2.3526028692527527e-07,1.3667672022411617e-07,2.0142126380361978e-08,1.0791798863291689e-10,4.960474105221034e-08,3.3543566703755874e-14,3.455530261701284e-10,2.2169784164733294e-14,1.6652570365229594e-14,2.1850213928201745e-14,6.551387132360481e-16,1.1462984748240716e-15,1.4790442349922551e-09,1.511232473782604e-09
1.5704170010634896e-08,0.11224591522359134,0.9,0.0,0.0,0.0,0.0,0.09999577660828474,1.139207336188239e-06,8.488270037005467e-07,7.070878346908276e-07,7.789670405561095e-07,4.456505761538064e-07,6.64694521544173e-07,6.145981978515286e-07,6.168064146433008e-07,5.768819182116972e-07,5.786325316497811e-07,4.943895461883479e-07,5.503542450797519e-07,3.821775908605114e-09,2.819411623905775e-08,1.3284697988841832e-08,2.298975572197965e-09,3.561571558104151e-07,1.5377511785515656e-07,2.586964768997691e-07,1.498522791838506e-07,2.2242812371233073e-08,1.1304811286713421e-10,5.464264872879766e-08,3.531870800839488e-14,3.793186594752646e-10,2.332408246949299e-14,1.753359070517054e-14,2.2978410430705047e-14,7.234635919540388e-16,1.2553322722096126e-15,1.7018525801706252e-09,1.7420929956653127e-09
1.6458026169471847e-08,0.11224594437997475,0.9,0.0,0.0,0.0,0.0,0.09999557368942144,1.1967179363854317e-06,8.811946732346352e-07,7.391036379235055e-07,8.176088061510945e-07,4.5994377325955827e-07,6.973962417842515e-07,6.422834363867864e-07,6.449405724566058e-07,6.045736863344242e-07,6.065769703164142e-07,5.167697776110658e-07,5.781287459427979e-07,3.9675089211953494e-09,2.927661911270048e-08,1.3715058285216437e-08,2.373300178354441e-09,3.883091868220116e-07,1.6724982618533348e-07,2.831641743534395e-07,1.6354544550323818e-07,2.4449345080561714e-08,1.1814538744493586e-10,5.991373064751382e-08,3.7101618347929765e-14,4.1438985844685384e-10,2.4481051318843997e-14,1.8418409574900795e-14,2.410885057637442e-14,7.952308939717514e-16,1.3684623952793888e-15,1.944822830198084e-09,1.9943555030397266e-09
1.7211882328308797e-08,0.11224597378356285,0.9,0.0,0.0,0.0,0.0,0.09999537074751504,1.2544782243871714e-06,9.129092235284889e-07,7.709506563984966e-07,8.563368711746116e-07,4.737465862356923e-07,7.30161904170037e-07,6.69788968680524e-07,6.729437373833718e-07,6.322653968997697e-07,6.345435329673569e-07,5.390310946274982e-07,6.060218353093909e-07,4.110301313227972e-09,3.033727910397797e-08,1.41306533949944e-08,2.4450747933039196e-09,4.21597859278593e-07,1.8114579846286926e-07,3.086536401747957e-07,1.7774577481416112e-07,2.676193347411644e-08,1.2320958369098032e-10,6.541648364983845e-08,3.8892261441205274e-14,4.507355510197914e-10,2.5640598805115707e-14,1.9307002412109626e-14,2.5241495949524297e-14,8.704473918849078e-16,1.4855914782999035e-15,2.2086256150642492e-09,2.268799825217507e-09
1.7965738487145747e-08,0.11224600343043117,0.9,0.0,0.0,0.0,0.0,0.09999516778183465,1.3124870367878771e-06,9.439838312987387e-07,8.026298990066464e-07,8.951482722678002e-07,4.87075837574997e-07,7.6299040707915e-07,6.97113640183394e-07,7.008164412360841e-07,6.599570498112594e-07,6.625329807873631e-07,5.611741287959752e-07,6.340327380601641e-07,4.250212411884687e-09,3.137653689419599e-08,1.4531989833610146e-08,2.514386894131192e-09,4.55996242030883e-07,1.9544858154073674e-07,3.351553196851092e-07,1.9244303346150242e-07,2.918078293396096e-08,1.282404887878115e-10,7.114939451252535e-08,4.069060115436914e-14,4.883254899030126e-10,2.6802636173497775e-14,2.0199344490733705e-14,2.6376308444702427e-14,9.491197416223553e-16,1.60662473115332e-15,2.493909544829371e-09,2.5661872883534973e-09
1.8719594645982697e-08,0.1122460333167512,0.9,0.0,0.0,0.0,0.0,0.09999496479166665,1.3707432149084038e-06,9.74431407422977e-07,8.341423726671981e-07,9.340401477284611e-07,4.999477726790364e-07,7.958806578117474e-07,7.242563799303427e-07,7.285592144546255e-07,6.876486449730257e-07,6.90546056942501e-07,5.831995083203841e-07,6.621606742924441e-07,4.387300347426803e-09,3.2394824274004647e-08,1.4919556740620795e-08,2.5813209570574593e-09,4.914781140622548e-07,2.1014421808280248e-07,3.626598378347234e-07,2.07627194252007e-07,3.170609528742616e-08,1.3323790531409803e-10,7.711094066008767e-08,4.2496601500490184e-14,5.271302253803512e-10,2.7967077713878732e-14,2.1095410932577206e-14,2.7513250265329604e-14,1.0312544833902756e-15,1.7314698632623279e-15,2.8013018136545053e-09,2.88726120410375e-09
1.9473450804819647e-08,0.11224606343878717,0.9,0.0,0.0,0.0,0.0,0.09999476177631413,1.4292456047838054e-06,1.0042646023032058e-06,8.654890822260972e-07,9.730097340236436e-07,5.123780796553394e-07,8.288315725509084e-07,7.512161980938224e-07,7.56172586100705e-07,7.153401822902097e-07,7.1858348705455e-07,6.051078580679907e-07,6.904048596743284e-07,4.5216220773437466e-09,3.3392564322729644e-08,1.5293826476195205e-08,2.645958560370415e-09,5.280179435546628e-07,2.2521922955464028e-07,3.91157994543793e-07,2.2328843228881885e-07,3.4338068835954565e-08,1.382016507939654e-10,8.329959085650805e-08,4.4310226639175116e-14,5.671210819142283e-10,2.913384065639044e-14,2.1995176718593024e-14,2.865228392232496e-14,1.1168580426122276e-15,1.860037009904649e-15,3.1314087862676468e-09,3.2327473438837004e-09
2.0227306963656597e-08,0.11224609379289398,0.9,0.0,0.0,0.0,0.0,0.09999455873509652,1.487993057151053e-06,1.0334958111210422e-06,8.966710303579046e-07,1.0120543624219031e-06,5.243819084361608e-07,8.618420763226174e-07,7.779921835959713e-07,7.836570838524298e-07,7.430316616693587e-07,7.466459796614203e-07,6.268997995871648e-07,7.187645057883725e-07,4.653233410014246e-09,3.4370171584096173e-08,1.5655255196220892e-08,2.7083784838459593e-09,5.655908676136304e-07,2.4066059979799486e-07,4.2064076018304063e-07,2.394171208900736e-07,3.7076898383815803e-08,1.4313155725718934e-10,8.971380587664458e-08,4.613144087618374e-14,6.082701370667973e-10,3.030284507053667e-14,2.28986166998326e-14,2.979337223271721e-14,1.205936730864947e-15,1.9922386608473542e-15,3.4848165673851925e-09,3.603354399158037e-09
2.0981163122493547e-08,0.11224612437551418,0.9,0.0,0.0,0.0,0.0,0.09999435566734917,1.546984427436703e-06,1.0621371789867707e-06,9.276892174712162e-07,1.051171455741185e-06,5.35973889240326e-07,8.949111029553644e-07,8.045835017784747e-07,8.110132339990221e-07,7.707230830188135e-07,7.747342266640332e-07,6.485759511250107e-07,7.472388204651256e-07,4.782189027889545e-09,3.5328052238463876e-08,1.6004283408146445e-08,2.768656804755309e-09,6.041726726343569e-07,2.564557591692097e-07,4.510992711901102e-07,2.560038275898909e-07,3.9922775266691835e-08,1.480274708100136e-10,9.635203915781366e-08,4.796020866304291e-14,6.505501993784317e-10,3.1474013767785534e-14,2.3805705608072488e-14,3.0936478318243e-14,1.2984967468098945e-15,2.127989591237902e-15,3.86209155460897e-09,3.999774428194246e-09
2.1735019281330497e-08,0.11224615518317557,0.9,0.0,0.0,0.0,0.0,0.09999415257242295,1.6062185757445207e-06,1.090200605984516e-06,9.585446416174756e-07,1.0903585252083015e-06,5.47168150401315e-07,9.280375950393798e-07,8.309893921287993e-07,8.382415614356718e-07,7.984144462490927e-07,8.028489037600973e-07,6.701369276449049e-07,7.75827008106769e-07,4.9085425102089184e-09,3.6266604271560546e-08,1.6341336508050625e-08,2.826866990566124e-09,6.437397752869009e-07,2.7259256922190827e-07,4.825248258170826e-07,2.730393102200663e-07,4.28758873801305e-08,1.528892512163504e-10,1.0321273743203742e-07,4.979649459665913e-14,6.939347858933373e-10,3.264727220750427e-14,2.4716418066125356e-14,3.2081565603932544e-14,1.3945441771204846e-15,2.2672067946742748e-15,4.263780975322494e-09,4.422683289714705e-09
2.2488875440167448e-08,0.112246186212489,0.9,0.0,0.0,0.0,0.0,0.09999394944968379,1.6656943668430577e-06,1.117697752115669e-06,9.89238298403084e-07,1.129613167426094e-06,5.579783355843124e-07,9.612205038855282e-07,8.572091660615201e-07,8.6534258965853e-07,8.261057512732671e-07,8.309906708651955e-07,6.915833408439397e-07,8.045282700011009e-07,5.032346355257079e-09,3.7186217639794954e-08,1.6666825298971545e-08,2.8830799884693384e-09,6.842692040977886e-07,2.890593079149294e-07,5.149088800048757e-07,2.9051451307079653e-07,4.5936419207866597e-08,1.577167714891291e-10,1.1029434133943452e-07,5.16402634189297e-14,7.383981013754873e-10,3.3822548406119494e-14,2.5630728597843357e-14,3.3228597816683494e-14,1.494084997404976e-15,2.409809418374498e-15,4.690413408092158e-09,4.872741063867181e-09
2.3996587757841344e-08,0.1122462489229146,0.9,0.0,0.0,0.0,0.0,0.09999354311830358,1.7853663597354604e-06,1.1710386700797424e-06,1.050144279595706e-06,1.2083159661938344e-06,5.784987270428964e-07,1.0277514204611466e-06,9.090879571690602e-07,9.191648354235435e-07,8.814881863705269e-07,8.87358038264142e-07,7.341349078401572e-07,8.622668079213547e-07,5.272509851168857e-09,3.8970149020909414e-08,1.728468314223602e-08,2.989786116023357e-09,7.681261085496853e-07,3.229376811380098e-07,5.825190756823782e-07,3.2674876658950476e-07,5.238046305074071e-08,1.6726858757340961e-10,1.2511400165991516e-07,5.53501094196321e-14,8.304610621160386e-10,3.617887841552603e-14,2.747004154004443e-14,3.552835343163619e-14,1.7036701604981192e-15,2.7048579138326084e-15,5.620531365876973e-09,5.856867187050797e-09
2.535352884374785e-08,0.1122463060879597,0.9,0.0,0.0,0.0,0.0,0.09999317731887582,1.8938862781078736e-06,1.217221042348714e-06,1.104416353232466e-06,1.2793571197060832e-06,5.957810646988167e-07,1.0878118473341872e-06,9.551368404253674e-07,9.671747162005996e-07,9.31332178086201e-07,9.381876280876061e-07,7.720455818609004e-07,9.146101401115421e-07,5.480442530192716e-09,4.051467033213702e-08,1.780504497511542e-08,3.0796543804850607e-09,8.466699371888836e-07,3.544470089068442e-07,6.465636959850478e-07,3.6077627733787586e-07,5.8549259811859034e-08,1.757470358420934e-10,1.39191445624443e-07,5.871421154495554e-14,9.167615983650776e-10,3.8305803339474465e-14,2.9137471333638506e-14,3.760442737338297e-14,1.904301906680637e-15,2.981210499320409e-15,6.547881087311208e-09,6.841743032265082e-09
2.6710469929654357e-08,0.11224636392198795,0.9,0.0,0.0,0.0,0.0,0.09999281142012321,2.0031716758867834e-06,1.2617395295785572e-06,1.1581796639111076e-06,1.3505834343528056e-06,6.12010728409835e-07,1.1480391494720325e-06,1.000575061778034e-06,1.0147802244926118e-06,9.811759800168953e-07,9.891145731848794e-07,8.095944363725094e-07,9.673073001917406e-07,5.6808836912074984e-09,4.20035447672865e-08,1.8293711394885614e-08,3.164048765741639e-09,9.280005880234928e-07,3.8686057749457204e-07,7.135877742264072e-07,3.9609577971174383e-07,6.506881256514757e-08,1.841130708000286e-10,1.539601552483921e-07,6.210201648102308e-14,1.0061854489582283e-09,4.043825422679733e-14,3.081615915270683e-14,3.968625240349134e-14,2.1163401893796654e-15,3.2673664240323528e-15,7.563466273198557e-09,7.924167708803873e-09
2.8067411015560863e-08,0.11224642240794022,0.9,0.0,0.0,0.0,0.0,0.09999244541884512,2.113216099420652e-06,1.304654067967285e-06,1.2114399191367078e-06,1.4219836171523292e-06,6.272518263472194e-07,1.2084275207152306e-06,1.0454009328476182e-06,1.0619843621312124e-06,1.0310195917946035e-06,1.0401422027212862e-06,8.467849229543422e-07,1.0203535555126008e-06,5.874103192464741e-09,4.343877682908192e-08,1.8752612662030865e-08,3.2433026350358016e-09,1.0120039897488967e-06,4.2012330794211865e-07,7.835466824786778e-07,4.326607243758691e-07,7.194007753744985e-08,1.9236638058007137e-10,1.6941089040807568e-07,6.55133237935222e-14,1.0986045550616666e-09,4.25758928430594e-14,3.2505954054369595e-14,4.1773627700520195e-14,2.3398159624278498e-15,3.5629241927987585e-15,8.669758738477544e-09,9.107471455856054e-09
