Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32)
2.3292727086208455e-11,0.11224537270290683,0.9,0.0,0.0,0.0,0.0,0.09999999373881131,1.6036931366400137e-09,1.5894062287383642e-09,1.107878305350716e-09,1.1080604104511776e-09,9.56115668791178e-10,9.596899195359112e-10,9.59687863691094e-10,9.595524451847834e-10,8.556604839049353e-10,8.556604839049353e-10,7.746663304349039e-10,7.747938124074083e-10,7.151850369868676e-12,6.483378262679675e-12,2.8060547636647063e-12,5.978388410967862e-13,4.2506962430947247e-13,3.629083402308096e-14,6.205263462944784e-13,3.8877879028639146e-13,4.803879451345495e-14
2.6045417186407685e-11,0.11224537278599109,0.9,0.0,0.0,0.0,0.0,0.099999992998876,1.7932319606101454e-09,1.7764007842865673e-09,1.238793203187721e-09,1.2390208577229703e-09,1.0686724619306563e-09,1.0731099385030514e-09,1.073110769852887e-09,1.0729415099495276e-09,9.56780805798246e-10,9.56780805798246e-10,8.662064969254236e-10,8.663658883324747e-10,7.99378279747e-12,8.022747164020433e-12,3.479618285832294e-12,7.399173301855619e-13,5.363448821728674e-13,5.03498304956787e-14,7.757606620792529e-13,4.859950516771887e-13,6.006340936781346e-14
3.1550797386806145e-11,0.11224537295217006,0.9,0.0,0.0,0.0,0.0,0.09999999151900538,2.1723206582285078e-09,2.1499168740801567e-09,1.5006153583068382e-09,1.500949326261975e-09,1.2935325323912504e-09,1.2999535860535202e-09,1.299962139300277e-09,1.2997139229995682e-09,1.1590214473401925e-09,1.1590214473401925e-09,1.0492814879513656e-09,1.0495153799527134e-09,9.675517584953277e-12,1.1533329032280785e-11,5.023010502704803e-12,1.0640586699963365e-12,8.009839172348187e-13,8.815468817503328e-14,1.138106412285137e-12,7.128292290597855e-13,8.813815374342681e-14
3.7056177587204604e-11,0.11224537311836333,0.9,0.0,0.0,0.0,0.0,0.0999999900391348,2.551424088337941e-09,2.5228326182167183e-09,1.7624273263497992e-09,1.762887881054433e-09,1.5180665147011905e-09,1.52680204600038e-09,1.5268208981477484e-09,1.5264787142591117e-09,1.361262085889239e-09,1.361262085889239e-09,1.2323493566014667e-09,1.2326719914599126e-09,1.1354548950870246e-11,1.558929598130819e-11,6.817120770990324e-12,1.4387426128731926e-12,1.1234999984821262e-12,1.406935565210069e-13,1.5695886559927515e-12,9.828064419611192e-13,1.2158034582883177e-13
4.2561557787603064e-11,0.11224537328457103,0.9,0.0,0.0,0.0,0.0,0.09999998855926422,2.930542250442376e-09,2.8951823108565444e-09,2.02422910771332e-09,2.0248365077904308e-09,1.7422880575234273e-09,1.7536553178332725e-09,1.7536870235487472e-09,1.7532358839468868e-09,1.5635027214453854e-09,1.5635027214453854e-09,1.415410103153063e-09,1.4158357230854032e-09,1.3031031327963505e-11,2.0156289260943932e-11,8.849392976596151e-12,1.860834772735114e-12,1.505882045391771e-12,2.1002258266832892e-13,2.070169642917105e-12,1.295859462723442e-12,1.60390099264863e-13
4.8066937988001524e-11,0.11224537345079347,0.9,0.0,0.0,0.0,0.0,0.09999998707939367,3.3096751440464898e-09,3.266998094359328e-09,2.286020702793587e-09,2.2867951927577464e-09,1.966210118182417e-09,1.9805134010421567e-09,1.980560493945116e-09,1.979985432281245e-09,1.7657433540086318e-09,1.7657433540086318e-09,1.5984637278831221e-09,1.599006575060105e-09,1.470510945867274e-11,2.520210649512078e-11,1.1107896950200934e-11,2.3273930803949996e-12,1.9499952854012466e-12,2.980703928876831e-13,2.6398135099020687e-12,1.651924892513564e-12,2.0456752790372506e-13
5.3572318188399984e-11,0.11224537361703077,0.9,0.0,0.0,0.0,0.0,0.09999998559952313,3.6888227686556564e-09,3.6383102077450427e-09,2.5478021119862897e-09,2.5487639227819146e-09,2.189845032220878e-09,2.207376295117287e-09,2.207441288918377e-09,2.2067273594801837e-09,1.9679839835789785e-09,1.9679839835789785e-09,1.781510231068264e-09,1.7821845476145914e-09,1.6376919515274027e-11,3.0696452691410626e-11,1.3581266280617971e-11,2.835645973590197e-12,2.457595311781377e-12,4.0665259237332935e-13,3.2784860722710195e-12,2.050942719408048e-12,2.541127457973049e-13
5.907769838879844e-11,0.1122453737832831,0.9,0.0,0.0,0.0,0.0,0.09999998411965262,4.0679851237750136e-09,4.009147060870898e-09,2.8095733356872803e-09,2.8107426852081356e-09,2.413204533268085e-09,2.4342439995488467e-09,2.4343293891445354e-09,2.433461665761828e-09,2.170224610156425e-09,2.170224610156425e-09,1.9645496129852215e-09,1.965369640978734e-09,1.804658943078045e-11,3.661086591411441e-11,1.6258680639571947e-11,3.3829859117576647e-12,3.0303322584846732e-12,5.374760754843828e-13,3.986154757497224e-12,2.4928561830002903e-12,3.0902586690797973e-13
6.45830785891969e-11,0.11224537394955061,0.9,0.0,0.0,0.0,0.0,0.09999998263978212,4.447162208908936e-09,4.379535217622679e-09,3.0713343742929402e-09,3.0727314679075657e-09,2.636299745164165e-09,2.66111651382674e-09,2.661224776403694e-09,2.660188351344694e-09,2.3724652337409725e-09,2.3724652337409725e-09,2.147581873911099e-09,2.1485618553814903e-09,1.9714238830916725e-11,4.2918734123627505e-11,1.9129873110677248e-11,3.966970960424214e-12,3.6697497841159525e-12,6.921379817947937e-13,4.7627886193536285e-12,2.977611802321158e-12,3.693070049457199e-13
7.18461563588515e-11,0.11224537416892584,0.9,0.0,0.0,0.0,0.0,0.09999998068743479,4.947421340287472e-09,4.867532211947388e-09,3.41665203280608e-09,3.4183804734606968e-09,2.9302357946690227e-09,2.9604297603726325e-09,2.960571960252905e-09,2.9592901947207303e-09,2.6392750268164697e-09,2.6392750268164697e-09,2.389039779268248e-09,2.390252570782759e-09,2.1911414214484786e-11,5.1800564168384596e-11,2.31977907835356e-11,4.789617275536511e-12,4.617756506065928e-12,9.351635955375824e-13,5.892835821429839e-12,3.682592910528345e-12,4.570466056167729e-13
7.910923412850608e-11,0.11224537438832814,0.9,0.0,0.0,0.0,0.0,0.09999997873508754,5.447706106827104e-09,5.354844235222388e-09,3.7619519660571536e-09,3.764046873339959e-09,3.2237529510172364e-09,3.2597513762572546e-09,3.259931760161398e-09,3.2583787753743854e-09,2.906084814682913e-09,2.906084814682913e-09,2.630485291866155e-09,2.631955681064891e-09,2.410550511678814e-11,6.127104882400665e-11,2.7564992940077078e-11,5.66719931777381e-12,5.687398919940761e-12,1.225455241771032e-12,7.142800009700263e-12,4.4619436781697294e-12,5.541295424083638e-13
8.637231189816067e-11,0.11224537460775788,0.9,0.0,0.0,0.0,0.0,0.09999997678274028,5.948016507390546e-09,5.841519758833487e-09,4.107234174955745e-09,4.109730643394856e-09,3.5168724779451303e-09,3.559081360309822e-09,3.559304141789483e-09,3.5574540938070564e-09,3.1728945973403017e-09,3.1728945973403017e-09,2.871918412340692e-09,2.873671186749652e-09,2.6296729829409797e-11,7.12816327598054e-11,3.221179857238516e-11,6.595238687550211e-12,6.881496318615496e-12,1.5659327421589548e-12,8.512621315976195e-12,5.315563576456541e-12,6.605560765144906e-13
9.363538966781527e-11,0.1122453748272153,0.9,0.0,0.0,0.0,0.0,0.09999997483039308,6.448352540841072e-09,6.327603401623706e-09,4.45249866041103e-09,4.455431760656612e-09,3.809614273888362e-09,3.858419711359835e-09,3.858689073103912e-09,3.856516150519868e-09,3.439704374788636e-09,3.439704374788636e-09,3.1133391413274514e-09,3.1153990883576814e-09,2.848528927980507e-11,8.17876213936188e-11,3.711977275932945e-11,7.56960590591203e-12,8.202643959570778e-12,1.959285029901277e-12,1.0002243359339551e-11,6.2433589296695e-12,7.763264692519423e-13
9.999999999999999e-11,0.11224537504670072,0.9,0.0,0.0,0.0,0.0,0.09999997311955791,6.886816376035544e-09,6.753102556834961e-09,4.75503818436983e-09,4.75838271709811e-09,4.065847036572759e-09,4.120735767244616e-09,4.121049363081487e-09,4.118572311049609e-09,3.6735088704898206e-09,3.6735088704898206e-09,3.324885118053513e-09,3.327234616949953e-09,3.040107078950197e-11,9.136890401413414e-11,4.1621729648404875e-11,8.458532197545603e-12,9.466686992812e-12,2.3493935241821898e-12,1.1406039979595195e-11,7.117293468629809e-12,8.854574265577454e-13
1.0089846743746986e-10,0.11224537504670072,0.9,0.0,0.0,0.0,0.0,0.09999997287804592,6.948714206041497e-09,6.813136022060173e-09,4.7977454233324946e-09,4.801150203322322e-09,4.101996889377035e-09,4.157766428236678e-09,4.158086524321923e-09,4.155564946014192e-09,3.7065141470279156e-09,3.7065141470279156e-09,3.3547474794622364e-09,3.357139386408106e-09,3.067136743159286e-11,9.274808854847698e-11,4.227171189254303e-11,8.586512558359065e-12,9.653218148312439e-12,2.4079754006583733e-12,1.1611613171042977e-11,7.245242747654065e-12,9.014409817451064e-13
1.0816154520712445e-10,0.11224537526621428,0.9,0.0,0.0,0.0,0.0,0.0999999709256988,7.4491015018550645e-09,7.298155244448721e-09,5.142974464629301e-09,5.146885950616987e-09,4.394037688166909e-09,4.457121509769973e-09,4.457496467597109e-09,4.454600480791188e-09,3.973323914058141e-09,3.973323914058141e-09,3.5961434273806277e-09,3.5988920814190597e-09,3.285513371774822e-11,1.0412534905070474e-10,4.7651498428642134e-11,9.642464452076068e-12,1.1235406403401563e-11,2.9142726098609378e-12,1.3340680745674134e-11,8.321133793540626e-12,1.0358998752038839e-12
1.1542462297677904e-10,0.11224537548575632,0.9,0.0,0.0,0.0,0.0,0.0999999689733517,7.94951442714484e-09,7.782695510857071e-09,5.48818578521072e-09,5.492638982784267e-09,4.685752857373186e-09,4.7564849547893365e-09,4.756918876987848e-09,4.753622755352123e-09,4.2401336758793114e-09,4.2401336758793114e-09,3.837526985718282e-09,3.840657173907443e-09,3.5036743290957656e-11,1.158849066827421e-10,5.324409224485285e-11,1.0734257156285752e-11,1.2951210341383554e-11,3.480253852197285e-12,1.518939899832907e-11,9.47095648918627e-12,1.179703410732404e-12
1.2268770074643363e-10,0.11224537570532699,0.9,0.0,0.0,0.0,0.0,0.09999996702100465,8.449952980773736e-09,8.266788465186675e-09,5.833379385986123e-09,5.838409280987587e-09,4.9771575222960846e-09,5.05585676212439e-09,5.056353728227615e-09,5.052631770198352e-09,4.506943432491429e-09,4.506943432491429e-09,4.078898155110921e-09,4.082434664389045e-09,3.721633863280457e-11,1.2799506941414916e-10,5.90354273792452e-11,1.1858941864036145e-11,1.4802467665618716e-11,4.107827432894151e-12,1.715772343630684e-11,1.0694640232724561e-11,1.3328518493335341e-12
1.2995077851608822e-10,0.11224537592492646,0.9,0.0,0.0,0.0,0.0,0.09999996506865765,8.950417161604622e-09,8.750463075815114e-09,6.178555267864882e-09,6.184196827277071e-09,5.268265784940255e-09,5.3552369306048076e-09,5.3558009986517415e-09,5.351627525831263e-09,4.77375318389449e-09,4.77375318389449e-09,4.3202569361942745e-09,4.3242245533786275e-09,3.939405005891564e-11,1.4042682654463266e-10,6.501237723190973e-11,1.301381443337008e-11,1.6790859220167845e-11,4.798740039036008e-12,1.9245612053321902e-11,1.199211918113184e-11,1.4953454519514476e-12
1.372138562857428e-10,0.11224537614455489,0.9,0.0,0.0,0.0,0.0,0.09999996311631068,9.450906968500636e-09,9.233746114158934e-09,6.523713431756172e-09,6.53000160446038e-09,5.559090874182363e-09,5.654625459060437e-09,5.655260666911153e-09,5.650610022752119e-09,5.0405629300884995e-09,5.0405629300884995e-09,4.561603329603932e-09,4.566026841390191e-09,4.156999820474043e-11,1.5315336879167966e-10,7.116261894068193e-11,1.4196372548286511e-11,1.8917936564446445e-11,5.554605164459511e-12,2.145302491532576e-11,1.3363331399986935e-11,1.6671844795625561e-12
1.444769340553974e-10,0.11224537636421246,0.9,0.0,0.0,0.0,0.0,0.09999996116396373,9.951422400325097e-09,9.7166621043967e-09,6.868853878569017e-09,6.875823596114771e-09,5.849645131642411e-09,5.95402234632126e-09,5.9547327130023844e-09,5.949579261462098e-09,5.307372671073456e-09,5.307372671073456e-09,4.802937335975376e-09,4.807841528936919e-09,4.3744293786345186e-11,1.6615013868766898e-10,7.747464601198893e-11,1.5404320153263484e-11,2.1185119113543948e-11,6.3769001609920975e-12,2.3779924202281376e-11,1.4808218952551855e-11,1.8483691931495875e-12
1.51740011825052e-10,0.11224537658389933,0.9,0.0,0.0,0.0,0.0,0.09999995921161683,1.0451963455941262e-08,1.0199233468612603e-08,7.21397660921248e-09,7.221662786547738e-09,6.139940057073817e-09,6.253427591217299e-09,6.25421711818095e-09,6.2485352424624335e-09,5.5741824068493584e-09,5.5741824068493584e-09,5.044258955944113e-09,5.049668616531121e-09,4.591703757794123e-11,1.79394685803089e-10,8.393772733081272e-11,1.6635554497776835e-11,2.359370247535678e-11,7.2669748332563155e-12,2.6226274081418293e-11,1.6326727642100467e-11,2.0388998536244587e-12
1.5900308959470658e-10,0.11224537680361556,0.9,0.0,0.0,0.0,0.0,0.09999995725926998,1.0952530134212483e-08,1.068148075012373e-08,7.559081624595529e-09,7.567519160734897e-09,6.429986380564287e-09,6.55284119257868e-09,6.553713864827871e-09,6.547477966254304e-09,5.8409921374162055e-09,5.8409921374162055e-09,5.285568190145593e-09,5.2915081046843725e-09,4.80883214055172e-11,1.9286644295530076e-10,9.05418417785167e-11,1.7888146079125256e-11,2.6144871354848353e-11,8.226064739262469e-12,2.8792040512383055e-11,1.7918806615585893e-11,2.2387767218827267e-12
1.6626616736436117e-10,0.11224537702336135,0.9,0.0,0.0,0.0,0.0,0.09999995530692317,1.145312243400193e-08,1.1163422846484354e-08,7.904168925627252e-09,7.913392704255456e-09,6.7197941370523426e-09,6.852263149235528e-09,6.853222936308948e-09,6.84640743333901e-09,6.107801862773999e-09,6.107801862773999e-09,5.526865039215337e-09,5.53335999390745e-09,5.0258231040592133e-11,2.0654649086997057e-10,9.727761087846337e-11,1.916031756247307e-11,2.8839713117712725e-11,9.255305172749442e-12,3.147719104108083e-11,1.958440794496329e-11,2.448000058708817e-12
1.761482176596271e-10,0.11224537732239222,0.9,0.0,0.0,0.0,0.0,0.09999995265058521,1.213426302869423e-08,1.1818688011567909e-08,8.373661827924515e-09,8.384011350947155e-09,7.1137365172710775e-09,7.259666232003085e-09,7.260750894992618e-09,7.253105737580057e-09,6.4708197386820336e-09,6.4708197386820336e-09,5.855150543763487e-09,5.862440482701225e-09,5.320851631461937e-11,2.2546281271462714e-10,1.0663793795274597e-10,2.0919738004990692e-11,3.273878403187858e-11,1.0770192285107721e-11,3.532223484416366e-11,2.1968591746770864e-11,2.74767653348003e-12
1.8603026795489302e-10,0.11224537762147817,0.9,0.0,0.0,0.0,0.0,0.09999994999424734,1.281545104890746e-08,1.2473459851024657e-08,8.843121941432553e-09,8.854661722552415e-09,7.507276391214438e-09,7.66708477696046e-09,7.668301603248714e-09,7.65977950322952e-09,6.8338376049470816e-09,6.8338376049470816e-09,6.183413123764656e-09,6.191543930550695e-09,5.6156579406857165e-11,2.4469302167733247e-10,1.162053731809415e-10,2.2708653640324696e-11,3.6907924104334645e-11,1.2419234110959668e-11,3.938815101720998e-11,2.4488689993374982e-11,3.064656306068598e-12
1.9591231825015894e-10,0.11224537792061949,0.9,0.0,0.0,0.0,0.0,0.09999994733790954,1.3496686491779386e-08,1.3127773598655579e-08,9.312549268440162e-09,9.325343787431295e-09,7.900433649403204e-09,8.074518781162085e-09,8.075875026589437e-09,8.066428731549546e-09,7.196855461569144e-09,7.196855461569144e-09,6.511652780818904e-09,6.520670338737129e-09,5.910257870814012e-11,2.64201857480376e-10,1.2596128262221803e-10,2.45237358035671e-11,4.1349138352360786e-11,1.420453437519229e-11,4.367486990070292e-11,2.7144603977168498e-11,3.3989400332230756e-12
2.0579436854542486e-10,0.11224537821981632,0.9,0.0,0.0,0.0,0.0,0.0999999446815718,1.4177969354447397e-08,1.378166056392008e-08,9.781943811236348e-09,9.796057515487548e-09,8.293226408029331e-09,8.48196824166249e-09,8.483471132875829e-09,8.47305342380251e-09,7.55987330854822e-09,7.55987330854822e-09,6.839869516526431e-09,6.849819708539697e-09,6.20466592015539e-11,2.83957988272704e-10,1.3588868003729566e-10,2.636202119756674e-11,4.6064198484966985e-11,1.6127956518501025e-11,4.818232572246028e-11,2.993624196646596e-11,3.750528371405288e-12
2.1567641884069078e-10,0.1122453785190688,0.9,0.0,0.0,0.0,0.0,0.09999994202523414,1.4859299634049319e-08,1.4435148599177964e-08,1.025130557210974e-08,1.0266802878024442e-08,8.685671176722819e-09,8.889433155516586e-09,8.89108989204603e-09,8.879653581250613e-09,7.922891145884312e-09,7.922891145884312e-09,7.168063332487186e-09,7.1789920412359255e-09,6.498894258091214e-11,3.039335543464269e-10,1.4597207335107992e-10,2.8220870302608826e-11,5.105466960227073e-11,1.8191151202421603e-11,5.291045618464463e-11,3.286351839984913e-11,4.1194219770423786e-12
2.255584691359567e-10,0.11224537881837711,0.9,0.0,0.0,0.0,0.0,0.09999993936889655,1.5540677327722804e-08,1.5088262515677884e-08,1.0720634553349046e-08,1.073757984761102e-08,9.077783012628775e-09,9.296913519779456e-09,9.298731275861429e-09,9.286229205156172e-09,8.285908973577417e-09,8.285908973577417e-09,7.49623423030116e-09,7.508187338101582e-09,6.792953667462126e-11,3.241037437339708e-10,1.561973238111963e-10,3.009792868372041e-11,5.632193503077289e-11,2.0395581900132007e-11,5.785920207441459e-11,3.5926353130640874e-11,4.505621506337617e-12
2.354405194312226e-10,0.11224537911774136,0.9,0.0,0.0,0.0,0.0,0.09999993671255902,1.622210243260595e-08,1.5741024398192507e-08,1.1189930757242613e-08,1.1208388397971042e-08,9.469575649488803e-09,9.704409331506577e-09,9.7063952577106e-09,9.69278029678133e-09,8.648926791627541e-09,8.648926791627541e-09,7.824382211568095e-09,7.837405600411006e-09,7.086855076263756e-11,3.444464630343764e-10,1.6655152729773205e-10,3.1991096724334724e-11,6.186721572697898e-11,2.2742544882736695e-11,6.302850695897249e-11,3.912467084424227e-11,4.909127615455025e-12
2.453225697264885e-10,0.11224537941716167,0.9,0.0,0.0,0.0,0.0,0.0999999340562216,1.690357494583681e-08,1.6393453918921883e-08,1.1659194186078737e-08,1.1679228503884295e-08,9.861061611230998e-09,1.0111920587753635e-08,1.0114081812436138e-08,1.009930685738828e-08,9.011944600034678e-09,9.011944600034678e-09,8.152507277887707e-09,8.166646829437007e-09,7.38060718937329e-11,3.6494204787942605e-10,1.7702290989332794e-10,3.389850295949087e-11,6.769158736924899e-11,2.523318682464644e-11,6.841831691240361e-11,4.245840054460255e-11,5.329940960383901e-12
2.552046200217544e-10,0.11224537971663813,0.9,0.0,0.0,0.0,0.0,0.09999993139988422,1.7585094864553766e-08,1.7045568590750226e-08,1.2128424842145442e-08,1.215010014109746e-08,1.0252252315334414e-08,1.0519447285576682e-08,1.0521790916184842e-08,1.0505808888239093e-08,9.374962398798834e-09,9.374962398798834e-09,8.480609430859511e-09,8.495911026451092e-09,7.674216354557786e-11,3.8557301161087573e-10,1.876007325237701e-10,3.581848082464517e-11,7.379599524862892e-11,2.786852013887812e-11,7.402858027797541e-11,4.592747510975079e-11,5.7680621970401765e-12
2.650866703170203e-10,0.11224538001617089,0.9,0.0,0.0,0.0,0.0,0.09999992874354692,1.8266662185895216e-08,1.7697383966308827e-08,1.2597622727730691e-08,1.2621003286238211e-08,1.064315817172775e-08,1.0926989422031991e-08,1.0929522546261609e-08,1.0912286390595869e-08,9.737980187920004e-09,9.737980187920004e-09,8.808688672082978e-09,8.82519819272339e-09,7.967691150869594e-11,4.0632380091725797e-10,1.9827519982657485e-10,3.77495460837883e-11,8.018126872180745e-11,3.06494378675314e-11,7.985924743525221e-11,4.9531830854276056e-11,6.2234919811710534e-12
2.749687206122862e-10,0.11224538031575998,0.9,0.0,0.0,0.0,0.0,0.09999992608720969,1.8948276906999774e-08,1.8348913888904373e-08,1.3066787845122223e-08,1.3091937916736346e-08,1.10337886741662e-08,1.1334546994176152e-08,1.1337276680999793e-08,1.1318739365720641e-08,1.0100997967398191e-08,1.0100997967398191e-08,9.136745003157434e-09,9.154508329522813e-09,8.2610390920966e-11,4.2718057838323105e-10,2.0903737572264365e-10,3.9690376674461414e-11,8.684813411382566e-11,3.3576726967160664e-11,8.591027059245894e-11,5.3271407146665e-11,6.696230968426572e-12
2.848507709075521e-10,0.11224538061540543,0.9,0.0,0.0,0.0,0.0,0.09999992343087252,1.962993902500613e-08,1.9000170735230126e-08,1.353592019660768e-08,1.3562904010751627e-08,1.1424152483339895e-08,1.1742119999066014e-08,1.1745053299644252e-08,1.1725167814875437e-08,1.0464015737233395e-08,1.0464015737233395e-08,9.464778425682123e-09,9.483841438117053e-09,8.554261967072497e-11,4.4813102683680676e-10,2.198791065777662e-10,4.1639794538302397e-11,9.37972263451409e-11,3.665108028041586e-11,9.218160359692651e-11,5.7146146064725024e-11,7.1862798143050655e-12
2.94732821202818e-10,0.11224538091510741,0.9,0.0,0.0,0.0,0.0,0.09999992077453543,2.0311648537053197e-08,1.965116548173352e-08,1.4005019784474492e-08,1.4033901547110128e-08,1.1814257500552716e-08,1.2149708433758739e-08,1.2152852382252859e-08,1.2131571739322217e-08,1.0827033497425614e-08,1.0827033497425614e-08,9.792788941256158e-09,9.813197519772684e-09,8.84736576269779e-11,4.691641841488838e-10,2.3079295286074017e-10,4.359675019692985e-11,1.010290987835678e-10,3.987310668692295e-11,9.867320177354057e-11,6.115599209664482e-11,7.693639174202454e-12
3.046148714980839e-10,0.11224538121486587,0.9,0.0,0.0,0.0,0.0,0.0999999181181984,2.0993405440279972e-08,2.0301907854809456e-08,1.4474086611009958e-08,1.4504930505246286e-08,1.2204110934425638e-08,1.2557312295311749e-08,1.2560673909608339e-08,1.2537951140322934e-08,1.119005124797485e-08,1.119005124797485e-08,1.012077655147854e-08,1.0142576575755154e-08,9.140360431454259e-11,4.902702957148816e-10,2.417721272204479e-10,4.556030895212217e-11,1.085442320596635e-10,4.3243340180591583e-11,1.0538502177833257e-10,6.530089187907191e-11,8.21830970337441e-12
3.144969217933498e-10,0.11224538151468083,0.9,0.0,0.0,0.0,0.0,0.09999991546186145,2.167520973182565e-08,2.0952406626632842e-08,1.4943120678501193e-08,1.4975990865150245e-08,1.2593719361751124e-08,1.2964931580782767e-08,1.2968517863140437e-08,1.2944306019139482e-08,1.1553068988881107e-08,1.1553068988881107e-08,1.0448741257948163e-08,1.047197860732886e-08,9.433243385172672e-11,5.114406839825317e-10,2.528104378788241e-10,4.752963864669483e-11,1.1634304189093896e-10,4.676224791404366e-11,1.1231702146836842e-10,6.958079397689527e-11,8.760292056965531e-12
3.243789720886157e-10,0.11224538181455246,0.9,0.0,0.0,0.0,0.0,0.09999991280552456,2.235706140882955e-08,2.1602669588297544e-08,1.541212198923518e-08,1.5447082607318976e-08,1.298308878377557e-08,1.3372566287229793e-08,1.3376384224854291e-08,1.3350636377033727e-08,1.1916086720144381e-08,1.1916086720144381e-08,1.077668306226381e-08,1.0801403615757167e-08,9.726014196274112e-11,5.326676285946204e-10,2.639022362550923e-10,4.950399841506648e-11,1.2442588625097088e-10,5.043023759025839e-11,1.1946915978105983e-10,7.399564866071249e-11,9.319586889983756e-12
3.3426102238388157e-10,0.11224538211448061,0.9,0.0,0.0,0.0,0.0,0.09999991014918774,2.3038960468431136e-08,2.225270349791586e-08,1.5881090545498718e-08,1.591820571271178e-08,1.337222467758264e-08,1.378021641171111e-08,1.3784272977267143e-08,1.37569422152675e-08,1.2279104441764669e-08,1.2279104441764669e-08,1.1104601966024142e-08,1.1130851602302437e-08,1.0018690433115879e-10,5.539442601978545e-10,2.7504236905950187e-10,5.1482728688998854e-11,1.3279307173256204e-10,5.424766402424159e-11,1.2684139662660643e-10,7.854540770832048e-11,9.896194857320342e-12
3.458663210675321e-10,0.11224538246678312,0.9,0.0,0.0,0.0,0.0,0.09999990702963457,2.383983071484915e-08,2.3015807387107987e-08,1.6431796802574725e-08,1.647152406854932e-08,1.382892731233315e-08,1.425897292523104e-08,1.4263318614574114e-08,1.4234069037814385e-08,1.270542578595099e-08,1.270542578595099e-08,1.1489674677607052e-08,1.1517778617050012e-08,1.0362272498673652e-10,5.78986345715402e-10,2.881805118751473e-10,5.3811301942278214e-11,1.429827325204436e-10,5.89219916841175e-11,1.357801801984775e-10,8.406074083632611e-11,1.0595458578235233e-11
3.5747161975118266e-10,0.1122453828191637,0.9,0.0,0.0,0.0,0.0,0.09999990391008153,2.4640766301455618e-08,2.3778612725674063e-08,1.6982457892449556e-08,1.7024885624525543e-08,1.4285322091530931e-08,1.473775069405635e-08,1.4742395082169444e-08,1.4711162047308716e-08,1.3131747116837976e-08,1.3131747116837976e-08,1.1874715810172149e-08,1.190473732636094e-08,1.0705721464673228e-10,6.040798181516573e-10,3.013719490864255e-10,5.614425618273042e-11,1.5356525917159123e-10,6.380326723795556e-11,1.4502240137195426e-10,8.976199193363566e-11,1.1318602057664478e-11
3.690769184348332e-10,0.11224538317162253,0.9,0.0,0.0,0.0,0.0,0.09999990079052856,2.544176722361818e-08,2.454112721722348e-08,1.7533073818826246e-08,1.7578290351823532e-08,1.4741415600539611e-08,1.5216549713423917e-08,1.5221502353869337e-08,1.5188221245794057e-08,1.3558068434425634e-08,1.3558068434425634e-08,1.225972536630816e-08,1.2291727732274827e-08,1.1049035473665969e-10,6.29217088376401e-10,3.1461049886539964e-10,5.848086199163765e-11,1.6454093462533856e-10,6.889184538565803e-11,1.5456799936153888e-10,9.564908923968048e-11,1.2065626355653646e-11
3.8068221711848375e-10,0.11224538352415954,0.9,0.0,0.0,0.0,0.0,0.0999998976709757,2.624283347670477e-08,2.5303357473663656e-08,1.8083644585407542e-08,1.8131738222212925e-08,1.519721376506351e-08,1.5695369978571173e-08,1.5700640404071562e-08,1.566524663531391e-08,1.3984389738713958e-08,1.3984389738713958e-08,1.2644703348603614e-08,1.2678749836829585e-08,1.1392225468323223e-10,6.543915286653755e-10,3.2789060586672315e-10,6.082048236354802e-11,1.7590998371291312e-10,7.418802100403772e-11,1.6441691454697871e-10,1.0172196270887539e-10,1.2836532532010761e-11
3.922875158021343e-10,0.1122453838767747,0.9,0.0,0.0,0.0,0.0,0.09999989455142293,2.7043965056083602e-08,2.606530941563881e-08,1.863417019589588e-08,1.868522920799145e-08,1.565272191846197e-08,1.6174211484736092e-08,1.6179809207682836e-08,1.614223821791171e-08,1.441071102970295e-08,1.441071102970295e-08,1.3029649759646822e-08,1.3065803642061449e-08,1.1735287332130462e-10,6.795973511244357e-10,3.4120727798429065e-10,6.316256112090289e-11,1.8767258053296405e-10,7.969203671967497e-11,1.7456908834224638e-10,1.0798054381328904e-10,1.3631321646305738e-11
4.0389281448578484e-10,0.11224538422946809,0.9,0.0,0.0,0.0,0.0,0.09999989143187026,2.784516195712315e-08,2.6826988101581815e-08,1.9184650653993388e-08,1.923876328193557e-08,1.6107944858523654e-08,1.665307422715716e-08,1.6659008740059945e-08,1.6619195995630813e-08,1.483703230739261e-08,1.483703230739261e-08,1.3414564602025878e-08,1.3452889150004998e-08,1.2078228872177536e-10,7.048295090613196e-10,3.5455603290058364e-10,6.550661348449565e-11,1.998288544141263e-10,8.540408906413434e-11,1.850244630874087e-10,1.1442476534999193e-10,1.4449994757870734e-11
