Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32)
4.154981131694354e-10,0.11224538458223977,0.9,0.0,0.0,0.0,0.0,0.09999988831231768,2.8646424175192182e-08,2.7588398049640323e-08,1.97350859634019e-08,1.979234041725407e-08,1.656288690086505e-08,1.713195820107345e-08,1.713823897695535e-08,1.709611997051453e-08,1.5263353571782943e-08,1.5263353571782943e-08,1.379944787832867e-08,1.3840006362693205e-08,1.242104675881007e-10,7.300836058638113e-10,3.6793284776686874e-10,6.785221735194027e-11,2.1237889545783067e-10,9.132433416323445e-11,1.9578298194784897e-10,1.2105456129459624e-10,1.5292552925800513e-11
4.2710341185308593e-10,0.11224538493508959,0.9,0.0,0.0,0.0,0.0,0.0999998851927652,2.9447751705659754e-08,2.83495431101956e-08,2.028547612782295e-08,2.0345960587544238e-08,1.7017551929360926e-08,1.7610863401724537e-08,1.7617499894466625e-08,1.7573010144606085e-08,1.5689674822873942e-08,1.5689674822873942e-08,1.4184299591142874e-08,1.4227155282157448e-08,1.2763747766334454e-10,7.553558102886347e-10,3.8133411164117413e-10,7.019900518253636e-11,2.2532275966462122e-10,9.745289302756574e-11,2.0684458881992323e-10,1.278698666370555e-10,1.6158997208952506e-11
4.387087105367365e-10,0.11224538528801759,0.9,0.0,0.0,0.0,0.0,0.09999988207321282,3.0249144543895176e-08,2.911042673916731e-08,2.0835821150957743e-08,2.0899623766752274e-08,1.7471943441651122e-08,1.8089789824350557e-08,1.809679146899198e-08,1.8049866519948647e-08,1.611599606066561e-08,1.611599606066561e-08,1.4569119743055952e-08,1.4614335910427529e-08,1.3106328904769365e-10,7.806427820026031e-10,3.9475658251287405e-10,7.254665685190408e-11,2.386604734687275e-10,1.0378985620607273e-10,2.1820922824695837e-10,1.3487061726265477e-10,1.704932866594675e-11
4.50314009220387e-10,0.11224538564102388,0.9,0.0,0.0,0.0,0.0,0.09999987895366054,3.105060268526807e-08,2.987105187907266e-08,2.1386121036507215e-08,2.145332992913848e-08,1.7926064589175017e-08,1.856873746419217e-08,1.857611367719248e-08,1.85266890985853e-08,1.6542317285157948e-08,1.6542317285157948e-08,1.4953908336655154e-08,1.5001548249531697e-08,1.3448795662514565e-10,8.059416082588267e-10,4.0819734943250486e-10,7.489489356077435e-11,2.52392037575504e-10,1.1033528774779313e-10,2.298768453466754e-10,1.4205674982771079e-10,1.7963548355165853e-11
4.6191930790403757e-10,0.11224538599410831,0.9,0.0,0.0,0.0,0.0,0.09999987583410835,3.185212612514832e-08,3.063142117964879e-08,2.1936375788171982e-08,2.2007079049246398e-08,1.8379918212616123e-08,1.904770631649061e-08,1.9055466495959596e-08,1.9003477882559082e-08,1.6968638496350962e-08,1.6968638496350962e-08,1.5338665374527517e-08,1.5388792301496666e-08,1.3791145383419552e-10,8.312497496214462e-10,4.2165379893143455e-10,7.724347260351878e-11,2.6651743027411727e-10,1.170892285998899e-10,2.418473857479598e-10,1.4942820167422735e-10,1.8901657334755022e-11
4.735246065876882e-10,0.11224538634727091,0.9,0.0,0.0,0.0,0.0,0.09999987271455626,3.2653714858906077e-08,3.1391536891923025e-08,2.2486585409652356e-08,2.256087110187511e-08,1.8833506873746672e-08,1.9526696376487612e-08,1.9534849902386922e-08,1.9480232873912943e-08,1.7394959694244643e-08,1.7394959694244643e-08,1.5723390859259868e-08,1.5776068068347628e-08,1.4133382617385867e-10,8.565649925118095e-10,4.3512358481385835e-10,7.959218278738763e-11,2.810366103152137e-10,1.2405169957957085e-10,2.541207955348559e-10,1.5698491073564286e-10,1.9863656662622145e-11
4.851299052713388e-10,0.11224538670051173,0.9,0.0,0.0,0.0,0.0,0.09999986959500427,3.3455368881911794e-08,3.2151401050896946e-08,2.303674990464834e-08,2.3114706062054224e-08,1.9286832884167876e-08,2.0005707639425473e-08,2.001426387374522e-08,1.9956954074689777e-08,1.7821280878839002e-08,1.7821280878839002e-08,1.6108084793438825e-08,1.6163375552108255e-08,1.447550503730119e-10,8.818854074449525e-10,4.486046008619938e-10,8.194084039652774e-11,2.959495194616538e-10,1.312227039896463e-10,2.66697021196622e-10,1.6472681547200744e-10,2.0849547396437784e-11
4.967352039549894e-10,0.11224538705383069,0.9,0.0,0.0,0.0,0.0,0.09999986647545238,3.4257088189536204e-08,3.29110153825507e-08,2.358686927685965e-08,2.366858390502136e-08,1.9739898331143604e-08,2.0484740100547034e-08,2.04937083874606e-08,2.0433641486932405e-08,1.8247602050134025e-08,1.8247602050134025e-08,1.649274717965078e-08,1.6550714754800746e-08,1.4817516401928698e-10,9.072093124913935e-10,4.620949562719083e-10,8.428928565660756e-11,3.1125608470350874e-10,1.3860222990685047e-10,2.795760095834533e-10,1.7265385479665825e-10,2.18593305936352e-11
5.0834050263864e-10,0.11224538740722782,0.9,0.0,0.0,0.0,0.0,0.09999986335590058,3.50588727771503e-08,3.3670381454484245e-08,2.413694352998568e-08,2.4222504606202e-08,2.0192705100730127e-08,2.096379375509567e-08,2.0973183421095548e-08,2.0910295112683594e-08,1.8673923208129724e-08,1.8673923208129724e-08,1.687737802048193e-08,1.693808567844578e-08,1.515941467637976e-10,9.325352414987986e-10,4.755929536326016e-10,8.663737965629452e-11,3.2695622019940635e-10,1.461902521717485e-10,2.92757707867367e-10,1.807659680276578e-10,2.2893007311410425e-11
5.199458013222906e-10,0.11224538776070303,0.9,0.0,0.0,0.0,0.0,0.09999986023634888,3.586072264012538e-08,3.442950059417272e-08,2.4686972667725534e-08,2.4776468141191472e-08,2.0645254898480424e-08,2.1442868598315285e-08,2.1452688952332434e-08,2.1386914953986015e-08,1.9100244352826096e-08,1.9100244352826096e-08,1.7261977318518255e-08,1.7325488325062566e-08,1.550120297631977e-10,9.578619164671287e-10,4.890970691895526e-10,8.898500166800728e-11,3.4304982894970674e-10,1.539867341181028e-10,3.062420635076967e-10,1.8906309483160405e-10,2.395057860672223e-11
5.315511000059412e-10,0.11224538811425637,0.9,0.0,0.0,0.0,0.0,0.09999985711679728,3.6662637773833e-08,3.5188374013433794e-08,2.5236956693778014e-08,2.533047448573874e-08,2.109754926800805e-08,2.192196462545035e-08,2.1932224958959142e-08,2.186350101288229e-08,1.952656548422314e-08,1.952656548422314e-08,1.7646545076345514e-08,1.7712922696668842e-08,1.5842879534084721e-10,9.831882234706686e-10,5.026059351278425e-10,9.133204681070709e-11,3.595368042668292e-10,1.619916290793161e-10,3.200290242205399e-10,1.9754517518751313e-10,2.503204553629218e-11
5.431563986895917e-10,0.11224538846788779,0.9,0.0,0.0,0.0,0.0,0.09999985399724577,3.746461817364502e-08,3.594700273711701e-08,2.5786895611841604e-08,2.5884523615731923e-08,2.1549589607647397e-08,2.240108183174585e-08,2.24117914188565e-08,2.2340053291414983e-08,1.9952886602320857e-08,1.9952886602320857e-08,1.8031081296549266e-08,1.8100388795280896e-08,1.6184446936983423e-10,1.0085131916415588e-09,5.161183236539835e-10,9.367842400837175e-11,3.7641703104586083e-10,1.7020488170239027e-10,3.3411853795170775e-10,2.0621214934347057e-10,2.613740915660466e-11
5.547616973732423e-10,0.11224538882159729,0.9,0.0,0.0,0.0,0.0,0.09999985087769436,3.826666383493355e-08,3.6705387706198974e-08,2.6336789425614497e-08,2.64386155071852e-08,2.200137718540238e-08,2.2880220212447326e-08,2.289138830998736e-08,2.281657179162657e-08,2.0379207707119247e-08,2.0379207707119247e-08,1.8415585981714846e-08,1.8487886622913515e-08,1.6525903655418247e-10,1.0338359748312644e-09,5.29633132697148e-10,9.602405420770841e-11,3.9369038688297365e-10,1.7862642909330658e-10,3.485105528527418e-10,2.1506395778966707e-10,2.7266670523906916e-11
5.663669960568929e-10,0.11224538917538486,0.9,0.0,0.0,0.0,0.0,0.09999984775814305,3.906877475307099e-08,3.746352971581863e-08,2.6886638138794585e-08,2.6992750136227163e-08,2.2452913152352903e-08,2.335937976280086e-08,2.337101561038702e-08,2.329305651555947e-08,2.0805528798618317e-08,2.0805528798618317e-08,1.8800059134427386e-08,1.8875416181580066e-08,1.686725184223086e-10,1.0591558356249052e-09,5.431493730714496e-10,9.836886882379546e-11,4.113567430392654e-10,1.8725620181434815e-10,3.63205017259692e-10,2.2410054122491729e-10,2.841983069420903e-11
5.779722947405435e-10,0.11224538952925044,0.9,0.0,0.0,0.0,0.0,0.09999984463859184,3.987095092343004e-08,3.822142950077322e-08,2.7436441755079444e-08,2.7546927479090314e-08,2.2904198554676635e-08,2.3838560478053062e-08,2.385067329815492e-08,2.3769507465256036e-08,2.123184987681806e-08,2.123184987681806e-08,1.9184500757271813e-08,1.926297747329245e-08,1.7208490179161634e-10,1.0844721314090433e-09,5.566661569516834e-10,1.0071280838509707e-10,4.2941596528871e-10,1.9609412475206547e-10,3.7820187967430993e-10,2.333218405366445e-10,2.959689072328403e-11
5.895775934241941e-10,0.11224538988319398,0.9,0.0,0.0,0.0,0.0,0.09999984151904072,4.067319234138366e-08,3.897908768185338e-08,2.7986200278166365e-08,2.810114751210165e-08,2.335523434443099e-08,2.431776235345109e-08,2.433036135144741e-08,2.4245924642758537e-08,2.1658170941718478e-08,2.1658170941718478e-08,1.956891085283282e-08,1.9650570500061114e-08,1.7549620461094264e-10,1.1097843022271633e-09,5.701826875266328e-10,1.0305582135216756e-10,4.4786791464770196e-10,2.05140117872692e-10,3.935010887474006e-10,2.4272779677501e-10,3.079785166666782e-11
6.011828921078447e-10,0.11224539023721558,0.9,0.0,0.0,0.0,0.0,0.0999998383994897,4.1475499002305084e-08,3.973650483685688e-08,2.8535913711752313e-08,2.8655410211674218e-08,2.3806021389224777e-08,2.4796985384242645e-08,2.4810079748471373e-08,2.472230805010919e-08,2.2084491993319573e-08,2.2084491993319573e-08,1.9953289423694913e-08,2.0038195263895073e-08,1.7890641555844197e-10,1.1350918601893349e-09,5.836982497083226e-10,1.0539786308769109e-10,4.667124480177168e-10,2.1439409687962338e-10,4.091025932640554e-10,2.5231835113809336e-10,3.20227145796593e-11
6.127881907914953e-10,0.11224539059131508,0.9,0.0,0.0,0.0,0.0,0.09999983527993878,4.227787090156784e-08,4.0493681454262075e-08,2.9085582059533974e-08,2.9209715554299562e-08,2.42565604808942e-08,2.5276229565675963e-08,2.528982846747876e-08,2.5198657689350144e-08,2.2510813031621343e-08,2.2510813031621343e-08,2.033763647244236e-08,2.0425851766801896e-08,1.8231554962761078e-10,1.1603943802381693e-09,5.972122017893668e-10,1.077388949586203e-10,4.859494187373802e-10,2.2385597378552228e-10,4.250063421305724e-10,2.620934449518579e-10,3.3271480517320325e-11
6.243934894751459e-10,0.11224539094549259,0.9,0.0,0.0,0.0,0.0,0.09999983216038795,4.3080308034545754e-08,4.1250617992296335e-08,2.963520532520771e-08,2.976406351654089e-08,2.4706852343285423e-08,2.575549489299982e-08,2.5769607486761753e-08,2.5674973562523465e-08,2.293713405662379e-08,2.293713405662379e-08,2.072195200165925e-08,2.0813540010787718e-08,1.8572359712617447e-10,1.1856914920972849e-09,6.10723967952052e-10,1.1007888355370746e-10,5.055786770691627e-10,2.335256574099472e-10,4.4121228436285024e-10,2.720530196592156e-10,3.454415053447576e-11
6.359987881587965e-10,0.11224539129974798,0.9,0.0,0.0,0.0,0.0,0.09999982904083722,4.388281039661288e-08,4.200731483904742e-08,3.018478351246959e-08,3.031845407502699e-08,2.515689763923565e-08,2.6234781361463544e-08,2.6249416784648596e-08,2.6151255671671176e-08,2.3363455068326914e-08,2.3363455068326914e-08,2.110623601392943e-08,2.1201259997857224e-08,1.8913057060348585e-10,1.210982873252288e-09,6.242330315423842e-10,1.1241780000177714e-10,5.256000706165427e-10,2.434030538120529e-10,4.5772036907610454e-10,2.8219701680448965e-10,3.5840725685713535e-11
6.476040868424471e-10,0.11224539165408129,0.9,0.0,0.0,0.0,0.0,0.09999982592128659,4.4685377983143595e-08,4.2763772361657993e-08,3.07343166250154e-08,3.087288720644679e-08,2.5606696976835447e-08,2.6714088966316983e-08,2.672925633949991e-08,2.6627504018835203e-08,2.3789776066730713e-08,2.3789776066730713e-08,2.1490488511836552e-08,2.1589011730013687e-08,1.9253646178753297e-10,1.2362682428308537e-09,6.377389290309129e-10,1.1475561937787856e-10,5.460134446921198e-10,2.5348806666673505e-10,4.74530545475739e-10,2.9252537802538465e-10,3.7161207025384586e-11
6.592093855260977e-10,0.11224539200849246,0.9,0.0,0.0,0.0,0.0,0.09999982280173605,4.5488010789512535e-08,4.351999087205852e-08,3.128380466654057e-08,3.142736288754438e-08,2.605625091504663e-08,2.7193417702810538e-08,2.7209126129705516e-08,2.7103718606057432e-08,2.4216097051835188e-08,2.4216097051835188e-08,2.187470949796405e-08,2.1976795209258937e-08,1.9594128120281283e-10,1.26154735626733e-09,6.512412445900942e-10,1.1709232018607795e-10,5.668186426324427e-10,2.637805975915285e-10,4.916427628492544e-10,3.030380450409142e-10,3.850559560760297e-11
6.824199828933988e-10,0.1122453927175483,0.9,0.0,0.0,0.0,0.0,0.09999981656263528,4.7093472043265075e-08,4.503171201299574e-08,3.2382645551309375e-08,3.253644180599089e-08,2.6954624622826606e-08,2.8152138551722286e-08,2.8168956329863513e-08,2.805604650884363e-08,2.5068738982146187e-08,2.5068738982146187e-08,2.264305694521284e-08,2.2752457417015967e-08,2.0274769162841603e-10,1.312085982133256e-09,6.782336671174786e-10,1.2176229379176896e-10,6.096038757045135e-10,2.8498781201986145e-10,5.267731180226082e-10,3.2461606368465204e-10,4.126609871495364e-11
7.056305802606999e-10,0.11224539342691538,0.9,0.0,0.0,0.0,0.0,0.09999981032353489,4.869919412087324e-08,4.654248026236415e-08,3.348130619633365e-08,3.364569064526867e-08,2.7852022428438943e-08,2.9110943870212768e-08,2.912890721272984e-08,2.9008239396363387e-08,2.5921380859259894e-08,2.5921380859259894e-08,2.3411278376339064e-08,2.3528246637114413e-08,2.0954981277725412e-10,1.3625973607300097e-09,7.052077556744112e-10,1.26427601987257e-10,6.539544864731035e-10,3.070238786130844e-10,5.631110302881158e-10,3.46930607860019e-10,4.4122243435940714e-11
7.28841177628001e-10,0.11224539413659346,0.9,0.0,0.0,0.0,0.0,0.09999980408443492,5.030517698534426e-08,4.8052297279788864e-08,3.45797866311662e-08,3.4755109220929527e-08,2.8748447478437392e-08,3.00698336203046e-08,3.008897860623749e-08,2.996029728494924e-08,2.677402268317632e-08,2.677402268317632e-08,2.4179373812002567e-08,2.4304162885517564e-08,2.1634765104424328e-10,1.413080446115748e-09,7.321614720161712e-10,1.3108815794129687e-10,6.998691739334994e-10,3.298879603413638e-10,6.006560962765446e-10,3.699812135921355e-10,4.707403819495051e-11
7.520517749953021e-10,0.11224539484658233,0.9,0.0,0.0,0.0,0.0,0.09999979784533532,5.1911420599689787e-08,4.956116447009981e-08,3.567808688535496e-08,3.5864697349079334e-08,2.964390250931614e-08,3.102880776402904e-08,3.1049170338591233e-08,3.091222019093263e-08,2.762666445389547e-08,2.762666445389547e-08,2.4947343272859814e-08,2.5080206178165962e-08,2.2314121278559374e-10,1.4635344461933864e-09,7.590931772077154e-10,1.3574389814189684e-10,7.473466246977213e-10,3.5357920705149065e-10,6.394079134078663e-10,3.9376741764623064e-10,5.012149141258128e-11
7.752623723626032e-10,0.11224539555688183,0.9,0.0,0.0,0.0,0.0,0.09999979160623611,5.3517924926926033e-08,5.106908304781761e-08,3.6776206988443024e-08,3.697445484630546e-08,3.053838993022302e-08,3.1987866263425955e-08,3.200948223822965e-08,3.186400813064392e-08,2.847930617141735e-08,2.847930617141735e-08,2.5715186779563906e-08,2.5856376530977407e-08,2.2993050346920648e-10,1.5139587592250512e-09,7.860015512858022e-10,1.4039477633533337e-10,7.963855166399219e-10,3.780967592250034e-10,6.793660797808224e-10,4.182887574149183e-10,5.326461150564421e-11
7.984729697299043e-10,0.11224539626749179,0.9,0.0,0.0,0.0,0.0,0.09999978536713729,5.51246899300736e-08,5.257605408048346e-08,3.787414696996867e-08,3.8084381529622926e-08,3.143191188434077e-08,3.294700908054386e-08,3.296991413379905e-08,3.28156611204124e-08,2.9331947835741956e-08,2.9331947835741956e-08,2.648290435276453e-08,2.6632673959847018e-08,2.367155279007468e-10,1.5643529303792932e-09,8.128855335163812e-10,1.4504075941537945e-10,8.469845213451738e-10,4.03439750504239e-10,7.205301940930697e-10,4.435447708409347e-10,5.650340688716414e-11
8.216835670972054e-10,0.11224539697841202,0.9,0.0,0.0,0.0,0.0,0.09999977912803885,5.6731715572157613e-08,5.408207851886474e-08,3.8971906859465296e-08,3.91944772164347e-08,3.2324470293983665e-08,3.39062361774399e-08,3.3930465854135384e-08,3.376717917656622e-08,3.018458944686929e-08,3.018458944686929e-08,2.7250496013108002e-08,2.7409098480647247e-08,2.434962903614891e-10,1.614716621459687e-09,8.397442784442341e-10,1.4968182458294043e-10,8.991423057893289e-10,4.296073094260499e-10,7.628998555834473e-10,4.695349963632788e-10,5.983788596638045e-11
8.681047618318076e-10,0.1122453984011823,0.9,0.0,0.0,0.0,0.0,0.09999976664984316,5.994654862525781e-08,5.7091291007751174e-08,4.116688648048097e-08,4.141517487185123e-08,3.410670333934215e-08,3.582494305883808e-08,3.585192808529514e-08,3.566981055333723e-08,3.1889872509532195e-08,3.1889872509532195e-08,2.878530167779181e-08,2.8962328861416123e-08,2.570450446566058e-10,1.715351617647266e-09,8.933834830678437e-10,1.5894914514667597e-10,1.00812886836764e-09,4.844126287471039e-10,8.512542194127461e-10,5.23716239620536e-10,6.67939288359383e-11
9.145259565664099e-10,0.11224539982519122,0.9,0.0,0.0,0.0,0.0,0.09999975417164901,6.316242379051702e-08,6.009672673791468e-08,4.336114608766052e-08,4.363654635821538e-08,3.588510152991383e-08,3.774398660425013e-08,3.7773867565615997e-08,3.757190239156061e-08,3.359515535940606e-08,3.359515535940606e-08,3.031960393871814e-08,3.0516067799811084e-08,2.705767943764191e-10,1.8158624201545661e-09,9.469152408850998e-10,1.6819667317576563e-10,1.1233344999561903e-09,5.42505697033143e-10,9.444259741086634e-10,5.808288029230467e-10,7.41328073125572e-11
9.609471513010122e-10,0.11224540125043722,0.9,0.0,0.0,0.0,0.0,0.09999974169345642,6.637934077229717e-08,6.309839132331503e-08,4.555468591709701e-08,4.585859022557534e-08,3.7659675859096556e-08,3.966336651044363e-08,3.969628293128089e-08,3.947345482182263e-08,3.530043799649093e-08,3.530043799649093e-08,3.185340296093568e-08,3.207031542199781e-08,2.840915647979523e-10,1.9162483059661106e-09,1.00033705644534e-09,1.7742439258991892e-10,1.244748490065145e-09,6.038794823674653e-10,1.0424119285948053e-09,6.408690076976797e-10,8.185458853396523e-11
9.999999999999999e-10,0.11224540267691875,0.9,0.0,0.0,0.0,0.0,0.0999997311959043,6.90864494481175e-08,6.562069059989621e-08,4.7399492133355654e-08,4.772845308949897e-08,3.914962121174096e-08,4.12783472646691e-08,4.1313924618336425e-08,4.1072759851380866e-08,3.673504426945154e-08,3.673504426945154e-08,3.314335540482623e-08,3.337825440983358e-08,2.9544802874864697e-10,2.000603121103616e-09,1.0451930317159645e-09,1.851720807238476e-10,1.3516912265545268e-09,6.580473001484506e-10,1.1285710489169926e-09,6.936439264060761e-10,8.864731580341996e-11
1.0073683460356144e-09,0.11224540267691875,0.9,0.0,0.0,0.0,0.0,0.09999972921526538,6.959729927503181e-08,6.609629000331272e-08,4.774750620480604e-08,4.8081305027936755e-08,3.943043633388512e-08,4.15830824743241e-08,4.161917282060566e-08,4.137446797469208e-08,3.7005720420786815e-08,3.7005720420786815e-08,3.3386698909438996e-08,3.362507185378125e-08,2.9758937951142394e-10,2.0165089213132554e-09,1.053647388406911e-09,1.8663231562871437e-10,1.3723601334886296e-09,6.685269528500686e-10,1.1452088973061832e-09,7.038331806385608e-10,8.995933957740613e-11
1.0537895407702166e-09,0.11224540410463417,0.9,0.0,0.0,0.0,0.0,0.0999997167370759,7.281629900322597e-08,6.90904277773555e-08,4.9939607186725885e-08,5.030468932298248e-08,4.119739228710133e-08,4.350313419293485e-08,4.3542535873956004e-08,4.327494198072029e-08,3.871100263229375e-08,3.871100263229375e-08,3.491949194916856e-08,3.5180337220606104e-08,3.110702610266809e-10,2.116644146708589e-09,1.1068453425549112e-09,1.9582047164557926e-10,1.5061587362980358e-09,7.364410828361215e-10,1.2528136998270385e-09,7.69717653461914e-10,9.844712745966676e-11
1.1002107355048187e-09,0.112245405533582,0.9,0.0,0.0,0.0,0.0,0.099999704258888,7.603633966145624e-08,7.208080951004624e-08,5.213098909871741e-08,5.252874167185844e-08,4.296055261417979e-08,4.542352136345702e-08,4.54663707336822e-08,4.5174876970441154e-08,4.041628463101178e-08,4.041628463101178e-08,3.645178224501075e-08,3.673611164755739e-08,3.245342312463447e-10,2.216653991662464e-09,1.1599304390817466e-09,2.0498889836997486e-10,1.6461336205351068e-09,8.076148578215914e-10,1.3652231606124414e-09,8.385187627135153e-10,1.0731801913710467e-10
1.146631930239421e-09,0.11224540696376065,0.9,0.0,0.0,0.0,0.0,0.09999969178070164,7.925742095437078e-08,7.506744000233776e-08,5.432165217656415e-08,5.475346063901972e-08,4.471992594130864e-08,4.7344243683209514e-08,4.739067604407409e-08,4.7074273074371094e-08,4.21215664169409e-08,4.21215664169409e-08,3.798356996179793e-08,3.8292395259360946e-08,3.3798131178641456e-10,2.316538523344235e-09,1.2129024472075693e-09,2.141376361304695e-10,1.7922741272493032e-09,8.82041277612947e-10,1.4824341087902737e-09,9.102328496363555e-10,1.1657208150567562e-10
1.1930531249740231e-09,0.1122454083951686,0.9,0.0,0.0,0.0,0.0,0.09999967930251684,8.247954258668929e-08,7.805032401965274e-08,5.651159665597231e-08,5.697884479214112e-08,4.6475520719672734e-08,4.926530084964888e-08,4.9315450451341724e-08,4.897313042300903e-08,4.3826847990081155e-08,4.3826847990081155e-08,3.951485526430836e-08,3.984918818038398e-08,3.5141152410289517e-10,2.416297838410434e-09,1.2657612920625266e-09,2.2326672598280393e-10,1.9445696172778938e-09,9.597133571629927e-10,1.6044433780536823e-09,9.848562601149007e-10,1.2620938140096114e-10
1.2394743197086253e-09,0.11224540982780423,0.9,0.0,0.0,0.0,0.0,0.09999966682433359,8.570270426320287e-08,8.102946629664035e-08,5.870082277257085e-08,5.9204892702069815e-08,4.8227345271978454e-08,5.118669256036934e-08,5.124069260361021e-08,5.087144914683645e-08,4.553212935043258e-08,4.553212935043258e-08,4.104563831726631e-08,4.1406490534635514e-08,3.6482488951321745e-10,2.5159320582454412e-09,1.3185070083891319e-09,2.3237620986752788e-10,2.103009470894384e-09,1.0406241262334828e-09,1.7312478066093343e-09,1.0623853446609012e-09,1.3622998559819591e-10
1.2858955144432275e-09,0.11224541126166614,0.9,0.0,0.0,0.0,0.0,0.09999965434615189,8.892690568877421e-08,8.400487154286524e-08,6.088933076191142e-08,6.143160294279021e-08,4.997540782500168e-08,5.310841851310267e-08,5.316640115091376e-08,5.27692293763173e-08,4.7237410497995174e-08,4.7237410497995174e-08,4.257591928534204e-08,4.2964302445766994e-08,3.782214292218565e-10,2.615441323268183e-09,1.371139708239029e-09,2.414661304891481e-10,2.267583087703916e-09,1.1247666293063635e-09,1.8628442371374232e-09,1.1428164583975517e-09,1.466339608122953e-10
1.378737903912432e-09,0.11224541413306224,0.9,0.0,0.0,0.0,0.0,0.0999996293897932,9.537842660689838e-08,8.994448971980087e-08,6.526419330063922e-08,6.58870047280481e-08,5.3460279522832394e-08,5.695287193622276e-08,5.701921204025591e-08,5.656317487400761e-08,5.064797215475404e-08,5.064797215475404e-08,4.563497562525794e-08,4.6081455431490134e-08,4.0496411607513187e-10,2.81408558169716e-09,1.4760667336538766e-09,2.5958745188788563e-10,2.61508930813384e-09,1.3027190912890711e-09,2.140400496970863e-09,1.3123702168447682e-09,1.6859229084931674e-10
1.4715802933816366e-09,0.1122454170093447,0.9,0.0,0.0,0.0,0.0,0.09999960443344073,1.0183410298139288e-07,9.586921600839373e-08,6.963618615502475e-08,7.034503880149802e-08,5.693020060599086e-08,6.079865870361315e-08,6.087387235756353e-08,6.035496795944155e-08,5.4058532960357946e-08,5.4058532960357946e-08,4.8692025600338626e-08,4.9200648119630915e-08,4.316397533142929e-10,3.012231834320454e-09,1.5805439254606424e-09,2.7763102932553594e-10,2.9870038683390658e-09,1.4935154003888986e-09,2.4370869872057714e-09,1.4934884679501674e-09,1.9208490402600261e-10
1.5644226828508412e-09,0.11224541989050119,0.9,0.0,0.0,0.0,0.0,0.0999995794770945,1.082939324537322e-07,1.0177908777778025e-07,7.400531120670264e-08,7.480569386551454e-08,6.03852354333018e-08,6.464577640207573e-08,6.473037137122895e-08,6.414460967570024e-08,5.746909291480714e-08,5.746909291480714e-08,5.174707052600375e-08,5.232188148657822e-08,4.5824850919111e-10,3.2098812936060395e-09,1.6845729907361415e-09,2.9559719664555626e-10,3.383242671525088e-09,1.6971004544734165e-09,2.7528786073825515e-09,1.6861422170516707e-09,2.1711233189305823e-10
1.6572650723200457e-09,0.1122454227765195,0.9,0.0,0.0,0.0,0.0,0.09999955452075446,1.1475791266653394e-07,1.0767414227503847e-07,7.83715703360735e-08,7.926895867110929e-08,6.382544792231652e-08,6.849422262060879e-08,6.858869837980159e-08,6.793210106558417e-08,6.08796520181018e-08,6.08796520181018e-08,5.480011171681045e-08,5.5445156503044617e-08,4.847905514077735e-10,3.407035197386429e-09,1.7881557933727868e-09,3.134862863770703e-10,3.803721930794986e-09,1.9134193885452554e-09,3.087750326760097e-09,1.890302542249729e-09,2.4367510503859505e-10
1.7501074617892503e-09,0.11224542566738746,0.9,0.0,0.0,0.0,0.0,0.09999952956442067,1.2122604126355856e-07,1.1355441663693677e-07,8.2734965422305e-08,8.373482201761527e-08,6.725090165036987e-08,7.23439949504054e-08,7.24488427118967e-08,7.171744317161298e-08,6.429021027024217e-08,6.429021027024217e-08,5.785115048645401e-08,5.8570474134083886e-08,5.112660471698003e-10,3.6036947973512215e-09,1.891294254690863e-09,3.312986302916251e-10,4.248358167019137e-09,2.1424175728318932e-09,3.441677183942792e-09,2.1059405941872447e-09,2.7177375308909e-10
1.8429498512584549e-09,0.11224542856309301,0.9,0.0,0.0,0.0,0.0,0.0999995046080931,1.2769831588970913e-07,1.1941994791253174e-07,8.709549834333274e-08,8.820327275239016e-08,7.066165993567356e-08,7.619509098485135e-08,7.631079372609725e-08,7.550063703602503e-08,6.770076767122843e-08,6.770076767122843e-08,6.090018814776843e-08,6.169783533910837e-08,5.376751632877949e-10,3.799861336666769e-09,1.993990274449084e-09,3.4903455826911245e-10,4.717068207923343e-09,2.3840406121125965e-09,3.814634286519795e-09,2.3330275958107473e-09,3.0140880471034435e-10
1.9357922407276592e-09,0.11224543146362395,0.9,0.0,0.0,0.0,0.0,0.09999947965177178,1.3417473419103072e-07,1.2527077306594907e-07,9.145317097586094e-08,9.267429977061213e-08,7.405778584010904e-08,8.00475083195237e-08,8.017454081087712e-08,7.928168370077731e-08,7.111132422106082e-08,7.111132422106082e-08,6.394722601272705e-08,6.482724107190456e-08,5.640180661899734e-10,3.995536047426707e-09,2.096245729319513e-09,3.6669439807108735e-10,5.2097691870689056e-09,2.6382343448812687e-09,4.206596810814333e-09,2.5715348421876373e-09,3.3258078760834287e-10
