Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097)
6.003047752428141e-11,0.11224537381214714,0.9,0.0,0.0,0.0,0.0,0.09999998386350809,4.133605581215415e-09,4.073278517472031e-09,2.8548753144985274e-09,2.855940307832411e-09,2.4518324368037066e-09,2.473506872753925e-09,2.4727165993729775e-09,2.472700266431316e-09,2.2052249567455598e-09,2.205468727272052e-09,1.996226326177114e-09,1.99700395504969e-09,1.8335337304197924e-11,3.767555610367925e-11,1.674221234410679e-11,3.4815394042630144e-12,3.69775090366666e-12,5.625133551012821e-13,4.11560234234566e-12,2.5737280578768135e-12,3.190796026990431e-13,3.503818983095398e-13,5.292553467981871e-13,1.2813924044071002e-16,2.6189096218797354e-16,8.550431986923405e-17,6.36145754616676e-17,8.549763596099001e-17,1.037530849239875e-20,2.137608170341764e-18,3.263942603673944e-14,6.329347752006545e-17,1.7109968416832354e-17,1.422357022170422e-13,4.40758456204723e-21,2.25626428930609e-17,6.888841873756953e-14,5.883216618484544e-21,4.429728551709895e-23,3.99485426730989e-18,2.604892117429475e-24,5.420197841487272e-22,1.6516252272652146e-24,1.1731110379925011e-26,4.035730994785659e-31,9.632513630652175e-28,7.912132529357548e-32,9.15534601656796e-23,1.6387286852903857e-29,1.3758959821426828e-28,1.3237566512494995e-33,1.1130491252192112e-32,4.212264633172604e-25,5.381281933301845e-31,1.2094900193889157e-29,4.088324543676355e-32,2.6660095398261573e-18,3.048877137183326e-20,5.6351547077546446e-34,4.7345763618923876e-33,4.741899661102731e-21,7.152612113361557e-19,1.941031274328964e-29,2.7809688230182804e-29,3.7819664540006267e-32,1.5658670741064137e-29,5.314287778959374e-31
6.675284777852494e-11,0.11224537401519778,0.9,0.0,0.0,0.0,0.0,0.09999998205650151,4.5966066205284424e-09,4.525393334850394e-09,3.174496337545434e-09,3.175812756645947e-09,2.7241549456442496e-09,2.750532273107113e-09,2.7495677268868914e-09,2.749543307916457e-09,2.4521717968719875e-09,2.45246918123742e-09,2.21971627040127e-09,2.220677799749877e-09,2.0370955759324275e-11,4.5508042976269824e-11,2.0312817091598074e-11,4.206753314301774e-12,4.658151025673273e-12,7.599800926705597e-13,5.0877529360362975e-12,3.1804640609758994e-12,3.9454502619794456e-13,4.008215549148204e-13,6.819191960152784e-13,1.4249428457413772e-16,3.516780224410051e-16,9.508249660292254e-17,7.07408785468393e-17,9.507482458950733e-17,1.2829603522970755e-20,2.1410846893644968e-18,3.631279295526165e-14,8.848902769425668e-17,1.9026442909205763e-17,1.7587853326267817e-13,5.450280594334291e-21,2.5090179168807592e-17,8.518439913726793e-14,7.275574685364357e-21,5.473996087197809e-23,4.9397927752846404e-18,3.3562199793583336e-24,7.452567688290401e-22,2.2313445955985927e-24,1.4506083909274377e-26,5.549185987795506e-31,1.3316602487608317e-27,1.215136094913836e-31,1.258869997811962e-22,2.3469037558470265e-29,2.0674594328010123e-28,2.1091155007781575e-33,1.8588769304164493e-32,5.9255015670282675e-25,7.399509104458697e-31,2.0552089111845487e-29,6.183133329639093e-32,3.296628043504849e-18,3.7739475757103974e-20,8.978519058339472e-34,7.907218097940075e-33,6.390224201401514e-21,9.63925371262195e-19,3.03130097422561e-29,4.135616980913126e-29,5.882804090325567e-32,2.4900616499604347e-29,7.307116619522619e-31
7.347521803276847e-11,0.11224537421827435,0.9,0.0,0.0,0.0,0.0,0.09999998024949493,5.059629620786888e-09,4.976890037985171e-09,3.4941021766354283e-09,3.495696553723529e-09,2.996105065427906e-09,3.0275648436921226e-09,3.0264089448522124e-09,3.02637498758858e-09,2.69911863056565e-09,2.6994749323703876e-09,2.443195599190352e-09,2.444360526500807e-09,2.2403790797790923e-11,5.387618972877724e-11,2.4152328994618233e-11,4.9819184060687545e-12,5.741489541415148e-12,9.960507412037256e-13,6.162660380258836e-12,3.850973122691007e-12,4.780142618641652e-13,4.514207058886984e-13,8.551707864407557e-13,1.5685000902172738e-16,4.616623796141309e-16,1.0466101276614225e-16,7.786746433304156e-17,1.04652260723124e-16,1.5544240772894518e-20,2.144993813110588e-18,3.999232834773858e-14,1.1985929339882005e-16,2.0942985393305937e-17,2.1308988368724245e-13,6.603592879783183e-21,2.7617815812606775e-17,1.0320911251960436e-13,8.815700554586084e-21,6.628024384578028e-23,5.9849998316848395e-18,4.2088649099091765e-24,9.938440196861894e-22,2.9243900540875353e-24,1.75754883262797e-26,7.400397970943038e-31,1.7838294318421803e-27,1.7882446321610163e-31,1.6788344831405667e-22,3.243102344502342e-29,2.982123449282905e-28,3.205466379642752e-33,2.9527605321888666e-32,8.051861826227822e-25,9.868177858753503e-31,3.319968183541399e-29,8.982673357913267e-32,3.994167558254615e-18,4.5758374226018565e-20,1.364587030220787e-33,1.25604980951854e-32,8.354437499222721e-21,1.2602501823544807e-18,4.5278436123781817e-29,5.924268025499325e-29,8.756069564387051e-32,3.777398684197608e-29,9.744655701547685e-31
8.0197588287012e-11,0.11224537442137707,0.9,0.0,0.0,0.0,0.0,0.09999997844248835,5.522674581089232e-09,5.427809717046855e-09,3.8136928324898255e-09,3.8155916789945596e-09,3.26770057588327e-09,3.3046045835807003e-09,3.303240232794904e-09,3.3031953058451643e-09,2.946065457826544e-09,2.946485981616647e-09,2.6666643130483764e-09,2.6680521348539114e-09,2.4434027455882165e-11,6.273883399178345e-11,2.8244305133339645e-11,5.8032438582300275e-12,6.950190290771754e-12,1.2731992573587894e-12,7.34027402891997e-12,4.5851708063551345e-12,5.694875169222507e-13,5.021344590803095e-13,1.0490474606797602e-12,1.7120641375548456e-16,5.941194643238733e-16,1.142398677578279e-16,8.499433280596673e-17,1.1422994432974297e-16,1.8519226967008423e-20,2.149344071136298e-18,4.367878247777352e-14,1.5815484546754283e-16,2.2859595748879434e-17,2.5386987951994563e-13,7.867525318399979e-21,3.014555281939305e-17,1.2296262750052725e-13,1.0503600082355793e-20,7.891668122506797e-23,7.130492301436102e-18,5.16301070166255e-24,1.2923504989331285e-21,3.738024195697515e-24,2.0939354037907852e-26,9.623404439861035e-31,2.3283083758256564e-27,2.547928913015212e-31,2.1831541834932136e-22,4.335273843517907e-29,4.162232817819928e-28,4.6833057355717286e-33,4.494130554399033e-32,1.0636006096011324e-24,1.28326920745199e-30,5.143042159206567e-29,1.265186250424511e-31,4.75864207697218e-18,5.454445539657914e-20,1.993735368717066e-33,1.9117403991473202e-32,1.0653221612728824e-20,1.6070548013716025e-18,6.521032830844605e-29,8.228884664062129e-29,1.2593030321262516e-31,5.513610657641541e-29,1.267172256470262e-30
8.819695418592977e-11,0.11224537466309611,0.9,0.0,0.0,0.0,0.0,0.099999976292219,6.0737091519360545e-09,5.963687452598372e-09,4.19397382145478e-09,4.19626949164838e-09,3.5904498998507825e-09,3.6342807175158144e-09,3.6326460079502767e-09,3.6325861929216337e-09,3.239922817326216e-09,3.2404266759255844e-09,2.932569785133868e-09,2.934248245331572e-09,2.6846781823001938e-11,7.38770214770831e-11,3.3421259108411334e-11,6.835906368225134e-12,8.55490600900659e-12,1.6596675324647379e-12,8.875348425952237e-12,5.541714937140644e-12,6.887666366313056e-13,5.625980365294576e-13,1.3066546808629004e-12,1.882908778039e-16,7.841816656832772e-16,1.2563878296316233e-16,9.347540457605187e-17,1.2562734734245858e-16,2.239858815590452e-20,2.1551062817517376e-18,4.807559865422579e-14,2.1380955030588836e-16,2.5140377731026532e-17,3.0704659862556363e-13,9.515698932007541e-21,3.3153594848658447e-17,1.4872126117281712e-13,1.270469168470976e-20,9.537996636755812e-23,8.624280833447986e-18,6.430795782561144e-24,1.718936930307418e-21,4.872585154178713e-24,2.5325947860349517e-26,1.2800286671438736e-30,3.1083293100074397e-27,3.7343497073266415e-31,2.90389732413182e-22,5.944809429509893e-29,5.9658684845055e-28,7.056320272136209e-33,7.087523188279628e-32,1.4369286346422945e-24,1.7069301804372368e-30,8.274658501501206e-29,1.8331597335665763e-31,5.7555746307238175e-18,6.599785659419075e-20,3.003989884307727e-33,3.0149689081706346e-32,1.3848063199341575e-20,2.0890499503771505e-18,9.678238477101056e-29,1.176694227609368e-28,1.864731086163822e-31,8.296566929533827e-29,1.6854725701191265e-30
9.619632008484754e-11,0.112245374904853,0.9,0.0,0.0,0.0,0.0,0.09999997414194965,6.624774815625082e-09,6.498860020763708e-09,4.574233313045929e-09,4.576963287590757e-09,3.912746802221273e-09,3.963967000376942e-09,3.962037657718501e-09,3.961960993354745e-09,3.5337801677170253e-09,3.5343748754156954e-09,3.1984602279356394e-09,3.200456930849882e-09,2.925636078304673e-11,8.560332703490351e-11,3.8909662747846544e-11,7.923579782417662e-12,1.0343694250460378e-11,2.111045722835495e-12,1.0555712734450236e-11,6.588208537509784e-12,8.19380168801824e-13,6.231518249809751e-13,1.593526051703526e-12,2.0537630505736976e-16,1.0131444920925446e-15,1.370381762296395e-16,1.0195687658878749e-16,1.3702510067979245e-16,2.6646626853936837e-20,2.1615162218665637e-18,5.2484607503046885e-14,2.816673334001257e-16,2.742125547506641e-17,3.652769443692844e-13,1.1320523828107189e-20,3.616177897713048e-17,1.7692810763147235e-13,1.51150503964475e-20,1.133913854277666e-22,1.0260133787986987e-17,7.842596666461817e-24,2.2303798641836955e-21,6.197696502039794e-24,3.0129596086330856e-26,1.660917910712488e-30,4.045522925695471e-27,5.296497848343537e-31,3.7680589967329035e-22,7.907754745971965e-29,8.276936797678753e-28,1.023738953348316e-32,1.0724754393472049e-31,1.8888928283536916e-24,2.2148803446008276e-30,1.2774575413066944e-28,2.5741156060284144e-31,6.847338337349216e-18,7.85347514617152e-20,4.358268807401797e-33,4.5622611147582194e-32,1.7566494766137997e-20,2.650045109269084e-18,1.3863878865827655e-28,1.6323547193820251e-28,2.6679189071829937e-31,1.202650352143051e-28,2.186985201575303e-30
9.999999999999999e-11,0.11224537514664798,0.9,0.0,0.0,0.0,0.0,0.09999997311950154,6.886816166324368e-09,6.753101568235818e-09,4.755038277679665e-09,4.757987902288361e-09,4.065846625154572e-09,4.120735622310271e-09,4.118657658597563e-09,4.118572303381595e-09,3.6735086524700126e-09,3.6741491951819636e-09,3.324885244253241e-09,3.327042953912384e-09,3.0401066330415804e-11,9.136983801497444e-11,4.162205403876253e-11,8.458616416080976e-12,1.1259747297955069e-11,2.349386099221604e-12,1.1405668760453555e-11,7.1173346032722915e-12,8.85462788769009e-13,6.519643232263338e-13,1.740208622640911e-12,2.1350072393077922e-16,1.1367741920909941e-15,1.424587287155538e-16,1.0598993723913674e-16,1.4244482881033785e-16,2.8795893952064846e-20,2.1647945795616503e-18,5.458574371117357e-14,3.1860014274420685e-16,2.850584109006331e-17,3.947382011362405e-13,1.2233668702886744e-20,3.759221339260963e-17,1.9119925890169702e-13,1.6334583677729874e-20,1.2249828244897055e-22,1.108782433353584e-17,8.564474854238295e-24,2.5055663194340845e-21,6.897390477925995e-24,3.2560036295263694e-26,1.8658610114866842e-30,4.550446972477459e-27,6.1913104158688715e-31,4.2330488739264997e-22,8.976042557088831e-29,9.576003283776556e-28,1.208116829437957e-32,1.289788869419343e-31,2.13355514807507e-24,2.4881924919721723e-30,1.5508973896386352e-28,2.996080732416465e-31,7.399745022173671e-18,8.487570072344506e-20,5.143227591625318e-33,5.48672701797788e-32,1.952509090362431e-20,2.9455386341099557e-18,1.6272739304889708e-28,1.8897831030342952e-28,3.1302710230907312e-31,1.4187981092650877e-28,2.456829816451239e-30
1.0419568598376532e-10,0.11224537514664798,0.9,0.0,0.0,0.0,0.0,0.09999997199168026,7.175871570637134e-09,7.033380649921122e-09,4.954471308478888e-09,4.957673037908091e-09,4.234615573510803e-09,4.293663430600297e-09,4.291415152292508e-09,4.291319707814363e-09,3.8276375089989705e-09,3.8283305817501846e-09,3.4643356423029544e-09,3.4666781906481095e-09,3.1663004032764746e-11,9.786443467553895e-11,4.4686982809499135e-11,9.061326175802759e-12,1.2319680892029179e-11,2.6305431812361478e-12,1.2381296091428456e-11,7.724537801857202e-12,9.613284622879778e-13,6.837524910969394e-13,1.909697075542705e-12,2.2246269546870366e-16,1.2848490980102582e-15,1.4843804669137994e-16,1.104387488198973e-16,1.4842320428764018e-16,3.126335438224698e-20,2.1685848915022653e-18,5.69071440185643e-14,3.630639070033321e-16,2.970222880776264e-17,4.285611278771004e-13,1.3282006540049315e-20,3.9170105196211706e-17,2.0758328243535394e-13,1.7734686080437588e-20,1.3294897975296437e-22,1.2038087354257354e-17,9.3985881094731e-24,2.8343799297733954e-21,7.722779688213145e-24,3.5350349971080195e-26,2.1107440822952754e-30,5.1542406145855496e-27,7.303741816207883e-31,4.788671073622214e-22,1.0265088244517723e-28,1.1171802181446745e-27,1.4394018247579502e-32,1.5679211632155458e-31,2.4269850357671704e-24,2.8147699716021218e-30,1.9047825427788424e-28,3.5188542057214044e-31,8.033964707778413e-18,9.215376356044452e-20,6.127890264969357e-33,6.669926061962048e-32,2.1831717948884137e-20,3.293541448369786e-18,1.9280094189882012e-28,2.207434359076577e-28,3.7071211147002392e-31,1.6898246936587258e-28,2.7792611266262283e-30
1.1219505188268309e-10,0.11224537538848148,0.9,0.0,0.0,0.0,0.0,0.09999996984141087,7.726999415453094e-09,7.567297834879698e-09,5.334687808969275e-09,5.3383987151980194e-09,4.556078759333798e-09,4.6233700066222086e-09,4.620778462785963e-09,4.620662336970337e-09,4.121494841172052e-09,4.122293796612921e-09,3.730196029085027e-09,3.732912023964109e-09,3.4066929952811954e-11,1.10611772043894e-10,5.073228343168696e-11,1.0244638511227073e-11,1.4485704625850532e-11,3.2210843828713335e-12,1.4352031975539e-11,8.950597343614757e-12,1.1146118658890247e-12,7.443693326137838e-13,2.2551925363199413e-12,2.395500489907159e-16,1.603123059025893e-15,1.5983839352775732e-16,1.1892102124506164e-16,1.5982165811190604e-16,3.6248782060160666e-20,2.1763222800616414e-18,6.134456416619842e-14,4.59356029515569e-16,3.1983297564933534e-17,4.968993599038031e-13,1.54001535896647e-20,4.217857349728977e-17,2.4068690113596186e-13,2.0563608598888534e-20,1.5405093559093648e-22,1.395818062212957e-17,1.1098892119955133e-23,3.538638786045984e-21,9.456419872031683e-24,4.098826077296688e-26,2.635243883540967e-30,6.448816743088016e-27,9.83337259597598e-31,5.978771635684365e-22,1.3053265305370558e-28,1.4730529775591218e-27,1.970856186590815e-32,2.2260546447103422e-31,3.058688295383433e-24,3.514250654970589e-30,2.7573046440054066e-28,4.701493266619368e-31,9.315488214009368e-18,1.0685361554179665e-19,8.390496309098135e-33,9.469701469254732e-32,2.6664560224716696e-20,4.0226818733878614e-18,2.614707052521949e-28,2.92086282750385e-28,5.0246849426479115e-31,2.312493211926846e-28,3.469852467916237e-30
1.2019441778160088e-10,0.11224537563035368,0.9,0.0,0.0,0.0,0.0,0.09999996769114146,8.278158348553926e-09,8.100655718942089e-09,5.7148828157327e-09,5.71914029347106e-09,4.87715727449407e-09,4.953086726879126e-09,4.950127560100944e-09,4.949988881492482e-09,4.415352164236269e-09,4.416264521706864e-09,3.996041389131008e-09,3.999158430034515e-09,3.6468337328243866e-11,1.2380112754403567e-10,5.702612355275585e-11,1.14694066628703e-11,1.684433379906317e-11,3.885331489672562e-12,1.6467857880514103e-11,1.0266289515938642e-11,1.2792307283731854e-12,8.049902344765767e-13,2.6300214470451656e-12,2.566383655762234e-16,1.9717747078061522e-15,1.71239215960456e-16,1.2740369383992226e-16,1.7122046209849888e-16,4.1602921205991126e-20,2.18473742558404e-18,6.579824326486593e-14,5.719198892710716e-16,3.426446159086277e-17,5.70291850861415e-13,1.7674971488156987e-20,4.5187183871738613e-17,2.7623907928317985e-13,2.3601827813865978e-20,1.76695572399188e-22,1.602045562618839e-17,1.2943553094347775e-23,4.350859313072743e-21,1.140643216371368e-23,4.7043379754846505e-26,3.2401546264567544e-30,7.943570596605305e-27,1.2968846716218729e-30,7.35140572683282e-22,1.6308629673807292e-28,1.903571370928979e-27,2.6378819071770405e-32,3.0816952495945527e-31,3.791477225779538e-24,4.32097486130317e-30,3.8908672931270194e-28,6.158770503201588e-31,1.0691946334070368e-17,1.226331257584145e-19,1.1230305223131342e-32,1.310972409173414e-31,3.208369261047936e-20,4.840283876460189e-18,3.4703007810899377e-28,3.7929321745266834e-28,6.666461566008761e-31,3.093799052703893e-28,4.2663120445961785e-30
1.2819378368051866e-10,0.11224537587226491,0.9,0.0,0.0,0.0,0.0,0.09999996554087204,8.829348368420692e-09,8.633494457174462e-09,6.095056329984767e-09,6.099897748055147e-09,5.197870513776335e-09,5.282813589807619e-09,5.279462415955308e-09,5.279299342050588e-09,4.70920947819162e-09,4.7102427587523485e-09,4.261871723289996e-09,4.265417408094739e-09,3.886740698438398e-11,1.3739228629632731e-10,6.355045710219602e-11,1.2731885027469757e-11,1.939789423957091e-11,4.625705851873772e-12,1.872871500245992e-11,1.1671523765942804e-11,1.4551853984684286e-12,8.656134616798958e-13,3.034184012375921e-12,2.7372764517804565e-16,2.394587502295762e-15,1.826405132506119e-16,1.3588676658008158e-16,1.8261961619333123e-16,4.73257831367408e-20,2.1938385126705686e-18,7.026957427091295e-14,7.021493895570929e-16,3.65457207377274e-17,6.487388108316671e-13,2.0106466736490008e-20,4.819593631091834e-17,3.142399324231062e-13,2.684935358711172e-20,2.008813317305528e-22,1.822495737616813e-17,1.493257208159084e-23,5.2787456546914134e-21,1.357992474457274e-23,5.351575818410363e-26,3.931214232865199e-30,9.652807848120137e-27,1.6799758217319303e-30,8.919625840481502e-22,2.0067564374136088e-28,2.4172172986723007e-27,3.461838084632809e-32,4.173604676532776e-31,4.6328188435805874e-24,5.2425959297150894e-30,5.369880273592555e-28,7.9300327264838e-31,1.2163379583276767e-17,1.3949119873878557e-19,1.4738260232328226e-32,1.7754904652635637e-31,3.8105833989781756e-20,5.748870369446835e-18,4.520410254815959e-28,4.845294404040204e-28,8.681786639029748e-31,4.058709167222084e-28,5.176193371605549e-30
1.441925154783542e-10,0.11224537635620521,0.9,0.0,0.0,0.0,0.0,0.09999996124033306,9.931821662376537e-09,9.697757218746527e-09,6.855338885817306e-09,6.86146019350755e-09,5.838271779368391e-09,5.942297737426183e-09,5.9380892996471515e-09,5.937872013953762e-09,5.296924078775714e-09,5.2982217756566065e-09,4.793487317343127e-09,4.7979730771202396e-09,4.365917584373171e-11,1.6563708975712012e-10,7.72248215291333e-11,1.535662995250468e-11,2.5098054375365263e-11,6.343438887956065e-12,2.368530442376317e-11,1.4750288124753347e-11,1.8411035561365875e-12,9.868680886852633e-13,3.930504010846873e-12,3.0790909324191986e-16,3.4176760343322737e-15,2.0544452962869655e-16,1.5285411239851357e-16,2.0541897449138517e-16,5.987772061229831e-20,2.214127527304613e-18,7.927084235729065e-14,1.0212598445234014e-15,4.110852383915648e-17,8.207969765512643e-13,2.543951523737094e-20,5.421386734884237e-17,3.975881258306055e-13,3.397236425238684e-20,2.53870532131097e-22,2.3060836166933683e-17,1.9343654263715278e-23,7.51233883043605e-21,1.862260465906498e-23,6.771249847718813e-26,5.594734770575724e-30,1.377189564455411e-26,2.6936962998668468e-30,1.2695074115713896e-21,2.9241648887534023e-28,3.728773827514708e-27,5.67379829091274e-32,7.241400541337384e-31,6.67099565305485e-24,7.46114637402286e-30,9.668224992271434e-28,1.258494715070009e-30,1.5391348859102252e-17,1.7643903546646806e-19,2.4155683039347617e-32,3.080600775235347e-31,5.2017393837017146e-20,7.847786880800386e-18,7.315647249781013e-28,7.584304010070501e-28,1.4047840999720438e-30,6.648312873595178e-28,7.366438817486989e-30
1.6019124727618976e-10,0.11224537684030411,0.9,0.0,0.0,0.0,0.0,0.09999995693979394,1.1034419285170211e-08,1.0760340505554865e-08,7.61553548619199e-09,7.623085877056897e-09,6.477411340183192e-09,6.601822436972817e-09,6.59665892687177e-09,6.596380358037888e-09,5.884638642924326e-09,5.88623086137634e-09,5.325042818036243e-09,5.330579024900674e-09,4.8443382075526725e-11,1.950914600870682e-10,9.163527363738889e-11,1.80950445032949e-11,3.1600856210456e-11,8.389604093400689e-12,2.922139266645892e-11,1.8186284926774794e-11,2.272369127627844e-12,1.1081246559888298e-12,4.9441496080347186e-12,3.4209439280492723e-16,4.7019724343989524e-15,2.282504374362185e-16,1.6982305850443703e-16,2.282197325734498e-16,7.390468498737891e-20,2.237240951840224e-18,8.835980468726676e-14,1.4281328173200662e-15,4.5671705823713747e-17,1.0130755315896606e-12,3.139935091007071e-20,6.023236654168015e-17,4.907324055831475e-13,4.193271947630183e-20,3.1300811613566106e-22,2.846623750997277e-17,2.4332124619053747e-23,1.0301078458454654e-20,2.4629435264150528e-23,8.357889188342549e-26,7.671721054725309e-30,1.8920303901647328e-26,4.108444009043543e-30,1.740970461748118e-21,4.0866418484918825e-28,5.479052809278518e-27,8.80885155859129e-32,1.1820689182762142e-30,9.232833855819879e-24,1.0231146161855548e-29,1.6361797723672572e-27,1.903317346829117e-30,1.8999781869351266e-17,2.1768979982582223e-19,3.7503355110055704e-32,5.028760272810405e-31,6.850110246312645e-20,1.033480269153686e-17,1.124132264246192e-27,1.133828797910486e-27,2.1587150103286233e-30,1.0317424652590427e-27,1.0101030850855805e-29
1.761899790740253e-10,0.11224537732456277,0.9,0.0,0.0,0.0,0.0,0.09999995263925458,1.2137141224652212e-08,1.1821455066142756e-08,8.375646140834153e-09,8.384774639779792e-09,7.115400043377274e-09,7.261387675944347e-09,7.255171138764755e-09,7.254824379660785e-09,6.472353170637442e-09,6.474270030148654e-09,5.8565382321604215e-09,5.8632352452801395e-09,5.322097471746474e-11,2.2554440511578717e-10,1.0667826080734541e-10,2.0927324600503985e-11,3.891840617128652e-11,1.0776868257477085e-11,3.5336613831701944e-11,2.1978986319065215e-11,2.748984900771028e-12,1.2293616729811541e-12,6.075128820565391e-12,3.762835434896837e-16,6.276384729765488e-15,2.5105823191379766e-16,1.8679360470142208e-16,2.5102189000697293e-16,8.940676673304429e-20,2.2632213887433357e-18,9.754808723591144e-14,1.934404739452681e-15,5.0235265739210616e-17,1.225576146038124e-12,3.7986025434829526e-20,6.625143381986948e-17,5.936736957814778e-13,5.0730498129827916e-20,3.7828499936720993e-22,3.444163098368912e-17,2.989802294431318e-23,1.3706648783891027e-20,3.163760165099138e-23,1.0111534870871178e-25,1.020809837948354e-29,2.521211133066007e-26,6.017965319521409e-30,2.3168259127919587e-21,5.523286225057454e-28,7.741514243436174e-27,1.3094135031435374e-31,1.8369226116248008e-30,1.2377870235090484e-23,1.3613853440613753e-29,2.6336014095089824e-27,2.768332677975317e-30,2.2989114535493832e-17,2.632371075968695e-19,5.574842899825439e-32,7.814728388437557e-31,8.76386493447009e-20,1.3222244911484842e-17,1.6567056443113073e-27,1.6329372775551285e-27,3.181964529598043e-30,1.5331248486940802e-27,1.3440422661014153e-29
1.9058883769207729e-10,0.11224537776053309,0.9,0.0,0.0,0.0,0.0,0.09999994876876897,1.3129697250913746e-08,1.277534739856271e-08,9.059672254448963e-09,9.070348338399997e-09,7.688685051802708e-09,7.855031041894684e-09,7.847782923249943e-09,7.847369007845076e-09,7.001296214426881e-09,7.003531014944678e-09,6.3348327364679495e-09,6.342668821595165e-09,5.751580638592774e-11,2.5366070888485573e-10,1.2068370321349926e-10,2.3542967742563975e-11,4.6209074936642576e-11,1.322573345185393e-11,4.133519740462415e-11,2.5697015679178273e-11,3.2167158224596505e-12,1.3384557870044365e-12,7.193323997756529e-12,4.070570715031756e-16,7.964683917633642e-15,2.7158685643710185e-16,2.0206846419387239e-16,2.715450277851892e-16,1.0461994040775422e-19,2.289084158992622e-18,1.0591219548735104e-13,2.4847804446079366e-15,5.4342792071994476e-17,1.4341179369150397e-12,4.4450022338495854e-20,7.166908002560008e-17,6.946980645688984e-13,5.936456112933816e-20,4.422766810446364e-22,4.030725643250693e-17,3.5401001363412003e-23,1.7350055934525654e-20,3.882659787444099e-23,1.1832640325348274e-25,1.2921582405280698e-29,3.194653503344152e-26,8.244937666007605e-30,2.9330220926422494e-21,7.074725772467671e-28,1.0277609155950267e-26,1.8142224351336448e-31,2.637904059043338e-30,1.5756191824250017e-23,1.7232796019017978e-29,3.90067726604038e-27,3.7722387985562794e-30,2.6905584212739064e-17,3.0789858191033106e-19,7.724147703957144e-32,1.1222411036200844e-30,1.0718586927748788e-19,1.6171515965923448e-17,2.2803221523415142e-27,2.2080151970495105e-27,4.3806079575919136e-30,2.1236028161860914e-27,1.7012952643312495e-29
2.049876963101293e-10,0.11224537819663447,0.9,0.0,0.0,0.0,0.0,0.09999994489828314,1.4122353954996906e-08,1.3728298081354394e-08,9.743628766988206e-09,9.755972915141986e-09,8.261175591801573e-09,8.448707225541035e-09,8.440347996085029e-09,8.439861543080888e-09,7.530239228703543e-09,7.532816389247585e-09,6.81307858110439e-09,6.8221431092129035e-09,6.180639791790467e-11,2.82337626795023e-10,1.3507255449338304e-10,2.621123951205452e-11,5.417376219113184e-11,1.5965722985234355e-11,4.7802389759979557e-11,2.9703299217953363e-11,3.721184696071748e-12,1.4475439427326704e-12,8.406535246605706e-12,4.378337183445558e-16,9.9307373850418e-15,2.9211700269416347e-16,2.1734461945686582e-16,2.920692983725339e-16,1.210280983262805e-19,2.31731873019883e-18,1.1437497491464489e-13,3.1339101217707885e-15,5.845062323462628e-17,1.6590421574588154e-12,5.142183797769211e-20,7.708718627308631e-17,8.036594337625183e-13,6.867705846818657e-20,5.112295519641888e-22,4.6635408421641997e-17,4.137157809417411e-23,2.1588089327536733e-20,4.687022397871145e-23,1.3689084079641943e-25,1.6077873778492322e-29,3.9782426752434065e-26,1.1038668795037326e-29,3.649935349384622e-21,8.893018537743354e-28,1.334487386317599e-26,2.4527093973246152e-31,3.6838192772344475e-30,1.969839251463652e-23,2.1442338971107751e-29,5.6143834607196734e-27,5.0266222606483776e-30,3.113136604060752e-17,3.5603207606136364e-19,1.0442636180663573e-31,1.5672181266197196e-30,1.2897434461521457e-19,1.9458962054321213e-17,3.065199721601143e-27,2.9222985190211928e-27,5.889743989656973e-30,2.8702620261183932e-27,2.1168432639391358e-29
