Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097)
1.9067196896197019e-06,0.11243221760023764,0.9,0.0,0.0,0.0,0.0,0.0993849824333359,0.00024234484146356552,2.447523488304158e-06,1.7116379923563875e-05,3.1375418926359426e-05,8.582870967097511e-07,3.5683770008968056e-05,3.4608003078985875e-06,6.276181601823471e-06,7.122721412927489e-05,0.0003048585023646202,4.687851290816907e-06,4.0719648898714365e-05,1.1019791031415001e-08,8.166128733179654e-08,2.570957901143219e-08,4.460260052696689e-09,8.459636720242512e-05,6.420706204038878e-05,0.0007276118131134524,9.597348061075886e-05,0.00019341096691902034,6.398174954850109e-10,7.090009794615752e-05,7.455125663370439e-12,9.310022517112754e-08,9.32167936081489e-13,1.2872168930799626e-12,1.2240179708626963e-12,6.242053889292313e-12,2.954725183056947e-13,1.050703184880371e-05,0.00010437467951454048,1.8798536028667015e-13,7.005724098496749e-05,2.1546792152569407e-12,4.601399711539721e-13,5.855997715872773e-05,4.9665126163348904e-12,1.6518561700263121e-15,1.9120778701815564e-05,3.4897554821852894e-16,7.780186049890822e-06,1.885017619425852e-16,9.491175652058682e-17,2.7431105506372136e-17,2.2512045758558785e-15,1.8828899441522247e-15,4.669864445071126e-06,1.2849470516128437e-16,9.194474688514797e-16,1.073386464967983e-16,7.687554696478314e-16,1.1745531608143003e-12,6.312789731744963e-17,1.769570255392568e-07,6.506112102730788e-16,6.415309239620767e-06,1.1559599273928607e-12,3.712921858444464e-17,2.6571387579554667e-16,8.070740775405055e-13,1.2177743402142573e-10,5.515026050321484e-13,3.394699244979192e-13,1.4970868153554503e-15,7.824267939704986e-13,4.4453836572434945e-17
1.941834757372659e-06,0.11243620983722638,0.9,0.0,0.0,0.0,0.0,0.09937295312894026,0.00024654291818626767,2.4473899876040694e-06,1.7134918678070813e-05,3.14508864714759e-05,8.582044751055588e-07,3.577978971229258e-05,3.4604873282684827e-06,6.275538541821855e-06,7.255046578983093e-05,0.00031226672322979475,4.68740233430498e-06,4.09263151865423e-05,1.1019190017712305e-08,8.165683337859615e-08,2.5707104158710006e-08,4.460094047465454e-09,8.446066658965405e-05,6.539912010539205e-05,0.0007450515025736439,9.776887336276023e-05,0.00019837079274197595,6.398070079744927e-10,7.225229432421464e-05,7.583081628799453e-12,9.293660288842782e-08,9.342638146845946e-13,1.2935474402617919e-12,1.2271194976310376e-12,6.401122771034975e-12,2.9495495650021537e-13,1.0505989805920305e-05,0.00010704612011317466,1.8843769129087038e-13,7.17745458218057e-05,2.2071510504270047e-12,4.624755280554641e-13,6.018527015067411e-05,5.103555819187242e-12,1.6827568637270616e-15,1.9924282843857135e-05,3.5562990533241266e-16,8.177206317368758e-06,1.9200115207366777e-16,9.889873505285469e-17,2.87854290703454e-17,2.3329620453486682e-15,1.9672317477289475e-15,4.902724757038481e-06,1.3320893961416223e-16,9.527070094046463e-16,1.1218689651410057e-16,8.03079496625187e-16,1.2172097413741134e-12,6.64542273868573e-17,1.9025972089492326e-07,6.790049078762215e-16,6.624068007394245e-06,1.1775846785126053e-12,3.876346750900644e-17,2.7727157156545264e-16,8.221727692438921e-13,1.2405563870017198e-10,5.762065488866471e-13,3.5428493293173306e-13,1.5673655539959766e-15,8.191568552394077e-13,4.6700104772459376e-17
1.976949825125616e-06,0.11244020108296772,0.9,0.0,0.0,0.0,0.0,0.09936093003203919,0.0002507277947104349,2.4472531476564936e-06,1.7148541465445955e-05,3.1521862925644296e-05,8.581214663390229e-07,3.586578566910167e-05,3.460172455728842e-06,6.274895952077234e-06,7.387315474885382e-05,0.00031968217775079776,4.6869530233215995e-06,4.112460820653946e-05,1.101857396792156e-08,8.165226800910666e-08,2.5704617707885923e-08,4.4599202590372155e-09,8.429969328813572e-05,6.659102990262083e-05,0.0007625053244525641,9.956401174390015e-05,0.00020333309108157608,6.397951576911692e-10,7.360435008131213e-05,7.710591853972983e-12,9.274521413076257e-08,9.362256793229576e-13,1.2996114388970658e-12,1.2298763695517468e-12,6.560221850267125e-12,2.9434935404709205e-13,1.0501015817303832e-05,0.0001097130410919433,1.8886311892319553e-13,7.349324315701088e-05,2.2596493500090788e-12,4.647164720971395e-13,6.18175771870156e-05,5.241150978164799e-12,1.713653166634871e-15,2.0740387819456905e-05,3.62283552406976e-16,8.58362642570422e-06,1.9550010248327546e-16,1.0296224142613814e-16,3.0173588952620304e-17,2.4160393064101408e-15,2.0533937212416554e-15,5.140868848660358e-06,1.3800020879549143e-16,9.865014306670287e-16,1.1714099043479233e-16,8.38141379162512e-16,1.260554918431782e-12,6.987497756896904e-17,2.0424417035587345e-07,7.080048566405551e-16,6.833444791632262e-06,1.1992063658420759e-12,4.043300339909112e-17,2.890751195144262e-16,8.37269321751312e-13,1.263335206008683e-10,6.014436266863536e-13,3.6941626577049753e-13,1.6393756279347632e-15,8.567917735587486e-13,4.900331853398653e-17
2.0120648928785734e-06,0.11244419086235032,0.9,0.0,0.0,0.0,0.0,0.09934891390556796,0.000254899788997785,2.4471130048289018e-06,1.7157489522012317e-05,3.158860248919262e-05,8.580380795393611e-07,3.594216464836013e-05,3.4598557185565123e-06,6.274253993543099e-06,7.519524846563067e-05,0.0003271035154355522,4.686503475343106e-06,4.1314858747748324e-05,1.1017943045794563e-08,8.16475924362231e-08,2.570211993237733e-08,4.45973877855866e-09,8.411500320360258e-05,6.778279162699297e-05,0.0007799697284286248,0.00010135889670258487,0.00020829647930491345,6.397819563476796e-10,7.495626483992082e-05,7.837666431207057e-12,9.25277850866818e-08,9.38061153083147e-13,1.3054194821909176e-12,1.2323027097572648e-12,6.7193066075241876e-12,2.936611851052661e-13,1.049232561962398e-05,0.00011237467127082047,1.8926316617288268e-13,7.52130920683233e-05,2.3121667281383656e-12,4.668665412242425e-13,6.345653505458855e-05,5.379267122332347e-12,1.7445450958613493e-15,2.156877774689473e-05,3.689364887002718e-16,8.999298582940629e-06,1.9899861402047485e-16,1.0710169891329245e-16,3.1595437749549436e-17,2.5004321846918763e-15,2.141362454730176e-15,5.384215555095368e-06,1.428682691617473e-16,1.0208290584766937e-15,1.222001679882243e-16,8.739356554259211e-16,1.3045865140269385e-12,7.339009208119524e-17,2.1892763515547193e-07,7.376092387641917e-16,7.043337273718048e-06,1.220825000804427e-12,4.2137724328852046e-17,3.0112378029858194e-16,8.523637430385061e-13,1.2861108092695484e-10,6.272099106186711e-13,3.8486297453236087e-13,1.7131168015917619e-15,8.953314258244334e-13,5.136304171693959e-17
2.0471799606315306e-06,0.11244817872738914,0.9,0.0,0.0,0.0,0.0,0.09933690546421128,0.0002590592143739174,2.4469696012497093e-06,1.7161997709056872e-05,3.165134499000081e-05,8.579543242705759e-07,3.6009325834622094e-05,3.459537148168911e-06,6.273612800665793e-06,7.651671676353722e-05,0.0003345294615116387,4.686053789881095e-06,4.149738453484408e-05,1.101729744102384e-08,8.164280806509676e-08,2.569961111863065e-08,4.4595497098357915e-09,8.39080972634934e-05,6.897440548057369e-05,0.0007974413376709507,0.00010315352918926002,0.00021325963969332195,6.397674181485978e-10,7.630803823302859e-05,7.964315304231933e-12,9.228598031240832e-08,9.397774269255353e-13,1.3109817432676702e-12,1.2344123716975878e-12,6.878334647564165e-12,2.9289572833567105e-13,1.0480128166219363e-05,0.00011503028744635252,1.8963926991755309e-13,7.69338662785823e-05,2.364696254533082e-12,4.689293257511659e-13,6.510179364960585e-05,5.517874414025429e-12,1.7754326685254023e-15,2.240914145991667e-05,3.7558871348248207e-16,9.424071313012902e-06,2.0249668754547127e-16,1.1131653666283035e-16,3.305082081497538e-17,2.5861366854756386e-15,2.2311242152710044e-15,5.632682655749255e-06,1.4781288752297728e-16,1.0556882909167541e-15,1.2736364927317805e-16,9.104567342118272e-16,1.3493024439210686e-12,7.69994796188484e-17,2.3432719556804777e-07,7.678162163395884e-16,7.253648922760488e-06,1.2424405948473767e-12,4.3877527001849887e-17,3.1341680670135027e-16,8.674560410984043e-13,1.308883208844652e-10,6.535013782730306e-13,4.00624100245042e-13,1.7885885049330115e-15,9.347755141339711e-13,5.377881571126481e-17
2.082295028384488e-06,0.11245216425621947,0.9,0.0,0.0,0.0,0.0,0.09932490537615622,0.00026320637905206603,2.446822984295691e-06,1.7162294422526848e-05,3.171031669581346e-05,8.578702104770393e-07,3.6067660484984365e-05,3.4592167788326727e-06,6.2729724865044745e-06,7.783753176315954e-05,0.0003419588138475526,4.6856040519166735e-06,4.1672490744461896e-05,1.1016637366934577e-08,8.163791647603165e-08,2.5697091564491113e-08,4.459353168167081e-09,8.368042171098768e-05,7.016587167185886e-05,0.0008149169441733081,0.00010494791015443553,0.00021822131770900352,6.397515595779772e-10,7.765966990455431e-05,8.090548253379409e-12,9.202140310330928e-08,9.413812841444923e-13,1.3163079917984393e-12,1.236218927587101e-12,7.037265641394881e-12,2.9205806808272926e-13,1.0464625627085032e-05,0.00011767921266839622,1.8999278579018342e-13,7.865535326582959e-05,2.417231426662739e-12,4.709082741961383e-13,6.675301547318457e-05,5.656944104906333e-12,1.806315901719377e-15,2.3261172968009873e-05,3.8224022603817634e-16,9.857790043005945e-06,2.0599432392756123e-16,1.156061904833974e-16,3.453957706052423e-17,2.673148984610377e-15,2.3226649879517456e-15,5.886187157464637e-06,1.5283384052770812e-16,1.0910775946514316e-15,1.3263063715831314e-16,9.476989114986637e-16,1.3947007128689283e-12,8.070301558008772e-17,2.5045974194899114e-07,7.986239350669005e-16,7.464288914023844e-06,1.2640531594194165e-12,4.5652306977170784e-17,3.259534451159362e-16,8.825462239245109e-13,1.3316524167951973e-10,6.803139246424872e-13,4.1669867538336466e-13,1.8657898509708936e-15,9.751235749327702e-13,5.625016166236884e-17
2.117410096137445e-06,0.11245614705211043,0.9,0.0,0.0,0.0,0.0,0.09931291426483306,0.0002673415857102058,2.4466732060972057e-06,1.7158601524297356e-05,3.176573108093578e-05,8.577857484314639e-07,3.611755163105546e-05,3.45889464738105e-06,6.272333146783097e-06,7.915766781073999e-05,0.00034939043995166916,4.685154334618177e-06,4.184047050129541e-05,1.1015963058256697e-08,8.16329194079747e-08,2.5694561577644076e-08,4.459149279219947e-09,8.343336851901209e-05,7.135719041509472e-05,0.0008323935040337356,0.00010674204054685831,0.0002231803202394336,6.397343991939396e-10,7.901115950970944e-05,8.21637488244762e-12,9.173559599751103e-08,9.42879123454308e-13,1.3214076099793478e-12,1.237735658410967e-12,7.196061267654842e-12,2.911530959748252e-13,1.0446013404144608e-05,0.00012032081452819955,1.90324992772764e-13,8.037735342600609e-05,2.469766143564594e-12,4.728066988873194e-13,6.840987514644658e-05,5.796448493728732e-12,1.8371948124778134e-15,2.4124571865471208e-05,3.888910256683985e-16,1.0300297661674454e-05,2.0949152404321223e-16,1.199701035255962e-16,3.606153970587735e-17,2.7614654195117573e-15,2.415970514681191e-15,6.144645559587396e-06,1.579309141508634e-16,1.1269955012885635e-15,1.3800031955777953e-16,9.856563861229869e-16,1.4407794099225738e-12,8.450054420552605e-17,2.6734196661211555e-07,8.300305275841211e-16,7.67517203111306e-06,1.2856627059478062e-12,4.746195887285663e-17,3.3873293687437394e-16,8.976342994955364e-13,1.3544184451600651e-10,7.076433734913662e-13,4.3308572560683753e-13,1.944719652363597e-15,1.0163749876896535e-12,5.877658260390514e-17
2.1525251638904024e-06,0.11246012674249488,0.9,0.0,0.0,0.0,0.0,0.09930093271063963,0.00027146513111839016,2.4465203230622835e-06,1.7151134293402793e-05,3.1817789549857044e-05,8.577009486851107e-07,3.615937382246915e-05,3.4585707929410627e-06,6.2716948631348105e-06,8.04771014028404e-05,0.0003568232740497675,4.6847047015172595e-06,4.200160535468891e-05,1.1015274768981924e-08,8.162781874263556e-08,2.5692021474123287e-08,4.458938177950885e-09,8.316827591489818e-05,7.254836192963336e-05,0.0008498681326965858,0.00010853592131182752,0.00022813551382730782,6.397159574307046e-10,8.036250671530882e-05,8.341804607144519e-12,9.143004140117826e-08,9.442769807773906e-13,1.3262896078832566e-12,1.2389755453697086e-12,7.35468515360029e-12,2.901855129105152e-13,1.0424480160824204e-05,0.000122954503461846,1.90637097531887e-13,8.209967928531212e-05,2.522294681216671e-12,4.746277813484672e-13,7.007205894449354e-05,5.9363608857510034e-12,1.868069417748704e-15,2.4999043691952816e-05,3.9554111169258327e-16,1.0751435048741685e-05,2.1298828877426738e-16,1.2440772686825233e-16,3.7616536980534073e-17,2.8510824802576855e-15,2.511026330879111e-15,6.407974101210886e-06,1.631039031866454e-16,1.1634406037819705e-15,1.434718715844039e-16,1.0243232745978455e-15,1.4875367037854835e-12,8.839188063131658e-17,2.8499035651388444e-07,8.6203411644455e-16,7.886218553974721e-06,1.3072692458182766e-12,4.9306376548433993e-17,3.517545194354113e-16,9.127202757612252e-13,1.3771813059344309e-10,7.354854881018698e-13,4.497842713132211e-13,2.0253764371529703e-15,1.0585289831220605e-12,6.13575654960879e-17
2.1876402316433596e-06,0.11246410297801639,0.9,0.0,0.0,0.0,0.0,0.09928896125264582,0.0002755773058137084,2.446364395419475e-06,1.7140101396023077e-05,3.1866682119887554e-05,8.576158220201917e-07,3.61934929089434e-05,3.4582452566712376e-06,6.271057705665717e-06,8.179581110799865e-05,0.00036425631424218005,4.684255208228411e-06,4.2156165736300404e-05,1.1014572770305302e-08,8.162261648923223e-08,2.5689471576884925e-08,4.458720007569849e-09,8.288642900718882e-05,7.37393864393236e-05,0.0008673381001717822,0.00011032955338964751,0.00023308582289263677,6.396962564083514e-10,8.171371120003237e-05,8.466846645027046e-12,9.110616232591042e-08,9.455805497974892e-13,1.3309626382032727e-12,1.2399512626571018e-12,7.513102815912694e-12,2.8915983140019084e-13,1.0400207865059597e-05,0.00012557973107271437,1.9093023850876335e-13,8.382215475979955e-05,2.574811669391199e-12,4.763745774706969e-13,7.173926434869957e-05,6.076655553750256e-12,1.898939734367177e-15,2.588430024688354e-05,4.0219048345030385e-16,1.1211041574647606e-05,2.164846190062723e-16,1.2891852001584075e-16,3.9204392778555025e-17,2.9419968008072606e-15,2.607817800100713e-15,6.676088990902584e-06,1.6835261074797968e-16,1.2004115528846577e-15,1.4904445758350427e-16,1.0636936250956759e-15,1.5349708382310697e-12,9.237681285504709e-17,3.0342118671675194e-07,8.946328167684812e-16,8.097354134525412e-06,1.3288727903563996e-12,5.1185453268112056e-17,3.6501742744199267e-16,9.278041606293453e-13,1.3999410110501322e-10,7.638359814157397e-13,4.667933290221091e-13,2.107758463678389e-15,1.1015846509906052e-12,6.399258316863952e-17
2.222755299396317e-06,0.11246807543159477,0.9,0.0,0.0,0.0,0.0,0.09927700039027527,0.00027967839382024427,2.4462054867794467e-06,1.7125704873071508e-05,3.191258806500166e-05,8.575303794046173e-07,3.622026585815156e-05,3.4579180815100966e-06,6.270421734952782e-06,8.311377748606978e-05,0.0003716886197406468,4.683805903788987e-06,4.2304411399543474e-05,1.1013857348651118e-08,8.16173147698622e-08,2.5686912214451843e-08,4.458494918550118e-09,8.258906050653113e-05,7.493026417193589e-05,0.0008848008262437216,0.00011212293771421362,0.0002380302279524326,6.396753197504554e-10,8.306477265463994e-05,8.591510006853024e-12,9.076532322921729e-08,9.467952013440257e-13,1.3354350104105932e-12,1.2406751714757887e-12,7.671281601502654e-12,2.880803782345247e-13,1.037337184490095e-05,0.00012819598847586412,1.9120548977680486e-13,8.554461445964458e-05,2.627312069908542e-12,4.780500224783367e-13,7.341119961663655e-05,6.217307700577744e-12,1.929805779031514e-15,2.6780059860186884e-05,4.088391403028563e-16,1.1678955570710381e-05,2.1998051562691837e-16,1.3350195131402047e-16,4.082492726826551e-17,3.034205150370158e-15,2.706330146657887e-15,6.948906619324625e-06,1.7367684777410347e-16,1.2379070536636822e-15,1.5471723305082228e-16,1.1037614306208715e-15,1.5830801275996788e-12,9.645510361507747e-17,3.2265051460261064e-07,9.278247385982156e-16,8.308509661567565e-06,1.3504733508105531e-12,5.309908184635196e-17,3.785208936600156e-16,9.428859619537901e-13,1.422697572357717e-10,7.926905255891699e-13,4.84111912603711e-13,2.191863734709107e-15,1.1455409474851839e-12,6.668109616851542e-17
2.257870367149274e-06,0.1124720437975127,0.9,0.0,0.0,0.0,0.0,0.09926505058496118,0.000283768672411258,2.446043663715959e-06,1.7108140144158637e-05,3.195567652320892e-05,8.574446319491688e-07,3.624004060679377e-05,3.4575893119353154e-06,6.269787003612768e-06,8.443098300590074e-05,0.0003791193081843131,4.68335683171162e-06,4.244659184161264e-05,1.1013128803786133e-08,8.161191580552011e-08,2.5684343719630484e-08,4.458263067684576e-09,8.227735153253886e-05,7.612099535862054e-05,0.0009022538756811531,0.00011391607521172473,0.000242967763842868,6.396531724096619e-10,8.441569078214099e-05,8.715803489257487e-12,9.040883094898168e-08,9.479260016775097e-13,1.3397147043523445e-12,1.2411593151991884e-12,7.829190628467657e-12,2.8695129745085987e-13,1.0344140855849477e-05,0.00013080280466685502,1.9146386468068436e-13,8.72669030354044e-05,2.6797911562070305e-12,4.796569356979651e-13,7.508758336885044e-05,6.358293423187946e-12,1.960667568281393e-15,2.7686047621840284e-05,4.154870816346834e-16,1.2155014769905378e-05,2.2347597952459906e-16,1.3815749829017258e-16,4.2477957459135896e-17,3.1277044249535293e-15,2.8065484862976913e-15,7.226343755260242e-06,1.7907643254788052e-16,1.27592586208754e-15,1.6048934643796802e-16,1.1445206413964861e-15,1.6318629523882075e-12,1.0062649218461186e-16,3.4269417480465574e-07,9.616079889859316e-16,8.519621116592638e-06,1.3720709383364155e-12,5.5047154777535804e-17,3.922641498102025e-16,9.579656875237509e-13,1.4454510016101055e-10,8.220447609786793e-13,5.01739034368248e-13,2.277690010838029e-15,1.190396702225071e-12,6.942255451300371e-17
2.2929854349022313e-06,0.1124760077905232,0.9,0.0,0.0,0.0,0.0,0.0992531122617746,0.000287848411910837,2.4458789953667605e-06,1.7087596026740774e-05,3.199610706963565e-05,8.573585908670411e-07,3.625315594239824e-05,3.457258993733742e-06,6.269153557559361e-06,8.574741196194723e-05,0.00038654755303443026,4.682908030827691e-06,4.258294670883834e-05,1.1012387447022449e-08,8.160642190278008e-08,2.5681766428298735e-08,4.458024617188384e-09,8.195243249846273e-05,7.731158023339752e-05,0.0009196949534591745,0.00011570896679951627,0.00024789751794853293,6.396298405013067e-10,8.576646529792174e-05,8.839735668666466e-12,9.003793572278312e-08,9.489777297418021e-13,1.3438093833132194e-12,1.2414154155933442e-12,7.98680072735292e-12,2.85776553568598e-13,1.0312677159047243e-05,0.0001333997449174391,1.917063192699485e-13,8.898887456370713e-05,2.7322444941488328e-12,4.811980251390705e-13,7.676814419176753e-05,6.499589678078874e-12,1.991525118478245e-15,2.8601995572823877e-05,4.2213430685464466e-16,1.2639056718595283e-05,2.2697101158707285e-16,1.4288464792529137e-16,4.416329772785857e-17,3.222491639110081e-15,2.908457854995082e-15,7.508317725595845e-06,1.8455119022423154e-16,1.3144667816955339e-15,1.6635994084857907e-16,1.1859651764881166e-15,1.6813177549446842e-12,1.0489069608167449e-16,3.6356777482485825e-07,9.959806738400019e-16,8.730629422002031e-06,1.3936655639829072e-12,5.702956435123416e-17,4.062464273033374e-16,9.730433450539012e-13,1.4682013104477794e-10,8.51894304574637e-13,5.196737060293107e-13,2.3652348231747686e-15,1.2361506248927978e-12,7.22163993488991e-17
2.3281005026551886e-06,0.11247996714497824,0.9,0.0,0.0,0.0,0.0,0.09924118581102216,0.00029191787553245425,2.4457115530544354e-06,1.706425476938891e-05,3.203403025724168e-05,8.572722674357042e-07,3.62599414135939e-05,3.456927173782647e-06,6.2685214370186e-06,8.706305039038344e-05,0.00039397258104757803,4.682459535968924e-06,4.271370618601375e-05,1.1011633599510275e-08,8.160083544114367e-08,2.5679180678263372e-08,4.457779733847927e-09,8.161538406575432e-05,7.850201903267787e-05,0.0009371219000040001,0.0001175016133850077,0.0002528186284430301,6.396053511451685e-10,8.711709592983138e-05,8.963314896367084e-12,8.965383228324398e-08,9.49954893441172e-13,1.3477264065613716e-12,1.2414548700196997e-12,8.144084382851794e-12,2.845599350655495e-13,1.0279136609466709e-05,0.00013598640920046775,1.9193375553871605e-13,9.071039197010461e-05,2.7846679239907404e-12,4.826758918935843e-13,7.845262025611074e-05,6.641174248089893e-12,2.0223784457876183e-15,2.952764285989964e-05,4.2878081539713505e-16,1.313091915963647e-05,2.3046561270023107e-16,1.4768289686299412e-16,4.588076030540741e-17,3.3185639179060864e-15,3.012043235917769e-15,7.794746579815017e-06,1.9010095237078505e-16,1.3535286603566351e-15,1.723281556284567e-16,1.2280889346883915e-15,1.7314430352775966e-12,1.092474126960459e-16,3.8528669130468224e-07,1.0309408995509135e-15,8.941480283158877e-06,1.4152572386795163e-12,5.904620275431283e-17,4.204669578873381e-16,9.88118942175541e-13,1.4909485103854218e-10,8.822347578993972e-13,5.379149395522185e-13,2.4544954853710817e-15,1.2828013115191046e-12,7.506206451869486e-17
2.363215570408146e-06,0.11248392161397895,0.9,0.0,0.0,0.0,0.0,0.09922927158981115,0.00029597731925201626,2.4455414099270114e-06,1.7038292098208453e-05,3.206958812693776e-05,8.571856729610979e-07,3.626071726681079e-05,3.4565938998423235e-06,6.267890677343356e-06,8.83778859851912e-05,0.00040139366982715446,4.682011378514355e-06,4.2839091370293683e-05,1.1010867590619606e-08,8.159515886104707e-08,2.567658680818719e-08,4.4575285882159564e-09,8.126723816099687e-05,7.969231199481462e-05,0.0009545326864701787,0.00011929401586475974,0.0002577302825446093,6.395797323153713e-10,8.84675824182297e-05,9.086549294657511e-12,8.925766102100457e-08,9.508617449953178e-13,1.3514728413976895e-12,1.2412887495473613e-12,8.301015676064344e-12,2.8330505806862837e-13,1.0243668753281527e-05,0.0001385624306460911,1.9214702448203996e-13,9.243132648699529e-05,2.8370575434542547e-12,4.840930343610703e-13,8.014075895024784e-05,6.7830257105067286e-12,2.0532275661634583e-15,3.0462735856559105e-05,4.3542660672305733e-16,1.3630440387399973e-05,2.339597837469639e-16,1.5255175156112463e-16,4.763015572686546e-17,3.415918489124748e-15,3.1172895846243522e-15,8.085549239578226e-06,1.9572555652165975e-16,1.3931103871239835e-15,1.7839312785314163e-16,1.270885804686796e-15,1.7822373469880114e-12,1.1369632083454734e-16,4.078660669171931e-07,1.066486774416205e-15,9.152124025553836e-06,1.4368459732249417e-12,6.109696216101665e-17,4.349249742139338e-16,1.0031924864286687e-12,1.5136926127999513e-10,9.130617143879557e-13,5.564617478975129e-13,2.545469105010798e-15,1.3303472504357534e-12,7.79589780352001e-17
2.398330638161103e-06,0.11248787096854722,0.9,0.0,0.0,0.0,0.0,0.09921736992358082,0.0003000269917130453,2.4453686406182287e-06,1.7009877275464718e-05,3.210291468881542e-05,8.570988187441684e-07,3.6255794407531935e-05,3.456259220359978e-06,6.267261309664413e-06,8.969190801466084e-05,0.0004088101454526069,4.681563586827957e-06,4.295931463027093e-05,1.1010089756410508e-08,8.158939465252465e-08,2.5673985156586492e-08,4.4572713538527975e-09,8.0908979048003e-05,8.08824593596828e-05,0.0009719254100589407,0.00012108617512363497,0.0002626317147900522,6.395530126983886e-10,8.981792451599841e-05,9.209446754002377e-12,8.885050920731021e-08,9.517022954239496e-13,1.3550554747278357e-12,1.240927797909245e-12,8.457570227416824e-12,2.820153702334646e-13,1.0206416933620428e-05,0.00014112747403101166,1.923469289791872e-13,9.415155714458713e-05,2.889409691831366e-12,4.854518523064151e-13,8.183231652788791e-05,6.925123406422962e-12,2.0840724953342075e-15,3.140702825242562e-05,4.420716803206575e-16,1.4137459575368577e-05,2.374535256061207e-16,1.574907283912879e-16,4.9411293245920624e-17,3.5145526757189254e-15,3.2241818525584948e-15,8.380645633992372e-06,2.0142484574520965e-16,1.433210889190632e-15,1.845539937164919e-16,1.3143496745502256e-15,1.8336992933318016e-12,1.1823708218652949e-16,4.3132080784865935e-07,1.1026164098836827e-15,9.362515428260065e-06,1.4584317782769833e-12,6.318173481216072e-17,4.496197103326663e-16,1.0182639852549202e-12,1.53643362891987e-10,9.443707662695052e-13,5.753131456696314e-13,2.638152594396926e-15,1.3787868279132825e-12,8.090656346640933e-17
2.4685607736670176e-06,0.1124957535033494,0.9,0.0,0.0,0.0,0.0,0.09919360540831533,0.00030809798048347893,2.445015527554075e-06,1.6946336361599225e-05,3.216337240734224e-05,8.569243760805844e-07,3.623004945014447e-05,3.4555858409183835e-06,6.266006856534397e-06,9.231747582978781e-05,0.0004236267904523841,4.680669201043073e-06,4.318508322895437e-05,1.100849998132505e-08,8.1577613496061e-08,2.5668759856704355e-08,4.4567393240236314e-09,8.016582681472235e-05,8.326231826246937e-05,0.0010066496600563554,0.00012466976745561866,0.00027240107831028113,6.394963886244163e-10,9.251817461353256e-05,9.454261250191736e-12,8.800735522817178e-08,9.531994102290646e-13,1.3617551476433292e-12,1.2396627404554466e-12,8.769458947790745e-12,2.7934453511062715e-13,1.0127104466250622e-05,0.0001462234352323041,1.927096313424276e-13,9.758945922898067e-05,2.9939880540575163e-12,4.880036433444188e-13,8.522475569144217e-05,7.2099785096063715e-12,2.1457498417796152e-15,3.332226284135584e-05,4.553596724243347e-16,1.517335463303063e-05,2.4443972525152395e-16,1.6757716391117574e-16,5.306802751628108e-17,3.7156496202682636e-15,3.442844061760757e-15,8.983405062344662e-06,2.1304687692254773e-16,1.5149641015873632e-15,1.9715995444489502e-16,1.4032540156578813e-15,1.9386207290816857e-12,1.2759273408213112e-16,4.809148181808231e-07,1.176619431536897e-15,9.782381576802973e-06,1.5015946417782863e-12,6.745288961060943e-17,4.797162880689604e-16,1.0484008758670587e-12,1.5819064463957978e-10,1.0084175573090427e-12,6.139257799764816e-13,2.8286359172611397e-15,1.4783399657538284e-12,8.695142988975768e-17
