Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54)
5.173393007891317e-11,0.11224537356127687,0.9,0.0,0.0,0.0,0.0,0.09999998609368997,3.56221398229128e-09,3.5162660915206996e-09,2.460387696466679e-09,2.4612847064757715e-09,2.1151987874614763e-09,2.1318573734511346e-09,2.1316793710432804e-09,2.131013243334842e-09,1.9004506337846178e-09,1.9004506337846178e-09,1.7203870857663653e-09,1.7210159171293453e-09,1.58284629214445e-11,2.8824468777717927e-11,1.2732120056961247e-11,2.6614527733832792e-12,3.6800315022038284e-13,3.6800315022038284e-13,2.8208004434907442e-12
5.703148464673198e-11,0.11224537372119633,0.9,0.0,0.0,0.0,0.0,0.09999998466968389,3.9270581279221786e-09,3.873667500880678e-09,2.7122806316673308e-09,2.7133704837204427e-09,2.3302187881561834e-09,2.350210308704164e-09,2.3500001476390156e-09,2.3491910184215233e-09,2.095056768459934e-09,2.095056768459934e-09,1.8965192306507112e-09,1.897283437997262e-09,1.743774640831557e-11,3.437954406914103e-11,1.5240372181766825e-11,3.175142662791601e-12,4.861536503099663e-13,4.861536503099663e-13,3.4273959637068385e-12
6.23290392145508e-11,0.1122453738811248,0.9,0.0,0.0,0.0,0.0,0.09999998324567785,4.291915912625661e-09,4.2306833798608e-09,2.9641641360879958e-09,2.965465543110413e-09,2.544990317015248e-09,2.568572668040822e-09,2.5683276935247856e-09,2.5673617372306154e-09,2.2896629003640466e-09,2.2896629003640466e-09,2.0726447819296082e-09,2.0735575523431633e-09,1.9045293678871767e-11,4.030851237826532e-11,1.7931519500736134e-11,3.723585210497927e-12,6.258392919225076e-13,6.258392919225076e-13,4.092904143696362e-12
6.95144855102477e-11,0.11224537409806173,0.9,0.0,0.0,0.0,0.0,0.0999999813141982,4.7868200132417205e-09,4.714353248767494e-09,3.3057963996145913e-09,3.3074146384526745e-09,2.8359200522591372e-09,2.8647679719050223e-09,2.8644715103300046e-09,2.8632707699986696e-09,2.5536208961238953e-09,2.5536208961238953e-09,2.311525732771146e-09,2.3126610833497924e-09,2.122312967059077e-11,4.89075438936544e-11,2.1858234490705577e-11,4.5193003879921375e-12,8.521459291046309e-13,8.521459291046309e-13,5.089680326711957e-12
7.669993180594461e-11,0.11224537431501588,0.9,0.0,0.0,0.0,0.0,0.09999997938271861,5.2817492043017206e-09,5.197407705367333e-09,3.6474113144814658e-09,3.649380766133585e-09,3.1264328009726622e-09,3.16098061210937e-09,3.1606277218031394e-09,3.159166821888999e-09,2.817578886785449e-09,2.817578886785449e-09,2.550394554158013e-09,2.5517767455306462e-09,2.3398194186868152e-11,5.8100213460746566e-11,2.608434485358977e-11,5.370273552117597e-12,1.123741078882167e-12,1.123741078882167e-12,6.19473431152534e-12
8.388537810164151e-11,0.11224537453198763,0.9,0.0,0.0,0.0,0.0,0.09999997745123902,5.776703484704558e-09,5.679894845684769e-09,3.989008881569282e-09,3.9913639023625736e-09,3.416549622146634e-09,3.457210587773195e-09,3.4567962974924284e-09,3.4550498933870388e-09,3.081536872348706e-09,3.081536872348706e-09,2.7892512467058666e-09,2.790904539392978e-09,2.557070382681991e-11,6.783823840046944e-11,3.059036568755856e-11,6.2720465975753294e-12,1.4435325481368214e-12,1.4435325481368214e-12,7.40801027290288e-12
9.107082439733842e-11,0.11224537474897718,0.9,0.0,0.0,0.0,0.0,0.09999997551975949,6.271682853349227e-09,6.1618589559554636e-09,4.3305891017586155e-09,4.333364024513402e-09,3.7062902289534267e-09,3.7534578980159165e-09,3.752977209225696e-09,3.750919984978188e-09,3.3454948528136686e-09,3.3454948528136686e-09,3.0280958110303036e-09,3.030044465442869e-09,2.774085803233558e-11,7.807716070135268e-11,3.535803974819182e-11,7.220507384567298e-12,1.8141991749446431e-12,1.8141991749446431e-12,8.729455827426337e-12
9.825627069303532e-11,0.11224537496598488,0.9,0.0,0.0,0.0,0.0,0.09999997358828,6.766687309134711e-09,6.6433406536626025e-09,4.672151975930037e-09,4.675381111096165e-09,3.995673021092242e-09,4.0497225419569556e-09,4.049170431025863e-09,4.0467770971478555e-09,3.6094528281803356e-09,3.6094528281803356e-09,3.2669282477469137e-09,3.269196524185276e-09,2.990883972326311e-11,8.877620543247744e-11,4.0370309204982396e-11,8.211877503085385e-12,2.2381989905191068e-12,2.2381989905191068e-12,1.0159021920857477e-11
9.999999999999999e-11,0.1122453751830109,0.9,0.0,0.0,0.0,0.0,0.0999999731195579,6.886816375687241e-09,6.760115844968154e-09,4.755038184610649e-09,4.758382716855585e-09,4.0658470497247175e-09,4.12162122443052e-09,4.121051020987972e-09,4.118572311229808e-09,3.673508870489891e-09,3.673508870489891e-09,3.3248851182218833e-09,3.3272346170185158e-09,3.0434646736605284e-11,9.143767542768559e-11,4.162171884602277e-11,8.458529312687952e-12,2.3493943021583675e-12,2.3493943021583675e-12,1.0522239596363683e-11
1.0544171698873223e-10,0.1122453751830109,0.9,0.0,0.0,0.0,0.0,0.09999997165680052,7.261716850960067e-09,7.124377340213393e-09,5.013697504964047e-09,5.0174151416385345e-09,4.284715222860541e-09,4.346004518715806e-09,4.345375938840183e-09,4.342621230381435e-09,3.8734107984487076e-09,3.8734107984487076e-09,3.5057485574712415e-09,3.5083607161241555e-09,3.207481733582014e-11,9.989782629919218e-11,4.561119126686153e-11,9.242671874372293e-12,2.7177960395451828e-12,2.7177960395451828e-12,1.169666243906255e-11
1.1262716328442913e-10,0.1122453754000556,0.9,0.0,0.0,0.0,0.0,0.0999999697253211,7.75677147772437e-09,7.605003297780726e-09,5.355225689741123e-09,5.3594660966648465e-09,4.573432907361405e-09,4.642303827411986e-09,4.641593710482258e-09,4.6384523851643124e-09,4.137368763618784e-09,4.137368763618784e-09,3.744556740818811e-09,3.7475370417624974e-09,3.423894525871174e-11,1.1140760842330091e-10,5.1065756829177036e-11,1.0309690262393605e-11,3.255066035285949e-12,3.255066035285949e-12,1.3342334129042884e-11
1.1981260958012603e-10,0.11224537561711903,0.9,0.0,0.0,0.0,0.0,0.09999996779384172,8.251851188326717e-09,8.085250061051028e-09,5.696736531141704e-09,5.701533957600402e-09,4.861841107643193e-09,4.9386204671650484e-09,4.937823725409622e-09,4.934270561981875e-09,4.4013267236905635e-09,4.4013267236905635e-09,3.9833527984051254e-09,3.986725501602428e-09,3.640136550763811e-11,1.232738951429994e-10,5.67200305633925e-11,1.1409984123146822e-11,3.851918376618502e-12,3.851918376618502e-12,1.5095996281051487e-11
1.2699805587582294e-10,0.1122453758342015,0.9,0.0,0.0,0.0,0.0,0.09999996586236236,8.746955981666243e-09,8.565146538545523e-09,6.038230030046196e-09,6.043618706739027e-09,5.149953854353682e-09,5.234954437094582e-09,5.234065964651164e-09,5.230075761319502e-09,4.6652846786640496e-09,4.6652846786640496e-09,4.222136730845659e-09,4.22592609614525e-09,3.856220827169915e-11,1.3546766621776769e-10,6.25609569492876e-11,1.2540845740496751e-11,4.510103358284453e-12,4.510103358284453e-12,1.695761062367522e-11
1.3418350217151984e-10,0.11224537605130312,0.9,0.0,0.0,0.0,0.0,0.09999996393088305,9.242085856642142e-09,9.044719435882561e-09,6.379706187334937e-09,6.3857203271287955e-09,5.437784308421774e-09,5.531305736320241e-09,5.530320410553925e-09,5.525867983662557e-09,4.9292426285392385e-09,4.9292426285392385e-09,4.460908538755842e-09,4.465138825891555e-09,4.072159381862812e-11,1.4796211291386876e-10,6.857628048515138e-11,1.3699770247798406e-11,5.231237371659853e-12,5.231237371659853e-12,1.8927140956654812e-11
1.4136894846721675e-10,0.11224537626842408,0.9,0.0,0.0,0.0,0.0,0.09999996199940378,9.73724081215367e-09,9.523993238151293e-09,6.7211650038882195e-09,6.727838802575768e-09,5.725344756653444e-09,5.82767436396173e-09,5.82658704679363e-09,5.821647229496382e-09,5.193200573316136e-09,5.193200573316136e-09,4.699668222751069e-09,4.7043636913412285e-09,4.287963241581225e-11,1.607326556991538e-10,7.475454957602274e-11,1.4884457162577573e-11,6.0168018821368564e-12,6.0168018821368564e-12,2.100455316511579e-11
1.4855439476291365e-10,0.11224537648556454,0.9,0.0,0.0,0.0,0.0,0.09999996006792455,1.02324208471001e-08,1.0002990366788266e-08,7.062606480586295e-09,7.069974117601305e-09,6.012646661173151e-09,6.124060319138791e-09,6.122865858280804e-09,6.117413499306316e-09,5.4571585129947375e-09,5.4571585129947375e-09,4.9384157834467125e-09,4.943600692993491e-09,4.50364250382718e-11,1.7375678675229491e-10,8.10850718829865e-11,1.6092796277348403e-11,6.868152790292866e-12,6.868152790292866e-12,2.3189815083054998e-11
1.5573984105861056e-10,0.11224537670272461,0.9,0.0,0.0,0.0,0.0,0.09999995813644534,1.0727625960380752e-08,1.0481731384322679e-08,7.404030618309364e-09,7.412126257385456e-09,6.299700725126878e-09,6.42046360097121e-09,6.419156831038281e-09,6.413166793577691e-09,5.7211164475750426e-09,5.7211164475750426e-09,5.177151221458104e-09,5.182849831346954e-09,4.7192064289980264e-11,1.8701386441865013e-10,8.755785488306317e-11,1.7322849229533028e-11,7.786532655642451e-12,7.786532655642451e-12,2.548289631438441e-11
1.6292528735430746e-10,0.11224537691990441,0.9,0.0,0.0,0.0,0.0,0.09999995620496618,1.1222856150894985e-08,1.0960235225097921e-08,7.745437417937602e-09,7.75429520770315e-09,6.586516966630104e-09,6.716884208578812e-09,6.715459952063162e-09,6.708907112795827e-09,5.985074377057054e-09,5.985074377057054e-09,5.415874537400561e-09,5.422111106899696e-09,4.934663543919113e-11,2.0048488159139847e-10,9.416353898644509e-11,1.8572828709471772e-11,8.773084487242551e-12,8.773084487242551e-12,2.788376803115249e-11
1.7011073365000437e-10,0.11224537713710411,0.9,0.0,0.0,0.0,0.0,0.09999995427348707,1.17181114175422e-08,1.1438519301641464e-08,8.086826880351121e-09,8.096480954891947e-09,6.873104756217153e-09,7.013322141081478e-09,7.011775209263196e-09,7.004634457446037e-09,6.249032301440771e-09,6.249032301440771e-09,5.6545857318893515e-09,5.661384520149283e-09,5.1500216900361946e-11,2.1415235892328063e-10,1.0089336339099948e-10,1.9841088781278846e-11,9.828858151221547e-12,9.828858151221547e-12,3.0392402877849446e-11
1.7729617994570127e-10,0.11224537735432377,0.9,0.0,0.0,0.0,0.0,0.09999995234200797,1.2213391759221831e-08,1.1916599653558939e-08,8.428199006430007e-09,8.438683485808802e-09,7.159472866789136e-09,7.309777397599116e-09,7.308102591367646e-09,7.300348828013626e-09,6.512990220726192e-09,6.512990220726192e-09,5.893284805539728e-09,5.900670071592816e-09,5.365288091368241e-11,2.2800019534210053e-10,1.0773912074224138e-10,2.1126111351803543e-11,1.0954819337139712e-11,1.0954819337139712e-11,3.3008774838992565e-11
1.8448162624139817e-10,0.11224537757156344,0.9,0.0,0.0,0.0,0.0,0.09999995041052892,1.2708697174833388e-08,1.2394490958189669e-08,8.769553797054266e-09,8.780902787822976e-09,7.445629481999427e-09,7.606249977251715e-09,7.604442087921001e-09,7.59605022498387e-09,6.7769481349133226e-09,6.7769481349133226e-09,6.131971758966891e-09,6.139967761726937e-09,5.580469358274847e-11,2.4201365736379606e-10,1.1469314913967823e-10,2.24265050822893e-11,1.2151850261608481e-11,1.2151850261608481e-11,3.5732859225933584e-11
1.9166707253709508e-10,0.11224537778882335,0.9,0.0,0.0,0.0,0.0,0.09999994847904992,1.3204027663276356e-08,1.2872206740140095e-08,9.110891253103918e-09,9.12313884875622e-09,7.731582265208451e-09,7.902739879159245e-09,7.90079368915749e-09,7.891738648842075e-09,7.040906044002155e-09,7.040906044002155e-09,6.370646592786044e-09,6.379277591047882e-09,5.795571579721948e-11,2.5617916876178917e-10,1.217482696520286e-10,2.3740986373001533e-11,1.3420762273461684e-11,1.3420762273461684e-11,3.8564632491393744e-11
1.9885251883279198e-10,0.11224537800610344,0.9,0.0,0.0,0.0,0.0,0.09999994654757093,1.3699383223450369e-08,1.3349759323715933e-08,9.452211375458847e-09,9.4653916568919e-09,8.017338349381642e-09,8.19924710244182e-09,8.19715738602972e-09,8.187414100073476e-09,7.304863947992695e-09,7.304863947992695e-09,6.6093093076123025e-09,6.618599560051471e-09,6.010600305220562e-11,2.7048435828680836e-10,1.2889779500843858e-10,2.5068383580804163e-11,1.4762293037875765e-11,1.4762293037875765e-11,4.150407226764531e-11
2.0603796512848889e-10,0.11224537822340384,0.9,0.0,0.0,0.0,0.0,0.09999994461609199,1.4194763854254922e-08,1.382716016340545e-08,9.793514164999034e-09,9.807661200880911e-09,8.302904445295257e-09,8.495771646219445e-09,8.49353317001062e-09,8.48307657916338e-09,7.568821846884939e-09,7.568821846884939e-09,6.847959904060843e-09,6.857933669233219e-09,6.225560698288164e-11,2.849177278469707e-10,1.361354316060796e-10,2.6407606996126013e-11,1.617712644010533e-11,1.617712644010533e-11,4.4551157073873116e-11
2.132234114241858e-10,0.11224537844072462,0.9,0.0,0.0,0.0,0.0,0.0999999426846131,1.469016955458965e-08,1.4304419723808963e-08,1.0134799622604338e-08,1.0149947469770818e-08,8.588286808473659e-09,8.792313509612268e-09,8.789921033165642e-09,8.77872608659705e-09,7.83277974067889e-09,7.83277974067889e-09,7.086598382746762e-09,7.0972799190882685e-09,6.440457468572828e-11,2.994687731848685e-10,1.4345530892648902e-10,2.775765964255809e-11,1.7665885403077902e-11,1.7665885403077902e-11,4.7705866418093556e-11
2.204088577198827e-10,0.11224537865806582,0.9,0.0,0.0,0.0,0.0,0.09999994075313422,1.51856003233543e-08,1.4781547579332395e-08,1.0476067749154534e-08,1.049225045297467e-08,8.873491275175111e-09,9.0888726917405e-09,9.086320968093065e-09,9.074362622859704e-09,8.096737629374549e-09,8.096737629374549e-09,7.32522474428509e-09,7.336638310111442e-09,6.655294919912526e-11,3.1412788376307957e-10,1.5085194667737009e-10,2.911762812646635e-11,1.9229137941414543e-11,1.9229137941414543e-11,5.096818070621554e-11
2.275943040155796e-10,0.11224537887542754,0.9,0.0,0.0,0.0,0.0,0.09999993882165539,1.5681056159448696e-08,1.5258552487968167e-08,1.0817318545529294e-08,1.0834570140246566e-08,9.158523290646304e-09,9.385449191724462e-09,9.382732967879703e-09,9.369986188436527e-09,8.360695512971911e-09,8.360695512971911e-09,7.5638389892908e-09,7.576008842797253e-09,6.870077008831939e-11,3.2888626844260127e-10,1.5832022887495782e-10,3.048667582005858e-11,2.086740166586441e-11,2.086740166586441e-11,5.433808117337698e-11
2.347797503112765e-10,0.11224537909280978,0.9,0.0,0.0,0.0,0.0,0.09999993689017661,1.6176537061772595e-08,1.5735442576211163e-08,1.1158552012608364e-08,1.117690652162644e-08,9.443387972507627e-09,9.682043008684401e-09,9.679157025990136e-09,9.665596783812745e-09,8.624653391470982e-09,8.624653391470982e-09,7.802441118378892e-09,7.815391517639969e-09,7.084807411583723e-11,3.4373577000715415e-10,1.6585534621990232e-10,3.18640259652033e-11,2.258115497358813e-11,2.258115497358813e-11,5.7815549717637165e-11
2.419651966069734e-10,0.11224537931021263,0.9,0.0,0.0,0.0,0.0,0.09999993495869787,1.6672043029225842e-08,1.62122252805508e-08,1.1499768151271378e-08,1.1519259587452954e-08,9.728090096360058e-09,9.978654141740679e-09,9.975593136302324e-09,9.961194409473564e-09,8.888611264871761e-09,8.888611264871761e-09,8.041031132164323e-09,8.054786335133591e-09,7.299489437478322e-11,3.586689245022506e-10,1.7345280871029006e-10,3.324896696995378e-11,2.437083351879452e-11,2.437083351879452e-11,6.140056894888634e-11
2.4915064290267026e-10,0.11224537952763607,0.9,0.0,0.0,0.0,0.0,0.09999993302721914,1.716757406070813e-08,1.668890753109425e-08,1.1840966962398098e-08,1.186162932830689e-08,1.0012634160490568e-08,1.0275282590013525e-08,1.0272041292997068e-08,1.025677906590425e-08,9.152569133174246e-09,9.152569133174246e-09,8.279609031262103e-09,8.294193295771906e-09,7.514126173905926e-11,3.7367877627221595e-10,1.8110838671615578e-10,3.464083547885732e-11,2.623684141915185e-11,2.623684141915185e-11,6.509312202123147e-11
2.5633608919836714e-10,0.11224537974508021,0.9,0.0,0.0,0.0,0.0,0.09999993109574047,1.7663130155119505e-08,1.716549554283343e-08,1.2182148446867975e-08,1.2204015735067771e-08,1.0297024321746839e-08,1.0571928352623481e-08,1.0568501490682601e-08,1.0552350753589922e-08,9.416526996378434e-09,9.416526996378434e-09,8.518174816287049e-09,8.533612400048421e-09,7.72872053547097e-11,3.88759086077335e-10,1.88818168697692e-10,3.603903525102012e-11,2.817953872813217e-11,2.817953872813217e-11,6.889319281522624e-11
2.63521535494064e-10,0.11224537996254506,0.9,0.0,0.0,0.0,0.0,0.09999992916426184,1.8158711311359956e-08,1.764199507604144e-08,1.252331260556053e-08,1.2546418798835776e-08,1.0581264484665839e-08,1.0868591428691026e-08,1.0864973724240045e-08,1.0847909473015749e-08,9.680484854484334e-09,9.680484854484334e-09,8.756728487854017e-09,8.773043648456443e-09,7.943275090756136e-11,4.0390407258423823e-10,1.965784801428354e-10,3.7443013517995973e-11,3.019925708910862e-11,3.019925708910862e-11,7.280076570439233e-11
2.707069817897609e-10,0.11224538018003066,0.9,0.0,0.0,0.0,0.0,0.09999992723278323,1.865431752832937e-08,1.8118411463741565e-08,1.2864459439355304e-08,1.2888838510920521e-08,1.0865358314450938e-08,1.1165271817336602e-08,1.1161457988807173e-08,1.1143455224666937e-08,9.944442707491937e-09,9.944442707491937e-09,8.995270046577884e-09,9.012487041489088e-09,8.157792047371493e-11,4.19108385062653e-10,2.043858714795859e-10,3.8852258423619495e-11,3.2296301417243864e-11,3.2296301417243864e-11,7.681582552785564e-11
2.778924280854578e-10,0.11224538039753701,0.9,0.0,0.0,0.0,0.0,0.09999992530130467,1.914994880492763e-08,1.8594749643513183e-08,1.320558894913187e-08,1.3231274862827232e-08,1.1149309253021417e-08,1.1461969517680644e-08,1.1457954279756211e-08,1.1438988009028713e-08,1.0208400555401248e-08,1.0208400555401248e-08,9.233799493073538e-09,9.251942579639309e-09,8.372273798624714e-11,4.343670661349203e-10,2.1223710322414606e-10,4.0266295554691797e-11,3.4470952185026414e-11,3.4470952185026414e-11,8.093835755438885e-11
2.882990615118166e-10,0.11224538071258687,0.9,0.0,0.0,0.0,0.0,0.09999992250395735,1.9867812667877418e-08,1.9284497377554026e-08,1.3699613805910021e-08,1.3727252606914683e-08,1.1560306612357432e-08,1.1891705487298619e-08,1.1887389172032394e-08,1.1866983159140693e-08,1.0590688917906912e-08,1.0590688917906912e-08,9.579238609487994e-09,9.598765954518469e-09,8.682848203665311e-11,4.565534503645505e-10,2.236796281516358e-10,4.232186465502573e-11,3.77585811298622e-11,3.77585811298622e-11,8.709950395729754e-11
2.987056949381754e-10,0.11224538102768047,0.9,0.0,0.0,0.0,0.0,0.09999991970661012,2.0585729089087477e-08,1.997410260522098e-08,1.4193602329151425e-08,1.4223265212102775e-08,1.197101986207817e-08,1.2321477764611981e-08,1.2316849268813635e-08,1.2294951112162577e-08,1.0972977269718633e-08,1.0972977269718633e-08,9.924652323014427e-09,9.945614806959514e-09,8.993358222730334e-11,4.788322610430472e-10,2.3519941025251925e-10,4.438541317950035e-11,4.121019615044703e-11,4.121019615044703e-11,9.348600749257174e-11
3.091123283645342e-10,0.11224538134281777,0.9,0.0,0.0,0.0,0.0,0.09999991690926295,2.130369806521691e-08,2.0663576069422204e-08,1.4687554521527064e-08,1.4719312654655113e-08,1.2381457100969752e-08,1.2751286346949732e-08,1.2746334558592873e-08,1.2722891869568e-08,1.1355265610836415e-08,1.1355265610836415e-08,1.0270040635520069e-08,1.0292489138457916e-08,9.303808792808681e-11,5.011927159038989e-10,2.4678882300692964e-10,4.6455905680319065e-11,4.482638416467515e-11,4.482638416467515e-11,1.000978280286176e-10
3.19518961790893e-10,0.11224538165799891,0.9,0.0,0.0,0.0,0.0,0.09999991411191587,2.2021719592924757e-08,2.1352927358518622e-08,1.5181470385707877e-08,1.5215394911462774e-08,1.2791625714784146e-08,1.31811312316409e-08,1.317584503055125e-08,1.3150805432830657e-08,1.173755394126026e-08,1.173755394126026e-08,1.0615403548872139e-08,1.063938895050852e-08,9.61420481692051e-11,5.236251868799566e-10,2.584409136628397e-10,4.853241730045689e-11,4.8607660138562925e-11,4.8607660138562925e-11,1.0693492674824651e-10
3.299255952172518e-10,0.11224538197322388,0.9,0.0,0.0,0.0,0.0,0.09999991131456885,2.273979366887019e-08,2.2042164996513857e-08,1.5675349924364678e-08,1.571151196000557e-08,1.320153242120339e-08,1.3611012416014663e-08,1.3605380674515722e-08,1.3578691803424241e-08,1.2119842260990157e-08,1.2119842260990157e-08,1.0960741064937741e-08,1.098631424460556e-08,9.924549285406972e-11,5.461211287429692e-10,2.701493607288954e-10,5.061412684312029e-11,5.255447159836909e-11,5.255447159836909e-11,1.1399726606799371e-10
3.403322286436106e-10,0.11224538228849273,0.9,0.0,0.0,0.0,0.0,0.09999990851722193,2.345792028971253e-08,2.273129651768475e-08,1.6169193140168087e-08,1.6207663778305508e-08,1.3611183323629945e-08,1.4040929897400382e-08,1.4034941480900354e-08,1.40065509828224e-08,1.250213057002612e-08,1.250213057002612e-08,1.1306053185583879e-08,1.1333265022242688e-08,1.0234845680513812e-10,5.686729804858751e-10,2.8190842349138373e-10,5.270030734296494e-11,5.6667204798673046e-11,5.6667204798673046e-11,1.212848095329873e-10
3.507388620699694e-10,0.11224538260380555,0.9,0.0,0.0,0.0,0.0,0.09999990571987509,2.4176099452111366e-08,2.3420328545240607e-08,1.6663000035788477e-08,1.670385034488763e-08,1.4020583956474382e-08,1.4470883673127672e-08,1.4464527440659447e-08,1.4434382972498706e-08,1.2884418868368141e-08,1.2884418868368141e-08,1.1651339912677347e-08,1.1680241284912987e-08,1.0545097997688712e-10,5.912740864974869e-10,2.937128993897576e-10,5.479031850293433e-11,6.094618966144947e-11,6.094618966144947e-11,1.287975217311717e-10
3.611454954963282e-10,0.1122453829191623,0.9,0.0,0.0,0.0,0.0,0.0999999029225283,2.4894331152726467e-08,2.41092669432734e-08,1.7156770613895998e-08,1.720007163872876e-08,1.4429739344153586e-08,1.4900873740526354e-08,1.4894138545214457e-08,1.4862187773926674e-08,1.3266707156016223e-08,1.3266707156016223e-08,1.199660124808481e-08,1.202724303410902e-08,1.0855307807593038e-10,6.139185740651449e-10,3.0555806903109663e-10,5.688359515899194e-11,6.539170734991996e-11,6.539170734991996e-11,1.36535368168962e-10
3.71552128922687e-10,0.11224538323456305,0.9,0.0,0.0,0.0,0.0,0.09999990012518162,2.561261538821782e-08,2.4798116894937923e-08,1.7650504877160613e-08,1.7696327639211283e-08,1.4838654054249752e-08,1.5330900096926455e-08,1.53237747863897e-08,1.528996538857978e-08,1.3648995432970364e-08,1.3648995432970364e-08,1.2341837193672791e-08,1.2374270271322848e-08,1.1165477232070727e-10,6.36601245499216e-10,3.174396465771973e-10,5.897963710262084e-11,7.000399694621554e-11,7.000399694621554e-11,1.444983151606968e-10
3.819587623490458e-10,0.11224538355000778,0.9,0.0,0.0,0.0,0.0,0.09999989732783501,2.6330952155245536e-08,2.5486882978209393e-08,1.8144202828252104e-08,1.8192618326084107e-08,1.5247332242430455e-08,1.5760962739658163e-08,1.5753436156361685e-08,1.5717715817931477e-08,1.403128369923057e-08,1.403128369923057e-08,1.2687047751307697e-08,1.2721322998046068e-08,1.1475609867909033e-10,6.593174931884668e-10,3.2935373765170447e-10,6.107800100649448e-11,7.478326073750482e-11,7.478326073750482e-11,1.526863297389565e-10
3.923653957754046e-10,0.11224538386549651,0.9,0.0,0.0,0.0,0.0,0.09999989453048846,2.7049341450469915e-08,2.6175569271285877e-08,1.8637864469840064e-08,1.8688943679431542e-08,1.5655777688309524e-08,1.619106166605187e-08,1.6183122647622994e-08,1.6145439063455143e-08,1.4413571954796835e-08,1.4413571954796835e-08,1.3032232922855783e-08,1.3068401215769808e-08,1.17857063144254e-10,6.820632389579071e-10,3.412968055384462e-10,6.317829459268696e-11,7.972966801974357e-11,7.972966801974357e-11,1.6109937958737268e-10
4.027720292017634e-10,0.11224538418102926,0.9,0.0,0.0,0.0,0.0,0.09999989173314201,2.7767783270551433e-08,2.686417937385629e-08,1.9131489804593885e-08,1.9185303679644844e-08,1.606399382818361e-08,1.6621196873438164e-08,1.66128342529499e-08,1.657313512662416e-08,1.4795860199669162e-08,1.4795860199669162e-08,1.3377392710183186e-08,1.3415504925984779e-08,1.2095767486886987e-10,7.048348796989284e-10,3.532656402954554e-10,6.528017139964047e-11,8.484335850851536e-11,8.484335850851536e-11,1.69737432979883e-10
4.131786626281222e-10,0.11224538449660608,0.9,0.0,0.0,0.0,0.0,0.09999988893579564,2.848627761215075e-08,2.755271643713238e-08,1.9625078835182775e-08,1.968169830739476e-08,1.6471983786668937e-08,1.7051368359147842e-08,1.7042570965370088e-08,1.7000804008911827e-08,1.517814843384755e-08,1.517814843384755e-08,1.3722527115155884e-08,1.3762634130181258e-08,1.240579703481814e-10,7.276292331865474e-10,3.652573289494875e-10,6.738332559228128e-11,9.012444572515168e-11,9.012444572515168e-11,1.7860045872099658e-10
4.339919294808398e-10,0.11224538512789178,0.9,0.0,0.0,0.0,0.0,0.0999998833411031,2.992342384654638e-08,2.892958238708201e-08,2.0612147994541485e-08,2.067459136943473e-08,1.728729627209265e-08,1.7911820154861456e-08,1.7902119684681066e-08,1.785606023673613e-08,1.5942724870122517e-08,1.5942724870122517e-08,1.4412719785500452e-08,1.445696902647783e-08,1.302576133905835e-10,7.73275157151481e-10,3.8929893835457835e-10,7.159241754903477e-11,1.0118915197196751e-10,1.0118915197196751e-10,1.9700130479293006e-10
4.516760764797909e-10,0.11224538566440684,0.9,0.0,0.0,0.0,0.0,0.09999987858753123,3.1144670887275634e-08,3.00992399593709e-08,2.1450704562886146e-08,2.151831901289235e-08,1.7979345297420643e-08,1.86430234273818e-08,1.8632520503268415e-08,1.8582649632279952e-08,1.6592352892821226e-08,1.6592352892821226e-08,1.4999067358238833e-08,1.504699598085533e-08,1.3552425073155703e-10,8.121071835682091e-10,4.097759833810078e-10,7.517053501862651e-11,1.1111716155532234e-10,1.1111716155532234e-10,2.133425662276671e-10
4.693602234787419e-10,0.11224538620104908,0.9,0.0,0.0,0.0,0.0,0.09999987383395958,3.236606954756347e-08,3.1268717283065586e-08,2.2289156332958142e-08,2.2362146395826244e-08,1.86707737996823e-08,1.9374331423552603e-08,1.9362993735703325e-08,1.9309160558370775e-08,1.7241980884639364e-08,1.7241980884639364e-08,1.558534166040256e-08,1.5637096573673022e-08,1.4079011917322926e-10,8.509740547216385e-10,4.3028884148145884e-10,7.874939442247762e-11,1.2152932509827478e-10,1.2152932509827478e-10,2.3033306674157517e-10
4.87044370477693e-10,0.1122453867378185,0.9,0.0,0.0,0.0,0.0,0.09999986908038816,3.358761981102897e-08,3.243802191388364e-08,2.312750331784954e-08,2.320607342937105e-08,1.9361590517166213e-08,2.010574413028172e-08,2.009353935264537e-08,2.0035593022236925e-08,1.789160884557693e-08,1.789160884557693e-08,1.617154270114408e-08,1.6227270812232526e-08,1.460551511066255e-10,8.898683045418392e-10,4.5082952404054223e-10,8.232828368968746e-11,1.3242569386377182e-10,1.3242569386377182e-10,2.4797266410682423e-10
