Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20)
3.4806574026664995e-12,0.11224537210502139,0.9,0.0,0.0,0.0,0.0,0.09999999906438188,2.3962483943521023e-10,2.3838468493843004e-10,1.6556303805261624e-10,1.6556711732091034e-10,1.4331771774949473e-10,1.434020236826132e-10,1.4339542203438783e-10,1.4339562677046948e-10,1.2786227502316926e-10,1.2786227502316926e-10,1.1576732710369423e-10,1.157701795042743e-10,1.0689486774750939e-12,1.56643578494701e-13,6.67436463634145e-14,1.4424281284540676e-14,1.091975563366701e-14,1.3496346100666808e-16,1.3914018327924792e-14,8.672151125665151e-15,1.0762283661432052e-15,3.0196413326579864e-15,2.265147490798185e-16,7.408894044487263e-18,2.821660871968262e-18,4.94447538788842e-18,3.6779986414818035e-18,4.9423590455992194e-18,3.480519335836986e-23,1.8889479587873414e-15
4.2752905878302304e-12,0.11224537212899846,0.9,0.0,0.0,0.0,0.0,0.09999999885078051,2.9433195185376434e-10,2.927608814894892e-10,2.033604673736327e-10,2.0336661593811136e-10,1.7601415572144808e-10,1.7614093772194273e-10,1.761320884344443e-10,1.7613238525050577e-10,1.5705319918706194e-10,1.5705319918706194e-10,1.4219657980726612e-10,1.4220087939409416e-10,1.3137746996409261e-12,2.3533065435968575e-13,1.0033704134739468e-13,2.1671451190792145e-14,1.6060258825326762e-14,2.4682083773983934e-16,2.0967663762555258e-14,1.3087078793501247e-14,1.6218794480750517e-15,4.470094225882409e-15,4.096514538919858e-16,9.105052849410911e-18,3.4865467541328744e-18,6.076334042842839e-18,4.520087454161223e-18,6.07419340152123e-18,5.250758742321204e-23,2.320194286947825e-15
5.0699237729939614e-12,0.11224537215297581,0.9,0.0,0.0,0.0,0.0,0.09999999863717914,3.490393712509232e-10,3.4712024756824266e-10,2.4115768442259257e-10,2.4116632637250587e-10,2.087021484388112e-10,2.0887995207237055e-10,2.0886858370609992e-10,2.088689849203971e-10,1.8624412328860226e-10,1.8624412328860226e-10,1.6862568409913344e-10,1.6863172758287138e-10,1.5585249320732458e-12,3.297115222159629e-13,1.4066905690504218e-13,3.036479284840669e-14,2.2232091494387812e-14,4.0717261175642646e-16,2.94662214059006e-14,1.84091531248231e-14,2.2793408131006315e-15,6.172755318207785e-15,6.6848954786764e-16,1.0801221164039181e-17,4.164404245008122e-18,7.208199035098598e-18,5.362180987726582e-18,7.206031220033564e-18,7.384686760765348e-23,2.7514406141856615e-15
6.659190143321423e-12,0.11224537220093143,0.9,0.0,0.0,0.0,0.0,0.09999999820997639,4.5845513097492826e-10,4.5578902150127606e-10,3.167514817091688e-10,3.167663824938451e-10,2.7405299604502085e-10,2.7435828170069597e-10,2.7434106802918213e-10,2.743417078324987e-10,2.44625971304626e-10,2.44625971304626e-10,2.2148344745112862e-10,2.2149386885416543e-10,2.0478004287964145e-12,5.650204016244407e-13,2.413677324060714e-13,5.204166695109303e-14,3.774246481908444e-14,9.051649298396585e-16,5.0797515181207984e-14,3.1773723199017886e-14,3.929695391621807e-15,1.0285255361468159e-14,1.4552121547726933e-15,1.4193586322219153e-17,5.568730439197585e-18,9.471948025553768e-18,7.046382217414997e-18,9.469717244627019e-18,1.2743611873381033e-22,3.613933265893397e-15
8.248456513648884e-12,0.1122453722488881,0.9,0.0,0.0,0.0,0.0,0.09999999778277364,5.678721185938599e-10,5.643921530597161e-10,3.9234442992286225e-10,3.923672852561322e-10,3.393706866322812e-10,3.398370125549519e-10,3.3981288993349777e-10,3.398137955127882e-10,3.0300781907124086e-10,3.0300781907124086e-10,2.7434061716703226e-10,2.7435660331137074e-10,2.5367803297363803e-12,8.614216606442324e-13,3.684495612123128e-13,7.935099413835127e-14,5.760456978424324e-14,1.6973261630235954e-15,7.79066978732235e-14,4.8763670230898363e-14,6.0272942225986895e-15,1.5253960556906404e-14,2.6742033146410495e-15,1.758598951861256e-17,7.055838230324157e-18,1.1735722346412728e-17,8.730602330330938e-18,1.17334171189443e-17,1.955730155183654e-22,4.476425913910549e-15
9.837722883976346e-12,0.11224537229684597,0.9,0.0,0.0,0.0,0.0,0.0999999973555709,6.772903340946223e-10,6.729308284621032e-10,4.679365290740707e-10,4.679690342139285e-10,4.046556625750217e-10,4.0531614462215495e-10,4.052840635328309e-10,4.052852479670932e-10,3.6138966658844696e-10,3.6138966658844696e-10,3.2719719325411334e-10,3.2721993094793743e-10,3.0254699766417108e-12,1.2177267690107976e-12,5.215093972767996e-13,1.1218520336047831e-13,8.197000731442962e-14,2.8544444172214247e-15,1.1079252660219158e-13,6.937672691062003e-14,8.572139891993508e-15,2.0980897882948133e-14,4.4085661006268325e-15,2.0978430752811783e-17,8.648672275776139e-18,1.399952198433606e-17,1.0414841326264377e-17,1.3997130842531884e-17,2.7825764187113666e-22,5.338918558237123e-15
1e-11,0.1122453723927652,0.9,0.0,0.0,0.0,0.0,0.09999999731195,6.88462899363837e-10,6.840099332782483e-10,4.756550538902543e-10,4.756886397247949e-10,4.1131996910014733e-10,4.1200212300002496e-10,4.1196917064763573e-10,4.1197038387680147e-10,3.673509314826194e-10,3.673509314826194e-10,3.325942492835476e-10,3.3261774314371067e-10,3.075353057836e-12,1.2574353240141054e-12,5.385847286318791e-13,1.1584475212850203e-13,8.471630239745021e-14,2.9957373629789483e-15,1.1447542861243952e-13,7.16852673382165e-14,8.857154899169827e-15,2.1605413646624268e-14,4.617129768233634e-15,2.1324828934698922e-17,8.818194720006532e-18,1.4230675896925824e-17,1.0586816987885074e-17,1.422827533778399e-17,2.875189824912837e-22,5.426986122741157e-15
1.3016255624631268e-11,0.1122453723927652,0.9,0.0,0.0,0.0,0.0,0.09999999650116541,8.961304486956603e-10,8.89819239156128e-10,6.191181802260475e-10,6.191750690346195e-10,5.35129135614387e-10,5.362756123465131e-10,5.362245078785248e-10,5.362262472178492e-10,4.781533608746326e-10,4.781533608746326e-10,4.3290856456768447e-10,4.3294836573705194e-10,4.0019984500298084e-12,2.1056115606535964e-12,9.040372240258617e-13,1.9402627713974106e-13,1.4471761200283098e-13,6.528003897051657e-15,1.9388947068214375e-13,1.214636942122659e-13,1.500358361848848e-14,3.441372849962058e-14,9.67425614517622e-15,2.7763427333202553e-17,1.2246087481337157e-17,1.8527197161021707e-17,1.3783375966481344e-17,1.8524599835840555e-17,4.872704686380431e-22,7.063903835818521e-15
1.5876935091220698e-11,0.1122453724790966,0.9,0.0,0.0,0.0,0.0,0.09999999573220048,1.0930907510739561e-09,1.0848093962810254e-09,7.551787625641294e-10,7.552633901666801e-10,6.52447527206846e-10,6.541405053232866e-10,6.540687938903523e-10,6.540709741227448e-10,5.832406848792214e-10,5.832406848792214e-10,5.28046768605739e-10,5.281059856638383e-10,4.8799310663038995e-12,3.09853005121699e-12,1.333353879404317e-12,2.855771973146949e-13,2.1784567901036054e-13,1.1740930658463036e-14,2.8842124117546795e-13,1.8071187856133448e-13,2.232149558449816e-14,4.836946399625304e-14,1.67925620777953e-14,3.387005434117159e-17,1.6082860252284195e-17,2.2602191278764904e-17,1.681512172078439e-17,2.2599369290061916e-17,7.251361703742479e-22,8.616390573019987e-15
1.873761455781013e-11,0.11224537256543195,0.9,0.0,0.0,0.0,0.0,0.09999999496323554,1.2900550316051545e-09,1.2796074871667359e-09,8.912365940873265e-10,8.913544465596355e-10,7.6966625427036e-10,7.720066980389666e-10,7.719111249686196e-10,7.719136429765147e-10,6.883280080757255e-10,6.883280080757255e-10,6.231830493895697e-10,6.232655274044462e-10,5.756998785459316e-12,4.268732763130669e-12,1.8410361253695597e-12,3.935055397317401e-13,3.074071564479927e-13,1.9138159903402106e-14,4.0165163413193395e-13,2.516667756728289e-13,3.10885307805046e-14,6.375225814569031e-14,2.645397890403155e-14,3.9976804585911405e-17,2.0635330533804833e-17,2.6677267231759434e-17,1.98469286532792e-17,2.6674183609319134e-17,1.0101379267971737e-21,1.016887729826396e-14
2.159829402439956e-11,0.11224537265177127,0.9,0.0,0.0,0.0,0.0,0.09999999419427061,1.4870232902198897e-09,1.474219407260223e-09,1.0272916748511265e-09,1.0274482359157165e-09,8.867875686784241e-10,8.898741904220953e-10,8.897515377032134e-10,8.897542538097329e-10,7.934153304641448e-10,7.934153304641448e-10,7.183174069579671e-10,7.184269909273187e-10,6.63322815573306e-12,5.610312879395133e-12,2.4250181089590997e-12,5.17275110773367e-13,4.1396849735801077e-13,2.907216248450084e-14,5.335743519081376e-13,3.3431702798957203e-13,4.130470517588649e-14,8.029624493950862e-14,3.888399365755627e-14,4.608367806526791e-17,2.6050785168798737e-17,3.0752424951193837e-17,2.2878796762958757e-17,3.07490427911417e-17,1.3422762561512486e-21,1.1721364011550437e-14
2.445897349098899e-11,0.1122453727381147,0.9,0.0,0.0,0.0,0.0,0.0999999934253057,1.6839955268487712e-09,1.6686508546792665e-09,1.1633440049110382e-09,1.1635447559889737e-09,1.0038136620258675e-09,1.0077429824011832e-09,1.007590061036262e-09,1.0075928066529836e-09,8.985026520444797e-10,8.985026520444797e-10,8.134498413497363e-10,8.135903762014485e-10,7.508644836752602e-12,7.1175613325042695e-12,3.0832883159678446e-12,6.563672305300245e-13,5.380414422466535e-13,4.188378363732709e-14,6.841832670561195e-13,4.2865162837587047e-13,5.2970034750392823e-14,9.778675685033961e-14,5.4264659978522e-14,5.219067477708564e-17,3.2480457945461696e-17,3.482766436980846e-17,2.5910726048832963e-17,3.482394683305545e-17,1.721551677018536e-21,1.3273850712879411e-14
2.731965295757842e-11,0.11224537282446219,0.9,0.0,0.0,0.0,0.0,0.09999999265634078,1.8809717414223456e-09,1.8629073393524316e-09,1.2993935843226193e-09,1.299644004583142e-09,1.12074666805381e-09,1.1256130739046941e-09,1.1254267178824627e-09,1.1254293015368808e-09,1.0035899728167296e-09,1.0035899728167296e-09,9.085803526037163e-10,9.087556831962328e-10,8.383273640696661e-12,8.784957645243501e-12,3.8138874144770115e-12,8.102799373854731e-13,6.800926251331674e-13,5.79027720414894e-14,8.534724144326487e-13,5.34659903708406e-13,6.608453548406382e-14,1.1604960628938665e-13,7.274369095525787e-14,5.82977947192074e-17,4.007897423669154e-17,3.8902985421831567e-17,2.8942716509924824e-17,3.889889573258546e-17,2.1479647079904328e-21,1.4826337402250884e-14
