Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348)
4.317757086356773e-10,0.11224538508293265,0.9,0.0,0.0,0.0,0.0,0.09999988393647122,2.9770383932272375e-08,2.8655906169160545e-08,2.0507052581153745e-08,2.0561497511892825e-08,1.720052268845987e-08,1.7803676161274548e-08,1.77672867840563e-08,1.776499673210051e-08,1.5861307820089902e-08,1.5872506549631296e-08,1.433923458038034e-08,1.4379429382196756e-08,1.2901684925652307e-10,7.655349281461964e-10,3.8673571706886685e-10,7.114410013251375e-11,2.707985025430963e-10,9.997908693473285e-11,2.113483465497119e-10,1.3066608083395128e-10,1.651457206902242e-11,3.1647035170886888e-12,4.0043285310755795e-11,9.229899130278204e-16,9.09641380873094e-14,6.156743106547629e-16,4.58121234980771e-16,6.154842883417584e-16,5.371486190338555e-19,3.076610818468657e-18,2.672777177537641e-13,3.333471030641525e-14,1.2319052927487047e-16,7.363684708865082e-12,2.282477237138327e-19,1.624852588136408e-16,3.567364658535414e-12
4.4732738922756913e-10,0.11224538555636501,0.9,0.0,0.0,0.0,0.0,0.09999987975609285,3.08443404888141e-08,2.9675329610459906e-08,2.1244507942304527e-08,2.130292671464053e-08,1.780922222015605e-08,1.8445477777264022e-08,1.840643901076319e-08,1.840398218786227e-08,1.6432599289860753e-08,1.6444612342632048e-08,1.4854888793617558e-08,1.4898029582134427e-08,1.3360672697056764e-10,7.994301454249735e-10,4.047368655311295e-10,7.429054977380476e-11,2.920009015507783e-10,1.0863089641675972e-10,2.2680609223432955e-10,1.4018969646365132e-10,1.7725991089935686e-11,3.2823761268304455e-12,4.307554129619807e-11,9.562871585292307e-16,1.0075447728392902e-13,6.378754227119979e-16,4.746439264482946e-16,6.376722945712134e-16,5.765518247624302e-19,3.1512177892002533e-18,2.7962193844240144e-13,3.7268920297674505e-14,1.2763270665382073e-16,7.903902033545825e-12,2.449928843696209e-19,1.683454915977685e-16,3.8290939519307244e-12
4.6287906981946096e-10,0.11224538602995338,0.9,0.0,0.0,0.0,0.0,0.09999987557571371,3.1918414306243056e-08,3.069429241290649e-08,2.1981882258731458e-08,2.2044413938108714e-08,1.841744005404677e-08,1.9087317487399337e-08,1.904553582549515e-08,1.9042906956474098e-08,1.7003890725203357e-08,1.7016746811973312e-08,1.537048634640025e-08,1.5416677178736424e-08,1.38194531223519e-10,8.333432427656068e-10,4.227673671802352e-10,7.743772429743117e-11,3.1402027929962367e-10,1.176571155333291e-10,2.42807550358349e-10,1.5004612514938406e-10,1.8980308430513658e-11,3.400038583973297e-12,4.6218482425384505e-11,9.8958803748611e-16,1.1117187469378644e-13,6.600782705758343e-16,4.911681270087059e-16,6.598616168766354e-16,6.173503913208832e-19,3.22870040095887e-18,2.92267004523274e-13,4.15053423259455e-14,1.3207523165632898e-16,8.463254940319338e-12,2.6233120398512325e-19,1.7420626015770114e-16,4.10009604512891e-12
4.784307504113528e-10,0.1122453865036977,0.9,0.0,0.0,0.0,0.0,0.09999987139533383,3.299260537341806e-08,3.171280015372142e-08,2.2719175539371992e-08,2.2785959120100904e-08,1.9025182417497565e-08,1.9729195280230845e-08,1.9684577192474153e-08,1.968177104285285e-08,1.7575182126117662e-08,1.7588909971422092e-08,1.5886027244952624e-08,1.5935372166239788e-08,1.4278028599774215e-10,8.672688187444476e-10,4.408215160690446e-10,8.058510826978099e-11,3.368565076704822e-10,1.270577989997277e-10,2.593525813278298e-10,1.60235217405074e-10,2.0277526636528222e-11,3.5176908821234143e-12,4.947209910499892e-11,1.0228925476573822e-15,1.2222866722425793e-13,6.822828513738723e-16,5.076938353620609e-16,6.820522525182103e-16,6.595444013356414e-19,3.309056533903668e-18,3.052243063191157e-13,4.6055400387906696e-14,1.3651810391014901e-16,9.041744919616053e-12,2.802627286835606e-19,1.8006756404269536e-16,4.380371784923067e-12
4.939824310032446e-10,0.11224538697759792,0.9,0.0,0.0,0.0,0.0,0.09999986721495312,3.406691367919883e-08,3.2730857498991855e-08,2.3456387793163868e-08,2.3527562199161083e-08,1.9632454736350374e-08,2.037111114431066e-08,2.0323563076503894e-08,2.0320574451915126e-08,1.8146473492603642e-08,1.8161101834741575e-08,1.640151149549819e-08,1.6454114538878513e-08,1.473640134840733e-10,9.012023826260736e-10,4.588943751073488e-10,8.37322743146566e-11,3.605094046894276e-10,1.3683294540169464e-10,2.764410468507427e-10,1.7075682541872907e-10,2.1617648252986083e-11,3.6353329540273563e-12,5.2836381787207956e-11,1.0562006906725532e-15,1.3393663874330473e-13,7.044891643182512e-16,5.242210524877415e-16,7.042442035421344e-16,7.031339373831462e-19,3.392287290849658e-18,3.185052307324582e-13,5.0930516314397686e-14,1.409613230466592e-16,9.639373460270852e-12,2.9878750452820367e-19,1.85929403589569e-16,4.669922018002522e-12
5.095341115951364e-10,0.11224538745165395,0.9,0.0,0.0,0.0,0.0,0.09999986303457158,3.514133921244599e-08,3.3748468364335475e-08,2.4193519029045088e-08,2.4269223114478126e-08,2.0239261744532085e-08,2.101306506819264e-08,2.0962493442859795e-08,2.0959317188577338e-08,1.8717764824661222e-08,1.8733322415690385e-08,1.6916939104259786e-08,1.697290429088361e-08,1.519457300887079e-10,9.35140198062085e-10,4.769816718701195e-10,8.68788680190312e-11,3.849787439097451e-10,1.4698250696832542e-10,2.940728097483047e-10,1.8161080277547416e-10,2.300067582412932e-11,3.7529647809151675e-12,5.631132087699593e-11,1.0895124641265903e-15,1.4630704206580726e-13,7.266972064903854e-16,5.407497769892716e-16,7.264374670080997e-16,7.481190820410689e-19,3.478390053302056e-18,3.321211605517607e-13,5.614210906919855e-14,1.4540488870195015e-16,1.0256142049541197e-11,3.17905577544335e-19,1.917917783142086e-16,4.968747590954466e-12
5.406374727789201e-10,0.11224538840023356,0.9,0.0,0.0,0.0,0.0,0.09999985467380594,3.729054191678656e-08,3.578236322787222e-08,2.5667538482828937e-08,2.5752718213411786e-08,2.145149582281126e-08,2.2297087049587224e-08,2.2240187485631682e-08,2.2236620664366005e-08,1.9860347385491046e-08,1.987784978548475e-08,1.794762442131897e-08,1.8010625909902156e-08,1.6110318995326071e-10,1.003016726655525e-09,5.131853183951105e-10,9.316921921692244e-11,4.3636566244021896e-10,1.6840449553589408e-10,3.309656836595328e-10,2.0431528563045435e-10,2.589545900361451e-11,3.988197670587062e-12,6.359312983034551e-11,1.1561469054748685e-15,1.7307762693630705e-13,7.711184737182237e-16,5.738117500371745e-16,7.708279352521077e-16,8.422765272917536e-19,3.659211758210549e-18,3.6040354391899696e-13,6.762038353697896e-14,1.542930581271712e-16,1.154710531515659e-11,3.579217989157863e-19,2.0351813395293273e-16,5.594228142306201e-12
5.686304978443254e-10,0.11224538925448782,0.9,0.0,0.0,0.0,0.0,0.09999984714911384,3.9225225156896466e-08,3.7611369538214674e-08,2.69938789996515e-08,2.7088061002936167e-08,2.2540951509348487e-08,2.345283688257376e-08,2.338992191265788e-08,2.338598634228434e-08,2.088867157249229e-08,2.090802277050776e-08,1.8875047554184528e-08,1.8944737346517163e-08,1.6933815434847104e-10,1.0640940548612857e-09,5.457858126170358e-10,9.882612334603638e-11,4.854031853583678e-10,1.889636103078884e-10,3.660259887388089e-10,2.258845759344298e-10,2.8647527738350317e-11,4.199872407785757e-12,7.05251061158602e-11,1.2161303188891466e-15,1.995394312883944e-13,8.111035121304049e-16,6.035726812590956e-16,8.107838456608452e-16,9.317920372173483e-19,3.831766386931442e-18,3.8711749721114253e-13,7.921605960379323e-14,1.6229359211142597e-16,1.27744461088523e-11,3.959659351509258e-19,2.1407368440740875e-16,6.188890791732491e-12
5.966235229097308e-10,0.11224539010924638,0.9,0.0,0.0,0.0,0.0,0.09999983962441873,4.11602880407993e-08,3.94389670770651e-08,2.831995715745961e-08,2.842359025810602e-08,2.362895027120809e-08,2.4608709851388684e-08,2.4539475937418524e-08,2.4535155518076202e-08,2.191699564794475e-08,2.193828901436676e-08,1.980228726441629e-08,1.9879002202426345e-08,1.7756677398306e-10,1.1251501489393409e-09,5.783887347604417e-10,1.044778915882047e-10,5.370811181311416e-10,2.10733680801452e-10,4.028444804320103e-10,2.485285095221429e-10,3.1538651299361406e-11,4.4115140536751376e-12,7.781545933586028e-11,1.276125489833315e-15,2.2830045167792654e-13,8.51094125725777e-16,6.333384936812608e-16,8.507440025823762e-16,1.0258306019410939e-18,4.013609448622028e-18,4.1509365436313e-13,9.207932667043649e-14,1.7029524328147206e-16,1.4063823719241686e-11,4.359330677288338e-19,2.2463096788107793e-16,6.813618703747134e-12
6.246165479751361e-10,0.1122453909645089,0.9,0.0,0.0,0.0,0.0,0.0999998320997205,4.309573050356284e-08,4.1265163966464085e-08,2.9645773008389332e-08,2.9759305639048093e-08,2.471550449646646e-08,2.576470588934121e-08,2.5688849367239996e-08,2.568412822040607e-08,2.294531961184809e-08,2.2968648597083675e-08,2.0729343588281104e-08,2.0813420443880486e-08,1.85789090479862e-10,1.1861779486515299e-09,6.109838450356876e-10,1.1012387690481807e-10,5.913972935039846e-10,2.3371353698873306e-10,4.4142038294015005e-10,2.7224626075264906e-10,3.4568844497017534e-11,4.623122386126988e-12,8.546413341660956e-11,1.3361324247683165e-15,2.5940979811020167e-13,8.910903088435599e-16,6.631091912186837e-16,8.907084141850717e-16,1.1243927020229508e-18,4.2047408156320635e-18,4.4439819543504094e-13,1.0627662093644002e-13,1.7829800959921638e-16,1.5415246764623853e-11,4.778234632961521e-19,2.351899857174374e-16,7.468416811909199e-12
6.526095730405414e-10,0.11224539182027504,0.9,0.0,0.0,0.0,0.0,0.09999982457501905,4.5031552480264384e-08,4.308996630032751e-08,3.09713266045795e-08,3.109520680846338e-08,2.5800624120356655e-08,2.6920824929758903e-08,2.6838042010935247e-08,2.683290447793614e-08,2.3973643464201943e-08,2.399910159860776e-08,2.165621656203866e-08,2.174799203710081e-08,1.9400512799421823e-10,1.2471724336934386e-09,6.435632788450402e-10,1.157636269758086e-10,6.483494327020783e-10,2.5790188921628546e-10,4.817529244482699e-10,2.970370082192247e-10,3.7738122133665536e-11,4.8346973683539456e-12,9.34710720672924e-11,1.3961511161710765e-15,2.929125482159492e-13,9.31092048447625e-16,6.928847695508748e-16,9.30677071354946e-16,1.2274788178522121e-18,4.405147607808272e-18,4.750972316060993e-13,1.2187432278770864e-13,1.8630188904492915e-16,1.6828723847566806e-11,5.216373880496085e-19,2.45750736414352e-16,8.153290048694567e-12
6.806025981059468e-10,0.1122453926765445,0.9,0.0,0.0,0.0,0.0,0.09999981705031427,4.6967753905990727e-08,4.491337873456797e-08,3.2296617998171724e-08,3.243129343112398e-08,2.688431720100747e-08,2.8077066905987686e-08,2.7987053678455277e-08,2.7981484319326292e-08,2.5001967205005962e-08,2.5029648098813295e-08,2.258290622194145e-08,2.268271694827919e-08,2.0221490366592316e-10,1.3081300245425095e-09,6.761209926709381e-10,1.2139682615172737e-10,7.079351810402402e-10,2.832973651286241e-10,5.238413362650382e-10,3.228999336855981e-10,4.104649900363223e-11,5.046239084619047e-12,1.0183621883498543e-10,1.4561815555883919e-15,3.288500545758167e-13,9.710993310670788e-16,7.226652238093886e-16,9.706499638362112e-16,1.3350894295630276e-18,4.614815828025718e-18,5.072568027128626e-13,1.3893875433254299e-13,1.943068796114928e-16,1.8304263555017285e-11,5.673751077040838e-19,2.56313218280294e-16,8.868243345492478e-12
7.085956231713521e-10,0.11224539353331693,0.9,0.0,0.0,0.0,0.0,0.09999980952560607,4.8904334715838065e-08,4.673540490190384e-08,3.362164724131033e-08,3.3767565173486355e-08,2.7966590361743618e-08,2.9233431751391747e-08,2.9135884180667138e-08,2.9129867773234124e-08,2.6030290834259745e-08,2.606028817749794e-08,2.3509412604234832e-08,2.361759514357833e-08,2.1041844131412097e-10,1.3690481549688621e-09,7.086523373594448e-10,1.2702325406918435e-10,7.701521332562544e-10,3.0989853585583934e-10,5.67684852180971e-10,3.498342213264096e-10,4.449398989322666e-11,5.257747517580466e-12,1.1055951729387554e-10,1.5162237535382732e-15,3.6726023037637047e-13,1.011112153392621e-15,7.524505602945996e-16,1.0106271048095882e-15,1.4472250169056172e-18,4.83374810548926e-18,5.409428755509968e-13,1.575361777069456e-13,2.023129792978836e-16,1.9841874458389506e-11,6.150368874414895e-19,2.6687743348296746e-16,9.613281632600536e-12
7.365886482367574e-10,0.11224539439059197,0.9,0.0,0.0,0.0,0.0,0.0999998020008943,5.08412948449121e-08,4.855604772608773e-08,3.494641438614235e-08,3.5104021703397565e-08,2.904744912666469e-08,3.0389919399353655e-08,3.028453332917561e-08,3.0278054868314894e-08,2.7058614351962893e-08,2.709102191438172e-08,2.443573574515698e-08,2.4552626589131897e-08,2.1861575161225425e-10,1.4299249783273302e-09,7.411537334002894e-10,1.326427572543127e-10,8.349978505437543e-10,3.3770393384482577e-10,6.132827079994477e-10,3.778390572071419e-10,4.808060958074218e-11,5.469222564865254e-12,1.1964091103145688e-10,1.5762777038267083e-15,4.0817781497882996e-13,1.0511305032498885e-15,7.822407754654562e-16,1.0506084868056681e-15,1.563886059477435e-18,5.061932166383227e-18,5.762213428268334e-13,1.7773279398012273e-13,2.1032018611492645e-16,2.1441565113637405e-11,6.646229920096032e-19,2.7744338078952346e-16,1.0388409839231023e-11
7.645816733021628e-10,0.1122453952483693,0.9,0.0,0.0,0.0,0.0,0.09999979447617892,5.277863422832801e-08,5.0375309608759656e-08,3.627091948481757e-08,3.644066268987762e-08,3.0126898168918556e-08,3.154652978327431e-08,3.143300093618658e-08,3.1426045633221586e-08,2.8086937758114994e-08,2.812184938910646e-08,2.5361875680938894e-08,2.5487811251044597e-08,2.268068389107972e-10,1.4907591743406517e-09,7.736224299087095e-10,1.382552305383687e-10,9.024698713937948e-10,3.667120644059667e-10,6.606341412037872e-10,4.069136289405252e-10,5.1806372836458444e-11,5.680664176481004e-12,1.2908034353216058e-10,1.6363433935682195e-15,4.5163461971238315e-13,1.0911543649324356e-15,8.120358618405494e-16,1.0905940940938403e-15,1.6850730366583076e-18,5.2993497114899576e-18,6.131580225151944e-13,1.9959474250643914e-13,2.18328498081889e-16,2.310334406131327e-11,7.161336856967622e-19,2.880110576055339e-16,1.1193632893507875e-11
7.925746983675681e-10,0.11224539610664856,0.9,0.0,0.0,0.0,0.0,0.09999978695145977,5.471635280121042e-08,5.219319254968655e-08,3.7595162589488436e-08,3.7777487802952024e-08,3.120494150159541e-08,3.270326283657291e-08,3.2581286814422474e-08,3.257384009660487e-08,2.9115261052715605e-08,2.915277068123537e-08,2.6287832447804425e-08,2.6423149095392307e-08,2.349917216960183e-10,1.5515498087358195e-09,8.060563190146214e-10,1.4386060368921188e-10,9.725657193675001e-10,3.9692141396592855e-10,7.097383907059608e-10,4.3705712543578703e-10,5.5671294422643666e-11,5.892072358000184e-12,1.3887775817482395e-10,1.6964208366864987e-15,4.976597551647055e-13,1.1311837370528844e-15,8.418358277218715e-16,1.1305839440602334e-15,1.810786427393586e-18,5.54600614528681e-18,6.518186574208889e-13,2.2318810050179644e-13,2.2633791321841205e-16,2.4827219826617484e-11,7.695692322427151e-19,2.9858046679032764e-16,1.2028955722458953e-11
8.205677234329734e-10,0.11224539696542939,0.9,0.0,0.0,0.0,0.0,0.0999997794267368,5.665445049869342e-08,5.400969828228737e-08,3.8919143752310075e-08,3.911449671351946e-08,3.228158262833362e-08,3.386011849268693e-08,3.372939077706925e-08,3.372143828711308e-08,3.014358423576428e-08,3.0183785870252815e-08,2.7213606081970252e-08,2.735864008822213e-08,2.4317040635372687e-10,1.6122962242125817e-09,8.384537893412591e-10,1.4945883112643662e-10,1.04528290909711e-09,4.2833045640025157e-10,7.605946966491951e-10,4.682687367065393e-10,5.967538909355688e-11,6.103447087903999e-12,1.4903309830296355e-10,1.756510028782211e-15,5.462798411847345e-13,1.1712186084839665e-15,8.716406706220893e-16,1.1705780314560962e-15,1.9410267104864934e-18,5.801890608755779e-18,6.922689149357834e-13,2.4857888274584946e-13,2.343484295532285e-16,2.6613200919442032e-11,8.249298949621464e-19,3.0915160747511017e-16,1.2894383252024292e-11
8.485607484983788e-10,0.11224539782471148,0.9,0.0,0.0,0.0,0.0,0.09999977190200993,5.8592927255920596e-08,5.582482835409758e-08,4.024286302544026e-08,4.045168909324748e-08,3.3356824661977956e-08,3.501709668507229e-08,3.487731263772812e-08,3.486884023339232e-08,3.117190730726055e-08,3.121489503556417e-08,2.813919661964589e-08,2.8294284195552478e-08,2.51342889626145e-10,1.6729979577189394e-09,8.70813610450708e-10,1.5504988417588575e-10,1.1206189506986137e-09,4.609376577794103e-10,8.132023002541912e-10,5.005476537234388e-10,6.381867159545015e-11,6.314788308536923e-12,1.5954630723258716e-10,1.8166109506430865e-15,5.975192009724638e-13,1.2112589602258143e-15,9.01450379331575e-16,1.2105763327371469e-15,2.075794364575437e-18,6.066979092748908e-18,7.345743868583327e-13,2.7583304138973195e-13,2.4236004512280306e-16,2.8461295834408984e-11,8.822159367363723e-19,3.1972447577718155e-16,1.3789920407054494e-11
8.765537735637841e-10,0.11224539868449443,0.9,0.0,0.0,0.0,0.0,0.09999976437727906,6.053178300804496e-08,5.763858415298748e-08,4.156632046103946e-08,4.1789064614492544e-08,3.44306704152216e-08,3.617419734720312e-08,3.602505221037359e-08,3.6016045964086284e-08,3.220023026720392e-08,3.224609825649573e-08,2.90646040970337e-08,2.923008138337311e-08,2.5950918953105743e-10,1.7336546834514432e-09,9.031348443698602e-10,1.6063374578651603e-10,1.1985713526420719e-09,4.947414795638271e-10,8.675604437051581e-10,5.338930683106008e-10,6.810115666657074e-11,6.526095975642823e-12,1.7041732821029433e-10,1.876723620056049e-15,6.514000403723957e-13,1.2513047930201474e-15,9.312649644230182e-16,1.2505788700571647e-15,2.2150898677985893e-18,6.34128039075767e-18,7.788005892748899e-13,3.050164658683702e-13,2.5037275795992377e-16,3.0371513050904593e-11,9.414276198741325e-19,3.302990753404912e-16,1.4715572111299244e-11
9.045467986291894e-10,0.11224539954477795,0.9,0.0,0.0,0.0,0.0,0.09999975685254409,6.2471017690229e-08,5.945096697707937e-08,4.2889516111270735e-08,4.3126622950239946e-08,3.55031224686399e-08,3.7331420412571895e-08,3.717260930932945e-08,3.716305550783644e-08,3.322855311559391e-08,3.327739561229475e-08,2.9989828550328884e-08,3.0166031617645215e-08,2.676693128551991e-10,1.7942661755315199e-09,9.354167790017162e-10,1.6621040713411353e-10,1.2791376235246556e-09,5.297403806152197e-10,9.236683700673242e-10,5.683041730810754e-10,7.252285903716346e-11,6.737370068278862e-12,1.8164610440497823e-10,1.936848036579493e-15,7.079426133729998e-13,1.2913560979106554e-15,9.610844257364833e-16,1.2905856430610066e-15,2.3589136981515882e-18,6.6247871141983756e-18,8.250129626135725e-13,3.3619498289039655e-13,2.5838656610499467e-16,3.2343861033109844e-11,1.0025652062620437e-18,3.408754061003984e-16,1.567134328741764e-11
9.325398236945948e-10,0.11224540040556165,0.9,0.0,0.0,0.0,0.0,0.09999974932780493,6.441063123764468e-08,6.126197806614948e-08,4.4212450028299745e-08,4.446436377405793e-08,3.6574183222418037e-08,3.848876581468945e-08,3.8319983749257346e-08,3.8309868893281914e-08,3.4256875852430006e-08,3.430878718212955e-08,3.0914870015719476e-08,3.1102134864301487e-08,2.7582324986929547e-10,1.8548322819506285e-09,9.676588774107606e-10,1.7177986530767205e-10,1.3623152732429574e-09,5.659328185429878e-10,9.815253232254372e-10,6.037801613905242e-10,7.708379342947258e-11,6.948610559546015e-12,1.9323257893276204e-10,1.996984172438875e-15,7.67165374760149e-13,1.3314128513897893e-15,9.909087470183134e-16,1.3305966176324343e-15,2.507266333546541e-18,6.917467650563004e-18,8.73276871697463e-13,3.6943435646834404e-13,2.664014676076768e-16,3.437834823002843e-11,1.0656289573901202e-18,3.51453462431248e-16,1.6657238856979105e-11
9.6053284876e-10,0.11224540126684521,0.9,0.0,0.0,0.0,0.0,0.09999974180306152,6.635062358547344e-08,6.307161857664788e-08,4.5535122264294797e-08,4.580228676006169e-08,3.7643854936792317e-08,3.964623348708485e-08,3.9467175345145576e-08,3.9456486149059523e-08,3.528519847771166e-08,3.5340273045089465e-08,3.183972852938636e-08,3.2038391089246105e-08,2.8397101967258806e-10,1.915352904257459e-09,9.998607381622856e-10,1.7734212153821784e-10,1.448101813846681e-09,6.033172507307412e-10,1.0411305478355763e-09,6.403202272977519e-10,8.178397455774435e-11,7.159817407931232e-12,2.0517669486444606e-10,2.0571320490238603e-15,8.290851208927672e-13,1.3714750561729455e-15,1.0207379409580415e-15,1.370611820366741e-15,2.6601482513167823e-18,7.219334033395963e-18,9.236576057384134e-13,4.0480028796537045e-13,2.74417460510528e-16,3.647498307551293e-11,1.1306191341454953e-18,3.6203324870847677e-16,1.7673263740446918e-11
9.885258738254054e-10,0.11224540212862823,0.9,0.0,0.0,0.0,0.0,0.0999997342783138,6.829099466890608e-08,6.487988963542116e-08,4.685753287142675e-08,4.714039158288496e-08,3.871213976390581e-08,4.080382336330553e-08,4.061418391229676e-08,4.060290730380378e-08,3.631352099143834e-08,3.637185328018503e-08,3.27644041275033e-08,3.2974800258354874e-08,2.9211263241217847e-10,1.9758279816518812e-09,1.0320220640737783e-09,1.828971798300694e-10,1.5364947601583433e-09,6.418921351264276e-10,1.1024832892871038e-09,6.779235655385186e-10,8.662341712822898e-11,7.37099057433203e-12,2.1747839521116574e-10,2.117291672827118e-15,8.93717119535365e-13,1.4115427070481254e-15,1.0505720114756622e-15,1.4106312594792792e-15,2.8175599286317368e-18,7.530385025031072e-18,9.762203784671337e-13,4.4235841615350075e-13,2.8243454286237056e-16,3.863377398828968e-11,1.1975359969866092e-18,3.726147662771631e-16,1.8719422857190334e-11
9.999999999999999e-10,0.11224540299091043,0.9,0.0,0.0,0.0,0.0,0.09999973119397616,6.908644730827545e-08,6.562069062194106e-08,4.739950324591817e-08,4.768892294873393e-08,3.914962125581193e-08,4.1278345866621e-08,4.108428099326297e-08,4.107275988112147e-08,3.673502246692288e-08,3.679471739023872e-08,3.314336871440736e-08,3.3358671376995444e-08,2.9544803533117487e-10,2.0006030828997987e-09,1.0451929795816174e-09,1.8517207705130616e-10,1.5734789005572336e-09,6.580473100892764e-10,1.1281360807389505e-09,6.936439332495706e-10,8.864731079064497e-11,7.457539094945229e-12,2.2262407928769258e-10,2.141954028601413e-15,9.20996252987126e-13,1.4279676977245653e-15,1.0628021731816261e-15,1.427036136270698e-15,2.8833907612359203e-18,7.66052871510742e-18,9.984110823019746e-13,4.584018677038101e-13,2.857209977486073e-16,3.953660789083091e-11,1.2255214858182277e-18,3.7695254801941464e-16,1.9156943940929024e-11
1.0165188988908108e-09,0.11224540299091043,0.9,0.0,0.0,0.0,0.0,0.09999972675356164,7.023174442314305e-08,6.66867923691414e-08,4.817968190186903e-08,4.847867791765787e-08,3.9779039772442006e-08,4.196153537691729e-08,4.1761009266319836e-08,4.174913238614687e-08,3.734184339360947e-08,3.740352796634811e-08,3.3688896846236834e-08,3.3911362337475245e-08,3.0024807118987016e-10,2.0362574796751878e-09,1.0641426380171203e-09,1.8844504600927009e-10,1.6274916301663906e-09,6.816559307802488e-10,1.1655827936736843e-09,7.165893715062072e-10,9.160213583918294e-11,7.582130028839081e-12,2.3013762291873467e-10,2.177463004846588e-15,9.610752296026513e-13,1.4516157745686503e-15,1.0804109357049454e-15,1.4506548869953528e-15,2.9795018426951027e-18,7.850579055688563e-18,1.0310303282466135e-12,4.821743172850704e-13,2.904527127245991e-16,4.0854729371982426e-11,1.2663798060267823e-18,3.8319800722666843e-16,1.9795721125489917e-11
1.0725049490216214e-09,0.11224540471697082,0.9,0.0,0.0,0.0,0.0,0.09999971170404376,7.411437968487845e-08,7.029649712820812e-08,5.0823195441391096e-08,5.1155793825967154e-08,4.190869328741904e-08,4.427732555066837e-08,4.4054109598935154e-08,4.4040994448146844e-08,3.939848786328278e-08,3.9467161007210884e-08,3.5537333790184284e-08,3.5784945088998875e-08,3.1650049813850944e-10,2.156979696518376e-09,1.1282609669472907e-09,1.9951923171769406e-10,1.817287229815034e-09,7.64744098997173e-10,1.2970190790390829e-09,7.971051714012218e-10,1.0197746043556909e-10,8.004307666715433e-12,2.5652843192604624e-10,2.2978408732457683e-15,1.1040188079255546e-12,1.5317781674835378e-15,1.1401033925988093e-15,1.5307148063891822e-15,3.316978287054666e-18,8.518439366062559e-18,1.1476519357678688e-12,5.688414313078283e-13,3.064923071903341e-16,4.548316709123176e-11,1.4098493001821967e-18,4.0436967557503415e-16,2.2038754784336463e-11
1.128490999152432e-09,0.1122454064450237,0.9,0.0,0.0,0.0,0.0,0.0999996966545073,7.799852885247151e-08,7.390074139593657e-08,5.3465663300299225e-08,5.383363189536751e-08,4.403283100971048e-08,4.65936034772301e-08,4.634647487385913e-08,4.633207256407079e-08,4.145513188672676e-08,4.1531172797561914e-08,3.738503965041833e-08,3.765913907003117e-08,3.3272833932310616e-10,2.2775195595063724e-09,1.1922149509981806e-09,2.105647423094551e-10,2.017468825718194e-09,8.525694601195286e-10,1.4354333860257136e-09,8.818612027794568e-10,1.129100657731695e-10,8.42635006356837e-12,2.843486643221683e-10,2.4182656386743328e-15,1.2580028113904534e-12,1.6119621576514065e-15,1.1998153032284007e-15,1.6107915608620875e-15,3.672581394902627e-18,9.222845771526857e-18,1.2740420308603527e-12,6.653249931285649e-13,3.2253622839223536e-16,5.036036316110961e-11,1.5610296873782786e-18,4.2554825077183916e-16,2.4402404041174045e-11
1.1844770492832427e-09,0.11224540817506622,0.9,0.0,0.0,0.0,0.0,0.09999968160495161,8.188419140786553e-08,7.749953354908733e-08,5.61070858960718e-08,5.651218954347611e-08,4.615146789562023e-08,4.8910368625787436e-08,4.863810362670334e-08,4.8622366962893046e-08,4.351177546393635e-08,4.3595563966032055e-08,3.9232014716014256e-08,3.953394400633538e-08,3.489316387047105e-10,2.397877220194345e-09,1.2560043442393932e-09,2.2158164970860126e-10,2.2280166859618935e-09,9.451197472672697e-10,1.5808197071236935e-09,9.708510514159288e-10,1.2440006915048358e-10,8.848256938745372e-12,3.1359786164738273e-10,2.5387372955590152e-15,1.4230974949723078e-12,1.69216767333824e-15,1.2595466650359527e-15,1.6908851450378e-15,4.0463149725212254e-18,9.963738162491858e-18,1.4107190156860973e-12,7.721473707714443e-13,3.38584460856065e-16,5.548638426913582e-11,1.7199230309027427e-18,4.467337318579068e-16,2.6886708202565746e-11
1.2404630994140534e-09,0.11224540990709572,0.9,0.0,0.0,0.0,0.0,0.0999996665553762,8.577136683315505e-08,8.109288190900782e-08,5.874746364622691e-08,5.9191464194926454e-08,4.8264618562928925e-08,5.122762046581814e-08,5.0928994397763704e-08,5.0911877873550965e-08,4.556841859490622e-08,4.5660335140002626e-08,4.1078259275932966e-08,4.140935962322555e-08,3.6511041097205443e-10,2.5180529016841688e-09,1.3196291985740735e-09,2.3257002893680884e-10,2.4489111333655434e-09,1.0423827243757463e-09,1.7331720449479582e-09,1.0640683129172004e-09,1.3644758773831824e-10,9.270028020338742e-12,3.4427556452293053e-10,2.6592557894065097e-15,1.599359100306644e-12,1.7723946169385106e-15,1.3192974466484142e-15,1.7709954931547297e-15,4.438182822351531e-18,1.0741013120665814e-17,1.5582000955121326e-12,8.898299401374334e-13,3.546369891599696e-16,6.086129686320422e-11,1.886531386745694e-18,4.679261079168922e-16,2.949170655743165e-11
