Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348)
5.8469403543128635e-08,0.11224789895391216,0.9,0.0,0.0,0.0,0.0,0.09998421300291263,4.7646196496711835e-06,1.9482058180020252e-06,2.28454507497297e-06,2.9098459542695137e-06,8.047350832541865e-07,2.5924129046845523e-06,1.891950794589619e-06,2.0205484714504366e-06,2.147631659527491e-06,2.427842967076774e-06,1.5930431980564978e-06,2.2185308263255057e-06,8.77164684357717e-09,6.496170018523889e-08,2.409654333420593e-08,4.166227303435478e-09,3.4084888606795956e-06,1.3062167197162204e-06,3.040886070497668e-06,1.4987496269986774e-06,3.197180483480074e-07,3.482363465308596e-10,6.74828888425605e-07,1.47697304731349e-13,3.745432563853869e-09,8.711597079652532e-14,7.067019949186621e-14,8.960750350443028e-14,1.039768472352371e-14,1.1993970303524578e-14,6.073197854723641e-08,6.76309509969604e-08,1.7433965795779856e-14,1.4064652166861116e-07,4.358947833899377e-15,2.506961174984359e-14,7.186383341882888e-08
6.008180178689598e-08,0.11224798374926197,0.9,0.0,0.0,0.0,0.0,0.09998377444171777,4.914503143708977e-06,1.9697337744060196e-06,2.335632561291556e-06,2.9892514454726866e-06,8.08869571094728e-07,2.666924357779388e-06,1.9288145699523288e-06,2.0664143647154915e-06,2.2068494477309387e-06,2.5041758680148174e-06,1.6283204213080201e-06,2.2855472441468533e-06,8.868574858281449e-09,6.568168073523264e-08,2.4221030982538236e-08,4.187727751985372e-09,3.5554293036123578e-06,1.3577441714015501e-06,3.1938816014130456e-06,1.5650753819564368e-06,3.379411248375374e-07,3.5502402103847625e-10,7.091235545252692e-07,1.5234272470649138e-13,3.908021935034205e-09,8.949278000332466e-14,7.280460026290258e-14,9.218253997580937e-14,1.0990268629833463e-14,1.2510876500644e-14,6.506414846632496e-08,7.26791699655305e-08,1.7909713564092892e-14,1.4853569175388663e-07,4.6034270944624186e-15,2.5826903844776743e-14,7.603817884224654e-08
6.169420003066333e-08,0.11224806912973499,0.9,0.0,0.0,0.0,0.0,0.0999833356668427,5.065254714058239e-06,1.990342986818846e-06,2.3861910975984194e-06,3.0684967785672015e-06,8.12706348443807e-07,2.741497879929776e-06,1.9649274057654694e-06,2.1118109285134333e-06,2.2660668808726188e-06,2.5810590758578127e-06,1.66319795044968e-06,2.3527746038438884e-06,8.961366296853078e-09,6.637093486220204e-08,2.4336554737171932e-08,4.207680159177661e-09,3.703778064167182e-06,1.4095271597912835e-06,3.349918986443463e-06,1.632114303709759e-06,3.5668077061121085e-07,3.616734430433884e-10,7.440734380876293e-07,1.5701500476964283e-13,4.072187065075408e-09,9.18647692696031e-14,7.494569791323084e-14,9.47596946810192e-14,1.1599645755954352e-14,1.3032732040735327e-14,6.956003675797492e-08,7.794146031119482e-08,1.8384501766106238e-14,1.5663699722108965e-07,4.854478285948792e-15,2.6586579604356132e-14,8.033693567638555e-08
6.330659827443068e-08,0.11224815508430581,0.9,0.0,0.0,0.0,0.0,0.09998289667636784,5.216865468559524e-06,2.0100726465545454e-06,2.4362285298151037e-06,3.1475786135043437e-06,8.162668333930006e-07,2.816127082446965e-06,2.0002993134745626e-06,2.1567425279139687e-06,2.3252839626960024e-06,2.6584945339313915e-06,1.6976803120299803e-06,2.4202056618845335e-06,9.05019761525423e-09,6.703077327817022e-08,2.4443759484644452e-08,4.2261958994537974e-09,3.853470977589136e-06,1.4615472832457795e-06,3.5089602258560647e-06,1.6998359540039338e-06,3.7593739358159546e-07,3.681864554558754e-10,7.796651445654135e-07,1.6171386877326267e-13,4.237856059219001e-09,9.423183863057874e-14,7.709326156236152e-14,9.733874671430223e-14,1.2225829095628247e-14,1.3559311094115732e-14,7.421976650086923e-08,8.341981682191122e-08,1.8858310390355307e-14,1.6495000626191095e-07,5.112087919180363e-15,2.7348557175958286e-14,8.476048794365175e-08
6.491899651819803e-08,0.11224824160236081,0.9,0.0,0.0,0.0,0.0,0.09998245746846139,5.369326597839016e-06,2.028960273183082e-06,2.4857526158610426e-06,3.2264938902185896e-06,8.195709031773514e-07,2.890805709326217e-06,2.0349404672854744e-06,2.2012134964637912e-06,2.3845006971983693e-06,2.7364840727494855e-06,1.7317719813314637e-06,2.487833280882725e-06,9.135237742544108e-09,6.766245078544897e-08,2.4543243717180723e-08,4.243378334773313e-09,4.004446769707003e-06,1.5137874639595094e-06,3.6709683007697343e-06,1.7682111929303804e-06,3.957113578496345e-07,3.7456493118289794e-10,8.158854606267891e-07,1.664390431415438e-13,4.404960267185422e-09,9.659389650626918e-14,7.924706371589831e-14,9.991947976107478e-14,1.2868830216962465e-14,1.4090398005173153e-14,7.904336871247006e-08,8.91161433638676e-08,1.933112110285882e-14,1.7347427873416476e-07,5.3762422467547126e-15,2.8112755906420522e-14,8.930920634586544e-08
6.653139476196538e-08,0.11224832867367748,0.9,0.0,0.0,0.0,0.0,0.09998201804137527,5.522629374708715e-06,2.0470417858398377e-06,2.5347710256369956e-06,3.305239808379305e-06,8.226370050258822e-07,2.9655276353314218e-06,2.0688611814246395e-06,2.2452281362058736e-06,2.4437170886318287e-06,2.815029415014543e-06,1.7654773829513677e-06,2.5556504307916725e-06,9.216648401944954e-09,6.826716866150891e-08,2.463556287033946e-08,4.2593233910380845e-09,4.156646905126678e-06,1.566231852723291e-06,3.835907134099239e-06,1.8372121235447703e-06,4.1600298461747674e-07,3.8081076893955375e-10,8.527213568748824e-07,1.71190256851763e-13,4.5734341125474705e-09,9.895085909512864e-14,8.14068803034581e-14,1.0250168203160266e-13,1.352865929215774e-14,1.4625786758075846e-14,8.40307874480735e-08,9.503225696138197e-08,1.9802917125803975e-14,1.8220936688049122e-07,5.646927285326928e-15,2.8879096355524335e-14,9.398344846203858e-08
6.814379300573273e-08,0.11224841628840557,0.9,0.0,0.0,0.0,0.0,0.09998157839344154,5.676765153567094e-06,2.0643515714926774e-06,2.5832913410648778e-06,3.383813808600014e-06,8.254822590341405e-07,3.0402868640930734e-06,2.1020718887927346e-06,2.2887907177049e-06,2.5029331415040215e-06,2.8941321803539274e-06,1.798800891375707e-06,2.6236501898924064e-06,9.294584418209418e-09,6.884607694210055e-08,2.472123242044615e-08,4.274120093030727e-09,4.310015444449506e-06,1.6188657405408391e-06,4.003741553547504e-06,1.9068120388480248e-06,4.3681255308807883e-07,3.8692588931715286e-10,8.901599901713049e-07,1.7596724141563073e-13,4.743214932244875e-09,1.0130264981124277e-13,8.357249071007454e-14,1.0508514619513026e-13,1.4205325126805865e-14,1.516528047418822e-14,8.918188463003671e-08,1.0116989166324194e-07,2.0273683124964473e-14,1.9115481599482096e-07,5.924128836274975e-15,2.964750030716601e-14,9.878355894817262e-08
6.975619124950008e-08,0.11224850443704869,0.9,0.0,0.0,0.0,0.0,0.0999811385230688,5.831725369800244e-06,2.080922550297502e-06,2.631321056180368e-06,3.4622135549992455e-06,8.281225536388979e-07,3.1150775262201354e-06,2.1345831209403858e-06,2.331905480078666e-06,2.562148860578506e-06,2.9737938898087343e-06,1.8317468315468476e-06,2.6918257455905487e-06,9.369194011878663e-09,6.940027660700101e-08,2.4800730759281957e-08,4.287851060884592e-09,4.464498909927905e-06,1.671675476601211e-06,4.174437256519922e-06,1.976985371028515e-06,4.5814030135167525e-07,3.929122310948659e-10,9.28188705588286e-07,1.8076973086065707e-13,4.914242825537978e-09,1.0364919876202189e-13,8.574367780149893e-14,1.0766966931450617e-13,1.489883518875669e-14,1.5708690939195033e-14,9.449644462296517e-08,1.0753070220827302e-07,2.0743405105215422e-14,2.0031016504040682e-07,6.2078325048623e-15,3.0417890778361014e-14,1.0370986973870634e-07
7.136858949326743e-08,0.1122485931104474,0.9,0.0,0.0,0.0,0.0,0.09998069842873884,5.987501539183715e-06,2.0967862381666277e-06,2.678867577274876e-06,3.540436919015641e-06,8.305726342276286e-07,3.1898938774262874e-06,2.1664054892984436e-06,2.37457663103524e-06,2.6213642508748556e-06,3.054015970090004e-06,1.8643194794246544e-06,2.7601703950335274e-06,9.440619080992143e-09,6.99308216725462e-08,2.487450186206537e-08,4.300592970854593e-09,4.620046159015942e-06,1.7246483921495457e-06,4.347960776844178e-06,2.047707642868894e-06,4.799864272592132e-07,3.9877174778240477e-10,9.66795038012566e-07,1.8559746171155825e-13,5.086460511880638e-09,1.0599044226356081e-13,8.792022794376764e-14,1.1025505278130725e-13,1.5609195636561777e-14,1.6255838158076852e-14,9.997417856950352e-08,1.1411626750198176e-07,2.1212070313563903e-14,2.0967494722291432e-07,6.498023718004049e-15,3.119019202621795e-14,1.0876270024927003e-07
7.298098773703478e-08,0.11224868229976322,0.9,0.0,0.0,0.0,0.0,0.09998025810900359,6.144085257285084e-06,2.1119728066683824e-06,2.72593822308371e-06,3.6184819643876255e-06,8.328461853737658e-07,3.264730296670975e-06,2.1975496675988366e-06,2.4168083469157268e-06,2.6805793176684768e-06,3.1347997576162502e-06,1.89652306254128e-06,2.828677545559742e-06,9.508995470781236e-09,7.04387211949111e-08,2.4942957763508206e-08,4.3124169829414585e-09,4.776608265312476e-06,1.7777727298342406e-06,4.524279453187359e-06,2.118955421225626e-06,5.023510892828557e-07,4.045064043819338e-10,1.0059667134229134e-06,1.9045017297167214e-13,5.259813197143138e-09,1.0832632239075631e-13,9.01019310174209e-14,1.1284110225146082e-13,1.633641134749826e-14,1.6806549936031158e-14,1.0561472850036584e-07,1.209280939152896e-07,2.167966714915711e-14,2.192486905217939e-07,6.794687740743926e-15,3.1964329553013766e-14,1.1394235758042533e-07
7.459338598080213e-08,0.1122487719964631,0.9,0.0,0.0,0.0,0.0,0.09997981756248189,6.301468198867403e-06,2.1265111403713804e-06,2.7725402250174466e-06,3.69634693321422e-06,8.349559071543157e-07,3.339581284315694e-06,2.228026375424983e-06,2.45860477274244e-06,2.7397940664901753e-06,3.216146502345324e-06,1.928361760549669e-06,2.897340714990605e-06,9.574453231856986e-09,7.092494118792791e-08,2.5006480855695355e-08,4.323389137744617e-09,4.9341384064274405e-06,1.8310375781383106e-06,4.703361399069052e-06,2.190706272493075e-06,5.252344073636542e-07,4.1011817435812497e-10,1.0456916498620302e-06,1.9532760610439275e-13,5.434248447587255e-09,1.106567865598003e-13,9.22885804267279e-14,1.15427627581412e-13,1.7080485945171058e-14,1.7360661483758426e-14,1.1141767123141026e-07,1.2796761841568784e-07,2.2146185079766606e-14,2.2903091818292563e-07,7.097809691529875e-15,3.274023010949517e-14,1.1924913672209016e-07
7.620578422456948e-08,0.1122488621923056,0.9,0.0,0.0,0.0,0.0,0.09997937678785698,6.459642117293612e-06,2.1404288917425105e-06,2.818680727433666e-06,3.774030233019162e-06,8.369135859758727e-07,3.4144414602958452e-06,2.2578463628333733e-06,2.4999700222723233e-06,2.7990085031254717e-06,3.2980573714128484e-06,1.959839705765851e-06,2.966153531775864e-06,9.637116867384503e-09,7.139040645908978e-08,2.5065426020616554e-08,4.333570724758923e-09,5.092591758331093e-06,1.8844328105288735e-06,4.885175474375304e-06,2.2629387199674848e-06,5.48636463746497e-07,4.156090368054755e-10,1.0859579581226108e-06,2.0022950501466481e-13,5.609716071126606e-09,1.1298178714087533e-13,9.447997310422105e-14,1.1801444276483542e-13,1.784142182670178e-14,1.7918015045661325e-14,1.173825220598237e-07,1.3523621154053437e-07,2.2611614564284932e-14,2.390211491753329e-07,7.407374556370971e-15,3.351782169651989e-14,1.2468332075836853e-07
7.781818246833683e-08,0.11224895287932697,0.9,0.0,0.0,0.0,0.0,0.09997893578387342,6.618598843931998e-06,2.1537525337031954e-06,2.86436678794638e-06,3.8515304247459266e-06,8.387301603053225e-07,3.489305562308535e-06,2.2870203959906616e-06,2.540908178055442e-06,2.8582226336136896e-06,3.3805334525886734e-06,1.990960983705082e-06,3.035109735002083e-06,9.697105569714017e-09,7.183600236724085e-08,2.5120122609279986e-08,4.34301862417509e-09,5.251925395774594e-06,1.9379490289843066e-06,5.069691258284217e-06,2.3356322030296374e-06,5.725573038024459e-07,4.209809738025779e-10,1.1267539421663344e-06,2.0515561603049326e-13,5.786168005451385e-09,1.1530128109858478e-13,9.66759095108739e-14,1.2060136586987552e-13,1.861922018950948e-14,1.847845954932451e-14,1.235087382707566e-07,1.4273518022161646e-07,2.30759469808001e-14,2.4921889861456097e-07,7.723367201965941e-15,3.429703356515192e-14,1.3024518107252032e-07
7.943058071210418e-08,0.11224904404982854,0.9,0.0,0.0,0.0,0.0,0.09997849454933477,6.77833028756284e-06,2.1665074099439166e-06,2.9096053777706403e-06,3.928846211616568e-06,8.404157816723716e-07,3.5641684440165887e-06,2.315559243773214e-06,2.581423291498387e-06,2.9174364642468347e-06,3.4635757575620553e-06,2.021729633611925e-06,3.1042031742736185e-06,9.754533446917443e-09,7.226257650529248e-08,2.517087627846314e-08,4.351785624093783e-09,5.412098198398514e-06,1.991577511583632e-06,5.256879023519973e-06,2.408767038068546e-06,5.969969368385689e-07,4.2623596794377795e-10,1.1680680992935682e-06,2.101056878844737e-13,5.963558212547214e-09,1.1761522965821014e-13,9.887619363223636e-14,1.231882189769694e-13,1.941388105767948e-14,1.9041850274986813e-14,1.2979572246503107e-07,1.5046577046951476e-07,2.353917455984365e-14,2.5962367815512937e-07,8.04577238787345e-15,3.5077796215318176e-14,1.359349775518278e-07
8.104297895587153e-08,0.11224913569636469,0.9,0.0,0.0,0.0,0.0,0.09997805308310101,6.938828433786285e-06,2.1787177830926042e-06,2.9544033820999527e-06,4.005976428792319e-06,8.419798712837754e-07,3.639025073269068e-06,2.343473665278749e-06,2.6215193829324304e-06,2.976650001568266e-06,3.5471852250655284e-06,2.0521496489843123e-06,3.173427809474955e-06,9.809509739663248e-09,7.267094031116226e-08,2.5217970695335893e-08,4.359920714920998e-09,5.573070762172298e-06,2.045310163866132e-06,5.446709711857576e-06,2.4823243810719107e-06,6.219553368953859e-07,4.3137600003881605e-10,1.2098891200806083e-06,2.1507947169540104e-13,6.141842579187654e-09,1.1992359799620178e-13,1.0108063297076929e-13,1.2577482811725196e-13,2.022540330792935e-14,1.9608048543913828e-14,1.3624282571786967e-07,1.584291699257459e-07,2.4001290322443585e-14,2.702349963542843e-07,8.374574777785596e-15,3.586004139312202e-14,1.4175295879212953e-07
8.265537719963888e-08,0.11224922781173155,0.9,0.0,0.0,0.0,0.0,0.09997761138408624,7.100085344431569e-06,2.190406880828339e-06,2.998767600514282e-06,4.082920033778291e-06,8.434311725645089e-07,3.7138705303385453e-06,2.3707743982020685e-06,2.6612004416862676e-06,3.035863252371179e-06,3.6313627238468102e-06,2.0822249780916857e-06,3.242777710422738e-06,9.86213902884068e-09,7.30618706099991e-08,2.5261669119444998e-08,4.367469362582805e-09,5.734805315831575e-06,2.099139473690359e-06,5.639154910805657e-06,2.556286191812341e-06,6.474324435320392e-07,4.3640304697148933e-10,1.252205888100391e-06,2.20076720949902e-13,6.3209788230621634e-09,1.2222635495279205e-13,1.0328903853466454e-13,1.283610232115083e-13,2.105378469517955e-14,2.0176921424261424e-14,1.4284935057797784e-07,1.6662651029016058e-07,2.4462288022636634e-14,2.810523590091194e-07,8.709758949981663e-15,3.6643702086910066e-14,1.476993623018109e-07
8.426777544340623e-08,0.11224932038895594,0.9,0.0,0.0,0.0,0.0,0.09997716945125647,7.2620931569676645e-06,2.2015969400279963e-06,3.0427047474165302e-06,4.159676097518825e-06,8.447777999187636e-07,3.788700006175336e-06,2.397472148029166e-06,2.700470426163209e-06,3.0950762236969146e-06,3.7161090554974707e-06,2.111959524487252e-06,3.312247056415458e-06,9.912521434325637e-09,7.34361110906221e-08,2.530221587087926e-08,4.3744737620831835e-09,5.897265642002083e-06,2.153058469340896e-06,5.834186831399314e-06,2.6306351995612666e-06,6.734281625993085e-07,4.4131907970918e-10,1.2950074794417772e-06,2.2509719148408436e-13,6.500926404189397e-09,1.2452347276518181e-13,1.0550122482343322e-13,1.3094663800973603e-13,2.1899021877722375e-14,2.0748341453366638e-14,1.4961455391575146e-07,1.7505886963061143e-07,2.492216209411569e-14,2.9207526946898313e-07,9.051309407018345e-15,3.7428712522185715e-14,1.5377441470505408e-07
8.588017368717357e-08,0.11224941342128536,0.9,0.0,0.0,0.0,0.0,0.09997672728362744,7.424844083915433e-06,2.212309249029756e-06,3.0862214524955067e-06,4.236243796133758e-06,8.460272839828867e-07,3.863508800678896e-06,2.4235775780061505e-06,2.739333263922649e-06,3.1542889228331067e-06,3.801424957146549e-06,2.141357147514446e-06,3.3818301356882805e-06,9.960752805269163e-09,7.379437371897682e-08,2.5339837692810388e-08,4.380973072820539e-09,6.060417002719263e-06,2.2070606806490806e-06,6.0317782870391695e-06,2.7053548702653766e-06,6.999423670005871e-07,4.4612606145512373e-10,1.3382831620417188e-06,2.3014064146528356e-13,6.6816464412596015e-09,1.2681492682023177e-13,1.0771700981044729e-13,1.3353151003132215e-13,2.2761110441998378e-14,2.1322186375700476e-14,1.5653764962885705e-07,1.8372727458147592e-07,2.5380907600718695e-14,3.033032289249563e-07,9.399210584699006e-15,3.821500815544798e-14,1.5997833194416498e-07
8.749257193094092e-08,0.1122495069021786,0.9,0.0,0.0,0.0,0.0,0.09997628488026275,7.588330412261378e-06,2.222564188093835e-06,3.129324261213528e-06,4.312622403249437e-06,8.471866136227996e-07,3.938292320986553e-06,2.4491012998415155e-06,2.7777928517656927e-06,3.213501357311668e-06,3.88731110402678e-06,2.170421662807653e-06,3.4515213447801278e-06,1.0006924902269994e-08,7.413734009130207e-08,2.537474501601164e-08,4.387003636974967e-09,6.22422606907186e-06,2.2611401029107326e-06,6.231902673317017e-06,2.780429375123162e-06,7.269748974409393e-07,4.508259459355582e-10,1.3820223948438563e-06,2.352068313738454e-13,6.863101632610731e-09,1.2910069542479646e-13,1.0993621492267742e-13,1.361154805057755e-13,2.3640044926991484e-14,2.1898338895232796e-14,1.636178112129324e-07,1.9263270243721173e-07,2.583852019048273e-14,3.147357366780569e-07,9.753446860389925e-15,3.900252566703753e-14,1.6631131948080733e-07
8.910497017470827e-08,0.11224960082529609,0.9,0.0,0.0,0.0,0.0,0.09997584224027178,7.752544502873052e-06,2.232381268137349e-06,3.172019635316872e-06,4.3888112828817506e-06,8.48262274910131e-07,4.01304607977972e-06,2.4740538651022877e-06,2.8158530558247726e-06,3.2727135349066376e-06,3.9737681119206215e-06,2.199156842787261e-06,3.5213151878197405e-06,1.0051125571774044e-08,7.446566272957825e-08,2.5407133132406033e-08,4.392599182184459e-09,6.388660854715758e-06,2.3152911633996267e-06,6.43453394877209e-06,2.8558435605018394e-06,7.545255631643579e-07,4.5542067581481915e-10,1.4262148267963636e-06,2.4029552398491367e-13,7.045256181571009e-09,1.3138075959237753e-13,1.1215866501789179e-13,1.386983943140863e-13,2.4535818848232916e-14,2.2476686441288537e-14,1.7085417420468824e-07,2.0177608314673925e-07,2.6294996053001744e-14,3.263722903877033e-07,1.011400256073035e-14,3.9791202953071824e-14,1.7277357249598866e-07
9.071736841847562e-08,0.11224969518449163,0.9,0.0,0.0,0.0,0.0,0.09997539936280792,7.917478789916206e-06,2.241779167816916e-06,3.214313953367422e-06,4.464809882831399e-06,8.492602872943388e-07,4.087765693607721e-06,2.498445757266495e-06,2.8535177116571403e-06,3.331925463631898e-06,4.060796539492763e-06,2.2275664171491037e-06,3.5912062757370512e-06,1.0093438913035978e-08,7.477996632171395e-08,2.543718328418879e-08,4.397791009641036e-09,6.553690653021267e-06,2.369508690290048e-06,6.639646616525675e-06,2.9315829191375022e-06,7.825941426793483e-07,4.5991218123141055e-10,1.4708502957011633e-06,2.4540648435033665e-13,7.228075725886028e-09,1.3365510284553623e-13,1.1438418835944733e-13,1.412800999307315e-13,2.544842472142283e-14,2.3057120947448266e-14,1.7824583850425077e-07,2.111583012140862e-07,2.675033187985484e-14,3.3821238630186373e-07,1.0480861968760863e-14,4.058097911653337e-14,1.7936527608865345e-07
9.232976666224297e-08,0.11224978997380415,0.9,0.0,0.0,0.0,0.0,0.09997495624706687,8.083125780273767e-06,2.2507757690294494e-06,3.25621351129394e-06,4.540617728554641e-06,8.501862371724987e-07,4.162446881229342e-06,2.5222873843962233e-06,2.89079062434207e-06,3.391137151738762e-06,4.148396890515446e-06,2.2556540733483554e-06,3.661189325405883e-06,1.013394543796061e-08,7.508084890883158e-08,2.5465063674595158e-08,4.402608168654379e-09,6.719285977632355e-06,2.423787883815161e-06,6.847215706744992e-06,3.007633562563739e-06,8.111803844729559e-07,4.6430237844811957e-10,1.515918826925972e-06,2.5053947978062503e-13,7.4115272709727735e-09,1.3592371103239374e-13,1.1661261658887278e-13,1.4386044936623343e-13,2.6377854085685382e-14,2.3639538642366944e-14,1.857918705831803e-07,2.2078019751040008e-07,2.7204524827886113e-14,3.5025551947021024e-07,1.085400933053133e-14,4.1371794457578835e-14,1.860866054727504e-07
9.394216490601032e-08,0.11224988518744997,0.9,0.0,0.0,0.0,0.0,0.0999745128922849,8.24947805296668e-06,2.259388190898648e-06,3.2977245229614824e-06,4.616234417475234e-06,8.510453090439822e-07,4.237085461972196e-06,2.545589072397246e-06,2.927675568581677e-06,3.45034860771345e-06,4.236569615992473e-06,2.283423457077954e-06,3.7312591587236457e-06,1.017272222412289e-08,7.536888302191238e-08,2.5490930405949087e-08,4.407077618656229e-09,6.88541850623094e-06,2.478124289500319e-06,7.057216759890367e-06,3.083982194716353e-06,8.402840077133626e-07,4.685931686103082e-10,1.56141063199002e-06,2.556942798268956e-13,7.595579126782516e-09,1.381865721559831e-13,1.188437846965028e-13,1.4643929811035353e-13,2.7324097526443853e-14,2.4223839851650308e-14,1.9349130558422098e-07,2.3064257100212376e-07,2.7657572485123472e-14,3.6250118394150605e-07,1.1233428861230528e-14,4.2163590463143214e-14,1.9293772617265294e-07
9.555456314977767e-08,0.11224998081981512,0.9,0.0,0.0,0.0,0.0,0.09997406929773733,8.416528258576716e-06,2.2676328223117513e-06,3.338853120757545e-06,4.691659613705888e-06,8.518423144237998e-07,4.311677354109971e-06,2.5683610588328577e-06,2.964176288805177e-06,3.5095598402744635e-06,4.325315116187447e-06,2.3108781727415966e-06,3.801410701633375e-06,1.0209843061261773e-08,7.564461676995219e-08,2.5514928350227607e-08,4.4112243795506495e-09,7.052061027312609e-06,2.5325137733220417e-06,7.269625810702576e-06,3.1606160866639874e-06,8.699047029411769e-07,4.727864366064601e-10,1.6073161070336873e-06,2.6087065626295565e-13,7.780200848055568e-09,1.4044367621640706e-13,1.210775309902467e-13,1.4901650507596347e-13,2.8287144697922726e-14,2.4809928810662273e-14,2.0134314931847938e-07,2.407461803998387e-07,2.8109472839151593e-14,3.7494887294636264e-07,1.1619104750843896e-14,4.295630979588904e-14,1.9991879421682026e-07
9.716696139354502e-08,0.11225007686544888,0.9,0.0,0.0,0.0,0.0,0.09997362546273694,8.584269118671285e-06,2.27552535306842e-06,3.379605356193642e-06,4.766893043149718e-06,8.525817186758757e-07,4.386218573257634e-06,2.5906134872611357e-06,3.000296499276507e-06,3.568770858369856e-06,4.414633742561421e-06,2.3380217839213802e-06,3.871638983093184e-06,1.0245378591528104e-08,7.590857488170122e-08,2.553719195699632e-08,4.41507167124789e-09,7.219187389792919e-06,2.5869524986540867e-06,7.484419372889915e-06,3.2375230524166353e-06,9.000421327495403e-07,4.768840500248001e-10,1.6536258311817342e-06,2.660683830674614e-13,7.96536317775231e-09,1.4269501506428596e-13,1.233136970626423e-13,1.515919325434596e-13,2.926698434529895e-14,2.5397713487242184e-14,2.0934638016539745e-07,2.510917457320122e-07,2.856022424776663e-14,3.8759807906642503e-07,1.2011021169395545e-14,4.3749896282556385e-14,2.07029956329597e-07
9.877935963731237e-08,0.1122501733190569,0.9,0.0,0.0,0.0,0.0,0.09997318138663262,8.752693425230342e-06,2.2830808037009313e-06,3.419987200521063e-06,4.841934488954377e-06,8.532676659158897e-07,4.4607052307846295e-06,2.612356402066342e-06,3.0360398842051536e-06,3.6279816711744133e-06,4.504525799624844e-06,2.3648578138401446e-06,3.94193913399788e-06,1.0279396443746058e-08,7.616125970297156e-08,2.555784600321904e-08,4.418641043159073e-09,7.386772455275009e-06,2.641436904872061e-06,7.701574424477073e-06,3.3146914257660565e-06,9.306959324531752e-07,4.808878582010346e-10,1.700330564809262e-06,2.712872364060326e-13,8.151037993473937e-09,1.4494058226419282e-13,1.255521277564636e-13,1.5416544610580903e-13,3.026360432648536e-14,2.5987105413435688e-14,2.174999508805705e-07,2.6167994984762595e-07,2.900982541173808e-14,4.0044829439096285e-07,1.2409162271817282e-14,4.4544294901781316e-14,2.1427135012105946e-07
9.999999999999998e-08,0.11225027017549458,0.9,0.0,0.0,0.0,0.0,0.09997284504517517,8.880646531525641e-06,2.2885851680755456e-06,3.4503149003386307e-06,4.8986156341024806e-06,8.537537599213176e-07,4.5170555565574015e-06,2.6284837476087117e-06,3.062850463706379e-06,3.672806141432281e-06,4.5729586772173055e-06,2.3849711703416523e-06,3.995203621422473e-06,1.030417943329005e-08,7.634534792610272e-08,2.5572482444737207e-08,4.421170621587002e-09,7.513930315401224e-06,2.6827118074307145e-06,7.867524928436443e-06,3.373277520987069e-06,9.542450849315111e-07,4.83857609867457e-10,1.7359448018143497e-06,2.7525200105699415e-13,8.291924422859844e-09,1.4663671152957332e-13,1.2724810913556863e-13,1.5611233033084311e-13,3.102923171320495e-14,2.6434311983118462e-14,2.2377181376892972e-07,2.698573487450784e-07,2.934942319789472e-14,4.1030971886857025e-07,1.2714698783449256e-14,4.514618884873855e-14,2.1984002355396285e-07
1.0039175788107972e-07,0.11225027017549458,0.9,0.0,0.0,0.0,0.0,0.0999727370688078,8.921794040075406e-06,2.29031355402238e-06,3.4600045453596068e-06,4.916783787293514e-06,8.539040021225557e-07,4.535133532246081e-06,2.6335997437566377e-06,3.0714100978600697e-06,3.687192288086756e-06,4.594991546708351e-06,2.3913897458185803e-06,4.012306386057268e-06,1.031196136194808e-08,7.640315215140132e-08,2.5577006289124876e-08,4.421952494375451e-09,7.554792052820322e-06,2.6959636874972683e-06,7.921068393780183e-06,3.392110038114087e-06,9.61865710746499e-07,4.847996913522794e-10,1.7474212477190284e-06,2.7652699461352937e-13,8.337198256702605e-09,1.4718037296856844e-13,1.277926711289249e-13,1.567369146143083e-13,3.1276991633548676e-14,2.657801952644878e-14,2.2580279031616784e-07,2.725114398514304e-07,2.945827534953153e-14,4.1349901066178075e-07,1.2813512202432028e-14,4.533945177142215e-14,2.2164310427482233e-07
1.0361655436861441e-07,0.11225046507699757,0.9,0.0,0.0,0.0,0.0,0.0999718477056964,9.261995987712858e-06,2.3038654292916867e-06,3.538968908773341e-06,5.065905528893997e-06,8.550418579767265e-07,4.683800350880338e-06,2.67462692631795e-06,3.141045479433348e-06,3.8056129729303675e-06,4.777644932268083e-06,2.4435550524200557e-06,4.153223617467872e-06,1.0372977668441997e-08,7.685638180720157e-08,2.56112676100532e-08,4.4278745207105384e-09,7.892042748133097e-06,2.80513233884e-06,8.36698497162529e-06,3.5476556692763864e-06,1.0257515086246432e-06,4.923546534092322e-10,1.8427251060624852e-06,2.8706834971532503e-13,8.710872111027932e-09,1.5164261276663172e-13,1.3227950398439725e-13,1.6187320784649325e-13,3.335401198961835e-14,2.7764090209848305e-14,2.4285188079015074e-07,2.949066952382138e-07,3.0351719074109107e-14,4.401999120415081e-07,1.3640775096323962e-14,4.693183034939006e-14,2.36778164877843e-07
