Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872)
2.196759663919083e-09,0.11224543979600946,0.9,0.0,0.0,0.0,0.0,0.09999940949030428,1.524012338787654e-07,1.4163820370457162e-07,1.0368676620551797e-07,1.0506432312160313e-07,8.352600391650001e-08,9.088318242714824e-08,8.99442820958506e-08,8.989820439176441e-08,8.069782846903048e-08,8.098795913406364e-08,7.250138275718327e-08,7.353732455019375e-08,6.377111991695852e-10,4.542927592941321e-09,2.3813284744839886e-09,4.159290899023663e-10,7.80064539422509e-09,3.419605351283365e-09,5.4053525868999325e-09,3.3028525386347605e-09,4.284571594769015e-10,1.6453062472202766e-11,1.0884155272691432e-09,4.725050990802428e-15,6.352026905557519e-12,3.1459860330708722e-15,2.3428922042085647e-15,3.14193504284397e-15,1.3936334849071297e-17,2.9604976815256556e-17,6.256716962528688e-12,5.08420217341318e-12,6.294783034582251e-16,1.9116807211351234e-10,5.9257031359319075e-18,8.309752486591543e-16,9.266376847581715e-11,7.920431673863402e-18,5.651483269213094e-20,6.090105493366748e-15,5.356492296927434e-21,2.7614694654076875e-17,1.0038767785352575e-20,1.5882501268189268e-23,1.991818482675531e-26,4.8697447706478106e-23,1.4354194158950859e-25,5.218291566792983e-18,1.2425381691647447e-24,3.084579511114149e-23,3.656319641237047e-27,9.084906568832334e-26,2.5283916623578555e-20,2.658118727365866e-26,7.984789175452339e-22,6.150631853383422e-26,4.306602345581191e-15,3.9763564241671707e-17,1.5579010389726989e-27,3.8679652076767006e-26,2.5941236578701836e-17,3.91418453724012e-15,4.1833698896407684e-23,3.246143891288273e-23,8.102604371767181e-26,4.207208608139321e-23,2.620472022566301e-26,1.7038936407326095e-21,1.795433816053801e-17,2.07821690107142e-27,5.1610689628673305e-26,1.6308716889344585e-17,3.06468736191749e-14,3.155721543795797e-21,1.6058725211175937e-22,4.9037299918418736e-18
2.4429073699113435e-09,0.11224544758136465,0.9,0.0,0.0,0.0,0.0,0.0999993433212967,1.696226412364743e-07,1.569706843309792e-07,1.1520494221182173e-07,1.1690405566006905e-07,9.235229409770251e-08,1.0111303156151051e-07,9.995092030504631e-08,9.989631921103871e-08,8.974000620106457e-08,9.009952401249256e-08,8.05552938932139e-08,8.183561161461961e-08,7.067445470820966e-10,5.055706324080135e-09,2.6470831428642244e-09,4.6182575989747487e-10,9.654052288130013e-09,4.2461657256229405e-09,6.675583490630195e-09,4.074563307060927e-09,5.300175586369963e-10,1.829537021884918e-11,1.3470950568100199e-09,5.258982333557403e-15,8.106452239134156e-12,3.5005071487451624e-15,2.607274120667956e-15,3.495591732670478e-15,1.7239771688260673e-17,3.6130427960513107e-17,8.30798572373152e-12,7.012349737412769e-12,7.004145330764252e-16,2.365019908506853e-10,7.330935466458166e-18,9.247467025707303e-16,1.1464811824125572e-10,9.799559696460484e-18,6.971954009818157e-20,7.74711301795854e-15,6.629567718646951e-21,3.831248706911156e-17,1.2465276186796977e-20,1.9666009818377715e-23,2.741392674385846e-26,6.687849274859454e-23,2.1909459509061527e-25,7.414446414994265e-18,1.7116248731752553e-24,4.2629695244040304e-23,5.59803927125644e-27,1.395499679257803e-25,3.474073859698521e-20,3.6587557324976736e-26,1.3580660517050005e-21,9.3823147692334e-26,5.542725108537472e-15,4.905655727504091e-17,2.385438623881778e-27,5.941942201793065e-26,3.222515058446401e-17,4.862346127112629e-15,6.388500326299621e-23,4.9459218281456235e-23,1.2377086634147867e-25,6.430927576547508e-23,3.606321522149121e-26,2.1020080235498727e-21,2.215037899909161e-17,3.1824151659579716e-27,7.929089914181777e-26,1.900625270356855e-17,3.933257436476047e-14,4.34491954754803e-21,1.9875340713914763e-22,6.089321142483461e-18
2.689055075903604e-09,0.11224545540396155,0.9,0.0,0.0,0.0,0.0,0.09999927715168633,1.868730678505553e-07,1.7220145740359697e-07,1.2670310294323502e-07,1.287565628387426e-07,1.0107854963055682e-07,1.1135205920579303e-07,1.0994268246366551e-07,1.0987938847409725e-07,9.878217530372188e-08,9.921870182795617e-08,8.859520883222482e-08,9.014558155341497e-08,7.75319964336316e-10,5.5650835513168375e-09,2.9098258156394707e-09,5.072022501375735e-10,1.1699143728054648e-08,5.158665869168864e-09,8.077911195980873e-09,4.925255399488641e-09,6.424054808262486e-10,2.0134940598422768e-11,1.6331834613437752e-09,5.79381261001121e-15,1.0075744314803125e-11,3.855410262587657e-15,2.8720278660432057e-15,3.849565216799834e-15,2.0895390938382466e-17,4.333038499999807e-17,1.0787043099606587e-11,9.371987120035446e-12,7.71427300322452e-16,2.866746539761661e-10,8.886155068943388e-18,1.0186501741216535e-15,1.3898246612873392e-10,1.1879555489900787e-17,8.427570267458383e-20,9.675483697148265e-15,8.037540310692824e-21,5.1593042722365244e-17,1.514408061677401e-20,2.3858885917806024e-23,3.659288812121164e-26,8.907857919552075e-23,3.2103274470082215e-25,1.0239324821648858e-17,2.2861680773416235e-24,5.705791770030001e-23,8.225886554699824e-27,2.0548459113315575e-25,4.6291475010465796e-20,4.884245007995624e-26,2.1946402511080964e-21,1.3741016141447584e-25,7.006271560074542e-15,5.930086040829015e-17,3.5055046453297876e-27,8.750108954262339e-26,3.917463889377248e-17,5.9109346152767095e-15,9.364778297998353e-23,7.236680781093531e-23,1.8148056537419894e-25,9.434534890658788e-23,4.8134269602860803e-26,2.540867725709794e-21,2.6775962398894105e-17,4.677112003834055e-27,1.1677428155079547e-25,2.187470627779161e-17,4.938846134808838e-14,5.798278442471526e-21,2.409635288264505e-22,7.398210529521922e-18
2.935202781895865e-09,0.11224546326357904,0.9,0.0,0.0,0.0,0.0,0.09999921098143258,2.04152470002454e-07,1.8733119737095053e-07,1.3818128395524753e-07,1.4062163986022677e-07,1.097059037560519e-07,1.2160022087276267e-07,1.1991945425044364e-07,1.1984743155635708e-07,1.0782433577603487e-07,1.083455433772553e-07,9.662115188888606e-08,9.846721009730112e-08,8.434404875865365e-10,6.0710818328544855e-09,3.169590614548404e-09,5.520644537392619e-10,1.3934340766078543e-08,6.15613215081955e-09,9.6118465882282e-09,5.854404922898903e-09,7.656306097000264e-10,2.197175254789559e-11,1.946639817149815e-09,6.329540462204402e-15,1.2258212054212217e-11,4.210689241056056e-15,3.1371526660361874e-15,4.203853956205924e-15,2.4903506803365528e-17,5.119929039255927e-17,1.3735347099819513e-11,1.2205354772261166e-11,8.425153781789236e-16,3.4169121034357283e-10,1.0591521214628727e-17,1.1126853890668316e-15,1.6567011236836565e-10,1.4160700704561422e-17,1.0017435777650053e-19,1.1903933310311424e-14,9.58020980398693e-21,6.779813770742427e-17,1.807232374876184e-20,2.846266554253523e-23,4.762761974353375e-26,1.1569066181542552e-22,4.548671567558879e-25,1.3814611259273869e-17,2.976917353208518e-24,7.438643283023056e-23,1.1686024569145824e-26,2.9226976672561747e-25,6.014117911918622e-20,6.357689589407106e-26,3.400896670027562e-21,1.9461834091502562e-25,8.72619412027737e-15,7.049016161876476e-17,4.980455822512182e-27,1.2446652260107936e-25,4.67852866711668e-17,7.059283857878279e-15,1.3273285831777743e-22,1.0241185625043099e-22,2.5728678732022327e-25,1.338128464741405e-22,6.264438035969282e-26,3.0202024784035185e-21,3.1828238308865704e-17,6.645627859444736e-27,1.661216194912154e-25,2.491382173439175e-17,6.089846866793101e-14,7.541360814364103e-21,2.8721157919650083e-22,8.829001280710331e-18
3.1813504878881255e-09,0.11224547115999703,0.9,0.0,0.0,0.0,0.0,0.09999914481049532,2.214608040271763e-07,2.0236057421927622e-07,1.4963952081311318e-07,1.5249908426553192e-07,1.1823547689562031e-07,1.3185747218120883e-07,1.2988112297897555e-07,1.2980046781921015e-07,1.1686648761695147e-07,1.1748009901985202e-07,1.0463314733569693e-07,1.068004728250892e-07,9.111091333951349e-10,6.573723577236594e-09,3.4264112912946958e-09,5.964181968319914e-10,1.635807894613891e-08,7.237601940542902e-09,1.1276904000155543e-08,6.861491450761222e-09,8.997025819730566e-10,2.3805785305307336e-11,2.2874228902338495e-09,6.866164533841238e-15,1.465217075455225e-11,4.566338020642441e-15,3.4026477415105395e-15,4.558456415531311e-15,2.926443195908026e-17,5.97316376031784e-17,1.7193937305870745e-11,1.5554346281643336e-11,9.136775536387337e-16,4.0155672589201947e-10,1.2447190604027046e-17,1.206852071444364e-15,1.9471435030976498e-10,1.6643276401781334e-17,1.1740660204304857e-19,1.4463805918763478e-14,1.1257374390044928e-20,8.729266399356107e-17,2.1247180527915678e-20,3.3478887795476356e-23,6.06910832890266e-26,1.471059880795955e-22,6.264863384947095e-25,1.8278604821418195e-17,3.794632315331205e-24,9.486890311148313e-23,1.6135181903456498e-26,4.037528091802326e-25,7.649395409484237e-20,8.102256359361957e-26,5.0883753698087636e-21,2.679621260791028e-25,1.073408388362679e-14,8.261819723129263e-17,6.87716712698198e-27,1.7195611674678889e-25,5.5052708293521984e-17,8.30673211884198e-15,1.8286868458663883e-22,1.4091382765768592e-22,3.5455211494642885e-25,1.844731178553546e-22,7.982055404125972e-26,3.539743801133294e-21,3.7304378508137586e-17,9.177348062271932e-27,2.2952609370719946e-25,2.812026862575893e-17,7.394598134008302e-14,9.599550157136879e-21,3.37491474493655e-22,1.0380312302184626e-17
3.427498193880386e-09,0.11224547909299748,0.9,0.0,0.0,0.0,0.0,0.09999907863883462,2.387980263113354e-07,2.172902536696581e-07,1.6107784909063696e-07,1.643886958189671e-07,1.2666837731427262e-07,1.4212376885204276e-07,1.3982757752199006e-07,1.3973851661049084e-07,1.2590863082533972e-07,1.2662241869839485e-07,1.1263121940459e-07,1.1514534517185967e-07,9.783288991228191e-10,7.073031047882659e-09,3.680321213474484e-09,6.402692422886276e-10,1.8968807606462568e-08,8.402123067601561e-09,1.3072601050938026e-08,7.945997871440736e-09,1.044630989237942e-09,2.5637018396603263e-11,2.6554911526949808e-09,7.403683470236833e-15,1.7255946714262555e-11,4.922350604443188e-15,3.668512308757346e-15,4.9133710629613336e-15,3.3978477611195346e-17,6.892196865874822e-17,2.1203454496308198e-11,1.9460524576659738e-11,9.84912627015369e-16,4.662761877396595e-10,1.4453317493227546e-17,1.3011499436686697e-15,2.2611846662017864e-10,1.9327563069788e-17,1.3596358876747336e-19,1.7388955840257643e-14,1.3068830788686911e-20,1.1046610003212335e-16,2.4665856550921314e-20,3.89090980110286e-23,7.59570482644889e-26,1.8371271899569017e-22,8.425479433302307e-25,2.3787291139906946e-17,4.750094102561691e-24,1.1875448026058655e-22,2.1751788264548785e-26,5.442961467388649e-25,9.555245825262011e-20,1.0141239018611699e-25,7.388836995762797e-21,3.60278111889329e-25,1.3064046823341164e-14,9.567872819410428e-17,9.271778910723137e-27,2.3183004603259877e-25,6.397254607222492e-17,9.65262187706343e-15,2.4598901447251517e-22,1.8934161522692593e-22,4.770404406901862e-25,2.4827501243088183e-22,9.98908037840186e-26,4.0992249235080106e-21,4.3201565893984725e-17,1.2374067170579124e-26,3.0947533034632415e-25,3.1497875877527134e-17,8.861384918688887e-14,1.1997870565750754e-20,3.9179708759863625e-22,1.2050777517482893e-17
3.673645899872647e-09,0.1122454870623644,0.9,0.0,0.0,0.0,0.0,0.09999901246641095,2.56164093294011e-07,2.3212089712503333e-07,1.7249630436977922e-07,1.7629027652649484e-07,1.3500570101000154e-07,1.5239906670997236e-07,1.4975870832710966e-07,1.496615972642224e-07,1.349507653999877e-07,1.3577255193464023e-07,1.206153922862986e-07,1.2350180242823414e-07,1.0451027626838774e-09,7.569026363952145e-09,3.9313533715513015e-09,6.836232893546905e-10,2.176499005057401e-08,9.648753906833268e-09,1.499845867864521e-08,9.107410427394379e-09,1.200425377283232e-09,2.7465431636683272e-11,3.0508027810224e-09,7.942095918325862e-15,2.0067833219531438e-11,5.278721062668959e-15,3.9347455794601615e-15,5.268596370261124e-15,3.9045953476038865e-17,7.876487472509899e-17,2.5804136738778402e-11,2.3965118642293168e-11,1.0562194120529357e-15,5.358545035415734e-10,1.661005367539009e-17,1.395578726520629e-15,2.598857411405323e-10,2.2213840613751977e-17,1.5583652865407784e-19,2.0715774727473854e-14,1.5014374270004374e-20,1.3773443553241086e-16,2.832558839124405e-20,4.475484044202771e-23,9.359916567813614e-26,2.258990990673847e-22,1.1095652172929183e-24,3.0515736329181616e-17,5.85407744765594e-24,1.4629303973691912e-22,2.871002259914144e-26,7.1809641831068525e-25,1.175189550798711e-19,1.2497912956729652e-25,1.0456000627589166e-20,4.743571668174592e-25,1.5752727392620424e-14,1.0966559080344418e-16,1.223863638126038e-26,3.058782579188829e-25,7.354047058343003e-17,1.1096299876240728e-14,3.240394126230629e-22,2.4918973572247872e-22,6.285343144241801e-25,3.2723499841318757e-22,1.2308300362693937e-25,4.698380805463689e-21,4.9517017385366446e-17,1.6335226817261946e-26,4.0836431620024505e-25,3.5034146016681203e-17,1.0498440406617309e-13,1.4761415708436486e-20,4.501222477772097e-22,1.3839045953905424e-17
3.9197936058649075e-09,0.11224549506788371,0.9,0.0,0.0,0.0,0.0,0.09999894629318516,2.735589614687871e-07,2.468531615184992e-07,1.838949222405306e-07,1.8820363070754443e-07,1.432485313037106e-07,1.6268332168751348e-07,1.5967440746964252e-07,1.5956972910005705e-07,1.4399289133960096e-07,1.4493054781545933e-07,1.2858569012879112e-07,1.3186981973613268e-07,1.1114336818774626e-09,8.061731496177445e-09,4.179540383909759e-09,7.264859713374172e-10,2.4745103999791952e-08,1.097656371670467e-08,1.705400125098099e-08,1.0345218832312487e-08,1.3670952443710067e-09,2.9291005142014764e-11,3.4733156472312524e-09,8.48140052676732e-15,2.3086095320849565e-11,5.6354435348862306e-15,4.201346760587234e-15,5.624130812962742e-15,4.446716771753549e-17,8.925499775616883e-17,3.103580599808345e-11,2.9109012380140417e-11,1.1275967363562874e-15,6.102964989514062e-10,1.8917548398850384e-17,1.4901381391034345e-15,2.960194465933711e-10,2.5302388325355417e-17,1.7701669162476743e-19,2.4483278762430957e-14,1.709379854075805e-20,1.6954238164039684e-16,3.222364442700466e-20,5.1017675143267426e-23,1.1379311530841386e-25,2.7404627647412567e-22,1.4359871970517768e-24,3.865968473826858e-17,7.11741430253522e-24,1.7772315379549077e-22,3.72400847958904e-26,9.307494057312885e-25,1.4259314060802372e-19,1.5195873801397517e-25,1.446752309560542e-20,6.137763204068642e-25,1.8839392984283307e-14,1.2457258250772344e-16,1.5875978742233588e-26,3.9648702450377414e-25,8.375218165531887e-17,1.2637117273839645e-14,4.193898391541409e-22,3.2223400899435426e-22,8.136731772246272e-25,4.2367030046209225e-22,1.496275604293982e-25,5.336948197695722e-21,5.624793236039831e-17,2.1192222295868413e-26,5.293854869745502e-25,3.875428505794904e-17,1.2313938717021933e-13,1.7914363711029917e-20,5.124607393723869e-22,1.5743782313622975e-17
4.165941311857168e-09,0.11224550310934328,0.9,0.0,0.0,0.0,0.0,0.0999988801191185,2.9098258738438375e-07,2.614876992928458e-07,1.9527373830020701e-07,2.001285649942059e-07,1.5139793884823373e-07,1.7297648982620398e-07,1.6957456865639328e-07,1.6946293142306702e-07,1.5303500864280335e-07,1.5409645499206136e-07,1.365421370368371e-07,1.4024937208951402e-07,1.1773245942688072e-09,8.551168265177666e-09,4.4249144923350805e-09,7.6886285558681e-10,2.7907641552203528e-08,1.2384632635597933e-08,1.9238756572199038e-08,1.1658916287786209e-08,1.5446500407866967e-09,3.111371932708794e-11,3.922987320053818e-09,9.021595945886427e-15,2.6309025657695515e-11,5.9925122298223095e-15,4.468315054363967e-15,5.979972870316595e-15,5.0242426945722975e-17,1.0038703024300817e-16,3.693786738666488e-11,3.493274392697024e-11,1.1990434413864432e-15,6.896069176621083e-10,2.137594837440553e-17,1.5848278988438722e-15,3.345228484514452e-10,2.8593484881770514e-17,1.9949540747556863e-19,2.873312001313156e-14,1.9306895881288816e-20,2.063657061219283e-16,3.635732513928999e-20,5.769914636962486e-23,1.3671259344656674e-25,3.2854155591704935e-22,1.8283406281410753e-24,4.8437251169647257e-17,8.550874070322025e-24,2.1329464577668936e-22,4.751565279963012e-26,1.1863151548805983e-24,1.7097590225509926e-19,1.8258406449038283e-25,1.962715212716929e-20,7.813624743126262e-25,2.2365940572563893e-14,1.4039367629314843e-16,2.0257971841699907e-26,5.053888976319602e-25,9.460340850856975e-17,1.4274429662288772e-14,5.34104009878863e-22,4.100886811530854e-22,1.036436138358443e-24,5.398117219637764e-22,1.7975243363198392e-25,6.014665650256237e-21,6.339158945728965e-17,2.7044361742139686e-26,6.748599288816323e-25,4.262110175192957e-17,1.4316004645055246e-13,2.1481823441635525e-20,5.788063019801008e-22,1.776366680883316e-17
4.412089017849428e-09,0.11224551118653257,0.9,0.0,0.0,0.0,0.0,0.09999881394417233,3.084349276432004e-07,2.7602515855164744e-07,2.0663278815241362e-07,2.1206488824098006e-07,1.5945498213179706e-07,1.8327852727368862e-07,1.7945908716669202e-07,1.7934122352408573e-07,1.6207711730814072e-07,1.6327032169599067e-07,1.4448475707321258e-07,1.4864043434088298e-07,1.2427784179100022e-09,9.037358345942313e-09,4.6675075675006885e-09,8.107594462111579e-10,3.125110862176431e-08,1.3872051257186983e-08,2.15522557576742e-08,1.3047999366340529e-08,1.7330991702120312e-09,3.293355489868056e-11,4.399775077922633e-09,9.562680827747533e-15,2.973496432821721e-11,6.349921422922103e-15,4.735649658558013e-15,6.336121025328315e-15,5.637203624142246e-17,1.1215571340184947e-16,4.354932446170684e-11,4.147651827743135e-11,1.2705583819194908e-15,7.737904246173013e-10,2.3985397865728133e-17,1.6796477215766304e-15,3.753992050774651e-10,3.2087408342091106e-17,2.232640633125509e-19,3.3509496290418823e-14,2.165345701047086e-20,2.4871256317563554e-16,4.0723961397585645e-20,6.480083057284007e-23,1.6253541409659428e-25,3.897585664151673e-22,2.2970223565939394e-24,6.008988959874725e-17,1.0165344751434983e-23,2.5323437204156703e-22,5.982502971940279e-26,1.4917664313065898e-24,2.028641340280721e-19,2.170944602579781e-25,2.6166037903866255e-20,9.814877331171396e-25,2.6376801697512982e-14,1.571226964388286e-16,2.5507654347550046e-26,6.355574350974615e-25,1.0608990877064743e-16,1.6007596920248056e-14,6.7097373057704545e-22,5.148157886093699e-22,1.3023582796693812e-24,6.783081486703288e-22,2.1369071997238275e-25,6.731273452214234e-21,7.094520016896264e-17,3.4056274730758894e-26,8.487671071746757e-25,4.668588700701787e-17,1.651270043498501e-13,2.548703556235828e-20,6.491526323648789e-22,1.989739479298495e-17
4.658236723841688e-09,0.11224551929924273,0.9,0.0,0.0,0.0,0.0,0.09999874776830847,3.2591593889955887e-07,2.904661832323954e-07,2.179721074060189e-07,2.2401241142363005e-07,1.674207080306544e-07,1.9358939028020505e-07,1.8932785978534584e-07,1.892046246801306e-07,1.7111921733408491e-07,1.724521957572294e-07,1.524135742601402e-07,1.5704298120846142e-07,1.307798052038423e-09,9.520323274100999e-09,4.907351126786159e-09,8.521811870057713e-10,3.477402436397916e-08,1.5437920154608318e-08,2.3994033091684802e-08,1.4511967876650204e-08,1.9324519913567857e-09,3.475049283638826e-11,4.903635923344685e-09,1.0104653825863219e-14,3.336226290642542e-11,6.707665452799855e-15,5.0033497665520495e-15,6.69257376436157e-15,6.285629924936294e-17,1.2455583482881546e-16,5.090879654040322e-11,4.878022158097118e-11,1.34214042544132e-15,8.628516096084275e-10,2.6746038819177957e-17,1.774597321603756e-15,4.186517679070926e-10,3.578443619403908e-17,2.483141023743971e-19,3.885904646261224e-14,2.4133271555244435e-20,2.9712463480235123e-16,4.532091400235316e-20,7.232424021114022e-23,1.9143128778572074e-25,4.580962654995658e-22,2.844840979979917e-24,7.388322623470022e-17,1.1971469272879114e-23,2.9781481957638566e-22,7.422829317250715e-26,1.8480652650976575e-24,2.384598728570934e-19,2.5571654092788075e-25,3.4343921071100576e-20,1.2155530341566181e-24,3.0918832965410416e-14,1.7475395561044989e-16,3.165080870761123e-26,7.874064320725557e-25,1.1820746733997615e-16,1.7835983041226638e-14,8.316253779975402e-22,6.378497108225374e-22,1.6142774271130142e-24,8.413963662569287e-22,2.516654693786203e-25,7.486513562119018e-21,7.890619650815957e-17,4.226279809711853e-26,1.051671078092373e-24,5.078990472256918e-17,1.8912057776223696e-13,2.995698021383366e-20,7.234933865804139e-22,2.214367560241313e-17
4.9043844298339485e-09,0.11224552744726711,0.9,0.0,0.0,0.0,0.0,0.09999868159148899,3.4342557786038636e-07,3.0481141307517473e-07,2.2929173167460448e-07,2.35970947645772e-07,1.7529615176585535e-07,2.0390903519990178e-07,1.991807848105843e-07,1.9905315415418742e-07,1.8016130871903454e-07,1.8164212460220247e-07,1.603286125788053e-07,1.654569872763511e-07,1.3723863771519047e-09,1.0000084445203206e-08,5.144476340325877e-09,8.931334611335797e-10,3.8474921260345996e-08,1.7081349911597694e-08,2.656362604362536e-08,1.6050324887466745e-08,2.142717817449051e-09,3.6564514408786186e-11,5.434526582954243e-09,1.0647513595845796e-14,3.7189256714016476e-11,7.0657387228209506e-15,5.271414567764134e-15,7.0493295779186826e-15,6.969551805484938e-17,1.3758222966149922e-16,5.905451679053481e-11,5.688341950344564e-11,1.4137884521851097e-15,9.567949870513996e-10,2.965801080809575e-17,1.869676411754024e-15,4.6428378132051367e-10,3.968484526019601e-17,2.746370214336624e-19,4.483086562034099e-14,2.6746126987847066e-20,3.521793115390719e-16,5.014557127348588e-20,8.027108017877722e-23,2.235944093771389e-25,5.338762326265654e-22,3.4972778501449185e-24,9.010863992285047e-17,1.398061420618655e-23,3.471712843011065e-22,9.147155378247204e-26,2.2739436138986085e-24,2.7794813511031627e-19,2.987155011788259e-25,4.445123949176316e-20,1.493876462811323e-24,3.604132687787508e-14,1.932805673787722e-16,3.900563397671192e-26,9.689188090636313e-25,1.3095189658756955e-16,1.9758956164006222e-14,1.021236220872413e-21,7.826051982998017e-22,1.9833605049847217e-24,1.0328162562886541e-21,2.9393018613553086e-25,8.280129620352923e-21,8.727146906368425e-17,5.208929233580873e-26,1.2942415947475302e-24,5.535318272944926e-17,2.152199854148342e-13,3.4907440783082535e-20,8.01822179977974e-22,2.4501233857993496e-17
5.150532135826209e-09,0.11224553563040074,0.9,0.0,0.0,0.0,0.0,0.09999861541367631,3.609638012874084e-07,3.190614834676535e-07,2.4059169657617365e-07,2.479403122108215e-07,1.8308233651056293e-07,2.1423741849514044e-07,2.0901776210774713e-07,2.08886831194599e-07,1.8920339146131264e-07,1.9084015523956073e-07,1.6822989596768518e-07,1.738824269904678e-07,1.4365462537516055e-09,1.0476663109203399e-08,5.378914017833871e-09,9.336215890569988e-10,4.235234554985657e-08,1.8801461461010876e-08,2.9260575380705926e-08,1.766257684868514e-08,2.3639059144054636e-09,3.837560115360914e-11,5.992403498961594e-09,1.1191258793844698e-14,4.1214295485440723e-11,7.424135699673992e-15,5.539843246444256e-15,7.406386958887912e-15,7.688999340041488e-17,1.512297798604092e-16,6.802431863009015e-11,6.582534589870527e-11,1.4855013555675554e-15,1.055624993445754e-09,3.272145108027346e-17,1.9648847031881782e-15,5.122984823192253e-10,4.378891188447825e-17,3.0222438065371267e-19,5.147659518750369e-14,2.9491811334625664e-20,4.1449245333904543e-16,5.519535652242483e-20,8.864258424070816e-23,2.591591402956033e-25,6.176054093563473e-22,4.224872430461988e-24,1.090852590208217e-16,1.6202362055845114e-23,4.0177501493106825e-22,1.1062156743511955e-25,2.744362792267232e-24,3.2154908653391374e-19,3.462623686448049e-25,5.681173673691267e-20,1.8052867830922315e-24,4.1796098057919415e-14,2.1269877351198758e-16,4.7174574950598976e-26,1.1694345626080698e-24,1.443190373773096e-16,2.1775888726588732e-14,1.2371345196323355e-21,9.48338459240377e-22,2.401267278415731e-24,1.2535186993497243e-21,3.4066405539408234e-25,9.111867011564227e-21,9.603932089050401e-17,6.300550459962038e-26,1.5622662146094948e-24,5.93528044233378e-17,2.4350535027408197e-13,4.038163520971739e-20,8.841325859431363e-22,2.6968806729114415e-17
5.396679841818469e-09,0.11224554384844034,0.9,0.0,0.0,0.0,0.0,0.0999985492348332,3.785305659973188e-07,3.3321702545682866e-07,2.5187203773247573e-07,2.5992032260513285e-07,1.9078027348757557e-07,2.2457449673679654e-07,2.1883869310102728e-07,2.1870567503498163e-07,1.982454655591682e-07,2.0004633426255108e-07,1.7611744832246994e-07,1.8231927466025103e-07,1.5002805237975098e-09,1.0950080370739056e-08,5.610694606095113e-09,9.73650829129522e-10,4.6404857106603505e-08,2.0597386005472875e-08,3.208442514992362e-08,1.9348233581271632e-08,2.596025500773718e-09,4.01837349318358e-11,6.5772228323181374e-09,1.1735888080641918e-14,4.543577767865522e-11,7.782850921850913e-15,5.808634984422693e-15,7.763744407323282e-15,8.444002399124036e-17,1.6549341938960059e-16,7.785563799405415e-11,7.564490463324136e-11,1.5572780420748818e-15,1.1593459879827394e-09,3.5936494260201726e-17,2.060221905791552e-15,5.626991004613398e-10,4.809691138974814e-17,3.3106778388614656e-19,5.885041505330649e-14,3.2370106290393246e-20,4.847201697838705e-16,6.046771156831808e-20,9.744117975424139e-23,2.9841155092385493e-25,7.093247028871396e-22,5.136129488749562e-24,1.3116125216864385e-16,1.8650801492958003e-23,4.612463104750511e-22,1.3500023115389442e-25,3.344889051860909e-24,3.6940044579687853e-19,3.9876706688310765e-25,7.178423798090103e-20,2.1924913273964736e-24,4.823747137075596e-14,2.329972022003711e-16,5.757371048379481e-26,1.4254042068472426e-24,1.5830475898093e-16,2.3886157453367716e-14,1.4952916285674961e-21,1.1439839035686478e-21,2.908266893627308e-24,1.5107944809763422e-21,3.9223482131656363e-25,9.981472859530366e-21,1.0520461730625224e-16,7.690287669569062e-26,1.9044128946604687e-24,6.534309534998439e-17,2.7405268094866484e-13,4.6353370552644847e-20,9.704181363667716e-22,2.95451518197801e-17
