Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872)
9.617495165598093e-11,0.11224537490420713,0.9,0.0,0.0,0.0,0.0,0.0999999741476936,6.623302714761242e-09,6.497432119155974e-09,4.573217579325861e-09,4.575946323347544e-09,3.9118868534025264e-09,3.963086301816299e-09,3.961157787223628e-09,3.961081175998621e-09,3.5329951967791297e-09,3.5335896486494096e-09,3.1977499536183887e-09,3.199745793253218e-09,2.9249931751949235e-11,8.557053525406276e-11,3.889428580372156e-11,7.920537874250652e-12,1.0338568569889332e-11,2.1097402434793445e-12,1.0550951412544583e-11,6.585242868700651e-12,8.190485944776763e-13,6.230177511284383e-13,1.5926812847947254e-12,2.0533066354263002e-16,1.012474194067453e-15,1.370077245249061e-16,1.0193421957642982e-16,1.3699465359953534e-16,2.6635842620525554e-20,2.161497876842114e-18,5.247281033605236e-14,2.814682491961019e-16,2.7415162465057852e-17,3.651119286263036e-13,1.1315409204543165e-20,3.6153743052885846e-17,1.7684817343511939e-13,1.5108219669649144e-20,1.1267981985191034e-22,1.0255497983482473e-17,7.83843926992953e-24,2.228990883895799e-21,6.193864014057362e-24,3.011620867732778e-26,1.6598101748302208e-30,4.042785553079441e-27,5.2916505874223955e-31,3.7655349000510363e-22,7.902363910932643e-29,8.269866255190412e-28,1.0227098912848106e-32,1.0712472519720413e-31,1.8875580906713736e-24,2.2134030142782527e-30,1.2764718699007179e-28,2.571730921985167e-31,6.844244411375283e-18,7.849921176497756e-20,4.3536827044715775e-33,4.556821630783563e-32,1.755575546459098e-20,2.64842487760202e-18,1.3851583156454126e-28,1.6309655529306186e-28,2.665342124471235e-31,1.2014941057692174e-28,2.18562950003743e-30,3.397228037602311e-24,3.544454377488029e-20,5.80337012405977e-33,6.074815099698676e-32,4.1310143496367378e-19,3.907636401504616e-17,1.8229178447862299e-25,2.349875003988543e-25,2.9836981375979175e-21
9.999999999999999e-11,0.11224537524024486,0.9,0.0,0.0,0.0,0.0,0.09999997311950157,6.886816149484788e-09,6.753102234587621e-09,4.7550382893245104e-09,4.7579878934878144e-09,4.06584699709147e-09,4.120735616808098e-09,4.118657662268573e-09,4.118572312084579e-09,3.673508652474946e-09,3.67414919216618e-09,3.324885210713673e-09,3.327042947100735e-09,3.040106933107466e-11,9.136923455089381e-11,4.1621767785677394e-11,8.458560207196332e-12,1.125964305249426e-11,2.3493681643595948e-12,1.1405589723420586e-11,7.117284228844853e-12,8.85498344253383e-13,6.519892298600723e-13,1.7401716020147359e-12,2.135007234087039e-16,1.1367713831929743e-15,1.4245872845204793e-16,1.0598993702212882e-16,1.4244482862014267e-16,2.879705020204668e-20,2.164794212655765e-18,5.4585741596666035e-14,3.1859989973025287e-16,2.850584103733596e-17,3.947354659846061e-13,1.2233583919160603e-20,3.759221331564214e-17,1.9119793392800407e-13,1.633447042222693e-20,1.217835271652829e-22,1.1087747580672345e-17,8.564292673038564e-24,2.5056744610792736e-21,6.897337828475698e-24,3.2560036291563556e-26,1.8658594722299436e-30,4.550433880113202e-27,6.190757651901657e-31,4.233032381528933e-22,8.977674653228811e-29,9.57563556534445e-28,1.2081006140140793e-32,1.2897308900064161e-31,2.1335382714260667e-24,2.4881903278710353e-30,1.5512417456830637e-28,2.9957413398875437e-31,7.399693820088064e-18,8.487509357413731e-20,5.142916324150489e-33,5.486222045564907e-32,1.9524928392559865e-20,2.9455141168036128e-18,1.6273265649190425e-28,1.889759834379486e-28,3.1299692914632086e-31,1.4187771243529065e-28,2.456943342783057e-30,3.6717003300824974e-24,3.832342901211006e-20,6.855446603866251e-33,7.313908821966605e-32,4.3019926555011395e-19,4.230200085491821e-17,2.064384492615308e-25,2.5674853949358157e-25,3.324541011698649e-21
1.0729183374641842e-10,0.11224537524024486,0.9,0.0,0.0,0.0,0.0,0.09999997115942036,7.3891814292296255e-09,7.240102471230629e-09,5.101636342709251e-09,5.105030690672212e-09,4.359084889025838e-09,4.421274871304488e-09,4.4188966325717246e-09,4.418793408834122e-09,3.941374740390372e-09,3.942107900325972e-09,3.5672384214273483e-09,3.5697222709790505e-09,3.25937550568469e-11,1.0274262259335079e-10,4.6995869743093366e-11,9.514108306826978e-12,1.3135258359586668e-11,2.850508562935022e-12,1.312677417025613e-11,8.188394294868175e-12,1.0193539275459183e-12,7.072156422522819e-13,2.039923620891117e-12,2.2907622634106626e-16,1.4022987327329926e-15,1.5285048450426415e-16,1.1372175745537254e-16,1.5283492440841843e-16,3.315058487579779e-20,2.1714994804300868e-18,5.862280029198589e-14,3.9849096898729164e-16,3.0585103165593434e-17,4.544091190695167e-13,1.408316472020031e-20,4.0334513361115056e-17,2.2010424152488059e-13,1.8804678508219043e-20,1.401111830590887e-22,1.2764318050090304e-17,1.0039478881168545e-23,3.0947798331824385e-21,8.368528300502662e-24,3.7483011855365356e-26,2.304545090904881e-30,5.632401744675141e-27,8.217166632232533e-31,5.2284557354831965e-22,1.1290903379069581e-28,1.2466241520987042e-27,1.630627042370026e-32,1.8018604072976413e-31,2.6599524402820685e-24,3.0732253004850315e-30,2.2054159673546787e-28,3.9465502276918904e-31,8.518667287822295e-18,9.771457768439828e-20,6.94168073270817e-33,7.664767317701545e-32,2.3633648619395367e-20,3.565401497751661e-18,2.1753935812798634e-28,2.4660451178603108e-28,4.181726328479475e-31,1.9134997595334912e-28,3.0345760903421254e-30,4.224270232858209e-24,4.412080769085849e-20,9.253280228695773e-33,1.0218401473270538e-31,4.629163175161074e-19,4.8814255656146345e-17,2.5840865285241926e-25,3.00974599516021e-25,4.037734676641107e-21
1.1840871583685593e-10,0.11224537557635707,0.9,0.0,0.0,0.0,0.0,0.09999996817114708,8.155120187010597e-09,7.981640964757018e-09,5.6300135933280315e-09,5.634145798530877e-09,4.8055154319552745e-09,4.879483034436202e-09,4.87660806428654e-09,4.876474576255389e-09,4.349754266409457e-09,4.350640654747096e-09,3.936697865723479e-09,3.939723031656149e-09,3.59324815691952e-11,1.208201371945641e-10,5.560030641364791e-11,1.1192556304272759e-11,1.6300938869852178e-11,3.730510164746567e-12,1.598288607527179e-11,9.964769730028538e-12,1.2415523082425382e-12,7.914191709077122e-13,2.5438216858903608e-12,2.5282364918213344e-16,1.8849071102103358e-15,1.6869416393026492e-16,1.2551006822015004e-16,1.6867587155807377e-16,4.037744810981023e-20,2.1827995199130705e-18,6.480256070228855e-14,5.453078501965078e-16,3.375522804421057e-17,5.534674661472812e-13,1.715349451674174e-20,4.451555806915049e-17,2.680891315981806e-13,2.2905345161149146e-20,1.7050655633338828e-22,1.5547686997589214e-17,1.2519334915723314e-23,4.1599686474391194e-21,1.0951927764596795e-23,4.5655519131888536e-26,3.097910547293635e-30,7.59189177814977e-27,1.2210646253187098e-30,7.028465189893221e-22,1.554191503134747e-28,1.8004751040490195e-27,2.4756435531756416e-32,2.870786137237226e-31,3.618728162606716e-24,4.131273621635248e-30,3.610530186429074e-28,5.80694803468984e-31,1.0376394989071542e-17,1.1901649681118287e-19,1.0539089756828273e-32,1.2211906193171118e-31,3.08220834637722e-20,4.6499402773630366e-18,3.2634949220628934e-28,3.583383002788002e-28,6.268738566901205e-31,2.9043482738890363e-28,4.079217530598767e-30,5.140676182003003e-24,5.37392075191818e-20,1.4048851449475924e-32,1.6281034573196133e-31,5.131068430539153e-19,5.966389647814909e-17,3.5395345378289175e-25,3.753208114646704e-25,5.291056734816277e-21
1.2952559792729343e-10,0.11224537591254452,0.9,0.0,0.0,0.0,0.0,0.09999996518287375,8.921118984027228e-09,8.72215967864677e-09,6.158349334444863e-09,6.1632915792618796e-09,5.251232201740802e-09,5.337710787015163e-09,5.33429199737665e-09,5.3341246800600876e-09,4.758133774836381e-09,4.7591879165202e-09,4.30612828878596e-09,4.309748073234368e-09,3.9266615999749476e-11,1.3969083045685807e-10,6.465763152540118e-11,1.2945434457238733e-11,1.9842068925504536e-11,4.756504293585561e-12,1.9119125284051964e-11,1.1914118469778672e-11,1.4856446724402082e-12,8.756665587047709e-13,3.1043396569162137e-12,2.76572931938094e-16,2.470486853180734e-15,1.8453876077597211e-16,1.3729915180479075e-16,1.8451749490228858e-16,4.831646269560716e-20,2.1954207271346407e-18,7.101581165375046e-14,7.256414338300312e-16,3.692553669551545e-17,6.622875340437934e-13,2.0526416053639453e-20,4.86968771536109e-17,3.2080315376449756e-13,2.741024609666827e-20,2.0386165009723542e-22,1.8605722277442267e-17,1.5277831189738315e-23,5.445234079692544e-21,1.3963905020098943e-23,5.463386342005602e-26,4.054782768316403e-30,9.958747363040747e-27,1.751796606264309e-30,9.200586560888921e-22,2.073853416238516e-28,2.5117293726163338e-27,3.6183056608033186e-32,4.384572260028497e-31,4.7839358588287725e-24,5.4073932631391064e-30,5.6550552182914546e-28,8.260459756760564e-31,1.2417532834067486e-17,1.4240193979800591e-19,1.5403692345165824e-32,1.8651530247233721e-31,3.9168008397929796e-20,5.9091258203813254e-18,4.7162062498059735e-28,5.03956474170931e-28,9.059058516538302e-31,4.238997052589249e-28,5.339141882034069e-30,6.1463165502168174e-24,6.42983754265741e-20,2.0533713340527067e-32,2.48665928556305e-31,5.636703398055966e-19,7.163362358037556e-17,4.713340423903363e-25,4.580208508419648e-25,6.753419277341195e-21
1.4064248001773093e-10,0.11224537624880773,0.9,0.0,0.0,0.0,0.0,0.09999996219460038,9.687177816202843e-09,9.461756737542938e-09,6.686643569322432e-09,6.6924679698662635e-09,5.696283539782152e-09,5.795958124845531e-09,5.791948359627784e-09,5.791743722045814e-09,5.166513265671139e-09,5.167749690312651e-09,4.675529692893778e-09,4.679797393658443e-09,4.2596600221966436e-11,1.5925643771489695e-10,7.412282062506228e-11,1.4763572468502213e-11,2.376431343288902e-11,5.934406734041909e-12,2.2535342959770572e-11,1.4036214631585916e-11,1.7516319558230332e-12,9.599669302530848e-13,3.721466385622724e-12,3.003240744858659e-16,3.1691180228715114e-15,2.0038427315681359e-16,1.4908900814549276e-16,2.0035979429925585e-16,5.696765899211515e-20,2.2093830264957368e-18,7.726633413575142e-14,9.432754546675977e-16,4.009602874204396e-17,7.808698857379891e-13,2.4201946749567482e-20,5.287847059196176e-17,3.7824661810985086e-13,3.231940777805407e-20,2.401725995182023e-22,2.1938552460483684e-17,1.831491296153961e-23,6.971257613693148e-21,1.7421826624959907e-23,6.441819745374898e-26,5.1922544174081724e-30,1.2774301846896116e-26,2.4355953142337213e-30,1.1779872094751833e-21,2.7024271719511756e-28,3.40144715903208e-27,5.103726091474487e-32,6.435412726564025e-31,6.1755978840539995e-24,6.924372387212288e-30,8.535760316184263e-28,1.1403810079706873e-30,1.464219749368728e-17,1.6786816059486652e-19,2.1727561750512723e-32,2.737582703715204e-31,4.871159729602283e-20,7.349020443045366e-18,6.606994070301072e-28,6.896253060757129e-28,1.2680698842169347e-30,5.989210297567001e-28,6.836838982942935e-30,7.241074807927591e-24,7.579707149626467e-20,2.89640913731888e-32,3.6500052636987936e-31,6.146123446417624e-19,8.473175421763289e-17,6.130135737988919e-25,5.490730727922574e-25,8.433360144419503e-21
1.5175936210816843e-10,0.11224537658514738,0.9,0.0,0.0,0.0,0.0,0.0999999592063269,1.045329667946096e-08,1.0200518420637784e-08,7.214896301223525e-09,7.221674911461335e-09,6.140713042176809e-09,6.254225043731729e-09,6.249577099380336e-09,6.249331704010107e-09,5.5748927389137276e-09,5.576325980842228e-09,5.0449020803257855e-09,5.049870990867822e-09,4.59228227632274e-11,1.794305649430364e-10,8.395521976820628e-11,1.663888972207609e-11,2.807271469539248e-11,7.269414267634016e-12,2.623140146396052e-11,1.633085340330846e-11,2.039515094016484e-12,1.0442407067399737e-12,4.395265965323478e-12,3.240770766875535e-16,3.99074030384641e-15,2.16230699302767e-16,1.6087963717084621e-16,2.1620276959318536e-16,6.633106738177082e-20,2.2247041951332323e-18,8.355796027447461e-14,1.2020450823230466e-15,4.326670383101778e-17,9.09215083165777e-13,2.8180104001802247e-20,5.706033835872452e-17,4.404198347315516e-13,3.763285667884079e-20,2.7943590022828746e-22,2.5546317458318677e-17,2.1630895735543437e-23,8.758727185146572e-21,2.1340948384143652e-23,7.500861055115334e-26,6.52032826795261e-30,1.606740393389058e-26,3.3130575215855324e-30,1.480140828309814e-21,3.435187477400106e-28,4.500553212359337e-27,7.051546726862598e-32,9.224228694968655e-31,7.813719462487285e-24,8.695587462716074e-30,1.2486340495936664e-27,1.5409211166439341e-30,1.7050517216501316e-17,1.9541271279079124e-19,3.00201028841663e-32,3.9239711134727986e-31,5.948745541141704e-20,8.974846147002566e-18,9.015986738651121e-28,9.220161436994156e-28,1.733115467308478e-30,8.233509917377108e-28,8.585516102130689e-30,8.424845295484456e-24,8.823419110669573e-20,4.001856998904727e-32,5.231434723398083e-31,6.659177144855116e-19,9.896661659241007e-17,7.8141872797127355e-25,6.4848693381894825e-25,1.0338379594767569e-20
1.6287624419860592e-10,0.11224537692156392,0.9,0.0,0.0,0.0,0.0,0.09999995621805335,1.1219475569725246e-08,1.0938520769618085e-08,7.743107533411019e-09,7.750912348838736e-09,6.584560072663525e-09,6.7125115394784794e-09,6.7071781672887e-09,6.706888627750461e-09,5.9832721945641425e-09,5.984916792871019e-09,5.4142454533606894e-09,5.41996886279852e-09,4.924562606206844e-11,2.0013707737145195e-10,9.411808161805222e-11,1.856425093839844e-11,3.277168869089623e-11,8.766100417196292e-12,3.020717295518531e-11,1.879784818563719e-11,2.349295022523497e-12,1.1284335166408483e-12,5.12578109789801e-12,3.478319384524022e-16,4.945135512142075e-15,2.320780375815747e-16,1.7267103883299015e-16,2.320464206727756e-16,7.640671816216522e-20,2.241399666925136e-18,8.989456723617794e-14,1.5058308288685002e-15,4.643756163160024e-17,1.047323687265837e-12,3.24609051419051e-20,6.124248043755487e-17,5.073231137217599e-13,4.3350619242804367e-20,3.2164835971491522e-22,2.9429168694869137e-17,2.522598986284636e-23,1.082833712482895e-20,2.5734696590820472e-23,8.640539482685615e-26,8.071681217022261e-30,1.990660755762617e-26,4.3739819704786254e-30,1.8300318167577696e-21,4.328505043933404e-28,5.811047349389456e-27,9.367957790599787e-32,1.2668768066088866e-30,9.718275929241891e-24,1.0764512411843836e-29,1.778076101400725e-27,2.024860801747816e-30,1.964263200502545e-17,2.250332621899383e-19,3.988188999712142e-32,5.389282931308016e-31,7.152549181403e-20,1.0791116271572649e-17,1.2030141296978663e-27,1.2083135158825518e-27,2.3040635589677272e-30,1.1057296053127519e-27,1.0628061581322678e-29,9.697531748957588e-24,1.0160868030454737e-19,5.316661849337983e-32,7.186701936021487e-31,7.176220327609293e-19,1.1434647930491544e-16,9.792033178110943e-25,7.562687342746118e-25,1.2475078577951301e-20
1.7399312628904342e-10,0.1122453772580577,0.9,0.0,0.0,0.0,0.0,0.09999995322977968,1.1985714482919629e-08,1.1675830384698337e-08,8.271277269147805e-09,8.280180230197722e-09,7.0278600733568295e-09,7.170817607891151e-09,7.164751498126574e-09,7.164414495064327e-09,6.391651632622383e-09,6.393522131202477e-09,5.783559814276982e-09,5.790091007384845e-09,5.256531000087834e-11,2.2130930180529547e-10,1.045782800792254e-10,2.053339220450928e-11,3.786497343316819e-11,1.0428464315232492e-11,3.446253864939233e-11,2.143702918146689e-11,2.6809726764954524e-12,1.2126330161319358e-12,5.9129339919035604e-12,3.7158865953960666e-16,6.0419249462233624e-15,2.4792628637472655e-16,1.844632130087039e-16,2.4789074728523147e-16,8.719464187678126e-20,2.2594829342868728e-18,9.628007437167577e-14,1.858555695112222e-15,4.960860183360629e-17,1.1951962579107889e-12,3.7044367579165986e-20,6.542489678289032e-17,5.789567651066155e-13,4.9472722000580395e-20,3.668070722658924e-22,3.3587269098617867e-17,2.909981234185157e-23,1.3200786374961955e-20,3.061481092952819e-23,9.860819367353733e-26,9.806459628555605e-30,2.4233431080020086e-26,5.7800759689389536e-30,2.2311760502160256e-21,5.242819156954344e-28,7.429477385106093e-27,1.2665322807514067e-31,1.7656873686075196e-30,1.1909263096204196e-23,1.3078355328235204e-29,2.4736209623159155e-27,2.657474596386588e-30,2.2418693609332518e-17,2.5672794703226598e-19,5.392026360758718e-32,7.511393002738914e-31,8.485126914537142e-20,1.2801688272408953e-17,1.5742680601522644e-27,1.5561876188632453e-27,3.0427890904977298e-30,1.4552429178125253e-27,1.291242991756756e-29,1.1059046572499792e-23,1.1591969845411953e-19,7.187739177294886e-32,1.0011123665750395e-30,7.696352666717131e-19,1.3087972734668576e-16,1.2083779721444976e-24,8.724069966013717e-25,1.4849228971736302e-20
1.8511000837948092e-10,0.11224537759462902,0.9,0.0,0.0,0.0,0.0,0.09999995024150592,1.2752013414968341e-08,1.2412505095849323e-08,8.799405511696718e-09,8.809478506914227e-09,7.470644832414545e-09,7.629143244775865e-09,7.622297029826785e-09,7.621909307749084e-09,6.800031053088438e-09,6.802142000676801e-09,6.152845165352909e-09,6.160237422558076e-09,5.588213509366413e-11,2.4288935380128067e-10,1.1530606405310203e-10,2.2540858610426833e-11,4.335577769879801e-11,1.2259971875602442e-11,3.899738818682355e-11,2.4248242203898984e-11,3.034548990673169e-12,1.296940716118777e-12,6.756635096102644e-12,3.953472401861086e-16,7.290560308307852e-15,2.6377544444000436e-16,1.9625615981438636e-16,2.637357496280691e-16,9.869486823667197e-20,2.2789642082085506e-18,1.0271843862160112e-13,2.264180575350196e-15,5.27798241451349e-17,1.3528333539179362e-12,4.193050833747173e-20,6.960758744208382e-17,6.553210988295446e-13,5.59991911837634e-20,4.1490940150940186e-22,3.802079301645596e-17,3.325192350723017e-23,1.5896778133319783e-20,3.599146711594965e-23,1.1161872605777599e-25,1.1916871226100234e-29,2.9395279527706994e-26,7.153274564592046e-30,2.687093119410449e-21,6.6649532387498785e-28,9.151780602200628e-27,1.5320333798923873e-31,2.204108674890812e-30,1.4406538122626104e-23,1.5892297094378368e-29,3.371587178194623e-27,3.290523262366597e-30,2.5378865438578304e-17,2.9049442690328003e-19,6.522341839867246e-32,9.376165721166693e-31,9.94863008433817e-20,1.500980857323535e-17,2.0254870332372235e-27,1.973879618132142e-27,3.828661693421768e-30,1.881854740564938e-27,1.5690275661983284e-29,1.2509310223140417e-23,1.3116618879432022e-19,8.696038748890032e-32,1.2515267738093685e-30,8.221795135567088e-19,1.4857442451385062e-16,1.4730289658802053e-24,9.968885081638754e-25,1.746583369177401e-20
1.9622689046991842e-10,0.1122453779312784,0.9,0.0,0.0,0.0,0.0,0.09999994725323202,1.351837236179587e-08,1.314859541185853e-08,9.327492264320652e-09,9.338807133152074e-09,7.912942932221637e-09,8.087488445939123e-09,8.079814734548857e-09,8.079373067602034e-09,7.208410455962305e-09,7.210776406163062e-09,6.522101508866541e-09,6.530408106244246e-09,5.919632848702396e-11,2.64826686054341e-10,1.2627465300653722e-10,2.4581875371032314e-11,4.924704261328442e-11,1.4263641307650683e-11,4.38116183734318e-11,2.7231346096011013e-11,3.4100248996717875e-12,1.381261430548021e-12,7.656961717782052e-12,4.191076791080065e-16,8.700298125021786e-15,2.79625509723462e-16,2.0804987860325158e-16,2.795814264661784e-16,1.10907429555618e-19,2.29985728861102e-18,1.0921364634546051e-13,2.7266960973490272e-15,5.595122829338183e-17,1.520235533262064e-12,4.7119345537343166e-20,7.379055216656309e-17,7.364164248267452e-13,6.293005394472453e-20,4.659529268732852e-22,4.27299263289392e-17,3.768270097905641e-23,1.8937022873556164e-20,4.1873522253197125e-23,1.254320709414954e-25,1.3852733399266956e-29,3.4442310271886726e-26,9.849861578730392e-30,3.2013070726743163e-21,7.078701946432199e-28,1.1736038434412262e-26,2.2887668578257674e-31,3.344096272794166e-30,1.7230341709775107e-23,1.8476378309787766e-29,4.5132144844751924e-27,4.4621907824100404e-30,2.852332267615963e-17,3.263321747093065e-19,9.744250157933153e-32,1.4227084146848478e-30,1.154488771604576e-19,1.7418237213400477e-17,2.567032579858027e-27,2.4699283399797373e-27,5.129236870377286e-30,2.395885050946616e-27,1.824180653083023e-29,1.4048249880550256e-23,1.473479133275669e-19,1.2986310301855877e-31,1.8922988321075344e-30,8.747032136584119e-19,1.674394011979766e-16,1.770794773444501e-24,1.1297246751041166e-24,2.0329248357432284e-20
2.0734377256035591e-10,0.11224537826800599,0.9,0.0,0.0,0.0,0.0,0.09999994426495797,1.4284791319326835e-08,1.388414634033962e-08,9.855537530282697e-09,9.868166065389929e-09,8.354780295499566e-09,8.5458532071874e-09,8.537304600127553e-09,8.53680577642042e-09,7.616789841243974e-09,7.619425352553205e-09,6.891328847095862e-09,6.9006030563659606e-09,6.250809382153857e-11,2.8707626286180627e-10,1.3745974564198093e-10,2.665218621764074e-11,5.554144809165826e-11,1.6442150417966328e-11,4.890513161865187e-11,3.0386209486821944e-11,3.8074013382487524e-12,1.4654183784885845e-12,8.614060379050116e-12,4.4286997986298866e-16,1.028017960954951e-14,2.954764830908486e-16,2.1984437115711438e-16,2.9542778112261134e-16,1.2383234985529742e-19,2.3221605905485056e-18,1.157697070253061e-13,3.250116313153371e-15,5.912281401177061e-17,1.6974033532949368e-12,5.261089370572158e-20,7.797379164948941e-17,8.22243053097929e-13,7.026533453343407e-20,5.199354181219061e-22,4.771486678373966e-17,4.2392875365767953e-23,2.2342241542426903e-20,4.82688479996663e-23,1.4006454993717394e-25,1.7438914076166784e-29,4.257039013557743e-26,9.693744668469066e-30,3.777347226681152e-21,1.137637341481514e-27,1.2866329589623893e-26,1.798754253208952e-31,2.8326171258733582e-30,2.03996426359607e-23,2.3251981246086047e-29,5.945038554216216e-27,4.521025824174625e-30,3.185225261902118e-17,3.6423667742614485e-19,7.657609846202078e-32,1.204714744473794e-30,1.3275511742410656e-19,2.002940663558114e-17,3.2113178854284326e-27,3.0540438895510594e-27,5.539354539006194e-30,3.0093534922306676e-27,2.2954674689330463e-29,1.5675797770709655e-23,1.6446283430072398e-19,1.0221710326645094e-31,1.6222316949956238e-30,9.285730952078169e-19,1.8748156472023174e-16,2.1196774202304643e-24,1.2709371156514894e-24,2.3443340416462046e-20
2.184606546507934e-10,0.112245378604812,0.9,0.0,0.0,0.0,0.0,0.09999994127668377,1.505127028348599e-08,1.461919783372741e-08,1.0383541312846045e-08,1.0397555262231675e-08,8.796180407184637e-09,9.00423752432755e-09,8.994766573077613e-09,8.994207436001469e-09,8.025169208933445e-09,8.02808884476304e-09,7.260527182318705e-09,7.270822270847145e-09,6.581760962496183e-11,3.095981167780579e-10,1.4883931309881622e-10,2.8748009995267644e-11,6.224112326079488e-11,1.8797865123191376e-11,5.427783548755118e-11,3.37127100110229e-11,4.226679240956317e-12,1.549527208043356e-12,9.627829521005574e-12,4.666341370242725e-16,1.2039043832130665e-14,3.113283601817852e-16,2.3163963475115326e-16,3.112748084638631e-16,1.3746966854531785e-19,2.3458974664614304e-18,1.223906544813574e-13,3.8384799564372225e-15,6.229458106065659e-17,1.8843373706033445e-12,5.84051739785509e-20,8.215730483648434e-17,9.128012936180876e-13,7.80050625745309e-20,5.768547565486246e-22,5.2975824053131605e-17,4.738193341772665e-23,2.613316297996152e-20,5.51843746820842e-23,1.5549298655769786e-25,2.0084167167218339e-29,4.92701021925869e-26,1.2797248506728807e-29,4.418747977371277e-21,1.253386685237339e-27,1.5941094669257424e-26,2.5896359903410534e-31,4.1109319275928015e-30,2.3935738329869344e-23,2.6781191504869764e-29,7.719231822920601e-27,5.888006334664132e-30,3.5365854739056747e-17,4.042102436629535e-19,1.1024885135978158e-31,1.748606417016533e-30,1.5141908840126409e-19,2.2845439547594402e-17,3.968850767247659e-27,3.735203855124683e-27,7.136979792610633e-30,3.733052896876388e-27,2.6438920002975926e-29,1.7391890769436045e-23,1.8251199411291074e-19,1.4708122966132027e-31,2.3442016303930696e-30,9.820187617003171e-19,2.0871095380774281e-16,2.500076189005881e-24,1.4205108455922663e-24,2.681152223497065e-20
2.295775367412309e-10,0.11224537894169663,0.9,0.0,0.0,0.0,0.0,0.0999999382884094,1.5817809250198384e-08,1.535378444516016e-08,1.0911503615273848e-08,1.092697468440339e-08,9.237164319251517e-09,9.462641393167271e-09,9.452200594445755e-09,9.451578048142342e-09,8.433548559030705e-09,8.436766887730307e-09,7.629696516812658e-09,7.641065747610205e-09,6.912503146323727e-11,3.3235768976475214e-10,1.6039358581050772e-10,3.0866066570937736e-11,6.934782884607802e-11,2.133282186425207e-11,5.992964290044977e-11,3.7210734919894263e-11,4.6678595418576044e-12,1.6337609884474092e-12,1.0698118868103742e-11,4.904001503285734e-16,1.3985532239333615e-14,3.2718113973912717e-16,2.434356692508272e-16,3.2712250821877724e-16,1.5181941617016758e-19,2.3710745633647763e-18,1.2908054517991134e-13,4.495848706289457e-15,6.546652920497109e-17,2.0810381408658184e-12,6.45022036517143e-20,8.634109167758588e-17,1.0080914562582686e-12,8.614926457269634e-20,6.367090123590701e-22,5.851301942775146e-17,5.264913530172558e-23,3.0330521353838615e-20,6.262608015122577e-23,1.717168129800018e-25,2.1725025244535564e-29,5.444632023294778e-26,1.9381420188422018e-29,5.129048550467358e-21,1.0348872040977464e-27,2.108558776611363e-26,4.748304058259337e-31,7.30350791663984e-30,2.7858576993641395e-23,2.8980229038669967e-29,9.893853006827505e-27,8.65256098029781e-30,3.906434037049318e-17,4.462512097614579e-19,2.021611202508204e-31,3.1074251792374375e-30,1.7145246935872965e-19,2.5868098379108472e-17,4.852280464069372e-27,4.523599783493884e-27,1.0005234604665653e-29,4.5795427335056754e-27,2.8612036635451026e-29,1.9196470711353808e-23,2.014946415769483e-19,2.6934846555115e-31,4.124590005295977e-30,1.0351807593647745e-18,2.3113568914915177e-16,2.914225212451027e-24,1.578423692867803e-24,3.043673376905288e-20
