Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137)
1.1076269380581457e-11,0.11224537233422277,0.9,0.0,0.0,0.0,0.0,0.0999999970226434,7.625629576619272e-10,7.574728676802081e-10,5.268463436848025e-10,5.26882709717606e-10,4.555109416744914e-10,4.5634559907251647e-10,4.563065895862721e-10,4.5630799220930076e-10,4.0688778416463225e-10,4.0690097869211215e-10,3.683889473295661e-10,3.684154300658303e-10,3.4061160080663315e-12,1.5364971051264164e-12,6.586882057447113e-13,1.4156505337429473e-13,1.0420680144065407e-13,4.061007464397801e-15,1.404632305142197e-13,8.797492433724883e-14,1.0868394250254749e-14,2.5916593055839276e-14,6.170121891881212e-15,2.362225345268462e-17,9.981233535426583e-18,1.5763618402146226e-17,1.1727340475046768e-17,1.5761297100300135e-17,3.5287663807903053e-22,2.1241924494104033e-18,6.009204737689316e-15,3.4968973461015093e-19,3.155720422513687e-18,4.842099564285401e-15,1.4983438683311078e-22,4.1594336104166046e-18,2.3429873401142794e-15,1.9931655572186131e-22,1.5142384717250538e-24,1.3605569188203386e-19,3.042191012115378e-26,3.423755926830098e-24,1.1978899495729186e-26,3.9927206758512846e-28,2.534709217479342e-33,6.498750880545168e-30,9.705288966814277e-35,5.778115423505368e-25,3.534400953527572e-32
1.461216383594582e-11,0.11224537244092934,0.9,0.0,0.0,0.0,0.0,0.09999999607217729,1.006009652662448e-09,9.98623541948561e-10,6.95023630001619e-10,6.95086897104225e-10,6.005906543237037e-10,6.020296059857787e-10,6.019674034570458e-10,6.019693980181732e-10,5.367791916264856e-10,5.36799625219352e-10,4.85984247606029e-10,4.86030330103432e-10,4.491883943422028e-12,2.6376153992802333e-12,1.1338920723915147e-12,2.430759362127487e-13,1.835633496387661e-13,9.195984611884363e-15,2.443581592894131e-13,1.530959225426598e-13,1.891028230971688e-14,4.200300851665764e-14,1.3356546921775358e-14,3.117016112151522e-17,1.4309375364365278e-17,2.080028198581523e-17,1.5474580911805604e-17,2.0797815880154378e-17,6.142521020687847e-22,2.1245022571117923e-18,7.928508900725254e-15,8.00866375538111e-19,4.163494101448567e-18,8.426272959083709e-15,2.608527967815369e-22,5.488493460038016e-18,4.078400393958569e-15,3.4734914881209893e-22,2.6350734835424144e-24,2.367291341472826e-19,6.580595187262612e-26,7.832656282038158e-24,2.7071206162064814e-26,6.948966768125411e-28,5.819095414713665e-33,1.4922815042719486e-29,2.9390746024970697e-34,1.3221929230029091e-24,1.0064625873163237e-31
1.7794468845773744e-11,0.11224537253697052,0.9,0.0,0.0,0.0,0.0,0.09999999521675781,1.2251168746459227e-09,1.2154044453339994e-09,8.463795946207346e-10,8.464733964480292e-10,7.310307591503042e-10,7.331469100369311e-10,7.330595544198294e-10,7.330619748972399e-10,6.536814568204938e-10,6.537096585401336e-10,5.918175058644271e-10,5.918858420096183e-10,5.4679281250680124e-12,3.864023688596247e-12,1.6652700874022995e-12,3.561756521795112e-13,2.76060012996996e-13,1.6442605226182024e-14,3.6229277157388954e-13,2.2700405437296749e-13,2.8040889022669512e-14,5.854466748956273e-14,2.2976815808624833e-14,3.796343900214119e-17,1.9049151548569944e-17,2.5333360888638284e-17,1.8847164204087217e-17,2.5330741388542962e-17,9.110611743911624e-22,2.124855244222218e-18,9.656112853770428e-15,1.454110170126587e-18,5.070506773125333e-18,1.2495922659106903e-14,3.869282250020535e-22,6.684671076063208e-18,6.049074924656718e-15,5.155219454137099e-22,3.90714230762067e-24,3.5103285249373413e-19,1.1316567349419644e-25,1.4131801869481212e-23,4.836064944531606e-26,1.0305500466305394e-27,1.0509018373006628e-32,2.6949094331726833e-29,6.462793121945228e-34,2.3858421990566542e-24,2.1084148740811473e-31
2.097677385560167e-11,0.11224537263301676,0.9,0.0,0.0,0.0,0.0,0.09999999436133833,1.4442290195142521e-09,1.4319525805229751e-09,9.977321553617968e-10,9.978624794427375e-10,8.6134940488673e-10,8.642658224558597e-10,8.641493173815175e-10,8.641520049631003e-10,7.705837205729292e-10,7.70620877523585e-10,6.976483843978087e-10,6.977433451102854e-10,6.442924124122328e-12,5.304897944906157e-12,2.291904777565364e-12,4.890955514746603e-13,3.893689464870893e-13,2.668606849364294e-14,5.033617256780498e-13,3.153897810879934e-13,3.896479927110688e-14,7.662589081617512e-14,3.5936218861554534e-14,4.4756869385807304e-17,2.4796647474443625e-17,2.986651707061883e-17,2.2219810872865875e-17,2.986372241536881e-17,1.2662015537626158e-21,2.1252814648498367e-18,1.1383995211654004e-14,2.4018513314134393e-18,5.977534924434858e-18,1.736506463436225e-14,5.377861663190723e-22,7.880871192783446e-18,8.407043841239089e-15,7.167997187072257e-22,5.4283871093572294e-24,4.877877221851126e-19,1.7695801979966504e-25,2.3140974700135106e-23,7.844763373457983e-26,1.432135286035019e-27,1.7215787596315163e-32,4.414181725647754e-29,1.2470642728474613e-33,3.907213297492695e-24,3.8898052957635916e-31
2.4159078865429594e-11,0.11224537272906814,0.9,0.0,0.0,0.0,0.0,0.09999999350591884,1.663346087171687e-09,1.6482758681175624e-09,1.1490813123013724e-09,1.1492541429630685e-09,9.915496316516995e-10,9.953863431441158e-10,9.952367352556993e-10,9.952394882579828e-10,8.874859828837921e-10,8.875332822509657e-10,8.034768832596928e-10,8.036028393551592e-10,7.41690760845133e-12,6.952302330114215e-12,3.011006224916483e-12,6.411148298347726e-13,5.242163600137283e-13,4.040008962508791e-14,6.675565199078087e-13,4.1823781393215054e-13,5.1682034942962163e-14,9.593061448872566e-14,5.2502806432217045e-14,5.155045226953964e-17,3.175838717556305e-17,3.4399750438164517e-17,2.5592520916537494e-17,3.4396758957226253e-17,1.6796739504915855e-21,2.1257834747620257e-18,1.3112216393917987e-14,3.70451777297469e-18,6.88457853665188e-18,2.303371241466912e-14,7.134270394292996e-22,9.077093809630608e-18,1.1152314396530624e-14,9.511830877117534e-22,7.198544755689122e-24,6.469945401795954e-19,2.585021305353895e-25,3.5343913442378e-23,1.18722804064325e-25,1.899655619620323e-27,2.630019145800201e-32,6.742130168812421e-29,2.1940733451891725e-33,5.968030548350104e-24,6.544274674261362e-31
2.734138387525752e-11,0.11224537282512474,0.9,0.0,0.0,0.0,0.0,0.09999999265049939,1.8824680775223804e-09,1.8643819338009783e-09,1.3004270655161023e-09,1.3006483839616133e-09,1.121634388984787e-09,1.1265084720031867e-09,1.1263218409313465e-09,1.1263244248241638e-09,1.0043882437530825e-09,1.0044468728055858e-09,9.093030025036486e-10,9.094643246946456e-10,8.389912917849727e-12,8.798596553316801e-12,3.819866204318582e-12,8.115388780654009e-13,6.812545391395938e-13,5.804099722321357e-14,8.548689070136112e-13,5.355333877495158e-13,6.61926179178234e-14,1.1621002838957222e-13,7.288757505397378e-14,5.834418765036126e-17,4.0146341216504253e-17,3.893306090001499e-17,2.896529433351966e-17,3.892985101070731e-17,2.151479074615454e-21,2.1263635695377924e-18,1.484083888764772e-14,5.424606098359228e-18,7.79163759151773e-18,2.950187951201215e-14,9.138512624767175e-22,1.0273338926044252e-17,1.4284893842955173e-14,1.2186726714126505e-21,9.217361125378709e-24,8.286541578886151e-19,3.588363704521867e-25,5.122461386511129e-23,1.7052576523325236e-25,2.433114272099104e-27,3.812303300753706e-32,9.770664882866915e-29,3.599289755788473e-33,8.650063880750422e-24,1.0280349911482502e-30
3.0523688885085444e-11,0.11224537292118662,0.9,0.0,0.0,0.0,0.0,0.09999999179507991,2.1015949904705633e-09,2.0802781230470783e-09,1.4517694150825793e-09,1.4520451994655448e-09,1.2516065397367292e-09,1.2576322089345478e-09,1.2574046596171133e-09,1.2574068147038748e-09,1.1212905031808005e-09,1.12136164927263e-09,1.0151267421832116e-09,1.0153278010797172e-09,9.361973130280075e-12,1.08364211294484e-11,4.71585472422135e-12,9.996980019792125e-13,8.61075834038329e-13,8.004858554112853e-14,1.0652908826241394e-12,6.672622352592303e-13,8.249657013539552e-14,1.3726706207135972e-13,9.7257628808437e-14,6.51380755252976e-17,5.017709639593507e-17,4.346644836714331e-17,3.233813112224802e-17,4.346299857240359e-17,2.68161763812686e-21,2.1270238338060514e-18,1.656992702520052e-14,7.626459414482947e-18,8.698712071220583e-18,3.676957945193833e-14,1.1390592540255952e-21,1.1469606541470342e-17,1.7804789447528645e-14,1.51926909004236e-21,1.1484590666237692e-23,1.0327674833549188e-18,4.787830994242233e-25,7.126736893054159e-23,2.3514758368620414e-25,3.0325144682520752e-27,5.304512997855265e-32,1.3591593012302666e-28,5.589890930563833e-33,1.2035135910529364e-23,1.531347638162805e-30
3.6888298904741294e-11,0.11224537311332645,0.9,0.0,0.0,0.0,0.0,0.09999999008424101,2.5398635837765305e-09,2.5114690076390203e-09,1.7544439035770143e-09,1.754846542435596e-09,1.51122408180545e-09,1.5198845066200746e-09,1.5195635119811255e-09,1.5195639545727006e-09,1.3550950177115194e-09,1.355194760292116e-09,1.2267670830632044e-09,1.2270607267922466e-09,1.1303384962950918e-11,1.5458472535478304e-11,6.75905080254529e-12,1.4266537398655307e-12,1.2912224152573353e-12,1.3884931572011405e-13,1.55543266702112e-12,9.739648983678113e-13,1.2048467016782546e-13,1.810946060557971e-13,1.5847872519113175e-13,7.87263087456227e-17,7.605022856923683e-17,5.2533453971227907e-17,3.9083994808741426e-17,5.2529460206809456e-17,3.916897934871027e-21,2.1285924534844618e-18,2.0029764931294556e-14,1.3740209750662085e-17,1.0512907235911225e-17,5.37036319445308e-14,1.6638282163512659e-21,1.3862209267163429e-17,2.6006558225457364e-14,2.219784915262835e-21,1.676334519517619e-23,1.5083591606077822e-18,7.800983361553322e-25,1.257766337877681e-22,4.0779580489030446e-25,4.4291523911295046e-27,9.363044185791854e-32,2.397731914480478e-28,1.1918705328521635e-32,2.1241771224146554e-23,3.0152771918513488e-30
4.3252908924397144e-11,0.11224537330548814,0.9,0.0,0.0,0.0,0.0,0.09999998837340211,2.978151866324198e-09,2.9419020983803934e-09,2.057104778396949e-09,2.0576581494974087e-09,1.7704235296811665e-09,1.7821432354125876e-09,1.781713394325861e-09,1.7817109082019043e-09,1.5888995264759483e-09,1.589032616021349e-09,1.4383979063276003e-09,1.4388016161074165e-09,1.3241384370820673e-11,2.076477900633521e-11,9.121028511412032e-12,1.9170867223772627e-12,1.8185224565994955e-12,2.2001399374496398e-13,2.1379223561957144e-12,1.3382408872451834e-12,1.6564651097711943e-13,2.2651440043505053e-13,2.369279970661618e-13,9.23151519067418e-17,1.1117913027919486e-16,6.160076658033148e-17,4.583011196372234e-17,6.159614383317965e-17,5.38552055030074e-21,2.1305029401896166e-18,2.3492275176998006e-14,2.2590946027122022e-17,1.232716389665826e-17,7.383597800655816e-14,2.2877372721213348e-21,1.6254901982355527e-17,3.5757678967244954e-14,3.0527355338482733e-21,2.3033002651017458e-23,2.073777983244897e-18,1.1661973510957294e-24,2.0274781403384775e-22,6.46095823311035e-25,6.089595188327267e-27,1.5094298060934502e-31,3.863169476861562e-28,2.251399423903323e-32,3.4242875837371804e-23,5.28522279263867e-30
4.9617518944052994e-11,0.11224537349767197,0.9,0.0,0.0,0.0,0.0,0.09999998666256325,3.4164598373483784e-09,3.3716268647687148e-09,2.359752040154534e-09,2.3604799994060017e-09,2.0292248452088446e-09,2.0444083945240344e-09,2.0438543540409314e-09,2.0438476759288256e-09,1.8227040294740871e-09,1.8228752171943084e-09,1.6500192124042295e-09,1.6505504686432522e-09,1.5176194123748743e-11,2.6705778725567226e-11,1.1783407245839478e-11,2.4664683228671236e-12,2.446287290424588e-12,3.2651114293204817e-13,2.81270402422714e-12,1.7599925880559114e-12,2.1798226858840685e-13,2.7300370639253474e-13,3.3304828025811204e-13,1.0590460498488852e-16,1.5740974536896491e-16,7.066838555823173e-17,5.257648257500275e-17,7.066304942425258e-17,7.087491196860716e-21,2.132766946921393e-18,2.695802502331711e-14,3.4746065685653965e-17,1.414148192617156e-17,9.71667255612925e-14,3.0107897611334362e-21,1.8647684682730318e-17,4.705820993282805e-14,4.018125918237311e-21,3.029188302149241e-23,2.7290333613556526e-18,1.639259459106547e-24,3.0605761269973536e-22,9.587620833008448e-25,8.013868661308018e-27,2.2786985828368173e-31,5.828563561723774e-28,3.89752321433564e-32,5.16935514403054e-23,8.51955489893739e-30
5.5982128963708845e-11,0.11224537368987825,0.9,0.0,0.0,0.0,0.0,0.0999999849517244,3.854787496083747e-09,3.800689213600427e-09,2.6623856894620216e-09,2.663312071920476e-09,2.2876468283820614e-09,2.3066799831664396e-09,2.3059864178991986e-09,2.3059742580908895e-09,2.056508526705936e-09,2.0567225645618814e-09,1.861631001720972e-09,1.8623072840184358e-09,1.710802094812256e-11,3.323548015463001e-11,1.4728859683895548e-11,3.07058899482164e-12,3.1774957766342707e-12,4.610977709975552e-13,3.5797248804365032e-12,2.239128722404155e-12,2.7749211887944965e-13,3.2018978044607425e-13,4.47155162577658e-13,1.1949466795629038e-16,2.1661508040221765e-16,7.973631029877427e-17,5.93231066304144e-17,7.973017695276691e-17,9.02281558220798e-21,2.135394956596545e-18,3.0427598926110977e-14,5.0790186003442035e-17,1.5955861203177165e-17,1.2369598225333524e-13,3.83298901454872e-21,2.1040557363978717e-17,5.99082093492279e-14,5.115961038062381e-21,3.853841533522999e-23,3.4741357053947666e-18,2.2008377587988206e-24,4.395823930752207e-22,1.3538881025598462e-24,1.0201998613411053e-26,3.27298398588338e-31,8.36686605232255e-28,6.310498141032135e-32,7.424891609498152e-23,1.2910479036990174e-29
6.23467389833647e-11,0.11224537388210738,0.9,0.0,0.0,0.0,0.0,0.09999998324088555,4.293134841764848e-09,4.229131942218553e-09,2.965005726931758e-09,2.966154347693833e-09,2.545707245248523e-09,2.568958000551891e-09,2.568109604106999e-09,2.5680906550256067e-09,2.2903130181714953e-09,2.290574658889045e-09,2.0732332747057575e-09,2.0740720618514537e-09,1.9037057567915015e-11,4.031100782114877e-11,1.7940997348995167e-11,3.72551842888101e-12,4.014888908255178e-12,6.263458553835882e-13,4.438934887300046e-12,2.7755635414614754e-12,3.441762375900044e-13,3.6776864015120204e-13,5.795058976526786e-13,1.3308534079717487e-16,2.9068575550849236e-16,8.880454022257568e-17,6.606998411778569e-17,8.879752639146894e-17,1.1191499409493596e-20,2.138396615024725e-18,3.390159568693634e-14,7.132229517065597e-17,1.7770301611756683e-17,1.5342385547381739e-13,4.754338355664028e-21,2.3433520021789845e-17,7.430773541281798e-14,6.346245860316252e-21,4.777112379087587e-23,4.309096427104482e-18,2.8521982729351208e-24,6.07198256229768e-22,1.839024222163679e-24,1.2654010848670182e-26,4.521162586438635e-31,1.155091027962617e-27,9.707200306920144e-32,1.0256412879014727e-22,1.8627528098667978e-29
6.871134900302054e-11,0.11224537407435961,0.9,0.0,0.0,0.0,0.0,0.09999998153004669,4.7315018736263e-09,4.656994876053774e-09,3.267612153176056e-09,3.2690068082400634e-09,2.8034228655591452e-09,2.831242445892519e-09,2.8302239158251945e-09,2.8301968670704467e-09,2.524117503870764e-09,2.524431500954968e-09,2.284826031786473e-09,2.2858448017612192e-09,2.0963483324047913e-11,4.789246448615243e-11,2.1404337038316607e-11,4.427593480434886e-12,4.960941822695437e-12,8.246503709895379e-13,5.390286646407641e-12,3.369216580762025e-12,4.1803480048190115e-13,4.155472316277791e-13,7.302636332061572e-13,1.4667662348376133e-16,3.8152956678064365e-16,9.787307477603074e-17,7.281711502495116e-17,9.78650977130931e-17,1.3593548382625784e-20,2.1417806323858247e-18,3.7380628438104974e-14,9.695573789050697e-17,1.9584803041151112e-17,1.863504524418983e-13,5.774841102460498e-21,2.5826572651856695e-17,9.025684632752622e-14,7.708985352683813e-21,5.798862353868649e-23,5.2339279712013536e-18,3.594143908493394e-24,8.127817569288037e-22,2.421201173923876e-24,1.5369931174911425e-26,6.052111258555565e-31,1.5453397535452067e-27,1.4300481750877738e-31,1.372945215865077e-22,2.589805172267523e-29
7.507595902267638e-11,0.11224537426663511,0.9,0.0,0.0,0.0,0.0,0.09999997981920786,5.169888590902935e-09,5.084314849107998e-09,3.570204968807112e-09,3.5718694359430517e-09,3.060809452232487e-09,3.093533318400485e-09,3.0923293377146077e-09,3.0922928945627698e-09,2.7579219838037413e-09,2.7582930915534786e-09,2.496409273390905e-09,2.497625503367387e-09,2.2887464086526453e-11,5.59429507024526e-11,2.5104310702764903e-11,5.173420044028296e-12,6.017843223340719e-12,1.0582280624319465e-12,6.4337354196419685e-12,4.020012694569388e-12,4.990679834278698e-13,4.6346627986825e-13,8.994780265394123e-13,1.602685159923014e-16,4.910715931014318e-16,1.0694191343159777e-16,7.956449933978746e-17,1.069328908904073e-16,1.622896820902098e-20,2.1455547107992087e-18,4.086532504847695e-14,1.2831862241397793e-16,2.1399365385811753e-17,2.2247588024409902e-13,6.894500568767882e-21,2.821971524988307e-17,1.077556003260878e-13,9.20418448519764e-21,6.918962126684395e-23,6.248643862321742e-18,4.426919058096573e-24,1.060210312145252e-21,3.106926473181841e-24,1.8349785396241858e-26,7.894714701707933e-31,2.01469733072132e-27,2.039965577819082e-31,1.7909568025409992e-22,3.479473977520216e-29
8.285573430362044e-11,0.11224537450169486,0.9,0.0,0.0,0.0,0.0,0.09999997772796554,5.70577693334698e-09,5.60596101372405e-09,3.940060536727809e-09,3.94208707907665e-09,3.375000332270927e-09,3.414153056859843e-09,3.4127015603932834e-09,3.4126519032800693e-09,3.0437126698145603e-09,3.044160045405912e-09,2.7550249330241857e-09,2.75650626512579e-09,2.5236142039187766e-11,6.637096886606577e-11,2.992846103151127e-11,6.139940042349717e-12,7.46320790472736e-12,1.3946294685308254e-12,7.834222785581415e-12,4.8930249081049104e-12,6.078639565120603e-13,5.221939300840405e-13,1.131416126710783e-12,1.7688338171579984e-16,6.531887057531238e-16,1.1802761244427765e-16,8.781250260452938e-17,1.1801720094486382e-16,1.976735394235394e-20,2.1507079656519943e-18,4.5133469117487585e-14,1.753728164454741e-16,2.3617476612270696e-17,2.7097871030190286e-13,8.397799066990394e-21,3.114509312462843e-17,1.3125006352925366e-13,1.1211759444150279e-20,8.421522432878618e-23,7.611087165613227e-18,5.568379262148896e-24,1.4251475406469855e-21,4.094509389830155e-24,2.2350731577195066e-26,1.0612454496348215e-30,2.7064385591486338e-27,3.023231136435387e-31,2.4075184186658766e-22,4.832188597961635e-29
9.063550958456449e-11,0.11224537473679011,0.9,0.0,0.0,0.0,0.0,0.09999997563672323,6.241694685963453e-09,6.12690395003757e-09,4.30989577055642e-09,4.312319859115859e-09,3.688746993037171e-09,3.734782395773942e-09,3.733060442214731e-09,3.7329956959977765e-09,3.3295033472097477e-09,3.3300340969170255e-09,3.0136263766498015e-09,3.0153989214855096e-09,2.7581653312143068e-11,7.739156497702944e-11,3.506230060933114e-11,7.161849538939851e-12,9.080546326384184e-12,1.7902412181525433e-12,9.372179991353866e-12,5.851192589310684e-12,7.273803808371537e-13,5.810391367129354e-13,1.3910072204513497e-12,1.934991585180581e-16,8.496698232577987e-16,1.2911376420342914e-16,9.606088445468207e-17,1.2910184239162647e-16,2.365444671830782e-20,2.1564663741688777e-18,4.9412224603046295e-14,2.331373657400779e-16,2.5835678529628788e-17,3.2426138739332477e-13,1.0049262290723111e-20,3.4070605409544344e-17,1.5706009959668084e-13,1.3417263793042998e-20,1.007064509747142e-22,9.107880953241583e-18,6.845926360804208e-24,1.865483381900509e-21,5.255910942158773e-24,2.67461169516391e-26,1.3891750484182334e-30,3.540430486865915e-27,4.316168707752631e-31,3.1515050293019055e-22,6.519843657909749e-29
9.841528486550854e-11,0.11224537497192129,0.9,0.0,0.0,0.0,0.0,0.09999997354548093,6.777641847354946e-09,6.6471957347742505e-09,4.679710671411102e-09,4.682567748481825e-09,4.002072912509849e-09,4.055421333704215e-09,4.053405954904739e-09,4.05332427333204e-09,3.615294015989303e-09,3.615915247603296e-09,3.272213605048964e-09,3.2743034717477347e-09,2.9924232416091014e-11,8.895257509837057e-11,4.0484064747407565e-11,8.234323290016704e-12,1.087292116269812e-11,2.2482026488896526e-12,1.1047539008617851e-11,6.8944055172342646e-12,8.576175774177122e-13,6.399553770584692e-13,1.6782896186764097e-12,2.1011584635574065e-16,1.0840538884850532e-15,1.4020036788317898e-16,1.0430964486799691e-16,1.4018681518101525e-16,2.7890256954280924e-20,2.162840713968358e-18,5.370280582603154e-14,3.0282720378750407e-16,2.805397097264213e-17,3.823241060015786e-13,1.1848896258200237e-20,3.6996252096740653e-17,1.8518581485087365e-13,1.5820706606098967e-20,1.1866140423088533e-22,1.0739056739487785e-17,8.259748922055359e-24,2.388301227655164e-21,6.600347031820203e-24,3.153598864985772e-26,1.778537900045064e-30,4.529895684402535e-27,6.000460055610091e-31,4.0349013929186966e-22,8.534512967991338e-29
9.999999999999999e-11,0.11224537520708862,0.9,0.0,0.0,0.0,0.0,0.09999997311950161,6.886816160899443e-09,6.753102030982528e-09,4.755038281428595e-09,4.757987899414317e-09,4.0658468075527535e-09,4.1207356279387864e-09,4.1186576613155185e-09,4.118572306188379e-09,3.673508652471606e-09,3.6741491864727498e-09,3.324885246875418e-09,3.3270429517185085e-09,3.04010684142201e-11,9.136939495704807e-11,4.1621906467060226e-11,8.458576587449234e-12,1.1259737221281852e-11,2.3493948598657245e-12,1.140564312393417e-11,7.117321363334144e-12,8.854608117612214e-13,6.519613140154882e-13,1.7402060563512239e-12,2.1350072376256533e-16,1.1367620196911533e-15,1.424587286294859e-16,1.0598993716922669e-16,1.4244482900484689e-16,2.8795829645427e-20,2.1642155591370053e-18,5.457834393705366e-14,3.185956166452025e-16,2.850584107284496e-17,3.947373191734151e-13,1.223364136399958e-20,3.7592213367816687e-17,1.9119883162078261e-13,1.6334547154890997e-20,1.22498054347779e-22,1.108779951141437e-17,8.564462086576736e-24,2.5055473042848952e-21,6.897416059262221e-24,3.2560036196297705e-26,1.8658564338783886e-30,4.7516953461457056e-27,6.397719184546026e-31,4.233016856093749e-22,8.987557261866502e-29
1.061950601464526e-10,0.11224537520708862,0.9,0.0,0.0,0.0,0.0,0.0999999714542386,7.313618416123976e-09,7.1668839466522636e-09,5.049505240410089e-09,5.052830721011734e-09,4.314999933494343e-09,4.376069869212215e-09,4.373738072106603e-09,4.373637635899071e-09,3.901084676153226e-09,3.901803499000653e-09,3.5307866190028944e-09,3.5332199152122004e-09,3.226409360636608e-11,1.0100634286516359e-10,4.6173484093361745e-11,9.35294479551464e-12,1.284312839798233e-11,2.7713827757791127e-12,1.2860235914093323e-11,8.022561470703215e-12,9.985758671316682e-13,6.989012583505475e-13,1.993297277410287e-12,2.2673344518543256e-16,1.359872387010992e-15,1.5128742270001845e-16,1.1255878382212348e-16,1.5127211926325724e-16,3.247479506351961e-20,2.169840824174537e-18,5.800644690402586e-14,3.8567712596917707e-16,3.0272353784556186e-17,4.451670602262055e-13,1.3796706975878276e-20,3.992203317830373e-17,2.1562731558691115e-13,1.8422096955530567e-20,1.380783248201613e-22,1.2504648573743308e-17,9.810014089065531e-24,3.000684957674751e-21,8.136240005713284e-24,3.672039382235258e-26,2.2346105620506904e-30,5.688027196509954e-27,8.141715308568785e-31,5.069696717055438e-22,1.0913832995615148e-28
1.1397483542739665e-10,0.11224537544229239,0.9,0.0,0.0,0.0,0.0,0.09999996936299627,7.849624390873156e-09,7.68601228765757e-09,5.4192794786716055e-09,5.423108751802636e-09,4.62754844458829e-09,4.696728000859602e-09,4.694056766544808e-09,4.693935784315043e-09,4.186875327701516e-09,4.187698852662087e-09,3.789345419292757e-09,3.792148251177612e-09,3.460143368065556e-11,1.1350909688796635e-10,5.211162230526951e-11,1.051365122203943e-11,1.4993719047535187e-11,3.3624168849172937e-12,1.481021036272249e-11,9.23556512350064e-12,1.1502555708332157e-12,7.578567617659238e-13,2.336046017984011e-12,2.4335195496365264e-16,1.680639770170053e-15,1.6237492790813207e-16,1.2080830129462928e-16,1.6235775458849712e-16,3.740807145875857e-20,2.177475681842555e-18,6.232439925457683e-14,4.829392957234539e-16,3.249082681616966e-17,5.127904438630425e-13,1.589270044090229e-20,4.284794864630172e-17,2.483847080993881e-13,2.1221443913807172e-20,1.5895557214598383e-22,1.4404693139718126e-17,1.1496799766144896e-23,3.709719557379942e-21,9.871326080102124e-24,4.2299379637958723e-26,2.7626686940218343e-30,7.027988454303721e-27,1.0791838419133392e-30,6.267886423253753e-22,1.3737062763058495e-28
1.217546107083407e-10,0.11224537567753287,0.9,0.0,0.0,0.0,0.0,0.09999996727175389,8.385659770205125e-09,8.204620362193673e-09,5.789033387313891e-09,5.7934018172686725e-09,4.9397373139129e-09,5.017395727208144e-09,5.014362011591417e-09,5.014218719196127e-09,4.472665970634171e-09,4.473601310158471e-09,4.047890006699681e-09,4.051088478941449e-09,3.6936430984560214e-11,1.2642117207264237e-10,5.828093566981287e-11,1.1712753026807444e-11,1.7326994536349353e-11,4.023693502847795e-12,1.689740577664325e-11,1.053332843712015e-11,1.3126570093172167e-12,8.168137883207934e-13,2.7065415470720783e-12,2.5997137564700943e-16,2.0498560767685627e-15,1.734628828011929e-16,1.290581972631063e-16,1.7344372110699489e-16,4.26900965504629e-20,2.1857533857073552e-18,6.665793244424815e-14,5.958840932853905e-16,3.470938992616684e-17,5.85194450377015e-13,1.8136882640023904e-20,4.577399849279708e-17,2.8345809867396167e-13,2.4218756552250404e-20,1.8129163102921932e-22,1.6439229725072997e-17,1.3320134074507826e-23,4.522490935559702e-21,1.1812617074375923e-23,4.8272993250725473e-26,3.367990373909206e-30,8.562946136607557e-27,1.403311310699849e-30,7.6414716654145355e-22,1.703099343063048e-28
1.2953438598928476e-10,0.11224537591281028,0.9,0.0,0.0,0.0,0.0,0.09999996518051152,8.921724552722645e-09,8.722744345684222e-09,6.158766967455162e-09,6.163709894967013e-09,5.2515840909397016e-09,5.338073046819718e-09,5.334653781346973e-09,5.334486441158447e-09,4.758456604951191e-09,4.759510873075649e-09,4.306420382004726e-09,4.310040597800153e-09,3.926924842244597e-11,1.3970633959552055e-10,6.466509145373514e-11,1.2946874425789848e-11,1.9845047744260194e-11,4.7573939242246745e-12,1.9121768771693783e-11,1.1915769472033279e-11,1.4857805033709719e-12,8.757729847228772e-13,3.104782149868169e-12,2.765917071922323e-16,2.4709968607018597e-15,1.8455128670716338e-16,1.3730847170519745e-16,1.845300187691605e-16,4.8320880748402815e-20,2.1946813006263583e-18,7.100833121670005e-14,7.257971459731041e-16,3.692804298007254e-17,6.623792729570955e-13,2.052925955126157e-20,4.87001827098518e-17,3.208475935996772e-13,2.7414043941960414e-20,2.0508509124348128e-22,1.860830030306731e-17,1.528000860299659e-23,5.446086281911778e-21,1.3966516445720243e-23,5.464128179431959e-26,4.0558566934961005e-30,1.0306083859928255e-26,1.7986130002907045e-30,9.20246068149747e-22,2.0750547217947092e-28
