Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137)
8.026170376308356e-07,0.11231078435981819,0.9,0.0,0.0,0.0,0.0,0.09975893075652212,0.00010190330675456414,2.450318606547499e-06,1.25063444319316e-05,2.4144131482554138e-05,8.606814897309526e-07,2.560466494055857e-05,3.469781764630552e-06,6.272277511337153e-06,2.9638138263977195e-05,8.839906798025168e-05,4.685337159475698e-06,2.7196963952812417e-05,1.1032373336460873e-08,8.175454072635717e-08,2.5781300796642577e-08,4.4621464452055884e-09,6.546676373701521e-05,2.6649806516633204e-05,0.00021713669761637164,3.9387977555660024e-05,5.074892423722585e-05,6.396004643820613e-10,2.8314456396360693e-05,3.149994524064296e-12,7.237645182841811e-08,7.208029384398154e-13,8.639099293422086e-13,8.825442565877654e-13,1.645786853835462e-12,2.2971460903617066e-13,7.0905726724158715e-06,2.554310592203527e-05,1.4465673694192882e-13,1.9322605942151465e-05,5.971667534601544e-13,3.073286354414359e-13,1.3974426839991072e-05,1.190926526839696e-12,6.779452912076797e-16,2.0326048744196446e-06,1.3938860711994682e-16,5.146812203148946e-07,7.824503193836497e-17,1.1584924281575108e-17,2.196214197655326e-18,3.889125063553706e-16,2.0297965369458598e-16,3.217488591395761e-07,2.1600821281326757e-17
8.201790861858607e-07,0.11231258154881711,0.9,0.0,0.0,0.0,0.0,0.09975318245688601,0.0001042788112804663,2.4502850735883267e-06,1.2666391832445368e-05,2.4393570245630726e-05,8.606460097544527e-07,2.5942700481715438e-05,3.4696480715711312e-06,6.274780534935262e-06,3.0294311350485028e-05,9.134046461439725e-05,4.687028657554051e-06,2.7574591388188997e-05,1.1032222394067514e-08,8.175342180538934e-08,2.5780238016279344e-08,4.46214539695959e-09,6.637799955184206e-05,2.7248341532781793e-05,0.00022417548535603874,4.0290088835924506e-05,5.26532925394278e-05,6.396078566801442e-10,2.8992848882634256e-05,3.2231878597919097e-12,7.337924244983992e-08,7.281961091930856e-13,8.758407559633269e-13,8.941298680396749e-13,1.7074197761292862e-12,2.328954243322746e-13,7.227334230075429e-06,2.6583893191419267e-05,1.461512373549133e-13,2.001813509034927e-05,6.186165927101632e-13,3.1159588279759247e-13,1.4526950547378205e-05,1.2379224760014514e-12,6.934721137173166e-16,2.1640448039360484e-06,1.4272777667418277e-16,5.55452816865161e-07,8.000225244665593e-17,1.2249252023288555e-17,2.3509380252631775e-18,4.070871282597086e-16,2.1541650132171125e-16,3.468412287618053e-07,2.2633609731490275e-17
8.377411347408857e-07,0.11231438787710578,0.9,0.0,0.0,0.0,0.0,0.09974742036890591,0.00010664988319474156,2.450252098477907e-06,1.2823493726849075e-05,2.4635792700699075e-05,8.606105189720372e-07,2.627506974582264e-05,3.469514133311139e-06,6.276955149675618e-06,3.095086033983257e-05,9.431061617238709e-05,4.688498197522786e-06,2.794462884998039e-05,1.103207391884144e-08,8.175232150860287e-08,2.5779174904170542e-08,4.462145515247031e-09,6.726555524294102e-05,2.78468402911433e-05,0.00023127600318221896,4.1192133885013375e-05,5.458085309214316e-05,6.396154490376728e-10,2.9671209588913585e-05,3.296232668754266e-12,7.435567969546926e-08,7.3537262358058e-13,8.875285639766438e-13,9.05518291278143e-13,1.7697952332239676e-12,2.359926637991955e-13,7.360984857549382e-06,2.7638875328871647e-05,1.4760250312559704e-13,2.0720262916371195e-05,6.40267030062713e-13,3.157773634846552e-13,1.5086992137174373e-05,1.2855518057754986e-12,7.089977502829314e-16,2.300349173927053e-06,1.4606676351636688e-16,5.983122078042159e-07,8.175933409244301e-17,1.2934935593060937e-17,2.51248313772061e-18,4.2565782751875684e-16,2.28298884378505e-16,3.7317994688468867e-07,2.3689502777442864e-17
8.553031832959107e-07,0.1123162031084466,0.9,0.0,0.0,0.0,0.0,0.09974164486586648,0.00010901643113965292,2.4502196268455804e-06,1.2977631754603962e-05,2.4871005969859934e-05,8.605750126462328e-07,2.660183146092991e-05,3.4693800387187456e-06,6.2788394616833055e-06,3.160777992210043e-05,9.730879076997435e-05,4.689771595810398e-06,2.830722784206228e-05,1.1031927820121864e-08,8.17512380181141e-08,2.5778111334050296e-08,4.462146673491279e-09,6.812969829902406e-05,2.844530270477065e-05,0.00023843697142806737,4.209411252964602e-05,5.653113520874425e-05,6.396232208140923e-10,3.0349538420156e-05,3.369126128438868e-12,7.530606488948634e-08,7.423386969200241e-13,8.989782157502082e-13,9.167115874728015e-13,1.832897769856647e-12,2.390072706717425e-13,7.49154173037502e-06,2.870768093246072e-05,1.490117750560616e-13,2.142877192404353e-05,6.621112910502471e-13,3.1987479020934085e-13,1.5654398334179412e-05,1.3338012926144242e-12,7.245223163063189e-16,2.4415460526910815e-06,1.4940559825296142e-16,6.433036275833165e-07,8.351637708913776e-17,1.3642071467858929e-17,2.680956165493447e-18,4.4462338231432265e-16,2.416296092684862e-16,4.0078828994553067e-07,2.4768338677277468e-17
8.728652318509358e-07,0.11231802701042103,0.9,0.0,0.0,0.0,0.0,0.09973585631673113,0.00011137837420045036,2.45018760569226e-06,1.3128791853265413e-05,2.5099411229751977e-05,8.60539486170859e-07,2.692303815692626e-05,3.4692458475142703e-06,6.280467159531507e-06,3.226506436619602e-05,0.00010033426980167867,4.690871659152595e-06,2.866253685148358e-05,1.1031783697195578e-08,8.175016956449018e-08,2.5777047165584924e-08,4.462148750548724e-09,6.897069779684031e-05,2.9043728689825043e-05,0.0002456571257812924,4.2996024606584395e-05,5.8503673481993676e-05,6.396311834300856e-10,3.10278352990598e-05,3.4418657440488605e-12,7.623070107703915e-08,7.491003916391168e-13,9.101944771804123e-13,9.277116115716818e-13,1.896712102102219e-12,2.4194021758024257e-13,7.619024463752128e-06,2.9789942867991045e-05,1.5038025864880394e-13,2.2143450933257302e-05,6.841427961452314e-13,3.238898401738182e-13,1.6229018850636133e-05,1.382657969200522e-12,7.400456837819397e-16,2.587660524932092e-06,1.527442492959332e-16,6.904702001785248e-07,8.527327252017642e-17,1.4370748654756355e-17,2.856458373333577e-18,4.639820873251772e-16,2.554144300679296e-16,4.296887324627703e-07,2.5870098127402334e-17
8.904272804059608e-07,0.11231985935430619,0.9,0.0,0.0,0.0,0.0,0.0997300550861187,0.00011373564097020892,2.450155982960775e-06,1.3276964024199462e-05,2.532120388226502e-05,8.605039350684432e-07,2.7238737115774637e-05,3.469111597827886e-06,6.2818680250023026e-06,3.292270754560945e-05,0.00010338634773349607,4.691818535781157e-06,2.9010701406232962e-05,1.1031641286434897e-08,8.174911441600189e-08,2.5775982248018774e-08,4.4621516285011524e-09,6.978882431474024e-05,2.964211816553095e-05,0.0002529352164473634,4.3897869962438924e-05,6.049800737936502e-05,6.396393315481114e-10,3.1706100161157855e-05,3.5144493167154415e-12,7.712989292326039e-08,7.556635901661153e-13,9.211820191261342e-13,9.385200349060882e-13,1.9612231109983543e-12,2.4479247514151657e-13,7.743454825958897e-06,3.088529829240489e-05,1.5170912467166859e-13,2.2864094909618298e-05,7.06355158723394e-13,3.278241577706317e-13,1.681070632648122e-05,1.4321091227211753e-12,7.555678287995241e-16,2.7387147645199998e-06,1.560827096304924e-16,7.398539126577566e-07,8.703000426228053e-17,1.5121048988005238e-17,3.039088575311751e-18,4.837320029645469e-16,2.6965758527084515e-16,4.59902939693098e-07,2.699470675518167e-17
9.079893289609858e-07,0.11232169991496527,0.9,0.0,0.0,0.0,0.0,0.09972424153428118,0.00011608816871513194,2.4501247074365625e-06,1.3422142093737389e-05,2.5536573720343285e-05,8.604683549435221e-07,2.754897122438418e-05,3.4689773116892313e-06,6.283068384759852e-06,3.358070296344054e-05,0.0001064643319002615,4.692630025349801e-06,2.9351864132544997e-05,1.1031500584353631e-08,8.174807085980026e-08,2.5774916468443353e-08,4.4621551879547915e-09,7.058434984542646e-05,3.0240471054132863e-05,0.00026027000745966396,4.4799648453475184e-05,6.251368090452322e-05,6.396476248259762e-10,3.2384332951250284e-05,3.586874914868889e-12,7.800394661226558e-08,7.620339804504872e-13,9.319454192424502e-13,9.491383707503921e-13,2.0264158333344547e-12,2.475649965326056e-13,7.864856484786071e-06,3.199338867576163e-05,1.529995100256203e-13,2.359050479812294e-05,7.287421810512898e-13,3.316793557138661e-13,1.7399316270772962e-05,1.482142290684783e-12,7.710889234989487e-16,2.8947281071243982e-06,1.5942102440516298e-16,7.914955908171271e-07,8.878672089121114e-17,1.589304542583123e-17,3.2289436309934635e-18,5.038720513357036e-16,2.843607150904275e-16,4.914517619059923e-07,2.8141972035416075e-17
9.255513775160109e-07,0.1123235484707538,0.9,0.0,0.0,0.0,0.0,0.09971841601708337,0.00011843590262806172,2.4500937293916207e-06,1.3564323474508966e-05,2.574570508902748e-05,8.604327415315546e-07,2.7853779736784166e-05,3.468842999204095e-06,6.284091510094993e-06,3.423904377670091e-05,0.0001095675423075037,4.6933218527527265e-06,2.9686164811493232e-05,1.1031361179214346e-08,8.174703723374159e-08,2.5773849701053937e-08,4.4621593152588014e-09,7.135754770748409e-05,3.083878728084339e-05,0.0002676602761150877,4.570135994541833e-05,6.455024231771017e-05,6.396560689207596e-10,3.306253362061085e-05,3.659140857060918e-12,7.885316975077497e-08,7.682171194339141e-13,9.424891642812511e-13,9.595680169125093e-13,2.092275442562697e-12,2.5025877010858037e-13,7.983254782860513e-06,3.311385982179419e-05,1.542525193937653e-13,2.4322487360779417e-05,7.512978440374065e-13,3.35457012702725e-13,1.7994707004287753e-05,1.5327452509580375e-12,7.866088201539118e-16,3.055717122666025e-06,1.6275915749903356e-16,8.454348768571468e-07,9.054329530388678e-17,1.668680418902534e-17,3.4261144670191392e-18,5.244006344313169e-16,2.9952939324218915e-16,5.243552301936456e-07,2.9311887279587895e-17
9.431134260710359e-07,0.11232540480343903,0.9,0.0,0.0,0.0,0.0,0.09971257888598349,0.00012077879515982656,2.4500630000919858e-06,1.3703508930278416e-05,2.594877704187617e-05,8.603970907089099e-07,2.815319895243398e-05,3.4687086618116273e-06,6.284957970829787e-06,3.489772281989692e-05,0.00011269531143762225,4.69390791016985e-06,3.001374043476469e-05,1.1031222758369377e-08,8.174601191905678e-08,2.577278179779835e-08,4.4621639012344445e-09,7.210869245585911e-05,3.1437066773797216e-05,0.0002751048125171337,4.6603004313256804e-05,6.660724390837045e-05,6.39664660884134e-10,3.374070212493016e-05,3.731245688570791e-12,7.9677871264394e-08,7.742184038781822e-13,9.528176513775496e-13,9.698102678337406e-13,2.1587872491080456e-12,2.5287478547188355e-13,8.09867653837076e-06,3.4246361887029e-05,1.554692256589039e-13,2.5059855018098164e-05,7.740163059345293e-13,3.39158676388957e-13,1.8596739603268606e-05,1.5839060208187965e-12,8.02127446406368e-16,3.2216956875343373e-06,1.6609708903853306e-16,9.017102090710289e-07,9.229967015509135e-17,1.7502385549270783e-17,3.630689476607193e-18,5.453156541686997e-16,3.1516802580536113e-16,5.586325537386644e-07,3.0504409757327795e-17
9.606754746260608e-07,0.11232726869812912,0.9,0.0,0.0,0.0,0.0,0.09970673048801555,0.00012311680541972654,2.450032471513607e-06,1.3839702346460475e-05,2.614596349289747e-05,8.603613984248955e-07,2.844726281744521e-05,3.4685742947278387e-06,6.28568594851386e-06,3.555673262789981e-05,0.00011584698406021351,4.6944004709531184e-06,3.0334725259592282e-05,1.1031085427274498e-08,8.174499330961342e-08,2.57717126585167e-08,4.462168833698948e-09,7.283805979124315e-05,3.2035309464009534e-05,0.0002826024192116507,4.750458144104856e-05,6.868424181398025e-05,6.396733457604421e-10,3.441883842278688e-05,3.8031881579802825e-12,8.047836129167422e-08,7.800430365030807e-13,9.629351896830556e-13,9.79866326490311e-13,2.225936699182785e-12,2.554140014154223e-13,8.211149868276228e-06,3.5390549398451434e-05,1.566506704876877e-13,2.580242569438009e-05,7.968919002533376e-13,3.4278586534049267e-13,1.9205277844304526e-05,1.6356128545226683e-12,8.176450478539677e-16,3.3926750565241053e-06,1.6943488273679288e-16,9.603588035184664e-07,9.405605699070747e-17,1.8339841225785517e-17,3.842756146524633e-18,5.666161858978292e-16,3.3127687847702923e-16,5.943021184660612e-07,3.171930702499241e-17
9.782375231810858e-07,0.11232913994321134,0.9,0.0,0.0,0.0,0.0,0.09970087116577309,0.00012544989863753916,2.45000209723973e-06,1.3972910507900193e-05,2.633743336411704e-05,8.603256607554062e-07,2.873600345515998e-05,3.468439888682451e-06,6.286291513415132e-06,3.6216065458111195e-05,0.00011902191704638303,4.694810378514658e-06,3.064925086282063e-05,1.1030948774383455e-08,8.174397985094027e-08,2.5770642174795457e-08,4.462174006219315e-09,7.354592646829837e-05,3.263351528532288e-05,0.0002901519109023365,4.8406091221728966e-05,7.078079587960192e-05,6.396821273874028e-10,3.509694247444039e-05,3.874967208364275e-12,8.125495108531908e-08,7.856961097318576e-13,9.728460028146088e-13,9.89737345204562e-13,2.2937093561912574e-12,2.578774179730493e-13,8.32070403145066e-06,3.654608126969989e-05,1.5779786617197974e-13,2.6550022666733167e-05,8.19919123872889e-13,3.463400654690469e-13,1.9820188150320854e-05,1.6878542316026913e-12,8.331614653508544e-16,3.5686639344462996e-06,1.727725001896041e-16,1.0214166376569973e-06,9.581231730180836e-17,1.9199216756754414e-17,4.0623954063108844e-18,5.883008079521709e-16,3.4786125153264863e-16,6.313814870086894e-07,3.2956579939169003e-17
9.957995717361107e-07,0.11233101833029817,0.9,0.0,0.0,0.0,0.0,0.09969500125739438,0.00012777804568007818,2.449971831932114e-06,1.4103142885229907e-05,2.652335072890708e-05,8.602898739333901e-07,2.9019451632143868e-05,3.468305431188435e-06,6.286788869421736e-06,3.687571331193288e-05,0.00012221947918688873,4.695147213110006e-06,3.095744619405763e-05,1.1030812401037722e-08,8.174297003991229e-08,2.5769570199434398e-08,4.46217931869861e-09,7.423257020305199e-05,3.323168417435955e-05,0.00029775211423426726,4.93075335569188e-05,7.289646955312648e-05,6.396910137934638e-10,3.577501424108955e-05,3.946581960328378e-12,8.200795290625222e-08,7.911825789934322e-13,9.825542299869666e-13,9.994244303437218e-13,2.3620909053913934e-12,2.602660436899403e-13,8.427369289432361e-06,3.771262081577778e-05,1.589117959446763e-13,2.7302474417747035e-05,8.43092636138966e-13,3.4982273310431783e-13,2.0441339537661936e-05,1.7406188564130504e-12,8.486765493546479e-16,3.749668547372024e-06,1.7610990120250605e-16,1.0849184359014364e-06,9.75683279581772e-17,2.0080553110100618e-17,4.289685320853417e-18,6.103671982619507e-16,3.6492609196991674e-16,6.698873999169988e-07,3.4216234510029215e-17
9.999999999999997e-07,0.1123329036541807,0.9,0.0,0.0,0.0,0.0,0.09969359578183322,0.00012833414787430812,2.4499646043694446e-06,1.4133851690160109e-05,2.656701267570992e-05,8.602813068749823e-07,2.908646477611305e-05,3.4682732629028923e-06,6.286893210031918e-06,3.703353131526067e-05,0.00012298754539026165,4.6952179049640735e-06,3.103023519923889e-05,1.1030779829566107e-08,8.17427288922409e-08,2.5769313574745585e-08,4.462180598709531e-09,7.439368495726174e-05,3.3374746600354466e-05,0.0002995772900938802,4.952312732117302e-05,7.340527423465882e-05,6.39693149852354e-10,3.593718824415061e-05,3.963686091282275e-12,8.218459229917216e-08,7.924706550948455e-13,9.848466381845316e-13,1.0017142136820005e-12,2.3785348213217753e-12,2.608263713470863e-13,8.4524564242966e-06,3.799322398458474e-05,1.5917339816334308e-13,2.7483144067410536e-05,8.486562968467347e-13,3.506452633700147e-13,2.0590814927527624e-05,1.7533152228737315e-12,8.52387214851893e-16,3.793704344758034e-06,1.7690810198281618e-16,1.100472470862088e-06,9.798830532968203e-17,2.0294606233737252e-17,4.345190108437446e-18,6.157013816056916e-16,3.690788661812646e-16,6.793102862060625e-07,3.4520809820977287e-17
1.0133616202911356e-06,0.1123329036541807,0.9,0.0,0.0,0.0,0.0,0.09968912109654926,0.00013010122261596918,2.4499416307551422e-06,1.4230411430831159e-05,2.670387495119905e-05,8.602540342548576e-07,2.929763716532505e-05,3.468170907500794e-06,6.287190570599999e-06,3.7535667955550956e-05,0.00012543905101396332,4.695419439145311e-06,3.125943762786919e-05,1.1030676544774043e-08,8.174196237797098e-08,2.576849664343919e-08,4.462184666241553e-09,7.48982695793754e-05,3.382981607048253e-05,0.00030540186763489786,5.02089083567327e-05,7.503082981156726e-05,6.396999362034377e-10,3.645305368436183e-05,4.018031690674191e-12,8.273767991284464e-08,7.965072003357714e-13,9.92063927350714e-13,1.0089286399493679e-12,2.4310671607382746e-12,2.62580838557957e-13,8.531176782668043e-06,3.88898357662743e-05,1.5999341417624012e-13,2.805961449175515e-05,8.664072595149269e-13,3.532352982707937e-13,2.1068603564247483e-05,1.7938956582485063e-12,8.641906368889938e-16,3.9356927134708694e-06,1.7944717238656925e-16,1.1508976570801134e-06,9.932437929925023e-17,2.098388293634175e-17,4.524704505151907e-18,6.328145778138606e-16,3.8247006759873686e-16,7.098357780458059e-07,3.5497988644901685e-17
1.0309236688461605e-06,0.11233479571278664,0.9,0.0,0.0,0.0,0.0,0.09968323101242733,0.00013241941032305458,2.449911450592887e-06,1.4354730385048774e-05,2.6879160820698733e-05,8.602181381322189e-07,2.9570589275733654e-05,3.4680363013271575e-06,6.2875077127227e-06,3.819592094004442e-05,0.00012868002462666566,4.695634535323276e-06,3.1555349015001916e-05,1.103054081705218e-08,8.174095541676741e-08,2.5767421419567725e-08,4.462189949181275e-09,7.554330395438265e-05,3.442791091574147e-05,0.00031310002120334504,5.1110215539587484e-05,7.718344711417633e-05,6.397088958178214e-10,3.713106076575049e-05,4.089315830215903e-12,8.34444460600004e-08,8.016746379890875e-13,1.0013790706430915e-12,1.0182510259593615e-12,2.5006240443782703e-12,2.648228091799608e-13,8.63215842038804e-06,4.007739827708362e-05,1.6104364847708878e-13,2.8821281354614673e-05,8.898579656105331e-13,3.565791595932618e-13,2.1701854278782315e-05,1.8476737774233756e-12,8.797035747561467e-16,4.126737913404861e-06,1.8278427773682154e-16,1.2193864837537394e-06,1.0108033587736259e-16,2.1909233011250538e-17,4.7675243810399625e-18,6.556418005533835e-16,4.004980007106034e-16,7.512417260523257e-07,3.6801840208211685e-17
1.0484857174011855e-06,0.11233669430714387,0.9,0.0,0.0,0.0,0.0,0.09967733132972781,0.00013473259413357945,2.4498812495572233e-06,1.4476116092942041e-05,2.7049358684219175e-05,8.601821821557581e-07,2.9838336893990113e-05,3.467901595391857e-06,6.287750102650777e-06,3.885646362082843e-05,0.00013194180351961413,4.695799109629074e-06,3.184530173264107e-05,1.1030404682601133e-08,8.173994777065574e-08,2.5766344379722138e-08,4.462195076840896e-09,7.616795336326373e-05,3.502596865482279e-05,0.0003208454366401156,5.201145503201094e-05,7.935389537857416e-05,6.397179191823032e-10,3.780903544633018e-05,4.1604339524034445e-12,8.412856599228116e-08,8.066894479536159e-13,1.0105035561974827e-12,1.027392635219745e-12,2.5707475932206276e-12,2.669929838783407e-13,8.730346782502314e-06,4.1274984940612636e-05,1.6206339999303936e-13,2.9587318256935755e-05,9.134398740546225e-13,3.598556871592891e-13,2.234096817099854e-05,1.9019425647530576e-12,8.952150970366816e-16,4.322803360241312e-06,1.8612114669149483e-16,1.2904158133616139e-06,1.0283597515849371e-16,2.2856627130612828e-17,5.018212764123481e-18,6.788462430333295e-16,4.1901588920571316e-16,7.941195369423518e-07,3.812786698535687e-17
1.0660477659562104e-06,0.11233859924134797,0.9,0.0,0.0,0.0,0.0,0.09967142236865066,0.00013704076351292267,2.449850985979796e-06,1.4594586831615029e-05,2.7214614573242578e-05,8.601461629695764e-07,3.0100908922336135e-05,3.4677667718624675e-06,6.287926408093262e-06,3.9517287176443014e-05,0.00013522380241496202,4.695919000902285e-06,3.212941473371532e-05,1.1030268533012303e-08,8.173893804940115e-08,2.5765265443124133e-08,4.462199951786337e-09,7.677249842360744e-05,3.562398923501398e-05,0.00032863698721054784,5.291262676845231e-05,8.154175197647525e-05,6.397269229928853e-10,3.848697768664945e-05,4.2313857513602894e-12,8.479035492877194e-08,8.115559751693783e-13,1.019441201863149e-12,1.0363544910649147e-12,2.6414239747682902e-12,2.6909231959126605e-13,8.825775032113217e-06,4.2482276794469775e-05,1.6305354307115921e-13,3.035757310069279e-05,9.371482569726643e-13,3.630662277637791e-13,2.298582412290912e-05,1.95669158531503e-12,9.107256494059283e-16,4.523886068850715e-06,1.8945789282172024e-16,1.3640152511590414e-06,1.0459168165702127e-16,2.382608096687674e-17,5.27683996560028e-18,7.024272369772155e-16,4.3802058936648115e-16,8.384826976041629e-07,3.947572816116924e-17
1.0836098145112353e-06,0.11234051032253256,0.9,0.0,0.0,0.0,0.0,0.09966550444488975,0.00013934391176811072,2.449820620003347e-06,1.4710162648033498e-05,2.7375070327818525e-05,8.601100773158282e-07,3.0358334457628794e-05,3.467631812612029e-06,6.288044289991707e-06,4.017838262669764e-05,0.00013852544709747877,4.695999368546781e-06,3.240780459525535e-05,1.1030132043097815e-08,8.17379249079546e-08,2.576418454851228e-08,4.4622044804556324e-09,7.735722023893211e-05,3.622197260614926e-05,0.000336473557736065,5.3813730691093516e-05,8.37465977459482e-05,6.397359015391162e-10,3.916488744642577e-05,4.3021710449792975e-12,8.543012856063334e-08,8.162784871702473e-13,1.0281957499257759e-12,1.0451376396138956e-12,2.712639462750214e-12,2.7112182289287447e-13,8.918476837400028e-06,4.369895932862888e-05,1.640149276849564e-13,3.113189830915143e-05,9.609785225607986e-13,3.662120980322578e-13,2.3636303361052812e-05,2.01191060186468e-12,9.26235115551881e-16,4.729980924754415e-06,1.9279449075436764e-16,1.4402131049062476e-06,1.0634734900637896e-16,2.4817604269778748e-17,5.543468552389188e-18,7.263840509796693e-16,4.57516072177953e-16,8.843438952709576e-07,4.084539999849538e-17
1.1011718630662603e-06,0.11234242736084245,0.9,0.0,0.0,0.0,0.0,0.09965957786962702,0.00014164203578274998,2.4497901132431296e-06,1.4822865207142242e-05,2.7530863716904244e-05,8.600739221405181e-07,3.061064297936733e-05,3.4674966994360066e-06,6.288110519539472e-06,4.083974085018233e-05,0.0001418461742526102,4.696044771766539e-06,3.2680585565811855e-05,1.1029994474294755e-08,8.173690707950163e-08,2.576310154562954e-08,4.462208581894877e-09,7.792240030202363e-05,3.681991872055643e-05,0.00034435404460804843,5.471476674966039e-05,8.596801701746276e-05,6.397449081241146e-10,3.984276468446585e-05,4.372789769316542e-12,8.604820294531527e-08,8.208611804127709e-13,1.036770868072224e-12,1.0537431517855193e-12,2.7843804427294437e-12,2.7308254375740846e-13,9.008486301764583e-06,4.492472249106461e-05,1.6494837984375249e-13,3.1910150700045065e-05,9.849262127052054e-13,3.692945865245318e-13,2.4292289409710685e-05,2.06758957330842e-12,9.417430615401965e-16,4.941080752388738e-06,1.9613082643194176e-16,1.519036381267603e-06,1.0810261082106543e-16,2.5831205665094223e-17,5.818156118610381e-18,7.507136755242693e-16,4.775100590460674e-16,9.317150248546726e-07,4.2237062112660534e-17
1.1187339116212852e-06,0.11234435016940966,0.9,0.0,0.0,0.0,0.0,0.09965364294952861,0.00014393513577538937,2.4497594271622366e-06,1.493271765000306e-05,2.7682128555249525e-05,8.600376944371672e-07,3.085786450650189e-05,3.4673614142482764e-06,6.288131081623108e-06,4.150135260115631e-05,0.00014518543130739262,4.696059239558701e-06,3.2947869611942583e-05,1.1029856388326694e-08,8.173588328308137e-08,2.576201635708122e-08,4.462212166472261e-09,7.846832039821388e-05,3.741782753302524e-05,0.0003522773558198121,5.561573490123557e-05,8.820559765126526e-05,6.39753844417205e-10,4.0520609358781626e-05,4.443241953536475e-12,8.664489438806703e-08,8.253080220556441e-13,1.045170149735233e-12,1.0621720857512644e-12,2.856633438876342e-12,2.749754324228084e-13,9.095837901253657e-06,4.615926069185869e-05,1.658547005393667e-13,3.26921913619356e-05,1.0089870126944868e-12,3.7231496180513435e-13,2.495366804507457e-05,2.123718663530242e-12,9.572500545513617e-16,5.157176382756077e-06,1.994670431910043e-16,1.6005107838798741e-06,1.098579576788389e-16,2.6866885890430657e-17,6.100965261725215e-18,7.754154751884028e-16,4.979974359706733e-16,9.806071970967518e-07,4.3650308762844176e-17
1.1362959601763101e-06,0.11234627856433033,0.9,0.0,0.0,0.0,0.0,0.09964769998674217,0.00014622321507868835,2.449728525076599e-06,1.503974446158511e-05,2.7828994816924762e-05,8.60001391268035e-07,3.1100029726471614e-05,3.4672259391718467e-06,6.288111266261165e-06,4.2163208525824737e-05,0.0001485426762741007,4.696046332545589e-06,3.3209766463783385e-05,1.1029717588919058e-08,8.173485227256103e-08,2.576092895344294e-08,4.4622151458313336e-09,7.899526250812494e-05,3.801569900075399e-05,0.000360242411012795,5.651663511007256e-05,9.045893108389944e-05,6.397626899573181e-10,4.1198421426358384e-05,4.513527727019535e-12,8.722051933836424e-08,8.296229092609706e-13,1.0533971173484082e-12,1.0704255390481985e-12,2.929385084404726e-12,2.76801486808708e-13,9.180566428394613e-06,4.740227280577639e-05,1.667346685339763e-13,3.3477885533693734e-05,1.0331567321515384e-12,3.752744636119687e-13,2.5620327250348028e-05,2.1802882218525265e-12,9.727560656327889e-16,5.378256720430638e-06,2.028031395756469e-16,1.6846607130441383e-06,1.1161335500563985e-16,2.7924639217683425e-17,6.3919505406846174e-18,8.004893221268355e-16,5.189807041582763e-16,1.0310307474821966e-06,4.5085064484623776e-17
1.153858008731335e-06,0.11234821236464321,0.9,0.0,0.0,0.0,0.0,0.09964174927889612,0.00014850627993708766,2.4496973721593953e-06,1.5143971347776797e-05,2.7971588745589004e-05,8.599650099302868e-07,3.1337170099624566e-05,3.4670902566262234e-06,6.288055749426476e-06,4.282529917801408e-05,0.000151917377596516,4.696009197595084e-06,3.3466383659719846e-05,1.1029577049669581e-08,8.173381290061857e-08,2.57598391821255e-08,4.462217448952754e-09,7.95035087105829e-05,3.8613533083291375e-05,0.0003682481415336501,5.741746734740978e-05,9.272761238194224e-05,6.39771534376113e-10,4.187620084311186e-05,4.583647320723245e-12,8.777539428737659e-08,8.338097170916324e-13,1.0614552234025057e-12,1.0785046577643502e-12,3.0026221225144988e-12,2.785617815475964e-13,9.26270694168906e-06,4.8653462173313905e-05,1.6758904109318006e-13,3.4267102487035354e-05,1.0574312998011721e-12,3.781743033231217e-13,2.629215717176033e-05,2.2372887789966267e-12,9.882604273212837e-16,5.604308809887616e-06,2.0613894150254458e-16,1.7715092669945948e-06,1.133682359630614e-16,2.900446096019038e-17,6.691159273498026e-18,8.259317383184085e-16,5.404701627910385e-16,1.0829952458651523e-06,4.65416485067452e-17
