Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164)
1.0361440122395758e-09,0.11224540326255196,0.9,0.0,0.0,0.0,0.0,0.09999972148025939,7.133205427475788e-08,6.891594627416315e-08,4.928638728761121e-08,4.928638728761121e-08,4.109804379950471e-08,4.268847194025082e-08,4.2687308710060125e-08,4.2687308710060125e-08,3.8062794310121e-08,3.8062794310121e-08,3.446272415868605e-08,3.446272415868605e-08,3.103050280823087e-10,2.105802972512421e-09,1.0999149899298452e-09,4.905131508162771e-10
1.0719247483837034e-09,0.11224540434212726,0.9,0.0,0.0,0.0,0.0,0.09999971186226528,7.37953312952273e-08,7.128934860203482e-08,5.098837143016434e-08,5.098837143016434e-08,4.250773218360561e-08,4.4162613306894776e-08,4.4161409907406976e-08,4.4161409907406976e-08,3.937719927886459e-08,3.937719927886459e-08,3.565280956069354e-08,3.565280956069354e-08,3.2099179575720395e-10,2.1849908974352676e-09,1.1421480041975413e-09,5.127331190916174e-10
1.107705484527831e-09,0.11224540542170248,0.9,0.0,0.0,0.0,0.0,0.09999970224427211,7.625860807875026e-08,7.366275059300134e-08,5.2690355409006456e-08,5.2690355409006456e-08,4.3917366001497355e-08,4.5636754531745534e-08,4.563551096296411e-08,4.563551096296411e-08,4.069160412118844e-08,4.069160412118844e-08,3.684289484823162e-08,3.684289484823162e-08,3.316785619150276e-10,2.2641789238338797e-09,1.1843789900657994e-09,5.350095401823756e-10
1.1434862206719586e-09,0.11224540650127761,0.9,0.0,0.0,0.0,0.0,0.09999969262627988,7.872188462532584e-08,7.603615228516998e-08,5.4392339224137094e-08,5.4392339224137094e-08,4.532695209197463e-08,4.7110895614802805e-08,4.710961187673116e-08,4.710961187673116e-08,4.200600883709255e-08,4.200600883709255e-08,3.803298002130006e-08,3.803298002130006e-08,3.423653267273948e-10,2.3433670134284747e-09,1.2266080858658943e-09,5.573354369622706e-10
1.1792669568160862e-09,0.11224540758085257,0.9,0.0,0.0,0.0,0.0,0.09999968300828854,8.118516093495319e-08,7.840955370238492e-08,5.609432287555583e-08,5.609432287555583e-08,4.673649641616295e-08,4.858503655606625e-08,4.858371264870782e-08,4.858371264870782e-08,4.332041342657694e-08,4.332041342657694e-08,3.922306507989864e-08,3.922306507989864e-08,3.530520903016873e-10,2.4225551422665595e-09,1.2688354450690932e-09,5.797046948341983e-10
1.2508284291043414e-09,0.1122454097400023,0.9,0.0,0.0,0.0,0.0,0.09999966377230868,8.611171284335942e-08,8.315635576694013e-08,5.949828968725576e-08,5.949828968725576e-08,4.955547987174359e-08,5.153331801321044e-08,5.153191376728859e-08,5.153191376728859e-08,4.594922222628661e-08,4.594922222628661e-08,4.160323485368537e-08,4.160323485368537e-08,3.7442561398367754e-10,2.5809314624355973e-09,1.353285586859689e-09,6.245525546071597e-10
1.3223899013925966e-09,0.11224541189915166,0.9,0.0,0.0,0.0,0.0,0.09999964453633252,9.103826380396166e-08,8.790315685858399e-08,6.290225584410272e-08,6.290225584410272e-08,5.237435057837742e-08,5.448159890317558e-08,5.4480114318703755e-08,5.4480114318703755e-08,4.8578030520317546e-08,4.8578030520317546e-08,4.3983404169590125e-08,4.3983404169590125e-08,3.957991332848749e-10,2.739307812092795e-09,1.4377306059292465e-09,6.695177188689136e-10
1.3939513736808518e-09,0.11224541405830049,0.9,0.0,0.0,0.0,0.0,0.09999962530036004,9.596481381675265e-08,9.264995701630809e-08,6.630622134609304e-08,6.630622134609304e-08,5.519313473168379e-08,5.74298792259591e-08,5.7428314302950675e-08,5.7428314302950675e-08,5.1206838308669855e-08,5.1206838308669855e-08,4.636357302761117e-08,4.636357302761117e-08,4.171726483808769e-10,2.89768415206369e-09,1.522171534603327e-09,7.145729596719998e-10
1.465512845969107e-09,0.11224541621744898,0.9,0.0,0.0,0.0,0.0,0.09999960606439127,1.0089136288172513e-07,9.739675625688479e-08,6.971018619322326e-08,6.971018619322326e-08,5.801185238851519e-08,6.037815898155849e-08,6.037651372002666e-08,6.037651372002666e-08,5.383564559134362e-08,5.383564559134362e-08,4.8743741427746764e-08,4.8743741427746764e-08,4.385461593472174e-10,3.056060465493122e-09,1.6066092384630035e-09,7.596973545802954e-10
1.5370743182573622e-09,0.112245418376597,0.9,0.0,0.0,0.0,0.0,0.09999958682842622,1.0581791099887181e-07,1.0214355458124717e-07,7.311415038548978e-08,7.311415038548978e-08,6.083051888228951e-08,6.332643816997118e-08,6.332471256992908e-08,6.332471256992908e-08,5.646445236833893e-08,5.646445236833893e-08,5.1123909369995224e-08,5.1123909369995224e-08,4.5991966618809844e-10,3.2144367514365382e-09,1.691044430622057e-09,8.048748570596193e-10
1.6086357905456174e-09,0.11224542053574468,0.9,0.0,0.0,0.0,0.0,0.09999956759246484,1.1074445816818544e-07,1.0689035198725186e-07,7.6518113922889e-08,7.6518113922889e-08,6.364914594915987e-08,6.627471679119466e-08,6.627291085265523e-08,6.627291085265523e-08,5.909325863965591e-08,5.909325863965591e-08,5.350407685435482e-08,5.350407685435482e-08,4.812931688938677e-10,3.372813012039684e-09,1.7754776794155966e-09,8.500931626191825e-10
1.6801972628338726e-09,0.11224542269489188,0.9,0.0,0.0,0.0,0.0,0.09999954835650718,1.1567100438965869e-07,1.1163714847686891e-07,7.992207680541741e-08,7.992207680541741e-08,6.646774260323479e-08,6.922299484522637e-08,6.922110856820249e-08,6.922110856820249e-08,6.172206440529463e-08,6.172206440529463e-08,5.588424388082383e-08,5.588424388082383e-08,5.02666667473397e-10,3.5311892453163907e-09,1.8599094231103486e-09,8.953428188812619e-10
1.7517587351221278e-09,0.1122454248540387,0.9,0.0,0.0,0.0,0.0,0.09999952912055322,1.2059754966328435e-07,1.1638394405345565e-07,8.332603903307139e-08,8.332603903307139e-08,6.928631577913695e-08,7.217127233206381e-08,7.216930571656815e-08,7.216930571656815e-08,6.435086966525521e-08,6.435086966525521e-08,5.8264410449400526e-08,5.8264410449400526e-08,5.240401619418061e-10,3.689565447886911e-09,1.9443399981775585e-09,9.406165547493313e-10
1.823320207410383e-09,0.11224542701318506,0.9,0.0,0.0,0.0,0.0,0.09999950988460295,1.2552409398905517e-07,1.2113073871764308e-07,8.673000060584742e-08,8.673000060584742e-08,7.210487080245474e-08,7.511954925170438e-08,7.511750229774962e-08,7.511750229774962e-08,6.697967441953773e-08,6.697967441953773e-08,6.064457656008322e-08,6.064457656008322e-08,5.454136523019365e-10,3.8479416191101e-09,2.028769667630956e-09,9.859087816187223e-10
1.8948816796986383e-09,0.1122454291723311,0.9,0.0,0.0,0.0,0.0,0.09999949064865639,1.304506373669638e-07,1.258775324680873e-07,9.013396152374188e-08,9.013396152374188e-08,7.492341175549018e-08,7.806782560414557e-08,7.806569831174419e-08,7.806569831174419e-08,6.960847866814229e-08,6.960847866814229e-08,6.302474221287017e-08,6.302474221287017e-08,5.667871385477363e-10,4.006317760328742e-09,2.113198637990882e-09,1.0312152106645396e-09
1.9664431519868935e-09,0.11224543133147663,0.9,0.0,0.0,0.0,0.0,0.09999947141271354,1.35377179797003e-07,1.3062432530428286e-07,9.353792178675123e-08,9.353792178675123e-08,7.774194177063828e-08,8.101610138938487e-08,8.10138937585492e-08,8.10138937585492e-08,7.223728241106898e-08,7.223728241106898e-08,6.540490740775968e-08,6.540490740775968e-08,5.881606206769289e-10,4.164693872043194e-09,2.197627068228649e-09,1.0765325505179728e-09
2.0380046242751487e-09,0.11224543349062178,0.9,0.0,0.0,0.0,0.0,0.09999945217677436,1.4030372127916555e-07,1.35371117227025e-07,9.69418813948719e-08,9.69418813948719e-08,8.056046325700041e-08,8.39643766074197e-08,8.396208863816199e-08,8.396208863816199e-08,7.486608564831794e-08,7.486608564831794e-08,6.778507214475001e-08,6.778507214475001e-08,6.095340986930957e-10,4.323069953447363e-09,2.282055078762297e-09,1.1218582716570113e-09
2.109566096563404e-09,0.11224543564976654,0.9,0.0,0.0,0.0,0.0,0.0999994329408389,1.4523026181344405e-07,1.40117908236921e-07,1.0034584034810033e-07,1.0034584034810033e-07,8.337897806782337e-08,8.691265125824753e-08,8.691028295057991e-08,8.691028295057991e-08,7.749488837988922e-08,7.749488837988922e-08,7.016523642383945e-08,7.016523642383945e-08,6.30907572598972e-10,4.4814460039240584e-09,2.366482761795671e-09,1.167190428628517e-09
2.181127568851659e-09,0.11224543780891084,0.9,0.0,0.0,0.0,0.0,0.09999941370490716,1.5015680139983137e-07,1.4486469833370722e-07,1.0374979864643296e-07,1.0374979864643296e-07,8.619748762597029e-08,8.98609253418658e-08,8.98584766958003e-08,8.98584766958003e-08,8.012369060578293e-08,8.012369060578293e-08,7.254540024502628e-08,7.254540024502628e-08,6.522810423933699e-10,4.639822023730711e-09,2.4509101893168443e-09,1.212527526578688e-09
2.2526890411399143e-09,0.11224543996805472,0.9,0.0,0.0,0.0,0.0,0.09999939446897908,1.5508334003832014e-07,1.496114875169536e-07,1.0715375628986619e-07,1.0715375628986619e-07,8.90159930227253e-08,9.280919885827203e-08,9.280666987382049e-08,9.280666987382049e-08,8.275249232599916e-08,8.275249232599916e-08,7.492556360830878e-08,7.492556360830878e-08,6.736545080743532e-10,4.798198013292128e-09,2.5353374173343358e-09,1.257868418212407e-09
2.3242505134281695e-09,0.11224544212719823,0.9,0.0,0.0,0.0,0.0,0.09999937523305473,1.6000987772890318e-07,1.5435827578668881e-07,1.1055771327839648e-07,1.1055771327839648e-07,9.183449509619103e-08,9.575747180746362e-08,9.575486248463783e-08,9.575486248463783e-08,8.538129354053804e-08,8.538129354053804e-08,7.730572651368525e-08,7.730572651368525e-08,6.950279696420508e-10,4.956573972572197e-09,2.6197644885106187e-09,1.3032122227619814e-09
2.46737345800468e-09,0.11224544644548393,0.9,0.0,0.0,0.0,0.0,0.09999933676121711,1.6986295026632274e-07,1.6385184958553917e-07,1.1736562529073396e-07,1.1736562529073396e-07,9.747149166638607e-08,1.0165401600419281e-07,1.0165124600465325e-07,1.0165124600465325e-07,9.063889445258404e-08,9.063889445258404e-08,8.206605095071318e-08,8.206605095071318e-08,7.377748804371984e-10,5.273325800346249e-09,2.788618282001313e-09,1.3939060558054387e-09
2.6104964025811903e-09,0.11224545076376805,0.9,0.0,0.0,0.0,0.0,0.0999992982893943,1.797160190120319e-07,1.7334541973220438e-07,1.241735346834168e-07,1.241735346834168e-07,1.0310848091441785e-07,1.0755055793203304e-07,1.075476272558253e-07,1.075476272558253e-07,9.589649334192173e-08,9.589649334192173e-08,8.682637355609632e-08,8.682637355609632e-08,7.805217747875778e-10,5.590077505039834e-09,2.9574717473579176e-09,1.484605270257278e-09
2.7536193471577008e-09,0.11224545508205037,0.9,0.0,0.0,0.0,0.0,0.0999992598175863,1.8956908396597245e-07,1.828389862260927e-07,1.3098144145641654e-07,1.3098144145641654e-07,1.0874546499045525e-07,1.1344709759096404e-07,1.1344400623813266e-07,1.1344400623813266e-07,1.0115409020855188e-07,1.0115409020855188e-07,9.158669432982094e-08,9.158669432982094e-08,8.232686526905236e-10,5.906829087189201e-09,3.126324993394581e-09,1.5753076071142118e-09
2.896742291734211e-09,0.11224545940033111,0.9,0.0,0.0,0.0,0.0,0.0999992213457931,1.9942214512808633e-07,1.9233254906571772e-07,1.3778934560970456e-07,1.3778934560970456e-07,1.1438244515575461e-07,1.1934363498096544e-07,1.193403829515541e-07,1.193403829515541e-07,1.0641168505247526e-07,1.0641168505247526e-07,9.634701327187329e-08,9.634701327187329e-08,8.66015514139342e-10,6.223580548229167e-09,3.295178086908097e-09,1.666011738302741e-09
3.0398652363107216e-09,0.1122454637186102,0.9,0.0,0.0,0.0,0.0,0.09999918287401469,2.0927520249831524e-07,2.018261082511989e-07,1.4459724714325233e-07,1.4459724714325233e-07,1.2001942211971226e-07,1.2524017010201695e-07,1.2523675739606828e-07,1.2523675739606828e-07,1.1166927787369268e-07,1.1166927787369268e-07,1.0110733038223967e-07,1.0110733038223967e-07,9.08762359134571e-10,6.5403318879817085e-09,3.464031064696299e-09,1.7567169176083874e-09
3.182988180887232e-09,0.11224546803688767,0.9,0.0,0.0,0.0,0.0,0.09999914440225109,2.1912825607660106e-07,2.113196637834382e-07,1.514051460570314e-07,1.514051460570314e-07,1.2565639628575488e-07,1.3113670295409825e-07,1.3113312957165394e-07,1.3113312957165394e-07,1.1692686867220484e-07,1.1692686867220484e-07,1.0586764566090626e-07,1.0586764566090626e-07,9.51509187680273e-10,6.8570831054824636e-09,3.6328839456027037e-09,1.8474227227406234e-09
3.3261111254637424e-09,0.11224547235516334,0.9,0.0,0.0,0.0,0.0,0.0999991059305023,2.289813058628856e-07,2.2081321566243418e-07,1.582130423510131e-07,1.582130423510131e-07,1.3129336790344591e-07,1.3703323353718901e-07,1.370294994782897e-07,1.370294994782897e-07,1.221844574480126e-07,1.221844574480126e-07,1.1062795910785938e-07,1.1062795910785938e-07,9.94255999776441e-10,7.173834200674815e-09,3.801736741390091e-09,1.9381288923530083e-09
3.469234070040253e-09,0.11224547667343748,0.9,0.0,0.0,0.0,0.0,0.09999906745876833,2.3883435185711066e-07,2.3030676388756388e-07,1.6502093602516904e-07,1.6502093602516904e-07,1.3693033713265394e-07,1.429297618512689e-07,1.4292586711595435e-07,1.4292586711595435e-07,1.2744204420111668e-07,1.2744204420111668e-07,1.1538827072308524e-07,1.1538827072308524e-07,1.0370027954202698e-09,7.490585174126398e-09,3.970589460931996e-09,2.0288352576830106e-09
3.6123570146167633e-09,0.1122454809917099,0.9,0.0,0.0,0.0,0.0,0.09999902898704913,2.486873940592181e-07,2.3980030845872316e-07,1.7182882707947057e-07,1.7182882707947057e-07,1.4256730406841662e-07,1.4882628789631769e-07,1.488222324846266e-07,1.488222324846266e-07,1.3269962893151794e-07,1.3269962893151794e-07,1.2014858050657016e-07,1.2014858050657016e-07,1.0797495746112898e-09,7.807336025883565e-09,4.1394421096255924e-09,2.1195417182754857e-09
3.8986029037697845e-09,0.11224548962824976,0.9,0.0,0.0,0.0,0.0,0.09999895204365516,2.683934670868475e-07,2.5878738663938906e-07,1.8544460132839633e-07,1.8544460132839633e-07,1.5384123125943333e-07,1.6061933317924046e-07,1.6061495641490867e-07,1.6061495641490867e-07,1.432147923242149e-07,1.432147923242149e-07,1.2966919457826204e-07,1.2966919457826204e-07,1.1652430836360712e-09,8.440837363822216e-09,4.477147203636514e-09,2.300954716170611e-09
4.184848792922805e-09,0.112245498264783,0.9,0.0,0.0,0.0,0.0,0.09999887510032045,2.880995249453083e-07,2.7777445020480243e-07,1.9906036509756209e-07,1.9906036509756209e-07,1.6511514960297993e-07,1.724123693857948e-07,1.724076712689655e-07,1.724076712689655e-07,1.5372994762610966e-07,1.5372994762610966e-07,1.3918980132282515e-07,1.3918980132282515e-07,1.250736526852453e-09,9.074338213653266e-09,4.814852028851775e-09,2.4823677539631076e-09
4.471094682075826e-09,0.11224550690130956,0.9,0.0,0.0,0.0,0.0,0.09999879815704493,3.0780556763413515e-07,2.967614991540908e-07,2.1267611838673957e-07,2.1267611838673957e-07,1.7638905921400966e-07,1.8420539651581816e-07,1.8420037704662693e-07,1.8420037704662693e-07,1.6424509483720853e-07,1.6424509483720853e-07,1.4871040074014952e-07,1.4871040074014952e-07,1.3362299042565079e-09,9.707838575787685e-09,5.152556591176128e-09,2.663780710632318e-09
5.043586460381868e-09,0.11224552417434285,0.9,0.0,0.0,0.0,0.0,0.09999864427067157,3.4721760750102534e-07,3.347355532022239e-07,2.399075935242164e-07,2.399075935242164e-07,1.9893685236661385e-07,2.077914235456217e-07,2.0778576137208184e-07,2.0778576137208184e-07,1.8527536498704338e-07,1.8527536498704338e-07,1.6775157759264244e-07,1.6775157759264244e-07,1.5072164616183187e-09,1.0974837837182958e-08,5.827964934208003e-09,3.026606244799887e-09
5.6160782386879095e-09,0.11224554144734944,0.9,0.0,0.0,0.0,0.0,0.09999849038453511,3.8662958668379503e-07,3.727095487801495e-07,2.6713902673900036e-07,2.6713902673900036e-07,2.2148461086110427e-07,2.3137741426735098e-07,2.3137110938991085e-07,2.3137110938991085e-07,2.063056027737692e-07,2.063056027737692e-07,1.8679272513486118e-07,1.8679272513486118e-07,1.678202755705119e-09,1.2241835147940149e-08,6.503372240246581e-09,3.3894311660001177e-09
