Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164)
4.444336231900184e-11,0.11224537334094759,0.9,0.0,0.0,0.0,0.0,0.09999998805342689,3.059652443401376e-09,3.024201682722073e-09,2.1140455973387867e-09,2.1140455973387867e-09,1.8191987928334262e-09,1.8310406002213205e-09,1.830990705682556e-09,1.830990705682556e-09,1.632630979039205e-09,1.632630979039205e-09,1.478212834996233e-09,1.478212834996233e-09,1.361282593033124e-11,2.183793474897146e-11,9.597688063417079e-12,2.2441193244771366e-12
4.9965080859762274e-11,0.11224537350754914,0.9,0.0,0.0,0.0,0.0,0.0999999865691645,3.4397888149301764e-09,3.3974352989106283e-09,2.3766981820635667e-09,2.3766981820635667e-09,2.04377699455491e-09,2.058532167569516e-09,2.058476074049241e-09,2.058476074049241e-09,1.8354718009620001e-09,1.8354718009620001e-09,1.661868486687886e-09,1.661868486687886e-09,1.529339788629643e-11,2.7060118133251677e-11,1.1938603095513784e-11,2.816569919092229e-12
5.548679940052271e-11,0.11224537367415069,0.9,0.0,0.0,0.0,0.0,0.09999998508490217,3.8199251808167235e-09,3.770228967442373e-09,2.6393507628898775e-09,2.6393507628898775e-09,2.2680824370016026e-09,2.2860237315411287e-09,2.2859614390394345e-09,2.2859614390394345e-09,2.038312619874105e-09,2.038312619874105e-09,1.8455241356535994e-09,1.8455241356535994e-09,1.697198854966936e-11,3.272422482468041e-11,1.4491955660120567e-11,3.4493388794049255e-12
6.100851794128314e-11,0.11224537384075225,0.9,0.0,0.0,0.0,0.0,0.09999998360063986,4.200061541061014e-09,4.142610462077195e-09,2.9020033398177168e-09,2.9020033398177168e-09,2.492127086711302e-09,2.513515292136156e-09,2.5134468006531357e-09,2.5134468006531357e-09,2.2411534357755194e-09,2.2411534357755194e-09,2.0291797818933727e-09,2.0291797818933727e-09,1.8648722998840562e-11,3.880235598497866e-11,1.724706151595009e-11,4.141143908903538e-12
7.205195502280401e-11,0.11224537417395539,0.9,0.0,0.0,0.0,0.0,0.09999998063211527,4.960334244622811e-09,4.886239419666043e-09,3.4273084819779767e-09,3.4273084819779767e-09,2.939479094949454e-09,2.9684984031964523e-09,2.968417513751054e-09,2.968417513751054e-09,2.6468350585462787e-09,2.6468350585462787e-09,2.3964910661950944e-09,2.3964910661950944e-09,2.1997084815617663e-11,5.20977401411491e-11,2.332243051519777e-11,5.696877731800681e-12
8.19910483961728e-11,0.11224537447383826,0.9,0.0,0.0,0.0,0.0,0.09999997796044321,5.644579658531876e-09,5.554340255865534e-09,3.900083096589424e-09,3.900083096589424e-09,3.3413129119120402e-09,3.3779831916027872e-09,3.3778911439915616e-09,3.3778911439915616e-09,3.0119485087434013e-09,3.0119485087434013e-09,2.7270712127439206e-09,2.7270712127439206e-09,2.5005362888028982e-11,6.52340397783135e-11,2.938361639155641e-11,7.286663299190238e-12
9.193014176954158e-11,0.11224537477372103,0.9,0.0,0.0,0.0,0.0,0.09999997528877123,6.328825054159977e-09,6.2214638790754686e-09,4.3728576985697996e-09,4.3728576985697996e-09,3.742463699230546e-09,3.787467969068969e-09,3.787364763292214e-09,3.787364763292214e-09,3.377061949185888e-09,3.377061949185888e-09,3.057651350460687e-09,3.057651350460687e-09,2.8009240107690084e-11,7.935193497681735e-11,3.595519770330304e-11,9.049072135118363e-12
9.999999999999999e-11,0.1122453750736039,0.9,0.0,0.0,0.0,0.0,0.09999997311955795,6.884385103400024e-09,6.7624784583943115e-09,4.756718054567632e-09,4.756718054567632e-09,4.067703929738825e-09,4.11994135447386e-09,4.119829089036594e-09,4.119829089036594e-09,3.6735088704900245e-09,3.6735088704900245e-09,3.326059612702839e-09,3.326059612702839e-09,3.044528193602304e-11,9.146136306968957e-11,4.163490445682875e-11,1.060252027820766e-11
1.0186923514291036e-10,0.1122453750736039,0.9,0.0,0.0,0.0,0.0,0.09999997261709935,7.013070431507093e-09,6.88771854312846e-09,4.8456322879190944e-09,4.8456322879190944e-09,4.1429833017654846e-09,4.1969527355949906e-09,4.1968383716530035e-09,4.1968383716530035e-09,3.74217537987374e-09,3.74217537987374e-09,3.3882314793453907e-09,3.3882314793453907e-09,3.100920399286301e-11,9.434268438577029e-11,4.299182196047352e-11,1.0977611869031948e-11
1.1180832851627915e-10,0.1122453753734867,0.9,0.0,0.0,0.0,0.0,0.09999996994542752,7.697315790573207e-09,7.553200524630506e-09,5.318406864637298e-09,5.318406864637298e-09,4.542919302718308e-09,4.606437491180845e-09,4.606311969073923e-09,4.606311969073923e-09,4.1072888008069554e-09,4.1072888008069554e-09,3.718811599398026e-09,3.718811599398026e-09,3.400568812268783e-11,1.1010957782001e-10,5.0452140060312445e-11,1.306604840222414e-11
1.2174742188964795e-10,0.1122453756733695,0.9,0.0,0.0,0.0,0.0,0.09999996727375576,8.381561131358294e-09,8.217995429620284e-09,5.791181428724404e-09,5.791181428724404e-09,4.942315382633802e-09,5.0159222358265275e-09,5.015785555554966e-09,5.015785555554966e-09,4.4724022119855355e-09,4.4724022119855355e-09,4.049391710618588e-09,4.049391710618588e-09,3.699907802168776e-11,1.2656662371632373e-10,5.829845860220838e-11,1.530839459051586e-11
1.3168651526301673e-10,0.11224537597325225,0.9,0.0,0.0,0.0,0.0,0.09999996460208407,9.065806453862343e-09,8.882179374935723e-09,6.263955980180398e-09,6.263955980180398e-09,5.341211652237479e-09,5.425406969532026e-09,5.4252591310961235e-09,5.4252591310961235e-09,4.837515613409482e-09,4.837515613409482e-09,4.379971813007073e-09,4.379971813007073e-09,3.998971648002221e-11,1.4363736244659525e-10,6.649641790874731e-11,1.7698899385801217e-11
1.4162560863638551e-10,0.11224537627313505,0.9,0.0,0.0,0.0,0.0,0.09999996193041245,9.750051758085327e-09,9.545820039015448e-09,6.736730519005276e-09,6.736730519005276e-09,5.739644956381721e-09,5.83489169229734e-09,5.834732695697389e-09,5.834732695697389e-09,5.202629005078793e-09,5.202629005078793e-09,4.710551906563476e-09,4.710551906563476e-09,4.2977908285743394e-11,1.6125381078413832e-10,7.501469837286636e-11,2.0232037542752937e-11
1.515647020097543e-10,0.11224537657301778,0.9,0.0,0.0,0.0,0.0,0.0999999592587409,1.0434297044027229e-08,1.0208977602870727e-08,7.209505045199023e-09,7.209505045199023e-09,6.13764915357592e-09,6.2443764041224585e-09,6.244206249358758e-09,6.244206249358758e-09,5.5677423869934695e-09,5.5677423869934695e-09,5.0411319912877915e-09,5.0411319912877915e-09,4.5963924462438506e-11,1.793555166940651e-10,8.382475075927497e-11,2.2902499787264674e-11
1.6150379538312308e-10,0.11224537687290052,0.9,0.0,0.0,0.0,0.0,0.09999995658706942,1.111854231168803e-08,1.0871705582602241e-08,7.682279558761632e-09,7.682279558761632e-09,6.535255370210554e-09,6.653861105007376e-09,6.65367979208022e-09,6.65367979208022e-09,5.932855759153513e-09,5.932855759153513e-09,5.371712067180017e-09,5.371712067180017e-09,4.894800601844642e-11,1.9788872306734322e-10,9.290055128442544e-11,2.5705183512397265e-11
1.7144288875649187e-10,0.11224537717278332,0.9,0.0,0.0,0.0,0.0,0.09999995391539804,1.1802787561067709e-08,1.1534051567094174e-08,8.155054059693092e-09,8.155054059693092e-09,6.93249223204396e-09,7.063345794952085e-09,7.063153323861769e-09,7.063153323861769e-09,6.297969121558922e-09,6.297969121558922e-09,5.7022921342401455e-09,5.7022921342401455e-09,5.19303672690442e-11,2.1680562670449543e-10,1.0221837894468475e-10,2.8635183963440742e-11
1.8138198212986065e-10,0.11224537747266607,0.9,0.0,0.0,0.0,0.0,0.09999995124372671,1.248703279216625e-08,1.2196057872827008e-08,8.627828547993397e-09,8.627828547993397e-09,7.329386075250031e-09,7.47283047395658e-09,7.472626844703397e-09,7.472626844703397e-09,6.663082474209697e-09,6.663082474209697e-09,6.0328721924681755e-09,6.0328721924681755e-09,5.491119878537876e-11,2.3606372055386353e-10,1.1175661283026497e-10,3.168778587628462e-11
1.9132107550322944e-10,0.11224537777254878,0.9,0.0,0.0,0.0,0.0,0.09999994857205545,1.3171278004983631e-08,1.2857762127511998e-08,9.100603023662534e-09,9.100603023662534e-09,7.72596113953282e-09,7.882315142020853e-09,7.8821003546051e-09,7.8821003546051e-09,7.02819581710584e-09,7.02819581710584e-09,6.3634522418641e-09,6.3634522418641e-09,5.789067002284879e-11,2.5562520744878757e-10,1.2149554696953369e-10,3.485845551849855e-11
2.0126016887659822e-10,0.11224537807243147,0.9,0.0,0.0,0.0,0.0,0.09999994590038426,1.3855523199519832e-08,1.3519197790096728e-08,9.573377486700494e-09,9.573377486700494e-09,8.122239744826306e-09,8.291799799144895e-09,8.291573853566869e-09,8.291573853566869e-09,7.393309150247349e-09,7.393309150247349e-09,6.694032282427913e-09,6.694032282427913e-09,6.086893166293691e-11,2.754564777601702e-10,1.3141722121002358e-10,3.814283310856824e-11
2.11199262249967e-10,0.11224537837231421,0.9,0.0,0.0,0.0,0.0,0.09999994322871314,1.4539768375774835e-08,1.4180394613221035e-08,1.0046151937107271e-08,1.0046151937107271e-08,8.518242452770884e-09,8.701284445328704e-09,8.701047341588692e-09,8.701047341588692e-09,7.758422473634225e-09,7.758422473634225e-09,7.0246123141596146e-09,7.0246123141596146e-09,6.384611769586721e-11,2.95527644857934e-10,1.4150526696039074e-10,4.1536725597430075e-11
2.211383556233358e-10,0.11224537867219693,0.9,0.0,0.0,0.0,0.0,0.09999994055704209,1.522401353374862e-08,1.4841379053857968e-08,1.051892637488285e-08,1.051892637488285e-08,8.913988214105042e-09,9.110769080572268e-09,9.110520818670569e-09,9.110520818670569e-09,8.12353578726647e-09,8.12353578726647e-09,7.355192337059196e-09,7.355192337059196e-09,6.682234726991526e-11,3.158121326207379e-10,1.5174476666946018e-10,4.503609979776643e-11
2.3107744899670458e-10,0.11224537897207962,0.9,0.0,0.0,0.0,0.0,0.0999999378853711,1.5908258673441167e-08,1.5502174638119942e-08,1.0991700800027225e-08,1.0991700800027225e-08,9.309494503247896e-09,9.520253704875583e-09,9.519994284812491e-09,9.519994284812491e-09,8.488649091144082e-09,8.488649091144082e-09,7.685772351126654e-09,7.685772351126654e-09,6.97977263343041e-11,3.3628630898692263e-10,1.6212212578715105e-10,4.863707584053665e-11
2.4101654237007336e-10,0.11224537927196233,0.9,0.0,0.0,0.0,0.0,0.09999993521370022,1.6592503794852457e-08,1.6162802285733777e-08,1.1464475212540384e-08,1.1464475212540384e-08,9.704777441301571e-09,9.929738318238644e-09,9.929467740014451e-09,9.929467740014451e-09,8.853762385267064e-09,8.853762385267064e-09,8.016352356361984e-09,8.016352356361984e-09,7.277234910046856e-11,3.569291600182078e-10,1.72624956000057e-10,5.233592093701416e-11
2.5095563574344215e-10,0.11224537957184501,0.9,0.0,0.0,0.0,0.0,0.0999999325420294,1.727674889798247e-08,1.6823280598806896e-08,1.1937249612422319e-08,1.1937249612422319e-08,1.009985190853426e-08,1.0339222920661439e-08,1.0338941184276438e-08,1.0338941184276438e-08,9.21887566963541e-09,9.21887566963541e-09,8.346932352765181e-09,8.346932352765181e-09,7.574629934250525e-11,3.777219998330638e-10,1.8324196869989543e-10,5.612904342728574e-11
2.6089472911681093e-10,0.11224537987172767,0.9,0.0,0.0,0.0,0.0,0.09999992987035863,1.7960993982831187e-08,1.7483626118698995e-08,1.2410023999673021e-08,1.2410023999673021e-08,1.0494731647230449e-08,1.0748707512143966e-08,1.074841461759845e-08,1.074841461759845e-08,9.583988944249127e-09,9.583988944249127e-09,8.67751234033624e-09,8.67751234033624e-09,7.871965155398869e-11,3.9864821257819717e-10,1.9396287781359954e-10,6.001298709992159e-11
2.708338224901797e-10,0.11224538017161034,0.9,0.0,0.0,0.0,0.0,0.09999992719868794,1.8645239049398587e-08,1.8143853554372625e-08,1.288279837429248e-08,1.288279837429248e-08,1.0889429355704748e-08,1.1158192092686218e-08,1.115788803998048e-08,1.115788803998048e-08,9.949102209108211e-09,9.949102209108211e-09,9.00809231907516e-09,9.00809231907516e-09,8.169247197634177e-11,4.1969302304961483e-10,2.0477831121224025e-10,6.398442576923356e-11
2.807729158635485e-10,0.11224538047149303,0.9,0.0,0.0,0.0,0.0,0.09999992452701732,1.9329484097684656e-08,1.8803975985357828e-08,1.3355572736280684e-08,1.3355572736280684e-08,1.1283956774238105e-08,1.1567676662288187e-08,1.1567361451422515e-08,1.1567361451422515e-08,1.0314215464212668e-08,1.0314215464212668e-08,9.338672288981933e-09,9.338672288981933e-09,8.466481951288032e-11,4.408432928139407e-10,2.1567972995341028e-10,6.804015809667493e-11
2.907120092369173e-10,0.11224538077137573,0.9,0.0,0.0,0.0,0.0,0.09999992185534677,2.001372912768937e-08,1.9464005042213088e-08,1.3828347085637626e-08,1.3828347085637626e-08,1.1678324763655697e-08,1.1977161220949862e-08,1.1976834851924553e-08,1.1976834851924553e-08,1.067932870956249e-08,1.067932870956249e-08,9.669252250056553e-09,9.669252250056553e-09,8.763674654151594e-11,4.620873389347596e-10,2.2665935465121089e-10,7.217710264295889e-11
3.0065110261028607e-10,0.11224538107125837,0.9,0.0,0.0,0.0,0.0,0.09999991918367629,2.069797413941271e-08,2.01239510670296e-08,1.4301121422363298e-08,1.4301121422363298e-08,1.2072543377201741e-08,1.2386645768671244e-08,1.2386308241486587e-08,1.2386308241486587e-08,1.1044441945157687e-08,1.1044441945157687e-08,9.999832202299017e-09,9.999832202299017e-09,9.060829963758236e-11,4.834147727455176e-10,2.3771009833126784e-10,7.639229313823688e-11
3.2052928935702364e-10,0.11224538167102363,0.9,0.0,0.0,0.0,0.0,0.09999991384033556,2.2066464108015183e-08,2.144362974821946e-08,1.524667005792079e-08,1.524667005792079e-08,1.2860569026813594e-08,1.3205614831293089e-08,1.3205254987790604e-08,1.3205254987790604e-08,1.1774668387084182e-08,1.1774668387084182e-08,1.0660992080287463e-08,1.0660992080287463e-08,9.655044493063337e-11,5.26283914865078e-10,2.5999970819004836e-10,8.504609628944801e-11
3.3841965742908744e-10,0.11224538221081229,0.9,0.0,0.0,0.0,0.0,0.09999990903132916,2.329810501723492e-08,2.2631138676108402e-08,1.6097663786723478e-08,1.6097663786723478e-08,1.3569367770396947e-08,1.394268695023686e-08,1.394230702204933e-08,1.394230702204933e-08,1.2431872151457198e-08,1.2431872151457198e-08,1.1256035940271046e-08,1.1256035940271046e-08,1.0189746650986582e-10,5.650688746166359e-10,2.8024461480489807e-10,9.307456503502188e-11
3.5631002550115124e-10,0.11224538275060099,0.9,0.0,0.0,0.0,0.0,0.09999990422232298,2.45297458672227e-08,2.3818494055814234e-08,1.69486574746007e-08,1.69486574746007e-08,1.4277808360623136e-08,1.4679759033733968e-08,1.4679359020862328e-08,1.4679359020862328e-08,1.3089075884225212e-08,1.3089075884225212e-08,1.1851079771638373e-08,1.1851079771638373e-08,1.072437965889747e-10,6.040080148194828e-10,3.0063544789067895e-10,1.013152252201561e-10
3.7420039357321504e-10,0.11224538329038963,0.9,0.0,0.0,0.0,0.0,0.09999989941331704,2.576138665797841e-08,2.5005725158752173e-08,1.77996511215524e-08,1.77996511215524e-08,1.4985927706179702e-08,1.5416831081784367e-08,1.5416410984229553e-08,1.5416410984229553e-08,1.3746279585388231e-08,1.3746279585388231e-08,1.2446123574389417e-08,1.2446123574389417e-08,1.1258956699099876e-10,6.43071932235229e-10,3.211489865419886e-10,1.0975438906268088e-10
3.9209076164527885e-10,0.11224538383017829,0.9,0.0,0.0,0.0,0.0,0.0999998946043113,2.6993027389501944e-08,2.6192855656899543e-08,1.8650644727578516e-08,1.8650644727578516e-08,1.5693758205162822e-08,1.6153903094388017e-08,1.6153462912150968e-08,1.6153462912150968e-08,1.4403483254946253e-08,1.4403483254946253e-08,1.3041167348524153e-08,1.3041167348524153e-08,1.1793488432206174e-10,6.822368482803254e-10,3.41765624414509e-10,1.1837926481069216e-10
4.0998112971734265e-10,0.11224538436996688,0.9,0.0,0.0,0.0,0.0,0.09999988979530582,2.8224668061793184e-08,2.7379904700112925e-08,1.9501638292678995e-08,1.9501638292678995e-08,1.6401328365416156e-08,1.689097507154488e-08,1.6890514804626533e-08,1.6890514804626533e-08,1.506068689289928e-08,1.506068689289928e-08,1.363621109404255e-08,1.363621109404255e-08,1.232798348230364e-10,7.214835268572119e-10,3.624688100992972e-10,1.2717789602943418e-10
4.2787149778940645e-10,0.11224538490975548,0.9,0.0,0.0,0.0,0.0,0.09999988498630057,2.945630867485201e-08,2.8566887787911626e-08,2.035263181685378e-08,2.035263181685378e-08,1.7108663334137087e-08,1.7628047013254917e-08,1.7627566661656198e-08,1.7627566661656198e-08,1.571789049924732e-08,1.571789049924732e-08,1.4231254810944584e-08,1.4231254810944584e-08,1.2862448829559224e-10,7.60796398644777e-10,3.832445737813948e-10,1.3613910533644008e-10
4.4576186586147025e-10,0.11224538544954402,0.9,0.0,0.0,0.0,0.0,0.09999988017729552,3.068794922867831e-08,2.9753817472890442e-08,2.1203625300102816e-08,2.1203625300102816e-08,1.7815785350665264e-08,1.8365118919518087e-08,1.8364618483239923e-08,1.8364618483239923e-08,1.6375094073990366e-08,1.6375094073990366e-08,1.482629849923023e-08,1.482629849923023e-08,1.3396890127000867e-10,8.001628545178542e-10,4.0408112670136335e-10,1.4525244215146033e-10
4.6365223393353405e-10,0.11224538598933265,0.9,0.0,0.0,0.0,0.0,0.09999987536829073,3.191958972327198e-08,3.094070391925972e-08,2.205461874242605e-08,2.205461874242605e-08,1.852271413054358e-08,1.910219079033435e-08,1.9101670269377675e-08,1.9101670269377675e-08,1.703229761712842e-08,1.703229761712842e-08,1.542134215889946e-08,1.542134215889946e-08,1.3931311952054053e-10,8.395726844917175e-10,4.249685255217111e-10,1.5450813426906088e-10
4.815426020055979e-10,0.11224538652912111,0.9,0.0,0.0,0.0,0.0,0.09999987055928618,3.31512301586329e-08,3.2127555353750355e-08,2.2905612143823424e-08,2.2905612143823424e-08,1.9229467194253636e-08,1.983926262570367e-08,1.98387220200694e-08,1.98387220200694e-08,1.7689501128661494e-08,1.7689501128661494e-08,1.601638578995224e-08,1.601638578995224e-08,1.4465718009604657e-10,8.790176247865008e-10,4.4589838860319205e-10,1.6389704284684193e-10
4.994329700776617e-10,0.11224538706890955,0.9,0.0,0.0,0.0,0.0,0.09999986575028183,3.438287053476095e-08,3.331437843352477e-08,2.375660550429488e-08,2.375660550429488e-08,1.9936060150036435e-08,2.0576334425626e-08,2.057577373531507e-08,2.057577373531507e-08,1.8346704608589576e-08,1.8346704608589576e-08,1.6611429392388556e-08,1.6611429392388556e-08,1.5000111297688233e-10,9.184909882593071e-10,4.668636550730092e-10,1.7341062051656002e-10
5.173233381497255e-10,0.11224538760869802,0.9,0.0,0.0,0.0,0.0,0.09999986094127773,3.5614510851656034e-08,3.450117854702624e-08,2.4607598823840367e-08,2.4607598823840367e-08,2.0642506937791736e-08,2.131340619010131e-08,2.1312825415114632e-08,2.1312825415114632e-08,1.9003908056912673e-08,1.9003908056912673e-08,1.7206472966208366e-08,1.7206472966208366e-08,1.5534494242976476e-10,9.57987362200018e-10,4.878583799433525e-10,1.830408723662219e-10
5.352137062217893e-10,0.11224538814848647,0.9,0.0,0.0,0.0,0.0,0.09999985613227387,3.684615110931803e-08,3.568796005727965e-08,2.5458592102459824e-08,2.5458592102459824e-08,2.1348820038798573e-08,2.205047791912955e-08,2.2049877059468055e-08,2.2049877059468055e-08,1.966111147363079e-08,1.966111147363079e-08,1.780151651141166e-08,1.780151651141166e-08,1.6068868810345352e-10,9.975023639349144e-10,5.088775607265725e-10,1.927803196044065e-10
5.531040742938531e-10,0.11224538868827486,0.9,0.0,0.0,0.0,0.0,0.09999985132327022,3.8077791307746804e-08,3.687472649722634e-08,2.6309585340153197e-08,2.6309585340153197e-08,2.2055010655836764e-08,2.278754961271069e-08,2.2786928668375287e-08,2.2786928668375287e-08,2.0318314858743927e-08,2.0318314858743927e-08,1.83965600279984e-08,1.83965600279984e-08,1.6603236590845623e-10,1.0370324446120063e-09,5.299169911557093e-10,2.026219657182108e-10
5.709944423659169e-10,0.11224538922806325,0.9,0.0,0.0,0.0,0.0,0.09999984651426681,3.930943144694228e-08,3.806148072694732e-08,2.716057853692043e-08,2.716057853692043e-08,2.276108886821081e-08,2.3524621270844683e-08,2.3523980241836287e-08,2.3523980241836287e-08,2.0975518212252077e-08,2.0975518212252077e-08,1.8991603515968563e-08,1.8991603515968563e-08,1.713759887250803e-10,1.076574731269871e-09,5.509731376961565e-10,2.1255926493770735e-10
5.888848104379807e-10,0.11224538976785163,0.9,0.0,0.0,0.0,0.0,0.09999984170526365,4.054107152690432e-08,3.924822506130455e-08,2.8011571692761472e-08,2.8011571692761472e-08,2.3467063765720955e-08,2.4261692893531493e-08,2.4261031779851023e-08,2.4261031779851023e-08,2.1632721534155255e-08,2.1632721534155255e-08,1.958664697532212e-08,1.958664697532212e-08,1.7671956697823688e-10,1.1161268986215337e-09,5.720430349824948e-10,2.2258609282803392e-10
6.067751785100445e-10,0.11224539030763989,0.9,0.0,0.0,0.0,0.0,0.09999983689626069,4.177271154763282e-08,4.043496137395043e-08,2.8862564807676268e-08,2.8862564807676268e-08,2.4172943564755574e-08,2.4998764480771072e-08,2.499808328241945e-08,2.499808328241945e-08,2.228992482445345e-08,2.228992482445345e-08,2.0181690406059047e-08,2.0181690406059047e-08,1.8206310910586753e-10,1.1556870645765042e-09,5.931241971636366e-10,2.3269671885185865e-10
6.246655465821083e-10,0.11224539084742818,0.9,0.0,0.0,0.0,0.0,0.09999983208725798,4.300435150912766e-08,4.162169118173627e-08,2.9713557881664748e-08,2.9713557881664748e-08,2.4878735708963555e-08,2.573583603256339e-08,2.5735134749541524e-08,2.5735134749541524e-08,2.2947128083146675e-08,2.2947128083146675e-08,2.0776733808179317e-08,2.0776733808179317e-08,1.8740662193908415e-10,1.195253705452292e-09,6.142145428356852e-10,2.4288578076414924e-10
6.425559146541721e-10,0.11224539138721645,0.9,0.0,0.0,0.0,0.0,0.0999998272782555,4.4235991411388716e-08,4.280841571280077e-08,3.056455091472688e-08,3.056455091472688e-08,2.5584446956581134e-08,2.6472907548908407e-08,2.64721861812172e-08,2.64721861812172e-08,2.360433131023492e-08,2.360433131023492e-08,2.1371777181682902e-08,2.1371777181682902e-08,1.9275011100876767e-10,1.2348255875791738e-09,6.353123316139573e-10,2.531482607133164e-10
6.783366507982997e-10,0.11224539246679296,0.9,0.0,0.0,0.0,0.0,0.09999981766025122,4.6699271038209064e-08,4.518185270638216e-08,3.2266536858071816e-08,3.2266536858071816e-08,2.6995650789182162e-08,2.7947050475256374e-08,2.7946288938229206e-08,2.7946288938229206e-08,2.4918737669596504e-08,2.4918737669596504e-08,2.2561863842839906e-08,2.2561863842839906e-08,2.034370347978736e-10,1.3139812970290361e-09,6.77524689510814e-10,2.738749965634043e-10
7.141173869424273e-10,0.11224539354636931,0.9,0.0,0.0,0.0,0.0,0.09999980804224788,4.916255042809297e-08,4.755527825010854e-08,3.396852263771063e-08,3.396852263771063e-08,2.840659806975474e-08,2.9421193259814652e-08,2.9420391553455126e-08,2.9420391553455126e-08,2.6233143902538206e-08,2.6233143902538206e-08,2.3751950389529843e-08,2.3751950389529843e-08,2.1412390702303563e-10,1.3931482709613928e-09,7.197523292720178e-10,2.948428607879024e-10
7.498981230865549e-10,0.11224539462594556,0.9,0.0,0.0,0.0,0.0,0.09999979842424545,5.1625829581039525e-08,4.9928696235825764e-08,3.567050825364288e-08,3.567050825364288e-08,2.981732482014441e-08,3.0895335902582934e-08,3.089449402689465e-08,3.089449402689465e-08,2.754755000906004e-08,2.754755000906004e-08,2.4942036821752502e-08,2.4942036821752502e-08,2.2481074521107603e-10,1.4723226000026786e-09,7.61989071529562e-10,3.1602201090896e-10
7.856788592306825e-10,0.11224539570552175,0.9,0.0,0.0,0.0,0.0,0.09999978880624395,5.408910849704781e-08,5.2302109214913844e-08,3.7372493705868144e-08,3.7372493705868144e-08,3.1227861394006374e-08,3.236947840356088e-08,3.236859635854743e-08,3.236859635854743e-08,2.8861955989162025e-08,2.8861955989162025e-08,2.6132123139507675e-08,2.6132123139507675e-08,2.354975608520667e-10,1.5515017212818951e-09,8.042307063847014e-10,3.373863031698015e-10
8.214595953748101e-10,0.1122453967850978,0.9,0.0,0.0,0.0,0.0,0.09999977918824339,5.655238717611691e-08,5.4675518836420264e-08,3.907447899438593e-08,3.907447899438593e-08,3.263823349842763e-08,3.3843620762748186e-08,3.3842698548413127e-08,3.3842698548413127e-08,3.017636184284416e-08,3.017636184284416e-08,2.7322209342795136e-08,2.7322209342795136e-08,2.461843613724494e-10,1.6306839783241961e-09,8.464744289021845e-10,3.58912835418369e-10
8.572403315189377e-10,0.11224539786467372,0.9,0.0,0.0,0.0,0.0,0.09999976957024373,5.9015665618245927e-08,5.704892616623464e-08,4.077646411919583e-08,4.077646411919583e-08,3.404846302195203e-08,3.5317762980144535e-08,3.531680059649142e-08,3.531680059649142e-08,3.149076757010647e-08,3.149076757010647e-08,2.851229543161468e-08,2.851229543161468e-08,2.568711515724296e-10,1.709868300438859e-09,8.88718413973497e-10,3.8058154421902414e-10
8.930210676630654e-10,0.11224539894424958,0.9,0.0,0.0,0.0,0.0,0.09999975995224501,6.147894382343393e-08,5.94223319076361e-08,4.2478449080297386e-08,4.2478449080297386e-08,3.545856870201314e-08,3.6791905055749607e-08,3.679090250278198e-08,3.679090250278198e-08,3.280517317094897e-08,3.280517317094897e-08,2.9702381405966083e-08,2.9702381405966083e-08,2.6755793461920633e-10,1.7890539811786375e-09,9.309615035053657e-10,4.023748502311019e-10
9.28801803807193e-10,0.1122454000238253,0.9,0.0,0.0,0.0,0.0,0.09999975033424723,6.394222179168006e-08,6.179573653102675e-08,4.418043387769014e-08,4.418043387769014e-08,3.686856664678116e-08,3.8266046989563097e-08,3.826500426728445e-08,3.826500426728445e-08,3.411957864537165e-08,3.411957864537165e-08,3.089246726584914e-08,3.089246726584914e-08,2.7824471263122297e-10,1.8682405480220746e-09,9.732029940081233e-10,4.242773487738095e-10
9.645825399513206e-10,0.11224540110340096,0.9,0.0,0.0,0.0,0.0,0.09999974071625034,6.640549952298336e-08,6.41691403459192e-08,4.5882418511373664e-08,4.5882418511373664e-08,3.8278470744119706e-08,3.974018878158467e-08,3.973910588999852e-08,3.973910588999852e-08,3.543398399337454e-08,3.543398399337454e-08,3.2082553011263636e-08,3.2082553011263636e-08,2.889314870023611e-10,1.947427690061811e-09,1.0154424968463488e-09,4.4627554061861934e-10
9.999999999999999e-10,0.11224540218297646,0.9,0.0,0.0,0.0,0.0,0.09999973119590437,6.884376775582437e-08,6.651844677002491e-08,4.7567123005864566e-08,4.7567123005864566e-08,3.9673979671165606e-08,4.119936370795505e-08,4.11982410548974e-08,4.11982410548974e-08,3.673504426945176e-08,3.673504426945176e-08,3.3260555893577874e-08,3.3260555893577874e-08,2.995097575540786e-10,2.0258112282453782e-09,1.0572510214479154e-09,4.681330153415377e-10
1.0003632760954482e-09,0.11224540218297646,0.9,0.0,0.0,0.0,0.0,0.0999997310982544,6.886877701734294e-08,6.654254355085725e-08,4.75844029813475e-08,4.75844029813475e-08,3.968829299586689e-08,4.121433043181402e-08,4.121320737092386e-08,4.121320737092386e-08,3.674838921495765e-08,3.674838921495765e-08,3.3272638642209336e-08,3.3272638642209336e-08,2.996182586267577e-10,2.0266152078589312e-09,1.057679839346243e-09,4.683575966008889e-10
