Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634)
1.3184444523074103e-10,0.11224537598267868,0.9,0.0,0.0,0.0,0.0,0.09999996455955605,9.08090465973771e-09,8.87650331284547e-09,6.268548546403726e-09,6.2736688637258256e-09,5.3441177247176705e-09,5.433294046410042e-09,5.429755852557709e-09,5.429581040862672e-09,4.843316804529561e-09,4.844407756721997e-09,4.3831834202950525e-09,4.386933892372422e-09,3.996153749853216e-11,1.4371802746767655e-10,6.659985902770949e-11,1.33196064491739e-11,2.0628611537951726e-11,4.9895000041478835e-12,1.9808663594075734e-11,1.2342557549870348e-11,1.539251470088857e-12,8.93280562551653e-13,3.228375673577497e-12,2.815269802438535e-16,2.6065567330669438e-15,1.878438679274765e-16,1.397583097943709e-16,1.8782195196521342e-16,5.006001155049615e-20,2.1974585178850016e-18,7.230354082105684e-14,7.678321078993935e-16,3.758684794960395e-17,6.862187063385032e-13,2.1268175251012982e-20,4.956908444337251e-17,3.323958168631012e-13,2.8400957299709943e-20,2.1243062282928395e-22,1.927828386673831e-17,1.588825298442074e-23,5.7427224052379705e-21,1.4647901645390943e-23,5.660822791387564e-26,4.276778854149477e-30,1.0508012534024251e-26,1.9300139455823447e-30,9.703835898975866e-22,2.1962971662760695e-28,2.681584826254676e-27,3.896313458093431e-32,4.762124804719785e-31,5.054882854810862e-24,5.7034549940733375e-30
1.3968015870249288e-10,0.11224537621969646,0.9,0.0,0.0,0.0,0.0,0.09999996245327716,9.620862371205469e-09,9.397768110610178e-09,6.6409139611760335e-09,6.646659165046188e-09,5.657783118169416e-09,5.756289666002021e-09,5.752332899634244e-09,5.752131627750233e-09,5.131162321238179e-09,5.132382378080452e-09,4.6435540674501065e-09,4.647763505255302e-09,4.230849590636851e-11,1.5753785774645715e-10,7.328853812470431e-11,1.4603846131560427e-11,2.340966709367731e-11,5.82632532732202e-12,2.2228617207641895e-11,1.3845741505934804e-11,1.727664820797139e-12,9.526651381553149e-13,3.66582177619804e-12,2.9826800845677653e-16,3.1039290789193368e-15,1.9901258693740337e-16,1.4806840113347346e-16,1.9898839607932602e-16,5.61881296510887e-20,2.207312390514409e-18,7.670927029997133e-14,9.22865641185827e-16,3.982157120027043e-17,7.702210779542689e-13,2.387187976492694e-20,5.251648452617745e-17,3.730881231992022e-13,3.187855581468705e-20,2.383022085942627e-22,2.1639241323660962e-17,1.8041067585737416e-23,6.828809429239809e-21,1.7104536306919676e-23,6.353935269414268e-26,5.0856707232091075e-30,1.251084527190685e-26,2.4335920895188493e-30,1.1539637990313441e-21,2.6349226087384907e-28,3.318669846169223e-27,4.962769141092078e-32,6.2360033283270546e-31,6.0456948461823425e-24,6.782234492750782e-30
1.4751587217424474e-10,0.1122453764567522,0.9,0.0,0.0,0.0,0.0,0.09999996034699825,1.0160849906943191e-08,9.918614742248601e-09,7.013258756677838e-09,7.0196646467794186e-09,5.971137913932276e-09,6.079295013947059e-09,6.074896223942191e-09,6.074666783604537e-09,5.419007829206817e-09,5.420364211162779e-09,4.903910299218095e-09,4.908605179198081e-09,4.465357132066869e-11,1.716631534375838e-10,8.016120532519346e-11,1.5916788902627493e-11,2.6382377485876065e-11,6.7410128425164015e-12,2.4787604184439533e-11,1.543465445144516e-11,1.9269557186087333e-12,1.0120497586935151e-12,4.131412467978416e-12,3.1500996057594037e-16,3.661981426838453e-15,2.1018175998874892e-16,1.5637887635565e-16,2.1015517599985847e-16,6.267006451670101e-20,2.2178406744672455e-18,8.113516262961744e-14,1.0981685189054154e-15,4.205638540242286e-17,8.590737134073438e-13,2.6625931694719072e-20,5.5464020900129104e-17,4.161302085797974e-13,3.55570074782009e-20,2.6564928943302704e-22,2.4136782945829923e-17,2.0332388637280603e-23,8.043889965638457e-21,1.97897444564187e-23,7.087095870861374e-26,5.990630531073952e-30,1.475287030292165e-26,3.0216749201647402e-30,1.3593645258565847e-21,3.1445119133036717e-28,4.053854377333922e-27,6.241913863435105e-32,8.054097373352892e-31,7.158090544213546e-24,7.989135526778596e-30
1.553515856459966e-10,0.11224537669384602,0.9,0.0,0.0,0.0,0.0,0.09999995824071926,1.070086726552344e-08,1.0439070413953529e-08,7.385582934051683e-09,7.392685289358104e-09,6.28419616652701e-09,6.40231008877616e-09,6.397445805149991e-09,6.397186509055053e-09,5.706853328435473e-09,5.708353257631212e-09,5.164252116396906e-09,5.169458913478463e-09,4.69968862558905e-11,1.8606667452606078e-10,8.720474119189482e-11,1.7255881758592574e-11,2.9548308663237515e-11,7.735199840212581e-12,2.748557917732039e-11,1.7109230020227355e-11,2.1371244911110407e-12,1.0714332204964348e-12,4.625147571777795e-12,3.317528365566392e-16,4.284156530138111e-15,2.2135138649531093e-16,1.6468973543791108e-16,2.2132229167592148e-16,6.950582677693493e-20,2.2290488803109387e-18,8.558257309346908e-14,1.2950971680986979e-15,4.429129043890588e-17,9.527768091723165e-13,2.9530337119682095e-20,5.841169355710327e-17,4.615221815802475e-13,3.9436321555523144e-20,2.944707231248549e-22,2.6770960780872852e-17,2.2762215279566207e-23,9.395209324805288e-21,2.2708332550002145e-23,7.860309409478946e-26,6.997061432230867e-30,1.7247490809819008e-26,3.714837795752371e-30,1.5878152852899817e-21,3.707400813346127e-28,4.898964084875354e-27,7.750024604921811e-32,1.0249981629229621e-30,8.399069114918788e-24,9.331374363401497e-30
1.6318729911774844e-10,0.1122453769309781,0.9,0.0,0.0,0.0,0.0,0.09999995613444025,1.1240914445518843e-08,1.0959160019089714e-08,7.757886494440141e-09,7.765721074055641e-09,6.59697096259858e-09,6.725334889020437e-09,6.719981624302681e-09,6.719690804731242e-09,5.9946988189241454e-09,5.996349519157832e-09,5.4245795197843915e-09,5.430324707373297e-09,4.933855281116569e-11,2.0072349874074184e-10,9.440692044206038e-11,1.8618785468163837e-11,3.2908889770003224e-11,8.810382719111247e-12,3.0322499063307926e-11,1.8869405961298137e-11,2.3581714658321245e-12,1.1308143875770314e-12,5.1470268513506275e-12,3.484966363546541e-16,4.973855788142188e-15,2.3252146589633794e-16,1.7300097835716297e-16,2.3248974305672035e-16,7.66954270612059e-20,2.2409420371987638e-18,9.00528670042978e-14,1.515018120117644e-15,4.6526286197492184e-17,1.0513305614749365e-12,3.2585102112110165e-20,6.135950248891619e-17,5.092641507670336e-13,4.3516507313142825e-20,3.247654383434041e-22,2.954182971137809e-17,2.533054639971986e-23,1.0890014223976406e-20,2.5864693480144143e-23,8.673580707686908e-26,8.110356137447694e-30,2.000811236017476e-26,4.5208072413010596e-30,1.840546509288285e-21,4.333940924301069e-28,5.861535079438696e-27,9.516551723529604e-32,1.2882285650315543e-30,9.775625448416178e-24,1.0816141104107518e-29
1.7323581934332745e-10,0.11224537723513249,0.9,0.0,0.0,0.0,0.0,0.09999995343334762,1.1933514677248977e-08,1.1625623460293903e-08,8.235298469979744e-09,8.244124356271862e-09,6.997677972051634e-09,7.139596175736269e-09,7.1335814422825035e-09,7.133247785669164e-09,6.363831909767728e-09,6.365686533347226e-09,5.7584023311139415e-09,5.764876691511921e-09,5.2339256927632354e-11,2.1985390021049286e-10,1.0385703660696687e-10,2.0398015304006168e-11,3.750543419832828e-11,1.030990432671555e-11,3.416384249709111e-11,2.1251836768399133e-11,2.657562645223202e-12,1.2069608470389331e-12,5.8574718117867065e-12,3.6997023984102967e-16,5.9625185667873024e-15,2.468466394723556e-16,1.8365987932214125e-16,2.4681137573082166e-16,8.643322180993653e-20,2.2572035143357825e-18,9.582126414001614e-14,1.832897673562467e-15,4.939257771836748e-17,1.1848150385912893e-12,3.6722590437335843e-20,6.513997256235194e-17,5.739277946826709e-13,4.904292374285929e-20,3.657698943342256e-22,3.329532927021882e-17,2.882686562343641e-23,1.3028546131891236e-20,3.0266760492623277e-23,9.775151210594903e-26,9.703074903882385e-30,2.395907195107509e-26,5.7339109709338825e-30,2.202154812459511e-21,5.244705477487687e-28,7.280447635904137e-27,1.220873701185466e-31,1.6995333861092067e-30,1.1750529854064937e-23,1.2940309051368155e-29
1.8328433956890646e-10,0.11224537753935032,0.9,0.0,0.0,0.0,0.0,0.0999999507322549,1.2626163946435272e-08,1.2291565266899306e-08,8.712676544141135e-09,8.72255247501231e-09,7.397962374401114e-09,7.553873450872548e-09,7.547158563997287e-09,7.546779393931617e-09,6.732964986237963e-09,6.7350354193935e-09,6.092201441234901e-09,6.099448505572391e-09,5.533761216711525e-11,2.39320410387795e-10,1.1352731398981455e-10,2.2208832307393022e-11,4.242667818667212e-11,1.1947447827782258e-11,3.823353856794392e-11,2.3774831257468508e-11,2.974844803073736e-12,1.2831029460181783e-12,6.614197265493007e-12,3.9144536242450525e-16,7.0747216815673234e-15,2.6117255589573193e-16,1.9431941143960837e-16,2.6113356029741004e-16,9.675296082832878e-20,2.2746075729015236e-18,1.0163247546133229e-13,2.1937754788881427e-15,5.2259018044247325e-17,1.3262773988603293e-12,4.110737536203608e-20,6.892066671591341e-17,6.424565327089229e-13,5.489971850513877e-20,4.091936142525135e-22,3.7273848034289134e-17,3.255094276725204e-23,1.5430257623062994e-20,3.507400692163454e-23,1.094261679785351e-25,1.1491801724562076e-29,2.8397739269262584e-26,7.189251022964892e-30,2.6083182024423836e-21,6.248082031701853e-28,8.9293763838128e-27,1.5424111637138005e-31,2.2031920351398055e-30,1.397463020492539e-23,1.5325913540628268e-29
2.0338138002006445e-10,0.1122453781479771,0.9,0.0,0.0,0.0,0.0,0.09999994533006915,1.401160958513698e-08,1.3622032800344097e-08,9.667330997968204e-09,9.679483087094156e-09,8.197347298048215e-09,8.382475954018642e-09,8.374244593701671e-09,8.37376649773966e-09,7.47123109605837e-09,7.473768821420946e-09,6.759728564580172e-09,6.768651617335192e-09,6.132794619493952e-11,2.791128189751994e-10,1.33449717719093e-10,2.5911168444130936e-11,5.3251684984391096e-11,1.5645487631392466e-11,4.705768444087419e-11,2.924209500267429e-11,3.663084815680819e-12,1.4353758100675079e-12,8.266478001625415e-12,4.3440016451051865e-16,9.6970110292885e-15,2.8982661324341274e-16,2.1564036893633575e-16,2.8977958467980537e-16,1.1913836129765306e-19,2.312873064661775e-18,1.1339512186706908e-13,3.056319737897914e-15,5.799234430194441e-17,1.63313741715568e-12,5.0618886017890324e-20,7.648272719403823e-17,7.911102067657905e-13,6.760452118564221e-20,5.032916820517457e-22,4.590649661794733e-17,4.0682313959815103e-23,2.1084403050353044e-20,4.5930127632029274e-23,1.347527393335941e-25,1.570277241520722e-29,3.8851097395149225e-26,1.0889001293348886e-29,3.564722849566123e-21,8.663454008536545e-28,1.29766641539238e-26,2.373654412045541e-31,3.5525937086636994e-30,1.9229315954172534e-23,2.0942070596686562e-29
2.2146871642610665e-10,0.11224537869596012,0.9,0.0,0.0,0.0,0.0,0.09999994046810154,1.5258678337874985e-08,1.4818010692754964e-08,1.0526404087873836e-08,1.0540805253130829e-08,8.915544282475653e-09,9.128272856181872e-09,9.118544105642193e-09,9.11796812993289e-09,8.13567054573984e-09,8.13866952115526e-09,7.360421934333247e-09,7.371002220882992e-09,6.671274970466467e-11,3.157341585723648e-10,1.5194922952546229e-10,2.9319037086999214e-11,6.41238702225827e-11,1.9466075403741795e-11,5.5779650858852355e-11,3.4642373367265086e-11,4.3436948981788585e-12,1.5724077804777995e-12,9.911783314592815e-12,4.730646807640355e-16,1.254689037711037e-14,3.156177956398233e-16,2.3483138873411477e-16,3.1556289302186824e-16,1.4127569585390997e-19,2.351287223446428e-18,1.2415761172628556e-13,4.009380649312768e-15,6.31528448948332e-17,1.9365999236179e-12,6.002512776897216e-20,8.3289347804488e-17,9.381194316344242e-13,8.016893349441498e-20,5.962368434692082e-22,5.444689594693203e-17,4.8779350054250106e-23,2.722669538302321e-20,5.714599388274914e-23,1.598012860609406e-25,2.0277158702648882e-29,5.021007462492817e-26,1.5284404071860682e-29,4.6040055168470944e-21,1.1337154730464976e-27,1.7578584816442483e-26,3.376005963242238e-31,5.24345716543629e-30,2.495843991207823e-23,2.704296295804602e-29
2.3955605283214883e-10,0.11224537924415152,0.9,0.0,0.0,0.0,0.0,0.09999993560613347,1.650590592516566e-08,1.6012777861260577e-08,1.1385367374791309e-08,1.1402207404689244e-08,9.632652516703792e-09,9.87412151267159e-09,9.86276965668694e-09,9.862087575300234e-09,8.800109948851593e-09,8.803608741964035e-09,7.961038538330243e-09,7.973417049526958e-09,7.209210154884868e-11,3.5296488631081273e-10,1.7089897699518348e-10,3.278385729912529e-11,7.607491180952804e-11,2.376231322817981e-11,6.524039652366456e-11,4.049663627925158e-11,5.0822824840920795e-12,1.7094247524471445e-12,1.1706998546366474e-11,5.117341174403293e-16,1.5899465301696283e-14,3.4141137034353424e-16,2.5402445270458646e-16,3.413479878299924e-16,1.6529887816583747e-19,2.393497759341325e-18,1.3510504363412013e-13,5.14803482384452e-15,6.831382471070499e-17,2.2659171661847177e-12,7.023280838380935e-20,9.009669416482263e-17,1.0976551210671926e-12,9.380407541998607e-20,6.9699560779359965e-22,6.371871455869443e-17,5.761413198869897e-23,3.4459703447392084e-20,6.975818779395631e-23,1.8698641574509105e-25,2.5663635837136125e-29,6.358774251686325e-26,2.0878445460448455e-29,5.828217433212925e-21,1.4542841688430901e-27,2.320331817343429e-26,4.6678689779690325e-31,7.493365073023195e-30,3.172376923428146e-23,3.4226995497673783e-29
2.57643389238191e-10,0.11224537979255196,0.9,0.0,0.0,0.0,0.0,0.09999993074416492,1.7753292329459835e-08,1.7206455567775397e-08,1.22442208727754e-08,1.226368938451589e-08,1.0348749040004178e-08,1.0620021905435191e-08,1.0606921122446744e-08,1.0606124841581977e-08,9.464549305393587e-09,9.468586505181078e-09,8.561578386378809e-09,8.575896094296835e-09,7.746654779277523e-11,3.9068377752740404e-10,1.902265400778242e-10,3.6294094364925464e-11,8.91113748494836e-11,2.8541271454618335e-11,7.543957477489864e-11,4.6804447261790144e-11,5.878851595810737e-12,1.846427343066718e-12,1.365210826477697e-11,5.504084739909349e-16,1.979047950932322e-14,3.672073326432094e-16,2.7321956056204723e-16,3.6713486847901994e-16,1.9120803875601315e-19,2.439527774568608e-18,1.462549941836313e-13,6.4898834496647994e-15,7.347528280815366e-17,2.62109153360281e-12,8.12420017747356e-20,9.690476617402161e-17,1.2697186095894487e-12,1.085100608495329e-19,8.055604631085121e-22,7.372298570088418e-17,6.718658406340983e-23,4.2872786591917385e-20,8.378746536611947e-23,2.163087212292644e-25,3.1928712798125775e-29,7.914824548973249e-26,2.7971003957868494e-29,7.252641529943774e-21,1.8123383132629272e-27,2.9994855003851965e-26,6.291419458179932e-31,1.0401550254774051e-29,3.9610993343614834e-23,4.258297687120831e-29
2.73921992003629e-10,0.11224538028629151,0.9,0.0,0.0,0.0,0.0,0.09999992636839275,1.8876075867359492e-08,1.8279915281036157e-08,1.3017095163039655e-08,1.3039091298043926e-08,1.0992424866761077e-08,1.1291376478518698e-08,1.1276594007145226e-08,1.127568812451436e-08,1.0062544686464216e-08,1.0067099463541562e-08,9.101998631391612e-09,9.11818213195385e-09,8.229972108311922e-11,4.249669630017172e-10,2.0789360328451297e-10,3.9484393596945996e-11,1.0177651571377933e-10,3.325973213311007e-11,8.524992838771337e-11,5.286893378105881e-11,6.645341324317581e-12,1.9697188918904953e-12,1.553085317252578e-11,5.852196009328638e-16,2.378109449235218e-14,3.904257364716089e-16,2.9049690491957825e-16,3.9034458744182403e-16,2.1613890258130628e-19,2.4842355350595076e-18,1.564777058626511e-13,7.885903354010688e-15,7.812100329773219e-17,2.9628582766532262e-12,9.183563023525144e-20,1.0303265132774791e-16,1.4352881203210884e-12,1.226611130744066e-19,9.099374145440598e-22,8.335399730617054e-17,7.643243261602191e-23,5.152743337732659e-20,9.763913862403918e-23,2.445265728067656e-25,3.8373300943725794e-29,9.515476696064019e-26,3.5695663435606e-29,8.71847083278327e-21,2.195973226110959e-27,3.715810562328567e-26,8.092092801961262e-31,1.370465718595839e-29,4.7739498049771524e-23,5.117838757240336e-29
2.9020059476906695e-10,0.1122453807802012,0.9,0.0,0.0,0.0,0.0,0.09999992199262009,1.999898802002733e-08,1.9352630032085607e-08,1.3789880545899147e-08,1.381455765271531e-08,1.1635374324923271e-08,1.1962772930208177e-08,1.1946206720819538e-08,1.1945184854298789e-08,1.0660540029813283e-08,1.0665643674274471e-08,9.642356719177356e-09,9.66052017084201e-09,8.712954003201833e-11,4.5950822041194575e-10,2.2577906592836477e-10,4.269836648256096e-11,1.1532800481289944e-10,3.837704036083177e-11,9.565793057419921e-11,5.930021005596869e-11,7.458802276106913e-12,2.092999995908155e-12,1.753098859771124e-11,6.20034712135443e-16,2.825953773419854e-14,4.1364606767217263e-16,3.077759043840424e-16,4.1355575197507444e-16,2.4259760960901493e-19,2.532062258192139e-18,1.6689170234726547e-13,9.473798317023654e-15,8.276710987845467e-17,3.3255729571863598e-12,1.0307859749713431e-19,1.0916112410063386e-16,1.6110072017440732e-12,1.376797237998775e-19,1.0206272466969365e-21,9.358006928386224e-17,8.627567667637338e-23,6.127561196940837e-20,1.1266167750173675e-22,2.744764505692541e-25,4.5631797707503556e-29,1.1318193702817751e-25,4.49501872396443e-29,1.037009068913822e-20,2.623872714821647e-27,4.5429564599630795e-26,1.0251368102653692e-30,1.774721888096421e-29,5.690850660648036e-23,6.085943739209975e-29
3.064791975345049e-10,0.11224538127428117,0.9,0.0,0.0,0.0,0.0,0.09999991761684687,2.1122028774673276e-08,2.0424647758187945e-08,1.4562577031600771e-08,1.4590088352729242e-08,1.2277632065768293e-08,1.263421124734993e-08,1.2615759197352125e-08,1.2614615036577097e-08,1.1258535335440764e-08,1.1264219153084138e-08,1.0182652656883215e-08,1.020291020439958e-08,9.195622050818914e-11,4.942597254401274e-10,2.438503014897842e-10,4.593143351073233e-11,1.297681989300971e-10,4.3895844952435445e-11,1.0666337170697458e-10,6.609803004651075e-11,8.319237380585464e-12,2.2162696308345883e-12,1.9652504496342036e-11,6.548538072035189e-16,3.3248769879663306e-14,4.368683233769947e-16,3.250565587457282e-16,4.3676836162410347e-16,2.7058425491150896e-19,2.5830162371924717e-18,1.7750995361174615e-13,1.1266560934275985e-14,8.74136019758401e-17,3.709237307643649e-12,1.149709571715579e-19,1.1529018441831277e-16,1.7968768263392275e-12,1.5356597603359337e-19,1.1376257258455685e-21,1.0440212695258382e-16,9.671626736045926e-23,7.218260890021286e-20,1.2886285842494883e-22,3.0615878777053547e-25,5.375261311739256e-29,1.3334934108892333e-25,5.585654672713466e-29,1.2218738754231784e-20,3.112025951787778e-27,5.487197105306622e-26,1.2819984877281422e-30,2.2645349534044452e-29,6.718039166376356e-23,7.169065110409639e-29
3.227578002999429e-10,0.1122453817685317,0.9,0.0,0.0,0.0,0.0,0.09999991324107313,2.2245198118508272e-08,2.1496008163955134e-08,1.5335184630391735e-08,1.5365683306524913e-08,1.291922792009023e-08,1.3305691416792337e-08,1.3285251375446181e-08,1.3283978676990853e-08,1.1856530603346625e-08,1.1862825915702412e-08,1.072288645165554e-08,1.0745352226059084e-08,9.67799413097941e-11,5.291819038390113e-10,2.620792263034974e-10,4.917980071253402e-11,1.450989575156493e-10,4.981828257212252e-11,1.1826605134067444e-10,7.326216241797799e-11,9.226649566238907e-12,2.339527717564292e-12,2.189539001112594e-11,6.896768857369798e-16,3.877079588062787e-14,4.600925008423523e-16,3.4233886779552427e-16,4.599824159333979e-16,3.000989335133468e-19,2.637104015115568e-18,1.883454583021751e-13,1.3277213965875379e-14,9.206047904197379e-17,4.1138530579430556e-12,1.2751276278412403e-19,1.2141983220686473e-16,1.9928979664643994e-12,1.7031995275431547e-19,1.2609288706370463e-21,1.1582115005552007e-16,1.0775415137974484e-22,8.431376195687301e-20,1.4624895391782863e-22,3.395740168575148e-25,6.27842864328675e-29,1.5577640182270436e-25,6.86895359331223e-29,1.427568740394715e-20,3.646207794583757e-27,6.559535192035846e-26,1.583869781769526e-30,2.8499806359373826e-29,7.861750126576803e-23,8.373685948117196e-29
3.3903640306538084e-10,0.11224538226295286,0.9,0.0,0.0,0.0,0.0,0.09999990886529878,2.3368496038744307e-08,2.2566744066646568e-08,1.6107703352519544e-08,1.614134242621051e-08,1.356018755634348e-08,1.3977213425385897e-08,1.3954683197858719e-08,1.3953275781181368e-08,1.2454525833530827e-08,1.2461463977882586e-08,1.1263058110639855e-08,1.1287846229247684e-08,1.0160085021695794e-10,5.642420832758779e-10,2.8044168571483457e-10,5.2440332399736136e-11,1.6132172402842157e-10,5.6146061265887374e-11,1.3046577683701608e-10,8.079238814947025e-11,1.0181041760641137e-11,2.4627748667549827e-12,2.425963368892445e-11,7.245039473418104e-16,4.4846687821777196e-14,4.833185974377862e-16,3.5962283132319697e-16,4.831979144486331e-16,3.311417404310535e-19,2.6943306711851723e-18,1.99411237546043e-13,1.5518804149086574e-14,9.670774054951185e-17,4.539421935585659e-12,1.4070406779440832e-19,1.2755006739168748e-16,2.19907159435655e-12,1.8794173695275518e-19,1.3905329125327404e-21,1.278381727469101e-16,1.1938927300175496e-22,9.77344630300034e-20,1.6482497876634376e-22,3.7472257144213343e-25,7.277522284576838e-29,1.8058263536432513e-25,8.356132283089734e-29,1.6552245770929827e-20,4.248916898918269e-27,7.765233265698779e-26,1.9366335657476396e-30,3.5446117525270645e-29,9.128215951451607e-23,9.706255467797188e-29
3.553150058308188e-10,0.11224538275754481,0.9,0.0,0.0,0.0,0.0,0.09999990448952382,2.449192252259438e-08,2.3636882517418765e-08,1.688013320823206e-08,1.6917065627076222e-08,1.4200533041880099e-08,1.4648777259983197e-08,1.4624054610903862e-08,1.4622506354789675e-08,1.3052521025993336e-08,1.3060133355394296e-08,1.180316764098086e-08,1.1830392207387519e-08,1.0641906904723591e-10,5.994133696910431e-10,2.9891692985837997e-10,5.571044500893273e-11,1.784375945278859e-10,6.288053008833467e-11,1.4326236220767066e-10,8.868849854071502e-11,1.1182416890449791e-11,2.5860112269347226e-12,2.674522445857231e-11,7.593349916176875e-16,5.149660953086921e-14,5.065466106245818e-16,3.76908449119347e-16,5.064148567143912e-16,3.6371277062868357e-19,2.754700062063122e-18,2.1072032977957577e-13,1.8004397027877568e-14,1.0135538599165552e-16,4.985945665741015e-12,1.5454492558038223e-19,1.3368088989877194e-16,2.415398682130556e-12,2.0643141158601282e-19,1.5264342596975378e-21,1.4045428355958395e-16,1.3162157786069696e-22,1.1251016085401857e-19,1.845948933523969e-22,4.116048840841411e-25,8.377398953359955e-29,2.0788736769717763e-25,1.0077589685294263e-28,1.9059761737305533e-20,4.904112485378474e-27,9.115569685721074e-26,2.3448258797846867e-30,4.359818950385591e-29,1.0523666711021398e-22,1.1173261503531935e-28
3.715936085962568e-10,0.11224538325230758,0.9,0.0,0.0,0.0,0.0,0.09999990011374818,2.5615477557272553e-08,2.4706445836161553e-08,1.7652474207777424e-08,1.7692852827146696e-08,1.4840283358679898e-08,1.532038290743892e-08,1.5293365563842236e-08,1.5291670403456553e-08,1.3650516180734115e-08,1.3658834064018864e-08,1.2343215049822439e-08,1.2372990153895966e-08,1.1123469830921743e-10,6.346736102664239e-10,3.1748713200275956e-10,5.898800936559702e-11,1.9644737997422086e-10,7.002274321118281e-11,1.5665562704829478e-10,9.695029337253257e-11,1.2230777881399617e-11,2.7092364245870606e-12,2.935215168228673e-11,7.941700181707335e-16,5.873984160757846e-14,5.297765379494988e-16,3.941957209734174e-16,5.296332422765055e-16,3.978121190631318e-19,2.8182150411966528e-18,2.2228578599455244e-13,2.074707220167171e-14,1.0600341487648811e-16,5.453425971324486e-12,1.690353894595468e-19,1.3981229965339774e-16,2.6418802017774764e-12,2.2578905962379685e-19,1.6686294672042494e-21,1.5367062537938624e-16,1.4445101424449294e-22,1.2870636375261564e-19,2.0556179294912117e-22,4.50221388580728e-25,9.582900993380235e-29,2.3781002979644843e-25,1.2046355323886127e-28,2.1809623936743535e-20,5.634927879811042e-27,1.0615702832889737e-25,2.8148923399191904e-30,5.310646570443338e-29,1.2054330193655718e-22,1.278115566865982e-28
3.8787221136169474e-10,0.11224538374724127,0.9,0.0,0.0,0.0,0.0,0.09999989573797186,2.673916112999388e-08,2.5775452495993287e-08,1.8424726361404113e-08,1.846870394678523e-08,1.5479454859317934e-08,1.5992030354609852e-08,1.5962616008242632e-08,1.5960767932822527e-08,1.4248511297753125e-08,1.4257566119545303e-08,1.2883200344307646e-08,1.2915640062185957e-08,1.1604782119224446e-10,6.700045070418192e-10,3.3613696187829374e-10,6.227126685935932e-11,2.153516589515053e-10,7.75735148485809e-11,1.7064539561411878e-10,1.0557757933449461e-10,1.3326127658302623e-11,2.8324502803474644e-12,3.20804045486012e-11,8.290090266002722e-16,6.659480818861813e-14,5.530083770255114e-16,4.114846466757811e-16,5.528530706796272e-16,4.334398806368722e-19,2.8848776442357903e-18,2.3412066568729396e-13,2.3759919275894342e-14,1.1065182672770763e-16,5.94186457306865e-12,1.8417551267169047e-19,1.4594429658149454e-16,2.8785171251644822e-12,2.460147640006258e-19,1.8171152080272207e-21,1.6748839542176463e-16,1.5787752902891686e-22,1.4638864244066285e-19,2.2772806781548498e-22,4.905725175790312e-25,1.0898888252962122e-28,2.7046985257418055e-25,1.429615066726425e-28,2.481326377992308e-20,6.4226408367542645e-27,1.22773113104389e-25,3.3517923498246996e-30,6.409729158933214e-29,1.372643200363756e-22,1.4536431387957213e-28
4.041508141271327e-10,0.11224538424234581,0.9,0.0,0.0,0.0,0.0,0.09999989136219481,2.7862973227974468e-08,2.68439178008831e-08,1.9196889679360943e-08,1.9244618908366757e-08,1.6118061643330413e-08,1.6663719588354875e-08,1.663180589754998e-08,1.6629798948527836e-08,1.4846506377050323e-08,1.4856329537767287e-08,1.3423123531578725e-08,1.3458341925666131e-08,1.20858506610736e-10,7.053909378582003e-10,3.5485323207302074e-10,6.55587646672366e-11,2.3515081863257955e-10,8.553346159890984e-11,1.8523149608801357e-10,1.1457016882033394e-10,1.4468469145051926e-11,2.9556529821898587e-12,3.4929971925839386e-11,8.638520165129839e-16,7.50791058808443e-14,5.762421255299307e-16,4.2877522601552595e-16,5.760743414698255e-16,4.705961502485857e-19,2.9546892333140935e-18,2.462380337483972e-13,2.7056034752694133e-14,1.1530062107934356e-16,6.451263189584281e-12,1.9996534840157015e-19,1.5207688060819252e-16,3.125310424035654e-12,2.6710860766667897e-19,1.9718882543947467e-21,1.81908845197411e-16,1.7190106811250014e-22,1.6562263283784723e-19,2.510955287224901e-22,5.3265870513564485e-25,1.2330203908817974e-28,3.059861961202263e-25,1.6840626373044963e-28,2.808215747929812e-20,7.293538251548285e-27,1.4105046326341964e-25,3.9626398187513294e-30,7.673782530541438e-29,1.554619560555024e-22,1.6445540249247368e-28
