Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82),S(871),S(870),S(1125),C4HF8(158)
2.1599962803584666e-06,0.11246102938303533,0.9,0.0,0.0,0.0,0.0,0.09929838430397242,0.0002722336603768689,2.4464410310972253e-06,1.714820007179297e-05,3.18284197474997e-05,8.576762852631774e-07,3.616897695713171e-05,3.4584832266633695e-06,6.271457402967395e-06,8.0721989283751e-05,0.00035891075623977647,4.684439504666543e-06,4.203498844877347e-05,1.1014917753794973e-08,8.1625173347097e-08,2.569128270296659e-08,4.458858560003697e-09,8.311180028653044e-05,7.280113906059185e-05,0.0008536055087313545,0.00010841286218434987,0.00022918736183843722,6.397085411716623e-10,8.064973835608811e-05,8.365138781507532e-12,9.13649135590503e-08,9.445606359803861e-13,1.3272990322098448e-12,1.239262838428977e-12,7.388345953672766e-12,2.899792751066816e-13,1.0418709053514444e-05,0.0001235141385212602,1.9070083954307383e-13,8.249562433155208e-05,2.5343736569659488e-12,4.750050738620655e-13,7.042637659905594e-05,5.966176945637472e-12,1.8550770357573e-15,2.5181535169568984e-05,3.969546013877216e-16,1.084878133215854e-05,2.1373033233935243e-16,1.2548879170576063e-16,3.801877143945318e-17,2.855889448456903e-15,2.5197233805968565e-15,6.4665211865287834e-06,1.6414895464848354e-16,1.1707904235638028e-15,1.4464736736809486e-16,1.0326232385421523e-15,1.4900447356280245e-12,8.935783842768129e-17,2.888511117455286e-07,8.65202447784332e-16,7.931467101157594e-06,1.3057864571206302e-12,4.972084976731048e-17,3.5467961251070893e-16,9.116840123109762e-13,1.375617713387434e-10,7.380328877940987e-13,4.514374252557994e-13,2.033293441023419e-15,1.0626666977019962e-12,6.200057288742593e-17,5.592862288424178e-17,5.895969335301797e-13,1.1681530128956939e-16,8.335002993289411e-16,2.4124488597789133e-13,5.1812477299627e-07,1.4872475275989878e-13,1.189924260040701e-17,1.0442622736184898e-13,8.39439556710637e-11,1.0111335365258037e-13,1.3706218279525777e-10,7.500175722305339e-08,7.795792273536144e-14,6.406357907731067e-18,3.590214491951081e-14,4.593130393154881e-09
2.2016518195769894e-06,0.11246574699241722,0.9,0.0,0.0,0.0,0.0,0.09928418677598501,0.00027710137674482997,2.446253312331337e-06,1.713388484542805e-05,3.188531665038384e-05,8.575751906209201e-07,3.6206786955950944e-05,3.4580957685311497e-06,6.2707018821934104e-06,8.228465939730378e-05,0.0003677481232772055,4.683906235321929e-06,4.22160162447456e-05,1.1014072646131244e-08,8.161891043304647e-08,2.5688254466923848e-08,4.458597288927879e-09,8.2771877283912e-05,7.421393590694361e-05,0.0008743280473714981,0.00011052055627548213,0.00023505724135269632,6.396846012136046e-10,8.22525528316808e-05,8.513138414675824e-12,9.097460974822662e-08,9.460741781514127e-13,1.3327686749291268e-12,1.2403289249849256e-12,7.576172863960974e-12,2.8874322110639304e-13,1.0388986478497337e-05,0.00012662520757084991,1.9104197818555364e-13,8.454009343227292e-05,2.596702156438419e-12,4.770510032861932e-13,7.240586287266557e-05,6.132735037242285e-12,1.8911412795265245e-15,2.6235127628616347e-05,4.048421535628548e-16,1.1397036044272155e-05,2.1787769648458855e-16,1.3087225291848594e-16,3.991863340282544e-17,2.96334480648026e-15,2.6343888161348447e-15,6.786412153473164e-06,1.7039750359505628e-16,1.2147978481619256e-15,1.512940022646252e-16,1.079577576745725e-15,1.5461091863358318e-12,9.41275634194945e-17,3.1100249368674076e-07,9.038442215210598e-16,8.181954273451378e-06,1.3311727350831728e-12,5.196352030654805e-17,3.705075104555182e-16,9.294090337653811e-13,1.4023625649613658e-10,7.716187228853535e-13,4.715995885385045e-13,2.130995475663397e-15,1.1137291343348296e-12,6.515150400208674e-17,5.70159516898527e-17,6.010595058503143e-13,1.2248032476754033e-16,8.735206220142853e-16,2.45843602446812e-13,5.3841424303029e-07,1.5175700147964644e-13,1.2135725429818432e-17,1.0645313031226246e-13,8.557329974476108e-11,1.0312350826241644e-13,1.3978700772633685e-10,7.926714842622478e-08,7.947079375504463e-14,6.530681268086815e-18,3.661565585962895e-14,4.705972325158603e-09
2.243307358795512e-06,0.11247045914259396,0.9,0.0,0.0,0.0,0.0,0.09927000441509773,0.00028195341906829535,2.446061429307138e-06,1.7114948224851193e-05,3.1938106916797686e-05,8.574736577152242e-07,3.623445885776514e-05,3.457706025823627e-06,6.269948057687833e-06,8.384624721989024e-05,0.00037658434460418526,4.683373254107962e-06,4.2388299172465916e-05,1.1013208753315577e-08,8.161250857038478e-08,2.568521315354872e-08,4.458326371777486e-09,8.241078841384851e-05,7.562652633582932e-05,0.0008950390541626717,0.00011262751884486844,0.00024091825077429856,6.396589353964896e-10,8.38551655489566e-05,8.660603153113892e-12,9.056118781194183e-08,9.47465452092212e-13,1.3379604676816604e-12,1.2410475660258473e-12,7.763645632938914e-12,2.8743385726740436e-13,1.035575304311295e-05,0.00012972339130563364,1.9135851850795231e-13,8.65844728984329e-05,2.6590052513893687e-12,4.789981231290115e-13,7.439184626717519e-05,6.299782676186476e-12,1.9271930012189943e-15,2.7303325111456575e-05,4.127287083800321e-16,1.1956890711162201e-05,2.2202443725962025e-16,1.3635775923015808e-16,4.186456251042267e-17,3.0725872663602666e-15,2.7514347190137998e-15,7.112878894767068e-06,1.7675191075409362e-16,1.2595459796487171e-15,1.5808112372703573e-16,1.1275101932866983e-15,1.603105866127666e-12,9.902891506298587e-17,3.342863509304992e-07,9.43309355785549e-16,8.432433163896548e-06,1.3565502021721436e-12,5.425479066303965e-17,3.8667391300306825e-16,9.47127903374656e-13,1.4290981341110894e-10,8.059017941602528e-13,4.921913498280881e-13,2.2310917877403503e-15,1.1660428934591045e-12,6.837764076469559e-17,5.810290311448158e-17,6.125180997495191e-13,1.2828626782177177e-16,9.145244148914586e-16,2.5043951653751755e-13,5.590866954529207e-07,1.54719095286888e-13,1.2372178490725079e-17,1.0847973712302099e-13,8.720240575828785e-11,1.0513340983677426e-13,1.425114896581694e-10,8.3677123028102e-08,8.098344372990046e-14,6.6549864641844454e-18,3.7329076981582224e-14,4.8195802380580776e-09
2.284962898014035e-06,0.11247516534001381,0.9,0.0,0.0,0.0,0.0,0.09925583796126652,0.00028679024130903144,2.4458654960864706e-06,1.709171096379439e-05,3.198706496785354e-05,8.573717052263853e-07,3.625256601337864e-05,3.457314074272162e-06,6.269196011400509e-06,8.540672502707606e-05,0.000385417993571881,4.682840629624024e-06,4.2552245581472274e-05,1.1012326620682706e-08,8.16059715652792e-08,2.5682159279137947e-08,4.458046075995704e-09,8.20304634378479e-05,7.703891073535824e-05,0.0009157345809900873,0.0001147337515654902,0.00024676882302095875,6.39631587218917e-10,8.545757602072198e-05,8.807547409467786e-12,9.012678250009025e-08,9.487426983961955e-13,1.3428874695169423e-12,1.2414386040338678e-12,7.950714145541788e-12,2.860579662771484e-13,1.0319285069159265e-05,0.00013280793372669162,1.9165210458796413e-13,8.862851116747882e-05,2.7212752915750726e-12,4.808510476795766e-13,7.638386534127405e-05,6.467280673954709e-12,1.9632322253186345e-15,2.8385674014364822e-05,4.206142549972624e-16,1.2528074346300752e-05,2.261705688749776e-16,1.419444468510799e-16,4.385625500962589e-17,3.1836098554738625e-15,2.8708355857015142e-15,7.445782981891108e-06,1.8321189420651117e-16,1.3050277396973825e-15,1.6500730737637463e-16,1.1764106313491943e-15,1.6610313106870816e-12,1.0406144878246331e-16,3.587289234170845e-07,9.83594488891994e-16,8.682800982600095e-06,1.3819188785429026e-12,5.659448334049366e-17,4.0317741333893617e-16,9.648406351742655e-13,1.4558244420659773e-10,8.408746416773136e-13,5.132109622980803e-13,2.333577793210343e-15,1.2196055902406153e-12,7.167806171221702e-17,5.91894780207537e-17,6.23972724402601e-13,1.3423292096599132e-16,9.565098705338114e-16,2.5503272647921844e-13,5.80141900328969e-07,1.5761114304821692e-13,1.260860171183302e-17,1.1050604834431664e-13,8.88312741591841e-11,1.0714305776280414e-13,1.4523562776193483e-10,8.823321989921128e-08,8.249587308107403e-14,6.779273530106744e-18,3.804240806907351e-14,4.933946303508544e-09
2.3266184372325577e-06,0.11247986513087313,0.9,0.0,0.0,0.0,0.0,0.09924168808430167,0.0002916122834973405,2.4456656312843503e-06,1.7064480779652694e-05,3.203244691557382e-05,8.572693520282086e-07,3.626166354284706e-05,3.456919991917388e-06,6.268445813155344e-06,8.696606861150569e-05,0.00039424775113418466,4.682308421971726e-06,4.270824476619151e-05,1.1011426829309685e-08,8.159930337623731e-08,2.5679093329121978e-08,4.457756679698852e-09,8.163273280279302e-05,7.845108949876045e-05,0.0009364109518446435,0.00011683925609107621,0.00025260749303567936,6.396026027065951e-10,8.705978378455888e-05,8.953985156828653e-12,8.967341773881479e-08,9.499136179171628e-13,1.3475621270659651e-12,1.2415212414690828e-12,8.137331610420306e-12,2.846219857318255e-13,1.027984611961217e-05,0.0001358781488370994,1.919242707863058e-13,9.067197467371149e-05,2.783505184602804e-12,4.826141758646136e-13,7.838147794697191e-05,6.63519150579201e-12,1.9992589734745503e-15,2.9481734688252944e-05,4.28498777905156e-16,1.3110316044454077e-05,2.3031611165001206e-16,1.4763147250511917e-16,4.589340273029198e-17,3.296405221671034e-15,2.9925657703529817e-15,7.784987282734621e-06,1.8977719746336075e-16,1.3512337535271213e-15,1.7207112103967006e-16,1.2262682268543377e-15,1.7198819356018655e-12,1.0922467881562658e-16,3.8435599692428046e-07,1.0246962594027386e-15,8.93296453848251e-06,1.407278784121332e-12,5.898242127513585e-17,4.200165430451982e-16,9.825472430214553e-13,1.4825415098112682e-10,8.765297686157155e-13,5.346566827856352e-13,2.4384484626820725e-15,1.2744146123473313e-12,7.505182967413403e-17,6.027567726115043e-17,6.354233889164636e-13,1.4032004879958654e-16,9.994749101601044e-16,2.5962332571887913e-13,6.015796357802698e-07,1.604333415337517e-13,1.2844995025785899e-17,1.1253206453056522e-13,9.045990540091227e-11,1.0915245145804556e-13,1.4795942125092508e-10,9.293696071055437e-08,8.400808223786512e-14,6.903542500353479e-18,3.875564891710871e-14,5.049062703012708e-09
2.3682739764510805e-06,0.11248455809873341,0.9,0.0,0.0,0.0,0.0,0.09922755538756908,0.00029641997140578065,2.4454619573519046e-06,1.7033552451988833e-05,3.207449178556375e-05,8.571666168715152e-07,3.6262288166086675e-05,3.456523858613698e-06,6.267697522852794e-06,8.85242570859283e-05,0.0004030724000355732,4.681776684233522e-06,4.285666785636626e-05,1.1010509849868993e-08,8.159250808644069e-08,2.5676015986992138e-08,4.457458463753665e-09,8.121932998080411e-05,7.986306302331418e-05,0.0009570647517068798,0.00011894403405382297,0.00025843289367718944,6.395720264002892e-10,8.866178840295693e-05,9.099929903165445e-12,8.920300930849741e-08,9.50985311846656e-13,1.3519963043272003e-12,1.2413140318625325e-12,8.323454423174764e-12,2.8313195658110493e-13,1.023768722019871e-05,0.00013893341699220305,1.9217644925820884e-13,9.271464654689341e-05,2.8456883582024397e-12,4.842917016401003e-13,8.03842603565836e-05,6.80347923386045e-12,2.035273287492644e-15,3.059108174880514e-05,4.363823011754126e-16,1.3703345836949604e-05,2.3446103469626516e-16,1.5341799868314973e-16,4.797569204799824e-17,3.4109712457070663e-15,3.1165997941292362e-15,8.130356324593275e-06,1.9644747133926667e-16,1.3981747190184075e-15,1.7927112005569811e-16,1.2770736209764643e-15,1.7796561979226713e-12,1.1451808187572884e-16,4.111928953021454e-07,1.0666113174484824e-15,9.182839860793493e-06,1.432629938553808e-12,6.141842143975696e-17,4.3719035341373975e-16,1.0002477407293361e-12,1.509249358058026e-10,9.1285968644786e-13,5.565267450293484e-13,2.545698434463186e-15,1.330467129792043e-12,7.849799475810532e-17,6.136150167882066e-17,6.468701019733873e-13,1.4654738780654613e-16,1.0434180766768584e-15,2.64211406169993e-13,6.233996876185531e-07,1.6318701197313343e-13,1.3081358366538272e-17,1.1455778626830578e-13,9.2088299941585e-11,1.111615903769487e-13,1.5068286938076107e-10,9.778985159047099e-08,8.552007161158858e-14,7.027793410062515e-18,3.946879932948761e-14,5.164921648090154e-09
2.4099295156696033e-06,0.11248924386278977,0.9,0.0,0.0,0.0,0.0,0.09921344041159798,0.00030121371631332614,2.445254599548461e-06,1.6999207955574714e-05,3.211342265853595e-05,8.570635186369411e-07,3.6254958102362925e-05,3.4561257555639602e-06,6.2669511920558985e-06,9.008127268714392e-05,0.0004118908192140805,4.681245463537711e-06,4.2997868666080644e-05,1.1009576266657507e-08,8.158558987554871e-08,2.5672927798751276e-08,4.457151718579638e-09,8.079189396599866e-05,8.12748317093413e-05,0.0009776928155379738,0.00012104808706240864,0.00026424375165833973,6.395399067790724e-10,9.02635894633362e-05,9.245394709294353e-12,8.871736769380026e-08,9.519644708114897e-13,1.356201308272703e-12,1.2408348830695714e-12,8.50904203316733e-12,2.8159362825546415e-13,1.019304710460107e-05,0.00014197318133977484,1.924099764954671e-13,9.475632540368628e-05,2.907818717844902e-12,4.858876230584783e-13,8.239180642979316e-05,6.972109436268607e-12,2.0712751924563836e-15,3.171330429818329e-05,4.442648176715672e-16,1.430689547076693e-05,2.386053476128736e-16,1.5930321802019251e-16,5.010280820095673e-17,3.527302024654042e-15,3.2429120012980372e-15,8.481756617257815e-06,2.032224602047635e-16,1.4458455982776544e-15,1.8660586373232495e-16,1.3288164013750355e-15,1.840351131433302e-12,1.1994110056356399e-16,4.3926447435282025e-07,1.1093363142535907e-15,9.43235180974889e-06,1.4579723612193736e-12,6.390230557548265e-17,4.546974884920997e-16,1.0179421418049927e-12,1.5359480072197326e-10,9.498568870211787e-13,5.788194063015201e-13,2.655321901858848e-15,1.3877601147856953e-12,8.201559844581638e-17,6.244695210337594e-17,6.583128723708315e-13,1.529146539133635e-16,1.088337133332897e-15,2.687970532122917e-13,6.456018489845923e-07,1.6587289111602412e-13,1.3317691673592685e-17,1.1658321412765457e-13,9.371645824285852e-11,1.1317047400073898e-13,1.534059714494524e-10,1.0279338467645383e-07,8.703184163446111e-14,7.152026294416613e-18,4.01818591229211e-14,5.281515398145901e-09
2.451585054888126e-06,0.11249392207587172,0.9,0.0,0.0,0.0,0.0,0.09919934363758937,0.0003059939148555693,2.4450436852390618e-06,1.6961716625998508e-05,3.2149447733614805e-05,8.569600762268789e-07,3.624017303561127e-05,3.4557257648874335e-06,6.266206865146081e-06,9.163710058187322e-05,0.0004207019784223177,4.680714801835839e-06,4.3132184502165214e-05,1.1008626729452515e-08,8.157855299495395e-08,2.5669829205779798e-08,4.45683674160105e-09,8.035197191232448e-05,8.268639595929025e-05,0.000998292217403309,0.0001231514167002836,0.0002700388835417122,6.395062948837332e-10,9.18651865779772e-05,9.390392179525441e-12,8.821820108355063e-08,9.528573764476137e-13,1.3601879152526885e-12,1.2401010555548687e-12,8.694056810981203e-12,2.8001244928254904e-13,1.014615248164704e-05,0.00014499694435659842,1.9262609975571195e-13,9.679682422839655e-05,2.9698906126996227e-12,4.87405751507591e-13,8.44037268200466e-05,7.1410491377600635e-12,2.1072647039481713e-15,3.284800606236845e-05,4.521463029771377e-16,1.4920699112006087e-05,2.4274908244556615e-16,1.6528634874403169e-16,5.227443557043728e-17,3.645389616557751e-15,3.3714766892754063e-15,8.839056937076295e-06,2.101019641880722e-16,1.4942326538811698e-15,1.9407391582501485e-16,1.3814855915606961e-15,1.9019630023944724e-12,1.254931466993709e-16,4.685951173049017e-07,1.152867907913362e-15,9.681433678897143e-06,1.4833060712020645e-12,6.643389830986342e-17,4.725363688766254e-16,1.0356304594833195e-12,1.5626374773902126e-10,9.875138662179873e-13,6.01532940313497e-13,2.7673126651386043e-15,1.4462903534244602e-12,8.5603676517634e-17,6.353202935063455e-17,6.697517089040574e-13,1.5942154276320924e-16,1.1342293513658078e-15,2.733803467776686e-13,6.681859199943645e-07,1.6849144576096283e-13,1.3553994891156483e-17,1.186083486702568e-13,9.53443807688653e-11,1.151791018393319e-13,1.5612872679727747e-10,1.0794903956104906e-07,8.854339275077535e-14,7.276241188662054e-18,4.089482812619351e-14,5.3988362761706785e-09
2.493240594106649e-06,0.11249859242266384,0.9,0.0,0.0,0.0,0.0,0.09918526549082056,0.0003107609489510769,2.4448293434320348e-06,1.6921335353902138e-05,3.2182761320460685e-05,8.568563081331756e-07,3.621841413846151e-05,3.455323969219926e-06,6.265464580254388e-06,9.319172867588666e-05,0.00042950493306080347,4.680184736530815e-06,4.3259936934705344e-05,1.1007661718115808e-08,8.157140174621077e-08,2.566672090954247e-08,4.4565138262112546e-09,7.990102188495325e-05,8.409775617690015e-05,0.001018860259755077,0.0001252540245242137,0.00027581719180163353,6.394712380863273e-10,9.346657938386729e-05,9.534934434088196e-12,8.770711849117053e-08,9.536697733571088e-13,1.3639663976129846e-12,1.2391291577418646e-12,8.878463917333975e-12,2.783934791492974e-13,1.0097218321301013e-05,0.0001480042644854873,1.9282598331012722e-13,9.883596933470336e-05,3.0318988079903488e-12,4.888497209555129e-13,8.641964821764604e-05,7.310266742459488e-12,2.143241865621694e-15,3.399480545363018e-05,4.600267876288944e-16,1.5544493977784742e-05,2.4689220011972887e-16,1.7136660998745976e-16,5.449025504258858e-17,3.765233213726715e-15,3.5022685619480367e-15,9.202128574910016e-06,2.1708564713551502e-16,1.54334997220419e-15,2.0167383383170181e-16,1.4350720991841286e-15,1.964490840309657e-12,1.3117360435026266e-16,4.992087317411634e-07,1.197202778593231e-15,9.930026793210479e-06,1.5086310872365186e-12,6.901301650801673e-17,4.907061393799681e-16,1.053312706964959e-12,1.5893177883233257e-10,1.0258231825369517e-12,6.24665591863222e-13,2.881664294369024e-15,1.5060544504156726e-12,8.92612609781391e-17,6.461673422511468e-17,6.811866197961828e-13,1.6606772484091557e-16,1.181092959154451e-15,2.779613666316723e-13,6.911517073928479e-07,1.710445799135614e-13,1.3790267963799213e-17,1.2063319049614717e-13,9.697206798519393e-11,1.1718747344151348e-13,1.5885113480650512e-10,1.1325828463535733e-07,9.005472537521276e-14,7.400438128550155e-18,4.160770617590198e-14,5.5168766825015776e-09
2.5348961333251716e-06,0.11250325461791756,0.9,0.0,0.0,0.0,0.0,0.09917120634394185,0.0003155151857965867,2.444611703857245e-06,1.6878308804746483e-05,3.2213544765426506e-05,8.567522327750981e-07,3.619014414953426e-05,3.454920451342242e-06,6.264724370060771e-06,9.47451474274298e-05,0.0004382988192206335,4.679655301017288e-06,4.338143253158832e-05,1.1006681822890635e-08,8.156414045792009e-08,2.5663603469917637e-08,4.4561832706571525e-09,7.944041570334677e-05,8.550891276641839e-05,0.0010393944628980499,0.00012735591206306846,0.00028157766096094036,6.394347869525206e-10,9.506776754245481e-05,9.679033140437322e-12,8.71856329757503e-08,9.544070894687493e-13,1.3675465451835052e-12,1.2379351568350543e-12,9.062231177153634e-12,2.767415180489125e-13,1.0046448156906454e-05,0.00015099475287689182,1.9301071362255403e-13,0.00010087359940219272,3.0938384491658493e-12,4.902229955954999e-13,8.843921262768148e-05,7.479731972976468e-12,2.179206703345633e-15,3.515333556525779e-05,4.679062690538915e-16,1.6178020899555666e-05,2.510347045100883e-16,1.775432516836581e-16,5.674994886465324e-17,3.886827936846169e-15,3.635262275044506e-15,9.570845550152817e-06,2.241732686791995e-16,1.5931949206088449e-15,2.0940418788642124e-16,1.4895657708682837e-15,2.027932138361726e-12,1.3698183258178338e-16,5.31128747873383e-07,1.2423376133806013e-15,1.0178080106018888e-05,1.5339474277382763e-12,7.163948249588476e-17,5.092055150806875e-16,1.0709888971011056e-12,1.6159889594198362e-10,1.0647774145563271e-12,6.482156336754551e-13,2.998369978254005e-15,1.5670488480376804e-12,9.298738362767407e-17,6.570106751545303e-17,6.926176133764277e-13,1.7285285423110444e-16,1.22892539455966e-15,2.825401861558505e-13,7.144990242160781e-07,1.7353351606580384e-13,1.40265108416831e-17,1.22657740184029e-13,9.859952035805151e-11,1.19195588381988e-13,1.6157319490100226e-10,1.187225783323831e-07,9.156583994171119e-14,7.524617149640424e-18,4.232049312145597e-14,5.635629106809391e-09
2.5765516725436944e-06,0.11250790840476206,0.9,0.0,0.0,0.0,0.0,0.09915716652016279,0.0003202569779240018,2.444390896373053e-06,1.6832869661299396e-05,3.224196731642904e-05,8.5664786849925e-07,3.615580749901533e-05,3.4545152938393673e-06,6.263986262462203e-06,9.629734966578982e-05,0.000447082848931691,4.679126525134339e-06,4.349696355890752e-05,1.1005687746520043e-08,8.155677346590588e-08,2.5660477248671978e-08,4.455845378191954e-09,7.897144185565935e-05,8.691986613189223e-05,0.0010598925546579686,0.00012945708081682318,0.0002873193538086965,6.393969952245311e-10,9.66687507393364e-05,9.822699515797824e-12,8.665516493553667e-08,9.550744653183904e-13,1.3709376878228665e-12,1.236534383895245e-12,9.24532895500154e-12,2.7506111933977117e-13,9.994034401229965e-06,0.00015396807023781227,1.9318130452512485e-13,0.00010290956458211206,3.1557050338905175e-12,4.915288777497438e-13,9.046207668105231e-05,7.649415810568064e-12,2.215159224417851e-15,3.6323244105538264e-05,4.757847100886849e-16,1.6821024821263734e-05,2.5517664435903055e-16,1.8381555499441445e-16,5.905320142589337e-17,4.010164618286549e-15,3.770432466966242e-15,9.945084793074176e-06,2.313646873413635e-16,1.643747392386841e-15,2.1726356339173853e-16,1.5449553583391372e-15,2.0922827493806635e-12,1.4291716820412906e-16,5.643781180567165e-07,1.288269108373118e-15,1.042554979750602e-05,1.5592551107925423e-12,7.4313124421931e-17,5.28032762768736e-16,1.0886590423799522e-12,1.642651009714748e-10,1.1043691713200429e-12,6.721813688035532e-13,3.117422542118903e-15,1.6292698372194298e-12,9.678107849810716e-17,6.678502999382369e-17,7.040446980865891e-13,1.797765699787844e-16,1.2777232837448168e-15,2.8711687234495345e-13,7.382276894619057e-07,1.7595874461743728e-13,1.42627234806055e-17,1.2468199828927412e-13,1.0022673835344879e-10,1.21203446260775e-13,1.6429490654570484e-10,1.2434337027317046e-07,9.307673690357024e-14,7.648778287227695e-18,4.3033188825025976e-14,5.7550861384517425e-09
2.618207211762217e-06,0.11251255355305942,0.9,0.0,0.0,0.0,0.0,0.0991431462963257,0.0003249866633134911,2.4441670507777833e-06,1.6785238886529237e-05,3.2268186930139116e-05,8.565432329916209e-07,3.611583047868947e-05,3.45410857879032e-06,6.263250281103244e-06,9.784833041560741e-05,0.0004558563056136189,4.678598435526199e-06,4.360680864861675e-05,1.1004679949993716e-08,8.154930509757277e-08,2.565734294847831e-08,4.4555004419079575e-09,7.849530846767451e-05,8.833061667653623e-05,0.001080352460268727,0.00013155753225575897,0.00029304140770374865,6.393579106300067e-10,9.82695286838847e-05,9.965944292253585e-12,8.61170454554994e-08,9.556765391632068e-13,1.3741487196407578e-12,1.2349415310081493e-12,9.427730031730215e-12,2.7335645166391523e-13,9.940158674249148e-06,0.00015692392379025791,1.9333870251412073e-13,0.00010494372566802125,3.2174943933900163e-12,4.927705162287267e-13,9.248791097724344e-05,7.8192904358521e-12,2.2510994745007445e-15,3.750419327664981e-05,4.836621483911173e-16,1.7473255235380083e-05,2.593179715505932e-16,1.9018279467204343e-16,6.139969463374748e-17,4.135243703787241e-15,3.907754409778763e-15,1.032472629739617e-05,2.386595702713963e-16,1.6950251338122058e-15,2.252505426960539e-16,1.601232212466119e-15,2.1575422324575775e-12,1.489789282332838e-16,5.989793174540329e-07,1.3349939899014877e-15,1.0672398876849504e-05,1.584554154088744e-12,7.703376000888165e-17,5.471871356556999e-16,1.1063231552989215e-12,1.669303957864381e-10,1.1445911705759743e-12,6.96561061059983e-13,3.238814679259799e-15,1.692713556714088e-12,1.0064138268226667e-16,6.786862242044078e-17,7.154678816254914e-13,1.8683848779947755e-16,1.3274846300705e-15,2.916914937725658e-13,7.623375277698477e-07,1.7832262137419335e-13,1.4498905835400557e-17,1.267059654158137e-13,1.0185372243638694e-10,1.232110467184545e-13,1.6701626924595747e-10,1.3012210231833418e-07,9.458741667099399e-14,7.772921577066642e-18,4.374579315502879e-14,5.87524047530675e-09
2.65986275098074e-06,0.11251718985783182,0.9,0.0,0.0,0.0,0.0,0.09912914590586537,0.00032970456555691104,2.443940295981774e-06,1.6735626004523258e-05,3.229235102511864e-05,8.564383436923354e-07,3.6070621452703336e-05,3.4537003874839848e-06,6.2625164457975425e-06,9.939808672743365e-05,0.0004646185397259632,4.67807105593038e-06,4.371123343488274e-05,1.1003658990811584e-08,8.154173965353801e-08,2.5654201151681668e-08,4.455148755496158e-09,7.801314630981256e-05,8.974116480213848e-05,0.0011007722924926428,0.00013365726781986107,0.0002987430309682044,6.393175832015817e-10,9.987010110880075e-05,1.010877775960782e-11,8.557251969738597e-08,9.562177010662562e-13,1.377188116875579e-12,1.2331706681769638e-12,9.609409487670234e-12,2.7163145341067706e-13,9.88499214064298e-06,0.0001598620643407809,1.9348379081758222e-13,0.00010697595332699312,3.2792026615609427e-12,4.939509127338851e-13,9.451639945746659e-05,7.98932917663409e-12,2.287027482502074e-15,3.8695859604183436e-05,4.915385905604426e-16,1.8134466560171122e-05,2.634586782580523e-16,1.966442747630479e-16,6.378911337640977e-17,4.2620617910285265e-15,4.047203442495163e-15,1.0709653245123706e-05,2.460576725713798e-16,1.7470301922002605e-15,2.3336372661920133e-16,1.6583867340896738e-15,2.2237086967851226e-12,1.5516641203758585e-16,6.349543457581187e-07,1.3825089948533151e-15,1.0918596789893738e-05,1.60984457496726e-12,7.980121236622563e-17,5.666674854182831e-16,1.123981247992911e-12,1.6959478221414606e-10,1.1854361818141805e-12,7.213530024973144e-13,3.3625387608752607e-15,1.7573760115283522e-12,1.0456733945516076e-16,6.895184553849084e-17,7.268871717689381e-13,1.9403821011987774e-16,1.3782067095375419e-15,2.962641131099069e-13,7.868283691103825e-07,1.8062682624362833e-13,1.4735057866205314e-17,1.2872964214483274e-13,1.0348047307025024e-10,1.2521838942040218e-13,1.6973728254678184e-10,1.3606020952817484e-07,9.60978796702044e-14,7.897047054564493e-18,4.445830599206955e-14,5.996084931213019e-09
