Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016),S(1642),S(1638),C5F10(63),S(1011),CHO2(367),S(1123),S(872),S(869),S(1124),S(1122),C4F10(82),S(871),S(870),S(1125),C4HF8(158)
2.977004585892384e-10,0.1122453810078123,0.9,0.0,0.0,0.0,0.0,0.09999991997661767,2.051637839976676e-08,1.9846613491919186e-08,1.4145887655630773e-08,1.4171851492886832e-08,1.1931358335362445e-08,1.2272112812864718e-08,1.2254689852712405e-08,1.2253612423174546e-08,1.0936047245037191e-08,1.0941415713619896e-08,9.891288754722605e-09,9.910403175268165e-09,8.935366402152809e-11,4.754950362735723e-10,2.3408339830737757e-10,4.418574499671682e-11,1.2187028363842234e-10,4.08696114435574e-11,1.006540839113451e-10,6.238646144627644e-11,7.84975053597066e-12,2.1497938324530638e-12,1.8493317847013493e-11,6.360760402995473e-16,3.049332839597006e-14,4.2434476616768447e-16,3.1573722681855265e-16,4.242500867294046e-16,2.553136466119268e-19,2.556872900058411e-18,1.718230742366501e-13,1.0273508220720509e-14,8.490778980867074e-17,3.4997308371803486e-12,1.0847692858944532e-19,1.119848264397771e-16,1.6953788719480811e-12,1.4489094986261195e-19,1.0674877103938803e-21,9.849184545789278e-17,9.101157752423616e-23,6.615581071230649e-20,1.199789512954757e-22,2.8885788215530313e-25,4.9263142136174456e-29,1.222001210374116e-25,4.916280695656766e-29,1.1196631598464602e-20,2.842113599649047e-27,4.962774363136137e-26,1.1382030898910823e-30,1.989254912891476e-29,6.150006794386485e-23,6.570274746784181e-29,3.628142069576074e-26,2.1940806626161382e-29,6.578008912647103e-17,7.489129927022317e-19,4.84603309254043e-31,8.462991038624624e-30,3.246027266987034e-19,4.897576087102282e-17,1.3878764967788192e-26,1.2379970186675435e-26,2.670654562632911e-29,1.3301095657114692e-26,6.486047099730034e-29,3.2184260575769967e-23,3.3815391873826775e-19,6.4605996657430465e-31,1.1284965426433098e-29,1.3740521142147682e-18,3.9512628222216314e-16,6.658632381002283e-24,2.728544556527967e-24,1.0533820536545068e-20,8.464162946080748e-18,2.944706090528452e-21,3.98912117421919e-18,4.650544558170829e-20,4.358398451275631e-20,3.5964445405691435e-24,8.203824731829012e-21,1.3264775455553055e-15
3.099949917458447e-10,0.11224538138101338,0.9,0.0,0.0,0.0,0.0,0.09999991667178298,2.1364595960102336e-08,2.065609121645061e-08,1.4729449582278077e-08,1.47575931237438e-08,1.2416256273312014e-08,1.2779232233388476e-08,1.2760358828374652e-08,1.2759187433412276e-08,1.1387687483523406e-08,1.1393502255018775e-08,1.0299335280263409e-08,1.032006047937038e-08,9.299827753226694e-11,5.017884534667823e-10,2.4777466853452643e-10,4.663178576198233e-11,1.3300376149777323e-10,4.514068704535406e-11,1.0911866078398341e-10,6.761418510847845e-11,8.51163578136163e-12,2.2428911826448095e-12,2.012662344866352e-11,6.623744331114693e-16,3.4395512783867375e-14,4.418840350650592e-16,3.287889895915896e-16,4.4178194999958057e-16,2.768422411535674e-19,2.5962277717675343e-18,1.7990234750676766e-13,1.168190536903915e-14,8.841718519299436e-17,3.794850005713643e-12,1.176246778095142e-19,1.1661399395968002e-16,1.838352276995979e-12,1.5711088726442676e-19,1.1569386278429524e-21,1.0681773315671644e-16,9.90495444144539e-23,7.470020840828586e-20,1.3251725785221287e-22,3.1322898037393275e-25,5.562445751833802e-29,1.3799743242234994e-25,5.780189067523981e-29,1.2644958410127621e-20,3.2210859419110234e-27,5.707875453441636e-26,1.3432019473037554e-30,2.382514995227922e-29,6.95496184808029e-23,7.418724518728879e-29,4.4419290449060715e-26,2.574973005612457e-29,7.1346690829781e-17,8.117763361869462e-19,5.718876590137798e-31,1.0136122938581227e-29,3.578714170390056e-19,5.399544515183962e-17,1.6341336216367396e-26,1.448892823123327e-26,3.1450705860221246e-29,1.5693857527348108e-26,7.323539489748023e-29,3.4881166973731556e-23,3.6653837202504204e-19,7.624287488345166e-31,1.3516081125731618e-29,1.436625885039776e-18,4.2968137695433625e-16,7.567268836058685e-24,2.9695260763396217e-24,1.2077513563122003e-20,9.70473676145967e-18,3.328241770223786e-21,4.508808405364702e-18,5.251261815075178e-20,4.814757980341124e-20,3.97229076784511e-24,8.929672625584354e-21,1.4378700962670422e-15
3.242946223461788e-10,0.11224538181520169,0.9,0.0,0.0,0.0,0.0,0.09999991282796725,2.235124034835645e-08,2.1597120455358424e-08,1.5408119992511256e-08,1.5438908589311027e-08,1.2979765665243408e-08,1.3369087049953042e-08,1.3348453340669043e-08,1.3347168187658706e-08,1.1912985038475521e-08,1.1919341383443661e-08,1.0773884926900957e-08,1.0796565496872807e-08,9.723519189975661e-11,5.324858864942371e-10,2.638071838106909e-10,4.948709256589757e-11,1.4659229968165765e-10,5.0398300349676654e-11,1.1939222024181206e-10,7.395729272434227e-11,9.315177046343698e-12,2.351163688880741e-12,2.2113387837582388e-11,6.929646506000404e-16,3.9320369590568713e-14,4.622851361408718e-16,3.4397053254799257e-16,4.621740958363584e-16,3.0297839884334985e-19,2.6442506651671216e-18,1.894578265488429e-13,1.347874559440488e-14,9.24991988731144e-17,4.153133555748283e-12,1.2873033466806413e-19,1.2199854716557023e-16,2.0119273168097685e-12,1.7194639987356566e-19,1.2654747381779864e-21,1.1693001100258658e-16,1.08826982829693e-22,8.552857958231448e-20,1.4795167379545449e-22,3.4281822730028234e-25,6.36857290683361e-29,1.5801445532268162e-25,6.922756023821224e-29,1.4481037596288e-20,3.702395969250229e-27,6.667172719730798e-26,1.6150856008993507e-30,2.9110000215638985e-29,7.975955038263553e-23,8.493914472190517e-29,5.565581472830721e-26,3.0779919524108074e-29,7.81090074202511e-17,8.880573688861856e-19,6.876511121577332e-31,1.2384588934663536e-29,3.987475385090918e-19,6.016297174156724e-17,1.9601900266067043e-26,1.7267643982808194e-26,3.773342303620482e-29,1.8867350654810567e-26,8.384828983402617e-29,3.815348370745228e-23,4.0098126495660327e-19,9.16767215146349e-31,1.6514445625747047e-29,1.5099740294226124e-18,4.718152714942916e-16,8.72549445531579e-24,3.2626576891803017e-24,1.405364734507495e-20,1.1292859548477596e-17,3.813142227380984e-21,5.1658561437159665e-18,6.012551719732041e-20,5.376591679177848e-20,4.434950371579225e-24,9.81266594592e-21,1.573047376866462e-15
3.3859425294651286e-10,0.11224538224952169,0.9,0.0,0.0,0.0,0.0,0.09999990898415101,2.3337983950521115e-08,2.253766999646899e-08,1.6086721822600074e-08,1.6120273561602815e-08,1.3542785886280692e-08,1.3958974153151704e-08,1.3936501276009892e-08,1.3935097600223618e-08,1.2438282561225155e-08,1.2445204668714443e-08,1.1248386625829826e-08,1.1273110624983761e-08,1.0146994637649495e-10,5.632876232935293e-10,2.7994107959965696e-10,5.235157602184271e-11,1.608692414565458e-10,5.596880366913886e-11,1.3012647104868682e-10,8.058287667337859e-11,1.0154971938442435e-11,2.459427625887754e-12,2.419379643452981e-11,7.235579415602951e-16,4.467412559474824e-14,4.826877179065964e-16,3.5915335215254204e-16,4.825673561446639e-16,3.302937856279687e-19,2.694695979881298e-18,1.9919224622890322e-13,1.5454737569579837e-14,9.658150916648564e-17,4.527585542656606e-12,1.4033717636928482e-19,1.2738355362530852e-16,2.1933365048972796e-12,1.8745155449283007e-19,1.3788442649274845e-21,1.2750380664984335e-16,1.19065270625328e-22,9.735683133103095e-20,1.6430461738656557e-22,3.737450111396234e-25,7.24907657633165e-29,1.7987606164922195e-25,8.226706595632134e-29,1.6487401613756166e-20,4.229542088130513e-27,7.730969044633262e-26,1.9263356123373478e-30,3.524199146856055e-29,9.092124686633536e-23,9.668312769577143e-29,6.905948025136793e-26,3.6512383343768534e-29,8.518155313368556e-17,9.677407695238182e-19,8.201772309557946e-31,1.4993497771097173e-29,4.419747431361424e-19,6.668524718483025e-17,2.3327198768520804e-26,2.0427088948472002e-26,4.491296265093203e-29,2.2499216626566045e-26,9.544027037222023e-29,4.157152588388917e-23,4.369604165100842e-19,1.0934550634436313e-30,1.9993481024816935e-29,1.5839338858713616e-18,5.160556218898846e-16,9.997877266603146e-24,3.5696057777155406e-24,1.6232560280903185e-20,1.3043970044457227e-17,4.341294726789922e-21,5.881524103818285e-18,6.844130458601946e-20,5.971926921059809e-20,4.925143684648305e-24,1.073734703300457e-20,1.7142629688655035e-15
3.5289388354684694e-10,0.11224538268397342,0.9,0.0,0.0,0.0,0.0,0.09999990514033433,2.4324826757928842e-08,2.3477758025135067e-08,1.6765255079490896e-08,1.6801687983284182e-08,1.4105331798583775e-08,1.4548893534071862e-08,1.4524502598114764e-08,1.4522975674930519e-08,1.296358005177228e-08,1.2971092121535919e-08,1.1722840381893262e-08,1.1749695859244416e-08,1.0570262285422167e-10,5.941755853172094e-10,2.96162381604588e-10,5.522349945630363e-11,1.7583532069038158e-10,6.185310197079997e-11,1.4132128731099412e-10,8.749079574300161e-11,1.1031022441419741e-11,2.5676829851956997e-12,2.63678418253406e-11,7.541543057229546e-16,5.0470426858059775e-14,5.030917786450954e-16,3.743374482629532e-16,5.029617306161584e-16,3.587884658840095e-19,2.7475662981465698e-18,2.0911444490464215e-13,1.7618738076596505e-14,1.0066411572958353e-16,4.918207136439699e-12,1.5244523911699584e-19,1.327690132885138e-16,2.382580500186952e-12,2.0362640736073453e-19,1.4970447922279216e-21,1.3853985918036546e-16,1.297643715688001e-22,1.1022933029801935e-19,1.8157874549722085e-22,4.060096255206056e-25,8.207244072014666e-29,2.0366313500455302e-25,9.706544599896538e-29,1.8671743271961265e-20,4.80452402786864e-27,8.90504562576776e-26,2.2805500500708234e-30,4.230711344855877e-29,1.0307693675476599e-22,1.094630507744858e-28,8.492966557137311e-26,4.300951507229221e-29,9.2565051355518e-17,1.0508248349566283e-18,9.709983038858357e-31,1.7999440333446128e-29,4.875571157177029e-19,7.356288789924791e-17,2.75593458950444e-26,2.4000433421623856e-26,5.30707684177989e-29,2.663154848596454e-26,1.0805459767845623e-28,4.513522065350839e-23,4.744750576715234e-19,1.294535475490137e-30,2.400199955104518e-29,1.6585051414859577e-18,5.624199188846677e-16,1.1389928120540412e-23,3.8903692480427896e-24,1.862289035182333e-20,1.4965012508492948e-17,4.9142522113613605e-21,6.65791754055179e-18,7.749110868929136e-20,6.600861328538952e-20,5.4429503424379664e-24,1.1703712585721776e-20,1.861513662464059e-15
3.67193514147181e-10,0.11224538311855702,0.9,0.0,0.0,0.0,0.0,0.09999990129651712,2.5311768761912748e-08,2.4417399930952628e-08,1.7443719770130287e-08,1.7483151798641575e-08,1.4667416435003048e-08,1.5138845183802134e-08,1.5112457272395043e-08,1.5110802415602762e-08,1.3488877510116874e-08,1.349700375261981e-08,1.2197246199934021e-08,1.2226321195193134e-08,1.0993329063489505e-10,6.251344956665639e-10,3.1245884891379106e-10,5.810139477123177e-11,1.9149110250038343e-10,6.805192595067218e-11,1.52976546440467e-10,9.468091373264801e-11,1.1943330538489794e-11,2.675929762754458e-12,2.863551658651155e-11,7.847537428188073e-16,5.6722393063933026e-14,5.234973166878075e-16,3.895228207368609e-16,5.233572189425473e-16,3.8846250397022784e-19,2.8028636083717907e-18,2.1923326831592406e-13,1.997961217292648e-14,1.0474701822860529e-16,5.324999505758109e-12,1.6505455907345425e-19,1.3815492610476926e-16,2.579659961533933e-12,2.204710147095134e-19,1.6200739899723895e-21,1.5003894004379912e-16,1.4092424937943653e-22,1.2419047860324048e-19,1.997762034050255e-22,4.396123640943964e-25,9.246362991604086e-29,2.2945658064000534e-25,1.137738867545633e-28,2.104177963605506e-20,5.429421754720125e-27,1.0195021500366109e-25,2.6815121902828412e-30,5.039673938356654e-29,1.1626883550945127e-22,1.2332277525177105e-28,1.0359216404069375e-25,5.033632579963936e-29,1.0026025848876461e-16,1.1373079226869132e-18,1.1417255218695294e-30,2.1441299248360985e-29,5.354978430341668e-19,8.079637478989809e-17,3.234227281977558e-26,2.802222381668628e-26,6.229178797336148e-29,3.130828024816623e-26,1.21734535809435e-28,4.8844497752407485e-23,5.135244468100047e-19,1.5221568240290851e-30,2.8591857144457933e-29,1.733687530784351e-18,6.109256446174401e-16,1.2907123110866307e-23,4.224947004881801e-24,2.1233014041293837e-20,1.706272099152146e-17,5.533534932987155e-21,7.497097391078114e-18,8.730606927211074e-20,7.263473751972986e-20,5.9884346448140776e-24,1.2711759298797325e-20,2.01479632118687e-15
3.814931447475151e-10,0.11224538355327245,0.9,0.0,0.0,0.0,0.0,0.09999989745269941,2.629880995380658e-08,2.535660874495862e-08,1.8122115901464994e-08,1.8164664953382248e-08,1.522905123013474e-08,1.5728829093432346e-08,1.5700365265694872e-08,1.569857782606355e-08,1.4014174936258905e-08,1.4022939572682785e-08,1.2671604084794368e-08,1.27029866283656e-08,1.1416200839946628e-10,6.561514409637111e-10,3.288197574994377e-10,6.098402087176747e-11,2.0783700968677663e-10,7.456585925253784e-11,1.650921286922761e-10,1.0215309867656392e-10,1.2891898212319098e-11,2.784167953866706e-12,3.0996813289749166e-11,8.153562525786638e-16,6.34426319717046e-14,5.439043304087196e-16,4.0470946943181536e-16,5.437538208155792e-16,4.1931596422754744e-19,2.860589398148996e-18,2.295575675758786e-13,2.2546231183314004e-14,1.0883021633826077e-16,5.747963817968065e-12,1.7816517236047621e-19,1.4354129202362766e-16,2.784575547720039e-12,2.3798543276511923e-19,1.747929600514256e-21,1.6200185304114318e-16,1.5254486775275542e-22,1.3928471530634525e-19,2.1889870469897905e-22,4.745535205618017e-25,1.03697215506483e-28,2.573372789907171e-25,1.3254977410601685e-28,2.360525308474747e-20,6.10631546369743e-27,1.160651009296512e-25,3.1331649522108842e-30,5.960653291211333e-29,1.3053914542900944e-22,1.3830617137956143e-28,1.2540030494797462e-25,5.856046424829091e-29,1.0826796393420519e-16,1.2271884416011265e-18,1.3340380881511218e-30,2.535978340616015e-29,5.857993759256072e-19,8.838607770701252e-17,3.772172679316489e-26,3.252838199250843e-26,7.266448931518509e-29,3.657518605737462e-26,1.3652335596470632e-28,5.269928910136193e-23,5.541078654959102e-19,1.7785582032844824e-30,3.381734940507496e-29,1.8094807613317982e-18,6.615902729870235e-16,1.4554932705684795e-23,4.573337952245556e-24,2.407104741990729e-20,1.93436202056258e-17,6.200631138849305e-21,8.401081205237457e-18,9.791733749221747e-20,7.959827201328815e-20,6.561647951326766e-24,1.3761483864824443e-20,2.1741078728410152e-15
3.957927753478492e-10,0.11224538398811977,0.9,0.0,0.0,0.0,0.0,0.09999989360888113,2.7285950324944696e-08,2.62953954981584e-08,1.8800443480441953e-08,1.8846227394463202e-08,1.5790246217206366e-08,1.631884525405354e-08,1.6288226546076582e-08,1.628630191013592e-08,1.4539472330198351e-08,1.4548899592444833e-08,1.3145914041316077e-08,1.3179692154294914e-08,1.183888258223918e-10,6.872155120613732e-10,3.4523571534198446e-10,6.387032946077322e-11,2.248733444500399e-10,8.139536083453912e-11,1.7766791677973486e-10,1.0990722220644259e-10,1.387672744502658e-11,2.8923975520658964e-12,3.3451724503126215e-11,8.459618347333523e-16,7.064325422314777e-14,5.643128182192445e-16,4.198973942052837e-16,5.641515359270435e-16,4.513489109790599e-19,2.9207447306768047e-18,2.400961975243334e-13,2.5327471053723976e-14,1.1291370974074803e-16,6.187101239152468e-12,1.9177711506039668e-19,1.489281109946126e-16,2.997327917453713e-12,2.561697177472178e-19,1.8806094277613998e-21,1.7442943430616085e-16,1.646261903661533e-22,1.55556517846974e-19,2.389475969390694e-22,5.108333886732484e-25,1.1580608582463288e-28,2.873860856217774e-25,1.5355669037568703e-28,2.6369932351502565e-20,6.837285532982205e-27,1.3145119697704821e-25,3.63961087617882e-30,7.003643811696153e-29,1.4593005583801128e-22,1.5445711837364245e-28,1.5073605878922144e-25,6.775221552157336e-29,1.1658899006837042e-16,1.3204648441591388e-18,1.5496832111328535e-30,2.979742387012527e-29,6.384635581454238e-19,9.633227489023454e-17,4.374527019715583e-26,3.755620456512412e-26,8.428085926823266e-29,4.247987932663672e-26,1.5246433649219967e-28,5.669952847701902e-23,5.9622461497416585e-19,2.0660694069921133e-30,3.973520146938476e-29,1.8858845536385452e-18,7.144312698509581e-16,1.6338824333653893e-23,4.935540993610908e-24,2.714484852044986e-20,2.1814027431059528e-17,6.916997732955146e-21,9.37184404236139e-18,1.0935607590036334e-19,8.689971255371321e-20,7.16263064942763e-24,1.485288297482821e-20,2.339445301807367e-15
4.1009240594818327e-10,0.11224538442309895,0.9,0.0,0.0,0.0,0.0,0.09999988976506229,2.827318986666205e-08,2.7233769501990086e-08,1.9478702514008302e-08,1.952783906995297e-08,1.6351010187165693e-08,1.690889365675798e-08,1.6876041082652593e-08,1.687397467164276e-08,1.5064769691935178e-08,1.5074883822628e-08,1.3620176074340436e-08,1.3656437768511683e-08,1.2261378483461365e-10,7.183175229818297e-10,3.6169851278513225e-10,6.675943820991623e-11,2.4260030540198515e-10,8.854078249241388e-11,1.9070379556844069e-10,1.1794315905283552e-10,1.489782021818366e-11,3.0006185505387496e-12,3.600024279003533e-11,8.765704890137202e-16,7.83358871680459e-14,5.847227785640821e-16,4.350865949146545e-16,5.845503639687733e-16,4.845614085300301e-19,2.983330304622849e-18,2.508580154408286e-13,2.8332211064685474e-14,1.169974981249248e-16,6.642412934146017e-12,2.0589042321684944e-19,1.5431538296721956e-16,3.2179177293699834e-12,2.750239258691861e-19,2.018111328644961e-21,1.8732255228777422e-16,1.7716818087375346e-22,1.7305040336300187e-19,2.5992391309766945e-22,5.484522622287634e-25,1.288231353799838e-28,3.196838314122581e-25,1.7696441078532346e-28,2.934361347754631e-20,7.624412539233291e-27,1.4816453110826323e-25,4.205112121826553e-30,8.179067742999782e-29,1.6248374317879172e-22,1.7181950441550465e-28,1.8001104987826396e-25,7.79844996888569e-29,1.252241922227829e-16,1.4171356203553327e-18,1.7904761054144284e-30,3.479857300212811e-29,6.934917245366371e-19,1.0463516778360765e-16,5.0462279566799935e-26,4.314436221554474e-26,9.723640170302095e-29,4.907181186585437e-26,1.6960076288924582e-28,6.08451512546829e-23,6.398740134375166e-19,2.387110936775336e-30,4.6404568540833147e-29,1.9628986390945e-18,7.694660932145392e-16,1.826426143443587e-23,5.311555031764193e-24,3.046202033257879e-20,2.4480054921913853e-17,7.684060870330036e-21,1.0411319276792862e-17,1.216534584405238e-19,9.453943949165079e-20,7.791413696481073e-24,1.598595331777619e-20,2.510805642809659e-15
4.2439203654851735e-10,0.11224538485821008,0.9,0.0,0.0,0.0,0.0,0.09999988592124286,2.9260528570294222e-08,2.817173866453558e-08,2.0156893009111363e-08,2.0209499928871536e-08,1.691135087278978e-08,1.7498974292639145e-08,1.7463808845395773e-08,1.7461596114406796e-08,1.5590067021469358e-08,1.560089227395495e-08,1.4094390188708242e-08,1.4133223466544108e-08,1.2683692104751354e-10,7.494496940332215e-10,3.782009491175211e-10,6.965060045297819e-11,2.6101800676216876e-10,9.600238863545118e-11,2.041996517272674e-10,1.2626078648301318e-10,1.5955178512814324e-11,3.108830943436446e-12,3.864236070825793e-11,9.07182215150634e-16,8.653169280905399e-14,6.05134209916424e-16,4.502770714172392e-16,6.049503046326422e-16,5.189535211678963e-19,3.048346521676457e-18,2.618518795951564e-13,3.156933238212387e-14,1.2108158118534952e-16,7.1139000665643906e-12,2.205051328356709e-19,1.5970310789091689e-16,3.4463456420304226e-12,2.945481133381074e-19,2.1604332035006118e-21,2.006821077248971e-16,1.901708029017786e-22,1.918109303864887e-19,2.81828429613987e-22,5.874104350779845e-25,1.427812648569251e-28,3.543113234795576e-25,2.0294890102002006e-28,3.253412103792381e-20,8.469777255676422e-27,1.6626105394811686e-25,4.834090460977148e-30,9.497772148931379e-29,1.8024237134008467e-22,1.9043722665532996e-28,2.136678612089204e-25,8.933287076137526e-29,1.3417445865465687e-16,1.517199290920365e-18,2.05829999064236e-30,4.040939169164988e-29,7.508848094637156e-19,1.1329489739814513e-16,5.792394469207106e-26,4.933289897713403e-26,1.116301361000645e-28,5.640227297940594e-26,1.8797592780494028e-28,6.513609411831491e-23,6.850553929569436e-19,2.744194001967369e-30,5.388701873182189e-29,2.0405227527870584e-18,8.267121934491765e-16,2.0336702558393177e-23,5.701378968663853e-24,3.402991538338456e-20,2.73476135864911e-17,8.503216709396653e-21,1.1521399617852575e-17,1.348406704501569e-19,1.0251773904237324e-19,8.448020360010666e-24,1.7160691580137104e-20,2.688185973701577e-15
4.5299129774918547e-10,0.11224538572882795,0.9,0.0,0.0,0.0,0.0,0.09999987823360215,3.123550342864839e-08,3.0046488133429454e-08,2.1513068411717927e-08,2.1572968997259826e-08,1.8030788689527862e-08,1.867923222831164e-08,1.8639203932947976e-08,1.8636685058996588e-08,1.6640661583929645e-08,1.665298188292931e-08,1.504267468083495e-08,1.508691509615705e-08,1.3527784066093087e-10,8.117793748370098e-10,4.1130035805694743e-10,7.543667572278556e-11,2.999257296255316e-10,1.1187484102966597e-10,2.3257085064579993e-10,1.4374063297699635e-10,1.8178699587855597e-11,3.3252298902306948e-12,4.4207365645461355e-11,9.684148819176603e-16,1.0447522808636942e-13,6.459614796617084e-16,4.80661851230924e-16,6.457535225945062e-16,5.912768487649541e-19,3.1856712321940024e-18,2.8457117984428697e-13,3.877624822374422e-14,1.2925063013825028e-16,8.10540529214859e-12,2.5123890029804686e-19,1.704799163893232e-16,3.926718403462587e-12,3.3560665111365774e-19,2.4595286614900282e-21,2.28804295261032e-16,2.1755779590320945e-22,2.333103580285096e-19,3.2842408040800633e-22,6.693458543038143e-25,1.7365239718352933e-28,4.308786510010705e-25,2.633829808748381e-28,3.959706219581565e-20,1.034354387705855e-26,2.068272186051612e-25,6.300963521307899e-30,1.2610544942035224e-28,2.195430416866373e-22,2.3161431319099492e-28,2.9605821424823584e-25,1.1569324939529586e-28,1.5302390187865103e-16,1.7274995290804691e-18,2.682913629282129e-30,5.365376767627348e-29,8.727678102828135e-19,1.316851800203736e-16,7.529506145443729e-26,6.367814854474756e-26,1.4514582488315206e-28,7.349312031424073e-26,2.28615679561776e-28,7.415369241770045e-23,7.800114825982999e-19,3.5769831096125104e-30,7.154956232025183e-29,2.1976000282049672e-18,9.479079885500687e-16,2.4944413492613746e-23,6.522452142949634e-24,4.1946061055482906e-20,3.370998389159756e-17,1.0303244536969882e-20,1.3960747732694487e-17,1.6400938119625777e-19,1.1949080120305588e-19,9.844764960663678e-24,1.9635158598196136e-20,3.060995106411121e-15
4.768069838125225e-10,0.11224538645422683,0.9,0.0,0.0,0.0,0.0,0.09999987183181112,3.288044226519137e-08,3.160647774483655e-08,2.26421977986448e-08,2.270853093044234e-08,1.896174783044871e-08,1.9662175943143377e-08,1.9617856836458258e-08,1.9615069439515963e-08,1.751553129796457e-08,1.7529170703677788e-08,1.583220080624473e-08,1.5881212484238962e-08,1.4230157743993385e-10,8.637263095729952e-10,4.3893552172487174e-10,8.02564973059722e-11,3.34433923383264e-10,1.2605868881219287e-10,2.5759967264380613e-10,1.5915554142987656e-10,2.0141023265966297e-11,3.5054071620349412e-12,4.912719160552607e-11,1.0194150126791689e-15,1.210439662867556e-13,6.799643677735588e-16,5.059682990954986e-16,6.797352982816206e-16,6.55104418145916e-19,3.3074454610781487e-18,3.0427678609420655e-13,4.556534600745195e-14,1.3605420290467344e-16,8.980453001657464e-12,2.783628550868164e-19,1.794555544011561e-16,4.350673631538807e-12,3.718431749298248e-19,2.7232912329229392e-21,2.5365496245377096e-16,2.4176968177026857e-22,2.7212841114863293e-19,3.700626134123534e-22,7.416672178843828e-25,2.0252267735849115e-28,5.024624515906343e-25,3.2323518433506573e-28,4.6210001446017113e-20,1.210001296979192e-26,2.4532257001201594e-25,7.758058162648577e-30,1.5743212436766147e-28,2.5631965615709935e-22,2.7012298374281983e-28,3.82526852595065e-25,1.4176408863900325e-28,1.6969065695443741e-16,1.912968270569464e-18,3.303372475420216e-30,6.698298493716458e-29,9.81486031660668e-19,1.4808911902368799e-16,9.251709294818381e-26,7.783397277710608e-26,1.7838087269554437e-28,9.046436953227171e-26,2.666208666921883e-28,8.210601929356946e-23,8.637554982679584e-19,4.4042408711335794e-30,8.932544796568982e-29,2.330263992304956e-18,1.0557356911914325e-15,2.9278201210827147e-23,7.248334184189567e-24,4.9363964627027164e-20,3.967197956794298e-17,1.197299788261008e-20,1.6223589241511644e-17,1.9129052349968083e-19,1.3465960576263744e-19,1.109291568662541e-23,2.1822897912870387e-20,3.3897975250398564e-15
5.006226698758596e-10,0.1122453871799914,0.9,0.0,0.0,0.0,0.0,0.09999986543001821,3.452565604584363e-08,3.316540994226286e-08,2.3771137162877265e-08,2.3844228656299595e-08,1.9891603242167622e-08,2.0645208951436098e-08,2.0596379632489798e-08,2.0593311521108163e-08,1.8390400922675067e-08,1.8405426847971965e-08,1.6621594077079903e-08,1.6675620999215775e-08,1.4932055325148106e-10,9.156931020511064e-10,4.666158365261948e-10,8.507591513117148e-11,3.7085737456580854e-10,1.4112070825569507e-10,2.8390296684297944e-10,1.753502844409225e-10,2.2203966191182675e-11,3.6855604971447965e-12,5.43065485799888e-11,1.0704236607018964e-15,1.3913685403673517e-13,7.139713172284886e-16,5.312782839175609e-16,7.137201561841294e-16,7.222048457906171e-19,3.4359592767685306e-18,3.247406476381457e-13,5.3113957985830456e-14,1.4285858925559658e-16,9.900383300297513e-12,3.06878066378819e-19,1.8843244815791773e-16,4.796378773992565e-12,4.0993882065387654e-19,3.0003974655991367e-21,2.798122899633865e-16,2.6725879990822305e-22,3.1503817646918342e-19,4.1427913566985524e-22,8.177073465150838e-25,2.344293346398993e-28,5.815533493838419e-25,3.927412160693546e-28,5.352677775031055e-20,1.4044957131535475e-26,2.8837660772098155e-25,9.454364944458474e-30,1.9429459816214516e-28,2.9698372184495e-22,3.1268212896119587e-28,4.8811591802660945e-25,1.720060081934763e-28,1.8724405381269035e-16,2.107829921026362e-18,4.0257019066402245e-30,8.266783962731505e-29,1.096766254292387e-18,1.6548318240673389e-16,1.1253424276013692e-25,9.422419904497808e-26,2.1701678188739085e-28,1.1021593699701315e-25,3.086225993598186e-28,9.046065150567667e-23,9.517406594128386e-19,5.367331325525398e-30,1.1024302923559393e-28,2.464616778017641e-18,1.1699226084787484e-15,3.409024644681182e-23,8.01250801119925e-24,5.756360963232505e-20,4.626234987092997e-17,1.3804252352313542e-20,1.8705329993070198e-17,2.2144387894235316e-19,1.5076878799733954e-19,1.2418343801900752e-23,2.412617311909997e-20,3.7352616549767274e-15
