Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506)
1.9817878505962674e-08,0.11224607993685351,0.9,0.0,0.0,0.0,0.0,0.09999466901203481,1.4560513842830297e-06,1.0176939125778418e-06,8.797593020491502e-07,9.749490049442893e-07,5.179144885362942e-07,8.439064880124323e-07,7.634726613748089e-07,7.687460991474098e-07,7.279835350224141e-07,7.550775526627734e-07,6.150837398010283e-07,6.955630016806962e-07,4.582086543013621e-09,3.38416935977981e-08,1.5460524726936707e-08,2.6747478880827992e-09,5.450552536422579e-07,2.3222953162914196e-07,4.0450909558412876e-07,2.306000356123354e-07,3.557606699261308e-08,1.4045826956948728e-10,8.620229331998059e-08,4.5141225442805654e-14,5.857768568401793e-10,2.919187536680491e-14,2.215948324292016e-14,2.917338497607912e-14,1.1571231554011358e-15,1.920180709480688e-15,3.2904005055961513e-09,3.3989676971315548e-09,5.841280158022591e-15,1.5891873240541168e-08,4.925835891487411e-16,7.859926172504931e-15,7.789988236505881e-09,6.658278393693981e-16,3.969005257780832e-18,4.893571281317806e-12,4.243066990329003e-19,7.35645138575882e-14,6.817933118786036e-19,1.4147371929748567e-21,1.5437544066442973e-23,3.255263227318134e-20,8.335463103967286e-22,4.2231246391508995e-14
2.074539417748855e-08,0.11224611770236201,0.9,0.0,0.0,0.0,0.0,0.09999441917928056,1.5285029105151305e-06,1.0532422115861064e-06,9.180092849267277e-07,1.0215031713462163e-06,5.323918712800492e-07,8.845626888585489e-07,7.962869228696902e-07,8.024715985992276e-07,7.620532077551922e-07,7.919182364944606e-07,6.418145999210294e-07,7.297770105075754e-07,4.742140102064925e-09,3.5030569352812314e-08,1.5896430811518524e-08,2.7500302999118535e-09,5.919959961538688e-07,2.5147855180173994e-07,4.4147177763554664e-07,2.5076769575688346e-07,3.9021123883197315e-08,1.4649992881970083e-10,9.42519688308967e-08,4.738727020451498e-14,6.3720382395473e-10,3.0585711884276864e-14,2.324941941372975e-14,3.0578761624766726e-14,1.2691712116876e-15,2.085353467979754e-15,3.741992178995478e-09,3.8730406637414386e-09,6.1202034421975595e-15,1.742805791128647e-08,5.401975730246209e-16,8.246547817784704e-15,8.549908650111117e-09,7.307779645340258e-16,4.316127985241004e-18,5.803446756067636e-12,4.639323557619249e-19,8.985613788227595e-14,7.383076858729249e-19,1.5575929694135806e-21,1.7755820708494424e-23,3.7161031698470206e-20,9.942226630156763e-22,5.23895631778077e-14
2.1672909849014424e-08,0.11224615582231053,0.9,0.0,0.0,0.0,0.0,0.09999416930568719,1.6013223707888736e-06,1.0879100189985757e-06,9.560124194294092e-07,1.0680927666638667e-06,5.462605493662644e-07,9.253063819857089e-07,8.28820838082048e-07,8.360033557502974e-07,7.961227550919084e-07,8.28906815204629e-07,6.683708382757229e-07,7.641272443680865e-07,4.898229313524538e-09,3.6189997997466016e-08,1.6314009145571257e-08,2.8221474581185525e-09,6.404392785831612e-07,2.712504647542613e-07,4.79902495755548e-07,2.716190659396752e-07,4.262842105804253e-08,1.5248998265823705e-10,1.0263914599485386e-07,4.9644708868921264e-14,6.903151721435144e-10,3.1980601191210997e-14,2.4343689199431353e-14,3.1987154736258227e-14,1.3864955211411648e-15,2.2558122829382795e-15,4.2302866018261146e-09,4.386894552394641e-09,6.399338994290658e-15,1.9035899740261768e-08,5.900323555441912e-16,8.634708819544027e-15,9.34638365379e-09,7.988521121566479e-16,4.6750190548499734e-18,6.8337198329189045e-12,5.052197888851007e-19,1.0891393270490934e-13,7.96357437749823e-19,1.708015069073276e-21,2.029973574074819e-23,4.216856151171857e-20,1.1764450790722387e-21,6.439327432663726e-14
2.26004255205403e-08,0.11224619429037694,0.9,0.0,0.0,0.0,0.0,0.09999391939006827,1.6745076392424734e-06,1.12171913985064e-06,9.937705607118938e-07,1.1147132322297569e-06,5.595461120913479e-07,9.661356110693528e-07,8.610730980799985e-07,8.693423462302635e-07,8.301921768714257e-07,8.660447189104258e-07,6.947535952271467e-07,7.986120724937518e-07,5.050452352934444e-09,3.7320708778091725e-08,1.6714030208153668e-08,2.8912324272928062e-09,6.90342082298911e-07,2.915232852838688e-07,5.197852798255467e-07,2.931372113463796e-07,4.639830304806217e-08,1.5842818970113082e-10,1.113609227449345e-07,5.191347541056527e-14,7.450625961046299e-10,3.337640677078132e-14,2.5442240599338238e-14,3.33984966426857e-14,1.5091072435380874e-15,2.4314057412670548e-15,4.7562750332296465e-09,4.941764564514764e-09,6.678659501630288e-15,2.0715448562402452e-08,6.420894619610556e-16,9.024390749940492e-15,1.0179557540955302e-08,8.700625879580957e-16,5.045386998048678e-18,7.994188639861576e-12,5.481547306971424e-19,1.3107185793622717e-13,8.558780208873236e-19,1.866098307122103e-21,2.3080529930136736e-23,4.7589123693173445e-20,1.3819268975622227e-21,7.847601793833608e-14
2.3527941192066175e-08,0.11224623310042289,0.9,0.0,0.0,0.0,0.0,0.09999366943127122,1.748056600368187e-06,1.1546908391889271e-06,1.0312855581481508e-06,1.1613602057361506e-06,5.722730730053467e-07,1.0070484396808306e-06,8.930425542103832e-07,9.024895424506406e-07,8.642614729392932e-07,9.033333338100085e-07,7.209640036897412e-07,8.332298593589396e-07,5.198904964577589e-09,3.84234128816794e-08,1.7097232088295467e-08,2.9574126781437968e-09,7.416627529523235e-07,3.1227595242060196e-07,5.611045126503414e-07,3.1530561654070805e-07,5.033110660105062e-08,1.643143380879149e-10,1.2041438430363098e-07,5.419350412582707e-14,8.013993234455617e-10,3.4772997987228723e-14,2.6545021461870315e-14,3.481272036487609e-14,1.6370172852889714e-15,2.611987231889496e-15,5.320907053094066e-09,5.538850594309781e-09,6.958138828009179e-15,2.246674735742446e-08,6.963702049906138e-16,9.415575127375304e-15,1.1049572864572259e-08,9.444215487053376e-16,5.426947562614962e-18,9.29496175571991e-12,5.927228495055279e-19,1.566881657694877e-13,9.168076013484724e-19,2.031937965285816e-21,2.610953904249097e-23,5.343633658218097e-20,1.6124270161698778e-21,9.488876921053163e-14
2.445545686359205e-08,0.11224627224648759,0.9,0.0,0.0,0.0,0.0,0.09999341942817608,1.8219671489844271e-06,1.1868458554442072e-06,1.068559255101558e-06,1.208029512972768e-06,5.844649151367872e-07,1.0480429511696984e-06,9.247282121481533e-07,9.354459135914999e-07,8.983306431487618e-07,9.40774003591479e-07,7.47003189178998e-07,8.679789655175107e-07,5.343680521688383e-09,3.9498803883101015e-08,1.746432184664465e-08,3.020810322666194e-09,7.943609518029025e-07,3.3348829057225297e-07,6.038449190168706e-07,3.3810817507842297e-07,5.442716076019438e-08,1.701482443855918e-10,1.2979660480822137e-07,5.6484729632051807e-14,8.592800612666374e-10,3.617024983838895e-14,2.7651979511207818e-14,3.6229759608268505e-14,1.7702363019971126e-15,2.7974147744150235e-15,5.925091947320908e-09,6.179318346092832e-09,7.237751964181903e-15,2.428983254561877e-08,7.528756939820013e-16,9.808243425947445e-15,1.1956570432536664e-08,1.0219410018190622e-15,5.8194235340548265e-18,1.074645080152529e-11,6.389097576935305e-19,1.861459662527821e-13,9.790869439046344e-19,2.2056297793332604e-21,2.939819349404098e-23,5.972354083676008e-20,1.86974804890292e-21,1.1390021792618256e-13
2.5382972535117926e-08,0.11224631172278146,0.9,0.0,0.0,0.0,0.0,0.09999316937969464,1.896237190207503e-06,1.2182044134728223e-06,1.1055934887054363e-06,1.2547171599122199e-06,5.961441343142874e-07,1.0891172485450038e-06,9.56129226123964e-07,9.682124255886127e-07,9.323996873617707e-07,9.783680307903684e-07,7.72872269859789e-07,9.028577484075612e-07,5.484870085170767e-09,4.054755818127319e-08,1.7815976819773456e-08,3.0815423394141627e-09,8.48397608914358e-07,3.5514097230443324e-07,6.47991555151005e-07,3.6152917937876695e-07,5.868678694213744e-08,1.7592975252542894e-10,1.3950464887553502e-07,5.878708686666437e-14,9.186609444053994e-10,3.756804271863641e-14,2.876306237292847e-14,3.764954875879718e-14,1.9087747010022683e-15,2.9875508543948708e-15,6.5697000443323294e-09,6.864300411764202e-09,7.517474980445791e-15,2.6184734271166008e-08,8.116068437030382e-16,1.0202377084547388e-14,1.2900689303928227e-08,1.1026328050560614e-15,6.222544561414153e-18,1.2359363262812539e-11,6.867010194827788e-19,2.1985376683667666e-13,1.0426593028501588e-18,2.387269926884006e-21,3.2958018012665316e-23,6.646380528954518e-20,2.155734544778078e-21,1.357971255196105e-13
2.63104882066438e-08,0.11224635152368027,0.9,0.0,0.0,0.0,0.0,0.09999291928476942,1.9708646394229958e-06,1.2487862372750614e-06,1.1423900896535943e-06,1.3014193251282618e-06,6.073322806663558e-07,1.1302694543556521e-06,9.872448933249874e-07,1.0007900411210522e-06,9.664686054499093e-07,1.0161166780977337e-06,7.985723565943814e-07,9.378645631252424e-07,5.622562460861735e-09,4.1570335424514945e-08,1.815284586976358e-08,3.139720789299684e-09,9.037348781456843e-07,3.7721548268575825e-07,6.935297985565039e-07,3.855533108467992e-07,6.311029901459618e-08,1.8165873277165944e-10,1.4953557310796166e-07,6.110051108627314e-14,9.794994839254482e-10,3.896626219179697e-14,2.9878217598659057e-14,3.907202287874248e-14,2.0526426439096823e-15,3.1822622648967556e-15,7.255564004696808e-09,7.594897310011436e-09,7.797284981215857e-15,2.8151476673506897e-08,8.725643827547974e-16,1.0597957515601301e-14,1.3882066786105139e-08,1.1865086662634933e-15,6.636046987399433e-18,1.4144695533930647e-11,7.360821584045142e-19,2.5824598731308363e-13,1.1074703174034895e-18,2.5769550155262586e-21,3.68006313078942e-23,7.366993270092067e-20,2.472271265729609e-21,1.6088466260455727e-13
2.7238003878169676e-08,0.11224639164371945,0.9,0.0,0.0,0.0,0.0,0.09999266914237259,2.0458474222567914e-06,1.2786105623986617e-06,1.178950882000511e-06,1.3481323525326381e-06,6.180499983774393e-07,1.1714977105699019e-06,1.0180746484640862e-06,1.0331797195992372e-06,1.0005373972953475e-06,1.054021169620837e-06,8.24104552990136e-07,9.729977631686113e-07,5.756844255377185e-09,4.256777892536542e-08,1.847555058125856e-08,3.1954530223223447e-09,9.603360938624368e-07,3.996940851312091e-07,7.404453382209571e-07,4.1016563024028303e-07,6.769800337351898e-08,1.8733508072119212e-10,1.598864275425021e-07,6.342493786576293e-14,1.0417545178363936e-09,4.0364798773603425e-14,3.099739268977203e-14,4.049711770255239e-14,2.2018500491042154e-15,3.381419954134529e-15,7.98348006567408e-09,8.372178488719579e-09,8.077160061508531e-15,3.0190078147280394e-08,9.35748861631667e-16,1.0994966113476667e-14,1.4900838432606803e-08,1.2735801432022026e-15,7.059673682698683e-18,1.6113726175805376e-11,7.870386644884468e-19,3.0178345120670957e-13,1.1734679114989247e-18,2.774782071233944e-21,4.0937745748786775e-23,8.135446541014275e-20,2.8212815219596762e-21,1.894867278120868e-13
2.816551954969555e-08,0.11224643207758866,0.9,0.0,0.0,0.0,0.0,0.0999924189515053,2.1211834745457803e-06,1.3076961480352099e-06,1.2152776829707988e-06,1.3948527444171598e-06,6.283170637733153e-07,1.21280017845407e-06,1.0486180585127282e-06,1.065382417153417e-06,1.0346060627917407e-06,1.092082692098255e-06,8.494699554468959e-07,1.008255701152422e-06,5.8877999305750524e-09,4.354051606513485e-08,1.878468640816365e-08,3.2488418756133068e-09,1.018165729299015e-06,4.2255978868088867e-07,7.88724165174448e-07,4.3535156827508153e-07,7.245019901978674e-08,1.9295871633348095e-10,1.705542570445724e-07,6.57603030973783e-14,1.1053861647306433e-09,4.1763547723293856e-14,3.212053512015605e-14,4.192476963263665e-14,2.356406594249471e-15,3.584898878909248e-15,8.754209242370992e-09,9.197183291992768e-09,8.357079265254155e-15,3.230055159130939e-08,1.001160660441783e-15,1.1393384262559491e-14,1.595713804183343e-08,1.3638586434364285e-15,7.493173884399146e-18,1.8278009379092227e-11,8.395560011776942e-19,3.509538546106003e-13,1.240602197785389e-18,2.980848527072796e-21,4.5381167048940684e-23,8.952969088514596e-20,3.2047255629907686e-21,2.2194624873766244e-13
2.9093035221221427e-08,0.11224647282012634,0.9,0.0,0.0,0.0,0.0,0.09999216871119657,2.196870742308227e-06,1.3360612888169575e-06,1.2513723027776272e-06,1.4415771547883293e-06,6.38152421805206e-07,1.254175038450497e-06,1.0788748175931918e-06,1.0973990866225903e-06,1.0686746018451088e-06,1.1303023960711804e-06,8.746696532040654e-07,1.0436367294947297e-06,6.015511856669587e-09,4.448915868843841e-08,1.9080823772162703e-08,3.299985863152621e-09,1.0771893565080857e-06,4.457963166544995e-07,8.383525633873697e-07,4.6109691646322866e-07,7.736717763544978e-08,1.9852958298973322e-10,1.8153610264821077e-07,6.810654298979652e-14,1.1703557790169332e-09,4.316240884397262e-14,3.324759235808826e-14,4.335491573513577e-14,2.5163217187717494e-15,3.792577863636865e-15,9.568478487118969e-09,1.0070921893121061e-08,8.637022545362256e-15,3.44829046470901e-08,1.0687999963019892e-15,1.1793193345012981e-14,1.7051097656472285e-08,1.4573554242873069e-15,7.936303038401877e-18,2.0649368625055642e-11,8.93619611977968e-19,4.062722134026668e-13,1.3088253856576426e-18,3.195252212185687e-21,5.014279395795119e-23,9.820764717176739e-20,3.624599022725557e-21,2.586254657587955e-13
3.0020550892747306e-08,0.11224651386631486,0.9,0.0,0.0,0.0,0.0,0.0999919184205024,2.272907181713836e-06,1.3637238263214272e-06,1.287236544449763e-06,1.4883023829822539e-06,6.475742209997465e-07,1.2956204900548447e-06,1.108844742025679e-06,1.1292306775438497e-06,1.10274301437468e-06,1.1686813970126167e-06,8.997047283873806e-07,1.0791392010761652e-06,6.140060364029996e-09,4.54143034879553e-08,1.9364509115054885e-08,3.348979357508365e-09,1.1373736078345803e-06,4.693880766238829e-07,8.893171009942553e-07,4.873878181779395e-07,8.244922365949784e-08,2.040476465806505e-10,1.9282900284430335e-07,7.046359406719135e-14,1.2366259072431742e-09,4.45612862913667e-14,3.437851188723558e-14,4.478749373566691e-14,2.6816046263287533e-15,4.004339464742284e-15,1.0426981808634004e-08,1.0994376194784414e-08,8.9169707254661e-15,3.6737139927225846e-08,1.1386669304209707e-15,1.2194374748227443e-14,1.818284756364106e-08,1.5540815928476535e-15,8.388822645734993e-18,2.3239890536757978e-11,9.492149268490154e-19,4.682812897417757e-13,1.378091693151223e-18,3.418091341047558e-21,5.523461795864611e-23,1.0740012824324768e-19,4.082931416868436e-21,2.999061994582422e-13
3.094806656427318e-08,0.11224655521127537,0.9,0.0,0.0,0.0,0.0,0.09999166807850525,2.3492907590535254e-06,1.3907011602911054e-06,1.3228722036669278e-06,1.5350253675480002e-06,6.565998469396397e-07,1.337134751692772e-06,1.1385277655260515e-06,1.1608781361421424e-06,1.1368113003137135e-06,1.2072207764161134e-06,9.245762560553744e-07,1.1147614698727237e-06,6.261523793696252e-09,4.6316532379658736e-08,1.963626590683319e-08,3.3959127639357125e-09,1.198686138852608e-06,4.933201316479412e-07,9.416046218309133e-07,5.142107599399096e-07,8.769661436315934e-08,2.0951289462191136e-10,2.044299948184152e-07,7.283139316828834e-14,1.3041602461909127e-09,4.5960088390623174e-14,3.551324122681224e-14,4.6222442015048784e-14,2.852264287262902e-15,4.2200698402028e-15,1.1330381352471064e-08,1.1968500697745143e-08,9.196905463275598e-15,3.906325523423075e-08,1.2107613748837841e-15,1.2596909871970842e-14,1.935251629571971e-08,1.654048106055577e-15,8.850500112668813e-18,2.6061918913369873e-11,1.0063273683461747e-18,5.375519987055183e-13,1.4483572625381699e-18,3.649464502980569e-21,6.066872296945368e-23,1.1711868925095412e-19,4.581784691109659e-21,3.461901023620742e-13
3.1875582235799056e-08,0.11224659685026328,0.9,0.0,0.0,0.0,0.0,0.09999141768431288,2.4260194507088986e-06,1.4170102595752832e-06,1.3582810686031609e-06,1.5817431803880723e-06,6.6524595433698e-07,1.378716060596057e-06,1.1679239345499947e-06,1.1923424053204497e-06,1.1708794596102908e-06,1.2459215828456232e-06,9.492853042455367e-07,1.1505018915628771e-06,6.379978546643931e-09,4.7196412868754836e-08,1.9896595611389747e-08,3.440872687158126e-09,1.2610955927066637e-06,5.175781727166768e-07,9.952022372726857e-07,5.415525629193983e-07,9.310961992472702e-08,2.149253353966249e-10,2.1633611563976735e-07,7.520987744541042e-14,1.372923602924744e-09,4.735872746080759e-14,3.6651727950918695e-14,4.765969960500733e-14,3.028309441039165e-15,4.439658624034501e-15,1.227930844422357e-08,1.2994223339228669e-08,9.476809215470734e-15,4.14612437701102e-08,1.2850830991503716e-15,1.3000780135249227e-14,2.0560230631842676e-08,1.757265770824513e-15,9.321108604538564e-18,2.912804894070634e-11,1.064942357519683e-18,6.146837958905554e-13,1.5195800794676402e-18,3.889470651920442e-21,6.64572850513187e-23,1.2737465167727841e-19,5.123251818515521e-21,3.97898895672234e-13
3.280309790732493e-08,0.11224663877866371,0.9,0.0,0.0,0.0,0.0,0.09999116723705787,2.5030912431214606e-06,1.4426676728009406e-06,1.3934649197778994e-06,1.6284530211452053e-06,6.735284977583439e-07,1.420362672678206e-06,1.197033403779576e-06,1.2236244246503673e-06,1.2049474922280785e-06,1.2847848329479845e-06,9.738329340201754e-07,1.186358824109809e-06,6.495499131829065e-09,4.8054498406559114e-08,2.0145978611634514e-08,3.483942091137556e-09,1.324571565801873e-06,5.421484923535657e-07,1.0500973183621959e-06,5.694003746487569e-07,9.868850350390694e-08,2.2028499712401086e-10,2.2854440340284952e-07,7.759898436351614e-14,1.442881856281796e-09,4.8757119646780865e-14,3.7793919707088105e-14,4.9099206183864057e-14,3.2097485986673295e-15,4.662998805527201e-15,1.327436459685433e-08,1.4072446302139008e-08,9.756665204070753e-15,4.393109433710641e-08,1.361631736280124e-15,1.3405966982886084e-14,2.1806115600024727e-08,1.8637452442273964e-15,9.800426903183167e-18,3.245112157140887e-11,1.125045319579119e-18,7.00305046754523e-13,1.5917198955027575e-18,4.1382090964256136e-21,7.26125721186459e-23,1.3817910839166767e-19,5.709455444608859e-21,4.554745916424995e-13
3.373061357885081e-08,0.11224668099198709,0.9,0.0,0.0,0.0,0.0,0.09999091673589659,2.5805041327615464e-06,1.4676895387793577e-06,1.4284255299144908e-06,1.6751522118251541e-06,6.814627610581894e-07,1.4620728624096158e-06,1.2258564317482471e-06,1.2547251303630912e-06,1.2390153981470651e-06,1.3238115124294785e-06,9.982201995119767e-07,1.2223306283195335e-06,6.608158213043125e-09,4.8891328738534396e-08,2.0384875095718786e-08,3.5252004521278976e-09,1.3890845747900716e-06,5.670179593276986e-07,1.1062774882154333e-06,5.977416609402011e-07,1.0443352131568844e-07,2.2559192715357955e-10,2.410518983231167e-07,7.999865169922896e-14,1.5140019195993106e-09,5.0155184758144467e-14,3.893976423406407e-14,5.054090207220894e-14,3.3965900451086082e-15,4.889986613040569e-15,1.43161224834878e-08,1.52040467962081e-08,1.0036457384217285e-14,4.647279152997967e-08,1.4404067888939717e-15,1.3812451891829091e-14,2.309029447989432e-08,1.9734970337327505e-15,1.028823926791099e-17,3.6044218068466855e-11,1.1866216893301579e-18,7.950733784406266e-13,1.6647381539115218e-18,4.395779489920971e-21,7.914694365378476e-23,1.4954292861077497e-19,6.342546578665556e-21,5.193797022187194e-13
3.465812925037668e-08,0.11224672348586485,0.9,0.0,0.0,0.0,0.0,0.09999066618000875,2.6582561260970195e-06,1.4920915966549948e-06,1.463164663805882e-06,1.7218381916455553e-06,6.890633855748404e-07,1.503844922692323e-06,1.2543933766004597e-06,1.2856454553407904e-06,1.273083177364269e-06,1.3630025769978446e-06,1.0224481479692647e-06,1.2584156683756451e-06,6.718026654607603e-09,4.970743024370949e-08,2.0613725905998365e-08,3.5647239052940143e-09,1.4546060248001368e-06,5.921739944290543e-07,1.1637306146954618e-06,6.265641980037507e-07,1.1034492270373209e-07,2.308461911841051e-10,2.538556437881782e-07,8.240881753985984e-14,1.5862517048945976e-09,5.1552846114957365e-14,4.0089209378833884e-14,5.198472822855957e-14,3.588841841666525e-15,5.120521402179956e-15,1.5405126876944078e-08,1.6389877812137132e-08,1.0316170413311973e-14,4.9086315920181956e-08,1.521407634885076e-15,1.4220216377192864e-14,2.4412888806009235e-08,2.086531497490518e-15,1.0784335299905517e-17,3.9920654706005295e-11,1.2496569163906217e-18,8.99676014792301e-13,1.7385979185752225e-18,4.662281821168305e-21,8.607285042459646e-23,1.6147676276377164e-19,7.024703329794262e-21,5.900974345388222e-13
3.558564492190256e-08,0.11224676625604567,0.9,0.0,0.0,0.0,0.0,0.0999904155685966,2.7363452395617068e-06,1.5158891958030402e-06,1.4976840781872063e-06,1.7685085121013524e-06,6.963443971411295e-07,1.5456771647344011e-06,1.282644691982147e-06,1.3163863291083741e-06,1.3071508298944213e-06,1.402358953271089e-06,1.0465178198009707e-06,1.2946123123514313e-06,6.825173565936979e-09,5.0503316265692207e-08,2.0832953352308985e-08,3.602585385166977e-09,1.5211081788632002e-06,6.176045472621676e-07,1.2224448033434333e-06,6.558560647603717e-07,1.1642295021327396e-07,2.3604787250670317e-10,2.6695268736585296e-07,8.482942028242155e-14,1.6596000885223456e-09,5.2950030399939635e-14,4.124220311294027e-14,5.3430626245007784e-14,3.786511828361976e-15,5.354505548178054e-15,1.6541895557247216e-08,1.763076884974766e-08,1.0595789621451582e-14,5.1771644232264297e-08,1.6046335328886922e-15,1.46292419980459e-14,2.5774018371729844e-08,2.2028588446655394e-15,1.128850980998585e-17,4.409397762149763e-11,1.31413647019264e-18,1.014830095233356e-12,1.8132638058833662e-18,4.937816404955825e-21,9.340283420467325e-23,1.7399104726389356e-19,7.758129686406688e-21,6.681318738637568e-13
3.744067626495431e-08,0.11224685260887347,0.9,0.0,0.0,0.0,0.0,0.09998991417611675,2.893526942252288e-06,1.5617305236237223e-06,1.5660707343696897e-06,1.8617929146369042e-06,7.100007585682325e-07,1.6295155297027105e-06,1.3382927029768468e-06,1.377333424280763e-06,1.3752857550448759e-06,1.4815712071065277e-06,1.0941864612933662e-06,1.367333906668203e-06,7.031570717890017e-09,5.203643196548329e-08,2.1244139286582662e-08,3.673598946965337e-09,1.6569477681860345e-06,6.69243518588535e-07,1.3436099376245029e-06,7.158015722816121e-07,1.2907982021841962e-07,2.4629390383540043e-10,2.940148856830676e-07,8.970169160391719e-14,1.8094727837342512e-09,5.574269047048643e-14,4.355862894935018e-14,5.632840736822155e-14,4.198136639933721e-15,5.832445902296668e-15,1.89606670876503e-08,2.0280935667138066e-08,1.1154691093075601e-14,5.735760127397029e-08,1.7777569538263163e-15,1.5451003134632873e-14,2.8612353717721938e-08,2.4454322834326817e-15,1.2320298793566122e-17,5.3386586668051396e-11,1.4473705628726406e-18,1.2798124897391115e-12,1.964879794924162e-18,5.516385164660875e-21,1.0932565319854738e-22,2.0080167103702913e-19,9.38772954452708e-21,8.482725883235228e-13
3.911020447370088e-08,0.11224693123098727,0.9,0.0,0.0,0.0,0.0,0.09998946272542632,3.0361237292978787e-06,1.60106681041741e-06,1.6268847386701652e-06,1.9456728945467547e-06,7.213274034841948e-07,1.7051593081778513e-06,1.387405428341313e-06,1.4315813427840358e-06,1.4366067549435124e-06,1.553436332152036e-06,1.136557231499948e-06,1.433148751968276e-06,7.208679408872292e-09,5.3351993349373113e-08,2.1585178716371185e-08,3.7324979846148615e-09,1.782295698099889e-06,7.16546615620586e-07,1.4568566962642641e-06,7.712439812373932e-07,1.4104316112834757e-07,2.553366695115122e-10,3.1934444376569896e-07,9.41218183024132e-14,1.9478217842850885e-09,5.825378140319696e-14,4.5655029515350236e-14,5.894292301008058e-14,4.587203384139129e-15,6.2734678983444296e-15,2.1305587373271935e-08,2.2862255986113532e-08,1.1657247179317239e-14,6.263022557907241e-08,1.9411680118161885e-15,1.619471733195084e-14,3.129981233272365e-08,2.675109421941515e-15,1.3274580991229838e-17,6.290571335311855e-11,1.5720756438465197e-18,1.5621998247694043e-12,2.10376569643629e-18,6.069000067287843e-21,1.2516580621341941e-22,2.2701685262124695e-19,1.1052310879470329e-20,1.0409126059019276e-12
4.077973268244746e-08,0.11224701068715434,0.9,0.0,0.0,0.0,0.0,0.09998901108339114,3.1797823892563545e-06,1.6386665450416242e-06,1.687013792121898e-06,2.029468711624327e-06,7.318111223140568e-07,1.7809726348104418e-06,1.435603726284302e-06,1.485262141101939e-06,1.497927345481056e-06,1.6258502378196602e-06,1.1784310579728045e-06,1.4993000416129605e-06,7.377969403528066e-09,5.4609477581305456e-08,2.190083812154096e-08,3.787013855004857e-09,1.9104259587977033e-06,7.645736592900004e-07,1.5740144805989672e-06,8.280346843986295e-07,1.5354983961375758e-07,2.642110914788747e-10,3.4557866046177273e-07,9.857481656296553e-14,2.0892869127363846e-09,6.076232573745308e-14,4.776212563653569e-14,6.156327161450302e-14,4.9939371262682625e-15,6.724275018881472e-15,2.3812172316368163e-08,2.563386931147024e-08,1.2159299015145055e-14,6.813497390717772e-08,2.111771788731338e-15,1.6942233384178458e-14,3.4113909087287934e-08,2.91560751084444e-15,1.4252071167124767e-17,7.360741311635194e-11,1.701235755502692e-18,1.891324613719082e-12,2.2447774957723958e-18,6.6524535239329026e-21,1.425143487209801e-22,2.5526570392695406e-19,1.291834454967448e-20,1.26606939948969e-12
4.244926089119403e-08,0.1122470909563466,0.9,0.0,0.0,0.0,0.0,0.09998855924608997,3.3244917100828478e-06,1.6746063694921045e-06,1.7464678341707514e-06,2.113169567209956e-06,7.415146259526924e-07,1.8569463058352824e-06,1.4828931987878212e-06,1.5383811178815874e-06,1.5592475274640019e-06,1.6988173850119294e-06,1.219813766895458e-06,1.565778458663909e-06,7.53978577671443e-09,5.5811447871706874e-08,2.2193005691409265e-08,3.837472655762716e-09,2.0412041765931466e-06,8.132707710338819e-07,1.6950216703739315e-06,8.861141577236216e-07,1.666010338088298e-07,2.7291820008623867e-10,3.7270058655032917e-07,1.0306033818295177e-13,2.2337174373583464e-09,6.32680001412894e-14,4.987962029172619e-14,6.418913487870948e-14,5.418375895311529e-15,7.184394316931826e-15,2.64825744783042e-08,2.859985117353126e-08,1.26607819017807e-14,7.387159210021417e-08,2.2895602900450708e-15,1.7693446008999495e-14,3.705528035191352e-08,3.166980762603484e-15,1.525174475723081e-17,8.557837076381772e-11,1.8347674586675305e-18,2.2724875734235217e-12,2.387756983629579e-18,7.267341206067569e-21,1.6144767866004058e-22,2.8560194718086464e-19,1.4999473999110763e-20,1.5274576811545169e-12
