Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506)
1.2993253902951473e-07,0.1122521099610784,0.9,0.0,0.0,0.0,0.0,0.09996455349718301,1.2126255078998658e-05,2.379542413285414e-06,4.13521169698616e-06,6.254141160012613e-06,8.599893899765736e-07,5.884416409157831e-06,2.9455329030659043e-06,3.65757400428265e-06,4.771969066235964e-06,6.353907646530906e-06,2.8275929575653047e-06,5.308273103070995e-06,1.0713707642959826e-08,7.938733122225993e-08,2.5760244412453325e-08,4.453652252598933e-09,1.0680471468048885e-05,3.69969477147792e-06,1.2331845929714114e-05,4.844047243570701e-06,1.6232760602318056e-06,5.42243269252679e-10,2.668714610119535e-06,3.7581090714996984e-13,1.1800863772051546e-08,1.871948114823469e-13,1.6905283514972297e-13,2.0334895925196904e-13,5.277889158561707e-14,3.757186318671937e-14,4.028442296637087e-07,5.144829989309848e-07,3.747088005511095e-14,6.87236441696987e-07,2.1293999616434367e-14,5.99840032876484e-14,3.798755202972268e-07,3.245736843757598e-14,8.337684291083055e-17,5.2076188418003715e-09,1.3139830312627724e-17,3.531198173641272e-10,1.0862750433607056e-17,9.914065415959803e-20,5.617399497564528e-21,5.6945832272119514e-18,7.988956953919249e-19,2.4207953064052636e-10
1.3293768980525856e-07,0.1122523036224335,0.9,0.0,0.0,0.0,0.0,0.09996371634629576,1.246333427798248e-05,2.385231376905277e-06,4.198415618898905e-06,6.386605946732227e-06,8.602556820175377e-07,6.0197731159330165e-06,2.9701980981233175e-06,3.7110735011841922e-06,4.882321388884648e-06,6.543618574075988e-06,2.8670746822881054e-06,5.440329510119223e-06,1.0739321777886252e-08,7.957759395581354e-08,2.576826336289238e-08,4.455043699522582e-09,1.1002011446600133e-05,3.8021015699101594e-06,1.281947710064332e-05,4.994375117546736e-06,1.7001143218165175e-06,5.467858091902228e-10,2.7676920501324835e-06,3.862535988285396e-13,1.2157196836992325e-08,1.911577294216143e-13,1.7325669254385144e-13,2.0802440757343102e-13,5.527663824603414e-14,3.870253313063739e-14,4.2334827989328623e-07,5.437796438862472e-07,3.826452580442369e-14,7.187225338441835e-07,2.2269370355224762e-14,6.147625370676252e-14,3.984412007044657e-07,3.404331596566256e-14,8.596432849648506e-17,5.649262645799417e-09,1.3627171731028119e-17,3.902993526232671e-10,1.1163434348197223e-17,1.0493869354299894e-19,6.0501580592444556e-21,6.034503297752827e-18,8.626762949928639e-19,2.673387658150934e-10
1.359428405810024e-07,0.11225249839347796,0.9,0.0,0.0,0.0,0.0,0.09996287833321559,1.2802265428335446e-05,2.390475066210948e-06,4.260725962510203e-06,6.518416768714345e-06,8.604865035121608e-07,6.154715559213368e-06,2.9937583393029094e-06,3.763521996831607e-06,4.9926738829464284e-06,6.7353119531950736e-06,2.9057265078462292e-06,5.572342393897608e-06,1.076293109854177e-08,7.975296495318128e-08,2.577521431422145e-08,4.4562508919319e-09,1.1323829962348009e-05,3.904537972002503e-06,1.3313869385102948e-05,5.145047437738642e-06,1.7786952553574664e-06,5.511249281716631e-10,2.8674764100493086e-06,3.967534657734196e-13,1.2513840352623633e-08,1.9510099002324502e-13,1.7745907565066318e-13,2.1268544198461439e-13,5.7830993145924e-14,3.9834160157640625e-14,4.442797086588688e-07,5.739455650264622e-07,3.905425341132658e-14,7.508660771754231e-07,2.326509165386124e-14,6.296801231175759e-14,4.174629792924986e-07,3.5668200016023056e-14,8.855774224684423e-17,6.116477075486322e-09,1.411848504454349e-17,4.30359461021303e-10,1.1464205168850968e-17,1.1094997842510886e-19,6.505893178632304e-21,6.3855981597467595e-18,9.297769210631486e-19,2.945226517733884e-10
1.3894799135674622e-07,0.11225269425523933,0.9,0.0,0.0,0.0,0.0,0.09996203945738566,1.3143010790836885e-05,2.3953082353775087e-06,4.322170385701778e-06,6.649576067651794e-06,8.60686462995578e-07,6.289230498335864e-06,3.016259295629896e-06,3.8149389971003865e-06,5.103026636101959e-06,6.9289849869031705e-06,2.9435658650019806e-06,5.704293392186677e-06,1.0784692083013497e-08,7.991460653101624e-08,2.5781236026820878e-08,4.457297793592335e-09,1.16458580707996e-05,4.007000017097523e-06,1.3814924792508987e-05,5.296037208647018e-06,1.8590132796227866e-06,5.552690350042904e-10,2.968031475658701e-06,4.073093361670497e-13,1.2870717285414204e-08,1.990246667763049e-13,1.8165939954413605e-13,2.1733160515067604e-13,6.044177297208954e-14,4.0966501675471755e-14,4.656300855475078e-07,6.049814185203577e-07,3.984007750499801e-14,7.836637789510358e-07,2.4281060820425098e-14,6.445907160782872e-14,4.369406733123513e-07,3.733200370786043e-14,9.115661950214793e-17,6.610061076853212e-09,1.4613591886189227e-17,4.734443093616655e-10,1.1765051262371167e-17,1.1717808787288254e-19,6.985304884376776e-21,6.7479290606646276e-18,1.0002777056998908e-18,3.237244539803905e-10
1.4195314213249005e-07,0.11225289118950241,0.9,0.0,0.0,0.0,0.0,0.09996119971842496,1.3485533310299373e-05,2.399762926571575e-06,4.382775788222504e-06,6.7800863782696115e-06,8.608595704045353e-07,6.423305437929381e-06,3.0377450735655966e-06,3.86534368769015e-06,5.213379737737073e-06,7.124634648245005e-06,2.980609818390626e-06,5.836164973994828e-06,1.0804748998744703e-08,8.00635903057135e-08,2.5786449237606077e-08,4.458205255533758e-09,1.1968031115693375e-05,4.1094842588276355e-06,1.4322548200700413e-05,5.4473195410448444e-06,1.941062644043932e-06,5.592262508022477e-10,3.0693225349740864e-06,4.179200594360826e-13,1.3227755398529608e-08,2.0292883595447753e-13,1.8585710579494863e-13,2.2196246551308614e-13,6.310878890819271e-14,4.209933018476065e-14,4.873909770249859e-07,6.368876800507392e-07,4.0622013272006787e-14,8.171123582868879e-07,2.5317175532744903e-14,6.594923349306441e-14,4.568740380420581e-07,3.90347048626543e-14,9.376053185397158e-17,7.130815876890123e-09,1.511232129049541e-17,5.197012180297718e-10,1.2065962501390153e-17,1.236265884336975e-19,7.489099269781148e-21,7.121555015993401e-18,1.0742582864447e-18,3.550393069793048e-10
1.4495829290823388e-07,0.11225308917876592,0.9,0.0,0.0,0.0,0.0,0.09996035911611711,1.3829796604513925e-05,2.4038686815999765e-06,4.442568327668863e-06,6.9099503141960575e-06,8.6100931485698e-07,6.556928602527429e-06,3.058258240193099e-06,3.9147549377291265e-06,5.3237332788653155e-06,7.322257694731612e-06,3.016875074211069e-06,5.967940410154221e-06,1.0823234855514178e-08,8.020090427178366e-08,2.579095900193473e-08,4.4589914205058075e-09,1.2290288435455835e-05,4.211987698290541e-06,1.4836647234990673e-05,5.59887148760252e-06,2.0248374382190734e-06,5.630044132509172e-10,3.17131632632428e-06,4.285845059082133e-13,1.3584886923058671e-08,2.0681357619454718e-13,1.9005166153295787e-13,2.2657761641103915e-13,6.583184694424099e-14,4.323243224665176e-14,5.095539576485693e-07,6.696646560040898e-07,4.140007637166322e-14,8.512085465728558e-07,2.6373333851385694e-14,6.743830892628145e-14,4.772627696053766e-07,4.077627624539164e-14,9.636908432196279e-17,7.6795447441099e-09,1.561450943827729e-17,5.692806188146502e-10,1.2366930075105893e-17,1.302990340060659e-19,8.01798847545006e-21,7.506532739035787e-18,1.1517977088848543e-18,3.8856418568329594e-10
1.479634436839777e-07,0.11225328820620158,0.9,0.0,0.0,0.0,0.0,0.09995951765040038,1.4175764953314088e-05,2.407652736982377e-06,4.5015734353553275e-06,7.0391705556955075e-06,8.611387322385337e-07,6.6900889118433295e-06,3.077839849488863e-06,3.963191303411849e-06,5.434087352051209e-06,7.521850681844885e-06,3.052377987754759e-06,6.099603744439191e-06,1.0840272283734093e-08,8.032745932585249e-08,2.5794856728607234e-08,4.459672074430727e-09,1.2612573092839823e-05,4.314507725982132e-06,1.5357132154299838e-05,5.750671891386558e-06,2.110331601092703e-06,5.666110814414622e-10,3.2739809872672186e-06,4.3930156647223984e-13,1.394204825524192e-08,2.1067896812781387e-13,1.9424255852627213e-13,2.3117667522570003e-13,6.861074817540187e-14,4.4365607530378443e-14,5.321106202856485e-07,7.03312493895227e-07,4.217428286251921e-14,8.859490878259824e-07,2.7449434230649414e-14,6.892611760066273e-14,4.981065076898013e-07,4.255668579708524e-14,9.8981912747318e-17,8.257052758708649e-09,1.6119999405668823e-17,6.223360124329065e-10,1.2667946319133685e-17,1.3719896515526905e-19,8.572690549366747e-21,7.902916852831725e-18,1.232974418213819e-18,4.243978768372938e-10
1.5096859445972154e-07,0.11225348825561705,0.9,0.0,0.0,0.0,0.0,0.09995867532135837,1.452340328776042e-05,2.4111402038083552e-06,4.559815832056119e-06,7.167749839001552e-06,8.612504640280573e-07,6.822775956696107e-06,3.09652947117221e-06,4.010671031665403e-06,5.54444205133444e-06,7.72340997568492e-06,3.087134570776448e-06,6.231139765256932e-06,1.0855974344187543e-08,8.044409528177969e-08,2.5798221951053204e-08,4.460260952298109e-09,1.2934831625497641e-05,4.417042071256391e-06,1.5883915743793417e-05,5.9027012461753366e-06,2.197538929820404e-06,5.70053541183966e-10,3.3772860044277325e-06,4.5007015224171874e-13,1.429917967717084e-08,2.1452509405993392e-13,1.9842931227827743e-13,2.357592825472481e-13,7.144528909031705e-14,4.54986679351575e-14,5.550525854229593e-07,7.378311920904836e-07,4.294464913845818e-14,9.213307389876417e-07,2.85453755277366e-14,7.041248762372912e-14,5.194048381658315e-07,4.4375896858702387e-14,1.0159868137931154e-16,8.864146591899661e-09,1.662864091529661e-17,6.790239258184032e-10,1.2969004558243825e-17,1.4432990838119213e-19,9.153929213300452e-21,8.31076011786694e-18,1.3178663850627307e-18,4.6264095066731034e-10
1.5397374523546537e-07,0.1122536893114207,0.9,0.0,0.0,0.0,0.0,0.09995783212921085,1.4872677179446659e-05,2.4143542335920193e-06,4.61731954360242e-06,7.295690947035668e-06,8.613468085370867e-07,6.954979975575541e-06,3.1143652216930874e-06,4.057212063839891e-06,5.654797472155022e-06,7.92693176482522e-06,3.1211604987102244e-06,6.362533977949865e-06,1.0870445274833662e-08,8.055158641749791e-08,2.5801123870125352e-08,4.460770004610465e-09,1.3257013815565676e-05,4.51958875830291e-06,1.6416913213529783e-05,6.054941567649606e-06,2.2864530883272043e-06,5.733388107089416e-10,3.481202164340506e-06,4.608891942231345e-13,1.465622509881544e-08,2.183520376952073e-13,2.0261146114462596e-13,2.403251013639223e-13,7.433526184983413e-14,4.663143678039014e-14,5.783715096405868e-07,7.732206088847779e-07,4.371119187309155e-14,9.573502701723472e-07,2.966105701046517e-14,7.189725520447803e-14,5.411572956095637e-07,4.623386838707426e-14,1.0421908066518766e-16,9.501634293990206e-09,1.7140290094514898e-17,7.395038692346018e-10,1.327009898538871e-17,1.5169537619605392e-19,9.762433873745515e-21,8.730113272470954e-18,1.406550992089719e-18,5.03395732731546e-10
1.569788960112092e-07,0.1122538913585893,0.9,0.0,0.0,0.0,0.0,0.09995698807430595,1.5223552829928863e-05,2.417316171201934e-06,4.67410791632146e-06,7.4229967013371315e-06,8.614297655174938e-07,7.086691831835087e-06,3.1313837969808297e-06,4.102832039419141e-06,5.765153711279551e-06,8.132412071432399e-06,3.1544711177340313e-06,6.493772577739961e-06,1.0883781179374953e-08,8.065064658959829e-08,2.580362269722749e-08,4.4612096293457576e-09,1.3579072476620932e-05,4.6221460678221375e-06,1.6956042102684317e-05,6.207376274620889e-06,2.37706761556759e-06,5.764736466942331e-10,3.585701505361551e-06,4.71757642987364e-13,1.501313181953411e-08,2.2215988389360395e-13,2.0678856547068293e-13,2.448738162726131e-13,7.72804545559313e-14,4.7763748054862547e-14,6.020590933155799e-07,8.094804709807165e-07,4.447392797140437e-14,9.940044648744053e-07,3.079637836375205e-14,7.338026434768841e-14,5.633633657307809e-07,4.8130555162639794e-14,1.0684282520962678e-16,1.0170325090808368e-08,1.765480923977702e-17,8.039382932614785e-10,1.3571224551861423e-17,1.5929886654359865e-19,1.0398939509299538e-20,9.161025210957714e-18,1.4991049932577627e-18,5.467662759853386e-10
1.5998404678695303e-07,0.11225409438263785,0.9,0.0,0.0,0.0,0.0,0.09995614315711208,1.5575997060278425e-05,2.420045695850668e-06,4.73020363230561e-06,7.549669955053925e-06,8.615010749595077e-07,7.2179029915014066e-06,3.1476205066198013e-06,4.147548299747867e-06,5.8755108667285976e-06,8.3398467617015e-06,3.187081451685767e-06,6.624842423338809e-06,1.08960706619707e-08,8.074193394856326e-08,2.5805770822482398e-08,4.461588873708871e-09,1.390096325654816e-05,4.724712503692e-06,1.7501222188961386e-05,6.359990079533318e-06,2.469375933495007e-06,5.794645505606662e-10,3.6907572706991703e-06,4.826744683446287e-13,1.536985030741082e-08,2.2594871845941947e-13,2.1096020674972406e-13,2.4940513271115817e-13,8.028065151078365e-14,4.889544572235674e-14,6.261070876139352e-07,8.466103814132573e-07,4.523287452775926e-14,1.0312901201377508e-06,3.1951239694815095e-14,7.48613665555229e-14,5.860224877087782e-07,5.006590798906227e-14,1.0946965187722455e-16,1.0871029188111014e-08,1.8172066583081435e-17,8.724925457037474e-10,1.3872376856623292e-17,1.6714386195208433e-19,1.1064186382911283e-20,9.60354328132287e-18,1.595604695832189e-18,5.9285833306949e-10
1.6298919756269686e-07,0.11225429836959111,0.9,0.0,0.0,0.0,0.0,0.09995529737821095,1.5929977300759958e-05,2.4225609510694684e-06,4.785628724500723e-06,7.67571358685799e-06,8.615622508283468e-07,7.348605501688964e-06,3.163109309146314e-06,4.19137789177164e-06,5.985869037705318e-06,8.549231555654978e-06,3.2190062088340616e-06,6.755731011242726e-06,1.0907395412504006e-08,8.082605528563687e-08,2.5807613830519677e-08,4.461915609561799e-09,1.4222644454958793e-05,4.827286763983035e-06,1.805237540282907e-05,6.512768887519942e-06,2.563371354748613e-06,5.823177749675533e-10,3.796343862606527e-06,4.936386590243435e-13,1.5726333994907e-08,2.2971862796207205e-13,2.1512598680352397e-13,2.539187762114795e-13,8.33356334671227e-14,5.002638308070544e-14,6.505073008261483e-07,8.846098269607603e-07,4.598804878944661e-14,1.069204046693812e-06,3.312554153743379e-14,7.634042053720102e-14,6.091340564382444e-07,5.2039873885475246e-14,1.1209931806252923e-16,1.160455758362238e-08,1.8691936066463275e-17,9.453348284641091e-10,1.4173552070499388e-17,1.7523382982978195e-19,1.1758920080573734e-20,1.0057713031440692e-17,1.6961258353293792e-18,6.417793288301111e-10
1.6599434833844069e-07,0.11225450330595765,0.9,0.0,0.0,0.0,0.0,0.09995445073829076,1.628546158063473e-05,2.4248786645362625e-06,4.840404591604174e-06,7.80113049566164e-06,8.616146104134386e-07,7.478791969607955e-06,3.177882848188961e-06,4.234337571786259e-06,6.0962283245253646e-06,8.760562036350312e-06,3.2502597885068186e-06,6.886426450727758e-06,1.0917830746133464e-08,8.090357004035638e-08,2.5809191384187137e-08,4.462196686041769e-09,1.454407685390583e-05,4.929867715742966e-06,1.8609425746236037e-05,6.6656997033393695e-06,2.659047090065061e-06,5.850393304631349e-10,3.902436797769678e-06,5.046492223583232e-13,1.6082539089423083e-08,2.334696995766728e-13,2.1928552698536573e-13,2.5841449167293976e-13,8.644517786963259e-14,5.115642216495452e-14,6.752516040979447e-07,9.234781850805724e-07,4.6739468125024886e-14,1.1077430690717867e-06,3.43191848554739e-14,7.781729192653276e-14,6.32697424687599e-07,5.405239627120204e-14,1.1473160009609844e-16,1.237172188636973e-08,1.9214297124308946e-17,1.0226361544226106e-09,1.4474746868650652e-17,1.835722220331243e-19,1.2483891446014993e-20,1.0523578333191362e-17,1.8007434810399002e-18,6.936383330770109e-10
1.6899949911418452e-07,0.112254709178705,0.9,0.0,0.0,0.0,0.0,0.09995360323813983,1.6642418518090227e-05,2.4270142585573723e-06,4.894552012764269e-06,7.925923596028595e-06,8.616592998735253e-07,7.608455542153749e-06,3.1919724892057343e-06,4.27644380919318e-06,6.206588828548071e-06,8.973833658537377e-06,3.2808562875805235e-06,7.016917439554864e-06,1.0927446100613744e-08,8.097499399548056e-08,2.5810537993682868e-08,4.462438062397805e-09,1.4865223560763642e-05,5.032454373049614e-06,1.9172299215499697e-05,6.818770545571248e-06,2.756396255422887e-06,5.876349922537237e-10,4.009012663915901e-06,5.157051839672135e-13,1.6438424397484826e-08,2.3720202094408117e-13,2.2343846740497338e-13,2.628920426562866e-13,8.960905908703304e-14,5.228543319326796e-14,7.003319366034911e-07,9.63214730404008e-07,4.7487149996822465e-14,1.1469040256850945e-06,3.553207104549436e-14,7.929185300712085e-14,6.567119051722212e-07,5.610341514283036e-14,1.1736629175029334e-16,1.3173334143001512e-08,1.973903446694586e-17,1.10457030436054e-09,1.4775958348332867e-17,1.921624738205139e-19,1.323985622110059e-20,1.100118179289375e-17,1.9095322882858997e-18,7.485460335866463e-10
1.7200464988992834e-07,0.11225491597523665,0.9,0.0,0.0,0.0,0.0,0.09995275487864079,1.7000817310296275e-05,2.4289819519324645e-06,4.948091162073969e-06,8.050095814189525e-06,8.616973164709747e-07,7.737589886066121e-06,3.2054083566026174e-06,4.317712790257974e-06,6.31695065210904e-06,9.189041756802756e-06,3.3108095068332463e-06,7.147193240391166e-06,1.0936305495005306e-08,8.104080268375696e-08,2.5811683686005944e-08,4.462644923608177e-09,1.5186049862268089e-05,5.135045877908293e-06,1.9740923728085485e-05,6.9719703675037035e-06,2.8554118789269606e-06,5.901103070354352e-10,4.116049077658605e-06,5.268055874522175e-13,1.679395116143191e-08,2.4091568005552224e-13,2.2758446617690736e-13,2.673512106972752e-13,9.282704863630262e-14,5.341329405548342e-14,7.257403102039323e-07,1.0038186408222336e-06,4.8231111937073823e-14,1.1866837688972063e-06,3.676410193874423e-14,8.07639824460651e-14,6.811767725450408e-07,5.819286724461713e-14,1.2000320288463957e-16,1.401020667079121e-08,2.026603787263172e-17,1.1913137839641353e-09,1.5077183982353385e-17,2.0100800436720925e-19,1.4027575106361504e-20,1.1490564401775027e-17,2.0225663727429957e-18,8.066147093544367e-10
1.7500980066567217e-07,0.11225512368337068,0.9,0.0,0.0,0.0,0.0,0.09995190566076487,1.736062772358813e-05,2.4307948538713474e-06,5.001041622852884e-06,8.173650084584836e-06,8.617295279178985e-07,7.866189168646561e-06,3.218219371045218e-06,4.358160421868842e-06,6.427313898454098e-06,9.40618155323496e-06,3.3401329571642177e-06,7.27724365794939e-06,1.0944467952599344e-08,8.110143452888582e-08,2.5812654587485575e-08,4.4628217809818086e-09,1.550652308881646e-05,5.237641483630574e-06,2.0315229053022285e-05,7.1252889841936386e-06,2.95608690744016e-06,5.924705998585844e-10,4.223524643588011e-06,5.379494940902893e-13,1.714908290760933e-08,2.44610765148241e-13,2.317231986921644e-13,2.71791794639108e-13,9.60989153988161e-14,5.453988983455599e-14,7.514688136303387e-07,1.0452890031917318e-06,4.897137152720247e-14,1.227079165069576e-06,3.8015179802794627e-14,8.223356503581441e-14,7.060912653069662e-07,6.032068623208494e-14,1.22642158204332e-16,1.4883151897045765e-08,2.0795201989223276e-17,1.2830457809403166e-09,1.537842158265946e-17,2.1011221655907914e-19,1.484781377150937e-20,1.1991765569831986e-17,2.1399191329460416e-18,8.679582041000546e-10
1.78014951441416e-07,0.11225533229131947,0.9,0.0,0.0,0.0,0.0,0.0999510555855669,1.7721820083776697e-05,2.432465050580343e-06,5.053422401712457e-06,8.296589346866976e-06,8.617566892053238e-07,7.994248039022027e-06,3.230433286797012e-06,4.397802335292504e-06,6.5376786716746706e-06,9.625248164641851e-06,3.368839865682728e-06,7.407059016844826e-06,1.0951987890609826e-08,8.115729374129315e-08,2.581347343048647e-08,4.462972559672424e-09,1.582661248820688e-05,5.340240540375508e-06,2.0895146744719223e-05,7.278717005220313e-06,3.0584142129694217e-06,5.947209810093719e-10,4.331418914610916e-06,5.491359825320926e-13,1.7503785305129868e-08,2.482873646116844e-13,2.35854356911621e-13,2.7621360998434984e-13,9.942442582759777e-14,5.566511236027611e-14,7.775096162271569e-07,1.0876248186858004e-06,4.970794637985352e-14,1.268087094594068e-06,3.928520734246609e-14,8.370049144359304e-14,7.31454587639626e-07,6.248680282843185e-14,1.25282996080128e-16,1.579298220465126e-08,2.1326426135702624e-17,1.379948122273943e-09,1.567966923399438e-17,2.1947849564575374e-19,1.5701342404115007e-20,1.2504823699845466e-17,2.2616635871181824e-18,9.326919000283049e-10
1.8102010221715983e-07,0.11225554178767051,0.9,0.0,0.0,0.0,0.0,0.09995020465418013,1.8084365266586016e-05,2.4340036850902522e-06,5.105251942399988e-06,8.418916543302108e-06,8.617794572438616e-07,8.121761609943508e-06,3.24207672893695e-06,4.436653889924798e-06,6.648045076644612e-06,9.846236609349472e-06,3.3969431816691423e-06,7.5366301401664806e-06,1.0958915479659439e-08,8.120875298788887e-08,2.5814159994208922e-08,4.463100674808596e-09,1.6146289108065444e-05,5.442842482571132e-06,2.1480610079966005e-05,7.432245772687617e-06,3.1623865988130774e-06,5.96866352861172e-10,4.439712353538102e-06,5.60364148505677e-13,1.7858026034360912e-08,2.5194556691464164e-13,2.399776486829303e-13,2.806164882654299e-13,1.0280334414749512e-13,5.6788859798449213e-14,8.038549712896377e-07,1.1308250078165978e-06,5.044085412333784e-14,1.3097044519120013e-06,4.057408770032845e-14,8.516465796938344e-14,7.572659111628975e-07,6.469114497497661e-14,1.2792556748620383e-16,1.6740509783501664e-08,2.185961411172695e-17,1.4822052316538767e-09,1.59809252653023e-17,2.2911020995783106e-19,1.6588935777491753e-20,1.3029775748531108e-17,2.3878722677185407e-18,1.0009326918474828e-09
1.8402525299290366e-07,0.1122557521613692,0.9,0.0,0.0,0.0,0.0,0.09994935286781195,1.8448234688218017e-05,2.4354210308550606e-06,5.156548139417901e-06,8.54063461651885e-06,8.617984036031097e-07,8.248725440107804e-06,3.25317523032734e-06,4.4747301770335825e-06,6.758413218958452e-06,1.006914181360921e-05,3.424455582410682e-06,7.665948328756879e-06,1.0965296975278599e-08,8.125615585351998e-08,2.581473148829661e-08,4.463209097739449e-09,1.6465525686275616e-05,5.545446817969404e-06,2.2071553997915836e-05,7.585867304064155e-06,3.2679968054763057e-06,5.989114166730503e-10,4.54838629591329e-06,5.716331045238347e-13,1.8211774664379436e-08,2.555854605378736e-13,2.4409279708063746e-13,2.850002764325071e-13,1.0623543254820204e-13,5.791103626459935e-14,8.304972190261906e-07,1.174888415150384e-06,5.11701123881407e-14,1.35192814552166e-06,4.188172445712879e-14,8.66259663120918e-14,7.835243766196748e-07,6.693363797557722e-14,1.3056973503893758e-16,1.7726546487569576e-08,2.239467401917328e-17,1.5900040870930947e-09,1.628218823862682e-17,2.3901071104497666e-19,1.751137337639699e-20,1.3566657112588083e-17,2.518616922111386e-18,1.072798961046488e-09
1.870304037686475e-07,0.11225596340170145,0.9,0.0,0.0,0.0,0.0,0.0999485002277394,1.8813400296044454e-05,2.43672655960869e-06,5.207328351415452e-06,8.661746507558613e-06,8.61814025597832e-07,8.375135516991055e-06,3.2637532682202424e-06,4.512046023491582e-06,6.8687832048711495e-06,1.0293958617638221e-05,3.4513894789146353e-06,7.795005341192882e-06,1.0971175023219629e-08,8.129981911035162e-08,2.5815202886632768e-08,4.463300413685851e-09,1.6784296548788805e-05,5.6480531181215295e-06,2.266791504286593e-05,7.739574239483043e-06,3.375237516361369e-06,6.008606793384292e-10,4.6574229140734915e-06,5.829419795935342e-13,1.8565002538693812e-08,2.592071339095863e-13,2.4819953976722903e-13,2.8936483625970266e-13,1.0972045136870509e-13,5.903155146125968e-14,8.574287891741361e-07,1.2198138137367617e-06,5.189573879522979e-14,1.3947550979758531e-06,4.3208021631644407e-14,8.808432334286784e-14,8.102290954903166e-07,6.921420463426299e-14,1.3321537206128183e-16,1.875190369738972e-08,2.2931518081682925e-17,1.7035341787660585e-09,1.658345689022346e-17,2.491833319108264e-19,1.8469438833641315e-20,1.411550242520596e-17,2.653968945994902e-18,1.1484105504313916e-09
1.9003555454439132e-07,0.1122561754982785,0.9,0.0,0.0,0.0,0.0,0.0999476467353051,1.9179834559425907e-05,2.4379290039269063e-06,5.257609414350587e-06,8.782255154188585e-06,8.618267559346956e-07,8.500988240182593e-06,3.2738343004062533e-06,4.548615995497019e-06,6.979155141239273e-06,1.0520681781315985e-05,3.477757021501557e-06,7.923793374457998e-06,1.0976588941184912e-08,8.13400348101728e-08,2.581558721776458e-08,4.463376871901798e-09,1.7102577514252505e-05,5.750661010090015e-06,2.3269631309665755e-05,7.893359793153724e-06,3.4841013632391485e-06,6.027184600417813e-10,4.7668051824269455e-06,5.942899189314872e-13,1.891768266859164e-08,2.6281067536085876e-13,2.5229762837688406e-13,2.937100437689343e-13,1.1325815927534207e-13,6.01503203460745e-14,8.846422032950729e-07,1.2655999092710819e-06,5.2617750945962026e-14,1.4381822458709082e-06,4.455288368018211e-14,8.953964088677989e-14,8.373791515391766e-07,7.153276538757148e-14,1.3586236174668765e-16,1.981739218773722e-08,2.3470062470965522e-17,1.8229874670845308e-09,1.6884730110898496e-17,2.59631387881943e-19,1.9463919977737216e-20,1.467634504965416e-17,2.7939993333192068e-18,1.2278887389215583e-09
1.9304070532013515e-07,0.11225638844102176,0.9,0.0,0.0,0.0,0.0,0.09994679239191344,1.954751046065742e-05,2.439036414906933e-06,5.307407654420396e-06,8.902163489443345e-06,8.618369711053494e-07,8.626280405207868e-06,3.2834408008232736e-06,4.584454402279989e-06,7.089529135463668e-06,1.0749305989558376e-05,3.503570105280974e-06,8.052305045295252e-06,1.0981574978729925e-08,8.13770722134589e-08,2.5815895817645262e-08,4.463440429318243e-09,1.7420345804942403e-05,5.853270169237759e-06,2.387664239159571e-05,8.047217708565388e-06,3.594580931508344e-06,6.044888968033338e-10,4.876516843931882e-06,6.05676083683811e-13,1.9269789633547503e-08,2.6639617308359526e-13,2.563868279220385e-13,2.9803578866960643e-13,1.1684831343374644e-13,6.126726281831127e-14,9.121300767740702e-07,1.3122453440076829e-06,5.333616641334492e-14,1.4822065398282774e-06,4.591621549626075e-14,9.099183551258646e-14,8.649736022955829e-07,7.388923843171424e-14,1.3851059642263873e-16,2.092382200029249e-08,2.4010227148163916e-17,1.948558341031148e-09,1.7186006958084664e-17,2.70358177263761e-19,2.049560912634929e-20,1.524921673246605e-17,2.938778205341529e-18,1.311356216604902e-09
1.9604585609587898e-07,0.11225660222014902,0.9,0.0,0.0,0.0,0.0,0.09994593719902718,1.9916401486040672e-05,2.4400562153462533e-06,5.356738900758981e-06,9.021474440365432e-06,8.618449986886313e-07,8.751009187829247e-06,3.2925942945549466e-06,4.619575299792632e-06,7.199905295433598e-06,1.0979825857388934e-05,3.5288403755120806e-06,8.180533372228392e-06,1.098616655643654e-08,8.141117956786648e-08,2.5816138549509837e-08,4.463492788518262e-09,1.7737579963527842e-05,5.955880312954364e-06,2.448888933057062e-05,8.201142217186315e-06,3.706668765248552e-06,6.061759529330398e-10,4.9865423777568234e-06,6.170996506467938e-13,1.962129948816556e-08,2.6996371508388687e-13,2.604669162193809e-13,3.023419738155605e-13,1.2049066967239515e-13,6.238230342128043e-14,9.398851205451187e-07,1.359748700440354e-06,5.4051002734474193e-14,1.526824944469801e-06,4.7297922409798504e-14,9.244082832899811e-14,8.930114804715996e-07,7.628353984327378e-14,1.4115997680533837e-16,2.2072002321094426e-08,2.455193570112442e-17,2.0804435767683457e-09,1.748728659896181e-17,2.8136697902883737e-19,2.1565302393303153e-20,1.583414868724201e-17,3.088375346229365e-18,1.3989370600514184e-09
