Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640),S(1840),S(1097),S(1014),S(1016)
9.999999999999999e-09,0.11224570981498579,0.9,0.0,0.0,0.0,0.0,0.09999731135897715,7.12258047646652e-07,5.813061167012498e-07,4.592609690584219e-07,4.857069233865042e-07,3.196956090632957e-07,4.1944021774961764e-07,3.9943293877302163e-07,3.996240824405895e-07,3.6734380897396565e-07,3.7377202259835685e-07,3.211270712686141e-07,3.4216870620163145e-07,2.6172831121298584e-09,1.924716008782859e-08,9.492263598456107e-09,1.644010074735418e-09,1.5270399111319e-07,6.711071957796001e-08,1.0771382654972455e-07,6.379491162084149e-08,8.961829596153423e-09,7.343320515461954e-11,2.242013417474204e-08,2.2082423362347263e-14,1.5861393861868935e-10,1.4543439183647894e-14,1.0901246528248002e-14,1.4500242566534547e-14,2.914948116445146e-16,5.396037776834484e-16,4.6548143118233577e-10,4.683134187078721e-10,2.9100493306469805e-15,4.005165122150146e-09,1.2414744578138871e-16,3.866536094564317e-15,1.9488592990886285e-09,1.6657791564490946e-16,1.0980018756425664e-18,4.161006599239383e-13,1.103471291150536e-19,4.4145953521177914e-15,1.9702091943914162e-19,3.4257298989869183e-22,1.925928792865469e-24,4.403258482727541e-21,5.806831089201083e-23,1.7919914725041075e-15,1.1961928705128464e-22,2.8291789415113466e-21,1.5753754604985506e-24,3.7293543517346095e-23,2.2949523363757393e-18,2.580063555932657e-24,1.5825085415354984e-18,2.4789711324958092e-23,3.8026731126446295e-13,7.683093924544254e-16,6.723502661331546e-25,1.590418760963503e-23,5.287551430522987e-16,7.978246442641219e-14,1.6989923334176157e-20,1.2963691894301464e-20,3.311663677620482e-23,1.728348304240859e-20,2.529614373023381e-24,3.291086916115797e-20,3.46912730463232e-16
1.0169259407857633e-08,0.11224570981498579,0.9,0.0,0.0,0.0,0.0,0.09999726583347791,7.247152290442603e-07,5.898525895362042e-07,4.667588840517748e-07,4.940646248707333e-07,3.239317791592688e-07,4.2665930726641945e-07,4.059582892863592e-07,4.061791317404191e-07,3.7356132552135546e-07,3.8021802027238617e-07,3.2636954298113924e-07,3.481198225722332e-07,2.6557629672182203e-09,1.9532987923558697e-08,9.619812332152698e-09,1.6660381446944888e-09,1.576573718180141e-07,6.925387264559461e-08,1.1130118211310636e-07,6.587607660040805e-08,9.269575866426357e-09,7.463460464028757e-11,2.3178082585003487e-08,2.246862729007542e-14,1.6394749388665656e-10,1.4793685099345288e-14,1.1090839306081152e-14,1.4749802582212305e-14,3.0150450375761625e-16,5.570359394413076e-16,4.886272031378959e-10,4.919313081116775e-10,2.9601234209150166e-15,4.142754342555875e-09,1.2841221494213813e-16,3.933784290924003e-15,2.0160216257625744e-09,1.7231851421694083e-16,1.1338219814761205e-18,4.407702024243349e-13,1.1407778398514297e-19,4.7082461639977954e-15,2.0331284307562626e-19,3.5457574401245603e-22,2.026445198143693e-24,4.626464832135297e-21,6.202213291603012e-23,1.931863877442138e-15,1.2582603381777619e-22,2.9705891587510545e-21,1.6845602080852706e-24,3.9806038195912104e-23,2.4113294016754796e-18,2.715007213967292e-24,1.721614178011573e-18,2.647729982349414e-23,4.037073616695342e-13,7.933750691598634e-16,7.189581631509353e-25,1.6975882877644046e-23,5.461422957587981e-16,8.240596781261116e-14,1.814708692422979e-20,1.3845613475280405e-20,3.537651577501228e-23,1.8463349191237267e-20,2.6616036569558693e-24,3.398451197898333e-20,3.5823056990680797e-16
1.105650347891159e-08,0.11224574199721585,0.9,0.0,0.0,0.0,0.0,0.09999702717890156,7.902285080262329e-07,6.34018164207211e-07,5.05916428124625e-07,5.379307895896574e-07,3.456022863702324e-07,4.6456146575122097e-07,4.4002583425495483e-07,4.404285761590552e-07,4.061529750919829e-07,4.140774298256338e-07,3.5374781279018444e-07,3.7939887888409406e-07,2.854615165786846e-09,2.10100593300693e-08,1.027229928610066e-08,1.7787247102300953e-09,1.84761673026237e-07,8.094784311265061e-08,1.3101758933234694e-07,7.727796742954523e-08,1.0968754427991122e-08,8.090687852775651e-11,2.7351911618829063e-08,2.449969725219568e-14,1.9318321565857075e-10,1.6107119635028026e-14,1.2087335468344435e-14,1.6060055537492756e-14,3.567715064938176e-16,6.524218343509823e-16,6.221433188977198e-10,6.284010445388769e-10,3.2229418880362502e-15,4.9024141591215046e-09,1.519588711860409e-16,4.287240683087921e-15,2.387057314967879e-09,2.0403215775779138e-16,1.3300665678824567e-18,5.88967867518052e-13,1.3462170286891262e-19,6.513927127211259e-15,2.376444036504453e-19,4.2105910899851267e-22,2.61158652651963e-24,5.9180486277719886e-21,8.609633144887829e-23,2.816456910515003e-15,1.6190709081853972e-22,3.7860732126218076e-21,2.3523072412671644e-24,5.505636354878501e-23,3.084769519248531e-18,3.500961938613214e-24,2.6201431925806032e-18,3.675222129622482e-23,5.450530751933964e-13,9.30700466937251e-16,1.0040018046493199e-24,2.3480876449276427e-23,6.414354101473301e-16,9.678450471797134e-14,2.519316773097733e-20,1.92146930520473e-20,4.914391151351732e-23,2.565159477799146e-20,3.429964114873125e-24,3.9866582031704127e-20,4.2023674759091123e-16
1.1943747549965545e-08,0.11224577457592355,0.9,0.0,0.0,0.0,0.0,0.09999678850041628,8.560993568915595e-07,6.771367784091042e-07,5.448301062882722e-07,5.818858639371522e-07,3.6640045282301813e-07,5.0256346366989e-07,4.7385962489416164e-07,4.7449123880697565e-07,4.3874451157644274e-07,4.480557352800907e-07,3.8095497639434104e-07,4.108176989303127e-07,3.0487535031044987e-09,2.245211624968873e-08,1.0898520555956308e-08,1.8868751112862153e-09,2.1373930983689686e-07,9.33912176411167e-08,1.5225209950047796e-07,8.949286493026178e-08,1.2812652870629145e-08,8.71361289751084e-11,3.1861196114556534e-08,2.6541842084472838e-14,2.2452011522223687e-10,1.7423209277045548e-14,1.3088279003188623e-14,1.737375290140247e-14,4.1674539067840476e-16,7.543991103204259e-16,7.771344127034679e-10,7.872464438740364e-10,3.4862930459028035e-15,5.726714458163452e-09,1.7750904338370913e-16,4.642276419357629e-15,2.7900695330730002e-09,2.384788092267221e-16,1.5403046398529116e-18,7.725372578180752e-13,1.5681702690365812e-19,8.836749577768776e-15,2.7417626691590574e-19,4.935883504495527e-22,3.3010363522220526e-24,7.42499774275761e-21,1.1646884438142444e-22,4.001390330194099e-15,2.0432034554378063e-22,4.732178653437366e-21,3.200737515792275e-24,7.41976111123964e-23,3.870543439743373e-18,4.427819690675756e-24,3.860820293472313e-18,4.9714010817600984e-23,7.210309015907393e-13,1.07781832075151e-15,1.366168578867321e-24,3.1645392506655026e-23,7.435797161991518e-16,1.1219680137736751e-13,3.408318504234974e-20,2.5986832639769182e-20,6.652806216360967e-23,3.472893214154605e-20,4.335325214125798e-24,4.61680704327494e-20,4.866644873371918e-16
1.2830991621019501e-08,0.11224580754349175,0.9,0.0,0.0,0.0,0.0,0.09999654979660873,9.223258185929425e-07,7.192332473831678e-07,5.835015807111472e-07,6.25923536490763e-07,3.8636139100237444e-07,5.406633953616954e-07,5.074566915923681e-07,5.083680023509786e-07,4.713359348308648e-07,4.821546777272102e-07,4.079921028382062e-07,4.4237495052909306e-07,3.238289707940163e-09,2.3859988603156898e-08,1.149953335530631e-08,1.9906719331392507e-09,2.4453709550653903e-07,1.0655382913734523e-07,1.7498682547268544e-07,1.0250149646889986e-07,1.4801648159449096e-08,9.332180873890802e-11,3.6703612342063434e-08,2.8595001001642853e-14,2.5789842768425483e-10,1.874176500965189e-14,1.4093627422269056e-14,1.8690828753278362e-14,4.814383790426159e-16,8.627805634468334e-16,9.549349284295535e-10,9.699408162811815e-10,3.7501390804356516e-15,6.6157803682564905e-09,2.0506659373269239e-16,4.9988764459504215e-15,3.2252000678539226e-09,2.756705655122864e-16,1.7642045178582177e-18,9.967635040697741e-13,1.8065234980115398e-19,1.1782682168654476e-14,3.128198800927984e-19,5.722414502903949e-22,4.103742230495245e-24,9.16241617844498e-21,1.5411032553400655e-22,5.5573166065369866e-15,2.535819967577501e-22,5.816801414664789e-21,4.259588885327963e-24,9.77966222360569e-23,4.776532248902085e-18,5.507896603932388e-24,5.533653272484852e-18,6.577604135268821e-23,9.368328003567755e-13,1.2344964966927392e-15,1.8181363536503675e-24,4.1710841471664e-23,8.524128038459159e-16,1.2861835212805442e-13,4.510139264391944e-20,3.4377757574567906e-20,8.809100982705225e-23,4.598903010746753e-20,5.3894806467518955e-24,5.287903470998553e-20,5.574089743284577e-16
1.3718235692073457e-08,0.11224584089252822,0.9,0.0,0.0,0.0,0.0,0.09999631106610561,9.889059449753592e-07,7.603317982001449e-07,6.219325113548895e-07,6.700377538830947e-07,4.055188000970939e-07,5.788593724950402e-07,5.408142613085793e-07,5.42059746905005e-07,5.039272447069344e-07,5.163759460250811e-07,4.3486025448665223e-07,4.740692883373013e-07,3.423332860868934e-09,2.5234486639681048e-08,1.207635235324457e-08,2.0902904117094074e-09,2.7710352509442796e-07,1.204067247410651e-07,1.9920429550510213e-07,1.1628504621053805e-07,1.693611001206752e-08,9.946340678338734e-11,4.1876808180034474e-08,3.0659113494925186e-14,2.932602819392018e-10,2.0062605546144393e-14,1.5103337818482284e-14,2.001121777240873e-14,5.508624583619162e-16,9.773849094941688e-16,1.1568293395939577e-09,1.1779157153225068e-09,4.014443723659655e-15,7.569727923412802e-09,2.3463510244938076e-16,5.357025560359054e-15,3.6925893421620056e-09,3.156194066535283e-16,2.0014423810681976e-18,1.2672704864905309e-12,2.061161236668819e-19,1.5471499609930267e-14,3.5349025306076243e-19,6.570969099247859e-22,5.0287350572963865e-24,1.1145112782611632e-20,2.0004925957569896e-22,7.564850922325329e-15,3.1020848652722943e-22,7.047521737067988e-21,5.560782528553252e-24,1.2644714108025835e-22,5.810463024875089e-18,6.7536666750878e-24,7.743375286482332e-18,8.537601932681359e-23,1.1979670335423454e-12,1.400508362874198e-15,2.3735056941951392e-24,5.392991200371427e-23,9.677761124529971e-16,1.4602523213903908e-13,5.854898510062832e-20,4.4615884264999095e-20,1.1442930889729554e-22,5.974359719063992e-20,6.60434874632067e-24,5.998976804712062e-20,6.323678780616448e-16
1.4605479763127413e-08,0.11224587461585792,0.9,0.0,0.0,0.0,0.0,0.09999607230757215,1.055837796757645e-06,8.004560837001801e-07,6.601245556811259e-07,7.142227104110913e-07,4.2390502288917234e-07,6.171495239970392e-07,5.739297510431245e-07,5.755673500152361e-07,5.365184410528716e-07,5.507211784758475e-07,4.6156048706657036e-07,5.058993548412677e-07,3.6039894570355627e-09,2.6576401402777667e-08,1.2629951372069695e-08,2.1858987295419165e-09,3.1138871643521854e-07,1.3492211696119112e-07,2.24887440245483e-07,1.308251442928383e-07,1.921640096381475e-08,1.0556044707782927e-10,4.737840502622005e-08,3.273411933144137e-14,3.305496465663078e-10,2.1385557017635007e-14,1.6117366897534228e-14,2.1334855235585455e-14,6.250293815815737e-16,1.0980365761232987e-15,1.3840537746070596e-09,1.4125622555322415e-09,4.279172191448881e-15,8.588664435488315e-09,2.6621787931677684e-16,5.716708422547933e-15,4.1923764010183235e-09,3.5833719473915987e-16,2.2517020812637827e-18,1.590012453737576e-12,2.331966684729704e-19,2.003751735415897e-14,3.961058151123714e-19,7.48233736858046e-22,6.085128647425544e-24,1.338760691113463e-20,2.553698725817072e-22,1.0115095028761312e-14,3.747163355741853e-22,8.431618056396708e-21,7.138402497463996e-24,1.6076802962527675e-22,6.97991179278074e-18,8.177763065690129e-24,1.061060595347313e-17,1.0897502618301556e-22,1.5102478883406188e-12,1.5756326590340817e-15,3.0467889907598796e-24,6.856577107667516e-23,1.0895148395872427e-15,1.6439408364526658e-13,7.474348569717332e-20,5.694182046861159e-20,1.4617293275883158e-22,7.632181013535737e-20,7.991973405436544e-24,6.749079369864927e-20,7.114412934694455e-16
1.549272383418137e-08,0.11224590870651538,0.9,0.0,0.0,0.0,0.0,0.09999583351971097,1.1231194435136444e-06,8.396291960998176e-07,6.980793683700888e-07,7.584728380646882e-07,4.41551100328771e-07,6.555319959812209e-07,6.068007614911306e-07,6.08891686645609e-07,5.691095237144022e-07,5.851919644427712e-07,4.880938497083559e-07,5.378637813139543e-07,3.780363467418945e-09,2.788650518728337e-08,1.3161265034635197e-08,2.2776582998065113e-09,3.473443533474465e-07,1.5007333678381133e-07,2.52019580190122e-07,1.4610385625675647e-07,2.164287643270481e-08,1.1161248742761577e-10,5.320599964394236e-08,3.481995855362066e-14,3.697122509833207e-10,2.2710452674383493e-14,1.7135671008436457e-14,2.2661677014591736e-14,7.039506699344611e-16,1.2245655029920602e-15,1.6377975856714814e-09,1.6752323836983763e-09,4.544291123784558e-15,9.672688851523287e-09,2.998179747650789e-16,6.0779095657691815e-15,4.7246988997042615e-09,4.038356728918796e-16,2.5146749611546375e-18,1.971265908965556e-12,2.6188218121536637e-19,2.56302945768114e-14,4.405882774792068e-19,8.457314316839238e-22,7.282119332204551e-24,1.5904134007278654e-20,3.212101065919493e-22,1.3310136539850045e-14,4.476219837786657e-22,9.976080300632541e-21,9.028674587828785e-24,2.014015881626457e-22,8.292306435643328e-18,9.792979332654176e-24,1.4273020643791592e-17,1.3705658525686856e-22,1.879785732007963e-12,1.7596533692311514e-15,3.85339918275147e-24,8.589130878535065e-23,1.2174778519497804e-15,1.8370210250848737e-13,9.401815311987365e-20,7.160787875694438e-20,1.8398421215382157e-22,9.606975899941338e-20,9.564524933922813e-24,7.537285953730938e-20,7.945316834389018e-16
1.6379967905235325e-08,0.11224594315773767,0.9,0.0,0.0,0.0,0.0,0.099995594701261,1.19074896365297e-06,8.778736802808727e-07,7.357986010505388e-07,8.027827969537097e-07,4.5848682392812723e-07,6.940049516734774e-07,6.394250708726131e-07,6.420336291637344e-07,6.017004925357202e-07,6.197898459098293e-07,5.144613849871353e-07,5.699611887397173e-07,3.9525563986642794e-09,2.9165551983187578e-08,1.367119034745007e-08,2.3657240385808014e-09,3.849236309363924e-07,1.6583478865321368e-07,2.805844135848208e-07,1.6210367272622793e-07,2.4215884784156748e-08,1.1761911833780518e-10,5.9357165947168127e-08,3.691657147859365e-14,4.1069551644160263e-10,2.4037132599059394e-14,1.815820617296981e-14,2.3991619573629424e-14,7.876376150506794e-16,1.3568069492274157e-15,1.9192048639511948e-09,1.9672401060285067e-09,4.809768527399048e-15,1.0821892096777272e-08,3.3543819050864554e-16,6.440613407012569e-15,5.289693092804194e-09,4.521264643340511e-16,2.790059676967552e-18,2.417621750661539e-12,2.9216074476667853e-19,3.2415307143260455e-14,4.868625013403311e-19,9.496699754155849e-22,8.628985574101168e-24,1.8708651101163e-20,3.98759656466329e-22,1.726352486827504e-14,5.294416356909004e-22,1.1687622631235227e-20,1.1269944573354765e-23,2.49011975783903e-22,9.754929563942936e-18,1.1612270590218329e-23,1.8886527537641848e-17,1.70125753849878e-22,2.3129773839388794e-12,1.952359597539202e-15,4.80963811306374e-24,1.0618842591051008e-22,1.351517598407131e-15,2.0392702509473159e-13,1.167214063896955e-19,8.887760310874031e-20,2.2855680436291387e-22,1.19349908347801e-19,1.1334300859967692e-23,8.362693272998166e-20,8.815438226840528e-16
1.726721197628928e-08,0.1122459779629573,0.9,0.0,0.0,0.0,0.0,0.09999535585099631,1.2587244444013594e-06,9.152115467652438e-07,7.732839020406291e-07,8.471474661183077e-07,4.7474078606515655e-07,7.325665713363475e-07,6.718006289351436e-07,6.749940473272189e-07,6.342913473604382e-07,6.545163189858399e-07,5.406641289637343e-07,6.021901887074827e-07,4.120667351501181e-09,3.041427790897411e-08,1.4160588211518806e-08,2.450244626396109e-09,4.2408120290802264e-07,1.821819072564216e-07,3.1056600475457545e-07,1.788074993317613e-07,2.6935767395456925e-08,1.2357996190849763e-10,6.582945672568526e-08,3.902389869757385e-14,4.534485056211412e-10,2.5365443431492697e-14,1.9184928114141325e-14,2.5324619966689037e-14,8.761012810586616e-16,1.4946013079764872e-15,2.2293759028085672e-09,2.289862672696453e-09,5.0755737207177694e-15,1.203635740398779e-08,3.7308108975575855e-16,6.804804257098477e-15,5.887493824170091e-09,5.032210715321696e-16,3.0775620252192712e-18,2.9359776595579008e-12,3.240203364322971e-19,4.0574591762327156e-14,5.348563711103367e-19,1.0601298171518038e-21,1.013508759735721e-23,2.1814842228154667e-20,4.892580672846861e-22,2.2100724659264423e-14,6.2069111097325045e-22,1.3572695645550887e-20,1.3902655845258792e-23,3.0428372524704227e-22,1.1374921342820382e-17,1.3648754605940838e-23,2.4626452183463522e-17,2.0870824033590455e-22,2.8164967942130482e-12,2.1535454466793473e-15,5.932684546496722e-24,1.2974736217971923e-22,1.4914900250774473e-15,2.2504711546187685e-13,1.432162675300309e-19,1.09025308545836e-19,2.806146922920627e-22,1.465405740779447e-19,1.3313726676558626e-23,9.224419453941792e-20,9.72384742945086e-16
1.8154456047343237e-08,0.11224601311579578,0.9,0.0,0.0,0.0,0.0,0.09999511696772498,1.327043981780661e-06,9.516642843805164e-07,8.105369160993954e-07,8.915619347101723e-07,4.903404282551953e-07,7.712150521917007e-07,7.039255511255487e-07,7.077738082703831e-07,6.668820880325232e-07,6.893728353548496e-07,5.667031112253881e-07,6.345493842730486e-07,4.2847930777696155e-09,3.1633401635687065e-08,1.463028487449432e-08,2.5313627593381522e-09,4.6477313085038145e-07,1.9909111605123463e-07,3.41948772848611e-07,1.9619864687338616e-07,2.980285871995626e-08,1.2949467076133358e-10,7.262040531172479e-08,4.114188107522795e-14,4.97921869949434e-10,2.6695238104530266e-14,2.021579228365733e-14,2.6660615834864648e-14,9.69352506677571e-16,1.6377939278828729e-15,2.5693686106723713e-09,2.644341721068414e-09,5.341677281022549e-15,1.3316160629312781e-08,4.1274900700545095e-16,7.170466330422013e-15,6.51823451778252e-09,5.571308754179295e-16,3.37689477359621e-18,3.5335307241394363e-12,3.574488362164091e-19,5.030736235650423e-14,5.84500672832012e-19,1.1771918620689426e-21,1.180986703364838e-23,2.5236123765664813e-20,5.939928905888458e-22,2.795954746400898e-14,7.21885699686801e-22,1.5637498059071935e-20,1.6969326497479377e-23,3.6792034691068483e-22,1.3159282276691365e-17,1.591571283324589e-23,3.1688729406782914e-17,2.533495460926564e-22,3.3972860194229396e-12,2.3630098995352557e-15,7.240581884413648e-24,1.568660632422016e-22,1.63725449243383e-15,2.4704115285156797e-13,1.7387982147091876e-19,1.3233563370434698e-19,3.409112125946333e-22,1.7803541542114884e-19,1.5515356535424226e-23,1.0121603524944835e-19,1.0669636794892244e-15
1.9041700118397193e-08,0.11224604861005691,0.9,0.0,0.0,0.0,0.0,0.09999487805028805,1.3957056805884445e-06,9.872528726249813e-07,8.475592841885085e-07,9.360214935299956e-07,5.053120874694685e-07,8.099486083419004e-07,7.357981129263234e-07,7.40373776491371e-07,6.994727143972207e-07,7.243608036747685e-07,5.925793549261981e-07,6.670373707913617e-07,4.4450280360924785e-09,3.282362480053111e-08,1.5081073327465966e-08,2.6092153898802645e-09,5.069568354142487e-07,2.1653978746968332e-07,3.7471748098545896e-07,2.1426082171736107e-07,3.281748635099695e-08,1.3536292699633171e-10,7.972752718963039e-08,4.327045974903475e-14,5.440677892709848e-10,2.8026375590563558e-14,2.1250753888439683e-14,2.7999545403616615e-14,1.0674019073008168e-15,1.7862349412482613e-15,2.9401998753360154e-09,3.0318843791026105e-09,5.608050993749422e-15,1.4661370555479308e-08,4.544440574476055e-16,7.537583754357808e-15,7.182047169478262e-09,6.138671346833548e-16,3.6877774958455e-18,4.2177702962927735e-12,3.9243403480580235e-19,6.183059978731133e-14,6.357289774748539e-19,1.3009374597276053e-21,1.3662846581583237e-23,2.8985649688484125e-20,7.1429789782111805e-22,3.499056248388738e-14,8.33540022326294e-22,1.7887987888139186e-20,2.0514525896068564e-23,4.406430167677284e-22,1.5114875951373106e-17,1.8426591382939465e-23,4.029110238830423e-17,3.0461413201075526e-22,4.062546485391238e-12,2.5805567034839668e-15,8.752225605867012e-24,1.8784958447214969e-22,1.7886736943776286e-15,2.6988841947838304e-13,2.0910269270789714e-19,1.591031062130087e-19,4.102281119974997e-22,2.1424294168643725e-19,1.7951873890576137e-23,1.1053404921078257e-19,1.165192018882922e-15
1.992894418945115e-08,0.11224608443972096,0.9,0.0,0.0,0.0,0.0,0.09999463909755857,1.4647076543772631e-06,1.0219977937398495e-06,8.843526432438916e-07,9.805216269056661e-07,5.196810405908365e-07,8.487654706895298e-07,7.67416744352044e-07,7.727948138396467e-07,7.320632263019586e-07,7.594815909263866e-07,6.182938768273351e-07,6.996527367197059e-07,4.601464446229828e-09,3.398563241038782e-08,1.5513714643358942e-08,2.6839339580191875e-09,5.505910493015863e-07,2.3450620472377324e-07,4.088572257816821e-07,2.3297811642050771e-07,3.597997108556205e-08,1.411844411781965e-10,8.71483215503371e-08,4.540957612863344e-14,5.918399162581687e-10,2.93587206582622e-14,2.228976791621494e-14,2.9341347479984565e-14,1.1702598770704647e-15,1.9397790985573465e-15,3.3428468816219817e-09,3.453664330530024e-09,5.8746678038278656e-15,1.6072049182697247e-08,4.9816814598364615e-16,7.906140578336147e-15,7.879062339511811e-09,6.734409851471838e-16,4.0099364105725465e-18,4.996471067962412e-12,4.289636412801631e-19,7.537961614239017e-14,6.884775289257846e-19,1.4314483926819249e-21,1.5703629678741526e-23,3.307631674309992e-20,8.515513493649036e-22,4.335748727786282e-14,9.561678945011895e-22,2.0329893154738382e-20,2.458485076971135e-23,5.231893439358168e-22,1.7248431733935577e-17,2.1195001936015234e-23,5.0674328661510196e-17,3.630846092972257e-22,4.819730525560772e-12,2.80599425746842e-15,1.048735046362475e-23,2.230095298102992e-22,1.9456135792298953e-15,2.9356868860842473e-13,2.4928853824830057e-19,1.896317207318526e-19,4.89374631030995e-22,2.555860333282424e-19,2.063609209342775e-23,1.2019003000423956e-19,1.2669832480020146e-15
2.0816188260505105e-08,0.11224612059893836,0.9,0.0,0.0,0.0,0.0,0.09999440010844064,1.534048025433567e-06,1.0559190444954242e-06,9.20918625956843e-07,1.025058004896767e-06,5.334715470842788e-07,8.876638868557632e-07,7.987800246013712e-07,8.050377795038684e-07,7.646536235972388e-07,7.947365237147458e-07,6.438476873369927e-07,7.323940643926731e-07,4.7541923421452575e-09,3.5120093236050857e-08,1.5928939260770025e-08,2.7556446131837357e-09,5.956357719853335e-07,2.529695251456673e-07,4.44353427249029e-07,2.523350005764888e-07,3.9290626987640566e-08,1.469589513512838e-10,9.488027279230764e-08,4.755917189516152e-14,6.411933286444484e-10,3.069214363908183e-14,2.3332789160204403e-14,3.068596144975409e-14,1.277936590942328e-15,2.0982856090969977e-15,3.778248384206387e-09,3.910822843305575e-09,6.141501768975057e-15,1.754825200785681e-08,5.439229758839175e-16,8.27612078260019e-15,8.609409145919773e-09,7.35863439189872e-16,4.343104223847961e-18,5.877686360274291e-12,4.670252905570223e-19,9.120859470757965e-14,7.4268513647382225e-19,1.5688068653806542e-21,1.794190018515262e-23,3.7520769541256495e-20,1.0071743176263158e-21,5.3237559274003085e-14,1.0902821961662028e-21,2.2968722133452756e-20,2.9228900857125676e-23,6.163122131904613e-22,1.9566547430418005e-17,2.4234722599966373e-23,6.310339276902092e-17,4.2936095425934e-22,5.676533184578431e-12,3.0391355017432185e-15,1.2466517462182454e-23,2.62663523917316e-22,2.1079432725931277e-15,3.1806221292011503e-13,2.9485355638776556e-19,2.242345294882346e-19,5.791866143841365e-22,3.02501476931025e-19,2.358095494139185e-23,1.3017596571847533e-19,1.3722529042489195e-15
2.170343233155906e-08,0.11224615708202422,0.9,0.0,0.0,0.0,0.0,0.09999416108186834,1.6037249247562922e-06,1.0890361476980443e-06,9.572588605643295e-07,1.0696264758125556e-06,5.46706889950255e-07,9.266421210974527e-07,8.298866768607027e-07,8.371035300001383e-07,7.972439061375056e-07,8.30126889524625e-07,6.692417905500874e-07,7.652599307697066e-07,4.903299623815032e-09,3.6227660197136055e-08,1.632744821743183e-08,2.824468427197462e-09,6.420522261029457e-07,2.719097450020586e-07,4.811918190464867e-07,2.723163118789427e-07,4.2749761451301837e-08,1.52686222082499e-10,1.0292085197040314e-07,4.971918900058256e-14,6.920844817172407e-10,3.202652020316144e-14,2.4379772242939996e-14,3.2033327274578914e-14,1.390442006741513e-15,2.2616179874668696e-15,4.247305937196722e-09,4.404469762651859e-09,6.4085280148682906e-15,1.9090028292471526e-08,5.917100570960618e-16,8.647508286653335e-15,9.373215258660391e-09,8.011453852548307e-16,4.6870199755369804e-18,6.869741617549542e-12,5.066065505786543e-19,1.0959110662325082e-13,7.982930716127173e-19,1.713095493350759e-21,2.0387422077351848e-23,4.233140557280876e-20,1.1826290626246865e-21,6.482188884258018e-14,1.2363947453113158e-21,2.5809773158071603e-20,3.449725414602456e-23,7.207786982951827e-22,2.2075691901436934e-17,2.7559698710722434e-23,7.786872534890627e-17,5.040597467283138e-22,6.64088427776971e-12,3.2797978102323935e-15,1.4711100643666964e-23,3.071347159561172e-22,2.2755350020405023e-15,3.433497131407355e-13,3.4622601086814e-19,2.6323324513338367e-19,6.805256471240514e-22,3.5543951371303617e-19,2.679953718179698e-23,1.4048403433958364e-19,1.4809185269492117e-15
2.2590676402613017e-08,0.11224619388345264,0.9,0.0,0.0,0.0,0.0,0.0999939220168049,1.6737364920351283e-06,1.1213681634242604e-06,9.933749706481493e-07,1.114223059031296e-06,5.594094150287072e-07,9.65698454223001e-07,8.607355632556762e-07,8.689929191606189e-07,8.298340737820001e-07,8.65653937931803e-07,6.94477184287715e-07,7.982489081559638e-07,5.048872107809138e-09,3.7308970737744135e-08,1.6709914333941265e-08,2.890521598645365e-09,6.898028154638479e-07,2.913076657256782e-07,5.193584390743948e-07,2.929072473965547e-07,4.635767526347346e-08,1.58366043531427e-10,1.1126751819410505e-07,5.1889569667004686e-14,7.444711591075581e-10,3.336173114424764e-14,2.5430671639229946e-14,3.3383385489061634e-14,1.5077858672082589e-15,2.429643905770908e-15,4.750885081975823e-09,4.9356844699510155e-09,6.675722692122948e-15,2.0697421319802926e-08,6.415307142179301e-16,9.020286957404991e-15,1.0170606894501806e-08,8.6929758741365e-16,5.041428889267255e-18,7.981228099027666e-12,5.476949292479168e-19,1.308206051608243e-13,8.552449689948612e-19,1.8643972926545287e-21,2.305003915220916e-23,4.752038013803033e-20,1.3794174585981148e-21,7.831579464768e-14,1.3950161760215042e-21,2.885814400459538e-20,4.0442441737086534e-23,8.373690420920749e-22,2.4782207635769013e-17,3.118404358224443e-23,9.528742844328248e-17,5.878134317591266e-22,7.720940697694646e-12,3.5278028854398828e-15,1.7243273706202478e-23,3.567513133820573e-22,2.4482640235910776e-15,3.6941236695244857e-13,4.038457699792049e-19,3.0695785573047405e-19,7.942782160416065e-22,4.1486340116344766e-19,3.0305044972884127e-23,1.5110659925003177e-19,1.5928996099008309e-15
