Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640)
1.772095282449118e-06,0.1124169123943892,0.9,0.0,0.0,0.0,0.0,0.09943114266792073,0.00022612206695254468,2.448003910813095e-06,1.6995217713908732e-05,3.1039410294719266e-05,8.58600116210831e-07,3.521522657010774e-05,3.461982273644779e-06,6.2786472449659625e-06,6.614957015673462e-05,0.0002765506602372385,4.689566303573102e-06,3.984335422130337e-05,1.1021953750022607e-08,8.167731548667537e-08,2.5718955222224552e-08,4.460823170380047e-09,8.485270778498366e-05,5.963556389537046e-05,0.0006609518937445314,8.908791730941409e-05,0.00017444585628699757,6.398449547071952e-10,6.571474156072243e-05,6.960251360072054e-12,9.343722874971316e-08,9.227389910178115e-13,1.260272290434882e-12,1.2086716571298591e-12,5.633364647155508e-12,2.965362780196973e-13,1.047049852100156e-05,9.410647092232393e-05,1.8597157102267844e-13,6.349116766501282e-05,1.9539061301011096e-12,4.5023701431830884e-13,5.240088391502813e-05,4.446825067836253e-12,1.5333478494488092e-15,1.6162867684558937e-05,3.2345745943964503e-16,6.347703941005608e-06,1.750816425247684e-16,8.034607628534726e-17,2.2554805819546105e-17,1.9500738738764813e-15,1.5766353578613848e-15,3.827496811295664e-06,1.1113976527597447e-16,7.969297348984197e-16,8.974510163735411e-17,6.440950531569923e-16,1.017439480218977e-12,5.1250079611506704e-17,1.3195805078400948e-07,5.474048479945348e-16,5.622719404177531e-06,1.0730262112366237e-12,3.119257039346036e-17,2.236952761820554e-16,7.491686428404184e-13,1.1304022454357806e-10,4.617997779842705e-13,2.8561980299778507e-13,1.2436952029549739e-15
1.7834813724757114e-06,0.1124182063587071,0.9,0.0,0.0,0.0,0.0,0.09942723678520334,0.0002275022864889846,2.4479652186607208e-06,1.7008763301670812e-05,3.1070955655087914e-05,8.585738778038303e-07,3.5261386430002946e-05,3.461883422503347e-06,6.278438947511733e-06,6.657926574834946e-05,0.0002789377089429479,4.6894218141100085e-06,3.9922945464013295e-05,1.1021779772465555e-08,8.16760245989872e-08,2.57181692468419e-08,4.460780086745742e-09,8.484870897621785e-05,6.0022290893966185e-05,0.0006665739404723423,8.967042226151712e-05,0.0001760454356341472,6.398434105613171e-10,6.615338119424513e-05,7.0023801408414086e-12,9.34281913074023e-08,9.236298800373547e-13,1.262725673520495e-12,1.2101945035083467e-12,5.68473096951838e-12,2.965080478017085e-13,1.04762793025408e-05,9.497574895912274e-05,1.8616062185807745e-13,6.404516481780532e-05,1.9708549815026024e-12,4.511364619714019e-13,5.291703241401068e-05,4.490398190488081e-12,1.5433734958738808e-15,1.6405232074965212e-05,3.2561609712169644e-16,6.463242357794478e-06,1.7621701562126014e-16,8.153330733956022e-17,2.2947727633843304e-17,1.9747795105636354e-15,1.6014762564476556e-15,3.895583341765875e-06,1.125632374187641e-16,8.069748038410795e-16,9.117150885877371e-17,6.542069217194385e-16,1.030329859670033e-12,5.2201015686903405e-17,1.3541059792251837e-07,5.557849261329051e-16,5.689175065961973e-06,1.0800422387797114e-12,3.1674406846071097e-17,2.271070718013937e-16,7.540673273839843e-13,1.1377937507765141e-10,4.690758249670785e-13,2.899923619443542e-13,1.2641424714903435e-15
1.7948674625023048e-06,0.11241950048219738,0.9,0.0,0.0,0.0,0.0,0.09942333112584129,0.0002288809630372134,2.447926167588318e-06,1.7021669759674494e-05,3.1101887114534446e-05,8.585475950269417e-07,3.530629092381273e-05,3.4617843638689005e-06,6.2782305651001524e-06,6.700892082996564e-05,0.00028132626579286546,4.689277192473664e-06,4.000148100101427e-05,1.1021603697272382e-08,8.167472178468394e-08,2.571738200943252e-08,4.4607361527941024e-09,8.48412438365472e-05,6.040900222296261e-05,0.000672199394202777,9.02529000288296e-05,0.00017764601940867839,6.398417379421572e-10,6.659200623427116e-05,7.044457130552398e-12,9.341533582362395e-08,9.24502370655084e-13,1.2651454190015074e-12,1.2116741088412858e-12,5.7361244854506465e-12,2.9646766866254743e-13,1.048153567933703e-05,9.58449845686359e-05,1.8634599611446876e-13,6.459944440450615e-05,1.987810797262301e-12,4.520239819219109e-13,5.343410910686611e-05,4.534045630668474e-12,1.5533985061933381e-15,1.6649075616153244e-05,3.277746627504865e-16,6.579832568445235e-06,1.7735212218433004e-16,8.272884696264704e-17,2.3344261322266944e-17,1.9996332985855147e-15,1.6265167334980387e-15,3.964261626970183e-06,1.1399491695145769e-16,8.170988142789728e-16,9.260935583065006e-17,6.644028082527764e-16,1.043296773472576e-12,5.316184994265283e-17,1.3892643435722653e-07,5.64230506926936e-16,5.755751855698044e-06,1.087057938400853e-12,3.2159990706390505e-17,2.3054676202090836e-16,7.58965783313867e-13,1.1451849111836559e-10,4.764101401299862e-13,2.9439891981780305e-13,1.28477282517479e-15
1.8062535525288982e-06,0.11242079474364475,0.9,0.0,0.0,0.0,0.0,0.0994194257246543,0.00023025810791010243,2.4478867566607743e-06,1.7033946293981665e-05,3.1132216156317556e-05,8.585212682328013e-07,3.5349954950705964e-05,3.461685098044348e-06,6.2780221121075414e-06,6.7438533876942e-05,0.0002837162706879376,4.6891324486628224e-06,4.007897453723512e-05,1.1021426628464346e-08,8.167340690285954e-08,2.571659336922158e-08,4.46069138856815e-09,8.483037447952325e-05,6.0795697887426664e-05,0.0006778281031161097,9.083535064223922e-05,0.0001792475489687868,6.398398988411957e-10,6.703061666648379e-05,7.086482687720414e-12,9.339873133707137e-08,9.253569382118615e-13,1.2675319548155057e-12,1.2131109909794971e-12,5.787543307265428e-12,2.9641545700159013e-13,1.0486276107649156e-05,9.671414271021205e-05,1.8652776015931316e-13,6.515399530405684e-05,2.0047732317750236e-12,4.528997261414135e-13,5.395209918228305e-05,4.577766127184504e-12,1.5634232641556345e-15,1.6894387041587522e-05,3.2993315115775553e-16,6.69747045313127e-06,1.784874684358309e-16,8.393271125642442e-17,2.374441179829406e-17,2.0246186033154e-15,1.6517508942802689e-15,4.033529229647078e-06,1.154348448672447e-16,8.272515055641462e-16,9.405865833573163e-17,6.746731888271712e-16,1.0563333030905987e-12,5.4132593741674996e-17,1.4250617317951446e-07,5.727393726419362e-16,5.822445312572643e-06,1.0940733116057734e-12,3.264933818007279e-17,2.340103861249203e-16,7.63864010882067e-13,1.1525757270006307e-10,4.838014325339648e-13,2.988387307207963e-13,1.3055830261481985e-15
1.8176396425554916e-06,0.11242208912222983,0.9,0.0,0.0,0.0,0.0,0.0994155206158383,0.0002316337324072315,2.4478469872428316e-06,1.7045602050838918e-05,3.1161954052745716e-05,8.584948974652995e-07,3.539239335575668e-05,3.461585625371467e-06,6.277813601972323e-06,6.78681033929206e-05,0.00028610766453891117,4.688987592044973e-06,4.0155439602665804e-05,1.1021247144751175e-08,8.167208013471018e-08,2.571580351513674e-08,4.460645770235478e-09,8.481616242795667e-05,6.118237789258093e-05,0.0006834599175260092,9.141777413277485e-05,0.00018084996646899746,6.398379417461824e-10,6.74692124765745e-05,7.128457172606844e-12,9.337844622194155e-08,9.261937525892852e-13,1.2698857290753298e-12,1.214505667347434e-12,5.838985556845348e-12,2.96351504146212e-13,1.0490508972924833e-05,9.758318896222444e-05,1.867059846618997e-13,6.570880661501147e-05,2.0217419537665594e-12,4.537638512502426e-13,5.447098800359214e-05,4.621558422994402e-12,1.5734472767592973e-15,1.7141155100434883e-05,3.320915689334046e-16,6.816151814434123e-06,1.7962240240343505e-16,8.51448334223182e-17,2.4148164843024934e-17,2.0497564396610567e-15,1.6771854497897774e-15,4.103383681999696e-06,1.1688294505562125e-16,8.374974515872515e-16,9.551934672611677e-17,6.85029971142673e-16,1.0694481345259175e-12,5.511324362128832e-17,1.4615042616775229e-07,5.813142493120311e-16,5.889251039674354e-06,1.1010883573081671e-12,3.3142421242142134e-17,2.375029927881495e-16,7.687620103584123e-13,1.1599661986819724e-10,4.912511052669363e-13,3.0331268616176993e-13,1.3265773695628086e-15
1.829025732582085e-06,0.11242338359750093,0.9,0.0,0.0,0.0,0.0,0.09941161583296286,0.0002330078478120301,2.4478068579579247e-06,1.7056646115093886e-05,3.119111186602247e-05,8.584684831660904e-07,3.5433620927091466e-05,3.46148594625996e-06,6.277605047245337e-06,6.829762791012243e-05,0.0002885003892682465,4.688842631390081e-06,4.023088955214362e-05,1.1021067057011144e-08,8.167074126890826e-08,2.5715012231152588e-08,4.460599328695752e-09,8.47986686044884e-05,6.156904224373255e-05,0.0006890946898943967,9.200017053164287e-05,0.0001824532148659002,6.398358051246005e-10,6.790779365041328e-05,7.170380942105489e-12,9.335454817650852e-08,9.270133600772714e-13,1.272207151246681e-12,1.2158586513304655e-12,5.89044940360492e-12,2.962761845709048e-13,1.049424258853708e-05,9.845208952464522e-05,1.868807319110523e-13,6.626386765440751e-05,2.038716629186989e-12,4.5461650341165326e-13,5.499076110902829e-05,4.665421290229279e-12,1.5834711728628564e-15,1.738936856035539e-05,3.3424990762473777e-16,6.9358723787092464e-06,1.8075775409006165e-16,8.636525274167723e-17,2.4555530418596996e-17,2.0750196758405897e-15,1.7028109712759634e-15,4.173822486555415e-06,1.183392915633497e-16,8.477542923203176e-16,9.699145982945749e-17,6.95457634346033e-16,1.0826300277316895e-12,5.610381389583751e-17,1.4985980372398266e-07,5.899515383161515e-16,5.956164704988522e-06,1.1081030777421018e-12,3.363926839059265e-17,2.410181022347362e-16,7.736597819954584e-13,1.1673563265484088e-10,4.987571148231168e-13,3.078195858659183e-13,1.347750500789084e-15
1.8404118226086784e-06,0.11242467814935446,0.9,0.0,0.0,0.0,0.0,0.09940771140897367,0.00023438046538887155,2.4477663711456814e-06,1.7067087509031933e-05,3.1219700450801636e-05,8.584420253087773e-07,3.547365239337115e-05,3.4613860611493346e-06,6.277396459647128e-06,6.872710598942022e-05,0.0002908943878040213,4.6886975749090235e-06,4.030533756652351e-05,1.102088406316257e-08,8.16693905848528e-08,2.5714219796486804e-08,4.460552028052521e-09,8.47779533263987e-05,6.195569094635666e-05,0.0006947322748297628,9.258253987016272e-05,0.00018405723791770626,6.398335668207027e-10,6.834636017383981e-05,7.212254356060352e-12,9.33271042186781e-08,9.278158135703059e-13,1.2744966672216818e-12,1.2171704566712526e-12,5.9419330162706835e-12,2.9618950746010686e-13,1.04974851950418e-05,9.932081121673972e-05,1.8705207201672292e-13,6.681916795484514e-05,2.0556969428975834e-12,4.55457837613638e-13,5.5511404210612346e-05,4.7093534981991655e-12,1.5934941533978196e-15,1.7639016210239865e-05,3.3640817793001396e-16,7.056627798122633e-06,1.8189246719542917e-16,8.759387348987841e-17,2.4966487416136526e-17,2.100442439687941e-15,1.7286385542282429e-15,4.2448431172965556e-06,1.1980376762304606e-16,8.581266934373731e-16,9.847489758612134e-17,7.059755640421013e-16,1.0958930583392133e-12,5.710429507510583e-17,1.5363491481895406e-07,5.986556870990458e-16,6.023182041901241e-06,1.1151174709202862e-12,3.4139836109427585e-17,2.445639080365747e-16,7.785573260673542e-13,1.1747461110903997e-10,5.063217944521174e-13,3.1236088623079354e-13,1.3691093369488022e-15
1.8506593036326125e-06,0.11242584329551696,0.9,0.0,0.0,0.0,0.0,0.09940419776092375,0.00023561454985642833,2.4477296257527426e-06,1.707597688220744e-05,3.124495228110089e-05,8.584181764299896e-07,3.550867016272837e-05,3.46129598884653e-06,6.2772087117246305e-06,6.91135953917596e-05,0.00029305002928425736,4.688566948482209e-06,4.0371494869645964e-05,1.1020719032806381e-08,8.166816463191056e-08,2.5713505383208888e-08,4.46050875724195e-09,8.475660455780743e-05,6.230366140381044e-05,0.0006998083877041268,9.310664916426995e-05,0.00018550147520313116,6.398313932165049e-10,6.874105750731298e-05,7.249897667877071e-12,9.329942770122121e-08,9.285238732492298e-13,1.2765302741601897e-12,1.2183162939519735e-12,5.9882837031803484e-12,2.9610215073132444e-13,1.0499990475313448e-05,0.00010010248091470956,1.872034129617643e-13,6.73191343257581e-05,2.0709837791974124e-12,4.562054773229356e-13,5.5980715188888075e-05,4.748950784965033e-12,1.602514799005296e-15,1.7864916082093393e-05,3.3835055271612887e-16,7.166188820792882e-06,1.8291414778702284e-16,8.870669832725593e-17,2.533943236854568e-17,2.1234272262823253e-15,1.7520450944313994e-15,4.309257034845354e-06,1.2112883849824416e-16,8.67462965724656e-16,9.981972775316711e-17,7.155005183752606e-16,1.1078859062486493e-12,5.801321680426062e-17,1.5708921901318583e-07,6.065423398665729e-16,6.083582814920934e-06,1.1214301474945334e-12,3.459356308197244e-17,2.4777369878641964e-16,7.829649213742804e-13,1.1813966238816962e-10,5.131777901047045e-13,3.164760609111908e-13,1.3884846910018622e-15
1.8609067846565466e-06,0.11242700847300555,0.9,0.0,0.0,0.0,0.0,0.0994006844529021,0.0002368474383687789,2.447692591014339e-06,1.7084391835764936e-05,3.1269759290170196e-05,8.583942927085493e-07,3.554274161520567e-05,3.4612057504899534e-06,6.277020953542186e-06,6.95000450281582e-05,0.00029520661692030993,4.688436255946328e-06,4.043686050928682e-05,1.1020552128479178e-08,8.166692906710107e-08,2.5712789985782875e-08,4.460464801129454e-09,8.473273788563003e-05,6.265161919459712e-05,0.0007048865597441805,9.363073658802175e-05,0.00018694625517527225,6.398291209443679e-10,6.91357429524792e-05,7.287500740334556e-12,9.326898061003315e-08,9.292185823318732e-13,1.278538669935498e-12,1.2194295596841432e-12,6.034647666800845e-12,2.9600595875804575e-13,1.0502110557073721e-05,0.00010088395602560595,1.8735209045160062e-13,6.78192788569094e-05,2.0862747001971247e-12,4.56944173150724e-13,5.645070925595092e-05,4.788602394223497e-12,1.6115348694523575e-15,1.8091960448888817e-05,3.4029286984942113e-16,7.2765812267194836e-06,1.8393552988578184e-16,8.982615096739238e-17,2.5715283789866405e-17,2.1465338639197807e-15,1.775612290607e-15,4.3741382842500405e-06,1.2246050164817634e-16,8.768710546188812e-16,1.0117371140512581e-16,7.25094283199343e-16,1.1199413913785992e-12,5.89301731918144e-17,1.6059770125037793e-07,6.144821243740175e-16,6.144061141754269e-06,1.1277425600659953e-12,3.5050307027775743e-17,2.510066152389046e-16,7.87372332758147e-13,1.18804685917495e-10,5.20080613812002e-13,3.2061874302956126e-13,1.408009095428247e-15
1.8711542656804806e-06,0.11242817366856837,0.9,0.0,0.0,0.0,0.0,0.09939717150767122,0.00023807913908741157,2.447655266370818e-06,1.709233881541033e-05,3.129412898057652e-05,8.583703744339858e-07,3.557587735721803e-05,3.4611153465130806e-06,6.2768331921753755e-06,6.988645390782738e-05,0.0002973641111205604,4.6883055022976215e-06,4.050144374628739e-05,1.102038442636459e-08,8.166568379422644e-08,2.5712073503044386e-08,4.460420175642938e-09,8.470639603341704e-05,6.299956432291309e-05,0.0007099666893038617,9.415480216452616e-05,0.00018839153845692506,6.398267145470766e-10,6.953041649928412e-05,7.325063831679655e-12,9.323581040142897e-08,9.299002931847053e-13,1.2805221403111787e-12,1.2205106220175342e-12,6.081023643249258e-12,2.959011768975068e-13,1.0503851297042774e-05,0.00010166521360658386,1.874981470687294e-13,6.831959434281447e-05,2.1015694811942273e-12,4.576740269268943e-13,5.6921376343684955e-05,4.828307470726205e-12,1.6205547381524116e-15,1.832014119197394e-05,3.422351243086457e-16,7.38780170439585e-06,1.8495710623896266e-16,9.09522521950985e-17,2.6094046890581014e-17,2.169746267094126e-15,1.7993344885206996e-15,4.439484970841792e-06,1.2379880002356927e-16,8.863020593005864e-16,1.0253686796291764e-16,7.347476184259874e-16,1.132052898546027e-12,5.985517224781422e-17,1.6416080234053634e-07,6.224729004365131e-16,6.204614046594846e-06,1.1340547100150702e-12,3.551008442067163e-17,2.542588073946622e-16,7.917795604115109e-13,1.1946968172248826e-10,5.270290419803843e-13,3.247882228977333e-13,1.4276793683570053e-15
1.8814017467044147e-06,0.11242933886835366,0.9,0.0,0.0,0.0,0.0,0.0993936589475882,0.0002393096601542083,2.44761765326374e-06,1.7099824222702672e-05,3.131806872424499e-05,8.583464216968804e-07,3.560808794971454e-05,3.461024777369903e-06,6.2766454342775266e-06,7.02728210590147e-05,0.0002995224729414936,4.688174692247665e-06,4.0565253729588855e-05,1.1020214838460597e-08,8.166442893724695e-08,2.571135604577738e-08,4.460374867454861e-09,8.467762131303039e-05,6.334749679304916e-05,0.0007150486761484428,9.467884591694886e-05,0.00018983728619838052,6.398242100249059e-10,6.992507813767843e-05,7.3625872014402e-12,9.31999640633433e-08,9.30569097833508e-13,1.2824809895093283e-12,1.2215598487345251e-12,6.127410372088979e-12,2.9578785791581586e-13,1.0505218502054041e-05,0.00010244623111737361,1.8764162938312833e-13,6.88200737130248e-05,2.1168679081929207e-12,4.583951448953486e-13,5.739270649587628e-05,4.868065159750425e-12,1.6295740270702556e-15,1.8549450213463354e-05,3.441773211502887e-16,7.499846898540522e-06,1.859783769251136e-16,9.208495150499578e-17,2.6475710284384778e-17,2.193080514056524e-15,1.823216810979533e-15,4.5052951839563865e-06,1.2514367625164433e-16,8.958055015044172e-16,1.039091431690538e-16,7.444696493539004e-16,1.144227006012413e-12,6.078820874877386e-17,1.6777896201129913e-07,6.305167521711143e-16,6.265238597943328e-06,1.1403665965027377e-12,3.597287371998676e-17,2.575341462738719e-16,7.961866045304228e-13,1.2013464983636582e-10,5.340241352642349e-13,3.2898517424402304e-13,1.4474987792178105e-15
1.8916492277283488e-06,0.11243050405882311,0.9,0.0,0.0,0.0,0.0,0.09939014679461947,0.00024053900969034828,2.447579751237965e-06,1.7106854415788892e-05,3.1341585768207665e-05,8.583224347890259e-07,3.563938390813298e-05,3.46093404355474e-06,6.276457686120014e-06,7.065914552840771e-05,0.0003016816640629119,4.6880438302504674e-06,4.062829950055337e-05,1.1020044440678964e-08,8.166316440918267e-08,2.571063751986741e-08,4.460328891942827e-09,8.464645563496414e-05,6.369541660934563e-05,0.0007201324214074406,9.52028678685376e-05,0.0001912834600598966,6.398215723053792e-10,7.03197278577383e-05,7.40007110655272e-12,9.316148813688782e-08,9.312253408656016e-13,1.2844154962358513e-12,1.2225776047102365e-12,6.173806623493201e-12,2.956662442038825e-13,1.0506217930219844e-05,0.00010322698640570941,1.8778257844788138e-13,6.932071002601805e-05,2.132169764723539e-12,4.591076264077298e-13,5.7864689863925906e-05,4.907874625068506e-12,1.6385931093679202e-15,1.877987943726091e-05,3.461194553566131e-16,7.612713412844571e-06,1.8699983435696764e-16,9.322426966157876e-17,2.686027899559627e-17,2.2165205457041178e-15,1.8472536015126687e-15,4.571566998173481e-06,1.2649517343354832e-16,9.053325149729119e-16,1.0529055593412453e-16,7.542511388357751e-16,1.1564571258769294e-12,6.172928998092087e-17,1.7145261890749256e-07,6.386115413343436e-16,6.325931907435293e-06,1.1466782209099842e-12,3.643869133793551e-17,2.608287841760059e-16,8.005934653097601e-13,1.2079959028495226e-10,5.410646710863469e-13,3.3320888965984907e-13,1.4674641417331714e-15
1.9018967087522829e-06,0.11243166922668886,0.9,0.0,0.0,0.0,0.0,0.09938663507034798,0.0002417671957949167,2.4475415617200184e-06,1.711343570938178e-05,3.136468723787844e-05,8.582984138308572e-07,3.5669775701624556e-05,3.4608431455807373e-06,6.276269953621867e-06,7.10454263808781e-05,0.00030384164677514354,4.687912920522331e-06,4.069058999520536e-05,1.1019872287340796e-08,8.166189031655697e-08,2.5709918014327056e-08,4.460282238921295e-09,8.461294051126004e-05,6.404332377622798e-05,0.0007252178275531859,9.572686804258402e-05,0.00019273002220374292,6.398188323802899e-10,7.071436564954969e-05,7.437515805027237e-12,9.312042871208012e-08,9.318691236915572e-13,1.2863259564187633e-12,1.2235642543480938e-12,6.220211171117961e-12,2.955363981985474e-13,1.0506855291218893e-05,0.00010400745770014154,1.8792103904347443e-13,6.98214964656525e-05,2.147474844285246e-12,4.598115749298655e-13,5.8337316704640446e-05,4.947735030995375e-12,1.6476116562440252e-15,1.901142081035255e-05,3.4806153132396113e-16,7.726397811852558e-06,1.8802104364908628e-16,9.437016086629818e-17,2.7247742569980793e-17,2.240080321223648e-15,1.8714492670329046e-15,4.638298474223506e-06,1.2785324094883133e-16,9.149261743849066e-16,1.0668105640139649e-16,7.641000060761326e-16,1.1687489480225285e-12,6.267841093117116e-17,1.7518221057314422e-07,6.467590731516289e-16,6.386691129450069e-06,1.1529895825451791e-12,3.6907518188153137e-17,2.6414608604206467e-16,8.050001429450504e-13,1.2146450310091227e-10,5.481515551867284e-13,3.374599492552908e-13,1.4875782966073458e-15
1.912144189776217e-06,0.1124328343588827,0.9,0.0,0.0,0.0,0.0,0.0993831237959768,0.00024299422654350201,2.447503084514162e-06,1.7119574374364487e-05,3.138738013900861e-05,8.582743590985162e-07,3.5699273751941707e-05,3.4607520839980834e-06,6.276082242372614e-06,7.143166269939883e-05,0.0003060023839725297,4.687781967057198e-06,4.075213404538065e-05,1.1019699274453206e-08,8.166060660013734e-08,2.5709197460362075e-08,4.4602349206516e-09,8.457711705493972e-05,6.43912182981714e-05,0.0007303047983926546,9.625084646244748e-05,0.0001941769352912111,6.39815961523825e-10,7.110899150331664e-05,7.474921552479046e-12,9.307683143364604e-08,9.325007622802058e-13,1.2882126438651614e-12,1.224520159271966e-12,6.2666228167817775e-12,2.9539854352628203e-13,1.050713624614102e-05,0.0001047876236066849,1.8805705117481273e-13,7.032242633900064e-05,2.1627829386873542e-12,4.605070879188243e-13,5.881057737911301e-05,4.987645558674558e-12,1.6566299782544424e-15,1.924406630417735e-05,3.500035448743101e-16,7.840896622356234e-06,1.8904241450935417e-16,9.552263999878021e-17,2.7638104524414027e-17,2.2637464781020437e-15,1.8957990457529803e-15,4.705487659699704e-06,1.2921791369980176e-16,9.245458148285959e-16,1.0808065699454061e-16,7.74008541750906e-16,1.1810970093249542e-12,6.363557722643278e-17,1.7896817342561085e-07,6.5495756242933e-16,6.447513461109867e-06,1.1593006826052883e-12,3.737936749053485e-17,2.6748284731233644e-16,8.094066376336347e-13,1.2212938831104352e-10,5.552837566017723e-13,3.4173776321412035e-13,1.5078385899372934e-15
1.9223916708001514e-06,0.11243399944254882,0.9,0.0,0.0,0.0,0.0,0.09937961299233183,0.0002442201099867878,2.4474643210505233e-06,1.712527663736546e-05,3.140967135943296e-05,8.582502707361211e-07,3.572788843232251e-05,3.4606608593760836e-06,6.275894557652713e-06,7.18178535849792e-05,0.000308163839147794,4.687650973640345e-06,4.0812940379716264e-05,1.1019524570076334e-08,8.165931335420226e-08,2.570847593115785e-08,4.460186929317285e-09,8.453902597894751e-05,6.473910017972891e-05,0.0007353932390609769,9.677480315152339e-05,0.00019562416248024238,6.39812986775724e-10,7.150360540926433e-05,7.512288605249217e-12,9.303074149490534e-08,9.33120364315746e-13,1.290075846680079e-12,1.2254456803852739e-12,6.31304036748987e-12,2.952527497786849e-13,1.0507066407287617e-05,0.0001055674631059759,1.8819065794932915e-13,7.082349307440242e-05,2.1780938486990027e-12,4.6119426619975e-13,5.928446235176218e-05,5.02760539085749e-12,1.6656477859195367e-15,1.9477807915962104e-05,3.51945499876765e-16,7.956206334700563e-06,1.9006356399499232e-16,9.668166504758892e-17,2.803135513719027e-17,2.2875312851257843e-15,1.9203067725245908e-15,4.773132589728997e-06,1.305891464868725e-16,9.342293620699072e-16,1.0948931133564486e-16,7.839837015592664e-16,1.1935062930743826e-12,6.460078394237087e-17,1.8281094272946182e-07,6.632085918317687e-16,6.5083961423148066e-06,1.165611520516392e-12,3.785422211941722e-17,2.708420287437006e-16,8.138129495708737e-13,1.2279424594760783e-10,5.624620575055642e-13,3.4604283716695825e-13,1.5282475192639924e-15
1.9326391518240857e-06,0.11243516446504068,0.9,0.0,0.0,0.0,0.0,0.09937610267986531,0.00024544485414924807,2.447425271336563e-06,1.713054868040379e-05,3.143156767094532e-05,8.582261490124976e-07,3.575563006646404e-05,3.460569472318627e-06,6.275706904453077e-06,7.220399815657141e-05,0.0003103259763856477,4.6875199438614745e-06,4.0873017624766074e-05,1.1019348950753612e-08,8.16580105384518e-08,2.5707753374044606e-08,4.460138275259271e-09,8.449870759580751e-05,6.508696942550315e-05,0.0007404830560131282,9.729873813326332e-05,0.00019707166742237604,6.398098836341322e-10,7.189820735773148e-05,7.549617217406621e-12,9.298220364146524e-08,9.337282245289654e-13,1.2919158332912978e-12,1.2263411758753714e-12,6.359462656735126e-12,2.9509922714533284e-13,1.0506651338043798e-05,0.00010634695554992667,1.8832189823440841e-13,7.132469021939117e-05,2.1934073739741976e-12,4.618732052245102e-13,5.975896218924517e-05,5.067613725959648e-12,1.674665348174195e-15,1.9712637669997555e-05,3.5388739271159714e-16,8.072323404131058e-06,1.9108484683100693e-16,9.784724700238069e-17,2.842749688144275e-17,2.3114231731854927e-15,1.944968278454843e-15,4.8412312876529176e-06,1.319669688151238e-16,9.43941603897069e-16,1.109070274234764e-16,7.940187911420782e-16,1.2059720839792832e-12,6.557403541222761e-17,1.8671095257216059e-07,6.715106107129832e-16,6.5693364557090815e-06,1.1719220973533404e-12,3.8332093163365736e-17,2.74220853287832e-16,8.182190789557985e-13,1.2345907603805764e-10,5.696855537291275e-13,3.503746593588329e-13,1.5488027828366025e-15
1.94288663284802e-06,0.11243632941391934,0.9,0.0,0.0,0.0,0.0,0.09937259287865963,0.000246668467027849,2.44738593679826e-06,1.7135396640586292e-05,3.145307573125639e-05,8.58201994093445e-07,3.57825089275633e-05,3.4604779234486448e-06,6.275519287493659e-06,7.259009555095656e-05,0.00031248876035588967,4.6873888811272066e-06,4.0932374306198355e-05,1.1019171700281924e-08,8.165669823594216e-08,2.5707029847901963e-08,4.460088952845601e-09,8.445620181758617e-05,6.543482604016842e-05,0.0007455741570143666,9.782265143114679e-05,0.00019851941425921818,6.39806675187466e-10,7.229279733908749e-05,7.586907643456445e-12,9.293126216808698e-08,9.343244573412325e-13,1.2937328841016392e-12,1.2272070030033872e-12,6.405888524485438e-12,2.949380525460173e-13,1.0505896552802791e-05,0.00010712608065803673,1.8845081350463202e-13,7.182601143853484e-05,2.2087233222891e-12,4.625440032221843e-13,6.0234067559288336e-05,5.107669764806074e-12,1.6836824155637395e-15,1.9948547618868135e-05,3.5582922671126733e-16,8.18924425216703e-06,1.9210593294664417e-16,9.901934771017303e-17,2.882652078713526e-17,2.3354326931999287e-15,1.9697868169606288e-15,4.909781765713416e-06,1.3335134099661888e-16,9.537152250066693e-16,1.123337624411489e-16,8.041197855923081e-16,1.2184986509856814e-12,6.655532682162774e-17,1.9066863584106025e-07,6.798649755103867e-16,6.630331726597062e-06,1.1782324126616923e-12,3.881296549342966e-17,2.7762187029185016e-16,8.226250259837177e-13,1.2412387861426255e-10,5.769549023806286e-13,3.5473366013434063e-13,1.5695065290600304e-15
