Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188),S(1015),S(1528),S(1524),S(1017),S(1013),S(634),S(986),S(1640)
1.1707330418474073e-07,0.11225129389369651,0.9,0.0,0.0,0.0,0.0,0.09996812606744519,1.0705710092737469e-05,2.3492142898676315e-06,3.853971348283424e-06,5.67987694175817e-06,8.583076486680851e-07,5.298052733208853e-06,2.8263607158597737e-06,3.416300269043224e-06,4.299764240366504e-06,5.564507961408943e-06,2.6488462310665057e-06,4.7431755852270205e-06,1.0577157528476677e-08,7.837303329784154e-08,2.5709603639061483e-08,4.444880535458363e-09,9.30649986870713e-06,3.26194552511025e-06,1.0323725801320906e-05,4.205411669730702e-06,1.3139644971640342e-06,5.202964716479966e-10,2.255222175059033e-06,3.3180034527197245e-13,1.0278286799318064e-08,1.7001362555046888e-13,1.5106264190193036e-13,1.830937444237245e-13,4.27238304370573e-14,3.274089290910542e-14,3.2007777473527374e-07,3.9884315239408434e-07,3.4030249813328493e-14,5.600090717527452e-07,1.7352609536068365e-14,5.359834565694727e-14,3.055830401207307e-07,2.611078340539838e-14,7.238446086517725e-17,3.5870935522447467e-09,1.1103878263082519e-17,2.2320749170937086e-10,9.577443083870904e-18,7.665307587814965e-20,4.00878920421092e-21,4.364546217657591e-18,5.614007442636503e-19,1.5357543067201946e-10,1.8084597518224584e-19,2.06681653237147e-18,2.323274712843009e-20,2.657565937621882e-19,2.277006176656382e-15,6.022510239037986e-21,3.9456204755831476e-13,2.2826014563923777e-19,3.1544762417752572e-09,5.0652118926907116e-14,9.455832228998461e-21,1.0808105196369751e-19,3.533470215487679e-14,5.331566390872513e-12,1.6442285930033581e-16,1.1910567544825223e-16,3.428738785455438e-19
1.2004898990071377e-07,0.11225148067934297,0.9,0.0,0.0,0.0,0.0,0.09996730077949668,1.1031188838624872e-05,2.3571998084322407e-06,3.920673465526717e-06,5.813841436596186e-06,8.587917109850638e-07,5.433425912498397e-06,2.85602041746482e-06,3.473959776855681e-06,4.409034780545202e-06,5.7439160693926835e-06,2.691665515180992e-06,4.8738952518546925e-06,1.0613111730161245e-08,7.864010190220764e-08,2.572417952321638e-08,4.447403495518245e-09,9.622543270541294e-06,3.3631625798650702e-06,1.0776685168392054e-05,4.352444268298478e-06,1.3825610097944475e-06,5.257584921804967e-10,2.349362878061533e-06,3.418844649533433e-13,1.0628514612054157e-08,1.740218086461815e-13,1.552243171878031e-13,1.8777020158300537e-13,4.4953814667794095e-14,3.3852346185082e-14,3.38467234495251e-07,4.241686745854785e-07,3.4832880858175987e-14,5.88360366442787e-07,1.82309305133658e-14,5.507549076485607e-14,3.220312804108869e-07,2.7515943621855294e-14,7.491522925713214e-17,3.924712377896928e-09,1.1567408812612397e-17,2.4932766704724973e-10,9.874633650247686e-18,8.152992100888817e-20,4.34752573718507e-21,4.6544709758507895e-18,6.113613250556261e-19,1.7141674155317943e-10,1.9412243692661446e-19,2.1957313856813254e-18,2.5466032302335506e-20,2.883069870798441e-19,2.428266623865017e-15,6.551291941298728e-21,4.48058222860105e-13,2.482000628595828e-19,3.438958300237064e-09,5.242306376803985e-14,1.0349232686127318e-20,1.1707612926731362e-19,3.6571092755016054e-14,5.518122344394343e-12,1.7905569223780584e-16,1.295099180154118e-16,3.739617621412532e-19
1.230246756166868e-07,0.11225166864004865,0.9,0.0,0.0,0.0,0.0,0.09996647465152203,1.1358649963786895e-05,2.3645667029650915e-06,3.986374204651632e-06,5.9471559235492855e-06,8.592126008914677e-07,5.568443832815672e-06,2.8843869366441104e-06,3.5305031243251758e-06,4.518305139818374e-06,5.925276025964091e-06,2.7335935377785437e-06,5.004659406267803e-06,1.0646280623430554e-08,7.888648127252718e-08,2.573685332090975e-08,4.449598149567914e-09,9.939189301036061e-06,3.4644330605905424e-06,1.123671742923036e-05,4.499955986707984e-06,1.4528842891841532e-06,5.309824337889136e-10,2.444464981208468e-06,3.5202981622929735e-13,1.0979415289177088e-08,1.7801045277839916e-13,1.593873237171518e-13,1.9243428526514456e-13,4.723989883792408e-14,3.4965897405778723e-14,3.573102482694295e-07,4.5034069022328134e-07,3.563161746715628e-14,6.173702447104923e-07,1.9129640369303275e-14,5.6553138591972866e-14,3.389267121821817e-07,2.895928529842159e-14,7.745424391631164e-17,4.284060756777399e-09,1.2035672200655978e-17,2.7769972059774075e-10,1.017198109441327e-17,8.660065815301308e-20,4.705916528721064e-21,4.955065853341243e-18,6.64231262352555e-19,1.9077354552145482e-10,2.0797595289251667e-19,2.3289876920414983e-18,2.7844600978846205e-20,3.1209404745644047e-19,2.5850941214067027e-15,7.112699596228884e-21,5.07208329787143e-13,2.6926381688609223e-19,3.740340483481686e-09,5.419977948453334e-14,1.1299088919332338e-20,1.2654769403362856e-19,3.7811520912866296e-14,5.705287515242646e-12,1.9454066321856478e-16,1.405005408759229e-16,4.0692021314504344e-19
1.2600036133265983e-07,0.11225185775358533,0.9,0.0,0.0,0.0,0.0,0.09996564768215284,1.168805385240029e-05,2.3713628004430656e-06,4.051103746308496e-06,6.0798221738345685e-06,8.595784508507555e-07,5.703089935589215e-06,2.9115112866779055e-06,3.5859506226902436e-06,4.627575395204388e-06,6.108586214930927e-06,2.774648836918625e-06,5.135446422053078e-06,1.0676879545675979e-08,7.911377093146465e-08,2.5747869895991228e-08,4.451506785931255e-09,1.0256348839689864e-05,3.5657499790632346e-06,1.170371377355315e-05,4.647909676692177e-06,1.5249295579274434e-06,5.359776892016532e-10,2.5404864762428525e-06,3.622351689909183e-13,1.1330889223422704e-08,1.8197961135074788e-13,1.6355097249587445e-13,1.9708542338328666e-13,4.958192581969621e-14,3.608123296426937e-14,3.765987640606769e-07,4.773606892559563e-07,3.642647025236749e-14,6.470354666847023e-07,2.0048638059710308e-14,5.803104475773642e-14,3.5626944892285035e-07,3.044081691676319e-14,8.000086541912476e-17,4.665900727500478e-09,1.2508461507083002e-17,3.084497566759145e-10,1.0469464892291486e-17,9.186880559274115e-20,5.0846141628480535e-21,5.2664015146018284e-18,7.20090418850619e-19,2.1172818503224682e-10,2.2241339834433633e-19,2.466610951590372e-18,3.037330771545812e-20,3.371492554707609e-19,2.747525537353116e-15,7.707945587280243e-21,5.724473424145879e-13,2.9147989316980434e-19,4.059098552285147e-09,5.5981818635082095e-14,1.2307168752366837e-20,1.3650689618772098e-19,3.905567358084186e-14,5.893014668423775e-12,2.1090116484479965e-16,1.520924072577558e-16,4.418051011322584e-19
1.2897604704863286e-07,0.11225204799867847,0.9,0.0,0.0,0.0,0.0,0.09996481987024533,1.2019361593225802e-05,2.377632230777137e-06,4.114891475129036e-06,6.211842133892197e-06,8.598963464502297e-07,5.8373484991102395e-06,2.93744292982251e-06,3.6403222609665387e-06,4.736845625674669e-06,6.293844726127825e-06,2.8148495650519306e-06,5.266235597690664e-06,1.0705107188517917e-08,7.93234467572351e-08,2.575744259145598e-08,4.45316624914096e-09,1.0573938418858337e-05,3.66710724648881e-06,1.2177568735857865e-05,4.796271061287608e-06,1.5986918289970205e-06,5.407533655920364e-10,2.6373870197159414e-06,3.7249931501290456e-13,1.1682843133490489e-08,1.8592934301335865e-13,1.6771460401451704e-13,2.0172307279676504e-13,5.1979731670972005e-14,3.719805914997288e-14,3.963246670428927e-07,5.052299307675985e-07,3.7217450875748913e-14,6.773528011915294e-07,2.098782281215581e-14,5.950897533299299e-14,3.7405953172896364e-07,3.196054076936209e-14,8.255450376316483e-17,5.070997553889704e-09,1.2985578014690973e-17,3.4170705904684256e-10,1.0767067157240374e-17,9.733787196563414e-20,5.484277571917813e-21,5.588545851433741e-18,7.790181669337613e-19,2.343649119098591e-10,2.3744136681210183e-19,2.6086261647023258e-18,3.305698977997515e-20,3.635039810653065e-19,2.9155962967554007e-15,8.338258684636866e-21,6.442314573867243e-13,3.148765485638411e-19,4.395703902955055e-09,5.776876836248115e-14,1.3375229433411092e-20,1.4696483464567166e-19,4.0303261907771737e-14,6.0812602198825175e-12,2.2816044487003094e-16,1.6430025976353809e-16,4.786721688719815e-19
1.319517327646059e-07,0.1122522393549448,0.9,0.0,0.0,0.0,0.0,0.09996399121486596,1.235253496862142e-05,2.3834157124849447e-06,4.17776599514809e-06,6.343217900873586e-06,8.601724609983773e-07,5.971204611583133e-06,2.9622297803365984e-06,3.6936377091886397e-06,4.846115912077765e-06,6.4810493739074e-06,2.8542134970412665e-06,5.39700712713423e-06,1.073114688403936e-08,7.95168705376121e-08,2.5765757282120025e-08,4.454608639845898e-09,1.0891879821369674e-05,3.768499557862247e-06,1.265818004432172e-05,4.945008512969915e-06,1.6741659163109378e-06,5.45318285129753e-10,2.735127881621452e-06,3.8282106761201156e-13,1.2035189613101293e-08,1.898597109293916e-13,1.7187758730981037e-13,2.0634671837829664e-13,5.443314597932375e-14,3.8316100732866867e-14,4.164797953646485e-07,5.339494575549997e-07,3.800457190219534e-14,7.083190265427263e-07,2.1947094150394186e-14,6.09867065075142e-14,3.9229693241549685e-07,3.3518453225739067e-14,8.511461455391641e-17,5.500119449925252e-09,1.346683095669178e-17,3.776040516399251e-10,1.1064772307000912e-17,1.0301135593552745e-19,5.905571999675998e-21,5.921564003671256e-18,8.410933079462747e-19,2.587698591964658e-10,2.530661787264161e-19,2.7550574403324886e-18,3.590046518377742e-20,3.9118936877664394e-19,3.089340390081506e-15,9.004883857323826e-21,7.230385132893706e-13,3.394817835248599e-19,4.750623416693874e-09,5.956024772134421e-14,1.4505017225660206e-20,1.5793251055906573e-19,4.1554019369249923e-14,6.269983954395268e-12,2.4634158491892683e-16,1.7713870838691774e-16,5.175769823491197e-19
1.3492741848057892e-07,0.11225243180284078,0.9,0.0,0.0,0.0,0.0,0.09996316171527853,1.2687536443659036e-05,2.3887508164788843e-06,4.239755145216465e-06,6.4739517012368315e-06,8.604121731128701e-07,6.10464414482404e-06,2.9859182129082837e-06,3.745916321703403e-06,4.9553863370635104e-06,6.670197714399442e-06,2.892758038016243e-06,5.5277420705987404e-06,1.0755167792469869e-08,7.969529879203921e-08,2.577297591510888e-08,4.455861926273254e-09,1.1210099710916628e-05,3.8699222909417534e-06,1.3145448479102305e-05,5.094092848785616e-06,1.7513464449610844e-06,5.49680986529006e-10,2.8336718942389734e-06,3.9319926130876764e-13,1.2387846716830932e-08,1.9377078213303178e-13,1.7603931903303353e-13,2.109558721036604e-13,5.694199219498848e-14,3.943509966186232e-14,4.370559546172236e-07,5.635201096839269e-07,3.878784667132225e-14,7.399309312142724e-07,2.2926351915443022e-14,6.246402425990382e-14,4.109815565273386e-07,3.511454499003488e-14,8.768069547806673e-17,5.954037315930158e-09,1.395203726507504e-17,4.1627625868108096e-10,1.136256676605404e-17,1.0889274540939648e-19,6.349168851875473e-21,6.26551859755336e-18,9.06394078011881e-19,2.850310130669754e-10,2.692938896308299e-19,2.9059282707130574e-18,3.8908530373944534e-20,4.202363592603618e-19,3.2687904903100017e-15,9.709082010000957e-21,8.093684015599583e-13,3.653233492379924e-19,5.124319323344869e-09,6.135590521051944e-14,1.5698266796292034e-20,1.6942083790833135e-19,4.280770004121402e-14,6.459148765074626e-12,2.6546750147026195e-16,1.9062223361395065e-16,5.585749301363556e-19
1.3790310419655195e-07,0.1122526253236116,0.9,0.0,0.0,0.0,0.0,0.09996233137093177,1.3024329155346858e-05,2.3936722094699164e-06,4.30088601438089e-06,6.60404587210688e-06,8.606201691735951e-07,6.237653728601779e-06,3.0085530758630063e-06,3.7971771405101547e-06,5.06465698500748e-06,6.861287061623877e-06,2.93050023106459e-06,5.658422325632423e-06,1.0777325998077777e-08,7.9859890912024e-08,2.5779239594647095e-08,4.456950476988305e-09,1.1528529292531865e-05,3.971371418225926e-06,1.3639277739376593e-05,5.243497141315157e-06,1.8302278611099794e-06,5.538497274794844e-10,2.932983401337384e-06,4.036327514928115e-13,1.274073757969476e-08,1.9766262697164842e-13,1.8019922252755335e-13,2.1555007216381598e-13,5.950608795289484e-14,4.0554813869834094e-14,4.5804493106341517e-07,5.939425370973618e-07,3.9567289185812114e-14,7.721853144273977e-07,2.3925496283573062e-14,6.394072403074233e-14,4.3011324625091276e-07,3.6748801350026125e-14,9.025228304244168e-17,6.433524485465738e-09,1.44410213190759e-17,4.5786226431044354e-10,1.1660438700145153e-17,1.149855168331096e-19,6.815745505814955e-21,6.6204699571071184e-18,9.749982278459278e-19,3.1323818483229076e-10,2.86130302070063e-19,3.0612617815104397e-18,4.20859580474534e-20,4.506758004158975e-19,3.4539780732180876e-15,1.0452129654941945e-20,9.037434688734734e-13,3.924287876763462e-19,5.517249078695854e-09,6.31554164961641e-14,1.695670070153334e-20,1.8144069341714192e-19,4.4064077006939e-14,6.6487204130042645e-12,2.8556096699442755e-16,2.0476520478895113e-16,6.01721262579217e-19
1.4087878991252498e-07,0.11225281989924565,0.9,0.0,0.0,0.0,0.0,0.09996150018144802,1.3362876901959773e-05,2.398211878480724e-06,4.361184957208236e-06,6.7335028450705655e-06,8.608005324465462e-07,6.370220725613451e-06,3.0301777085513564e-06,3.8474388986429345e-06,5.173927941935854e-06,7.05431450254241e-06,2.9674567647632536e-06,5.789030598543195e-06,1.0797765520041633e-08,8.001171666973524e-08,2.578467126556e-08,4.457895524338349e-09,1.1847104000506524e-05,4.072843430382697e-06,1.4139574318463002e-05,5.393196544307148e-06,1.910804441563496e-06,5.578324878429649e-10,3.0330282078776493e-06,4.141204140912013e-13,1.3093790067551e-08,2.0153531862144868e-13,1.8435674691742822e-13,2.2012888209876865e-13,6.212524538440138e-14,4.1675016175960726e-14,4.794385037226103e-07,6.252172113477192e-07,4.034291401429047e-14,8.050789866438115e-07,2.49444277816567e-14,6.541661039965958e-14,4.496917832274854e-07,3.8421202417879274e-14,9.282894957959236e-17,6.939356482448496e-09,1.4933614697889615e-17,5.025036717579658e-10,1.1958377799557497e-17,1.212931350588082e-19,7.305985299318221e-21,6.986476039544346e-18,1.0469829270144349e-18,3.4348298305536357e-10,3.0358097384730704e-19,3.2210801871412856e-18,4.543749588277153e-20,4.825383036040909e-19,3.6449333831531954e-15,1.1235318744477876e-20,1.006708910970669e-12,4.2082539672145464e-19,5.929865254544934e-09,6.495848231157681e-14,1.8282029236267228e-20,1.9400285720003512e-19,4.532294088765877e-14,6.838667305528059e-12,3.0664458508222574e-16,2.195818652405546e-16,6.470710338413391e-19
1.43854475628498e-07,0.11225301551243144,0.9,0.0,0.0,0.0,0.0,0.09996066814661263,1.3703144132479461e-05,2.4023993379415975e-06,4.420677609032019e-06,6.862325132085252e-06,8.609568206367683e-07,6.5023332070861156e-06,3.0508339623334847e-06,3.896720023590066e-06,5.28319929545084e-06,7.249276911132668e-06,3.003643980552612e-06,5.91955037624544e-06,1.0816619244885127e-08,8.015176314409919e-08,2.5789378048335566e-08,4.4587155677313004e-09,1.2165763211161524e-05,4.174335269619498e-06,1.4646247386380632e-05,5.543168131839552e-06,1.99307030302751e-06,5.616369735140256e-10,3.133773530346272e-06,4.2466114524012426e-13,1.3446936455387484e-08,2.0538893266417296e-13,1.885113662096237e-13,2.2469188995311177e-13,6.479927141862731e-14,4.279549327389158e-14,5.012284554062888e-07,6.573444365240348e-07,4.1114736206902805e-14,8.386087699865891e-07,2.598304730027005e-14,6.689149676720105e-14,4.6971689126944605e-07,4.0131723362523093e-14,9.541030048079732e-17,7.472310787994961e-09,1.54296559367434e-17,5.50345062143075e-10,1.2256375084063237e-17,1.278190526427493e-19,7.820577394892346e-21,7.36359264133214e-18,1.1224247529849691e-18,3.7585878580009665e-10,3.216512247739921e-19,3.3854050562497777e-18,4.896786480251458e-20,5.158542413426924e-19,3.841685528579376e-15,1.2059956429836223e-20,1.118833157913418e-12,4.505402286546081e-19,6.3626154407423115e-09,6.676482651994203e-14,1.9675950002495274e-20,2.0711801253803701e-19,4.658409848717795e-14,7.0289602917390835e-12,3.2874078683860215e-16,2.350863313087601e-16,6.946790930210507e-19
1.4683016134447104e-07,0.11225321214651836,0.9,0.0,0.0,0.0,0.0,0.09995983526636407,1.4045095936146009e-05,2.4062618207848575e-06,4.4793889011009605e-06,6.990515313207085e-06,8.610921334796537e-07,6.633979928994802e-06,3.0705622246132722e-06,3.945038640746384e-06,5.392471134656818e-06,7.4461709615643255e-06,3.0390778799573e-06,6.049965898585474e-06,1.0834009786842621e-08,8.028094111176444e-08,2.579345327423515e-08,4.459426725114724e-09,1.2484449978042853e-05,4.275844271612058e-06,1.5159208679233797e-05,5.693390749908205e-06,2.0770194110568194e-06,5.652706208463215e-10,3.235187947836449e-06,4.3525386096056846e-13,1.3800113130744253e-08,2.0922354671978226e-13,1.926625784116814e-13,2.2923870745320534e-13,6.752796807354341e-14,4.391604479958542e-14,5.234065827935109e-07,6.903243594414843e-07,4.18827712218281e-14,8.72771498597197e-07,2.7041256104734515e-14,6.836520504215519e-14,4.901882389811458e-07,4.188033463374313e-14,9.799597163107681e-17,8.033166616524026e-09,1.5928990284191946e-17,6.015339529649232e-10,1.2554422721888873e-17,1.345667090899701e-19,8.360216548729244e-21,7.751873645258132e-18,1.2013998140002301e-18,4.1046071303309357e-10,3.4034614872348487e-19,3.554257751393388e-18,5.268175712258253e-20,5.5065391822916225e-19,4.0442626231997795e-15,1.2927364701381647e-20,1.2407082507707052e-12,4.816001474244536e-19,6.815942158445584e-09,6.857419432671759e-14,2.114014748744054e-20,2.2079682101766734e-19,4.784737154121683e-14,7.219572473770914e-12,3.5187186329875396e-16,2.5129261825424575e-16,7.446001478954713e-19
1.4980584706044407e-07,0.11225340978547996,0.9,0.0,0.0,0.0,0.0,0.09995900154078464,1.438869803212243e-05,2.409824454801589e-06,4.537343075612136e-06,7.118076025897125e-06,8.612091716937194e-07,6.7651503088872685e-06,3.0894014454474384e-06,3.992412576893802e-06,5.5017435500872715e-06,7.644993140546305e-06,3.0737741316569155e-06,6.180262131192915e-06,1.085005028191314e-08,8.040009094516095e-08,2.5796978260363716e-08,4.460043039529016e-09,1.2803110787462828e-05,4.377368114854961e-06,1.5678372394891245e-05,5.843844879461215e-06,2.1626455887042885e-06,5.687406015477049e-10,3.3372413539726327e-06,4.4589749683704473e-13,1.415326031997111e-08,2.1303924012767125e-13,1.968099046658095e-13,2.337689692050846e-13,7.03111327376499e-14,4.50364824720464e-14,5.459647056247753e-07,7.241569791519401e-07,4.2647034861166e-14,9.075640189372689e-07,2.8118955844452668e-14,6.983756533471916e-14,5.11105442286032e-07,4.3667002178461196e-14,1.0058562705961801e-16,8.62270470067907e-09,1.6431469465664342e-17,6.56220756343172e-10,1.2852513890616053e-17,1.4153953093144532e-19,8.925603128065018e-21,8.151370868403436e-18,1.2839836387539514e-18,4.473855991948498e-10,3.5967062164766807e-19,3.7276587042793225e-18,5.658383590156917e-20,5.869673985823225e-19,4.252691709813457e-15,1.3838880241555535e-20,1.3729502097465236e-12,5.140317871935176e-19,7.2902827838815224e-09,7.038635062994492e-14,2.2676293140644217e-20,2.350498509172013e-19,4.9112595563203783e-14,7.410479032642124e-12,3.7605993722560504e-16,2.6821462285928604e-16,7.968886988837282e-19
1.527815327764171e-07,0.11225360841387975,0.9,0.0,0.0,0.0,0.0,0.09995816697009194,1.4733916759273422e-05,2.413110425384391e-06,4.594563700613763e-06,7.2450099557084565e-06,8.613102883724974e-07,6.895834403305915e-06,3.107389166320402e-06,4.038859363706192e-06,5.611016633632622e-06,7.845739758905019e-06,3.1077480784097154e-06,6.310424738895258e-06,1.086484512060476e-08,8.050998805524724e-08,2.5800023857047464e-08,4.460576746347108e-09,1.3121695332617258e-05,4.47890477650818e-06,1.620365509450112e-05,5.994512510006504e-06,2.249942524877778e-06,5.720538279751595e-10,3.439904909755004e-06,4.565910076997195e-13,1.4506321835327889e-08,2.168360936661383e-13,2.0095288840112762e-13,2.3828233191296865e-13,7.314855844205699e-14,4.615662929726703e-14,5.688946750826663e-07,7.588421558265503e-07,4.340754321513442e-14,9.42983190042135e-07,2.9216048560839315e-14,7.13084156560679e-14,5.324680668619516e-07,4.5491687649090703e-14,1.0317895676870021e-16,9.241707084671948e-09,1.6936951452479256e-17,7.1455873706405e-10,1.3150642650942028e-17,1.487409311267055e-19,9.517443002649156e-21,8.562134226425213e-18,1.3702511334865133e-18,4.867319659545209e-10,3.7962930638185013e-19,3.9056276230926715e-18,6.067873372999902e-20,6.248244603491622e-19,4.466998827710831e-15,1.4795854219896017e-20,1.5161993937687606e-12,5.478615357834923e-19,7.786069481966667e-09,7.220107849790158e-14,2.4286045098449108e-20,2.4988755761434167e-19,5.037961877916405e-14,7.601657067544596e-12,4.0132695086924584e-16,2.8586611548859866e-16,8.51599013421205e-19
1.5575721849239013e-07,0.11225380801683954,0.9,0.0,0.0,0.0,0.0,0.09995733155463069,1.5080719066059617e-05,2.416141125683289e-06,4.6510736847644685e-06,7.371319828184499e-06,8.613975337450007e-07,7.0260228857972605e-06,3.124561550721202e-06,4.084396241274808e-06,5.720290478469064e-06,8.048406962447695e-06,3.141014743832248e-06,6.440440059725938e-06,1.0878490623967473e-08,8.061134791333234e-08,2.5802651795508543e-08,4.461038506033783e-09,1.344015630470195e-05,4.580452493941087e-06,1.6734975609428367e-05,6.145377022994783e-06,2.338903782412221e-06,5.752169587676363e-10,3.5431509973869113e-06,4.673333673108515e-13,1.4859244841127742e-08,2.2061418930961041e-13,2.0509109450514563e-13,2.427784736185378e-13,7.604003412293681e-14,4.727631883257394e-14,5.921883814212639e-07,7.943796190563974e-07,4.416431261358577e-14,9.790258837321472e-07,3.033243669384516e-14,7.27776016247193e-14,5.54275630486584e-07,4.735434860401705e-14,1.0577567471184223e-16,9.890956925675293e-09,1.7445300232208212e-17,7.767039704810971e-10,1.3448803818627398e-17,1.5617430818805678e-19,1.0136447258319452e-20,8.984212051366731e-18,1.4602767596681088e-18,5.285999951596959e-10,4.002266648389056e-19,4.0881842073868424e-18,6.49710510530863e-20,6.642548454612038e-19,4.687209192244954e-15,1.5799651891260926e-20,1.6711208515674393e-12,5.831156140732377e-19,8.303729149181965e-09,7.401817776443085e-14,2.5971047782037543e-20,2.6532039231294382e-19,5.164830114499661e-14,7.793085447562328e-12,4.2769471252781464e-16,3.0426077552670255e-16,9.087852208462062e-19
1.5873290420836316e-07,0.11225400858000983,0.9,0.0,0.0,0.0,0.0,0.09995649529486529,1.542907250054823e-05,2.4189362951414756e-06,4.7068952919370714e-06,7.497008401813861e-06,8.614726941510308e-07,7.155707025499021e-06,3.140953416188859e-06,4.129040161650597e-06,5.829565178988472e-06,8.252990742161654e-06,3.1735888390379296e-06,6.570295079551276e-06,1.0891075667363446e-08,8.070483068425575e-08,2.5804915861424637e-08,4.461437606815563e-09,1.3758449199563488e-05,4.682009731246712e-06,1.727225495322717e-05,6.296423084227194e-06,2.4295228058642114e-06,5.782364047427742e-10,3.6469531751389397e-06,4.781235680543277e-13,1.521197963729957e-08,2.2437361001983446e-13,2.0922410851450234e-13,2.472570929598931e-13,7.898534487538127e-14,4.839539450775448e-14,6.158377609024984e-07,8.307689756144172e-07,4.4917359583747895e-14,1.0156889847872952e-06,3.146802308732772e-14,7.424497617975643e-14,5.765276052950755e-07,4.925493870082752e-14,1.0837551695034983e-16,1.0571238302908924e-08,1.795638558643778e-17,8.428153003169404e-10,1.3746992876899419e-17,1.6384304647868765e-19,1.0783332242233154e-20,9.417650850354813e-18,1.5541344136707828e-18,5.730915019910963e-10,4.214669661294864e-19,4.2753472217586374e-18,6.94653560607245e-20,7.052880642558251e-19,4.913347078531631e-15,1.6851652465583515e-20,1.8384046642818955e-12,6.198200303122527e-19,8.843683365127355e-09,7.583746373304601e-14,2.773293217687562e-20,2.8135872064140643e-19,5.291851343979578e-14,7.984744674864943e-12,4.551848664270259e-16,3.234121726930346e-16,9.685012404256883e-19
1.617085899243362e-07,0.1122542100895423,0.9,0.0,0.0,0.0,0.0,0.09995565819137264,1.5778945200541063e-05,2.4215141473179527e-06,4.762050155656109e-06,7.622078461902399e-06,8.615373259942879e-07,7.284878666294583e-06,3.156598267521728e-06,4.1728077923999465e-06,5.938840830729412e-06,8.45948694379692e-06,3.2054847691374935e-06,6.6999774073370125e-06,1.0902682255996124e-08,8.079104550126301e-08,2.5806862917249368e-08,4.461782141237076e-09,1.407653213853113e-05,4.783575150070878e-06,1.7815416238287315e-05,6.447636544583156e-06,2.521792929036415e-06,5.811183350074451e-10,3.751286133294242e-06,4.889606206284936e-13,1.5564479458863744e-08,2.281144395604231e-13,2.133515358262474e-13,2.517179084499595e-13,8.198427219845406e-14,4.9513708993329774e-14,6.398348020938385e-07,8.680097167188777e-07,4.5666700813488307e-14,1.0529693910900658e-06,3.262271099357251e-14,7.571039930130195e-14,5.992234199520211e-07,5.119340788218012e-14,1.1097823995372731e-16,1.1283336034083466e-08,1.8470082875883718e-17,9.130542964097705e-10,1.4045205898771332e-17,1.7175051576731078e-19,1.1458819501999523e-20,9.862495406137255e-18,1.6518973307968216e-18,6.203099083309044e-10,4.433542888994328e-19,4.467134563342254e-18,7.416618399994202e-20,7.479532763621419e-19,5.145435847435027e-15,1.7953248958461238e-20,2.018766279646762e-12,6.580005396324331e-19,9.406348352209912e-09,7.765876598125614e-14,2.957331571004785e-20,2.980127711842236e-19,5.419013642927973e-14,8.176616758479994e-12,4.83818866310269e-16,3.433337482115342e-16,1.0308007271801812e-18
1.6468427564030922e-07,0.11225441253206388,0.9,0.0,0.0,0.0,0.0,0.09995482024483562,1.6130305883820565e-05,2.423891487833946e-06,4.816559293359726e-06,7.746532815241626e-06,8.615927853345447e-07,7.413530206524533e-06,3.1715283308794477e-06,4.215715520170511e-06,6.048117530309367e-06,8.667891276875574e-06,3.2367166396042366e-06,6.829475251070023e-06,1.0913386055909497e-08,8.087055441061482e-08,2.5808533793166446e-08,4.4620791600460185e-09,1.4394365702212016e-05,4.885147584188093e-06,1.8364384596825387e-05,6.599004348418517e-06,2.6157073822390264e-06,5.838686832415171e-10,3.856125651210041e-06,4.998435537436496e-13,1.59167002899255e-08,2.31836762336442e-13,2.174730009305067e-13,2.5616065777476813e-13,8.503659423114246e-14,5.0631123614604536e-14,6.641715515771208e-07,9.061012248352339e-07,4.641235311945126e-14,1.0908640137408322e-06,3.379640407684724e-14,7.717373773853869e-14,6.223624617400147e-07,5.316970255424416e-14,1.1358361900327728e-16,1.2028035498884123e-08,1.8986272826210616e-17,9.875852124454737e-10,1.4343439451410832e-17,1.7990007014580393e-19,1.2163635425866028e-20,1.0318789207213544e-17,1.753638331005869e-18,6.703602163523256e-10,4.658925335922912e-19,4.663564360376276e-18,7.907803550407961e-20,7.92279642786388e-19,5.383498183637846e-15,1.9105847735541695e-20,2.2129468378152188e-12,6.97682751011129e-19,9.99213494295004e-09,7.948192725718e-14,3.149380179225934e-20,3.1529278724151324e-19,5.546306009387039e-14,8.368685097819227e-12,5.136180392800912e-16,3.640388618766039e-16,1.0957372054676018e-18
