Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106)
5.238998852683696e-08,0.11224758468437435,0.9,0.0,0.0,0.0,0.0,0.0999858646744083,4.207271208366125e-06,1.8580430330052952e-06,2.087028912083654e-06,2.609080720255342e-06,7.860474980148042e-07,2.31214631168032e-06,1.7460376950666862e-06,1.8433176705316334e-06,1.9243526067267475e-06,2.1449498394147925e-06,1.4563589561771497e-06,1.967876280550783e-06,8.365695643100935e-09,6.194629824005439e-08,2.3533868683567823e-08,4.069048123638156e-09,2.8681351476581076e-06,1.1145969624041682e-06,2.4920733176338973e-06,1.2556553663886706e-06,2.5564073082936917e-07,3.213697363714743e-10,5.516536488685244e-07,1.304227107321763e-13,3.1477106563796705e-09,7.811306512540349e-14,6.268693294527566e-14,7.992154968464662e-14,8.313959688211198e-15,1.0093705003134565e-14,4.586680089762294e-08,5.0484791457829766e-08,1.5631969656164385e-14,1.128119339815703e-07,3.496359599631121e-15,2.2237190803056567e-14,5.7236617134792745e-08,4.8916544394049824e-15,2.1612366344558286e-17,1.8813524626256221e-10,2.715844121497987e-18,5.9518954556580744e-12,3.27248557353293e-18,1.1612329189577108e-20,3.1129914253038066e-22,5.121713797173875e-19,3.261424159365166e-20,4.066297671562735e-12,1.7385428014366765e-20,2.7755077187105255e-19,1.1057030139657145e-21,1.766794110995891e-20
5.4071903547160005e-08,0.11224767073424984,0.9,0.0,0.0,0.0,0.0,0.09998540802126665,4.360114534001971e-06,1.8844879474695232e-06,2.142461892995185e-06,2.6924992880866663e-06,7.917545621917962e-07,2.389565760765506e-06,1.7875166284160099e-06,1.8930374379062203e-06,1.9861249234568593e-06,2.222441968650722e-06,1.4947630955092668e-06,2.0368880160696546e-06,8.48476189389423e-09,6.283072130357691e-08,2.3705705739774223e-08,4.098725812235095e-09,3.015226289990932e-06,1.1671489780330305e-06,2.6393982266466417e-06,1.32174426652443e-06,2.726331092111603e-07,3.290071221050963e-10,5.847371900048475e-07,1.3516003574754434e-13,3.3103896770135045e-09,8.061009765935752e-14,6.488496430590509e-14,8.259718701391012e-14,8.866539420056581e-15,1.0611184884199597e-14,4.974842338001469e-08,5.4933702149028974e-08,1.613176125457507e-14,1.2020720166727217e-07,3.72553994797983e-15,2.3017030180714885e-14,6.110823459996057e-08,5.2225095962361685e-15,2.2749904825383924e-17,2.1167135880631178e-10,2.878734398893084e-18,6.8767824271851255e-12,3.4267851213554244e-18,1.2468944289834174e-20,3.436895467590724e-22,5.587137289328567e-19,3.661276088527218e-20,4.70653742172886e-12,1.9097506437279597e-20,3.0119512347894806e-19,1.2499162892645523e-21,1.973070479690407e-20
5.575381856748305e-08,0.11224775746961627,0.9,0.0,0.0,0.0,0.0,0.09998495114435754,4.5139372136461865e-06,1.9097567935991604e-06,2.1972866672684965e-06,2.775760243900581e-06,7.97033734214467e-07,2.4670799651636075e-06,1.8281398924321346e-06,1.9422285284787718e-06,2.0478968410683316e-06,2.3005237871494694e-06,1.532713472324526e-06,2.106159640550687e-06,8.598532984933924e-09,6.367581200370421e-08,2.3864659206583676e-08,4.126178517713435e-09,3.164138653679239e-06,1.2200683562781448e-06,2.7901972438789282e-06,1.3887461538380465e-06,2.901853598186129e-07,3.364869753350409e-10,6.185896676162544e-07,1.3992766808379831e-13,3.4751070252743166e-09,8.310238417512191e-14,6.709125036469752e-14,8.527607036058254e-14,9.437321181265681e-15,1.1135067042725726e-14,5.38066735175728e-08,5.960647074744855e-08,1.663060854127279e-14,1.2783487170989174e-07,3.961920547854681e-15,2.3799806329966128e-14,6.511353353870614e-08,5.564785982913144e-15,2.3903158415775072e-17,2.3726429398493836e-10,3.045411429788824e-18,7.90970064549993e-12,3.582163468537662e-18,1.336236294516515e-20,3.783390239849439e-22,6.077459308953836e-19,4.094534000676757e-20,5.422005435181197e-12,2.0915867950200543e-20,3.259590821461623e-19,1.4074061341234305e-21,2.19531595751424e-20
5.7435733587806094e-08,0.11224784487598696,0.9,0.0,0.0,0.0,0.0,0.09998449404109391,4.668728695661511e-06,1.933901853288261e-06,2.25151250846983e-06,2.8588583872426646e-06,8.01917073895398e-07,2.5446810964258102e-06,1.8679179113786259e-06,1.9908960292509582e-06,2.1096683627586596e-06,2.379198026884598e-06,1.570215445753308e-06,2.1756825022330146e-06,8.707244311540149e-09,6.448331885304307e-08,2.401169438669007e-08,4.1515729516454335e-09,3.3147854425871267e-06,1.2733275525944496e-06,2.9444226837579928e-06,1.4566204233262106e-06,3.0829813060098795e-07,3.438112147843653e-10,6.531951520854898e-07,1.447252800612432e-13,3.6417654198045217e-09,8.558976900119925e-14,6.930551534241169e-14,8.795792902066501e-14,1.0026325739103933e-14,1.1665045993431646e-14,5.804213144650212e-08,6.450578556105364e-08,1.7128480358410948e-14,1.3569449132506973e-07,4.205487245502808e-15,2.4585421485063414e-14,6.925300773994109e-08,5.918525608815576e-15,2.5071428178356874e-17,2.650189646563539e-10,3.2157967615994515e-18,9.059245870367162e-12,3.7385397291539346e-18,1.4293214518805115e-20,4.1533405398457204e-22,6.593080417205912e-19,4.5627120896142014e-20,6.218650846405286e-12,2.2843306539405687e-20,3.518534769470292e-19,1.5789005862606308e-21,2.434154076748709e-20
5.911764860812914e-08,0.1122479329394654,0.9,0.0,0.0,0.0,0.0,0.09998403670901196,4.824478527519899e-06,1.956973084328135e-06,2.305148586671973e-06,2.941788954676953e-06,8.064342390273542e-07,2.6223614916678044e-06,1.9068614171542392e-06,2.0390449898859354e-06,2.1714394920174626e-06,2.458467261231904e-06,1.6072743116290367e-06,2.245448067453273e-06,8.811120804934131e-09,6.525491263704453e-08,2.4147704259336194e-08,4.175063335059979e-09,3.4670840480690844e-06,1.326901086143313e-06,3.102028215957567e-06,1.5253282749790633e-06,3.2697201315050904e-07,3.5098181586088996e-10,6.885379119065866e-07,1.495525470793305e-13,3.810272280999931e-09,8.807210955395065e-14,7.152748722785943e-14,9.064249801931693e-14,1.0633572026874562e-14,1.2200830989937015e-14,6.24552428267656e-08,6.963420680790257e-08,1.7625348166483264e-14,1.4378559386388985e-07,4.45622545750394e-15,2.5373779214773195e-14,7.352713438707246e-08,6.283769062833251e-15,2.6254046244052075e-17,2.950418056298213e-10,3.389812915139042e-18,1.033438168984709e-11,3.895839077245118e-18,1.5262130047888966e-20,4.547620303952755e-22,7.134387605389923e-19,5.067331822336996e-20,7.102667411083148e-12,2.4882572202314287e-20,3.7888870697097845e-19,1.7651395285543286e-21,2.6902078183008046e-20
6.079956362845218e-08,0.11224802164671344,0.9,0.0,0.0,0.0,0.0,0.09998357914576554,4.981176355114188e-06,1.9790182237151048e-06,2.3582039681348245e-06,3.024547586917026e-06,8.106126653174999e-07,2.7001136511500543e-06,1.944981414092436e-06,2.086680422702283e-06,2.2332102326294263e-06,2.5383339125271333e-06,1.6438953032358335e-06,2.315447923194529e-06,8.910377397373658e-09,6.599218986902189e-08,2.427351489803167e-08,4.1967923341023714e-09,3.620955813743427e-06,1.380765385201176e-06,3.262968806405846e-06,1.5948326335471778e-06,3.4620754388911705e-07,3.580008041735339e-10,7.246024191174902e-07,1.5440914759522986e-13,3.980539466470613e-09,9.054927535315177e-14,7.375689785900353e-14,9.332951802705288e-14,1.125907718256996e-14,1.2742145196794094e-14,6.704632654457342e-08,7.499417276902306e-08,1.8121185847393795e-14,1.5210769998237705e-07,4.714120207032825e-15,2.6164784451178673e-14,7.793637428872535e-08,6.660555533124353e-15,2.7450374431313312e-17,3.274407206683728e-10,3.567383411660632e-18,1.1744440781953489e-11,4.053992292927357e-18,1.6269742128828237e-20,4.967112546436599e-22,7.701754867827912e-19,5.609920948244293e-20,8.080493453133874e-12,2.7036370640408517e-20,4.070747821354076e-19,1.9668741154670056e-21,2.964099474751999e-20
6.248147864877523e-08,0.11224811098492199,0.9,0.0,0.0,0.0,0.0,0.09998312134912041,5.138811922067629e-06,2.0000828863667514e-06,2.4106876150780796e-06,3.107130298418981e-06,8.14477732846612e-07,2.7779302358722794e-06,1.9822891459262745e-06,2.1338073026767774e-06,2.2949805886767187e-06,2.6188002591957307e-06,1.6800835920473396e-06,2.3856737793035255e-06,9.005219466615597e-09,6.669667609161115e-08,2.43898904825513e-08,4.21689192562451e-09,3.7763258150961597e-06,1.4348986441453064e-06,3.4272006616169163e-06,1.665098071874511e-06,3.6600520523800033e-07,3.6487024944751157e-10,7.613733540937608e-07,1.5929476310233356e-13,4.152483023226277e-09,9.302114711131757e-14,7.599348299348291e-14,9.601873527643659e-14,1.1902856586959867e-14,1.3288724913742312e-14,7.181558198213898e-08,8.058800559702912e-08,1.8615969522277192e-14,1.6066031872285977e-07,4.979156157387157e-15,2.6958343514734418e-14,8.2481172114064e-08,7.0489228272653266e-15,2.8659802926600624e-17,3.6232503158698733e-10,3.7484327966943585e-18,1.3299125962136807e-11,4.212935342414905e-18,1.731668480958731e-20,5.412709295914998e-22,8.295543736389741e-19,6.192012680062096e-20,9.15881167551255e-12,2.930736310247707e-20,4.364213565581692e-19,2.1848662111464492e-21,3.256450636632582e-20
6.416339366909827e-08,0.11224820094178313,0.9,0.0,0.0,0.0,0.0,0.09998266331694898,5.297375069041577e-06,2.0202106594552603e-06,2.4626083855398494e-06,3.189533449247577e-06,8.180529200860275e-07,2.8558040651830773e-06,2.01879606480323e-06,2.1804305674557574e-06,2.3567505645409286e-06,2.699868442482904e-06,1.7158442884568124e-06,2.4561174703975246e-06,9.095843260644769e-09,6.736982903165067e-08,2.449753793629158e-08,4.235484198075063e-09,3.933122652885374e-06,1.4892806911294038e-06,3.594681176125992e-06,1.7360907376352905e-06,3.863654267699981e-07,3.7159225981705933e-10,7.988356097436595e-07,1.6420907810872095e-13,4.32602295540957e-09,9.548761589116377e-14,7.823698236925098e-14,9.87099014793074e-14,1.2564923901122867e-14,1.3840318848568178e-14,7.67630958819282e-08,8.641791680263033e-08,1.9109677382938426e-14,1.694429485139601e-07,5.251317642991446e-15,2.775436413581407e-14,8.71619566320797e-08,7.448907392740595e-15,2.988174902347363e-17,3.998054293234381e-10,3.932886660907362e-18,1.5008511029508025e-11,4.372608989511473e-18,1.8403593494798195e-20,5.885311549684264e-22,8.916103750830845e-19,6.815144833076093e-20,1.0344548845712988e-11,3.169816633040453e-20,4.669377456204681e-19,2.419887847101071e-21,3.567882010575884e-20
6.584530868942132e-08,0.1122482915054642,0.9,0.0,0.0,0.0,0.0,0.09998220504722548,5.456855733041632e-06,2.0394431925504353e-06,2.5139750333156565e-06,3.271753719047833e-06,8.213599463905433e-07,2.9337281144056014e-06,2.05451380224377e-06,2.2265551173747804e-06,2.418520164904528e-06,2.7815404728093326e-06,1.7511824424986001e-06,2.52677095748025e-06,9.182436303536039e-09,6.801304161491816e-08,2.4597111216648797e-08,4.252682092464167e-09,4.091278259425964e-06,1.5438928656601406e-06,3.765368882831856e-06,1.8077782833253045e-06,4.0728858634497936e-07,3.7816897647615833e-10,8.369742951415814e-07,1.6915178011556532e-13,4.5010830064986684e-09,9.794858232603526e-14,8.048713975594964e-14,1.0140277374455635e-13,1.324529110342328e-14,1.439668743524487e-14,8.188884882985422e-08,9.248601243889812e-08,1.960228953590665e-14,1.7845507809522798e-07,5.53058869806743e-15,2.855275547297113e-14,9.197914095427131e-08,7.860544337720975e-15,3.111565591775261e-17,4.399939268712443e-10,4.1206716582324444e-18,1.6883041423465474e-11,4.5329584361688545e-18,1.9531104840442345e-20,6.385829211997703e-22,9.563772970637422e-19,7.480858989355919e-20,1.1644875365795301e-11,3.4211352422060457e-20,4.986329591505419e-19,2.6727206855308138e-21,3.899013305672782e-20
6.752722370974436e-08,0.11224838266458341,0.9,0.0,0.0,0.0,0.0,0.09998174653802105,5.617243946722487e-06,2.0578202837544925e-06,2.5647962079726038e-06,3.353788082968312e-06,8.244189038086916e-07,3.0116955124800353e-06,2.0894541419436384e-06,2.2721858154863446e-06,2.480289394751913e-06,2.8638182357758256e-06,1.7861030445610917e-06,2.5976263292852134e-06,9.265177783269886e-09,6.862764484681763e-08,2.4689215283759074e-08,4.268590087778874e-09,4.250727716907625e-06,1.5987179053517305e-06,3.9392234060652596e-06,1.880129799366127e-06,4.287750112282951e-07,3.84602568668887e-10,8.757747386345428e-07,1.7412255959549577e-13,4.677590455054781e-09,1.0040395589881589e-13,8.274370299759121e-14,1.0409711449648796e-13,1.3943968525933924e-14,1.4957602194446005e-14,8.719272138002369e-08,9.879429800163268e-08,2.0093787858182867e-14,1.876961873719274e-07,5.816953083137015e-15,2.935342812811802e-14,9.693312278018481e-08,8.283867452084423e-15,3.236099155610273e-17,4.830038139726404e-10,4.3117155213469275e-18,1.8933534701380885e-11,4.693932989883305e-18,2.069985665326928e-20,6.915181024345143e-22,1.0238878458251623e-18,8.190699870656111e-20,1.3067204735851977e-11,3.684944884019058e-20,5.31515730417313e-19,2.9441554931090227e-21,4.2504633042782647e-20
6.92091387300674e-08,0.11224847440818672,0.9,0.0,0.0,0.0,0.0,0.09998128778749957,5.778529837691732e-06,2.0753799620057205e-06,2.6150804549337558e-06,3.4356337893908505e-06,8.27248379005531e-07,3.0896995396236513e-06,2.1236289943230412e-06,2.3173274875953885e-06,2.542058259370025e-06,2.946703497839111e-06,1.8206110260912407e-06,2.668675803364061e-06,9.344238922298453e-09,6.921491056493893e-08,2.4774409771520273e-08,4.283304834983595e-09,4.411409086942417e-06,1.653739841175383e-06,4.1162054172109656e-06,1.953115750184775e-06,4.508249791924187e-07,3.908952290014905e-10,9.152224904551577e-07,1.7912110997094895e-13,4.85547592313053e-09,1.0285365427502893e-13,8.500642404711976e-14,1.0679269139380123e-13,1.4660964890312732e-14,1.552284513363595e-14,9.267449984258097e-08,1.0534468306329342e-07,2.0584155863810512e-14,1.9716574820518494e-07,6.110394309519014e-15,3.0156294158824596e-14,1.020242846453051e-07,8.71890922863914e-15,3.3617247535856946e-17,5.289496134752483e-10,4.505947074678832e-18,2.1171180847435938e-11,4.8554857561370156e-18,2.191048780806737e-20,7.474294521334091e-22,1.0941736675559635e-18,8.946214646284799e-20,1.4619192919265353e-11,3.9614938557327624e-20,5.655945219281192e-19,3.234991638146299e-21,4.6228497067258803e-20
7.089105375039045e-08,0.11224856672572643,0.9,0.0,0.0,0.0,0.0,0.09998082879391317,5.940703627812867e-06,2.0921585657226292e-06,2.6648362156280166e-06,3.517288339329934e-06,8.298655660465839e-07,3.167733625009094e-06,2.157050372729389e-06,2.3619849223023397e-06,2.6038267643485825e-06,3.0301979116797477e-06,1.8547112602907659e-06,2.7399117269368563e-06,9.419783331634907e-09,6.977605406922776e-08,2.4853212383446934e-08,4.2969157434979385e-09,4.573263250581793e-06,1.7089439005604557e-06,4.296276592720252e-06,2.026707913135487e-06,4.7343871960189457e-07,3.970491690589786e-10,9.55303324873194e-07,1.8414712759248555e-13,5.034673196451282e-09,1.0529760268582616e-13,8.727505899339407e-14,1.0948927724919374e-13,1.5396287343136403e-14,1.6092208183937133e-14,9.833388175511839e-08,1.1213898565706074e-07,2.1073378580449177e-14,2.068632251423999e-07,6.410895661977841e-15,3.0961267087927226e-14,1.072529941708201e-07,9.165700884505664e-15,3.488393805387031e-17,5.779470392615599e-10,4.703296245199407e-18,2.3607542422185135e-11,5.017573353920428e-18,2.3163638150879388e-20,8.064105969238741e-22,1.16726539389667e-18,9.748952209875563e-20,1.630873761759489e-11,4.2510260055002924e-20,6.008775522696196e-19,3.546036593002385e-21,5.0167890059365873e-20
7.257296877071349e-08,0.11224865960704072,0.9,0.0,0.0,0.0,0.0,0.0999803695555984,6.103755632507747e-06,2.108190817952717e-06,2.7140718277010497e-06,3.598749467375247e-06,8.322863707352485e-07,3.2457913444615354e-06,2.1897303712047322e-06,2.4061628710534508e-06,2.665594915579963e-06,3.1143030212817073e-06,1.8884085628041264e-06,2.8113265775203017e-06,9.491967349205167e-09,7.031223663525591e-08,2.4926102034218312e-08,4.309505523752921e-09,4.736233758096682e-06,1.7643164177524684e-06,4.4793995743618095e-06,2.1008793201361657e-06,4.966164144817233e-07,4.030666153099834e-10,9.960032419161236e-07,1.8920031171707801e-13,5.215119055569717e-09,1.0773573335720462e-13,8.954936808108785e-14,1.1218664994962018e-13,1.614994149069083e-14,1.66654926713717e-14,1.0417048105677736e-07,1.191789364264896e-07,2.1561442435194468e-14,2.1678807609245175e-07,6.718440219658948e-15,3.1768261910626954e-14,1.1261960431480885e-07,9.624272382617832e-15,3.616059890190988e-17,6.301129556666283e-10,4.903694071040586e-18,2.62545545618438e-11,5.180155652405083e-18,2.4459948403111632e-20,8.685560288339374e-22,1.2431926863398657e-18,1.060046271680783e-19,1.814397746237366e-11,4.553780745594083e-20,6.37372824332077e-19,3.878105444097824e-21,5.432896637630461e-20
7.425488379103654e-08,0.11224875304233475,0.9,0.0,0.0,0.0,0.0,0.09997991007097252,6.267676260058694e-06,2.123509898181396e-06,2.7627955252831138e-06,3.6800151240616807e-06,8.345255071370169e-07,3.323866418175249e-06,2.221681143734117e-06,2.4498660481981897e-06,2.7273627192587215e-06,3.1990202667416496e-06,1.9217076923983703e-06,2.8829129633489374e-06,9.560940363162282e-09,7.082456791579579e-08,2.4993521755966825e-08,4.321150689118713e-09,4.900266687870635e-06,1.8198447508838683e-06,4.665537931570929e-06,2.1756042018986713e-06,5.203581995693131e-07,4.08949805284346e-10,1.0373084686872173e-06,1.942803644864168e-13,5.3967531172883405e-09,1.101679849821118e-13,9.182911572399637e-14,1.1488459237723807e-13,1.6921931433227918e-14,1.7242508820259037e-14,1.101838329827321e-07,1.264661825550334e-07,2.204833514895039e-14,2.269397529498497e-07,7.0330108754376814e-15,3.257719509924882e-14,1.1812445362443926e-07,1.009465245331187e-14,3.7446786506697905e-17,6.855653383057247e-10,5.107072708067034e-18,2.912452483566075e-11,5.3431955274451235e-18,2.580006009051875e-20,9.33961101053241e-22,1.3219842688030649e-18,1.1502297044149706e-19,2.0133291130495185e-11,4.869993084951213e-20,6.750881206632354e-19,4.232020429633836e-21,5.87178684648573e-20
7.593679881135958e-08,0.11224884702216263,0.9,0.0,0.0,0.0,0.0,0.09997945033852981,6.432456010910454e-06,2.1381475109489264e-06,2.81101543930997e-06,3.7610834595605043e-06,8.365965868722866e-07,3.4019527084501215e-06,2.2529148848955784e-06,2.4930991310534467e-06,2.7891301818808107e-06,3.2843509888245497e-06,1.954613351634949e-06,2.9546636236034688e-06,9.626845120828971e-09,7.131410823564124e-08,2.505588138682595e-08,4.331922020228368e-09,5.065310513805781e-06,1.8755172052577023e-06,4.854656125767225e-06,2.250857934638153e-06,5.446641653501325e-07,4.147009840088098e-10,1.0792054603080577e-06,1.9938699090520145e-13,5.579517685666399e-09,1.1259430223197413e-13,9.411407051220854e-14,1.1758289233103365e-13,1.7712259798693367e-14,1.782307528648537e-14,1.1637339869548882e-07,1.3400229148868164e-07,2.2534045638716713e-14,2.3731770217163406e-07,7.354590353808652e-15,3.338798460582334e-14,1.237678664887903e-07,1.0576868615968313e-14,3.8742077012813277e-17,7.444232362393479e-10,5.313365434685082e-18,3.2230132969151224e-11,5.50665863639514e-18,2.718461545481617e-20,1.002722022020237e-21,1.4036679676632594e-18,1.245600613985899e-19,2.2285296389326365e-11,5.199893640008129e-20,7.140310242429295e-19,4.6086104824667024e-21,6.334072514385978e-20
7.761871383168263e-08,0.11224894153741037,0.9,0.0,0.0,0.0,0.0,0.09997899035683815,6.598085476972257e-06,2.15213395141679e-06,2.8587395978932113e-06,3.841952808593167e-06,8.385122017171059e-07,3.480044217448564e-06,2.2834438118363517e-06,2.5358667599743415e-06,2.850897310242485e-06,3.370296433281262e-06,1.987130187533603e-06,3.0265714284596006e-06,9.689818023905299e-09,7.178187078440405e-08,2.5113560057998385e-08,4.3418849945030315e-09,5.2313159806820955e-06,1.931322962380794e-06,5.04671947651972e-06,2.326616989151571e-06,5.695343580771997e-07,4.203224006870687e-10,1.1216809005109406e-06,2.0451989881941378e-13,5.763357611963127e-09,1.1501463530482026e-13,9.640400521355102e-14,1.2028134244915109e-13,1.852092777592304e-14,1.8407018718759504e-14,1.2273856966839875e-07,1.4178875446410341e-07,2.3018563927201977e-14,2.479213653105601e-07,7.6831612274185e-15,3.42005498626374e-14,1.2955015339194125e-07,1.1070947200672813e-14,4.004606540614621e-17,8.068067354077601e-10,5.522506654882581e-18,3.558443044047801e-11,5.67051320959154e-18,2.861425735982654e-20,1.0749358466567333e-21,1.4882707535946597e-18,1.346314069957023e-19,2.4608849077219098e-11,5.543708655898649e-20,7.542089497019023e-19,5.0087107757382114e-21,6.820365390260836e-20
7.930062885200567e-08,0.11224903657928026,0.9,0.0,0.0,0.0,0.0,0.099978530124536,6.764555340920106e-06,2.1654981680191273e-06,2.905975926736605e-06,3.922621676476044e-06,8.402840000136817e-07,3.5581350849732227e-06,2.3132801475033057e-06,2.5781735384313876e-06,2.9126641114389283e-06,3.4568577549425996e-06,2.01926279222839e-06,3.0986293789701135e-06,9.749989410552233e-09,7.222882371182637e-08,2.5166908494435803e-08,4.351100183488226e-09,5.398235986946635e-06,1.9872520143153065e-06,5.241694129445746e-06,2.4028588821600736e-06,5.949687807745534e-07,4.2581630561080347e-10,1.1647217019053375e-06,2.096787988946367e-13,5.9482201629411e-09,1.174289395074764e-13,9.869869676971893e-14,1.2297974013196244e-13,1.9347935147319355e-14,1.8994173346139783e-14,1.2927867183586289e-07,1.498269898539311e-07,2.350188105921287e-14,2.5875017950784816e-07,8.018705932339452e-15,3.501481178090092e-14,1.3547161116599233e-07,1.1576913369873454e-14,4.1358364676283545e-17,8.728369232715298e-10,5.734431899567168e-18,3.920083995685483e-11,5.8347298575749355e-18,3.008962923186546e-20,1.1507004722825727e-21,1.575818767362641e-18,1.4525250772353383e-19,2.7113042024692875e-11,5.901660055787764e-20,7.956291287875578e-19,5.433162301163624e-21,7.33127598464525e-20
8.098254387232871e-08,0.11224913213927552,0.9,0.0,0.0,0.0,0.0,0.09997806964032906,6.9318563754995355e-06,2.178267822329111e-06,2.9527322495952224e-06,4.0030887262111135e-06,8.419227573559582e-07,3.636219586265901e-06,2.3424361050590613e-06,2.620024033093824e-06,2.9744305928626203e-06,3.5440360216035626e-06,2.051015703615978e-06,3.1708306067921914e-06,9.807483824935373e-09,7.265589212994832e-08,2.5216251143132064e-08,4.359623620419807e-09,5.566025474444724e-06,2.043295102948903e-06,5.439547025737474e-06,2.4795621298143672e-06,6.209673942248487e-07,4.311849472890151e-10,1.20831500594132e-06,2.148634045943782e-13,6.134054896988997e-09,1.198371748689174e-13,1.0099792628749223e-13,1.2567788746585973e-13,2.0193280321013907e-14,1.958438058988715e-14,1.359929695238071e-07,1.5811834634008034e-07,2.3983989024309112e-14,2.6980357794854656e-07,8.361206782190453e-15,3.583069274766769e-14,1.415325232437063e-07,1.2094791140005947e-14,4.267860501641234e-17,9.426358545987465e-10,5.9490778265298114e-18,4.30931548174583e-11,5.999281392900345e-18,3.161137498042334e-20,1.2301146332441866e-21,1.6663373542633936e-18,1.5643885143732294e-19,2.9807203921186864e-11,6.273965460719771e-20,8.382986241239894e-19,5.8828114533233856e-21,7.867413313712083e-20
8.266445889265176e-08,0.11224922820918636,0.9,0.0,0.0,0.0,0.0,0.09997760890298767,7.0999794428289644e-06,2.1904693462641896e-06,2.999016288774307e-06,4.083352766544074e-06,8.43438441979881e-07,3.7142921298279873e-06,2.3709238734187216e-06,2.6614227739188744e-06,3.036196762201451e-06,3.6318322177104218e-06,2.0823934059962703e-06,3.2431683737713824e-06,9.862420274787268e-09,7.306396002627533e-08,2.5261888141990908e-08,4.367507140254306e-09,5.7346413246397035e-06,2.0994436638144042e-06,5.640245873217216e-06,2.556706203266838e-06,6.475301179412281e-07,4.364305697838643e-10,1.2524481825915737e-06,2.2007343215838045e-13,6.320813547539468e-09,1.2223930578251317e-13,1.0330147902537318e-13,1.283755911477836e-13,2.1056960362511688e-14,2.0177488698116822e-14,1.428806691731195e-07,1.6666410592527285e-07,2.446488068525511e-14,2.8108099028231906e-07,8.710645981186495e-15,3.664811662113294e-14,1.4773315991048245e-07,1.2624603403056465e-14,4.400643305853697e-17,1.0163265183435458e-09,6.166382218994829e-18,4.7275538168956474e-11,6.164142665011335e-18,3.31801389033625e-20,1.3132778909127767e-21,1.7598511049468923e-18,1.6820591126344946e-19,3.2700898131918863e-11,6.660838214120649e-20,8.822243675460638e-19,6.3585096093511745e-21,8.429385210983731e-20
8.43463739129748e-08,0.11224932478107669,0.9,0.0,0.0,0.0,0.0,0.09997714791134382,7.268915493703869e-06,2.20212799674844e-06,3.0448356656650726e-06,4.163412740917484e-06,8.448402752547508e-07,3.792347255262721e-06,2.3987556038454734e-06,2.7023742542467544e-06,3.0979626274366136e-06,3.7202472478624544e-06,2.1134003307054646e-06,3.3156360713928905e-06,9.914912477520745e-09,7.345387209190367e-08,2.5304097141192654e-08,4.374798694225456e-09,5.904042260900273e-06,2.155689774118359e-06,5.843759118829462e-06,2.63427148621857e-06,6.74656831123618e-07,4.4155541024154005e-10,1.297108829772407e-06,2.2530860058100146e-13,6.508449913306594e-09,1.2463530067536593e-13,1.0560914437599285e-13,1.3107266241053458e-13,2.1938971025829308e-14,2.0773352401977556e-14,1.4994092286790515e-07,1.7546548679224617e-07,2.494454971183489e-14,2.925818430122493e-07,9.067005636187713e-15,3.7467008724431574e-14,1.5407377855539598e-07,1.316637194804731e-14,4.53415111425752e-17,1.0940328055642697e-09,6.3862839827400406e-18,5.176252215939954e-11,6.329290407586541e-18,3.4796565638272534e-20,1.400290629654915e-21,1.8563838748055985e-18,1.8056914316923805e-19,3.5803921469047464e-11,7.062487447119079e-20,9.274131363408068e-19,6.861112746790273e-21,9.017798271760628e-20
8.602828893329785e-08,0.1122494218472713,0.9,0.0,0.0,0.0,0.0,0.0999766866642888,7.438655566901874e-06,2.2132679079449912e-06,3.090197901314727e-06,4.243267717251954e-06,8.461367876421563e-07,3.870379631139545e-06,2.4259433975464393e-06,2.7428829309012e-06,3.159728196840274e-06,3.809281940139365e-06,2.1440408567416363e-06,3.3882272201103147e-06,9.965069095401351e-09,7.382643546837925e-08,2.5343134988076573e-08,4.381542640831494e-09,6.074188756463695e-06,2.212026104663684e-06,6.050055922483819e-06,2.712239234353561e-06,7.023473735996021e-07,4.4656169660722967e-10,1.3422847725230152e-06,2.305686315896235e-13,6.69691975491334e-09,1.2702513170226257e-13,1.0792071584463552e-13,1.3376891694883714e-13,2.2839306784136375e-14,2.1371832591688883e-14,1.571728316796601e-07,1.845236460195132e-07,2.542299051962675e-14,3.043055598540634e-07,9.430267767839595e-15,3.828729583805557e-14,1.6055462392105786e-07,1.3720117482423475e-14,4.6683516618353296e-17,1.1758794783329348e-09,6.6087231421767635e-18,5.6569006995887775e-11,6.4947030975712054e-18,3.646130009390952e-20,1.4912540524403498e-21,1.955958812257651e-18,1.9354397976016293e-19,3.9126302921022226e-11,7.479118106549871e-20,9.738715575582804e-19,7.391481070139734e-21,9.633257469682036e-20
