Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106)
1.728151039819668e-07,0.11225497190242177,0.9,0.0,0.0,0.0,0.0,0.0999525259389796,1.7097716212340397e-05,2.42948559075094e-06,4.962428453900933e-06,8.083477691046323e-06,8.617065411751599e-07,7.772324535323692e-06,3.208923694687213e-06,4.328701273090114e-06,6.346714187195984e-06,9.247411797021016e-06,3.3187791613270636e-06,7.18228892819185e-06,1.0938573091715752e-08,8.105764669113474e-08,2.5811961715332923e-08,4.462695397789941e-09,1.5272513839102858e-05,5.162714340843189e-06,1.989525062032835e-05,7.013307316939128e-06,2.8823996395734326e-06,5.907579608304074e-10,4.1449916057860255e-06,5.298067236123482e-13,1.688976642035003e-08,2.41914026839588e-13,2.287013627394432e-13,2.6855062248047486e-13,9.370413687268646e-14,5.371725300663991e-14,7.326477892282567e-07,1.0149174269223193e-06,4.8431115177288767e-14,1.1975174376374116e-06,3.709963138799515e-14,8.116056719129543e-14,6.878516746919237e-07,5.876293972229661e-14,1.2071470402561726e-16,1.4242043578345244e-08,2.0408538756403458e-17,1.2155540413122484e-09,1.515842315516942e-17,2.0343768818937873e-19,1.4245549388254046e-20,1.1624567029038888e-17,2.053786696251156e-18,8.228310540761783e-10,5.30825242575492e-19,5.224103055911723e-18,9.366799461391153e-20,9.226602413233174e-19
1.7584255101854828e-07,0.11225518140060355,0.9,0.0,0.0,0.0,0.0,0.09995167018422287,1.7460579736480195e-05,2.4312714779815618e-06,5.01561300122515e-06,8.207778971658353e-06,8.617375300446326e-07,7.901729609128274e-06,3.2216625903352104e-06,4.369225540918167e-06,6.457896667082034e-06,9.466693814919099e-06,3.348149057227508e-06,7.313240434380652e-06,1.0946613917623197e-08,8.111737506524524e-08,2.581289581307789e-08,4.462866017437576e-09,1.5595262031682097e-05,5.266072150409015e-06,2.047536944285529e-05,7.167794492362097e-06,2.984277403785784e-06,5.93104993666987e-10,4.253381886887534e-06,5.410451298207748e-13,1.7247418085025508e-08,2.4563142683114483e-13,2.3286874573877986e-13,2.730190009510572e-13,9.70150769599544e-14,5.4851839642781193e-14,7.586539720062017e-07,1.0569339438575501e-06,4.917585038480943e-14,1.2383815588230624e-06,3.836522033264537e-14,8.264033217288535e-14,7.13074716830772e-07,6.091710092339876e-14,1.2337377269875709e-16,1.5131543840382755e-08,2.094220613104882e-17,1.3093724884394575e-09,1.5461898689232787e-17,2.1268129195781689e-19,1.5080965840721444e-20,1.2132748740612431e-17,2.173212495532529e-18,8.85551890860648e-10,5.562653821748845e-19,5.44176990742078e-18,9.95144461086258e-20,9.743941937715101e-19
1.7886999805512975e-07,0.11225539180875514,0.9,0.0,0.0,0.0,0.0,0.09995081355968638,1.782483754431889e-05,2.4329157597948237e-06,5.0682246248761925e-06,8.33145691169276e-06,8.617635875476455e-07,8.030584801726414e-06,3.2338030939272723e-06,4.408936437128923e-06,6.569080726002802e-06,9.687929953864732e-06,3.3768968981276315e-06,7.443950750995121e-06,1.0954017175767882e-08,8.117236758860774e-08,2.5813681429107374e-08,4.46301117861275e-09,1.5917612362221965e-05,5.369433295379257e-06,2.1061165286118878e-05,7.322390195658465e-06,3.0878300362810375e-06,5.953418771324777e-10,4.362191524900771e-06,5.523264960209272e-13,1.7604624720534665e-08,2.493300907489415e-13,2.370283579031769e-13,2.774682823287355e-13,1.0038039357564573e-13,5.598500331437217e-14,7.849749180533361e-07,1.0998285080546587e-06,4.9916850932055684e-14,1.279866461473263e-06,3.965001390088989e-14,8.411737169268705e-14,7.38753043518929e-07,6.311011013574383e-14,1.260347088351074e-16,1.6058706982427697e-08,2.1477936720682535e-17,1.408489893211764e-09,1.5765383932637968e-17,2.2219181482868875e-19,1.59503855308322e-20,1.2652974521921486e-17,2.2971158220971843e-18,9.517461457470492e-10,5.823961454993112e-19,5.664321875671365e-18,1.0560144610007417e-19,1.0279919168336248e-18
1.8189744509171123e-07,0.11225560311531275,0.9,0.0,0.0,0.0,0.0,0.09994995606655054,1.819046001463912e-05,2.4344295722200656e-06,5.120282023110103e-06,8.454514519710145e-06,8.617853596080315e-07,8.158885246085858e-06,3.245372110248904e-06,4.447849588168797e-06,6.680266471396899e-06,9.911115093408078e-06,3.4050358449980725e-06,7.574410634583915e-06,1.096083300529124e-08,8.122299669397001e-08,2.5814338011846157e-08,4.463134239292927e-09,1.623953572520097e-05,5.472797219595519e-06,2.1652570413980073e-05,7.4770857742899015e-06,3.1930501603632467e-06,5.97473565100509e-10,4.4714007988297025e-06,5.636499025119102e-13,1.7961353836845008e-08,2.5301010905490843e-13,2.4117990496672256e-13,2.8189829885598177e-13,1.0379984505406847e-13,5.711664164970618e-14,8.116027316253325e-07,1.143599993549623e-06,5.065413484455565e-14,1.3219689744272018e-06,4.095391318917831e-14,8.559158129878664e-14,7.648857987681582e-07,6.534189291316551e-14,1.2869736350069151e-16,1.7024363324387335e-08,2.2015633420487677e-17,1.5130955524286001e-09,1.6068877241494627e-17,2.319726956780841e-19,1.6854601899414133e-20,1.3185281795512599e-17,2.425570683711952e-18,1.0215337641145627e-09,6.092206941376993e-19,5.891774747235365e-18,1.1193354832718142e-19,1.0834831784257562e-18
1.849248921282927e-07,0.11225581530907588,0.9,0.0,0.0,0.0,0.0,0.09994909770607076,1.8557418080179928e-05,2.4358231760679734e-06,5.171803332403618e-06,8.576954804043993e-06,8.618034076557665e-07,8.286626529419938e-06,3.2563954298618002e-06,4.485980345404979e-06,6.791454011427436e-06,1.0136244020068255e-05,3.432578780340766e-06,7.704611327848025e-06,1.0967107604725459e-08,8.126960554333842e-08,2.5814882465625173e-08,4.4632381180813276e-09,1.6561004725401022e-05,5.5761634394956194e-06,2.22495187855022e-05,7.631873255465032e-06,3.299930336349293e-06,5.995048062785021e-10,4.580990875943294e-06,5.750144467972553e-13,1.8317574855005826e-08,2.566715722052997e-13,2.4532310815841587e-13,2.863088984804601e-13,1.0727318768827582e-13,5.824665829735404e-14,8.385296073000748e-07,1.188247197479879e-06,5.138772014643012e-14,1.364685941003111e-06,4.2276819745287986e-14,8.706286203304619e-14,7.914720952668689e-07,6.761237213398018e-14,1.3136159948031127e-16,1.802934279932171e-08,2.2555203504453507e-17,1.6233813814874397e-09,1.6372377203988095e-17,2.420273560661875e-19,1.7794413215442964e-20,1.3729706374828218e-17,2.558650274757089e-18,1.0950362152512433e-09,6.3674203861218325e-19,6.124142771304686e-18,1.1851526948056472e-19,1.1408971896651564e-18
1.8795233916487417e-07,0.11225602837919012,0.9,0.0,0.0,0.0,0.0,0.09994823847957292,1.8925683218016226e-05,2.4371060257136685e-06,5.22280614128155e-06,8.69878077086005e-06,8.618182196789405e-07,8.413804675525608e-06,3.266897766961014e-06,4.5233437889954e-06,6.902643454919925e-06,1.0363311433496034e-05,3.459538314081109e-06,7.834544539075703e-06,1.0972883541685922e-08,8.13125103283398e-08,2.5815329483486045e-08,4.463325351680814e-09,1.6881993573965693e-05,5.679531534618291e-06,2.2851945996380103e-05,7.786745292719634e-06,3.408463067407286e-06,6.014401511860853e-10,4.6909437748483925e-06,5.864192432825372e-13,1.8673258990908704e-08,2.603145705861447e-13,2.4945770354510104e-13,2.9069994424296126e-13,1.1080017591934975e-13,5.937496255719347e-14,8.657478325934474e-07,1.2337688445986012e-06,5.211762484883713e-14,1.4080142189930375e-06,4.361863556810244e-14,8.853112019837498e-14,8.185110160347891e-07,6.992146814200675e-14,1.3402729032764736e-16,1.907447481232515e-08,2.3096558439973247e-17,1.7395418707028837e-09,1.6675882579660714e-17,2.5235919835205604e-19,1.8770621980559846e-20,1.4286283315374737e-17,2.696427432425591e-18,1.1723764660094895e-09,6.64963049694879e-19,6.361441068552886e-18,1.253510874635369e-19,1.20026323273406e-18
1.9097978620145564e-07,0.11225624231513143,0.9,0.0,0.0,0.0,0.0,0.0999473783884493,1.9295227440071023e-05,2.438286832474711e-06,5.273307503903371e-06,8.819995422479233e-06,8.618302198307952e-07,8.540416127640975e-06,3.2769027967271705e-06,4.559954731745275e-06,7.013834911301716e-06,1.0592311952283822e-05,3.4859267893354403e-06,7.96420242229707e-06,1.0978200038231103e-08,8.135200238979918e-08,2.5815691836471715e-08,4.463398144847933e-09,1.7202477991423195e-05,5.7829011393492894e-06,2.3459789223066715e-05,7.941695116694676e-06,3.518640805168308e-06,6.032839590332633e-10,4.801242329830619e-06,5.978634229819016e-13,1.9028379146845528e-08,2.6393919446943955e-13,2.5358344139886925e-13,2.9507131368502077e-13,1.143805625190371e-13,6.050146904302437e-14,8.932497902478097e-07,1.2801635915155993e-06,5.284386693993343e-14,1.4519506806490378e-06,4.4979263107013944e-14,8.999626713449338e-14,8.460016160073666e-07,7.226909888216629e-14,1.3669431951830116e-16,2.016058810477363e-08,2.3639613709378775e-17,1.8617740418810954e-09,1.6979392280095324e-17,2.6297160662278187e-19,1.9784034982239447e-20,1.485504637913859e-17,2.838974584039678e-18,1.253678954732761e-09,6.938864720345135e-19,6.603684181447913e-18,1.3244544246073799e-19,1.261610530797251e-18
1.940072332380371e-07,0.1122564571066907,0.9,0.0,0.0,0.0,0.0,0.09994651743415477,1.966602328375998e-05,2.4393736230080443e-06,5.323323953407451e-06,8.940601755929878e-06,8.618397767797624e-07,8.666457731810625e-06,3.2864331920909228e-06,4.5958277229481455e-06,7.125028490542955e-06,1.0823240119444767e-05,3.5117562880564914e-06,8.093577558146413e-06,1.0983093233783239e-08,8.138835017081047e-08,2.5815980624976892e-08,4.4634584138130375e-09,1.752243511714732e-05,5.886271935747545e-06,2.4072987169435334e-05,8.096716489782794e-06,3.6304559551181516e-06,6.050404044787064e-10,4.9118701564447585e-06,6.093461332304762e-13,1.9382909810276184e-08,2.6754553397131284e-13,2.577000855887137e-13,2.9942289827394423e-13,1.1801409876596617e-13,6.162609736385841e-14,9.210279602180767e-07,1.3274300306830095e-06,5.3566464376103174e-14,1.4964922126619951e-06,4.6358605261515054e-14,9.145821900207436e-14,8.739429235523847e-07,7.4655180030736e-14,1.3936257970602802e-16,2.128851062372181e-08,2.4184288647175966e-17,1.990277405169382e-09,1.728290538320595e-17,2.7386794742755064e-19,2.0835463609046276e-20,1.543602765209596e-17,2.9863632512796133e-18,1.339069565452969e-09,7.235149157662044e-19,6.8508845855673866e-18,1.3980273798250994e-19,1.3249676073959036e-18
1.9703468027461858e-07,0.11225667274395991,0.9,0.0,0.0,0.0,0.0,0.09994565561820296,2.0038043802768043e-05,2.4403737931172604e-06,5.372871515011944e-06,9.060602761699182e-06,8.618472109666088e-07,8.791926720746944e-06,3.2955106598392185e-06,4.630977052209372e-06,7.236224303099099e-06,1.105609040758147e-05,3.537038636559369e-06,8.222662935419036e-06,1.0987596427392289e-08,8.142180101625944e-08,2.5816205497280265e-08,4.463507824022118e-09,1.7841843424774202e-05,5.989643647310177e-06,2.469148001582771e-05,8.251803664339317e-06,3.7439008817755586e-06,6.067134842870925e-10,5.02281161833361e-06,6.208665373932887e-13,1.97368269592614e-08,2.711336790052454e-13,2.618074129908228e-13,3.0375460284309193e-13,1.2170053461328144e-13,6.274877182143638e-14,9.490749213784713e-07,1.3755666941426536e-06,5.4285435074561596e-14,1.5416357161341052e-06,4.775656538031638e-14,9.291689657391773e-14,9.023339419212249e-07,7.707962511884178e-14,1.4203197196673762e-16,2.2459069396244056e-08,2.4730506273110452e-17,2.1252539161989276e-09,1.758642107409891e-17,2.850515673071319e-19,2.1925723117543154e-20,1.6029258701249332e-17,3.1386646139057948e-18,1.4286756023575046e-09,7.538508662227176e-19,7.103055963269484e-18,1.4742733866548695e-19,1.3903630767649234e-18
2.0308957434778155e-07,0.11225710651742297,0.9,0.0,0.0,0.0,0.0,0.09994392940765638,2.078565360873611e-05,2.442140984905073e-06,5.470621612077255e-06,9.298800713505543e-06,8.618567866643432e-07,9.041137624841525e-06,3.3123890185405214e-06,4.699160607636951e-06,7.4586230720739094e-06,1.1527534913446098e-05,3.5860079420356112e-06,8.479938305974796e-06,1.099555308136211e-08,8.148090528331686e-08,2.5816495879393427e-08,4.463579657945908e-09,1.8478933694999946e-05,6.1963888870501415e-06,2.5944118227558922e-05,8.562154656608441e-06,3.9756493475752125e-06,6.098246831816073e-10,5.245576455231049e-06,6.440171593997192e-13,2.0442731568691426e-08,2.782557441730827e-13,2.699932866502193e-13,3.1235805489827963e-13,1.2923109924221936e-13,6.498797823512653e-14,1.0059460352258662e-06,1.4744445404752164e-06,5.571256769585551e-14,1.6337163137076159e-06,5.0607955144129766e-14,9.58241338044678e-14,9.604610066714974e-07,8.204325120739032e-14,1.4737379533833265e-16,2.4931398502249028e-08,2.5827279154230862e-17,2.4154461773544943e-09,1.8193457447987457e-17,3.082939368286576e-19,2.4226015650451545e-20,1.7252590283683933e-17,3.458287970540362e-18,1.621050121676379e-09,8.166546810801462e-19,7.62236287319409e-18,1.63495727684159e-19,1.5273831130978086e-18
