Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188)
3.859704148128481e-11,0.11224537316491504,0.9,0.0,0.0,0.0,0.0,0.0999999896249225,2.657531368301964e-09,2.627101866782297e-09,1.8357023024820333e-09,1.8361430686429422e-09,1.5808529264523785e-09,1.5902939478586384e-09,1.5899452364763257e-09,1.5899450175491695e-09,1.417865827090072e-09,1.4179740577327005e-09,1.2835857314008737e-09,1.283907210910265e-09,1.1824015086176958e-11,1.681823102111345e-11,7.362738037178978e-12,1.5523028752811566e-12,1.4230934788198219e-12,1.583125526972952e-13,1.7027632849446662e-12,1.0661225467361442e-12,1.3190601962333247e-13,1.9317839378833046e-13,1.7781210296386319e-13,8.237452193021088e-17,8.450051261284247e-17,5.496777620355083e-17,4.089513789134539e-17,5.496362184463753e-17,4.288304234701939e-21,2.129294684168103e-18,2.0960181991694745e-14,1.5825888541568972e-17,1.0999984879982427e-17,5.879502933762413e-14,1.821610226696729e-21,1.450458008591808e-17,2.847255604665238e-14,2.430424360760172e-21,1.8349497452971448e-23,1.6513510412502805e-18,8.752509778158484e-25,1.440795249204639e-22,4.649409401472602e-25,4.849034556893853e-27,1.0725578161793202e-31,2.489225541588919e-28,1.4283225543391606e-32,2.4333234915084692e-23,3.539815770380659e-30,2.4896514939809124e-29,1.8388915844959342e-34,1.2943318678021707e-33,9.914387165706174e-26,1.429980724338713e-31,1.3401366050785632e-30,6.0734162066062297e-33,1.1020508867581607e-18
4.515653866290502e-11,0.11224537336296724,0.9,0.0,0.0,0.0,0.0,0.09999998786169696,3.1092459895710013e-09,3.070502965524747e-09,2.1476268050404534e-09,2.148229898382264e-09,1.847870749176105e-09,1.8605850348178619e-09,1.860119652587175e-09,1.8601160471947168e-09,1.6588295312007905e-09,1.6589735198499218e-09,1.5016940000944167e-09,1.502134028598723e-09,1.3820402039238514e-11,2.247753550745494e-11,9.88672681019062e-12,2.0754408780787477e-12,1.995614749435904e-12,2.4907894820988446e-13,2.330087761383688e-12,1.458372716291336e-12,1.8054891266119263e-13,2.4033203569323833e-13,2.6380625003591927e-13,9.63796398420504e-17,1.2376154724103437e-16,6.431282358712294e-17,4.78478982557898e-17,6.430799622484954e-17,5.870144715104688e-21,2.1314039602089774e-18,2.4530010782329903e-14,2.585523882489998e-17,1.2869812840298611e-17,8.04792797182972e-14,2.493620335472656e-21,1.6970564424759064e-17,3.897541895788902e-14,3.3276151711356937e-21,2.5100624177085112e-23,2.260357229169995e-18,1.2984810426208588e-24,2.3071567549635153e-22,7.314288434417108e-25,6.6374822173992e-27,1.7176540712579495e-31,4.0304085855875663e-28,2.674159156588661e-32,3.8967024173050926e-23,6.144047206178268e-30,4.582688851700252e-29,3.7340224725036703e-34,2.7889086879349472e-33,1.6665385887351856e-25,2.290166096498594e-31,2.9244444647385865e-30,1.1371198440130995e-32,1.5084760040156651e-18
5.171603584452523e-11,0.11224537356104304,0.9,0.0,0.0,0.0,0.0,0.09999998609847147,3.56098152327318e-09,3.513166697824819e-09,2.4595368482913714e-09,2.460327601305858e-09,2.11447179218637e-09,2.1308829516095348e-09,2.1302846025820286e-09,2.1302762577011423e-09,1.8997932291866794e-09,1.8999780227755964e-09,1.719792159971752e-09,1.720369304527637e-09,1.581346855909557e-11,2.879596925338642e-11,1.2724167720259131e-11,2.6598182343735986e-12,2.6758349650768727e-12,3.6765353098862453e-13,3.0554256555536324e-12,1.9116426122700927e-12,2.3681184169432504e-13,2.8848314335139113e-13,3.68687501126388e-13,1.1038540558708659e-16,1.7540626782927082e-16,7.365819619297057e-17,5.480092783219431e-17,7.365260636033312e-17,7.699844268269157e-21,2.1338922133619274e-18,2.8103527882012407e-14,3.957811624347804e-17,1.4739705945970204e-17,1.0556083759664771e-13,3.2709395257347225e-21,1.9436644342555323e-17,5.1124050582816505e-14,4.3654822310802e-21,3.2901970382238473e-23,2.9647890677131236e-18,1.8146588782481634e-24,3.4655963769804214e-22,1.07955073127488e-24,8.706173345377435e-27,2.580262316821251e-31,6.106710174042646e-28,4.599189698710418e-32,5.85351708985728e-23,9.83022369342375e-30,7.747461909624895e-29,6.842794834774737e-34,5.398207294651885e-33,2.597983342715484e-25,3.4404208899191206e-31,5.746299273331359e-30,1.955734518040429e-32,1.978584536613236e-18
5.827553302614544e-11,0.1122453737591429,0.9,0.0,0.0,0.0,0.0,0.09999998433524597,4.0127379685706946e-09,3.955142147228071e-09,2.7714324329050336e-09,2.7724361555880707e-09,2.38067625143307e-09,2.4011876973710576e-09,2.4004401087093173e-09,2.400425649437828e-09,2.1407569210477395e-09,2.1409875673373778e-09,1.9378802115012797e-09,1.9386130382798275e-09,1.780343567759589e-11,3.572435843617767e-11,1.5856441233493323e-11,3.3009316952551304e-12,3.4669041874571386e-12,5.169848413810022e-13,3.878720209888019e-12,2.4258343935816973e-12,3.0069499924806093e-13,3.3727484149476164e-13,4.927579229184882e-13,1.2439181913929423e-16,2.414936161755244e-16,8.300389336748015e-17,6.175422660724816e-17,8.299745222124448e-17,9.777409142106457e-21,2.136770528993773e-18,3.168137881185481e-14,5.764022867736543e-17,1.660966406622805e-17,1.340398207391708e-13,4.153571441871905e-21,2.1902819834592788e-17,6.491851466210251e-14,5.544030980813197e-21,4.1751852148977357e-23,3.7646583037711356e-18,2.4252710445885598e-24,4.958549989750616e-22,1.5179623883538722e-24,1.1055136188458816e-26,3.6919908877170193e-31,8.797969480176089e-28,7.408182565458137e-32,8.375488312691781e-23,1.4810837708389475e-29,1.2275556088855182e-28,1.161482286631302e-33,9.641120074849485e-33,3.827451219090729e-25,4.922901787226391e-31,1.0425754794225266e-29,3.150270197588606e-32,2.5123854844013745e-18
6.483503020776565e-11,0.11224537395726708,0.9,0.0,0.0,0.0,0.0,0.09999998257202049,4.464515324625626e-09,4.396474976398185e-09,3.083313559551762e-09,3.0845555403914503e-09,2.646503180030233e-09,2.671499271239923e-09,2.670586184772943e-09,2.670564222774234e-09,2.3817206067839693e-09,2.3820021543783424e-09,2.1559581551514384e-09,2.156865229437833e-09,1.9790509021755684e-11,4.3216957389691095e-11,1.9265965936045635e-11,3.99458541031707e-12,4.3717161614869324e-12,6.998177491353203e-13,4.7999177005952105e-12,3.0008563027633613e-12,3.721985777015514e-13,3.864194421846109e-13,6.362608860963444e-13,1.383988804726532e-16,3.241006336759214e-16,9.234991448663389e-17,6.870779456762825e-17,9.234253377775115e-17,1.210284557975077e-20,2.1400490904380087e-18,3.52642247961583e-14,8.070301586580916e-17,1.8479687076223892e-17,1.6591634663400102e-13,5.1415197196350334e-21,2.4369090896153852e-17,8.035887490368155e-14,6.8632668577294e-21,5.164869026375604e-23,4.659977821061118e-18,3.1315152450619136e-24,6.828450186886493e-22,2.0547217019803147e-24,1.3684398995176125e-26,5.084452243807978e-31,1.218388647266773e-27,1.1350135423504426e-31,1.1534341377484314e-22,2.1268121476335654e-29,1.849073481728626e-28,1.8563265216411124e-33,1.6145894780092946e-32,5.396552635508415e-25,6.779772656171683e-31,1.7762005589213195e-29,4.82662747431402e-32,3.109889007729322e-18
7.139452738938586e-11,0.11224537415541584,0.9,0.0,0.0,0.0,0.0,0.09999998080879499,4.916313590600158e-09,4.837207564301268e-09,3.3951802289018373e-09,3.3966857358343948e-09,2.911970525146997e-09,2.9418176723536715e-09,2.940722829606865e-09,2.9406919780797703e-09,2.62268428639537e-09,2.6230217847571306e-09,2.3740259913906114e-09,2.3751258775845355e-09,2.1774879431515964e-11,5.123131112946821e-11,2.2936165700988362e-11,4.736878905958637e-12,5.392880034774852e-12,9.187014495002041e-13,5.818967324320529e-12,3.6366224211833613e-12,4.5132276945942937e-13,4.357409195533913e-13,7.993450329990128e-13,1.5240658956112613e-16,4.253219019239811e-16,1.0169625895503167e-16,7.566163170003022e-17,1.0168785100000316e-16,1.4676159825213935e-20,2.1437370794458844e-18,3.885274277518674e-14,1.0944366294467112e-16,2.0349774856836488e-17,2.0119053257803858e-13,6.2347879888664156e-21,2.6835457522525627e-17,9.744519502407179e-14,8.323195300017063e-21,6.259100600795781e-23,5.650761680076517e-18,3.934123004309253e-24,9.117734638006329e-22,2.6973121367949853e-24,1.6593990017989707e-26,6.789258441031878e-31,1.6344061342709128e-27,1.666411542111763e-31,1.5401821519045024e-22,2.945576854250704e-29,2.672621685479157e-28,2.829141463945564e-33,2.571858182888785e-32,7.346860328799824e-25,9.053193662852464e-31,2.8754251852570417e-29,7.086472335575933e-32,3.7711064671891316e-18
7.795402457100607e-11,0.11224537435358949,0.9,0.0,0.0,0.0,0.0,0.09999997904556951,5.368132765656662e-09,5.277379004635206e-09,3.70703244162544e-09,3.7088267229963557e-09,3.1770951217217958e-09,3.2121428998498656e-09,3.210850025064026e-09,3.2108089157237456e-09,2.8636479598819396e-09,2.8640464593482398e-09,2.5920837206870906e-09,2.5933949823033433e-09,2.375672295269017e-11,5.972825692738243e-11,2.6851475839283533e-11,5.5242074091163645e-12,6.532708915114219e-12,1.1759892691063283e-12,6.9358212046345715e-12,4.333052671325105e-12,5.380677670367056e-13,4.851881725876107e-13,9.820530264813395e-13,1.6641494637872888e-16,5.472688461266619e-16,1.1104292620606897e-16,8.261573799114785e-17,1.1103340385819607e-16,1.7497358125980308e-20,2.1478426359101786e-18,4.244762564047966e-14,1.4455533724810614e-16,2.2219927294702876e-17,2.398624957154062e-13,7.433379874624017e-21,2.930191970899918e-17,1.161775387690798e-13,9.923821748226686e-21,7.457742119127747e-23,6.737025171770726e-18,4.833304295452475e-24,1.1868850779405822e-21,3.4526421614269634e-24,1.9783937506312322e-26,8.838031856527458e-31,2.1357964431611063e-27,2.370709059457416e-31,2.004970323867755e-22,3.944631282156675e-29,3.736874093656184e-28,4.141770320392592e-33,3.920844004347677e-32,9.71988999485956e-25,1.1785347066557204e-30,4.462371127812129e-29,1.0081648578329025e-31,4.496050477814405e-18
8.58192620835654e-11,0.11224537459124481,0.9,0.0,0.0,0.0,0.0,0.09999997693135453,5.909919101042065e-09,5.804482137820147e-09,4.080943221409344e-09,4.083117022268143e-09,3.4945659489133914e-09,3.5362883469922727e-09,3.5347365346295e-09,3.5346813503690715e-09,3.152578104743225e-09,3.1530564078922663e-09,2.8535349239828703e-09,2.8551241106038843e-09,2.6129970379861878e-11,7.050224990361469e-11,3.1848841665404094e-11,6.5229690445894345e-12,8.058846371931696e-12,1.5381687305468647e-12,8.403879392543768e-12,5.2479902024070005e-12,6.521278871343636e-13,5.446080356513662e-13,1.2270329945104207e-12,1.8321267520549675e-16,7.237945085752433e-16,1.222505755618667e-16,9.095449075422778e-17,1.2223960280925644e-16,2.1206967258792264e-20,2.1533264039290778e-18,4.6767495190978336e-14,1.960504734669146e-16,2.4462439314804886e-17,2.9071234819397707e-13,9.009428894135035e-21,3.2259484403679827e-17,1.4080897643182248e-13,1.2028575053850284e-20,9.032460787174557e-23,8.16542552546886e-18,6.038947035775073e-24,1.5836170309425962e-21,4.5158999033154214e-24,2.397854213294858e-26,1.1792568190293111e-30,2.860709266054386e-27,3.476787409875477e-31,2.6752621039439687e-22,5.432012728250859e-29,5.380010324717733e-28,6.273851137570703e-33,6.219230295703851e-32,1.318086278834388e-24,1.5725427906828685e-30,7.21738742969942e-29,1.4785499468947647e-31,5.44933959860729e-18
9.368449959612473e-11,0.11224537482893665,0.9,0.0,0.0,0.0,0.0,0.09999997481713954,6.45173549575695e-09,6.330887292496015e-09,4.454833218335437e-09,4.457422781936227e-09,3.811592071082357e-09,3.860443606021645e-09,3.858609397291271e-09,3.8585382331175275e-09,3.4415082407985503e-09,3.4420736115693784e-09,3.1149715975288353e-09,3.1168653959978806e-09,2.8500074769884767e-11,8.186109161536596e-11,3.715409349056449e-11,7.576418806338196e-12,9.761978683868043e-12,1.9621194528108977e-12,1.0012417318892061e-11,6.249920554183724e-12,7.771454092940856e-13,6.041300682692079e-13,1.5002916459121536e-12,2.0001133522084134e-16,9.368224311225694e-16,1.3345868733939393e-16,9.92936304574047e-17,1.3344614045092873e-16,2.5272990788714462e-20,2.159432995834347e-18,5.1098772622785633e-14,2.5896335807918814e-16,2.6705043963956743e-17,3.46447715235131e-13,1.0736918095675522e-20,3.521718647472075e-17,1.6780718175718633e-13,1.433563374752779e-20,1.0756904111843253e-22,9.731156271635661e-18,7.383755850238626e-24,2.060171056322489e-21,5.760494151328998e-24,2.857631787174323e-26,1.5341616592329956e-30,3.733441377127979e-27,4.934391697540824e-31,3.4804594884276076e-22,7.250615028208012e-29,7.492072257776798e-28,9.141596936519614e-33,9.45433133211279e-32,1.7380501847216853e-24,2.0458388730241638e-30,1.1191212573689336e-28,2.0984372501979736e-31,6.494297874181759e-18
9.999999999999999e-11,0.11224537506666528,0.9,0.0,0.0,0.0,0.0,0.0999999731195016,6.886816163512418e-09,6.753101684642228e-09,4.755038279623788e-09,4.757987900830475e-09,4.065846682542421e-09,4.120735621392705e-09,4.11865765958759e-09,4.118572304836457e-09,3.6735086524708386e-09,3.6741491945024244e-09,3.324885245612419e-09,3.327042952775213e-09,3.040106685460624e-11,9.136973207714605e-11,4.162201098950818e-11,8.458606729945797e-12,1.1259732258343027e-11,2.3493833630872705e-12,1.1405655577975675e-11,7.1173294286445715e-12,8.854617634845601e-13,6.519660109874243e-13,1.7402045373679704e-12,2.1350072384359848e-16,1.1367695513198365e-15,1.4245872867190078e-16,1.059899372029047e-16,1.4244482877861736e-16,2.879586060234449e-20,2.164794526637972e-18,5.4585741990192554e-14,3.185984199730893e-16,2.850584108132857e-17,3.9473774398691556e-13,1.2233654532259365e-20,3.7592213379759086e-17,1.9119903743170192e-13,1.6334564747020418e-20,1.224981933877094e-22,1.1087811472426557e-17,8.564454749698006e-24,2.5055566638942274e-21,6.897382445734381e-24,3.2560036276014853e-26,1.865858843632069e-30,4.5504435417067206e-27,6.402968133608158e-31,4.2330325687220803e-22,8.976236021237768e-29,9.575945472979737e-28,1.2081051522273574e-32,1.2897687981791084e-31,2.133553276934131e-24,2.4881895910114248e-30,1.5509009356677885e-28,2.7229959594852604e-31,7.399736434360714e-18
1.0154973710868406e-10,0.11224537506666528,0.9,0.0,0.0,0.0,0.0,0.09999997270292454,6.9935819483572734e-09,6.856646544152547e-09,4.828702433559194e-09,4.831743974051835e-09,4.128197114717801e-09,4.184608675451509e-09,4.18246858481812e-09,4.182379564605846e-09,3.7304383680479156e-09,3.7310980719540165e-09,3.3763937421322506e-09,3.3786188377626393e-09,3.086727062784878e-11,9.375262014782165e-11,4.274532117553877e-11,8.67972855939687e-12,1.1645168937253952e-11,2.4509809681887395e-12,1.1761366275610837e-11,7.338732921621567e-12,9.131206651350198e-13,6.637065647039918e-13,1.8018682554918206e-12,2.168109263798981e-16,1.1900060162273087e-15,1.4466726070165888e-16,1.076331570776224e-16,1.4465301673177786e-16,2.9695439477573515e-20,2.1661731906914747e-18,5.5442720307885827e-14,3.345570239359415e-16,2.894774107470277e-17,4.0706879763635297e-13,1.2615853692983926e-20,3.817502591395596e-17,1.9717226459118135e-13,1.6845007204540794e-20,1.2630881391824081e-22,1.1434250974641532e-17,8.867924057933774e-24,2.62386659438637e-21,7.195641386565787e-24,3.357731344137012e-26,1.9539697084918886e-30,4.767639324440259e-27,6.807865888786547e-31,4.432948045713982e-22,9.43943702639702e-29,1.0144763908722543e-27,1.2900208444320356e-32,1.3876310693179155e-31,2.2390047930919453e-24,2.6056945473644078e-30,1.6748683671608782e-28,2.8951919322383466e-31,7.630954404694092e-18
1.0941497462124339e-10,0.11224537530443096,0.9,0.0,0.0,0.0,0.0,0.09999997058870953,7.535458457399047e-09,7.38180741299945e-09,5.202550868236098e-09,5.206080572111897e-09,4.444403036869466e-09,4.508783553795509e-09,4.506314069707774e-09,4.5062053454707395e-09,4.0193684864913195e-09,4.020129790640533e-09,3.637801358600335e-09,3.6403844351741255e-09,3.3231771945617973e-11,1.0612923855269922e-10,4.860214220447236e-11,9.828484521863089e-12,1.371120313478793e-11,3.0076188265562238e-12,1.3650661724076683e-11,8.514324601144497e-12,1.0600539862238516e-12,7.23303009910624e-13,2.1317909050353855e-12,2.3361144863781456e-16,1.4869880484660677e-15,1.55876294854967e-16,1.1597307059177764e-16,1.5586023160038284e-16,3.44743240854613e-20,2.173556792492708e-18,5.98006208169633e-14,4.241147723431121e-16,3.119053048824939e-17,4.725757958418567e-13,1.464624188883559e-20,4.113300271320382e-17,2.2890433477270524e-13,1.9556704799533594e-20,1.4654215869271536e-22,1.3274745897802654e-17,1.0491589894501654e-23,3.2820240272549242e-21,8.829753784437026e-24,3.89815775634218e-26,2.4441337245194723e-30,5.976933430815503e-27,9.169458694252271e-31,5.545118988057081e-22,1.2033139921123717e-28,1.3413346195818383e-27,1.7718228875819329e-32,1.9767870144152488e-31,2.828065785187976e-24,3.259382665946164e-30,2.4321642546605396e-28,3.8995432427085803e-31,8.859341045387807e-18
1.1728021213380272e-10,0.11224537554223402,0.9,0.0,0.0,0.0,0.0,0.09999996847449451,8.077365021438367e-09,7.906413223331254e-09,5.576378523521623e-09,5.580432550967086e-09,4.760230231811227e-09,4.832968239567395e-09,4.8301458238867016e-09,4.8300155763488955e-09,4.308298596128761e-09,4.309168769241713e-09,3.8991944477402516e-09,3.902162187507159e-09,3.559377382011085e-11,1.189475547189772e-10,5.4705605836023645e-11,1.1018655334154244e-11,1.59626047038392e-11,3.6346458034116782e-12,1.568024298852638e-11,9.776600351702399e-12,1.2179457040954886e-12,7.829052322339426e-13,2.4900704156810656e-12,2.5041290194974125e-16,1.8313953714994575e-15,1.6708578904616334e-16,1.2431337097673033e-16,1.6706778500532654e-16,3.960965537143319e-20,2.1815926812072677e-18,6.417377541495935e-14,5.289386699236402e-16,3.343341205391404e-17,5.429689099684105e-13,1.682808887585378e-20,4.40911168642697e-17,2.63003502138553e-13,2.2470735906966208e-20,1.6826743630222074e-22,1.525268004545672e-17,1.225480665240284e-23,4.041964854715267e-21,1.067050147371118e-23,4.478915896366732e-26,3.0101070356038997e-30,7.374939400562869e-27,1.2097194411291256e-30,6.829369863365631e-22,1.5066271172800211e-28,1.7375547721585617e-27,2.3778625249585698e-32,2.744744254993215e-31,3.512340668953586e-24,4.01417689695038e-30,3.4414621600497115e-28,5.144676742968304e-31,1.0179492449559252e-17
1.2514544964636206e-10,0.11224537578007472,0.9,0.0,0.0,0.0,0.0,0.09999996636027947,8.61930163903139e-09,8.430503447214723e-09,5.95018540057125e-09,5.9547998867320785e-09,5.075697635198052e-09,5.157162731281024e-09,5.153963819805163e-09,5.153810257876982e-09,4.5972286969602385e-09,4.5982150093871615e-09,4.160573010359116e-09,4.1639520940354055e-09,3.7953454000985107e-11,1.3216803695421397e-10,6.103809932464819e-11,1.2246561443972208e-11,1.840166149466192e-11,4.334442226376196e-12,1.785005296080056e-11,1.1125471783859223e-11,1.3867961502460165e-12,8.42510827280473e-13,2.8767076234985747e-12,2.6721528627083026e-16,2.2268334717953947e-15,1.7829574255994528e-16,1.3265405820930372e-16,1.7827567689519568e-16,4.510144409328041e-20,2.190288907794658e-18,6.856350242970337e-14,6.503479182840337e-16,3.5676385628587553e-17,6.182483398177772e-13,1.9161400836895904e-20,4.704936835894603e-17,2.99469876521724e-13,2.5587109900974025e-20,1.9148312553144025e-22,1.7368095192245853e-17,1.415757848569565e-23,4.9110117319221425e-21,1.272487220716309e-23,5.100010637209381e-26,3.6573435401030294e-30,8.975259709951163e-27,1.5674830814820138e-30,8.298104998233983e-22,1.8573416640416713e-28,2.2111271652296966e-27,3.127913351629161e-32,3.7270053536890765e-31,4.298929524371175e-24,4.8773517239603554e-30,4.761023020655197e-28,6.666217130289761e-31,1.1591446098628297e-17
1.4087592467148072e-10,0.11224537625586979,0.9,0.0,0.0,0.0,0.0,0.0999999621318493,9.703265029103487e-09,9.477277710194111e-09,6.697736824584751e-09,6.703580539251876e-09,5.705622118488556e-09,5.805581126589504e-09,5.801558435552055e-09,5.801352975429535e-09,5.1750888722053e-09,5.1763292809041396e-09,4.6832865592619165e-09,4.687568366766396e-09,4.266648231382183e-11,1.5967472338176784e-10,7.432587221106689e-11,1.480244649752307e-11,2.3850867837720955e-11,5.960817888540956e-12,2.26101467511744e-11,1.4082678931809827e-11,1.7573745531179386e-12,9.617323216924308e-13,3.735050146477613e-12,3.0082284776111336e-16,3.185087994289636e-15,2.007170248677956e-16,1.4933659312442026e-16,2.0069247592407515e-16,5.715443686762012e-20,2.209690973865583e-18,7.739802305811383e-14,9.482756766619302e-16,4.016260826728572e-17,7.834669443821428e-13,2.4282444365671883e-20,5.2966283346233796e-17,3.795046856394236e-13,3.2426924042462197e-20,2.4238018403291633e-22,2.2011549567278967e-17,1.8381763010284266e-23,7.005720171361833e-21,1.7499360726810324e-23,6.463229415477072e-26,5.217424571242482e-30,1.2837195404838049e-26,2.5143531302757763e-30,1.183868177002091e-21,2.71480710444751e-28,3.4232262645658694e-27,5.146454374797837e-32,6.495148862201306e-31,6.207417875116316e-24,6.957945179379615e-30,8.606229083854426e-28,1.0693223741954832e-30,1.4690924335513806e-17
1.5660639969659938e-10,0.11224537673181785,0.9,0.0,0.0,0.0,0.0,0.09999995790341897,1.0787348616065745e-08,1.052238122323958e-08,7.445205149520625e-09,7.452422360588353e-09,6.334302606365938e-09,6.454038727834046e-09,6.449097733803024e-09,6.448833503221446e-09,5.752949012226492e-09,5.754472618507526e-09,5.205942011764761e-09,5.211233247534121e-09,4.7371987277163366e-11,1.8839793719613415e-10,8.834788457823711e-11,1.7472641576544375e-11,3.007331132356278e-11,7.901868063780828e-12,2.7930546953333342e-11,1.7385354117290302e-11,2.1717918457948442e-12,1.0809585589937295e-12,4.706816379802279e-12,3.344341327499152e-16,4.389987462878083e-15,2.2314013671490624e-16,1.6602067515100135e-16,2.231106282757897e-16,7.063338843780937e-20,2.2318139780753045e-18,8.631501303143705e-14,1.3287368422806446e-15,4.464919739128301e-17,9.682332021160688e-13,3.0009421757183963e-20,5.888374760915407e-17,4.690096406562045e-13,4.0076222205634477e-20,2.992231469904409e-22,2.7205499529617535e-17,2.3164133485528905e-23,9.624755251257969e-21,2.3197612692048033e-23,7.987853083719317e-26,7.168019393915292e-30,1.767134497232394e-26,3.836032640832561e-30,1.6266237073422571e-21,3.803360828636575e-28,5.0449699656164926e-27,8.014831834302633e-32,1.0640691357723228e-30,8.610213812909606e-24,9.559375218815228e-30,1.461102159038413e-27,1.631435562447563e-30,1.8158133097540438e-17
1.7233687472171805e-10,0.11224537720792016,0.9,0.0,0.0,0.0,0.0,0.09999995367498844,1.187155238836943e-08,1.1566022600294028e-08,8.192590384623109e-09,8.2013251966743e-09,6.961847922190186e-09,7.10253552312954e-09,7.096581559077819e-09,7.096251846345566e-09,6.3308091170238015e-09,6.3326450356948226e-09,5.7285393743229654e-09,5.734946730490176e-09,5.2070908316230975e-11,2.1812881525899229e-10,1.0300251086297526e-10,2.0237556308305666e-11,3.708099228111e-11,1.0170137800741824e-11,3.381089780393883e-11,2.1032980858978678e-11,2.6300506783902733e-12,1.2001658355842791e-12,5.792016728697216e-12,3.680491408785126e-16,5.8691562200852e-15,2.455650734873325e-16,1.8270630410242907e-16,2.455301335391691e-16,8.553838480577123e-20,2.2567001495490693e-18,9.532548725395643e-14,1.802755991167968e-15,4.9136152077486424e-17,1.1725487013759279e-12,3.634238216247304e-20,6.480176108161932e-17,5.679856199876902e-13,4.8535079362295313e-20,3.620031257169667e-22,3.2950381324275183e-17,2.850474144518136e-23,1.2826744906743392e-20,2.985645579390465e-23,9.673920641473457e-26,9.552779685319908e-30,2.3586171918401146e-26,5.6201598015878905e-30,2.1680298686063003e-21,5.150660682654458e-28,7.145800434203311e-27,1.1943809041805298e-31,1.65850332064447e-30,1.1563924298844699e-23,1.2739867087506432e-29,2.357930243216292e-27,2.390238012642646e-30,2.1993476425307577e-17
1.8649430224432484e-10,0.11224537763654496,0.9,0.0,0.0,0.0,0.0,0.09999994986940078,1.2847438532365357e-08,1.2504193674327462e-08,8.865166062048325e-09,8.875389799888655e-09,7.525746036189373e-09,7.686216139987442e-09,7.67926945862794e-09,7.67887519147536e-09,6.8508831812249485e-09,6.853025085484472e-09,6.198827339057432e-09,6.206330415177519e-09,5.629495627758877e-11,2.456040520121061e-10,1.1665969776771464e-10,2.2793406831924937e-11,4.4067504187007665e-11,1.2499986674642131e-11,3.958170482149779e-11,2.4610402273541348e-11,3.079970334026053e-12,1.3074321679027272e-12,6.865678568605197e-12,3.9830583118231284e-16,7.457179638779077e-15,2.6574907339355695e-16,1.9772469262488595e-16,2.6570884467590127e-16,1.0017222089847964e-19,2.2814891415275776e-18,1.0352407025095105e-13,2.3186014461751507e-15,5.3174723150507703e-17,1.3731485618895228e-12,4.2560202531191647e-20,7.012844272626005e-17,6.651624530998486e-13,5.684028569957161e-20,4.235747800966294e-22,3.859221946834194e-17,3.378855908202034e-23,1.6255437487873e-20,3.669606452617889e-23,1.1329448207782337e-25,1.2106360861470698e-29,2.992304744139538e-26,7.701075623254765e-30,2.747880318231199e-21,6.607318723014881e-28,9.504808305719117e-27,1.6579757276744503e-31,2.3871634143837228e-30,1.47400298989858e-23,1.6145541324951195e-29,3.499260566970019e-27,3.275276594983011e-30,2.57604124516635e-17
2.0065172976693163e-10,0.11224537806529628,0.9,0.0,0.0,0.0,0.0,0.0999999460638129,1.3823422008716352e-08,1.3441427017287994e-08,9.53767445093583e-09,9.549503615573487e-09,8.088860348041703e-09,8.269928485739386e-09,8.261912223481077e-09,8.261448174861618e-09,7.37095721689473e-09,7.373428710825982e-09,6.669068260869882e-09,6.6777534586091886e-09,6.05147817391981e-11,2.736486724460709e-10,1.3070231083539144e-10,2.540272723841292e-11,5.170407887467089e-11,1.5109647354492222e-11,4.5805596518593756e-11,2.8466572078911468e-11,3.5654057137553175e-12,1.414692522416172e-12,8.031199095827473e-12,4.285655366773337e-16,9.308292770302728e-15,2.8593454521592894e-16,2.127443338683858e-16,2.8588865103842696e-16,1.159612855768616e-19,2.3085656366941128e-18,1.1181564947382953e-13,2.927520467839286e-15,5.721358907383994e-17,1.5895857441982728e-12,4.9268944526533815e-20,7.545556912861259e-17,7.700121675577194e-13,6.580135018340272e-20,4.899440179510813e-22,4.4681086605014415e-17,3.9524436666898566e-23,2.024660776431286e-20,4.435709380738966e-23,1.3115805360550505e-25,1.507881616785217e-29,3.7301950902409316e-26,1.0311748878172953e-29,3.422991113894702e-21,8.316125118054688e-28,1.2361989432544351e-26,2.2451076252103555e-31,3.340345435137443e-30,1.8449359197781855e-23,2.0109893282753305e-29,5.0451399900268744e-27,4.38563856146084e-30,2.982626428025356e-17
