Time (s),Volume (m^3),O2,Ar,He,Ne,N2,PFOA(1),C2F5(28),S(27),C5F11(24),S(23),S(25),C3F7(26),S(21),C4F9(22),C7HF15(3),CO2(2),C6F13(30),S(29),S(52),S(53),S(165),S(164),H(19),S(825),C2F4(54),S(689),CF3(32),S(251),S(1113),S(66),S(39),S(119),S(481),S(189),S(1086),S(20),C7F15(34),H2(879),S(107),C2HF4(98),S(1286),S(466),CHF2(348),S(1313),S(60),C2HF5(65),S(256),CHF3(1085),S(170),S(370),S(1516),S(1032),S(1108),S(1506),S(1137),S(887),S(1219),S(1106),S(1392),S(1634),C2F6(1110),S(1526),C3HF7(188)
7.449654147028277e-07,0.11230478590257965,0.9,0.0,0.0,0.0,0.0,0.09977782903374958,9.408268085202462e-05,2.4504124140864827e-06,1.1926867748707871e-05,2.327188329572572e-05,8.607957746801374e-07,2.402063890111254e-05,3.4702097152247988e-06,6.261181909660694e-06,2.7484640321432124e-05,7.882564477701613e-05,4.677837721016155e-06,2.590202280233594e-05,1.1032795652167389e-08,8.17576710901769e-08,2.5784723899602932e-08,4.4621009331695716e-09,6.163316156065136e-05,2.4684732333922663e-05,0.00019394180582025557,3.64261776269281e-05,4.423483342525608e-05,6.395681691793727e-10,2.608724737400183e-05,2.908952747217873e-12,6.815267641771361e-08,6.949314326296865e-13,8.229760231657675e-13,8.281469605388341e-13,1.4348833778509591e-12,2.163174230354471e-13,6.564700017028553e-06,2.2101766610251378e-05,1.3943071397164587e-13,1.7087875109151103e-05,5.282304649564915e-13,2.9269561296817105e-13,1.2211413903626509e-05,1.0409320363698926e-12,6.269673993537704e-16,1.62354926900836e-06,1.2842527624349807e-16,3.8937694345843253e-07,7.247568389249213e-17,9.538008340354317e-18,1.7319691199933561e-18,3.3208084241968835e-16,1.6363001076211138e-16,2.4599422311386904e-07,1.837532551539515e-17,1.3738399583394556e-16,9.043019021924727e-18,6.767169221462855e-17,1.7326017215737763e-13,3.4075962896734387e-18,3.1915802656883616e-09,6.029909586700447e-17,8.30109483373302e-07
7.533678465166521e-07,0.11230562383847047,0.9,0.0,0.0,0.0,0.0,0.09977510877997975,9.522670693976093e-05,2.450394379712206e-06,1.2007061423525583e-05,2.3404298526614105e-05,8.607787155122258e-07,2.418255480649856e-05,3.4701465299646686e-06,6.263120802113243e-06,2.7797812490834125e-05,8.017615761372312e-05,4.679148574981262e-06,2.6096166779775376e-05,1.1032714152826576e-08,8.175706959182624e-08,2.5784213268427967e-08,4.462095794201226e-09,6.20931991357251e-05,2.4971158781711543e-05,0.00019717872016300974,3.6857900508535954e-05,4.508894923988165e-05,6.395710720699195e-10,2.6411872385663012e-05,2.9442227656545043e-12,6.865940617536477e-08,6.988612550391877e-13,8.291156975067016e-13,8.337002948091341e-13,1.4625382801896098e-12,2.1792470873296818e-13,6.633751817641993e-06,2.256908603145526e-05,1.402240703776072e-13,1.7408548514991e-05,5.381246237613761e-13,2.948894664725938e-13,1.2462224948522222e-05,1.062274921377995e-12,6.343980144931239e-16,1.6777276564319648e-06,1.3002315595447909e-16,4.051909565373091e-07,7.331652169910288e-17,9.8193130517669e-18,1.79468788256299e-18,3.401014590978079e-16,1.6876562758920683e-16,2.5587275390348754e-07,1.8830064584991445e-17,1.4067137293464012e-16,9.3322553531707e-18,6.977924144672673e-17,1.774447673493071e-13,3.537139367087832e-18,3.357247077651493e-09,6.215853848266793e-17,8.538074062639987e-07
7.617702783304765e-07,0.1123064639738997,0.9,0.0,0.0,0.0,0.0,0.09977238516518017,9.63698401294073e-05,2.450376502300349e-06,1.2086581219506877e-05,2.3534868472310118e-05,8.607616565920025e-07,2.434304909701643e-05,3.4700830889498412e-06,6.264939657733691e-06,2.8111070107216404e-05,8.15337893539519e-05,4.680378161103594e-06,2.6288434925381276e-05,1.1032633912195555e-08,8.17564731013398e-08,2.5783702441931488e-08,4.462090957060866e-09,6.25474351514572e-05,2.5257577037710406e-05,0.00020043039177386834,3.728960850226679e-05,4.5948446975442906e-05,6.395739878526995e-10,2.673649026961042e-05,2.9794625843272585e-12,6.915967865272219e-08,7.02735697487411e-13,8.351953100554181e-13,8.392041971333628e-13,1.4903657474071273e-12,2.1951152896789895e-13,6.702059736234135e-06,2.303985822996102e-05,1.4100637217212003e-13,1.7730934795552253e-05,5.480710109699562e-13,2.970621241676238e-13,1.2714890767627137e-05,1.0837743601034625e-12,6.418284722332506e-16,1.7329665334481569e-06,1.316209956233708e-16,4.2142743570339114e-07,7.415746788413089e-17,1.0105382032275612e-17,1.8588625518793692e-18,3.482117226819201e-16,1.7399535191411144e-16,2.6600988299037547e-07,1.929017835943488e-17,1.439880665893411e-16,9.626966685609982e-18,7.192373263605749e-17,1.8167638528447256e-13,3.669935257935515e-18,3.5293297990051356e-09,6.405052531492456e-17,8.778432389467445e-07
7.701727101443009e-07,0.11230730628069079,0.9,0.0,0.0,0.0,0.0,0.09976965823323887,9.751206480198824e-05,2.4503587761538265e-06,1.216542311489203e-05,2.3663618665970057e-05,8.607445978938733e-07,2.4502134082442787e-05,3.470019431178341e-06,6.266645349321159e-06,2.8424412728017864e-05,8.289845256994997e-05,4.681531153018485e-06,2.647884523919254e-05,1.1032554286818131e-08,8.175588125738242e-08,2.5783190866887513e-08,4.4620863930387705e-09,6.299590178765188e-05,2.5543987091533788e-05,0.00020369666758490295,3.772130158643741e-05,4.68132702032523e-05,6.395769243768151e-10,2.7061100996497238e-05,3.01467169724254e-12,6.965353007602919e-08,7.065554876630363e-13,8.41215431392266e-13,8.446590862817576e-13,1.5183639258804347e-12,2.2107797930869803e-13,6.7696244890502e-06,2.351403954726572e-05,1.4177777123066364e-13,1.8055007106341434e-05,5.580687903032375e-13,2.9921378825825266e-13,1.2969393057454915e-05,1.1054287722986652e-12,6.492586677257327e-16,1.7892699064879372e-06,1.3321879953818324e-16,4.3809125795574357e-07,7.499837922997658e-17,1.0396221865903388e-17,1.9245044741102663e-18,3.564146288320291e-16,1.79320763581055e-16,2.7640836699551907e-07,1.9755643226214606e-17,1.4734405735171207e-16,9.927171675430906e-18,7.410729342044784e-17,1.8595619880280227e-13,3.806019369814915e-18,3.7079915021517852e-09,6.597560891909897e-17,9.022157871014653e-07
7.777348987767429e-07,0.11230806619024082,0.9,0.0,0.0,0.0,0.0,0.09976720119440892,9.85392779903942e-05,2.4503429461135145e-06,1.223579811739476e-05,2.3777958770623765e-05,8.607292432996314e-07,2.4644115292224328e-05,3.4699619816101715e-06,6.268089080291318e-06,2.8706493377543585e-05,8.413258974073072e-05,4.682507003357347e-06,2.6648640814584688e-05,1.1032482789202035e-08,8.175535327714852e-08,2.578273124547384e-08,4.462082610093232e-09,6.33946156431773e-05,2.5801749118603696e-05,0.00020664867686865155,3.810981259706304e-05,4.7596118155847414e-05,6.395795950129663e-10,2.7353244510041934e-05,3.0463332558039094e-12,7.009253641203084e-08,7.099471894439979e-13,8.465831439304782e-13,8.495269133530511e-13,1.54370672571804e-12,2.2247046191498166e-13,6.829798133757891e-06,2.3943681643363415e-05,1.4246283267807048e-13,1.8348091854728255e-05,5.67110049597164e-13,3.011325023130807e-13,1.3200000310147254e-05,1.1250489515905493e-12,6.559455403386721e-16,1.8408562579526519e-06,1.3465678649385768e-16,4.5345806247129395e-07,7.575507747875918e-17,1.0662065892092303e-17,1.984846556986133e-18,3.6387734953793325e-16,1.8419653008296645e-16,2.859927066742569e-07,2.0179140218293802e-17,1.5040089450929962e-16,1.0202071535690403e-17,7.61071672085131e-17,1.8984975473395036e-13,3.931335719790695e-18,3.874548338587806e-09,6.773686418704154e-17,9.244379457748958e-07
7.852970874091849e-07,0.11230882781580637,0.9,0.0,0.0,0.0,0.0,0.0997647415356862,9.956573307190438e-05,2.450327228018083e-06,1.230561844964505e-05,2.3890863390855904e-05,8.607138871346277e-07,2.478497257119887e-05,3.4699044046368653e-06,6.2694508690525764e-06,2.898864213896426e-05,8.537228956881222e-05,4.683427417844747e-06,2.6816958869609156e-05,1.1032412125168183e-08,8.175482911984718e-08,2.5782271863562788e-08,4.4620790684475596e-09,6.37887061149987e-05,2.6059504486282456e-05,0.0002096122826324418,3.849831149885438e-05,4.838319397327475e-05,6.395822877691938e-10,2.7645382188853133e-05,3.077969269788963e-12,7.052639776104369e-08,7.132958102786118e-13,8.519035496628552e-13,8.543556608150769e-13,1.5691849877636869e-12,2.2384663721553754e-13,6.889371408757211e-06,2.4376018480239327e-05,1.4313929435269574e-13,1.8642501796111538e-05,5.761916746319004e-13,3.0303452105176925e-13,1.3432067311730408e-05,1.144792262202953e-12,6.626322584570698e-16,1.8933106338794682e-06,1.3609473925663681e-16,4.69178397015682e-07,7.651183206831295e-17,1.0931799866840928e-17,2.0463975659350962e-18,3.7141268307828535e-16,1.8914988110982425e-16,2.95792895932913e-07,2.0606970042667435e-17,1.534825037372769e-16,1.0481470949771919e-17,7.813779931575086e-17,1.937813992109745e-13,4.059371415393458e-18,4.046689224297809e-09,6.952484075588877e-17,9.469308983501484e-07
7.928592760416269e-07,0.11230959113738118,0.9,0.0,0.0,0.0,0.0,0.09976227928854732,0.00010059142032286629,2.4503116184081916e-06,1.2374881754311031e-05,2.4002350415504503e-05,8.606985308508731e-07,2.4924713687306594e-05,3.4698467184954606e-06,6.2707349520811454e-06,2.9270858633927237e-05,8.661748991644646e-05,4.684295273316754e-06,2.6983812173524224e-05,1.1032342115696211e-08,8.17543076637072e-08,2.5781810901567897e-08,4.462075646537836e-09,6.417819692802125e-05,2.6317253187425014e-05,0.00021258737571363647,3.888679827719024e-05,4.91744574852918e-05,6.39585000168924e-10,2.7937514018105488e-05,3.109579431347391e-12,7.095514082208192e-08,7.166018639456876e-13,8.571770573823769e-13,8.591455960586424e-13,1.5947973937403739e-12,2.2520657630814042e-13,6.948345280880949e-06,2.4811018742399207e-05,1.4380726314174373e-13,1.893821812459952e-05,5.853130800278334e-13,3.0491998845360184e-13,1.3665581069584337e-05,1.1646575830553298e-12,6.693188158938795e-16,1.946635598725916e-06,1.3753266703321256e-16,4.852557002159321e-07,7.726861936032022e-17,1.1205429136344973e-17,2.109165934689714e-18,3.790219989766211e-16,1.9418134950608246e-16,3.0581085931299376e-07,2.103910326209683e-17,1.5659396784454545e-16,1.0765386906306135e-17,8.019977829934206e-17,1.977514875395972e-13,4.1901521488791986e-18,4.224536864468432e-09,7.133967992762359e-17,9.696936745710543e-07
8.00421464674069e-07,0.11231035613511675,0.9,0.0,0.0,0.0,0.0,0.09975981448430414,0.00010161633049857366,2.450296112177465e-06,1.2443585850428041e-05,2.4112437510459904e-05,8.606831717408401e-07,2.5063346071274614e-05,3.4697889389762145e-06,6.271945347226425e-06,2.9553142467427714e-05,8.786812914341702e-05,4.685113297027468e-06,2.7149213385938304e-05,1.1032271812357562e-08,8.175379023841631e-08,2.5781350590476673e-08,4.462072509425081e-09,6.456311188627206e-05,2.6574995214822926e-05,0.0002155738476639857,3.927527291781942e-05,4.996986880311841e-05,6.3958774736095e-10,2.8229639984520697e-05,3.1411634231312567e-12,7.137879238024326e-08,7.198658474838068e-13,8.624040611346375e-13,8.638969651887675e-13,1.6205426316465046e-12,2.265503514056113e-13,7.006720842599393e-06,2.5248651277022773e-05,1.4446684323498352e-13,1.9235222269675377e-05,5.944736865530701e-13,3.067890457760702e-13,1.3900528699830496e-05,1.1846438009269268e-12,6.760050143595417e-16,2.0008336069428727e-06,1.389705608823533e-16,5.016933729316621e-07,7.802519754152666e-17,1.14829551469546e-17,2.1731585772132254e-18,3.8670865727613545e-16,1.99293086057064e-16,3.1604849411264126e-07,2.147554785314261e-17,1.597455550088593e-16,1.1053824579411839e-17,8.229624375355366e-17,2.0176167243672927e-13,4.323701996687012e-18,4.408215153810149e-09,7.318221189282739e-17,9.92725273808431e-07
8.07983653306511e-07,0.11231112278932587,0.9,0.0,0.0,0.0,0.0,0.0997573471541034,0.00010264045481278866,2.4502807035902846e-06,1.2511728730647214e-05,2.4221142121448024e-05,8.606678091725646e-07,2.5200876836296783e-05,3.4697310797328493e-06,6.273085865106515e-06,2.983549322825392e-05,8.912414610382414e-05,4.685884074546767e-06,2.7313175057657648e-05,1.1032202625804388e-08,8.175327648913257e-08,2.578089116709769e-08,4.462069616539556e-09,6.494347487105089e-05,2.6832730561510992e-05,0.0002185715907276408,3.96637354068557e-05,5.076938830905721e-05,6.395905204437775e-10,2.8521760076200886e-05,3.1727210250625386e-12,7.179737930377772e-08,7.230883697519118e-13,8.675849808573817e-13,8.68610040269441e-13,1.6464194060999374e-12,2.278780867523531e-13,7.064499305465946e-06,2.56888850944821e-05,1.4511814172602385e-13,1.9533495893462487e-05,6.036729228360924e-13,3.086418376358942e-13,1.41368974263957e-05,1.2047498161416172e-12,6.826911118784607e-16,2.0559070041655404e-06,1.4040841621735463e-16,5.184947778412028e-07,7.878190959457705e-17,1.1764402328009382e-17,2.238387752398035e-18,3.944656282121718e-16,2.0448280611188595e-16,3.265076702188718e-07,2.1916315097172612e-17,1.629155848122054e-16,1.1346826750352226e-17,8.442279200856472e-17,2.0580902479669868e-13,4.4600487310641226e-18,4.597849167503842e-09,7.505145500614214e-17,1.016024665573832e-06
8.147896230757087e-07,0.11231181417825044,0.9,0.0,0.0,0.0,0.0,0.09975512442283829,0.00010356148787604934,2.450266917046953e-06,1.2572575961561863e-05,2.4317808491272236e-05,8.606539811983027e-07,2.5323718278999468e-05,3.46967894801164e-06,6.27405557724647e-06,3.0089665783293174e-05,9.025910918891995e-05,4.686539407587822e-06,2.7459520041180755e-05,1.1032140650991497e-08,8.175281638661667e-08,2.5780476856425463e-08,4.46206712942476e-09,6.528192941832072e-05,2.706468665588878e-05,0.0002212791077684771,4.001334124618488e-05,5.1492435831904144e-05,6.395930387381387e-10,2.878466312693708e-05,3.2011000656223154e-12,7.216979954549068e-08,7.25953568228492e-13,8.722087299197971e-13,8.728192519971127e-13,1.6698198977952615e-12,2.2905937979354606e-13,7.115990494873406e-06,2.6087294146006478e-05,1.456973137733104e-13,1.9803012588168016e-05,6.119847980286001e-13,3.102955583122566e-13,1.4350833844345237e-05,1.222946752047308e-12,6.887084158666085e-16,2.1062233712241957e-06,1.4170246251937503e-16,5.339297814488443e-07,7.946292237682082e-17,1.2021055339301392e-17,2.2981566654835848e-18,4.015106415506698e-16,2.092215941287285e-16,3.3611186978228454e-07,2.2316670157126825e-17,1.6579640788490085e-16,1.1614436230039462e-17,8.636451626575631e-17,2.0948473547203038e-13,4.585172022960502e-18,4.773716242377358e-09,7.67571019981864e-17,1.0372222054387696e-06
8.215955928449065e-07,0.11231250687896269,0.9,0.0,0.0,0.0,0.0,0.09975289969311436,0.00010448187183088387,2.450253204068436e-06,1.2632965894229291e-05,2.4413381417716633e-05,8.606401509714166e-07,2.5445677707618568e-05,3.4696267686903517e-06,6.274974124438357e-06,3.0343891881953403e-05,9.13983352218551e-05,4.687160157404756e-06,2.7604718073590994e-05,1.1032078635628741e-08,8.175235862407376e-08,2.578006212493512e-08,4.4620647814170936e-09,6.561673378503484e-05,2.7296637328410483e-05,0.00022399559005384365,4.0362937222142604e-05,5.221875058926267e-05,6.395955822610229e-10,2.904756140336037e-05,3.229457308701586e-12,7.253815896377501e-08,7.287859144330592e-13,8.767957527280336e-13,8.769977901253493e-13,1.693324950033459e-12,2.3022778249959586e-13,7.167000145228432e-06,2.648776290713546e-05,1.4626993406304103e-13,2.007352984678141e-05,6.203271003086331e-13,3.119363177499817e-13,1.4565901924370821e-05,1.2412390465168967e-12,6.94725484811801e-16,2.1572521754338714e-06,1.4299648515247678e-16,5.496644974228172e-07,8.014383205257305e-17,1.2280885825919163e-17,2.3589380834240635e-18,4.0861721424980716e-16,2.1402565841723095e-16,3.4589833430844814e-07,2.272049292865956e-17,1.6870737360231164e-16,1.1885756978521607e-17,8.833367640509034e-17,2.1319233351859741e-13,4.7125980730886054e-18,4.954602535888017e-09,7.848513958341198e-17,1.0586350066181757e-06
8.284015626141042e-07,0.11231320087742261,0.9,0.0,0.0,0.0,0.0,0.09975067298729257,0.00010540160115211949,2.4502395601099836e-06,1.2692897413711942e-05,2.4507873171971553e-05,8.606263169152104e-07,2.5566759718977397e-05,3.469574548192081e-06,6.275843894190935e-06,3.059817119249191e-05,9.254178064187308e-05,4.687747942247223e-06,2.774877808174195e-05,1.1032017361209965e-08,8.175190363899984e-08,2.577964823871664e-08,4.462062624931956e-09,6.594790553235572e-05,2.7528582574178427e-05,0.00022672096039428818,4.071252332534813e-05,5.294830422718456e-05,6.395981492873011e-10,2.9310454899016952e-05,3.257792613286546e-12,7.29024773103607e-08,7.315858342132365e-13,8.813463447458629e-13,8.811458294560936e-13,1.716933634999058e-12,2.3138338540427037e-13,7.217529364072181e-06,2.6890269127400082e-05,1.468360775515693e-13,2.0345034773812582e-05,6.286994275794962e-13,3.135642183812042e-13,1.4782092573079443e-05,1.2596259164731876e-12,7.007424471351437e-16,2.2089949053541343e-06,1.4429047573696693e-16,5.657012963198612e-07,8.082481984579902e-17,1.2543909646628223e-17,2.4207402256590282e-18,4.157809326861768e-16,2.1889383577230443e-16,3.558683694366177e-07,2.3127801881889166e-17,1.7163458930972805e-16,1.2160815811787286e-17,9.032787371762533e-17,2.169301188865762e-13,4.842346241276106e-18,5.1406016434973114e-09,8.023506553985743e-17,1.0802622578776628e-06
8.35207532383302e-07,0.11231389615969709,0.9,0.0,0.0,0.0,0.0,0.09974844432762409,0.00010632067057033674,2.4502259827992716e-06,1.275236951093264e-05,2.4601295887553513e-05,8.606124798683517e-07,2.568696874582851e-05,3.4695222920818098e-06,6.27666716291527e-06,3.085250337361645e-05,9.368940220463848e-05,4.688304304588238e-06,2.789170892325874e-05,1.103195661086316e-08,8.17514507255429e-08,2.5779234105438655e-08,4.462060583335975e-09,6.627546226669417e-05,2.7760522388444048e-05,0.00022945514200936468,4.106209954664644e-05,5.368106854750831e-05,6.396007374658785e-10,2.957334360798664e-05,3.2861058085167772e-12,7.326277438634139e-08,7.34353670553009e-13,8.85860788429907e-13,8.852635211067337e-13,1.740645027336068e-12,2.325262395692381e-13,7.267579322754134e-06,2.7294790664601933e-05,1.4739581656710716e-13,2.0617514619716676e-05,6.3710138306641e-13,3.151793598994459e-13,1.499939676550658e-05,1.2781065831583577e-12,7.067592813577395e-16,2.261452981144873e-06,1.455844407831543e-16,5.820425227057642e-07,8.150584685497495e-17,1.281012862453503e-17,2.483568537033417e-18,4.230031653743861e-16,2.238266567750158e-16,3.660232624845491e-07,2.3538575665885234e-17,1.7458291872692267e-16,1.2439622441442096e-17,9.23478068646572e-17,2.2069850388734445e-13,4.974434230140912e-18,5.3318079113330214e-09,8.200704217023689e-17,1.1021031296849553e-06
8.420135021524997e-07,0.11231459271194219,0.9,0.0,0.0,0.0,0.0,0.09974621373625044,0.00010723907506290098,2.45021247016881e-06,1.2811381280762339e-05,2.4693661561767725e-05,8.605986404577961e-07,2.5806309065779818e-05,3.4694700051584264e-06,6.277446100845408e-06,3.1106888074715224e-05,9.484115698051895e-05,4.688830714516886e-06,2.803351938701621e-05,1.1031895486313978e-08,8.175099948210369e-08,2.5778818833907897e-08,4.462058618903047e-09,6.659942163840787e-05,2.7992456766504762e-05,0.00023219805851911891,4.141166587710943e-05,5.441701550360733e-05,6.396033504390187e-10,2.9836227524816652e-05,3.3143967070381262e-12,7.361907004071519e-08,7.370897261147583e-13,8.903393556558026e-13,8.893510000038634e-13,1.7644582045416286e-12,2.3365638001262956e-13,7.317151253596613e-06,2.7701305485060826e-05,1.4794922140016447e-13,2.0890956779444482e-05,6.455325744087888e-13,3.167818398941351e-13,1.5217805544615504e-05,1.2966802724907838e-12,7.127758371349306e-16,2.3146277552222003e-06,1.4687838671152283e-16,5.986904949650995e-07,8.21867070717618e-17,1.3079537392663476e-17,2.547426778069533e-18,4.3028838536432425e-16,2.288259166298453e-16,3.7636428238885735e-07,2.3952789319547075e-17,1.7756682368317239e-16,1.2722175364589006e-17,9.439634616517036e-17,2.2449924580975992e-13,5.108878482740398e-18,5.528316430653718e-09,8.3801746727785e-17,1.1241567745047667e-06
8.488194719216975e-07,0.1123152905204132,0.9,0.0,0.0,0.0,0.0,0.09974398123520295,0.00010815680984405712,2.450199017526294e-06,1.2869931919727678e-05,2.478498205738725e-05,8.605847966672919e-07,2.5924784811223558e-05,3.46941769154859e-06,6.278182777448075e-06,3.136132493612807e-05,9.599700235260347e-05,4.689328573463884e-06,2.817421819369552e-05,1.10318346860326e-08,8.175055066085837e-08,2.5778404124443223e-08,4.462056821849021e-09,6.691980134037261e-05,2.822438570365343e-05,0.00023494963393499055,4.176122230804013e-05,5.515611719578755e-05,6.396059887197844e-10,3.0099106644469017e-05,3.3426651883607872e-12,7.397138416782624e-08,7.397944150614181e-13,8.947823339575563e-13,8.934084240147002e-13,1.7883722535121021e-12,2.347738988626594e-13,7.366246446768109e-06,2.810979166389365e-05,1.4849636441298145e-13,2.1165348790774767e-05,6.539926128562297e-13,3.1837175830722473e-13,1.5437310020719564e-05,1.3153462188516001e-12,7.187922194481115e-16,2.3685205130328205e-06,1.48172302182816e-16,6.156475050882376e-07,8.286755637524923e-17,1.3352151106202874e-17,2.6123228040746e-18,4.3763232206466247e-16,2.338906290001073e-16,3.8689267964133107e-07,2.4370467704258427e-17,1.805726650545343e-16,1.3008499603912759e-17,9.647137191810449e-17,2.283307894419089e-13,5.245697774753567e-18,5.730223031465965e-09,8.561875459174092e-17,1.1464223271271874e-06
8.556254416908952e-07,0.11231598957145533,0.9,0.0,0.0,0.0,0.0,0.09974174684640269,0.00010907387035833852,2.4501856214600415e-06,1.292802072437301e-05,2.487526910380955e-05,8.605709484018715e-07,2.6042399975960747e-05,3.469365354761996e-06,6.278879165008299e-06,3.161581358932944e-05,9.715689601532497e-05,4.689799216668414e-06,2.83138139961737e-05,1.1031774778030482e-08,8.175010389474742e-08,2.5777989811207832e-08,4.462055151107699e-09,6.723661910716379e-05,2.8456309195334433e-05,0.0002377097926539489,4.211076883096361e-05,5.5898345868289154e-05,6.396086464406104e-10,3.0361980962286596e-05,3.370911132659525e-12,7.431973670684557e-08,7.424681203488654e-13,8.991900082675801e-13,8.974359424555843e-13,1.8123862658891954e-12,2.358788727289706e-13,7.414866248212791e-06,2.8520227385202665e-05,1.4903731692453667e-13,2.144067833315671e-05,6.624811147842779e-13,3.1994921405146596e-13,1.5657901371080744e-05,1.3341036623158912e-12,7.248085393961701e-16,2.4231324735887892e-06,1.4946618771367512e-16,6.329158185295954e-07,8.354853822844618e-17,1.3627980568322103e-17,2.6782638139651195e-18,4.450322693461744e-16,2.3901991959493013e-16,3.976096862508639e-07,2.4791607717315453e-17,1.8359234788629785e-16,1.3298617273566496e-17,9.857111122678405e-17,2.321919418055614e-13,5.384910621403483e-18,5.937624277878526e-09,8.745766717942702e-17,1.1688989049084075e-06
8.62431411460093e-07,0.11231668985151048,0.9,0.0,0.0,0.0,0.0,0.09973951059166003,0.00010999025226909438,2.450172280431102e-06,1.2985647088287838e-05,2.496453429912789e-05,8.605570965858723e-07,2.6159158426754715e-05,3.4693129977822e-06,6.27953714485115e-06,3.187035365725945e-05,9.832079597199458e-05,4.690243917456063e-06,2.8452315380223396e-05,1.103171464582648e-08,8.174965865736291e-08,2.5777574720792044e-08,4.462053554870966e-09,6.754989271321437e-05,2.8688227237065004e-05,0.00024047845944852287,4.2460305437622965e-05,5.664367390414963e-05,6.396113275649632e-10,3.062485047391858e-05,3.3991343658648192e-12,7.46641476405615e-08,7.451111175874038e-13,9.035626414593833e-13,9.01433672312954e-13,1.836499332809974e-12,2.3697132973945446e-13,7.4630120560501215e-06,2.8932590942405663e-05,1.4957214643977177e-13,2.1716933225642065e-05,6.709977011725086e-13,3.215143019938283e-13,1.5879570839191344e-05,1.3529518458011535e-12,7.308246104865427e-16,2.478464790437126e-06,1.507600517024716e-16,6.504976739596246e-07,8.422939630439007e-17,1.3907017151240398e-17,2.745252773709691e-18,4.524938572905283e-16,2.4421595890785604e-16,4.0851651567994174e-07,2.5216178680222554e-17,1.8664403919295403e-16,1.3592522644563406e-17,1.0069911615971816e-16,2.360849038067485e-13,5.5265326963600165e-18,6.150617459760142e-09,8.931931191199251e-17,1.1915856081946194e-06
8.692373812292907e-07,0.11231739134710984,0.9,0.0,0.0,0.0,0.0,0.09973727249267464,0.00011090595145156231,2.4501589909700284e-06,1.3042810500122046e-05,2.505278911146735e-05,8.605432404686995e-07,2.6275063910328715e-05,3.4692606231181848e-06,6.28015851107232e-06,3.212494475453953e-05,9.948866053320056e-05,4.6906638898000646e-06,2.858973086497082e-05,1.1031654435298387e-08,8.174921511772556e-08,2.5777159324586722e-08,4.462052057684046e-09,6.785963997162935e-05,2.8920139824387326e-05,0.0002432555594611363,4.280983211998463e-05,5.739207382223523e-05,6.396140323316895e-10,3.0887715175300055e-05,3.4273347671939503e-12,7.500463699300631e-08,7.47723766117687e-13,9.079005085923431e-13,9.054017482181492e-13,1.8607105535733023e-12,2.380513408893045e-13,7.510685318407999e-06,2.934686073843926e-05,1.5010092195816287e-13,2.1994101425548675e-05,6.795419967784459e-13,3.2306711871560345e-13,1.610230973430777e-05,1.3718900200235895e-12,7.368404537200696e-16,2.5345185523007505e-06,1.5205389068023978e-16,6.683952831127078e-07,8.491016396235363e-17,1.418926790143032e-17,2.8132958209798623e-18,4.600159878486429e-16,2.4947869439106106e-16,4.1961436281121847e-07,2.5644184310264534e-17,1.8972436845811415e-16,1.3890230807862806e-17,1.0285498105865574e-16,2.400092884546336e-13,5.670581503106649e-18,6.369300587171973e-09,9.120363178551572e-17,1.2144815205980155e-06
8.760433509984885e-07,0.11231809404487213,0.9,0.0,0.0,0.0,0.0,0.0997350325710351,0.00011182096398793979,2.450145748657046e-06,1.3099510542166148e-05,2.5140044879939042e-05,8.60529378823025e-07,2.6390120058330102e-05,3.469208232839321e-06,6.28074497319305e-06,3.23795864876204e-05,0.00010066044831565988,4.691060290144037e-06,2.8726068903224044e-05,1.1031595242312714e-08,8.174877347358416e-08,2.5776744571738657e-08,4.462050682749269e-09,6.816587873340391e-05,2.915204695291579e-05,0.0002460410182000876,4.315934887023583e-05,5.8143518275134197e-05,6.396167548384908e-10,3.1150575062631145e-05,3.455512256620112e-12,7.534122482848124e-08,7.503064783967784e-13,9.12203893899907e-13,9.093403164789024e-13,1.88501903483902e-12,2.3911900390926595e-13,7.557887531886157e-06,2.976301528590381e-05,1.5062371341261346e-13,2.2272171027501226e-05,6.881136305598261e-13,3.246077619018663e-13,1.6326109431116505e-05,1.390917443005591e-12,7.428562598918297e-16,2.591294783528368e-06,1.5334769749975897e-16,6.866108306822558e-07,8.559110125714262e-17,1.4474750367211435e-17,2.8824013413888598e-18,4.675929243278636e-16,2.5480634313172406e-16,4.309044039270523e-07,2.6075642140059072e-17,1.9281539512918146e-16,1.4191772209149866e-17,1.0503529110785848e-16,2.4396280055262314e-13,5.81707592812432e-18,6.593772386216357e-09,9.310987216913634e-17,1.2375857092072484e-06
